geo,time,age,stack,zaf_population
zaf,2001,37,Some secondary,193916.8681
zaf,2001,37,Grade 12/Std 10,107107.1477
zaf,2001,37,Higher,60348.49949
zaf,2001,37,Unspecified,0
zaf,2001,37,Not applicable,0
zaf,2001,37,Total,608968.1993
zaf,2001,38,No schooling,96594.0416
zaf,2001,38,Some primary,119250.1211
zaf,2001,38,Complete primary,50593.1562
zaf,2001,38,Some secondary,193670.151
zaf,2001,38,Grade 12/Std 10,102589.373
zaf,2001,38,Higher,59152.75721
zaf,2001,38,Unspecified,0
zaf,2001,38,Not applicable,0
zaf,2001,38,Total,621849.6001
zaf,2001,39,No schooling,96266.43598
zaf,2001,39,Some primary,116550.1191
zaf,2001,39,Complete primary,47885.88996
zaf,2001,39,Some secondary,181032.363
zaf,2001,39,Grade 12/Std 10,95605.74631
zaf,2001,39,Higher,56763.92085
zaf,2001,39,Unspecified,0
zaf,2001,39,Not applicable,0
zaf,2001,39,Total,594104.4752
zaf,2001,40,No schooling,92920.43992
zaf,2001,40,Some primary,105151.4326
zaf,2001,40,Complete primary,41797.01039
zaf,2001,40,Some secondary,161702.6158
zaf,2001,40,Grade 12/Std 10,87919.27619
zaf,2001,40,Higher,54645.9828
zaf,2001,40,Unspecified,0
zaf,2001,40,Not applicable,0
zaf,2001,40,Total,544136.7577
zaf,2001,41,No schooling,101991.331
zaf,2001,41,Some primary,115859.0766
zaf,2001,41,Complete primary,46457.28474
zaf,2001,41,Some secondary,169916.7219
zaf,2001,41,Grade 12/Std 10,84424.08568
zaf,2001,41,Higher,54485.26365
zaf,2001,41,Unspecified,0
zaf,2001,41,Not applicable,0
zaf,2001,41,Total,573133.7635
zaf,2001,42,No schooling,94305.44603
zaf,2001,42,Some primary,108256.7359
zaf,2001,42,Complete primary,41978.02743
zaf,2001,42,Some secondary,152578.8844
zaf,2001,42,Grade 12/Std 10,72578.11179
zaf,2001,42,Higher,49656.87085
zaf,2001,42,Unspecified,0
zaf,2001,42,Not applicable,0
zaf,2001,42,Total,519354.0764
zaf,2001,43,No schooling,99625.52002
zaf,2001,43,Some primary,114208.8077
zaf,2001,43,Complete primary,43765.7109
zaf,2001,43,Some secondary,151722.319
zaf,2001,43,Grade 12/Std 10,67032.00224
zaf,2001,43,Higher,47799.97152
zaf,2001,43,Unspecified,0
zaf,2001,43,Not applicable,0
zaf,2001,43,Total,524154.3314
zaf,2001,44,No schooling,88061.05989
zaf,2001,44,Some primary,98339.10653
zaf,2001,44,Complete primary,37471.40411
zaf,2001,44,Some secondary,133172.0959
zaf,2001,44,Grade 12/Std 10,58527.59631
zaf,2001,44,Higher,43114.68992
zaf,2001,44,Unspecified,0
zaf,2001,44,Not applicable,0
zaf,2001,44,Total,458685.9527
zaf,2001,45,No schooling,91911.86955
zaf,2001,45,Some primary,95928.62458
zaf,2001,45,Complete primary,36485.57154
zaf,2001,45,Some secondary,127216.8286
zaf,2001,45,Grade 12/Std 10,55472.6626
zaf,2001,45,Higher,41053.96748
zaf,2001,45,Unspecified,0
zaf,2001,45,Not applicable,0
zaf,2001,45,Total,448069.5243
zaf,2001,46,No schooling,87972.73871
zaf,2001,46,Some primary,90866.8547
zaf,2001,46,Complete primary,33008.49842
zaf,2001,46,Some secondary,113645.7959
zaf,2001,46,Grade 12/Std 10,48587.42814
zaf,2001,46,Higher,37386.87243
zaf,2001,46,Unspecified,0
zaf,2001,46,Not applicable,0
zaf,2001,46,Total,411468.1883
zaf,2001,47,No schooling,88372.79539
zaf,2001,47,Some primary,90815.82507
zaf,2001,47,Complete primary,32666.16926
zaf,2001,47,Some secondary,112619.3332
zaf,2001,47,Grade 12/Std 10,46423.3226
zaf,2001,47,Higher,35031.54802
zaf,2001,47,Unspecified,0
zaf,2001,47,Not applicable,0
zaf,2001,47,Total,405928.9935
zaf,2001,48,No schooling,91983.47179
zaf,2001,48,Some primary,94950.46856
zaf,2001,48,Complete primary,32536.02331
zaf,2001,48,Some secondary,108899.6754
zaf,2001,48,Grade 12/Std 10,43868.57461
zaf,2001,48,Higher,32756.02131
zaf,2001,48,Unspecified,0
zaf,2001,48,Not applicable,0
zaf,2001,48,Total,404994.235
zaf,2001,49,No schooling,100772.723
zaf,2001,49,Some primary,101364.7256
zaf,2001,49,Complete primary,33274.25173
zaf,2001,49,Some secondary,107644.2647
zaf,2001,49,Grade 12/Std 10,42853.61974
zaf,2001,49,Higher,31009.33121
zaf,2001,49,Unspecified,0
zaf,2001,49,Not applicable,0
zaf,2001,49,Total,416918.916
zaf,2001,50,No schooling,88361.08909
zaf,2001,50,Some primary,77382.75608
zaf,2001,50,Complete primary,25618.47412
zaf,2001,50,Some secondary,89019.4574
zaf,2001,50,Grade 12/Std 10,39391.17666
zaf,2001,50,Higher,28776.25287
zaf,2001,50,Unspecified,0
zaf,2001,50,Not applicable,0
zaf,2001,50,Total,348549.2062
zaf,2001,51,No schooling,98551.73969
zaf,2001,51,Some primary,84752.04961
zaf,2001,51,Complete primary,27342.62756
zaf,2001,51,Some secondary,90167.00215
zaf,2001,51,Grade 12/Std 10,36915.24674
zaf,2001,51,Higher,26244.76904
zaf,2001,51,Unspecified,0
zaf,2001,51,Not applicable,0
zaf,2001,51,Total,363973.4348
zaf,2001,52,No schooling,86655.3143
zaf,2001,52,Some primary,75559.40408
zaf,2001,52,Complete primary,24129.76812
zaf,2001,52,Some secondary,82148.11018
zaf,2001,52,Grade 12/Std 10,34942.40381
zaf,2001,52,Higher,24525.96888
zaf,2001,52,Unspecified,0
zaf,2001,52,Not applicable,0
zaf,2001,52,Total,327960.9694
zaf,2001,53,No schooling,80818.42555
zaf,2001,53,Some primary,71268.63141
zaf,2001,53,Complete primary,23321.55664
zaf,2001,53,Some secondary,78638.05493
zaf,2001,53,Grade 12/Std 10,33304.69131
zaf,2001,53,Higher,23389.50854
zaf,2001,53,Unspecified,0
zaf,2001,53,Not applicable,0
zaf,2001,53,Total,310740.8684
zaf,2001,54,No schooling,74334.20385
zaf,2001,54,Some primary,64062.22219
zaf,2001,54,Complete primary,20904.41605
zaf,2001,54,Some secondary,72239.33544
zaf,2001,54,Grade 12/Std 10,32481.58712
zaf,2001,54,Higher,22773.82451
zaf,2001,54,Unspecified,0
zaf,2001,54,Not applicable,0
zaf,2001,54,Total,286795.5892
zaf,2001,55,No schooling,68614.89354
zaf,2001,55,Some primary,56750.68068
zaf,2001,55,Complete primary,18639.14473
zaf,2001,55,Some secondary,65374.96361
zaf,2001,55,Grade 12/Std 10,29621.41234
zaf,2001,55,Higher,20826.31829
zaf,2001,55,Unspecified,0
zaf,2001,55,Not applicable,0
zaf,2001,55,Total,259827.4132
zaf,2001,56,No schooling,67547.94169
zaf,2001,56,Some primary,53414.62534
zaf,2001,56,Complete primary,17615.87012
zaf,2001,56,Some secondary,61437.58786
zaf,2001,56,Grade 12/Std 10,28005.31525
zaf,2001,56,Higher,18797.13663
zaf,2001,56,Unspecified,0
zaf,2001,56,Not applicable,0
zaf,2001,56,Total,246818.4769
zaf,2001,57,No schooling,62774.00899
zaf,2001,57,Some primary,48304.68856
zaf,2001,57,Complete primary,14881.79289
zaf,2001,57,Some secondary,54903.08195
zaf,2001,57,Grade 12/Std 10,25607.6216
zaf,2001,57,Higher,18017.71371
zaf,2001,57,Unspecified,0
zaf,2001,57,Not applicable,0
zaf,2001,57,Total,224488.9077
zaf,2001,58,No schooling,65849.24659
zaf,2001,58,Some primary,49329.79618
zaf,2001,58,Complete primary,14977.73355
zaf,2001,58,Some secondary,54632.36815
zaf,2001,58,Grade 12/Std 10,24211.42003
zaf,2001,58,Higher,16359.75282
zaf,2001,58,Unspecified,0
zaf,2001,58,Not applicable,0
zaf,2001,58,Total,225360.3173
zaf,2001,59,No schooling,79524.36071
zaf,2001,59,Some primary,57865.78923
zaf,2001,59,Complete primary,16634.85022
zaf,2001,59,Some secondary,56355.12909
zaf,2001,59,Grade 12/Std 10,23202.73076
zaf,2001,59,Higher,15188.22611
zaf,2001,59,Unspecified,0
zaf,2001,59,Not applicable,0
zaf,2001,59,Total,248771.0861
zaf,2001,60,No schooling,79485.82021
zaf,2001,60,Some primary,46760.72902
zaf,2001,60,Complete primary,12833.57345
zaf,2001,60,Some secondary,48565.22212
zaf,2001,60,Grade 12/Std 10,21680.14911
zaf,2001,60,Higher,14641.8925
zaf,2001,60,Unspecified,0
zaf,2001,60,Not applicable,0
zaf,2001,60,Total,223967.3864
zaf,2001,61,No schooling,109241.119
zaf,2001,61,Some primary,59033.00149
zaf,2001,61,Complete primary,15186.51742
zaf,2001,61,Some secondary,52886.06657
zaf,2001,61,Grade 12/Std 10,21305.70411
zaf,2001,61,Higher,14026.79696
zaf,2001,61,Unspecified,0
zaf,2001,61,Not applicable,0
zaf,2001,61,Total,271679.2056
zaf,2001,62,No schooling,74375.16576
zaf,2001,62,Some primary,41300.96172
zaf,2001,62,Complete primary,11696.45105
zaf,2001,62,Some secondary,44744.49102
zaf,2001,62,Grade 12/Std 10,19129.14229
zaf,2001,62,Higher,12808.27791
zaf,2001,62,Unspecified,0
zaf,2001,62,Not applicable,0
zaf,2001,62,Total,204054.4897
zaf,2001,63,No schooling,69015.8434
zaf,2001,63,Some primary,38708.99225
zaf,2001,63,Complete primary,11237.60018
zaf,2001,63,Some secondary,43093.65587
zaf,2001,63,Grade 12/Std 10,18479.61469
zaf,2001,63,Higher,11475.52611
zaf,2001,63,Unspecified,0
zaf,2001,63,Not applicable,0
zaf,2001,63,Total,192011.2325
zaf,2001,64,No schooling,61893.85053
zaf,2001,64,Some primary,35104.26555
zaf,2001,64,Complete primary,9957.888534
zaf,2001,64,Some secondary,39489.70876
zaf,2001,64,Grade 12/Std 10,16634.4381
zaf,2001,64,Higher,10501.07412
zaf,2001,64,Unspecified,0
zaf,2001,64,Not applicable,0
zaf,2001,64,Total,173581.2256
zaf,2001,65,No schooling,75030.44602
zaf,2001,65,Some primary,37550.51252
zaf,2001,65,Complete primary,10160.4978
zaf,2001,65,Some secondary,39051.16676
zaf,2001,65,Grade 12/Std 10,16090.28041
zaf,2001,65,Higher,9965.506341
zaf,2001,65,Unspecified,0
zaf,2001,65,Not applicable,0
zaf,2001,65,Total,187848.4098
zaf,2001,66,No schooling,61000.77561
zaf,2001,66,Some primary,30095.68444
zaf,2001,66,Complete primary,8417.492737
zaf,2001,66,Some secondary,33625.89566
zaf,2001,66,Grade 12/Std 10,14309.01774
zaf,2001,66,Higher,8732.488391
zaf,2001,66,Unspecified,0
zaf,2001,66,Not applicable,0
zaf,2001,66,Total,156181.3546
zaf,2001,67,No schooling,62615.60818
zaf,2001,67,Some primary,28462.20118
zaf,2001,67,Complete primary,7399.010452
zaf,2001,67,Some secondary,30730.25897
zaf,2001,67,Grade 12/Std 10,13369.26846
zaf,2001,67,Higher,7946.783489
zaf,2001,67,Unspecified,0
zaf,2001,67,Not applicable,0
zaf,2001,67,Total,150523.1307
zaf,2001,68,No schooling,62804.01784
zaf,2001,68,Some primary,30058.00031
zaf,2001,68,Complete primary,7186.156602
zaf,2001,68,Some secondary,29631.06403
zaf,2001,68,Grade 12/Std 10,12629.10456
zaf,2001,68,Higher,7350.022264
zaf,2001,68,Unspecified,0
zaf,2001,68,Not applicable,0
zaf,2001,68,Total,149658.3656
zaf,2001,69,No schooling,58758.14455
zaf,2001,69,Some primary,28587.14661
zaf,2001,69,Complete primary,7517.806807
zaf,2001,69,Some secondary,29453.80786
zaf,2001,69,Grade 12/Std 10,12548.0739
zaf,2001,69,Higher,6850.542426
zaf,2001,69,Unspecified,0
zaf,2001,69,Not applicable,0
zaf,2001,69,Total,143715.5221
zaf,2001,70,No schooling,58049.59337
zaf,2001,70,Some primary,23321.69947
zaf,2001,70,Complete primary,5424.187721
zaf,2001,70,Some secondary,25579.30948
zaf,2001,70,Grade 12/Std 10,12399.83701
zaf,2001,70,Higher,6878.328405
zaf,2001,70,Unspecified,0
zaf,2001,70,Not applicable,0
zaf,2001,70,Total,131652.9554
zaf,2001,71,No schooling,89079.04775
zaf,2001,71,Some primary,28885.15093
zaf,2001,71,Complete primary,6572.24041
zaf,2001,71,Some secondary,26807.76437
zaf,2001,71,Grade 12/Std 10,11986.96327
zaf,2001,71,Higher,6756.315533
zaf,2001,71,Unspecified,0
zaf,2001,71,Not applicable,0
zaf,2001,71,Total,170087.4823
zaf,2001,72,No schooling,59158.35778
zaf,2001,72,Some primary,21851.21788
zaf,2001,72,Complete primary,5171.95463
zaf,2001,72,Some secondary,22212.12813
zaf,2001,72,Grade 12/Std 10,10886.20514
zaf,2001,72,Higher,5892.624181
zaf,2001,72,Unspecified,0
zaf,2001,72,Not applicable,0
zaf,2001,72,Total,125172.4877
zaf,2001,73,No schooling,49352.56758
zaf,2001,73,Some primary,19836.81692
zaf,2001,73,Complete primary,4724.714066
zaf,2001,73,Some secondary,20612.46576
zaf,2001,73,Grade 12/Std 10,10026.22467
zaf,2001,73,Higher,5348.98619
zaf,2001,73,Unspecified,0
zaf,2001,73,Not applicable,0
zaf,2001,73,Total,109901.7752
zaf,2001,74,No schooling,41025.479
zaf,2001,74,Some primary,16892.85058
zaf,2001,74,Complete primary,4144.357614
zaf,2001,74,Some secondary,18453.20856
zaf,2001,74,Grade 12/Std 10,9219.335857
zaf,2001,74,Higher,4919.386456
zaf,2001,74,Unspecified,0
zaf,2001,74,Not applicable,0
zaf,2001,74,Total,94654.61806
zaf,2001,75,No schooling,41488.43493
zaf,2001,75,Some primary,15305.44301
zaf,2001,75,Complete primary,3640.795952
zaf,2001,75,Some secondary,17138.41302
zaf,2001,75,Grade 12/Std 10,8628.752926
zaf,2001,75,Higher,4721.114867
zaf,2001,75,Unspecified,0
zaf,2001,75,Not applicable,0
zaf,2001,75,Total,90922.95471
zaf,2001,76,No schooling,39897.96507
zaf,2001,76,Some primary,14553.07485
zaf,2001,76,Complete primary,3224.10096
zaf,2001,76,Some secondary,15657.22606
zaf,2001,76,Grade 12/Std 10,7894.029238
zaf,2001,76,Higher,4204.711742
zaf,2001,76,Unspecified,0
zaf,2001,76,Not applicable,0
zaf,2001,76,Total,85431.10791
zaf,2001,77,No schooling,33484.53978
zaf,2001,77,Some primary,12216.42559
zaf,2001,77,Complete primary,2937.437451
zaf,2001,77,Some secondary,13919.98418
zaf,2001,77,Grade 12/Std 10,7284.924454
zaf,2001,77,Higher,3897.731181
zaf,2001,77,Unspecified,0
zaf,2001,77,Not applicable,0
zaf,2001,77,Total,73741.04263
zaf,2001,78,No schooling,23990.82413
zaf,2001,78,Some primary,9664.659717
zaf,2001,78,Complete primary,2265.110545
zaf,2001,78,Some secondary,12194.52133
zaf,2001,78,Grade 12/Std 10,6609.695321
zaf,2001,78,Higher,3425.13987
zaf,2001,78,Unspecified,0
zaf,2001,78,Not applicable,0
zaf,2001,78,Total,58149.95092
zaf,2001,79,No schooling,25875.30617
zaf,2001,79,Some primary,10069.90221
zaf,2001,79,Complete primary,2223.607383
zaf,2001,79,Some secondary,11475.58468
zaf,2001,79,Grade 12/Std 10,6292.548767
zaf,2001,79,Higher,3355.019977
zaf,2001,79,Unspecified,0
zaf,2001,79,Not applicable,0
zaf,2001,79,Total,59291.96919
zaf,2001,80,No schooling,33074.2879
zaf,2001,80,Some primary,9835.034471
zaf,2001,80,Complete primary,2106.206137
zaf,2001,80,Some secondary,10935.77509
zaf,2001,80,Grade 12/Std 10,5956.022469
zaf,2001,80,Higher,3142.021998
zaf,2001,80,Unspecified,0
zaf,2001,80,Not applicable,0
zaf,2001,80,Total,65049.34807
zaf,2001,81,No schooling,41816.11836
zaf,2001,81,Some primary,10308.40189
zaf,2001,81,Complete primary,2078.336972
zaf,2001,81,Some secondary,10170.23001
zaf,2001,81,Grade 12/Std 10,5175.405216
zaf,2001,81,Higher,2735.772207
zaf,2001,81,Unspecified,0
zaf,2001,81,Not applicable,0
zaf,2001,81,Total,72284.26466
zaf,2001,82,No schooling,26021.73997
zaf,2001,82,Some primary,6891.8479
zaf,2001,82,Complete primary,1444.846983
zaf,2001,82,Some secondary,7401.32752
zaf,2001,82,Grade 12/Std 10,3904.727161
zaf,2001,82,Higher,2049.592193
zaf,2001,82,Unspecified,0
zaf,2001,82,Not applicable,0
zaf,2001,82,Total,47714.08172
zaf,2001,83,No schooling,35599.67408
zaf,2001,83,Some primary,9329.44898
zaf,2001,83,Complete primary,1751.981576
zaf,2001,83,Some secondary,7805.256516
zaf,2001,83,Grade 12/Std 10,3759.968005
zaf,2001,83,Higher,1876.644681
zaf,2001,83,Unspecified,0
zaf,2001,83,Not applicable,0
zaf,2001,83,Total,60122.97383
zaf,2001,84,No schooling,10931.92801
zaf,2001,84,Some primary,3558.279467
zaf,2001,84,Complete primary,858.247966
zaf,2001,84,Some secondary,5525.67286
zaf,2001,84,Grade 12/Std 10,2934.676449
zaf,2001,84,Higher,1965.808131
zaf,2001,84,Unspecified,0
zaf,2001,84,Not applicable,0
zaf,2001,84,Total,25774.61289
zaf,2001,85,No schooling,9911.249679
zaf,2001,85,Some primary,2953.154757
zaf,2001,85,Complete primary,742.777592
zaf,2001,85,Some secondary,4357.82494
zaf,2001,85,Grade 12/Std 10,2300.102788
zaf,2001,85,Higher,1225.031547
zaf,2001,85,Unspecified,0
zaf,2001,85,Not applicable,0
zaf,2001,85,Total,21490.1413
zaf,2001,86,No schooling,9364.131523
zaf,2001,86,Some primary,2679.538651
zaf,2001,86,Complete primary,627.149542
zaf,2001,86,Some secondary,3706.919663
zaf,2001,86,Grade 12/Std 10,2074.226311
zaf,2001,86,Higher,1106.001569
zaf,2001,86,Unspecified,0
zaf,2001,86,Not applicable,0
zaf,2001,86,Total,19557.96726
zaf,2001,87,No schooling,14733.42253
zaf,2001,87,Some primary,3768.438242
zaf,2001,87,Complete primary,758.082359
zaf,2001,87,Some secondary,3764.809289
zaf,2001,87,Grade 12/Std 10,1789.370258
zaf,2001,87,Higher,1017.709272
zaf,2001,87,Unspecified,0
zaf,2001,87,Not applicable,0
zaf,2001,87,Total,25831.83195
zaf,2001,88,No schooling,5986.131806
zaf,2001,88,Some primary,1759.374094
zaf,2001,88,Complete primary,430.716041
zaf,2001,88,Some secondary,2681.510212
zaf,2001,88,Grade 12/Std 10,1509.898604
zaf,2001,88,Higher,747.025326
zaf,2001,88,Unspecified,0
zaf,2001,88,Not applicable,0
zaf,2001,88,Total,13114.65608
zaf,2001,89,No schooling,7587.919383
zaf,2001,89,Some primary,1917.084799
zaf,2001,89,Complete primary,414.749457
zaf,2001,89,Some secondary,2492.761738
zaf,2001,89,Grade 12/Std 10,1129.827714
zaf,2001,89,Higher,685.872625
zaf,2001,89,Unspecified,0
zaf,2001,89,Not applicable,0
zaf,2001,89,Total,14228.21572
zaf,2001,90,No schooling,6500.748173
zaf,2001,90,Some primary,1588.707635
zaf,2001,90,Complete primary,331.421749
zaf,2001,90,Some secondary,1930.301836
zaf,2001,90,Grade 12/Std 10,923.128169
zaf,2001,90,Higher,505.41914
zaf,2001,90,Unspecified,0
zaf,2001,90,Not applicable,0
zaf,2001,90,Total,11779.7267
zaf,2001,91,No schooling,9256.489324
zaf,2001,91,Some primary,1847.521686
zaf,2001,91,Complete primary,355.763473
zaf,2001,91,Some secondary,1609.190348
zaf,2001,91,Grade 12/Std 10,798.207853
zaf,2001,91,Higher,441.957024
zaf,2001,91,Unspecified,0
zaf,2001,91,Not applicable,0
zaf,2001,91,Total,14309.12971
zaf,2001,92,No schooling,3840.352141
zaf,2001,92,Some primary,893.55323
zaf,2001,92,Complete primary,207.805247
zaf,2001,92,Some secondary,1077.867043
zaf,2001,92,Grade 12/Std 10,573.244442
zaf,2001,92,Higher,294.334627
zaf,2001,92,Unspecified,0
zaf,2001,92,Not applicable,0
zaf,2001,92,Total,6887.15673
zaf,2001,93,No schooling,2496.184721
zaf,2001,93,Some primary,629.277809
zaf,2001,93,Complete primary,168.128453
zaf,2001,93,Some secondary,877.376092
zaf,2001,93,Grade 12/Std 10,397.934589
zaf,2001,93,Higher,275.964715
zaf,2001,93,Unspecified,0
zaf,2001,93,Not applicable,0
zaf,2001,93,Total,4844.866379
zaf,2001,94,No schooling,1988.235897
zaf,2001,94,Some primary,543.856996
zaf,2001,94,Complete primary,153.062267
zaf,2001,94,Some secondary,638.273071
zaf,2001,94,Grade 12/Std 10,365.000346
zaf,2001,94,Higher,206.109179
zaf,2001,94,Unspecified,0
zaf,2001,94,Not applicable,0
zaf,2001,94,Total,3894.537756
zaf,2001,95,No schooling,2306.558721
zaf,2001,95,Some primary,476.561715
zaf,2001,95,Complete primary,99.583018
zaf,2001,95,Some secondary,539.305462
zaf,2001,95,Grade 12/Std 10,252.075429
zaf,2001,95,Higher,147.630149
zaf,2001,95,Unspecified,0
zaf,2001,95,Not applicable,0
zaf,2001,95,Total,3821.714494
zaf,2001,96,No schooling,1689.338844
zaf,2001,96,Some primary,382.457843
zaf,2001,96,Complete primary,95.756302
zaf,2001,96,Some secondary,491.791284
zaf,2001,96,Grade 12/Std 10,162.141126
zaf,2001,96,Higher,115.159339
zaf,2001,96,Unspecified,0
zaf,2001,96,Not applicable,0
zaf,2001,96,Total,2936.644738
zaf,2001,97,No schooling,1677.358195
zaf,2001,97,Some primary,369.363202
zaf,2001,97,Complete primary,70.796189
zaf,2001,97,Some secondary,379.902851
zaf,2001,97,Grade 12/Std 10,152.627584
zaf,2001,97,Higher,69.676136
zaf,2001,97,Unspecified,0
zaf,2001,97,Not applicable,0
zaf,2001,97,Total,2719.724157
zaf,2001,98,No schooling,1378.24933
zaf,2001,98,Some primary,347.433663
zaf,2001,98,Complete primary,60.969073
zaf,2001,98,Some secondary,307.889782
zaf,2001,98,Grade 12/Std 10,115.438982
zaf,2001,98,Higher,59.294354
zaf,2001,98,Unspecified,0
zaf,2001,98,Not applicable,0
zaf,2001,98,Total,2269.275184
zaf,2001,99,No schooling,2651.82009
zaf,2001,99,Some primary,499.251114
zaf,2001,99,Complete primary,75.588027
zaf,2001,99,Some secondary,298.26004
zaf,2001,99,Grade 12/Std 10,113.814114
zaf,2001,99,Higher,51.010322
zaf,2001,99,Unspecified,0
zaf,2001,99,Not applicable,0
zaf,2001,99,Total,3689.743707
zaf,2001,100,No schooling,1626.731663
zaf,2001,100,Some primary,348.542865
zaf,2001,100,Complete primary,46.90444
zaf,2001,100,Some secondary,226.223229
zaf,2001,100,Grade 12/Std 10,85.614232
zaf,2001,100,Higher,46.609731
zaf,2001,100,Unspecified,0
zaf,2001,100,Not applicable,0
zaf,2001,100,Total,2380.62616
zaf,2001,101,No schooling,1001.399539
zaf,2001,101,Some primary,217.096464
zaf,2001,101,Complete primary,29.575602
zaf,2001,101,Some secondary,147.589677
zaf,2001,101,Grade 12/Std 10,63.863922
zaf,2001,101,Higher,36.663984
zaf,2001,101,Unspecified,0
zaf,2001,101,Not applicable,0
zaf,2001,101,Total,1496.189188
zaf,2001,102,No schooling,381.986403
zaf,2001,102,Some primary,48.676175
zaf,2001,102,Complete primary,12.927094
zaf,2001,102,Some secondary,29.691944
zaf,2001,102,Grade 12/Std 10,12.006409
zaf,2001,102,Higher,3.880118
zaf,2001,102,Unspecified,0
zaf,2001,102,Not applicable,0
zaf,2001,102,Total,489.168143
zaf,2001,103,No schooling,191.339489
zaf,2001,103,Some primary,17.108709
zaf,2001,103,Complete primary,1
zaf,2001,103,Some secondary,11.369665
zaf,2001,103,Grade 12/Std 10,3.220072
zaf,2001,103,Higher,3.113719
zaf,2001,103,Unspecified,0
zaf,2001,103,Not applicable,0
zaf,2001,103,Total,227.151654
zaf,2001,104,No schooling,148.650278
zaf,2001,104,Some primary,24.522213
zaf,2001,104,Complete primary,3.30484
zaf,2001,104,Some secondary,10.498327
zaf,2001,104,Grade 12/Std 10,9.183545
zaf,2001,104,Higher,4.364381
zaf,2001,104,Unspecified,0
zaf,2001,104,Not applicable,0
zaf,2001,104,Total,200.523584
zaf,2001,105,No schooling,167.939715
zaf,2001,105,Some primary,35.461412
zaf,2001,105,Complete primary,6.662832
zaf,2001,105,Some secondary,12.326761
zaf,2001,105,Grade 12/Std 10,4.701006
zaf,2001,105,Higher,0
zaf,2001,105,Unspecified,0
zaf,2001,105,Not applicable,0
zaf,2001,105,Total,227.091726
zaf,2001,106,No schooling,105.481487
zaf,2001,106,Some primary,10.092081
zaf,2001,106,Complete primary,2.07957
zaf,2001,106,Some secondary,4.503214
zaf,2001,106,Grade 12/Std 10,0
zaf,2001,106,Higher,2.314677
zaf,2001,106,Unspecified,0
zaf,2001,106,Not applicable,0
zaf,2001,106,Total,124.471029
zaf,2001,107,No schooling,53.996659
zaf,2001,107,Some primary,10.851678
zaf,2001,107,Complete primary,1.263292
zaf,2001,107,Some secondary,6.856646
zaf,2001,107,Grade 12/Std 10,1
zaf,2001,107,Higher,0
zaf,2001,107,Unspecified,0
zaf,2001,107,Not applicable,0
zaf,2001,107,Total,73.968275
zaf,2001,108,No schooling,41.988819
zaf,2001,108,Some primary,6.745553
zaf,2001,108,Complete primary,2.377481
zaf,2001,108,Some secondary,3.331471
zaf,2001,108,Grade 12/Std 10,0
zaf,2001,108,Higher,0
zaf,2001,108,Unspecified,0
zaf,2001,108,Not applicable,0
zaf,2001,108,Total,54.443324
zaf,2001,109,No schooling,50.566154
zaf,2001,109,Some primary,16.420428
zaf,2001,109,Complete primary,3.330187
zaf,2001,109,Some secondary,4.797928
zaf,2001,109,Grade 12/Std 10,1
zaf,2001,109,Higher,1.07957
zaf,2001,109,Unspecified,0
zaf,2001,109,Not applicable,0
zaf,2001,109,Total,77.194267
zaf,2001,110,No schooling,70.336788
zaf,2001,110,Some primary,22.053923
zaf,2001,110,Complete primary,2.328071
zaf,2001,110,Some secondary,0
zaf,2001,110,Grade 12/Std 10,1
zaf,2001,110,Higher,2
zaf,2001,110,Unspecified,0
zaf,2001,110,Not applicable,0
zaf,2001,110,Total,97.718782
zaf,2001,111,No schooling,94.1283
zaf,2001,111,Some primary,23.888239
zaf,2001,111,Complete primary,3.247767
zaf,2001,111,Some secondary,8.733444
zaf,2001,111,Grade 12/Std 10,1.157356
zaf,2001,111,Higher,1.137476
zaf,2001,111,Unspecified,0
zaf,2001,111,Not applicable,0
zaf,2001,111,Total,132.292582
zaf,2001,112,No schooling,33.77266
zaf,2001,112,Some primary,13.27003
zaf,2001,112,Complete primary,3.257968
zaf,2001,112,Some secondary,4.552409
zaf,2001,112,Grade 12/Std 10,1.137476
zaf,2001,112,Higher,0
zaf,2001,112,Unspecified,0
zaf,2001,112,Not applicable,0
zaf,2001,112,Total,55.990543
zaf,2001,113,No schooling,18.964427
zaf,2001,113,Some primary,14.427242
zaf,2001,113,Complete primary,9.943429
zaf,2001,113,Some secondary,5.359664
zaf,2001,113,Grade 12/Std 10,2.099157
zaf,2001,113,Higher,1.178791
zaf,2001,113,Unspecified,0
zaf,2001,113,Not applicable,0
zaf,2001,113,Total,51.97271
zaf,2001,114,No schooling,15.020306
zaf,2001,114,Some primary,6.640947
zaf,2001,114,Complete primary,1.220072
zaf,2001,114,Some secondary,12.241079
zaf,2001,114,Grade 12/Std 10,0
zaf,2001,114,Higher,0
zaf,2001,114,Unspecified,0
zaf,2001,114,Not applicable,0
zaf,2001,114,Total,35.122404
zaf,2001,115,No schooling,16.706391
zaf,2001,115,Some primary,5.860617
zaf,2001,115,Complete primary,1.137476
zaf,2001,115,Some secondary,10.060059
zaf,2001,115,Grade 12/Std 10,1.154188
zaf,2001,115,Higher,1.220072
zaf,2001,115,Unspecified,0
zaf,2001,115,Not applicable,0
zaf,2001,115,Total,36.138803
zaf,2001,116,No schooling,7.525535
zaf,2001,116,Some primary,3.837156
zaf,2001,116,Complete primary,1.178791
zaf,2001,116,Some secondary,8.84777
zaf,2001,116,Grade 12/Std 10,1.137476
