geo,time,age,stack,zaf_population
zaf,1996,37,No schooling,72720.43486
zaf,1996,37,Some primary,90653.12735
zaf,1996,37,Complete primary,43439.21616
zaf,1996,37,Some secondary,159669.1536
zaf,1996,37,Grade 12/Std 10,59832.46056
zaf,1996,37,Higher,44025.66056
zaf,1996,37,Unspecified,20156.09724
zaf,1996,37,Not applicable,0
zaf,1996,37,Total,490496.1503
zaf,1996,38,No schooling,90530.36113
zaf,1996,38,Some primary,105958.294
zaf,1996,38,Complete primary,49010.89302
zaf,1996,38,Some secondary,175889.0449
zaf,1996,38,Grade 12/Std 10,60274.60398
zaf,1996,38,Higher,44171.03298
zaf,1996,38,Unspecified,23018.2488
zaf,1996,38,Not applicable,0
zaf,1996,38,Total,548852.4787
zaf,1996,39,No schooling,74627.82916
zaf,1996,39,Some primary,87625.64854
zaf,1996,39,Complete primary,40471.29774
zaf,1996,39,Some secondary,148897.9967
zaf,1996,39,Grade 12/Std 10,50278.66693
zaf,1996,39,Higher,38999.31876
zaf,1996,39,Unspecified,19363.75974
zaf,1996,39,Not applicable,0
zaf,1996,39,Total,460264.5176
zaf,1996,40,No schooling,99583.64053
zaf,1996,40,Some primary,95554.32691
zaf,1996,40,Complete primary,41887.98729
zaf,1996,40,Some secondary,156536.7139
zaf,1996,40,Grade 12/Std 10,52019.87229
zaf,1996,40,Higher,40511.08175
zaf,1996,40,Unspecified,22911.06078
zaf,1996,40,Not applicable,0
zaf,1996,40,Total,509004.6835
zaf,1996,41,No schooling,73978.30326
zaf,1996,41,Some primary,77694.63254
zaf,1996,41,Complete primary,33532.64228
zaf,1996,41,Some secondary,122476.4663
zaf,1996,41,Grade 12/Std 10,39974.38759
zaf,1996,41,Higher,33752.95351
zaf,1996,41,Unspecified,17545.28791
zaf,1996,41,Not applicable,0
zaf,1996,41,Total,398954.6734
zaf,1996,42,No schooling,84483.9095
zaf,1996,42,Some primary,87617.35503
zaf,1996,42,Complete primary,37080.81368
zaf,1996,42,Some secondary,135002.2591
zaf,1996,42,Grade 12/Std 10,42269.27502
zaf,1996,42,Higher,33821.65958
zaf,1996,42,Unspecified,18812.80445
zaf,1996,42,Not applicable,0
zaf,1996,42,Total,439088.0764
zaf,1996,43,No schooling,75553.65992
zaf,1996,43,Some primary,80554.05401
zaf,1996,43,Complete primary,33287.30802
zaf,1996,43,Some secondary,118349.6404
zaf,1996,43,Grade 12/Std 10,36436.95919
zaf,1996,43,Higher,30038.66529
zaf,1996,43,Unspecified,16943.7714
zaf,1996,43,Not applicable,0
zaf,1996,43,Total,391164.0583
zaf,1996,44,No schooling,84386.87578
zaf,1996,44,Some primary,85899.55408
zaf,1996,44,Complete primary,33951.46255
zaf,1996,44,Some secondary,116236.158
zaf,1996,44,Grade 12/Std 10,34720.08157
zaf,1996,44,Higher,28137.86476
zaf,1996,44,Unspecified,17082.01401
zaf,1996,44,Not applicable,0
zaf,1996,44,Total,400414.0107
zaf,1996,45,No schooling,80220.14185
zaf,1996,45,Some primary,67501.80893
zaf,1996,45,Complete primary,26947.62173
zaf,1996,45,Some secondary,98025.75832
zaf,1996,45,Grade 12/Std 10,33326.65742
zaf,1996,45,Higher,25847.67403
zaf,1996,45,Unspecified,15675.20914
zaf,1996,45,Not applicable,0
zaf,1996,45,Total,347544.8714
zaf,1996,46,No schooling,91336.56654
zaf,1996,46,Some primary,77838.32129
zaf,1996,46,Complete primary,30651.236
zaf,1996,46,Some secondary,108203.3702
zaf,1996,46,Grade 12/Std 10,32967.47143
zaf,1996,46,Higher,25225.42536
zaf,1996,46,Unspecified,16761.74977
zaf,1996,46,Not applicable,0
zaf,1996,46,Total,382984.1406
zaf,1996,47,No schooling,72044.86557
zaf,1996,47,Some primary,63485.22241
zaf,1996,47,Complete primary,24506.90276
zaf,1996,47,Some secondary,91040.90583
zaf,1996,47,Grade 12/Std 10,29234.76759
zaf,1996,47,Higher,22683.20296
zaf,1996,47,Unspecified,14137.25741
zaf,1996,47,Not applicable,0
zaf,1996,47,Total,317133.1245
zaf,1996,48,No schooling,79128.7651
zaf,1996,48,Some primary,67237.08191
zaf,1996,48,Complete primary,25941.83269
zaf,1996,48,Some secondary,94420.53606
zaf,1996,48,Grade 12/Std 10,30247.03354
zaf,1996,48,Higher,22649.52164
zaf,1996,48,Unspecified,15019.51436
zaf,1996,48,Not applicable,0
zaf,1996,48,Total,334644.2853
zaf,1996,49,No schooling,68537.83204
zaf,1996,49,Some primary,57982.46643
zaf,1996,49,Complete primary,22345.45042
zaf,1996,49,Some secondary,83586.47682
zaf,1996,49,Grade 12/Std 10,28130.20983
zaf,1996,49,Higher,21100.66541
zaf,1996,49,Unspecified,13535.64069
zaf,1996,49,Not applicable,0
zaf,1996,49,Total,295218.7416
zaf,1996,50,No schooling,80400.73336
zaf,1996,50,Some primary,56014.24652
zaf,1996,50,Complete primary,21885.70461
zaf,1996,50,Some secondary,81551.77014
zaf,1996,50,Grade 12/Std 10,27511.62513
zaf,1996,50,Higher,20263.04407
zaf,1996,50,Unspecified,14543.81167
zaf,1996,50,Not applicable,0
zaf,1996,50,Total,302170.9355
zaf,1996,51,No schooling,60196.72305
zaf,1996,51,Some primary,46011.99337
zaf,1996,51,Complete primary,18374.19331
zaf,1996,51,Some secondary,68352.49659
zaf,1996,51,Grade 12/Std 10,23101.24726
zaf,1996,51,Higher,17291.95513
zaf,1996,51,Unspecified,11405.18297
zaf,1996,51,Not applicable,0
zaf,1996,51,Total,244733.7917
zaf,1996,52,No schooling,63484.82803
zaf,1996,52,Some primary,45506.12453
zaf,1996,52,Complete primary,16569.11613
zaf,1996,52,Some secondary,65419.34254
zaf,1996,52,Grade 12/Std 10,22631.20283
zaf,1996,52,Higher,17312.52515
zaf,1996,52,Unspecified,11526.12982
zaf,1996,52,Not applicable,0
zaf,1996,52,Total,242449.269
zaf,1996,53,No schooling,57450.25837
zaf,1996,53,Some primary,42146.31065
zaf,1996,53,Complete primary,15705.34656
zaf,1996,53,Some secondary,61088.21226
zaf,1996,53,Grade 12/Std 10,20024.18012
zaf,1996,53,Higher,15179.18608
zaf,1996,53,Unspecified,10365.3957
zaf,1996,53,Not applicable,0
zaf,1996,53,Total,221958.8897
zaf,1996,54,No schooling,74162.04182
zaf,1996,54,Some primary,53047.89354
zaf,1996,54,Complete primary,18344.5956
zaf,1996,54,Some secondary,66155.32971
zaf,1996,54,Grade 12/Std 10,19608.22356
zaf,1996,54,Higher,14712.08368
zaf,1996,54,Unspecified,11552.10983
zaf,1996,54,Not applicable,0
zaf,1996,54,Total,257582.2777
zaf,1996,55,No schooling,67259.62915
zaf,1996,55,Some primary,38675.80777
zaf,1996,55,Complete primary,13546.08067
zaf,1996,55,Some secondary,53352.51309
zaf,1996,55,Grade 12/Std 10,17770.3147
zaf,1996,55,Higher,13459.92842
zaf,1996,55,Unspecified,10283.74532
zaf,1996,55,Not applicable,0
zaf,1996,55,Total,214348.0191
zaf,1996,56,No schooling,101375.2854
zaf,1996,56,Some primary,54475.08306
zaf,1996,56,Complete primary,18007.30592
zaf,1996,56,Some secondary,63656.07642
zaf,1996,56,Grade 12/Std 10,18358.97956
zaf,1996,56,Higher,13734.31408
zaf,1996,56,Unspecified,12333.7423
zaf,1996,56,Not applicable,0
zaf,1996,56,Total,281940.7867
zaf,1996,57,No schooling,62745.52903
zaf,1996,57,Some primary,34480.05311
zaf,1996,57,Complete primary,12260.56065
zaf,1996,57,Some secondary,49993.19716
zaf,1996,57,Grade 12/Std 10,15664.26316
zaf,1996,57,Higher,11820.84599
zaf,1996,57,Unspecified,9158.08616
zaf,1996,57,Not applicable,0
zaf,1996,57,Total,196122.5353
zaf,1996,58,No schooling,64531.48824
zaf,1996,58,Some primary,35583.58205
zaf,1996,58,Complete primary,12492.81544
zaf,1996,58,Some secondary,50937.33857
zaf,1996,58,Grade 12/Std 10,15462.65073
zaf,1996,58,Higher,11498.49737
zaf,1996,58,Unspecified,9238.59742
zaf,1996,58,Not applicable,0
zaf,1996,58,Total,199744.9698
zaf,1996,59,No schooling,57442.05645
zaf,1996,59,Some primary,31944.20812
zaf,1996,59,Complete primary,10805.91827
zaf,1996,59,Some secondary,45448.30319
zaf,1996,59,Grade 12/Std 10,13848.82697
zaf,1996,59,Higher,10088.68237
zaf,1996,59,Unspecified,8201.91181
zaf,1996,59,Not applicable,0
zaf,1996,59,Total,177779.9072
zaf,1996,60,No schooling,93740.96097
zaf,1996,60,Some primary,39904.3185
zaf,1996,60,Complete primary,12517.93923
zaf,1996,60,Some secondary,49775.65176
zaf,1996,60,Grade 12/Std 10,14712.60445
zaf,1996,60,Higher,10552.02455
zaf,1996,60,Unspecified,10289.32659
zaf,1996,60,Not applicable,0
zaf,1996,60,Total,231492.8261
zaf,1996,61,No schooling,57869.63935
zaf,1996,61,Some primary,27756.88092
zaf,1996,61,Complete primary,9439.29693
zaf,1996,61,Some secondary,39117.32878
zaf,1996,61,Grade 12/Std 10,12191.38137
zaf,1996,61,Higher,8630.78701
zaf,1996,61,Unspecified,7156.71911
zaf,1996,61,Not applicable,0
zaf,1996,61,Total,162162.0335
zaf,1996,62,No schooling,62897.03794
zaf,1996,62,Some primary,27990.55062
zaf,1996,62,Complete primary,8841.23015
zaf,1996,62,Some secondary,37777.8563
zaf,1996,62,Grade 12/Std 10,11566.61184
zaf,1996,62,Higher,7986.90672
zaf,1996,62,Unspecified,7195.19776
zaf,1996,62,Not applicable,0
zaf,1996,62,Total,164255.3913
zaf,1996,63,No schooling,67502.54577
zaf,1996,63,Some primary,30089.58566
zaf,1996,63,Complete primary,8898.05594
zaf,1996,63,Some secondary,36417.46001
zaf,1996,63,Grade 12/Std 10,11100.00785
zaf,1996,63,Higher,7453.41216
zaf,1996,63,Unspecified,7280.96488
zaf,1996,63,Not applicable,0
zaf,1996,63,Total,168742.0323
zaf,1996,64,No schooling,62553.74519
zaf,1996,64,Some primary,29878.71926
zaf,1996,64,Complete primary,9258.81007
zaf,1996,64,Some secondary,36825.86864
zaf,1996,64,Grade 12/Std 10,11002.06623
zaf,1996,64,Higher,7255.51489
zaf,1996,64,Unspecified,7109.38638
zaf,1996,64,Not applicable,0
zaf,1996,64,Total,163884.1107
zaf,1996,65,No schooling,72833.85608
zaf,1996,65,Some primary,26416.37541
zaf,1996,65,Complete primary,7822.59862
zaf,1996,65,Some secondary,34609.28242
zaf,1996,65,Grade 12/Std 10,11525.30606
zaf,1996,65,Higher,7054.82012
zaf,1996,65,Unspecified,7574.23359
zaf,1996,65,Not applicable,0
zaf,1996,65,Total,167836.4723
zaf,1996,66,No schooling,94045.55145
zaf,1996,66,Some primary,29365.36489
zaf,1996,66,Complete primary,8120.54253
zaf,1996,66,Some secondary,34043.5932
zaf,1996,66,Grade 12/Std 10,10829.36327
zaf,1996,66,Higher,6767.01579
zaf,1996,66,Unspecified,7984.66043
zaf,1996,66,Not applicable,0
zaf,1996,66,Total,191156.0916
zaf,1996,67,No schooling,67129.76891
zaf,1996,67,Some primary,22532.05547
zaf,1996,67,Complete primary,6261.94571
zaf,1996,67,Some secondary,28728.81778
zaf,1996,67,Grade 12/Std 10,9898.86689
zaf,1996,67,Higher,6079.73134
zaf,1996,67,Unspecified,6515.79836
zaf,1996,67,Not applicable,0
zaf,1996,67,Total,147146.9845
zaf,1996,68,No schooling,60493.77215
zaf,1996,68,Some primary,21250.20149
zaf,1996,68,Complete primary,6135.2258
zaf,1996,68,Some secondary,27451.32614
zaf,1996,68,Grade 12/Std 10,9555.17421
zaf,1996,68,Higher,5646.12226
zaf,1996,68,Unspecified,6303.96405
zaf,1996,68,Not applicable,0
zaf,1996,68,Total,136835.7861
zaf,1996,69,No schooling,49285.20723
zaf,1996,69,Some primary,17842.73943
zaf,1996,69,Complete primary,5071.83996
zaf,1996,69,Some secondary,24221.25054
zaf,1996,69,Grade 12/Std 10,8861.69032
zaf,1996,69,Higher,5170.5937
zaf,1996,69,Unspecified,5458.35836
zaf,1996,69,Not applicable,0
zaf,1996,69,Total,115911.6795
zaf,1996,70,No schooling,63448.61107
zaf,1996,70,Some primary,18073.07285
zaf,1996,70,Complete primary,4745.66563
zaf,1996,70,Some secondary,24202.60052
zaf,1996,70,Grade 12/Std 10,8588.77743
zaf,1996,70,Higher,5156.97536
zaf,1996,70,Unspecified,6476.76648
zaf,1996,70,Not applicable,0
zaf,1996,70,Total,130692.4693
zaf,1996,71,No schooling,46477.91978
zaf,1996,71,Some primary,15022.7278
zaf,1996,71,Complete primary,4234.14626
zaf,1996,71,Some secondary,20329.13532
zaf,1996,71,Grade 12/Std 10,7661.85666
zaf,1996,71,Higher,4571.67288
zaf,1996,71,Unspecified,4998.63048
zaf,1996,71,Not applicable,0
zaf,1996,71,Total,103296.0892
zaf,1996,72,No schooling,43295.92614
zaf,1996,72,Some primary,14176.15511
zaf,1996,72,Complete primary,3818.75206
zaf,1996,72,Some secondary,19724.745
zaf,1996,72,Grade 12/Std 10,7504.70178
zaf,1996,72,Higher,4227.0127
zaf,1996,72,Unspecified,4959.16687
zaf,1996,72,Not applicable,0
zaf,1996,72,Total,97706.45966
zaf,1996,73,No schooling,28428.93194
zaf,1996,73,Some primary,10478.26543
zaf,1996,73,Complete primary,2942.91824
zaf,1996,73,Some secondary,16496.66758
zaf,1996,73,Grade 12/Std 10,6847.9885
zaf,1996,73,Higher,3767.33812
zaf,1996,73,Unspecified,4042.6906
zaf,1996,73,Not applicable,0
zaf,1996,73,Total,73004.80041
zaf,1996,74,No schooling,31960.73912
zaf,1996,74,Some primary,11628.90881
zaf,1996,74,Complete primary,3013.25151
zaf,1996,74,Some secondary,16285.21907
zaf,1996,74,Grade 12/Std 10,6648.94901
zaf,1996,74,Higher,3597.41602
zaf,1996,74,Unspecified,4328.76676
zaf,1996,74,Not applicable,0
zaf,1996,74,Total,77463.2503
zaf,1996,75,No schooling,41380.44255
zaf,1996,75,Some primary,11144.04554
zaf,1996,75,Complete primary,2784.92505
zaf,1996,75,Some secondary,15672.01929
zaf,1996,75,Grade 12/Std 10,6157.21575
zaf,1996,75,Higher,3489.43748
zaf,1996,75,Unspecified,4501.32351
zaf,1996,75,Not applicable,0
zaf,1996,75,Total,85129.40917
zaf,1996,76,No schooling,54603.39443
zaf,1996,76,Some primary,12072.35677
zaf,1996,76,Complete primary,2827.44021
zaf,1996,76,Some secondary,15303.72858
zaf,1996,76,Grade 12/Std 10,5830.22042
zaf,1996,76,Higher,3160.38788
zaf,1996,76,Unspecified,5082.15829
zaf,1996,76,Not applicable,0
zaf,1996,76,Total,98879.68658
zaf,1996,77,No schooling,32947.00063
zaf,1996,77,Some primary,7691.05048
zaf,1996,77,Complete primary,1922.69449
zaf,1996,77,Some secondary,11421.02127
