time,geo,zaf_population,black_population,black_population_percentage
2011,581,188316.5592,187345.0048,0.994840844
2011,582,156736.012,155712.412,0.993469274
2011,583,186502.2854,184961.7603,0.991739913
2011,584,35258.03747,33783.88635,0.958189643
2011,585,71924.69162,71523.70372,0.994424892
2011,586,175424.9243,172147.9312,0.981319684
2011,587,122888.6229,121396.075,0.987854466
2011,588,74336.38435,73904.26986,0.994187039
2011,589,213601.3908,207330.2289,0.970640819
2011,590,47817.8076,47089.14609,0.984761712
2011,591,138078.2193,133560.075,0.967278371
2011,592,231187.4053,182285.0184,0.788472963
2011,593,140819.5762,138513.3552,0.983622866
2011,594,100547.8824,99282.53792,0.987415503
2011,595,12897.88821,11335.51157,0.878865702
2011,596,65981.11121,57498.342,0.8714364
2011,597,101690.8053,99188.23357,0.975390384
2011,598,180301.6705,179103.6761,0.993355611
2011,599,3442360.797,2540440.817,0.737993769
2011,660,186947.2975,185828.067,0.994013123
2011,661,477380.8557,426192.2657,0.892772009
2011,662,549574.6503,486411.1361,0.885068363
2011,663,51048.99842,40873.60669,0.800674018
2011,664,242553.5564,238515.7375,0.983352877
2011,665,107338.5281,105414.4562,0.982074733
2011,666,124217.6039,114818.297,0.924331926
2011,667,291526.8574,278281.9237,0.954567021
2011,668,168902.4604,150515.481,0.891138475
2011,669,150713.2728,142220.6529,0.943650484
2011,670,66780.79803,49423.3293,0.740082939
2011,671,60355.09702,55194.57765,0.914497373
2011,672,177642.3149,174505.9323,0.982344394
2011,673,53248.41618,43256.96276,0.812361491
2011,674,105788.6061,101599.6171,0.960402266
2011,675,56701.55692,51100.51256,0.901218861
2011,676,162761.8225,116010.8935,0.712764773
2011,677,398675.6421,322871.4094,0.809859884
2011,678,77794.17952,69028.3617,0.88732039
2011,760,721662.6347,616094.8558,0.853715886
2011,761,95300.54401,55643.15405,0.583870267
2011,762,99520.36876,76919.03965,0.772897454
2011,763,362421.7467,273817.2232,0.755520952
2011,764,149285.8301,103272.048,0.691773948
2011,765,111767.2154,102146.5678,0.913922454
2011,766,197519.9172,170896.5068,0.865211515
2011,797,3178470.161,2502769.357,0.787413199
2011,798,4434826.97,3389278.322,0.764241389
2011,799,2921487.55,2202846.694,0.754015431
2011,860,186010.2874,181530.5791,0.975916878
2011,861,149377.3381,131625.2049,0.881159128
2011,862,171981.9767,162831.5681,0.946794375
2011,863,83235.08012,75357.45711,0.905356936
2011,864,115661.6105,97362.55977,0.841788035
2011,865,42390.04298,38078.76855,0.898295115
2011,866,294537.7578,237190.0044,0.80529575
2011,867,75451.95727,62088.74903,0.822891165
2011,868,395466.2852,321668.4878,0.81339042
2011,869,229831.4534,169047.5423,0.735528318
2011,870,47216.11287,41167.51359,0.871895442
2011,871,310458.1802,307952.222,0.991928194
2011,872,249705.3144,248315.6251,0.994434683
2011,873,98387.24553,80284.91536,0.816009381
2011,874,588793.7503,526407.9425,0.894044718
2011,875,67156.48703,58445.61839,0.870289989
2011,876,393030.2753,384073.8632,0.977211903
2011,877,541247.5732,538789.9176,0.995459276
2011,960,244217.1507,242942.1846,0.994779375
2011,961,212701.0566,210214.9918,0.98831193
2011,962,390094.7628,375904.1705,0.963622705
2011,963,150637.3098,140080.9372,0.929921925
2011,964,94857.05582,90590.00188,0.955015956
2011,965,91870.05557,91221.94533,0.992945359
2011,966,618462.0894,614078.6166,0.992912301
2011,967,68358.51581,64285.13013,0.940411438
2011,968,516031.4213,502122.8742,0.973047093
2011,969,162628.681,161074.5808,0.990443874
2011,970,131163.712,130637.5,0.995988128
2011,973,108320.882,106544.8274,0.983603765
2011,974,628998.9882,584153.4296,0.92870329
2011,976,230350.2674,229463.4875,0.996150298
2011,977,85234.22352,71844.99779,0.842912563
2011,978,115767.1826,104963.7199,0.906679403
2011,979,35639.56732,30508.93467,0.856041107
2011,980,68513.13516,60373.41286,0.881194719
2011,981,66499.98416,56401.2658,0.848139537
2011,982,307681.9439,295796.4641,0.961370889
2011,983,123648.2032,120880.7836,0.977618602
2011,984,249363.2792,244082.851,0.978824355
2011,985,274357.5005,273564.6717,0.997110235
2011,986,93794.78732,93212.15258,0.993788197
2011,987,335675.9542,329809.7856,0.982524311
