blood_pressure_sbp_women_mmhg,geo,time
122.5,prk,1994
122.2,prk,1995
122.0,prk,1996
121.8,prk,1997
121.6,prk,1998
121.5,prk,1999
121.5,prk,2000
121.6,prk,2001
121.6,prk,2002
121.7,prk,2003
121.8,prk,2004
121.9,prk,2005
122.0,prk,2006
122.0,prk,2007
122.1,prk,2008
120.6,kor,1980
120.6,kor,1981
120.8,kor,1982
120.9,kor,1983
121.0,kor,1984
121.1,kor,1985
121.2,kor,1986
121.4,kor,1987
121.6,kor,1988
121.9,kor,1989
122.1,kor,1990
122.3,kor,1991
122.5,kor,1992
122.4,kor,1993
122.4,kor,1994
122.2,kor,1995
122.1,kor,1996
121.8,kor,1997
121.6,kor,1998
121.3,kor,1999
121.0,kor,2000
120.7,kor,2001
120.2,kor,2002
119.8,kor,2003
119.3,kor,2004
118.7,kor,2005
118.1,kor,2006
117.5,kor,2007
116.9,kor,2008
136.1,kwt,1980
135.4,kwt,1981
134.6,kwt,1982
134.0,kwt,1983
133.3,kwt,1984
132.8,kwt,1985
132.2,kwt,1986
131.7,kwt,1987
131.3,kwt,1988
131.0,kwt,1989
130.5,kwt,1990
130.1,kwt,1991
129.8,kwt,1992
129.5,kwt,1993
129.2,kwt,1994
128.9,kwt,1995
128.5,kwt,1996
128.1,kwt,1997
127.7,kwt,1998
127.3,kwt,1999
126.9,kwt,2000
126.4,kwt,2001
126.0,kwt,2002
125.5,kwt,2003
125.1,kwt,2004
124.6,kwt,2005
124.3,kwt,2006
123.8,kwt,2007
123.4,kwt,2008
130.5,kgz,1980
130.4,kgz,1981
130.4,kgz,1982
130.3,kgz,1983
130.3,kgz,1984
130.2,kgz,1985
130.1,kgz,1986
130.1,kgz,1987
130.0,kgz,1988
130.0,kgz,1989
129.9,kgz,1990
129.8,kgz,1991
129.6,kgz,1992
129.3,kgz,1993
129.1,kgz,1994
128.8,kgz,1995
128.6,kgz,1996
128.5,kgz,1997
128.4,kgz,1998
128.4,kgz,1999
128.5,kgz,2000
128.6,kgz,2001
128.7,kgz,2002
128.8,kgz,2003
129.0,kgz,2004
129.2,kgz,2005
129.3,kgz,2006
129.5,kgz,2007
129.6,kgz,2008
116.8,lao,1980
117.1,lao,1981
117.3,lao,1982
117.6,lao,1983
117.8,lao,1984
118.0,lao,1985
118.2,lao,1986
118.4,lao,1987
118.7,lao,1988
118.9,lao,1989
119.2,lao,1990
119.4,lao,1991
119.7,lao,1992
119.9,lao,1993
120.2,lao,1994
120.4,lao,1995
120.7,lao,1996
120.9,lao,1997
121.2,lao,1998
121.4,lao,1999
121.7,lao,2000
121.9,lao,2001
122.1,lao,2002
122.3,lao,2003
122.5,lao,2004
122.7,lao,2005
122.8,lao,2006
123.0,lao,2007
123.0,lao,2008
136.5,lva,1980
136.4,lva,1981
136.2,lva,1982
136.0,lva,1983
135.8,lva,1984
135.5,lva,1985
135.3,lva,1986
135.0,lva,1987
134.7,lva,1988
134.3,lva,1989
133.9,lva,1990
133.4,lva,1991
132.7,lva,1992
132.1,lva,1993
131.6,lva,1994
131.1,lva,1995
130.9,lva,1996
130.7,lva,1997
130.5,lva,1998
130.4,lva,1999
130.3,lva,2000
130.3,lva,2001
130.2,lva,2002
130.2,lva,2003
130.1,lva,2004
130.0,lva,2005
129.9,lva,2006
129.7,lva,2007
129.6,lva,2008
131.8,lbn,1980
131.6,lbn,1981
131.4,lbn,1982
131.3,lbn,1983
131.2,lbn,1984
131.3,lbn,1985
131.3,lbn,1986
131.3,lbn,1987
131.2,lbn,1988
130.9,lbn,1989
130.8,lbn,1990
130.8,lbn,1991
130.7,lbn,1992
130.6,lbn,1993
130.5,lbn,1994
130.4,lbn,1995
130.3,lbn,1996
130.2,lbn,1997
130.1,lbn,1998
129.9,lbn,1999
129.6,lbn,2000
129.4,lbn,2001
129.1,lbn,2002
128.9,lbn,2003
128.6,lbn,2004
128.3,lbn,2005
128.0,lbn,2006
127.8,lbn,2007
127.5,lbn,2008
124.9,lso,1980
125.2,lso,1981
125.5,lso,1982
125.7,lso,1983
125.9,lso,1984
126.1,lso,1985
126.3,lso,1986
126.5,lso,1987
126.8,lso,1988
127.1,lso,1989
127.3,lso,1990
127.5,lso,1991
127.7,lso,1992
127.8,lso,1993
128.0,lso,1994
128.1,lso,1995
128.3,lso,1996
128.5,lso,1997
128.6,lso,1998
128.8,lso,1999
129.0,lso,2000
129.3,lso,2001
129.5,lso,2002
129.8,lso,2003
130.0,lso,2004
130.3,lso,2005
130.6,lso,2006
130.9,lso,2007
131.1,lso,2008
129.3,lbr,1980
129.3,lbr,1981
129.4,lbr,1982
129.4,lbr,1983
129.3,lbr,1984
129.4,lbr,1985
129.4,lbr,1986
129.4,lbr,1987
129.5,lbr,1988
129.5,lbr,1989
129.4,lbr,1990
129.4,lbr,1991
129.4,lbr,1992
129.3,lbr,1993
129.4,lbr,1994
129.4,lbr,1995
129.5,lbr,1996
129.6,lbr,1997
129.7,lbr,1998
129.8,lbr,1999
129.9,lbr,2000
130.1,lbr,2001
130.3,lbr,2002
130.4,lbr,2003
130.5,lbr,2004
130.7,lbr,2005
130.9,lbr,2006
131.1,lbr,2007
131.3,lbr,2008
138.4,lby,1980
138.0,lby,1981
137.6,lby,1982
137.2,lby,1983
136.8,lby,1984
136.3,lby,1985
135.9,lby,1986
135.5,lby,1987
135.1,lby,1988
134.8,lby,1989
134.4,lby,1990
134.1,lby,1991
133.8,lby,1992
133.6,lby,1993
133.3,lby,1994
133.1,lby,1995
132.9,lby,1996
132.8,lby,1997
132.6,lby,1998
132.5,lby,1999
132.5,lby,2000
132.5,lby,2001
132.6,lby,2002
132.7,lby,2003
132.9,lby,2004
133.0,lby,2005
133.2,lby,2006
133.4,lby,2007
133.6,lby,2008
137.8,ltu,1980
137.6,ltu,1981
137.4,ltu,1982
137.2,ltu,1983
137.0,ltu,1984
136.8,ltu,1985
136.5,ltu,1986
136.2,ltu,1987
135.9,ltu,1988
135.5,ltu,1989
135.1,ltu,1990
134.6,ltu,1991
134.0,ltu,1992
133.5,ltu,1993
133.0,ltu,1994
132.6,ltu,1995
132.3,ltu,1996
132.1,ltu,1997
132.0,ltu,1998
131.8,ltu,1999
131.7,ltu,2000
131.7,ltu,2001
131.6,ltu,2002
131.5,ltu,2003
131.3,ltu,2004
131.2,ltu,2005
131.1,ltu,2006
130.9,ltu,2007
130.8,ltu,2008
133.7,lux,1980
133.2,lux,1981
132.7,lux,1982
132.2,lux,1983
131.7,lux,1984
131.2,lux,1985
130.8,lux,1986
130.4,lux,1987
130.1,lux,1988
129.9,lux,1989
129.6,lux,1990
129.4,lux,1991
129.2,lux,1992
129.0,lux,1993
128.7,lux,1994
128.3,lux,1995
127.9,lux,1996
127.5,lux,1997
127.0,lux,1998
126.5,lux,1999
126.1,lux,2000
125.6,lux,2001
125.1,lux,2002
124.6,lux,2003
124.2,lux,2004
123.7,lux,2005
123.3,lux,2006
122.8,lux,2007
122.4,lux,2008
133.3,mac,1980
132.8,mac,1981
132.3,mac,1982
131.8,mac,1983
131.3,mac,1984
130.7,mac,1985
130.2,mac,1986
129.7,mac,1987
129.3,mac,1988
128.8,mac,1989
128.4,mac,1990
127.9,mac,1991
127.5,mac,1992
127.1,mac,1993
126.7,mac,1994
126.2,mac,1995
125.8,mac,1996
125.4,mac,1997
125.0,mac,1998
124.6,mac,1999
124.2,mac,2000
123.9,mac,2001
123.5,mac,2002
123.2,mac,2003
123.0,mac,2004
122.7,mac,2005
122.4,mac,2006
122.1,mac,2007
121.8,mac,2008
134.9,mkd,1980
134.8,mkd,1981
134.6,mkd,1982
134.4,mkd,1983
134.2,mkd,1984
133.9,mkd,1985
133.7,mkd,1986
133.5,mkd,1987
133.3,mkd,1988
133.1,mkd,1989
132.9,mkd,1990
132.7,mkd,1991
132.5,mkd,1992
132.2,mkd,1993
131.9,mkd,1994
131.7,mkd,1995
131.4,mkd,1996
131.2,mkd,1997
131.0,mkd,1998
130.9,mkd,1999
130.9,mkd,2000
130.7,mkd,2001
130.5,mkd,2002
130.4,mkd,2003
130.4,mkd,2004
130.3,mkd,2005
130.2,mkd,2006
130.0,mkd,2007
129.9,mkd,2008
126.7,mdg,1980
126.8,mdg,1981
126.9,mdg,1982
127.0,mdg,1983
127.1,mdg,1984
127.2,mdg,1985
127.4,mdg,1986
127.5,mdg,1987
127.8,mdg,1988
128.0,mdg,1989
128.2,mdg,1990
128.5,mdg,1991
128.7,mdg,1992
128.9,mdg,1993
129.1,mdg,1994
129.2,mdg,1995
129.4,mdg,1996
129.6,mdg,1997
129.8,mdg,1998
130.0,mdg,1999
130.2,mdg,2000
130.5,mdg,2001
130.8,mdg,2002
131.1,mdg,2003
131.4,mdg,2004
131.7,mdg,2005
132.1,mdg,2006
132.5,mdg,2007
132.8,mdg,2008
124.9,mwi,1980
125.2,mwi,1981
125.4,mwi,1982
125.6,mwi,1983
125.7,mwi,1984
126.0,mwi,1985
126.2,mwi,1986
126.3,mwi,1987
126.6,mwi,1988
126.8,mwi,1989
127.0,mwi,1990
127.3,mwi,1991
127.5,mwi,1992
127.7,mwi,1993
128.0,mwi,1994
128.3,mwi,1995
128.6,mwi,1996
128.9,mwi,1997
129.3,mwi,1998
129.7,mwi,1999
130.1,mwi,2000
130.5,mwi,2001
130.9,mwi,2002
131.4,mwi,2003
131.9,mwi,2004
132.4,mwi,2005
132.9,mwi,2006
133.4,mwi,2007
133.9,mwi,2008
124.6,mys,1980
124.7,mys,1981
124.8,mys,1982
124.8,mys,1983
124.8,mys,1984
124.8,mys,1985
124.8,mys,1986
124.8,mys,1987
124.8,mys,1988
124.7,mys,1989
124.7,mys,1990
124.7,mys,1991
124.7,mys,1992
124.7,mys,1993
124.7,mys,1994
124.7,mys,1995
124.8,mys,1996
124.8,mys,1997
124.7,mys,1998
124.7,mys,1999
124.7,mys,2000
124.7,mys,2001
124.7,mys,2002
124.6,mys,2003
124.5,mys,2004
124.4,mys,2005
124.2,mys,2006
124.1,mys,2007
123.9,mys,2008
119.6,mdv,1980
119.9,mdv,1981
120.2,mdv,1982
120.4,mdv,1983
120.7,mdv,1984
120.9,mdv,1985
121.2,mdv,1986
121.4,mdv,1987
121.6,mdv,1988
121.9,mdv,1989
122.1,mdv,1990
122.3,mdv,1991
122.4,mdv,1992
122.5,mdv,1993
122.6,mdv,1994
122.7,mdv,1995
122.8,mdv,1996
122.9,mdv,1997
123.0,mdv,1998
123.1,mdv,1999
123.2,mdv,2000
123.2,mdv,2001
123.2,mdv,2002
123.2,mdv,2003
123.3,mdv,2004
123.2,mdv,2005
123.3,mdv,2006
123.3,mdv,2007
123.3,mdv,2008
122.7,mli,1980
122.9,mli,1981
123.1,mli,1982
123.3,mli,1983
123.5,mli,1984
123.7,mli,1985
124.0,mli,1986
124.2,mli,1987
124.4,mli,1988
124.7,mli,1989
124.9,mli,1990
125.2,mli,1991
125.5,mli,1992
125.7,mli,1993
125.9,mli,1994
126.1,mli,1995
126.2,mli,1996
126.4,mli,1997
126.6,mli,1998
126.8,mli,1999
126.9,mli,2000
127.1,mli,2001
127.2,mli,2002
127.4,mli,2003
127.5,mli,2004
127.7,mli,2005
127.8,mli,2006
127.9,mli,2007
128.0,mli,2008
135.0,mlt,1980
134.6,mlt,1981
134.3,mlt,1982
133.8,mlt,1983
133.4,mlt,1984
133.0,mlt,1985
132.6,mlt,1986
132.2,mlt,1987
131.9,mlt,1988
131.5,mlt,1989
131.3,mlt,1990
131.0,mlt,1991
130.7,mlt,1992
130.4,mlt,1993
130.1,mlt,1994
129.7,mlt,1995
129.3,mlt,1996
128.9,mlt,1997
128.4,mlt,1998
128.0,mlt,1999
127.6,mlt,2000
127.1,mlt,2001
126.7,mlt,2002
126.2,mlt,2003
125.8,mlt,2004
125.4,mlt,2005
125.0,mlt,2006
124.6,mlt,2007
124.2,mlt,2008
122.4,mhl,1980
122.3,mhl,1981
122.1,mhl,1982
122.0,mhl,1983
121.9,mhl,1984
121.8,mhl,1985
121.8,mhl,1986
121.8,mhl,1987
121.8,mhl,1988
121.8,mhl,1989
121.9,mhl,1990
121.9,mhl,1991
121.9,mhl,1992
121.8,mhl,1993
121.8,mhl,1994
121.8,mhl,1995
121.7,mhl,1996
121.6,mhl,1997
121.5,mhl,1998
121.5,mhl,1999
121.4,mhl,2000
121.4,mhl,2001
121.4,mhl,2002
121.4,mhl,2003
121.5,mhl,2004
121.5,mhl,2005
121.5,mhl,2006
121.5,mhl,2007
121.5,mhl,2008
126.0,mrt,1980
126.3,mrt,1981
126.5,mrt,1982
126.6,mrt,1983
126.7,mrt,1984
126.8,mrt,1985
126.9,mrt,1986
127.1,mrt,1987
127.3,mrt,1988
127.4,mrt,1989
127.6,mrt,1990
127.7,mrt,1991
127.9,mrt,1992
128.0,mrt,1993
128.2,mrt,1994
128.4,mrt,1995
128.5,mrt,1996
128.7,mrt,1997
128.8,mrt,1998
128.9,mrt,1999
129.0,mrt,2000
129.1,mrt,2001
129.2,mrt,2002
129.2,mrt,2003
129.4,mrt,2004
129.5,mrt,2005
129.7,mrt,2006
129.8,mrt,2007
130.0,mrt,2008
130.6,mus,1980
130.6,mus,1981
130.6,mus,1982
130.6,mus,1983
130.6,mus,1984
130.6,mus,1985
130.6,mus,1986
130.7,mus,1987
130.8,mus,1988
130.8,mus,1989
130.9,mus,1990
130.9,mus,1991
131.0,mus,1992
131.0,mus,1993
131.0,mus,1994
131.0,mus,1995
131.0,mus,1996
130.9,mus,1997
130.9,mus,1998
130.8,mus,1999
130.7,mus,2000
130.7,mus,2001
130.7,mus,2002
130.7,mus,2003
130.7,mus,2004
130.7,mus,2005
130.8,mus,2006
130.8,mus,2007
130.9,mus,2008
128.2,mex,1980
128.1,mex,1981
128.0,mex,1982
127.8,mex,1983
127.5,mex,1984
127.2,mex,1985
126.9,mex,1986
126.6,mex,1987
126.2,mex,1988
125.8,mex,1989
125.5,mex,1990
125.2,mex,1991
124.9,mex,1992
124.6,mex,1993
124.4,mex,1994
124.1,mex,1995
123.9,mex,1996
123.7,mex,1997
123.4,mex,1998
123.2,mex,1999
123.0,mex,2000
122.9,mex,2001
122.7,mex,2002
122.6,mex,2003
122.5,mex,2004
122.4,mex,2005
122.3,mex,2006
122.2,mex,2007
122.1,mex,2008
121.5,fsm,1980
121.5,fsm,1981
121.6,fsm,1982
121.6,fsm,1983
121.7,fsm,1984
121.8,fsm,1985
121.9,fsm,1986
122.0,fsm,1987
122.2,fsm,1988
122.3,fsm,1989
122.4,fsm,1990
122.6,fsm,1991
122.8,fsm,1992
123.0,fsm,1993
123.1,fsm,1994
123.3,fsm,1995
123.5,fsm,1996
123.6,fsm,1997
123.8,fsm,1998
123.9,fsm,1999
124.1,fsm,2000
124.3,fsm,2001
124.4,fsm,2002
124.6,fsm,2003
124.8,fsm,2004
125.0,fsm,2005
125.1,fsm,2006
125.3,fsm,2007
125.4,fsm,2008
132.3,mda,1980
132.4,mda,1981
132.4,mda,1982
132.3,mda,1983
132.3,mda,1984
132.2,mda,1985
132.2,mda,1986
132.1,mda,1987
132.0,mda,1988
132.0,mda,1989
131.9,mda,1990
131.7,mda,1991
131.4,mda,1992
131.2,mda,1993
130.8,mda,1994
130.5,mda,1995
130.2,mda,1996
129.9,mda,1997
129.7,mda,1998
129.6,mda,1999
129.6,mda,2000
129.5,mda,2001
129.5,mda,2002
129.6,mda,2003
129.6,mda,2004
129.7,mda,2005
129.8,mda,2006
129.9,mda,2007
129.9,mda,2008
129.2,mng,1980
129.3,mng,1981
129.4,mng,1982
129.5,mng,1983
129.6,mng,1984
129.7,mng,1985
129.7,mng,1986
129.8,mng,1987
129.8,mng,1988
129.8,mng,1989
129.8,mng,1990
129.6,mng,1991
129.5,mng,1992
129.2,mng,1993
129.0,mng,1994
128.8,mng,1995
128.8,mng,1996
128.7,mng,1997
128.7,mng,1998
128.6,mng,1999
128.6,mng,2000
128.7,mng,2001
128.8,mng,2002
129.0,mng,2003
129.1,mng,2004
129.3,mng,2005
129.5,mng,2006
129.6,mng,2007
129.8,mng,2008
134.7,mne,1980
134.6,mne,1981
134.5,mne,1982
134.3,mne,1983
134.1,mne,1984
133.9,mne,1985
133.8,mne,1986
133.6,mne,1987
133.4,mne,1988
133.2,mne,1989
133.0,mne,1990
132.8,mne,1991
132.4,mne,1992
132.0,mne,1993
131.6,mne,1994
131.2,mne,1995
131.0,mne,1996
130.8,mne,1997
130.6,mne,1998
130.4,mne,1999
130.1,mne,2000
130.0,mne,2001
129.8,mne,2002
129.8,mne,2003
129.8,mne,2004
129.7,mne,2005
129.6,mne,2006
129.5,mne,2007
129.4,mne,2008
126.5,mar,1980
126.6,mar,1981
126.7,mar,1982
126.8,mar,1983
126.9,mar,1984
126.9,mar,1985
127.0,mar,1986
127.1,mar,1987
127.2,mar,1988
127.3,mar,1989
127.3,mar,1990
127.3,mar,1991
127.3,mar,1992
127.2,mar,1993
127.2,mar,1994
127.1,mar,1995
127.0,mar,1996
126.9,mar,1997
126.9,mar,1998
126.8,mar,1999
126.7,mar,2000
126.7,mar,2001
126.7,mar,2002
126.6,mar,2003
126.6,mar,2004
126.6,mar,2005
126.6,mar,2006
126.6,mar,2007
126.5,mar,2008
127.8,moz,1980
128.0,moz,1981
128.2,moz,1982
128.3,moz,1983
128.5,moz,1984
128.6,moz,1985
128.7,moz,1986
129.0,moz,1987
129.3,moz,1988
129.7,moz,1989
130.0,moz,1990
130.4,moz,1991
130.6,moz,1992
130.9,moz,1993
131.1,moz,1994
131.3,moz,1995
131.5,moz,1996
131.8,moz,1997
132.0,moz,1998
132.3,moz,1999
132.6,moz,2000
132.9,moz,2001
133.2,moz,2002
133.6,moz,2003
133.9,moz,2004
134.3,moz,2005
134.7,moz,2006
135.1,moz,2007
135.4,moz,2008
116.3,mmr,1980
116.5,mmr,1981
116.8,mmr,1982
117.1,mmr,1983
117.4,mmr,1984
117.6,mmr,1985
117.9,mmr,1986
118.1,mmr,1987
118.3,mmr,1988
118.4,mmr,1989
118.6,mmr,1990
118.7,mmr,1991
118.9,mmr,1992
119.2,mmr,1993
119.4,mmr,1994
119.7,mmr,1995
120.0,mmr,1996
120.3,mmr,1997
120.7,mmr,1998
121.0,mmr,1999
121.3,mmr,2000
121.6,mmr,2001
121.9,mmr,2002
122.2,mmr,2003
122.4,mmr,2004
122.7,mmr,2005
122.9,mmr,2006
123.0,mmr,2007
123.1,mmr,2008
132.4,nam,1980
132.5,nam,1981
132.5,nam,1982
132.6,nam,1983
132.6,nam,1984
132.6,nam,1985
132.6,nam,1986
132.6,nam,1987
132.6,nam,1988
132.5,nam,1989
132.5,nam,1990
132.4,nam,1991
132.4,nam,1992
132.3,nam,1993
132.2,nam,1994
132.2,nam,1995
132.1,nam,1996
132.1,nam,1997
132.1,nam,1998
132.1,nam,1999
132.1,nam,2000
132.1,nam,2001
132.3,nam,2002
132.4,nam,2003
132.6,nam,2004
132.8,nam,2005
133.0,nam,2006
133.2,nam,2007
133.4,nam,2008
133.4,nru,1980
133.1,nru,1981
132.8,nru,1982
132.6,nru,1983
132.3,nru,1984
132.0,nru,1985
131.7,nru,1986
131.5,nru,1987
131.2,nru,1988
130.9,nru,1989
130.6,nru,1990
130.4,nru,1991
130.1,nru,1992
129.7,nru,1993
129.4,nru,1994
129.2,nru,1995
128.9,nru,1996
128.6,nru,1997
128.4,nru,1998
128.2,nru,1999
128.1,nru,2000
128.0,nru,2001
127.9,nru,2002
127.8,nru,2003
127.7,nru,2004
127.7,nru,2005
127.6,nru,2006
127.5,nru,2007
127.4,nru,2008
119.5,npl,1980
119.8,npl,1981
120.0,npl,1982
120.3,npl,1983
120.5,npl,1984
120.8,npl,1985
121.0,npl,1986
121.3,npl,1987
121.6,npl,1988
121.9,npl,1989
122.2,npl,1990
122.5,npl,1991
122.8,npl,1992
123.0,npl,1993
123.3,npl,1994
123.6,npl,1995
123.8,npl,1996
124.0,npl,1997
124.1,npl,1998
124.3,npl,1999
124.5,npl,2000
124.7,npl,2001
124.8,npl,2002
125.0,npl,2003
125.1,npl,2004
125.2,npl,2005
125.3,npl,2006
125.5,npl,2007
125.6,npl,2008
131.9,nld,1980
131.4,nld,1981
130.9,nld,1982
130.3,nld,1983
129.8,nld,1984
129.4,nld,1985
128.9,nld,1986
128.6,nld,1987
128.3,nld,1988
128.1,nld,1989
127.9,nld,1990
127.7,nld,1991
127.5,nld,1992
127.3,nld,1993
127.0,nld,1994
126.7,nld,1995
126.3,nld,1996
125.9,nld,1997
125.4,nld,1998
125.0,nld,1999
124.6,nld,2000
124.2,nld,2001
123.8,nld,2002
123.5,nld,2003
123.1,nld,2004
122.7,nld,2005
122.4,nld,2006
122.0,nld,2007
121.7,nld,2008
132.5,ant,1980
132.3,ant,1981
132.1,ant,1982
131.8,ant,1983
131.5,ant,1984
131.3,ant,1985
130.9,ant,1986
130.6,ant,1987
130.2,ant,1988
129.8,ant,1989
129.5,ant,1990
129.2,ant,1991
128.9,ant,1992
128.5,ant,1993
128.2,ant,1994
127.8,ant,1995
127.4,ant,1996
127.1,ant,1997
126.7,ant,1998
126.3,ant,1999
125.9,ant,2000
125.5,ant,2001
125.1,ant,2002
124.8,ant,2003
124.5,ant,2004
124.2,ant,2005
123.9,ant,2006
123.6,ant,2007
123.3,ant,2008
128.1,nzl,1980
127.8,nzl,1981
127.4,nzl,1982
127.1,nzl,1983
126.7,nzl,1984
126.4,nzl,1985
126.1,nzl,1986
125.9,nzl,1987
125.6,nzl,1988
125.3,nzl,1989
125.0,nzl,1990
124.7,nzl,1991
124.4,nzl,1992
124.1,nzl,1993
123.8,nzl,1994
123.5,nzl,1995
123.2,nzl,1996
122.8,nzl,1997
122.5,nzl,1998
122.2,nzl,1999
121.9,nzl,2000
121.5,nzl,2001
121.2,nzl,2002
120.8,nzl,2003
120.4,nzl,2004
120.0,nzl,2005
119.6,nzl,2006
119.2,nzl,2007
118.7,nzl,2008
126.4,nic,1980
126.3,nic,1981
126.0,nic,1982
125.8,nic,1983
125.6,nic,1984
125.3,nic,1985
125.0,nic,1986
124.7,nic,1987
124.5,nic,1988
124.3,nic,1989
124.1,nic,1990
123.9,nic,1991
123.7,nic,1992
123.5,nic,1993
123.4,nic,1994
123.2,nic,1995
123.1,nic,1996
123.0,nic,1997
122.9,nic,1998
122.9,nic,1999
122.9,nic,2000
122.9,nic,2001
123.0,nic,2002
123.0,nic,2003
123.1,nic,2004
123.2,nic,2005
123.3,nic,2006
123.4,nic,2007
123.5,nic,2008
128.0,ner,1980
128.3,ner,1981
128.6,ner,1982
128.7,ner,1983
128.8,ner,1984
128.8,ner,1985
129.0,ner,1986
129.1,ner,1987
129.2,ner,1988
129.4,ner,1989
129.5,ner,1990
129.6,ner,1991
129.7,ner,1992
129.8,ner,1993
130.0,ner,1994
130.2,ner,1995
130.3,ner,1996
130.5,ner,1997
130.8,ner,1998
131.2,ner,1999
131.5,ner,2000
131.9,ner,2001
132.2,ner,2002
132.6,ner,2003
132.9,ner,2004
133.4,ner,2005
133.9,ner,2006
134.5,ner,2007
135.1,ner,2008
131.0,nga,1980
131.0,nga,1981
131.0,nga,1982
131.0,nga,1983
131.0,nga,1984
131.0,nga,1985
131.1,nga,1986
131.1,nga,1987
131.3,nga,1988
131.5,nga,1989
131.8,nga,1990
132.1,nga,1991
132.4,nga,1992
132.7,nga,1993
132.9,nga,1994
133.1,nga,1995
133.2,nga,1996
133.4,nga,1997
133.6,nga,1998
133.7,nga,1999
133.9,nga,2000
134.1,nga,2001
134.2,nga,2002
134.4,nga,2003
134.6,nga,2004
134.8,nga,2005
135.1,nga,2006
135.3,nga,2007
135.5,nga,2008
137.0,nor,1980
136.4,nor,1981
135.8,nor,1982
135.2,nor,1983
134.7,nor,1984
134.1,nor,1985
133.6,nor,1986
133.2,nor,1987
132.8,nor,1988
132.4,nor,1989
132.1,nor,1990
131.7,nor,1991
131.4,nor,1992
131.1,nor,1993
130.8,nor,1994
130.4,nor,1995
130.0,nor,1996
129.7,nor,1997
129.3,nor,1998
128.9,nor,1999
128.6,nor,2000
128.2,nor,2001
127.9,nor,2002
127.6,nor,2003
127.3,nor,2004
126.9,nor,2005
126.6,nor,2006
126.3,nor,2007
126.0,nor,2008
130.3,omn,1980
130.4,omn,1981
130.5,omn,1982
130.6,omn,1983
130.7,omn,1984
130.8,omn,1985
130.8,omn,1986
130.8,omn,1987
130.8,omn,1988
130.7,omn,1989
130.6,omn,1990
130.5,omn,1991
130.4,omn,1992
130.2,omn,1993
130.1,omn,1994
129.9,omn,1995
129.6,omn,1996
129.4,omn,1997
129.2,omn,1998
129.0,omn,1999
128.7,omn,2000
128.5,omn,2001
128.3,omn,2002
128.1,omn,2003
127.8,omn,2004
127.6,omn,2005
127.4,omn,2006
127.1,omn,2007
126.9,omn,2008
123.3,pak,1980
123.4,pak,1981
123.6,pak,1982
123.8,pak,1983
123.9,pak,1984
124.1,pak,1985
124.2,pak,1986
124.4,pak,1987
124.6,pak,1988
124.7,pak,1989
124.8,pak,1990
125.0,pak,1991
125.1,pak,1992
125.2,pak,1993
125.4,pak,1994
125.5,pak,1995
125.6,pak,1996
125.7,pak,1997
125.8,pak,1998
125.9,pak,1999
126.0,pak,2000
126.1,pak,2001
126.2,pak,2002
126.3,pak,2003
126.3,pak,2004
126.4,pak,2005
126.4,pak,2006
126.5,pak,2007
126.5,pak,2008
129.5,plw,1980
128.9,plw,1981
128.4,plw,1982
128.0,plw,1983
127.6,plw,1984
127.2,plw,1985
126.9,plw,1986
126.6,plw,1987
126.5,plw,1988
126.4,plw,1989
126.3,plw,1990
126.3,plw,1991
126.2,plw,1992
126.1,plw,1993
126.0,plw,1994
125.9,plw,1995
125.9,plw,1996
125.8,plw,1997
125.7,plw,1998
125.6,plw,1999
125.5,plw,2000
125.4,plw,2001
125.3,plw,2002
125.2,plw,2003
125.1,plw,2004
124.9,plw,2005
124.8,plw,2006
124.7,plw,2007
124.5,plw,2008
126.8,pan,1980
126.7,pan,1981
126.6,pan,1982
126.4,pan,1983
126.2,pan,1984
126.0,pan,1985
125.8,pan,1986
125.6,pan,1987
125.4,pan,1988
125.1,pan,1989
124.9,pan,1990
124.7,pan,1991
124.5,pan,1992
124.3,pan,1993
124.1,pan,1994
123.9,pan,1995
123.8,pan,1996
123.7,pan,1997
123.5,pan,1998
123.4,pan,1999
123.3,pan,2000
123.2,pan,2001
123.1,pan,2002
123.0,pan,2003
122.9,pan,2004
122.8,pan,2005
122.8,pan,2006
122.7,pan,2007
122.7,pan,2008
110.3,png,1980
110.7,png,1981
111.0,png,1982
111.3,png,1983
111.6,png,1984
111.9,png,1985
112.3,png,1986
112.7,png,1987
113.0,png,1988
113.4,png,1989
113.8,png,1990
114.2,png,1991
114.6,png,1992
115.1,png,1993
115.5,png,1994
115.9,png,1995
116.3,png,1996
116.6,png,1997
117.0,png,1998
117.3,png,1999
117.7,png,2000
118.0,png,2001
118.3,png,2002
118.6,png,2003
118.9,png,2004
119.2,png,2005
119.5,png,2006
119.8,png,2007
120.1,png,2008
128.1,pry,1980
128.1,pry,1981
128.0,pry,1982
127.8,pry,1983
127.7,pry,1984
127.5,pry,1985
127.4,pry,1986
127.2,pry,1987
127.0,pry,1988
126.7,pry,1989
126.5,pry,1990
126.2,pry,1991
125.9,pry,1992
125.6,pry,1993
125.4,pry,1994
125.1,pry,1995
124.9,pry,1996
124.6,pry,1997
124.4,pry,1998
124.2,pry,1999
124.0,pry,2000
123.9,pry,2001
123.8,pry,2002
123.7,pry,2003
123.7,pry,2004
123.6,pry,2005
123.6,pry,2006
123.6,pry,2007
123.6,pry,2008
126.5,per,1980
126.2,per,1981
125.9,per,1982
125.6,per,1983
125.2,per,1984
124.9,per,1985
124.6,per,1986
124.4,per,1987
124.1,per,1988
