geo,population_aged_20_39_years_female_percent,time
brb,23.13,2025
brb,21.8,2030
brb,21.37,2035
brb,20.16,2040
brb,18.9,2045
brb,19.67,2050
blr,30.37,1950
blr,30.44,1955
blr,32.55,1960
blr,29.62,1965
blr,26.64,1970
blr,25.94,1975
blr,26.3,1980
blr,28.63,1985
blr,28.71,1990
blr,28.4,1995
blr,27.61,2000
blr,28.03,2005
blr,29.47,2010
blr,28.72,2015
blr,26.63,2020
blr,23.59,2025
blr,20.89,2030
blr,20.01,2035
blr,20.3,2040
blr,20.35,2045
blr,19.71,2050
bel,27.57,1950
bel,26.73,1955
bel,26.99,1960
bel,25.1,1965
bel,25.21,1970
bel,25.77,1975
bel,27.34,1980
bel,29.41,1985
bel,29.46,1990
bel,28.67,1995
bel,27.01,2000
bel,25.77,2005
bel,24.67,2010
bel,23.89,2015
bel,23.19,2020
bel,22.55,2025
bel,22.26,2030
bel,21.97,2035
bel,22.04,2040
bel,22.24,2045
bel,22.16,2050
blz,29.41,1950
blz,25.64,1955
blz,25.53,1960
blz,24.07,1965
blz,22.22,1970
blz,22.39,1975
blz,22.86,1980
blz,26.58,1985
blz,29.35,1990
blz,30.56,1995
blz,30.65,2000
blz,31.21,2005
blz,32.05,2010
blz,32.37,2015
blz,33.69,2020
blz,33.67,2025
blz,32.71,2030
blz,31.25,2035
blz,29.96,2040
blz,29.22,2045
blz,28.06,2050
ben,26.12,1950
ben,26.44,1955
ben,26.69,1960
ben,27.32,1965
ben,27.24,1970
ben,26.49,1975
ben,25.89,1980
ben,25.5,1985
ben,25.72,1990
ben,26.74,1995
ben,27.08,2000
ben,27.68,2005
ben,28.04,2010
ben,28.49,2015
ben,29.06,2020
ben,29.79,2025
ben,30.8,2030
ben,31.74,2035
ben,32.33,2040
ben,32.47,2045
ben,32.12,2050
btn,27.5,1950
btn,30.21,1955
btn,30.56,1960
btn,29.92,1965
btn,28.77,1970
btn,28.65,1975
btn,28.29,1980
btn,26.84,1985
btn,26.02,1990
btn,26.0,1995
btn,27.7,2000
btn,30.19,2005
btn,34.13,2010
btn,36.46,2015
btn,36.15,2020
btn,34.78,2025
btn,32.26,2030
btn,30.31,2035
btn,29.45,2040
btn,28.4,2045
btn,27.15,2050
bol,27.79,1950
bol,27.56,1955
bol,27.6,1960
bol,27.34,1965
bol,27.1,1970
bol,27.19,1975
bol,27.75,1980
bol,28.17,1985
bol,28.4,1990
bol,28.8,1995
bol,29.04,2000
bol,29.48,2005
bol,30.13,2010
bol,31.01,2015
bol,31.76,2020
bol,32.32,2025
bol,32.29,2030
bol,31.59,2035
bol,30.75,2040
bol,29.6,2045
bol,28.39,2050
bih,28.5,1950
bih,30.59,1955
bih,33.05,1960
bih,31.1,1965
bih,29.59,1970
bih,30.39,1975
bih,31.62,1980
bih,34.15,1985
bih,33.17,1990
bih,32.73,1995
bih,30.65,2000
bih,29.58,2005
bih,29.27,2010
bih,27.6,2015
bih,26.14,2020
bih,23.59,2025
bih,20.69,2030
bih,19.77,2035
bih,18.79,2040
bih,18.68,2045
bih,18.54,2050
bwa,26.76,1950
bwa,27.92,1955
bwa,27.57,1960
bwa,25.96,1965
bwa,25.0,1970
bwa,25.89,1975
bwa,26.75,1980
bwa,27.24,1985
bwa,28.49,1990
bwa,29.5,1995
bwa,30.84,2000
bwa,32.07,2005
bwa,34.28,2010
bwa,35.66,2015
bwa,35.79,2020
bwa,34.55,2025
bwa,33.98,2030
bwa,33.82,2035
bwa,33.86,2040
bwa,33.69,2045
bwa,32.74,2050
bra,28.8,1950
bra,28.01,1955
bra,27.73,1960
bra,26.91,1965
bra,27.06,1970
bra,28.4,1975
bra,29.73,1980
bra,31.54,1985
bra,32.43,1990
bra,32.8,1995
bra,33.04,2000
bra,33.08,2005
bra,32.97,2010
bra,32.37,2015
bra,31.56,2020
bra,30.36,2025
bra,28.82,2030
bra,27.25,2035
bra,25.25,2040
bra,23.1,2045
bra,21.7,2050
brn,30.43,1950
brn,29.03,1955
brn,27.5,1960
brn,25.0,1965
brn,25.4,1970
brn,28.21,1975
brn,32.22,1980
brn,34.58,1985
brn,38.84,1990
brn,39.57,1995
brn,39.62,2000
brn,40.11,2005
brn,38.58,2010
brn,38.97,2015
brn,37.5,2020
brn,35.71,2025
brn,34.57,2030
brn,32.17,2035
brn,30.36,2040
brn,29.52,2045
brn,29.0,2050
bgr,31.57,1950
bgr,31.52,1955
bgr,32.23,1960
bgr,29.94,1965
bgr,29.04,1970
bgr,28.18,1975
bgr,28.02,1980
bgr,27.94,1985
bgr,26.73,1990
bgr,26.36,1995
bgr,26.84,2000
bgr,27.24,2005
bgr,27.21,2010
bgr,25.46,2015
bgr,22.55,2020
bgr,20.37,2025
bgr,18.88,2030
bgr,18.87,2035
bgr,19.62,2040
bgr,19.84,2045
bgr,19.22,2050
bfa,30.45,1950
bfa,29.8,1955
bfa,29.08,1960
bfa,28.46,1965
bfa,27.46,1970
bfa,26.7,1975
bfa,26.21,1980
bfa,26.04,1985
bfa,26.66,1990
bfa,27.3,1995
bfa,27.77,2000
bfa,28.44,2005
bfa,27.98,2010
bfa,27.83,2015
bfa,27.97,2020
bfa,28.55,2025
bfa,30.51,2030
bfa,32.04,2035
bfa,33.05,2040
bfa,33.55,2045
bfa,33.02,2050
bdi,29.25,1950
bdi,27.95,1955
bdi,26.92,1960
bdi,26.26,1965
bdi,25.89,1970
bdi,25.59,1975
bdi,27.11,1980
bdi,28.91,1985
bdi,28.97,1990
bdi,26.96,1995
bdi,25.2,2000
bdi,28.5,2005
bdi,32.74,2010
bdi,34.08,2015
bdi,33.81,2020
bdi,32.5,2025
bdi,31.56,2030
bdi,31.73,2035
bdi,32.18,2040
bdi,32.18,2045
bdi,31.37,2050
khm,28.55,1950
khm,28.55,1955
khm,28.38,1960
khm,28.19,1965
khm,27.87,1970
khm,28.31,1975
khm,30.4,1980
khm,29.69,1985
khm,29.33,1990
khm,28.1,1995
khm,26.73,2000
khm,29.54,2005
khm,32.17,2010
khm,35.02,2015
khm,36.36,2020
khm,33.77,2025
khm,31.66,2030
khm,29.99,2035
khm,29.64,2040
khm,29.8,2045
khm,29.22,2050
cmr,28.9,1950
cmr,28.64,1955
cmr,28.31,1960
cmr,27.8,1965
cmr,27.1,1970
cmr,26.57,1975
cmr,26.04,1980
cmr,25.79,1985
cmr,25.95,1990
cmr,26.58,1995
cmr,27.65,2000
cmr,28.74,2005
cmr,29.86,2010
cmr,30.96,2015
cmr,31.39,2020
cmr,31.91,2025
cmr,32.67,2030
cmr,33.16,2035
cmr,33.42,2040
cmr,33.03,2045
cmr,32.19,2050
can,31.34,1950
can,29.68,1955
can,27.68,1960
can,26.06,1965
can,27.53,1970
can,30.33,1975
can,33.19,1980
can,34.93,1985
can,33.82,1990
can,31.43,1995
can,29.03,2000
can,27.18,2005
can,26.67,2010
can,26.56,2015
can,25.7,2020
can,24.35,2025
can,23.15,2030
can,22.19,2035
can,22.13,2040
can,22.5,2045
can,22.81,2050
cpv,29.11,1950
cpv,27.96,1955
cpv,26.92,1960
cpv,23.14,1965
cpv,21.01,1970
cpv,21.48,1975
cpv,21.43,1980
cpv,24.56,1985
cpv,26.46,1990
cpv,26.44,1995
cpv,27.27,2000
cpv,29.2,2005
cpv,31.09,2010
cpv,32.98,2015
cpv,33.44,2020
cpv,32.7,2025
cpv,30.42,2030
cpv,28.49,2035
cpv,27.48,2040
cpv,26.46,2045
cpv,25.55,2050
caf,28.68,1950
caf,28.77,1955
caf,28.7,1960
caf,28.25,1965
caf,27.42,1970
caf,26.41,1975
caf,26.26,1980
caf,26.86,1985
caf,26.76,1990
caf,27.68,1995
caf,27.99,2000
caf,28.12,2005
caf,29.26,2010
caf,30.5,2015
caf,31.74,2020
caf,32.68,2025
caf,33.09,2030
caf,33.32,2035
caf,33.19,2040
caf,32.81,2045
caf,32.4,2050
tcd,29.14,1950
tcd,28.33,1955
tcd,27.47,1960
tcd,26.59,1965
tcd,25.85,1970
tcd,26.03,1975
tcd,26.11,1980
tcd,26.04,1985
tcd,26.17,1990
tcd,26.01,1995
tcd,26.24,2000
tcd,26.58,2005
tcd,27.19,2010
tcd,27.89,2015
tcd,28.61,2020
tcd,29.52,2025
tcd,30.4,2030
tcd,31.33,2035
tcd,32.17,2040
tcd,32.75,2045
tcd,33.0,2050
chanisl,28.85,1950
chanisl,28.57,1955
chanisl,27.12,1960
chanisl,25.81,1965
chanisl,26.56,1970
chanisl,27.27,1975
chanisl,28.79,1980
chanisl,30.99,1985
chanisl,33.78,1990
chanisl,32.88,1995
chanisl,31.08,2000
chanisl,28.57,2005
chanisl,25.0,2010
chanisl,23.08,2015
chanisl,21.79,2020
chanisl,22.08,2025
chanisl,22.37,2030
chanisl,21.05,2035
chanisl,20.27,2040
chanisl,20.0,2045
chanisl,21.33,2050
chl,28.93,1950
chl,28.23,1955
chl,26.9,1960
chl,26.58,1965
chl,26.85,1970
chl,28.01,1975
chl,30.73,1980
chl,32.96,1985
chl,33.59,1990
chl,33.26,1995
chl,31.51,2000
chl,30.01,2005
chl,29.7,2010
chl,29.68,2015
chl,29.3,2020
chl,27.89,2025
chl,26.08,2030
chl,24.45,2035
chl,23.71,2040
chl,23.47,2045
chl,23.16,2050
chn,29.5,1950
chn,28.31,1955
chn,27.0,1960
chn,25.68,1965
chn,25.24,1970
chn,27.22,1975
chn,29.07,1980
chn,32.19,1985
chn,35.03,1990
chn,35.73,1995
chn,35.04,2000
chn,33.57,2005
chn,32.19,2010
chn,29.89,2015
chn,28.68,2020
chn,26.75,2025
chn,23.85,2030
chn,22.76,2035
chn,22.58,2040
chn,22.63,2045
chn,22.36,2050
col,27.87,1950
col,26.52,1955
col,25.35,1960
col,24.44,1965
col,25.01,1970
col,27.04,1975
col,29.26,1980
col,31.65,1985
col,33.19,1990
col,33.0,1995
col,32.87,2000
col,32.28,2005
col,31.49,2010
col,31.31,2015
col,30.62,2020
col,29.78,2025
col,28.96,2030
col,28.02,2035
col,27.24,2040
col,26.52,2045
col,25.71,2050
com,30.38,1950
com,29.89,1955
com,27.84,1960
com,26.17,1965
com,24.37,1970
com,24.44,1975
com,25.61,1980
com,25.91,1985
com,27.27,1990
com,29.1,1995
com,29.96,2000
com,32.46,2005
com,32.56,2010
com,32.11,2015
com,31.43,2020
com,30.53,2025
com,31.42,2030
com,32.12,2035
com,31.89,2040
com,31.23,2045
com,29.76,2050
cod,27.67,1950
cod,27.98,1955
cod,28.07,1960
cod,28.06,1965
cod,27.81,1970
cod,27.28,1975
cod,26.78,1980
cod,26.22,1985
cod,25.76,1990
cod,25.41,1995
cod,25.5,2000
cod,25.94,2005
cod,26.97,2010
cod,28.2,2015
cod,29.5,2020
cod,30.83,2025
cod,31.78,2030
cod,32.63,2035
cod,33.3,2040
cod,33.57,2045
cod,33.57,2050
cog,28.71,1950
cog,28.54,1955
cog,27.98,1960
cog,27.23,1965
cog,26.45,1970
cog,25.86,1975
cog,25.63,1980
cog,25.94,1985
cog,26.87,1990
cog,27.55,1995
cog,27.76,2000
cog,29.21,2005
cog,30.32,2010
cog,32.05,2015
cog,32.74,2020
cog,33.02,2025
cog,33.0,2030
cog,32.74,2035
cog,32.67,2040
cog,32.22,2045
cog,31.51,2050
cri,27.06,1950
cri,25.81,1955
cri,24.27,1960
cri,23.68,1965
cri,24.25,1970
cri,26.9,1975
cri,29.81,1980
cri,32.55,1985
cri,33.36,1990
cri,32.61,1995
cri,32.25,2000
cri,32.17,2005
cri,32.82,2010
cri,33.24,2015
cri,32.39,2020
cri,30.73,2025
cri,28.31,2030
cri,26.75,2035
cri,25.61,2040
cri,24.73,2045
cri,24.27,2050
civ,28.58,1950
civ,28.88,1955
civ,28.56,1960
civ,28.15,1965
civ,27.1,1970
civ,26.34,1975
civ,25.79,1980
civ,25.72,1985
civ,26.13,1990
civ,27.12,1995
civ,28.25,2000
civ,28.5,2005
civ,29.38,2010
civ,30.53,2015
civ,31.27,2020
civ,32.07,2025
civ,32.63,2030
civ,32.87,2035
civ,32.8,2040
civ,32.3,2045
civ,31.63,2050
hrv,29.46,1950
hrv,30.07,1955
hrv,31.53,1960
hrv,29.35,1965
hrv,28.49,1970
hrv,28.51,1975
hrv,28.36,1980
hrv,28.88,1985
hrv,28.29,1990
hrv,27.17,1995
hrv,26.37,2000
hrv,26.18,2005
hrv,25.79,2010
hrv,25.19,2015
hrv,23.95,2020
hrv,22.19,2025
hrv,21.08,2030
hrv,20.53,2035
hrv,20.16,2040
hrv,20.47,2045
hrv,20.4,2050
cub,30.56,1950
cub,29.63,1955
cub,29.75,1960
cub,28.43,1965
cub,27.29,1970
cub,27.64,1975
cub,28.36,1980
cub,32.57,1985
cub,34.9,1990
cub,36.27,1995
cub,33.42,2000
cub,31.28,2005
cub,28.15,2010
cub,25.49,2015
cub,24.98,2020
cub,24.53,2025
cub,22.43,2030
cub,20.88,2035
cub,19.81,2040
cub,19.09,2045
cub,18.87,2050
cyp,29.6,1950
cyp,29.37,1955
cyp,27.34,1960
cyp,27.42,1965
cyp,27.04,1970
cyp,30.52,1975
cyp,32.35,1980
cyp,31.69,1985
cyp,30.21,1990
cyp,29.08,1995
cyp,29.32,2000
cyp,29.6,2005
cyp,29.49,2010
cyp,29.68,2015
cyp,28.37,2020
cyp,26.36,2025
cyp,24.44,2030
cyp,22.92,2035
cyp,22.54,2040
cyp,22.95,2045
cyp,22.99,2050
cze,28.49,1950
cze,26.12,1955
cze,26.47,1960
cze,25.51,1965
cze,26.8,1970
cze,28.12,1975
cze,28.77,1980
cze,28.35,1985
cze,26.7,1990
cze,26.8,1995
cze,28.57,2000
cze,29.0,2005
cze,29.22,2010
cze,27.21,2015
cze,23.61,2020
cze,21.73,2025
cze,20.81,2030
cze,20.75,2035
cze,21.75,2040
cze,22.16,2045
cze,21.52,2050
dnk,28.78,1950
dnk,26.96,1955
dnk,25.69,1960
dnk,25.81,1965
dnk,27.12,1970
dnk,28.05,1975
dnk,28.8,1980
dnk,29.2,1985
dnk,28.76,1990
dnk,28.72,1995
dnk,27.87,2000
dnk,25.67,2005
dnk,23.85,2010
dnk,23.18,2015
dnk,23.27,2020
dnk,23.92,2025
dnk,23.97,2030
dnk,23.12,2035
dnk,22.44,2040
dnk,22.33,2045
dnk,22.48,2050
dji,29.03,1950
dji,28.57,1955
dji,27.91,1960
dji,27.59,1965
dji,28.4,1970
dji,28.32,1975
dji,27.49,1980
dji,27.86,1985
dji,28.06,1990
dji,28.75,1995
dji,29.7,2000
dji,30.69,2005
dji,31.97,2010
dji,33.61,2015
dji,33.98,2020
dji,33.51,2025
dji,32.77,2030
dji,31.75,2035
dji,31.24,2040
dji,30.96,2045
dji,30.57,2050
dom,26.55,1950
dom,26.98,1955
dom,26.63,1960
dom,26.04,1965
dom,25.69,1970
dom,26.22,1975
dom,27.88,1980
dom,29.73,1985
dom,31.32,1990
dom,32.0,1995
dom,31.9,2000
dom,31.53,2005
dom,31.27,2010
dom,31.18,2015
dom,30.9,2020
dom,30.44,2025
dom,29.84,2030
dom,29.06,2035
dom,28.35,2040
dom,27.44,2045
dom,26.46,2050
ecu,26.7,1950
ecu,26.08,1955
ecu,25.87,1960
ecu,25.53,1965
ecu,25.41,1970
ecu,26.48,1975
ecu,27.53,1980
ecu,28.92,1985
ecu,30.41,1990
ecu,31.27,1995
ecu,31.33,2000
ecu,31.03,2005
ecu,30.72,2010
ecu,30.81,2015
ecu,31.0,2020
ecu,30.74,2025
ecu,29.9,2030
ecu,28.81,2035
ecu,27.49,2040
ecu,26.38,2045
ecu,25.49,2050
egy,29.64,1950
egy,28.6,1955
egy,27.07,1960
egy,25.5,1965
egy,26.0,1970
egy,26.44,1975
egy,26.95,1980
egy,27.84,1985
egy,27.87,1990
egy,28.41,1995
egy,29.64,2000
egy,31.26,2005
egy,33.16,2010
egy,33.16,2015
egy,32.4,2020
egy,31.27,2025
egy,29.93,2030
egy,29.87,2035
egy,29.51,2040
egy,28.71,2045
egy,27.64,2050
slv,27.89,1950
slv,27.77,1955
slv,26.98,1960
slv,25.98,1965
slv,25.56,1970
slv,26.02,1975
slv,26.47,1980
slv,26.76,1985
slv,27.96,1990
slv,29.48,1995
slv,29.83,2000
slv,30.1,2005
slv,30.76,2010
slv,32.03,2015
slv,33.09,2020
slv,32.26,2025
slv,30.75,2030
slv,28.69,2035
slv,26.81,2040
slv,26.45,2045
slv,25.91,2050
gnq,29.57,1950
gnq,28.57,1955
gnq,28.46,1960
gnq,27.74,1965
gnq,27.7,1970
gnq,18.85,1975
gnq,17.54,1980
gnq,32.5,1985
gnq,35.05,1990
gnq,32.9,1995
gnq,28.25,2000
gnq,25.57,2005
gnq,26.0,2010
gnq,27.34,2015
gnq,29.25,2020
gnq,30.0,2025
gnq,30.22,2030
gnq,31.05,2035
gnq,32.12,2040
gnq,32.55,2045
gnq,32.64,2050
eri,27.04,1950
eri,27.67,1955
eri,27.89,1960
eri,28.06,1965
eri,27.93,1970
eri,27.3,1975
eri,26.79,1980
eri,25.61,1985
eri,25.0,1990
eri,23.37,1995
eri,27.57,2000
eri,32.05,2005
eri,33.43,2010
eri,32.75,2015
eri,30.97,2020
eri,31.01,2025
eri,32.11,2030
eri,33.17,2035
eri,33.54,2040
eri,32.7,2045
eri,31.21,2050
est,27.5,1950
est,27.83,1955
est,30.65,1960
est,29.39,1965
est,27.74,1970
est,27.14,1975
est,26.96,1980
est,27.57,1985
est,27.34,1990
est,26.17,1995
est,25.54,2000
est,26.03,2005
est,27.18,2010
est,25.83,2015
est,23.5,2020
est,21.45,2025
est,19.8,2030
est,20.83,2035
est,22.59,2040
est,23.66,2045
est,22.83,2050
eth,27.46,1950
eth,27.67,1955
eth,27.89,1960
eth,27.86,1965
eth,27.81,1970
eth,27.48,1975
eth,27.18,1980
eth,27.16,1985
eth,27.0,1990
eth,26.81,1995
eth,26.67,2000
eth,26.9,2005
eth,27.84,2010
eth,29.33,2015
eth,30.69,2020
eth,31.71,2025
eth,32.54,2030
eth,32.97,2035
eth,33.21,2040
eth,33.25,2045
eth,32.85,2050
fji,27.54,1950
fji,26.67,1955
fji,26.18,1960
fji,26.99,1965
fji,28.52,1970
fji,30.53,1975
fji,31.63,1980
fji,32.76,1985
fji,32.58,1990
fji,31.83,1995
fji,30.38,2000
fji,30.07,2005
fji,29.93,2010
fji,30.93,2015
fji,31.42,2020
fji,30.72,2025
fji,30.55,2030
fji,29.78,2035
fji,28.29,2040
fji,27.09,2045
fji,26.5,2050
fin,29.43,1950
fin,27.59,1955
fin,26.7,1960
fin,25.96,1965
fin,27.52,1970
fin,29.77,1975
fin,30.58,1980
fin,31.1,1985
fin,28.93,1990
fin,26.64,1995
fin,25.26,2000
fin,24.22,2005
fin,23.52,2010
fin,23.89,2015
fin,23.3,2020
fin,22.45,2025
fin,22.05,2030
fin,21.59,2035
fin,21.8,2040
fin,22.15,2045
fin,22.21,2050
fra,26.03,1950
fra,25.48,1955
fra,26.44,1960
fra,24.52,1965
fra,25.35,1970
fra,26.31,1975
fra,27.98,1980
fra,29.89,1985
fra,29.29,1990
fra,28.61,1995
fra,27.13,2000
fra,25.94,2005
fra,24.59,2010
fra,23.22,2015
fra,22.75,2020
fra,22.5,2025
fra,22.4,2030
fra,22.4,2035
fra,22.3,2040
fra,21.85,2045
fra,21.49,2050
guf,33.33,1950
guf,28.57,1955
guf,25.0,1960
guf,21.05,1965
guf,27.27,1970
guf,29.63,1975
guf,33.33,1980
guf,34.88,1985
guf,34.55,1990
guf,32.84,1995
guf,31.25,2000
guf,30.69,2005
guf,30.43,2010
guf,29.77,2015
guf,30.34,2020
guf,31.1,2025
guf,30.9,2030
guf,30.26,2035
guf,29.13,2040
guf,28.77,2045
guf,28.45,2050
pyf,31.03,1950
pyf,28.12,1955
pyf,25.64,1960
pyf,26.09,1965
pyf,26.92,1970
pyf,27.42,1975
pyf,29.17,1980
pyf,31.71,1985
pyf,32.26,1990
pyf,33.98,1995
pyf,32.46,2000
pyf,32.26,2005
pyf,31.82,2010
pyf,30.77,2015
pyf,31.97,2020
pyf,30.13,2025
pyf,27.95,2030
pyf,27.38,2035
pyf,26.16,2040
pyf,25.86,2045
pyf,25.57,2050
gab,29.05,1950
gab,28.69,1955
gab,28.23,1960
gab,27.63,1965
gab,26.84,1970
gab,27.12,1975
gab,27.38,1980
gab,28.0,1985
gab,28.05,1990
gab,28.02,1995
gab,28.57,2000
gab,29.84,2005
gab,31.12,2010
gab,32.52,2015
gab,33.41,2020
gab,33.4,2025
gab,32.91,2030
gab,32.0,2035
gab,31.41,2040
gab,30.96,2045
gab,30.58,2050
gmb,28.89,1950
gmb,29.58,1955
gmb,30.49,1960
gmb,31.22,1965
gmb,30.73,1970
gmb,29.89,1975
gmb,27.65,1980
gmb,26.81,1985
gmb,26.93,1990
gmb,27.82,1995
gmb,28.2,2000
gmb,28.42,2005
gmb,28.12,2010
gmb,28.77,2015
gmb,29.82,2020
gmb,31.01,2025
gmb,32.01,2030
gmb,32.58,2035
gmb,32.66,2040
gmb,32.41,2045
gmb,32.02,2050
geo,29.37,1950
geo,29.26,1955
geo,32.15,1960
geo,30.63,1965
geo,27.64,1970
geo,27.2,1975
geo,26.6,1980
geo,29.27,1985
geo,29.96,1990
geo,29.05,1995
geo,28.28,2000
geo,27.73,2005
geo,27.76,2010
geo,27.98,2015
geo,25.97,2020
geo,23.99,2025
geo,21.77,2030
geo,19.91,2035
geo,20.57,2040
geo,21.06,2045
geo,20.41,2050
deu,27.73,1950
deu,25.68,1955
deu,27.47,1960
deu,26.24,1965
deu,25.25,1970
deu,26.23,1975
deu,25.97,1980
deu,27.62,1985
deu,29.7,1990
deu,29.12,1995
deu,27.36,2000
deu,25.14,2005
deu,23.38,2010
deu,22.83,2015
deu,22.39,2020
deu,21.38,2025
deu,20.0,2030
deu,19.23,2035
deu,18.85,2040
deu,18.81,2045
