geo,children_per_woman_total_fertility,time
cmr,5.54,1938
cmr,5.54,1939
cmr,5.54,1940
cmr,5.54,1941
cmr,5.54,1942
cmr,5.54,1943
cmr,5.54,1944
cmr,5.54,1945
cmr,5.54,1946
cmr,5.54,1947
cmr,5.54,1948
cmr,5.54,1949
cmr,5.54,1950
cmr,5.52,1951
cmr,5.49,1952
cmr,5.47,1953
cmr,5.47,1954
cmr,5.47,1955
cmr,5.49,1956
cmr,5.51,1957
cmr,5.55,1958
cmr,5.59,1959
cmr,5.65,1960
cmr,5.71,1961
cmr,5.77,1962
cmr,5.83,1963
cmr,5.89,1964
cmr,5.95,1965
cmr,6.01,1966
cmr,6.06,1967
cmr,6.11,1968
cmr,6.16,1969
cmr,6.21,1970
cmr,6.25,1971
cmr,6.29,1972
cmr,6.32,1973
cmr,6.36,1974
cmr,6.39,1975
cmr,6.43,1976
cmr,6.47,1977
cmr,6.52,1978
cmr,6.56,1979
cmr,6.61,1980
cmr,6.65,1981
cmr,6.68,1982
cmr,6.7,1983
cmr,6.71,1984
cmr,6.7,1985
cmr,6.67,1986
cmr,6.63,1987
cmr,6.57,1988
cmr,6.51,1989
cmr,6.43,1990
cmr,6.35,1991
cmr,6.26,1992
cmr,6.17,1993
cmr,6.08,1994
cmr,5.99,1995
cmr,5.9,1996
cmr,5.82,1997
cmr,5.75,1998
cmr,5.68,1999
cmr,5.62,2000
cmr,5.57,2001
cmr,5.52,2002
cmr,5.46,2003
cmr,5.41,2004
cmr,5.36,2005
cmr,5.3,2006
cmr,5.24,2007
cmr,5.17,2008
cmr,5.09,2009
cmr,5.02,2010
cmr,4.94,2011
cmr,4.86,2012
cmr,4.78,2013
cmr,4.7,2014
cmr,4.63,2015
can,5.72,1800
can,5.72,1801
can,5.72,1802
can,5.72,1803
can,5.72,1804
can,5.72,1805
can,5.72,1806
can,5.72,1807
can,5.72,1808
can,5.72,1809
can,5.72,1810
can,5.72,1811
can,5.72,1812
can,5.72,1813
can,5.72,1814
can,5.72,1815
can,5.72,1816
can,5.72,1817
can,5.72,1818
can,5.72,1819
can,5.72,1820
can,5.72,1821
can,5.72,1822
can,5.72,1823
can,5.72,1824
can,5.72,1825
can,5.72,1826
can,5.72,1827
can,5.72,1828
can,5.72,1829
can,5.72,1830
can,5.72,1831
can,5.72,1832
can,5.72,1833
can,5.72,1834
can,5.72,1835
can,5.72,1836
can,5.72,1837
can,5.72,1838
can,5.72,1839
can,5.72,1840
can,5.72,1841
can,5.72,1842
can,5.72,1843
can,5.72,1844
can,5.72,1845
can,5.72,1846
can,5.72,1847
can,5.72,1848
can,5.72,1849
can,5.72,1850
can,5.72,1851
can,5.72,1852
can,5.72,1853
can,5.72,1854
can,5.72,1855
can,5.72,1856
can,5.72,1857
can,5.72,1858
can,5.72,1859
can,5.72,1860
can,5.72,1861
can,5.63,1862
can,5.54,1863
can,5.44,1864
can,5.35,1865
can,5.26,1866
can,5.17,1867
can,5.07,1868
can,4.98,1869
can,4.89,1870
can,4.8,1871
can,4.77,1872
can,4.75,1873
can,4.72,1874
can,4.7,1875
can,4.68,1876
can,4.65,1877
can,4.63,1878
can,4.6,1879
can,4.58,1880
can,4.56,1881
can,4.52,1882
can,4.49,1883
can,4.45,1884
can,4.42,1885
can,4.38,1886
can,4.35,1887
can,4.31,1888
can,4.27,1889
can,4.24,1890
can,4.2,1891
can,4.19,1892
can,4.17,1893
can,4.15,1894
can,4.13,1895
can,4.11,1896
can,4.1,1897
can,4.08,1898
can,4.06,1899
can,4.04,1900
can,4.02,1901
can,4.03,1902
can,4.03,1903
can,4.03,1904
can,4.03,1905
can,4.04,1906
can,4.04,1907
can,4.04,1908
can,4.04,1909
can,4.05,1910
can,4.05,1911
can,4.0,1912
can,3.95,1913
can,3.89,1914
can,3.84,1915
can,3.79,1916
can,3.74,1917
can,3.68,1918
can,3.63,1919
can,3.58,1920
can,3.53,1921
can,3.4,1922
can,3.23,1923
can,3.22,1924
can,3.13,1925
can,3.35,1926
can,3.32,1927
can,3.29,1928
can,3.22,1929
can,3.28,1930
can,3.19,1931
can,3.08,1932
can,2.86,1933
can,2.8,1934
can,2.75,1935
can,2.69,1936
can,2.64,1937
can,2.7,1938
can,2.65,1939
can,2.76,1940
can,2.82,1941
can,2.95,1942
can,3.03,1943
can,3.0,1944
can,3.0,1945
can,3.36,1946
can,3.58,1947
can,3.42,1948
can,3.44,1949
can,3.43,1950
can,3.47,1951
can,3.62,1952
can,3.7,1953
can,3.81,1954
can,3.81,1955
can,3.84,1956
can,3.93,1957
can,3.89,1958
can,3.94,1959
can,3.91,1960
can,3.85,1961
can,3.77,1962
can,3.68,1963
can,3.51,1964
can,3.15,1965
can,2.81,1966
can,2.6,1967
can,2.46,1968
can,2.41,1969
can,2.31,1970
can,2.14,1971
can,1.97,1972
can,1.88,1973
can,1.83,1974
can,1.83,1975
can,1.78,1976
can,1.75,1977
can,1.7,1978
can,1.7,1979
can,1.68,1980
can,1.65,1981
can,1.64,1982
can,1.62,1983
can,1.62,1984
can,1.61,1985
can,1.59,1986
can,1.58,1987
can,1.6,1988
can,1.66,1989
can,1.72,1990
can,1.71,1991
can,1.71,1992
can,1.68,1993
can,1.69,1994
can,1.67,1995
can,1.63,1996
can,1.57,1997
can,1.56,1998
can,1.54,1999
can,1.51,2000
can,1.54,2001
can,1.51,2002
can,1.54,2003
can,1.55,2004
can,1.57,2005
can,1.61,2006
can,1.66,2007
can,1.68,2008
can,1.67,2009
can,1.63,2010
can,1.61,2011
can,1.66,2012
can,1.67,2013
can,1.68,2014
can,1.68,2015
cpv,6.43,1800
cpv,6.43,1801
cpv,6.43,1802
cpv,6.43,1803
cpv,6.44,1804
cpv,6.44,1805
cpv,6.44,1806
cpv,6.44,1807
cpv,6.44,1808
cpv,6.44,1809
cpv,6.45,1810
cpv,6.45,1811
cpv,6.45,1812
cpv,6.45,1813
cpv,6.45,1814
cpv,6.45,1815
cpv,6.45,1816
cpv,6.46,1817
cpv,6.46,1818
cpv,6.46,1819
cpv,6.46,1820
cpv,6.46,1821
cpv,6.46,1822
cpv,6.46,1823
cpv,6.47,1824
cpv,6.47,1825
cpv,6.47,1826
cpv,6.47,1827
cpv,6.47,1828
cpv,6.47,1829
cpv,6.48,1830
cpv,6.48,1831
cpv,6.48,1832
cpv,6.48,1833
cpv,6.48,1834
cpv,6.48,1835
cpv,6.48,1836
cpv,6.49,1837
cpv,6.49,1838
cpv,6.49,1839
cpv,6.49,1840
cpv,6.49,1841
cpv,6.49,1842
cpv,6.5,1843
cpv,6.5,1844
cpv,6.5,1845
cpv,6.5,1846
cpv,6.5,1847
cpv,6.5,1848
cpv,6.5,1849
cpv,6.51,1850
cpv,6.51,1851
cpv,6.51,1852
cpv,6.51,1853
cpv,6.51,1854
cpv,6.51,1855
cpv,6.52,1856
cpv,6.52,1857
cpv,6.52,1858
cpv,6.52,1859
cpv,6.52,1860
cpv,6.52,1861
cpv,6.52,1862
cpv,6.53,1863
cpv,6.53,1864
cpv,6.53,1865
cpv,6.53,1866
cpv,6.53,1867
cpv,6.53,1868
cpv,6.53,1869
cpv,6.54,1870
cpv,6.54,1871
cpv,6.54,1872
cpv,6.54,1873
cpv,6.54,1874
cpv,6.54,1875
cpv,6.55,1876
cpv,6.55,1877
cpv,6.55,1878
cpv,6.55,1879
cpv,6.55,1880
cpv,6.55,1881
cpv,6.55,1882
cpv,6.56,1883
cpv,6.56,1884
cpv,6.56,1885
cpv,6.56,1886
cpv,6.56,1887
cpv,6.56,1888
cpv,6.57,1889
cpv,6.57,1890
cpv,6.57,1891
cpv,6.57,1892
cpv,6.57,1893
cpv,6.57,1894
cpv,6.57,1895
cpv,6.58,1896
cpv,6.58,1897
cpv,6.58,1898
cpv,6.58,1899
cpv,6.58,1900
cpv,6.58,1901
cpv,6.59,1902
cpv,6.59,1903
cpv,6.59,1904
cpv,6.59,1905
cpv,6.59,1906
cpv,6.59,1907
cpv,6.59,1908
cpv,6.6,1909
cpv,6.6,1910
cpv,6.6,1911
cpv,6.6,1912
cpv,6.6,1913
cpv,6.6,1914
cpv,6.6,1915
cpv,6.61,1916
cpv,6.61,1917
cpv,6.61,1918
cpv,6.61,1919
cpv,6.61,1920
cpv,6.61,1921
cpv,6.62,1922
cpv,6.62,1923
cpv,6.62,1924
cpv,6.62,1925
cpv,6.62,1926
cpv,6.61,1927
cpv,6.61,1928
cpv,6.6,1929
cpv,6.6,1930
cpv,6.59,1931
cpv,6.59,1932
cpv,6.58,1933
cpv,6.58,1934
cpv,6.57,1935
cpv,6.57,1936
cpv,6.56,1937
cpv,6.56,1938
cpv,6.55,1939
cpv,6.55,1940
cpv,6.54,1941
cpv,6.54,1942
cpv,6.53,1943
cpv,6.53,1944
cpv,6.52,1945
cpv,6.52,1946
cpv,6.51,1947
cpv,6.51,1948
cpv,6.5,1949
cpv,6.5,1950
cpv,6.51,1951
cpv,6.55,1952
cpv,6.58,1953
cpv,6.62,1954
cpv,6.66,1955
cpv,6.71,1956
cpv,6.75,1957
cpv,6.8,1958
cpv,6.84,1959
cpv,6.89,1960
cpv,6.92,1961
cpv,6.95,1962
cpv,6.98,1963
cpv,6.99,1964
cpv,6.99,1965
cpv,6.99,1966
cpv,6.98,1967
cpv,6.97,1968
cpv,6.95,1969
cpv,6.94,1970
cpv,6.91,1971
cpv,6.89,1972
cpv,6.86,1973
cpv,6.82,1974
cpv,6.77,1975
cpv,6.71,1976
cpv,6.65,1977
cpv,6.56,1978
cpv,6.47,1979
cpv,6.38,1980
cpv,6.27,1981
cpv,6.17,1982
cpv,6.08,1983
cpv,5.98,1984
cpv,5.88,1985
cpv,5.78,1986
cpv,5.68,1987
cpv,5.57,1988
cpv,5.44,1989
cpv,5.31,1990
cpv,5.16,1991
cpv,5.02,1992
cpv,4.86,1993
cpv,4.71,1994
cpv,4.55,1995
cpv,4.39,1996
cpv,4.22,1997
cpv,4.05,1998
cpv,3.88,1999
cpv,3.7,2000
cpv,3.53,2001
cpv,3.36,2002
cpv,3.19,2003
cpv,3.04,2004
cpv,2.9,2005
cpv,2.77,2006
cpv,2.66,2007
cpv,2.57,2008
cpv,2.49,2009
cpv,2.43,2010
cpv,2.38,2011
cpv,2.33,2012
cpv,2.29,2013
cpv,2.26,2014
cpv,2.22,2015
caf,6.51,1800
caf,6.51,1801
caf,6.51,1802
caf,6.51,1803
caf,6.51,1804
caf,6.51,1805
caf,6.51,1806
caf,6.51,1807
caf,6.51,1808
caf,6.51,1809
caf,6.51,1810
caf,6.51,1811
caf,6.51,1812
caf,6.51,1813
caf,6.51,1814
caf,6.51,1815
caf,6.51,1816
caf,6.51,1817
caf,6.51,1818
caf,6.51,1819
caf,6.51,1820
caf,6.51,1821
caf,6.51,1822
caf,6.51,1823
caf,6.51,1824
caf,6.51,1825
caf,6.51,1826
caf,6.51,1827
caf,6.51,1828
caf,6.51,1829
caf,6.51,1830
caf,6.51,1831
caf,6.51,1832
caf,6.51,1833
caf,6.51,1834
caf,6.51,1835
caf,6.51,1836
caf,6.51,1837
caf,6.51,1838
caf,6.51,1839
caf,6.51,1840
caf,6.51,1841
caf,6.51,1842
caf,6.51,1843
caf,6.51,1844
caf,6.51,1845
caf,6.51,1846
caf,6.51,1847
caf,6.51,1848
caf,6.51,1849
caf,6.51,1850
caf,6.51,1851
caf,6.51,1852
caf,6.51,1853
caf,6.51,1854
caf,6.51,1855
caf,6.51,1856
caf,6.51,1857
caf,6.51,1858
caf,6.51,1859
caf,6.51,1860
caf,6.51,1861
caf,6.51,1862
caf,6.51,1863
caf,6.51,1864
caf,6.51,1865
caf,6.51,1866
caf,6.51,1867
caf,6.51,1868
caf,6.51,1869
caf,6.51,1870
caf,6.51,1871
caf,6.51,1872
caf,6.51,1873
caf,6.51,1874
caf,6.51,1875
caf,6.51,1876
caf,6.51,1877
caf,6.51,1878
caf,6.51,1879
caf,6.51,1880
caf,6.51,1881
caf,6.51,1882
caf,6.51,1883
caf,6.51,1884
caf,6.51,1885
caf,6.51,1886
caf,6.51,1887
caf,6.51,1888
caf,6.51,1889
caf,6.51,1890
caf,6.51,1891
caf,6.51,1892
caf,6.51,1893
caf,6.51,1894
caf,6.51,1895
caf,6.51,1896
caf,6.51,1897
caf,6.51,1898
caf,6.51,1899
caf,6.51,1900
caf,6.51,1901
caf,6.51,1902
caf,6.51,1903
caf,6.51,1904
caf,6.51,1905
caf,6.51,1906
caf,6.51,1907
caf,6.51,1908
caf,6.51,1909
caf,6.51,1910
caf,6.51,1911
caf,6.51,1912
caf,6.51,1913
caf,6.51,1914
caf,6.51,1915
caf,6.51,1916
caf,6.51,1917
caf,6.51,1918
caf,6.51,1919
caf,6.51,1920
caf,6.51,1921
caf,6.51,1922
caf,6.51,1923
caf,6.51,1924
caf,6.51,1925
caf,6.46,1926
caf,6.42,1927
caf,6.38,1928
caf,6.33,1929
caf,6.29,1930
caf,6.24,1931
caf,6.2,1932
caf,6.15,1933
caf,6.11,1934
caf,6.07,1935
caf,6.02,1936
caf,5.98,1937
caf,5.93,1938
caf,5.89,1939
caf,5.85,1940
caf,5.8,1941
caf,5.76,1942
caf,5.71,1943
caf,5.67,1944
caf,5.62,1945
caf,5.58,1946
caf,5.54,1947
caf,5.49,1948
caf,5.45,1949
caf,5.4,1950
caf,5.43,1951
caf,5.49,1952
caf,5.55,1953
caf,5.6,1954
caf,5.65,1955
caf,5.69,1956
caf,5.73,1957
caf,5.77,1958
caf,5.81,1959
caf,5.84,1960
caf,5.87,1961
caf,5.89,1962
caf,5.91,1963
caf,5.93,1964
caf,5.94,1965
caf,5.95,1966
caf,5.95,1967
caf,5.95,1968
caf,5.95,1969
caf,5.95,1970
caf,5.95,1971
caf,5.95,1972
caf,5.95,1973
caf,5.95,1974
caf,5.95,1975
caf,5.95,1976
caf,5.95,1977
caf,5.95,1978
caf,5.95,1979
caf,5.95,1980
caf,5.96,1981
caf,5.96,1982
caf,5.96,1983
caf,5.95,1984
caf,5.94,1985
caf,5.93,1986
caf,5.9,1987
caf,5.87,1988
caf,5.83,1989
caf,5.78,1990
caf,5.73,1991
caf,5.69,1992
caf,5.65,1993
caf,5.62,1994
caf,5.6,1995
caf,5.57,1996
caf,5.55,1997
caf,5.52,1998
caf,5.49,1999
caf,5.45,2000
caf,5.39,2001
caf,5.33,2002
caf,5.26,2003
caf,5.18,2004
caf,5.09,2005
caf,5.0,2006
caf,4.9,2007
caf,4.81,2008
caf,4.72,2009
caf,4.63,2010
caf,4.54,2011
caf,4.45,2012
caf,4.37,2013
caf,4.28,2014
caf,4.2,2015
tcd,6.06,1800
tcd,6.06,1801
tcd,6.06,1802
tcd,6.06,1803
tcd,6.06,1804
tcd,6.06,1805
tcd,6.06,1806
tcd,6.06,1807
tcd,6.06,1808
tcd,6.06,1809
tcd,6.06,1810
tcd,6.06,1811
tcd,6.06,1812
tcd,6.06,1813
tcd,6.06,1814
tcd,6.06,1815
tcd,6.06,1816
tcd,6.06,1817
tcd,6.06,1818
tcd,6.06,1819
tcd,6.06,1820
tcd,6.06,1821
tcd,6.06,1822
tcd,6.06,1823
tcd,6.06,1824
tcd,6.06,1825
tcd,6.06,1826
tcd,6.06,1827
tcd,6.06,1828
tcd,6.06,1829
tcd,6.06,1830
tcd,6.06,1831
tcd,6.06,1832
tcd,6.06,1833
tcd,6.06,1834
tcd,6.06,1835
tcd,6.06,1836
tcd,6.06,1837
tcd,6.06,1838
tcd,6.06,1839
tcd,6.06,1840
tcd,6.06,1841
tcd,6.06,1842
tcd,6.06,1843
tcd,6.06,1844
tcd,6.06,1845
tcd,6.06,1846
tcd,6.06,1847
tcd,6.06,1848
tcd,6.06,1849
tcd,6.06,1850
tcd,6.06,1851
tcd,6.06,1852
tcd,6.06,1853
tcd,6.06,1854
tcd,6.06,1855
tcd,6.06,1856
tcd,6.06,1857
tcd,6.06,1858
tcd,6.06,1859
tcd,6.06,1860
tcd,6.06,1861
tcd,6.06,1862
tcd,6.06,1863
tcd,6.06,1864
tcd,6.06,1865
tcd,6.06,1866
tcd,6.06,1867
tcd,6.06,1868
tcd,6.06,1869
tcd,6.06,1870
tcd,6.06,1871
tcd,6.06,1872
tcd,6.06,1873
tcd,6.06,1874
tcd,6.06,1875
tcd,6.06,1876
tcd,6.06,1877
tcd,6.06,1878
tcd,6.06,1879
tcd,6.06,1880
tcd,6.06,1881
tcd,6.06,1882
tcd,6.06,1883
tcd,6.06,1884
tcd,6.06,1885
tcd,6.06,1886
tcd,6.06,1887
tcd,6.06,1888
tcd,6.06,1889
tcd,6.06,1890
tcd,6.06,1891
tcd,6.06,1892
tcd,6.06,1893
tcd,6.06,1894
tcd,6.06,1895
tcd,6.06,1896
tcd,6.06,1897
tcd,6.06,1898
tcd,6.06,1899
tcd,6.06,1900
tcd,6.06,1901
tcd,6.06,1902
tcd,6.06,1903
tcd,6.06,1904
tcd,6.06,1905
tcd,6.06,1906
tcd,6.06,1907
tcd,6.06,1908
tcd,6.06,1909
tcd,6.06,1910
tcd,6.06,1911
tcd,6.06,1912
tcd,6.06,1913
tcd,6.06,1914
tcd,6.06,1915
tcd,6.06,1916
tcd,6.06,1917
tcd,6.06,1918
tcd,6.06,1919
tcd,6.06,1920
tcd,6.06,1921
tcd,6.06,1922
tcd,6.06,1923
tcd,6.06,1924
tcd,6.06,1925
tcd,6.06,1926
tcd,6.06,1927
tcd,6.06,1928
tcd,6.06,1929
tcd,6.06,1930
tcd,6.06,1931
tcd,6.06,1932
tcd,6.06,1933
tcd,6.06,1934
tcd,6.06,1935
tcd,6.06,1936
tcd,6.06,1937
tcd,6.06,1938
tcd,6.06,1939
tcd,6.06,1940
tcd,6.06,1941
tcd,6.06,1942
tcd,6.06,1943
tcd,6.06,1944
tcd,6.06,1945
tcd,6.06,1946
tcd,6.06,1947
tcd,6.06,1948
tcd,6.06,1949
tcd,6.06,1950
tcd,6.07,1951
tcd,6.09,1952
tcd,6.11,1953
tcd,6.13,1954
tcd,6.15,1955
tcd,6.17,1956
tcd,6.19,1957
tcd,6.21,1958
tcd,6.23,1959
tcd,6.25,1960
tcd,6.27,1961
tcd,6.29,1962
tcd,6.3,1963
tcd,6.32,1964
tcd,6.34,1965
tcd,6.36,1966
tcd,6.39,1967
tcd,6.43,1968
tcd,6.48,1969
tcd,6.53,1970
tcd,6.58,1971
tcd,6.64,1972
tcd,6.69,1973
tcd,6.74,1974
tcd,6.78,1975
tcd,6.82,1976
tcd,6.86,1977
tcd,6.89,1978
tcd,6.93,1979
tcd,6.96,1980
tcd,6.99,1981
tcd,7.02,1982
tcd,7.06,1983
tcd,7.09,1984
tcd,7.12,1985
tcd,7.16,1986
tcd,7.2,1987
tcd,7.24,1988
tcd,7.28,1989
tcd,7.31,1990
tcd,7.35,1991
tcd,7.38,1992
tcd,7.4,1993
tcd,7.42,1994
tcd,7.43,1995
tcd,7.43,1996
tcd,7.42,1997
tcd,7.41,1998
tcd,7.38,1999
tcd,7.35,2000
tcd,7.32,2001
tcd,7.27,2002
tcd,7.21,2003
tcd,7.15,2004
tcd,7.07,2005
tcd,6.99,2006
tcd,6.9,2007
tcd,6.81,2008
tcd,6.7,2009
tcd,6.6,2010
tcd,6.49,2011
tcd,6.38,2012
tcd,6.26,2013
tcd,6.15,2014
tcd,6.04,2015
chanisl,5.07,1800
chanisl,5.07,1801
chanisl,5.07,1802
chanisl,5.07,1803
chanisl,5.07,1804
chanisl,5.07,1805
chanisl,5.07,1806
chanisl,5.07,1807
chanisl,5.07,1808
chanisl,5.07,1809
chanisl,5.07,1810
chanisl,5.07,1811
chanisl,5.07,1812
chanisl,5.07,1813
chanisl,5.07,1814
chanisl,5.07,1815
chanisl,5.07,1816
chanisl,5.07,1817
chanisl,5.07,1818
chanisl,5.07,1819
chanisl,5.07,1820
chanisl,5.07,1821
chanisl,5.07,1822
chanisl,5.07,1823
chanisl,5.07,1824
chanisl,5.07,1825
chanisl,5.07,1826
chanisl,5.07,1827
chanisl,5.07,1828
chanisl,5.07,1829
chanisl,5.07,1830
chanisl,5.07,1831
chanisl,5.07,1832
chanisl,5.07,1833
chanisl,5.07,1834
chanisl,5.07,1835
chanisl,5.07,1836
chanisl,5.07,1837
chanisl,5.07,1838
chanisl,5.07,1839
chanisl,5.07,1840
chanisl,5.07,1841
chanisl,5.07,1842
chanisl,5.07,1843
chanisl,5.07,1844
chanisl,5.07,1845
chanisl,5.07,1846
chanisl,5.07,1847
chanisl,5.07,1848
chanisl,5.07,1849
chanisl,5.07,1850
chanisl,5.07,1851
chanisl,5.07,1852
chanisl,5.07,1853
chanisl,5.07,1854
chanisl,5.07,1855
chanisl,5.07,1856
chanisl,5.07,1857
chanisl,5.07,1858
chanisl,5.07,1859
chanisl,5.07,1860
chanisl,5.07,1861
chanisl,5.07,1862
chanisl,5.07,1863
chanisl,5.07,1864
chanisl,5.07,1865
chanisl,5.07,1866
chanisl,5.07,1867
chanisl,5.07,1868
chanisl,5.07,1869
chanisl,5.07,1870
chanisl,5.02,1871
chanisl,4.97,1872
chanisl,4.92,1873
chanisl,4.87,1874
chanisl,4.82,1875
chanisl,4.77,1876
chanisl,4.73,1877
chanisl,4.68,1878
chanisl,4.63,1879
chanisl,4.58,1880
chanisl,4.53,1881
chanisl,4.48,1882
chanisl,4.43,1883
chanisl,4.38,1884
chanisl,4.33,1885
chanisl,4.28,1886
chanisl,4.23,1887
chanisl,4.18,1888
chanisl,4.13,1889
chanisl,4.09,1890
chanisl,4.04,1891
chanisl,3.99,1892
chanisl,3.94,1893
chanisl,3.89,1894
chanisl,3.84,1895
chanisl,3.79,1896
chanisl,3.74,1897
chanisl,3.69,1898
chanisl,3.64,1899
chanisl,3.59,1900
chanisl,3.54,1901
chanisl,3.49,1902
chanisl,3.44,1903
chanisl,3.4,1904
chanisl,3.35,1905
chanisl,3.3,1906
chanisl,3.25,1907
chanisl,3.2,1908
chanisl,3.15,1909
chanisl,3.1,1910
chanisl,3.07,1911
chanisl,3.05,1912
chanisl,3.02,1913
chanisl,3.0,1914
chanisl,2.97,1915
chanisl,2.94,1916
chanisl,2.92,1917
chanisl,2.89,1918
chanisl,2.86,1919
chanisl,2.84,1920
chanisl,2.81,1921
chanisl,2.79,1922
chanisl,2.76,1923
chanisl,2.73,1924
chanisl,2.71,1925
chanisl,2.68,1926
chanisl,2.66,1927
chanisl,2.63,1928
chanisl,2.6,1929
chanisl,2.58,1930
chanisl,2.55,1931
chanisl,2.52,1932
chanisl,2.5,1933
chanisl,2.47,1934
chanisl,2.45,1935
chanisl,2.42,1936
chanisl,2.39,1937
chanisl,2.37,1938
chanisl,2.34,1939
chanisl,2.31,1940
chanisl,2.29,1941
chanisl,2.26,1942
chanisl,2.24,1943
chanisl,2.21,1944
chanisl,2.18,1945
chanisl,2.16,1946
chanisl,2.13,1947
chanisl,2.11,1948
chanisl,2.08,1949
chanisl,2.05,1950
chanisl,2.05,1951
chanisl,2.04,1952
chanisl,2.05,1953
chanisl,2.07,1954
chanisl,2.11,1955
chanisl,2.16,1956
chanisl,2.22,1957
chanisl,2.28,1958
chanisl,2.35,1959
chanisl,2.42,1960
chanisl,2.48,1961
chanisl,2.53,1962
chanisl,2.55,1963
chanisl,2.55,1964
chanisl,2.53,1965
chanisl,2.48,1966
chanisl,2.4,1967
chanisl,2.32,1968
chanisl,2.22,1969
chanisl,2.12,1970
chanisl,2.02,1971
chanisl,1.92,1972
chanisl,1.82,1973
chanisl,1.74,1974
chanisl,1.66,1975
chanisl,1.6,1976
chanisl,1.55,1977
chanisl,1.51,1978
chanisl,1.48,1979
chanisl,1.45,1980
chanisl,1.44,1981
chanisl,1.43,1982
chanisl,1.43,1983
chanisl,1.43,1984
chanisl,1.44,1985
chanisl,1.44,1986
chanisl,1.45,1987
chanisl,1.45,1988
chanisl,1.46,1989
chanisl,1.46,1990
chanisl,1.46,1991
chanisl,1.46,1992
chanisl,1.45,1993
chanisl,1.44,1994
chanisl,1.43,1995
chanisl,1.42,1996
chanisl,1.41,1997
chanisl,1.41,1998
chanisl,1.4,1999
chanisl,1.4,2000
chanisl,1.4,2001
chanisl,1.41,2002
chanisl,1.41,2003
chanisl,1.41,2004
chanisl,1.42,2005
chanisl,1.42,2006
chanisl,1.42,2007
chanisl,1.42,2008
chanisl,1.43,2009
chanisl,1.44,2010
chanisl,1.44,2011
chanisl,1.45,2012
chanisl,1.46,2013
chanisl,1.47,2014
chanisl,1.47,2015
chl,5.98,1800
chl,5.98,1801
chl,5.98,1802
chl,5.98,1803
chl,5.98,1804
chl,5.98,1805
chl,5.98,1806
chl,5.98,1807
chl,5.98,1808
chl,5.98,1809
chl,5.98,1810
chl,5.98,1811
chl,5.98,1812
chl,5.98,1813
chl,5.98,1814
chl,5.98,1815
chl,5.98,1816
chl,5.98,1817
chl,5.98,1818
chl,5.98,1819
chl,5.98,1820
chl,5.98,1821
chl,5.98,1822
chl,5.98,1823
chl,5.98,1824
chl,5.98,1825
chl,5.98,1826
chl,5.98,1827
chl,5.98,1828
chl,5.98,1829
chl,5.98,1830
chl,5.98,1831
chl,5.98,1832
chl,5.98,1833
chl,5.98,1834
chl,5.98,1835
chl,5.98,1836
chl,5.98,1837
chl,5.98,1838
chl,5.98,1839
chl,5.98,1840
chl,6.0,1841
chl,6.02,1842
chl,6.05,1843
chl,6.07,1844
chl,6.09,1845
chl,6.11,1846
chl,6.13,1847
chl,6.16,1848
chl,6.18,1849
chl,6.2,1850
chl,6.22,1851
chl,6.24,1852
chl,5.99,1853
chl,5.8,1854
chl,5.99,1855
chl,6.1,1856
chl,6.0,1857
chl,5.57,1858
chl,5.57,1859
chl,6.38,1860
chl,5.31,1861
chl,5.47,1862
chl,5.47,1863
chl,5.67,1864
chl,4.82,1865
chl,5.15,1866
chl,5.29,1867
chl,5.53,1868
chl,5.64,1869
chl,5.67,1870
chl,5.56,1871
chl,5.91,1872
chl,6.02,1873
chl,5.99,1874
chl,5.71,1875
chl,5.44,1876
chl,5.21,1877
chl,4.89,1878
chl,5.44,1879
chl,5.12,1880
chl,6.19,1881
chl,5.61,1882
chl,5.72,1883
chl,5.4,1884
chl,3.46,1885
chl,4.29,1886
chl,4.42,1887
chl,4.74,1888
chl,5.19,1889
chl,5.04,1890
chl,4.6,1891
chl,5.13,1892
chl,5.05,1893
chl,5.29,1894
chl,4.85,1895
chl,4.64,1896
chl,4.66,1897
chl,4.44,1898
chl,4.49,1899
chl,5.11,1900
chl,5.72,1901
chl,6.34,1902
chl,6.3,1903
chl,6.25,1904
chl,6.21,1905
chl,6.17,1906
chl,6.12,1907
chl,6.13,1908
chl,6.14,1909
chl,6.15,1910
chl,6.16,1911
chl,6.16,1912
chl,6.08,1913
chl,6.0,1914
chl,5.92,1915
chl,5.84,1916
chl,5.76,1917
chl,5.75,1918
chl,5.73,1919
chl,5.71,1920
chl,5.7,1921
chl,5.68,1922
chl,5.67,1923
chl,5.65,1924
chl,5.64,1925
chl,5.63,1926
chl,5.61,1927
chl,5.58,1928
chl,5.54,1929
chl,5.5,1930
chl,5.46,1931
chl,5.43,1932
chl,5.32,1933
chl,5.22,1934
chl,5.11,1935
chl,5.01,1936
chl,4.9,1937
chl,4.9,1938
chl,4.89,1939
chl,4.89,1940
chl,4.88,1941
chl,4.88,1942
chl,4.86,1943
chl,4.84,1944
chl,4.82,1945
chl,4.8,1946
chl,4.78,1947
chl,4.73,1948
chl,4.67,1949
chl,4.62,1950
chl,4.71,1951
chl,4.88,1952
chl,5.04,1953
chl,5.18,1954
chl,5.3,1955
chl,5.41,1956
chl,5.49,1957
chl,5.55,1958
chl,5.58,1959
chl,5.58,1960
chl,5.54,1961
chl,5.46,1962
chl,5.34,1963
chl,5.19,1964
chl,5.0,1965
chl,4.8,1966
