geo,service_workers_percent_of_labour_force,time
nor,76.1,2007
omn,81.6,1993
omn,84.8,1996
omn,82.1,2000
pak,26.8,1980
pak,26.8,1981
pak,26.8,1982
pak,27.5,1983
pak,27.5,1984
pak,28.7,1985
pak,26.8,1986
pak,29.6,1987
pak,28.9,1988
pak,28.9,1989
pak,28.9,1990
pak,32.7,1991
pak,32.0,1992
pak,33.5,1993
pak,32.4,1994
pak,34.6,1995
pak,34.6,1996
pak,36.9,1997
pak,35.6,1998
pak,35.6,1999
pak,33.5,2001
pak,37.1,2003
pak,36.6,2005
pak,35.4,2007
pan,51.2,1982
pan,51.7,1983
pan,52.7,1984
pan,50.7,1985
pan,52.4,1986
pan,56.2,1987
pan,55.4,1988
pan,56.0,1989
pan,57.7,1991
pan,57.4,1992
pan,58.8,1993
pan,60.9,1994
pan,60.3,1995
pan,60.9,1996
pan,62.4,1997
pan,63.9,1998
pan,64.1,1999
pan,65.6,2000
pan,64.6,2001
pan,65.6,2002
pan,65.2,2003
pan,66.3,2004
pan,67.1,2005
pan,65.9,2006
pan,65.9,2007
png,22.7,2000
pry,72.3,1982
pry,68.9,1983
pry,69.6,1984
pry,68.6,1985
pry,70.5,1986
pry,71.5,1987
pry,72.0,1988
pry,70.5,1989
pry,43.2,1995
pry,53.6,1997
pry,53.1,1998
pry,51.4,1999
pry,51.8,2000
pry,51.2,2001
pry,51.0,2002
pry,52.7,2003
pry,52.4,2007
per,69.2,1986
per,70.4,1987
per,72.6,1989
per,71.5,1990
per,73.3,1995
per,72.5,1996
per,71.6,1997
per,74.5,1998
per,75.5,1999
per,74.4,2000
per,73.3,2001
per,46.9,2002
per,46.8,2003
per,46.5,2004
per,46.8,2005
per,46.8,2006
per,48.6,2007
phl,32.8,1980
phl,34.4,1981
phl,33.7,1982
phl,34.2,1983
phl,35.6,1984
phl,36.5,1985
phl,36.8,1986
phl,37.6,1987
phl,38.3,1988
phl,39.1,1989
phl,39.7,1990
phl,38.7,1991
phl,38.5,1992
phl,38.6,1993
phl,39.5,1994
phl,40.3,1995
phl,50.1,1996
phl,51.6,1997
phl,53.3,1998
phl,49.6,1999
phl,46.5,2000
phl,47.0,2001
phl,47.2,2002
phl,47.1,2003
phl,47.5,2004
phl,48.1,2005
phl,48.5,2006
phl,48.8,2007
pol,31.4,1981
pol,31.9,1982
pol,32.3,1983
pol,32.7,1984
pol,33.0,1985
pol,34.6,1986
pol,34.7,1987
pol,35.2,1988
pol,36.0,1989
pol,35.8,1990
pol,38.0,1991
pol,39.8,1992
pol,43.9,1994
pol,45.3,1995
pol,46.2,1996
pol,47.6,1997
pol,48.7,1998
pol,50.6,1999
pol,50.4,2000
pol,50.4,2001
pol,52.0,2002
pol,53.0,2003
pol,53.2,2004
pol,53.4,2005
pol,54.2,2006
pol,54.5,2007
prt,36.1,1980
prt,37.1,1981
prt,37.3,1982
prt,41.0,1983
prt,42.4,1984
prt,42.4,1985
prt,44.3,1986
prt,43.3,1987
prt,44.5,1988
prt,46.0,1989
prt,47.6,1990
prt,49.0,1991
prt,55.2,1992
prt,55.3,1993
prt,55.3,1994
prt,56.1,1995
prt,56.2,1996
prt,54.6,1997
prt,50.9,1998
prt,52.4,1999
prt,52.5,2000
prt,52.9,2001
prt,53.5,2002
prt,54.7,2003
prt,56.4,2004
prt,57.3,2005
prt,57.4,2006
prt,57.8,2007
pri,68.3,1980
pri,68.9,1981
pri,70.0,1982
pri,69.5,1983
pri,70.1,1984
pri,70.5,1985
pri,70.9,1986
pri,71.3,1987
pri,71.3,1988
pri,71.0,1989
pri,72.4,1991
pri,72.5,1992
pri,72.7,1993
pri,73.3,1994
pri,74.5,1995
pri,75.7,1996
pri,75.5,1997
pri,75.8,1998
pri,75.7,1999
pri,75.9,2000
pri,76.5,2001
pri,78.2,2002
pri,78.4,2003
pri,78.5,2004
pri,79.0,2005
pri,79.1,2006
pri,79.7,2007
qat,62.9,1997
qat,58.8,2001
qat,56.0,2004
qat,55.2,2006
mda,30.7,1981
mda,30.7,1982
mda,31.5,1983
mda,31.4,1984
mda,32.3,1985
mda,32.4,1986
mda,32.9,1987
mda,33.7,1988
mda,32.9,1989
mda,33.9,1990
mda,31.3,1991
mda,31.4,1992
mda,34.2,1993
mda,33.7,1994
mda,42.1,1996
mda,43.7,1997
mda,39.7,1998
mda,37.5,1999
mda,35.2,2000
mda,35.1,2001
mda,35.9,2002
mda,40.9,2003
mda,43.2,2004
mda,43.3,2005
mda,48.1,2006
mda,48.4,2007
rou,26.3,1980
rou,26.9,1981
rou,26.8,1982
rou,26.5,1983
rou,26.5,1984
rou,26.6,1985
rou,26.6,1986
rou,26.6,1987
rou,26.9,1988
rou,27.0,1989
rou,27.4,1990
rou,30.3,1991
rou,29.9,1992
rou,28.2,1993
rou,28.1,1994
rou,28.7,1995
rou,30.5,1996
rou,30.5,1997
rou,30.6,1998
rou,30.7,1999
rou,31.0,2000
rou,31.5,2001
rou,34.1,2002
rou,34.5,2003
rou,37.2,2004
rou,37.5,2005
rou,38.8,2006
rou,39.1,2007
rus,45.6,1990
rus,45.7,1991
rus,45.5,1992
rus,46.1,1993
rus,47.7,1994
rus,50.0,1995
rus,52.2,1996
rus,57.8,1997
rus,59.2,1998
rus,56.8,1999
rus,57.1,2000
rus,58.5,2001
rus,59.1,2002
rus,58.7,2003
rus,60.1,2004
rus,60.0,2005
rus,60.7,2006
rus,61.8,2007
rwa,6.7,1989
kna,36.9,1981
kna,37.0,1982
kna,44.2,1983
kna,43.0,1984
lca,52.2,1993
lca,49.4,1994
lca,49.6,1995
lca,52.1,1996
lca,59.1,1997
lca,57.9,1998
lca,59.0,1999
lca,57.6,2000
lca,56.1,2002
lca,60.2,2003
lca,59.4,2004
vct,53.6,1991
vct,60.6,2001
smr,45.4,1980
smr,46.2,1981
smr,47.5,1982
smr,48.7,1983
smr,49.3,1984
smr,49.7,1985
smr,50.5,1986
smr,51.4,1987
smr,52.2,1988
smr,52.8,1989
smr,53.7,1990
smr,54.4,1991
smr,56.0,1992
smr,56.3,1993
smr,52.8,1995
smr,53.4,1996
smr,53.9,1997
smr,54.1,1998
smr,54.9,1999
smr,58.3,2001
smr,58.8,2002
smr,58.3,2003
smr,58.7,2004
smr,60.2,2005
smr,60.7,2006
smr,61.8,2007
stp,22.7,1980
stp,25.8,1981
stp,33.5,1982
stp,25.5,1983
stp,28.3,1984
stp,43.4,1991
stp,52.4,2000
sau,72.6,1999
sau,73.9,2000
sau,72.7,2001
sau,74.2,2002
sau,75.7,2006
sau,75.4,2007
sen,35.9,2006
srb,48.8,2004
srb,49.0,2005
srb,50.1,2006
srb,49.7,2007
sle,24.8,2004
sgp,62.6,1980
sgp,61.5,1981
sgp,62.1,1982
sgp,62.9,1983
sgp,62.1,1984
sgp,63.7,1985
sgp,64.1,1986
sgp,63.8,1987
sgp,63.4,1988
sgp,63.1,1989
sgp,61.7,1990
sgp,64.4,1991
sgp,64.9,1992
sgp,65.7,1993
sgp,66.8,1994
sgp,67.9,1995
sgp,69.4,1996
sgp,68.8,1997
sgp,69.6,1998
sgp,70.2,1999
sgp,65.5,2000
sgp,73.3,2001
sgp,74.0,2002
sgp,74.1,2003
sgp,75.2,2004
sgp,76.7,2006
sgp,76.2,2007
svk,50.0,1994
svk,51.9,1995
svk,51.5,1996
svk,51.5,1997
svk,52.3,1998
svk,54.2,1999
svk,56.1,2000
svk,56.3,2001
svk,55.5,2002
svk,55.8,2003
svk,55.7,2004
svk,56.3,2005
svk,56.8,2006
svk,56.4,2007
svn,45.1,1993
svn,45.8,1994
svn,46.4,1995
svn,47.5,1996
svn,47.1,1997
svn,48.2,1998
svn,51.2,1999
svn,52.3,2000
svn,50.8,2001
svn,51.3,2002
svn,54.0,2003
svn,53.2,2004
svn,53.3,2005
svn,55.2,2006
svn,54.7,2007
zaf,59.4,2000
zaf,63.1,2001
zaf,61.3,2002
zaf,64.1,2003
zaf,64.5,2004
zaf,66.6,2005
zaf,65.6,2006
zaf,64.9,2007
esp,44.7,1980
esp,46.0,1981
esp,47.4,1982
esp,47.7,1983
esp,48.7,1984
esp,49.8,1985
esp,51.8,1986
esp,52.5,1987
esp,53.0,1988
esp,54.0,1989
esp,54.7,1990
esp,56.2,1991
esp,57.4,1992
esp,59.1,1993
esp,60.2,1994
esp,60.9,1995
esp,61.7,1996
esp,61.7,1997
esp,61.5,1998
esp,61.8,1999
esp,62.2,2000
esp,62.0,2001
esp,62.7,2002
esp,63.4,2003
esp,63.9,2004
esp,64.8,2005
esp,65.5,2006
esp,66.2,2007
lka,29.3,1981
lka,27.9,1985
lka,30.0,1990
lka,29.6,1991
lka,33.9,1992
lka,36.3,1993
lka,34.9,1994
lka,33.6,1995
lka,38.8,1996
lka,35.7,1997
lka,33.4,1998
lka,31.1,2001
lka,36.6,2002
lka,38.7,2003
lka,36.8,2004
lka,38.4,2005
lka,38.4,2006
lka,38.7,2007
shn,69.2,1998
spm,72.3,1986
spm,67.0,1989
sur,70.0,1982
sur,78.2,1983
sur,79.2,1984
sur,79.9,1985
sur,71.5,1986
sur,82.4,1987
sur,85.0,1988
sur,82.6,1989
sur,73.1,1992
sur,73.4,1993
sur,71.4,1994
sur,67.1,1995
sur,65.9,1996
sur,68.0,1997
sur,65.7,1998
sur,75.4,1999
sur,64.3,2004
swe,62.2,1980
swe,63.1,1981
swe,64.1,1982
swe,64.7,1983
swe,65.1,1984
swe,65.3,1985
swe,66.5,1986
swe,66.0,1987
swe,66.6,1988
swe,66.8,1989
swe,67.2,1990
swe,68.3,1991
swe,70.0,1992
swe,70.8,1993
swe,71.4,1994
swe,71.0,1995
swe,71.0,1996
swe,71.2,1997
swe,71.6,1998
swe,72.2,1999
swe,72.9,2000
swe,73.8,2001
swe,74.6,2002
swe,75.1,2003
swe,75.1,2004
swe,75.7,2005
swe,75.7,2006
swe,76.0,2007
che,55.0,1980
che,55.6,1981
che,56.6,1982
che,57.6,1983
che,58.1,1984
che,58.4,1985
che,59.0,1986
che,60.3,1987
che,61.5,1988
che,62.5,1989
che,63.6,1990
che,65.6,1991
che,66.8,1992
che,67.5,1993
che,67.5,1994
che,66.9,1995
che,67.9,1996
che,69.2,1997
che,69.6,1998
che,69.8,1999
che,69.8,2000
che,70.2,2001
che,71.1,2002
che,72.2,2003
che,72.6,2004
che,72.5,2005
che,72.5,2006
che,73.0,2007
syr,40.1,1983
syr,41.6,1984
syr,46.2,1989
syr,42.3,1993
syr,45.3,1994
syr,41.0,1995
syr,49.0,1997
syr,43.7,1999
syr,40.9,2000
syr,43.1,2001
syr,41.0,2002
syr,47.3,2003
twn,43.7,1999
twn,52.4,2000
twn,53.6,2001
twn,54.2,2002
twn,54.9,2003
twn,55.2,2004
twn,55.0,2005
tjk,25.6,1991
tjk,25.6,1992
tjk,24.3,1993
tjk,23.1,1994
tjk,21.6,1995
tjk,21.5,1996
tjk,29.1,1997
tjk,26.2,2004
tza,15.3,2001
tza,19.2,2006
tha,18.9,1980
tha,22.9,1981
tha,24.7,1982
tha,23.8,1983
tha,22.5,1984
tha,22.0,1985
tha,22.6,1986
tha,23.8,1987
tha,22.2,1988
tha,21.4,1989
tha,23.0,1990
tha,25.3,1991
tha,24.5,1992
tha,26.9,1993
tha,27.0,1994
tha,29.4,1995
tha,30.3,1996
tha,31.1,1997
tha,32.2,1998
tha,34.4,1999
tha,33.5,2000
tha,35.1,2001
tha,34.0,2002
tha,35.3,2003
tha,37.1,2004
tha,37.1,2005
tha,37.0,2006
tha,37.4,2007
mkd,42.6,2002
mkd,43.8,2003
mkd,50.1,2004
mkd,48.0,2005
mkd,47.1,2006
mkd,50.1,2007
ton,44.7,1984
ton,37.3,2003
tto,52.6,1980
tto,50.4,1981
tto,51.9,1982
tto,53.6,1983
tto,55.1,1984
tto,56.1,1985
tto,59.5,1986
tto,59.3,1987
tto,59.2,1988
tto,59.0,1989
tto,59.4,1991
tto,61.4,1992
tto,62.2,1993
tto,62.2,1994
tto,63.8,1995
tto,64.9,1996
tto,64.1,1997
tto,63.6,1998
tto,64.1,1999
tto,64.6,2000
tto,63.1,2001
tto,64.4,2002
tto,65.3,2003
tto,64.8,2004
tto,64.3,2005
tun,29.1,1980
tun,29.5,1981
tun,30.0,1982
tun,39.1,1989
tur,60.3,1982
tur,62.9,1983
tur,62.9,1984
tur,35.0,1985
tur,31.5,1988
tur,30.8,1989
tur,32.4,1990
tur,32.0,1991
tur,33.8,1992
tur,35.2,1993
tur,33.8,1994
tur,34.3,1995
tur,34.3,1996
tur,35.1,1997
tur,35.9,1998
tur,35.8,1999
tur,40.0,2000
tur,39.7,2001
tur,42.1,2002
tur,43.4,2003
tur,43.0,2004
tur,45.8,2005
tur,47.3,2006
tur,48.0,2007
tca,72.5,2001
tca,73.9,2002
tca,71.6,2003
tca,75.0,2004
tca,71.3,2005
uga,23.5,2003
ukr,9.2,1987
ukr,16.1,1988
ukr,15.4,1989
ukr,15.4,1990
ukr,15.2,1991
ukr,14.7,1992
ukr,14.8,1993
ukr,14.8,1994
ukr,14.0,1995
ukr,14.4,1996
ukr,14.3,1997
ukr,14.0,1998
ukr,14.3,1999
ukr,13.3,2000
ukr,52.8,2001
ukr,54.2,2002
ukr,55.1,2003
ukr,55.7,2004
ukr,56.4,2005
ukr,58.2,2006
ukr,59.4,2007
are,58.2,1995
are,58.6,2000
are,54.4,2005
gbr,58.9,1980
gbr,60.7,1981
gbr,61.8,1982
gbr,63.0,1983
gbr,64.3,1984
gbr,64.9,1985
gbr,65.8,1986
gbr,66.6,1987
gbr,64.2,1988
gbr,64.3,1989
gbr,64.8,1990
gbr,65.8,1991
gbr,67.0,1992
gbr,67.8,1993
gbr,69.7,1994
gbr,70.1,1995
gbr,70.3,1996
gbr,71.0,1997
gbr,71.5,1998
gbr,72.3,1999
gbr,73.0,2000
gbr,73.6,2001
gbr,74.5,2002
gbr,75.2,2003
gbr,76.1,2004
gbr,76.2,2005
gbr,76.4,2006
gbr,76.0,2007
usa,65.7,1980
usa,66.2,1981
usa,67.8,1982
usa,68.2,1983
usa,68.0,1984
usa,68.6,1985
usa,69.0,1986
usa,69.6,1987
usa,69.9,1988
usa,70.2,1989
usa,70.7,1990
usa,71.6,1991
usa,72.2,1992
usa,72.9,1993
usa,72.8,1994
usa,72.9,1995
usa,73.1,1996
usa,73.1,1997
usa,73.5,1998
usa,74.2,1999
usa,74.3,2000
usa,75.0,2001
usa,75.6,2002
usa,77.5,2003
usa,77.6,2004
usa,77.8,2005
usa,77.7,2006
usa,78.0,2007
ury,69.8,1984
ury,68.8,1986
ury,65.4,1987
ury,66.5,1988
ury,65.9,1989
ury,67.0,1990
ury,66.9,1991
ury,65.9,1992
ury,66.7,1993
ury,67.8,1994
ury,68.6,1995
ury,71.4,1998
ury,71.0,1999
ury,71.3,2000
ury,72.2,2001
ury,73.6,2002
ury,74.2,2003
ury,73.5,2004
ury,73.5,2005
ury,67.5,2006
ury,67.2,2007
uzb,34.9,1995
uzb,35.1,1996
uzb,34.9,1997
uzb,34.5,1998
uzb,35.2,1999
ven,57.3,1980
ven,57.8,1981
ven,57.6,1982
ven,59.4,1983
ven,59.1,1984
ven,58.9,1985
ven,58.2,1986
ven,58.1,1987
ven,58.3,1988
ven,60.6,1989
ven,61.2,1990
ven,61.3,1991
ven,61.6,1992
ven,62.4,1993
ven,69.1,2003
ven,67.1,2006
ven,67.7,2007
vnm,19.4,1996
vnm,22.0,1997
vnm,23.7,1998
vnm,23.0,1999
vnm,22.3,2000
vnm,22.1,2001
vnm,23.3,2002
vnm,23.9,2003
vnm,24.7,2004
pse,56.4,1996
pse,51.5,1997
pse,49.4,1998
pse,48.9,1999
pse,51.5,2000
pse,58.9,2001
pse,60.0,2002
pse,57.4,2003
pse,58.1,2004
pse,58.0,2005
pse,59.0,2006
pse,59.5,2007
yem,32.1,1991
yem,33.6,1994
yem,31.9,1998
yem,34.7,1999
zmb,20.8,1990
zmb,23.0,1998
zmb,22.6,2000
zwe,24.3,1999
