investments_percent_of_gdp,geo,time
22.58,ukr,2005
24.76,ukr,2006
26.65,ukr,2007
27.94,ukr,2008
17.06,ukr,2009
19.35,ukr,2010
21.71,are,2001
21.78,are,2002
21.44,are,2003
19.31,are,2004
19.24,are,2005
18.2,are,2006
23.76,are,2007
22.5,are,2008
23.87,are,2009
25.27,are,2010
20.33,gbr,1965
19.82,gbr,1966
20.49,gbr,1967
21.21,gbr,1968
20.6,gbr,1969
20.09,gbr,1970
19.65,gbr,1971
19.11,gbr,1972
22.5,gbr,1973
22.75,gbr,1974
19.26,gbr,1975
21.0,gbr,1976
20.52,gbr,1977
20.17,gbr,1978
20.41,gbr,1979
17.6,gbr,1980
15.99,gbr,1981
16.63,gbr,1982
17.44,gbr,1983
18.36,gbr,1984
18.24,gbr,1985
18.05,gbr,1986
19.0,gbr,1987
21.39,gbr,1988
22.11,gbr,1989
20.18,gbr,1990
17.17,gbr,1991
16.4,gbr,1992
15.94,gbr,1993
16.66,gbr,1994
17.15,gbr,1995
16.88,gbr,1996
17.29,gbr,1997
18.4,gbr,1998
18.1,gbr,1999
17.66,gbr,2000
17.47,gbr,2001
17.09,gbr,2002
16.76,gbr,2003
17.07,gbr,2004
17.04,gbr,2005
17.51,gbr,2006
18.26,gbr,2007
16.99,gbr,2008
14.21,gbr,2009
15.42,gbr,2010
20.27,usa,1965
20.21,usa,1966
19.13,usa,1967
19.19,usa,1968
19.43,usa,1969
18.01,usa,1970
19.07,usa,1971
19.93,usa,1972
20.72,usa,1973
19.93,usa,1974
17.44,usa,1975
19.13,usa,1976
20.64,usa,1977
22.02,usa,1978
22.17,usa,1979
20.27,usa,1980
21.28,usa,1981
18.7,usa,1982
18.71,usa,1983
21.36,usa,1984
20.3,usa,1985
19.69,usa,1986
19.41,usa,1987
18.72,usa,1988
18.68,usa,1989
17.68,usa,1990
16.29,usa,1991
16.49,usa,1992
17.06,usa,1993
18.18,usa,1994
18.15,usa,1995
18.58,usa,1996
19.43,usa,1997
19.87,usa,1998
20.32,usa,1999
20.58,usa,2000
18.99,usa,2001
18.37,usa,2002
18.35,usa,2003
19.33,usa,2004
19.89,usa,2005
20.12,usa,2006
19.13,usa,2007
17.44,usa,2008
13.92,usa,2009
15.05,usa,2010
22.22,ury,1960
23.64,ury,1961
19.41,ury,1962
17.31,ury,1963
14.45,ury,1964
13.72,ury,1965
16.55,ury,1966
18.75,ury,1967
13.86,ury,1968
14.95,ury,1969
3.396,ury,1970
17.73,ury,1971
17.16,ury,1972
34.11,ury,1973
15.85,ury,1974
18.9,ury,1975
20.96,ury,1976
21.49,ury,1977
22.71,ury,1978
24.04,ury,1979
17.35,ury,1980
21.39,ury,1981
19.8,ury,1982
14.25,ury,1983
12.13,ury,1984
11.38,ury,1985
11.18,ury,1986
14.3,ury,1987
14.67,ury,1988
12.07,ury,1989
12.2,ury,1990
15.13,ury,1991
15.38,ury,1992
15.64,ury,1993
15.87,ury,1994
15.41,ury,1995
15.24,ury,1996
16.85,ury,1997
17.34,ury,1998
15.08,ury,1999
14.46,ury,2000
14.33,ury,2001
13.07,ury,2002
15.21,ury,2003
17.47,ury,2004
17.7,ury,2005
19.46,ury,2006
19.53,ury,2007
23.21,ury,2008
19.58,ury,2009
19.07,ury,2010
28.55,uzb,1987
27.22,uzb,1988
31.66,uzb,1989
32.17,uzb,1990
26.82,uzb,1991
19.81,uzb,1992
14.62,uzb,1993
18.29,uzb,1994
27.24,uzb,1995
29.18,uzb,1996
21.67,uzb,1997
20.17,uzb,1998
17.52,uzb,1999
16.35,uzb,2000
19.59,uzb,2001
20.31,uzb,2002
20.19,uzb,2003
24.37,uzb,2004
26.52,uzb,2005
19.1,uzb,2006
20.9,uzb,2007
25.3,uzb,2008
26.1,uzb,2009
26.46,uzb,2010
23.81,vut,1983
19.86,vut,1984
25.82,vut,1985
28.59,vut,1986
33.11,vut,1987
26.71,vut,1988
33.02,vut,1989
33.23,vut,1990
26.07,vut,1991
21.08,vut,1992
21.24,vut,1993
23.21,vut,1994
22.64,vut,1995
19.71,vut,1996
18.84,vut,1997
17.15,vut,1998
18.99,vut,1999
19.91,vut,2000
18.35,vut,2001
18.77,vut,2002
17.33,vut,2003
19.2,vut,2004
20.17,vut,2005
22.68,vut,2006
24.84,vut,2007
21.87,ven,1960
21.52,ven,1961
21.47,ven,1962
20.13,ven,1963
25.79,ven,1964
24.82,ven,1965
23.97,ven,1966
24.0,ven,1967
28.72,ven,1968
29.63,ven,1969
32.89,ven,1970
32.18,ven,1971
33.15,ven,1972
30.98,ven,1973
26.16,ven,1974
32.78,ven,1975
36.13,ven,1976
43.08,ven,1977
43.92,ven,1978
33.2,ven,1979
26.39,ven,1980
24.43,ven,1981
27.69,ven,1982
12.21,ven,1983
18.12,ven,1984
19.15,ven,1985
20.81,ven,1986
25.19,ven,1987
27.89,ven,1988
12.7,ven,1989
10.22,ven,1990
18.68,ven,1991
23.72,ven,1992
18.75,ven,1993
14.16,ven,1994
18.11,ven,1995
16.55,ven,1996
27.67,ven,1997
30.66,ven,1998
26.52,ven,1999
24.17,ven,2000
27.52,ven,2001
21.16,ven,2002
15.22,ven,2003
21.8,ven,2004
23.0,ven,2005
26.92,ven,2006
29.2,ven,2007
25.89,ven,2008
24.77,ven,2009
20.82,ven,2010
14.42,vnm,1986
13.56,vnm,1987
17.84,vnm,1988
14.63,vnm,1989
12.57,vnm,1990
15.07,vnm,1991
17.64,vnm,1992
24.26,vnm,1993
25.48,vnm,1994
27.14,vnm,1995
28.1,vnm,1996
28.3,vnm,1997
29.05,vnm,1998
27.63,vnm,1999
29.61,vnm,2000
31.17,vnm,2001
33.23,vnm,2002
35.44,vnm,2003
35.47,vnm,2004
35.57,vnm,2005
36.81,vnm,2006
43.13,vnm,2007
39.71,vnm,2008
38.13,vnm,2009
38.88,vnm,2010
36.64,pse,1994
35.38,pse,1995
36.55,pse,1996
35.41,pse,1997
36.04,pse,1998
43.34,pse,1999
32.68,pse,2000
22.38,pse,2001
26.01,pse,2002
26.77,pse,2003
24.98,pse,2004
25.72,pse,2005
12.44,yem,1990
13.82,yem,1991
19.95,yem,1992
18.48,yem,1993
19.13,yem,1994
21.75,yem,1995
23.04,yem,1996
24.63,yem,1997
23.65,yem,1998
18.71,yem,1999
18.93,yem,2000
19.56,yem,2001
18.48,yem,2002
20.73,yem,2003
20.28,yem,2004
18.53,yem,2005
16.38,yem,2006
17.19,yem,2007
15.42,yem,2008
13.54,yem,2009
11.62,yem,2010
24.56,zmb,1960
24.95,zmb,1961
23.17,zmb,1962
18.41,zmb,1963
12.05,zmb,1964
25.38,zmb,1965
30.77,zmb,1966
34.23,zmb,1967
33.96,zmb,1968
19.2,zmb,1969
28.24,zmb,1970
37.29,zmb,1971
35.62,zmb,1972
28.88,zmb,1973
36.94,zmb,1974
40.86,zmb,1975
31.54,zmb,1976
24.67,zmb,1977
23.86,zmb,1978
14.13,zmb,1979
23.28,zmb,1980
19.32,zmb,1981
16.77,zmb,1982
13.75,zmb,1983
14.68,zmb,1984
14.89,zmb,1985
23.81,zmb,1986
12.71,zmb,1987
11.07,zmb,1988
10.81,zmb,1989
17.28,zmb,1990
11.02,zmb,1991
11.89,zmb,1992
15.04,zmb,1993
14.4,zmb,1994
15.92,zmb,1995
12.85,zmb,1996
14.57,zmb,1997
16.39,zmb,1998
16.2,zmb,1999
17.43,zmb,2000
19.01,zmb,2001
21.9,zmb,2002
25.38,zmb,2003
24.28,zmb,2004
23.77,zmb,2005
22.99,zmb,2006
23.83,zmb,2007
22.19,zmb,2008
22.15,zmb,2009
22.41,zmb,2010
20.43,zwe,1960
20.05,zwe,1961
15.6,zwe,1962
11.51,zwe,1963
11.74,zwe,1964
13.65,zwe,1965
14.95,zwe,1966
17.43,zwe,1967
21.12,zwe,1968
16.89,zwe,1969
18.34,zwe,1970
20.17,zwe,1971
23.7,zwe,1972
22.88,zwe,1973
24.74,zwe,1974
23.63,zwe,1975
16.11,zwe,1976
17.19,zwe,1977
10.7,zwe,1978
11.41,zwe,1979
16.94,zwe,1980
20.82,zwe,1981
19.05,zwe,1982
14.31,zwe,1983
17.04,zwe,1984
17.82,zwe,1985
18.06,zwe,1986
14.94,zwe,1987
18.7,zwe,1988
15.04,zwe,1989
17.38,zwe,1990
19.1,zwe,1991
20.24,zwe,1992
22.77,zwe,1993
23.73,zwe,1994
19.66,zwe,1995
18.54,zwe,1996
18.13,zwe,1997
20.75,zwe,1998
14.4,zwe,1999
13.57,zwe,2000
10.27,zwe,2001
5.0,zwe,2002
8.0,zwe,2003
4.509,zwe,2004
1.525,zwe,2005
1.571,zwe,2006
7.11,zwe,2007
5.128,zwe,2008
2.169,zwe,2009
2.97,zwe,2010
