surviving_kids_per_woman,geo,time
3.055,zaf,1898
3.055,zaf,1899
3.055,zaf,1900
3.055,zaf,1901
3.055,zaf,1902
3.055,zaf,1903
3.055,zaf,1904
3.055,zaf,1905
3.055,zaf,1906
3.055,zaf,1907
3.055,zaf,1908
3.055,zaf,1909
3.055,zaf,1910
3.055,zaf,1911
3.055,zaf,1912
3.055,zaf,1913
3.055,zaf,1914
3.055,zaf,1915
3.055,zaf,1916
3.055,zaf,1917
3.055,zaf,1918
3.055,zaf,1919
3.055,zaf,1920
3.055,zaf,1921
3.055,zaf,1922
3.055,zaf,1923
3.055,zaf,1924
3.055,zaf,1925
3.055,zaf,1926
3.055,zaf,1927
3.055,zaf,1928
3.055,zaf,1929
3.055,zaf,1930
3.055,zaf,1931
3.156,zaf,1932
3.156,zaf,1933
3.257,zaf,1934
3.257,zaf,1935
3.356,zaf,1936
3.356,zaf,1937
3.455,zaf,1938
3.455,zaf,1939
3.552,zaf,1940
3.552,zaf,1941
3.649,zaf,1942
3.649,zaf,1943
3.745,zaf,1944
3.745,zaf,1945
3.839,zaf,1946
3.839,zaf,1947
3.933,zaf,1948
3.933,zaf,1949
4.025,zaf,1950
4.031,zaf,1951
4.136,zaf,1952
4.142,zaf,1953
4.239,zaf,1954
4.335,zaf,1955
4.335,zaf,1956
4.417,zaf,1957
4.41,zaf,1958
4.484,zaf,1959
4.456,zaf,1960
4.415,zaf,1961
4.45,zaf,1962
4.379,zaf,1963
4.388,zaf,1964
4.302,zaf,1965
4.223,zaf,1966
4.225,zaf,1967
4.167,zaf,1968
4.109,zaf,1969
4.142,zaf,1970
4.105,zaf,1971
4.128,zaf,1972
4.083,zaf,1973
4.03,zaf,1974
4.026,zaf,1975
3.957,zaf,1976
3.88,zaf,1977
3.87,zaf,1978
3.8,zaf,1979
3.786,zaf,1980
3.769,zaf,1981
3.688,zaf,1982
3.659,zaf,1983
3.577,zaf,1984
3.535,zaf,1985
3.444,zaf,1986
3.38,zaf,1987
3.272,zaf,1988
3.163,zaf,1989
3.093,zaf,1990
2.983,zaf,1991
2.846,zaf,1992
2.754,zaf,1993
2.671,zaf,1994
2.562,zaf,1995
2.472,zaf,1996
2.389,zaf,1997
2.324,zaf,1998
2.258,zaf,1999
2.201,zaf,2000
2.143,zaf,2001
2.079,zaf,2002
2.014,zaf,2003
1.95,zaf,2004
1.922,zaf,2005
1.886,zaf,2006
1.85,zaf,2007
1.821,zaf,2008
1.824,zaf,2009
1.795,zaf,2010
1.723,zaf,2020
1.618,zaf,2030
1.556,zaf,2050
1.819,zaf,2099
2.095,esp,1800
2.095,esp,1801
2.095,esp,1802
2.095,esp,1803
2.095,esp,1804
2.095,esp,1805
2.095,esp,1806
2.095,esp,1807
2.095,esp,1808
2.095,esp,1809
2.095,esp,1810
2.095,esp,1811
2.095,esp,1812
2.095,esp,1813
2.095,esp,1814
2.095,esp,1815
2.095,esp,1816
2.095,esp,1817
2.095,esp,1818
2.095,esp,1819
2.095,esp,1820
2.095,esp,1821
2.095,esp,1822
2.095,esp,1823
2.095,esp,1824
2.095,esp,1825
2.095,esp,1826
2.095,esp,1827
2.095,esp,1828
2.095,esp,1829
2.095,esp,1830
2.095,esp,1831
2.095,esp,1832
2.095,esp,1833
2.095,esp,1834
2.095,esp,1835
2.095,esp,1836
2.095,esp,1837
2.095,esp,1838
2.095,esp,1839
2.095,esp,1840
2.095,esp,1841
2.095,esp,1842
2.095,esp,1843
2.095,esp,1844
2.095,esp,1845
2.095,esp,1846
2.095,esp,1847
2.095,esp,1848
2.095,esp,1849
2.095,esp,1850
2.071,esp,1851
2.047,esp,1852
2.022,esp,1853
1.998,esp,1854
1.974,esp,1855
1.95,esp,1856
1.926,esp,1857
1.902,esp,1858
1.94,esp,1859
1.983,esp,1860
2.107,esp,1861
2.08,esp,1862
2.042,esp,1863
2.118,esp,1864
2.086,esp,1865
2.069,esp,1866
2.08,esp,1867
1.929,esp,1868
1.999,esp,1869
1.977,esp,1870
1.974,esp,1871
1.971,esp,1872
1.967,esp,1873
1.964,esp,1874
1.961,esp,1875
1.957,esp,1876
1.954,esp,1877
1.95,esp,1878
1.934,esp,1879
1.918,esp,1880
2.004,esp,1881
1.956,esp,1882
1.923,esp,1883
1.983,esp,1884
1.961,esp,1885
2.061,esp,1886
2.028,esp,1887
2.044,esp,1888
2.044,esp,1889
2.005,esp,1890
2.057,esp,1891
2.075,esp,1892
2.075,esp,1893
2.101,esp,1894
2.114,esp,1895
2.168,esp,1896
2.13,esp,1897
2.08,esp,1898
2.137,esp,1899
2.188,esp,1900
2.371,esp,1901
2.364,esp,1902
2.43,esp,1903
2.495,esp,1904
2.559,esp,1905
2.602,esp,1906
2.644,esp,1907
2.617,esp,1908
2.591,esp,1909
2.564,esp,1910
2.475,esp,1911
2.704,esp,1912
2.616,esp,1913
2.591,esp,1914
2.565,esp,1915
2.615,esp,1916
2.546,esp,1917
1.704,esp,1918
2.405,esp,1919
2.273,esp,1920
2.421,esp,1921
2.501,esp,1922
2.558,esp,1923
2.549,esp,1924
2.536,esp,1925
2.622,esp,1926
2.507,esp,1927
2.625,esp,1928
2.549,esp,1929
2.542,esp,1930
2.473,esp,1931
2.61,esp,1932
2.62,esp,1933
2.467,esp,1934
2.457,esp,1935
2.28,esp,1936
1.919,esp,1937
1.734,esp,1938
1.408,esp,1939
2.093,esp,1940
1.64,esp,1941
1.846,esp,1942
2.209,esp,1943
2.212,esp,1944
2.333,esp,1945
2.165,esp,1946
2.171,esp,1947
2.404,esp,1948
2.237,esp,1949
2.07,esp,1950
2.087,esp,1951
2.195,esp,1952
2.253,esp,1953
2.312,esp,1954
2.338,esp,1955
2.374,esp,1956
2.401,esp,1957
2.473,esp,1958
2.492,esp,1959
2.519,esp,1960
2.559,esp,1961
2.568,esp,1962
2.587,esp,1963
2.616,esp,1964
2.616,esp,1965
2.626,esp,1966
2.635,esp,1967
2.664,esp,1968
2.653,esp,1969
2.673,esp,1970
2.673,esp,1971
2.682,esp,1972
2.663,esp,1973
2.626,esp,1974
2.594,esp,1975
2.528,esp,1976
2.443,esp,1977
2.353,esp,1978
2.239,esp,1979
2.116,esp,1980
1.992,esp,1981
1.869,esp,1982
1.754,esp,1983
1.649,esp,1984
1.554,esp,1985
1.484,esp,1986
1.427,esp,1987
1.369,esp,1988
1.321,esp,1989
1.283,esp,1990
1.254,esp,1991
1.231,esp,1992
1.202,esp,1993
1.183,esp,1994
1.163,esp,1995
1.154,esp,1996
1.158,esp,1997
1.158,esp,1998
1.167,esp,1999
1.177,esp,2000
1.21,esp,2001
1.229,esp,2002
1.258,esp,2003
1.278,esp,2004
1.307,esp,2005
1.33,esp,2006
1.359,esp,2007
1.379,esp,2008
1.398,esp,2009
1.417,esp,2010
1.581,esp,2020
1.703,esp,2030
1.867,esp,2050
2.031,esp,2099
2.592,lka,1800
2.592,lka,1801
2.592,lka,1802
2.592,lka,1803
2.592,lka,1804
2.592,lka,1805
2.592,lka,1806
2.592,lka,1807
2.592,lka,1808
2.592,lka,1809
2.592,lka,1810
2.592,lka,1811
2.592,lka,1812
2.592,lka,1813
2.592,lka,1814
2.592,lka,1815
2.592,lka,1816
2.592,lka,1817
2.592,lka,1818
2.592,lka,1819
2.592,lka,1820
2.592,lka,1821
2.592,lka,1822
2.592,lka,1823
2.592,lka,1824
2.592,lka,1825
2.592,lka,1826
2.592,lka,1827
2.592,lka,1828
2.592,lka,1829
2.592,lka,1830
2.592,lka,1831
2.592,lka,1832
2.592,lka,1833
2.592,lka,1834
2.592,lka,1835
2.592,lka,1836
2.592,lka,1837
2.592,lka,1838
2.592,lka,1839
2.592,lka,1840
2.592,lka,1841
2.592,lka,1842
2.592,lka,1843
2.592,lka,1844
2.592,lka,1845
2.592,lka,1846
2.592,lka,1847
2.592,lka,1848
2.592,lka,1849
2.592,lka,1850
2.592,lka,1851
2.592,lka,1852
2.592,lka,1853
2.592,lka,1854
2.592,lka,1855
2.592,lka,1856
2.592,lka,1857
2.592,lka,1858
2.592,lka,1859
2.592,lka,1860
2.592,lka,1861
2.592,lka,1862
2.592,lka,1863
2.592,lka,1864
2.592,lka,1865
2.592,lka,1866
2.592,lka,1867
2.592,lka,1868
2.592,lka,1869
2.592,lka,1870
2.592,lka,1871
2.592,lka,1872
2.592,lka,1873
2.592,lka,1874
2.592,lka,1875
2.593,lka,1876
2.593,lka,1877
2.593,lka,1878
2.594,lka,1879
2.594,lka,1880
2.594,lka,1881
2.508,lka,1882
2.71,lka,1883
2.814,lka,1884
2.491,lka,1885
2.353,lka,1886
2.784,lka,1887
2.686,lka,1888
2.296,lka,1889
2.636,lka,1890
2.598,lka,1891
2.424,lka,1892
2.45,lka,1893
2.52,lka,1894
2.367,lka,1895
2.336,lka,1896
2.711,lka,1897
2.749,lka,1898
2.247,lka,1899
2.643,lka,1900
2.5,lka,1901
2.423,lka,1902
2.461,lka,1903
2.315,lka,1904
1.922,lka,1905
2.355,lka,1906
2.168,lka,1907
2.645,lka,1908
2.328,lka,1909
2.421,lka,1910
2.352,lka,1911
2.061,lka,1912
2.39,lka,1913
2.445,lka,1914
2.407,lka,1915
2.574,lka,1916
2.671,lka,1917
2.645,lka,1918
2.404,lka,1919
2.444,lka,1920
2.718,lka,1921
2.712,lka,1922
2.778,lka,1923
2.781,lka,1924
3.053,lka,1925
3.312,lka,1926
3.328,lka,1927
3.497,lka,1928
3.283,lka,1929
3.431,lka,1930
3.373,lka,1931
3.419,lka,1932
3.65,lka,1933
3.598,lka,1934
3.4,lka,1935
3.37,lka,1936
3.736,lka,1937
3.548,lka,1938
3.482,lka,1939
3.462,lka,1940
3.53,lka,1941
3.549,lka,1942
4.012,lka,1943
3.666,lka,1944
3.627,lka,1945
3.795,lka,1946
4.216,lka,1947
4.554,lka,1948
4.628,lka,1949
4.327,lka,1950
4.415,lka,1951
4.378,lka,1952
4.42,lka,1953
4.448,lka,1954
4.524,lka,1955
4.576,lka,1956
4.536,lka,1957
4.544,lka,1958
4.467,lka,1959
4.443,lka,1960
4.347,lka,1961
4.249,lka,1962
4.211,lka,1963
4.12,lka,1964
4.086,lka,1965
3.995,lka,1966
3.951,lka,1967
3.847,lka,1968
3.783,lka,1969
3.713,lka,1970
3.598,lka,1971
3.531,lka,1972
3.434,lka,1973
3.384,lka,1974
3.307,lka,1975
3.274,lka,1976
3.242,lka,1977
3.177,lka,1978
3.14,lka,1979
3.068,lka,1980
3.016,lka,1981
2.931,lka,1982
2.841,lka,1983
2.747,lka,1984
2.655,lka,1985
2.569,lka,1986
2.49,lka,1987
2.422,lka,1988
2.365,lka,1989
2.335,lka,1990
2.288,lka,1991
2.241,lka,1992
2.171,lka,1993
2.118,lka,1994
2.068,lka,1995
2.027,lka,1996
2.001,lka,1997
2.009,lka,1998
2.017,lka,1999
2.055,lka,2000
2.101,lka,2001
2.134,lka,2002
2.177,lka,2003
2.209,lka,2004
2.218,lka,2005
2.217,lka,2006
2.209,lka,2007
2.194,lka,2008
2.21,lka,2009
2.192,lka,2010
1.983,lka,2020
1.856,lka,2030
1.771,lka,2050
1.932,lka,2099
2.818,sdn,1800
2.818,sdn,1801
2.818,sdn,1802
2.818,sdn,1803
2.818,sdn,1804
2.818,sdn,1805
2.818,sdn,1806
2.818,sdn,1807
2.818,sdn,1808
2.818,sdn,1809
2.818,sdn,1810
2.818,sdn,1811
2.818,sdn,1812
2.818,sdn,1813
2.818,sdn,1814
2.818,sdn,1815
2.818,sdn,1816
2.818,sdn,1817
2.818,sdn,1818
2.818,sdn,1819
2.818,sdn,1820
2.818,sdn,1821
2.818,sdn,1822
2.818,sdn,1823
2.818,sdn,1824
2.818,sdn,1825
2.818,sdn,1826
2.818,sdn,1827
2.818,sdn,1828
2.818,sdn,1829
2.818,sdn,1830
2.818,sdn,1831
2.818,sdn,1832
2.818,sdn,1833
2.818,sdn,1834
2.818,sdn,1835
2.818,sdn,1836
2.818,sdn,1837
2.818,sdn,1838
2.818,sdn,1839
2.818,sdn,1840
2.818,sdn,1841
2.818,sdn,1842
2.818,sdn,1843
2.818,sdn,1844
2.818,sdn,1845
2.818,sdn,1846
2.818,sdn,1847
2.818,sdn,1848
2.818,sdn,1849
2.818,sdn,1850
2.818,sdn,1851
2.818,sdn,1852
2.818,sdn,1853
2.818,sdn,1854
2.818,sdn,1855
2.818,sdn,1856
2.818,sdn,1857
2.818,sdn,1858
2.818,sdn,1859
2.818,sdn,1860
2.818,sdn,1861
2.818,sdn,1862
2.818,sdn,1863
2.818,sdn,1864
2.818,sdn,1865
2.818,sdn,1866
2.818,sdn,1867
2.818,sdn,1868
2.818,sdn,1869
2.818,sdn,1870
2.818,sdn,1871
2.818,sdn,1872
2.818,sdn,1873
2.818,sdn,1874
2.818,sdn,1875
2.818,sdn,1876
2.818,sdn,1877
2.818,sdn,1878
2.818,sdn,1879
2.818,sdn,1880
2.818,sdn,1881
2.818,sdn,1882
2.818,sdn,1883
2.818,sdn,1884
2.818,sdn,1885
2.818,sdn,1886
2.818,sdn,1887
2.818,sdn,1888
2.818,sdn,1889
2.818,sdn,1890
2.818,sdn,1891
2.818,sdn,1892
2.818,sdn,1893
2.818,sdn,1894
2.818,sdn,1895
2.818,sdn,1896
2.818,sdn,1897
2.818,sdn,1898
2.818,sdn,1899
2.818,sdn,1900
2.818,sdn,1901
2.818,sdn,1902
2.818,sdn,1903
2.818,sdn,1904
2.818,sdn,1905
2.818,sdn,1906
2.818,sdn,1907
2.818,sdn,1908
2.818,sdn,1909
2.818,sdn,1910
2.818,sdn,1911
2.818,sdn,1912
2.818,sdn,1913
2.818,sdn,1914
2.818,sdn,1915
2.818,sdn,1916
2.818,sdn,1917
2.818,sdn,1918
2.818,sdn,1919
2.818,sdn,1920
2.818,sdn,1921
2.818,sdn,1922
2.818,sdn,1923
2.818,sdn,1924
2.818,sdn,1925
2.818,sdn,1926
2.818,sdn,1927
2.818,sdn,1928
2.818,sdn,1929
2.818,sdn,1930
2.818,sdn,1931
2.818,sdn,1932
2.818,sdn,1933
2.818,sdn,1934
2.818,sdn,1935
2.818,sdn,1936
2.818,sdn,1937
2.818,sdn,1938
2.818,sdn,1939
2.818,sdn,1940
2.925,sdn,1941
3.03,sdn,1942
3.135,sdn,1943
3.239,sdn,1944
3.342,sdn,1945
3.342,sdn,1946
3.444,sdn,1947
3.546,sdn,1948
3.646,sdn,1949
3.745,sdn,1950
3.745,sdn,1951
3.751,sdn,1952
3.756,sdn,1953
3.756,sdn,1954
3.756,sdn,1955
3.855,sdn,1956
3.849,sdn,1957
3.843,sdn,1958
3.843,sdn,1959
3.934,sdn,1960
3.928,sdn,1961
3.922,sdn,1962
3.916,sdn,1963
4.012,sdn,1964
4.012,sdn,1965
4.106,sdn,1966
4.106,sdn,1967
4.106,sdn,1968
4.206,sdn,1969
4.206,sdn,1970
4.298,sdn,1971
4.291,sdn,1972
4.291,sdn,1973
4.375,sdn,1974
4.362,sdn,1975
4.444,sdn,1976
4.424,sdn,1977
4.41,sdn,1978
4.477,sdn,1979
4.449,sdn,1980
4.506,sdn,1981
4.478,sdn,1982
4.45,sdn,1983
4.496,sdn,1984
4.46,sdn,1985
4.424,sdn,1986
4.459,sdn,1987
4.423,sdn,1988
4.386,sdn,1989
4.417,sdn,1990
4.38,sdn,1991
4.335,sdn,1992
4.362,sdn,1993
4.325,sdn,1994
4.279,sdn,1995
4.302,sdn,1996
4.256,sdn,1997
4.268,sdn,1998
4.213,sdn,1999
4.221,sdn,2000
4.218,sdn,2001
4.146,sdn,2002
4.13,sdn,2003
4.041,sdn,2004
4.013,sdn,2005
3.93,sdn,2006
3.84,sdn,2007
3.765,sdn,2008
3.739,sdn,2009
3.672,sdn,2010
3.244,sdn,2020
2.848,sdn,2030
2.326,sdn,2050
1.839,sdn,2099
3.003,sur,1800
3.003,sur,1801
3.003,sur,1802
3.003,sur,1803
3.003,sur,1804
3.003,sur,1805
3.003,sur,1806
3.003,sur,1807
3.003,sur,1808
3.003,sur,1809
3.003,sur,1810
3.003,sur,1811
3.003,sur,1812
3.003,sur,1813
3.003,sur,1814
3.003,sur,1815
3.003,sur,1816
3.003,sur,1817
3.003,sur,1818
3.003,sur,1819
3.003,sur,1820
3.003,sur,1821
3.003,sur,1822
3.003,sur,1823
3.003,sur,1824
3.003,sur,1825
3.003,sur,1826
3.003,sur,1827
3.003,sur,1828
3.003,sur,1829
3.003,sur,1830
3.003,sur,1831
3.003,sur,1832
3.003,sur,1833
3.003,sur,1834
3.003,sur,1835
3.003,sur,1836
3.003,sur,1837
3.003,sur,1838
3.003,sur,1839
3.003,sur,1840
3.003,sur,1841
3.003,sur,1842
3.003,sur,1843
3.003,sur,1844
3.003,sur,1845
3.003,sur,1846
3.003,sur,1847
3.003,sur,1848
3.003,sur,1849
3.003,sur,1850
3.003,sur,1851
3.003,sur,1852
3.003,sur,1853
3.003,sur,1854
3.003,sur,1855
3.003,sur,1856
3.003,sur,1857
3.003,sur,1858
3.003,sur,1859
3.003,sur,1860
3.003,sur,1861
3.003,sur,1862
3.003,sur,1863
3.003,sur,1864
3.003,sur,1865
3.003,sur,1866
3.003,sur,1867
3.003,sur,1868
3.003,sur,1869
3.003,sur,1870
3.003,sur,1871
3.003,sur,1872
3.003,sur,1873
3.003,sur,1874
3.003,sur,1875
3.003,sur,1876
3.003,sur,1877
3.003,sur,1878
3.003,sur,1879
3.003,sur,1880
3.003,sur,1881
3.003,sur,1882
3.003,sur,1883
3.003,sur,1884
3.003,sur,1885
3.003,sur,1886
3.003,sur,1887
3.003,sur,1888
3.003,sur,1889
3.003,sur,1890
3.003,sur,1891
3.003,sur,1892
3.003,sur,1893
3.003,sur,1894
3.003,sur,1895
3.003,sur,1896
3.003,sur,1897
3.003,sur,1898
3.003,sur,1899
3.003,sur,1900
3.003,sur,1901
3.003,sur,1902
3.003,sur,1903
3.003,sur,1904
3.003,sur,1905
3.003,sur,1906
3.003,sur,1907
3.003,sur,1908
3.003,sur,1909
3.003,sur,1910
3.003,sur,1911
3.003,sur,1912
3.003,sur,1913
3.003,sur,1914
3.003,sur,1915
3.003,sur,1916
3.003,sur,1917
3.003,sur,1918
3.003,sur,1919
3.003,sur,1920
3.003,sur,1921
3.003,sur,1922
3.003,sur,1923
3.003,sur,1924
3.003,sur,1925
3.107,sur,1926
3.21,sur,1927
3.312,sur,1928
3.312,sur,1929
3.413,sur,1930
3.513,sur,1931
3.613,sur,1932
3.711,sur,1933
3.808,sur,1934
3.904,sur,1935
3.904,sur,1936
4.0,sur,1937
4.094,sur,1938
4.186,sur,1939
4.278,sur,1940
4.369,sur,1941
4.458,sur,1942
4.546,sur,1943
4.546,sur,1944
4.633,sur,1945
4.718,sur,1946
4.802,sur,1947
4.885,sur,1948
4.966,sur,1949
5.046,sur,1950
5.038,sur,1951
5.109,sur,1952
5.101,sur,1953
5.177,sur,1954
5.185,sur,1955
5.268,sur,1956
5.276,sur,1957
5.366,sur,1958
5.374,sur,1959
5.446,sur,1960
5.43,sur,1961
5.405,sur,1962
5.425,sur,1963
5.35,sur,1964
5.258,sur,1965
5.222,sur,1966
5.112,sur,1967
5.062,sur,1968
4.951,sur,1969
4.831,sur,1970
4.757,sur,1971
4.619,sur,1972
4.454,sur,1973
4.281,sur,1974
4.145,sur,1975
3.961,sur,1976
3.795,sur,1977
3.655,sur,1978
3.57,sur,1979
3.464,sur,1980
3.375,sur,1981
3.278,sur,1982
3.204,sur,1983
3.097,sur,1984
2.981,sur,1985
2.856,sur,1986
2.731,sur,1987
2.624,sur,1988
2.517,sur,1989
2.437,sur,1990
2.383,sur,1991
2.379,sur,1992
2.379,sur,1993
2.388,sur,1994
2.415,sur,1995
2.451,sur,1996
2.478,sur,1997
2.487,sur,1998
2.478,sur,1999
2.46,sur,2000
2.424,sur,2001
2.379,sur,2002
2.334,sur,2003
2.319,sur,2004
2.273,sur,2005
2.246,sur,2006
2.21,sur,2007
2.201,sur,2008
2.174,sur,2009
2.146,sur,2010
1.937,sur,2020
1.802,sur,2030
1.724,sur,2050
1.908,sur,2099
2.956,swz,1800
2.956,swz,1801
2.956,swz,1802
2.956,swz,1803
2.956,swz,1804
2.956,swz,1805
2.956,swz,1806
2.956,swz,1807
2.956,swz,1808
2.956,swz,1809
2.956,swz,1810
2.956,swz,1811
2.956,swz,1812
2.956,swz,1813
2.956,swz,1814
2.956,swz,1815
2.956,swz,1816
2.956,swz,1817
2.956,swz,1818
2.956,swz,1819
2.956,swz,1820
2.956,swz,1821
2.956,swz,1822
2.956,swz,1823
2.956,swz,1824
2.956,swz,1825
2.956,swz,1826
2.956,swz,1827
2.956,swz,1828
2.956,swz,1829
2.956,swz,1830
2.956,swz,1831
2.956,swz,1832
2.956,swz,1833
2.956,swz,1834
2.956,swz,1835
2.956,swz,1836
2.956,swz,1837
2.956,swz,1838
2.956,swz,1839
2.956,swz,1840
2.956,swz,1841
2.956,swz,1842
2.956,swz,1843
2.956,swz,1844
2.956,swz,1845
2.956,swz,1846
2.956,swz,1847
2.956,swz,1848
2.956,swz,1849
2.956,swz,1850
2.956,swz,1851
2.956,swz,1852
2.956,swz,1853
2.956,swz,1854
2.956,swz,1855
2.956,swz,1856
2.956,swz,1857
2.956,swz,1858
2.956,swz,1859
2.956,swz,1860
2.956,swz,1861
2.956,swz,1862
2.956,swz,1863
2.956,swz,1864
2.956,swz,1865
2.956,swz,1866
2.956,swz,1867
2.956,swz,1868
2.956,swz,1869
2.956,swz,1870
2.956,swz,1871
2.956,swz,1872
2.956,swz,1873
2.956,swz,1874
2.956,swz,1875
2.956,swz,1876
2.956,swz,1877
2.956,swz,1878
2.956,swz,1879
2.956,swz,1880
2.956,swz,1881
2.956,swz,1882
2.956,swz,1883
2.956,swz,1884
2.956,swz,1885
2.956,swz,1886
2.956,swz,1887
2.956,swz,1888
2.956,swz,1889
2.956,swz,1890
2.956,swz,1891
2.956,swz,1892
2.956,swz,1893
2.956,swz,1894
2.956,swz,1895
2.956,swz,1896
2.956,swz,1897
2.956,swz,1898
2.956,swz,1899
2.956,swz,1900
2.956,swz,1901
2.956,swz,1902
2.956,swz,1903
2.956,swz,1904
2.956,swz,1905
2.956,swz,1906
2.956,swz,1907
2.956,swz,1908
2.956,swz,1909
2.956,swz,1910
2.956,swz,1911
2.956,swz,1912
2.956,swz,1913
2.956,swz,1914
2.956,swz,1915
2.956,swz,1916
2.956,swz,1917
2.956,swz,1918
2.956,swz,1919
2.956,swz,1920
2.956,swz,1921
2.956,swz,1922
2.956,swz,1923
2.956,swz,1924
2.956,swz,1925
2.956,swz,1926
2.956,swz,1927
2.956,swz,1928
2.956,swz,1929
2.956,swz,1930
2.956,swz,1931
2.956,swz,1932
2.956,swz,1933
2.956,swz,1934
2.956,swz,1935
2.956,swz,1936
2.956,swz,1937
2.956,swz,1938
2.956,swz,1939
2.956,swz,1940
2.956,swz,1941
2.956,swz,1942
2.956,swz,1943
2.956,swz,1944
2.956,swz,1945
3.168,swz,1946
3.377,swz,1947
3.481,swz,1948
3.684,swz,1949
3.884,swz,1950
3.884,swz,1951
3.878,swz,1952
3.976,swz,1953
3.97,swz,1954
4.066,swz,1955
4.066,swz,1956
4.073,swz,1957
4.168,swz,1958
4.174,swz,1959
4.181,swz,1960
4.282,swz,1961
4.295,swz,1962
4.301,swz,1963
4.314,swz,1964
4.421,swz,1965
4.434,swz,1966
4.541,swz,1967
4.555,swz,1968
4.561,swz,1969
4.661,swz,1970
4.753,swz,1971
4.746,swz,1972
4.83,swz,1973
4.816,swz,1974
4.89,swz,1975
4.955,swz,1976
4.933,swz,1977
4.996,swz,1978
5.057,swz,1979
5.026,swz,1980
5.077,swz,1981
5.116,swz,1982
5.077,swz,1983
5.106,swz,1984
5.043,swz,1985
5.044,swz,1986
5.024,swz,1987
4.919,swz,1988
4.805,swz,1989
4.667,swz,1990
4.528,swz,1991
4.382,swz,1992
4.178,swz,1993
4.041,swz,1994
3.793,swz,1995
3.612,swz,1996
3.393,swz,1997
3.24,swz,1998
3.049,swz,1999
2.915,swz,2000
2.742,swz,2001
2.682,swz,2002
2.568,swz,2003
2.516,swz,2004
2.458,swz,2005
2.406,swz,2006
2.397,swz,2007
2.344,swz,2008
2.337,swz,2009
2.276,swz,2010
1.886,swz,2020
1.766,swz,2030
1.625,swz,2050
1.754,swz,2099
2.855,swe,1760
2.635,swe,1761
2.193,swe,1762
2.027,swe,1763
2.477,swe,1764
2.384,swe,1765
2.56,swe,1766
2.681,swe,1767
2.325,swe,1768
2.29,swe,1769
2.428,swe,1770
2.228,swe,1771
1.54,swe,1772
0.7558,swe,1773
2.832,swe,1774
2.696,swe,1775
2.769,swe,1776
2.514,swe,1777
2.484,swe,1778
2.375,swe,1779
3.078,swe,1780
2.537,swe,1781
2.354,swe,1782
2.029,swe,1783
1.896,swe,1784
2.032,swe,1785
2.491,swe,1786
2.52,swe,1787
2.494,swe,1788
1.926,swe,1789
2.042,swe,1790
2.469,swe,1791
2.927,swe,1792
2.752,swe,1793
2.704,swe,1794
2.354,swe,1795
2.702,swe,1796
2.784,swe,1797
2.774,swe,1798
2.492,swe,1799
1.794,swe,1800
2.21,swe,1801
2.537,swe,1802
2.508,swe,1803
2.552,swe,1804
2.604,swe,1805
2.195,swe,1806
2.426,swe,1807
1.76,swe,1808
1.359,swe,1809
2.058,swe,1810
2.442,swe,1811
2.323,swe,1812
2.123,swe,1813
2.429,swe,1814
2.781,swe,1815
2.973,swe,1816
2.672,swe,1817
2.706,swe,1818
2.427,swe,1819
2.637,swe,1820
2.684,swe,1821
3.093,swe,1822
3.324,swe,1823
3.118,swe,1824
3.293,swe,1825
3.003,swe,1826
2.698,swe,1827
2.545,swe,1828
2.488,swe,1829
2.701,swe,1830
2.374,swe,1831
2.533,swe,1832
2.94,swe,1833
2.627,swe,1834
3.076,swe,1835
2.873,swe,1836
2.467,swe,1837
2.349,swe,1838
2.359,swe,1839
2.774,swe,1840
2.737,swe,1841
2.729,swe,1842
2.653,swe,1843
2.837,swe,1844
2.9,swe,1845
2.52,swe,1846
2.366,swe,1847
2.737,swe,1848
2.964,swe,1849
2.83,swe,1850
2.71,swe,1851
2.432,swe,1852
2.405,swe,1853
2.88,swe,1854
2.614,swe,1855
2.509,swe,1856
2.127,swe,1857
2.764,swe,1858
2.932,swe,1859
3.192,swe,1860
2.946,swe,1861
2.788,swe,1862
2.96,swe,1863
2.983,swe,1864
2.911,swe,1865
2.979,swe,1866
2.858,swe,1867
2.391,swe,1868
2.334,swe,1869
2.618,swe,1870
3.022,swe,1871
3.056,swe,1872
3.104,swe,1873
2.826,swe,1874
2.929,swe,1875
2.909,swe,1876
3.003,swe,1877
2.949,swe,1878
3.148,swe,1879
2.956,swe,1880
2.962,swe,1881
2.984,swe,1882
2.931,swe,1883
3.037,swe,1884
2.996,swe,1885
3.148,swe,1886
3.129,swe,1887
3.096,swe,1888
2.992,swe,1889
2.92,swe,1890
3.005,swe,1891
2.86,swe,1892
2.902,swe,1893
2.949,swe,1894
3.119,swe,1895
3.037,swe,1896
3.029,swe,1897
3.124,swe,1898
2.84,swe,1899
2.961,swe,1900
3.01,swe,1901
3.041,swe,1902
2.946,swe,1903
2.94,swe,1904
2.938,swe,1905
3.015,swe,1906
2.979,swe,1907
2.935,swe,1908
3.0,swe,1909
2.886,swe,1910
2.795,swe,1911
2.757,swe,1912
2.7,swe,1913
2.611,swe,1914
2.42,swe,1915
2.398,swe,1916
2.381,swe,1917
1.994,swe,1918
2.153,swe,1919
2.621,swe,1920
2.447,swe,1921
2.216,swe,1922
2.18,swe,1923
2.051,swe,1924
1.997,swe,1925
1.897,swe,1926
1.78,swe,1927
1.759,swe,1928
1.648,swe,1929
1.675,swe,1930
1.606,swe,1931
1.581,swe,1932
