geo,population_aged_40_59_years_total_number,time
abw,11000,1980
abw,12000,1985
abw,15000,1990
abw,20000,1995
abw,25000,2000
abw,31000,2005
abw,36000,2010
abw,37000,2015
abw,34000,2020
abw,30000,2025
abw,27000,2030
abw,27000,2035
abw,27000,2040
abw,28000,2045
abw,27000,2050
aus,1893000,1950
aus,2105000,1955
aus,2327000,1960
aus,2627000,1965
aus,2849000,1970
aus,2896000,1975
aus,3064000,1980
aus,3286000,1985
aus,3789000,1990
aus,4364000,1995
aus,5015000,2000
aus,5590000,2005
aus,5860000,2010
aus,6129000,2015
aus,6188000,2020
aus,6268000,2025
aus,6421000,2030
aus,6549000,2035
aus,6734000,2040
aus,6815000,2045
aus,6915000,2050
aut,1969000,1950
aut,1989000,1955
aut,1799000,1960
aut,1757000,1965
aut,1705000,1970
aut,1652000,1975
aut,1768000,1980
aut,1799000,1985
aut,1846000,1990
aut,1959000,1995
aut,2103000,2000
aut,2303000,2005
aut,2506000,2010
aut,2583000,2015
aut,2513000,2020
aut,2390000,2025
aut,2263000,2030
aut,2234000,2035
aut,2207000,2040
aut,2121000,2045
aut,2031000,2050
aze,520000,1950
aze,597000,1955
aze,586000,1960
aze,601000,1965
aze,728000,1970
aze,885000,1975
aze,1146000,1980
aze,1153000,1985
aze,1131000,1990
aze,1199000,1995
aze,1418000,2000
aze,1876000,2005
aze,2234000,2010
aze,2388000,2015
aze,2393000,2020
aze,2446000,2025
aze,2707000,2030
aze,2947000,2035
aze,2972000,2040
aze,2840000,2045
aze,2706000,2050
bhs,12000,1950
bhs,14000,1955
bhs,17000,1960
bhs,20000,1965
bhs,25000,1970
bhs,27000,1975
bhs,29000,1980
bhs,33000,1985
bhs,39000,1990
bhs,48000,1995
bhs,58000,2000
bhs,71000,2005
bhs,83000,2010
bhs,95000,2015
bhs,100000,2020
bhs,106000,2025
bhs,109000,2030
bhs,114000,2035
bhs,119000,2040
bhs,119000,2045
bhs,120000,2050
bhr,15000,1950
bhr,18000,1955
bhr,19000,1960
bhr,22000,1965
bhr,28000,1970
bhr,34000,1975
bhr,47000,1980
bhr,57000,1985
bhr,68000,1990
bhr,91000,1995
bhr,123000,2000
bhr,145000,2005
bhr,172000,2010
bhr,228000,2015
bhr,272000,2020
bhr,300000,2025
bhr,314000,2030
bhr,323000,2035
bhr,330000,2040
bhr,340000,2045
bhr,342000,2050
bgd,7069000,1950
bgd,7498000,1955
bgd,8003000,1960
bgd,8767000,1965
bgd,9686000,1970
bgd,10660000,1975
bgd,11810000,1980
bgd,13020000,1985
bgd,14530000,1990
bgd,17120000,1995
bgd,20290000,2000
bgd,24270000,2005
bgd,29150000,2010
bgd,34660000,2015
bgd,41250000,2020
bgd,48160000,2025
bgd,54080000,2030
bgd,58370000,2035
bgd,60970000,2040
bgd,62000000,2045
bgd,61510000,2050
brb,40000,1950
brb,45000,1955
brb,46000,1960
brb,44000,1965
brb,42000,1970
brb,42000,1975
brb,38000,1980
brb,39000,1985
brb,42000,1990
brb,52000,1995
brb,63000,2000
brb,73000,2005
brb,80000,2010
brb,82000,2015
brb,77000,2020
brb,74000,2025
brb,72000,2030
brb,68000,2035
brb,66000,2040
brb,61000,2045
brb,56000,2050
blr,1671000,1950
blr,1723000,1955
blr,1636000,1960
blr,1671000,1965
blr,1914000,1970
blr,2154000,1975
blr,2542000,1980
blr,2455000,1985
blr,2344000,1990
blr,2395000,1995
blr,2513000,2000
blr,2781000,2005
blr,2794000,2010
blr,2755000,2015
blr,2654000,2020
blr,2671000,2025
blr,2793000,2030
blr,2694000,2035
blr,2447000,2040
blr,2130000,2045
blr,1850000,2050
bel,2380000,1950
bel,2451000,1955
bel,2306000,1960
bel,2297000,1965
bel,2301000,1970
bel,2312000,1975
bel,2431000,1980
bel,2277000,1985
bel,2384000,1990
bel,2502000,1995
bel,2702000,2000
bel,2952000,2005
bel,3052000,2010
bel,3066000,2015
bel,2978000,2020
bel,2852000,2025
bel,2763000,2030
bel,2725000,2035
bel,2699000,2040
bel,2665000,2045
bel,2665000,2050
blz,12000,1950
blz,12000,1955
blz,14000,1960
blz,15000,1965
blz,15000,1970
blz,15000,1975
blz,17000,1980
blz,18000,1985
blz,20000,1990
blz,23000,1995
blz,30000,2000
blz,41000,2005
blz,52000,2010
blz,63000,2015
blz,73000,2020
blz,84000,2025
blz,97000,2030
blz,110000,2035
blz,123000,2040
blz,131000,2045
blz,136000,2050
ben,385000,1950
ben,388000,1955
ben,394000,1960
ben,398000,1965
ben,409000,1970
ben,429000,1975
ben,468000,1980
ben,533000,1985
ben,603000,1990
ben,708000,1995
ben,823000,2000
ben,990000,2005
ben,1205000,2010
ben,1449000,2015
ben,1732000,2020
ben,2055000,2025
ben,2420000,2030
ben,2849000,2035
ben,3335000,2040
ben,3882000,2045
ben,4513000,2050
btn,23000,1950
btn,27000,1955
btn,32000,1960
btn,37000,1965
btn,44000,1970
btn,55000,1975
btn,66000,1980
btn,76000,1985
btn,86000,1990
btn,70000,1995
btn,79000,2000
btn,96000,2005
btn,118000,2010
btn,138000,2015
btn,166000,2020
btn,206000,2025
btn,240000,2030
btn,271000,2035
btn,281000,2040
btn,279000,2045
btn,270000,2050
bol,407000,1950
bol,449000,1955
bol,483000,1960
bol,528000,1965
bol,595000,1970
bol,662000,1975
bol,749000,1980
bol,835000,1985
bol,938000,1990
bol,1066000,1995
bol,1224000,2000
bol,1404000,2005
bol,1606000,2010
bol,1860000,2015
bol,2115000,2020
bol,2402000,2025
bol,2725000,2030
bol,3076000,2035
bol,3415000,2040
bol,3726000,2045
bol,3952000,2050
bih,447000,1950
bih,485000,1955
bih,462000,1960
bih,485000,1965
bih,597000,1970
bih,720000,1975
bih,858000,1980
bih,905000,1985
bih,975000,1990
bih,794000,1995
bih,940000,2000
bih,1072000,2005
bih,1123000,2010
bih,1110000,2015
bih,1084000,2020
bih,1070000,2025
bih,1080000,2030
bih,1032000,2035
bih,979000,2040
bih,872000,2045
bih,754000,2050
bwa,56000,1950
bwa,58000,1955
bwa,61000,1960
bwa,70000,1965
bwa,78000,1970
bwa,94000,1975
bwa,113000,1980
bwa,130000,1985
bwa,152000,1990
bwa,195000,1995
bwa,238000,2000
bwa,266000,2005
bwa,292000,2010
bwa,309000,2015
bwa,349000,2020
bwa,418000,2025
bwa,498000,2030
bwa,566000,2035
bwa,609000,2040
bwa,625000,2045
bwa,648000,2050
bra,7852000,1950
bra,9133000,1955
bra,10230000,1960
bra,11740000,1965
bra,13610000,1970
bra,15410000,1975
bra,17800000,1980
bra,20090000,1985
bra,23170000,1990
bra,27610000,1995
bra,32720000,2000
bra,38990000,2005
bra,44200000,2010
bra,48560000,2015
bra,53170000,2020
bra,57620000,2025
bra,61000000,2030
bra,62830000,2035
bra,63820000,2040
bra,63410000,2045
bra,61620000,2050
brn,9000,1950
brn,10000,1955
brn,12000,1960
brn,15000,1965
brn,20000,1970
brn,26000,1975
brn,24000,1980
brn,30000,1985
brn,34000,1990
brn,45000,1995
brn,60000,2000
brn,73000,2005
brn,88000,2010
brn,100000,2015
brn,114000,2020
brn,128000,2025
brn,139000,2030
brn,153000,2035
brn,162000,2040
brn,167000,2045
brn,171000,2050
bgr,1574000,1950
bgr,1748000,1955
bgr,1780000,1960
bgr,1985000,1965
bgr,2135000,1970
bgr,2271000,1975
bgr,2376000,1980
bgr,2335000,1985
bgr,2276000,1990
bgr,2193000,1995
bgr,2192000,2000
bgr,2180000,2005
bgr,2091000,2010
bgr,2062000,2015
bgr,2070000,2020
bgr,2051000,2025
bgr,2004000,2030
bgr,1824000,2035
bgr,1557000,2040
bgr,1350000,2045
bgr,1201000,2050
bfa,607000,1950
bfa,673000,1955
bfa,735000,1960
bfa,783000,1965
bfa,818000,1970
bfa,842000,1975
bfa,867000,1980
bfa,917000,1985
bfa,986000,1990
bfa,1081000,1995
bfa,1246000,2000
bfa,1519000,2005
bfa,1870000,2010
bfa,2304000,2015
bfa,2799000,2020
bfa,3353000,2025
bfa,3957000,2030
bfa,4645000,2035
bfa,5429000,2040
bfa,6371000,2045
bfa,7767000,2050
bdi,359000,1950
bdi,393000,1955
bdi,423000,1960
bdi,447000,1965
bdi,467000,1970
bdi,454000,1975
bdi,476000,1980
bdi,538000,1985
bdi,618000,1990
bdi,721000,1995
bdi,800000,2000
bdi,951000,2005
bdi,1132000,2010
bdi,1274000,2015
bdi,1512000,2020
bdi,1900000,2025
bdi,2364000,2030
bdi,2762000,2035
bdi,3041000,2040
bdi,3203000,2045
bdi,3374000,2050
khm,610000,1950
khm,680000,1955
khm,761000,1960
khm,857000,1965
khm,964000,1970
khm,996000,1975
khm,856000,1980
khm,1009000,1985
khm,1230000,1990
khm,1502000,1995
khm,1828000,2000
khm,2150000,2005
khm,2476000,2010
khm,2766000,2015
khm,2987000,2020
khm,3736000,2025
khm,4536000,2030
khm,5439000,2035
khm,6152000,2040
khm,6164000,2045
khm,6164000,2050
cmr,703000,1950
cmr,766000,1955
cmr,839000,1960
cmr,922000,1965
cmr,1017000,1970
cmr,1128000,1975
cmr,1259000,1980
cmr,1397000,1985
cmr,1569000,1990
cmr,1778000,1995
cmr,2008000,2000
cmr,2258000,2005
cmr,2532000,2010
cmr,2882000,2015
cmr,3389000,2020
cmr,4065000,2025
cmr,4846000,2030
cmr,5662000,2035
cmr,6380000,2040
cmr,7152000,2045
cmr,8024000,2050
can,2802000,1950
can,3200000,1955
can,3657000,1960
can,4068000,1965
can,4522000,1970
can,4763000,1975
can,5012000,1980
can,5367000,1985
can,6194000,1990
can,7242000,1995
can,8529000,2000
can,9720000,2005
can,10120000,2010
can,10280000,2015
can,10240000,2020
can,10200000,2025
can,10520000,2030
can,10930000,2035
can,11000000,2040
can,10880000,2045
can,10750000,2050
cpv,24000,1950
cpv,27000,1955
cpv,33000,1960
cpv,34000,1965
cpv,35000,1970
cpv,35000,1975
cpv,38000,1980
cpv,38000,1985
cpv,36000,1990
cpv,38000,1995
cpv,45000,2000
cpv,64000,2005
cpv,82000,2010
cpv,95000,2015
cpv,111000,2020
cpv,129000,2025
cpv,149000,2030
cpv,171000,2035
cpv,187000,2040
cpv,193000,2045
cpv,188000,2050
caf,232000,1950
caf,243000,1955
caf,252000,1960
caf,269000,1965
caf,293000,1970
caf,315000,1975
caf,345000,1980
caf,381000,1985
caf,406000,1990
caf,450000,1995
caf,503000,2000
caf,550000,2005
caf,608000,2010
caf,679000,2015
caf,765000,2020
caf,881000,2025
caf,1025000,2030
caf,1179000,2035
caf,1352000,2040
caf,1519000,2045
caf,1670000,2050
tcd,407000,1950
tcd,444000,1955
tcd,482000,1960
tcd,526000,1965
tcd,565000,1970
tcd,608000,1975
tcd,640000,1980
tcd,689000,1985
tcd,766000,1990
tcd,884000,1995
tcd,1026000,2000
tcd,1202000,2005
tcd,1363000,2010
tcd,1544000,2015
tcd,1796000,2020
tcd,2141000,2025
tcd,2567000,2030
tcd,3074000,2035
tcd,3658000,2040
tcd,4340000,2045
tcd,5096000,2050
chanisl,26000,1950
chanisl,27000,1955
chanisl,30000,1960
chanisl,29000,1965
chanisl,30000,1970
chanisl,29000,1975
chanisl,30000,1980
chanisl,31000,1985
chanisl,34000,1990
chanisl,37000,1995
chanisl,40000,2000
chanisl,45000,2005
chanisl,47000,2010
chanisl,48000,2015
chanisl,47000,2020
chanisl,43000,2025
chanisl,40000,2030
chanisl,37000,2035
chanisl,38000,2040
chanisl,38000,2045
chanisl,35000,2050
chl,1099000,1950
chl,1178000,1955
chl,1265000,1960
chl,1365000,1965
chl,1490000,1970
chl,1636000,1975
chl,1793000,1980
chl,2039000,1985
chl,2325000,1990
chl,2727000,1995
chl,3300000,2000
chl,3911000,2005
chl,4389000,2010
chl,4727000,2015
chl,4783000,2020
chl,4839000,2025
chl,5061000,2030
chl,5310000,2035
chl,5464000,2040
chl,5387000,2045
chl,5191000,2050
chn,105300000,1950
chn,106100000,1955
chn,112500000,1960
chn,120600000,1965
chn,133100000,1970
chn,149400000,1975
chn,165000000,1980
chn,177800000,1985
chn,199400000,1990
chn,237900000,1995
chn,271200000,2000
chn,321500000,2005
chn,378800000,2010
chn,409800000,2015
chn,418600000,2020
chn,415400000,2025
chn,414500000,2030
chn,402900000,2035
chn,402600000,2040
chn,388400000,2045
chn,355200000,2050
col,1705000,1950
col,1953000,1955
col,2193000,1960
col,2468000,1965
col,2720000,1970
col,2980000,1975
col,3307000,1980
col,3743000,1985
col,4515000,1990
col,5614000,1995
col,6950000,2000
col,8508000,2005
col,9990000,2010
col,11040000,2015
col,12100000,2020
col,12970000,2025
col,13740000,2030
col,14700000,2035
col,15340000,2040
col,15780000,2045
col,16100000,2050
com,23000,1950
com,28000,1955
com,30000,1960
com,32000,1965
com,34000,1970
com,36000,1975
com,41000,1980
com,44000,1985
com,48000,1990
com,57000,1995
com,69000,2000
com,84000,2005
com,102000,2010
com,121000,2015
com,145000,2020
com,178000,2025
com,203000,2030
com,222000,2035
com,241000,2040
com,258000,2045
com,288000,2050
cod,1610000,1950
cod,1799000,1955
cod,2040000,1960
cod,2318000,1965
cod,2678000,1970
cod,3070000,1975
cod,3523000,1980
cod,4003000,1985
cod,4595000,1990
cod,5362000,1995
cod,5862000,2000
cod,6630000,2005
cod,7617000,2010
cod,8890000,2015
cod,10490000,2020
cod,12540000,2025
cod,15160000,2030
cod,18310000,2035
cod,21950000,2040
cod,26010000,2045
cod,30030000,2050
cog,125000,1950
cog,137000,1955
cog,153000,1960
cog,171000,1965
cog,193000,1970
cog,216000,1975
cog,242000,1980
cog,274000,1985
cog,310000,1990
cog,351000,1995
cog,379000,2000
cog,422000,2005
cog,472000,2010
cog,565000,2015
cog,700000,2020
cog,851000,2025
cog,1019000,2030
cog,1184000,2035
cog,1322000,2040
cog,1459000,2045
cog,1587000,2050
cri,166000,1950
cri,182000,1955
cri,204000,1960
cri,219000,1965
cri,244000,1970
cri,270000,1975
cri,304000,1980
cri,359000,1985
cri,431000,1990
cri,547000,1995
cri,709000,2000
cri,897000,2005
cri,1056000,2010
cri,1164000,2015
cri,1268000,2020
cri,1378000,2025
cri,1513000,2030
cri,1636000,2035
cri,1696000,2040
cri,1694000,2045
cri,1635000,2050
civ,340000,1950
civ,400000,1955
civ,479000,1960
civ,587000,1965
civ,730000,1970
civ,925000,1975
civ,1175000,1980
civ,1465000,1985
civ,1762000,1990
civ,2099000,1995
civ,2419000,2000
civ,2644000,2005
civ,2911000,2010
civ,3308000,2015
civ,3910000,2020
civ,4666000,2025
civ,5571000,2030
civ,6585000,2035
civ,7597000,2040
civ,8698000,2045
civ,9793000,2050
hrv,914000,1950
hrv,951000,1955
hrv,885000,1960
hrv,900000,1965
hrv,966000,1970
hrv,1062000,1975
hrv,1180000,1980
hrv,1171000,1985
hrv,1178000,1990
hrv,1229000,1995
hrv,1212000,2000
hrv,1270000,2005
hrv,1264000,2010
hrv,1227000,2015
hrv,1203000,2020
hrv,1190000,2025
hrv,1171000,2030
hrv,1138000,2035
hrv,1076000,2040
hrv,983000,2045
hrv,924000,2050
cub,1025000,1950
cub,1200000,1955
cub,1336000,1960
cub,1395000,1965
cub,1451000,1970
cub,1536000,1975
cub,1689000,1980
cub,1919000,1985
cub,2172000,1990
cub,2412000,1995
cub,2663000,2000
cub,2927000,2005
cub,3333000,2010
cub,3599000,2015
cub,3564000,2020
cub,3272000,2025
cub,3020000,2030
cub,2813000,2035
cub,2789000,2040
cub,2725000,2045
cub,2465000,2050
cyp,91000,1950
cyp,102000,1955
cyp,107000,1960
cyp,108000,1965
cyp,114000,1970
cyp,112000,1975
cyp,121000,1980
cyp,128000,1985
cyp,147000,1990
cyp,168000,1995
cyp,196000,2000
cyp,220000,2005
cyp,236000,2010
cyp,247000,2015
cyp,257000,2020
cyp,275000,2025
cyp,293000,2030
cyp,314000,2035
cyp,315000,2040
cyp,305000,2045
cyp,295000,2050
cze,2440000,1950
cze,2593000,1955
cze,2408000,1960
cze,2430000,1965
cze,2359000,1970
cze,2273000,1975
cze,2367000,1980
cze,2361000,1985
cze,2548000,1990
cze,2767000,1995
cze,2911000,2000
cze,2903000,2005
cze,2823000,2010
cze,2902000,2015
cze,3119000,2020
cze,3191000,2025
cze,3232000,2030
cze,3044000,2035
cze,2676000,2040
cze,2474000,2045
cze,2361000,2050
dnk,1049000,1950
dnk,1119000,1955
dnk,1155000,1960
dnk,1185000,1965
dnk,1167000,1970
dnk,1133000,1975
dnk,1130000,1980
dnk,1190000,1985
dnk,1313000,1990
dnk,1404000,1995
dnk,1483000,2000
dnk,1521000,2005
dnk,1523000,2010
dnk,1538000,2015
dnk,1502000,2020
dnk,1392000,2025
dnk,1311000,2030
dnk,1298000,2035
dnk,1324000,2040
dnk,1379000,2045
dnk,1396000,2050
dji,8000,1950
dji,8000,1955
dji,11000,1960
dji,14000,1965
dji,19000,1970
dji,28000,1975
dji,42000,1980
dji,52000,1985
dji,73000,1990
dji,82000,1995
dji,100000,2000
dji,116000,2005
dji,134000,2010
dji,157000,2015
dji,181000,2020
dji,211000,2025
dji,249000,2030
dji,287000,2035
dji,320000,2040
dji,345000,2045
dji,364000,2050
dom,289000,1950
dom,334000,1955
dom,394000,1960
dom,472000,1965
dom,569000,1970
dom,679000,1975
dom,788000,1980
dom,903000,1985
dom,1024000,1990
dom,1184000,1995
dom,1408000,2000
dom,1682000,2005
dom,1970000,2010
dom,2221000,2015
dom,2426000,2020
dom,2620000,2025
dom,2816000,2030
dom,3021000,2035
dom,3181000,2040
dom,3306000,2045
dom,3393000,2050
ecu,539000,1950
ecu,580000,1955
ecu,631000,1960
ecu,699000,1965
ecu,787000,1970
ecu,891000,1975
ecu,1030000,1980
ecu,1189000,1985
ecu,1388000,1990
ecu,1685000,1995
ecu,1994000,2000
ecu,2326000,2005
ecu,2670000,2010
ecu,2966000,2015
ecu,3257000,2020
ecu,3541000,2025
ecu,3823000,2030
ecu,4106000,2035
ecu,4392000,2040
ecu,4585000,2045
ecu,4658000,2050
egy,3398000,1950
egy,3770000,1955
egy,4197000,1960
egy,4690000,1965
egy,5226000,1970
egy,5864000,1975
egy,6508000,1980
egy,7036000,1985
egy,8218000,1990
egy,9541000,1995
egy,11210000,2000
egy,13260000,2005
egy,15020000,2010
egy,16980000,2015
egy,19600000,2020
egy,22920000,2025
egy,26910000,2030
egy,29370000,2035
egy,30980000,2040
egy,31950000,2045
egy,32480000,2050
slv,301000,1950
slv,332000,1955
slv,370000,1960
slv,424000,1965
slv,470000,1970
slv,539000,1975
slv,608000,1980
slv,676000,1985
slv,760000,1990
slv,861000,1995
slv,931000,2000
slv,997000,2005
slv,1084000,2010
slv,1187000,2015
slv,1285000,2020
slv,1384000,2025
slv,1531000,2030
slv,1745000,2035
slv,1963000,2040
slv,2060000,2045
slv,2087000,2050
gnq,42000,1950
gnq,43000,1955
gnq,45000,1960
gnq,47000,1965
gnq,50000,1970
gnq,41000,1975
gnq,33000,1980
gnq,39000,1985
gnq,41000,1990
gnq,52000,1995
gnq,74000,2000
gnq,103000,2005
gnq,126000,2010
gnq,133000,2015
gnq,129000,2020
gnq,132000,2025
gnq,151000,2030
gnq,180000,2035
gnq,219000,2040
gnq,253000,2045
gnq,283000,2050
eri,142000,1950
eri,156000,1955
eri,177000,1960
eri,203000,1965
eri,236000,1970
eri,273000,1975
eri,335000,1980
eri,370000,1985
eri,409000,1990
eri,389000,1995
eri,409000,2000
eri,458000,2005
eri,536000,2010
eri,736000,2015
eri,1032000,2020
eri,1319000,2025
eri,1584000,2030
eri,1764000,2035
eri,1886000,2040
eri,2116000,2045
eri,2422000,2050
est,255000,1950
est,278000,1955
est,287000,1960
est,291000,1965
est,319000,1970
est,341000,1975
est,383000,1980
est,387000,1985
est,384000,1990
est,367000,1995
est,355000,2000
est,363000,2005
est,358000,2010
est,352000,2015
est,348000,2020
est,355000,2025
est,373000,2030
est,358000,2035
est,328000,2040
est,295000,2045
est,270000,2050
eth,2431000,1950
eth,2720000,1955
eth,3074000,1960
eth,3445000,1965
eth,3883000,1970
eth,4392000,1975
eth,4705000,1980
eth,5431000,1985
eth,6330000,1990
eth,7274000,1995
eth,8212000,2000
eth,9338000,2005
eth,10680000,2010
eth,12410000,2015
eth,14510000,2020
eth,17090000,2025
eth,20480000,2030
eth,24720000,2035
eth,29340000,2040
eth,33980000,2045
eth,38650000,2050
fji,31000,1950
fji,36000,1955
fji,46000,1960
fji,57000,1965
fji,67000,1970
fji,77000,1975
fji,87000,1980
fji,101000,1985
fji,111000,1990
fji,129000,1995
fji,148000,2000
fji,165000,2005
fji,173000,2010
fji,175000,2015
fji,182000,2020
fji,194000,2025
fji,207000,2030
fji,228000,2035
fji,241000,2040
fji,244000,2045
fji,246000,2050
fin,904000,1950
fin,988000,1955
fin,1013000,1960
fin,1043000,1965
fin,1059000,1970
fin,1058000,1975
fin,1095000,1980
fin,1131000,1985
fin,1282000,1990
fin,1416000,1995
fin,1509000,2000
fin,1567000,2005
fin,1494000,2010
fin,1408000,2015
fin,1370000,2020
fin,1344000,2025
fin,1329000,2030
fin,1367000,2035
fin,1346000,2040
fin,1311000,2045
fin,1293000,2050
fra,11030000,1950
fra,11330000,1955
fra,10540000,1960
fra,11000000,1965
fra,11280000,1970
fra,11650000,1975
fra,12490000,1980
fra,12110000,1985
fra,13060000,1990
fra,14090000,1995
fra,15330000,2000
fra,16790000,2005
fra,16900000,2010
fra,16940000,2015
fra,16510000,2020
fra,16160000,2025
fra,15870000,2030
fra,15420000,2035
fra,15460000,2040
fra,15550000,2045
fra,15680000,2050
guf,5000,1950
guf,6000,1955
guf,7000,1960
guf,7000,1965
guf,8000,1970
guf,9000,1975
guf,11000,1980
guf,14000,1985
guf,19000,1990
guf,25000,1995
guf,32000,2000
guf,39000,2005
guf,49000,2010
guf,58000,2015
guf,62000,2020
guf,67000,2025
guf,74000,2030
guf,83000,2035
guf,96000,2040
guf,107000,2045
guf,117000,2050
pyf,9000,1950
pyf,10000,1955
pyf,11000,1960
pyf,12000,1965
pyf,15000,1970
pyf,18000,1975
pyf,21000,1980
pyf,26000,1985
pyf,30000,1990
pyf,36000,1995
pyf,45000,2000
pyf,56000,2005
pyf,65000,2010
pyf,72000,2015
pyf,77000,2020
pyf,80000,2025
pyf,85000,2030
pyf,89000,2035
pyf,93000,2040
pyf,94000,2045
pyf,90000,2050
gab,104000,1950
gab,104000,1955
gab,105000,1960
gab,105000,1965
gab,108000,1970
gab,110000,1975
gab,109000,1980
gab,111000,1985
gab,121000,1990
gab,142000,1995
gab,168000,2000
gab,200000,2005
gab,233000,2010
gab,266000,2015
gab,303000,2020
gab,350000,2025
gab,406000,2030
gab,473000,2035
gab,532000,2040
gab,577000,2045
gab,612000,2050
gmb,40000,1950
gmb,44000,1955
gmb,50000,1960
gmb,59000,1965
gmb,69000,1970
gmb,84000,1975
gmb,101000,1980
gmb,120000,1985
gmb,144000,1990
gmb,164000,1995
gmb,190000,2000
gmb,220000,2005
gmb,254000,2010
gmb,296000,2015
gmb,342000,2020
gmb,390000,2025
gmb,446000,2030
gmb,521000,2035
gmb,614000,2040
gmb,720000,2045
gmb,829000,2050
geo,698000,1950
geo,790000,1955
geo,802000,1960
geo,829000,1965
geo,973000,1970
geo,1075000,1975
geo,1287000,1980
geo,1271000,1985
geo,1210000,1990
geo,1132000,1995
geo,1082000,2000
geo,1175000,2005
geo,1171000,2010
geo,1131000,2015
geo,1060000,2020
geo,996000,2025
geo,1035000,2030
geo,1053000,2035
geo,983000,2040
geo,898000,2045
geo,799000,2050
deu,19520000,1950
deu,20230000,1955
deu,18810000,1960
deu,18170000,1965
deu,17650000,1970
deu,17500000,1975
deu,20170000,1980
deu,20620000,1985
deu,20890000,1990
deu,21800000,1995
deu,21940000,2000
deu,23680000,2005
deu,25650000,2010
deu,25170000,2015
deu,23790000,2020
deu,21800000,2025
deu,20190000,2030
deu,19590000,2035
deu,19040000,2040
deu,18020000,2045
deu,16660000,2050
gha,637000,1950
gha,752000,1955
gha,886000,1960
gha,1020000,1965
gha,1125000,1970
gha,1276000,1975
gha,1399000,1980
gha,1652000,1985
gha,1930000,1990
gha,2216000,1995
gha,2575000,2000
gha,3016000,2005
gha,3510000,2010
gha,4146000,2015
gha,4866000,2020
gha,5662000,2025
gha,6522000,2030
gha,7418000,2035
gha,8269000,2040
gha,9092000,2045
gha,9931000,2050
grc,1539000,1950
grc,1721000,1955
grc,1815000,1960
grc,1893000,1965
grc,2118000,1970
grc,2222000,1975
grc,2466000,1980
grc,2536000,1985
grc,2522000,1990
grc,2609000,1995
grc,2738000,2000
grc,2979000,2005
grc,3168000,2010
grc,3334000,2015
grc,3453000,2020
grc,3475000,2025
grc,3294000,2030
grc,3068000,2035
grc,2812000,2040
grc,2634000,2045
grc,2590000,2050
grd,11000,1950
grd,12000,1955
grd,12000,1960
grd,12000,1965
grd,13000,1970
grd,13000,1975
grd,12000,1980
grd,12000,1985
grd,13000,1990
grd,14000,1995
grd,14000,2000
grd,18000,2005
grd,18000,2010
grd,21000,2015
grd,22000,2020
grd,23000,2025
grd,29000,2030
grd,31000,2035
grd,29000,2040
grd,27000,2045
grd,22000,2050
glp,33000,1950
glp,37000,1955
glp,44000,1960
glp,48000,1965
glp,52000,1970
