population_growth_annual_percent,geo,time
-0.5032,bgr,2009
-0.6725,bgr,2010
-0.7767,bgr,2011
1.526,bfa,1960
1.524,bfa,1961
1.529,bfa,1962
1.556,bfa,1963
1.615,bfa,1964
1.693,bfa,1965
1.776,bfa,1966
1.85,bfa,1967
1.908,bfa,1968
1.944,bfa,1969
1.966,bfa,1970
1.985,bfa,1971
2.011,bfa,1972
2.044,bfa,1973
2.087,bfa,1974
2.137,bfa,1975
2.186,bfa,1976
2.233,bfa,1977
2.28,bfa,1978
2.326,bfa,1979
2.372,bfa,1980
2.416,bfa,1981
2.459,bfa,1982
2.498,bfa,1983
2.532,bfa,1984
2.564,bfa,1985
2.593,bfa,1986
2.62,bfa,1987
2.645,bfa,1988
2.668,bfa,1989
2.689,bfa,1990
2.709,bfa,1991
2.728,bfa,1992
2.742,bfa,1993
2.753,bfa,1994
2.76,bfa,1995
2.767,bfa,1996
2.776,bfa,1997
2.788,bfa,1998
2.805,bfa,1999
2.824,bfa,2000
2.842,bfa,2001
2.86,bfa,2002
2.879,bfa,2003
2.9,bfa,2004
2.921,bfa,2005
2.941,bfa,2006
2.958,bfa,2007
2.971,bfa,2008
2.979,bfa,2009
2.984,bfa,2010
2.986,bfa,2011
1.801,bdi,1960
1.766,bdi,1961
1.739,bdi,1962
1.74,bdi,1963
1.779,bdi,1964
1.834,bdi,1965
1.93,bdi,1966
1.995,bdi,1967
1.932,bdi,1968
1.704,bdi,1969
1.384,bdi,1970
1.03,bdi,1971
0.7667,bdi,1972
0.6969,bdi,1973
0.8866,bdi,1974
1.261,bdi,1975
1.672,bdi,1976
2.028,bdi,1977
2.355,bdi,1978
2.627,bdi,1979
2.844,bdi,1980
3.036,bdi,1981
3.196,bdi,1982
3.288,bdi,1983
3.304,bdi,1984
3.259,bdi,1985
3.197,bdi,1986
3.11,bdi,1987
2.95,bdi,1988
2.712,bdi,1989
2.427,bdi,1990
2.16,bdi,1991
1.921,bdi,1992
1.669,bdi,1993
1.403,bdi,1994
1.15,bdi,1995
0.8752,bdi,1996
0.6693,bdi,1997
0.6775,bdi,1998
0.9618,bdi,1999
1.433,bdi,2000
1.947,bdi,2001
2.378,bdi,2002
2.708,bdi,2003
2.893,bdi,2004
2.966,bdi,2005
3.028,bdi,2006
3.075,bdi,2007
3.011,bdi,2008
2.823,bdi,2009
2.561,bdi,2010
2.268,bdi,2011
2.402,khm,1960
2.381,khm,1961
2.369,khm,1962
2.402,khm,1963
2.495,khm,1964
2.604,khm,1965
2.713,khm,1966
2.742,khm,1967
2.612,khm,1968
2.29,khm,1969
1.838,khm,1970
1.452,khm,1971
1.111,khm,1972
0.619,khm,1973
-0.06649,khm,1974
-0.8386,khm,1975
-1.78,khm,1976
-2.559,khm,1977
-2.649,khm,1978
-1.714,khm,1979
-0.007916,khm,1980
1.996,khm,1981
3.649,khm,1982
4.659,khm,1983
4.848,khm,1984
4.516,khm,1985
4.091,khm,1986
3.813,khm,1987
3.604,khm,1988
3.518,khm,1989
3.502,khm,1990
3.467,khm,1991
3.363,khm,1992
3.215,khm,1993
3.017,khm,1994
2.789,khm,1995
2.56,khm,1996
2.349,khm,1997
2.15,khm,1998
1.969,khm,1999
1.804,khm,2000
1.647,khm,2001
1.502,khm,2002
1.384,khm,2003
1.295,khm,2004
1.232,khm,2005
1.178,khm,2006
1.133,khm,2007
1.111,khm,2008
1.117,khm,2009
1.141,khm,2010
1.174,khm,2011
2.069,cmr,1960
2.129,cmr,1961
2.188,cmr,1962
2.242,cmr,1963
2.288,cmr,1964
2.329,cmr,1965
2.371,cmr,1966
2.416,cmr,1967
2.462,cmr,1968
2.51,cmr,1969
2.56,cmr,1970
2.602,cmr,1971
2.644,cmr,1972
2.702,cmr,1973
2.78,cmr,1974
2.865,cmr,1975
2.954,cmr,1976
3.023,cmr,1977
3.051,cmr,1978
3.03,cmr,1979
2.979,cmr,1980
2.914,cmr,1981
2.863,cmr,1982
2.842,cmr,1983
2.861,cmr,1984
2.902,cmr,1985
2.942,cmr,1986
2.962,cmr,1987
2.959,cmr,1988
2.929,cmr,1989
2.877,cmr,1990
2.826,cmr,1991
2.775,cmr,1992
2.711,cmr,1993
2.633,cmr,1994
2.547,cmr,1995
2.46,cmr,1996
2.382,cmr,1997
2.326,cmr,1998
2.296,cmr,1999
2.285,cmr,2000
2.279,cmr,2001
2.27,cmr,2002
2.261,cmr,2003
2.25,cmr,2004
2.237,cmr,2005
2.224,cmr,2006
2.213,cmr,2007
2.203,cmr,2008
