population_growth_annual_percent,geo,time
-1.972,lva,1993
-1.674,lva,1994
-1.426,lva,1995
-1.126,lva,1996
-0.9968,lva,1997
-0.9429,lva,1998
-0.814,lva,1999
-0.7346,lva,2000
-0.7603,lva,2001
-0.6983,lva,2002
-0.5696,lva,2003
-0.54,lva,2004
-0.5335,lva,2005
-0.5476,lva,2006
-0.5192,lva,2007
-0.4406,lva,2008
-0.4981,lva,2009
-0.7043,lva,2010
-0.8526,lva,2011
3.116,lbn,1960
3.09,lbn,1961
3.034,lbn,1962
2.932,lbn,1963
2.78,lbn,1964
2.603,lbn,1965
2.377,lbn,1966
2.174,lbn,1967
2.096,lbn,1968
2.177,lbn,1969
2.343,lbn,1970
2.569,lbn,1971
2.699,lbn,1972
2.579,lbn,1973
2.148,lbn,1974
1.529,lbn,1975
0.8409,lbn,1976
0.2684,lbn,1977
-0.07638,lbn,1978
-0.09643,lbn,1979
0.1192,lbn,1980
0.4536,lbn,1981
0.7249,lbn,1982
0.8396,lbn,1983
0.7196,lbn,1984
0.4612,lbn,1985
0.103,lbn,1986
-0.1274,lbn,1987
0.002149,lbn,1988
0.6238,lbn,1989
1.555,lbn,1990
2.601,lbn,1991
3.402,lbn,1992
3.731,lbn,1993
3.48,lbn,1994
2.873,lbn,1995
2.176,lbn,1996
1.631,lbn,1997
1.293,lbn,1998
1.251,lbn,1999
1.407,lbn,2000
1.606,lbn,2001
1.71,lbn,2002
1.715,lbn,2003
1.579,lbn,2004
1.351,lbn,2005
1.105,lbn,2006
0.909,lbn,2007
0.772,lbn,2008
0.7192,lbn,2009
0.7266,lbn,2010
0.7496,lbn,2011
1.666,lso,1960
1.732,lso,1961
1.795,lso,1962
1.85,lso,1963
1.894,lso,1964
1.93,lso,1965
1.97,lso,1966
2.011,lso,1967
2.038,lso,1968
2.047,lso,1969
2.05,lso,1970
2.04,lso,1971
2.044,lso,1972
2.092,lso,1973
2.197,lso,1974
2.335,lso,1975
2.47,lso,1976
2.575,lso,1977
2.647,lso,1978
2.677,lso,1979
2.674,lso,1980
2.668,lso,1981
2.651,lso,1982
2.585,lso,1983
2.465,lso,1984
2.312,lso,1985
2.148,lso,1986
2.005,lso,1987
1.901,lso,1988
1.849,lso,1989
1.834,lso,1990
1.814,lso,1991
1.787,lso,1992
1.785,lso,1993
1.814,lso,1994
1.855,lso,1995
1.915,lso,1996
1.949,lso,1997
1.898,lso,1998
1.74,lso,1999
1.516,lso,2000
1.27,lso,2001
1.064,lso,2002
0.9267,lso,2003
0.8847,lso,2004
0.9116,lso,2005
0.9544,lso,2006
0.9813,lso,2007
1.006,lso,2008
1.019,lso,2009
1.024,lso,2010
1.032,lso,2011
2.355,lbr,1960
2.389,lbr,1961
2.42,lbr,1962
2.453,lbr,1963
2.49,lbr,1964
2.53,lbr,1965
2.568,lbr,1966
2.603,lbr,1967
2.64,lbr,1968
2.679,lbr,1969
2.718,lbr,1970
2.751,lbr,1971
2.781,lbr,1972
2.817,lbr,1973
2.861,lbr,1974
2.907,lbr,1975
2.887,lbr,1976
2.847,lbr,1977
2.883,lbr,1978
3.016,lbr,1979
3.173,lbr,1980
3.395,lbr,1981
3.486,lbr,1982
3.2,lbr,1983
2.463,lbr,1984
1.459,lbr,1985
0.444,lbr,1986
-0.3906,lbr,1987
-1.038,lbr,1988
-1.406,lbr,1989
-1.501,lbr,1990
-1.695,lbr,1991
-1.794,lbr,1992
-1.155,lbr,1993
0.4585,lbr,1994
2.645,lbr,1995
5.083,lbr,1996
6.869,lbr,1997
7.361,lbr,1998
6.481,lbr,1999
4.906,lbr,2000
3.18,lbr,2001
1.914,lbr,2002
1.37,lbr,2003
1.805,lbr,2004
2.863,lbr,2005
4.039,lbr,2006
4.816,lbr,2007
5.082,lbr,2008
4.737,lbr,2009
4.041,lbr,2010
3.311,lbr,2011
3.744,lby,1960
3.679,lby,1961
3.624,lby,1962
3.628,lby,1963
3.714,lby,1964
3.847,lby,1965
3.979,lby,1966
4.076,lby,1967
4.147,lby,1968
4.185,lby,1969
4.201,lby,1970
4.218,lby,1971
4.239,lby,1972
4.254,lby,1973
4.263,lby,1974
4.271,lby,1975
4.22,lby,1976
4.172,lby,1977
4.231,lby,1978
4.416,lby,1979
4.641,lby,1980
4.888,lby,1981
5.001,lby,1982
4.844,lby,1983
4.38,lby,1984
3.749,lby,1985
3.097,lby,1986
2.564,lby,1987
2.188,lby,1988
2.018,lby,1989
1.991,lby,1990
1.997,lby,1991
1.972,lby,1992
1.947,lby,1993
1.906,lby,1994
1.858,lby,1995
1.819,lby,1996
1.802,lby,1997
1.805,lby,1998
1.83,lby,1999
1.869,lby,2000
1.896,lby,2001
1.913,lby,2002
1.946,lby,2003
1.996,lby,2004
2.047,lby,2005
2.127,lby,2006
2.17,lby,2007
2.08,lby,2008
1.822,lby,2009
1.465,lby,2010
1.059,lby,2011
2.352,lie,1960
2.357,lie,1961
2.366,lie,1962
2.407,lie,1963
2.499,lie,1964
2.609,lie,1965
2.735,lie,1966
2.799,lie,1967
2.757,lie,1968
2.583,lie,1969
2.326,lie,1970
2.044,lie,1971
1.805,lie,1972
1.64,lie,1973
1.579,lie,1974
1.584,lie,1975
1.606,lie,1976
1.605,lie,1977
1.601,lie,1978
1.579,lie,1979
1.551,lie,1980
1.523,lie,1981
1.512,lie,1982
1.478,lie,1983
1.445,lie,1984
1.406,lie,1985
1.358,lie,1986
1.325,lie,1987
1.301,lie,1988
1.295,lie,1989
1.302,lie,1990
1.316,lie,1991
1.319,lie,1992
1.315,lie,1993
1.301,lie,1994
1.275,lie,1995
1.243,lie,1996
1.212,lie,1997
1.191,lie,1998
1.177,lie,1999
1.173,lie,2000
1.168,lie,2001
1.158,lie,2002
1.124,lie,2003
1.05,lie,2004
0.9586,lie,2005
0.8581,lie,2006
0.7714,lie,2007
0.7205,lie,2008
0.7041,lie,2009
0.7242,lie,2010
0.752,lie,2011
1.55,ltu,1960
1.607,ltu,1961
1.4,ltu,1962
1.236,ltu,1963
1.243,ltu,1964
1.227,ltu,1965
1.224,ltu,1966
1.201,ltu,1967
1.125,ltu,1968
0.9205,ltu,1969
1.036,ltu,1970
1.246,ltu,1971
1.082,ltu,1972
0.9543,ltu,1973
0.9038,ltu,1974
0.8443,ltu,1975
0.8148,ltu,1976
0.7891,ltu,1977
0.7269,ltu,1978
0.5409,ltu,1979
0.451,ltu,1980
0.5768,ltu,1981
0.7034,ltu,1982
0.807,ltu,1983
0.829,ltu,1984
0.8596,ltu,1985
0.965,ltu,1986
1.041,ltu,1987
1.064,ltu,1988
0.7959,ltu,1989
0.368,ltu,1990
0.1701,ltu,1991
-0.1086,ltu,1992
-0.4741,ltu,1993
-0.694,ltu,1994
-0.7697,ltu,1995
-0.7603,ltu,1996
-0.7378,ltu,1997
-0.7244,ltu,1998
-0.7095,ltu,1999
-0.7034,ltu,2000
-0.5227,ltu,2001
-0.3517,ltu,2002
-0.4294,ltu,2003
-0.5403,ltu,2004
-0.6215,ltu,2005
-0.594,ltu,2006
-0.5455,ltu,2007
-0.5199,ltu,2008
-0.5572,ltu,2009
-1.589,ltu,2010
-2.583,ltu,2011
0.7872,lux,1960
0.9115,lux,1961
1.225,lux,1962
1.039,lux,1963
1.12,lux,1964
1.138,lux,1965
0.7199,lux,1966
0.3289,lux,1967
0.2549,lux,1968
0.4901,lux,1969
0.4939,lux,1970
0.9537,lux,1971
1.213,lux,1972
1.105,lux,1973
1.304,lux,1974
1.092,lux,1975
0.4949,lux,1976
0.1737,lux,1977
0.1794,lux,1978
0.2343,lux,1979
0.356,lux,1980
0.2948,lux,1981
0.08211,lux,1982
0.02653,lux,1983
0.1028,lux,1984
0.1933,lux,1985
0.4487,lux,1986
0.6481,lux,1987
0.7256,lux,1988
0.9726,lux,1989
1.252,lux,1990
1.34,lux,1991
1.328,lux,1992
1.342,lux,1993
1.362,lux,1994
1.405,lux,1995
1.361,lux,1996
1.254,lux,1997
1.244,lux,1998
1.351,lux,1999
1.344,lux,2000
1.19,lux,2001
1.048,lux,2002
1.215,lux,2003
1.421,lux,2004
1.53,lux,2005
1.595,lux,2006
1.544,lux,2007
1.787,lux,2008
1.852,lux,2009
1.825,lux,2010
1.962,lux,2011
0.8017,mac,1960
2.123,mac,1961
3.308,mac,1962
4.154,mac,1963
4.569,mac,1964
4.643,mac,1965
4.703,mac,1966
4.678,mac,1967
4.252,mac,1968
3.392,mac,1969
2.292,mac,1970
1.142,mac,1971
0.1578,mac,1972
-0.5667,mac,1973
-0.9118,mac,1974
-0.9371,mac,1975
-0.9301,mac,1976
-0.8937,mac,1977
-0.5224,mac,1978
0.2521,mac,1979
1.293,mac,1980
2.416,mac,1981
3.376,mac,1982
4.038,mac,1983
4.321,mac,1984
4.329,mac,1985
4.296,mac,1986
4.25,mac,1987
4.038,mac,1988
3.657,mac,1989
3.182,mac,1990
2.684,mac,1991
2.246,mac,1992
1.915,mac,1993
1.728,mac,1994
1.65,mac,1995
1.589,mac,1996
1.53,mac,1997
1.541,mac,1998
1.629,mac,1999
1.77,mac,2000
1.926,mac,2001
2.07,mac,2002
2.197,mac,2003
2.296,mac,2004
2.367,mac,2005
2.437,mac,2006
2.491,mac,2007
2.491,mac,2008
2.426,mac,2009
2.319,mac,2010
2.197,mac,2011
0.6991,mkd,1960
0.9642,mkd,1961
1.217,mkd,1962
1.372,mkd,1963
1.381,mkd,1964
1.29,mkd,1965
1.181,mkd,1966
1.115,mkd,1967
1.087,mkd,1968
1.115,mkd,1969
1.181,mkd,1970
1.237,mkd,1971
1.272,mkd,1972
1.318,mkd,1973
1.377,mkd,1974
1.435,mkd,1975
1.518,mkd,1976
1.571,mkd,1977
1.506,mkd,1978
1.292,mkd,1979
0.9868,mkd,1980
0.633,mkd,1981
0.3371,mkd,1982
0.187,mkd,1983
0.2419,mkd,1984
0.4403,mkd,1985
0.6879,mkd,1986
0.8798,mkd,1987
0.9834,mkd,1988
0.9564,mkd,1989
0.8386,mkd,1990
0.7004,mkd,1991
0.5958,mkd,1992
0.5197,mkd,1993
0.489,mkd,1994
0.4906,mkd,1995
0.4978,mkd,1996
0.4909,mkd,1997
0.4734,mkd,1998
0.4394,mkd,1999
0.3946,mkd,2000
0.347,mkd,2001
0.3061,mkd,2002
0.2748,mkd,2003
0.2571,mkd,2004
0.2491,mkd,2005
0.2441,mkd,2006
0.2362,mkd,2007
0.2245,mkd,2008
0.2066,mkd,2009
0.1843,mkd,2010
0.1615,mkd,2011
2.36,mdg,1960
2.387,mdg,1961
2.413,mdg,1962
2.436,mdg,1963
2.458,mdg,1964
2.479,mdg,1965
2.497,mdg,1966
2.516,mdg,1967
2.544,mdg,1968
2.581,mdg,1969
2.624,mdg,1970
2.663,mdg,1971
2.695,mdg,1972
2.723,mdg,1973
2.746,mdg,1974
2.762,mdg,1975
2.785,mdg,1976
2.801,mdg,1977
2.786,mdg,1978
2.732,mdg,1979
2.658,mdg,1980
2.579,mdg,1981
2.523,mdg,1982
2.511,mdg,1983
2.554,mdg,1984
2.634,mdg,1985
2.722,mdg,1986
2.797,mdg,1987
2.861,mdg,1988
2.907,mdg,1989
2.941,mdg,1990
2.97,mdg,1991
3.001,mdg,1992
3.033,mdg,1993
3.068,mdg,1994
3.103,mdg,1995
3.134,mdg,1996
3.156,mdg,1997
3.161,mdg,1998
3.148,mdg,1999
3.121,mdg,2000
3.09,mdg,2001
3.061,mdg,2002
3.035,mdg,2003
3.014,mdg,2004
2.997,mdg,2005
2.979,mdg,2006
2.96,mdg,2007
2.938,mdg,2008
2.914,mdg,2009
2.888,mdg,2010
2.862,mdg,2011
2.248,mwi,1960
2.31,mwi,1961
2.367,mwi,1962
2.413,mwi,1963
2.443,mwi,1964
2.467,mwi,1965
2.484,mwi,1966
2.514,mwi,1967
2.581,mwi,1968
2.694,mwi,1969
2.833,mwi,1970
2.97,mwi,1971
3.084,mwi,1972
3.171,mwi,1973
3.226,mwi,1974
3.255,mwi,1975
3.324,mwi,1976
3.392,mwi,1977
3.36,mwi,1978
3.207,mwi,1979
3.007,mwi,1980
2.676,mwi,1981
2.439,mwi,1982
2.614,mwi,1983
3.3,mwi,1984
4.228,mwi,1985
5.263,mwi,1986
5.921,mwi,1987
5.833,mwi,1988
4.921,mwi,1989
3.577,mwi,1990
2.139,mwi,1991
1.018,mwi,1992
0.4112,mwi,1993
0.5186,mwi,1994
1.131,mwi,1995
1.877,mwi,1996
2.438,mwi,1997
2.802,mwi,1998
2.878,mwi,1999
2.767,mwi,2000
2.642,mwi,2001
2.601,mwi,2002
2.601,mwi,2003
2.664,mwi,2004
2.766,mwi,2005
2.865,mwi,2006
2.943,mwi,2007
3.013,mwi,2008
3.074,mwi,2009
3.126,mwi,2010
3.171,mwi,2011
3.152,mys,1960
3.237,mys,1961
3.284,mys,1962
3.261,mys,1963
3.154,mys,1964
2.997,mys,1965
2.828,mys,1966
2.686,mys,1967
2.579,mys,1968
2.519,mys,1969
2.492,mys,1970
2.477,mys,1971
2.457,mys,1972
2.43,mys,1973
2.39,mys,1974
2.348,mys,1975
2.309,mys,1976
2.288,mys,1977
2.296,mys,1978
2.34,mys,1979
2.407,mys,1980
2.472,mys,1981
2.531,mys,1982
2.602,mys,1983
2.686,mys,1984
2.772,mys,1985
2.86,mys,1986
2.926,mys,1987
2.94,mys,1988
2.892,mys,1989
2.805,mys,1990
2.705,mys,1991
2.618,mys,1992
2.556,mys,1993
2.527,mys,1994
2.519,mys,1995
2.508,mys,1996
2.484,mys,1997
2.453,mys,1998
2.413,mys,1999
2.365,mys,2000
2.321,mys,2001
2.272,mys,2002
2.198,mys,2003
2.094,mys,2004
1.973,mys,2005
1.845,mys,2006
1.733,mys,2007
1.653,mys,2008
1.614,mys,2009
1.603,mys,2010
1.6,mys,2011
2.626,mdv,1960
2.712,mdv,1961
2.76,mdv,1962
2.74,mdv,1963
2.638,mdv,1964
2.498,mdv,1965
2.321,mdv,1966
2.192,mdv,1967
2.202,mdv,1968
2.386,mdv,1969
2.677,mdv,1970
3.009,mdv,1971
3.264,mdv,1972
3.37,mdv,1973
3.288,mdv,1974
3.096,mdv,1975
2.87,mdv,1976
2.716,mdv,1977
2.693,mdv,1978
2.838,mdv,1979
3.082,mdv,1980
3.331,mdv,1981
3.505,mdv,1982
3.603,mdv,1983
3.602,mdv,1984
3.533,mdv,1985
3.45,mdv,1986
3.369,mdv,1987
3.26,mdv,1988
3.12,mdv,1989
2.963,mdv,1990
2.801,mdv,1991
2.644,mdv,1992
2.493,mdv,1993
2.35,mdv,1994
2.218,mdv,1995
2.088,mdv,1996
1.966,mdv,1997
1.861,mdv,1998
1.778,mdv,1999
1.711,mdv,2000
1.653,mdv,2001
1.598,mdv,2002
1.546,mdv,2003
1.497,mdv,2004
1.451,mdv,2005
1.406,mdv,2006
1.367,mdv,2007
1.339,mdv,2008
1.326,mdv,2009
1.321,mdv,2010
1.32,mdv,2011
1.257,mli,1960
1.255,mli,1961
1.259,mli,1962
1.275,mli,1963
1.306,mli,1964
1.349,mli,1965
1.392,mli,1966
1.436,mli,1967
1.491,mli,1968
1.56,mli,1969
1.635,mli,1970
1.715,mli,1971
1.787,mli,1972
1.834,mli,1973
1.849,mli,1974
1.844,mli,1975
1.823,mli,1976
1.809,mli,1977
1.822,mli,1978
1.872,mli,1979
1.942,mli,1980
2.037,mli,1981
2.109,mli,1982
2.097,mli,1983
1.979,mli,1984
1.803,mli,1985
1.602,mli,1986
1.459,mli,1987
1.443,mli,1988
1.594,mli,1989
1.857,mli,1990
2.15,mli,1991
2.396,mli,1992
2.575,mli,1993
2.661,mli,1994
2.685,mli,1995
2.694,mli,1996
2.723,mli,1997
2.769,mli,1998
2.84,mli,1999
2.925,mli,2000
3.004,mli,2001
3.063,mli,2002
3.103,mli,2003
3.119,mli,2004
3.117,mli,2005
3.109,mli,2006
3.1,mli,2007
3.084,mli,2008
3.063,mli,2009
3.039,mli,2010
3.01,mli,2011
4.007,mlt,1960
-0.3989,mlt,1961
-0.4159,mlt,1962
-0.4177,mlt,1963
-0.4039,mlt,1964
-0.7656,mlt,1965
-1.136,mlt,1966
-1.165,mlt,1967
-1.178,mlt,1968
-1.176,mlt,1969
-0.5437,mlt,1970
0.01652,mlt,1971
-0.08262,mlt,1972
-0.08269,mlt,1973
-0.06753,mlt,1974
0.7344,mlt,1975
0.5089,mlt,1976
0.3904,mlt,1977
1.041,mlt,1978
1.014,mlt,1979
1.049,mlt,1980
0.7353,mlt,1981
2.145,mlt,1982
1.409,mlt,1983
0.02087,mlt,1984
1.757,mlt,1985
1.671,mlt,1986
0.6886,mlt,1987
0.821,mlt,1988
0.9733,mlt,1989
0.9783,mlt,1990
0.9993,mlt,1991
0.9828,mlt,1992
0.9488,mlt,1993
0.8837,mlt,1994
0.675,mlt,1995
0.6066,mlt,1996
0.6816,mlt,1997
0.6058,mlt,1998
0.4873,mlt,1999
0.5266,mlt,2000
3.013,mlt,2001
0.7455,mlt,2002
0.6577,mlt,2003
0.6716,mlt,2004
0.6382,mlt,2005
0.6346,mlt,2006
0.648,mlt,2007
0.7065,mlt,2008
0.4942,mlt,2009
0.4829,mlt,2010
0.7198,mlt,2011
1.907,mhl,1960
2.619,mhl,1961
3.223,mhl,1962
3.577,mhl,1963
3.603,mhl,1964
3.426,mhl,1965
3.172,mhl,1966
3.026,mhl,1967
3.095,mhl,1968
3.406,mhl,1969
3.874,mhl,1970
4.374,mhl,1971
4.725,mhl,1972
4.802,mhl,1973
4.566,mhl,1974
4.167,mhl,1975
3.718,mhl,1976
3.407,mhl,1977
3.326,mhl,1978
3.522,mhl,1979
3.881,mhl,1980
4.204,mhl,1981
4.413,mhl,1982
4.574,mhl,1983
4.681,mhl,1984
4.715,mhl,1985
4.761,mhl,1986
4.723,mhl,1987
4.442,mhl,1988
3.891,mhl,1989
3.193,mhl,1990
2.467,mhl,1991
1.84,mhl,1992
1.35,mhl,1993
1.044,mhl,1994
0.8723,mhl,1995
0.7442,mhl,1996
0.5976,mhl,1997
0.4497,mhl,1998
0.2884,mhl,1999
0.1247,mhl,2000
-0.02685,mhl,2001
-0.1248,mhl,2002
-0.1422,mhl,2003
-0.04617,mhl,2004
0.1327,mhl,2005
0.3319,mhl,2006
0.5291,mhl,2007
0.746,mhl,2008
0.9711,mhl,2009
1.195,mhl,2010
1.429,mhl,2011
2.807,mrt,1960
2.819,mrt,1961
2.826,mrt,1962
2.829,mrt,1963
2.828,mrt,1964
2.825,mrt,1965
2.819,mrt,1966
2.815,mrt,1967
2.822,mrt,1968
2.843,mrt,1969
2.871,mrt,1970
2.899,mrt,1971
2.92,mrt,1972
2.935,mrt,1973
2.939,mrt,1974
2.937,mrt,1975
2.932,mrt,1976
2.924,mrt,1977
2.915,mrt,1978
2.903,mrt,1979
2.889,mrt,1980
2.879,mrt,1981
2.865,mrt,1982
2.837,mrt,1983
2.792,mrt,1984
2.738,mrt,1985
2.682,mrt,1986
2.639,mrt,1987
2.622,mrt,1988
2.637,mrt,1989
2.674,mrt,1990
2.714,mrt,1991
2.748,mrt,1992
2.777,mrt,1993
2.799,mrt,1994
2.814,mrt,1995
2.823,mrt,1996
2.831,mrt,1997
2.843,mrt,1998
2.861,mrt,1999
2.879,mrt,2000
2.895,mrt,2001
2.897,mrt,2002
2.875,mrt,2003
2.823,mrt,2004
2.752,mrt,2005
2.678,mrt,2006
2.608,mrt,2007
2.538,mrt,2008
2.469,mrt,2009
2.403,mrt,2010
2.336,mrt,2011
2.86,mus,1960
3.195,mus,1961
2.837,mus,1962
2.609,mus,1963
2.408,mus,1964
2.232,mus,1965
2.078,mus,1966
1.946,mus,1967
1.832,mus,1968
1.737,mus,1969
1.66,mus,1970
1.589,mus,1971
1.516,mus,1972
1.487,mus,1973
1.517,mus,1974
1.577,mus,1975
1.613,mus,1976
1.627,mus,1977
1.621,mus,1978
1.587,mus,1979
1.521,mus,1980
1.35,mus,1981
1.18,mus,1982
1.009,mus,1983
0.8388,mus,1984
0.6682,mus,1985
0.8507,mus,1986
0.7854,mus,1987
0.7794,mus,1988
0.7733,mus,1989
0.9351,mus,1990
1.079,mus,1991
1.316,mus,1992
1.186,mus,1993
1.4,mus,1994
0.8599,mus,1995
1.023,mus,1996
1.252,mus,1997
1.051,mus,1998
1.271,mus,1999
0.9827,mus,2000
1.09,mus,2001
0.856,mus,2002
1.037,mus,2003
0.8611,mus,2004
0.7968,mus,2005
0.7568,mus,2006
0.6132,mus,2007
0.6455,mus,2008
0.5085,mus,2009
0.461,mus,2010
0.3995,mus,2011
4.781,myt,1960
3.294,mex,1960
3.24,mex,1961
3.181,mex,1962
3.118,mex,1963
3.054,mex,1964
2.993,mex,1965
2.923,mex,1966
2.862,mex,1967
2.842,mex,1968
2.873,mex,1969
2.931,mex,1970
2.989,mex,1971
3.021,mex,1972
3.023,mex,1973
2.986,mex,1974
2.919,mex,1975
2.856,mex,1976
2.791,mex,1977
2.691,mex,1978
2.551,mex,1979
2.389,mex,1980
2.217,mex,1981
2.069,mex,1982
1.979,mex,1983
1.961,mex,1984
1.991,mex,1985
2.035,mex,1986
2.059,mex,1987
2.059,mex,1988
2.024,mex,1989
1.965,mex,1990
1.9,mex,1991
1.844,mex,1992
1.796,mex,1993
1.759,mex,1994
1.729,mex,1995
1.704,mex,1996
1.672,mex,1997
1.622,mex,1998
1.546,mex,1999
1.457,mex,2000
1.361,mex,2001
1.279,mex,2002
1.228,mex,2003
1.218,mex,2004
1.236,mex,2005
1.261,mex,2006
1.277,mex,2007
1.279,mex,2008
1.263,mex,2009
1.233,mex,2010
1.201,mex,2011
3.231,fsm,1960
3.134,fsm,1961
3.066,fsm,1962
3.092,fsm,1963
3.237,fsm,1964
3.417,fsm,1965
3.689,fsm,1966
3.842,fsm,1967
3.628,fsm,1968
2.974,fsm,1969
2.081,fsm,1970
1.091,fsm,1971
0.3087,fsm,1972
-0.01445,fsm,1973
0.2982,fsm,1974
1.065,fsm,1975
1.945,fsm,1976
2.641,fsm,1977
3.143,fsm,1978
3.357,fsm,1979
3.367,fsm,1980
3.361,fsm,1981
3.377,fsm,1982
3.301,fsm,1983
3.13,fsm,1984
2.901,fsm,1985
2.613,fsm,1986
2.345,fsm,1987
2.2,fsm,1988
2.219,fsm,1989
2.325,fsm,1990
2.492,fsm,1991
2.564,fsm,1992
2.405,fsm,1993
1.951,fsm,1994
1.322,fsm,1995
0.6238,fsm,1996
0.03984,fsm,1997
-0.3173,fsm,1998
-0.3426,fsm,1999
-0.125,fsm,2000
0.1744,fsm,2001
0.4074,fsm,2002
0.5526,fsm,2003
0.5533,fsm,2004
0.4516,fsm,2005
0.3376,fsm,2006
0.2756,fsm,2007
0.2495,fsm,2008
0.2796,fsm,2009
0.35,fsm,2010
0.4295,fsm,2011
2.514,mda,1960
2.38,mda,1961
2.238,mda,1962
2.093,mda,1963
1.953,mda,1964
1.82,mda,1965
1.679,mda,1966
1.544,mda,1967
1.45,mda,1968
1.407,mda,1969
1.398,mda,1970
1.409,mda,1971
1.407,mda,1972
1.364,mda,1973
1.266,mda,1974
1.134,mda,1975
0.9864,mda,1976
0.8657,mda,1977
0.8028,mda,1978
0.8179,mda,1979
0.8853,mda,1980
0.9623,mda,1981
1.013,mda,1982
1.035,mda,1983
1.015,mda,1984
0.9597,mda,1985
0.8965,mda,1986
0.8271,mda,1987
0.7273,mda,1988
0.5922,mda,1989
0.4298,mda,1990
0.2584,mda,1991
0.08387,mda,1992
-0.1039,mda,1993
-0.3046,mda,1994
-0.5129,mda,1995
-0.2002,mda,1996
-0.2209,mda,1997
-0.1883,mda,1998
-0.1581,mda,1999
-0.2034,mda,2000
-0.2236,mda,2001
-0.2316,mda,2002
-0.2817,mda,2003
-0.2476,mda,2004
-0.2431,mda,2005
-0.2691,mda,2006
-0.2406,mda,2007
-0.1902,mda,2008
-0.1262,mda,2009
-0.09936,mda,2010
-0.086,mda,2011
1.31,mco,1960
0.9353,mco,1961
0.5979,mco,1962
0.3775,mco,1963
0.3584,mco,1964
0.467,mco,1965
0.6004,mco,1966
0.6967,mco,1967
0.8125,mco,1968
0.9168,mco,1969
1.023,mco,1970
1.171,mco,1971
1.302,mco,1972
1.321,mco,1973
1.2,mco,1974
1.003,mco,1975
0.7446,mco,1976
0.5549,mco,1977
0.5284,mco,1978
0.7196,mco,1979
1.064,mco,1980
1.45,mco,1981
1.764,mco,1982
1.945,mco,1983
1.965,mco,1984
1.871,mco,1985
1.748,mco,1986
1.657,mco,1987
1.576,mco,1988
1.512,mco,1989
1.464,mco,1990
1.395,mco,1991
1.316,mco,1992
1.28,mco,1993
1.298,mco,1994
1.342,mco,1995
1.417,mco,1996
1.45,mco,1997
1.374,mco,1998
1.143,mco,1999
0.8175,mco,2000
0.4601,mco,2001
0.1501,mco,2002
-0.05095,mco,2003
-0.1161,mco,2004
-0.06237,mco,2005
0.01985,mco,2006
0.07936,mco,2007
0.1161,mco,2008
0.116,mco,2009
0.08476,mco,2010
0.05647,mco,2011
2.553,mng,1960
2.76,mng,1961
2.933,mng,1962
3.033,mng,1963
3.044,mng,1964
2.996,mng,1965
2.928,mng,1966
2.877,mng,1967
2.854,mng,1968
2.868,mng,1969
2.905,mng,1970
2.943,mng,1971
2.961,mng,1972
2.948,mng,1973
2.897,mng,1974
2.824,mng,1975
2.748,mng,1976
2.685,mng,1977
2.637,mng,1978
2.61,mng,1979
2.597,mng,1980
2.558,mng,1981
2.514,mng,1982
2.523,mng,1983
2.597,mng,1984
2.696,mng,1985
2.824,mng,1986
2.887,mng,1987
2.778,mng,1988
2.459,mng,1989
2.013,mng,1990
1.535,mng,1991
1.134,mng,1992
0.8567,mng,1993
0.7516,mng,1994
0.7731,mng,1995
0.8308,mng,1996
0.867,mng,1997
0.903,mng,1998
0.9238,mng,1999
0.9378,mng,2000
0.9553,mng,2001
0.9947,mng,2002
1.065,mng,2003
1.171,mng,2004
1.299,mng,2005
1.434,mng,2006
1.55,mng,2007
1.624,mng,2008
1.643,mng,2009
1.622,mng,2010
1.588,mng,2011
1.752,mne,1960
1.846,mne,1961
1.883,mne,1962
1.788,mne,1963
1.529,mne,1964
1.172,mne,1965
0.7631,mne,1966
0.4249,mne,1967
0.2591,mne,1968
0.3331,mne,1969
0.5763,mne,1970
0.8613,mne,1971
1.082,mne,1972
1.231,mne,1973
1.271,mne,1974
1.227,mne,1975
1.201,mne,1976
1.184,mne,1977
1.068,mne,1978
0.8325,mne,1979
0.5279,mne,1980
0.1686,mne,1981
-0.1299,mne,1982
-0.2384,mne,1983
-0.08022,mne,1984
0.2674,mne,1985
0.6617,mne,1986
0.9825,mne,1987
1.221,mne,1988
1.333,mne,1989
1.343,mne,1990
1.359,mne,1991
1.366,mne,1992
1.241,mne,1993
0.9582,mne,1994
0.5745,mne,1995
0.1389,mne,1996
-0.2468,mne,1997
-0.503,mne,1998
-0.5678,mne,1999
-0.4862,mne,2000
-0.3653,mne,2001
-0.2709,mne,2002
-0.1742,mne,2003
-0.09375,mne,2004
-0.0276,mne,2005
0.05344,mne,2006
0.1415,mne,2007
0.1946,mne,2008
0.1985,mne,2009
0.1672,mne,2010
0.122,mne,2011
2.761,mar,1960
2.729,mar,1961
2.703,mar,1962
2.699,mar,1963
2.726,mar,1964
2.767,mar,1965
2.815,mar,1966
2.842,mar,1967
2.827,mar,1968
2.758,mar,1969
2.659,mar,1970
2.555,mar,1971
2.472,mar,1972
2.417,mar,1973
2.398,mar,1974
2.406,mar,1975
2.407,mar,1976
2.405,mar,1977
2.43,mar,1978
2.486,mar,1979
2.556,mar,1980
2.629,mar,1981
2.676,mar,1982
2.668,mar,1983
2.592,mar,1984
2.47,mar,1985
2.339,mar,1986
2.22,mar,1987
2.107,mar,1988
2.007,mar,1989
1.917,mar,1990
