geo,population_aged_5_9_years_both_sexes_percent,time
bhs,6.965,2025
bhs,6.49,2030
bhs,6.265,2035
bhs,6.136,2040
bhs,5.791,2045
bhs,5.702,2050
bhr,13.91,1950
bhr,14.07,1955
bhr,14.01,1960
bhr,17.28,1965
bhr,15.67,1970
bhr,14.55,1975
bhr,11.53,1980
bhr,10.65,1985
bhr,10.57,1990
bhr,9.689,1995
bhr,9.816,2000
bhr,8.929,2005
bhr,8.776,2010
bhr,7.832,2015
bhr,7.256,2020
bhr,6.66,2025
bhr,6.175,2030
bhr,6.031,2035
bhr,5.843,2040
bhr,5.641,2045
bhr,5.408,2050
bgd,12.53,1950
bgd,12.56,1955
bgd,14.03,1960
bgd,14.18,1965
bgd,14.4,1970
bgd,14.53,1975
bgd,14.79,1980
bgd,14.96,1985
bgd,14.58,1990
bgd,13.4,1995
bgd,12.2,2000
bgd,11.35,2005
bgd,10.48,2010
bgd,9.2,2015
bgd,8.654,2020
bgd,8.2,2025
bgd,7.688,2030
bgd,7.131,2035
bgd,6.607,2040
bgd,6.267,2045
bgd,6.096,2050
brb,10.43,1950
brb,11.95,1955
brb,12.5,1960
brb,13.14,1965
brb,13.45,1970
brb,10.16,1975
brb,10.48,1980
brb,8.235,1985
brb,8.108,1990
brb,7.722,1995
brb,7.115,2000
brb,5.952,2005
brb,5.469,2010
brb,5.426,2015
brb,5.364,2020
brb,5.344,2025
brb,5.0,2030
brb,4.724,2035
brb,4.762,2040
brb,4.898,2045
brb,5.042,2050
blr,7.361,1950
blr,8.01,1955
blr,9.613,1960
blr,11.07,1965
blr,10.14,1970
blr,7.965,1975
blr,7.578,1980
blr,7.44,1985
blr,7.943,1990
blr,7.831,1995
blr,6.067,2000
blr,4.817,2005
blr,4.754,2010
blr,5.098,2015
blr,5.059,2020
blr,4.802,2025
blr,4.473,2030
blr,4.189,2035
blr,4.143,2040
blr,4.335,2045
blr,4.494,2050
bel,6.282,1950
bel,7.829,1955
bel,7.691,1960
bel,8.019,1965
bel,8.141,1970
bel,7.434,1975
bel,6.705,1980
bel,6.205,1985
bel,6.01,1990
bel,5.92,1995
bel,5.955,2000
bel,5.636,2005
bel,5.467,2010
bel,5.644,2015
bel,5.558,2020
bel,5.559,2025
bel,5.468,2030
bel,5.36,2035
bel,5.289,2040
bel,5.308,2045
bel,5.36,2050
blz,11.59,1950
blz,12.82,1955
blz,14.89,1960
blz,17.14,1965
blz,15.57,1970
blz,15.67,1975
blz,15.97,1980
blz,14.11,1985
blz,14.66,1990
blz,14.16,1995
blz,13.89,2000
blz,12.77,2005
blz,11.46,2010
blz,10.5,2015
blz,9.893,2020
blz,9.181,2025
blz,8.372,2030
blz,7.726,2035
blz,6.992,2040
blz,6.517,2045
blz,6.324,2050
ben,11.71,1950
ben,11.53,1955
ben,11.9,1960
ben,12.68,1965
ben,13.52,1970
ben,14.12,1975
ben,14.33,1980
ben,14.68,1985
ben,14.82,1990
ben,14.59,1995
ben,14.73,2000
ben,14.39,2005
ben,14.08,2010
ben,14.03,2015
ben,13.64,2020
ben,12.9,2025
ben,12.1,2030
ben,11.35,2035
ben,10.71,2040
ben,10.11,2045
ben,9.508,2050
btn,13.69,1950
btn,13.78,1955
btn,12.89,1960
btn,13.28,1965
btn,13.51,1970
btn,13.09,1975
btn,13.48,1980
btn,14.14,1985
btn,14.08,1990
btn,15.19,1995
btn,13.9,2000
btn,10.94,2005
btn,10.17,2010
btn,8.961,2015
btn,8.77,2020
btn,8.439,2025
btn,7.769,2030
btn,6.852,2035
btn,6.425,2040
btn,6.244,2045
btn,6.219,2050
bol,12.94,1950
bol,13.6,1955
bol,13.76,1960
bol,13.92,1965
bol,13.87,1970
bol,13.91,1975
bol,14.3,1980
bol,13.68,1985
bol,13.48,1990
bol,13.41,1995
bol,13.51,2000
bol,12.63,2005
bol,12.06,2010
bol,11.2,2015
bol,10.41,2020
bol,9.636,2025
bol,8.928,2030
bol,8.272,2035
bol,7.654,2040
bol,7.107,2045
bol,6.647,2050
bih,10.44,1950
bih,12.49,1955
bih,13.24,1960
bih,12.6,1965
bih,11.87,1970
bih,10.03,1975
bih,8.945,1980
bih,8.026,1985
bih,8.128,1990
bih,7.921,1995
bih,6.008,2000
bih,5.82,2005
bih,4.815,2010
bih,4.561,2015
bih,4.489,2020
bih,4.408,2025
bih,4.206,2030
bih,3.988,2035
bih,3.833,2040
bih,3.84,2045
bih,3.922,2050
bwa,13.35,1950
bwa,12.37,1955
bwa,15.71,1960
bwa,15.94,1965
bwa,15.61,1970
bwa,15.42,1975
bwa,15.26,1980
bwa,15.6,1985
bwa,15.4,1990
bwa,14.07,1995
bwa,12.66,2000
bwa,11.74,2005
bwa,10.67,2010
bwa,10.69,2015
bwa,10.46,2020
bwa,10.01,2025
bwa,9.408,2030
bwa,8.856,2035
bwa,8.462,2040
bwa,8.203,2045
bwa,7.904,2050
bra,12.99,1950
bra,13.7,1955
bra,14.33,1960
bra,14.34,1965
bra,14.55,1970
bra,13.24,1975
bra,12.39,1980
bra,12.36,1985
bra,12.24,1990
bra,10.84,1995
bra,9.552,2000
bra,9.323,2005
bra,8.816,2010
bra,7.474,2015
bra,6.581,2020
bra,6.092,2025
bra,5.646,2030
bra,5.299,2035
bra,5.118,2040
bra,4.935,2045
bra,4.934,2050
brn,12.24,1950
brn,10.94,1955
brn,15.85,1960
brn,15.53,1965
brn,14.62,1970
brn,13.04,1975
brn,12.37,1980
brn,12.89,1985
brn,11.28,1990
brn,10.85,1995
brn,10.78,2000
brn,9.756,2005
brn,8.578,2010
brn,8.163,2015
brn,7.5,2020
brn,7.045,2025
brn,6.972,2030
brn,6.747,2035
brn,6.446,2040
brn,6.161,2045
brn,6.098,2050
bgr,8.413,1950
bgr,9.388,1955
bgr,8.747,1960
bgr,7.974,1965
bgr,7.446,1970
bgr,7.225,1975
bgr,7.448,1980
bgr,7.388,1985
bgr,6.633,1990
bgr,6.235,1995
bgr,5.107,2000
bgr,4.212,2005
bgr,4.401,2010
bgr,4.888,2015
bgr,4.946,2020
bgr,4.71,2025
bgr,4.406,2030
bgr,4.22,2035
bgr,4.328,2040
bgr,4.632,2045
bgr,4.841,2050
bfa,13.06,1950
bfa,12.61,1955
bfa,12.54,1960
bfa,13.43,1965
bfa,14.0,1970
bfa,14.48,1975
bfa,14.81,1980
bfa,15.19,1985
bfa,15.34,1990
bfa,15.24,1995
bfa,15.18,2000
bfa,14.79,2005
bfa,14.53,2010
bfa,15.89,2015
bfa,14.96,2020
bfa,13.91,2025
bfa,12.98,2030
bfa,12.28,2035
bfa,11.69,2040
bfa,11.03,2045
bfa,10.28,2050
bdi,13.11,1950
bdi,13.15,1955
bdi,14.76,1960
bdi,14.54,1965
bdi,14.39,1970
bdi,14.85,1975
bdi,14.29,1980
bdi,13.86,1985
bdi,14.77,1990
bdi,15.82,1995
bdi,15.36,2000
bdi,13.53,2005
bdi,12.15,2010
bdi,12.18,2015
bdi,12.18,2020
bdi,11.57,2025
bdi,10.56,2030
bdi,9.614,2035
bdi,9.033,2040
bdi,8.775,2045
bdi,8.521,2050
khm,13.62,1950
khm,13.67,1955
khm,13.69,1960
khm,13.9,1965
khm,14.07,1970
khm,14.34,1975
khm,13.71,1980
khm,11.37,1985
khm,16.63,1990
khm,15.28,1995
khm,14.72,2000
khm,12.26,2005
khm,10.24,2010
khm,10.05,2015
khm,10.09,2020
khm,9.851,2025
khm,9.079,2030
khm,8.186,2035
khm,7.593,2040
khm,7.315,2045
khm,7.106,2050
cmr,12.7,1950
cmr,12.71,1955
cmr,13.15,1960
cmr,13.18,1965
cmr,13.67,1970
cmr,14.04,1975
cmr,14.46,1980
cmr,14.74,1985
cmr,15.06,1990
cmr,14.74,1995
cmr,14.31,2000
cmr,13.36,2005
cmr,13.46,2010
cmr,13.46,2015
cmr,12.79,2020
cmr,11.86,2025
cmr,11.06,2030
cmr,10.47,2035
cmr,10.01,2040
cmr,9.536,2045
cmr,9.0,2050
can,9.58,1950
can,11.03,1955
can,11.32,1960
can,11.48,1965
can,10.82,1970
can,8.361,1975
can,7.395,1980
can,7.027,1985
can,6.946,1990
can,6.798,1995
can,6.664,2000
can,5.726,2005
can,5.299,2010
can,5.238,2015
can,5.288,2020
can,5.404,2025
can,5.412,2030
can,5.296,2035
can,5.172,2040
can,5.154,2045
can,5.19,2050
cpv,10.27,1950
cpv,13.02,1955
cpv,15.74,1960
cpv,16.16,1965
cpv,16.85,1970
cpv,15.47,1975
cpv,14.14,1980
cpv,15.05,1985
cpv,16.06,1990
cpv,15.79,1995
cpv,14.61,2000
cpv,13.12,2005
cpv,11.89,2010
cpv,10.58,2015
cpv,10.14,2020
cpv,9.609,2025
cpv,8.978,2030
cpv,8.271,2035
cpv,7.58,2040
cpv,7.02,2045
cpv,6.553,2050
caf,11.56,1950
caf,11.52,1955
caf,12.18,1960
caf,12.74,1965
caf,13.07,1970
caf,13.49,1975
caf,13.71,1980
caf,13.64,1985
caf,14.12,1990
caf,14.01,1995
caf,13.54,2000
caf,13.77,2005
caf,13.41,2010
caf,12.69,2015
caf,12.17,2020
caf,11.6,2025
caf,11.01,2030
caf,10.51,2035
caf,9.929,2040
caf,9.399,2045
caf,8.916,2050
tcd,12.09,1950
tcd,11.99,1955
tcd,13.24,1960
tcd,13.39,1965
tcd,13.48,1970
tcd,13.65,1975
tcd,14.12,1980
tcd,14.71,1985
tcd,14.92,1990
tcd,14.94,1995
tcd,14.88,2000
tcd,14.89,2005
tcd,14.97,2010
tcd,14.65,2015
tcd,14.3,2020
tcd,13.89,2025
tcd,13.35,2030
tcd,12.68,2035
tcd,11.91,2040
tcd,11.17,2045
tcd,10.51,2050
chanisl,5.882,1950
chanisl,6.542,1955
chanisl,6.364,1960
chanisl,6.957,1965
chanisl,7.5,1970
chanisl,7.143,1975
chanisl,6.299,1980
chanisl,5.224,1985
chanisl,5.0,1990
chanisl,5.556,1995
chanisl,5.442,2000
chanisl,5.369,2005
chanisl,5.333,2010
chanisl,4.605,2015
chanisl,4.545,2020
chanisl,4.605,2025
chanisl,4.636,2030
chanisl,4.636,2035
chanisl,4.636,2040
chanisl,4.762,2045
chanisl,4.225,2050
chl,12.29,1950
chl,12.41,1955
chl,12.73,1960
chl,13.71,1965
chl,13.88,1970
chl,12.2,1975
chl,11.18,1980
chl,9.67,1985
chl,9.985,1990
chl,10.14,1995
chl,9.65,2000
chl,8.149,2005
chl,7.22,2010
chl,6.967,2015
chl,6.765,2020
chl,6.483,2025
chl,6.249,2030
chl,5.965,2035
chl,5.72,2040
chl,5.569,2045
chl,5.499,2050
chn,10.23,1950
chn,11.5,1955
chn,14.25,1960
chn,12.15,1965
chn,13.21,1970
chn,14.11,1975
chn,12.47,1980
chn,9.163,1985
chn,9.007,1990
chn,10.25,1995
chn,8.428,2000
chn,7.224,2005
chn,6.424,2010
chn,6.262,2015
chn,6.381,2020
chn,6.151,2025
chn,5.581,2030
chn,5.161,2035
chn,5.035,2040
chn,5.105,2045
chn,5.141,2050
col,13.42,1950
col,14.69,1955
col,15.5,1960
col,15.35,1965
col,15.43,1970
col,14.99,1975
col,13.09,1980
col,12.85,1985
col,12.21,1990
col,11.59,1995
col,11.09,2000
col,10.25,2005
col,9.544,2010
col,9.069,2015
col,8.466,2020
col,7.972,2025
col,7.505,2030
col,7.075,2035
col,6.691,2040
col,6.336,2045
col,6.086,2050
com,12.26,1950
com,11.86,1955
com,14.06,1960
com,15.09,1965
com,15.25,1970
com,14.87,1975
com,14.94,1980
com,15.36,1985
com,16.51,1990
com,14.23,1995
com,13.07,2000
com,12.5,2005
com,12.57,2010
com,12.79,2015
com,11.9,2020
com,10.71,2025
com,9.856,2030
com,9.387,2035
com,9.164,2040
com,8.766,2045
com,8.15,2050
cod,14.02,1950
cod,14.1,1955
cod,13.96,1960
cod,14.09,1965
cod,14.25,1970
cod,14.42,1975
cod,14.6,1980
cod,14.78,1985
cod,15.17,1990
cod,15.53,1995
cod,15.67,2000
cod,15.47,2005
cod,15.37,2010
cod,14.6,2015
cod,14.14,2020
cod,13.6,2025
cod,12.83,2030
cod,11.96,2035
cod,11.1,2040
cod,10.35,2045
cod,9.659,2050
cog,12.87,1950
cog,12.95,1955
cog,13.35,1960
cog,13.69,1965
cog,14.16,1970
cog,14.57,1975
cog,14.78,1980
cog,14.93,1985
cog,14.6,1990
cog,14.17,1995
cog,14.16,2000
cog,13.29,2005
cog,13.46,2010
cog,12.76,2015
cog,11.88,2020
cog,11.33,2025
cog,10.62,2030
cog,9.978,2035
cog,9.416,2040
cog,8.926,2045
cog,8.467,2050
cri,12.11,1950
cri,13.21,1955
cri,15.07,1960
cri,15.36,1965
cri,15.82,1970
cri,13.79,1975
cri,11.75,1980
cri,11.91,1985
cri,12.01,1990
cri,12.01,1995
cri,10.66,2000
cri,9.4,2005
cri,8.533,2010
cri,7.525,2015
cri,7.446,2020
cri,6.937,2025
cri,6.594,2030
cri,6.233,2035
cri,5.962,2040
cri,5.771,2045
cri,5.634,2050
civ,13.82,1950
civ,13.04,1955
civ,13.33,1960
civ,13.71,1965
civ,14.09,1970
civ,14.35,1975
civ,14.68,1980
civ,15.18,1985
civ,14.85,1990
civ,14.08,1995
civ,13.68,2000
civ,13.54,2005
civ,13.51,2010
civ,12.98,2015
civ,12.41,2020
civ,11.69,2025
civ,10.98,2030
civ,10.36,2035
civ,9.783,2040
civ,9.229,2045
civ,8.687,2050
hrv,7.736,1950
hrv,9.579,1955
hrv,9.347,1960
hrv,8.323,1965
hrv,7.552,1970
hrv,6.917,1975
hrv,6.945,1980
hrv,7.085,1985
hrv,7.061,1990
hrv,6.146,1995
hrv,5.662,2000
hrv,5.425,2005
hrv,4.717,2010
hrv,4.831,2015
hrv,4.932,2020
hrv,4.891,2025
hrv,4.761,2030
hrv,4.638,2035
hrv,4.569,2040
hrv,4.674,2045
hrv,4.835,2050
cub,12.1,1950
cub,11.5,1955
cub,12.18,1960
cub,10.88,1965
cub,13.84,1970
cub,12.77,1975
cub,11.4,1980
cub,7.418,1985
cub,7.243,1990
cub,8.084,1995
cub,6.466,2000
cub,6.405,2005
cub,5.81,2010
cub,5.11,2015
cub,4.922,2020
cub,4.771,2025
cub,4.564,2030
cub,4.33,2035
cub,4.116,2040
cub,3.997,2045
cub,3.928,2050
cyp,10.71,1950
cyp,12.24,1955
cyp,11.87,1960
cyp,11.32,1965
cyp,10.59,1970
cyp,8.388,1975
cyp,7.201,1980
cyp,7.87,1985
cyp,8.798,1990
cyp,8.345,1995
cyp,7.878,2000
cyp,6.459,2005
cyp,5.568,2010
cyp,5.514,2015
cyp,5.67,2020
cyp,5.72,2025
cyp,5.703,2030
cyp,5.433,2035
cyp,5.202,2040
cyp,5.153,2045
cyp,5.281,2050
cze,8.089,1950
cze,9.472,1955
cze,8.84,1960
cze,7.395,1965
cze,7.009,1970
cze,6.857,1975
cze,8.228,1980
cze,8.467,1985
cze,6.705,1990
cze,6.269,1995
cze,5.79,2000
cze,4.345,2005
cze,4.524,2010
cze,5.234,2015
cze,5.364,2020
cze,5.097,2025
cze,4.781,2030
cze,4.529,2035
cze,4.587,2040
cze,4.905,2045
cze,5.227,2050
dnk,9.202,1950
dnk,9.439,1955
dnk,8.1,1960
dnk,7.733,1965
dnk,7.955,1970
dnk,7.686,1975
dnk,7.104,1980
dnk,6.141,1985
dnk,5.195,1990
dnk,5.682,1995
dnk,6.484,2000
dnk,6.313,2005
dnk,5.986,2010
dnk,5.776,2015
dnk,5.418,2020
dnk,5.386,2025
dnk,5.575,2030
dnk,5.691,2035
dnk,5.616,2040
dnk,5.466,2045
dnk,5.335,2050
dji,14.52,1950
dji,15.94,1955
dji,14.29,1960
dji,14.53,1965
dji,15.0,1970
dji,15.25,1975
dji,14.71,1980
dji,14.39,1985
dji,14.31,1990
dji,14.45,1995
dji,13.97,2000
dji,12.53,2005
dji,11.83,2010
dji,11.11,2015
dji,10.51,2020
dji,10.18,2025
dji,9.715,2030
dji,9.163,2035
dji,8.595,2040
dji,8.114,2045
dji,7.771,2050
dom,15.07,1950
dom,14.9,1955
dom,15.58,1960
dom,16.19,1965
dom,16.12,1970
dom,15.35,1975
dom,14.3,1980
dom,13.32,1985
dom,12.93,1990
dom,12.38,1995
dom,11.88,2000
dom,10.9,2005
dom,10.44,2010
dom,9.936,2015
dom,9.293,2020
dom,8.679,2025
dom,8.142,2030
dom,7.671,2035
dom,7.261,2040
dom,6.875,2045
dom,6.525,2050
ecu,12.69,1950
ecu,12.98,1955
ecu,14.64,1960
ecu,14.54,1965
ecu,14.58,1970
ecu,14.52,1975
ecu,14.17,1980
ecu,13.81,1985
ecu,13.1,1990
ecu,12.18,1995
ecu,11.4,2000
ecu,11.05,2005
ecu,10.26,2010
ecu,9.338,2015
ecu,8.676,2020
ecu,8.205,2025
ecu,7.721,2030
ecu,7.255,2035
ecu,6.812,2040
ecu,6.436,2045
ecu,6.104,2050
egy,11.42,1950
egy,14.16,1955
egy,14.17,1960
egy,14.5,1965
egy,14.15,1970
egy,13.95,1975
egy,13.52,1980
egy,13.96,1985
egy,14.01,1990
egy,14.41,1995
egy,11.66,2000
egy,11.0,2005
egy,10.69,2010
egy,10.47,2015
egy,10.0,2020
egy,9.186,2025
egy,8.438,2030
egy,7.953,2035
egy,7.637,2040
egy,7.312,2045
egy,6.895,2050
slv,13.85,1950
slv,13.57,1955
slv,14.76,1960
slv,15.07,1965
slv,15.4,1970
slv,15.08,1975
slv,15.08,1980
slv,14.86,1985
slv,13.64,1990
slv,12.94,1995
slv,12.85,2000
slv,12.31,2005
slv,9.931,2010
slv,9.26,2015
slv,9.098,2020
slv,8.815,2025
slv,8.469,2030
slv,7.706,2035
slv,7.088,2040
slv,6.639,2045
slv,6.332,2050
gnq,11.06,1950
gnq,10.92,1955
gnq,12.2,1960
gnq,12.18,1965
gnq,12.29,1970
gnq,15.48,1975
gnq,14.48,1980
gnq,9.554,1985
gnq,12.2,1990
gnq,15.04,1995
gnq,14.72,2000
gnq,13.77,2005
gnq,13.11,2010
gnq,13.19,2015
gnq,13.24,2020
gnq,12.98,2025
gnq,12.28,2030
gnq,11.55,2035
gnq,10.91,2040
gnq,10.42,2045
gnq,9.965,2050
eri,14.44,1950
eri,14.65,1955
eri,13.96,1960
eri,14.67,1965
eri,15.04,1970
eri,14.99,1975
eri,15.87,1980
eri,16.89,1985
eri,14.53,1990
eri,15.66,1995
eri,14.78,2000
eri,13.33,2005
eri,13.88,2010
eri,14.0,2015
eri,13.14,2020
eri,11.87,2025
eri,10.71,2030
eri,10.01,2035
eri,9.666,2040
eri,9.383,2045
eri,8.928,2050
est,7.916,1950
est,8.11,1955
est,7.825,1960
est,7.68,1965
est,7.551,1970
est,6.913,1975
est,7.478,1980
est,7.344,1985
est,7.384,1990
est,7.778,1995
est,5.612,2000
est,4.606,2005
est,4.858,2010
est,5.843,2015
est,6.297,2020
est,6.198,2025
est,5.688,2030
est,5.082,2035
est,4.921,2040
est,5.305,2045
est,5.677,2050
eth,13.98,1950
eth,14.26,1955
eth,13.8,1960
eth,13.77,1965
eth,14.23,1970
eth,14.42,1975
eth,14.38,1980
eth,14.22,1985
eth,14.4,1990
eth,14.92,1995
eth,15.3,2000
eth,14.85,2005
eth,14.12,2010
eth,13.82,2015
eth,13.22,2020
eth,12.51,2025
eth,11.72,2030
eth,10.9,2035
eth,10.12,2040
eth,9.445,2045
eth,8.81,2050
fji,15.28,1950
fji,15.48,1955
fji,15.99,1960
fji,16.2,1965
fji,15.06,1970
fji,13.0,1975
fji,13.0,1980
fji,13.26,1985
fji,12.71,1990
fji,11.44,1995
fji,11.49,2000
fji,11.23,2005
fji,10.3,2010
fji,9.497,2015
fji,8.906,2020
fji,8.398,2025
fji,8.061,2030
fji,7.667,2035
fji,7.328,2040
fji,6.84,2045
fji,6.374,2050
fin,9.352,1950
fin,11.66,1955
fin,9.977,1960
fin,8.896,1965
fin,8.317,1970
fin,7.428,1975
fin,6.275,1980
fin,6.611,1985
fin,6.557,1990
fin,6.168,1995
fin,6.341,2000
fin,5.666,2005
fin,5.406,2010
fin,5.488,2015
fin,5.551,2020
fin,5.529,2025
fin,5.447,2030
fin,5.315,2035
fin,5.201,2040
fin,5.209,2045
fin,5.272,2050
fra,6.49,1950
fra,9.168,1955
fra,8.663,1960
fra,8.406,1965
fra,8.436,1970
fra,7.91,1975
fra,7.711,1980
fra,6.66,1985
fra,6.793,1990
fra,6.555,1995
fra,6.131,2000
fra,6.071,2005
fra,6.294,2010
fra,6.155,2015
fra,5.792,2020
fra,5.617,2025
fra,5.48,2030
fra,5.434,2035
fra,5.49,2040
fra,5.518,2045
fra,5.456,2050
guf,8.0,1950
guf,10.71,1955
guf,12.5,1960
guf,12.82,1965
guf,12.77,1970
guf,12.5,1975
guf,11.76,1980
guf,11.76,1985
guf,12.07,1990
guf,10.71,1995
guf,12.73,2000
guf,11.88,2005
guf,11.59,2010
guf,10.31,2015
guf,9.622,2020
guf,9.317,2025
guf,9.04,2030
guf,8.571,2035
guf,7.99,2040
guf,7.551,2045
guf,7.143,2050
pyf,15.0,1950
pyf,15.71,1955
pyf,15.38,1960
pyf,15.38,1965
pyf,15.6,1970
pyf,14.84,1975
pyf,13.25,1980
pyf,12.07,1985
pyf,11.86,1990
pyf,13.02,1995
pyf,9.283,2000
pyf,9.375,2005
pyf,8.519,2010
pyf,8.304,2015
pyf,7.843,2020
pyf,7.524,2025
pyf,6.991,2030
pyf,6.49,2035
pyf,6.122,2040
pyf,6.0,2045
pyf,5.949,2050
gab,9.149,1950
gab,8.996,1955
gab,10.08,1960
gab,10.2,1965
gab,10.57,1970
gab,11.11,1975
gab,12.19,1980
gab,13.05,1985
gab,13.69,1990
gab,13.8,1995
gab,14.17,2000
gab,12.8,2005
gab,11.73,2010
gab,11.1,2015
gab,10.63,2020
gab,10.13,2025
gab,9.58,2030
gab,8.965,2035
gab,8.443,2040
gab,8.029,2045
gab,7.646,2050
gmb,12.79,1950
gmb,13.17,1955
gmb,10.97,1960
gmb,11.62,1965
gmb,12.59,1970
gmb,13.2,1975
gmb,13.66,1980
gmb,14.15,1985
gmb,13.97,1990
gmb,13.94,1995
gmb,14.19,2000
gmb,14.27,2005
gmb,14.0,2010
gmb,13.5,2015
gmb,12.91,2020
gmb,12.31,2025
gmb,11.7,2030
gmb,11.04,2035
gmb,10.43,2040
gmb,9.815,2045
gmb,9.25,2050
geo,7.54,1950
geo,7.708,1955
geo,9.661,1960
geo,10.94,1965
geo,10.98,1970
geo,9.008,1975
geo,8.557,1980
geo,8.206,1985
geo,8.315,1990
geo,8.48,1995
geo,7.528,2000
geo,5.375,2005
geo,5.287,2010
geo,5.901,2015
geo,5.879,2020
geo,5.657,2025
geo,5.237,2030
geo,4.971,2035
geo,4.972,2040
geo,5.164,2045
geo,5.202,2050
deu,7.504,1950
deu,6.363,1955
deu,7.217,1960
deu,7.477,1965
deu,8.262,1970
deu,7.676,1975
deu,5.574,1980
deu,5.088,1985
deu,5.377,1990
deu,5.702,1995
deu,5.089,2000
deu,4.789,2005
deu,4.449,2010
deu,4.142,2015
deu,4.065,2020
deu,4.166,2025
deu,4.189,2030
deu,4.139,2035
deu,4.083,2040
