newborn_mortality_rate_per_1000,geo,time
41.8,nic,1969
41.3,nic,1970
40.8,nic,1971
40.3,nic,1972
39.5,nic,1973
38.7,nic,1974
37.8,nic,1975
36.8,nic,1976
35.6,nic,1977
34.3,nic,1978
33.1,nic,1979
31.9,nic,1980
30.9,nic,1981
30.0,nic,1982
29.0,nic,1983
28.1,nic,1984
27.2,nic,1985
26.4,nic,1986
25.6,nic,1987
24.9,nic,1988
24.2,nic,1989
23.5,nic,1990
22.8,nic,1991
22.2,nic,1992
21.6,nic,1993
21.0,nic,1994
20.3,nic,1995
19.7,nic,1996
19.0,nic,1997
18.5,nic,1998
17.8,nic,1999
17.2,nic,2000
16.7,nic,2001
16.2,nic,2002
15.7,nic,2003
15.0,nic,2004
14.4,nic,2005
13.8,nic,2006
13.3,nic,2007
12.7,nic,2008
12.3,nic,2009
11.8,nic,2010
11.4,nic,2011
11.0,nic,2012
10.6,nic,2013
10.3,nic,2014
9.8,nic,2015
59.2,ner,1969
59.7,ner,1970
60.4,ner,1971
61.1,ner,1972
61.5,ner,1973
61.5,ner,1974
61.1,ner,1975
60.1,ner,1976
59.1,ner,1977
58.0,ner,1978
57.1,ner,1979
56.6,ner,1980
56.6,ner,1981
56.5,ner,1982
56.7,ner,1983
56.9,ner,1984
56.9,ner,1985
56.7,ner,1986
56.3,ner,1987
55.8,ner,1988
55.2,ner,1989
54.5,ner,1990
53.6,ner,1991
52.7,ner,1992
51.6,ner,1993
50.3,ner,1994
49.2,ner,1995
48.0,ner,1996
46.9,ner,1997
45.8,ner,1998
44.6,ner,1999
43.4,ner,2000
42.1,ner,2001
40.7,ner,2002
39.3,ner,2003
37.9,ner,2004
36.6,ner,2005
35.4,ner,2006
34.2,ner,2007
33.0,ner,2008
31.9,ner,2009
30.8,ner,2010
29.8,ner,2011
28.9,ner,2012
28.1,ner,2013
27.3,ner,2014
26.8,ner,2015
71.3,nga,1967
70.2,nga,1968
68.9,nga,1969
67.7,nga,1970
66.3,nga,1971
64.8,nga,1972
63.4,nga,1973
62.0,nga,1974
60.6,nga,1975
59.2,nga,1976
57.9,nga,1977
56.5,nga,1978
55.2,nga,1979
54.0,nga,1980
52.8,nga,1981
52.0,nga,1982
51.1,nga,1983
50.5,nga,1984
50.1,nga,1985
49.9,nga,1986
49.9,nga,1987
49.9,nga,1988
50.1,nga,1989
50.4,nga,1990
50.7,nga,1991
51.1,nga,1992
51.3,nga,1993
51.4,nga,1994
51.4,nga,1995
51.1,nga,1996
50.7,nga,1997
50.1,nga,1998
49.3,nga,1999
48.3,nga,2000
47.2,nga,2001
46.1,nga,2002
45.0,nga,2003
43.8,nga,2004
42.7,nga,2005
41.6,nga,2006
40.7,nga,2007
39.8,nga,2008
39.0,nga,2009
38.2,nga,2010
37.4,nga,2011
36.5,nga,2012
35.8,nga,2013
35.0,nga,2014
34.3,nga,2015
7.5,niu,1990
7.9,niu,1991
8.3,niu,1992
8.7,niu,1993
9.2,niu,1994
9.7,niu,1995
10.2,niu,1996
10.7,niu,1997
11.2,niu,1998
11.9,niu,1999
12.5,niu,2000
13.2,niu,2001
13.8,niu,2002
14.5,niu,2003
14.9,niu,2004
15.1,niu,2005
15.1,niu,2006
15.0,niu,2007
14.8,niu,2008
14.6,niu,2009
14.3,niu,2010
13.9,niu,2011
13.5,niu,2012
13.2,niu,2013
12.8,niu,2014
12.5,niu,2015
12.0,nor,1960
12.0,nor,1961
12.0,nor,1962
11.9,nor,1963
11.7,nor,1964
11.4,nor,1965
11.1,nor,1966
10.7,nor,1967
10.4,nor,1968
10.0,nor,1969
9.7,nor,1970
9.3,nor,1971
8.8,nor,1972
8.3,nor,1973
7.7,nor,1974
7.2,nor,1975
6.7,nor,1976
6.2,nor,1977
5.8,nor,1978
5.4,nor,1979
5.0,nor,1980
4.8,nor,1981
4.7,nor,1982
4.6,nor,1983
4.6,nor,1984
4.5,nor,1985
4.5,nor,1986
4.4,nor,1987
4.3,nor,1988
4.1,nor,1989
4.0,nor,1990
3.8,nor,1991
3.6,nor,1992
3.4,nor,1993
3.2,nor,1994
3.1,nor,1995
2.9,nor,1996
2.8,nor,1997
2.8,nor,1998
2.7,nor,1999
2.7,nor,2000
2.6,nor,2001
2.5,nor,2002
2.4,nor,2003
2.4,nor,2004
2.3,nor,2005
2.2,nor,2006
2.1,nor,2007
2.0,nor,2008
1.9,nor,2009
1.9,nor,2010
1.8,nor,2011
1.7,nor,2012
1.6,nor,2013
1.6,nor,2014
1.5,nor,2015
51.9,omn,1971
50.2,omn,1972
48.5,omn,1973
46.9,omn,1974
45.1,omn,1975
43.3,omn,1976
41.3,omn,1977
39.3,omn,1978
37.1,omn,1979
34.8,omn,1980
32.5,omn,1981
30.2,omn,1982
28.0,omn,1983
26.0,omn,1984
24.1,omn,1985
22.6,omn,1986
21.2,omn,1987
19.8,omn,1988
18.5,omn,1989
17.3,omn,1990
16.0,omn,1991
14.6,omn,1992
13.3,omn,1993
12.1,omn,1994
11.0,omn,1995
10.2,omn,1996
9.4,omn,1997
8.7,omn,1998
8.1,omn,1999
7.5,omn,2000
7.0,omn,2001
6.6,omn,2002
6.2,omn,2003
6.0,omn,2004
5.8,omn,2005
5.6,omn,2006
5.5,omn,2007
5.4,omn,2008
5.3,omn,2009
5.3,omn,2010
5.3,omn,2011
5.3,omn,2012
5.3,omn,2013
5.3,omn,2014
5.2,omn,2015
109.3,pak,1952
106.5,pak,1953
103.8,pak,1954
101.4,pak,1955
98.8,pak,1956
96.4,pak,1957
94.0,pak,1958
91.7,pak,1959
89.6,pak,1960
87.4,pak,1961
85.7,pak,1962
83.9,pak,1963
82.1,pak,1964
80.7,pak,1965
79.2,pak,1966
77.8,pak,1967
76.2,pak,1968
75.0,pak,1969
73.8,pak,1970
72.8,pak,1971
72.0,pak,1972
71.8,pak,1973
71.6,pak,1974
71.8,pak,1975
71.9,pak,1976
71.9,pak,1977
71.7,pak,1978
71.2,pak,1979
70.7,pak,1980
69.9,pak,1981
68.7,pak,1982
67.1,pak,1983
65.0,pak,1984
63.2,pak,1985
62.3,pak,1986
62.2,pak,1987
62.7,pak,1988
63.4,pak,1989
64.3,pak,1990
65.4,pak,1991
66.4,pak,1992
67.1,pak,1993
67.0,pak,1994
66.4,pak,1995
65.5,pak,1996
64.5,pak,1997
63.2,pak,1998
61.8,pak,1999
60.4,pak,2000
59.0,pak,2001
57.8,pak,2002
56.3,pak,2003
54.8,pak,2004
53.4,pak,2005
52.5,pak,2006
51.8,pak,2007
51.2,pak,2008
50.6,pak,2009
50.0,pak,2010
49.2,pak,2011
48.4,pak,2012
47.4,pak,2013
46.6,pak,2014
45.5,pak,2015
19.3,plw,1990
18.9,plw,1991
18.5,plw,1992
18.1,plw,1993
17.6,plw,1994
17.0,plw,1995
16.5,plw,1996
16.0,plw,1997
15.5,plw,1998
15.0,plw,1999
14.6,plw,2000
14.1,plw,2001
13.7,plw,2002
13.3,plw,2003
12.8,plw,2004
12.5,plw,2005
12.0,plw,2006
11.6,plw,2007
11.3,plw,2008
10.9,plw,2009
10.6,plw,2010
10.2,plw,2011
9.9,plw,2012
9.6,plw,2013
9.3,plw,2014
9.0,plw,2015
44.3,pan,1954
43.5,pan,1955
42.7,pan,1956
42.0,pan,1957
41.2,pan,1958
40.5,pan,1959
39.8,pan,1960
39.1,pan,1961
38.3,pan,1962
37.7,pan,1963
37.0,pan,1964
36.3,pan,1965
35.5,pan,1966
34.8,pan,1967
34.0,pan,1968
33.2,pan,1969
32.2,pan,1970
31.1,pan,1971
30.0,pan,1972
28.9,pan,1973
27.9,pan,1974
27.0,pan,1975
26.2,pan,1976
25.5,pan,1977
24.8,pan,1978
24.2,pan,1979
23.6,pan,1980
23.0,pan,1981
22.3,pan,1982
21.6,pan,1983
21.0,pan,1984
20.4,pan,1985
19.7,pan,1986
19.2,pan,1987
18.6,pan,1988
17.9,pan,1989
17.4,pan,1990
17.0,pan,1991
16.6,pan,1992
16.3,pan,1993
16.1,pan,1994
15.9,pan,1995
15.7,pan,1996
15.5,pan,1997
15.3,pan,1998
15.0,pan,1999
14.7,pan,2000
14.4,pan,2001
14.0,pan,2002
13.7,pan,2003
13.3,pan,2004
13.0,pan,2005
12.6,pan,2006
12.3,pan,2007
12.0,pan,2008
11.6,pan,2009
11.3,pan,2010
10.9,pan,2011
10.6,pan,2012
10.2,pan,2013
9.9,pan,2014
9.6,pan,2015
42.9,png,1974
41.8,png,1975
40.7,png,1976
39.7,png,1977
38.7,png,1978
37.8,png,1979
37.1,png,1980
36.3,png,1981
35.8,png,1982
35.3,png,1983
34.7,png,1984
34.0,png,1985
33.6,png,1986
33.1,png,1987
32.5,png,1988
32.2,png,1989
31.8,png,1990
31.6,png,1991
31.4,png,1992
31.3,png,1993
31.1,png,1994
30.9,png,1995
30.8,png,1996
30.6,png,1997
30.4,png,1998
30.2,png,1999
30.1,png,2000
29.9,png,2001
29.8,png,2002
29.7,png,2003
29.5,png,2004
29.2,png,2005
28.9,png,2006
28.5,png,2007
28.1,png,2008
27.7,png,2009
27.1,png,2010
26.5,png,2011
26.0,png,2012
25.4,png,2013
24.9,png,2014
24.5,png,2015
57.0,pry,1956
56.6,pry,1957
56.2,pry,1958
55.6,pry,1959
55.0,pry,1960
54.3,pry,1961
53.6,pry,1962
52.6,pry,1963
51.6,pry,1964
50.2,pry,1965
48.7,pry,1966
47.3,pry,1967
46.0,pry,1968
44.8,pry,1969
43.4,pry,1970
42.1,pry,1971
40.7,pry,1972
39.3,pry,1973
38.0,pry,1974
36.4,pry,1975
34.7,pry,1976
32.8,pry,1977
30.8,pry,1978
29.0,pry,1979
27.4,pry,1980
26.2,pry,1981
25.3,pry,1982
24.8,pry,1983
24.6,pry,1984
24.3,pry,1985
24.1,pry,1986
23.9,pry,1987
23.6,pry,1988
23.1,pry,1989
22.7,pry,1990
22.1,pry,1991
21.6,pry,1992
21.0,pry,1993
20.5,pry,1994
19.9,pry,1995
19.5,pry,1996
19.1,pry,1997
18.6,pry,1998
18.3,pry,1999
17.7,pry,2000
17.2,pry,2001
16.7,pry,2002
16.3,pry,2003
15.8,pry,2004
15.4,pry,2005
14.9,pry,2006
14.4,pry,2007
13.9,pry,2008
13.5,pry,2009
13.0,pry,2010
12.6,pry,2011
12.2,pry,2012
11.8,pry,2013
11.4,pry,2014
10.9,pry,2015
62.3,per,1954
60.9,per,1955
59.8,per,1956
58.7,per,1957
57.7,per,1958
56.7,per,1959
55.7,per,1960
54.8,per,1961
53.8,per,1962
52.7,per,1963
51.6,per,1964
50.4,per,1965
49.3,per,1966
48.2,per,1967
47.0,per,1968
45.7,per,1969
44.2,per,1970
42.8,per,1971
41.3,per,1972
40.1,per,1973
39.0,per,1974
38.1,per,1975
37.4,per,1976
36.9,per,1977
36.6,per,1978
36.3,per,1979
36.1,per,1980
35.8,per,1981
35.5,per,1982
35.0,per,1983
34.3,per,1984
33.3,per,1985
32.3,per,1986
31.2,per,1987
30.0,per,1988
28.9,per,1989
27.8,per,1990
26.8,per,1991
25.9,per,1992
24.8,per,1993
23.6,per,1994
22.3,per,1995
20.8,per,1996
19.3,per,1997
18.0,per,1998
16.8,per,1999
15.8,per,2000
15.0,per,2001
14.3,per,2002
13.6,per,2003
13.0,per,2004
12.5,per,2005
12.0,per,2006
11.6,per,2007
11.1,per,2008
10.7,per,2009
10.2,per,2010
9.8,per,2011
9.4,per,2012
8.9,per,2013
8.6,per,2014
8.2,per,2015
29.5,phl,1955
29.0,phl,1956
28.5,phl,1957
28.2,phl,1958
27.8,phl,1959
27.5,phl,1960
27.3,phl,1961
27.0,phl,1962
26.9,phl,1963
26.8,phl,1964
26.6,phl,1965
26.5,phl,1966
26.4,phl,1967
26.2,phl,1968
26.1,phl,1969
25.9,phl,1970
25.8,phl,1971
25.6,phl,1972
25.4,phl,1973
25.4,phl,1974
25.3,phl,1975
25.3,phl,1976
25.3,phl,1977
25.3,phl,1978
25.2,phl,1979
25.0,phl,1980
24.7,phl,1981
24.3,phl,1982
23.9,phl,1983
23.4,phl,1984
22.9,phl,1985
22.4,phl,1986
21.7,phl,1987
21.0,phl,1988
20.3,phl,1989
19.6,phl,1990
19.0,phl,1991
18.5,phl,1992
18.1,phl,1993
17.8,phl,1994
17.5,phl,1995
17.3,phl,1996
17.1,phl,1997
17.0,phl,1998
16.9,phl,1999
16.8,phl,2000
16.7,phl,2001
16.6,phl,2002
16.4,phl,2003
16.2,phl,2004
16.0,phl,2005
15.7,phl,2006
15.4,phl,2007
15.0,phl,2008
14.6,phl,2009
14.3,phl,2010
14.0,phl,2011
13.7,phl,2012
13.3,phl,2013
12.9,phl,2014
12.6,phl,2015
18.8,pol,1969
18.4,pol,1970
17.9,pol,1971
17.2,pol,1972
16.6,pol,1973
16.1,pol,1974
15.7,pol,1975
15.4,pol,1976
14.9,pol,1977
14.4,pol,1978
14.0,pol,1979
13.8,pol,1980
13.8,pol,1981
13.7,pol,1982
13.5,pol,1983
13.2,pol,1984
12.9,pol,1985
12.6,pol,1986
12.3,pol,1987
12.0,pol,1988
11.6,pol,1989
11.1,pol,1990
10.7,pol,1991
10.5,pol,1992
10.5,pol,1993
10.4,pol,1994
9.7,pol,1995
8.8,pol,1996
7.8,pol,1997
6.9,pol,1998
6.2,pol,1999
5.8,pol,2000
5.4,pol,2001
5.2,pol,2002
5.0,pol,2003
4.8,pol,2004
4.6,pol,2005
4.4,pol,2006
4.2,pol,2007
4.0,pol,2008
3.8,pol,2009
3.6,pol,2010
3.4,pol,2011
3.3,pol,2012
3.2,pol,2013
3.2,pol,2014
3.1,pol,2015
26.8,prt,1956
26.6,prt,1957
26.4,prt,1958
26.1,prt,1959
26.2,prt,1960
26.7,prt,1961
26.9,prt,1962
26.6,prt,1963
26.0,prt,1964
25.6,prt,1965
25.7,prt,1966
25.9,prt,1967
25.7,prt,1968
24.9,prt,1969
23.7,prt,1970
22.3,prt,1971
21.2,prt,1972
21.1,prt,1973
21.3,prt,1974
21.1,prt,1975
20.1,prt,1976
18.8,prt,1977
17.5,prt,1978
16.4,prt,1979
15.3,prt,1980
14.1,prt,1981
13.1,prt,1982
12.3,prt,1983
11.9,prt,1984
11.4,prt,1985
10.7,prt,1986
9.9,prt,1987
8.9,prt,1988
8.0,prt,1989
7.2,prt,1990
6.6,prt,1991
6.0,prt,1992
5.5,prt,1993
5.1,prt,1994
4.7,prt,1995
4.3,prt,1996
4.0,prt,1997
3.8,prt,1998
3.5,prt,1999
3.4,prt,2000
3.2,prt,2001
3.0,prt,2002
2.8,prt,2003
2.6,prt,2004
2.3,prt,2005
2.2,prt,2006
2.1,prt,2007
2.1,prt,2008
2.1,prt,2009
2.1,prt,2010
2.1,prt,2011
2.1,prt,2012
2.1,prt,2013
2.0,prt,2014
2.0,prt,2015
11.3,qat,1990
10.6,qat,1991
9.9,qat,1992
9.3,qat,1993
8.8,qat,1994
8.3,qat,1995
7.9,qat,1996
7.5,qat,1997
7.2,qat,1998
6.8,qat,1999
6.5,qat,2000
6.2,qat,2001
6.0,qat,2002
5.7,qat,2003
5.5,qat,2004
5.2,qat,2005
5.0,qat,2006
4.9,qat,2007
4.8,qat,2008
4.6,qat,2009
4.5,qat,2010
4.4,qat,2011
4.3,qat,2012
4.1,qat,2013
4.0,qat,2014
3.8,qat,2015
19.1,rou,1969
18.5,rou,1970
17.7,rou,1971
17.1,rou,1972
16.7,rou,1973
16.3,rou,1974
15.9,rou,1975
15.5,rou,1976
15.1,rou,1977
14.8,rou,1978
14.5,rou,1979
14.2,rou,1980
13.9,rou,1981
13.6,rou,1982
13.5,rou,1983
13.4,rou,1984
13.5,rou,1985
13.6,rou,1986
13.7,rou,1987
13.7,rou,1988
13.6,rou,1989
13.5,rou,1990
13.4,rou,1991
13.3,rou,1992
13.3,rou,1993
13.2,rou,1994
13.1,rou,1995
13.1,rou,1996
13.1,rou,1997
13.1,rou,1998
13.1,rou,1999
13.1,rou,2000
13.0,rou,2001
13.0,rou,2002
12.8,rou,2003
12.3,rou,2004
11.7,rou,2005
10.9,rou,2006
10.0,rou,2007
9.2,rou,2008
8.5,rou,2009
7.9,rou,2010
7.4,rou,2011
7.1,rou,2012
6.8,rou,2013
6.5,rou,2014
6.3,rou,2015
14.0,rus,1990
14.0,rus,1991
14.0,rus,1992
14.2,rus,1993
14.3,rus,1994
14.3,rus,1995
14.1,rus,1996
13.8,rus,1997
13.5,rus,1998
13.1,rus,1999
12.5,rus,2000
11.9,rus,2001
11.2,rus,2002
10.5,rus,2003
9.7,rus,2004
9.0,rus,2005
8.3,rus,2006
7.7,rus,2007
7.2,rus,2008
6.7,rus,2009
6.3,rus,2010
6.0,rus,2011
5.7,rus,2012
5.4,rus,2013
5.2,rus,2014
5.0,rus,2015
60.8,rwa,1960
60.1,rwa,1961
59.6,rwa,1962
59.3,rwa,1963
59.2,rwa,1964
59.1,rwa,1965
59.0,rwa,1966
59.1,rwa,1967
59.0,rwa,1968
58.9,rwa,1969
59.0,rwa,1970
59.1,rwa,1971
59.4,rwa,1972
59.8,rwa,1973
60.4,rwa,1974
61.2,rwa,1975
61.8,rwa,1976
62.1,rwa,1977
61.6,rwa,1978
60.3,rwa,1979
58.3,rwa,1980
55.9,rwa,1981
53.3,rwa,1982
50.8,rwa,1983
48.7,rwa,1984
46.7,rwa,1985
44.8,rwa,1986
43.1,rwa,1987
41.8,rwa,1988
41.0,rwa,1989
40.8,rwa,1990
41.2,rwa,1991
42.0,rwa,1992
43.3,rwa,1993
46.0,rwa,1994
46.1,rwa,1995
45.4,rwa,1996
45.8,rwa,1997
45.6,rwa,1998
44.0,rwa,1999
42.3,rwa,2000
40.3,rwa,2001
38.0,rwa,2002
35.7,rwa,2003
33.4,rwa,2004
31.2,rwa,2005
29.5,rwa,2006
28.0,rwa,2007
26.7,rwa,2008
25.5,rwa,2009
24.3,rwa,2010
22.9,rwa,2011
21.6,rwa,2012
20.4,rwa,2013
19.5,rwa,2014
18.7,rwa,2015
31.0,kna,1974
30.4,kna,1975
30.0,kna,1976
29.6,kna,1977
29.2,kna,1978
28.6,kna,1979
28.0,kna,1980
27.1,kna,1981
26.1,kna,1982
25.1,kna,1983
23.9,kna,1984
22.8,kna,1985
21.7,kna,1986
20.6,kna,1987
19.5,kna,1988
18.4,kna,1989
17.5,kna,1990
16.7,kna,1991
16.0,kna,1992
15.4,kna,1993
14.9,kna,1994
14.3,kna,1995
13.8,kna,1996
13.2,kna,1997
12.6,kna,1998
12.1,kna,1999
11.6,kna,2000
11.1,kna,2001
10.7,kna,2002
10.3,kna,2003
9.9,kna,2004
9.5,kna,2005
9.1,kna,2006
8.8,kna,2007
8.4,kna,2008
8.1,kna,2009
7.8,kna,2010
7.5,kna,2011
7.2,kna,2012
7.0,kna,2013
6.8,kna,2014
6.5,kna,2015
20.0,lca,1972
18.4,lca,1973
16.9,lca,1974
15.7,lca,1975
15.0,lca,1976
14.8,lca,1977
15.0,lca,1978
15.3,lca,1979
15.4,lca,1980
15.3,lca,1981
15.2,lca,1982
14.9,lca,1983
14.7,lca,1984
14.4,lca,1985
14.1,lca,1986
13.8,lca,1987
13.4,lca,1988
13.1,lca,1989
12.8,lca,1990
12.4,lca,1991
12.1,lca,1992
11.8,lca,1993
11.5,lca,1994
11.2,lca,1995
11.1,lca,1996
11.0,lca,1997
11.0,lca,1998
11.1,lca,1999
11.2,lca,2000
11.3,lca,2001
11.3,lca,2002
11.3,lca,2003
11.2,lca,2004
11.2,lca,2005
11.1,lca,2006
10.9,lca,2007
10.8,lca,2008
10.6,lca,2009
10.5,lca,2010
10.2,lca,2011
10.0,lca,2012
9.8,lca,2013
9.5,lca,2014
9.3,lca,2015
21.5,vct,1971
21.3,vct,1972
21.1,vct,1973
20.9,vct,1974
20.7,vct,1975
20.3,vct,1976
19.9,vct,1977
19.3,vct,1978
18.6,vct,1979
17.8,vct,1980
17.0,vct,1981
16.4,vct,1982
15.9,vct,1983
15.6,vct,1984
15.3,vct,1985
14.7,vct,1986
14.1,vct,1987
13.6,vct,1988
13.3,vct,1989
13.0,vct,1990
12.9,vct,1991
12.8,vct,1992
12.8,vct,1993
12.8,vct,1994
12.9,vct,1995
13.0,vct,1996
13.2,vct,1997
13.3,vct,1998
13.4,vct,1999
13.5,vct,2000
13.6,vct,2001
13.7,vct,2002
13.8,vct,2003
13.8,vct,2004
13.8,vct,2005
13.7,vct,2006
13.6,vct,2007
13.5,vct,2008
13.3,vct,2009
13.1,vct,2010
12.8,vct,2011
12.5,vct,2012
12.2,vct,2013
11.8,vct,2014
11.5,vct,2015
16.7,wsm,1990
16.2,wsm,1991
15.7,wsm,1992
15.1,wsm,1993
14.5,wsm,1994
14.0,wsm,1995
13.5,wsm,1996
13.0,wsm,1997
12.6,wsm,1998
12.1,wsm,1999
11.7,wsm,2000
11.4,wsm,2001
11.1,wsm,2002
10.8,wsm,2003
10.6,wsm,2004
10.5,wsm,2005
10.4,wsm,2006
10.3,wsm,2007
10.2,wsm,2008
10.2,wsm,2009
10.2,wsm,2010
10.1,wsm,2011
10.0,wsm,2012
9.9,wsm,2013
9.7,wsm,2014
9.5,wsm,2015
6.6,smr,1990
5.8,smr,1991
4.9,smr,1992
3.9,smr,1993
3.1,smr,1994
2.4,smr,1995
2.0,smr,1996
1.7,smr,1997
1.5,smr,1998
1.4,smr,1999
1.3,smr,2000
1.2,smr,2001
1.2,smr,2002
1.1,smr,2003
1.0,smr,2004
1.0,smr,2005
1.0,smr,2006
1.0,smr,2007
0.9,smr,2008
0.9,smr,2009
0.8,smr,2010
0.8,smr,2011
0.8,smr,2012
0.7,smr,2013
0.7,smr,2014
0.7,smr,2015
27.7,stp,1984
27.9,stp,1985
28.0,stp,1986
28.2,stp,1987
28.4,stp,1988
28.4,stp,1989
28.4,stp,1990
28.2,stp,1991
28.0,stp,1992
27.7,stp,1993
27.3,stp,1994
26.9,stp,1995
26.3,stp,1996
25.9,stp,1997
25.5,stp,1998
25.1,stp,1999
24.5,stp,2000
23.9,stp,2001
23.3,stp,2002
22.7,stp,2003
22.2,stp,2004
21.6,stp,2005
21.0,stp,2006
20.5,stp,2007
20.0,stp,2008
19.5,stp,2009
19.0,stp,2010
18.6,stp,2011
18.2,stp,2012
17.8,stp,2013
17.5,stp,2014
17.1,stp,2015
22.3,sau,1990
20.9,sau,1991
19.6,sau,1992
18.5,sau,1993
17.2,sau,1994
16.0,sau,1995
15.1,sau,1996
14.2,sau,1997
13.5,sau,1998
12.9,sau,1999
12.4,sau,2000
11.9,sau,2001
11.6,sau,2002
11.2,sau,2003
10.9,sau,2004
10.7,sau,2005
10.5,sau,2006
10.2,sau,2007
9.9,sau,2008
9.6,sau,2009
9.3,sau,2010
9.0,sau,2011
8.7,sau,2012
8.5,sau,2013
8.2,sau,2014
7.9,sau,2015
63.5,sen,1955
62.8,sen,1956
62.2,sen,1957
61.5,sen,1958
61.2,sen,1959
60.8,sen,1960
60.4,sen,1961
60.1,sen,1962
59.7,sen,1963
59.2,sen,1964
58.6,sen,1965
58.2,sen,1966
57.7,sen,1967
57.1,sen,1968
56.6,sen,1969
56.2,sen,1970
55.5,sen,1971
54.8,sen,1972
53.9,sen,1973
52.9,sen,1974
52.0,sen,1975
51.0,sen,1976
49.9,sen,1977
49.0,sen,1978
48.1,sen,1979
47.3,sen,1980
46.7,sen,1981
46.0,sen,1982
45.3,sen,1983
44.6,sen,1984
43.9,sen,1985
43.0,sen,1986
42.0,sen,1987
41.2,sen,1988
40.6,sen,1989
40.2,sen,1990
40.0,sen,1991
39.9,sen,1992
40.0,sen,1993
40.1,sen,1994
40.3,sen,1995
40.4,sen,1996
40.3,sen,1997
40.1,sen,1998
39.6,sen,1999
38.9,sen,2000
37.9,sen,2001
36.7,sen,2002
35.4,sen,2003
34.0,sen,2004
32.5,sen,2005
31.0,sen,2006
29.6,sen,2007
28.1,sen,2008
26.8,sen,2009
25.5,sen,2010
24.3,sen,2011
23.2,sen,2012
22.2,sen,2013
21.5,sen,2014
20.8,sen,2015
17.5,srb,1990
16.0,srb,1991
15.0,srb,1992
14.3,srb,1993
13.5,srb,1994
12.2,srb,1995
10.8,srb,1996
9.5,srb,1997
8.6,srb,1998
8.0,srb,1999
7.7,srb,2000
7.5,srb,2001
7.1,srb,2002
6.6,srb,2003
6.0,srb,2004
5.5,srb,2005
5.2,srb,2006
5.1,srb,2007
5.0,srb,2008
4.9,srb,2009
4.8,srb,2010
4.7,srb,2011
4.5,srb,2012
4.4,srb,2013
4.3,srb,2014
4.2,srb,2015
14.0,syc,1985
13.4,syc,1986
12.8,syc,1987
12.2,syc,1988
11.7,syc,1989
11.3,syc,1990
10.8,syc,1991
10.4,syc,1992
10.1,syc,1993
9.8,syc,1994
9.5,syc,1995
9.3,syc,1996
9.2,syc,1997
9.2,syc,1998
9.2,syc,1999
9.2,syc,2000
9.2,syc,2001
9.2,syc,2002
9.2,syc,2003
9.1,syc,2004
9.1,syc,2005
9.1,syc,2006
9.0,syc,2007
9.0,syc,2008
9.0,syc,2009
9.0,syc,2010
9.0,syc,2011
9.0,syc,2012
8.9,syc,2013
8.8,syc,2014
8.6,syc,2015
55.2,sle,1985
55.0,sle,1986
54.7,sle,1987
54.6,sle,1988
54.3,sle,1989
53.9,sle,1990
54.0,sle,1991
53.8,sle,1992
53.6,sle,1993
53.4,sle,1994
53.0,sle,1995
52.4,sle,1996
51.8,sle,1997
51.4,sle,1998
50.8,sle,1999
50.1,sle,2000
49.4,sle,2001
48.7,sle,2002
48.2,sle,2003
47.5,sle,2004
46.7,sle,2005
45.7,sle,2006
44.6,sle,2007
43.3,sle,2008
42.0,sle,2009
40.7,sle,2010
39.4,sle,2011
38.2,sle,2012
37.0,sle,2013
35.8,sle,2014
34.9,sle,2015
16.2,sgp,1968
15.5,sgp,1969
15.1,sgp,1970
14.7,sgp,1971
14.1,sgp,1972
13.1,sgp,1973
11.8,sgp,1974
10.6,sgp,1975
9.7,sgp,1976
9.2,sgp,1977
9.1,sgp,1978
9.1,sgp,1979
8.7,sgp,1980
8.2,sgp,1981
7.6,sgp,1982
7.1,sgp,1983
6.7,sgp,1984
6.3,sgp,1985
6.0,sgp,1986
5.5,sgp,1987
5.0,sgp,1988
4.5,sgp,1989
4.0,sgp,1990
3.5,sgp,1991
3.1,sgp,1992
2.7,sgp,1993
2.4,sgp,1994
2.3,sgp,1995
2.1,sgp,1996
2.0,sgp,1997
1.9,sgp,1998
1.8,sgp,1999
1.6,sgp,2000
1.5,sgp,2001
1.4,sgp,2002
1.3,sgp,2003
1.3,sgp,2004
1.3,sgp,2005
1.2,sgp,2006
1.2,sgp,2007
1.2,sgp,2008
1.2,sgp,2009
1.1,sgp,2010
1.1,sgp,2011
1.1,sgp,2012
1.1,sgp,2013
1.1,sgp,2014
1.0,sgp,2015
17.6,svk,1982
16.9,svk,1983
16.1,svk,1984
15.4,svk,1985
14.7,svk,1986
14.1,svk,1987
13.5,svk,1988
13.0,svk,1989
12.5,svk,1990
12.0,svk,1991
11.5,svk,1992
11.0,svk,1993
10.5,svk,1994
9.9,svk,1995
9.3,svk,1996
8.8,svk,1997
8.2,svk,1998
7.7,svk,1999
7.3,svk,2000
6.9,svk,2001
6.6,svk,2002
6.2,svk,2003
5.9,svk,2004
5.6,svk,2005
5.4,svk,2006
5.3,svk,2007
5.2,svk,2008
5.1,svk,2009
5.0,svk,2010
4.9,svk,2011
4.7,svk,2012
4.6,svk,2013
4.4,svk,2014
4.2,svk,2015
10.6,svn,1982
10.0,svn,1983
9.4,svn,1984
8.7,svn,1985
8.0,svn,1986
7.3,svn,1987
6.7,svn,1988
6.2,svn,1989
5.7,svn,1990
5.3,svn,1991
4.9,svn,1992
4.6,svn,1993
4.3,svn,1994
4.0,svn,1995
