newborn_mortality_rate_per_1000,geo,time
22.1,cpv,1991
22.0,cpv,1992
22.0,cpv,1993
22.0,cpv,1994
21.7,cpv,1995
21.3,cpv,1996
20.6,cpv,1997
19.6,cpv,1998
18.5,cpv,1999
17.3,cpv,2000
15.9,cpv,2001
14.8,cpv,2002
14.2,cpv,2003
13.9,cpv,2004
13.8,cpv,2005
13.9,cpv,2006
14.0,cpv,2007
14.1,cpv,2008
14.1,cpv,2009
13.9,cpv,2010
13.7,cpv,2011
13.3,cpv,2012
12.9,cpv,2013
12.6,cpv,2014
12.2,cpv,2015
57.8,caf,1971
57.2,caf,1972
56.6,caf,1973
55.9,caf,1974
55.2,caf,1975
54.6,caf,1976
54.1,caf,1977
53.7,caf,1978
53.1,caf,1979
52.7,caf,1980
52.5,caf,1981
52.4,caf,1982
52.5,caf,1983
52.7,caf,1984
52.7,caf,1985
52.7,caf,1986
52.4,caf,1987
52.1,caf,1988
51.7,caf,1989
51.3,caf,1990
51.0,caf,1991
50.6,caf,1992
50.3,caf,1993
49.9,caf,1994
49.7,caf,1995
49.5,caf,1996
49.3,caf,1997
49.2,caf,1998
49.1,caf,1999
49.0,caf,2000
48.9,caf,2001
48.7,caf,2002
48.5,caf,2003
48.4,caf,2004
48.1,caf,2005
47.9,caf,2006
47.8,caf,2007
47.4,caf,2008
47.0,caf,2009
46.4,caf,2010
45.7,caf,2011
44.9,caf,2012
44.2,caf,2013
43.3,caf,2014
42.6,caf,2015
62.7,tcd,1973
62.6,tcd,1974
62.6,tcd,1975
62.6,tcd,1976
62.4,tcd,1977
62.1,tcd,1978
61.6,tcd,1979
61.0,tcd,1980
60.3,tcd,1981
59.6,tcd,1982
59.0,tcd,1983
58.3,tcd,1984
57.7,tcd,1985
57.1,tcd,1986
56.4,tcd,1987
55.6,tcd,1988
54.8,tcd,1989
53.9,tcd,1990
52.9,tcd,1991
52.0,tcd,1992
51.3,tcd,1993
50.8,tcd,1994
50.4,tcd,1995
49.8,tcd,1996
49.2,tcd,1997
48.3,tcd,1998
47.4,tcd,1999
46.7,tcd,2000
46.2,tcd,2001
45.8,tcd,2002
45.5,tcd,2003
45.2,tcd,2004
44.8,tcd,2005
44.5,tcd,2006
44.1,tcd,2007
43.7,tcd,2008
43.1,tcd,2009
42.5,tcd,2010
41.8,tcd,2011
41.1,tcd,2012
40.5,tcd,2013
39.9,tcd,2014
39.3,tcd,2015
33.6,chl,1968
30.6,chl,1969
29.6,chl,1970
29.6,chl,1971
29.1,chl,1972
27.3,chl,1973
25.4,chl,1974
24.0,chl,1975
23.0,chl,1976
21.4,chl,1977
19.5,chl,1978
17.8,chl,1979
15.9,chl,1980
13.7,chl,1981
11.9,chl,1982
10.6,chl,1983
9.9,chl,1984
9.5,chl,1985
9.4,chl,1986
9.4,chl,1987
9.4,chl,1988
9.1,chl,1989
8.6,chl,1990
8.0,chl,1991
7.4,chl,1992
7.1,chl,1993
6.8,chl,1994
6.5,chl,1995
6.4,chl,1996
6.3,chl,1997
6.2,chl,1998
6.0,chl,1999
5.7,chl,2000
5.5,chl,2001
5.3,chl,2002
5.3,chl,2003
5.4,chl,2004
5.4,chl,2005
5.5,chl,2006
5.5,chl,2007
5.5,chl,2008
5.5,chl,2009
5.4,chl,2010
5.4,chl,2011
5.3,chl,2012
5.2,chl,2013
5.1,chl,2014
4.9,chl,2015
29.7,chn,1990
29.7,chn,1991
29.4,chn,1992
28.8,chn,1993
28.0,chn,1994
26.9,chn,1995
25.7,chn,1996
24.4,chn,1997
23.3,chn,1998
22.2,chn,1999
21.2,chn,2000
20.1,chn,2001
18.6,chn,2002
17.1,chn,2003
15.5,chn,2004
14.0,chn,2005
12.6,chn,2006
11.3,chn,2007
10.1,chn,2008
9.1,chn,2009
8.2,chn,2010
7.5,chn,2011
6.9,chn,2012
6.3,chn,2013
5.9,chn,2014
5.5,chn,2015
35.5,col,1963
35.1,col,1964
34.5,col,1965
33.9,col,1966
33.3,col,1967
32.8,col,1968
32.2,col,1969
31.6,col,1970
31.0,col,1971
30.4,col,1972
29.7,col,1973
29.0,col,1974
28.1,col,1975
27.2,col,1976
26.2,col,1977
25.3,col,1978
24.3,col,1979
23.4,col,1980
22.5,col,1981
21.6,col,1982
20.9,col,1983
20.2,col,1984
19.7,col,1985
19.2,col,1986
18.8,col,1987
18.5,col,1988
18.2,col,1989
17.9,col,1990
17.6,col,1991
17.2,col,1992
16.8,col,1993
16.3,col,1994
15.9,col,1995
15.4,col,1996
14.9,col,1997
14.4,col,1998
14.0,col,1999
13.5,col,2000
13.1,col,2001
12.7,col,2002
12.3,col,2003
12.0,col,2004
11.7,col,2005
11.4,col,2006
11.0,col,2007
10.7,col,2008
10.4,col,2009
10.0,col,2010
9.7,col,2011
9.4,col,2012
9.1,col,2013
8.8,col,2014
8.5,col,2015
80.3,com,1973
80.2,com,1974
80.0,com,1975
79.9,com,1976
79.4,com,1977
78.6,com,1978
76.9,com,1979
74.9,com,1980
72.6,com,1981
70.0,com,1982
67.6,com,1983
65.1,com,1984
62.5,com,1985
59.8,com,1986
57.1,com,1987
54.7,com,1988
52.4,com,1989
50.1,com,1990
48.3,com,1991
46.7,com,1992
45.6,com,1993
44.7,com,1994
44.0,com,1995
43.6,com,1996
43.0,com,1997
42.6,com,1998
42.2,com,1999
41.8,com,2000
41.8,com,2001
41.6,com,2002
41.3,com,2003
40.9,com,2004
40.7,com,2005
40.2,com,2006
39.7,com,2007
38.9,com,2008
38.2,com,2009
37.6,com,2010
36.9,com,2011
36.2,com,2012
35.5,com,2013
34.7,com,2014
34.0,com,2015
44.3,cod,1984
44.0,cod,1985
43.4,cod,1986
43.0,cod,1987
42.6,cod,1988
42.0,cod,1989
41.6,cod,1990
41.3,cod,1991
41.0,cod,1992
40.7,cod,1993
40.4,cod,1994
40.2,cod,1995
40.0,cod,1996
39.8,cod,1997
39.3,cod,1998
39.0,cod,1999
38.7,cod,2000
38.4,cod,2001
38.0,cod,2002
37.6,cod,2003
37.1,cod,2004
36.5,cod,2005
35.7,cod,2006
35.0,cod,2007
34.3,cod,2008
33.6,cod,2009
32.9,cod,2010
32.3,cod,2011
31.7,cod,2012
31.2,cod,2013
30.6,cod,2014
30.1,cod,2015
31.2,cog,1982
30.7,cog,1983
30.2,cog,1984
29.8,cog,1985
29.5,cog,1986
29.2,cog,1987
29.1,cog,1988
29.0,cog,1989
29.1,cog,1990
29.3,cog,1991
29.7,cog,1992
30.2,cog,1993
30.8,cog,1994
31.5,cog,1995
32.1,cog,1996
32.7,cog,1997
33.2,cog,1998
33.3,cog,1999
33.2,cog,2000
32.7,cog,2001
31.9,cog,2002
30.9,cog,2003
29.6,cog,2004
28.4,cog,2005
27.1,cog,2006
25.7,cog,2007
24.4,cog,2008
23.1,cog,2009
21.9,cog,2010
20.9,cog,2011
19.9,cog,2012
19.2,cog,2013
18.6,cog,2014
18.0,cog,2015
13.2,cok,1990
13.0,cok,1991
12.8,cok,1992
12.6,cok,1993
12.2,cok,1994
11.8,cok,1995
11.3,cok,1996
10.7,cok,1997
10.1,cok,1998
9.6,cok,1999
9.1,cok,2000
8.6,cok,2001
8.2,cok,2002
7.8,cok,2003
7.4,cok,2004
7.0,cok,2005
6.6,cok,2006
6.2,cok,2007
5.9,cok,2008
5.6,cok,2009
5.3,cok,2010
5.1,cok,2011
4.9,cok,2012
4.7,cok,2013
4.5,cok,2014
4.4,cok,2015
22.6,cri,1968
22.3,cri,1969
22.0,cri,1970
21.2,cri,1971
20.1,cri,1972
19.0,cri,1973
18.1,cri,1974
17.3,cri,1975
16.4,cri,1976
15.2,cri,1977
13.2,cri,1978
12.0,cri,1979
11.3,cri,1980
11.1,cri,1981
11.1,cri,1982
11.3,cri,1983
11.3,cri,1984
11.1,cri,1985
10.6,cri,1986
10.0,cri,1987
9.4,cri,1988
9.1,cri,1989
8.9,cri,1990
8.8,cri,1991
8.8,cri,1992
8.8,cri,1993
8.7,cri,1994
8.6,cri,1995
8.5,cri,1996
8.4,cri,1997
8.2,cri,1998
8.0,cri,1999
7.7,cri,2000
7.4,cri,2001
7.2,cri,2002
7.1,cri,2003
7.0,cri,2004
7.0,cri,2005
6.9,cri,2006
6.8,cri,2007
6.7,cri,2008
6.6,cri,2009
6.6,cri,2010
6.5,cri,2011
6.5,cri,2012
6.4,cri,2013
6.3,cri,2014
6.2,cri,2015
91.8,civ,1957
90.4,civ,1958
89.0,civ,1959
87.5,civ,1960
86.1,civ,1961
85.0,civ,1962
83.7,civ,1963
82.8,civ,1964
81.7,civ,1965
80.5,civ,1966
79.2,civ,1967
78.2,civ,1968
77.0,civ,1969
75.7,civ,1970
74.1,civ,1971
72.1,civ,1972
69.8,civ,1973
67.3,civ,1974
64.8,civ,1975
62.6,civ,1976
60.6,civ,1977
58.7,civ,1978
57.2,civ,1979
56.1,civ,1980
55.1,civ,1981
54.3,civ,1982
53.6,civ,1983
53.0,civ,1984
52.5,civ,1985
52.0,civ,1986
51.5,civ,1987
51.0,civ,1988
50.7,civ,1989
50.5,civ,1990
50.4,civ,1991
50.6,civ,1992
50.9,civ,1993
51.1,civ,1994
51.3,civ,1995
51.3,civ,1996
51.1,civ,1997
50.8,civ,1998
50.4,civ,1999
49.9,civ,2000
49.3,civ,2001
48.7,civ,2002
47.9,civ,2003
47.1,civ,2004
46.1,civ,2005
45.2,civ,2006
44.2,civ,2007
43.4,civ,2008
42.6,civ,2009
41.8,civ,2010
41.0,civ,2011
40.2,civ,2012
39.4,civ,2013
38.6,civ,2014
37.9,civ,2015
13.3,hrv,1982
13.0,hrv,1983
12.6,hrv,1984
12.0,hrv,1985
11.1,hrv,1986
10.1,hrv,1987
9.2,hrv,1988
8.4,hrv,1989
8.1,hrv,1990
8.0,hrv,1991
7.8,hrv,1992
7.4,hrv,1993
6.9,hrv,1994
6.4,hrv,1995
6.0,hrv,1996
5.7,hrv,1997
5.7,hrv,1998
5.7,hrv,1999
5.5,hrv,2000
5.3,hrv,2001
5.0,hrv,2002
4.7,hrv,2003
4.5,hrv,2004
4.2,hrv,2005
4.0,hrv,2006
3.9,hrv,2007
3.8,hrv,2008
3.7,hrv,2009
3.5,hrv,2010
3.3,hrv,2011
3.1,hrv,2012
2.9,hrv,2013
2.7,hrv,2014
2.6,hrv,2015
25.0,cub,1968
24.4,cub,1969
23.4,cub,1970
22.2,cub,1971
20.7,cub,1972
19.2,cub,1973
18.0,cub,1974
17.0,cub,1975
16.0,cub,1976
15.0,cub,1977
14.2,cub,1978
13.7,cub,1979
13.2,cub,1980
12.5,cub,1981
11.6,cub,1982
10.8,cub,1983
10.2,cub,1984
9.7,cub,1985
9.2,cub,1986
8.6,cub,1987
8.0,cub,1988
7.3,cub,1989
6.7,cub,1990
6.4,cub,1991
6.2,cub,1992
6.0,cub,1993
5.9,cub,1994
5.6,cub,1995
5.2,cub,1996
4.7,cub,1997
4.3,cub,1998
4.2,cub,1999
4.2,cub,2000
4.1,cub,2001
4.0,cub,2002
3.8,cub,2003
3.6,cub,2004
3.4,cub,2005
3.2,cub,2006
3.1,cub,2007
2.9,cub,2008
2.8,cub,2009
2.7,cub,2010
2.6,cub,2011
2.5,cub,2012
2.4,cub,2013
2.4,cub,2014
2.3,cub,2015
5.6,cyp,1990
5.5,cyp,1991
5.3,cyp,1992
5.1,cyp,1993
4.8,cyp,1994
4.5,cyp,1995
4.2,cyp,1996
4.0,cyp,1997
3.7,cyp,1998
3.5,cyp,1999
3.2,cyp,2000
3.0,cyp,2001
2.8,cyp,2002
2.6,cyp,2003
2.5,cyp,2004
2.4,cyp,2005
2.3,cyp,2006
2.2,cyp,2007
2.1,cyp,2008
2.0,cyp,2009
1.9,cyp,2010
1.8,cyp,2011
1.7,cyp,2012
1.6,cyp,2013
1.5,cyp,2014
1.5,cyp,2015
14.5,cze,1982
14.0,cze,1983
13.4,cze,1984
12.9,cze,1985
12.3,cze,1986
11.7,cze,1987
11.2,cze,1988
10.8,cze,1989
10.3,cze,1990
9.7,cze,1991
8.9,cze,1992
8.1,cze,1993
7.3,cze,1994
6.5,cze,1995
5.8,cze,1996
5.2,cze,1997
4.6,cze,1998
4.2,cze,1999
3.9,cze,2000
3.7,cze,2001
3.5,cze,2002
3.4,cze,2003
3.3,cze,2004
3.1,cze,2005
3.0,cze,2006
2.8,cze,2007
2.7,cze,2008
2.5,cze,2009
2.4,cze,2010
2.3,cze,2011
2.1,cze,2012
2.0,cze,2013
1.9,cze,2014
1.8,cze,2015
16.1,dnk,1960
15.9,dnk,1961
15.5,dnk,1962
15.0,dnk,1963
14.5,dnk,1964
13.9,dnk,1965
13.4,dnk,1966
12.8,dnk,1967
12.2,dnk,1968
11.6,dnk,1969
11.0,dnk,1970
10.3,dnk,1971
9.6,dnk,1972
8.9,dnk,1973
8.2,dnk,1974
7.6,dnk,1975
6.9,dnk,1976
6.4,dnk,1977
5.9,dnk,1978
5.5,dnk,1979
5.3,dnk,1980
5.1,dnk,1981
4.9,dnk,1982
4.8,dnk,1983
4.8,dnk,1984
4.8,dnk,1985
4.8,dnk,1986
4.8,dnk,1987
4.7,dnk,1988
4.5,dnk,1989
4.4,dnk,1990
4.2,dnk,1991
4.1,dnk,1992
4.0,dnk,1993
3.9,dnk,1994
3.8,dnk,1995
3.8,dnk,1996
3.7,dnk,1997
3.7,dnk,1998
3.6,dnk,1999
3.5,dnk,2000
3.4,dnk,2001
3.3,dnk,2002
3.2,dnk,2003
3.1,dnk,2004
3.1,dnk,2005
3.0,dnk,2006
2.9,dnk,2007
2.9,dnk,2008
2.8,dnk,2009
2.8,dnk,2010
2.7,dnk,2011
2.7,dnk,2012
2.6,dnk,2013
2.6,dnk,2014
2.5,dnk,2015
59.0,dji,1979
58.4,dji,1980
57.7,dji,1981
56.7,dji,1982
55.7,dji,1983
54.7,dji,1984
53.8,dji,1985
52.9,dji,1986
52.2,dji,1987
51.2,dji,1988
50.5,dji,1989
49.8,dji,1990
49.3,dji,1991
49.0,dji,1992
48.6,dji,1993
48.0,dji,1994
47.4,dji,1995
46.7,dji,1996
46.0,dji,1997
45.2,dji,1998
44.7,dji,1999
44.1,dji,2000
43.6,dji,2001
43.0,dji,2002
42.3,dji,2003
41.7,dji,2004
41.1,dji,2005
40.4,dji,2006
39.7,dji,2007
39.0,dji,2008
38.2,dji,2009
37.4,dji,2010
36.7,dji,2011
35.9,dji,2012
35.2,dji,2013
34.2,dji,2014
33.4,dji,2015
20.1,dma,1969
19.6,dma,1970
19.0,dma,1971
18.3,dma,1972
17.4,dma,1973
16.5,dma,1974
15.6,dma,1975
14.3,dma,1976
13.1,dma,1977
12.2,dma,1978
11.5,dma,1979
10.9,dma,1980
10.6,dma,1981
10.4,dma,1982
10.4,dma,1983
10.3,dma,1984
10.3,dma,1985
10.3,dma,1986
10.3,dma,1987
10.3,dma,1988
10.4,dma,1989
10.5,dma,1990
10.5,dma,1991
10.7,dma,1992
10.8,dma,1993
10.9,dma,1994
10.9,dma,1995
11.0,dma,1996
11.1,dma,1997
11.1,dma,1998
11.2,dma,1999
11.2,dma,2000
11.2,dma,2001
11.2,dma,2002
11.2,dma,2003
11.3,dma,2004
11.5,dma,2005
11.8,dma,2006
12.2,dma,2007
12.7,dma,2008
13.2,dma,2009
13.9,dma,2010
14.6,dma,2011
15.1,dma,2012
15.5,dma,2013
15.6,dma,2014
15.6,dma,2015
80.3,dom,1952
79.7,dom,1953
79.1,dom,1954
78.2,dom,1955
76.9,dom,1956
75.3,dom,1957
73.2,dom,1958
70.7,dom,1959
67.7,dom,1960
64.5,dom,1961
61.3,dom,1962
58.5,dom,1963
56.3,dom,1964
54.6,dom,1965
53.0,dom,1966
51.4,dom,1967
49.8,dom,1968
48.5,dom,1969
47.5,dom,1970
46.4,dom,1971
45.3,dom,1972
44.2,dom,1973
43.0,dom,1974
41.8,dom,1975
40.5,dom,1976
39.1,dom,1977
37.5,dom,1978
35.9,dom,1979
34.2,dom,1980
32.8,dom,1981
31.5,dom,1982
30.4,dom,1983
29.3,dom,1984
28.3,dom,1985
27.4,dom,1986
26.5,dom,1987
25.7,dom,1988
25.1,dom,1989
24.6,dom,1990
24.2,dom,1991
23.9,dom,1992
23.7,dom,1993
23.7,dom,1994
23.7,dom,1995
23.8,dom,1996
24.0,dom,1997
24.1,dom,1998
24.1,dom,1999
24.1,dom,2000
24.0,dom,2001
23.9,dom,2002
23.8,dom,2003
23.7,dom,2004
23.8,dom,2005
23.8,dom,2006
23.9,dom,2007
23.8,dom,2008
23.7,dom,2009
23.5,dom,2010
23.3,dom,2011
23.0,dom,2012
22.6,dom,2013
22.1,dom,2014
21.7,dom,2015
63.4,ecu,1956
62.5,ecu,1957
61.3,ecu,1958
60.3,ecu,1959
59.5,ecu,1960
58.6,ecu,1961
57.7,ecu,1962
56.8,ecu,1963
55.8,ecu,1964
54.5,ecu,1965
53.1,ecu,1966
51.7,ecu,1967
50.3,ecu,1968
49.1,ecu,1969
47.7,ecu,1970
46.3,ecu,1971
44.9,ecu,1972
43.5,ecu,1973
42.1,ecu,1974
40.7,ecu,1975
39.1,ecu,1976
37.6,ecu,1977
36.3,ecu,1978
35.0,ecu,1979
33.8,ecu,1980
32.7,ecu,1981
31.6,ecu,1982
30.5,ecu,1983
29.4,ecu,1984
28.4,ecu,1985
27.4,ecu,1986
26.5,ecu,1987
25.7,ecu,1988
25.0,ecu,1989
24.2,ecu,1990
23.4,ecu,1991
22.6,ecu,1992
21.9,ecu,1993
21.2,ecu,1994
20.4,ecu,1995
19.7,ecu,1996
19.1,ecu,1997
18.5,ecu,1998
17.9,ecu,1999
17.3,ecu,2000
16.7,ecu,2001
16.1,ecu,2002
15.6,ecu,2003
15.1,ecu,2004
14.6,ecu,2005
14.2,ecu,2006
13.8,ecu,2007
13.4,ecu,2008
13.0,ecu,2009
12.6,ecu,2010
12.2,ecu,2011
11.8,ecu,2012
11.4,ecu,2013
11.1,ecu,2014
10.8,ecu,2015
67.0,egy,1957
66.1,egy,1958
64.9,egy,1959
63.8,egy,1960
62.7,egy,1961
61.5,egy,1962
60.5,egy,1963
59.5,egy,1964
58.9,egy,1965
58.6,egy,1966
58.5,egy,1967
58.5,egy,1968
58.7,egy,1969
58.8,egy,1970
58.9,egy,1971
58.7,egy,1972
58.4,egy,1973
57.8,egy,1974
57.0,egy,1975
56.2,egy,1976
55.3,egy,1977
54.2,egy,1978
53.1,egy,1979
51.8,egy,1980
50.4,egy,1981
48.8,egy,1982
47.0,egy,1983
44.9,egy,1984
42.6,egy,1985
40.4,egy,1986
38.4,egy,1987
36.6,egy,1988
34.9,egy,1989
33.4,egy,1990
32.0,egy,1991
30.7,egy,1992
29.4,egy,1993
28.1,egy,1994
26.9,egy,1995
25.9,egy,1996
24.9,egy,1997
24.0,egy,1998
23.1,egy,1999
22.3,egy,2000
21.5,egy,2001
20.8,egy,2002
20.2,egy,2003
19.5,egy,2004
19.0,egy,2005
18.4,egy,2006
17.6,egy,2007
16.9,egy,2008
16.2,egy,2009
15.5,egy,2010
14.9,egy,2011
14.3,egy,2012
13.8,egy,2013
13.3,egy,2014
12.8,egy,2015
39.3,slv,1962
39.0,slv,1963
38.6,slv,1964
38.1,slv,1965
37.7,slv,1966
37.5,slv,1967
37.0,slv,1968
36.7,slv,1969
36.4,slv,1970
36.1,slv,1971
35.7,slv,1972
35.3,slv,1973
34.9,slv,1974
34.3,slv,1975
33.6,slv,1976
32.9,slv,1977
32.3,slv,1978
31.6,slv,1979
30.7,slv,1980
29.8,slv,1981
28.7,slv,1982
27.7,slv,1983
26.7,slv,1984
25.7,slv,1985
24.9,slv,1986
24.2,slv,1987
23.6,slv,1988
23.0,slv,1989
22.5,slv,1990
21.8,slv,1991
21.0,slv,1992
20.2,slv,1993
19.3,slv,1994
18.4,slv,1995
17.5,slv,1996
16.7,slv,1997
15.9,slv,1998
15.3,slv,1999
14.4,slv,2000
13.6,slv,2001
12.9,slv,2002
12.3,slv,2003
11.8,slv,2004
11.3,slv,2005
10.9,slv,2006
10.6,slv,2007
10.3,slv,2008
10.0,slv,2009
9.8,slv,2010
9.5,slv,2011
9.2,slv,2012
8.9,slv,2013
8.6,slv,2014
8.3,slv,2015
50.6,gnq,1990
49.8,gnq,1991
49.4,gnq,1992
48.9,gnq,1993
48.1,gnq,1994
47.6,gnq,1995
47.0,gnq,1996
46.2,gnq,1997
45.7,gnq,1998
45.3,gnq,1999
44.8,gnq,2000
44.0,gnq,2001
43.3,gnq,2002
42.6,gnq,2003
41.8,gnq,2004
40.8,gnq,2005
39.7,gnq,2006
38.6,gnq,2007
37.8,gnq,2008
37.1,gnq,2009
36.4,gnq,2010
35.7,gnq,2011
35.1,gnq,2012
34.4,gnq,2013
33.7,gnq,2014
33.1,gnq,2015
45.5,eri,1977
44.6,eri,1978
43.6,eri,1979
42.4,eri,1980
41.2,eri,1981
40.3,eri,1982
39.3,eri,1983
38.6,eri,1984
38.1,eri,1985
37.6,eri,1986
36.8,eri,1987
35.7,eri,1988
34.6,eri,1989
33.6,eri,1990
32.8,eri,1991
32.2,eri,1992
31.7,eri,1993
31.1,eri,1994
30.4,eri,1995
29.5,eri,1996
28.6,eri,1997
27.7,eri,1998
26.9,eri,1999
26.3,eri,2000
25.7,eri,2001
25.2,eri,2002
24.7,eri,2003
24.1,eri,2004
23.4,eri,2005
22.9,eri,2006
22.2,eri,2007
21.6,eri,2008
21.1,eri,2009
20.5,eri,2010
20.0,eri,2011
19.6,eri,2012
19.2,eri,2013
18.8,eri,2014
18.4,eri,2015
14.7,est,1988
14.2,est,1989
13.8,est,1990
13.4,est,1991
12.8,est,1992
12.1,est,1993
11.3,est,1994
10.3,est,1995
9.3,est,1996
8.3,est,1997
7.5,est,1998
6.8,est,1999
6.3,est,2000
5.7,est,2001
5.3,est,2002
4.8,est,2003
4.4,est,2004
4.0,est,2005
3.7,est,2006
3.4,est,2007
3.1,est,2008
2.8,est,2009
2.5,est,2010
2.3,est,2011
2.0,est,2012
1.8,est,2013
1.7,est,2014
1.5,est,2015
66.5,eth,1977
66.9,eth,1978
67.3,eth,1979
67.7,eth,1980
67.7,eth,1981
67.4,eth,1982
66.7,eth,1983
65.9,eth,1984
65.0,eth,1985
64.3,eth,1986
63.4,eth,1987
62.6,eth,1988
61.7,eth,1989
60.9,eth,1990
60.0,eth,1991
58.9,eth,1992
57.5,eth,1993
56.1,eth,1994
54.7,eth,1995
53.2,eth,1996
51.8,eth,1997
50.5,eth,1998
49.5,eth,1999
48.4,eth,2000
47.2,eth,2001
45.9,eth,2002
44.4,eth,2003
42.7,eth,2004
40.9,eth,2005
39.0,eth,2006
37.3,eth,2007
35.5,eth,2008
33.9,eth,2009
32.5,eth,2010
31.4,eth,2011
30.4,eth,2012
29.3,eth,2013
28.5,eth,2014
27.7,eth,2015
17.0,fji,1990
16.5,fji,1991
16.0,fji,1992
15.6,fji,1993
15.2,fji,1994
14.9,fji,1995
14.7,fji,1996
14.4,fji,1997
14.2,fji,1998
14.1,fji,1999
13.9,fji,2000
13.7,fji,2001
13.5,fji,2002
13.2,fji,2003
12.9,fji,2004
12.5,fji,2005
11.8,fji,2006
11.1,fji,2007
10.7,fji,2008
10.4,fji,2009
10.3,fji,2010
10.3,fji,2011
10.2,fji,2012
10.0,fji,2013
9.8,fji,2014
9.6,fji,2015
15.8,fin,1960
15.3,fin,1961
14.8,fin,1962
14.2,fin,1963
13.6,fin,1964
13.0,fin,1965
12.4,fin,1966
11.8,fin,1967
11.3,fin,1968
10.9,fin,1969
10.4,fin,1970
10.0,fin,1971
9.4,fin,1972
8.9,fin,1973
8.3,fin,1974
7.7,fin,1975
7.1,fin,1976
6.6,fin,1977
6.1,fin,1978
5.6,fin,1979
5.1,fin,1980
4.8,fin,1981
4.5,fin,1982
4.4,fin,1983
4.3,fin,1984
4.2,fin,1985
4.2,fin,1986
4.1,fin,1987
4.0,fin,1988
4.0,fin,1989
3.9,fin,1990
3.7,fin,1991
3.6,fin,1992
3.4,fin,1993
3.2,fin,1994
3.1,fin,1995
2.9,fin,1996
2.8,fin,1997
2.7,fin,1998
2.6,fin,1999
2.5,fin,2000
2.4,fin,2001
2.3,fin,2002
2.2,fin,2003
2.2,fin,2004
2.1,fin,2005
2.0,fin,2006
2.0,fin,2007
1.9,fin,2008
1.8,fin,2009
1.7,fin,2010
1.6,fin,2011
1.5,fin,2012
1.4,fin,2013
1.3,fin,2014
1.3,fin,2015
18.3,fra,1960
17.2,fra,1961
16.6,fra,1962
16.2,fra,1963
15.9,fra,1964
15.7,fra,1965
15.3,fra,1966
14.7,fra,1967
14.1,fra,1968
13.3,fra,1969
12.5,fra,1970
12.0,fra,1971
11.5,fra,1972
11.0,fra,1973
10.1,fra,1974
8.9,fra,1975
7.9,fra,1976
7.2,fra,1977
6.7,fra,1978
6.2,fra,1979
5.7,fra,1980
5.3,fra,1981
5.2,fra,1982
5.0,fra,1983
4.8,fra,1984
4.6,fra,1985
4.3,fra,1986
4.2,fra,1987
4.0,fra,1988
3.8,fra,1989
3.6,fra,1990
3.4,fra,1991
3.2,fra,1992
3.1,fra,1993
3.1,fra,1994
3.1,fra,1995
3.1,fra,1996
3.0,fra,1997
2.9,fra,1998
2.8,fra,1999
2.8,fra,2000
2.7,fra,2001
2.7,fra,2002
2.6,fra,2003
2.5,fra,2004
2.4,fra,2005
2.3,fra,2006
2.3,fra,2007
2.3,fra,2008
2.3,fra,2009
2.3,fra,2010
2.2,fra,2011
2.2,fra,2012
2.3,fra,2013
2.3,fra,2014
2.2,fra,2015
33.4,gab,1982
33.0,gab,1983
32.6,gab,1984
32.3,gab,1985
32.1,gab,1986
32.0,gab,1987
31.8,gab,1988
31.7,gab,1989
31.7,gab,1990
31.6,gab,1991
31.4,gab,1992
31.2,gab,1993
31.0,gab,1994
30.7,gab,1995
30.5,gab,1996
30.3,gab,1997
30.1,gab,1998
30.0,gab,1999
29.8,gab,2000
29.6,gab,2001
29.3,gab,2002
28.8,gab,2003
28.5,gab,2004
28.2,gab,2005
27.8,gab,2006
27.4,gab,2007
27.0,gab,2008
26.4,gab,2009
25.9,gab,2010
25.3,gab,2011
24.7,gab,2012
24.2,gab,2013
23.8,gab,2014
23.2,gab,2015
50.7,gmb,1990
49.8,gmb,1991
48.5,gmb,1992
47.5,gmb,1993
46.7,gmb,1994
45.7,gmb,1995
44.8,gmb,1996
44.1,gmb,1997
43.3,gmb,1998
42.5,gmb,1999
41.7,gmb,2000
40.6,gmb,2001
39.9,gmb,2002
39.1,gmb,2003
38.4,gmb,2004
37.3,gmb,2005
36.2,gmb,2006
35.3,gmb,2007
34.6,gmb,2008
33.9,gmb,2009
33.2,gmb,2010
32.7,gmb,2011
32.1,gmb,2012
31.4,gmb,2013
30.7,gmb,2014
29.9,gmb,2015
28.6,geo,1977
28.1,geo,1978
27.6,geo,1979
27.1,geo,1980
26.6,geo,1981
26.1,geo,1982
25.7,geo,1983
25.3,geo,1984
25.0,geo,1985
24.8,geo,1986
24.7,geo,1987
24.7,geo,1988
24.7,geo,1989
24.7,geo,1990
24.7,geo,1991
24.6,geo,1992
24.5,geo,1993
24.2,geo,1994
23.9,geo,1995
23.6,geo,1996
23.1,geo,1997
22.4,geo,1998
21.8,geo,1999
21.0,geo,2000
20.0,geo,2001
18.7,geo,2002
17.4,geo,2003
16.1,geo,2004
14.8,geo,2005
13.7,geo,2006
12.6,geo,2007
11.6,geo,2008
10.8,geo,2009
10.0,geo,2010
9.3,geo,2011
8.7,geo,2012
8.2,geo,2013
7.6,geo,2014
7.2,geo,2015
14.4,deu,1969
14.1,deu,1970
13.9,deu,1971
13.4,deu,1972
12.5,deu,1973
11.4,deu,1974
10.4,deu,1975
9.4,deu,1976
8.3,deu,1977
7.2,deu,1978
