geo,medical_doctors_per_1000_people,time
svn,1.99,1990
svn,2.079,1991
svn,2.091,1992
svn,2.03,1993
svn,2.19,1994
svn,2.121,1995
svn,2.135,1996
svn,2.147,1997
svn,2.178,1998
svn,2.135,1999
svn,2.17,2000
svn,2.194,2001
svn,2.253,2002
svn,2.4,2005
svn,2.424,2006
svn,2.473,2008
slb,0.1864,1960
slb,0.205,1970
slb,0.1352,1986
slb,0.152,1989
slb,0.1569,1992
slb,0.14,1995
slb,0.127,1999
slb,0.13,2003
slb,0.186,2005
som,0.02376,1960
som,0.0271,1965
som,0.0367,1970
som,0.038,1975
som,0.0461,1980
som,0.041,1981
som,0.0714,1984
som,0.0422,1993
som,0.04,1997
som,0.035,2006
zaf,0.4879,1965
zaf,0.5386,1975
zaf,0.5512,1978
zaf,0.6126,1987
zaf,0.6243,1992
zaf,0.593,1996
zaf,0.692,2001
zaf,0.77,2004
esp,2.5,1995
esp,2.8,1996
esp,2.9,1997
esp,2.8,1998
esp,2.9,1999
esp,3.2,2000
esp,3.1,2001
esp,2.9,2002
esp,3.3,2003
esp,3.757,2007
esp,3.705,2009
lka,0.2226,1960
lka,0.1719,1965
lka,0.1694,1970
lka,0.1695,1975
lka,0.1394,1980
lka,0.1338,1981
lka,0.134,1982
lka,0.1813,1985
lka,0.1376,1986
lka,0.1461,1989
lka,0.1461,1993
lka,0.2303,1994
lka,0.365,1999
lka,0.428,2000
lka,0.55,2004
lka,0.492,2006
sdn,0.02952,1960
sdn,0.04119,1965
sdn,0.0683,1970
sdn,0.0685,1975
sdn,0.1099,1980
sdn,0.1008,1981
sdn,0.0962,1984
sdn,0.0899,1986
sdn,0.1048,1994
sdn,0.09,1996
sdn,0.158,2000
sdn,0.22,2004
sdn,0.3,2006
sdn,0.28,2008
sur,0.5103,1960
sur,0.4651,1970
sur,0.7909,1984
sur,0.75,1990
sur,0.762,1993
sur,0.75,1995
sur,0.252,1996
sur,0.45,2000
swz,0.1043,1960
swz,0.1241,1970
swz,0.0532,1983
swz,0.1078,1990
swz,0.151,1996
swz,0.176,2000
swz,0.16,2004
swe,1.0,1960
swe,1.0,1961
swe,1.0,1962
swe,1.0,1963
swe,1.1,1964
swe,1.1,1965
swe,1.1,1966
swe,1.2,1967
swe,1.2,1968
swe,1.3,1969
swe,1.3,1970
swe,1.4,1971
swe,1.5,1972
swe,1.5,1973
swe,1.6,1974
swe,1.7,1975
swe,1.8,1976
swe,1.9,1977
swe,2.0,1978
swe,2.0,1979
swe,2.2,1980
swe,2.3,1981
swe,2.3,1982
swe,2.4,1983
swe,2.6,1984
swe,2.6,1985
swe,2.8,1986
swe,2.8,1987
swe,2.8,1988
swe,2.8,1989
swe,2.9,1990
swe,2.7,1992
swe,2.7,1993
swe,2.8,1994
swe,2.9,1995
swe,2.9,1996
swe,2.9,1997
swe,3.0,1998
swe,3.0,1999
swe,3.1,2000
swe,3.2,2001
swe,3.3,2002
swe,3.28,2004
swe,3.583,2006
che,1.4,1960
che,1.4,1961
che,1.4,1962
che,1.4,1963
che,1.4,1964
che,1.4,1965
che,1.4,1966
che,1.4,1967
che,1.4,1968
che,1.5,1969
che,1.5,1970
che,1.6,1971
che,1.6,1972
che,1.7,1973
che,1.8,1974
che,1.9,1975
che,2.0,1976
che,2.1,1977
che,2.2,1978
che,2.4,1979
che,2.5,1980
che,2.6,1981
che,2.6,1982
che,2.6,1983
che,2.6,1984
che,2.7,1985
che,2.8,1986
che,2.9,1987
che,3.0,1988
che,2.9,1989
che,3.0,1990
che,3.0,1991
che,3.0,1992
che,3.1,1993
che,3.1,1994
che,3.2,1995
che,3.2,1996
che,3.3,1997
che,3.3,1998
che,3.4,1999
che,3.5,2000
che,3.5,2001
che,3.6,2002
che,3.97,2006
che,4.07,2009
syr,0.216,1960
syr,0.1852,1965
syr,0.2594,1970
syr,0.2564,1975
syr,0.4458,1980
syr,0.463,1981
syr,0.8066,1986
syr,0.7834,1987
syr,0.863,1989
syr,0.8348,1990
syr,1.1,1997
syr,1.44,1998
syr,1.3,1999
syr,1.399,2001
syr,0.53,2006
syr,1.5,2008
tjk,2.527,1985
tjk,2.556,1986
tjk,2.582,1987
tjk,2.697,1988
tjk,2.678,1989
tjk,2.551,1990
tjk,2.419,1991
tjk,2.266,1992
tjk,2.177,1993
tjk,2.254,1994
tjk,2.136,1995
tjk,2.086,1996
tjk,2.023,1997
tjk,2.086,1998
tjk,2.102,1999
tjk,2.13,2000
tjk,2.18,2001
tjk,2.033,2003
tjk,2.013,2006
tza,0.05488,1960
tza,0.03954,1961
tza,0.04533,1965
tza,0.0437,1970
tza,0.0443,1975
tza,0.0389,1984
tza,0.0354,1985
tza,0.0388,1987
tza,0.0419,1994
tza,0.041,1995
tza,0.02,2002
tza,0.008,2006
tha,0.1289,1960
tha,0.1397,1965
tha,0.1207,1970
tha,0.1191,1975
tha,0.147,1980
tha,0.1455,1981
tha,0.1595,1983
tha,0.16,1984
tha,0.1691,1985
tha,0.1822,1986
tha,0.1814,1987
tha,0.2097,1988
tha,0.2328,1989
tha,0.2253,1990
tha,0.2266,1991
tha,0.2337,1992
tha,0.2331,1993
tha,0.24,1995
tha,0.365,1996
tha,0.301,1999
tha,0.37,2000
tha,0.305,2002
tha,0.298,2004
tls,0.1,2004
tgo,0.021,1960
tgo,0.04276,1965
tgo,0.0348,1970
tgo,0.0349,1975
tgo,0.0552,1980
tgo,0.0486,1981
tgo,0.1174,1984
tgo,0.0853,1986
tgo,0.0878,1991
tgo,0.0564,1994
tgo,0.076,1995
tgo,0.057,2001
tgo,0.04,2004
tgo,0.053,2008
ton,0.375,1960
ton,0.2558,1970
ton,0.3617,1980
ton,0.6022,1981
ton,0.5995,1982
ton,0.4921,1989
ton,0.5083,1991
ton,0.44,1997
ton,0.499,2000
ton,0.343,2001
ton,0.2912,2002
tto,0.4176,1960
tto,0.2623,1965
tto,0.4449,1970
tto,0.4536,1975
tto,0.7264,1980
tto,0.673,1981
tto,1.043,1984
tto,0.72,1990
tto,0.7316,1991
tto,0.6577,1993
tto,0.788,1994
tto,0.79,1995
tto,0.79,1997
tto,1.175,2007
tun,0.09974,1960
tun,0.1251,1965
tun,0.1685,1970
tun,0.1695,1975
tun,0.2707,1980
tun,0.2746,1981
tun,0.4609,1986
tun,0.5283,1990
tun,0.5369,1991
tun,0.6454,1992
tun,0.6506,1993
tun,0.5673,1994
tun,0.663,1995
tun,0.7,1997
tun,1.34,2004
tun,1.19,2009
tur,0.3,1960
tur,0.3,1961
tur,0.4,1962
tur,0.4,1963
tur,0.3,1964
tur,0.4,1965
tur,0.4,1966
tur,0.4,1967
tur,0.4,1968
tur,0.4,1969
tur,0.4,1970
tur,0.5,1971
tur,0.5,1972
tur,0.5,1973
tur,0.5,1974
tur,0.5,1975
tur,0.6,1976
tur,0.6,1977
tur,0.6,1978
tur,0.6,1979
tur,0.6,1980
tur,0.6,1981
tur,0.7,1982
tur,0.7,1983
tur,0.7,1984
tur,0.7,1985
tur,0.7,1986
tur,0.7,1987
tur,0.8,1988
tur,0.9,1989
tur,0.9,1990
tur,1.0,1991
tur,1.0,1992
tur,1.0,1993
tur,1.1,1994
tur,1.1,1995
tur,1.1,1996
tur,1.2,1997
tur,1.2,1998
tur,1.2,1999
tur,1.3,2000
tur,1.3,2001
tur,1.4,2002
tur,1.4,2003
tur,1.3,2004
tur,1.3,2005
tur,1.56,2006
tur,1.451,2008
tur,1.64,2009
tkm,2.839,1980
tkm,3.304,1985
tkm,3.44,1986
tkm,3.527,1987
tkm,3.55,1988
tkm,3.6,1989
tkm,3.614,1990
tkm,3.673,1991
tkm,3.589,1992
tkm,3.57,1993
tkm,3.535,1994
tkm,3.17,1995
tkm,3.222,1996
tkm,3.171,1997
tkm,4.179,2002
tkm,2.49,2006
tkm,2.438,2007
tuv,0.5455,2002
tuv,0.91,2003
tuv,0.636,2008
uga,0.07376,1960
uga,0.09022,1965
uga,0.1085,1970
uga,0.1075,1975
uga,0.0467,1981
uga,0.0458,1982
uga,0.0441,1984
uga,0.0446,1989
uga,0.04,1993
uga,0.047,2002
uga,0.08,2004
uga,0.117,2005
ukr,3.515,1980
ukr,3.631,1981
ukr,3.741,1982
ukr,3.82,1983
ukr,3.909,1984
ukr,4.002,1985
ukr,4.06,1986
ukr,4.143,1987
ukr,4.2,1988
ukr,4.275,1989
ukr,4.29,1990
ukr,4.345,1991
ukr,4.297,1992
ukr,4.342,1993
ukr,4.314,1994
ukr,4.407,1995
ukr,2.992,1996
ukr,2.97,1997
ukr,2.99,1998
ukr,2.986,1999
ukr,2.978,2000
ukr,2.974,2001
ukr,2.951,2003
ukr,3.125,2006
are,0.9091,1970
are,1.068,1980
are,0.9532,1984
are,0.8275,1990
are,0.84,1992
are,1.81,1997
are,2.023,2001
are,1.69,2002
are,1.545,2005
are,1.93,2007
gbr,0.8,1960
gbr,0.9,1961
gbr,0.9,1962
gbr,0.9,1963
gbr,0.9,1964
gbr,0.9,1965
gbr,0.9,1966
gbr,0.9,1967
gbr,0.9,1968
gbr,0.9,1969
gbr,0.9,1970
gbr,1.0,1971
gbr,1.0,1972
gbr,1.1,1973
gbr,1.1,1974
gbr,1.1,1975
gbr,1.2,1976
gbr,1.2,1977
gbr,1.2,1978
gbr,1.3,1979
gbr,1.3,1980
gbr,1.3,1981
gbr,1.3,1982
gbr,1.4,1983
gbr,1.4,1984
gbr,1.4,1985
gbr,1.4,1986
gbr,1.5,1987
gbr,1.5,1988
gbr,1.5,1989
gbr,1.6,1990
gbr,1.6,1991
gbr,1.6,1992
gbr,1.7,1993
gbr,1.7,1994
gbr,1.7,1995
gbr,1.8,1996
gbr,2.3,1997
gbr,1.9,1998
gbr,1.9,1999
gbr,1.9,2000
gbr,2.0,2001
gbr,2.3,2002
gbr,2.2,2003
gbr,2.739,2009
usa,1.1,1960
usa,1.2,1965
usa,1.2,1970
usa,1.3,1975
usa,1.3,1976
usa,1.3,1977
usa,1.4,1978
usa,1.4,1979
usa,1.5,1980
usa,1.5,1981
usa,1.6,1982
usa,1.6,1983
usa,1.7,1985
usa,1.7,1986
usa,1.8,1987
usa,1.8,1988
usa,1.8,1989
usa,1.8,1990
usa,1.9,1991
usa,1.9,1992
usa,1.9,1993
usa,2.0,1995
usa,2.0,1996
usa,2.1,1997
usa,2.1,1998
usa,2.2,1999
usa,2.56,2000
usa,2.2,2001
usa,2.3,2002
usa,2.672,2004
ury,1.064,1960
ury,1.136,1965
ury,1.093,1970
ury,1.111,1975
ury,1.997,1981
ury,1.926,1984
ury,1.947,1985
ury,3.68,1990
ury,3.226,1992
ury,3.56,1995
ury,3.703,1996
ury,3.745,1999
ury,3.65,2002
ury,4.181,2007
ury,3.736,2008
uzb,2.669,1980
uzb,2.694,1985
uzb,3.255,1986
uzb,3.319,1987
uzb,3.364,1988
uzb,3.386,1989
uzb,3.388,1990
uzb,3.425,1991
uzb,3.321,1992
uzb,3.338,1993
uzb,3.295,1994
uzb,3.239,1995
uzb,3.171,1996
uzb,3.115,1997
uzb,3.085,1998
uzb,2.975,1999
uzb,2.946,2000
uzb,2.885,2001
uzb,2.745,2003
uzb,2.65,2005
uzb,2.617,2007
vut,0.2769,1960
vut,0.3012,1970
vut,0.1912,1980
vut,0.1886,1981
vut,0.2038,1986
vut,0.1254,1989
vut,0.099,1991
vut,0.11,1997
vut,0.14,2004
vut,0.116,2008
ven,0.6657,1960
ven,0.8152,1965
ven,0.8834,1970
ven,0.9042,1974
ven,0.9042,1975
ven,0.904,1976
ven,0.8296,1980
ven,0.9957,1981
ven,0.8333,1982
ven,1.436,1984
ven,1.196,1985
ven,1.399,1986
ven,1.401,1987
ven,1.6,1988
ven,1.695,1989
ven,1.564,1990
ven,1.94,1995
ven,2.029,1997
ven,1.94,2001
pse,0.5,1998
pse,0.837,2001
vnm,0.2409,1980
vnm,0.247,1981
vnm,1.056,1986
vnm,0.3909,1989
vnm,0.4039,1990
vnm,0.4066,1991
vnm,0.4372,1992
vnm,0.569,1997
vnm,0.48,1998
vnm,0.515,1999
vnm,0.534,2001
vnm,0.56,2002
vnm,1.224,2008
vir,1.65,1990
vir,1.645,1995
yem,0.02344,1960
yem,0.03166,1965
yem,0.0287,1970
yem,0.1447,1981
yem,0.1713,1985
yem,0.007,1990
yem,0.247,1995
yem,0.23,1996
yem,0.2,1998
yem,0.219,2001
yem,0.33,2004
yem,0.3,2009
zmb,0.107,1960
zmb,0.08771,1965
zmb,0.0733,1970
zmb,0.0742,1975
zmb,0.0756,1980
zmb,0.1264,1981
zmb,0.1395,1983
zmb,0.1409,1985
zmb,0.0916,1990
zmb,0.069,1995
zmb,0.12,2004
zmb,0.055,2006
zwe,0.2021,1960
zwe,0.1248,1965
zwe,0.1615,1970
zwe,0.1578,1975
zwe,0.1609,1980
zwe,0.1385,1981
zwe,0.1625,1985
zwe,0.1348,1987
zwe,0.1354,1990
zwe,0.139,1995
zwe,0.057,2002
zwe,0.16,2004
