geo,population_aged_0_4_years_total_number,time
bhs,26000,2045
bhs,26000,2050
bhr,20000,1950
bhr,24000,1955
bhr,28000,1960
bhr,40000,1965
bhr,38000,1970
bhr,41000,1975
bhr,44000,1980
bhr,49000,1985
bhr,58000,1990
bhr,67000,1995
bhr,62000,2000
bhr,68000,2005
bhr,70000,2010
bhr,70000,2015
bhr,68000,2020
bhr,68000,2025
bhr,70000,2030
bhr,71000,2035
bhr,71000,2040
bhr,70000,2045
bhr,70000,2050
bgd,6742000,1950
bgd,8342000,1955
bgd,9416000,1960
bgd,10760000,1965
bgd,12350000,1970
bgd,14280000,1975
bgd,16270000,1980
bgd,17630000,1985
bgd,17780000,1990
bgd,17610000,1995
bgd,17710000,2000
bgd,17450000,2005
bgd,16280000,2010
bgd,16180000,2015
bgd,16090000,2020
bgd,15700000,2025
bgd,15030000,2030
bgd,14280000,2035
bgd,13810000,2040
bgd,13610000,2045
bgd,13320000,2050
brb,26000,1950
brb,31000,1955
brb,32000,1960
brb,33000,1965
brb,26000,1970
brb,22000,1975
brb,21000,1980
brb,21000,1985
brb,20000,1990
brb,18000,1995
brb,15000,2000
brb,14000,2005
brb,14000,2010
brb,14000,2015
brb,14000,2020
brb,13000,2025
brb,12000,2030
brb,12000,2035
brb,12000,2040
brb,12000,2045
brb,11000,2050
blr,659000,1950
blr,812000,1955
blr,970000,1960
blr,913000,1965
blr,748000,1970
blr,747000,1975
blr,745000,1980
blr,813000,1985
blr,807000,1990
blr,611000,1995
blr,473000,2000
blr,457000,2005
blr,479000,2010
blr,462000,2015
blr,426000,2020
blr,384000,2025
blr,346000,2030
blr,330000,2035
blr,330000,2040
blr,328000,2045
blr,315000,2050
bel,693000,1950
bel,694000,1955
bel,750000,1960
bel,779000,1965
bel,718000,1970
bel,653000,1975
bel,600000,1980
bel,592000,1985
bel,587000,1990
bel,600000,1995
bel,570000,2000
bel,565000,2005
bel,605000,2010
bel,604000,2015
bel,612000,2020
bel,608000,2025
bel,600000,2030
bel,595000,2035
bel,599000,2040
bel,606000,2045
bel,610000,2050
blz,11000,1950
blz,16000,1955
blz,18000,1960
blz,19000,1965
blz,22000,1970
blz,24000,1975
blz,24000,1980
blz,29000,1985
blz,32000,1990
blz,35000,1995
blz,36000,2000
blz,36000,2005
blz,36000,2010
blz,37000,2015
blz,37000,2020
blz,36000,2025
blz,35000,2030
blz,33000,2035
blz,32000,2040
blz,33000,2045
blz,32000,2050
ben,281000,1950
ben,305000,1955
ben,350000,1960
ben,410000,1965
ben,477000,1970
ben,550000,1975
ben,646000,1980
ben,755000,1985
ben,875000,1990
ben,1024000,1995
ben,1169000,2000
ben,1332000,2005
ben,1528000,2010
ben,1691000,2015
ben,1802000,2020
ben,1886000,2025
ben,1957000,2030
ben,2024000,2035
ben,2076000,2040
ben,2103000,2045
ben,2110000,2050
btn,30000,1950
btn,33000,1955
btn,39000,1960
btn,45000,1965
btn,52000,1970
btn,62000,1975
btn,73000,1980
btn,82000,1985
btn,92000,1990
btn,81000,1995
btn,72000,2000
btn,73000,2005
btn,69000,2010
btn,73000,2015
btn,74000,2020
btn,70000,2025
btn,64000,2030
btn,62000,2035
btn,63000,2040
btn,63000,2045
btn,62000,2050
bol,458000,1950
bol,512000,1955
bol,575000,1960
bol,638000,1965
bol,717000,1970
bol,817000,1975
bol,865000,1980
bol,940000,1985
bol,1038000,1990
bol,1157000,1995
bol,1190000,2000
bol,1239000,2005
bol,1243000,2010
bol,1237000,2015
bol,1216000,2020
bol,1186000,2025
bol,1147000,2030
bol,1100000,2035
bol,1052000,2040
bol,1007000,2045
bol,967000,2050
bih,385000,1950
bih,445000,1955
bih,455000,1960
bih,464000,1965
bih,387000,1970
bih,368000,1975
bih,334000,1980
bih,355000,1985
bih,341000,1990
bih,205000,1995
bih,217000,2000
bih,182000,2005
bih,170000,2010
bih,166000,2015
bih,159000,2020
bih,148000,2025
bih,137000,2030
bih,127000,2035
bih,121000,2040
bih,118000,2045
bih,116000,2050
bwa,62000,1950
bwa,87000,1955
bwa,100000,1960
bwa,113000,1965
bwa,130000,1970
bwa,153000,1975
bwa,185000,1980
bwa,211000,1985
bwa,220000,1990
bwa,221000,1995
bwa,220000,2000
bwa,214000,2005
bwa,226000,2010
bwa,234000,2015
bwa,234000,2020
bwa,230000,2025
bwa,223000,2030
bwa,220000,2035
bwa,220000,2040
bwa,218000,2045
bwa,212000,2050
bra,8984000,1950
bra,10870000,1955
bra,12540000,1960
bra,14440000,1965
bra,14730000,1970
bra,15420000,1975
bra,17040000,1980
bra,18510000,1985
bra,17690000,1990
bra,16750000,1995
bra,17430000,2000
bra,17310000,2005
bra,15230000,2010
bra,13810000,2015
bra,13070000,2020
bra,12300000,2025
bra,11660000,2030
bra,11300000,2035
bra,10880000,2040
bra,10810000,2045
bra,10480000,2050
brn,7000,1950
brn,13000,1955
brn,16000,1960
brn,19000,1965
brn,21000,1970
brn,25000,1975
brn,29000,1980
brn,31000,1985
brn,34000,1990
brn,37000,1995
brn,38000,2000
brn,36000,2005
brn,37000,2010
brn,37000,2015
brn,38000,2020
brn,39000,2025
brn,40000,2030
brn,41000,2035
brn,41000,2040
brn,41000,2045
brn,42000,2050
bgr,733000,1950
bgr,697000,1955
bgr,659000,1960
bgr,642000,1965
bgr,646000,1970
bgr,672000,1975
bgr,677000,1980
bgr,588000,1985
bgr,557000,1990
bgr,419000,1995
bgr,335000,2000
bgr,333000,2005
bgr,358000,2010
bgr,350000,2015
bgr,321000,2020
bgr,288000,2025
bgr,263000,2030
bgr,259000,2035
bgr,264000,2040
bgr,264000,2045
bgr,251000,2050
bfa,659000,1950
bfa,692000,1955
bfa,783000,1960
bfa,879000,1965
bfa,991000,1970
bfa,1108000,1975
bfa,1283000,1980
bfa,1471000,1985
bfa,1676000,1990
bfa,1914000,1995
bfa,2174000,2000
bfa,2515000,2005
bfa,3187000,2010
bfa,3428000,2015
bfa,3602000,2020
bfa,3759000,2025
bfa,3946000,2030
bfa,4132000,2035
bfa,4248000,2040
bfa,4275000,2045
bfa,4256000,2050
bdi,402000,1950
bdi,490000,1955
bdi,523000,1960
bdi,563000,1965
bdi,612000,1970
bdi,646000,1975
bdi,731000,1980
bdi,904000,1985
bdi,1076000,1990
bdi,1089000,1995
bdi,1058000,2000
bdi,1085000,2005
bdi,1211000,2010
bdi,1320000,2015
bdi,1350000,2020
bdi,1309000,2025
bdi,1260000,2030
bdi,1247000,2035
bdi,1272000,2040
bdi,1290000,2045
bdi,1271000,2050
khm,725000,1950
khm,809000,1955
khm,920000,1960
khm,1050000,1965
khm,1194000,1970
khm,1098000,1975
khm,969000,1980
khm,1670000,1985
khm,1795000,1990
khm,1933000,1995
khm,1742000,2000
khm,1573000,2005
khm,1670000,2010
khm,1808000,2015
khm,1884000,2020
khm,1836000,2025
khm,1737000,2030
khm,1683000,2035
khm,1687000,2040
khm,1695000,2045
khm,1657000,2050
cmr,708000,1950
cmr,799000,1955
cmr,886000,1960
cmr,1027000,1965
cmr,1194000,1970
cmr,1403000,1975
cmr,1651000,1980
cmr,1929000,1985
cmr,2179000,1990
cmr,2389000,1995
cmr,2505000,2000
cmr,2823000,2005
cmr,3118000,2010
cmr,3236000,2015
cmr,3251000,2020
cmr,3257000,2025
cmr,3299000,2030
cmr,3356000,2035
cmr,3380000,2040
cmr,3352000,2045
cmr,3295000,2050
can,1636000,1950
can,1944000,1955
can,2236000,1960
can,2265000,1965
can,1852000,1970
can,1769000,1975
can,1792000,1980
can,1847000,1985
can,1931000,1990
can,1984000,1995
can,1759000,2000
can,1708000,2005
can,1796000,2010
can,1900000,2015
can,2014000,2020
can,2095000,2025
can,2116000,2030
can,2121000,2035
can,2166000,2040
can,2232000,2045
can,2317000,2050
cpv,15000,1950
cpv,25000,1955
cpv,38000,1960
cpv,40000,1965
cpv,42000,1970
cpv,45000,1975
cpv,49000,1980
cpv,57000,1985
cpv,64000,1990
cpv,65000,1995
cpv,63000,2000
cpv,62000,2005
cpv,58000,2010
cpv,59000,2015
cpv,60000,2020
cpv,58000,2025
cpv,55000,2030
cpv,52000,2035
cpv,49000,2040
cpv,47000,2045
cpv,44000,2050
caf,190000,1950
caf,211000,1955
caf,239000,1960
caf,269000,1965
caf,302000,1970
caf,338000,1975
caf,382000,1980
caf,447000,1985
caf,500000,1990
caf,544000,1995
caf,608000,2000
caf,645000,2005
caf,662000,2010
caf,685000,2015
caf,699000,2020
caf,706000,2025
caf,712000,2030
caf,707000,2035
caf,700000,2040
caf,692000,2045
caf,683000,2050
tcd,365000,1950
tcd,443000,1955
tcd,494000,1960
tcd,553000,1965
tcd,626000,1970
tcd,738000,1975
tcd,850000,1980
tcd,973000,1985
tcd,1137000,1990
tcd,1322000,1995
tcd,1560000,2000
tcd,1855000,2005
tcd,2063000,2010
tcd,2269000,2015
tcd,2466000,2020
tcd,2647000,2025
tcd,2780000,2030
tcd,2865000,2035
tcd,2925000,2040
tcd,2979000,2045
tcd,3023000,2050
chanisl,9000,1950
chanisl,8000,1955
chanisl,8000,1960
chanisl,8000,1965
chanisl,9000,1970
chanisl,7000,1975
chanisl,7000,1980
chanisl,7000,1985
chanisl,8000,1990
chanisl,8000,1995
chanisl,8000,2000
chanisl,8000,2005
chanisl,7000,2010
chanisl,7000,2015
chanisl,7000,2020
chanisl,7000,2025
chanisl,7000,2030
chanisl,7000,2035
chanisl,7000,2040
chanisl,6000,2045
chanisl,6000,2050
chl,867000,1950
chl,1002000,1955
chl,1216000,1960
chl,1352000,1965
chl,1291000,1970
chl,1263000,1975
chl,1178000,1980
chl,1323000,1985
chl,1459000,1990
chl,1488000,1995
chl,1328000,2000
chl,1237000,2005
chl,1248000,2010
chl,1260000,2015
chl,1248000,2020
chl,1235000,2025
chl,1202000,2030
chl,1168000,2035
chl,1146000,2040
chl,1135000,2045
chl,1123000,2050
chn,74580000,1950
chn,98680000,1955
chn,91730000,1960
chn,110300000,1965
chn,130100000,1970
chn,124200000,1975
chn,98040000,1980
chn,104100000,1985
chn,125200000,1990
chn,107500000,1995
chn,95370000,2000
chn,87460000,2005
chn,87870000,2010
chn,91730000,2015
chn,89710000,2020
chn,81880000,2025
chn,75700000,2030
chn,73470000,2035
chn,73720000,2040
chn,73020000,2045
chn,70050000,2050
col,2152000,1950
col,2587000,1955
col,2947000,1960
col,3385000,1965
col,3679000,1970
col,3589000,1975
col,3906000,1980
col,4096000,1985
col,4262000,1990
col,4442000,1995
col,4442000,2000
col,4445000,2005
col,4502000,2010
col,4447000,2015
col,4396000,2020
col,4314000,2025
col,4206000,2030
col,4082000,2035
col,3940000,2040
col,3837000,2045
col,3780000,2050
com,22000,1950
com,31000,1955
com,35000,1960
com,39000,1965
com,43000,1970
com,50000,1975
com,63000,1980
com,76000,1985
com,72000,1990
com,74000,1995
com,80000,2000
com,90000,2005
com,101000,2010
com,102000,2015
com,99000,2020
com,97000,2025
com,99000,2030
com,103000,2035
com,104000,2040
com,101000,2045
com,98000,2050
cod,2170000,1950
cod,2401000,1955
cod,2743000,1960
cod,3157000,1965
cod,3699000,1970
cod,4330000,1975
cod,5095000,1980
cod,6063000,1985
cod,7303000,1990
cod,8963000,1995
cod,9905000,2000
cod,11300000,2005
cod,12160000,2010
cod,13240000,2015
cod,14150000,2020
cod,14670000,2025
cod,14860000,2030
cod,14870000,2035
cod,14810000,2040
cod,14640000,2045
cod,14290000,2050
cog,129000,1950
cog,147000,1955
cog,170000,1960
cog,200000,1965
cog,237000,1970
cog,278000,1975
cog,326000,1980
cog,368000,1985
cog,407000,1990
cog,450000,1995
cog,473000,2000
cog,531000,2005
cog,559000,2010
cog,576000,2015
cog,596000,2020
cog,599000,2025
cog,598000,2030
cog,598000,2035
cog,595000,2040
cog,590000,2045
cog,580000,2050
cri,155000,1950
cri,207000,1955
cri,249000,1960
cri,293000,1965
cri,285000,1970
cri,279000,1975
cri,318000,1980
cri,367000,1985
cri,411000,1990
cri,404000,1995
cri,397000,2000
cri,393000,2005
cri,370000,2010
cri,388000,2015
cri,379000,2020
cri,376000,2025
cri,368000,2030
cri,362000,2035
cri,358000,2040
cri,355000,2045
cri,352000,2050
civ,431000,1950
civ,516000,1955
civ,638000,1960
civ,803000,1965
civ,1009000,1970
civ,1297000,1975
civ,1655000,1980
civ,1945000,1985
civ,2183000,1990
civ,2444000,1995
civ,2701000,2000
civ,3004000,2005
civ,3218000,2010
civ,3410000,2015
civ,3531000,2020
civ,3622000,2025
civ,3703000,2030
civ,3765000,2035
civ,3797000,2040
civ,3794000,2045
civ,3763000,2050
hrv,389000,1950
hrv,388000,1955
hrv,352000,1960
hrv,345000,1965
hrv,296000,1970
hrv,308000,1975
hrv,316000,1980
hrv,320000,1985
hrv,290000,1990
hrv,264000,1995
hrv,234000,2000
hrv,208000,2005
hrv,210000,2010
hrv,213000,2015
hrv,207000,2020
hrv,199000,2025
hrv,189000,2030
hrv,183000,2035
hrv,182000,2040
hrv,185000,2045
hrv,185000,2050
cub,776000,1950
cub,892000,1955
cub,890000,1960
cub,1231000,1965
cub,1223000,1970
cub,1135000,1975
cub,803000,1980
cub,786000,1985
cub,876000,1990
cub,770000,1995
cub,714000,2000
cub,669000,2005
cub,580000,2010
cub,556000,2015
cub,537000,2020
cub,508000,2025
cub,473000,2030
cub,438000,2035
cub,411000,2040
cub,387000,2045
cub,366000,2050
cyp,67000,1950
cyp,65000,1955
cyp,75000,1960
cyp,70000,1965
cyp,59000,1970
cyp,47000,1975
cyp,57000,1980
cyp,62000,1985
cyp,62000,1990
cyp,61000,1995
cyp,53000,2000
cyp,48000,2005
cyp,50000,2010
cyp,54000,2015
cyp,57000,2020
cyp,59000,2025
cyp,58000,2030
cyp,57000,2035
cyp,58000,2040
cyp,61000,2045
cyp,64000,2050
cze,888000,1950
cze,846000,1955
cze,721000,1960
cze,691000,1965
cze,690000,1970
cze,847000,1975
cze,878000,1980
cze,695000,1985
cze,647000,1990
cze,593000,1995
cze,443000,2000
cze,468000,2005
cze,548000,2010
cze,564000,2015
cze,536000,2020
cze,500000,2025
cze,471000,2030
cze,473000,2035
cze,505000,2040
cze,535000,2045
cze,539000,2050
dnk,416000,1950
dnk,375000,1955
dnk,368000,1960
dnk,392000,1965
dnk,388000,1970
dnk,362000,1975
dnk,314000,1980
dnk,265000,1985
dnk,291000,1990
dnk,339000,1995
dnk,337000,2000
dnk,325000,2005
dnk,315000,2010
dnk,297000,2015
dnk,298000,2020
dnk,310000,2025
dnk,316000,2030
dnk,312000,2035
dnk,302000,2040
dnk,293000,2045
dnk,290000,2050
dji,12000,1950
dji,12000,1955
dji,15000,1960
dji,22000,1965
dji,30000,1970
dji,41000,1975
dji,60000,1980
dji,70000,1985
dji,97000,1990
dji,102000,1995
dji,105000,2000
dji,107000,2005
dji,109000,2010
dji,111000,2015
dji,114000,2020
dji,116000,2025
dji,117000,2030
dji,115000,2035
dji,114000,2040
dji,114000,2045
dji,114000,2050
dom,458000,1950
dom,557000,1955
dom,674000,1960
dom,772000,1965
dom,832000,1970
dom,867000,1975
dom,898000,1980
dom,965000,1985
dom,1016000,1990
dom,1057000,1995
dom,1047000,2000
dom,1075000,2005
dom,1087000,2010
dom,1071000,2015
dom,1045000,2020
dom,1017000,2025
dom,989000,2030
dom,958000,2035
dom,921000,2040
dom,882000,2045
dom,844000,2050
ecu,535000,1950
ecu,688000,1955
ecu,786000,1960
ecu,907000,1965
ecu,1039000,1970
ecu,1162000,1975
ecu,1284000,1980
ecu,1367000,1985
ecu,1404000,1990
ecu,1418000,1995
ecu,1458000,2000
ecu,1426000,2005
ecu,1371000,2010
ecu,1342000,2015
ecu,1326000,2020
ecu,1294000,2025
ecu,1253000,2030
ecu,1202000,2035
ecu,1152000,2040
ecu,1103000,2045
ecu,1076000,2050
egy,3731000,1950
egy,4221000,1955
egy,4865000,1960
egy,5312000,1965
egy,5793000,1970
egy,6251000,1975
egy,7281000,1980
egy,8260000,1985
egy,9332000,1990
egy,8249000,1995
egy,8542000,2000
egy,9081000,2005
egy,9657000,2010
egy,9904000,2015
egy,9675000,2020
egy,9386000,2025
egy,9290000,2030
egy,9310000,2035
egy,9234000,2040
egy,8950000,2045
egy,8545000,2050
slv,365000,1950
slv,442000,1955
slv,520000,1960
slv,607000,1965
slv,671000,1970
slv,733000,1975
slv,787000,1980
slv,784000,1985
slv,778000,1990
slv,802000,1995
slv,771000,2000
slv,635000,2005
slv,607000,2010
slv,615000,2015
slv,617000,2020
slv,614000,2025
slv,577000,2030
slv,544000,2035
slv,520000,2040
slv,504000,2045
slv,495000,2050
gnq,30000,1950
gnq,36000,1955
gnq,38000,1960
gnq,41000,1965
gnq,45000,1970
gnq,37000,1975
gnq,30000,1980
gnq,50000,1985
gnq,72000,1990
gnq,83000,1995
gnq,90000,2000
gnq,97000,2005
gnq,108000,2010
gnq,122000,2015
gnq,131000,2020
gnq,135000,2025
gnq,137000,2030
gnq,140000,2035
gnq,144000,2040
gnq,147000,2045
gnq,147000,2050
eri,213000,1950
eri,226000,1955
eri,262000,1960
eri,297000,1965
eri,337000,1970
eri,388000,1975
eri,498000,1980
eri,483000,1985
eri,538000,1990
eri,556000,1995
eri,597000,2000
eri,735000,2005
eri,849000,2010
eri,893000,2015
eri,887000,2020
eri,873000,2025
eri,885000,2030
eri,922000,2035
eri,958000,2040
eri,967000,2045
eri,945000,2050
est,92000,1950
est,91000,1955
est,97000,1960
est,98000,1965
est,97000,1970
est,111000,1975
est,110000,1980
est,114000,1985
est,120000,1990
est,80000,1995
est,63000,2000
est,65000,2005
est,78000,2010
est,84000,2015
est,82000,2020
est,74000,2025
est,65000,2030
est,62000,2035
est,66000,2040
est,70000,2045
est,71000,2050
eth,3387000,1950
eth,3579000,1955
eth,3954000,1960
eth,4597000,1965
eth,5265000,1970
eth,5954000,1975
eth,6357000,1980
eth,7467000,1985
eth,9051000,1990
eth,10740000,1995
eth,11740000,2000
eth,12580000,2005
eth,13820000,2010
eth,14730000,2015
eth,15400000,2020
eth,15770000,2025
eth,15880000,2030
eth,15820000,2035
eth,15710000,2040
eth,15460000,2045
eth,15000000,2050
fji,55000,1950
fji,65000,1955
fji,76000,1960
fji,80000,1965
fji,75000,1970
fji,77000,1975
fji,87000,1980
fji,102000,1985
fji,95000,1990
fji,95000,1995
fji,96000,2000
fji,91000,2005
fji,86000,2010
fji,82000,2015
fji,78000,2020
fji,76000,2025
fji,73000,2030
fji,70000,2035
fji,65000,2040
fji,59000,2045
fji,55000,2050
fin,500000,1950
fin,445000,1955
fin,413000,1960
fin,392000,1965
fin,348000,1970
fin,302000,1975
fin,320000,1980
fin,325000,1985
fin,311000,1990
fin,326000,1995
fin,295000,2000
fin,285000,2005
fin,295000,2010
fin,303000,2015
fin,304000,2020
fin,300000,2025
fin,292000,2030
fin,284000,2035
fin,283000,2040
fin,285000,2045
fin,287000,2050
fra,3961000,1950
fra,3858000,1955
fra,3990000,1960
fra,4245000,1965
fra,4130000,1970
fra,4113000,1975
fra,3655000,1980
fra,3845000,1985
fra,3803000,1990
fra,3622000,1995
fra,3677000,2000
fra,3849000,2005
fra,3839000,2010
fra,3667000,2015
fra,3600000,2020
fra,3548000,2025
fra,3550000,2030
fra,3610000,2035
fra,3640000,2040
fra,3597000,2045
fra,3529000,2050
guf,4000,1950
guf,4000,1955
guf,5000,1960
guf,6000,1965
guf,7000,1970
guf,8000,1975
guf,8000,1980
guf,9000,1985
guf,15000,1990
guf,20000,1995
guf,22000,2000
guf,27000,2005
guf,27000,2010
guf,28000,2015
guf,30000,2020
guf,31000,2025
guf,32000,2030
guf,33000,2035
guf,33000,2040
guf,33000,2045
guf,33000,2050
pyf,11000,1950
pyf,12000,1955
pyf,14000,1960
pyf,16000,1965
pyf,19000,1970
pyf,18000,1975
pyf,21000,1980
pyf,24000,1985
pyf,25000,1990
pyf,22000,1995
pyf,24000,2000
pyf,23000,2005
pyf,24000,2010
pyf,24000,2015
pyf,24000,2020
pyf,23000,2025
pyf,22000,2030
pyf,21000,2035
pyf,21000,2040
pyf,21000,2045
pyf,20000,2050
gab,49000,1950
gab,56000,1955
gab,57000,1960
gab,62000,1965
gab,69000,1970
gab,86000,1975
gab,106000,1980
gab,129000,1985
gab,152000,1990
gab,178000,1995
gab,180000,2000
gab,180000,2005
gab,185000,2010
gab,191000,2015
gab,196000,2020
gab,197000,2025
gab,195000,2030
gab,193000,2035
gab,192000,2040
gab,189000,2045
gab,185000,2050
gmb,43000,1950
gmb,41000,1955
gmb,49000,1960
gmb,61000,1965
gmb,74000,1970
gmb,90000,1975
gmb,110000,1980
gmb,130000,1985
gmb,156000,1990
gmb,190000,1995
gmb,225000,2000
gmb,253000,2005
gmb,275000,2010
gmb,295000,2015
gmb,312000,2020
gmb,326000,2025
gmb,336000,2030
gmb,344000,2035
gmb,349000,2040
gmb,351000,2045
gmb,351000,2050
geo,287000,1950
geo,399000,1955
geo,491000,1960
geo,520000,1965
geo,436000,1970
geo,443000,1975
geo,433000,1980
geo,459000,1985
geo,457000,1990
geo,389000,1995
geo,276000,2000
geo,234000,2005
geo,247000,2010
geo,237000,2015
geo,222000,2020
geo,201000,2025
geo,184000,2030
geo,178000,2035
geo,178000,2040
geo,172000,2045
geo,162000,2050
deu,4529000,1950
deu,5180000,1955
deu,5698000,1960
deu,6455000,1965
deu,5988000,1970
deu,4367000,1975
deu,4015000,1980
deu,4145000,1985
deu,4409000,1990
deu,4114000,1995
deu,3903000,2000
deu,3629000,2005
deu,3346000,2010
deu,3246000,2015
deu,3280000,2020
deu,3239000,2025
deu,3133000,2030
deu,3016000,2035
deu,2935000,2040
deu,2915000,2045
deu,2953000,2050
gha,925000,1950
gha,1001000,1955
gha,1224000,1960
gha,1462000,1965
gha,1646000,1970
gha,1861000,1975
gha,2002000,1980
gha,2291000,1985
gha,2535000,1990
gha,2786000,1995
gha,2969000,2000
gha,3182000,2005
gha,3411000,2010
gha,3619000,2015
gha,3731000,2020
gha,3817000,2025
gha,3868000,2030
gha,3944000,2035
gha,4029000,2040
gha,4089000,2045
gha,4109000,2050
grc,744000,1950
grc,735000,1955
grc,755000,1960
grc,720000,1965
grc,770000,1970
grc,690000,1975
grc,718000,1980
grc,688000,1985
grc,552000,1990
grc,523000,1995
grc,525000,2000
grc,516000,2005
grc,539000,2010
grc,515000,2015
grc,490000,2020
grc,471000,2025
grc,466000,2030
grc,474000,2035
grc,487000,2040
grc,494000,2045
grc,494000,2050
grd,15000,1950
grd,15000,1955
grd,18000,1960
grd,18000,1965
grd,13000,1970
grd,13000,1975
grd,12000,1980
grd,15000,1985
grd,15000,1990
grd,12000,1995
grd,10000,2000
grd,9000,2005
grd,10000,2010
grd,10000,2015
grd,10000,2020
grd,8000,2025
grd,7000,2030
grd,6000,2035
grd,6000,2040
grd,6000,2045
grd,6000,2050
glp,36000,1950
glp,39000,1955
glp,45000,1960
glp,49000,1965
glp,50000,1970
glp,45000,1975
glp,30000,1980
glp,32000,1985
glp,29000,1990
glp,29000,1995
glp,29000,2000
glp,35000,2005
glp,33000,2010
glp,32000,2015
glp,31000,2020
glp,29000,2025
glp,28000,2030
glp,27000,2035
glp,27000,2040
glp,26000,2045
glp,24000,2050
gum,8000,1950
gum,9000,1955
gum,11000,1960
gum,11000,1965
gum,12000,1970
gum,12000,1975
gum,13000,1980
gum,14000,1985
gum,15000,1990
gum,18000,1995
gum,17000,2000
gum,17000,2005
