life_expectancy_at_birth_data_from_ihme,geo,time
69.4,tto,1994
69.5,tto,1995
69.6,tto,1996
69.6,tto,1997
69.6,tto,1998
69.4,tto,1999
69.4,tto,2000
69.5,tto,2001
69.7,tto,2002
70.0,tto,2003
70.4,tto,2004
70.9,tto,2005
71.2,tto,2006
71.3,tto,2007
71.3,tto,2008
71.2,tto,2009
71.1,tto,2010
71.1,tto,2011
71.1,tto,2012
71.2,tto,2013
71.9,tun,1990
72.2,tun,1991
72.5,tun,1992
72.8,tun,1993
73.1,tun,1994
73.4,tun,1995
73.8,tun,1996
74.1,tun,1997
74.5,tun,1998
74.8,tun,1999
75.0,tun,2000
75.2,tun,2001
75.4,tun,2002
75.6,tun,2003
75.8,tun,2004
76.0,tun,2005
76.2,tun,2006
76.3,tun,2007
76.5,tun,2008
76.6,tun,2009
76.8,tun,2010
76.9,tun,2011
77.0,tun,2012
77.1,tun,2013
67.3,tur,1990
67.6,tur,1991
67.9,tur,1992
68.3,tur,1993
68.6,tur,1994
69.0,tur,1995
69.4,tur,1996
69.8,tur,1997
70.4,tur,1998
70.3,tur,1999
71.5,tur,2000
72.0,tur,2001
72.5,tur,2002
72.9,tur,2003
73.4,tur,2004
73.8,tur,2005
74.3,tur,2006
74.7,tur,2007
75.1,tur,2008
75.4,tur,2009
75.7,tur,2010
76.0,tur,2011
76.2,tur,2012
76.3,tur,2013
63.3,tkm,1990
63.3,tkm,1991
63.2,tkm,1992
63.1,tkm,1993
62.9,tkm,1994
62.7,tkm,1995
62.7,tkm,1996
62.6,tkm,1997
62.7,tkm,1998
62.9,tkm,1999
63.1,tkm,2000
63.4,tkm,2001
63.7,tkm,2002
64.1,tkm,2003
64.4,tkm,2004
64.8,tkm,2005
65.1,tkm,2006
65.5,tkm,2007
65.9,tkm,2008
66.3,tkm,2009
66.6,tkm,2010
67.0,tkm,2011
67.3,tkm,2012
67.5,tkm,2013
51.7,uga,1990
50.9,uga,1991
50.2,uga,1992
49.6,uga,1993
49.1,uga,1994
48.8,uga,1995
48.6,uga,1996
48.6,uga,1997
49.0,uga,1998
49.4,uga,1999
50.0,uga,2000
50.8,uga,2001
51.5,uga,2002
52.4,uga,2003
53.3,uga,2004
54.5,uga,2005
55.9,uga,2006
56.6,uga,2007
57.2,uga,2008
57.9,uga,2009
58.4,uga,2010
58.8,uga,2011
59.3,uga,2012
59.8,uga,2013
69.9,ukr,1990
69.4,ukr,1991
68.8,ukr,1992
68.0,ukr,1993
67.3,ukr,1994
66.8,ukr,1995
66.8,ukr,1996
67.1,ukr,1997
67.5,ukr,1998
67.6,ukr,1999
67.5,ukr,2000
67.5,ukr,2001
67.4,ukr,2002
67.4,ukr,2003
67.3,ukr,2004
67.2,ukr,2005
67.3,ukr,2006
67.6,ukr,2007
68.2,ukr,2008
69.3,ukr,2009
70.4,ukr,2010
71.2,ukr,2011
71.5,ukr,2012
71.7,ukr,2013
72.3,are,1990
72.4,are,1991
72.5,are,1992
72.6,are,1993
72.7,are,1994
72.8,are,1995
72.9,are,1996
73.1,are,1997
73.3,are,1998
73.5,are,1999
73.8,are,2000
74.0,are,2001
74.3,are,2002
74.6,are,2003
74.9,are,2004
75.3,are,2005
75.6,are,2006
75.8,are,2007
76.0,are,2008
76.1,are,2009
76.2,are,2010
76.2,are,2011
76.3,are,2012
76.4,are,2013
75.7,gbr,1990
76.0,gbr,1991
76.3,gbr,1992
76.5,gbr,1993
76.7,gbr,1994
76.8,gbr,1995
76.9,gbr,1996
77.2,gbr,1997
77.4,gbr,1998
77.6,gbr,1999
77.8,gbr,2000
78.0,gbr,2001
78.2,gbr,2002
78.5,gbr,2003
78.8,gbr,2004
79.1,gbr,2005
79.3,gbr,2006
79.4,gbr,2007
79.5,gbr,2008
79.7,gbr,2009
80.0,gbr,2010
80.4,gbr,2011
80.8,gbr,2012
81.0,gbr,2013
75.4,usa,1990
75.6,usa,1991
75.8,usa,1992
75.7,usa,1993
75.8,usa,1994
75.9,usa,1995
76.3,usa,1996
76.8,usa,1997
77.0,usa,1998
77.1,usa,1999
77.1,usa,2000
77.1,usa,2001
77.2,usa,2002
77.3,usa,2003
77.6,usa,2004
77.7,usa,2005
77.8,usa,2006
78.1,usa,2007
78.2,usa,2008
78.3,usa,2009
78.5,usa,2010
78.7,usa,2011
78.8,usa,2012
78.9,usa,2013
72.9,ury,1990
73.2,ury,1991
73.4,ury,1992
73.4,ury,1993
73.4,ury,1994
73.5,ury,1995
73.6,ury,1996
73.8,ury,1997
74.1,ury,1998
74.3,ury,1999
74.6,ury,2000
74.9,ury,2001
75.0,ury,2002
75.0,ury,2003
75.2,ury,2004
75.4,ury,2005
75.5,ury,2006
75.7,ury,2007
76.0,ury,2008
76.3,ury,2009
76.5,ury,2010
76.6,ury,2011
76.7,ury,2012
76.9,ury,2013
67.7,uzb,1990
67.5,uzb,1991
67.3,uzb,1992
67.0,uzb,1993
66.7,uzb,1994
66.5,uzb,1995
66.4,uzb,1996
66.5,uzb,1997
66.8,uzb,1998
67.1,uzb,1999
67.4,uzb,2000
67.7,uzb,2001
67.8,uzb,2002
68.0,uzb,2003
68.1,uzb,2004
68.1,uzb,2005
68.3,uzb,2006
68.5,uzb,2007
68.7,uzb,2008
68.9,uzb,2009
69.1,uzb,2010
69.3,uzb,2011
69.5,uzb,2012
69.7,uzb,2013
62.6,vut,1990
62.6,vut,1991
62.6,vut,1992
62.6,vut,1993
62.8,vut,1994
62.8,vut,1995
62.9,vut,1996
62.1,vut,1997
63.0,vut,1998
62.6,vut,1999
63.0,vut,2000
63.0,vut,2001
63.0,vut,2002
63.0,vut,2003
63.1,vut,2004
63.1,vut,2005
63.3,vut,2006
63.4,vut,2007
63.6,vut,2008
63.8,vut,2009
64.0,vut,2010
64.2,vut,2011
64.4,vut,2012
64.6,vut,2013
72.7,ven,1990
72.8,ven,1991
72.9,ven,1992
72.9,ven,1993
72.8,ven,1994
73.1,ven,1995
73.6,ven,1996
74.1,ven,1997
74.3,ven,1998
74.0,ven,1999
74.3,ven,2000
74.3,ven,2001
74.3,ven,2002
74.2,ven,2003
74.6,ven,2004
75.0,ven,2005
74.8,ven,2006
74.6,ven,2007
74.4,ven,2008
74.5,ven,2009
74.7,ven,2010
75.0,ven,2011
75.2,ven,2012
75.4,ven,2013
70.3,pse,1990
70.6,pse,1991
70.9,pse,1992
71.3,pse,1993
71.9,pse,1994
72.2,pse,1995
72.5,pse,1996
72.9,pse,1997
73.3,pse,1998
73.6,pse,1999
73.5,pse,2000
73.6,pse,2001
73.5,pse,2002
73.7,pse,2003
73.6,pse,2004
73.7,pse,2005
73.3,pse,2006
73.7,pse,2007
73.5,pse,2008
73.6,pse,2009
74.0,pse,2010
74.1,pse,2011
74.3,pse,2012
74.6,pse,2013
69.1,vnm,1990
69.5,vnm,1991
69.8,vnm,1992
70.1,vnm,1993
70.5,vnm,1994
70.8,vnm,1995
71.1,vnm,1996
71.4,vnm,1997
71.9,vnm,1998
72.2,vnm,1999
72.6,vnm,2000
73.1,vnm,2001
73.5,vnm,2002
73.9,vnm,2003
74.3,vnm,2004
74.6,vnm,2005
75.0,vnm,2006
75.2,vnm,2007
75.4,vnm,2008
75.6,vnm,2009
75.8,vnm,2010
76.0,vnm,2011
76.2,vnm,2012
76.3,vnm,2013
60.1,yem,1990
60.4,yem,1991
60.8,yem,1992
61.0,yem,1993
61.2,yem,1994
61.7,yem,1995
61.9,yem,1996
62.3,yem,1997
62.7,yem,1998
63.1,yem,1999
63.5,yem,2000
63.8,yem,2001
64.1,yem,2002
64.5,yem,2003
64.7,yem,2004
65.0,yem,2005
65.4,yem,2006
65.5,yem,2007
65.9,yem,2008
66.2,yem,2009
66.5,yem,2010
66.5,yem,2011
66.7,yem,2012
67.0,yem,2013
51.0,zmb,1990
50.0,zmb,1991
49.1,zmb,1992
48.4,zmb,1993
47.8,zmb,1994
47.3,zmb,1995
46.8,zmb,1996
46.4,zmb,1997
46.1,zmb,1998
45.9,zmb,1999
45.7,zmb,2000
45.8,zmb,2001
46.0,zmb,2002
46.4,zmb,2003
47.1,zmb,2004
47.9,zmb,2005
48.8,zmb,2006
49.9,zmb,2007
52.0,zmb,2008
53.5,zmb,2009
54.1,zmb,2010
54.6,zmb,2011
55.6,zmb,2012
56.7,zmb,2013
63.3,zwe,1990
62.7,zwe,1991
61.9,zwe,1992
60.8,zwe,1993
59.2,zwe,1994
57.7,zwe,1995
56.2,zwe,1996
54.8,zwe,1997
53.5,zwe,1998
52.2,zwe,1999
50.8,zwe,2000
49.8,zwe,2001
48.9,zwe,2002
48.3,zwe,2003
47.8,zwe,2004
47.7,zwe,2005
47.8,zwe,2006
48.4,zwe,2007
49.0,zwe,2008
49.6,zwe,2009
50.4,zwe,2010
51.9,zwe,2011
54.1,zwe,2012
56.0,zwe,2013
