income_per_person_long_series,geo,time
990.0,afg,1944
994.5,afg,1945
999.1,afg,1946
1004.0,afg,1947
1008.0,afg,1948
1013.0,afg,1949
1018.0,afg,1950
1030.0,afg,1951
1048.0,afg,1952
1092.0,afg,1953
1096.0,afg,1954
1097.0,afg,1955
1125.0,afg,1956
1103.0,afg,1957
1142.0,afg,1958
1151.0,afg,1959
1167.0,afg,1960
1152.0,afg,1961
1146.0,afg,1962
1142.0,afg,1963
1137.0,afg,1964
1136.0,afg,1965
1120.0,afg,1966
1124.0,afg,1967
1136.0,afg,1968
1126.0,afg,1969
1120.0,afg,1970
1040.0,afg,1971
994.5,afg,1972
1080.0,afg,1973
1110.0,afg,1974
1138.0,afg,1975
1164.0,afg,1976
1056.0,afg,1977
1112.0,afg,1978
1087.0,afg,1979
1089.0,afg,1980
1205.0,afg,1981
1314.0,afg,1982
1362.0,afg,1983
1337.0,afg,1984
1293.0,afg,1985
1385.0,afg,1986
1146.0,afg,1987
1035.0,afg,1988
1010.0,afg,1989
953.5,afg,1990
948.1,afg,1991
872.7,afg,1992
751.1,afg,1993
672.6,afg,1994
808.9,afg,1995
830.4,afg,1996
853.8,afg,1997
878.0,afg,1998
901.8,afg,1999
892.2,afg,2000
799.7,afg,2001
976.7,afg,2002
1055.0,afg,2003
1081.0,afg,2004
1175.0,afg,2005
1193.0,afg,2006
1322.0,afg,2007
1323.0,afg,2008
1552.0,afg,2009
1632.0,afg,2010
1695.0,afg,2011
1885.0,afg,2012
1907.0,afg,2013
1923.0,afg,2014
1963.0,afg,2015
2016.0,afg,2016
2072.0,afg,2017
2134.0,afg,2018
2206.0,afg,2019
878.6,alb,1820
880.5,alb,1821
882.4,alb,1822
884.3,alb,1823
886.1,alb,1824
888.0,alb,1825
889.9,alb,1826
891.8,alb,1827
893.7,alb,1828
895.6,alb,1829
897.5,alb,1830
899.4,alb,1831
901.3,alb,1832
903.3,alb,1833
905.2,alb,1834
907.1,alb,1835
909.0,alb,1836
911.0,alb,1837
912.9,alb,1838
914.9,alb,1839
916.8,alb,1840
918.8,alb,1841
920.7,alb,1842
922.7,alb,1843
924.6,alb,1844
926.6,alb,1845
928.6,alb,1846
930.6,alb,1847
932.5,alb,1848
934.5,alb,1849
936.5,alb,1850
938.5,alb,1851
940.5,alb,1852
942.5,alb,1853
944.5,alb,1854
946.5,alb,1855
948.5,alb,1856
950.6,alb,1857
952.6,alb,1858
954.6,alb,1859
956.6,alb,1860
958.7,alb,1861
960.7,alb,1862
962.8,alb,1863
964.8,alb,1864
966.9,alb,1865
968.9,alb,1866
971.0,alb,1867
973.0,alb,1868
975.1,alb,1869
977.2,alb,1870
991.6,alb,1871
1006.0,alb,1872
1021.0,alb,1873
1036.0,alb,1874
1051.0,alb,1875
1067.0,alb,1876
1083.0,alb,1877
1099.0,alb,1878
1115.0,alb,1879
1131.0,alb,1880
1148.0,alb,1881
1165.0,alb,1882
1182.0,alb,1883
1199.0,alb,1884
1217.0,alb,1885
1235.0,alb,1886
1253.0,alb,1887
1272.0,alb,1888
1290.0,alb,1889
1309.0,alb,1890
1327.0,alb,1891
1346.0,alb,1892
1364.0,alb,1893
1383.0,alb,1894
1402.0,alb,1895
1421.0,alb,1896
1440.0,alb,1897
1460.0,alb,1898
1480.0,alb,1899
1500.0,alb,1900
1520.0,alb,1901
1540.0,alb,1902
1560.0,alb,1903
1581.0,alb,1904
1601.0,alb,1905
1622.0,alb,1906
1644.0,alb,1907
1665.0,alb,1908
1687.0,alb,1909
1709.0,alb,1910
1731.0,alb,1911
1753.0,alb,1912
1776.0,alb,1913
1791.0,alb,1914
1806.0,alb,1915
1821.0,alb,1916
1836.0,alb,1917
1851.0,alb,1918
1867.0,alb,1919
1882.0,alb,1920
1898.0,alb,1921
1914.0,alb,1922
1930.0,alb,1923
1946.0,alb,1924
1963.0,alb,1925
1979.0,alb,1926
1996.0,alb,1927
2012.0,alb,1928
2029.0,alb,1929
2037.0,alb,1930
2044.0,alb,1931
2052.0,alb,1932
2059.0,alb,1933
2067.0,alb,1934
2075.0,alb,1935
2082.0,alb,1936
2090.0,alb,1937
2098.0,alb,1938
2106.0,alb,1939
2114.0,alb,1940
2121.0,alb,1941
2129.0,alb,1942
2137.0,alb,1943
2145.0,alb,1944
2153.0,alb,1945
2161.0,alb,1946
2169.0,alb,1947
2177.0,alb,1948
2185.0,alb,1949
2193.0,alb,1950
2288.0,alb,1951
2292.0,alb,1952
2384.0,alb,1953
2454.0,alb,1954
2587.0,alb,1955
2613.0,alb,1956
2780.0,alb,1957
2905.0,alb,1958
3025.0,alb,1959
3178.0,alb,1960
3205.0,alb,1961
3311.0,alb,1962
3424.0,alb,1963
3541.0,alb,1964
3670.0,alb,1965
3808.0,alb,1966
3951.0,alb,1967
4094.0,alb,1968
4233.0,alb,1969
4389.0,alb,1970
4564.0,alb,1971
4743.0,alb,1972
4979.0,alb,1973
4998.0,alb,1974
5015.0,alb,1975
5035.0,alb,1976
5057.0,alb,1977
5080.0,alb,1978
5105.0,alb,1979
5141.0,alb,1980
5169.0,alb,1981
5197.0,alb,1982
5228.0,alb,1983
5257.0,alb,1984
5285.0,alb,1985
5318.0,alb,1986
5352.0,alb,1987
5386.0,alb,1988
5426.0,alb,1989
5475.0,alb,1990
3890.0,alb,1991
3575.0,alb,1992
3889.0,alb,1993
4178.0,alb,1994
4703.0,alb,1995
5110.0,alb,1996
4571.0,alb,1997
5131.0,alb,1998
5623.0,alb,1999
6005.0,alb,2000
6407.0,alb,2001
6591.0,alb,2002
6950.0,alb,2003
7322.0,alb,2004
7685.0,alb,2005
8090.0,alb,2006
8528.0,alb,2007
9112.0,alb,2008
9377.0,alb,2009
9657.0,alb,2010
9897.0,alb,2011
10120.0,alb,2012
10300.0,alb,2013
10570.0,alb,2014
10970.0,alb,2015
11490.0,alb,2016
12060.0,alb,2017
12670.0,alb,2018
13330.0,alb,2019
1360.0,dza,1800
1362.0,dza,1801
1363.0,dza,1802
1365.0,dza,1803
1366.0,dza,1804
1368.0,dza,1805
1370.0,dza,1806
1371.0,dza,1807
1373.0,dza,1808
1375.0,dza,1809
1376.0,dza,1810
1378.0,dza,1811
1380.0,dza,1812
1381.0,dza,1813
1383.0,dza,1814
1384.0,dza,1815
1386.0,dza,1816
1388.0,dza,1817
1389.0,dza,1818
1391.0,dza,1819
1393.0,dza,1820
1408.0,dza,1821
1423.0,dza,1822
1438.0,dza,1823
1454.0,dza,1824
1469.0,dza,1825
1485.0,dza,1826
1501.0,dza,1827
1517.0,dza,1828
1533.0,dza,1829
1550.0,dza,1830
1567.0,dza,1831
1583.0,dza,1832
1600.0,dza,1833
1618.0,dza,1834
1635.0,dza,1835
1653.0,dza,1836
1670.0,dza,1837
1688.0,dza,1838
1707.0,dza,1839
1725.0,dza,1840
1743.0,dza,1841
1762.0,dza,1842
1781.0,dza,1843
1800.0,dza,1844
1820.0,dza,1845
1839.0,dza,1846
1859.0,dza,1847
1879.0,dza,1848
1899.0,dza,1849
1920.0,dza,1850
1940.0,dza,1851
1961.0,dza,1852
1982.0,dza,1853
2003.0,dza,1854
2025.0,dza,1855
2047.0,dza,1856
2069.0,dza,1857
2091.0,dza,1858
2114.0,dza,1859
2136.0,dza,1860
2159.0,dza,1861
2182.0,dza,1862
2206.0,dza,1863
2230.0,dza,1864
2254.0,dza,1865
2278.0,dza,1866
2302.0,dza,1867
2327.0,dza,1868
2352.0,dza,1869
2377.0,dza,1870
2403.0,dza,1871
2429.0,dza,1872
2455.0,dza,1873
2481.0,dza,1874
2508.0,dza,1875
2535.0,dza,1876
2562.0,dza,1877
2590.0,dza,1878
2618.0,dza,1879
2646.0,dza,1880
2674.0,dza,1881
2703.0,dza,1882
2732.0,dza,1883
2761.0,dza,1884
2791.0,dza,1885
2821.0,dza,1886
2851.0,dza,1887
2882.0,dza,1888
2913.0,dza,1889
2944.0,dza,1890
2976.0,dza,1891
3008.0,dza,1892
3040.0,dza,1893
3073.0,dza,1894
3106.0,dza,1895
3140.0,dza,1896
3173.0,dza,1897
3207.0,dza,1898
3242.0,dza,1899
3277.0,dza,1900
3312.0,dza,1901
3348.0,dza,1902
3384.0,dza,1903
3420.0,dza,1904
3457.0,dza,1905
3494.0,dza,1906
3532.0,dza,1907
3570.0,dza,1908
3608.0,dza,1909
3647.0,dza,1910
3686.0,dza,1911
3726.0,dza,1912
3766.0,dza,1913
3782.0,dza,1914
3798.0,dza,1915
3815.0,dza,1916
3831.0,dza,1917
3848.0,dza,1918
3864.0,dza,1919
3881.0,dza,1920
3898.0,dza,1921
3915.0,dza,1922
3932.0,dza,1923
3949.0,dza,1924
3966.0,dza,1925
3983.0,dza,1926
4000.0,dza,1927
4017.0,dza,1928
4035.0,dza,1929
4052.0,dza,1930
4070.0,dza,1931
4087.0,dza,1932
4105.0,dza,1933
4123.0,dza,1934
4141.0,dza,1935
4158.0,dza,1936
4176.0,dza,1937
4195.0,dza,1938
4213.0,dza,1939
4231.0,dza,1940
4249.0,dza,1941
4268.0,dza,1942
4286.0,dza,1943
4305.0,dza,1944
4323.0,dza,1945
4342.0,dza,1946
4361.0,dza,1947
4379.0,dza,1948
4398.0,dza,1949
4417.0,dza,1950
4360.0,dza,1951
4453.0,dza,1952
4430.0,dza,1953
4651.0,dza,1954
4678.0,dza,1955
5027.0,dza,1956
5481.0,dza,1957
5564.0,dza,1958
6453.0,dza,1959
6759.0,dza,1960
5824.0,dza,1961
4639.0,dza,1962
5722.0,dza,1963
5845.0,dza,1964
6052.0,dza,1965
5584.0,dza,1966
5905.0,dza,1967
6401.0,dza,1968
6815.0,dza,1969
7280.0,dza,1970
6473.0,dza,1971
7606.0,dza,1972
7628.0,dza,1973
7857.0,dza,1974
8163.0,dza,1975
8442.0,dza,1976
8929.0,dza,1977
9771.0,dza,1978
10330.0,dza,1979
10200.0,dza,1980
10190.0,dza,1981
10510.0,dza,1982
10720.0,dza,1983
10970.0,dza,1984
11050.0,dza,1985
10740.0,dza,1986
10390.0,dza,1987
9895.0,dza,1988
10120.0,dza,1989
10110.0,dza,1990
9748.0,dza,1991
9693.0,dza,1992
9279.0,dza,1993
9006.0,dza,1994
9168.0,dza,1995
9375.0,dza,1996
9322.0,dza,1997
9646.0,dza,1998
9810.0,dza,1999
9885.0,dza,2000
10200.0,dza,2001
10630.0,dza,2002
11250.0,dza,2003
11570.0,dza,2004
12080.0,dza,2005
12090.0,dza,2006
12290.0,dza,2007
12310.0,dza,2008
12290.0,dza,2009
12490.0,dza,2010
12610.0,dza,2011
12750.0,dza,2012
12960.0,dza,2013
13240.0,dza,2014
13520.0,dza,2015
13840.0,dza,2016
14180.0,dza,2017
14550.0,dza,2018
14940.0,dza,2019
1260.0,and,1800
1262.0,and,1801
1264.0,and,1802
1266.0,and,1803
1268.0,and,1804
1271.0,and,1805
1273.0,and,1806
1275.0,and,1807
1277.0,and,1808
1279.0,and,1809
1281.0,and,1810
1283.0,and,1811
1286.0,and,1812
1288.0,and,1813
1290.0,and,1814
1292.0,and,1815
1294.0,and,1816
1296.0,and,1817
1299.0,and,1818
1301.0,and,1819
1303.0,and,1820
1318.0,and,1821
1334.0,and,1822
1349.0,and,1823
1365.0,and,1824
1381.0,and,1825
1397.0,and,1826
1414.0,and,1827
1430.0,and,1828
1447.0,and,1829
1464.0,and,1830
1481.0,and,1831
1499.0,and,1832
1516.0,and,1833
1534.0,and,1834
1552.0,and,1835
1570.0,and,1836
1589.0,and,1837
1608.0,and,1838
1626.0,and,1839
1645.0,and,1840
1665.0,and,1841
1684.0,and,1842
1704.0,and,1843
1724.0,and,1844
1744.0,and,1845
1765.0,and,1846
1785.0,and,1847
1806.0,and,1848
1828.0,and,1849
1849.0,and,1850
1871.0,and,1851
1893.0,and,1852
1915.0,and,1853
1937.0,and,1854
1960.0,and,1855
1983.0,and,1856
2006.0,and,1857
2030.0,and,1858
2054.0,and,1859
2078.0,and,1860
2102.0,and,1861
2127.0,and,1862
2152.0,and,1863
2177.0,and,1864
2203.0,and,1865
2229.0,and,1866
2255.0,and,1867
2281.0,and,1868
2308.0,and,1869
2335.0,and,1870
2362.0,and,1871
2390.0,and,1872
2418.0,and,1873
2447.0,and,1874
2475.0,and,1875
2504.0,and,1876
2534.0,and,1877
2564.0,and,1878
2594.0,and,1879
2624.0,and,1880
2655.0,and,1881
2686.0,and,1882
2718.0,and,1883
2749.0,and,1884
2782.0,and,1885
2814.0,and,1886
2847.0,and,1887
2881.0,and,1888
2915.0,and,1889
2949.0,and,1890
2983.0,and,1891
3018.0,and,1892
3054.0,and,1893
3090.0,and,1894
3126.0,and,1895
3163.0,and,1896
3200.0,and,1897
3237.0,and,1898
3275.0,and,1899
3314.0,and,1900
3353.0,and,1901
3392.0,and,1902
3432.0,and,1903
3472.0,and,1904
3513.0,and,1905
3554.0,and,1906
3596.0,and,1907
3638.0,and,1908
3681.0,and,1909
3724.0,and,1910
3768.0,and,1911
3812.0,and,1912
3856.0,and,1913
3921.0,and,1914
3986.0,and,1915
4052.0,and,1916
4120.0,and,1917
4188.0,and,1918
4258.0,and,1919
4329.0,and,1920
4401.0,and,1921
4474.0,and,1922
4548.0,and,1923
4624.0,and,1924
4701.0,and,1925
4779.0,and,1926
4858.0,and,1927
4939.0,and,1928
5021.0,and,1929
5105.0,and,1930
5190.0,and,1931
5276.0,and,1932
5364.0,and,1933
5453.0,and,1934
5544.0,and,1935
5636.0,and,1936
5730.0,and,1937
5825.0,and,1938
5922.0,and,1939
6020.0,and,1940
6120.0,and,1941
6222.0,and,1942
6326.0,and,1943
6431.0,and,1944
6538.0,and,1945
6647.0,and,1946
6757.0,and,1947
6870.0,and,1948
6984.0,and,1949
7100.0,and,1950
7672.0,and,1951
8291.0,and,1952
8959.0,and,1953
9681.0,and,1954
10460.0,and,1955
11300.0,and,1956
12220.0,and,1957
13200.0,and,1958
14260.0,and,1959
15410.0,and,1960
16660.0,and,1961
18000.0,and,1962
19450.0,and,1963
21020.0,and,1964
22710.0,and,1965
24540.0,and,1966
26520.0,and,1967
28660.0,and,1968
30970.0,and,1969
33460.0,and,1970
33260.0,and,1971
34190.0,and,1972
35110.0,and,1973
35470.0,and,1974
34280.0,and,1975
34210.0,and,1976
34120.0,and,1977
33620.0,and,1978
32600.0,and,1979
32170.0,and,1980
30890.0,and,1981
29990.0,and,1982
29210.0,and,1983
28450.0,and,1984
27880.0,and,1985
27600.0,and,1986
27960.0,and,1987
28230.0,and,1988
28460.0,and,1989
28420.0,and,1990
28030.0,and,1991
27220.0,and,1992
26010.0,and,1993
25910.0,and,1994
26140.0,and,1995
27180.0,and,1996
29730.0,and,1997
30820.0,and,1998
31940.0,and,1999
31660.0,and,2000
31790.0,and,2001
31870.0,and,2002
34500.0,and,2003
36330.0,and,2004
39790.0,and,2005
42740.0,and,2006
43440.0,and,2007
41430.0,and,2008
41730.0,and,2009
38980.0,and,2010
41960.0,and,2011
41930.0,and,2012
43730.0,and,2013
650.0,ago,1800
652.8,ago,1801
655.5,ago,1802
658.3,ago,1803
661.1,ago,1804
663.9,ago,1805
666.8,ago,1806
669.6,ago,1807
672.4,ago,1808
675.3,ago,1809
678.2,ago,1810
681.1,ago,1811
684.0,ago,1812
686.9,ago,1813
689.8,ago,1814
692.7,ago,1815
695.7,ago,1816
698.6,ago,1817
701.6,ago,1818
704.6,ago,1819
707.6,ago,1820
710.6,ago,1821
713.6,ago,1822
716.6,ago,1823
719.7,ago,1824
722.8,ago,1825
725.8,ago,1826
728.9,ago,1827
732.0,ago,1828
735.1,ago,1829
738.3,ago,1830
741.4,ago,1831
744.6,ago,1832
747.7,ago,1833
750.9,ago,1834
754.1,ago,1835
757.3,ago,1836
760.5,ago,1837
763.8,ago,1838
767.0,ago,1839
770.3,ago,1840
773.5,ago,1841
776.8,ago,1842
780.1,ago,1843
783.5,ago,1844
786.8,ago,1845
790.1,ago,1846
793.5,ago,1847
796.9,ago,1848
800.3,ago,1849
803.7,ago,1850
807.1,ago,1851
810.5,ago,1852
814.0,ago,1853
817.4,ago,1854
820.9,ago,1855
824.4,ago,1856
827.9,ago,1857
831.4,ago,1858
834.9,ago,1859
838.5,ago,1860
842.1,ago,1861
845.6,ago,1862
849.2,ago,1863
852.9,ago,1864
856.5,ago,1865
860.1,ago,1866
863.8,ago,1867
867.5,ago,1868
871.1,ago,1869
874.9,ago,1870
878.6,ago,1871
882.3,ago,1872
886.1,ago,1873
889.8,ago,1874
893.6,ago,1875
897.4,ago,1876
901.2,ago,1877
905.1,ago,1878
908.9,ago,1879
912.8,ago,1880
916.7,ago,1881
920.6,ago,1882
924.5,ago,1883
928.4,ago,1884
932.4,ago,1885
936.3,ago,1886
940.3,ago,1887
944.3,ago,1888
948.3,ago,1889
952.4,ago,1890
956.4,ago,1891
960.5,ago,1892
964.6,ago,1893
968.7,ago,1894
972.8,ago,1895
976.9,ago,1896
981.1,ago,1897
985.2,ago,1898
989.4,ago,1899
993.6,ago,1900
997.9,ago,1901
1002.0,ago,1902
1006.0,ago,1903
1011.0,ago,1904
1015.0,ago,1905
1019.0,ago,1906
1024.0,ago,1907
1028.0,ago,1908
1032.0,ago,1909
1037.0,ago,1910
1041.0,ago,1911
1046.0,ago,1912
1050.0,ago,1913
1081.0,ago,1914
1113.0,ago,1915
1146.0,ago,1916
1180.0,ago,1917
1215.0,ago,1918
1251.0,ago,1919
1288.0,ago,1920
1326.0,ago,1921
1365.0,ago,1922
1405.0,ago,1923
1447.0,ago,1924
1490.0,ago,1925
1534.0,ago,1926
1579.0,ago,1927
1626.0,ago,1928
1674.0,ago,1929
1724.0,ago,1930
1775.0,ago,1931
1827.0,ago,1932
1881.0,ago,1933
1937.0,ago,1934
1994.0,ago,1935
2053.0,ago,1936
2114.0,ago,1937
2176.0,ago,1938
2241.0,ago,1939
2307.0,ago,1940
2375.0,ago,1941
2446.0,ago,1942
2518.0,ago,1943
2593.0,ago,1944
2669.0,ago,1945
2748.0,ago,1946
2830.0,ago,1947
2913.0,ago,1948
2999.0,ago,1949
3088.0,ago,1950
3160.0,ago,1951
3233.0,ago,1952
3305.0,ago,1953
3169.0,ago,1954
3372.0,ago,1955
3259.0,ago,1956
3515.0,ago,1957
3642.0,ago,1958
3598.0,ago,1959
3679.0,ago,1960
4099.0,ago,1961
3920.0,ago,1962
4053.0,ago,1963
4432.0,ago,1964
4685.0,ago,1965
4874.0,ago,1966
5072.0,ago,1967
4910.0,ago,1968
4966.0,ago,1969
5190.0,ago,1970
5391.0,ago,1971
5285.0,ago,1972
5585.0,ago,1973
5625.0,ago,1974
5211.0,ago,1975
4813.0,ago,1976
4723.0,ago,1977
4351.0,ago,1978
4238.0,ago,1979
4218.0,ago,1980
3897.0,ago,1981
3760.0,ago,1982
3780.0,ago,1983
3872.0,ago,1984
3884.0,ago,1985
3897.0,ago,1986
4065.0,ago,1987
4188.0,ago,1988
4098.0,ago,1989
3969.0,ago,1990
3888.0,ago,1991
3545.0,ago,1992
2607.0,ago,1993
2559.0,ago,1994
2855.0,ago,1995
3330.0,ago,1996
3420.0,ago,1997
3330.0,ago,1998
3343.0,ago,1999
3341.0,ago,2000
3335.0,ago,2001
3691.0,ago,2002
3682.0,ago,2003
3956.0,ago,2004
4613.0,ago,2005
5304.0,ago,2006
6342.0,ago,2007
7013.0,ago,2008
6980.0,ago,2009
7022.0,ago,2010
7094.0,ago,2011
7245.0,ago,2012
7319.0,ago,2013
7483.0,ago,2014
7667.0,ago,2015
7880.0,ago,2016
7900.0,ago,2017
8174.0,ago,2018
8464.0,ago,2019
796.6,atg,1800
796.6,atg,1801
796.6,atg,1802
796.6,atg,1803
796.6,atg,1804
796.6,atg,1805
796.6,atg,1806
796.6,atg,1807
796.6,atg,1808
796.6,atg,1809
796.6,atg,1810
796.6,atg,1811
796.6,atg,1812
796.6,atg,1813
796.6,atg,1814
796.6,atg,1815
796.6,atg,1816
796.6,atg,1817
796.6,atg,1818
796.6,atg,1819
796.6,atg,1820
801.9,atg,1821
807.2,atg,1822
812.5,atg,1823
817.9,atg,1824
823.3,atg,1825
828.7,atg,1826
834.2,atg,1827
839.7,atg,1828
845.2,atg,1829
850.8,atg,1830
856.4,atg,1831
862.1,atg,1832
867.8,atg,1833
873.5,atg,1834
879.3,atg,1835
885.1,atg,1836
891.0,atg,1837
896.9,atg,1838
902.8,atg,1839
908.7,atg,1840
914.8,atg,1841
920.8,atg,1842
926.9,atg,1843
933.0,atg,1844
939.2,atg,1845
945.4,atg,1846
951.6,atg,1847
957.9,atg,1848
964.2,atg,1849
970.6,atg,1850
977.0,atg,1851
983.5,atg,1852
990.0,atg,1853
996.5,atg,1854
1003.0,atg,1855
1010.0,atg,1856
1016.0,atg,1857
1023.0,atg,1858
1030.0,atg,1859
1037.0,atg,1860
1044.0,atg,1861
1050.0,atg,1862
1057.0,atg,1863
1064.0,atg,1864
1071.0,atg,1865
1078.0,atg,1866
1086.0,atg,1867
1093.0,atg,1868
1100.0,atg,1869
1107.0,atg,1870
1115.0,atg,1871
1122.0,atg,1872
1129.0,atg,1873
1137.0,atg,1874
1144.0,atg,1875
1152.0,atg,1876
1160.0,atg,1877
1167.0,atg,1878
1175.0,atg,1879
1183.0,atg,1880
1190.0,atg,1881
1198.0,atg,1882
1206.0,atg,1883
1214.0,atg,1884
1222.0,atg,1885
1230.0,atg,1886
1238.0,atg,1887
1247.0,atg,1888
1255.0,atg,1889
1263.0,atg,1890
1272.0,atg,1891
1280.0,atg,1892
1288.0,atg,1893
1297.0,atg,1894
1305.0,atg,1895
1314.0,atg,1896
1323.0,atg,1897
1331.0,atg,1898
1340.0,atg,1899
1349.0,atg,1900
1358.0,atg,1901
1367.0,atg,1902
1376.0,atg,1903
1385.0,atg,1904
1394.0,atg,1905
1404.0,atg,1906
1413.0,atg,1907
1422.0,atg,1908
1432.0,atg,1909
1441.0,atg,1910
1451.0,atg,1911
1460.0,atg,1912
1470.0,atg,1913
1506.0,atg,1914
1543.0,atg,1915
1580.0,atg,1916
1619.0,atg,1917
1659.0,atg,1918
1700.0,atg,1919
1741.0,atg,1920
1784.0,atg,1921
1828.0,atg,1922
1872.0,atg,1923
1918.0,atg,1924
1965.0,atg,1925
2013.0,atg,1926
2063.0,atg,1927
2113.0,atg,1928
2165.0,atg,1929
2218.0,atg,1930
2273.0,atg,1931
2328.0,atg,1932
2385.0,atg,1933
2444.0,atg,1934
2504.0,atg,1935
2565.0,atg,1936
2628.0,atg,1937
2692.0,atg,1938
2758.0,atg,1939
2826.0,atg,1940
2895.0,atg,1941
2966.0,atg,1942
3039.0,atg,1943
3113.0,atg,1944
3190.0,atg,1945
3268.0,atg,1946
3348.0,atg,1947
3430.0,atg,1948
3514.0,atg,1949
3600.0,atg,1950
3688.0,atg,1951
3779.0,atg,1952
3871.0,atg,1953
3966.0,atg,1954
4063.0,atg,1955
4163.0,atg,1956
4265.0,atg,1957
4370.0,atg,1958
4477.0,atg,1959
4586.0,atg,1960
4699.0,atg,1961
4814.0,atg,1962
4932.0,atg,1963
5053.0,atg,1964
5177.0,atg,1965
5304.0,atg,1966
5434.0,atg,1967
5567.0,atg,1968
5703.0,atg,1969
5843.0,atg,1970
6123.0,atg,1971
6412.0,atg,1972
6803.0,atg,1973
6919.0,atg,1974
6484.0,atg,1975
5906.0,atg,1976
6391.0,atg,1977
6710.0,atg,1978
7554.0,atg,1979
8185.0,atg,1980
8703.0,atg,1981
8838.0,atg,1982
9548.0,atg,1983
10390.0,atg,1984
11380.0,atg,1985
12600.0,atg,1986
14020.0,atg,1987
15430.0,atg,1988
16590.0,atg,1989
17120.0,atg,1990
17390.0,atg,1991
17280.0,atg,1992
17810.0,atg,1993
18460.0,atg,1994
17240.0,atg,1995
17910.0,atg,1996
18330.0,atg,1997
18660.0,atg,1998
18980.0,atg,1999
18850.0,atg,2000
18900.0,atg,2001
19050.0,atg,2002
19750.0,atg,2003
20880.0,atg,2004
21570.0,atg,2005
24000.0,atg,2006
25390.0,atg,2007
25490.0,atg,2008
22520.0,atg,2009
20600.0,atg,2010
19990.0,atg,2011
20550.0,atg,2012
20640.0,atg,2013
20980.0,atg,2014
21380.0,atg,2015
21850.0,atg,2016
22330.0,atg,2017
22820.0,atg,2018
23320.0,atg,2019
948.5,arg,1800
948.5,arg,1801
948.5,arg,1802
948.5,arg,1803
948.5,arg,1804
948.5,arg,1805
948.5,arg,1806
948.5,arg,1807
948.5,arg,1808
948.5,arg,1809
948.5,arg,1810
948.5,arg,1811
948.5,arg,1812
948.5,arg,1813
948.5,arg,1814
948.5,arg,1815
948.5,arg,1816
948.5,arg,1817
948.5,arg,1818
948.5,arg,1819
948.5,arg,1820
961.9,arg,1821
975.5,arg,1822
989.3,arg,1823
1003.0,arg,1824
1017.0,arg,1825
1032.0,arg,1826
1046.0,arg,1827
1061.0,arg,1828
1076.0,arg,1829
1091.0,arg,1830
