geo,fixed_line_and_mobile_phone_subscribers_per_100_people,time
kgz,5.03,1984
kgz,5.354,1985
kgz,5.797,1986
kgz,6.239,1987
kgz,6.357,1988
kgz,6.634,1989
kgz,7.1,1990
kgz,7.381,1991
kgz,7.45,1992
kgz,8.087,1993
kgz,7.465,1994
kgz,7.778,1995
kgz,7.344,1996
kgz,7.426,1997
kgz,7.709,1998
kgz,7.672,1999
kgz,7.835,2000
kgz,8.38,2001
kgz,8.969,2002
kgz,10.61,2003
kgz,13.35,2004
kgz,19.09,2005
lao,0.1858,1975
lao,0.193,1976
lao,0.1908,1977
lao,0.1822,1978
lao,0.18,1979
lao,0.1773,1980
lao,0.1738,1981
lao,0.1668,1982
lao,0.1686,1983
lao,0.1699,1984
lao,0.1697,1985
lao,0.1687,1986
lao,0.1673,1987
lao,0.1685,1988
lao,0.1584,1989
lao,0.1695,1990
lao,0.173,1991
lao,0.2035,1992
lao,0.2009,1993
lao,0.41,1994
lao,0.3866,1995
lao,0.4838,1996
lao,0.5991,1997
lao,0.695,1998
lao,0.9203,1999
lao,1.025,2000
lao,1.546,2001
lao,2.167,2002
lao,3.317,2003
lao,5.009,2004
lao,12.6,2005
lva,10.11,1975
lva,11.17,1976
lva,13.0,1977
lva,14.0,1978
lva,15.42,1979
lva,16.12,1980
lva,18.37,1981
lva,18.65,1982
lva,18.92,1983
lva,19.58,1984
lva,20.22,1985
lva,20.86,1986
lva,21.49,1987
lva,21.89,1988
lva,22.35,1989
lva,23.21,1990
lva,24.16,1991
lva,24.83,1992
lva,27.0,1993
lva,26.51,1994
lva,28.61,1995
lva,30.82,1996
lva,33.36,1997
lva,37.75,1998
lva,42.09,1999
lva,47.89,2000
lva,58.44,2001
lva,69.22,2002
lva,80.56,2003
lva,94.57,2004
lva,113.1,2005
lva,124.2,2006
lbn,11.33,1982
lbn,11.52,1983
lbn,11.73,1984
lbn,11.97,1985
lbn,12.25,1986
lbn,12.57,1987
lbn,12.88,1988
lbn,13.12,1989
lbn,13.25,1990
lbn,13.25,1991
lbn,13.15,1992
lbn,13.0,1993
lbn,12.89,1994
lbn,16.29,1995
lbn,18.45,1996
lbn,25.76,1997
lbn,29.11,1998
lbn,32.15,1999
lbn,34.97,2000
lbn,36.45,2001
lbn,37.58,2002
lbn,38.17,2003
lbn,38.2,2004
lbn,40.6,2005
lbn,44.01,2006
lso,0.1668,1975
lso,0.1658,1976
lso,0.1678,1977
lso,0.2102,1978
lso,0.2442,1979
lso,0.266,1980
lso,0.336,1981
lso,0.3563,1982
lso,0.3704,1983
lso,0.3756,1984
lso,0.4998,1985
lso,0.5946,1986
lso,0.6733,1987
lso,0.7372,1988
lso,0.775,1989
lso,0.7717,1990
lso,0.7558,1991
lso,0.6912,1992
lso,0.8758,1993
lso,0.9273,1994
lso,1.033,1995
lso,0.983,1996
lso,1.337,1997
lso,1.691,1998
lso,1.81,1999
lso,2.323,2000
lso,4.103,2001
lso,8.622,2002
lso,8.26,2003
lso,11.88,2004
lso,15.03,2005
lbr,0.3617,1981
lbr,0.3487,1982
lbr,0.3371,1983
lbr,0.3417,1984
lbr,0.3795,1985
lbr,0.3671,1986
lbr,0.3668,1987
lbr,0.3943,1988
lbr,0.4049,1989
lbr,0.439,1990
lbr,0.1567,1991
lbr,0.2172,1992
lbr,0.2193,1993
lbr,0.2174,1994
lbr,0.2099,1995
lbr,0.1972,1996
lbr,0.2573,1997
lbr,0.2409,1998
lbr,0.2271,1999
lbr,0.267,2000
lbr,0.2766,2001
lby,2.777,1981
lby,2.952,1982
lby,3.141,1983
lby,3.355,1984
lby,3.608,1985
lby,3.9,1986
lby,4.239,1987
lby,4.767,1988
lby,5.053,1989
lby,5.042,1990
lby,5.228,1991
lby,5.183,1992
lby,5.17,1993
lby,5.573,1994
lby,6.58,1995
lby,7.708,1996
lby,8.151,1997
lby,10.13,1998
lby,11.07,1999
lby,12.07,2000
lby,13.01,2001
lby,14.19,2002
lby,15.43,2003
lby,17.83,2004
lby,19.36,2005
lby,73.04,2006
lie,131.7,2003
lie,132.0,2004
lie,136.7,2005
lie,140.0,2006
ltu,7.761,1975
ltu,8.525,1976
ltu,9.276,1977
ltu,9.99,1978
ltu,10.73,1979
ltu,11.54,1980
ltu,12.24,1981
ltu,12.95,1982
ltu,13.68,1983
ltu,14.5,1984
ltu,15.35,1985
ltu,16.57,1986
ltu,17.49,1987
ltu,18.63,1988
ltu,19.89,1989
ltu,21.12,1990
ltu,21.98,1991
ltu,22.5,1992
ltu,23.34,1993
ltu,24.66,1994
ltu,26.32,1995
ltu,28.95,1996
ltu,34.07,1997
ltu,38.83,1998
ltu,42.04,1999
ltu,48.91,2000
ltu,62.32,2001
ltu,74.41,2002
ltu,86.68,2003
ltu,112.7,2004
ltu,151.0,2005
ltu,162.3,2006
lux,29.68,1975
lux,30.76,1976
lux,32.35,1977
lux,33.67,1978
lux,34.94,1979
lux,36.08,1980
lux,36.93,1981
lux,37.98,1982
lux,38.88,1983
lux,40.16,1984
lux,41.28,1985
lux,42.6,1986
lux,43.6,1987
lux,44.92,1988
lux,46.88,1989
lux,48.32,1990
lux,49.83,1991
lux,52.82,1992
lux,55.24,1993
lux,58.38,1994
lux,62.59,1995
lux,70.54,1996
lux,76.62,1997
lux,90.37,1998
lux,106.7,1999
lux,126.1,2000
lux,151.5,2001
lux,162.7,2002
lux,174.2,2003
lux,196.6,2004
lux,211.2,2005
lux,207.9,2006
mac,5.949,1982
mac,6.328,1983
mac,9.466,1984
mac,12.42,1985
mac,14.88,1986
mac,16.67,1987
mac,18.81,1988
mac,22.24,1989
mac,25.63,1990
mac,29.18,1991
mac,33.58,1992
mac,37.56,1993
mac,41.15,1994
mac,45.95,1995
mac,49.37,1996
mac,52.51,1997
mac,59.64,1998
mac,68.17,1999
mac,72.07,2000
mac,82.88,2001
mac,99.52,2002
mac,116.8,2003
mac,129.7,2004
mac,149.5,2005
mac,170.3,2006
mkd,11.57,1983
mkd,12.09,1984
mkd,12.58,1985
mkd,13.04,1986
mkd,13.46,1987
mkd,13.86,1988
mkd,14.26,1989
mkd,14.96,1990
mkd,15.08,1991
mkd,16.15,1992
mkd,16.68,1993
mkd,17.26,1994
mkd,17.88,1995
mkd,18.66,1996
mkd,21.18,1997
mkd,23.55,1998
mkd,25.97,1999
mkd,31.01,2000
mkd,37.79,2001
mkd,45.77,2002
mkd,64.21,2003
mkd,74.99,2004
mkd,88.24,2005
mkd,93.69,2006
mdg,0.1859,1976
mdg,0.181,1977
mdg,0.21,1979
mdg,0.2108,1980
mdg,0.2071,1981
mdg,0.2028,1982
mdg,0.1992,1983
mdg,0.2083,1984
mdg,0.2129,1985
mdg,0.2184,1986
mdg,0.2263,1987
mdg,0.2244,1988
mdg,0.2374,1989
mdg,0.2621,1990
mdg,0.2931,1991
mdg,0.2868,1992
mdg,0.2649,1993
mdg,0.251,1994
mdg,0.2751,1995
mdg,0.2902,1996
mdg,0.3194,1997
mdg,0.3931,1998
mdg,0.547,1999
mdg,0.7295,2000
mdg,1.236,2001
mdg,1.298,2002
mdg,1.946,2003
mdg,2.165,2004
mdg,3.096,2005
mdg,6.137,2006
mwi,0.1649,1975
mwi,0.1749,1976
mwi,0.1901,1977
mwi,0.202,1978
mwi,0.2184,1979
mwi,0.2342,1980
mwi,0.2417,1981
mwi,0.2512,1982
mwi,0.2543,1983
mwi,0.2621,1984
mwi,0.2733,1985
mwi,0.2769,1986
mwi,0.2758,1987
mwi,0.273,1988
mwi,0.2854,1989
mwi,0.282,1990
mwi,0.2953,1991
mwi,0.3145,1992
mwi,0.3322,1993
mwi,0.3326,1994
mwi,0.3441,1995
mwi,0.3797,1996
mwi,0.4125,1997
mwi,0.4375,1998
mwi,0.5675,1999
mwi,0.8211,2000
mwi,0.9237,2001
mwi,1.298,2002
mwi,1.751,2003
mwi,2.444,2004
mwi,4.023,2005
mys,1.379,1975
mys,1.549,1976
mys,1.773,1977
mys,2.064,1978
mys,2.42,1979
mys,2.875,1980
mys,3.464,1981
mys,4.047,1982
mys,4.716,1983
mys,5.568,1984
mys,6.532,1986
mys,6.919,1987
mys,7.455,1988
mys,8.11,1989
mys,9.238,1990
mys,10.47,1991
mys,12.01,1992
mys,14.05,1993
mys,17.11,1994
mys,21.06,1995
mys,25.05,1996
mys,28.72,1997
mys,29.64,1998
mys,32.62,1999
mys,41.92,2000
mys,50.87,2001
mys,56.57,2002
mys,63.47,2003
mys,75.65,2004
mys,93.21,2005
mys,91.16,2006
mdv,0.3332,1976
mdv,0.3723,1977
mdv,0.5696,1978
mdv,0.5209,1979
mdv,0.9462,1981
mdv,1.014,1982
mdv,1.101,1983
mdv,1.18,1984
mdv,1.238,1985
mdv,1.477,1986
mdv,1.736,1987
mdv,2.075,1988
mdv,2.44,1989
mdv,2.893,1990
mdv,3.432,1991
mdv,3.722,1992
mdv,4.232,1993
mdv,4.903,1994
mdv,5.596,1995
mdv,6.032,1996
mdv,7.444,1997
mdv,8.189,1998
mdv,9.354,1999
mdv,11.75,2000
mdv,16.63,2001
mdv,25.04,2002
mdv,33.74,2003
mdv,49.81,2004
mdv,79.37,2005
mdv,98.28,2006
mli,0.0655,1975
mli,0.06773,1976
mli,0.0698,1977
mli,0.0687,1978
mli,0.0705,1979
mli,0.0811,1980
mli,0.08679,1981
mli,0.0919,1982
mli,0.1,1983
mli,0.1065,1984
mli,0.1066,1985
mli,0.1056,1986
mli,0.1196,1987
mli,0.1202,1988
mli,0.1292,1989
mli,0.1456,1990
mli,0.1584,1991
mli,0.159,1992
mli,0.1667,1993
mli,0.1787,1994
mli,0.1965,1995
mli,0.2506,1996
mli,0.2935,1997
mli,0.3333,1998
mli,0.413,1999
mli,0.496,2000
mli,0.9362,2001
mli,1.03,2002
mli,2.798,2003
mli,4.216,2004
mli,8.135,2005
mli,13.33,2006
mlt,8.704,1975
mlt,10.13,1976
mlt,11.29,1977
mlt,12.08,1978
mlt,12.9,1979
mlt,14.05,1980
mlt,15.83,1981
mlt,18.14,1982
mlt,21.57,1983
mlt,22.79,1984
mlt,24.61,1985
mlt,28.06,1986
mlt,31.45,1987
mlt,32.96,1988
mlt,34.19,1989
mlt,35.62,1990
mlt,38.84,1991
mlt,42.0,1992
mlt,43.98,1993
mlt,45.56,1994
mlt,48.02,1995
mlt,50.82,1996
mlt,53.44,1997
mlt,55.6,1998
mlt,60.65,1999
mlt,81.7,2000
mlt,113.8,2001
mlt,122.3,2002
mlt,125.0,2003
mlt,127.7,2004
mlt,130.4,2005
mlt,135.2,2006
mhl,1.029,1983
mhl,1.082,1990
mhl,1.485,1991
mhl,1.769,1992
mhl,4.692,1993
mhl,6.512,1994
mhl,6.763,1995
mhl,7.341,1996
mhl,7.607,1997
mhl,8.028,1998
mhl,8.49,1999
mhl,8.417,2000
mhl,8.53,2001
mhl,8.671,2002
mhl,8.574,2003
mrt,0.1011,1975
mrt,0.1136,1976
mrt,0.1596,1977
mrt,0.1802,1978
mrt,0.2043,1979
mrt,0.2167,1980
mrt,0.217,1981
mrt,0.2215,1982
mrt,0.2281,1983
mrt,0.2259,1984
mrt,0.2305,1985
mrt,0.2337,1986
mrt,0.239,1987
mrt,0.2443,1988
mrt,0.2394,1989
mrt,0.3023,1990
mrt,0.3196,1991
mrt,0.3292,1992
mrt,0.356,1993
mrt,0.3892,1994
mrt,0.4156,1995
mrt,0.4459,1996
mrt,0.5541,1997
mrt,0.6205,1998
mrt,0.6629,1999
mrt,1.335,2000
mrt,5.121,2001
mrt,10.25,2002
mrt,13.89,2003
mrt,19.48,2004
mrt,26.55,2005
mrt,35.98,2006
mus,1.73,1975
mus,1.71,1976
mus,1.825,1977
mus,2.13,1978
mus,2.36,1979
mus,2.446,1980
mus,2.542,1981
mus,2.95,1982
mus,3.155,1983
mus,3.502,1984
mus,3.897,1985
mus,4.082,1986
mus,4.585,1987
mus,4.793,1988
mus,5.014,1989
mus,5.464,1990
mus,6.237,1991
mus,7.616,1992
mus,10.12,1993
mus,12.14,1994
mus,14.25,1995
mus,18.05,1996
mus,23.1,1997
mus,26.35,1998
mus,30.56,1999
mus,38.83,2000
mus,48.27,2001
mus,55.81,2002
mus,66.29,2003
mus,73.1,2004
mus,81.59,2005
mus,90.13,2006
mex,2.783,1975
mex,3.041,1976
mex,3.325,1977
mex,3.603,1978
mex,3.879,1979
mex,3.995,1980
mex,4.255,1981
mex,4.402,1982
mex,4.581,1983
mex,4.735,1984
mex,4.909,1985
mex,5.063,1986
mex,5.247,1987
mex,5.478,1988
mex,5.946,1989
mex,6.51,1990
mex,7.295,1991
mex,8.182,1992
mex,9.104,1993
mex,10.12,1994
mex,10.41,1995
mex,10.64,1996
mex,11.71,1997
mex,13.94,1998
mex,19.32,1999
mex,26.96,2000
mex,35.89,2001
mex,40.9,2002
mex,45.96,2003
mex,55.39,2004
mex,64.66,2005
mex,73.76,2006
fsm,1.24,1983
fsm,1.322,1984
fsm,1.482,1985
fsm,1.518,1986
fsm,1.621,1987
fsm,1.928,1988
fsm,2.224,1989
fsm,2.535,1990
fsm,2.712,1991
fsm,2.96,1992
fsm,5.919,1993
fsm,6.816,1994
fsm,7.352,1995
fsm,7.634,1996
fsm,7.796,1997
fsm,8.467,1998
fsm,9.202,1999
fsm,9.008,2000
fsm,9.387,2001
fsm,9.458,2002
fsm,15.66,2003
fsm,22.65,2004
fsm,24.12,2005
mda,3.551,1975
mda,4.05,1976
mda,4.512,1977
mda,4.876,1978
mda,5.248,1979
mda,5.638,1980
mda,5.924,1981
mda,6.248,1982
mda,6.506,1983
mda,6.835,1984
mda,7.317,1985
mda,7.775,1986
mda,8.39,1987
mda,9.099,1988
mda,9.771,1989
mda,10.53,1990
mda,11.26,1991
mda,11.59,1992
mda,11.88,1993
mda,12.4,1994
mda,12.94,1995
mda,13.67,1996
mda,14.62,1997
mda,15.62,1998
mda,13.65,1999
mda,17.44,2000
mda,21.13,2001
mda,26.22,2002
mda,31.86,2003
mda,42.05,2004
mda,52.09,2005
mda,62.0,2006
mng,2.431,1982
mng,2.48,1983
mng,2.523,1984
mng,2.567,1985
mng,2.612,1986
mng,2.658,1987
mng,2.707,1988
mng,2.755,1989
mng,3.151,1990
mng,3.197,1991
mng,3.18,1992
mng,3.004,1993
mng,3.081,1994
mng,3.417,1995
mng,3.671,1996
mng,3.831,1997
mng,4.77,1998
mng,5.801,1999
mng,11.35,2000
mng,13.19,2001
mng,14.05,2002
mng,18.44,2003
mng,22.85,2004
mng,27.93,2005
mar,0.6443,1975
mar,0.702,1976
mar,0.7565,1977
mar,0.808,1978
mar,0.8145,1979
mar,0.8617,1980
mar,0.8935,1981
mar,0.9415,1982
mar,0.9678,1983
mar,1.012,1984
mar,1.104,1985
mar,1.131,1986
mar,1.171,1987
mar,1.234,1988
mar,1.415,1989
mar,1.671,1990
mar,2.024,1991
mar,2.619,1992
mar,3.263,1993
mar,3.927,1994
mar,4.379,1995
mar,4.657,1996
mar,5.04,1997
mar,5.453,1998
mar,6.552,1999
mar,13.23,2000
mar,20.68,2001
mar,25.1,2002
mar,29.06,2003
mar,35.68,2004
mar,45.56,2005
mar,56.63,2006
moz,0.293,1975
moz,0.2724,1976
moz,0.2516,1977
moz,0.2543,1978
moz,0.2586,1979
moz,0.2719,1980
moz,0.2847,1981
moz,0.2867,1982
moz,0.2839,1983
moz,0.2848,1984
moz,0.2877,1985
moz,0.2979,1986
moz,0.3008,1987
moz,0.306,1988
moz,0.3087,1989
moz,0.3503,1990
moz,0.3813,1991
moz,0.392,1992
moz,0.3733,1993
moz,0.3729,1994
moz,0.3752,1995
moz,0.3724,1996
moz,0.4035,1997
moz,0.4741,1998
moz,0.509,1999
moz,0.7518,2000
moz,1.298,2001
moz,1.769,2002
moz,2.618,2003
moz,3.873,2004
moz,7.664,2005
moz,11.47,2006
mmr,0.0851,1975
mmr,0.0848,1976
mmr,0.0849,1977
mmr,0.0852,1978
mmr,0.0865,1979
mmr,0.1124,1982
mmr,0.1194,1983
mmr,0.1191,1984
mmr,0.1291,1985
mmr,0.1583,1986
mmr,0.1718,1987
mmr,0.1717,1988
mmr,0.1697,1989
mmr,0.1746,1990
mmr,0.2108,1991
mmr,0.2394,1992
mmr,0.2811,1993
mmr,0.3272,1994
mmr,0.3723,1995
mmr,0.4253,1996
mmr,0.5013,1997
mmr,0.5303,1998
mmr,0.5739,1999
mmr,0.6206,2000
mmr,0.686,2001
mmr,0.8345,2002
mmr,0.9105,2003
mmr,1.088,2004
mmr,1.319,2005
nam,2.69,1975
nam,2.737,1976
nam,2.785,1977
nam,2.833,1978
nam,2.879,1979
nam,2.921,1980
nam,3.255,1981
nam,3.67,1982
nam,4.055,1983
nam,4.031,1984
nam,3.979,1985
nam,3.9,1986
nam,3.801,1987
nam,3.757,1988
nam,3.727,1989
nam,3.739,1990
nam,3.872,1991
nam,4.013,1992
nam,4.264,1993
nam,4.332,1994
nam,4.949,1995
nam,5.41,1996
nam,6.417,1997
nam,6.974,1998
nam,7.507,1999
nam,10.23,2000
nam,11.71,2001
nam,13.97,2002
nam,17.83,2003
nam,20.77,2004
nam,31.39,2005
npl,0.05241,1975
npl,0.0556,1976
npl,0.0607,1977
npl,0.0628,1978
npl,0.0688,1979
npl,0.0752,1980
npl,0.0825,1981
npl,0.0901,1982
npl,0.1016,1983
npl,0.1119,1984
npl,0.1217,1985
npl,0.1494,1986
npl,0.1708,1987
npl,0.2085,1988
npl,0.2436,1989
npl,0.2999,1990
npl,0.3312,1991
npl,0.3429,1992
npl,0.3527,1993
npl,0.3579,1994
npl,0.3863,1995
npl,0.5071,1996
npl,0.6149,1997
npl,0.8936,1998
npl,1.083,1999
npl,1.135,2000
npl,1.263,2001
npl,1.371,2002
npl,1.744,2003
npl,2.014,2004
npl,2.628,2005
npl,5.924,2006
nld,24.41,1975
nld,26.22,1976
nld,28.38,1977
nld,30.7,1978
nld,32.8,1979
nld,34.57,1980
nld,35.82,1981
nld,36.97,1982
nld,38.02,1983
nld,40.21,1985
nld,41.48,1986
nld,42.67,1987
nld,44.03,1988
nld,45.43,1989
nld,46.94,1990
nld,48.37,1991
nld,49.82,1992
nld,51.38,1993
nld,53.18,1994
nld,56.03,1995
nld,60.88,1996
nld,67.77,1997
nld,80.83,1998
nld,103.5,1999
nld,129.6,2000
nld,126.9,2001
nld,124.6,2002
nld,129.7,2003
nld,139.2,2004
nld,143.6,2005
ant,18.65,1975
ant,19.09,1976
ant,20.11,1977
ant,20.52,1978
ant,21.5,1979
ant,21.88,1980
ant,23.93,1981
ant,23.69,1982
ant,25.5,1983
ant,25.91,1984
ant,25.99,1985
ant,25.58,1986
ant,25.31,1987
ant,24.66,1990
ant,38.34,1993
ant,41.4,1994
ant,45.93,1995
ant,47.64,1996
ant,49.06,1997
ant,51.09,1998
ant,59.92,1999
ncl,6.692,1975
ncl,6.828,1976
ncl,7.729,1977
ncl,8.142,1978
ncl,8.599,1979
ncl,9.259,1980
ncl,9.868,1981
ncl,10.75,1982
ncl,11.5,1983
ncl,11.96,1984
ncl,12.22,1985
ncl,13.19,1986
ncl,13.98,1987
ncl,15.0,1988
ncl,16.23,1989
ncl,16.89,1990
ncl,18.28,1991
ncl,19.87,1992
ncl,21.33,1993
ncl,22.24,1994
ncl,23.08,1995
ncl,24.18,1996
ncl,26.12,1997
ncl,30.39,1998
ncl,36.03,1999
ncl,47.35,2000
ncl,54.59,2001
ncl,59.6,2002
ncl,66.03,2003
ncl,73.79,2004
ncl,80.85,2005
nzl,31.97,1975
nzl,33.91,1976
nzl,34.32,1977
nzl,34.99,1978
nzl,35.47,1979
nzl,36.51,1980
nzl,37.31,1981
nzl,37.65,1982
nzl,38.04,1983
nzl,38.73,1984
nzl,39.58,1985
nzl,40.52,1986
nzl,41.52,1987
nzl,42.27,1988
nzl,43.35,1989
nzl,44.17,1990
nzl,44.79,1991
nzl,46.27,1992
nzl,48.62,1993
nzl,52.41,1994
nzl,56.73,1995
nzl,59.47,1996
nzl,61.95,1997
nzl,68.13,1998
nzl,84.18,1999
nzl,87.43,2000
nzl,105.9,2001
nzl,106.7,2002
nzl,109.2,2003
nzl,118.1,2004
nzl,127.2,2005
nic,0.7833,1975
nic,0.8786,1976
nic,0.9536,1977
nic,0.988,1978
nic,0.9266,1979
nic,0.9466,1980
nic,0.9851,1981
nic,1.044,1982
nic,1.119,1983
nic,1.154,1984
nic,1.167,1985
nic,1.161,1986
nic,1.183,1987
nic,1.148,1988
nic,1.14,1989
nic,1.119,1990
nic,1.139,1991
nic,1.249,1992
nic,1.507,1993
nic,1.917,1994
nic,2.166,1995
nic,2.447,1996
nic,2.685,1997
nic,3.227,1998
nic,3.868,1999
nic,4.988,2000
nic,6.216,2001
nic,7.779,2002
nic,12.61,2003
nic,17.67,2004
nic,24.54,2005
nic,37.56,2006
ner,0.0688,1975
ner,0.0745,1976
ner,0.093,1977
ner,0.0956,1978
ner,0.0998,1979
ner,0.1015,1980
ner,0.1067,1981
ner,0.114,1982
ner,0.1177,1983
ner,0.1212,1984
ner,0.1213,1985
ner,0.1201,1986
ner,0.1194,1987
ner,0.1185,1988
ner,0.1203,1989
ner,0.1185,1990
ner,0.1221,1991
ner,0.1227,1992
ner,0.1214,1993
ner,0.1389,1994
ner,0.148,1995
ner,0.1595,1996
ner,0.1653,1997
ner,0.188,1998
ner,0.1965,1999
ner,0.1982,2000
ner,0.2064,2001
ner,0.6695,2002
ner,0.8518,2003
ner,1.535,2004
ner,2.622,2005
nga,0.2235,1981
nga,0.2018,1982
nga,0.2365,1983
nga,0.2427,1984
nga,0.25,1985
nga,0.2568,1986
nga,0.2631,1987
nga,0.2645,1988
nga,0.2726,1989
nga,0.3062,1990
nga,0.3025,1991
nga,0.3206,1992
nga,0.341,1993
nga,0.36,1994
nga,0.3835,1995
nga,0.3808,1996
nga,0.3639,1997
nga,0.3875,1998
nga,0.41,1999
nga,0.4675,2000
nga,0.7813,2001
nga,1.759,2002
nga,2.999,2003
nga,7.373,2004
nga,14.01,2005
nga,23.5,2006
nor,22.81,1975
nor,23.74,1976
nor,24.85,1977
nor,25.98,1978
nor,27.36,1979
nor,29.27,1980
nor,31.69,1981
nor,34.91,1982
nor,38.17,1983
nor,40.98,1984
nor,43.84,1985
nor,46.74,1986
nor,49.41,1987
nor,51.52,1988
nor,52.94,1989
nor,54.91,1990
nor,57.08,1991
nor,59.52,1992
nor,62.76,1993
nor,68.77,1994
nor,78.56,1995
nor,85.49,1996
nor,101.1,1997
nor,102.6,1998
nor,114.6,1999
nor,125.3,2000
nor,131.4,2001
nor,134.6,2002
nor,137.9,2003
nor,146.0,2004
nor,148.9,2005
nor,152.3,2006
omn,0.4036,1975
omn,0.6904,1976
omn,0.957,1977
omn,1.041,1978
omn,0.9915,1979
omn,1.456,1980
omn,1.38,1981
omn,1.487,1982
omn,1.537,1983
omn,1.602,1984
omn,2.709,1985
omn,3.16,1986
omn,3.508,1987
omn,4.838,1988
omn,5.26,1989
omn,5.828,1990
omn,6.296,1991
omn,6.817,1992
omn,7.499,1993
omn,7.797,1994
omn,8.195,1995
omn,9.544,1996
omn,11.12,1997
omn,13.65,1998
omn,14.41,1999
omn,15.98,2000
omn,22.81,2001
omn,28.26,2002
omn,33.76,2003
omn,42.32,2004
omn,63.76,2005
omn,82.33,2006
pak,0.2928,1975
pak,0.3097,1976
pak,0.32,1977
pak,0.3334,1978
pak,0.3559,1979
pak,0.3663,1980
pak,0.3842,1981
pak,0.3862,1982
pak,0.4279,1983
pak,0.478,1984
pak,0.4807,1985
pak,0.5337,1986
pak,0.5842,1987
pak,0.6203,1988
pak,0.7526,1989
pak,0.7829,1990
pak,1.015,1991
pak,1.107,1992
pak,1.326,1993
pak,1.553,1994
pak,1.772,1995
pak,1.949,1996
pak,2.096,1997
pak,2.171,1998
pak,2.329,1999
pak,2.433,2000
pak,2.824,2001
pak,3.695,2002
pak,4.346,2003
pak,6.264,2004
pak,11.55,2005
pak,25.0,2006
plw,57.33,2003
plw,71.53,2004
plw,69.79,2005
plw,77.58,2006
pan,5.956,1978
pan,6.329,1979
pan,6.5,1980
pan,6.86,1981
pan,7.147,1982
pan,7.195,1983
pan,7.382,1984
pan,7.726,1985
pan,7.952,1986
