gnipercapita_atlasmethod_current_us,geo,time
4720,mkd,2010
4820,mkd,2011
4760,mkd,2012
4980,mkd,2013
5150,mkd,2014
5326,mkd,2015
60,mli,1969
60,mli,1970
70,mli,1971
80,mli,1972
90,mli,1973
100,mli,1974
120,mli,1975
140,mli,1976
160,mli,1977
170,mli,1978
220,mli,1979
250,mli,1980
230,mli,1981
200,mli,1982
180,mli,1983
170,mli,1984
150,mli,1985
190,mli,1986
220,mli,1987
250,mli,1988
270,mli,1990
270,mli,1991
320,mli,1992
310,mli,1993
250,mli,1994
250,mli,1995
240,mli,1996
260,mli,1997
250,mli,1998
240,mli,1999
230,mli,2000
230,mli,2001
230,mli,2002
290,mli,2003
350,mli,2004
400,mli,2005
440,mli,2006
470,mli,2007
530,mli,2008
570,mli,2009
610,mli,2010
620,mli,2011
610,mli,2012
630,mli,2013
660,mli,2014
691,mli,2015
1090,mlt,1972
1260,mlt,1973
1560,mlt,1974
1990,mlt,1975
2120,mlt,1976
2320,mlt,1977
2660,mlt,1978
3300,mlt,1979
4280,mlt,1980
4670,mlt,1981
4550,mlt,1982
3940,mlt,1983
3830,mlt,1984
3690,mlt,1985
4000,mlt,1986
4930,mlt,1987
6260,mlt,1988
6910,mlt,1989
7600,mlt,1990
8080,mlt,1991
8870,mlt,1992
8720,mlt,1993
8760,mlt,1994
9290,mlt,1995
9910,mlt,1996
10270,mlt,1997
9940,mlt,1998
10380,mlt,1999
10510,mlt,2000
10160,mlt,2001
10310,mlt,2002
11300,mlt,2003
12940,mlt,2004
14390,mlt,2005
15300,mlt,2006
16590,mlt,2007
19230,mlt,2008
18810,mlt,2009
20090,mlt,2010
20100,mlt,2011
20000,mlt,2012
21000,mlt,2013
22050,mlt,2014
23150,mlt,2015
1270,mmr,2014
1960,mne,2002
2440,mne,2003
3100,mne,2004
3660,mne,2005
4310,mne,2006
5230,mne,2007
6500,mne,2008
6710,mne,2009
6870,mne,2010
7200,mne,2011
6940,mne,2012
7250,mne,2013
7240,mne,2014
7230,mne,2015
1440,mng,1983
1320,mng,1984
1230,mng,1985
1350,mng,1986
1520,mng,1987
1690,mng,1988
1590,mng,1989
1430,mng,1990
1200,mng,1991
810,mng,1992
510,mng,1993
430,mng,1994
460,mng,1995
550,mng,1996
580,mng,1997
520,mng,1998
480,mng,1999
470,mng,2000
480,mng,2001
530,mng,2002
610,mng,2003
760,mng,2004
900,mng,2005
1120,mng,2006
1410,mng,2007
1800,mng,2008
1790,mng,2009
2000,mng,2010
2600,mng,2011
3670,mng,2012
4360,mng,2013
4280,mng,2014
4201,mng,2015
290,moz,1982
230,moz,1983
230,moz,1984
260,moz,1985
320,moz,1986
290,moz,1987
230,moz,1988
180,moz,1989
180,moz,1990
190,moz,1991
160,moz,1992
150,moz,1993
140,moz,1994
130,moz,1995
160,moz,1996
190,moz,1997
220,moz,1998
240,moz,1999
230,moz,2000
230,moz,2001
220,moz,2002
230,moz,2003
250,moz,2004
290,moz,2005
300,moz,2006
350,moz,2007
400,moz,2008
460,moz,2009
460,moz,2010
480,moz,2011
530,moz,2012
600,moz,2013
620,moz,2014
641,moz,2015
190,mrt,1968
180,mrt,1969
190,mrt,1970
190,mrt,1971
190,mrt,1972
230,mrt,1973
320,mrt,1974
340,mrt,1975
350,mrt,1976
370,mrt,1977
380,mrt,1978
430,mrt,1979
480,mrt,1980
480,mrt,1981
440,mrt,1982
420,mrt,1983
400,mrt,1984
380,mrt,1985
400,mrt,1986
440,mrt,1987
490,mrt,1988
510,mrt,1989
490,mrt,1990
540,mrt,1991
610,mrt,1992
640,mrt,1993
570,mrt,1994
590,mrt,1995
650,mrt,1996
580,mrt,1997
550,mrt,1998
560,mrt,1999
510,mrt,2000
470,mrt,2001
500,mrt,2002
510,mrt,2003
590,mrt,2004
690,mrt,2005
830,mrt,2006
950,mrt,2007
1060,mrt,2008
1050,mrt,2009
1140,mrt,2010
1200,mrt,2011
1290,mrt,2012
1330,mrt,2013
1270,mrt,2014
1213,mrt,2015
1020,mus,1978
1230,mus,1979
1250,mus,1980
1280,mus,1981
1190,mus,1982
1070,mus,1983
1030,mus,1984
1060,mus,1985
1250,mus,1986
1630,mus,1987
2070,mus,1988
2230,mus,1989
2440,mus,1990
2620,mus,1991
2990,mus,1992
3120,mus,1993
3230,mus,1994
3470,mus,1995
3780,mus,1996
3900,mus,1997
3780,mus,1998
3640,mus,1999
3870,mus,2000
3900,mus,2001
3890,mus,2002
4260,mus,2003
5040,mus,2004
5420,mus,2005
5660,mus,2006
6190,mus,2007
7050,mus,2008
7420,mus,2009
7970,mus,2010
8320,mus,2011
9010,mus,2012
9570,mus,2013
9710,mus,2014
9852,mus,2015
50,mwi,1962
50,mwi,1963
50,mwi,1964
60,mwi,1965
60,mwi,1966
60,mwi,1967
60,mwi,1968
60,mwi,1969
60,mwi,1970
70,mwi,1971
80,mwi,1972
100,mwi,1973
120,mwi,1974
130,mwi,1975
130,mwi,1976
130,mwi,1977
160,mwi,1978
180,mwi,1979
190,mwi,1980
190,mwi,1981
180,mwi,1982
170,mwi,1983
170,mwi,1984
160,mwi,1985
150,mwi,1986
150,mwi,1987
160,mwi,1988
160,mwi,1989
180,mwi,1990
210,mwi,1991
200,mwi,1992
220,mwi,1993
160,mwi,1994
160,mwi,1995
170,mwi,1996
200,mwi,1997
200,mwi,1998
180,mwi,1999
160,mwi,2000
140,mwi,2001
160,mwi,2002
190,mwi,2003
230,mwi,2004
220,mwi,2005
230,mwi,2006
260,mwi,2007
290,mwi,2008
330,mwi,2009
350,mwi,2010
370,mwi,2011
320,mwi,2012
280,mwi,2013
250,mwi,2014
223,mwi,2015
300,mys,1962
300,mys,1963
310,mys,1964
330,mys,1965
350,mys,1966
360,mys,1967
370,mys,1968
380,mys,1969
400,mys,1970
420,mys,1971
470,mys,1972
600,mys,1973
790,mys,1974
900,mys,1975
970,mys,1976
1030,mys,1977
1180,mys,1978
1490,mys,1979
1820,mys,1980
1960,mys,1981
1890,mys,1982
1820,mys,1983
1970,mys,1984
1930,mys,1985
1880,mys,1986
1960,mys,1987
2130,mys,1988
2240,mys,1989
2370,mys,1990
2530,mys,1991
2850,mys,1992
3200,mys,1993
3560,mys,1994
4010,mys,1995
4450,mys,1996
4570,mys,1997
3600,mys,1998
3350,mys,1999
3420,mys,2000
3520,mys,2001
3760,mys,2002
4130,mys,2003
4710,mys,2004
5250,mys,2005
5830,mys,2006
6620,mys,2007
7520,mys,2008
7620,mys,2009
8200,mys,2010
8890,mys,2011
9890,mys,2012
10510,mys,2013
10760,mys,2014
11020,mys,2015
2080,nam,1982
1920,nam,1983
1750,nam,1984
1380,nam,1985
1390,nam,1986
1650,nam,1987
1730,nam,1988
1890,nam,1989
2020,nam,1990
2170,nam,1991
2310,nam,1992
2220,nam,1993
2260,nam,1994
2420,nam,1995
2450,nam,1996
2420,nam,1997
2270,nam,1998
2130,nam,1999
2110,nam,2000
1970,nam,2001
1900,nam,2002
2170,nam,2003
2760,nam,2004
3390,nam,2005
3880,nam,2006
4140,nam,2007
4190,nam,2008
4120,nam,2009
4350,nam,2010
4970,nam,2011
5450,nam,2012
5750,nam,2013
5680,nam,2014
5611,nam,2015
1830,ncl,1967
2160,ncl,1968
2520,ncl,1969
3220,ncl,1970
3420,ncl,1971
3780,ncl,1972
3990,ncl,1973
5270,ncl,1974
6400,ncl,1975
6440,ncl,1976
6580,ncl,1977
6980,ncl,1978
6900,ncl,1979
7980,ncl,1980
7940,ncl,1981
7160,ncl,1982
5920,ncl,1983
5480,ncl,1984
5510,ncl,1985
6170,ncl,1986
8070,ncl,1987
13270,ncl,1988
14530,ncl,1989
14760,ncl,1990
15200,ncl,1991
16070,ncl,1992
16340,ncl,1993
16780,ncl,1994
18220,ncl,1995
18240,ncl,1996
17810,ncl,1997
15730,ncl,1998
14810,ncl,1999
14020,ncl,2000
150,ner,1962
160,ner,1963
160,ner,1964
170,ner,1965
170,ner,1966
170,ner,1967
160,ner,1968
150,ner,1969
150,ner,1970
160,ner,1971
150,ner,1972
160,ner,1973
210,ner,1974
230,ner,1975
220,ner,1976
230,ner,1977
280,ner,1978
350,ner,1979
410,ner,1980
400,ner,1981
360,ner,1982
290,ner,1983
220,ner,1984
220,ner,1985
250,ner,1986
280,ner,1987
330,ner,1988
330,ner,1989
300,ner,1990
290,ner,1991
280,ner,1992
230,ner,1993
200,ner,1994
190,ner,1995
190,ner,1996
190,ner,1997
200,ner,1998
180,ner,1999
170,ner,2000
170,ner,2001
170,ner,2002
190,ner,2003
220,ner,2004
250,ner,2005
260,ner,2006
280,ner,2007
320,ner,2008
330,ner,2009
360,ner,2010
360,ner,2011
390,ner,2012
400,ner,2013
420,ner,2014
441,ner,2015
100,nga,1962
110,nga,1963
110,nga,1964
110,nga,1965
110,nga,1966
100,nga,1967
100,nga,1968
120,nga,1969
170,nga,1970
180,nga,1971
200,nga,1972
220,nga,1973
340,nga,1974
400,nga,1975
510,nga,1976
560,nga,1977
550,nga,1978
640,nga,1979
760,nga,1980
760,nga,1981
730,nga,1982
550,nga,1983
420,nga,1984
370,nga,1985
280,nga,1986
240,nga,1987
280,nga,1988
270,nga,1989
290,nga,1990
270,nga,1991
270,nga,1992
190,nga,1993
170,nga,1994
170,nga,1995
230,nga,1996
280,nga,1997
270,nga,1998
270,nga,2000
310,nga,2001
350,nga,2002
410,nga,2003
610,nga,2004
660,nga,2005
840,nga,2006
970,nga,2007
1160,nga,2008
1160,nga,2009
1460,nga,2010
1720,nga,2011
2470,nga,2012
2700,nga,2013
2970,nga,2014
3267,nga,2015
140,nic,1962
150,nic,1963
170,nic,1964
200,nic,1965
230,nic,1966
290,nic,1967
290,nic,1968
310,nic,1969
310,nic,1970
320,nic,1971
330,nic,1972
380,nic,1973
510,nic,1974
570,nic,1975
600,nic,1976
680,nic,1977
650,nic,1978
500,nic,1979
600,nic,1980
660,nic,1981
680,nic,1982
690,nic,1983
710,nic,1984
690,nic,1985
760,nic,1986
860,nic,1987
680,nic,1988
370,nic,1989
310,nic,1990
220,nic,1991
240,nic,1992
300,nic,1993
450,nic,1994
620,nic,1995
880,nic,1996
890,nic,1997
890,nic,1998
930,nic,1999
970,nic,2000
980,nic,2001
970,nic,2002
1010,nic,2003
1100,nic,2004
1180,nic,2005
1210,nic,2006
1300,nic,2007
1410,nic,2008
1410,nic,2009
1480,nic,2010
1600,nic,2011
1700,nic,2012
1790,nic,2013
1870,nic,2014
1954,nic,2015
1220,nld,1962
1310,nld,1963
1460,nld,1964
1700,nld,1965
1840,nld,1966
2000,nld,1967
2230,nld,1968
2480,nld,1969
2950,nld,1970
3270,nld,1971
3820,nld,1972
5030,nld,1973
6320,nld,1974
7570,nld,1975
8270,nld,1976
9020,nld,1977
10370,nld,1978
12650,nld,1979
14700,nld,1980
13880,nld,1981
12240,nld,1982
10970,nld,1983
10630,nld,1984
10240,nld,1985
11590,nld,1986
14590,nld,1987
18410,nld,1988
19360,nld,1989
20140,nld,1990
21090,nld,1991
23320,nld,1992
23830,nld,1993
25150,nld,1994
27440,nld,1995
29140,nld,1996
29480,nld,1997
27680,nld,1998
28140,nld,1999
28470,nld,2000
26920,nld,2001
26660,nld,2002
30570,nld,2003
37250,nld,2004
42010,nld,2005
45500,nld,2006
48730,nld,2007
52110,nld,2008
53140,nld,2009
53320,nld,2010
53130,nld,2011
51760,nld,2012
51060,nld,2013
51210,nld,2014
51360,nld,2015
1610,nor,1962
1710,nor,1963
1860,nor,1964
2050,nor,1965
2240,nor,1966
2470,nor,1967
2630,nor,1968
2850,nor,1969
3140,nor,1970
3590,nor,1971
4230,nor,1972
5320,nor,1973
6750,nor,1974
8380,nor,1975
9150,nor,1976
9960,nor,1977
11110,nor,1978
13110,nor,1979
15650,nor,1980
16420,nor,1981
15750,nor,1982
14940,nor,1983
15150,nor,1984
15710,nor,1985
17550,nor,1986
20830,nor,1987
23970,nor,1988
25080,nor,1989
26510,nor,1990
27830,nor,1991
30790,nor,1992
30220,nor,1993
30860,nor,1994
32700,nor,1995
35800,nor,1996
37920,nor,1997
36110,nor,1998
35550,nor,1999
36560,nor,2000
38250,nor,2001
39900,nor,2002
44760,nor,2003
54110,nor,2004
63790,nor,2005
69980,nor,2006
78400,nor,2007
87350,nor,2008
87840,nor,2009
88430,nor,2010
90270,nor,2011
99100,nor,2012
104300,nor,2013
103000,nor,2014
101900,nor,2015
50,npl,1962
50,npl,1963
50,npl,1964
50,npl,1965
70,npl,1966
80,npl,1967
80,npl,1968
70,npl,1969
70,npl,1970
70,npl,1971
80,npl,1972
90,npl,1973
100,npl,1974
110,npl,1975
120,npl,1976
120,npl,1977
120,npl,1978
130,npl,1979
140,npl,1980
160,npl,1981
160,npl,1982
150,npl,1983
160,npl,1984
160,npl,1985
170,npl,1986
180,npl,1987
210,npl,1988
210,npl,1989
210,npl,1990
210,npl,1991
200,npl,1992
190,npl,1993
200,npl,1994
210,npl,1995
210,npl,1996
220,npl,1997
210,npl,1998
220,npl,1999
230,npl,2000
240,npl,2001
240,npl,2002
260,npl,2003
290,npl,2004
310,npl,2005
340,npl,2006
380,npl,2007
440,npl,2008
490,npl,2009
540,npl,2010
610,npl,2011
690,npl,2012
720,npl,2013
730,npl,2014
740,npl,2015
6530,nzl,1979
7670,nzl,1980
8240,nzl,1981
7860,nzl,1982
7370,nzl,1983
7010,nzl,1984
6950,nzl,1985
7860,nzl,1986
10010,nzl,1987
12550,nzl,1988
13570,nzl,1989
13640,nzl,1990
12160,nzl,1991
12050,nzl,1992
12360,nzl,1993
13400,nzl,1994
15270,nzl,1995
16720,nzl,1996
17160,nzl,1997
15760,nzl,1998
15040,nzl,1999
14070,nzl,2000
13800,nzl,2001
14200,nzl,2002
17000,nzl,2003
21510,nzl,2004
25490,nzl,2005
26420,nzl,2006
28110,nzl,2007
28380,nzl,2008
29410,nzl,2009
29390,nzl,2010
31890,nzl,2011
36280,nzl,2012
39300,nzl,2013
42570,nzl,2014
46120,nzl,2015
100,omn,1962
100,omn,1963
100,omn,1964
180,omn,1965
140,omn,1966
160,omn,1967
230,omn,1968
280,omn,1969
320,omn,1970
330,omn,1971
360,omn,1972
310,omn,1973
700,omn,1974
1510,omn,1975
2770,omn,1976
2720,omn,1977
2650,omn,1978
3070,omn,1979
3960,omn,1980
5480,omn,1981
6210,omn,1982
6160,omn,1983
6320,omn,1984
6560,omn,1985
5930,omn,1986
5390,omn,1987
5200,omn,1988
5660,omn,1989
5710,omn,1990
6040,omn,1991
6520,omn,1992
6300,omn,1993
6180,omn,1994
6310,omn,1995
6520,omn,1996
6880,omn,1997
6570,omn,1998
6460,omn,1999
7160,omn,2000
8000,omn,2001
8000,omn,2002
8260,omn,2003
9370,omn,2004
10640,omn,2005
11640,omn,2006
13470,omn,2007
16380,omn,2008
16170,omn,2009
17120,omn,2010
15160,omn,2011
16640,omn,2012
16870,omn,2013
17100,omn,2014
17340,omn,2015
90,pak,1962
100,pak,1963
100,pak,1964
120,pak,1965
130,pak,1966
140,pak,1967
150,pak,1968
160,pak,1969
180,pak,1970
180,pak,1971
180,pak,1972
160,pak,1973
150,pak,1974
160,pak,1975
190,pak,1976
220,pak,1977
260,pak,1978
300,pak,1979
350,pak,1980
390,pak,1981
400,pak,1982
390,pak,1983
380,pak,1984
380,pak,1985
370,pak,1986
400,pak,1987
430,pak,1988
420,pak,1989
420,pak,1990
420,pak,1991
440,pak,1992
450,pak,1993
450,pak,1994
490,pak,1995
500,pak,1996
490,pak,1997
470,pak,1998
470,pak,1999
490,pak,2000
500,pak,2001
520,pak,2002
560,pak,2003
640,pak,2004
740,pak,2005
820,pak,2006
910,pak,2007
1020,pak,2008
1060,pak,2009
1080,pak,2010
1150,pak,2011
1260,pak,2012
1360,pak,2013
1410,pak,2014
1462,pak,2015
460,pan,1962
490,pan,1963
510,pan,1964
540,pan,1965
580,pan,1966
620,pan,1967
660,pan,1968
710,pan,1969
710,pan,1970
770,pan,1971
820,pan,1972
940,pan,1973
1050,pan,1974
1180,pan,1975
1160,pan,1976
1170,pan,1977
1360,pan,1978
1530,pan,1979
1590,pan,1980
1850,pan,1981
2130,pan,1982
2080,pan,1983
2080,pan,1984
2310,pan,1985
2350,pan,1986
2690,pan,1987
2260,pan,1988
2090,pan,1989
2160,pan,1990
2240,pan,1991
2460,pan,1992
2650,pan,1993
2800,pan,1994
2830,pan,1995
3030,pan,1996
3230,pan,1997
3460,pan,1998
3530,pan,1999
3640,pan,2000
3600,pan,2001
3720,pan,2002
3830,pan,2003
4200,pan,2004
4530,pan,2005
5580,pan,2006
6300,pan,2007
7170,pan,2008
7690,pan,2009
8170,pan,2010
8240,pan,2011
9170,pan,2012
10860,pan,2013
11130,pan,2014
11410,pan,2015
290,per,1962
300,per,1963
340,per,1964
380,per,1965
460,per,1966
490,per,1967
480,per,1968
480,per,1969
520,per,1970
570,per,1971
630,per,1972
740,per,1973
930,per,1974
1090,per,1975
1080,per,1976
940,per,1977
870,per,1978
900,per,1979
1060,per,1980
1200,per,1981
1160,per,1982
960,per,1983
930,per,1984
870,per,1985
880,per,1986
990,per,1987
850,per,1988
830,per,1989
880,per,1990
1180,per,1991
1390,per,1992
1520,per,1993
1730,per,1994
1920,per,1995
2110,per,1996
2250,per,1997
2130,per,1998
2020,per,1999
1970,per,2000
1900,per,2001
1960,per,2002
2090,per,2003
2300,per,2004
2540,per,2005
2790,per,2006
3180,per,2007
3760,per,2008
3920,per,2009
4380,per,2010
4870,per,2011
5650,per,2012
6230,per,2013
6370,per,2014
6513,per,2015
220,phl,1962
190,phl,1963
170,phl,1964
180,phl,1965
200,phl,1966
210,phl,1967
220,phl,1968
240,phl,1969
220,phl,1970
220,phl,1971
220,phl,1972
260,phl,1973
320,phl,1974
380,phl,1975
420,phl,1976
450,phl,1977
500,phl,1978
590,phl,1979
700,phl,1980
750,phl,1981
740,phl,1982
670,phl,1983
570,phl,1984
520,phl,1985
540,phl,1986
600,phl,1987
660,phl,1988
700,phl,1989
720,phl,1990
720,phl,1991
770,phl,1992
820,phl,1993
920,phl,1994
1020,phl,1995
1160,phl,1996
1230,phl,1997
1200,phl,1998
1180,phl,1999
1220,phl,2000
1220,phl,2001
1180,phl,2002
1260,phl,2003
1400,phl,2004
1520,phl,2005
1650,phl,2006
1900,phl,2007
2240,phl,2008
2490,phl,2009
2750,phl,2010
2640,phl,2011
2980,phl,2012
3300,phl,2013
3470,phl,2014
3649,phl,2015
4810,plw,1993
4980,plw,1994
5770,plw,1995
6350,plw,1996
6370,plw,1997
6110,plw,1998
6030,plw,1999
5770,plw,2000
6850,plw,2001
8030,plw,2002
7980,plw,2003
8810,plw,2004
9410,plw,2005
9370,plw,2006
9510,plw,2007
9270,plw,2008
8670,plw,2009
8900,plw,2010
9530,plw,2011
9920,plw,2012
10000,plw,2013
11110,plw,2014
12340,plw,2015
130,png,1962
130,png,1963
140,png,1964
160,png,1965
170,png,1966
190,png,1967
200,png,1968
230,png,1969
260,png,1970
270,png,1971
310,png,1972
390,png,1973
490,png,1974
550,png,1975
520,png,1976
530,png,1977
630,png,1978
710,png,1979
790,png,1980
790,png,1981
720,png,1982
680,png,1983
670,png,1984
670,png,1985
710,png,1986
760,png,1987
880,png,1988
890,png,1989
820,png,1990
870,png,1991
920,png,1992
1080,png,1993
1130,png,1994
1040,png,1995
1020,png,1996
930,png,1997
780,png,1998
690,png,1999
620,png,2000
550,png,2001
510,png,2002
500,png,2003
570,png,2004
700,png,2005
730,png,2006
930,png,2007
1100,png,2008
1180,png,2009
1290,png,2010
1480,png,2011
1860,png,2012
2030,png,2013
2216,png,2014
2418,png,2015
2070,pol,1992
2450,pol,1993
2780,pol,1994
3220,pol,1995
3810,pol,1996
4240,pol,1997
4380,pol,1998
4450,pol,1999
4690,pol,2000
4750,pol,2001
4930,pol,2002
5550,pol,2003
6260,pol,2004
7330,pol,2005
8440,pol,2006
9970,pol,2007
11920,pol,2008
12400,pol,2009
12630,pol,2010
12840,pol,2011
13190,pol,2012
13440,pol,2013
13730,pol,2014
14030,pol,2015
820,pri,1962
900,pri,1963
960,pri,1964
1060,pri,1965
1160,pri,1966
1240,pri,1967
1370,pri,1968
1560,pri,1969
1750,pri,1970
1910,pri,1971
2100,pri,1972
2380,pri,1973
2590,pri,1974
2660,pri,1975
2650,pri,1976
2740,pri,1977
2980,pri,1978
3390,pri,1979
3720,pri,1980
3890,pri,1981
3770,pri,1982
3670,pri,1983
3970,pri,1984
4280,pri,1985
4740,pri,1986
5320,pri,1987
5830,pri,1988
5980,pri,1989
6150,pri,1990
6360,pri,1991
6700,pri,1992
7050,pri,1993
7340,pri,1994
7800,pri,1995
8150,pri,1996
8430,pri,1997
8710,pri,1998
9420,pri,1999
10310,pri,2000
11350,pri,2001
11600,pri,2002
12530,pri,2003
13820,pri,2004
14750,pri,2005
15210,pri,2006
15660,pri,2007
16240,pri,2008
16540,pri,2009
16640,pri,2010
17320,pri,2011
18420,pri,2012
19310,pri,2013
20240,pri,2014
21220,pri,2015
410,prt,1962
430,prt,1963
470,prt,1964
520,prt,1965
570,prt,1966
640,prt,1967
730,prt,1968
790,prt,1969
970,prt,1970
1090,prt,1971
1270,prt,1972
1700,prt,1973
2070,prt,1974
2210,prt,1975
2330,prt,1976
2430,prt,1977
2530,prt,1978
2870,prt,1979
3360,prt,1980
3430,prt,1981
3230,prt,1982
2830,prt,1983
2520,prt,1984
2530,prt,1985
3080,prt,1986
4160,prt,1987
5640,prt,1988
6320,prt,1989
7140,prt,1990
8190,prt,1991
9870,prt,1992
10100,prt,1993
10450,prt,1994
11220,prt,1995
12080,prt,1996
12350,prt,1997
12170,prt,1998
12240,prt,1999
12140,prt,2000
11800,prt,2001
11730,prt,2002
13230,prt,2003
16120,prt,2004
18550,prt,2005
19330,prt,2006
20770,prt,2007
22440,prt,2008
22840,prt,2009
22930,prt,2010
22630,prt,2011
21150,prt,2012
21310,prt,2013
21320,prt,2014
21330,prt,2015
1680,pry,1995
1850,pry,1996
1850,pry,1997
1720,pry,1998
1560,pry,1999
1360,pry,2000
1290,pry,2001
1190,pry,2002
1050,pry,2003
1130,pry,2004
1230,pry,2005
1470,pry,2006
1820,pry,2007
2360,pry,2008
2450,pry,2009
2930,pry,2010
3260,pry,2011
3440,pry,2012
4190,pry,2013
4380,pry,2014
4579,pry,2015
2090,pyf,1967
2520,pyf,1968
2430,pyf,1969
2400,pyf,1970
2640,pyf,1971
2660,pyf,1972
3330,pyf,1973
4600,pyf,1974
5120,pyf,1975
5620,pyf,1976
5940,pyf,1977
6820,pyf,1978
8060,pyf,1979
9240,pyf,1980
9710,pyf,1981
9240,pyf,1982
8280,pyf,1983
8120,pyf,1984
8420,pyf,1985
10350,pyf,1986
13120,pyf,1987
15480,pyf,1988
15050,pyf,1989
15390,pyf,1990
16160,pyf,1991
17430,pyf,1992
17590,pyf,1993
17690,pyf,1994
18150,pyf,1995
18020,pyf,1996
17490,pyf,1997
16890,pyf,1998
16400,pyf,1999
15990,pyf,2000
37170,qat,2004
39560,qat,2005
52570,qat,2006
59970,qat,2007
67830,qat,2008
63710,qat,2009
65840,qat,2010
71550,qat,2011
80760,qat,2012
89950,qat,2013
94410,qat,2014
99090,qat,2015
1810,rou,1989
1710,rou,1990
1440,rou,1991
1240,rou,1992
1190,rou,1993
1270,rou,1994
1470,rou,1995
1590,rou,1996
1520,rou,1997
1520,rou,1998
1580,rou,1999
1700,rou,2000
1760,rou,2001
1950,rou,2002
2340,rou,2003
3000,rou,2004
3920,rou,2005
4950,rou,2006
6470,rou,2007
8490,rou,2008
8680,rou,2009
8430,rou,2010
8520,rou,2011
8570,rou,2012
9050,rou,2013
9370,rou,2014
9701,rou,2015
3420,rus,1991
3070,rus,1992
2900,rus,1993
2650,rus,1994
2640,rus,1995
2610,rus,1996
2650,rus,1997
2130,rus,1998
1750,rus,1999
1710,rus,2000
1780,rus,2001
2100,rus,2002
2580,rus,2003
3410,rus,2004
4450,rus,2005
5800,rus,2006
7560,rus,2007
9590,rus,2008
9230,rus,2009
9980,rus,2010
10820,rus,2011
12730,rus,2012
13810,rus,2013
13210,rus,2014
12640,rus,2015
40,rwa,1962
40,rwa,1963
40,rwa,1964
40,rwa,1965
40,rwa,1966
50,rwa,1967
50,rwa,1968
50,rwa,1969
60,rwa,1970
60,rwa,1971
60,rwa,1972
70,rwa,1973
80,rwa,1974
100,rwa,1975
130,rwa,1976
160,rwa,1977
180,rwa,1978
230,rwa,1979
270,rwa,1980
280,rwa,1981
270,rwa,1982
260,rwa,1983
250,rwa,1984
260,rwa,1985
300,rwa,1986
320,rwa,1987
350,rwa,1988
350,rwa,1989
350,rwa,1990
320,rwa,1991
340,rwa,1992
310,rwa,1993
150,rwa,1994
210,rwa,1995
220,rwa,1996
260,rwa,1997
260,rwa,1998
260,rwa,1999
240,rwa,2000
220,rwa,2001
220,rwa,2002
210,rwa,2003
230,rwa,2004
270,rwa,2005
310,rwa,2006
360,rwa,2007
440,rwa,2008
500,rwa,2009
550,rwa,2010
590,rwa,2011
640,rwa,2012
670,rwa,2013
700,rwa,2014
731,rwa,2015
700,sau,1970
990,sau,1971
1370,sau,1972
1760,sau,1973
3520,sau,1974
5160,sau,1975
7830,sau,1976
8480,sau,1977
9080,sau,1978
11520,sau,1979
14330,sau,1980
16940,sau,1981
15370,sau,1982
12700,sau,1983
10660,sau,1984
9160,sau,1985
8550,sau,1986
7520,sau,1987
7410,sau,1988
6950,sau,1989
7230,sau,1990
8010,sau,1991
8520,sau,1992
8110,sau,1993
7690,sau,1994
7710,sau,1995
8020,sau,1996
8250,sau,1997
7870,sau,1998
7570,sau,1999
7860,sau,2000
8130,sau,2001
8150,sau,2002
8870,sau,2003
10530,sau,2004
12460,sau,2005
14160,sau,2006
15830,sau,2007
18380,sau,2008
17940,sau,2009
18470,sau,2010
20450,sau,2011
23690,sau,2012
25140,sau,2013
26680,sau,2014
28310,sau,2015
120,sdn,1962
120,sdn,1963
120,sdn,1964
120,sdn,1965
120,sdn,1966
120,sdn,1967
130,sdn,1968
130,sdn,1969
150,sdn,1970
160,sdn,1971
160,sdn,1972
190,sdn,1973
250,sdn,1974
320,sdn,1975
370,sdn,1976
410,sdn,1977
420,sdn,1978
460,sdn,1979
480,sdn,1980
490,sdn,1981
470,sdn,1982
430,sdn,1983
390,sdn,1984
400,sdn,1985
550,sdn,1986
800,sdn,1987
790,sdn,1988
720,sdn,1989
530,sdn,1990
440,sdn,1991
340,sdn,1992
300,sdn,1993
310,sdn,1994
390,sdn,1995
380,sdn,1996
370,sdn,1997
320,sdn,1998
320,sdn,1999
320,sdn,2000
330,sdn,2001
360,sdn,2002
400,sdn,2003
470,sdn,2004
560,sdn,2005
710,sdn,2006
880,sdn,2007
1080,sdn,2008
1130,sdn,2009
1200,sdn,2010
1410,sdn,2011
1650,sdn,2012
1670,sdn,2013
1710,sdn,2014
1751,sdn,2015
270,sen,1968
250,sen,1969
260,sen,1970
250,sen,1971
270,sen,1972
300,sen,1973
360,sen,1974
440,sen,1975
480,sen,1976
470,sen,1977
460,sen,1978
570,sen,1979
630,sen,1980
640,sen,1981
590,sen,1982
470,sen,1983
430,sen,1984
430,sen,1985
500,sen,1986
640,sen,1987
730,sen,1988
730,sen,1989
710,sen,1990
710,sen,1991
750,sen,1992
710,sen,1993
590,sen,1994
560,sen,1995
540,sen,1996
540,sen,1997
530,sen,1998
530,sen,1999
510,sen,2000
490,sen,2001
470,sen,2002
550,sen,2003
670,sen,2004
770,sen,2005
800,sen,2006
870,sen,2007
980,sen,2008
1030,sen,2009
1040,sen,2010
1030,sen,2011
1030,sen,2012
1050,sen,2013
1040,sen,2014
1030,sen,2015
490,sgp,1962
530,sgp,1963
500,sgp,1964
540,sgp,1965
