gnipercapita_atlasmethod_current_us,geo,time
1030,col,1979
1220,col,1980
1310,col,1981
1280,col,1982
1240,col,1983
1240,col,1984
1170,col,1985
1190,col,1986
1210,col,1987
1260,col,1988
1220,col,1989
1220,col,1990
1190,col,1991
1280,col,1992
1390,col,1993
1740,col,1994
2140,col,1995
2470,col,1996
2590,col,1997
2510,col,1998
2280,col,1999
2320,col,2000
2300,col,2001
2330,col,2002
2340,col,2003
2580,col,2004
2920,col,2005
3430,col,2006
4070,col,2007
4660,col,2008
5090,col,2009
5540,col,2010
6180,col,2011
7140,col,2012
7770,col,2013
7970,col,2014
8175,col,2015
380,com,1982
340,com,1983
320,com,1984
320,com,1985
360,com,1986
450,com,1987
550,com,1988
540,com,1989
560,com,1990
550,com,1991
640,com,1992
630,com,1993
500,com,1994
490,com,1995
450,com,1996
460,com,1997
420,com,1998
410,com,1999
390,com,2000
410,com,2001
400,com,2002
450,com,2003
540,com,2004
620,com,2005
650,com,2006
670,com,2007
720,com,2008
770,com,2009
780,com,2010
790,com,2011
800,com,2012
820,com,2013
820,com,2014
820,com,2015
500,cpv,1982
460,cpv,1983
450,cpv,1984
450,cpv,1985
510,cpv,1986
640,cpv,1987
830,cpv,1988
890,cpv,1989
890,cpv,1990
900,cpv,1991
1040,cpv,1992
1180,cpv,1993
1290,cpv,1994
1400,cpv,1995
1330,cpv,1996
1340,cpv,1997
1300,cpv,1998
1340,cpv,1999
1370,cpv,2000
1310,cpv,2001
1270,cpv,2002
1480,cpv,2003
1850,cpv,2004
2110,cpv,2005
2250,cpv,2006
2780,cpv,2007
3280,cpv,2008
3480,cpv,2009
3410,cpv,2010
3540,cpv,2011
3470,cpv,2012
3530,cpv,2013
3450,cpv,2014
3372,cpv,2015
360,cri,1962
350,cri,1963
340,cri,1964
370,cri,1965
390,cri,1966
410,cri,1967
440,cri,1968
470,cri,1969
520,cri,1970
570,cri,1971
630,cri,1972
760,cri,1973
880,cri,1974
970,cri,1975
1040,cri,1976
1240,cri,1977
1480,cri,1978
1740,cri,1979
1950,cri,1980
1420,cri,1981
1020,cri,1982
1020,cri,1983
1280,cri,1984
1560,cri,1985
1820,cri,1986
2070,cri,1987
2190,cri,1988
2210,cri,1989
2320,cri,1990
2330,cri,1991
2580,cri,1992
2760,cri,1993
3010,cri,1994
3220,cri,1995
3270,cri,1996
3390,cri,1997
3480,cri,1998
3470,cri,1999
3710,cri,2000
3880,cri,2001
3970,cri,2002
4200,cri,2003
4570,cri,2004
4890,cri,2005
5310,cri,2006
5640,cri,2007
6270,cri,2008
6300,cri,2009
7100,cri,2010
7980,cri,2011
9040,cri,2012
9780,cri,2013
10120,cri,2014
10470,cri,2015
850,cub,1972
1040,cub,1973
1240,cub,1974
1500,cub,1975
1550,cub,1976
1600,cub,1977
1790,cub,1978
2000,cub,1979
2150,cub,1980
2430,cub,1981
2340,cub,1982
2180,cub,1983
2310,cub,1984
2310,cub,1985
2390,cub,1986
2490,cub,1987
2780,cub,1988
2750,cub,1989
2660,cub,1990
2340,cub,1991
2130,cub,1992
1870,cub,1993
2140,cub,1994
2550,cub,1995
2700,cub,1996
2500,cub,1997
2240,cub,1998
2400,cub,1999
2620,cub,2000
2760,cub,2001
2820,cub,2002
3100,cub,2003
3490,cub,2004
3960,cub,2005
4520,cub,2006
4980,cub,2007
5430,cub,2008
5490,cub,2009
5570,cub,2010
5880,cub,2011
1530,cyp,1977
1820,cyp,1978
2410,cyp,1979
3410,cyp,1980
4070,cyp,1981
4510,cyp,1982
4220,cyp,1983
4360,cyp,1984
4480,cyp,1985
5090,cyp,1986
6450,cyp,1987
8090,cyp,1988
8770,cyp,1989
9510,cyp,1990
9670,cyp,1991
11230,cyp,1992
11190,cyp,1993
11900,cyp,1994
12610,cyp,1995
13790,cyp,1996
14230,cyp,1997
15330,cyp,1998
14200,cyp,1999
14070,cyp,2000
14040,cyp,2001
14340,cyp,2002
16580,cyp,2003
20030,cyp,2004
23580,cyp,2005
25240,cyp,2006
27000,cyp,2007
31450,cyp,2008
30850,cyp,2009
30690,cyp,2010
31490,cyp,2011
28890,cyp,2012
27520,cyp,2013
26370,cyp,2014
25270,cyp,2015
3330,cze,1992
3470,cze,1993
4130,cze,1994
5090,cze,1995
5930,cze,1996
6110,cze,1997
6060,cze,1998
6070,cze,1999
6320,cze,2000
6320,cze,2001
6620,cze,2002
8060,cze,2003
10210,cze,2004
12380,cze,2005
13920,cze,2006
15740,cze,2007
18300,cze,2008
18650,cze,2009
19210,cze,2010
19380,cze,2011
19280,cze,2012
18970,cze,2013
18660,cze,2014
18360,cze,2015
3600,deu,1972
4680,deu,1973
5800,deu,1974
6730,deu,1975
7140,deu,1976
7680,deu,1977
8880,deu,1978
11070,deu,1979
13020,deu,1980
12560,deu,1981
11140,deu,1982
10030,deu,1983
9890,deu,1984
9850,deu,1985
11250,deu,1986
14250,deu,1987
18640,deu,1988
19780,deu,1989
21330,deu,1990
22910,deu,1991
25850,deu,1992
25980,deu,1993
27520,deu,1994
29550,deu,1995
30880,deu,1996
30160,deu,1997
27950,deu,1998
26840,deu,1999
26170,deu,2000
24750,deu,2001
23680,deu,2002
26210,deu,2003
31710,deu,2004
35880,deu,2005
38380,deu,2006
40730,deu,2007
43910,deu,2008
43810,deu,2009
44780,deu,2010
46410,deu,2011
46700,deu,2012
47250,deu,2013
47640,deu,2014
48030,deu,2015
800,dji,1992
770,dji,1993
770,dji,1994
770,dji,1995
750,dji,1996
740,dji,1997
720,dji,1998
740,dji,1999
760,dji,2000
780,dji,2001
800,dji,2002
890,dji,2003
980,dji,2004
1030,dji,2005
570,dma,1979
780,dma,1980
950,dma,1981
980,dma,1982
980,dma,1983
1090,dma,1984
1170,dma,1985
1460,dma,1986
1750,dma,1987
2090,dma,1988
2100,dma,1989
2300,dma,1990
2390,dma,1991
2590,dma,1992
2750,dma,1993
2830,dma,1994
2980,dma,1995
3080,dma,1996
3190,dma,1997
3360,dma,1998
3340,dma,1999
3600,dma,2000
4150,dma,2001
4360,dma,2002
4810,dma,2003
5080,dma,2004
5140,dma,2005
5590,dma,2006
5860,dma,2007
6470,dma,2008
6660,dma,2009
6810,dma,2010
6970,dma,2011
6820,dma,2012
6860,dma,2013
7070,dma,2014
7286,dma,2015
3350,dnk,1970
3710,dnk,1971
4350,dnk,1972
5600,dnk,1973
6850,dnk,1974
8150,dnk,1975
9040,dnk,1976
9850,dnk,1977
11250,dnk,1978
13670,dnk,1979
15240,dnk,1980
14330,dnk,1981
12980,dnk,1982
11800,dnk,1983
11610,dnk,1984
11940,dnk,1985
14140,dnk,1986
17870,dnk,1987
22300,dnk,1988
23240,dnk,1989
24530,dnk,1990
25720,dnk,1991
28930,dnk,1992
28780,dnk,1993
30600,dnk,1994
32830,dnk,1995
35040,dnk,1996
35320,dnk,1997
33580,dnk,1998
33130,dnk,1999
32660,dnk,2000
31440,dnk,2001
30870,dnk,2002
34850,dnk,2003
42760,dnk,2004
49620,dnk,2005
53520,dnk,2006
55700,dnk,2007
60260,dnk,2008
59840,dnk,2009
60820,dnk,2010
61490,dnk,2011
60680,dnk,2012
61740,dnk,2013
61310,dnk,2014
60880,dnk,2015
220,dom,1962
240,dom,1963
260,dom,1964
230,dom,1965
250,dom,1966
250,dom,1967
250,dom,1968
280,dom,1969
340,dom,1970
370,dom,1971
430,dom,1972
520,dom,1973
610,dom,1974
710,dom,1975
780,dom,1976
830,dom,1977
890,dom,1978
1030,dom,1979
1160,dom,1980
1230,dom,1981
1240,dom,1982
1260,dom,1983
1360,dom,1984
1040,dom,1985
1000,dom,1986
930,dom,1987
910,dom,1988
900,dom,1989
870,dom,1990
1030,dom,1991
1320,dom,1992
1580,dom,1993
1700,dom,1994
1910,dom,1995
2140,dom,1996
2300,dom,1997
2380,dom,1998
2470,dom,1999
2630,dom,2000
2650,dom,2001
2810,dom,2002
2590,dom,2003
2480,dom,2004
2900,dom,2005
3460,dom,2006
4210,dom,2007
4570,dom,2008
4780,dom,2009
5180,dom,2010
5380,dom,2011
5630,dom,2012
5840,dom,2013
6030,dom,2014
6226,dom,2015
190,dza,1962
230,dza,1963
240,dza,1964
240,dza,1965
230,dza,1966
250,dza,1967
280,dza,1968
310,dza,1969
330,dza,1970
310,dza,1971
430,dza,1972
530,dza,1973
710,dza,1974
910,dza,1975
1050,dza,1976
1140,dza,1977
1350,dza,1978
1670,dza,1979
2010,dza,1980
2220,dza,1981
2280,dza,1982
2210,dza,1983
2260,dza,1984
2390,dza,1985
2590,dza,1986
2810,dza,1987
2750,dza,1988
2540,dza,1989
2360,dza,1990
1990,dza,1991
1890,dza,1992
1720,dza,1993
1610,dza,1994
1550,dza,1995
1510,dza,1996
1500,dza,1997
1530,dza,1998
1530,dza,1999
1570,dza,2000
1670,dza,2001
1730,dza,2002
1920,dza,2003
2240,dza,2004
2710,dza,2005
3100,dza,2006
3590,dza,2007
4190,dza,2008
4280,dza,2009
4470,dza,2010
4580,dza,2011
5150,dza,2012
5470,dza,2013
5480,dza,2014
5490,dza,2015
210,ecu,1962
210,ecu,1963
220,ecu,1964
280,ecu,1965
340,ecu,1966
460,ecu,1967
470,ecu,1968
500,ecu,1969
520,ecu,1970
510,ecu,1971
510,ecu,1972
600,ecu,1973
830,ecu,1974
1090,ecu,1975
1290,ecu,1976
1370,ecu,1977
1560,ecu,1978
1830,ecu,1979
2140,ecu,1980
2480,ecu,1981
2430,ecu,1982
2140,ecu,1983
1930,ecu,1984
1830,ecu,1985
1780,ecu,1986
1640,ecu,1987
1530,ecu,1988
1390,ecu,1989
1370,ecu,1990
1480,ecu,1991
1600,ecu,1992
1670,ecu,1993
1820,ecu,1994
1970,ecu,1995
2080,ecu,1996
2190,ecu,1997
2170,ecu,1998
1790,ecu,1999
1540,ecu,2000
1550,ecu,2001
1740,ecu,2002
2130,ecu,2003
2560,ecu,2004
2900,ecu,2005
3120,ecu,2006
3330,ecu,2007
3880,ecu,2008
4090,ecu,2009
4410,ecu,2010
4900,ecu,2011
5390,ecu,2012
5790,ecu,2013
6070,ecu,2014
6364,ecu,2015
170,egy,1967
180,egy,1968
200,egy,1969
220,egy,1970
230,egy,1971
250,egy,1972
270,egy,1973
290,egy,1974
320,egy,1975
350,egy,1976
380,egy,1977
390,egy,1978
420,egy,1979
500,egy,1980
530,egy,1981
550,egy,1982
550,egy,1983
570,egy,1984
600,egy,1985
640,egy,1986
790,egy,1987
800,egy,1988
780,egy,1989
750,egy,1990
730,egy,1991
740,egy,1992
740,egy,1993
820,egy,1994
920,egy,1995
1020,egy,1996
1130,egy,1997
1210,egy,1998
1320,egy,1999
1420,egy,2000
1450,egy,2001
1360,egy,2002
1290,egy,2003
1230,egy,2004
1240,egy,2005
1330,egy,2006
1550,egy,2007
1860,egy,2008
2140,egy,2009
2390,egy,2010
2590,egy,2011
2810,egy,2012
2940,egy,2013
3050,egy,2014
3164,egy,2015
190,eri,1994
190,eri,1995
200,eri,1996
220,eri,1997
220,eri,1998
210,eri,1999
200,eri,2000
200,eri,2001
200,eri,2002
200,eri,2003
230,eri,2004
260,eri,2005
280,eri,2006
280,eri,2007
280,eri,2008
330,eri,2009
380,eri,2010
480,eri,2011
570,eri,2012
620,eri,2013
680,eri,2014
746,eri,2015
500,esp,1962
570,esp,1963
640,esp,1964
730,esp,1965
840,esp,1966
930,esp,1967
1010,esp,1968
1110,esp,1969
1190,esp,1970
1320,esp,1971
1600,esp,1972
2100,esp,1973
2750,esp,1974
3270,esp,1975
3460,esp,1976
3660,esp,1977
4040,esp,1978
5010,esp,1979
6230,esp,1980
6320,esp,1981
5690,esp,1982
4870,esp,1983
4590,esp,1984
4570,esp,1985
5410,esp,1986
7120,esp,1987
9430,esp,1988
10720,esp,1989
12220,esp,1990
13720,esp,1991
15660,esp,1992
15090,esp,1993
14580,esp,1994
14970,esp,1995
15740,esp,1996
16020,esp,1997
15650,esp,1998
15660,esp,1999
15900,esp,2000
15580,esp,2001
15580,esp,2002
18060,esp,2003
22120,esp,2004
25930,esp,2005
27970,esp,2006
29920,esp,2007
32440,esp,2008
32770,esp,2009
32130,esp,2010
31280,esp,2011
30120,esp,2012
29940,esp,2013
29760,esp,2014
29580,esp,2015
4130,est,2000
4310,est,2001
4620,est,2002
5710,est,2003
7480,est,2004
9720,est,2005
11510,est,2006
13520,est,2007
15060,est,2008
14470,est,2009
14570,est,2010
15830,est,2011
16800,est,2012
17970,est,2013
18530,est,2014
19110,est,2015
210,eth,1983
200,eth,1984
190,eth,1985
230,eth,1986
280,eth,1987
270,eth,1988
250,eth,1989
260,eth,1990
250,eth,1991
220,eth,1992
210,eth,1993
160,eth,1994
150,eth,1995
150,eth,1996
140,eth,1997
130,eth,1998
120,eth,1999
120,eth,2000
130,eth,2001
120,eth,2002
110,eth,2003
130,eth,2004
160,eth,2005
180,eth,2006
220,eth,2007
280,eth,2008
340,eth,2009
380,eth,2010
390,eth,2011
410,eth,2012
470,eth,2013
550,eth,2014
644,eth,2015
1370,fin,1962
1470,fin,1963
1620,fin,1964
1810,fin,1965
1970,fin,1966
2060,fin,1967
2090,fin,1968
2270,fin,1969
2490,fin,1970
2710,fin,1971
3170,fin,1972
4030,fin,1973
5130,fin,1974
6320,fin,1975
6840,fin,1976
7190,fin,1977
7910,fin,1978
9540,fin,1979
11450,fin,1980
11980,fin,1981
11700,fin,1982
10840,fin,1983
10790,fin,1984
11130,fin,1985
13010,fin,1986
16480,fin,1987
21540,fin,1988
24110,fin,1989
26000,fin,1990
25090,fin,1991
24170,fin,1992
20680,fin,1993
20170,fin,1994
22030,fin,1995
24970,fin,1996
26650,fin,1997
25790,fin,1998
26040,fin,1999
26420,fin,2000
25780,fin,2001
25510,fin,2002
28680,fin,2003
35200,fin,2004
40100,fin,2005
42740,fin,2006
46040,fin,2007
49920,fin,2008
48590,fin,2009
49330,fin,2010
49910,fin,2011
48670,fin,2012
48910,fin,2013
49150,fin,2014
49390,fin,2015
280,fji,1962
290,fji,1963
300,fji,1964
290,fji,1965
300,fji,1966
340,fji,1967
350,fji,1968
350,fji,1969
400,fji,1970
440,fji,1971
530,fji,1972
720,fji,1973
930,fji,1974
1120,fji,1975
1220,fji,1976
1300,fji,1977
1360,fji,1978
1660,fji,1979
1870,fji,1980
2040,fji,1981
1800,fji,1982
1580,fji,1983
1660,fji,1984
1580,fji,1985
1790,fji,1986
1770,fji,1987
1790,fji,1988
1790,fji,1989
1790,fji,1990
1790,fji,1991
1990,fji,1992
2090,fji,1993
2230,fji,1994
2460,fji,1995
2660,fji,1996
2580,fji,1997
2300,fji,1998
2350,fji,1999
2230,fji,2000
2140,fji,2001
2170,fji,2002
2420,fji,2003
3030,fji,2004
3590,fji,2005
3630,fji,2006
3830,fji,2007
4020,fji,2008
3870,fji,2009
3650,fji,2010
3720,fji,2011
4020,fji,2012
4370,fji,2013
4540,fji,2014
4717,fji,2015
1560,fra,1962
1700,fra,1963
1880,fra,1964
2040,fra,1965
2210,fra,1966
2370,fra,1967
2560,fra,1968
2820,fra,1969
3030,fra,1970
3250,fra,1971
3670,fra,1972
4690,fra,1973
5780,fra,1974
6700,fra,1975
7120,fra,1976
7790,fra,1977
8810,fra,1978
10810,fra,1979
13080,fra,1980
13200,fra,1981
12060,fra,1982
10470,fra,1983
9840,fra,1984
9800,fra,1985
11350,fra,1986
14490,fra,1987
18540,fra,1988
19510,fra,1989
20660,fra,1990
21550,fra,1991
24010,fra,1992
23760,fra,1993
24550,fra,1994
25910,fra,1995
27270,fra,1996
27090,fra,1997
25970,fra,1998
25560,fra,1999
25150,fra,2000
23940,fra,2001
23180,fra,2002
26020,fra,2003
31500,fra,2004
36000,fra,2005
37960,fra,2006
40250,fra,2007
43510,fra,2008
43760,fra,2009
43790,fra,2010
44220,fra,2011
43180,fra,2012
43550,fra,2013
43070,fra,2014
42600,fra,2015
2120,fsm,1993
2130,fsm,1994
2210,fsm,1995
2150,fsm,1996
2110,fsm,1997
2010,fsm,1998
2060,fsm,1999
2210,fsm,2000
2250,fsm,2001
2270,fsm,2002
2380,fsm,2003
2440,fsm,2004
2550,fsm,2005
2550,fsm,2006
2550,fsm,2007
2560,fsm,2008
2770,fsm,2009
2870,fsm,2010
3050,fsm,2011
3220,fsm,2012
3270,fsm,2013
3321,fsm,2014
3372,fsm,2015
340,gab,1962
410,gab,1963
340,gab,1964
360,gab,1965
420,gab,1966
440,gab,1967
460,gab,1968
530,gab,1969
570,gab,1970
610,gab,1971
680,gab,1972
900,gab,1973
1690,gab,1974
2860,gab,1975
4430,gab,1976
3990,gab,1977
3070,gab,1978
3500,gab,1979
4580,gab,1980
5270,gab,1981
4820,gab,1982
4250,gab,1983
4290,gab,1984
3850,gab,1985
3830,gab,1986
3410,gab,1987
4140,gab,1988
4560,gab,1989
4810,gab,1990
5160,gab,1991
5110,gab,1992
4420,gab,1993
4130,gab,1994
3900,gab,1995
4090,gab,1996
4260,gab,1997
3930,gab,1998
3270,gab,1999
3090,gab,2000
3420,gab,2001
3600,gab,2002
3870,gab,2003
4320,gab,2004
5580,gab,2005
5750,gab,2006
6770,gab,2007
7690,gab,2008
8110,gab,2009
8410,gab,2010
8740,gab,2011
9620,gab,2012
9790,gab,2013
9450,gab,2014
9122,gab,2015
2360,gbr,1970
2590,gbr,1971
2960,gbr,1972
3620,gbr,1973
4040,gbr,1974
4520,gbr,1975
4650,gbr,1976
4850,gbr,1977
5500,gbr,1978
7010,gbr,1979
8830,gbr,1980
9860,gbr,1981
9870,gbr,1982
9130,gbr,1983
8580,gbr,1984
8450,gbr,1985
9470,gbr,1986
11770,gbr,1987
14990,gbr,1988
16100,gbr,1989
17160,gbr,1990
17920,gbr,1991
19880,gbr,1992
19790,gbr,1993
20300,gbr,1994
20690,gbr,1995
21770,gbr,1996
23240,gbr,1997
24670,gbr,1998
26020,gbr,1999
27230,gbr,2000
27040,gbr,2001
27420,gbr,2002
30640,gbr,2003
36170,gbr,2004
41010,gbr,2005
43430,gbr,2006
46110,gbr,2007
46860,gbr,2008
42650,gbr,2009
40470,gbr,2010
40090,gbr,2011
40600,gbr,2012
41590,gbr,2013
42690,gbr,2014
43820,gbr,2015
750,geo,1992
540,geo,1993
510,geo,1994
540,geo,1995
650,geo,1996
790,geo,1997
820,geo,1998
780,geo,1999
750,geo,2000
720,geo,2001
770,geo,2002
910,geo,2003
1100,geo,2004
1360,geo,2005
1680,geo,2006
2090,geo,2007
2460,geo,2008
2550,geo,2009
2680,geo,2010
2850,geo,2011
3290,geo,2012
3560,geo,2013
3720,geo,2014
3887,geo,2015
190,gha,1962
200,gha,1963
210,gha,1964
230,gha,1965
250,gha,1966
250,gha,1967
230,gha,1968
230,gha,1969
250,gha,1970
270,gha,1971
260,gha,1972
280,gha,1973
320,gha,1974
310,gha,1975
290,gha,1976
310,gha,1977
360,gha,1978
390,gha,1979
430,gha,1980
420,gha,1981
360,gha,1982
320,gha,1983
340,gha,1984
350,gha,1985
400,gha,1986
420,gha,1987
440,gha,1988
410,gha,1989
400,gha,1990
420,gha,1991
440,gha,1992
420,gha,1993
380,gha,1994
380,gha,1995
380,gha,1996
400,gha,1997
400,gha,1998
400,gha,1999
340,gha,2000
300,gha,2001
280,gha,2002
320,gha,2003
390,gha,2004
470,gha,2005
610,gha,2006
820,gha,2007
1170,gha,2008
1200,gha,2009
1250,gha,2010
1410,gha,2011
1570,gha,2012
1750,gha,2013
1600,gha,2014
1463,gha,2015
430,gin,1988
420,gin,1989
430,gin,1990
430,gin,1991
460,gin,1992
470,gin,1993
470,gin,1994
470,gin,1995
470,gin,1996
470,gin,1997
430,gin,1998
420,gin,1999
380,gin,2000
340,gin,2001
330,gin,2002
320,gin,2003
350,gin,2004
340,gin,2005
300,gin,2006
310,gin,2007
340,gin,2008
380,gin,2009
390,gin,2010
400,gin,2011
430,gin,2012
450,gin,2013
470,gin,2014
491,gin,2015
110,gmb,1968
110,gmb,1969
110,gmb,1970
120,gmb,1971
120,gmb,1972
150,gmb,1973
190,gmb,1974
240,gmb,1975
240,gmb,1976
250,gmb,1977
280,gmb,1978
330,gmb,1979
400,gmb,1980
410,gmb,1981
350,gmb,1982
320,gmb,1983
300,gmb,1984
310,gmb,1985
310,gmb,1986
330,gmb,1987
310,gmb,1988
310,gmb,1989
320,gmb,1990
410,gmb,1991
550,gmb,1992
750,gmb,1993
730,gmb,1994
740,gmb,1995
750,gmb,1996
730,gmb,1997
710,gmb,1998
690,gmb,1999
670,gmb,2000
600,gmb,2001
480,gmb,2002
420,gmb,2003
430,gmb,2004
410,gmb,2005
420,gmb,2006
460,gmb,2007
530,gmb,2008
570,gmb,2009
580,gmb,2010
510,gmb,2011
510,gmb,2012
500,gmb,2013
440,gmb,2014
387,gmb,2015
120,gnb,1972
130,gnb,1973
150,gnb,1974
160,gnb,1975
150,gnb,1976
140,gnb,1977
150,gnb,1978
170,gnb,1979
140,gnb,1980
170,gnb,1981
180,gnb,1982
170,gnb,1983
170,gnb,1984
180,gnb,1985
150,gnb,1986
160,gnb,1987
170,gnb,1988
190,gnb,1989
210,gnb,1990
230,gnb,1991
220,gnb,1992
210,gnb,1993
200,gnb,1994
210,gnb,1995
220,gnb,1996
220,gnb,1997
150,gnb,1998
150,gnb,1999
190,gnb,2000
230,gnb,2001
280,gnb,2002
300,gnb,2003
350,gnb,2004
390,gnb,2005
410,gnb,2006
430,gnb,2007
480,gnb,2008
520,gnb,2009
540,gnb,2010
590,gnb,2011
580,gnb,2012
570,gnb,2013
550,gnb,2014
531,gnb,2015
140,gnq,1982
140,gnq,1983
150,gnq,1984
170,gnq,1985
180,gnq,1986
230,gnq,1987
270,gnq,1988
260,gnq,1989
290,gnq,1990
300,gnq,1991
420,gnq,1992
410,gnq,1993
300,gnq,1994
280,gnq,1995
400,gnq,1996
970,gnq,1997
790,gnq,1998
920,gnq,1999
880,gnq,2000
1040,gnq,2001
1470,gnq,2002
1390,gnq,2003
2040,gnq,2004
4660,gnq,2005
9940,gnq,2006
12030,gnq,2007
12220,gnq,2008
15500,gnq,2009
12980,gnq,2010
12780,gnq,2011
13350,gnq,2012
13600,gnq,2013
12640,gnq,2014
11750,gnq,2015
630,grc,1962
710,grc,1963
790,grc,1964
890,grc,1965
980,grc,1966
1070,grc,1967
1180,grc,1968
1330,grc,1969
1520,grc,1970
1710,grc,1971
1990,grc,1972
2490,grc,1973
2840,grc,1974
3470,grc,1975
3750,grc,1976
3930,grc,1977
4590,grc,1978
5640,grc,1979
6490,grc,1980
6360,grc,1981
5900,grc,1982
5270,grc,1983
5130,grc,1984
5010,grc,1985
5350,grc,1986
6130,grc,1987
7580,grc,1988
8300,grc,1989
9000,grc,1990
9900,grc,1991
11220,grc,1992
11120,grc,1993
11550,grc,1994
12310,grc,1995
13280,grc,1996
13960,grc,1997
13650,grc,1998
13210,grc,1999
13180,grc,2000
12950,grc,2001
13030,grc,2002
15570,grc,2003
19400,grc,2004
22510,grc,2005
24290,grc,2006
26110,grc,2007
28330,grc,2008
29060,grc,2009
27580,grc,2010
24980,grc,2011
23690,grc,2012
22610,grc,2013
22090,grc,2014
21580,grc,2015
890,grd,1979
1370,grd,1986
1700,grd,1987
1920,grd,1988
2120,grd,1989
2250,grd,1990
2430,grd,1991
2510,grd,1992
2480,grd,1993
2590,grd,1994
2660,grd,1995
2790,grd,1996
2870,grd,1997
2990,grd,1998
3340,grd,1999
3860,grd,2000
4140,grd,2001
4720,grd,2002
5370,grd,2003
5440,grd,2004
6760,grd,2005
6530,grd,2006
6940,grd,2007
7370,grd,2008
6810,grd,2009
7050,grd,2010
7180,grd,2011
7160,grd,2012
7490,grd,2013
7850,grd,2014
8227,grd,2015
1890,grl,1972
2440,grl,1973
3130,grl,1974
3800,grl,1975
4330,grl,1976
5140,grl,1977
6160,grl,1978
7550,grl,1979
9270,grl,1980
9100,grl,1981
8020,grl,1982
7270,grl,1983
6740,grl,1984
7060,grl,1985
8540,grl,1986
11470,grl,1987
15170,grl,1988
16970,grl,1989
15690,grl,1990
16510,grl,1991
17440,grl,1992
16600,grl,1993
17830,grl,1994
19470,grl,1995
20780,grl,1996
20540,grl,1997
20440,grl,1998
19740,grl,1999
20290,grl,2000
19390,grl,2001
18760,grl,2002
21060,grl,2003
25660,grl,2004
29690,grl,2005
30830,grl,2006
34060,grl,2007
30010,grl,2008
26020,grl,2009
260,gtm,1962
280,gtm,1963
290,gtm,1964
290,gtm,1965
300,gtm,1966
300,gtm,1967
320,gtm,1968
330,gtm,1969
350,gtm,1970
360,gtm,1971
390,gtm,1972
450,gtm,1973
530,gtm,1974
600,gtm,1975
670,gtm,1976
780,gtm,1977
890,gtm,1978
1050,gtm,1979
1170,gtm,1980
1200,gtm,1981
1130,gtm,1982
1080,gtm,1983
1100,gtm,1984
1130,gtm,1985
1040,gtm,1986
1000,gtm,1987
960,gtm,1988
960,gtm,1989
930,gtm,1990
960,gtm,1991
1020,gtm,1992
1130,gtm,1993
1220,gtm,1994
1350,gtm,1995
1430,gtm,1996
1520,gtm,1997
1610,gtm,1998
1640,gtm,1999
1660,gtm,2000
1600,gtm,2001
1610,gtm,2002
1680,gtm,2003
1850,gtm,2004
1990,gtm,2005
2140,gtm,2006
2350,gtm,2007
2560,gtm,2008
2590,gtm,2009
2680,gtm,2010
2830,gtm,2011
3070,gtm,2012
3290,gtm,2013
3410,gtm,2014
3534,gtm,2015
280,guy,1962
250,guy,1963
280,guy,1964
310,guy,1965
320,guy,1966
340,guy,1967
340,guy,1968
360,guy,1969
360,guy,1970
390,guy,1971
400,guy,1972
430,guy,1973
550,guy,1974
680,guy,1975
670,guy,1976
610,guy,1977
610,guy,1978
660,guy,1979
750,guy,1980
730,guy,1981
580,guy,1982
510,guy,1983
470,guy,1984
510,guy,1985
530,guy,1986
460,guy,1987
480,guy,1988
370,guy,1989
390,guy,1990
390,guy,1991
440,guy,1992
500,guy,1993
610,guy,1994
740,guy,1995
860,guy,1996
910,guy,1997
880,guy,1998
890,guy,1999
880,guy,2000
870,guy,2001
890,guy,2002
920,guy,2003
940,guy,2004
1060,guy,2005
1240,guy,2006
1700,guy,2007
2410,guy,2008
2650,guy,2009
2900,guy,2010
3190,guy,2011
3600,guy,2012
3940,guy,2013
4170,guy,2014
4413,guy,2015
710,hkg,1967
740,hkg,1968
840,hkg,1969
930,hkg,1970
1060,hkg,1971
1300,hkg,1972
1750,hkg,1973
2170,hkg,1974
2450,hkg,1975
2900,hkg,1976
3340,hkg,1977
3930,hkg,1978
4700,hkg,1979
5730,hkg,1980
6360,hkg,1981
6290,hkg,1982
5890,hkg,1983
6170,hkg,1984
6090,hkg,1985
7230,hkg,1986
9070,hkg,1987
10770,hkg,1988
11550,hkg,1989
12660,hkg,1990
14320,hkg,1991
16560,hkg,1992
19490,hkg,1993
21770,hkg,1994
23500,hkg,1995
24020,hkg,1996
25910,hkg,1997
24800,hkg,1998
25800,hkg,1999
26930,hkg,2000
26350,hkg,2001
25270,hkg,2002
26340,hkg,2003
28120,hkg,2004
28890,hkg,2005
30290,hkg,2006
32070,hkg,2007
33950,hkg,2008
32350,hkg,2009
33620,hkg,2010
35690,hkg,2011
36320,hkg,2012
38520,hkg,2013
40320,hkg,2014
42200,hkg,2015
180,hnd,1962
180,hnd,1963
190,hnd,1964
210,hnd,1965
220,hnd,1966
230,hnd,1967
250,hnd,1968
250,hnd,1969
260,hnd,1970
270,hnd,1971
290,hnd,1972
320,hnd,1973
360,hnd,1974
380,hnd,1975
420,hnd,1976
470,hnd,1977
550,hnd,1978
630,hnd,1979
690,hnd,1980
740,hnd,1981
700,hnd,1982
680,hnd,1983
720,hnd,1984
780,hnd,1985
830,hnd,1986
930,hnd,1987
960,hnd,1988
870,hnd,1989
690,hnd,1990
620,hnd,1991
610,hnd,1992
