geo,population_aged_5_9_years_male_percent,time
blr,10.93,1960
blr,12.39,1965
blr,11.3,1970
blr,8.759,1975
blr,8.318,1980
blr,8.13,1985
blr,8.631,1990
blr,8.544,1995
blr,6.65,2000
blr,5.309,2005
blr,5.276,2010
blr,5.67,2015
blr,5.613,2020
blr,5.34,2025
blr,4.973,2030
blr,4.665,2035
blr,4.606,2040
blr,4.824,2045
blr,5.003,2050
bel,6.468,1950
bel,8.104,1955
bel,7.973,1960
bel,8.364,1965
bel,8.505,1970
bel,7.781,1975
bel,7.021,1980
bel,6.53,1985
bel,6.309,1990
bel,6.204,1995
bel,6.216,2000
bel,5.867,2005
bel,5.706,2010
bel,5.896,2015
bel,5.802,2020
bel,5.799,2025
bel,5.709,2030
bel,5.603,2035
bel,5.546,2040
bel,5.574,2045
bel,5.622,2050
blz,12.12,1950
blz,12.82,1955
blz,15.22,1960
blz,16.36,1965
blz,15.0,1970
blz,16.67,1975
blz,15.28,1980
blz,14.81,1985
blz,15.05,1990
blz,14.55,1995
blz,14.29,2000
blz,12.68,2005
blz,11.39,2010
blz,10.34,2015
blz,10.16,2020
blz,9.314,2025
blz,8.333,2030
blz,7.895,2035
blz,7.143,2040
blz,6.531,2045
blz,6.375,2050
ben,11.73,1950
ben,11.45,1955
ben,12.7,1960
ben,13.4,1965
ben,14.27,1970
ben,14.8,1975
ben,14.92,1980
ben,15.17,1985
ben,15.3,1990
ben,14.88,1995
ben,15.02,2000
ben,14.56,2005
ben,14.19,2010
ben,14.14,2015
ben,13.73,2020
ben,12.97,2025
ben,12.17,2030
ben,11.42,2035
ben,10.77,2040
ben,10.18,2045
ben,9.584,2050
btn,13.79,1950
btn,13.86,1955
btn,13.27,1960
btn,13.18,1965
btn,13.25,1970
btn,13.11,1975
btn,13.18,1980
btn,13.88,1985
btn,13.93,1990
btn,15.18,1995
btn,14.04,2000
btn,10.56,2005
btn,9.626,2010
btn,8.557,2015
btn,8.605,2020
btn,8.241,2025
btn,7.511,2030
btn,6.832,2035
btn,6.478,2040
btn,6.324,2045
btn,6.226,2050
bol,13.08,1950
bol,13.73,1955
bol,13.86,1960
bol,14.05,1965
bol,14.0,1970
bol,14.08,1975
bol,14.5,1980
bol,13.95,1985
bol,13.78,1990
bol,13.72,1995
bol,13.85,2000
bol,12.92,2005
bol,12.31,2010
bol,11.45,2015
bol,10.64,2020
bol,9.843,2025
bol,9.122,2030
bol,8.461,2035
bol,7.835,2040
bol,7.28,2045
bol,6.824,2050
bih,10.74,1950
bih,13.15,1955
bih,13.86,1960
bih,13.05,1965
bih,12.36,1970
bih,10.43,1975
bih,9.356,1980
bih,8.403,1985
bih,8.4,1990
bih,8.292,1995
bih,6.464,2000
bih,6.267,2005
bih,5.141,2010
bih,4.905,2015
bih,4.81,2020
bih,4.732,2025
bih,4.489,2030
bih,4.268,2035
bih,4.106,2040
bih,4.09,2045
bih,4.192,2050
bwa,13.64,1950
bwa,12.89,1955
bwa,16.27,1960
bwa,16.61,1965
bwa,16.27,1970
bwa,15.95,1975
bwa,15.59,1980
bwa,16.02,1985
bwa,15.66,1990
bwa,14.38,1995
bwa,12.88,2000
bwa,11.9,2005
bwa,10.73,2010
bwa,10.74,2015
bwa,10.4,2020
bwa,9.933,2025
bwa,9.34,2030
bwa,8.766,2035
bwa,8.333,2040
bwa,8.084,2045
bwa,7.796,2050
bra,13.16,1950
bra,13.83,1955
bra,14.45,1960
bra,14.45,1965
bra,14.67,1970
bra,13.34,1975
bra,12.45,1980
bra,12.5,1985
bra,12.52,1990
bra,11.12,1995
bra,9.827,2000
bra,9.626,2005
bra,9.13,2010
bra,7.759,2015
bra,6.847,2020
bra,6.354,2025
bra,5.902,2030
bra,5.552,2035
bra,5.376,2040
bra,5.196,2045
bra,5.207,2050
brn,12.5,1950
brn,12.12,1955
brn,14.63,1960
brn,14.55,1965
brn,15.15,1970
brn,12.94,1975
brn,12.5,1980
brn,12.71,1985
brn,11.11,1990
brn,11.11,1995
brn,10.98,2000
brn,9.896,2005
brn,8.654,2010
brn,8.261,2015
brn,7.724,2020
brn,7.308,2025
brn,7.194,2030
brn,6.897,2035
brn,6.579,2040
brn,6.349,2045
brn,6.442,2050
bgr,8.582,1950
bgr,9.601,1955
bgr,8.94,1960
bgr,8.146,1965
bgr,7.634,1970
bgr,7.42,1975
bgr,7.677,1980
bgr,7.594,1985
bgr,6.924,1990
bgr,6.522,1995
bgr,5.38,2000
bgr,4.45,2005
bgr,4.694,2010
bgr,5.196,2015
bgr,5.299,2020
bgr,5.051,2025
bgr,4.727,2030
bgr,4.509,2035
bgr,4.641,2040
bgr,4.952,2045
bgr,5.148,2050
bfa,12.8,1950
bfa,12.48,1955
bfa,12.41,1960
bfa,13.45,1965
bfa,14.17,1970
bfa,14.76,1975
bfa,15.2,1980
bfa,15.69,1985
bfa,15.82,1990
bfa,15.7,1995
bfa,15.6,2000
bfa,15.11,2005
bfa,14.79,2010
bfa,16.15,2015
bfa,15.18,2020
bfa,14.11,2025
bfa,13.16,2030
bfa,12.45,2035
bfa,11.85,2040
bfa,11.19,2045
bfa,10.43,2050
bdi,13.34,1950
bdi,13.44,1955
bdi,15.32,1960
bdi,15.08,1965
bdi,14.96,1970
bdi,15.48,1975
bdi,14.83,1980
bdi,14.29,1985
bdi,15.13,1990
bdi,16.26,1995
bdi,15.82,2000
bdi,13.85,2005
bdi,12.4,2010
bdi,12.4,2015
bdi,12.38,2020
bdi,11.75,2025
bdi,10.71,2030
bdi,9.769,2035
bdi,9.187,2040
bdi,8.943,2045
bdi,8.698,2050
khm,13.71,1950
khm,13.77,1955
khm,13.79,1960
khm,14.0,1965
khm,14.16,1970
khm,14.48,1975
khm,14.85,1980
khm,12.05,1985
khm,17.62,1990
khm,16.1,1995
khm,15.44,2000
khm,12.82,2005
khm,10.67,2010
khm,10.41,2015
khm,10.41,2020
khm,10.12,2025
khm,9.304,2030
khm,8.382,2035
khm,7.762,2040
khm,7.476,2045
khm,7.269,2050
cmr,12.84,1950
cmr,12.84,1955
cmr,13.36,1960
cmr,13.4,1965
cmr,13.87,1970
cmr,14.26,1975
cmr,14.67,1980
cmr,14.91,1985
cmr,15.23,1990
cmr,14.91,1995
cmr,14.46,2000
cmr,13.47,2005
cmr,13.55,2010
cmr,13.51,2015
cmr,12.82,2020
cmr,11.89,2025
cmr,11.07,2030
cmr,10.49,2035
cmr,10.04,2040
cmr,9.567,2045
cmr,9.041,2050
can,9.63,1950
can,11.11,1955
can,11.37,1960
can,11.67,1965
can,11.0,1970
can,8.55,1975
can,7.625,1980
can,7.263,1985
can,7.188,1990
can,7.034,1995
can,6.896,2000
can,5.919,2005
can,5.469,2010
can,5.404,2015
can,5.442,2020
can,5.538,2025
can,5.534,2030
can,5.403,2035
can,5.267,2040
can,5.237,2045
can,5.265,2050
cpv,10.45,1950
cpv,14.1,1955
cpv,16.3,1960
cpv,16.67,1965
cpv,17.32,1970
cpv,16.41,1975
cpv,15.04,1980
cpv,15.54,1985
cpv,16.97,1990
cpv,16.93,1995
cpv,15.46,2000
cpv,13.91,2005
cpv,12.6,2010
cpv,10.98,2015
cpv,10.68,2020
cpv,10.17,2025
cpv,9.295,2030
cpv,8.696,2035
cpv,7.855,2040
cpv,7.418,2045
cpv,7.059,2050
caf,11.62,1950
caf,11.63,1955
caf,12.18,1960
caf,12.82,1965
caf,13.25,1970
caf,13.64,1975
caf,13.89,1980
caf,13.83,1985
caf,14.32,1990
caf,14.16,1995
caf,13.71,2000
caf,13.95,2005
caf,13.56,2010
caf,12.84,2015
caf,12.27,2020
caf,11.66,2025
caf,11.09,2030
caf,10.58,2035
caf,9.994,2040
caf,9.472,2045
caf,8.973,2050
tcd,12.42,1950
tcd,12.29,1955
tcd,13.31,1960
tcd,13.47,1965
tcd,13.59,1970
tcd,13.79,1975
tcd,14.27,1980
tcd,14.87,1985
tcd,15.12,1990
tcd,15.14,1995
tcd,15.05,2000
tcd,15.06,2005
tcd,15.1,2010
tcd,14.75,2015
tcd,14.39,2020
tcd,13.97,2025
tcd,13.44,2030
tcd,12.76,2035
tcd,12.0,2040
tcd,11.25,2045
tcd,10.6,2050
chanisl,6.25,1950
chanisl,6.0,1955
chanisl,7.407,1960
chanisl,7.273,1965
chanisl,8.475,1970
chanisl,6.452,1975
chanisl,6.557,1980
chanisl,6.154,1985
chanisl,5.97,1990
chanisl,5.797,1995
chanisl,5.797,2000
chanisl,5.714,2005
chanisl,5.479,2010
chanisl,5.405,2015
chanisl,4.11,2020
chanisl,4.11,2025
chanisl,4.167,2030
chanisl,4.167,2035
chanisl,4.11,2040
chanisl,4.225,2045
chanisl,4.225,2050
chl,12.51,1950
chl,12.65,1955
chl,13.02,1960
chl,14.01,1965
chl,14.2,1970
chl,12.5,1975
chl,11.48,1980
chl,9.94,1985
chl,10.28,1990
chl,10.43,1995
chl,9.925,2000
chl,8.384,2005
chl,7.434,2010
chl,7.179,2015
chl,6.977,2020
chl,6.694,2025
chl,6.46,2030
chl,6.188,2035
chl,5.939,2040
chl,5.797,2045
chl,5.739,2050
chn,10.35,1950
chn,11.76,1955
chn,14.27,1960
chn,12.19,1965
chn,13.28,1970
chn,14.19,1975
chn,12.48,1980
chn,9.179,1985
chn,9.028,1990
chn,10.4,1995
chn,8.733,2000
chn,7.574,2005
chn,6.811,2010
chn,6.61,2015
chn,6.682,2020
chn,6.392,2025
chn,5.781,2030
chn,5.33,2035
chn,5.184,2040
chn,5.239,2045
chn,5.257,2050
col,13.63,1950
col,14.93,1955
col,15.74,1960
col,15.64,1965
col,15.73,1970
col,15.28,1975
col,13.36,1980
col,13.14,1985
col,12.53,1990
col,11.95,1995
col,11.46,2000
col,10.61,2005
col,9.897,2010
col,9.417,2015
col,8.804,2020
col,8.3,2025
col,7.826,2030
col,7.385,2035
col,6.989,2040
col,6.621,2045
col,6.366,2050
com,12.82,1950
com,11.49,1955
com,14.74,1960
com,15.24,1965
com,15.38,1970
com,14.71,1975
com,15.15,1980
com,15.62,1985
com,16.59,1990
com,14.17,1995
com,13.14,2000
com,12.58,2005
com,12.72,2010
com,13.05,2015
com,12.17,2020
com,10.82,2025
com,10.04,2030
com,9.524,2035
com,9.369,2040
com,8.889,2045
com,8.333,2050
cod,14.58,1950
cod,14.65,1955
cod,14.57,1960
cod,14.6,1965
cod,14.69,1970
cod,14.79,1975
cod,14.93,1980
cod,15.07,1985
cod,15.42,1990
cod,15.76,1995
cod,15.87,2000
cod,15.63,2005
cod,15.53,2010
cod,14.73,2015
cod,14.26,2020
cod,13.71,2025
cod,12.95,2030
cod,12.07,2035
cod,11.23,2040
cod,10.48,2045
cod,9.79,2050
cog,13.13,1950
cog,13.12,1955
cog,13.57,1960
cog,13.99,1965
cog,14.37,1970
cog,14.79,1975
cog,14.98,1980
cog,15.1,1985
cog,14.78,1990
cog,14.31,1995
cog,14.34,2000
cog,13.44,2005
cog,13.59,2010
cog,12.86,2015
cog,11.96,2020
cog,11.38,2025
cog,10.69,2030
cog,10.04,2035
cog,9.482,2040
cog,8.994,2045
cog,8.561,2050
cri,11.97,1950
cri,13.22,1955
cri,15.07,1960
cri,15.3,1965
cri,15.93,1970
cri,13.85,1975
cri,11.75,1980
cri,11.94,1985
cri,12.07,1990
cri,12.15,1995
cri,10.81,2000
cri,9.496,2005
cri,8.616,2010
cri,7.6,2015
cri,7.516,2020
cri,7.023,2025
cri,6.708,2030
cri,6.356,2035
cri,6.064,2040
cri,5.914,2045
cri,5.772,2050
civ,13.87,1950
civ,13.08,1955
civ,13.01,1960
civ,13.24,1965
civ,13.6,1970
civ,13.8,1975
civ,14.1,1980
civ,14.59,1985
civ,14.31,1990
civ,13.61,1995
civ,13.32,2000
civ,13.28,2005
civ,13.33,2010
civ,12.85,2015
civ,12.33,2020
civ,11.64,2025
civ,10.97,2030
civ,10.36,2035
civ,9.803,2040
civ,9.264,2045
civ,8.736,2050
hrv,8.165,1950
hrv,10.2,1955
hrv,9.933,1960
hrv,8.852,1965
hrv,7.994,1970
hrv,7.274,1975
hrv,7.362,1980
hrv,7.539,1985
hrv,7.502,1990
hrv,6.533,1995
hrv,6.037,2000
hrv,5.792,2005
hrv,5.033,2010
hrv,5.123,2015
hrv,5.268,2020
hrv,5.194,2025
hrv,5.04,2030
hrv,4.892,2035
hrv,4.838,2040
hrv,4.945,2045
hrv,5.102,2050
cub,11.94,1950
cub,11.47,1955
cub,12.09,1960
cub,10.87,1965
cub,13.88,1970
cub,12.88,1975
cub,11.51,1980
cub,7.529,1985
cub,7.36,1990
cub,8.288,1995
cub,6.632,2000
cub,6.592,2005
cub,5.983,2010
cub,5.272,2015
cub,5.089,2020
cub,4.94,2025
cub,4.716,2030
cub,4.48,2035
cub,4.265,2040
cub,4.145,2045
cub,4.109,2050
cyp,11.11,1950
cyp,12.84,1955
cyp,12.5,1960
cyp,11.54,1965
cyp,11.3,1970
cyp,8.525,1975
cyp,7.213,1980
cyp,8.125,1985
cyp,9.118,1990
cyp,8.743,1995
cyp,8.29,2000
cyp,6.634,2005
cyp,5.841,2010
cyp,5.778,2015
cyp,5.907,2020
cyp,6.061,2025
cyp,6.019,2030
cyp,5.838,2035
cyp,5.455,2040
cyp,5.31,2045
cyp,5.517,2050
cze,8.46,1950
cze,9.94,1955
cze,9.328,1960
cze,7.816,1965
cze,7.435,1970
cze,7.263,1975
cze,8.69,1980
cze,8.936,1985
cze,7.079,1990
cze,6.599,1995
cze,6.109,2000
cze,4.584,2005
cze,4.729,2010
cze,5.472,2015
cze,5.59,2020
cze,5.315,2025
cze,4.973,2030
cze,4.718,2035
cze,4.762,2040
cze,5.109,2045
cze,5.419,2050
dnk,9.447,1950
dnk,9.718,1955
dnk,8.363,1960
dnk,7.969,1965
dnk,8.18,1970
dnk,7.947,1975
dnk,7.352,1980
dnk,6.391,1985
dnk,5.367,1990
dnk,5.891,1995
dnk,6.748,2000
dnk,6.535,2005
dnk,6.213,2010
dnk,5.985,2015
dnk,5.614,2020
dnk,5.578,2025
dnk,5.802,2030
dnk,5.908,2035
dnk,5.851,2040
dnk,5.652,2045
dnk,5.527,2050
dji,16.13,1950
dji,17.14,1955
dji,13.95,1960
dji,14.04,1965
dji,15.0,1970
dji,15.04,1975
dji,14.97,1980
dji,14.5,1985
dji,14.7,1990
dji,14.56,1995
dji,14.33,2000
dji,12.75,2005
dji,11.87,2010
dji,11.16,2015
dji,10.7,2020
dji,10.22,2025
dji,9.715,2030
dji,9.291,2035
dji,8.618,2040
dji,8.227,2045
dji,7.87,2050
dom,14.99,1950
dom,14.82,1955
dom,15.55,1960
dom,16.13,1965
dom,16.09,1970
dom,15.35,1975
dom,14.3,1980
dom,13.37,1985
dom,13.02,1990
dom,12.5,1995
dom,12.01,2000
dom,11.03,2005
dom,10.6,2010
dom,10.11,2015
dom,9.483,2020
dom,8.867,2025
dom,8.348,2030
dom,7.883,2035
dom,7.484,2040
dom,7.095,2045
dom,6.746,2050
ecu,12.89,1950
ecu,13.19,1955
ecu,14.83,1960
ecu,14.69,1965
ecu,14.67,1970
ecu,14.63,1975
ecu,14.31,1980
ecu,13.94,1985
ecu,13.24,1990
ecu,12.31,1995
ecu,11.56,2000
ecu,11.23,2005
ecu,10.46,2010
ecu,9.534,2015
ecu,8.872,2020
ecu,8.41,2025
ecu,7.928,2030
ecu,7.477,2035
ecu,7.029,2040
ecu,6.652,2045
ecu,6.321,2050
egy,11.57,1950
egy,14.38,1955
egy,14.35,1960
egy,14.67,1965
egy,14.34,1970
egy,14.15,1975
egy,13.74,1980
egy,14.16,1985
egy,14.21,1990
egy,14.62,1995
egy,11.84,2000
egy,11.18,2005
egy,10.87,2010
egy,10.66,2015
egy,10.2,2020
egy,9.387,2025
egy,8.641,2030
egy,8.167,2035
egy,7.861,2040
egy,7.543,2045
egy,7.128,2050
slv,14.1,1950
slv,13.83,1955
slv,15.05,1960
slv,15.29,1965
slv,15.59,1970
slv,15.37,1975
slv,15.5,1980
slv,15.44,1985
slv,14.2,1990
slv,13.67,1995
slv,13.7,2000
slv,13.22,2005
slv,10.76,2010
slv,10.1,2015
slv,9.977,2020
slv,9.679,2025
slv,9.295,2030
slv,8.447,2035
slv,7.772,2040
slv,7.249,2045
slv,6.907,2050
gnq,11.01,1950
gnq,11.21,1955
gnq,12.3,1960
gnq,12.12,1965
gnq,12.68,1970
gnq,15.79,1975
gnq,15.09,1980
gnq,9.74,1985
gnq,12.37,1990
gnq,15.25,1995
gnq,15.06,2000
gnq,13.91,2005
gnq,13.37,2010
gnq,13.37,2015
gnq,13.3,2020
gnq,13.04,2025
gnq,12.45,2030
gnq,11.59,2035
gnq,11.02,2040
gnq,10.57,2045
gnq,10.15,2050
eri,14.69,1950
eri,14.99,1955
eri,14.27,1960
eri,14.94,1965
eri,15.22,1970
eri,15.21,1975
eri,16.34,1980
eri,17.44,1985
eri,14.77,1990
eri,16.07,1995
eri,15.16,2000
eri,13.67,2005
eri,14.23,2010
eri,14.33,2015
eri,13.44,2020
eri,12.13,2025
eri,10.93,2030
eri,10.22,2035
eri,9.862,2040
eri,9.573,2045
eri,9.128,2050
est,9.595,1950
est,9.94,1955
est,9.228,1960
est,8.757,1965
est,8.507,1970
est,7.564,1975
est,8.247,1980
est,8.017,1985
est,8.027,1990
est,8.696,1995
est,6.309,2000
est,5.161,2005
est,5.519,2010
est,6.452,2015
est,6.981,2020
est,6.796,2025
est,6.219,2030
est,5.491,2035
est,5.378,2040
est,5.753,2045
est,6.122,2050
eth,14.18,1950
eth,14.5,1955
eth,13.85,1960
eth,13.83,1965
eth,14.31,1970
eth,14.52,1975
eth,14.5,1980
eth,14.34,1985
eth,14.52,1990
eth,15.05,1995
eth,15.45,2000
eth,15.0,2005
eth,14.27,2010
eth,13.96,2015
eth,13.35,2020
eth,12.63,2025
eth,11.83,2030
eth,11.01,2035
eth,10.23,2040
eth,9.547,2045
eth,8.911,2050
fji,14.57,1950
fji,15.2,1955
fji,15.76,1960
fji,16.1,1965
fji,15.15,1970
fji,12.97,1975
fji,13.0,1980
fji,13.37,1985
fji,12.88,1990
fji,11.54,1995
fji,11.55,2000
fji,11.43,2005
fji,10.34,2010
fji,9.751,2015
fji,9.091,2020
fji,8.534,2025
fji,8.137,2030
fji,7.872,2035
fji,7.463,2040
fji,6.852,2045
fji,6.479,2050
fin,10.02,1950
fin,12.41,1955
fin,10.54,1960
fin,9.396,1965
fin,8.76,1970
fin,7.865,1975
fin,6.618,1980
fin,6.992,1985
fin,6.898,1990
fin,6.476,1995
fin,6.606,2000
fin,5.921,2005
fin,5.647,2010
fin,5.699,2015
fin,5.774,2020
fin,5.74,2025
fin,5.666,2030
fin,5.533,2035
fin,5.407,2040
fin,5.442,2045
fin,5.495,2050
fra,6.857,1950
fra,9.674,1955
fra,9.093,1960
fra,8.801,1965
fra,8.821,1970
fra,8.266,1975
fra,8.094,1980
fra,6.999,1985
fra,7.145,1990
fra,6.906,1995
fra,6.463,2000
fra,6.396,2005
fra,6.605,2010
fra,6.432,2015
fra,6.041,2020
fra,5.848,2025
fra,5.696,2030
fra,5.645,2035
fra,5.701,2040
fra,5.724,2045
fra,5.651,2050
guf,8.333,1950
guf,14.29,1955
guf,12.5,1960
guf,15.0,1965
guf,12.5,1970
guf,14.29,1975
guf,11.76,1980
guf,10.87,1985
guf,11.48,1990
guf,10.96,1995
guf,12.79,2000
guf,11.76,2005
guf,12.28,2010
guf,10.69,2015
guf,9.722,2020
guf,9.375,2025
guf,9.04,2030
guf,8.901,2035
guf,8.252,2040
guf,7.798,2045
guf,7.456,2050
pyf,16.67,1950
pyf,14.71,1955
pyf,14.63,1960
pyf,15.22,1965
pyf,14.04,1970
pyf,14.93,1975
pyf,12.66,1980
pyf,12.09,1985
pyf,11.54,1990
pyf,12.5,1995
pyf,9.756,2000
pyf,9.023,2005
pyf,8.696,2010
pyf,8.108,2015
pyf,7.792,2020
pyf,7.547,2025
pyf,7.186,2030
pyf,6.433,2035
pyf,6.358,2040
pyf,6.215,2045
pyf,6.18,2050
gab,9.091,1950
gab,9.052,1955
gab,10.08,1960
gab,10.12,1965
gab,10.89,1970
gab,11.38,1975
gab,12.57,1980
gab,13.3,1985
gab,13.97,1990
gab,14.02,1995
gab,14.38,2000
gab,12.9,2005
gab,11.88,2010
gab,11.19,2015
gab,10.64,2020
gab,10.18,2025
gab,9.612,2030
gab,8.983,2035
gab,8.442,2040
gab,8.0,2045
gab,7.612,2050
gmb,13.01,1950
gmb,13.14,1955
gmb,11.04,1960
gmb,11.48,1965
gmb,12.8,1970
gmb,13.39,1975
gmb,13.91,1980
gmb,14.4,1985
gmb,14.22,1990
gmb,14.1,1995
gmb,14.4,2000
gmb,14.53,2005
gmb,14.19,2010
gmb,13.69,2015
gmb,13.16,2020
gmb,12.53,2025
gmb,11.86,2030
gmb,11.23,2035
gmb,10.6,2040
gmb,9.994,2045
gmb,9.442,2050
geo,7.555,1950
geo,8.151,1955
geo,10.58,1960
geo,11.92,1965
geo,11.93,1970
geo,9.722,1975
geo,9.236,1980
geo,8.811,1985
geo,8.905,1990
geo,9.14,1995
geo,8.052,2000
geo,6.022,2005
geo,6.045,2010
geo,6.625,2015
geo,6.574,2020
geo,6.281,2025
geo,5.826,2030
geo,5.491,2035
geo,5.496,2040
geo,5.683,2045
geo,5.709,2050
deu,8.316,1950
deu,7.018,1955
deu,7.955,1960
deu,8.153,1965
deu,8.956,1970
deu,8.293,1975
deu,5.988,1980
deu,5.453,1985
deu,5.719,1990
deu,6.014,1995
deu,5.351,2000
deu,5.022,2005
deu,4.653,2010
deu,4.325,2015
deu,4.24,2020
deu,4.347,2025
deu,4.373,2030
deu,4.327,2035
deu,4.273,2040
deu,4.279,2045
