geo,exports_unit_value_index_2000100,time
npl,125.1,2007
npl,134.8,2008
npl,126.5,2009
nld,34.76,1980
nld,32.18,1981
nld,30.88,1982
nld,30.3,1983
nld,31.01,1984
nld,31.68,1985
nld,37.49,1986
nld,43.52,1987
nld,48.37,1988
nld,50.59,1989
nld,61.43,1990
nld,62.49,1991
nld,65.9,1992
nld,64.57,1993
nld,73.93,1994
nld,92.2,1995
nld,94.19,1996
nld,90.72,1997
nld,94.13,1998
nld,94.08,1999
nld,100.0,2000
nld,101.2,2001
nld,102.7,2002
nld,123.9,2003
nld,148.8,2004
nld,163.9,2005
nld,187.6,2006
nld,222.9,2007
nld,254.3,2008
nld,201.6,2009
ant,260.0,1980
ant,272.8,1981
ant,246.3,1982
ant,222.1,1983
ant,188.0,1984
ant,51.93,1985
ant,46.56,1986
ant,65.86,1987
ant,57.1,1988
ant,73.24,1989
ant,90.14,1990
ant,80.52,1991
ant,78.5,1992
ant,64.63,1993
ant,69.27,1994
ant,75.75,1995
ant,63.18,1996
ant,74.09,1997
ant,58.19,1998
ant,72.22,1999
ant,100.0,2000
ant,119.4,2001
ant,80.09,2002
ant,57.79,2003
ant,37.93,2004
ant,47.88,2005
ant,56.0,2006
ant,58.73,2007
ant,56.74,2008
ant,42.23,2009
ncl,67.55,1980
ncl,57.12,1981
ncl,44.32,1982
ncl,25.43,1983
ncl,34.31,1984
ncl,44.33,1985
ncl,34.41,1986
ncl,36.98,1987
ncl,77.44,1988
ncl,110.9,1989
ncl,79.19,1990
ncl,73.68,1991
ncl,67.71,1992
ncl,58.57,1993
ncl,92.17,1994
ncl,77.8,1995
ncl,88.26,1996
ncl,89.65,1997
ncl,62.37,1998
ncl,76.75,1999
ncl,100.0,2000
ncl,73.24,2001
ncl,81.73,2002
ncl,130.0,2003
ncl,171.0,2004
ncl,179.9,2005
ncl,222.7,2006
ncl,357.4,2007
ncl,221.9,2008
ncl,152.5,2009
nzl,39.38,1980
nzl,40.21,1981
nzl,39.5,1982
nzl,39.18,1983
nzl,39.56,1984
nzl,41.52,1985
nzl,41.99,1986
nzl,51.59,1987
nzl,63.21,1988
nzl,63.59,1989
nzl,66.83,1990
nzl,68.18,1991
nzl,70.41,1992
nzl,75.74,1993
nzl,87.8,1994
nzl,98.34,1995
nzl,104.1,1996
nzl,103.0,1997
nzl,87.1,1998
nzl,92.43,1999
nzl,100.0,2000
nzl,99.06,2001
nzl,100.7,2002
nzl,119.3,2003
nzl,147.0,2004
nzl,156.2,2005
nzl,162.0,2006
nzl,201.1,2007
nzl,217.3,2008
nzl,176.6,2009
nic,70.11,1980
nic,79.07,1981
nic,63.09,1982
nic,66.71,1983
nic,60.0,1984
nic,46.91,1985
nic,38.45,1986
nic,42.44,1987
nic,36.2,1988
nic,48.34,1989
nic,51.43,1990
nic,42.38,1991
nic,34.71,1992
nic,41.54,1993
nic,52.06,1994
nic,72.49,1995
nic,72.55,1996
nic,89.72,1997
nic,89.17,1998
nic,84.96,1999
nic,100.0,2000
nic,91.69,2001
nic,87.28,2002
nic,94.05,2003
nic,117.5,2004
nic,133.5,2005
nic,159.8,2006
nic,185.7,2007
nic,231.6,2008
nic,216.7,2009
ner,199.9,1980
ner,160.7,1981
ner,117.3,1982
ner,105.6,1983
ner,91.4,1984
ner,91.66,1985
ner,111.9,1986
ner,110.4,1987
ner,102.0,1988
ner,86.07,1989
ner,99.85,1990
ner,108.5,1991
ner,117.7,1992
ner,101.3,1993
ner,79.61,1994
ner,101.8,1995
ner,114.9,1996
ner,95.95,1997
ner,118.0,1998
ner,101.3,1999
ner,100.0,2000
ner,96.26,2001
ner,98.75,2002
ner,124.4,2003
ner,154.4,2004
ner,168.7,2005
ner,184.0,2006
ner,229.7,2007
ner,319.4,2008
ner,321.9,2009
nga,122.5,1980
nga,84.24,1981
nga,57.5,1982
nga,48.94,1983
nga,55.96,1984
nga,61.92,1985
nga,24.01,1986
nga,35.7,1987
nga,32.47,1988
nga,37.17,1989
nga,64.57,1990
nga,57.92,1991
nga,56.13,1992
nga,54.74,1993
nga,53.46,1994
nga,58.84,1995
nga,77.01,1996
nga,72.5,1997
nga,46.98,1998
nga,66.06,1999
nga,100.0,2000
nga,82.29,2001
nga,72.02,2002
nga,94.81,2003
nga,148.5,2004
nga,262.9,2005
nga,273.9,2006
nga,310.5,2007
nga,384.3,2008
nga,238.1,2009
mnp,100.0,2000
mnp,91.02,2001
mnp,81.74,2002
mnp,77.89,2003
mnp,81.22,2004
mnp,63.99,2005
mnp,47.84,2006
mnp,30.25,2007
mnp,9.66,2008
nor,36.79,1980
nor,35.99,1981
nor,34.64,1982
nor,34.04,1983
nor,36.53,1984
nor,37.17,1985
nor,31.04,1986
nor,35.89,1987
nor,36.47,1988
nor,44.17,1989
nor,54.07,1990
nor,53.69,1991
nor,55.75,1992
nor,51.61,1993
nor,56.2,1994
nor,68.22,1995
nor,81.53,1996
nor,79.45,1997
nor,66.24,1998
nor,74.15,1999
nor,100.0,2000
nor,97.92,2001
nor,98.16,2002
nor,112.1,2003
nor,137.4,2004
nor,172.9,2005
nor,204.1,2006
nor,226.2,2007
nor,284.1,2008
nor,200.1,2009
omn,21.09,1980
omn,28.37,1981
omn,26.49,1982
omn,27.16,1983
omn,27.1,1984
omn,34.79,1985
omn,16.22,1986
omn,22.01,1987
omn,21.87,1988
omn,35.94,1989
omn,48.67,1990
omn,43.06,1991
omn,49.06,1992
omn,47.45,1993
omn,48.99,1994
omn,53.61,1995
omn,64.9,1996
omn,67.41,1997
omn,48.67,1998
omn,63.95,1999
omn,100.0,2000
omn,97.84,2001
omn,98.7,2002
omn,103.1,2003
omn,117.9,2004
omn,165.1,2005
omn,190.7,2006
omn,213.2,2007
omn,333.2,2008
omn,244.3,2009
pak,29.0,1980
pak,31.93,1981
pak,26.55,1982
pak,34.08,1983
pak,28.34,1984
pak,30.35,1985
pak,37.48,1986
pak,46.21,1987
pak,50.09,1988
pak,52.16,1989
pak,61.9,1990
pak,72.31,1991
pak,81.05,1992
pak,74.08,1993
pak,81.58,1994
pak,88.52,1995
pak,103.2,1996
pak,96.55,1997
pak,94.08,1998
pak,93.3,1999
pak,100.0,2000
pak,102.3,2001
pak,109.8,2002
pak,132.1,2003
pak,148.2,2004
pak,177.8,2005
pak,187.5,2006
pak,197.6,2007
pak,225.1,2008
pak,194.1,2009
plw,109.4,1995
plw,120.6,1996
plw,120.9,1997
plw,96.47,1998
plw,63.44,1999
plw,100.0,2000
plw,144.3,2001
plw,176.5,2002
plw,73.04,2003
plw,51.3,2004
plw,116.5,2005
plw,118.3,2006
plw,87.83,2007
plw,78.26,2008
plw,43.48,2009
pan,38.18,1981
pan,43.63,1982
pan,37.29,1983
pan,32.12,1984
pan,39.12,1985
pan,40.56,1986
pan,41.62,1987
pan,35.7,1988
pan,36.98,1989
pan,39.57,1990
pan,41.7,1991
pan,58.35,1992
pan,64.36,1993
pan,67.86,1994
pan,72.73,1995
pan,72.48,1996
pan,84.09,1997
pan,91.23,1998
pan,95.65,1999
pan,100.0,2000
pan,105.9,2001
pan,98.47,2002
pan,100.5,2003
pan,109.8,2004
pan,118.5,2005
pan,127.2,2006
pan,135.4,2007
pan,145.1,2008
pan,110.3,2009
png,49.21,1980
png,39.98,1981
png,36.78,1982
png,38.78,1983
png,42.54,1984
png,43.53,1985
png,49.31,1986
png,55.41,1987
png,66.74,1988
png,67.02,1989
png,54.6,1990
png,63.85,1991
png,86.39,1992
png,118.9,1993
png,126.0,1994
png,126.2,1995
png,120.0,1996
png,102.2,1997
png,84.58,1998
png,89.5,1999
png,100.0,2000
png,86.15,2001
png,78.3,2002
png,105.3,2003
png,121.8,2004
png,156.2,2005
png,198.8,2006
png,223.4,2007
png,276.8,2008
png,189.4,2009
pry,35.68,1980
pry,34.0,1981
pry,37.94,1982
pry,30.96,1983
pry,38.48,1984
pry,34.96,1985
pry,26.86,1986
pry,40.65,1987
pry,58.65,1988
pry,115.7,1989
pry,110.3,1990
pry,84.79,1991
pry,75.52,1992
pry,83.42,1993
pry,93.96,1994
pry,105.7,1995
pry,120.0,1996
pry,125.2,1997
pry,116.6,1998
pry,85.22,1999
pry,100.0,2000
pry,113.9,2001
pry,109.3,2002
pry,150.2,2003
pry,178.7,2004
pry,190.4,2005
pry,212.0,2006
pry,324.1,2007
pry,513.4,2008
pry,364.3,2009
per,56.05,1980
per,46.8,1981
per,46.86,1982
per,43.35,1983
per,45.25,1984
per,42.83,1985
per,36.39,1986
per,38.26,1987
per,38.84,1988
per,50.15,1989
per,46.46,1990
per,47.87,1991
per,50.1,1992
per,48.66,1993
per,63.61,1994
per,78.14,1995
per,83.64,1996
per,97.11,1997
per,81.92,1998
per,86.62,1999
per,100.0,2000
per,99.97,2001
per,109.8,2002
per,129.4,2003
per,182.3,2004
per,247.1,2005
per,339.1,2006
per,396.7,2007
per,448.6,2008
per,382.6,2009
phl,14.43,1980
phl,14.21,1981
phl,12.49,1982
phl,12.29,1983
phl,13.26,1984
phl,11.59,1985
phl,12.08,1986
phl,14.27,1987
phl,17.65,1988
phl,19.52,1989
phl,20.4,1990
phl,22.12,1991
phl,24.51,1992
phl,27.97,1993
phl,33.44,1994
phl,43.99,1995
phl,51.3,1996
phl,62.54,1997
phl,73.94,1998
phl,91.94,1999
phl,100.0,2000
phl,82.11,2001
phl,91.75,2002
phl,91.07,2003
phl,99.74,2004
phl,100.2,2005
phl,119.2,2006
phl,126.4,2007
phl,123.7,2008
phl,96.29,2009
pol,47.02,1980
pol,35.72,1981
pol,37.23,1982
pol,38.7,1983
pol,38.74,1984
pol,37.75,1985
pol,39.67,1986
pol,40.13,1987
pol,45.86,1988
pol,44.48,1989
pol,44.79,1990
pol,46.44,1991
pol,48.82,1992
pol,43.82,1993
pol,53.71,1994
pol,72.08,1995
pol,77.71,1996
pol,81.12,1997
pol,90.78,1998
pol,85.94,1999
pol,100.0,2000
pol,116.2,2001
pol,131.0,2002
pol,171.6,2003
pol,239.1,2004
pol,286.6,2005
pol,354.9,2006
pol,448.7,2007
pol,543.4,2008
pol,435.9,2009
prt,37.16,1983
prt,42.08,1984
prt,46.22,1985
prt,58.62,1986
prt,75.38,1987
prt,88.99,1988
prt,103.7,1989
prt,132.4,1990
prt,131.6,1991
prt,146.7,1992
prt,119.1,1993
prt,134.4,1994
prt,141.1,1995
prt,133.7,1996
prt,119.7,1997
prt,109.7,1998
prt,101.4,1999
prt,100.0,2000
prt,87.89,2001
prt,91.77,2002
prt,108.8,2003
prt,129.4,2004
prt,118.6,2005
prt,132.4,2006
prt,138.9,2007
prt,140.5,2008
prt,107.1,2009
qat,49.72,1980
qat,49.77,1981
qat,38.0,1982
qat,29.39,1983
qat,39.5,1984
qat,29.93,1985
qat,16.19,1986
qat,17.38,1987
qat,19.35,1988
qat,23.52,1989
qat,30.89,1990
qat,26.67,1991
qat,32.7,1992
qat,27.84,1993
qat,27.54,1994
qat,30.51,1995
qat,32.89,1996
qat,33.23,1997
qat,42.77,1998
qat,61.89,1999
qat,100.0,2000
qat,93.71,2001
qat,94.28,2002
qat,115.5,2003
qat,161.5,2004
qat,222.1,2005
qat,298.5,2006
qat,363.7,2007
qat,481.3,2008
qat,327.8,2009
rwa,229.9,1980
rwa,222.4,1981
rwa,196.4,1982
rwa,226.4,1983
rwa,275.8,1984
rwa,250.8,1985
rwa,360.5,1986
rwa,215.8,1987
rwa,206.7,1988
rwa,181.5,1989
rwa,207.9,1990
rwa,177.3,1991
rwa,125.5,1992
rwa,124.6,1993
rwa,54.62,1994
rwa,97.9,1995
rwa,114.0,1996
rwa,163.9,1997
rwa,113.3,1998
rwa,114.1,1999
rwa,100.0,2000
rwa,162.7,2001
rwa,122.6,2002
rwa,118.9,2003
rwa,186.7,2004
rwa,235.7,2005
rwa,278.1,2006
rwa,333.4,2007
rwa,483.7,2008
rwa,361.9,2009
kna,47.77,1980
kna,49.1,1981
kna,38.12,1982
kna,37.29,1983
kna,40.78,1984
kna,41.24,1985
kna,50.9,1986
kna,56.65,1987
kna,55.7,1988
kna,57.91,1989
kna,55.96,1990
kna,55.62,1991
kna,52.94,1992
kna,54.62,1993
kna,45.38,1994
kna,65.09,1995
kna,75.37,1996
kna,140.5,1997
kna,102.6,1998
kna,95.92,1999
kna,100.0,2000
kna,98.31,2001
kna,120.3,2002
kna,175.0,2003
kna,143.9,2004
kna,116.5,2005
kna,136.0,2006
kna,138.6,2007
kna,133.6,2008
kna,147.3,2009
lca,134.4,1980
lca,106.2,1981
lca,104.9,1982
lca,127.8,1983
lca,110.3,1984
lca,119.9,1985
lca,191.2,1986
lca,183.4,1987
lca,274.7,1988
lca,252.0,1989
lca,293.5,1990
lca,253.3,1991
lca,286.0,1992
lca,275.9,1993
lca,217.6,1994
lca,286.4,1995
lca,194.5,1996
lca,162.8,1997
lca,147.6,1998
lca,137.0,1999
lca,100.0,2000
lca,103.3,2001
lca,143.1,2002
lca,144.2,2003
lca,184.0,2004
lca,148.1,2005
lca,216.2,2006
lca,245.8,2007
lca,378.2,2008
lca,375.2,2009
vct,32.7,1980
vct,50.92,1981
vct,68.25,1982
vct,86.92,1983
vct,113.4,1984
vct,134.0,1985
vct,135.2,1986
vct,110.9,1987
vct,180.6,1988
vct,158.0,1989
vct,175.2,1990
vct,142.2,1991
vct,165.4,1992
vct,122.4,1993
vct,106.8,1994
vct,84.32,1995
vct,91.66,1996
vct,91.28,1997
vct,98.13,1998
vct,97.66,1999
vct,100.0,2000
vct,88.16,2001
vct,77.67,2002
vct,74.82,2003
vct,72.37,2004
vct,78.83,2005
vct,75.32,2006
vct,94.31,2007
vct,103.2,2008
vct,96.98,2009
wsm,121.0,1980
wsm,75.8,1981
wsm,93.67,1982
wsm,124.5,1983
wsm,136.6,1984
wsm,113.8,1985
wsm,73.81,1986
wsm,83.02,1987
wsm,106.1,1988
wsm,90.49,1989
wsm,62.32,1990
wsm,45.44,1991
wsm,40.79,1992
wsm,45.31,1993
wsm,25.34,1994
wsm,61.95,1995
wsm,71.02,1996
wsm,105.7,1997
wsm,102.4,1998
wsm,143.4,1999
wsm,100.0,2000
wsm,440.6,2001
wsm,502.4,2002
wsm,612.5,2003
wsm,599.1,2004
wsm,612.8,2005
wsm,458.0,2006
wsm,685.1,2007
wsm,506.1,2008
wsm,323.2,2009
stp,189.4,1995
stp,182.0,1996
stp,196.9,1997
stp,176.1,1998
stp,81.53,1999
stp,100.0,2000
stp,97.73,2001
stp,185.4,2002
stp,246.2,2003
stp,200.6,2004
stp,252.6,2005
stp,286.0,2006
stp,250.0,2007
stp,394.9,2008
stp,301.5,2009
sau,131.1,1980
sau,145.1,1981
sau,95.79,1982
sau,59.19,1983
sau,48.46,1984
sau,35.46,1985
sau,26.05,1986
sau,29.94,1987
sau,31.46,1988
sau,36.61,1989
sau,57.33,1990
sau,61.56,1991
sau,64.9,1992
sau,54.72,1993
sau,55.0,1994
sau,64.58,1995
sau,78.38,1996
sau,78.38,1997
sau,50.11,1998
sau,65.42,1999
sau,100.0,2000
sau,87.73,2001
sau,93.52,2002
sau,120.3,2003
sau,162.6,2004
sau,233.1,2005
sau,272.4,2006
sau,300.9,2007
sau,404.5,2008
sau,226.5,2009
sen,51.85,1980
sen,54.36,1981
sen,59.56,1982
sen,67.18,1983
sen,68.92,1984
sen,61.1,1985
sen,67.99,1986
sen,65.93,1987
sen,64.27,1988
sen,75.35,1989
sen,82.81,1990
sen,76.19,1991
sen,73.14,1992
sen,76.86,1993
sen,85.98,1994
sen,108.0,1995
sen,107.4,1996
sen,98.32,1997
sen,105.2,1998
sen,111.6,1999
sen,100.0,2000
sen,109.0,2001
sen,116.2,2002
sen,137.2,2003
sen,164.0,2004
sen,171.2,2005
sen,169.1,2006
sen,179.6,2007
sen,218.0,2008
sen,219.3,2009
syc,10.93,1980
syc,8.834,1981
syc,7.843,1982
syc,10.5,1983
syc,13.25,1984
syc,14.41,1985
syc,9.444,1986
syc,11.45,1987
syc,16.44,1988
syc,17.65,1989
syc,29.46,1990
syc,25.31,1991
syc,24.75,1992
syc,26.4,1993
syc,26.85,1994
syc,27.49,1995
syc,72.04,1996
syc,58.47,1997
syc,63.17,1998
syc,74.92,1999
syc,100.0,2000
syc,111.6,2001
syc,117.1,2002
syc,141.4,2003
syc,150.1,2004
syc,175.4,2005
syc,196.2,2006
syc,185.9,2007
syc,253.6,2008
syc,220.6,2009
sle,100.0,2000
sle,222.6,2001
sle,373.4,2002
sle,707.8,2003
sle,1063.0,2004
sle,1216.0,2005
sle,1773.0,2006
sle,1876.0,2007
sle,1652.0,2008
sle,1573.0,2009
sgp,14.06,1980
sgp,15.22,1981
sgp,15.09,1982
sgp,15.84,1983
sgp,17.47,1984
sgp,16.55,1985
sgp,16.32,1986
sgp,20.82,1987
sgp,28.52,1988
sgp,32.41,1989
sgp,38.26,1990
sgp,42.79,1991
sgp,46.06,1992
sgp,53.71,1993
sgp,70.26,1994
sgp,85.82,1995
sgp,90.72,1996
sgp,90.7,1997
sgp,79.75,1998
sgp,83.22,1999
sgp,100.0,2000
sgp,88.35,2001
sgp,90.84,2002
sgp,104.6,2003
sgp,144.1,2004
sgp,166.7,2005
sgp,197.2,2006
sgp,217.2,2007
sgp,245.4,2008
sgp,195.8,2009
slb,113.9,1980
slb,100.8,1981
slb,89.12,1982
slb,94.13,1983
slb,143.0,1984
slb,107.7,1985
slb,100.5,1986
slb,98.26,1987
slb,125.2,1988
slb,114.1,1989
slb,108.2,1990
slb,129.0,1991
slb,157.4,1992
slb,198.1,1993
slb,218.3,1994
slb,243.9,1995
slb,234.2,1996
slb,226.9,1997
slb,170.9,1998
slb,181.9,1999
slb,100.0,2000
slb,67.99,2001
slb,83.43,2002
slb,107.2,2003
slb,140.6,2004
slb,152.1,2005
slb,173.8,2006
slb,239.8,2007
slb,305.0,2008
slb,236.8,2009
som,88.08,1995
som,96.89,1996
som,91.7,1997
som,102.1,1998
som,98.96,1999
som,100.0,2000
som,147.7,2001
som,153.9,2002
som,115.5,2003
som,95.85,2004
som,130.1,2005
som,156.0,2006
som,197.4,2007
som,236.3,2008
som,227.5,2009
zaf,85.18,1980
zaf,69.29,1981
zaf,58.82,1982
zaf,61.81,1983
zaf,57.81,1984
zaf,54.47,1985
zaf,61.29,1986
zaf,70.79,1987
zaf,72.75,1988
zaf,73.86,1989
zaf,78.61,1990
zaf,77.64,1991
zaf,78.18,1992
zaf,80.79,1993
zaf,84.41,1994
zaf,93.22,1995
zaf,95.23,1996
zaf,97.55,1997
zaf,91.39,1998
zaf,89.31,1999
zaf,100.0,2000
zaf,97.23,2001
zaf,99.44,2002
zaf,121.1,2003
zaf,151.0,2004
zaf,176.1,2005
zaf,206.0,2006
zaf,237.6,2007
zaf,269.5,2008
zaf,208.3,2009
esp,43.38,1980
esp,17.52,1981
esp,17.81,1982
esp,17.36,1983
esp,20.8,1984
esp,21.43,1985
esp,24.16,1986
esp,29.99,1987
esp,35.25,1988
esp,38.19,1989
esp,48.51,1990
esp,52.29,1991
esp,56.28,1992
esp,53.28,1993
esp,64.28,1994
esp,80.96,1995
esp,89.43,1996
esp,90.92,1997
esp,95.64,1998
esp,96.56,1999
esp,100.0,2000
esp,101.8,2001
esp,108.9,2002
esp,136.9,2003
esp,160.4,2004
esp,168.6,2005
esp,189.3,2006
esp,219.9,2007
esp,244.3,2008
esp,194.5,2009
lka,19.56,1980
lka,20.04,1981
lka,18.98,1982
lka,19.58,1983
lka,27.02,1984
lka,24.55,1985
lka,22.37,1986
lka,25.65,1987
lka,27.18,1988
lka,28.44,1989
lka,35.21,1990
lka,36.59,1991
lka,45.21,1992
lka,52.64,1993
lka,59.07,1994
lka,69.94,1995
lka,75.41,1996
lka,85.43,1997
lka,88.56,1998
lka,84.6,1999
lka,100.0,2000
lka,88.69,2001
lka,86.54,2002
lka,94.38,2003
lka,106.0,2004
lka,116.9,2005
lka,126.8,2006
lka,142.5,2007
lka,155.7,2008
lka,135.3,2009
sdn,30.04,1980
sdn,36.35,1981
sdn,27.57,1982
sdn,34.51,1983
sdn,34.8,1984
sdn,20.69,1985
sdn,18.45,1986
sdn,27.89,1987
sdn,28.18,1988
sdn,37.18,1989
sdn,20.71,1990
sdn,16.88,1991
sdn,17.67,1992
sdn,23.1,1993
sdn,27.82,1994
sdn,30.75,1995
sdn,34.33,1996
sdn,32.89,1997
sdn,32.97,1998
sdn,43.17,1999
sdn,100.0,2000
sdn,94.02,2001
sdn,107.9,2002
sdn,140.7,2003
sdn,209.1,2004
sdn,267.0,2005
sdn,313.1,2006
sdn,490.7,2007
sdn,646.0,2008
sdn,409.6,2009
sur,101.8,1980
sur,93.8,1981
sur,84.82,1982
sur,72.62,1983
sur,70.41,1984
sur,65.08,1985
sur,66.3,1986
sur,60.54,1987
sur,81.05,1988
sur,107.2,1989
sur,93.47,1990
sur,71.07,1991
sur,77.39,1992
sur,64.52,1993
sur,88.81,1994
sur,119.5,1995
sur,134.5,1996
sur,141.3,1997
sur,127.3,1998
sur,119.8,1999
sur,100.0,2000
sur,101.0,2001
sur,117.5,2002
sur,159.9,2003
sur,224.3,2004
sur,250.0,2005
sur,294.4,2006
sur,340.6,2007
sur,436.9,2008
sur,363.4,2009
swz,40.96,1980
swz,42.01,1981
swz,35.19,1982
swz,33.4,1983
swz,25.34,1984
swz,19.71,1985
swz,30.51,1986
swz,46.72,1987
swz,50.66,1988
swz,54.93,1989
swz,61.26,1990
swz,64.96,1991
swz,70.21,1992
swz,74.84,1993
swz,86.75,1994
swz,94.78,1995
swz,93.68,1996
swz,105.3,1997
swz,107.3,1998
swz,102.5,1999
swz,100.0,2000
swz,125.2,2001
swz,105.0,2002
swz,167.4,2003
swz,211.2,2004
swz,245.3,2005
swz,274.9,2006
swz,290.1,2007
swz,195.8,2008
swz,158.6,2009
swe,29.74,1980
swe,27.22,1981
swe,25.36,1982
swe,26.02,1983
swe,27.98,1984
swe,29.11,1985
swe,36.19,1986
swe,43.75,1987
swe,48.92,1988
swe,51.47,1989
swe,57.67,1990
swe,55.52,1991
swe,57.07,1992
swe,51.01,1993
swe,63.54,1994
swe,85.56,1995
swe,92.04,1996
swe,89.74,1997
swe,93.32,1998
swe,95.01,1999
swe,100.0,2000
swe,88.76,2001
swe,94.72,2002
swe,117.4,2003
swe,141.9,2004
swe,152.5,2005
swe,173.1,2006
swe,201.3,2007
swe,215.6,2008
swe,157.1,2009
che,54.08,1988
che,60.57,1989
che,63.9,1990
che,64.8,1991
che,68.07,1992
che,68.47,1993
che,71.28,1994
che,72.7,1995
che,74.42,1996
che,83.07,1997
che,86.22,1998
che,90.43,1999
che,100.0,2000
che,104.1,2001
che,107.3,2002
che,107.0,2003
che,115.6,2004
che,124.0,2005
che,140.2,2006
che,156.1,2007
che,163.0,2008
che,142.7,2009
syr,45.49,1980
syr,45.39,1981
syr,43.74,1982
syr,41.5,1983
syr,40.0,1984
syr,35.34,1985
syr,28.59,1986
syr,29.15,1987
syr,29.02,1988
syr,64.88,1989
syr,90.91,1990
syr,74.03,1991
syr,66.76,1992
syr,67.91,1993
syr,65.76,1994
syr,76.91,1995
syr,86.32,1996
syr,84.53,1997
syr,62.38,1998
syr,74.76,1999
syr,100.0,2000
syr,109.0,2001
syr,141.1,2002
syr,123.7,2003
syr,161.6,2004
syr,198.0,2005
syr,235.7,2006
syr,249.2,2007
syr,331.0,2008
syr,274.1,2009
tza,77.1,1980
tza,85.63,1981
tza,67.64,1982
tza,56.14,1983
tza,44.95,1984
tza,37.16,1985
tza,54.44,1986
tza,43.64,1987
tza,41.54,1988
tza,54.98,1989
tza,49.91,1990
tza,51.62,1991
tza,62.78,1992
tza,67.86,1993
tza,78.31,1994
tza,92.93,1995
tza,106.9,1996
tza,102.6,1997
tza,80.3,1998
tza,74.02,1999
tza,100.0,2000
tza,116.1,2001
tza,133.8,2002
tza,166.7,2003
tza,201.0,2004
tza,229.5,2005
tza,261.8,2006
tza,302.4,2007
tza,414.3,2008
tza,357.2,2009
tha,9.42,1980
tha,10.18,1981
tha,10.06,1982
tha,9.222,1983
tha,10.73,1984
tha,10.31,1985
tha,12.85,1986
tha,16.98,1987
tha,23.1,1988
tha,29.08,1989
tha,33.4,1990
tha,41.17,1991
tha,47.02,1992
tha,53.53,1993
tha,65.54,1994
tha,81.84,1995
tha,80.8,1996
tha,83.15,1997
tha,79.0,1998
tha,84.79,1999
tha,100.0,2000
tha,94.14,2001
tha,98.76,2002
tha,116.5,2003
tha,139.6,2004
tha,159.8,2005
tha,189.7,2006
tha,222.0,2007
tha,250.7,2008
tha,220.5,2009
tgo,93.07,1980
tgo,58.51,1981
tgo,49.07,1982
tgo,45.0,1983
tgo,52.92,1984
tgo,52.37,1985
tgo,56.14,1986
tgo,67.13,1987
tgo,66.81,1988
tgo,67.55,1989
tgo,73.83,1990
tgo,69.78,1991
tgo,75.78,1992
tgo,37.48,1993
tgo,90.49,1994
tgo,103.8,1995
tgo,120.9,1996
tgo,116.4,1997
tgo,115.3,1998
tgo,107.4,1999
tgo,100.0,2000
tgo,97.88,2001
tgo,117.8,2002
tgo,164.5,2003
tgo,165.1,2004
tgo,180.8,2005
tgo,168.0,2006
tgo,189.4,2007
tgo,229.5,2008
tgo,218.6,2009
ton,160.4,1995
ton,129.8,1996
ton,113.7,1997
ton,82.61,1998
ton,139.3,1999
ton,100.0,2000
ton,74.92,2001
ton,163.9,2002
ton,201.7,2003
ton,170.8,2004
ton,114.4,2005
ton,125.4,2006
ton,91.71,2007
ton,102.6,2008
ton,108.3,2009
tto,95.4,1980
tto,88.0,1981
tto,71.88,1982
tto,55.05,1983
tto,50.86,1984
tto,50.05,1985
tto,32.42,1986
tto,34.22,1987
tto,33.04,1988
tto,36.93,1989
tto,45.87,1990
tto,46.45,1991
tto,39.58,1992
tto,38.89,1993
tto,43.67,1994
tto,57.42,1995
tto,58.49,1996
tto,59.5,1997
tto,52.83,1998
tto,65.61,1999
tto,100.0,2000
tto,100.0,2001
tto,90.83,2002
tto,121.1,2003
tto,149.1,2004
tto,224.9,2005
tto,331.2,2006
tto,343.9,2007
tto,436.4,2008
tto,213.5,2009
tun,38.14,1980
tun,42.73,1981
tun,33.87,1982
tun,31.63,1983
tun,30.71,1984
tun,29.71,1985
tun,30.08,1986
tun,36.56,1987
tun,40.93,1988
tun,50.08,1989
tun,60.29,1990
tun,63.24,1991
tun,68.7,1992
tun,64.05,1993
tun,79.61,1994
tun,93.59,1995
tun,94.3,1996
tun,95.03,1997
tun,98.08,1998
tun,100.4,1999
tun,100.0,2000
tun,113.2,2001
tun,117.5,2002
tun,137.2,2003
tun,165.6,2004
tun,179.4,2005
tun,196.8,2006
tun,256.9,2007
tun,330.2,2008
tun,247.0,2009
tur,10.48,1980
tur,16.93,1981
tur,20.69,1982
tur,20.62,1983
tur,25.68,1984
tur,28.65,1985
tur,26.85,1986
tur,36.69,1987
tur,41.99,1988
tur,41.85,1989
tur,46.66,1990
tur,48.94,1991
tur,52.98,1992
tur,55.25,1993
tur,65.19,1994
tur,77.77,1995
tur,83.69,1996
tur,94.55,1997
tur,96.78,1998
tur,95.72,1999
tur,100.0,2000
tur,112.8,2001
tur,129.8,2002
tur,170.1,2003
tur,227.4,2004
tur,264.5,2005
tur,308.0,2006
tur,386.2,2007
tur,475.4,2008
tur,367.7,2009
tca,86.75,1999
tca,100.0,2000
tca,82.38,2001
tca,98.45,2002
tca,111.3,2003
tca,138.1,2004
tca,166.4,2005
tca,199.1,2006
tca,183.8,2007
tca,280.1,2008
tca,234.7,2009
uga,74.92,1980
uga,52.82,1981
uga,75.85,1982
uga,80.88,1983
uga,86.6,1984
uga,84.05,1985
uga,94.66,1986
uga,69.39,1987
uga,60.92,1988
uga,59.42,1989
uga,33.11,1990
