geo,exports_unit_value_index_2000100,time
civ,114.8,1997
civ,121.6,1998
civ,118.9,1999
civ,100.0,2000
civ,101.0,2001
civ,138.6,2002
civ,151.9,2003
civ,191.5,2004
civ,213.0,2005
civ,234.6,2006
civ,239.9,2007
civ,279.2,2008
civ,244.1,2009
cub,332.8,1980
cub,322.6,1981
cub,353.2,1982
cub,383.8,1983
cub,370.7,1984
cub,357.0,1985
cub,454.4,1986
cub,322.3,1987
cub,329.2,1988
cub,321.7,1989
cub,293.0,1990
cub,63.55,1991
cub,69.45,1992
cub,68.29,1993
cub,78.41,1994
cub,95.46,1995
cub,120.2,1996
cub,108.1,1997
cub,90.21,1998
cub,89.25,1999
cub,100.0,2000
cub,99.33,2001
cub,84.82,2002
cub,100.0,2003
cub,139.1,2004
cub,138.3,2005
cub,177.8,2006
cub,237.5,2007
cub,237.1,2008
cub,185.5,2009
dnk,35.08,1980
dnk,32.43,1981
dnk,31.57,1982
dnk,31.39,1983
dnk,31.83,1984
dnk,33.99,1985
dnk,43.18,1986
dnk,51.91,1987
dnk,55.18,1988
dnk,58.0,1989
dnk,68.93,1990
dnk,74.45,1991
dnk,80.45,1992
dnk,71.24,1993
dnk,78.82,1994
dnk,101.5,1995
dnk,102.2,1996
dnk,96.46,1997
dnk,96.09,1998
dnk,99.1,1999
dnk,100.0,2000
dnk,101.6,2001
dnk,111.2,2002
dnk,130.0,2003
dnk,149.7,2004
dnk,165.7,2005
dnk,181.7,2006
dnk,209.7,2007
dnk,228.5,2008
dnk,183.4,2009
dji,42.98,1995
dji,91.86,1996
dji,98.65,1997
dji,88.59,1998
dji,87.0,1999
dji,100.0,2000
dji,101.3,2001
dji,112.7,2002
dji,117.9,2003
dji,120.2,2004
dji,125.0,2005
dji,177.2,2006
dji,183.8,2007
dji,217.8,2008
dji,237.3,2009
dma,84.2,1995
dma,95.71,1996
dma,98.85,1997
dma,115.8,1998
dma,104.0,1999
dma,100.0,2000
dma,81.02,2001
dma,79.62,2002
dma,74.65,2003
dma,77.24,2004
dma,77.32,2005
dma,77.4,2006
dma,67.84,2007
dma,74.64,2008
dma,63.83,2009
dom,99.56,1980
dom,123.0,1981
dom,79.46,1982
dom,81.27,1983
dom,89.85,1984
dom,76.09,1985
dom,74.28,1986
dom,73.62,1987
dom,92.09,1988
dom,95.68,1989
dom,76.03,1990
dom,68.14,1991
dom,58.21,1992
dom,52.89,1993
dom,66.66,1994
dom,65.88,1995
dom,70.65,1996
dom,80.42,1997
dom,86.82,1998
dom,89.54,1999
dom,100.0,2000
dom,91.97,2001
dom,90.03,2002
dom,95.36,2003
dom,103.5,2004
dom,107.1,2005
dom,115.2,2006
dom,124.8,2007
dom,121.1,2008
dom,95.23,2009
ecu,50.36,1980
ecu,49.76,1981
ecu,47.24,1982
ecu,47.65,1983
ecu,53.19,1984
ecu,58.96,1985
ecu,44.08,1986
ecu,39.13,1987
ecu,44.5,1988
ecu,47.78,1989
ecu,55.1,1990
ecu,57.88,1991
ecu,61.05,1992
ecu,58.94,1993
ecu,77.54,1994
ecu,87.43,1995
ecu,99.46,1996
ecu,106.9,1997
ecu,85.31,1998
ecu,90.35,1999
ecu,100.0,2000
ecu,94.96,2001
ecu,102.3,2002
ecu,126.3,2003
ecu,157.4,2004
ecu,205.0,2005
ecu,258.4,2006
ecu,281.2,2007
ecu,375.7,2008
ecu,280.1,2009
egy,64.96,1980
egy,68.94,1981
egy,66.54,1982
egy,68.55,1983
egy,66.96,1984
egy,79.21,1985
egy,62.58,1986
egy,92.8,1987
egy,121.7,1988
egy,144.3,1989
egy,105.7,1990
egy,79.02,1991
egy,65.32,1992
egy,48.02,1993
egy,74.12,1994
egy,73.47,1995
egy,75.61,1996
egy,83.86,1997
egy,66.96,1998
egy,76.14,1999
egy,100.0,2000
egy,88.29,2001
egy,100.2,2002
egy,131.8,2003
egy,164.3,2004
egy,227.9,2005
egy,292.9,2006
egy,346.5,2007
egy,561.4,2008
egy,493.3,2009
slv,72.57,1980
slv,59.79,1981
slv,52.5,1982
slv,55.19,1983
slv,53.84,1984
slv,50.96,1985
slv,56.66,1986
slv,44.35,1987
slv,45.69,1988
slv,37.34,1989
slv,43.65,1990
slv,44.13,1991
slv,44.85,1992
slv,54.92,1993
slv,63.34,1994
slv,56.14,1995
slv,60.77,1996
slv,82.86,1997
slv,83.62,1998
slv,86.16,1999
slv,100.0,2000
slv,97.36,2001
slv,101.8,2002
slv,106.3,2003
slv,112.3,2004
slv,116.2,2005
slv,126.0,2006
slv,135.4,2007
slv,154.7,2008
slv,129.1,2009
gnq,1.248,1980
gnq,1.029,1981
gnq,1.054,1982
gnq,1.214,1983
gnq,1.362,1984
gnq,1.516,1985
gnq,2.224,1986
gnq,3.83,1987
gnq,4.506,1988
gnq,3.694,1989
gnq,5.692,1990
gnq,3.405,1991
gnq,4.584,1992
gnq,5.172,1993
gnq,5.653,1994
gnq,8.2,1995
gnq,15.98,1996
gnq,45.17,1997
gnq,40.02,1998
gnq,64.63,1999
gnq,100.0,2000
gnq,158.2,2001
gnq,193.0,2002
gnq,255.3,2003
gnq,419.2,2004
gnq,643.9,2005
gnq,748.2,2006
gnq,930.7,2007
gnq,1361.0,2008
gnq,806.0,2009
eri,456.6,1995
eri,520.3,1996
eri,301.5,1997
eri,149.1,1998
eri,109.8,1999
eri,100.0,2000
eri,100.7,2001
eri,275.1,2002
eri,35.14,2003
eri,60.05,2004
eri,60.1,2005
eri,65.14,2006
eri,70.19,2007
eri,79.64,2008
eri,79.64,2009
eth,40.94,1993
eth,76.69,1994
eth,87.02,1995
eth,85.96,1996
eth,120.8,1997
eth,115.5,1998
eth,96.21,1999
eth,100.0,2000
eth,93.74,2001
eth,98.89,2002
eth,102.2,2003
eth,139.7,2004
eth,190.7,2005
eth,214.8,2006
eth,263.0,2007
eth,329.8,2008
eth,333.2,2009
fji,80.88,1980
fji,68.83,1981
fji,64.86,1982
fji,52.61,1983
fji,57.24,1984
fji,52.79,1985
fji,57.87,1986
fji,65.39,1987
fji,64.11,1988
fji,76.14,1989
fji,85.59,1990
fji,77.55,1991
fji,76.34,1992
fji,77.42,1993
fji,97.59,1994
fji,101.1,1995
fji,139.5,1996
fji,115.2,1997
fji,94.78,1998
fji,114.8,1999
fji,100.0,2000
fji,99.28,2001
fji,96.59,2002
fji,125.2,2003
fji,128.9,2004
fji,130.3,2005
fji,126.2,2006
fji,140.3,2007
fji,171.6,2008
fji,116.8,2009
fra,66.72,1990
fra,70.08,1991
fra,76.56,1992
fra,68.57,1993
fra,77.35,1994
fra,94.46,1995
fra,96.85,1996
fra,96.41,1997
fra,101.9,1998
fra,101.0,1999
fra,100.0,2000
fra,103.2,2001
fra,109.6,2002
fra,129.1,2003
fra,150.6,2004
fra,158.0,2005
fra,174.2,2006
fra,193.7,2007
fra,211.5,2008
pyf,12.36,1980
pyf,11.77,1981
pyf,11.37,1982
pyf,14.17,1983
pyf,12.93,1984
pyf,16.61,1985
pyf,16.77,1986
pyf,34.06,1987
pyf,30.67,1988
pyf,36.38,1989
pyf,45.54,1990
pyf,52.32,1991
pyf,43.7,1992
pyf,60.14,1993
pyf,91.69,1994
pyf,79.6,1995
pyf,102.8,1996
pyf,90.75,1997
pyf,103.2,1998
pyf,101.9,1999
pyf,100.0,2000
pyf,75.35,2001
pyf,68.3,2002
pyf,62.0,2003
pyf,75.88,2004
pyf,86.1,2005
pyf,96.49,2006
pyf,80.1,2007
pyf,111.8,2008
pyf,84.68,2009
gab,88.25,1980
gab,89.38,1981
gab,87.75,1982
gab,81.24,1983
gab,81.69,1984
gab,79.26,1985
gab,51.6,1986
gab,52.3,1987
gab,48.56,1988
gab,64.88,1989
gab,89.5,1990
gab,91.09,1991
gab,84.56,1992
gab,93.2,1993
gab,95.46,1994
gab,104.3,1995
gab,122.4,1996
gab,116.2,1997
gab,73.63,1998
gab,91.99,1999
gab,100.0,2000
gab,96.93,2001
gab,92.66,2002
gab,108.6,2003
gab,139.1,2004
gab,186.8,2005
gab,201.8,2006
gab,228.7,2007
gab,320.9,2008
gab,200.5,2009
gmb,205.5,1980
gmb,205.5,1981
gmb,288.5,1982
gmb,31.47,1983
gmb,274.7,1984
gmb,166.7,1985
gmb,383.0,1986
gmb,412.5,1987
gmb,311.3,1988
gmb,292.1,1989
gmb,202.1,1990
gmb,249.1,1991
gmb,375.7,1992
gmb,437.5,1993
gmb,230.8,1994
gmb,108.9,1995
gmb,142.4,1996
gmb,98.55,1997
gmb,140.5,1998
gmb,79.98,1999
gmb,100.0,2000
gmb,66.67,2001
gmb,84.45,2002
gmb,50.97,2003
gmb,66.81,2004
gmb,53.33,2005
gmb,76.43,2006
gmb,86.67,2007
gmb,92.81,2008
gmb,100.0,2009
deu,36.7,1980
deu,33.44,1981
deu,33.56,1982
deu,32.24,1983
deu,32.66,1984
deu,34.73,1985
deu,46.17,1986
deu,55.86,1987
deu,61.46,1988
deu,64.9,1989
deu,75.78,1990
deu,73.3,1991
deu,79.1,1992
deu,68.2,1993
deu,78.64,1994
deu,94.87,1995
deu,95.11,1996
deu,92.92,1997
deu,98.42,1998
deu,98.84,1999
deu,100.0,2000
deu,104.1,2001
deu,111.7,2002
deu,136.2,2003
deu,165.4,2004
