geo,aid_received_per_person_current_us,time
col,4.272,1963
col,3.03,1964
col,1.991,1965
col,4.859,1966
col,5.537,1967
col,9.484,1968
col,5.813,1969
col,7.496,1970
col,5.936,1971
col,5.343,1972
col,6.43,1973
col,4.545,1974
col,3.444,1975
col,3.063,1976
col,1.926,1977
col,2.752,1978
col,2.045,1979
col,3.342,1980
col,3.683,1981
col,3.414,1982
col,2.974,1983
col,2.984,1984
col,2.036,1985
col,2.054,1986
col,2.477,1987
col,1.958,1988
col,2.07,1989
col,2.667,1990
col,3.35,1991
col,6.715,1992
col,2.374,1993
col,2.077,1994
col,4.634,1995
col,5.035,1996
col,5.138,1997
col,4.347,1998
col,7.713,1999
col,4.676,2000
col,9.509,2001
col,10.67,2002
col,19.18,2003
col,12.14,2004
col,14.42,2005
col,23.01,2006
col,16.3,2007
col,21.6,2008
col,23.21,2009
col,19.46,2010
com,28.15,1966
com,43.74,1967
com,34.57,1968
com,27.35,1969
com,33.15,1970
com,36.22,1971
com,41.0,1972
com,69.1,1973
com,104.3,1974
com,79.71,1975
com,90.07,1976
com,41.43,1977
com,44.2,1978
com,61.85,1979
com,131.5,1980
com,136.1,1981
com,108.0,1982
com,103.4,1983
com,113.9,1984
com,122.2,1985
com,115.9,1986
com,132.9,1987
com,122.8,1988
com,103.1,1989
com,102.5,1990
com,141.1,1991
com,104.2,1992
com,103.3,1993
com,80.22,1994
com,84.13,1995
com,76.34,1996
com,56.98,1997
com,75.11,1998
com,39.15,1999
com,33.26,2000
com,47.72,2001
com,46.5,2002
com,40.28,2003
com,42.05,2004
com,35.49,2005
com,48.26,2006
com,66.28,2007
com,59.74,2008
com,70.48,2009
com,91.49,2010
cod,5.342,1960
cod,5.782,1961
cod,7.476,1962
cod,6.712,1963
cod,7.443,1964
cod,8.098,1965
cod,5.159,1966
cod,5.049,1967
cod,4.007,1968
cod,4.252,1969
cod,4.409,1970
cod,5.146,1971
cod,5.678,1972
cod,6.305,1973
cod,7.948,1974
cod,11.07,1975
cod,8.043,1976
cod,10.49,1977
cod,12.38,1978
cod,15.82,1979
cod,15.96,1980
cod,14.12,1981
cod,12.14,1982
cod,10.58,1983
cod,9.955,1984
cod,9.836,1985
cod,13.19,1986
cod,20.46,1987
cod,16.24,1988
cod,20.79,1989
cod,24.61,1990
cod,12.55,1991
cod,6.808,1992
cod,4.328,1993
cod,5.74,1994
cod,4.419,1995
cod,3.667,1996
cod,3.399,1997
cod,2.648,1998
cod,2.766,1999
cod,3.569,2000
cod,4.812,2001
cod,22.38,2002
cod,100.1,2003
cod,34.42,2004
cod,32.77,2005
cod,37.19,2006
cod,22.32,2007
cod,28.27,2008
cod,36.71,2009
cod,53.71,2010
cog,0.01973,1960
cog,0.1827,1961
cog,2.876,1962
cog,5.153,1963
cog,15.76,1964
cog,13.69,1965
cog,21.15,1966
cog,15.36,1967
cog,16.97,1968
cog,13.25,1969
cog,11.53,1970
cog,12.48,1971
cog,16.28,1972
cog,18.19,1973
cog,25.07,1974
cog,35.97,1975
cog,45.36,1976
cog,29.19,1977
cog,47.3,1978
cog,51.61,1979
cog,50.69,1980
cog,43.44,1981
cog,48.2,1982
cog,54.65,1983
cog,47.73,1984
cog,33.16,1985
cog,50.09,1986
cog,62.48,1987
cog,38.28,1988
cog,38.93,1989
cog,90.9,1990
cog,54.31,1991
cog,44.79,1992
cog,47.27,1993
cog,136.1,1994
cog,45.69,1995
cog,152.8,1996
cog,92.91,1997
cog,21.83,1998
cog,45.93,1999
cog,10.22,2000
cog,22.96,2001
cog,17.53,2002
cog,20.55,2003
cog,33.51,2004
cog,403.5,2005
cog,71.19,2006
cog,31.82,2007
cog,126.4,2008
cog,71.87,2009
cog,324.6,2010
cri,2.691,1960
cri,4.38,1961
cri,6.499,1962
cri,6.831,1963
cri,9.11,1964
cri,9.801,1965
cri,8.66,1966
cri,8.88,1967
cri,6.893,1968
cri,9.303,1969
cri,8.246,1970
cri,8.847,1971
cri,9.754,1972
cri,11.93,1973
cri,11.51,1974
cri,14.66,1975
cri,11.58,1976
cri,11.67,1977
cri,22.82,1978
cri,24.22,1979
cri,27.49,1980
cri,22.54,1981
cri,32.25,1982
cri,98.73,1983
cri,82.88,1984
cri,103.8,1985
cri,70.36,1986
cri,80.18,1987
cri,64.29,1988
cri,75.55,1989
cri,73.93,1990
cri,55.3,1991
cri,43.5,1992
cri,29.97,1993
cri,22.09,1994
cri,8.553,1995
cri,-3.607,1996
cri,-2.179,1997
cri,4.569,1998
cri,-2.573,1999
cri,2.455,2000
cri,0.09243,2001
cri,-0.08327,2002
cri,6.978,2003
cri,3.015,2004
cri,5.992,2005
cri,7.237,2006
cri,13.06,2007
cri,14.62,2008
cri,23.65,2009
cri,20.4,2010
civ,0.03573,1960
civ,0.8921,1961
civ,2.292,1962
civ,2.117,1963
civ,9.176,1964
civ,8.73,1965
civ,7.811,1966
civ,7.104,1967
civ,8.996,1968
civ,9.563,1969
civ,9.708,1970
civ,9.03,1971
civ,8.169,1972
civ,10.25,1973
civ,11.69,1974
civ,14.73,1975
civ,15.16,1976
civ,14.01,1977
civ,16.68,1978
civ,19.68,1979
civ,24.68,1980
civ,13.85,1981
civ,14.7,1982
civ,16.04,1983
civ,12.19,1984
civ,11.18,1985
civ,16.01,1986
civ,21.29,1987
civ,36.32,1988
civ,32.61,1989
civ,54.83,1990
civ,48.66,1991
civ,56.47,1992
civ,55.21,1993
civ,111.8,1994
civ,82.57,1995
civ,63.9,1996
civ,28.81,1997
civ,60.9,1998
civ,27.54,1999
civ,21.14,2000
civ,11.01,2001
civ,62.15,2002
civ,14.53,2003
civ,9.053,2004
civ,5.061,2005
civ,13.49,2006
civ,9.175,2007
civ,32.95,2008
civ,124.1,2009
civ,42.81,2010
hrv,0.002237,1992
hrv,23.58,1994
hrv,11.41,1995
hrv,29.66,1996
hrv,8.828,1997
hrv,8.749,1998
hrv,10.64,1999
hrv,14.8,2000
hrv,27.89,2001
hrv,32.14,2002
hrv,27.18,2003
hrv,26.96,2004
hrv,27.79,2005
hrv,45.91,2006
hrv,36.72,2007
hrv,54.48,2008
hrv,38.12,2009
hrv,34.11,2010
cub,0.03224,1960
cub,0.02609,1961
cub,0.005375,1962
cub,-0.02234,1963
cub,0.05657,1964
cub,0.07303,1965
cub,0.09013,1966
cub,0.08967,1967
cub,0.07737,1968
cub,0.1532,1969
cub,0.2092,1970
cub,0.28,1971
cub,0.3962,1972
cub,0.5666,1973
cub,1.638,1974
cub,2.084,1975
cub,3.534,1976
cub,4.673,1977
cub,4.953,1978
cub,4.911,1979
cub,3.188,1980
cub,1.356,1981
cub,1.625,1982
cub,1.291,1983
cub,1.177,1984
cub,1.787,1985
cub,1.751,1986
cub,3.206,1987
cub,1.954,1988
cub,5.331,1989
cub,4.807,1990
cub,3.466,1991
cub,2.275,1992
cub,4.031,1993
cub,4.307,1994
cub,5.8,1995
cub,5.189,1996
cub,5.943,1997
cub,7.259,1998
cub,5.284,1999
cub,3.962,2000
cub,4.82,2001
cub,5.698,2002
cub,6.693,2003
cub,9.216,2004
cub,7.853,2005
cub,8.319,2006
cub,8.235,2007
cub,11.31,2008
cub,10.22,2009
cub,11.47,2010
cyp,42.04,1960
cyp,35.09,1961
cyp,27.09,1962
cyp,19.31,1963
cyp,9.055,1964
cyp,11.13,1965
cyp,2.784,1966
cyp,2.384,1967
cyp,1.604,1968
cyp,6.169,1969
cyp,9.548,1970
cyp,9.63,1971
cyp,11.62,1972
cyp,12.72,1973
cyp,33.07,1974
cyp,47.93,1975
cyp,85.36,1976
cyp,142.7,1977
cyp,70.7,1978
cyp,43.98,1979
cyp,76.85,1980
cyp,63.56,1981
cyp,44.64,1982
cyp,26.75,1983
cyp,24.1,1984
cyp,52.38,1985
cyp,49.1,1986
cyp,57.12,1987
cyp,59.62,1988
cyp,53.71,1989
cyp,49.74,1990
cyp,50.77,1991
cyp,32.68,1992
cyp,41.28,1993
cyp,52.59,1994
cyp,25.05,1995
cyp,25.86,1996
dji,51.89,1966
dji,73.17,1967
dji,68.23,1968
dji,69.31,1969
dji,73.2,1970
dji,62.09,1971
dji,73.5,1972
dji,101.0,1973
dji,140.5,1974
dji,153.6,1975
dji,114.7,1976
dji,171.1,1977
dji,352.3,1978
dji,72.36,1979
dji,214.7,1980
dji,182.1,1981
dji,161.6,1982
dji,175.7,1983
dji,265.6,1984
dji,201.8,1985
dji,267.1,1986
dji,226.8,1987
dji,184.9,1988
dji,140.3,1989
dji,368.2,1990
dji,184.2,1991
dji,188.7,1992
dji,222.7,1993
dji,209.7,1994
dji,168.2,1995
dji,150.3,1996
dji,128.4,1997
dji,117.5,1998
dji,105.5,1999
dji,98.56,2000
dji,79.11,2001
dji,96.83,2002
dji,102.0,2003
dji,80.81,2004
dji,91.69,2005
dji,139.9,2006
dji,134.1,2007
dji,164.6,2008
dji,191.2,2009
dji,148.8,2010
dma,1.254,1973
dma,49.85,1974
dma,109.2,1975
dma,59.6,1976
dma,67.43,1977
dma,95.77,1978
dma,120.8,1979
dma,233.8,1980
dma,195.8,1981
dma,223.0,1982
dma,132.7,1983
dma,218.6,1984
dma,225.3,1985
dma,160.5,1986
dma,219.4,1987
dma,249.2,1988
dma,334.9,1989
dma,276.9,1990
dma,248.9,1991
dma,179.0,1992
dma,125.2,1993
dma,240.2,1994
dma,350.3,1995
dma,605.9,1996
dma,205.5,1997
dma,273.5,1998
dma,140.6,1999
dma,218.0,2000
dma,283.5,2001
dma,427.1,2002
dma,161.4,2003
dma,426.1,2004
dma,306.4,2005
dma,284.0,2006
dma,283.6,2007
dma,325.9,2008
dma,529.3,2009
dma,478.9,2010
dom,0.05138,1960
dom,0.04384,1961
dom,5.935,1962
dom,13.14,1963
dom,6.157,1964
dom,20.15,1965
dom,12.98,1966
dom,14.48,1967
dom,15.0,1968
dom,9.92,1969
dom,9.575,1970
dom,6.794,1971
dom,6.186,1972
dom,5.199,1973
dom,4.168,1974
dom,5.804,1975
dom,6.245,1976
dom,6.21,1977
dom,9.003,1978
dom,13.71,1979
dom,21.53,1980
dom,17.7,1981
dom,22.36,1982
dom,16.02,1983
dom,29.6,1984
dom,31.92,1985
dom,13.86,1986
dom,19.07,1987
dom,17.1,1988
dom,20.33,1989
dom,14.13,1990
dom,9.226,1991
dom,8.761,1992
dom,-0.2437,1993
dom,7.88,1994
dom,15.08,1995
dom,12.35,1996
dom,8.67,1997
dom,14.2,1998
dom,22.42,1999
dom,6.518,2000
dom,12.25,2001
dom,16.36,2002
dom,7.655,2003
dom,9.259,2004
dom,8.703,2005
dom,5.724,2006
dom,12.92,2007
dom,16.14,2008
dom,12.15,2009
dom,17.64,2010
ecu,1.322,1960
ecu,2.273,1961
ecu,2.673,1962
ecu,3.622,1963
ecu,4.126,1964
ecu,4.034,1965
ecu,5.081,1966
ecu,5.149,1967
ecu,4.365,1968
ecu,3.441,1969
ecu,3.896,1970
ecu,4.333,1971
ecu,3.828,1972
ecu,5.488,1973
ecu,6.783,1974
ecu,10.01,1975
ecu,10.52,1976
ecu,7.402,1977
ecu,5.847,1978
ecu,8.89,1979
ecu,5.755,1980
ecu,7.115,1981
ecu,6.235,1982
ecu,7.187,1983
ecu,15.22,1984
ecu,14.83,1985
ecu,15.61,1986
ecu,23.77,1987
ecu,17.52,1988
ecu,16.11,1989
ecu,15.53,1990
ecu,22.63,1991
ecu,22.36,1992
ecu,21.29,1993
ecu,18.75,1994
ecu,19.58,1995
ecu,21.6,1996
ecu,12.91,1997
ecu,14.75,1998
ecu,12.2,1999
ecu,11.84,2000
ecu,14.62,2001
ecu,17.23,2002
ecu,13.47,2003
ecu,11.61,2004
ecu,16.82,2005
ecu,13.77,2006
ecu,15.69,2007
ecu,16.41,2008
ecu,14.57,2009
ecu,10.41,2010
egy,6.394,1960
egy,4.111,1961
egy,6.394,1962
egy,6.861,1963
egy,7.598,1964
egy,3.864,1965
egy,2.984,1966
egy,0.9876,1967
egy,0.7503,1968
egy,0.2821,1969
egy,4.758,1970
egy,3.774,1971
egy,3.724,1972
egy,23.09,1973
egy,35.06,1974
egy,62.49,1975
egy,59.27,1976
egy,62.89,1977
egy,62.86,1978
egy,35.77,1979
egy,30.86,1980
egy,28.14,1981
egy,30.73,1982
egy,30.13,1983
egy,35.81,1984
egy,34.96,1985
egy,32.16,1986
egy,32.43,1987
egy,27.48,1988
egy,29.53,1989
egy,106.7,1990
egy,93.33,1991
egy,63.35,1992
egy,41.36,1993
egy,44.08,1994
egy,32.65,1995
egy,34.73,1996
egy,31.27,1997
egy,30.23,1998
egy,24.38,1999
egy,20.26,2000
egy,18.96,2001
egy,18.7,2002
egy,14.22,2003
egy,21.32,2004
egy,13.94,2005
egy,11.9,2006
egy,14.77,2007
egy,22.22,2008
egy,12.53,2009
egy,7.303,2010
slv,0.2596,1960
slv,2.581,1961
slv,2.097,1962
slv,4.338,1963
slv,4.205,1964
slv,4.456,1965
slv,6.237,1966
slv,4.424,1967
slv,3.846,1968
slv,3.492,1969
slv,3.975,1970
slv,3.32,1971
slv,4.609,1972
slv,5.646,1973
slv,7.108,1974
slv,8.822,1975
slv,6.874,1976
slv,10.22,1977
slv,12.26,1978
slv,12.97,1979
slv,20.69,1980
slv,35.35,1981
slv,45.54,1982
slv,59.65,1983
slv,52.94,1984
slv,69.06,1985
slv,66.42,1986
slv,82.14,1987
slv,80.0,1988
slv,83.74,1989
slv,65.12,1990
slv,54.48,1991
slv,73.42,1992
slv,71.54,1993
slv,53.87,1994
slv,51.62,1995
slv,51.93,1996
slv,47.7,1997
slv,30.78,1998
slv,30.97,1999
slv,30.24,2000
slv,39.81,2001
slv,38.96,2002
slv,31.98,2003
slv,35.89,2004
slv,33.79,2005
slv,26.82,2006
slv,14.44,2007
slv,38.07,2008
slv,44.8,2009
slv,45.77,2010
gnq,3.849,1973
gnq,63.67,1974
gnq,9.15,1975
gnq,1.838,1976
gnq,3.81,1977
gnq,2.739,1978
gnq,12.23,1979
gnq,41.84,1980
gnq,43.97,1981
gnq,55.68,1982
gnq,40.85,1983
gnq,50.97,1984
gnq,54.73,1985
gnq,62.17,1986
gnq,156.2,1987
gnq,136.2,1988
gnq,155.2,1989
gnq,161.1,1990
gnq,160.9,1991
gnq,154.6,1992
gnq,127.3,1993
gnq,69.46,1994
gnq,75.48,1995
gnq,67.39,1996
gnq,51.45,1997
gnq,45.2,1998
gnq,39.96,1999
gnq,40.87,2000
gnq,24.65,2001
gnq,36.34,2002
gnq,36.59,2003
gnq,49.42,2004
gnq,62.74,2005
gnq,41.88,2006
gnq,48.7,2007
gnq,48.44,2008
gnq,46.23,2009
gnq,120.9,2010
eri,0.01582,1971
eri,0.3102,1973
eri,1.046,1974
eri,0.7658,1975
eri,0.9416,1977
eri,2.121,1978
eri,1.727,1979
eri,1.896,1980
eri,2.211,1981
eri,1.729,1982
eri,1.687,1983
eri,1.645,1984
eri,0.3467,1986
eri,0.6741,1987
eri,0.6565,1988
eri,1.425,1990
eri,0.3141,1992
eri,21.29,1993
eri,48.38,1994
eri,46.16,1995
eri,48.27,1996
eri,36.98,1997
eri,48.8,1998
eri,42.0,1999
eri,48.27,2000
eri,74.41,2001
eri,56.82,2002
eri,76.46,2003
eri,61.34,2004
eri,77.84,2005
eri,27.08,2006
eri,33.0,2007
eri,29.0,2008
eri,28.19,2009
eri,30.56,2010
eth,0.6806,1960
eth,0.908,1961
eth,1.139,1962
eth,1.027,1963
eth,0.6431,1964
eth,0.8214,1965
eth,0.9721,1966
eth,1.033,1967
eth,1.541,1968
eth,1.374,1969
eth,1.37,1970
eth,1.578,1971
eth,1.544,1972
eth,2.104,1973
eth,3.62,1974
eth,4.003,1975
eth,4.173,1976
eth,3.395,1977
eth,4.051,1978
eth,5.475,1979
eth,5.959,1980
eth,6.735,1981
eth,5.341,1982
eth,8.783,1983
eth,9.035,1984
eth,17.24,1985
eth,14.77,1986
eth,14.21,1987
eth,21.17,1988
eth,15.55,1989
eth,20.88,1990
eth,21.84,1991
eth,22.47,1992
eth,20.2,1993
eth,19.23,1994
eth,15.37,1995
eth,13.88,1996
eth,9.562,1997
eth,10.62,1998
eth,10.07,1999
eth,10.48,2000
eth,16.39,2001
eth,19.18,2002
eth,22.98,2003
eth,25.21,2004
eth,25.96,2005
eth,26.76,2006
eth,32.92,2007
eth,41.9,2008
eth,47.04,2009
eth,42.5,2010
fji,2.746,1960
fji,2.481,1961
fji,25.67,1962
fji,10.16,1963
fji,7.637,1964
fji,9.399,1965
fji,8.628,1966
fji,5.8,1967
fji,12.45,1968
fji,17.17,1969
fji,13.37,1970
fji,20.01,1971
fji,15.58,1972
fji,26.29,1973
fji,26.26,1974
fji,33.57,1975
fji,39.42,1976
fji,38.56,1977
fji,43.19,1978
fji,49.41,1979
fji,56.46,1980
fji,61.84,1981
fji,52.42,1982
fji,47.33,1983
fji,44.29,1984
fji,44.27,1985
fji,58.56,1986
fji,49.18,1987
fji,74.48,1988
fji,58.93,1989
fji,68.07,1990
fji,60.94,1991
fji,85.2,1992
fji,81.09,1993
fji,53.03,1994
fji,57.24,1995
fji,59.63,1996
fji,56.03,1997
fji,45.99,1998
fji,43.21,1999
fji,35.87,2000
fji,31.82,2001
fji,42.16,2002
fji,62.54,2003
fji,80.04,2004
fji,80.41,2005
fji,67.21,2006
fji,60.83,2007
fji,53.64,2008
fji,83.29,2009
fji,88.77,2010
pyf,139.7,1966
pyf,151.8,1967
pyf,176.2,1968
pyf,172.6,1969
pyf,178.3,1970
pyf,171.7,1971
pyf,232.4,1972
pyf,412.6,1973
pyf,299.2,1974
pyf,552.7,1975
pyf,580.1,1976
pyf,603.0,1977
pyf,637.1,1978
pyf,981.4,1979
pyf,1055.0,1980
pyf,942.4,1981
pyf,1081.0,1982
pyf,1078.0,1983
pyf,1015.0,1984
pyf,988.3,1985
pyf,1388.0,1986
pyf,1611.0,1987
pyf,1771.0,1988
pyf,1509.0,1989
pyf,1329.0,1990
pyf,1562.0,1991
pyf,1606.0,1992
pyf,1607.0,1993
pyf,1739.0,1994
pyf,2090.0,1995
pyf,1835.0,1996
pyf,1635.0,1997
pyf,1616.0,1998
pyf,1505.0,1999
gab,0.04117,1960
gab,1.147,1961
gab,5.373,1962
gab,8.208,1963
gab,29.83,1964
gab,25.94,1965
gab,26.65,1966
gab,29.41,1967
gab,25.81,1968
gab,35.89,1969
gab,44.87,1970
gab,43.95,1971
gab,48.6,1972
gab,69.31,1973
gab,42.44,1974
gab,101.4,1975
gab,55.55,1976
gab,43.27,1977
gab,67.32,1978
gab,55.2,1979
gab,81.42,1980
gab,61.41,1981
gab,85.41,1982
gab,85.02,1983
gab,97.81,1984
gab,76.53,1985
gab,96.05,1986
gab,97.38,1987
gab,121.3,1988
gab,146.8,1989
gab,141.3,1990
gab,148.7,1991
gab,68.91,1992
gab,98.35,1993
gab,171.3,1994
gab,132.0,1995
gab,113.0,1996
gab,33.81,1997
gab,37.83,1998
gab,39.45,1999
gab,9.439,2000
gab,6.753,2001
gab,55.53,2002
gab,-8.023,2003
gab,29.66,2004
gab,44.09,2005
gab,20.79,2006
gab,35.95,2007
gab,42.78,2008
gab,52.26,2009
gab,69.08,2010
gmb,1.449,1960
gmb,3.742,1961
gmb,6.542,1962
gmb,12.92,1963
gmb,6.336,1964
gmb,10.38,1965
gmb,8.602,1966
gmb,7.066,1967
gmb,13.41,1968
gmb,8.22,1969
gmb,2.856,1970
gmb,7.472,1971
gmb,10.0,1972
gmb,12.77,1973
gmb,19.55,1974
gmb,14.94,1975
gmb,19.55,1976
gmb,37.16,1977
gmb,57.97,1978
gmb,56.37,1979
gmb,83.58,1980
gmb,103.2,1981
gmb,68.04,1982
gmb,57.29,1983
gmb,70.4,1984
gmb,62.51,1985
gmb,125.9,1986
gmb,122.1,1987
gmb,93.8,1988
gmb,106.3,1989
gmb,100.7,1990
gmb,99.42,1991
gmb,105.3,1992
gmb,79.75,1993
gmb,62.91,1994
gmb,40.34,1995
gmb,31.13,1996
gmb,32.58,1997
gmb,32.1,1998
gmb,27.15,1999
gmb,38.27,2000
gmb,39.58,2001
gmb,47.64,2002
gmb,44.4,2003
gmb,41.66,2004
gmb,40.2,2005
gmb,48.43,2006
gmb,61.11,2007
gmb,57.42,2008
gmb,75.8,2009
gmb,69.54,2010
geo,0.04343,1991
geo,4.176,1992
geo,21.34,1993
geo,36.47,1994
geo,44.16,1995
geo,67.02,1996
geo,53.38,1997
geo,46.47,1998
geo,54.88,1999
geo,38.28,2000
geo,66.42,2001
geo,72.17,2002
geo,53.13,2003
geo,72.58,2004
geo,66.97,2005
geo,80.98,2006
geo,86.62,2007
geo,202.5,2008
geo,205.7,2009
geo,140.4,2010
gha,0.4361,1960
gha,0.4268,1961
gha,0.7814,1962
gha,2.434,1963
gha,2.657,1964
gha,5.92,1965
gha,7.787,1966
gha,5.556,1967
gha,7.484,1968
gha,8.4,1969
gha,6.807,1970
gha,6.378,1971
gha,6.388,1972
gha,4.335,1973
gha,3.747,1974
gha,12.51,1975
gha,6.072,1976
gha,8.753,1977
gha,10.72,1978
gha,15.77,1979
gha,17.47,1980
gha,12.85,1981
gha,11.97,1982
gha,9.036,1983
gha,17.13,1984
gha,15.13,1985
gha,27.09,1986
gha,30.02,1987
gha,41.11,1988
gha,49.74,1989
gha,37.84,1990
gha,57.74,1991
gha,39.14,1992
gha,38.86,1993
gha,33.0,1994
gha,38.15,1995
gha,37.28,1996
gha,27.65,1997
gha,38.38,1998
gha,32.47,1999
gha,31.21,2000
gha,32.63,2001
gha,34.11,2002
gha,47.72,2003
gha,67.17,2004
gha,53.17,2005
gha,56.08,2006
gha,51.3,2007
gha,56.18,2008
gha,66.39,2009
gha,69.39,2010
grd,0.5343,1973
grd,19.87,1974
grd,29.76,1975
grd,29.76,1976
grd,37.06,1977
grd,29.1,1978
grd,32.09,1979
grd,35.42,1980
grd,66.96,1981
grd,66.12,1982
grd,77.37,1983
grd,279.3,1984
grd,344.7,1985
grd,239.3,1986
grd,192.7,1987
grd,204.4,1988
grd,151.4,1989
grd,143.5,1990
grd,170.7,1991
grd,133.1,1992
grd,80.13,1993
grd,182.8,1994
grd,108.0,1995
grd,117.7,1996
grd,87.89,1997
grd,61.45,1998
grd,101.5,1999
grd,162.5,2000
grd,108.0,2001
grd,99.26,2002
grd,105.5,2003
grd,152.7,2004
grd,511.0,2005
grd,259.5,2006
grd,223.0,2007
grd,319.1,2008
grd,459.3,2009
grd,323.9,2010
gtm,3.801,1960
gtm,3.316,1961
gtm,2.129,1962
gtm,2.64,1963
gtm,2.623,1964
gtm,2.977,1965
gtm,2.16,1966
gtm,3.476,1967
gtm,3.22,1968
gtm,3.274,1969
gtm,4.033,1970
gtm,3.496,1971
gtm,4.713,1972
gtm,4.494,1973
gtm,4.309,1974
gtm,6.349,1975
gtm,10.19,1976
gtm,9.402,1977
gtm,10.63,1978
gtm,9.686,1979
gtm,10.32,1980
gtm,10.44,1981
gtm,8.6,1982
gtm,9.981,1983
gtm,8.411,1984
gtm,10.4,1985
gtm,16.54,1986
gtm,28.86,1987
gtm,27.58,1988
gtm,30.08,1989
gtm,22.57,1990
gtm,21.51,1991
gtm,20.94,1992
gtm,22.21,1993
gtm,22.29,1994
gtm,20.81,1995
gtm,18.77,1996
gtm,25.23,1997
gtm,21.77,1998
gtm,26.71,1999
gtm,23.42,2000
gtm,20.35,2001
gtm,21.15,2002
gtm,20.4,2003
gtm,17.5,2004
gtm,20.18,2005
gtm,37.15,2006
gtm,34.01,2007
gtm,39.15,2008
gtm,26.76,2009
gtm,27.35,2010
gin,0.04519,1960
gin,0.7042,1961
gin,2.795,1962
gin,6.296,1963
gin,3.761,1964
gin,6.284,1965
gin,3.698,1966
gin,2.019,1967
gin,1.512,1968
gin,3.276,1969
gin,2.468,1970
gin,2.276,1971
gin,1.133,1972
gin,2.639,1973
gin,4.638,1974
gin,5.685,1975
gin,2.421,1976
gin,5.241,1977
gin,13.7,1978
gin,12.75,1979
gin,20.12,1980
gin,23.79,1981
gin,25.27,1982
gin,14.21,1983
gin,25.05,1984
gin,22.93,1985
gin,33.35,1986
gin,42.71,1987
gin,47.97,1988
gin,65.95,1989
gin,50.63,1990
gin,62.05,1991
gin,69.17,1992
gin,59.71,1993
gin,49.41,1994
gin,54.98,1995
gin,38.18,1996
gin,47.77,1997
gin,44.3,1998
gin,28.89,1999
gin,18.33,2000
gin,34.09,2001
gin,29.5,2002
gin,29.09,2003
gin,31.33,2004
gin,21.92,2005
gin,18.43,2006
gin,24.33,2007
gin,34.34,2008
gin,21.96,2009
gin,21.81,2010
gnb,1.36,1961
gnb,4.712,1966
gnb,0.8576,1967
gnb,0.1174,1969
gnb,0.1792,1971
gnb,0.01544,1973
gnb,15.02,1974
gnb,29.91,1975
gnb,34.46,1976
gnb,52.02,1977
gnb,63.54,1978
gnb,64.91,1979
gnb,69.61,1980
gnb,74.89,1981
gnb,72.32,1982
gnb,70.81,1983
gnb,60.06,1984
gnb,61.25,1985
gnb,73.72,1986
gnb,116.0,1987
gnb,103.2,1988
gnb,115.3,1989
gnb,124.3,1990
gnb,108.7,1991
gnb,101.3,1992
gnb,87.47,1993
gnb,158.1,1994
gnb,104.5,1995
gnb,157.5,1996
gnb,106.2,1997
gnb,80.29,1998
gnb,43.08,1999
gnb,65.34,2000
gnb,47.99,2001
gnb,46.56,2002
gnb,114.4,2003
gnb,56.97,2004
gnb,48.28,2005
gnb,62.36,2006
gnb,85.89,2007
gnb,92.02,2008
gnb,98.75,2009
gnb,91.95,2010
guy,13.51,1960
guy,16.29,1961
guy,14.06,1962
guy,10.12,1963
guy,8.129,1964
guy,10.91,1965
guy,13.18,1966
guy,16.8,1967
guy,21.88,1968
guy,25.56,1969
guy,23.56,1970
guy,22.51,1971
guy,16.93,1972
guy,10.93,1973
guy,16.32,1974
guy,13.49,1975
guy,29.17,1976
guy,15.23,1977
guy,36.01,1978
guy,44.14,1979
guy,53.72,1980
guy,84.71,1981
guy,50.51,1982
guy,40.02,1983
guy,30.38,1984
guy,35.75,1985
guy,40.08,1986
guy,37.4,1987
guy,36.78,1988
guy,60.37,1989
guy,232.2,1990
guy,178.8,1991
guy,124.2,1992
guy,146.7,1993
guy,108.1,1994
guy,117.7,1995
guy,194.5,1996
guy,362.6,1997
guy,127.2,1998
guy,119.2,1999
guy,158.0,2000
guy,152.5,2001
guy,97.33,2002
guy,129.6,2003
guy,195.1,2004
guy,200.9,2005
guy,232.9,2006
guy,170.5,2007
guy,221.2,2008
guy,230.2,2009
guy,203.1,2010
hti,2.518,1960
hti,3.339,1961
hti,1.223,1962
hti,0.8063,1963
hti,0.9336,1964
hti,1.472,1965
hti,0.9566,1966
hti,0.7961,1967
hti,1.281,1968
hti,1.09,1969
hti,1.639,1970
hti,1.272,1971
hti,1.38,1972
hti,1.57,1973
hti,2.705,1974
hti,10.92,1975
hti,13.42,1976
hti,16.12,1977
hti,16.71,1978
hti,16.32,1979
hti,18.27,1980
hti,18.24,1981
hti,21.16,1982
hti,21.61,1983
hti,21.12,1984
hti,23.27,1985
hti,27.62,1986
hti,31.84,1987
hti,20.75,1988
hti,28.09,1989
hti,23.49,1990
hti,24.37,1991
hti,13.6,1992
hti,15.93,1993
hti,77.65,1994
hti,91.68,1995
hti,45.73,1996
hti,39.69,1997
hti,48.78,1998
hti,30.93,1999
hti,24.04,2000
hti,19.37,2001
hti,17.43,2002
hti,23.44,2003
hti,32.41,2004
hti,45.53,2005
hti,61.36,2006
hti,73.02,2007
hti,93.68,2008
hti,113.5,2009
hti,306.7,2010
hnd,2.386,1960
hnd,3.083,1961
hnd,2.809,1962
hnd,4.325,1963
hnd,5.242,1964
hnd,5.478,1965
hnd,4.534,1966
hnd,4.595,1967
hnd,7.461,1968
