geo,residential_electricity_use_per_person,time
est,1216.0,2005
est,1265.0,2006
est,1348.0,2007
est,1411.0,2008
eth,3.19,1971
eth,2.828,1972
eth,2.704,1973
eth,2.702,1974
eth,2.699,1975
eth,2.78,1976
eth,2.831,1977
eth,3.153,1978
eth,3.534,1979
eth,4.191,1980
eth,4.238,1981
eth,4.461,1982
eth,4.618,1983
eth,4.892,1984
eth,5.308,1985
eth,5.209,1986
eth,4.652,1987
eth,5.74,1988
eth,5.626,1989
eth,6.412,1990
eth,7.261,1991
eth,7.777,1992
eth,8.178,1993
eth,8.754,1994
eth,9.361,1995
eth,9.576,1996
eth,9.507,1997
eth,8.4,1998
eth,7.883,1999
eth,8.04,2000
eth,5.958,2001
eth,8.7,2002
eth,9.251,2003
eth,9.969,2004
eth,10.53,2005
eth,13.07,2006
eth,14.6,2007
eth,15.06,2008
fin,161.0,1960
fin,164.1,1961
fin,193.7,1962
fin,218.7,1963
fin,238.1,1964
fin,267.4,1965
fin,297.6,1966
fin,325.5,1967
fin,379.4,1968
fin,441.5,1969
fin,580.6,1970
fin,799.3,1971
fin,930.6,1972
fin,1076.0,1973
fin,1095.0,1974
fin,1174.0,1975
fin,1370.0,1976
fin,1436.0,1977
fin,1554.0,1978
fin,1627.0,1979
fin,1686.0,1980
fin,1756.0,1981
fin,1862.0,1982
fin,1946.0,1983
fin,2132.0,1984
fin,2486.0,1985
fin,2548.0,1986
fin,2796.0,1987
fin,2695.0,1988
fin,2720.0,1989
fin,2928.0,1990
fin,3120.0,1991
fin,3146.0,1992
fin,3221.0,1993
fin,3340.0,1994
fin,3185.0,1995
fin,3367.0,1996
fin,3394.0,1997
fin,3525.0,1998
fin,3578.0,1999
fin,3510.0,2000
fin,3741.0,2001
fin,3841.0,2002
fin,3921.0,2003
fin,3906.0,2004
fin,3940.0,2005
fin,4042.0,2006
fin,4103.0,2007
fin,4037.0,2008
fra,165.4,1960
fra,178.1,1961
fra,199.1,1962
fra,224.9,1963
fra,265.0,1964
fra,257.6,1965
fra,282.1,1966
fra,310.4,1967
fra,343.1,1968
fra,379.3,1969
fra,417.0,1970
fra,457.2,1971
fra,514.5,1972
fra,578.5,1973
fra,629.5,1974
fra,723.5,1975
fra,814.2,1976
fra,894.2,1977
fra,1010.0,1978
fra,1086.0,1979
fra,1143.0,1980
fra,1188.0,1981
fra,1240.0,1982
fra,1371.0,1983
fra,1453.0,1984
fra,1555.0,1985
fra,1618.0,1986
fra,1677.0,1987
fra,1635.0,1988
fra,1658.0,1989
fra,1708.0,1990
fra,1872.0,1991
fra,1910.0,1992
fra,1934.0,1993
fra,1921.0,1994
fra,1872.0,1995
fra,2064.0,1996
fra,2032.0,1997
fra,2092.0,1998
fra,2148.0,1999
fra,2168.0,2000
fra,2245.0,2001
fra,2220.0,2002
fra,2353.0,2003
fra,2435.0,2004
fra,2384.0,2005
fra,2417.0,2006
fra,2387.0,2007
fra,2540.0,2008
gab,165.5,1971
gab,157.0,1973
gab,147.4,1974
gab,135.9,1975
gab,139.6,1976
gab,155.8,1977
gab,151.5,1978
gab,156.4,1979
gab,231.3,1980
gab,369.7,1981
gab,378.1,1982
gab,485.6,1983
gab,385.2,1984
gab,468.5,1985
gab,442.5,1986
gab,444.2,1987
gab,437.1,1988
gab,217.8,1989
gab,249.6,1990
gab,241.8,1991
gab,235.4,1992
gab,230.2,1993
gab,368.3,1994
gab,377.3,1995
gab,402.1,1996
gab,413.9,1997
gab,423.8,1998
gab,436.1,1999
gab,416.1,2000
gab,425.9,2001
gab,438.0,2002
gab,441.0,2003
gab,439.5,2004
gab,450.5,2005
gab,474.5,2006
gab,495.0,2007
gab,537.1,2008
geo,534.9,1990
geo,495.1,1991
geo,504.1,1992
geo,562.5,1993
geo,566.8,1994
geo,919.8,1995
geo,464.2,1996
geo,531.1,1997
geo,608.5,1998
geo,573.9,1999
geo,557.5,2000
geo,542.9,2001
geo,526.9,2002
geo,569.0,2003
geo,601.1,2004
geo,633.2,2005
geo,583.0,2006
geo,601.9,2007
geo,617.9,2008
deu,168.7,1960
deu,189.8,1961
deu,217.8,1962
deu,260.1,1963
deu,282.2,1964
deu,315.8,1965
deu,350.7,1966
deu,385.8,1967
deu,432.2,1968
deu,485.7,1969
deu,744.3,1970
deu,828.8,1971
deu,920.4,1972
deu,995.2,1973
deu,1059.0,1974
deu,1131.0,1975
deu,1224.0,1976
deu,1288.0,1977
deu,1391.0,1978
deu,1431.0,1979
deu,1469.0,1980
deu,1488.0,1981
deu,1511.0,1982
deu,1559.0,1983
deu,1635.0,1984
deu,1707.0,1985
deu,1730.0,1986
deu,1800.0,1987
deu,1746.0,1988
deu,1733.0,1989
deu,1727.0,1990
deu,1528.0,1991
deu,1524.0,1992
deu,1554.0,1993
deu,1530.0,1994
deu,1558.0,1995
deu,1638.0,1996
deu,1595.0,1997
deu,1591.0,1998
deu,1600.0,1999
deu,1588.0,2000
deu,1629.0,2001
deu,1658.0,2002
deu,1688.0,2003
deu,1704.0,2004
deu,1714.0,2005
deu,1717.0,2006
deu,1701.0,2007
deu,1694.0,2008
gha,18.09,1971
gha,19.89,1972
gha,22.39,1973
gha,30.39,1974
gha,40.03,1975
gha,47.91,1976
gha,51.54,1977
gha,52.71,1978
gha,54.43,1979
gha,54.02,1980
gha,57.09,1981
gha,53.08,1982
gha,48.15,1983
gha,42.49,1984
gha,40.76,1985
gha,44.21,1986
gha,49.13,1987
gha,49.36,1988
gha,53.7,1989
gha,58.78,1990
gha,64.86,1991
gha,75.51,1992
gha,81.46,1993
gha,85.58,1994
gha,92.04,1995
gha,105.8,1996
gha,80.26,1997
gha,64.94,1998
gha,82.89,1999
gha,81.92,2000
gha,85.27,2001
gha,88.67,2002
gha,89.74,2003
gha,93.67,2004
gha,90.51,2005
gha,93.95,2006
gha,91.61,2007
gha,97.25,2008
gib,895.9,1971
gib,866.0,1972
gib,849.5,1973
gib,866.1,1974
gib,851.1,1975
gib,875.7,1976
gib,899.8,1977
gib,931.8,1978
gib,922.8,1979
gib,923.8,1980
gib,942.9,1981
gib,956.4,1982
gib,974.1,1983
gib,993.3,1984
gib,1004.0,1985
gib,1037.0,1986
gib,1028.0,1987
gib,1121.0,1988
gib,1142.0,1989
gib,1137.0,1990
gib,1141.0,1991
gib,1206.0,1992
grc,66.54,1960
grc,75.15,1961
grc,84.77,1962
grc,97.66,1963
grc,112.6,1964
grc,128.2,1965
grc,146.4,1966
grc,162.4,1967
grc,173.8,1968
grc,202.1,1969
grc,226.4,1970
grc,259.5,1971
grc,301.2,1972
grc,343.9,1973
grc,335.0,1974
grc,369.3,1975
grc,409.0,1976
grc,445.9,1977
grc,506.9,1978
grc,537.2,1979
grc,586.7,1980
grc,606.9,1981
grc,645.2,1982
grc,688.0,1983
grc,732.5,1984
grc,774.6,1985
grc,784.6,1986
grc,856.4,1987
grc,878.5,1988
grc,911.7,1989
grc,896.0,1990
grc,977.1,1991
grc,1028.0,1992
grc,1010.0,1993
grc,1048.0,1994
grc,1101.0,1995
grc,1169.0,1996
grc,1183.0,1997
grc,1216.0,1998
grc,1280.0,1999
grc,1346.0,2000
grc,1375.0,2001
grc,1488.0,2002
grc,1548.0,2003
grc,1583.0,2004
grc,1582.0,2005
grc,1654.0,2006
grc,1678.0,2007
grc,1691.0,2008
gtm,31.7,1971
gtm,40.01,1972
gtm,42.26,1973
gtm,44.76,1974
gtm,52.26,1975
gtm,56.39,1976
gtm,63.66,1977
gtm,68.54,1978
gtm,63.46,1979
gtm,72.73,1980
gtm,70.4,1981
gtm,70.22,1982
gtm,71.5,1983
gtm,72.86,1984
gtm,72.29,1985
gtm,76.44,1986
gtm,71.94,1987
gtm,66.96,1988
gtm,76.35,1989
gtm,80.13,1990
gtm,82.17,1991
gtm,90.04,1992
gtm,94.98,1993
gtm,99.34,1994
gtm,103.1,1995
gtm,104.3,1996
gtm,107.6,1997
gtm,111.9,1998
gtm,124.9,1999
gtm,130.5,2000
gtm,130.5,2001
gtm,126.3,2002
gtm,175.5,2003
gtm,183.3,2004
gtm,184.5,2005
gtm,184.8,2006
gtm,185.5,2007
gtm,187.3,2008
hti,10.1,1971
hti,10.01,1972
hti,9.911,1973
hti,12.12,1974
hti,16.78,1975
hti,14.18,1976
hti,19.15,1977
hti,18.99,1978
hti,18.83,1979
hti,23.07,1980
hti,24.08,1981
hti,25.4,1982
hti,24.35,1983
hti,24.24,1984
hti,25.01,1985
hti,22.36,1986
hti,24.15,1987
hti,24.83,1988
hti,26.48,1989
hti,25.31,1990
hti,20.4,1991
hti,17.23,1992
hti,15.99,1993
hti,9.913,1994
hti,16.18,1995
hti,17.08,1996
hti,11.72,1997
hti,16.48,1998
hti,17.86,1999
hti,15.88,2000
hti,15.56,2001
hti,12.23,2002
hti,11.97,2003
hti,13.22,2004
hti,13.18,2005
hti,13.12,2006
hti,10.12,2007
hti,9.192,2008
hnd,47.63,1971
hnd,49.92,1972
hnd,52.97,1973
hnd,64.75,1974
hnd,68.25,1975
hnd,74.82,1976
hnd,87.08,1977
hnd,91.24,1978
hnd,105.2,1979
hnd,62.03,1980
hnd,67.76,1981
hnd,71.96,1982
hnd,74.31,1983
hnd,74.02,1984
hnd,80.97,1985
hnd,80.47,1986
hnd,85.1,1987
hnd,89.74,1988
hnd,93.69,1989
hnd,104.8,1990
hnd,109.5,1991
hnd,110.7,1992
hnd,120.5,1993
hnd,113.1,1994
hnd,141.4,1995
hnd,152.1,1996
hnd,167.7,1997
hnd,184.0,1998
hnd,190.0,1999
hnd,209.6,2000
hnd,219.4,2001
hnd,224.2,2002
hnd,225.1,2003
hnd,236.6,2004
hnd,246.0,2005
hnd,246.7,2006
hnd,275.7,2007
hnd,278.7,2008
hkg,261.6,1971
hkg,289.9,1972
hkg,313.9,1973
hkg,322.5,1974
hkg,347.9,1975
hkg,365.3,1976
hkg,420.7,1977
hkg,438.0,1978
hkg,425.7,1979
hkg,461.7,1980
hkg,467.9,1981
hkg,486.7,1982
hkg,555.2,1983
hkg,556.6,1984
hkg,586.4,1985
hkg,644.0,1986
hkg,697.4,1987
hkg,775.7,1988
hkg,838.0,1989
hkg,929.9,1990
hkg,994.3,1991
hkg,1035.0,1992
hkg,1128.0,1993
hkg,1183.0,1994
hkg,1208.0,1995
hkg,1269.0,1996
hkg,1238.0,1997
hkg,1392.0,1998
hkg,1322.0,1999
hkg,1345.0,2000
hkg,1358.0,2001
hkg,1372.0,2002
hkg,1402.0,2003
hkg,1383.0,2004
hkg,1442.0,2005
hkg,1418.0,2006
hkg,1450.0,2007
hkg,1469.0,2008
hun,97.62,1965
hun,110.6,1966
hun,124.1,1967
hun,138.9,1968
hun,155.5,1969
hun,175.8,1970
hun,197.3,1971
hun,223.0,1972
hun,244.6,1973
hun,274.2,1974
hun,302.6,1975
hun,339.4,1976
hun,375.1,1977
hun,428.6,1978
hun,468.2,1979
hun,468.8,1980
hun,503.5,1981
hun,551.1,1982
hun,598.4,1983
hun,656.7,1984
hun,694.7,1985
hun,710.3,1986
hun,766.7,1987
hun,788.0,1988
hun,832.4,1989
hun,886.1,1990
hun,942.6,1991
hun,1016.0,1992
hun,941.4,1993
hun,954.6,1994
hun,950.7,1995
hun,978.7,1996
hun,954.8,1997
hun,977.1,1998
hun,966.8,1999
hun,966.1,2000
hun,1002.0,2001
hun,1036.0,2002
hun,1100.0,2003
hun,1100.0,2004
hun,1111.0,2005
hun,1147.0,2006
hun,1130.0,2007
hun,1154.0,2008
isl,961.2,1960
isl,1034.0,1961
isl,1082.0,1962
isl,1154.0,1963
isl,1123.0,1964
isl,1222.0,1965
isl,1294.0,1966
isl,1248.0,1967
isl,1168.0,1968
isl,1188.0,1969
isl,1333.0,1970
isl,1446.0,1971
isl,1515.0,1972
isl,1672.0,1973
isl,1932.0,1974
isl,2170.0,1975
isl,2294.0,1976
isl,2394.0,1977
isl,2697.0,1978
isl,2849.0,1979
isl,2845.0,1980
isl,2934.0,1981
isl,2872.0,1982
isl,2274.0,1983
isl,1963.0,1984
isl,1873.0,1985
isl,1844.0,1986
isl,2154.0,1987
isl,2249.0,1988
isl,2232.0,1989
isl,2258.0,1990
isl,2013.0,1991
isl,2093.0,1992
isl,2140.0,1993
isl,2090.0,1994
isl,2090.0,1995
isl,2093.0,1996
isl,2132.0,1997
isl,2055.0,1998
isl,2096.0,1999
isl,2157.0,2000
isl,2135.0,2001
isl,2212.0,2002
isl,2103.0,2003
isl,2286.0,2004
isl,2326.0,2005
isl,2663.0,2006
isl,2740.0,2007
isl,2826.0,2008
ind,7.415,1971
ind,7.601,1972
ind,8.01,1973
ind,8.725,1974
ind,9.592,1975
ind,10.22,1976
ind,10.76,1977
ind,11.69,1978
ind,12.66,1979
ind,13.62,1980
ind,15.09,1981
ind,17.08,1982
ind,18.31,1983
ind,20.99,1984
ind,22.86,1985
ind,25.07,1986
ind,28.08,1987
ind,30.58,1988
ind,35.99,1989
ind,38.13,1990
ind,41.89,1991
ind,45.56,1992
ind,48.66,1993
ind,52.78,1994
ind,55.82,1995
ind,58.62,1996
ind,62.94,1997
ind,66.65,1998
ind,71.12,1999
ind,75.06,2000
ind,77.87,2001
ind,80.62,2002
ind,85.5,2003
ind,89.83,2004
ind,92.67,2005
ind,101.4,2006
ind,108.9,2007
ind,110.7,2008
idn,7.867,1971
idn,8.164,1972
idn,8.523,1973
idn,8.98,1974
idn,9.657,1975
idn,10.41,1976
idn,11.43,1977
idn,13.38,1978
idn,16.12,1979
idn,15.68,1980
idn,18.68,1981
idn,22.0,1982
idn,26.15,1983
idn,28.12,1984
idn,30.05,1985
idn,33.03,1986
idn,36.66,1987
idn,40.95,1988
idn,40.6,1989
idn,48.14,1990
idn,55.17,1991
idn,61.34,1992
idn,68.11,1993
idn,76.66,1994
idn,93.06,1995
idn,99.26,1996
idn,114.0,1997
idn,123.4,1998
idn,131.9,1999
idn,148.2,2000
idn,159.8,2001
idn,161.1,2002
idn,166.7,2003
idn,186.7,2004
idn,188.5,2005
idn,198.0,2006
idn,211.7,2007
idn,222.0,2008
irn,33.03,1971
irn,39.79,1972
irn,45.2,1973
irn,49.99,1974
irn,60.95,1975
irn,76.22,1976
irn,91.28,1977
irn,103.6,1978
irn,123.8,1979
irn,138.4,1980
irn,140.6,1981
irn,170.7,1982
irn,197.6,1983
irn,216.0,1984
irn,233.7,1985
irn,247.0,1986
irn,263.5,1987
irn,262.5,1988
irn,287.9,1989
irn,304.1,1990
irn,323.6,1991
irn,323.1,1992
irn,364.8,1993
irn,369.2,1994
irn,379.3,1995
irn,384.3,1996
irn,418.9,1997
irn,447.2,1998
irn,458.4,1999
irn,476.3,2000
irn,495.2,2001
irn,522.4,2002
irn,565.5,2003
irn,601.0,2004
irn,649.9,2005
irn,700.2,2006
irn,731.2,2007
irn,753.2,2008
irq,150.4,1971
irq,150.6,1972
irq,176.8,1973
irq,173.7,1974
irq,195.8,1975
irq,220.9,1976
irq,198.5,1977
irq,235.7,1978
irq,294.3,1979
irq,343.3,1980
irq,350.3,1981
irq,384.7,1982
irq,482.8,1983
irq,561.0,1984
irq,584.1,1985
irq,599.6,1986
irq,622.2,1987
irl,344.0,1960
irl,362.3,1961
irl,407.8,1962
irl,423.2,1963
irl,459.9,1964
irl,490.0,1965
irl,519.2,1966
irl,545.9,1967
irl,615.0,1968
irl,650.9,1969
irl,721.1,1970
irl,769.4,1971
irl,811.2,1972
irl,842.9,1973
irl,868.2,1974
irl,824.1,1975
irl,881.9,1976
irl,932.0,1977
irl,990.8,1978
irl,1084.0,1979
irl,1057.0,1980
irl,1034.0,1981
irl,1037.0,1982
irl,1055.0,1983
irl,1064.0,1984
irl,1118.0,1985
irl,1149.0,1986
irl,1196.0,1987
irl,1192.0,1988
irl,1233.0,1989
irl,1181.0,1990
irl,1233.0,1991
irl,1295.0,1992
irl,1310.0,1993
irl,1344.0,1994
irl,1373.0,1995
irl,1436.0,1996
irl,1452.0,1997
irl,1487.0,1998
irl,1603.0,1999
irl,1682.0,2000
irl,1755.0,2001
irl,1696.0,2002
irl,1776.0,2003
irl,1851.0,2004
irl,1871.0,2005
irl,1990.0,2006
irl,1963.0,2007
irl,2052.0,2008
isr,559.7,1971
isr,633.5,1972
isr,682.5,1973
isr,661.8,1974
isr,696.6,1975
isr,733.3,1976
isr,759.0,1977
isr,796.8,1978
isr,796.9,1979
isr,798.8,1980
isr,762.5,1981
isr,833.4,1982
isr,884.1,1983
isr,829.6,1984
isr,857.8,1985
isr,870.3,1986
isr,953.5,1987
isr,1133.0,1988
isr,1191.0,1989
isr,1179.0,1990
isr,1180.0,1991
isr,1395.0,1992
isr,1388.0,1993
isr,1485.0,1994
isr,1530.0,1995
isr,1594.0,1996
isr,1713.0,1997
isr,1800.0,1998
isr,1775.0,1999
isr,1980.0,2000
isr,1989.0,2001
isr,2111.0,2002
isr,2161.0,2003
isr,2181.0,2004
isr,2186.0,2005
isr,2254.0,2006
isr,2342.0,2007
isr,2342.0,2008
ita,127.7,1960
ita,139.8,1961
ita,158.8,1962
ita,184.2,1963
ita,208.1,1964
ita,233.8,1965
ita,254.4,1966
ita,275.4,1967
ita,299.4,1968
ita,329.9,1969
ita,361.5,1970
ita,425.8,1971
ita,447.6,1972
ita,479.7,1973
ita,495.0,1974
ita,498.5,1975
ita,536.5,1976
ita,565.0,1977
ita,608.1,1978
ita,645.6,1979
ita,670.4,1980
ita,687.8,1981
ita,726.7,1982
ita,724.7,1983
ita,765.6,1984
ita,784.6,1985
ita,805.5,1986
ita,848.6,1987
ita,868.4,1988
ita,898.6,1989
ita,929.4,1990
ita,963.7,1991
ita,980.8,1992
ita,989.4,1993
ita,997.5,1994
ita,999.6,1995
ita,1011.0,1996
ita,1018.0,1997
ita,1030.0,1998
ita,1054.0,1999
ita,1059.0,2000
ita,1064.0,2001
ita,1087.0,2002
ita,1121.0,2003
ita,1147.0,2004
ita,1153.0,2005
ita,1164.0,2006
ita,1156.0,2007
ita,1176.0,2008
jam,112.9,1971
jam,141.7,1972
jam,144.4,1973
jam,143.9,1974
jam,155.9,1975
jam,162.2,1976
jam,160.9,1977
jam,161.1,1978
jam,149.5,1979
jam,142.7,1980
jam,139.5,1981
jam,143.2,1982
jam,158.3,1983
jam,159.1,1984
jam,146.7,1985
jam,158.0,1986
jam,179.3,1987
jam,174.3,1988
jam,200.2,1989
jam,223.6,1990
jam,226.0,1991
jam,225.4,1992
jam,236.0,1993
jam,253.7,1994
jam,305.4,1995
jam,312.7,1996
jam,320.0,1997
jam,331.3,1998
jam,339.6,1999
jam,341.1,2000
jam,400.8,2001
jam,414.0,2002
jam,411.8,2003
jam,398.6,2004
jam,404.7,2005
jam,397.8,2006
jam,410.8,2007
jam,368.4,2008
jpn,173.3,1960
jpn,202.3,1961
jpn,239.0,1962
jpn,277.9,1963
jpn,321.0,1964
jpn,363.1,1965
jpn,409.9,1966
jpn,466.2,1967
jpn,507.1,1968
jpn,613.6,1969
jpn,678.6,1970
jpn,591.0,1971
jpn,657.1,1972
jpn,728.6,1973
jpn,716.2,1974
jpn,788.9,1975
jpn,841.7,1976
jpn,891.1,1977
jpn,967.6,1978
jpn,999.4,1979
jpn,994.0,1980
jpn,1031.0,1981
jpn,1078.0,1982
jpn,1151.0,1983
jpn,1184.0,1984
jpn,1223.0,1985
jpn,1239.0,1986
jpn,1308.0,1987
jpn,1359.0,1988
jpn,1435.0,1989
jpn,1491.0,1990
jpn,1548.0,1991
jpn,1597.0,1992
jpn,1637.0,1993
jpn,1765.0,1994
jpn,1834.0,1995
jpn,1854.0,1996
jpn,1878.0,1997
jpn,1938.0,1998
jpn,1990.0,1999
jpn,2036.0,2000
jpn,2027.0,2001
jpn,2093.0,2002
jpn,2057.0,2003
jpn,2152.0,2004
jpn,2222.0,2005
jpn,2194.0,2006
jpn,2283.0,2007
jpn,2258.0,2008
jor,51.04,1975
jor,62.05,1976
jor,67.1,1977
jor,74.76,1978
jor,108.3,1979
jor,138.7,1980
jor,155.3,1981
jor,191.8,1982
jor,221.0,1983
jor,238.5,1984
jor,249.3,1985
jor,257.4,1986
jor,267.1,1987
jor,281.6,1988
jor,278.3,1989
jor,268.0,1990
jor,255.4,1991
jor,277.8,1992
jor,299.2,1993
jor,322.7,1994
jor,338.5,1995
jor,358.0,1996
jor,359.7,1997
jor,379.9,1998
jor,379.0,1999
jor,396.4,2000
jor,409.5,2001
jor,471.1,2002
jor,490.5,2003
jor,524.0,2004
jor,553.1,2005
jor,618.2,2006
jor,663.7,2007
jor,719.5,2008
kaz,480.1,1993
kaz,490.2,1994
kaz,427.3,1995
kaz,386.2,1996
kaz,350.8,1997
kaz,354.8,1998
kaz,362.4,1999
kaz,317.0,2000
kaz,350.2,2001
kaz,354.2,2002
kaz,375.7,2003
kaz,386.5,2004
kaz,410.3,2005
kaz,440.6,2006
kaz,455.4,2007
kaz,484.1,2008
ken,15.22,1971
ken,15.94,1972
ken,16.11,1973
ken,16.38,1974
ken,17.42,1975
ken,16.85,1976
ken,17.11,1977
ken,17.91,1978
ken,28.69,1979
ken,28.05,1980
ken,29.26,1981
ken,28.99,1982
ken,29.32,1983
ken,30.03,1984
ken,30.26,1985
ken,29.01,1986
ken,35.43,1987
ken,33.54,1988
ken,32.21,1989
ken,33.4,1990
ken,34.12,1991
ken,35.06,1992
ken,35.92,1993
ken,36.97,1994
ken,30.01,1995
ken,30.62,1996
ken,32.1,1997
ken,33.21,1998
ken,30.16,1999
ken,26.68,2000
ken,29.33,2001
ken,31.26,2002
ken,32.65,2003
ken,33.96,2004
ken,35.27,2005
ken,38.44,2006
ken,41.99,2007
ken,41.18,2008
kor,29.41,1971
kor,34.6,1972
kor,45.41,1973
kor,49.13,1974
kor,57.44,1975
kor,66.66,1976
kor,79.85,1977
kor,105.7,1978
kor,132.7,1979
kor,139.5,1980
kor,153.3,1981
kor,167.8,1982
kor,194.0,1983
kor,216.8,1984
kor,236.1,1985
kor,249.9,1986
kor,275.4,1987
kor,314.4,1988
kor,357.6,1989
kor,413.8,1990
kor,449.8,1991
kor,497.7,1992
kor,540.0,1993
kor,593.1,1994
kor,625.4,1995
kor,670.2,1996
kor,704.3,1997
kor,706.6,1998
kor,736.3,1999
kor,783.7,2000
kor,822.2,2001
kor,881.5,2002
kor,924.9,2003
kor,1004.0,2004
kor,1046.0,2005
kor,1076.0,2006
kor,1105.0,2007
kor,1142.0,2008
kwt,2131.0,1971
kwt,2198.0,1972
kwt,2283.0,1973
kwt,2363.0,1974
kwt,2454.0,1975
kwt,2352.0,1976
kwt,2544.0,1977
kwt,2749.0,1978
kwt,3241.0,1979
kwt,3070.0,1980
kwt,3457.0,1981
kwt,3941.0,1982
kwt,3928.0,1983
kwt,4184.0,1984
kwt,4413.0,1985
kwt,4693.0,1986
kwt,4495.0,1987
kwt,4562.0,1988
kwt,4620.0,1989
kwt,4389.0,1990
kwt,6716.0,1991
kwt,8118.0,1992
kwt,7945.0,1993
kwt,7777.0,1994
kwt,7615.0,1995
kwt,7455.0,1996
kwt,7306.0,1997
kwt,7176.0,1998
kwt,7061.0,1999
kwt,6935.0,2000
kwt,7140.0,2001
kwt,7317.0,2002
kwt,7276.0,2003
kwt,7577.0,2004
kwt,8216.0,2005
kwt,8259.0,2006
kwt,8160.0,2007
kwt,8363.0,2008
kgz,225.0,1990
kgz,215.8,1991
kgz,375.3,1992
kgz,567.1,1993
kgz,418.2,1994
kgz,421.5,1995
kgz,370.0,1996
kgz,339.9,1997
kgz,340.0,1998
kgz,405.2,1999
kgz,484.7,2000
kgz,370.2,2001
kgz,346.7,2002
kgz,481.2,2003
kgz,490.1,2004
kgz,573.1,2005
kgz,624.8,2006
kgz,532.6,2007
kgz,428.3,2008
lva,482.9,1990
lva,490.0,1991
lva,452.7,1992
lva,336.4,1993
lva,376.5,1994
lva,466.7,1995
lva,444.3,1996
lva,444.3,1997
lva,460.5,1998
lva,479.3,1999
lva,500.5,2000
lva,525.5,2001
lva,562.9,2002
lva,611.8,2003
lva,636.2,2004
lva,686.5,2005
lva,759.8,2006
lva,794.0,2007
lva,904.7,2008
lbn,548.6,1993
lbn,598.8,1994
lbn,765.4,1995
lbn,1086.0,1996
lbn,889.3,1997
lbn,838.0,1998
lbn,821.4,1999
lbn,836.6,2000
lbn,840.9,2001
lbn,898.3,2002
lbn,917.1,2003
lbn,893.1,2004
lbn,896.1,2005
lbn,854.8,2006
lbn,871.8,2007
lbn,913.8,2008
lby,98.22,1971
lby,104.4,1972
lby,199.0,1973
lby,226.0,1974
lby,284.5,1975
lby,342.9,1976
lby,418.2,1977
lby,483.1,1978
lby,569.3,1979
lby,543.9,1980
lby,520.4,1981
lby,498.6,1982
lby,478.5,1983
lby,460.0,1984
lby,453.6,1985
lby,601.0,1986
lby,731.2,1987
lby,781.1,1988
lby,759.0,1989
lby,738.3,1990
lby,739.3,1991
lby,759.2,1992
lby,763.2,1993
lby,727.5,1994
lby,707.0,1995
lby,677.8,1996
lby,876.9,1997
lby,1178.0,1998
lby,1136.0,1999
lby,1166.0,2000
lby,1280.0,2001
lby,670.3,2002
lby,679.3,2003
lby,717.0,2004
lby,1229.0,2005
lby,1364.0,2006
lby,1174.0,2007
lby,846.0,2008
ltu,477.0,1990
ltu,496.0,1991
ltu,485.5,1992
ltu,422.1,1993
ltu,418.9,1994
ltu,420.4,1995
ltu,437.9,1996
ltu,469.5,1997
ltu,476.2,1998
ltu,515.6,1999
ltu,483.6,2000
ltu,498.8,2001
ltu,498.5,2002
ltu,523.6,2003
ltu,572.7,2004
ltu,595.4,2005
ltu,655.5,2006
ltu,689.3,2007
ltu,758.9,2008
lux,156.1,1960
lux,157.8,1961
lux,174.6,1962
lux,185.2,1963
lux,198.4,1964
lux,250.4,1965
lux,287.6,1966
lux,340.3,1967
lux,387.1,1968
lux,468.2,1969
lux,495.4,1970
lux,537.5,1971
lux,565.6,1972
lux,622.2,1973
lux,704.3,1974
lux,794.1,1975
lux,887.2,1976
lux,982.3,1977
lux,1088.0,1978
lux,1182.0,1979
lux,1276.0,1980
lux,1396.0,1981
lux,1436.0,1982
lux,1449.0,1983
lux,1516.0,1984
lux,1580.0,1985
lux,1637.0,1986
lux,1677.0,1987
lux,1664.0,1988
lux,1674.0,1989
lux,1502.0,1990
lux,1553.0,1991
lux,1567.0,1992
lux,1623.0,1993
lux,1608.0,1994
lux,1614.0,1995
lux,1591.0,1996
lux,1506.0,1997
lux,1545.0,1998
lux,1524.0,1999
lux,1493.0,2000
lux,1491.0,2001
lux,1482.0,2002
lux,1500.0,2003
lux,1567.0,2004
lux,1554.0,2005
lux,1575.0,2006
lux,1560.0,2007
lux,1566.0,2008
mys,496.4,1997
mys,486.1,1998
mys,482.0,1999
mys,520.3,2000
mys,565.6,2001
mys,595.8,2002
mys,628.5,2003
mys,652.1,2004
mys,677.3,2005
mys,722.5,2006
mys,748.7,2007
mys,768.0,2008
mlt,461.1,1983
mlt,563.6,1984
mlt,576.4,1985
mlt,585.8,1986
mlt,601.7,1987
mlt,687.7,1988
mlt,709.3,1989
mlt,729.7,1990
mlt,744.8,1991
mlt,765.4,1992
mlt,765.0,1993
mlt,1023.0,1994
mlt,1062.0,1995
mlt,1140.0,1996
mlt,1207.0,1997
mlt,1297.0,1998
mlt,1395.0,1999
mlt,1434.0,2000
mlt,1378.0,2001
mlt,1449.0,2002
mlt,1592.0,2003
mlt,1550.0,2004
mlt,1564.0,2005
mlt,1647.0,2006
mlt,1638.0,2007
mlt,1599.0,2008
mex,126.8,1971
mex,136.1,1972
mex,150.3,1973
mex,93.2,1974
mex,99.82,1975
mex,107.8,1976
mex,115.5,1977
mex,126.7,1978
mex,137.8,1979
mex,146.9,1980
mex,160.3,1981
mex,174.7,1982
mex,176.9,1983
mex,178.7,1984
