gdppercapita_growth_percent_per_year,geo,time
-1.915,nga,1961
1.881,nga,1962
6.236,nga,1963
2.672,nga,1964
2.599,nga,1965
-6.347,nga,1966
-17.6,nga,1967
-3.457,nga,1968
21.37,nga,1969
22.1,nga,1970
11.54,nga,1971
0.8809,nga,1972
2.782,nga,1973
8.278,nga,1974
-7.814,nga,1975
5.91,nga,1976
2.865,nga,1977
-8.597,nga,1978
3.626,nga,1979
1.283,nga,1980
-15.43,nga,1981
-2.765,nga,1982
-7.628,nga,1983
-7.157,nga,1984
6.973,nga,1985
-0.08109,nga,1986
-3.235,nga,1987
7.094,nga,1988
4.493,nga,1989
5.514,nga,1990
2.205,nga,1991
0.4482,nga,1992
-0.2226,nga,1993
-2.249,nga,1994
0.1129,nga,1995
1.889,nga,1996
0.3386,nga,1997
-0.4647,nga,1998
-1.244,nga,1999
2.925,nga,2000
0.6457,nga,2001
-0.8974,nga,2002
7.619,nga,2003
7.898,nga,2004
2.819,nga,2005
3.595,nga,2006
3.833,nga,2007
3.387,nga,2008
4.353,nga,2009
6.0,nga,2010
5.432,nor,1961
1.991,nor,1962
3.003,nor,1963
4.219,nor,1964
4.47,nor,1965
2.961,nor,1966
5.371,nor,1967
1.404,nor,1968
3.657,nor,1969
1.26,nor,1970
4.88,nor,1971
4.466,nor,1972
3.75,nor,1973
3.176,nor,1974
4.447,nor,1975
5.298,nor,1976
3.7,nor,1977
3.458,nor,1978
4.003,nor,1979
4.169,nor,1980
1.199,nor,1981
-0.2421,nor,1982
3.524,nor,1983
5.596,nor,1984
5.039,nor,1985
3.667,nor,1986
1.305,nor,1987
-0.7084,nor,1988
0.5815,nor,1989
1.577,nor,1990
2.615,nor,1991
2.927,nor,1992
2.177,nor,1993
4.455,nor,1994
3.647,nor,1995
4.568,nor,1996
4.823,nor,1997
2.073,nor,1998
1.33,nor,1999
2.586,nor,2000
1.475,nor,2001
0.9562,nor,2002
0.3929,nor,2003
3.349,nor,2004
1.893,nor,2005
1.63,nor,2006
1.596,nor,2007
-1.204,nor,2008
-2.899,nor,2009
-0.5647,nor,2010
-1.181,omn,1961
17.34,omn,1962
1.982,omn,1963
-2.427,omn,1964
-2.127,omn,1965
2.423,omn,1966
61.64,omn,1967
76.62,omn,1968
21.8,omn,1969
10.15,omn,1970
-2.61,omn,1971
5.786,omn,1972
-17.64,omn,1973
6.7,omn,1974
18.61,omn,1975
14.5,omn,1976
-4.298,omn,1977
-8.906,omn,1978
-1.394,omn,1979
0.2148,omn,1980
10.63,omn,1981
5.509,omn,1982
10.53,omn,1983
10.92,omn,1984
8.766,omn,1985
-2.248,omn,1986
-7.102,omn,1987
2.142,omn,1988
7.673,omn,1989
-3.939,omn,1990
1.771,omn,1991
3.913,omn,1992
1.927,omn,1993
0.5814,omn,1994
2.673,omn,1995
1.827,omn,1996
5.671,omn,1997
2.801,omn,1998
0.03305,omn,1999
5.18,omn,2000
6.774,omn,2001
1.513,omn,2002
-1.121,omn,2003
1.558,omn,2004
1.804,omn,2005
2.911,omn,2006
3.857,omn,2007
9.559,omn,2008
-1.702,omn,2009
3.479,pak,1961
1.958,pak,1962
6.015,pak,1963
4.885,pak,1964
7.629,pak,1965
3.081,pak,1966
2.666,pak,1967
4.418,pak,1968
2.709,pak,1969
8.369,pak,1970
-2.25,pak,1971
-1.946,pak,1972
4.078,pak,1973
0.5721,pak,1974
1.129,pak,1975
1.956,pak,1976
0.708,pak,1977
4.606,pak,1978
0.3864,pak,1979
6.574,pak,1980
4.309,pak,1981
2.944,pak,1982
3.172,pak,1983
1.536,pak,1984
4.02,pak,1985
2.038,pak,1986
3.008,pak,1987
4.232,pak,1988
1.782,pak,1989
1.448,pak,1990
2.206,pak,1991
4.931,pak,1992
-0.781,pak,1993
1.153,pak,1994
2.305,pak,1995
2.127,pak,1996
-1.633,pak,1997
-0.09319,pak,1998
1.126,pak,1999
1.907,pak,2000
-0.1156,pak,2001
1.269,pak,2002
2.975,pak,2003
5.495,pak,2004
5.777,pak,2005
4.292,pak,2006
3.799,pak,2007
-0.2223,pak,2008
1.741,pak,2009
2.285,pak,2010
-8.891,plw,1992
-14.72,plw,1993
4.369,plw,1994
8.008,plw,1995
7.655,plw,1996
-0.1161,plw,1997
-0.2028,plw,1998
-7.174,plw,1999
-1.249,plw,2000
0.09914,plw,2001
-4.343,plw,2002
-1.926,plw,2003
4.344,plw,2004
4.954,plw,2005
2.46,plw,2006
1.557,plw,2007
-5.417,plw,2008
-2.668,plw,2009
1.372,plw,2010
7.574,pan,1961
5.256,pan,1962
5.309,pan,1963
1.518,pan,1964
5.978,pan,1965
4.401,pan,1966
5.419,pan,1967
3.849,pan,1968
5.442,pan,1969
3.412,pan,1970
6.639,pan,1971
1.766,pan,1972
2.62,pan,1973
-0.2239,pan,1974
-1.014,pan,1975
-0.9261,pan,1976
-1.362,pan,1977
7.06,pan,1978
2.015,pan,1979
-1.251,pan,1980
6.735,pan,1981
3.021,pan,1982
-6.557,pan,1983
0.5264,pan,1984
2.743,pan,1985
1.427,pan,1986
-3.814,pan,1987
-15.14,pan,1988
-0.493,pan,1989
5.907,pan,1990
7.194,pan,1991
5.998,pan,1992
3.309,pan,1993
0.7628,pan,1994
-0.3018,pan,1995
0.7485,pan,1996
4.341,pan,1997
5.226,pan,1998
1.897,pan,1999
0.7525,pan,2000
-1.312,pan,2001
0.3473,pan,2002
2.324,pan,2003
5.616,pan,2004
5.326,pan,2005
6.674,pan,2006
10.24,pan,2007
8.916,pan,2008
0.7571,pan,2009
3.189,pan,2010
4.372,png,1961
4.488,png,1962
2.144,png,1963
6.457,png,1964
8.01,png,1965
3.547,png,1966
1.746,png,1967
1.917,png,1968
5.603,png,1969
7.964,png,1970
3.394,png,1971
2.649,png,1972
3.457,png,1973
-0.3303,png,1974
-3.661,png,1975
-6.024,png,1976
-1.853,png,1977
5.696,png,1978
-0.8467,png,1979
-4.897,png,1980
-2.952,png,1981
-2.354,png,1982
0.4543,png,1983
-2.977,png,1984
1.338,png,1985
2.091,png,1986
0.2753,png,1987
0.4442,png,1988
-3.78,png,1989
-5.355,png,1990
6.876,png,1991
11.05,png,1992
15.27,png,1993
3.279,png,1994
-5.776,png,1995
4.95,png,1996
-6.414,png,1997
-6.289,png,1998
-0.7957,png,1999
-5.001,png,2000
-2.651,png,2001
-2.652,png,2002
-0.3549,png,2003
0.2153,png,2004
1.093,png,2005
0.129,png,2006
4.663,png,2007
4.208,png,2008
3.075,png,2009
5.565,png,2010
4.272,pry,1961
-1.3,pry,1962
1.151,pry,1963
1.157,pry,1964
2.589,pry,1965
-1.512,pry,1966
5.641,pry,1967
0.4388,pry,1968
1.443,pry,1969
2.254,pry,1970
2.879,pry,1971
3.909,pry,1972
4.668,pry,1973
5.667,pry,1974
3.744,pry,1975
4.376,pry,1976
8.148,pry,1977
8.486,pry,1978
8.404,pry,1979
11.67,pry,1980
5.469,pry,1981
-6.502,pry,1982
-5.861,pry,1983
0.07454,pry,1984
0.9908,pry,1985
-2.821,pry,1986
1.441,pry,1987
3.465,pry,1988
2.985,pry,1989
0.411,pry,1990
-0.1302,pry,1991
0.8644,pry,1992
1.406,pry,1993
1.287,pry,1994
3.032,pry,1995
-1.845,pry,1996
0.743,pry,1997
-1.568,pry,1998
-3.544,pry,1999
-5.334,pry,2000
-0.001399,pry,2001
-2.039,pry,2002
1.808,pry,2003
2.136,pry,2004
0.9403,pry,2005
2.399,pry,2006
4.83,pry,2007
3.942,pry,2008
-5.539,pry,2009
13.05,pry,2010
4.334,per,1961
5.257,per,1962
0.7528,per,1963
3.561,per,1964
1.976,per,1965
5.37,per,1966
0.9079,per,1967
-2.4,per,1968
0.9497,per,1969
2.931,per,1970
1.319,per,1971
0.0494,per,1972
2.496,per,1973
6.278,per,1974
0.6065,per,1975
-0.7775,per,1976
-2.271,per,1977
-2.351,per,1978
3.073,per,1979
0.4884,per,1980
4.56,per,1981
-2.967,per,1982
-13.85,per,1983
2.791,per,1984
0.4783,per,1985
7.548,per,1986
5.63,per,1987
-10.66,per,1988
-13.55,per,1989
-7.076,per,1990
0.1499,per,1991
-2.333,per,1992
2.819,per,1993
10.78,per,1994
6.682,per,1995
0.7362,per,1996
5.05,per,1997
-2.289,per,1998
-0.668,per,1999
1.425,per,2000
-1.185,per,2001
3.633,per,2002
2.729,per,2003
3.722,per,2004
5.599,per,2005
6.551,per,2006
7.747,per,2007
8.657,per,2008
-0.2229,per,2009
7.622,per,2010
2.15,phl,1961
1.352,phl,1962
3.608,phl,1963
0.1793,phl,1964
2.026,phl,1965
1.299,phl,1966
2.243,phl,1967
1.929,phl,1968
1.675,phl,1969
0.8189,phl,1970
2.442,phl,1971
2.468,phl,1972
5.853,phl,1973
0.6516,phl,1974
2.613,phl,1975
5.776,phl,1976
2.671,phl,1977
2.26,phl,1978
2.718,phl,1979
2.243,phl,1980
0.5701,phl,1981
0.7707,phl,1982
-0.9122,phl,1983
-9.842,phl,1984
-9.804,phl,1985
0.6529,phl,1986
1.552,phl,1987
3.972,phl,1988
3.502,phl,1989
0.4848,phl,1990
-2.969,phl,1991
-2.009,phl,1992
-0.221,phl,1993
2.03,phl,1994
2.332,phl,1995
3.491,phl,1996
2.868,phl,1997
-2.744,phl,1998
0.8631,phl,1999
2.196,phl,2000
0.7382,phl,2001
1.504,phl,2002
2.848,phl,2003
4.609,phl,2004
2.806,phl,2005
3.346,phl,2006
4.769,phl,2007
2.397,phl,2008
-0.5392,phl,2009
5.834,phl,2010
-7.345,pol,1991
2.201,pol,1992
3.475,pol,1993
5.071,pol,1994
6.807,pol,1995
6.158,pol,1996
7.016,pol,1997
4.944,pol,1998
4.533,pol,1999
4.82,pol,2000
1.75,pol,2001
1.49,pol,2002
3.937,pol,2003
5.406,pol,2004
3.663,pol,2005
6.295,pol,2006
6.843,pol,2007
5.112,pol,2008
1.537,pol,2009
3.856,pol,2010
4.689,prt,1961
5.848,prt,1962
5.447,prt,1963
6.252,prt,1964
7.908,prt,1965
4.866,prt,1966
8.229,prt,1967
9.342,prt,1968
3.041,prt,1969
13.62,prt,1970
7.084,prt,1971
8.182,prt,1972
11.17,prt,1973
-0.2582,prt,1974
-7.915,prt,1975
3.903,prt,1976
4.487,prt,1977
1.713,prt,1978
4.513,prt,1979
3.464,prt,1980
0.7408,prt,1981
1.513,prt,1982
-0.6352,prt,1983
-2.257,prt,1984
2.527,prt,1985
4.046,prt,1986
6.41,prt,1987
7.601,prt,1988
6.596,prt,1989
4.177,prt,1990
4.529,prt,1991
1.068,prt,1992
-2.167,prt,1993
0.748,prt,1994
4.009,prt,1995
3.405,prt,1996
4.063,prt,1997
4.742,prt,1998
3.637,prt,1999
3.368,prt,2000
1.31,prt,2001
0.0315,prt,2002
-1.601,prt,2003
0.9714,prt,2004
0.3219,prt,2005
1.114,prt,2006
2.134,prt,2007
-0.1409,prt,2008
-3.0,prt,2009
1.331,prt,2010
7.635,pri,1961
5.309,pri,1962
8.01,pri,1963
5.033,pri,1964
7.401,pri,1965
5.796,pri,1966
5.451,pri,1967
4.106,pri,1968
7.959,pri,1969
7.333,pri,1970
4.636,pri,1971
5.283,pri,1972
3.696,pri,1973
-2.003,pri,1974
-4.325,pri,1975
3.55,pri,1976
4.996,pri,1977
5.221,pri,1978
4.814,pri,1979
0.3259,pri,1980
-0.06906,pri,1981
-4.08,pri,1982
-0.5558,pri,1983
6.257,pri,1984
1.067,pri,1985
7.133,pri,1986
3.935,pri,1987
5.524,pri,1988
3.988,pri,1989
2.863,pri,1990
1.583,pri,1991
3.891,pri,1992
3.767,pri,1993
3.222,pri,1994
3.588,pri,1995
1.172,pri,1996
3.91,pri,1997
4.926,pri,1998
4.864,pri,1999
2.884,pri,2000
5.666,pri,2001
0.3807,pri,2002
-0.4208,pri,2003
2.567,pri,2004
0.3932,pri,2005
-0.5562,pri,2006
-2.792,pri,2007
-2.207,pri,2008
-2.589,pri,2009
-2.337,pri,2010
0.4219,qat,2001
4.367,qat,2002
-1.154,qat,2003
10.43,qat,2004
-6.272,qat,2005
-0.4749,qat,2006
5.249,qat,2007
5.898,qat,2008
-5.073,qat,2009
-0.009803,rou,1981
3.538,rou,1982
5.755,rou,1983
5.586,rou,1984
-0.536,rou,1985
1.936,rou,1986
0.4048,rou,1987
-0.9662,rou,1988
-6.222,rou,1989
-5.764,rou,1990
-12.14,rou,1991
-8.013,rou,1992
1.65,rou,1993
4.121,rou,1994
7.377,rou,1995
4.309,rou,1996
-5.832,rou,1997
-4.592,rou,1998
-1.045,rou,1999
2.232,rou,2000
7.185,rou,2001
6.685,rou,2002
5.496,rou,2003
8.686,rou,2004
4.416,rou,2005
8.133,rou,2006
6.201,rou,2007
9.595,rou,2008
-8.358,rou,2009
1.148,rou,2010
-3.373,rus,1990
-5.259,rus,1991
-14.57,rus,1992
-8.565,rus,1993
-12.46,rus,1994
-4.017,rus,1995
-3.338,rus,1996
1.699,rus,1997
-5.039,rus,1998
6.829,rus,1999
10.0,rus,2000
5.346,rus,2001
5.212,rus,2002
7.815,rus,2003
7.735,rus,2004
6.896,rus,2005
8.647,rus,2006
8.841,rus,2007
5.359,rus,2008
-7.749,rus,2009
4.108,rus,2010
-7.135,rwa,1961
8.034,rwa,1962
-12.49,rwa,1963
-15.06,rwa,1964
3.838,rwa,1965
3.835,rwa,1966
3.739,rwa,1967
3.821,rwa,1968
7.675,rwa,1969
2.794,rwa,1970
-1.878,rwa,1971
-2.813,rwa,1972
0.233,rwa,1973
-1.774,rwa,1974
-5.23,rwa,1975
15.65,rwa,1976
-1.333,rwa,1977
5.576,rwa,1978
8.219,rwa,1979
5.425,rwa,1980
2.196,rwa,1981
-1.138,rwa,1982
2.868,rwa,1983
-7.35,rwa,1984
0.5975,rwa,1985
0.9036,rwa,1986
-4.757,rwa,1987
0.1824,rwa,1988
-2.355,rwa,1989
-2.189,rwa,1990
0.8672,rwa,1991
12.74,rwa,1992
-0.9189,rwa,1993
-47.29,rwa,1994
37.12,rwa,1995
8.207,rwa,1996
4.921,rwa,1997
-1.274,rwa,1998
-1.481,rwa,1999
1.219,rwa,2000
3.899,rwa,2001
7.944,rwa,2002
0.3369,rwa,2003
5.591,rwa,2004
7.019,rwa,2005
6.428,rwa,2006
2.576,rwa,2007
7.937,rwa,2008
0.9988,rwa,2009
4.336,rwa,2010
7.222,kna,1978
9.478,kna,1979
6.481,kna,1980
0.3197,kna,1981
-2.324,kna,1982
-0.09436,kna,1983
12.97,kna,1984
8.69,kna,1985
12.07,kna,1986
9.078,kna,1987
9.441,kna,1988
7.985,kna,1989
2.619,kna,1990
0.9336,kna,1991
3.843,kna,1992
7.186,kna,1993
5.602,kna,1994
4.136,kna,1995
6.882,kna,1996
7.111,kna,1997
2.681,kna,1998
-0.09223,kna,1999
-1.917,kna,2000
-1.991,kna,2001
-0.2709,kna,2002
0.4696,kna,2003
3.571,kna,2004
4.259,kna,2005
4.155,kna,2006
5.354,kna,2007
4.784,kna,2008
-7.436,kna,2009
-5.452,kna,2010
1.835,lca,1981
-12.32,lca,1982
2.787,lca,1983
21.69,lca,1984
-7.242,lca,1985
13.15,lca,1986
0.5072,lca,1987
10.53,lca,1988
7.579,lca,1989
21.79,lca,1990
1.243,lca,1991
6.124,lca,1992
0.5517,lca,1993
-0.5555,lca,1994
1.336,lca,1995
4.252,lca,1996
-1.343,lca,1997
4.753,lca,1998
1.193,lca,1999
-1.475,lca,2000
-6.262,lca,2001
2.305,lca,2002
1.086,lca,2003
4.448,lca,2004
3.134,lca,2005
4.575,lca,2006
-0.002961,lca,2007
4.167,lca,2008
-2.261,lca,2009
2.134,lca,2010
3.005,vct,1961
2.37,vct,1962
-7.334,vct,1963
2.562,vct,1964
-0.1676,vct,1965
-1.025,vct,1966
-10.43,vct,1967
5.45,vct,1968
1.822,vct,1969
9.598,vct,1970
1.865,vct,1971
24.45,vct,1972
-12.09,vct,1973
-9.832,vct,1974
-8.609,vct,1975
9.214,vct,1976
1.78,vct,1977
10.79,vct,1978
2.367,vct,1979
1.101,vct,1980
5.222,vct,1981
3.957,vct,1982
3.608,vct,1983
5.122,vct,1984
5.372,vct,1985
5.931,vct,1986
3.852,vct,1987
13.91,vct,1988
1.965,vct,1989
4.622,vct,1990
0.3301,vct,1991
7.329,vct,1992
0.06383,vct,1993
-3.037,vct,1994
1.004,vct,1995
1.376,vct,1996
13.35,vct,1997
5.245,vct,1998
4.442,vct,1999
1.777,vct,2000
2.134,vct,2001
3.685,vct,2002
2.879,vct,2003
6.368,vct,2004
1.95,vct,2005
9.366,vct,2006
3.434,vct,2007
1.543,vct,2008
-1.253,vct,2009
-1.044,vct,2010
0.2438,wsm,1983
1.069,wsm,1984
3.615,wsm,1985
5.095,wsm,1986
0.001277,wsm,1987
-1.998,wsm,1988
3.053,wsm,1989
-5.079,wsm,1990
-3.019,wsm,1991
-0.9836,wsm,1992
3.229,wsm,1993
-3.413,wsm,1994
5.547,wsm,1995
6.194,wsm,1996
-0.2511,wsm,1997
1.346,wsm,1998
1.332,wsm,1999
6.189,wsm,2000
6.431,wsm,2001
3.915,wsm,2002
4.382,wsm,2003
4.467,wsm,2004
3.835,wsm,2005
1.689,wsm,2006
6.185,wsm,2007
-3.978,wsm,2008
-2.042,wsm,2009
0.8272,wsm,2010
0.9581,smr,1971
3.177,smr,1972
6.741,smr,1973
4.961,smr,1974
-2.929,smr,1975
5.764,smr,1976
0.9194,smr,1977
1.393,smr,1978
4.092,smr,1979
1.767,smr,1980
-0.5913,smr,1981
-0.8787,smr,1982
-0.03549,smr,1983
2.034,smr,1984
1.62,smr,1985
1.677,smr,1986
2.027,smr,1987
3.014,smr,1988
2.192,smr,1989
0.8393,smr,1990
0.2535,smr,1991
-0.5571,smr,1992
7.326,smr,1993
5.685,smr,1994
8.134,smr,1995
3.972,smr,1996
1.698,smr,1997
6.726,smr,1998
7.927,smr,1999
0.6065,smr,2000
3.399,smr,2001
-2.26,smr,2002
1.18,smr,2003
2.116,smr,2004
0.365,smr,2005
2.435,smr,2006
2.539,smr,2007
1.275,smr,2008
9.801,stp,2002
3.802,stp,2003
4.989,stp,2004
4.069,stp,2005
5.059,stp,2006
4.389,stp,2007
4.151,stp,2008
2.296,stp,2009
2.926,stp,2010
2.016,sau,1969
7.521,sau,1970
14.83,sau,1971
17.97,sau,1972
19.71,sau,1973
21.2,sau,1974
-0.1953,sau,1975
6.739,sau,1976
1.204,sau,1977
-6.495,sau,1978
3.482,sau,1979
0.1675,sau,1980
-1.72,sau,1981
-16.58,sau,1982
-13.72,sau,1983
-8.538,sau,1984
-9.234,sau,1985
0.2253,sau,1986
-8.012,sau,1987
4.078,sau,1988
-3.495,sau,1989
4.712,sau,1990
5.63,sau,1991
1.468,sau,1992
-2.75,sau,1993
-1.769,sau,1994
-1.825,sau,1995
1.762,sau,1996
1.33,sau,1997
1.574,sau,1998
-2.382,sau,1999
2.425,sau,2000
-2.546,sau,2001
-3.518,sau,2002
3.459,sau,2003
1.279,sau,2004
1.921,sau,2005
0.003406,sau,2006
-0.8018,sau,2007
1.59,sau,2008
-2.242,sau,2009
1.347,sau,2010
0.265,sen,1961
-2.815,sen,1962
-0.9212,sen,1963
0.9636,sen,1964
-1.606,sen,1965
-0.1838,sen,1966
-4.214,sen,1967
3.017,sen,1968
-9.47,sen,1969
5.145,sen,1970
-3.322,sen,1971
2.977,sen,1972
-8.55,sen,1973
1.084,sen,1974
4.533,sen,1975
6.112,sen,1976
-5.031,sen,1977
-6.198,sen,1978
4.462,sen,1979
-5.716,sen,1980
2.323,sen,1981
4.916,sen,1982
-7.976,sen,1983
0.7815,sen,1984
0.2933,sen,1985
0.09513,sen,1986
2.958,sen,1987
-3.546,sen,1988
0.888,sen,1989
-3.614,sen,1990
-0.4679,sen,1991
-1.725,sen,1992
-1.62,sen,1993
-2.817,sen,1994
2.518,sen,1995
-0.6324,sen,1996
0.5399,sen,1997
3.289,sen,1998
3.71,sen,1999
0.5856,sen,2000
1.87,sen,2001
-2.0,sen,2002
3.815,sen,2003
3.065,sen,2004
2.804,sen,2005
-0.2041,sen,2006
2.068,sen,2007
0.9551,sen,2008
-0.6052,sen,2009
1.394,sen,2010
-8.061,srb,1990
-9.897,srb,1991
-27.64,srb,1992
-30.99,srb,1993
2.032,srb,1994
6.04,srb,1995
8.221,srb,1996
10.95,srb,1997
1.79,srb,1998
-10.88,srb,1999
5.676,srb,2000
5.481,srb,2001
4.17,srb,2002
2.941,srb,2003
9.555,srb,2004
5.717,srb,2005
4.008,srb,2006
5.828,srb,2007
4.243,srb,2008
-3.112,srb,2009
1.367,srb,2010
-7.519,syc,1961
5.57,syc,1962
7.373,syc,1963
3.299,syc,1964
-3.515,syc,1965
-0.4106,syc,1966
-1.936,syc,1967
4.98,syc,1968
-2.351,syc,1969
6.364,syc,1970
13.24,syc,1971
3.971,syc,1972
6.738,syc,1973
-0.7453,syc,1974
1.214,syc,1975
14.16,syc,1976
-7.768,syc,1977
19.29,syc,1978
14.18,syc,1979
-5.447,syc,1980
-9.24,syc,1981
-2.099,syc,1982
-2.578,syc,1983
3.676,syc,1984
10.3,syc,1985
-0.8786,syc,1986
3.678,syc,1987
4.639,syc,1988
10.33,syc,1989
6.059,syc,1990
1.664,syc,1991
5.813,syc,1992
4.657,syc,1993
-2.427,syc,1994
-2.642,syc,1995
3.389,syc,1996
10.66,syc,1997
6.304,syc,1998
-0.1094,syc,1999
3.327,syc,2000
-2.357,syc,2001
-1.808,syc,2002
-4.864,syc,2003
-2.497,syc,2004
6.952,syc,2005
6.124,syc,2006
9.14,syc,2007
-3.483,syc,2008
0.3055,syc,2009
6.564,syc,2010
0.2151,sle,1961
2.878,sle,1962
0.05467,sle,1963
4.928,sle,1964
5.382,sle,1965
-0.04,sle,1966
-1.707,sle,1967
0.2185,sle,1968
6.597,sle,1969
6.684,sle,1970
1.619,sle,1971
-0.9111,sle,1972
0.3943,sle,1973
1.566,sle,1974
-0.2912,sle,1975
-2.431,sle,1976
-2.002,sle,1977
0.2599,sle,1978
2.281,sle,1979
2.575,sle,1980
0.6767,sle,1981
2.566,sle,1982
-4.217,sle,1983
1.698,sle,1984
-7.654,sle,1985
-1.518,sle,1986
4.163,sle,1987
-9.565,sle,1988
-1.368,sle,1989
2.059,sle,1990
1.998,sle,1991
-18.69,sle,1992
2.22,sle,1993
-1.154,sle,1994
-7.604,sle,1995
5.005,sle,1996
-17.07,sle,1997
-1.841,sle,1998
-9.822,sle,1999
0.9295,sle,2000
13.76,sle,2001
21.76,sle,2002
4.101,sle,2003
2.692,sle,2004
2.992,sle,2005
3.778,sle,2006
3.51,sle,2007
3.017,sle,2008
0.9134,sle,2009
2.664,sle,2010
10.08,sgp,1961
-2.782,sgp,1962
6.176,sgp,1963
-2.006,sgp,1964
11.15,sgp,1965
8.158,sgp,1966
9.762,sgp,1967
11.63,sgp,1968
11.93,sgp,1969
12.06,sgp,1970
10.02,sgp,1971
11.43,sgp,1972
9.012,sgp,1973
4.541,sgp,1974
2.915,sgp,1975
5.995,sgp,1976
5.984,sgp,1977
7.338,sgp,1978
8.021,sgp,1979
8.679,sgp,1980
5.524,sgp,1981
2.569,sgp,1982
7.191,sgp,1983
6.793,sgp,1984
-0.7953,sgp,1985
1.398,sgp,1986
9.096,sgp,1987
8.303,sgp,1988
7.032,sgp,1989
5.915,sgp,1990
3.493,sgp,1991
3.864,sgp,1992
8.694,sgp,1993
7.163,sgp,1994
4.067,sgp,1995
3.449,sgp,1996
4.971,sgp,1997
-5.378,sgp,1998
5.368,sgp,1999
7.2,sgp,2000
-3.848,sgp,2001
3.291,sgp,2002
6.154,sgp,2003
7.876,sgp,2004
4.888,sgp,2005
5.354,sgp,2006
4.337,sgp,2007
-3.773,sgp,2008
-3.719,sgp,2009
12.46,sgp,2010
2.803,svk,1985
3.523,svk,1986
1.891,svk,1987
1.403,svk,1988
0.7221,svk,1989
-3.098,svk,1990
-14.64,svk,1991
-6.752,svk,1992
-4.067,svk,1993
5.788,svk,1994
5.534,svk,1995
6.715,svk,1996
4.249,svk,1997
4.221,svk,1998
-0.0643,svk,1999
1.506,svk,2000
3.672,svk,2001
4.579,svk,2002
4.764,svk,2003
5.003,svk,2004
6.565,svk,2005
8.257,svk,2006
10.37,svk,2007
5.708,svk,2008
-5.12,svk,2009
4.025,svk,2010
-8.958,svn,1991
-5.325,svn,1992
3.089,svn,1993
5.449,svn,1994
3.62,svn,1995
3.713,svn,1996
5.099,svn,1997
3.741,svn,1998
5.25,svn,1999
3.957,svn,2000
2.778,svn,2001
3.698,svn,2002
2.868,svn,2003
4.335,svn,2004
3.827,svn,2005
5.512,svn,2006
6.274,svn,2007
3.426,svn,2008
-8.836,svn,2009
0.9179,svn,2010
3.059,slb,1991
9.54,slb,1992
1.066,slb,1993
6.157,slb,1994
5.246,slb,1995
-1.157,slb,1996
-4.096,slb,1997
-0.9508,slb,1998
-3.166,slb,1999
-16.6,slb,2000
-10.5,slb,2001
-5.471,slb,2002
3.567,slb,2003
2.011,slb,2004
2.53,slb,2005
4.025,slb,2006
7.692,slb,2007
4.412,slb,2008
-3.821,slb,2009
4.24,slb,2010
-5.452,som,1961
4.628,som,1962
0.4267,som,1963
-8.321,som,1964
-8.198,som,1965
6.286,som,1966
3.001,som,1967
-0.7737,som,1968
-4.095,som,1969
2.468,som,1970
1.346,som,1971
9.3,som,1972
-3.309,som,1973
-21.14,som,1974
21.95,som,1975
-9.841,som,1976
10.55,som,1977
-6.657,som,1978
-10.53,som,1979
-9.006,som,1980
3.066,som,1981
3.909,som,1982
-7.537,som,1983
5.192,som,1984
9.102,som,1985
3.214,som,1986
4.21,som,1987
-1.745,som,1988
-1.173,som,1989
-1.918,som,1990
0.6406,zaf,1961
3.247,zaf,1962
4.671,zaf,1963
5.41,zaf,1964
6.472,zaf,1965
2.189,zaf,1966
4.926,zaf,1967
1.955,zaf,1968
2.493,zaf,1969
2.988,zaf,1970
1.901,zaf,1971
-0.6481,zaf,1972
2.231,zaf,1973
3.769,zaf,1974
-0.5179,zaf,1975
0.06444,zaf,1976
-2.175,zaf,1977
0.8657,zaf,1978
1.535,zaf,1979
4.165,zaf,1980
2.83,zaf,1981
-2.849,zaf,1982
-4.33,zaf,1983
2.407,zaf,1984
-3.744,zaf,1985
-2.515,zaf,1986
-0.416,zaf,1987
1.743,zaf,1988
0.1325,zaf,1989
-2.327,zaf,1990
-3.038,zaf,1991
-4.158,zaf,1992
-0.8818,zaf,1993
1.051,zaf,1994
0.91,zaf,1995
2.011,zaf,1996
0.3247,zaf,1997
-1.818,zaf,1998
-0.0833,zaf,1999
1.606,zaf,2000
0.6543,zaf,2001
2.248,zaf,2002
1.647,zaf,2003
3.326,zaf,2004
4.087,zaf,2005
4.426,zaf,2006
4.416,zaf,2007
2.439,zaf,2008
-2.733,zaf,2009
1.469,zaf,2010
10.8,esp,1961
8.946,esp,1962
8.639,esp,1963
4.267,esp,1964
5.106,esp,1965
6.153,esp,1966
3.064,esp,1967
5.212,esp,1968
7.839,esp,1969
3.094,esp,1970
3.495,esp,1971
7.175,esp,1972
6.815,esp,1973
4.605,esp,1974
-0.5229,esp,1975
2.129,esp,1976
1.621,esp,1977
0.08038,esp,1978
-0.8422,esp,1979
1.559,esp,1980
-0.9303,esp,1981
0.7068,esp,1982
1.291,esp,1983
1.369,esp,1984
1.948,esp,1985
2.94,esp,1986
5.287,esp,1987
4.864,esp,1988
4.623,esp,1989
3.624,esp,1990
2.313,esp,1991
0.5967,esp,1992
-1.339,esp,1993
2.108,esp,1994
2.517,esp,1995
2.18,esp,1996
3.595,esp,1997
4.103,esp,1998
4.208,esp,1999
4.171,esp,2000
2.484,esp,2001
1.229,esp,2002
1.401,esp,2003
1.605,esp,2004
