total_reserves_percent_of_debt_to_foreigners,geo,time
7.835,guy,1973
28.33,guy,1974
31.17,guy,1975
6.503,guy,1976
4.423,guy,1977
9.65,guy,1978
2.584,guy,1979
1.522,guy,1980
0.7595,guy,1981
1.057,guy,1982
0.5209,guy,1983
0.4473,guy,1984
0.4255,guy,1985
0.5427,guy,1986
0.4785,guy,1987
0.2138,guy,1988
0.8057,guy,1989
1.463,guy,1990
6.3,guy,1991
9.843,guy,1992
12.59,guy,1993
12.06,guy,1994
12.71,guy,1995
20.54,guy,1996
19.86,guy,1997
18.7,guy,1998
18.99,guy,1999
22.35,guy,2000
21.93,guy,2001
20.74,guy,2002
19.29,guy,2003
17.01,guy,2004
20.71,guy,2005
24.5,guy,2006
42.55,guy,2007
42.94,guy,2008
60.9,guy,2009
57.78,guy,2010
10.04,hti,1970
26.04,hti,1971
41.16,hti,1972
41.56,hti,1973
18.14,hti,1974
9.41,hti,1975
17.16,hti,1976
16.07,hti,1977
15.65,hti,1978
20.52,hti,1979
7.462,hti,1980
6.562,hti,1981
2.115,hti,1982
2.548,hti,1983
2.616,hti,1984
1.614,hti,1985
3.054,hti,1986
2.911,hti,1987
2.388,hti,1988
2.372,hti,1989
1.109,hti,1990
5.297,hti,1991
4.113,hti,1992
4.774,hti,1993
7.913,hti,1994
24.21,hti,1995
24.54,hti,1996
20.14,hti,1997
25.04,hti,1998
22.24,hti,1999
15.56,hti,2000
11.29,hti,2001
6.57,hti,2002
4.652,hti,2003
8.771,hti,2004
10.08,hti,2005
16.87,hti,2006
28.67,hti,2007
27.81,hti,2008
59.62,hti,2009
271.8,hti,2010
18.31,hnd,1970
15.67,hnd,1971
21.36,hnd,1972
21.29,hnd,1973
15.89,hnd,1974
25.58,hnd,1975
35.97,hnd,1976
24.15,hnd,1977
20.08,hnd,1978
18.26,hnd,1979
10.82,hnd,1980
6.298,hnd,1981
6.483,hnd,1982
5.629,hnd,1983
5.823,hnd,1984
4.067,hnd,1985
3.951,hnd,1986
3.447,hnd,1987
1.71,hnd,1988
0.8126,hnd,1989
1.253,hnd,1990
3.307,hnd,1991
5.256,hnd,1992
2.42,hnd,1993
3.792,hnd,1994
5.561,hnd,1995
5.415,hnd,1996
12.01,hnd,1997
16.35,hnd,1998
23.56,hnd,1999
24.41,hnd,2000
28.71,hnd,2001
28.97,hnd,2002
26.25,hnd,2003
32.64,hnd,2004
44.75,hnd,2005
62.87,hnd,2006
77.03,hnd,2007
71.09,hnd,2008
57.43,hnd,2009
64.8,hnd,2010
12.14,ind,1970
13.35,ind,1971
13.64,ind,1972
14.86,ind,1973
18.31,ind,1974
14.88,ind,1975
25.55,ind,1976
39.32,ind,1977
49.77,ind,1978
64.03,ind,1979
56.95,ind,1980
34.96,ind,1981
29.64,ind,1982
25.75,ind,1983
25.12,ind,1984
23.36,ind,1985
22.26,ind,1986
20.49,ind,1987
14.9,ind,1988
10.6,ind,1989
6.581,ind,1990
8.768,ind,1991
10.64,ind,1992
15.77,ind,1993
24.32,ind,1994
24.02,ind,1995
26.22,ind,1996
29.97,ind,1997
31.03,ind,1998
36.32,ind,1999
40.96,ind,2000
49.73,ind,2001
68.32,ind,2002
88.01,ind,2003
107.4,ind,2004
114.6,ind,2005
112.3,ind,2006
136.3,ind,2007
113.9,ind,2008
113.9,ind,2009
103.5,ind,2010
3.54,idn,1970
3.77,idn,1971
9.893,idn,1972
11.16,idn,1973
16.48,idn,1974
5.152,idn,1975
10.74,idn,1976
15.4,idn,1977
14.83,idn,1978
22.58,idn,1979
32.49,idn,1980
27.45,idn,1981
18.15,idn,1982
16.22,idn,1983
17.89,idn,1984
16.31,idn,1985
12.27,idn,1986
13.51,idn,1987
11.7,idn,1988
11.28,idn,1989
12.39,idn,1990
13.03,idn,1991
13.05,idn,1992
13.99,idn,1993
12.36,idn,1994
11.98,idn,1995
15.04,idn,1996
12.83,idn,1997
15.58,idn,1998
18.05,idn,1999
20.48,idn,2000
21.28,idn,2001
25.07,idn,2002
27.17,idn,2003
26.48,idn,2004
25.85,idn,2005
33.98,idn,2006
42.54,idn,2007
34.98,idn,2008
40.6,idn,2009
53.73,idn,2010
284.0,irn,1980
86.38,irn,1981
93.32,irn,1982
14.17,jam,1970
17.67,jam,1971
15.34,jam,1972
10.57,jam,1973
13.27,jam,1974
7.78,jam,1975
2.235,jam,1976
2.958,jam,1977
4.133,jam,1978
4.081,jam,1979
5.49,jam,1980
3.68,jam,1981
3.81,jam,1982
1.82,jam,1983
2.68,jam,1984
3.906,jam,1985
2.317,jam,1986
3.665,jam,1987
3.188,jam,1988
2.316,jam,1989
3.532,jam,1990
2.313,jam,1991
7.04,jam,1992
9.505,jam,1993
15.96,jam,1994
14.87,jam,1995
21.67,jam,1996
18.07,jam,1997
18.19,jam,1998
14.12,jam,1999
22.3,jam,2000
35.31,jam,2001
29.89,jam,2002
21.27,jam,2003
28.62,jam,2004
33.22,jam,2005
28.77,jam,2006
18.03,jam,2007
17.16,jam,2008
18.89,jam,2009
18.04,jam,2010
216.2,jor,1970
168.0,jor,1971
162.2,jor,1972
167.7,jor,1973
170.5,jor,1974
166.5,jor,1975
133.9,jor,1976
97.46,jor,1977
96.18,jor,1978
111.7,jor,1979
93.46,jor,1980
69.1,jor,1981
52.01,jor,1982
41.04,jor,1983
25.61,jor,1984
19.52,jor,1985
17.66,jor,1986
14.53,jor,1987
7.002,jor,1988
10.53,jor,1989
13.67,jor,1990
11.39,jor,1991
12.93,jor,1992
25.46,jor,1993
26.44,jor,1994
29.76,jor,1995
27.82,jor,1996
33.31,jor,1997
26.3,jor,1998
34.27,jor,1999
46.79,jor,2000
42.13,jor,2001
50.77,jor,2002
64.36,jor,2003
67.52,jor,2004
70.96,jor,2005
86.68,jor,2006
94.67,jor,2007
135.5,jor,2008
183.4,jor,2009
174.3,jor,2010
41.16,kaz,1993
43.6,kaz,1994
44.26,kaz,1995
67.07,kaz,1996
54.51,kaz,1997
32.3,kaz,1998
32.65,kaz,1999
16.88,kaz,2000
16.83,kaz,2001
17.47,kaz,2002
21.8,kaz,2003
28.27,kaz,2004
16.26,kaz,2005
26.4,kaz,2006
18.46,kaz,2007
18.53,kaz,2008
20.86,kaz,2009
23.81,kaz,2010
46.03,ken,1970
34.33,ken,1971
34.76,ken,1972
27.59,ken,1973
16.77,ken,1974
13.44,ken,1975
18.45,ken,1976
31.7,ken,1977
16.97,ken,1978
24.57,ken,1979
15.91,ken,1980
8.142,ken,1981
7.367,ken,1982
11.2,ken,1983
11.8,ken,1984
9.968,ken,1985
9.657,ken,1986
5.091,ken,1987
5.103,ken,1988
5.377,ken,1989
3.347,ken,1990
1.947,ken,1991
1.153,ken,1992
6.142,ken,1993
8.256,ken,1994
5.257,ken,1995
11.39,ken,1996
12.55,ken,1997
11.48,ken,1998
12.23,ken,1999
14.62,ken,2000
19.31,ken,2001
17.45,ken,2002
21.6,ken,2003
21.97,ken,2004
27.99,ken,2005
36.49,ken,2006
44.97,ken,2007
38.14,ken,2008
47.05,ken,2009
51.44,ken,2010
231.6,kos,2009
247.3,kos,2010
16.52,kgz,1993
5.861,kgz,1994
21.93,kgz,1995
12.33,kgz,1996
14.49,kgz,1997
12.47,kgz,1998
14.62,kgz,1999
14.33,kgz,2000
16.68,kgz,2001
17.15,kgz,2002
19.73,kgz,2003
23.22,kgz,2004
28.67,kgz,2005
33.07,kgz,2006
42.83,kgz,2007
35.03,kgz,2008
39.75,kgz,2009
43.18,kgz,2010
0.04835,lao,1988
0.564,lao,1989
0.4743,lao,1990
1.855,lao,1991
2.403,lao,1992
3.51,lao,1993
3.262,lao,1994
4.582,lao,1995
7.805,lao,1996
5.049,lao,1997
4.782,lao,1998
5.339,lao,1999
5.741,lao,2000
6.054,lao,2001
7.101,lao,2002
11.08,lao,2003
10.5,lao,2004
10.87,lao,2005
13.68,lao,2006
16.13,lao,2007
17.51,lao,2008
16.84,lao,2009
19.87,lao,2010
223.2,lva,1993
171.4,lva,1994
130.1,lva,1995
60.57,lva,1996
30.17,lva,1997
28.03,lva,1998
23.25,lva,1999
18.93,lva,2000
23.0,lva,2001
19.48,lva,2002
17.45,lva,2003
16.29,lva,2004
16.57,lva,2005
20.05,lva,2006
14.76,lva,2007
12.53,lva,2008
16.5,lva,2009
19.23,lva,2010
630.4,lbn,1970
879.4,lbn,1971
1499.0,lbn,1972
2672.0,lbn,1973
6082.0,lbn,1974
5461.0,lbn,1975
6517.0,lbn,1976
5809.0,lbn,1977
2120.0,lbn,1978
2253.0,lbn,1979
1377.0,lbn,1980
834.4,lbn,1981
940.4,lbn,1982
589.1,lbn,1983
405.7,lbn,1984
466.8,lbn,1985
472.4,lbn,1986
501.6,lbn,1987
479.3,lbn,1988
449.6,lbn,1989
235.6,lbn,1990
290.3,lbn,1991
251.9,lbn,1992
432.7,lbn,1993
347.4,lbn,1994
272.3,lbn,1995
232.4,lbn,1996
169.9,lbn,1997
132.1,lbn,1998
123.2,lbn,1999
82.73,lbn,2000
58.66,lbn,2001
59.02,lbn,2002
83.89,lbn,2003
68.21,lbn,2004
71.24,lbn,2005
76.61,lbn,2006
80.35,lbn,2007
116.2,lbn,2008
159.7,lbn,2009
183.1,lbn,2010
69.87,lso,1980
51.41,lso,1981
38.94,lso,1982
51.82,lso,1983
35.19,lso,1984
24.83,lso,1985
30.49,lso,1986
26.11,lso,1987
19.6,lso,1988
14.93,lso,1989
18.3,lso,1990
25.71,lso,1991
31.85,lso,1992
46.59,lso,1993
59.85,lso,1994
66.74,lso,1995
65.67,lso,1996
84.9,lso,1997
83.56,lso,1998
73.24,lso,1999
62.2,lso,2000
64.66,lso,2001
62.09,lso,2002
65.46,lso,2003
65.42,lso,2004
78.42,lso,2005
101.3,lso,2006
11.56,lbr,1974
10.74,lbr,1975
8.234,lbr,1976
9.361,lbr,1977
4.067,lbr,1978
9.217,lbr,1979
0.7948,lbr,1980
1.025,lbr,1981
0.7172,lbr,1982
2.024,lbr,1983
0.3219,lbr,1984
0.1214,lbr,1985
0.1717,lbr,1986
0.02759,lbr,1987
0.02065,lbr,1988
0.4203,lbr,1989
0.06007,lbr,1991
0.04518,lbr,1992
0.1063,lbr,1993
0.2159,lbr,1994
1.143,lbr,1995
0.01559,lbr,1996
0.01754,lbr,1997
0.02419,lbr,1998
0.01694,lbr,1999
0.009588,lbr,2000
0.01605,lbr,2001
0.1016,lbr,2002
0.206,lbr,2003
0.4921,lbr,2004
0.6516,lbr,2005
1.75,lbr,2006
3.207,lbr,2007
5.142,lbr,2008
22.5,lbr,2009
193.2,ltu,1992
127.1,ltu,1993
118.7,ltu,1994
107.7,ltu,1995
58.94,ltu,1996
35.05,ltu,1997
42.11,ltu,1998
28.29,ltu,1999
28.85,ltu,2000
31.54,ltu,2001
39.09,ltu,2002
46.14,ltu,2003
34.25,ltu,2004
33.37,ltu,2005
31.08,ltu,2006
26.19,ltu,2007
20.27,ltu,2008
20.81,ltu,2009
22.29,ltu,2010
11.57,mkd,1993
15.07,mkd,1994
21.54,mkd,1995
14.71,mkd,1996
22.73,mkd,1997
22.47,mkd,1998
32.25,mkd,1999
31.33,mkd,2000
53.7,mkd,2001
46.9,mkd,2002
49.8,mkd,2003
35.21,mkd,2004
45.14,mkd,2005
57.53,mkd,2006
54.42,mkd,2007
45.08,mkd,2008
40.91,mkd,2009
39.23,mkd,2010
7.652,mdg,1970
9.488,mdg,1971
10.24,mdg,1972
13.45,mdg,1973
6.58,mdg,1974
4.498,mdg,1975
22.2,mdg,1976
8.818,mdg,1977
16.64,mdg,1978
0.6519,mdg,1979
0.7347,mdg,1980
1.653,mdg,1981
1.037,mdg,1982
1.438,mdg,1983
2.754,mdg,1984
1.922,mdg,1985
3.825,mdg,1986
5.05,mdg,1987
6.1,mdg,1988
7.177,mdg,1989
2.496,mdg,1990
2.283,mdg,1991
2.167,mdg,1992
2.13,mdg,1993
1.758,mdg,1994
2.533,mdg,1995
5.836,mdg,1996
6.87,mdg,1997
3.909,mdg,1998
4.788,mdg,1999
6.079,mdg,2000
9.591,mdg,2001
8.053,mdg,2002
8.379,mdg,2003
13.29,mdg,2004
13.78,mdg,2005
39.1,mdg,2006
49.59,mdg,2007
47.33,mdg,2008
51.54,mdg,2009
51.04,mdg,2010
21.6,mwi,1970
20.97,mwi,1971
20.63,mwi,1972
31.02,mwi,1973
33.76,mwi,1974
22.77,mwi,1975
8.481,mwi,1976
19.3,mwi,1977
12.96,mwi,1978
11.38,mwi,1979
9.152,mwi,1980
6.593,mwi,1981
3.299,mwi,1982
2.275,mwi,1983
6.883,mwi,1984
4.815,mwi,1985
2.56,mwi,1986
4.247,mwi,1987
11.11,mwi,1988
7.487,mwi,1989
9.128,mwi,1990
9.482,mwi,1991
2.59,mwi,1992
3.391,mwi,1993
2.362,mwi,1994
5.138,mwi,1995
9.749,mwi,1996
6.558,mwi,1997
10.63,mwi,1998
9.125,mwi,1999
9.113,mwi,2000
7.973,mwi,2001
5.746,mwi,2002
4.112,mwi,2003
3.9,mwi,2004
5.199,mwi,2005
16.74,mwi,2006
28.76,mwi,2007
28.41,mwi,2008
15.8,mwi,2009
35.3,mwi,2010
133.0,mys,1970
118.0,mys,1971
108.0,mys,1972
143.3,mys,1973
145.3,mys,1974
80.26,mys,1975
96.87,mys,1976
89.66,mys,1977
88.09,mys,1978
101.0,mys,1979
87.06,mys,1980
54.73,mys,1981
36.19,mys,1982
26.62,mys,1983
23.71,mys,1984
28.01,mys,1985
31.73,mys,1986
37.54,mys,1987
40.34,mys,1988
53.65,mys,1989
69.54,mys,1990
68.6,mys,1991
90.04,mys,1992
107.8,mys,1993
86.82,mys,1994
71.92,mys,1995
70.3,mys,1996
45.46,mys,1997
61.86,mys,1998
74.02,mys,1999
68.6,mys,2000
66.35,mys,2001
70.11,mys,2002
91.5,mys,2003
127.6,mys,2004
135.9,mys,2005
151.0,mys,2006
166.1,mys,2007
139.5,mys,2008
145.9,mys,2009
130.7,mys,2010
6.432,mdv,1978
5.56,mdv,1979
3.684,mdv,1980
2.946,mdv,1981
12.92,mdv,1982
5.881,mdv,1983
6.195,mdv,1984
5.528,mdv,1985
10.07,mdv,1986
11.25,mdv,1987
30.25,mdv,1988
37.08,mdv,1989
31.27,mdv,1990
28.89,mdv,1991
29.71,mdv,1992
23.28,mdv,1993
25.27,mdv,1994
30.96,mdv,1995
45.28,mdv,1996
57.38,mdv,1997
61.23,mdv,1998
58.08,mdv,1999
59.61,mdv,2000
37.21,mdv,2001
45.17,mdv,2002
54.17,mdv,2003
55.83,mdv,2004
40.96,mdv,2005
34.3,mdv,2006
30.0,mdv,2007
21.37,mdv,2008
23.67,mdv,2009
29.66,mdv,2010
0.3615,mli,1970
0.7634,mli,1971
1.397,mli,1972
1.403,mli,1973
1.751,mli,1974
1.178,mli,1975
1.845,mli,1976
1.473,mli,1977
2.017,mli,1978
2.754,mli,1979
3.526,mli,1980
2.995,mli,1981
2.894,mli,1982
2.369,mli,1983
2.622,mli,1984
1.969,mli,1985
1.127,mli,1986
1.218,mli,1987
2.163,mli,1988
5.799,mli,1989
8.013,mli,1990
12.55,mli,1991
10.84,mli,1992
11.7,mli,1993
8.485,mli,1994
10.92,mli,1995
14.73,mli,1996
13.16,mli,1997
12.57,mli,1998
10.94,mli,1999
12.92,mli,2000
12.2,mli,2001
21.33,mli,2002
31.2,mli,2003
26.08,mli,2004
26.69,mli,2005
60.92,mli,2006
59.55,mli,2007
52.75,mli,2008
77.49,mli,2009
57.79,mli,2010
12.16,mrt,1970
19.28,mrt,1971
24.08,mrt,1972
40.19,mrt,1973
61.88,mrt,1974
25.36,mrt,1975
20.14,mrt,1976
9.748,mrt,1977
11.92,mrt,1978
16.47,mrt,1979
17.44,mrt,1980
17.24,mrt,1981
12.69,mrt,1982
8.632,mrt,1983
6.139,mrt,1984
4.323,mrt,1985
3.02,mrt,1986
3.816,mrt,1987
2.94,mrt,1988
4.414,mrt,1989
2.77,mrt,1990
3.25,mrt,1991
3.089,mrt,1992
2.257,mrt,1993
1.951,mrt,1994
3.753,mrt,1995
5.922,mrt,1996
8.185,mrt,1997
2.178,mrt,1998
1.525,mrt,1999
2.078,mrt,2000
1.743,mrt,2001
3.27,mrt,2002
1.357,mrt,2003
1.668,mrt,2004
3.049,mrt,2005
12.02,mrt,2006
12.17,mrt,2007
10.0,mrt,2008
11.62,mrt,2009
11.7,mrt,2010
145.5,mus,1970
155.3,mus,1971
195.5,mus,1972
157.8,mus,1973
274.1,mus,1974
318.1,mus,1975
137.9,mus,1976
66.86,mus,1977
28.02,mus,1978
15.82,mus,1979
26.85,mus,1980
9.907,mus,1981
10.02,mus,1982
6.294,mus,1983
6.895,mus,1984
7.311,mus,1985
23.77,mus,1986
46.06,mus,1987
56.21,mus,1988
66.72,mus,1989
81.65,mus,1990
92.25,mus,1991
89.07,mus,1992
86.68,mus,1993
70.2,mus,1994
62.68,mus,1995
65.69,mus,1996
53.1,mus,1997
45.02,mus,1998
58.91,mus,1999
96.63,mus,2000
100.6,mus,2001
137.2,mus,2002
163.6,mus,2003
176.7,mus,2004
175.3,mus,2005
208.1,mus,2006
274.3,mus,2007
284.2,mus,2008
280.4,mus,2009
243.4,mus,2010
10.85,mex,1970
13.09,mex,1971
15.8,mex,1972
15.98,mex,1973
13.77,mex,1974
10.4,mex,1975
5.857,mex,1976
6.215,mex,1977
6.355,mex,1978
7.219,mex,1979
7.277,mex,1980
6.356,mex,1981
2.065,mex,1982
5.156,mex,1983
8.456,mex,1984
5.863,mex,1985
6.615,mex,1986
12.51,mex,1987
6.377,mex,1988
7.183,mex,1989
9.782,mex,1990
15.83,mex,1991
17.07,mex,1992
19.38,mex,1993
4.649,mex,1994
10.31,mex,1995
12.5,mex,1996
19.53,mex,1997
20.02,mex,1998
19.09,mex,1999
23.58,mex,2000
27.34,mex,2001
32.2,mex,2002
36.53,mex,2003
39.56,mex,2004
44.69,mex,2005
47.35,mex,2006
48.83,mex,2007
50.93,mex,2008
58.25,mex,2009
60.27,mex,2010
6.368,mda,1992
27.49,mda,1993
35.81,mda,1994
36.97,mda,1995
37.1,mda,1996
34.08,mda,1997
13.52,mda,1998
18.24,mda,1999
13.17,mda,2000
13.95,mda,2001
14.92,mda,2002
15.59,mda,2003
24.2,mda,2004
29.13,mda,2005
31.82,mda,2006
42.03,mda,2007
48.33,mda,2008
41.61,mda,2009
37.22,mda,2010
6.434,mng,1992
17.03,mng,1993
20.28,mng,1994
29.68,mng,1995
30.14,mng,1996
33.05,mng,1997
14.19,mng,1998
14.98,mng,1999
22.54,mng,2000
23.34,mng,2001
25.81,mng,2002
13.83,mng,2003
13.69,mng,2004
25.11,mng,2005
49.96,mng,2006
59.57,mng,2007
35.83,mng,2008
61.93,mng,2009
93.6,mng,2010
54.36,mne,2006
54.55,mne,2007
29.71,mne,2008
24.74,mne,2009
35.78,mne,2010
14.39,mar,1970
15.68,mar,1971
21.3,mar,1972
23.91,mar,1973
33.31,mar,1974
16.46,mar,1975
16.34,mar,1976
10.87,mar,1977
11.15,mar,1978
11.18,mar,1979
8.369,mar,1980
4.816,mar,1981
4.348,mar,1982
2.878,mar,1983
1.911,mar,1984
2.151,mar,1985
2.714,mar,1986
3.576,mar,1987
3.96,mar,1988
3.467,mar,1989
9.349,mar,1990
14.9,mar,1991
16.84,mar,1992
17.78,mar,1993
20.12,mar,1994
16.3,mar,1995
16.74,mar,1996
17.87,mar,1997
19.61,mar,1998
25.7,mar,1999
24.27,mar,2000
46.14,mar,2001
57.69,mar,2002
77.72,mar,2003
98.6,mar,2004
102.3,mar,2005
116.7,mar,2006
120.3,mar,2007
109.1,mar,2008
99.23,mar,2009
92.94,mar,2010
4.194,moz,1984
1.626,moz,1985
1.648,moz,1986
2.894,moz,1987
4.22,moz,1988
4.718,moz,1989
5.038,moz,1990
5.152,moz,1991
4.593,moz,1992
3.627,moz,1993
2.458,moz,1994
2.636,moz,1995
4.577,moz,1996
7.088,moz,1997
7.56,moz,1998
9.362,moz,1999
10.3,moz,2000
15.03,moz,2001
16.49,moz,2002
24.58,moz,2003
25.93,moz,2004
26.55,moz,2005
45.92,moz,2006
52.42,moz,2007
48.95,moz,2008
53.91,moz,2009
54.93,moz,2010
80.22,mmr,1970
48.98,mmr,1971
31.82,mmr,1972
42.7,mmr,1973
68.44,mmr,1974
49.05,mmr,1975
41.77,mmr,1976
23.65,mmr,1977
15.76,mmr,1978
25.91,mmr,1979
27.24,mmr,1980
19.16,mmr,1981
10.71,mmr,1982
7.958,mmr,1983
5.97,mmr,1984
3.747,mmr,1985
3.452,mmr,1986
3.381,mmr,1987
4.073,mmr,1988
8.688,mmr,1989
8.722,mmr,1990
7.122,mmr,1991
6.794,mmr,1992
6.972,mmr,1993
7.907,mmr,1994
11.28,mmr,1995
6.068,mmr,1996
5.759,mmr,1997
6.756,mmr,1998
5.54,mmr,1999
4.795,mmr,2000
8.059,mmr,2001
8.165,mmr,2002
8.613,mmr,2003
10.34,mmr,2004
12.68,mmr,2005
19.03,mmr,2006
3367.0,npl,1970
1232.0,npl,1971
924.7,npl,1972
676.5,npl,1973
536.7,npl,1974
337.9,npl,1975
293.2,npl,1976
160.6,npl,1977
158.2,npl,1978
160.8,npl,1979
133.0,npl,1980
94.1,npl,1981
76.06,npl,1982
42.22,npl,1983
27.34,npl,1984
17.88,npl,1985
19.61,npl,1986
25.5,npl,1987
24.27,npl,1988
20.12,npl,1989
21.77,npl,1990
25.55,npl,1991
28.82,npl,1992
34.94,npl,1993
32.41,npl,1994
26.79,npl,1995
26.18,npl,1996
27.78,npl,1997
29.97,npl,1998
29.45,npl,1999
34.43,npl,2000
39.51,npl,2001
35.78,npl,2002
40.67,npl,2003
45.55,npl,2004
49.23,npl,2005
57.06,npl,2006
55.91,npl,2007
66.7,npl,2008
74.97,npl,2009
79.01,npl,2010
24.28,nic,1970
23.57,nic,1971
26.26,nic,1972
26.52,nic,1973
17.71,nic,1974
15.5,nic,1975
16.78,nic,1976
11.93,nic,1977
3.938,nic,1978
10.15,nic,1979
3.426,nic,1980
4.8,nic,1981
6.109,nic,1982
5.38,nic,1983
1.428,nic,1987
1.911,nic,1988
1.691,nic,1989
1.54,nic,1990
1.546,nic,1991
2.561,nic,1992
0.5208,nic,1993
1.216,nic,1994
1.366,nic,1995
3.4,nic,1996
6.268,nic,1997
5.611,nic,1998
7.574,nic,1999
7.304,nic,2000
6.088,nic,2001
7.126,nic,2002
7.499,nic,2003
13.32,nic,2004
14.76,nic,2005
22.41,nic,2006
29.81,nic,2007
26.96,nic,2008
33.67,nic,2009
37.58,nic,2010
59.16,ner,1970
80.79,ner,1971
75.34,ner,1972
77.91,ner,1973
48.39,ner,1974
43.9,ner,1975
61.85,ner,1976
58.89,ner,1977
21.37,ner,1978
21.75,ner,1979
15.3,ner,1980
10.71,ner,1981
3.613,ner,1982
5.905,ner,1983
9.416,ner,1984
11.45,ner,1985
13.41,ner,1986
15.37,ner,1987
13.92,ner,1988
14.19,ner,1989
12.89,ner,1990
13.54,ner,1991
14.77,ner,1992
