traffic_mortality_45_59_per_100000_people,geo,time
22.08,aut,1977
25.2,aut,1978
25.12,aut,1979
21.9,aut,1980
23.0,aut,1981
20.65,aut,1982
22.03,aut,1983
22.12,aut,1984
17.55,aut,1985
17.35,aut,1986
16.71,aut,1987
16.94,aut,1988
15.8,aut,1989
15.32,aut,1990
13.35,aut,1991
13.7,aut,1992
12.57,aut,1993
12.41,aut,1994
11.81,aut,1995
9.321,aut,1996
10.44,aut,1997
8.6,aut,1998
9.588,aut,1999
8.272,aut,2000
8.62,aut,2001
9.398,aut,2002
9.443,aut,2003
7.485,aut,2004
7.435,aut,2005
6.92,aut,2006
6.341,aut,2007
6.563,aut,2008
20.14,aze,1981
17.18,aze,1982
19.37,aze,1985
22.14,aze,1986
16.17,aze,1987
21.96,aze,1988
23.37,aze,1989
24.02,aze,1990
21.37,aze,1991
22.51,aze,1992
18.45,aze,1993
2.851,aze,1994
5.72,aze,1995
7.897,aze,1996
7.798,aze,1997
8.051,aze,1998
6.221,aze,1999
8.267,aze,2000
0.0,bhr,1985
12.15,bhr,1987
17.0,bhr,1988
21.63,bhr,1997
21.19,bhr,1998
3.827,bhr,1999
9.817,bhr,2000
4.754,bhr,2001
16.69,blr,1981
16.73,blr,1982
12.66,blr,1985
11.73,blr,1986
11.43,blr,1987
17.69,blr,1988
23.18,blr,1989
28.47,blr,1990
30.06,blr,1991
27.32,blr,1992
20.81,blr,1993
19.88,blr,1994
22.11,blr,1995
17.59,blr,1997
23.62,blr,1998
21.07,blr,1999
17.3,blr,2000
17.93,blr,2001
27.26,blr,2002
28.84,blr,2003
22.76,blr,2007
11.63,bel,1954
11.85,bel,1955
13.62,bel,1956
16.47,bel,1957
15.87,bel,1958
15.68,bel,1959
19.88,bel,1960
20.24,bel,1961
17.57,bel,1962
18.01,bel,1963
23.82,bel,1964
25.48,bel,1965
25.94,bel,1966
25.22,bel,1967
26.52,bel,1968
29.58,bel,1969
27.6,bel,1970
28.54,bel,1971
29.13,bel,1972
24.04,bel,1973
23.16,bel,1974
21.4,bel,1975
19.08,bel,1976
20.08,bel,1977
20.28,bel,1978
19.93,bel,1979
20.62,bel,1980
18.21,bel,1981
19.03,bel,1982
19.72,bel,1983
15.4,bel,1984
15.17,bel,1985
18.57,bel,1986
15.94,bel,1987
16.71,bel,1988
15.04,bel,1989
13.72,bel,1990
14.79,bel,1991
13.71,bel,1992
13.87,bel,1993
15.3,bel,1994
12.54,bel,1995
12.11,bel,1996
10.75,bel,1997
12.36,bel,1998
10.65,bel,1999
8.612,bel,2004
25.22,bra,1982
23.06,bra,1983
25.29,bra,1984
26.83,bra,1985
31.13,bra,1986
31.01,bra,1987
30.0,bra,1988
29.54,bra,1989
28.7,bra,1990
26.85,bra,1991
24.88,bra,1992
24.86,bra,1993
24.98,bra,1994
28.1,bra,1995
25.42,bra,1996
26.95,bra,1997
23.6,bra,1998
21.92,bra,1999
20.79,bra,2000
21.55,bra,2001
22.25,bra,2002
21.89,bra,2003
23.38,bra,2004
22.96,bra,2005
6.821,bgr,1964
6.011,bgr,1965
13.93,bgr,1966
12.41,bgr,1967
14.86,bgr,1968
13.77,bgr,1969
14.06,bgr,1970
15.36,bgr,1971
15.49,bgr,1972
15.19,bgr,1973
13.36,bgr,1974
15.57,bgr,1975
14.82,bgr,1976
16.32,bgr,1977
14.52,bgr,1978
17.86,bgr,1979
15.61,bgr,1980
15.71,bgr,1981
14.74,bgr,1982
13.49,bgr,1983
13.77,bgr,1984
15.1,bgr,1985
13.82,bgr,1986
14.8,bgr,1987
13.64,bgr,1988
15.39,bgr,1989
18.08,bgr,1990
11.61,bgr,1991
13.87,bgr,1992
14.37,bgr,1993
16.33,bgr,1994
14.33,bgr,1995
12.29,bgr,1996
11.57,bgr,1997
11.75,bgr,1998
10.99,bgr,1999
12.6,bgr,2000
13.49,bgr,2001
12.39,bgr,2002
11.33,bgr,2003
9.948,bgr,2004
11.52,bgr,2005
14.24,bgr,2006
13.52,bgr,2007
12.25,bgr,2008
18.01,can,1950
21.11,can,1951
20.87,can,1952
20.54,can,1953
18.15,can,1954
19.29,can,1955
23.3,can,1956
23.89,can,1957
21.15,can,1958
21.62,can,1959
21.43,can,1960
22.33,can,1961
24.96,can,1962
25.01,can,1963
25.48,can,1964
25.93,can,1965
26.6,can,1966
27.33,can,1967
25.87,can,1968
26.06,can,1969
22.2,can,1970
23.33,can,1971
24.72,can,1972
25.87,can,1973
22.07,can,1974
21.67,can,1975
19.21,can,1976
17.85,can,1977
17.12,can,1978
18.57,can,1979
16.88,can,1980
17.55,can,1981
13.58,can,1982
13.28,can,1983
12.93,can,1984
13.15,can,1985
12.67,can,1986
13.11,can,1987
11.71,can,1988
12.01,can,1989
10.76,can,1990
10.26,can,1991
9.795,can,1992
10.72,can,1993
9.284,can,1994
8.196,can,1995
8.736,can,1996
7.992,can,1997
7.643,can,1998
8.326,can,1999
8.155,can,2000
7.498,can,2001
8.592,can,2002
7.474,can,2003
7.482,can,2004
7.076,chl,1955
8.944,chl,1956
12.58,chl,1957
9.273,chl,1958
10.79,chl,1959
12.2,chl,1960
14.57,chl,1961
8.397,chl,1962
11.47,chl,1963
8.569,chl,1964
9.879,chl,1965
27.96,chl,1966
12.03,chl,1967
41.36,chl,1968
33.11,chl,1969
28.22,chl,1970
33.72,chl,1971
35.41,chl,1972
24.39,chl,1973
17.48,chl,1974
15.94,chl,1975
13.89,chl,1976
15.64,chl,1977
19.1,chl,1978
18.71,chl,1979
21.31,chl,1980
18.43,chl,1981
16.53,chl,1982
13.25,chl,1983
11.66,chl,1984
10.22,chl,1985
12.55,chl,1986
10.46,chl,1987
10.56,chl,1988
10.54,chl,1989
11.02,chl,1990
13.33,chl,1991
16.32,chl,1992
17.5,chl,1993
18.36,chl,1994
17.51,chl,1995
16.92,chl,1996
17.53,chl,1997
17.13,chl,1998
15.24,chl,1999
20.61,chl,2000
16.5,chl,2001
16.99,chl,2002
20.53,chl,2003
19.62,chl,2004
19.27,chl,2005
11.12,col,1953
9.187,col,1954
11.17,col,1955
11.4,col,1956
10.7,col,1957
15.39,col,1958
14.46,col,1959
12.79,col,1960
13.02,col,1961
16.63,col,1962
17.22,col,1963
19.6,col,1964
19.33,col,1965
17.17,col,1966
18.18,col,1967
18.83,col,1968
15.26,col,1969
18.95,col,1972
20.78,col,1974
23.89,col,1975
24.18,col,1976
27.05,col,1977
22.78,col,1984
23.77,col,1985
21.3,col,1986
21.22,col,1987
20.59,col,1988
20.69,col,1989
19.12,col,1990
23.35,col,1991
24.28,col,1992
23.99,col,1993
23.68,col,1994
24.51,col,1995
22.05,col,1996
20.74,col,1997
21.51,col,1998
21.23,col,1999
18.81,col,2000
19.01,col,2001
18.5,col,2002
16.83,col,2004
16.21,col,2005
16.62,col,2006
8.187,cri,1962
9.522,cri,1963
5.872,cri,1964
16.16,cri,1965
16.73,cri,1966
15.95,cri,1967
19.05,cri,1968
12.21,cri,1969
21.48,cri,1970
29.81,cri,1971
27.36,cri,1972
28.2,cri,1973
28.8,cri,1974
32.92,cri,1975
28.67,cri,1976
33.24,cri,1977
36.47,cri,1978
31.49,cri,1979
28.76,cri,1980
19.72,cri,1981
20.88,cri,1982
14.67,cri,1983
22.49,cri,1984
23.76,cri,1985
17.5,cri,1986
20.86,cri,1987
21.53,cri,1988
19.83,cri,1989
27.21,cri,1990
22.87,cri,1991
24.58,cri,1992
22.41,cri,1993
21.23,cri,1994
23.5,cri,1995
15.82,cri,1996
24.61,cri,1997
20.99,cri,1998
25.11,cri,1999
25.52,cri,2000
24.36,cri,2001
28.47,cri,2002
22.81,cri,2003
20.72,cri,2004
20.03,cri,2005
22.21,cri,2006
26.23,hrv,1985
28.01,hrv,1986
26.28,hrv,1987
23.9,hrv,1988
25.9,hrv,1989
25.56,hrv,1990
21.49,hrv,1991
19.87,hrv,1992
13.86,hrv,1993
12.37,hrv,1994
12.66,hrv,1995
13.06,hrv,1996
14.02,hrv,1997
13.98,hrv,1998
12.24,hrv,1999
13.55,hrv,2000
10.08,hrv,2001
10.98,hrv,2002
14.76,hrv,2003
10.86,hrv,2004
10.78,hrv,2005
13.4,hrv,2006
11.93,hrv,2007
13.75,hrv,2008
12.11,cub,1964
12.55,cub,1968
14.05,cub,1969
12.16,cub,1970
12.56,cub,1971
11.87,cub,1972
12.6,cub,1973
11.11,cub,1974
15.4,cub,1975
15.74,cub,1976
20.56,cub,1977
20.94,cub,1992
21.08,cub,1993
22.44,cub,1994
22.17,cub,1995
22.11,cub,1996
20.04,cub,1997
18.67,cub,1998
15.97,cub,1999
19.05,cub,2000
15.87,cub,2001
13.62,cub,2002
12.71,cub,2003
12.03,cub,2004
13.2,cub,2005
10.5,cub,2006
9.658,cub,2007
12.64,cyp,1999
14.13,cyp,2000
17.57,cyp,2004
10.98,cyp,2005
4.677,cyp,2006
7.773,cyp,2007
11.24,cze,1986
10.14,cze,1987
10.84,cze,1988
13.24,cze,1989
13.91,cze,1990
13.25,cze,1991
15.15,cze,1992
12.74,cze,1993
14.27,cze,1994
13.99,cze,1995
11.48,cze,1996
13.02,cze,1997
10.99,cze,1998
9.651,cze,1999
10.27,cze,2000
9.183,cze,2001
9.854,cze,2002
8.635,cze,2003
8.537,cze,2004
8.526,cze,2005
7.095,cze,2006
8.838,cze,2007
8.035,cze,2008
10.09,dnk,1951
8.984,dnk,1952
9.705,dnk,1953
14.65,dnk,1954
16.39,dnk,1955
16.65,dnk,1956
13.83,dnk,1957
16.84,dnk,1958
19.95,dnk,1959
16.51,dnk,1960
17.92,dnk,1961
16.86,dnk,1962
15.34,dnk,1963
19.33,dnk,1964
20.15,dnk,1965
21.62,dnk,1966
19.18,dnk,1967
19.37,dnk,1968
20.45,dnk,1969
23.09,dnk,1970
21.83,dnk,1971
18.52,dnk,1972
20.15,dnk,1973
12.18,dnk,1974
11.24,dnk,1975
12.13,dnk,1976
12.7,dnk,1977
10.34,dnk,1978
9.852,dnk,1979
8.914,dnk,1980
10.74,dnk,1981
12.24,dnk,1982
10.3,dnk,1983
11.64,dnk,1984
13.04,dnk,1985
8.712,dnk,1986
11.43,dnk,1987
10.7,dnk,1988
9.407,dnk,1989
8.588,dnk,1990
9.359,dnk,1991
7.885,dnk,1992
7.642,dnk,1993
7.238,dnk,1994
7.859,dnk,1995
5.512,dnk,1996
5.705,dnk,1997
6.51,dnk,1998
6.706,dnk,1999
7.274,dnk,2000
6.368,dnk,2001
5.764,dnk,2002
5.984,dnk,2003
5.085,dnk,2004
4.837,dnk,2005
4.397,dnk,2006
2.483,egy,1970
1.742,egy,1971
2.364,egy,1972
1.754,egy,1973
2.177,egy,1974
2.817,egy,1975
2.316,egy,1976
1.712,egy,1977
2.904,egy,1978
4.259,egy,1979
7.883,egy,1980
7.989,egy,1987
8.543,egy,2000
11.93,egy,2008
37.85,slv,2005
37.87,slv,2006
30.57,est,1981
23.54,est,1982
15.61,est,1985
18.5,est,1986
16.78,est,1987
22.38,est,1988
31.97,est,1989
37.94,est,1990
38.14,est,1991
20.67,est,1992
31.19,est,1993
29.86,est,1994
27.87,est,1995
18.61,est,1996
16.88,est,1997
26.84,est,1998
21.03,est,1999
20.54,est,2000
18.63,est,2001
16.97,est,2002
15.82,est,2003
17.05,est,2004
13.81,est,2005
20.15,est,2006
13.54,est,2007
11.5,est,2008
7.153,fin,1952
8.805,fin,1953
10.62,fin,1954
13.08,fin,1955
12.21,fin,1956
14.14,fin,1957
14.3,fin,1958
14.88,fin,1959
19.22,fin,1960
17.35,fin,1961
20.6,fin,1962
22.78,fin,1963
25.03,fin,1964
25.57,fin,1965
27.85,fin,1966
24.65,fin,1967
26.5,fin,1968
25.8,fin,1969
24.93,fin,1970
29.92,fin,1971
26.82,fin,1972
24.73,fin,1973
22.12,fin,1974
18.53,fin,1975
17.37,fin,1976
15.37,fin,1977
14.9,fin,1978
12.81,fin,1979
13.41,fin,1980
11.17,fin,1981
12.37,fin,1982
12.13,fin,1983
9.598,fin,1984
10.47,fin,1985
14.81,fin,1986
8.688,fin,1987
11.91,fin,1988
15.31,fin,1989
11.66,fin,1990
11.02,fin,1991
10.06,fin,1992
8.703,fin,1993
9.46,fin,1994
8.221,fin,1995
6.882,fin,1996
8.161,fin,1997
8.349,fin,1998
7.702,fin,1999
6.764,fin,2000
8.468,fin,2001
7.626,fin,2002
7.042,fin,2003
6.203,fin,2004
6.758,fin,2005
5.507,fin,2006
6.506,fin,2007
5.474,fin,2008
9.236,fra,1950
12.25,fra,1952
16.46,fra,1953
23.12,fra,1954
24.03,fra,1955
25.17,fra,1956
25.62,fra,1957
23.42,fra,1958
24.69,fra,1959
24.05,fra,1960
25.94,fra,1961
29.08,fra,1962
27.82,fra,1963
29.87,fra,1964
31.35,fra,1965
30.64,fra,1966
33.3,fra,1967
34.96,fra,1968
26.58,fra,1969
28.01,fra,1970
29.24,fra,1971
29.74,fra,1972
27.39,fra,1973
24.36,fra,1974
23.51,fra,1975
23.77,fra,1976
22.04,fra,1977
20.15,fra,1978
19.4,fra,1979
19.44,fra,1980
19.42,fra,1981
19.14,fra,1982
19.35,fra,1983
18.95,fra,1984
16.86,fra,1985
16.95,fra,1986
15.07,fra,1987
15.6,fra,1988
15.58,fra,1989
15.56,fra,1990
13.62,fra,1991
13.06,fra,1992
13.34,fra,1993
12.31,fra,1994
11.51,fra,1995
11.05,fra,1996
10.88,fra,1997
10.99,fra,1998
11.41,fra,1999
10.61,fra,2000
10.29,fra,2001
9.878,fra,2002
7.766,fra,2003
6.779,fra,2004
7.216,fra,2005
6.478,fra,2006
5.974,fra,2007
4.983,geo,1981
5.114,geo,1982
14.26,geo,1985
15.05,geo,1986
14.21,geo,1987
22.55,geo,1988
23.34,geo,1989
17.99,geo,1990
8.058,geo,1991
10.94,geo,1992
3.57,geo,1994
0.9414,geo,1995
7.98,geo,1996
7.328,geo,1997
5.599,geo,1998
8.361,geo,1999
7.062,geo,2000
9.171,geo,2001
10.59,deu,1990
9.925,deu,1991
9.816,deu,1992
9.148,deu,1993
8.803,deu,1994
7.952,deu,1995
7.641,deu,1996
7.749,deu,1997
6.757,deu,1998
7.15,deu,1999
6.917,deu,2000
6.603,deu,2001
6.636,deu,2002
5.944,deu,2003
5.698,deu,2004
5.358,deu,2005
5.302,deu,2006
5.496,grc,1961
7.978,grc,1962
8.083,grc,1963
11.04,grc,1964
11.17,grc,1965
13.02,grc,1966
13.42,grc,1967
12.84,grc,1968
14.27,grc,1969
13.77,grc,1970
12.57,grc,1971
14.82,grc,1972
16.54,grc,1973
15.09,grc,1974
18.07,grc,1975
18.09,grc,1976
20.32,grc,1977
20.12,grc,1978
22.4,grc,1979
18.19,grc,1980
15.8,grc,1981
17.26,grc,1982
20.64,grc,1983
20.46,grc,1984
21.26,grc,1985
19.36,grc,1986
17.87,grc,1987
16.99,grc,1988
19.77,grc,1989
20.85,grc,1990
19.45,grc,1991
19.86,grc,1992
17.14,grc,1993
17.75,grc,1994
21.91,grc,1995
19.6,grc,1996
20.52,grc,1997
19.14,grc,1998
17.12,grc,1999
17.64,grc,2000
14.59,grc,2001
12.81,grc,2002
12.7,grc,2003
14.99,grc,2004
12.25,grc,2005
11.94,grc,2006
12.09,grc,2007
12.1,grc,2008
20.08,gtm,1963
10.95,gtm,1964
12.79,gtm,1965
11.71,gtm,1966
9.792,gtm,1967
9.671,gtm,1968
9.461,gtm,1969
16.77,gtm,1970
13.61,gtm,1971
5.17,gtm,1974
9.51,gtm,1977
34.34,gtm,1979
28.23,gtm,1980
17.26,gtm,1981
1.816,gtm,1984
7.769,gtm,1986
11.1,gtm,1987
6.883,gtm,1988
6.457,gtm,1989
7.23,gtm,1990
8.8,gtm,1991
8.774,gtm,1992
10.74,gtm,1993
7.083,gtm,1994
8.586,gtm,1995
5.506,gtm,1996
7.119,gtm,1997
7.025,gtm,1998
4.711,gtm,1999
5.771,gtm,2000
5.542,gtm,2001
6.764,gtm,2002
5.512,gtm,2003
5.961,gtm,2004
5.2,gtm,2005
4.898,gtm,2006
5.221,hun,1955
6.927,hun,1956
6.798,hun,1957
5.23,hun,1958
8.02,hun,1959
6.839,hun,1960
6.944,hun,1961
8.035,hun,1962
9.611,hun,1963
8.566,hun,1964
9.658,hun,1965
11.16,hun,1966
9.539,hun,1967
12.97,hun,1968
13.6,hun,1969
18.05,hun,1970
21.94,hun,1971
18.14,hun,1972
17.87,hun,1973
18.29,hun,1974
22.18,hun,1975
17.89,hun,1976
18.32,hun,1977
20.32,hun,1978
22.04,hun,1979
19.88,hun,1980
21.57,hun,1981
20.1,hun,1982
19.55,hun,1983
20.8,hun,1984
19.57,hun,1985
19.71,hun,1986
19.6,hun,1987
21.97,hun,1988
26.53,hun,1989
30.25,hun,1990
28.97,hun,1991
28.43,hun,1992
21.77,hun,1993
21.94,hun,1994
20.14,hun,1995
16.78,hun,1996
17.43,hun,1997
16.96,hun,1998
16.19,hun,1999
15.47,hun,2000
15.37,hun,2001
18.51,hun,2002
18.09,hun,2003
16.63,hun,2004
17.17,hun,2005
18.97,hun,2006
16.65,hun,2007
14.95,hun,2008
5.09,irl,1950
5.359,irl,1951
6.897,irl,1952
6.904,irl,1953
8.679,irl,1954
6.878,irl,1955
11.23,irl,1956
6.534,irl,1957
7.989,irl,1958
9.409,irl,1959
9.386,irl,1960
9.815,irl,1961
10.63,irl,1962
13.48,irl,1963
10.5,irl,1964
12.07,irl,1965
15.63,irl,1966
18.1,irl,1967
14.35,irl,1968
19.81,irl,1969
16.82,irl,1970
21.71,irl,1971
19.8,irl,1972
20.38,irl,1973
16.39,irl,1974
20.67,irl,1975
14.73,irl,1976
16.03,irl,1977
20.7,irl,1978
19.63,irl,1979
15.52,irl,1980
15.95,irl,1981
11.23,irl,1982
15.14,irl,1983
13.46,irl,1984
11.05,irl,1985
9.312,irl,1986
15.15,irl,1987
11.79,irl,1988
11.68,irl,1989
14.24,irl,1990
9.402,irl,1991
9.155,irl,1992
10.31,irl,1993
7.902,irl,1994
10.68,irl,1995
7.849,irl,1996
10.18,irl,1997
7.662,irl,1998
8.665,irl,1999
7.054,irl,2000
8.188,irl,2001
7.367,irl,2002
6.453,irl,2003
6.481,irl,2004
5.584,irl,2005
4.379,irl,2006
4.591,irl,2007
3.992,irl,2008
21.55,isr,1975
17.84,isr,1976
17.56,isr,1977
16.39,isr,1978
17.19,isr,1979
10.39,isr,1980
10.26,isr,1981
12.3,isr,1982
8.454,isr,1983
9.914,isr,1984
10.64,isr,1985
11.16,isr,1986
11.91,isr,1987
10.64,isr,1988
11.49,isr,1989
8.36,isr,1990
4.653,isr,1991
6.059,isr,1992
9.488,isr,1993
11.03,isr,1994
11.91,isr,1995
9.019,isr,1996
9.53,isr,1997
6.951,isr,1998
6.393,isr,1999
5.929,isr,2000
7.43,isr,2001
4.935,isr,2002
5.466,isr,2003
5.325,isr,2004
5.875,isr,2005
4.752,isr,2006
11.75,ita,1951
13.89,ita,1952
15.71,ita,1953
16.91,ita,1954
20.27,ita,1955
19.87,ita,1956
21.05,ita,1957
20.99,ita,1958
19.24,ita,1959
21.14,ita,1960
23.41,ita,1961
27.08,ita,1962
27.25,ita,1963
27.19,ita,1964
26.21,ita,1965
24.86,ita,1966
26.76,ita,1967
27.32,ita,1968
28.84,ita,1969
29.26,ita,1970
29.28,ita,1971
30.38,ita,1972
30.43,ita,1973
25.16,ita,1974
25.58,ita,1975
22.47,ita,1976
20.84,ita,1977
19.22,ita,1978
20.8,ita,1979
19.88,ita,1980
19.3,ita,1981
17.63,ita,1982
17.74,ita,1983
16.2,ita,1984
15.28,ita,1985
16.83,ita,1986
15.57,ita,1987
14.72,ita,1988
12.99,ita,1989
13.91,ita,1990
13.62,ita,1991
13.69,ita,1992
11.96,ita,1993
11.36,ita,1994
10.77,ita,1995
10.76,ita,1996
10.37,ita,1997
10.58,ita,1998
10.39,ita,1999
9.922,ita,2000
9.164,ita,2001
9.697,ita,2002
7.88,ita,2003
7.417,ita,2006
7.143,ita,2007
3.965,jpn,1950
4.943,jpn,1951
5.49,jpn,1952
7.07,jpn,1953
8.936,jpn,1954
9.193,jpn,1955
9.978,jpn,1956
11.45,jpn,1957
13.41,jpn,1958
15.6,jpn,1959
18.53,jpn,1960
21.05,jpn,1961
18.01,jpn,1962
19.69,jpn,1963
22.5,jpn,1964
21.56,jpn,1965
22.85,jpn,1966
23.01,jpn,1967
23.6,jpn,1968
24.81,jpn,1969
24.75,jpn,1970
24.12,jpn,1971
23.43,jpn,1972
20.88,jpn,1973
17.43,jpn,1974
15.21,jpn,1975
13.61,jpn,1976
12.17,jpn,1977
11.82,jpn,1978
11.94,jpn,1979
11.36,jpn,1980
11.25,jpn,1981
11.37,jpn,1982
11.74,jpn,1983
11.57,jpn,1984
11.4,jpn,1985
10.57,jpn,1986
10.0,jpn,1987
10.7,jpn,1988
11.13,jpn,1989
10.52,jpn,1990
10.74,jpn,1991
10.58,jpn,1992
10.32,jpn,1993
9.642,jpn,1994
9.691,jpn,1995
8.973,jpn,1996
8.767,jpn,1997
7.896,jpn,1998
7.86,jpn,1999
7.689,jpn,2000
7.363,jpn,2001
6.82,jpn,2002
6.201,jpn,2003
5.876,jpn,2004
5.517,jpn,2005
4.887,jpn,2006
4.369,jpn,2007
4.046,jpn,2008
18.77,kaz,1981
20.76,kaz,1982
15.75,kaz,1985
13.28,kaz,1986
14.44,kaz,1987
20.35,kaz,1988
28.81,kaz,1989
27.76,kaz,1990
25.19,kaz,1991
25.93,kaz,1992
22.09,kaz,1993
17.11,kaz,1994
17.61,kaz,1995
16.64,kaz,1996
16.74,kaz,1997
18.18,kaz,1998
12.77,kaz,1999
14.51,kaz,2000
15.94,kaz,2001
15.73,kaz,2002
17.77,kaz,2003
23.73,kaz,2004
30.17,kaz,2005
38.96,kaz,2006
36.02,kaz,2007
26.79,kaz,2008
19.93,kor,1985
20.97,kor,1986
26.91,kor,1987
27.24,kor,1988
36.94,kor,1989
48.92,kor,1990
49.88,kor,1991
46.25,kor,1992
44.18,kor,1993
48.13,kor,1994
54.58,kor,1995
52.37,kor,1996
45.99,kor,1997
35.07,kor,1998
35.14,kor,1999
33.4,kor,2000
26.86,kor,2001
22.79,kor,2002
23.25,kor,2003
19.89,kor,2004
19.21,kor,2005
19.59,kor,2006
49.72,kwt,1972
46.29,kwt,1975
55.38,kwt,1976
86.42,kwt,1977
66.13,kwt,1978
60.1,kwt,1979
73.08,kwt,1980
64.63,kwt,1981
58.83,kwt,1982
43.88,kwt,1983
55.17,kwt,1984
65.83,kwt,1985
42.85,kwt,1986
37.94,kwt,1987
27.26,kwt,1993
32.7,kwt,1994
28.76,kwt,1995
26.31,kwt,1996
28.32,kwt,1997
22.01,kwt,1998
22.18,kwt,1999
26.66,kwt,2000
16.72,kwt,2001
14.24,kwt,2002
20.55,kwt,2008
25.67,kgz,1981
24.68,kgz,1982
14.94,kgz,1985
19.08,kgz,1986
19.12,kgz,1987
25.03,kgz,1988
36.76,kgz,1989
29.59,kgz,1990
32.99,kgz,1991
27.42,kgz,1992
20.38,kgz,1993
18.77,kgz,1994
18.82,kgz,1995
21.18,kgz,1996
17.08,kgz,1997
15.56,kgz,1998
13.77,kgz,1999
14.15,kgz,2000
17.41,kgz,2001
18.36,kgz,2002
21.22,kgz,2003
24.02,kgz,2004
20.21,kgz,2005
22.26,kgz,2006
32.87,kgz,2007
32.39,lva,1980
31.44,lva,1981
33.17,lva,1982
31.54,lva,1983
27.99,lva,1984
21.48,lva,1985
18.47,lva,1986
20.88,lva,1987
26.43,lva,1988
31.87,lva,1989
44.51,lva,1990
49.9,lva,1991
35.28,lva,1992
31.35,lva,1993
34.9,lva,1994
29.84,lva,1995
25.36,lva,1996
25.05,lva,1997
27.07,lva,1998
26.69,lva,1999
31.09,lva,2000
29.58,lva,2001
27.98,lva,2002
26.89,lva,2003
21.99,lva,2004
21.18,lva,2005
20.55,lva,2006
24.32,lva,2007
18.14,lva,2008
29.9,ltu,1981
31.76,ltu,1982
21.12,ltu,1985
22.44,ltu,1986
19.32,ltu,1987
28.64,ltu,1988
32.66,ltu,1989
38.11,ltu,1990
43.96,ltu,1991
27.73,ltu,1992
36.98,ltu,1993
27.62,ltu,1994
29.79,ltu,1995
25.08,ltu,1996
26.19,ltu,1997
31.23,ltu,1998
23.91,ltu,1999
23.73,ltu,2000
23.76,ltu,2001
23.15,ltu,2002
25.28,ltu,2003
26.32,ltu,2004
25.29,ltu,2005
26.44,ltu,2006
24.94,ltu,2007
18.18,ltu,2008
10.78,mkd,1991
10.72,mkd,1992
7.548,mkd,1993
6.953,mkd,1994
6.663,mkd,1995
9.093,mkd,1996
9.207,mkd,1997
6.625,mkd,1998
7.326,mkd,1999
5.453,mkd,2000
7.656,mkd,2001
9.335,mkd,2002
6.782,mkd,2003
27.41,mus,1961
18.48,mus,1962
19.79,mus,1963
17.12,mus,1964
15.34,mus,1965
21.92,mus,1966
18.09,mus,1967
23.04,mus,1968
18.45,mus,1969
30.33,mus,1970
15.88,mus,1971
23.18,mus,1972
33.66,mus,1973
32.38,mus,1974
41.83,mus,1975
45.2,mus,1976
40.89,mus,1977
19.59,mus,1978
26.3,mus,1979
6.579,mus,1980
6.684,mus,1981
3.51,mus,1982
2.018,mus,1983
2.84,mus,1984
2.79,mus,1985
1.9,mus,1986
20.5,mus,1987
20.74,mus,1988
21.15,mus,1989
31.36,mus,1990
27.39,mus,1991
25.39,mus,1992
