trade_balance_percent_of_gdp,geo,time
-128.6,lso,1991
-116.0,lso,1992
-104.8,lso,1993
-99.59,lso,1994
-104.2,lso,1995
-101.7,lso,1996
-98.75,lso,1997
-82.62,lso,1998
-77.75,lso,1999
-69.17,lso,2000
-59.12,lso,2001
-65.51,lso,2002
-58.33,lso,2003
-73.41,lso,2004
-71.99,lso,2005
-65.54,lso,2006
-65.9,lso,2007
-64.73,lso,2008
-69.76,lso,2009
-70.08,lso,2010
7.507,lbr,1960
-17.45,lbr,1961
-35.81,lbr,1962
-18.13,lbr,1963
6.142,lbr,1964
11.94,lbr,1965
13.61,lbr,1966
20.33,lbr,1967
32.58,lbr,1968
39.44,lbr,1969
23.26,lbr,1970
21.11,lbr,1971
22.75,lbr,1972
21.16,lbr,1973
14.24,lbr,1974
5.131,lbr,1975
3.213,lbr,1976
-8.439,lbr,1977
-6.031,lbr,1978
-3.708,lbr,1979
-0.05246,lbr,1980
2.898,lbr,1981
-2.088,lbr,1982
-2.085,lbr,1983
4.817,lbr,1984
6.631,lbr,1985
10.25,lbr,1986
-63.2,lbr,1997
-28.56,lbr,1998
-27.12,lbr,1999
-4.528,lbr,2000
-8.369,lbr,2001
-8.088,lbr,2002
-12.55,lbr,2003
-13.88,lbr,2004
-14.03,lbr,2005
-54.61,lbr,2006
-162.5,lbr,2007
-141.5,lbr,2008
8.555,lby,1990
3.066,lby,1991
5.12,lby,1992
-3.303,lby,1993
0.918,lby,1994
6.76,lby,1995
4.762,lby,1996
4.94,lby,1997
-1.515,lby,1998
6.655,lby,1999
20.14,lby,2000
11.89,lby,2001
11.02,lby,2002
25.72,lby,2003
31.14,lby,2004
38.13,lby,2005
45.84,lby,2006
38.21,lby,2007
39.92,lby,2008
-8.582,ltu,1990
8.602,ltu,1991
3.423,ltu,1992
-7.813,ltu,1993
-6.02,ltu,1994
-10.56,ltu,1995
-9.201,ltu,1996
-10.0,ltu,1997
-11.35,ltu,1998
-10.02,ltu,1999
-6.275,ltu,2000
-5.518,ltu,2001
-5.716,ltu,2002
-5.827,ltu,2003
-7.079,ltu,2004
-7.114,ltu,2005
-10.18,ltu,2006
-13.34,ltu,2007
-11.81,ltu,2008
-1.423,ltu,2009
-1.39,ltu,2010
19.67,lux,1960
13.87,lux,1961
7.594,lux,1962
6.926,lux,1963
6.884,lux,1964
7.898,lux,1965
8.84,lux,1966
14.41,lux,1967
16.62,lux,1968
21.15,lux,1969
20.27,lux,1970
11.37,lux,1971
13.15,lux,1972
19.92,lux,1973
29.07,lux,1974
12.33,lux,1975
13.36,lux,1976
11.6,lux,1977
8.812,lux,1978
11.94,lux,1979
7.235,lux,1980
5.027,lux,1981
6.4,lux,1982
8.225,lux,1983
10.62,lux,1984
14.41,lux,1985
13.69,lux,1986
9.16,lux,1987
10.83,lux,1988
14.34,lux,1989
13.31,lux,1990
12.23,lux,1991
16.33,lux,1992
18.01,lux,1993
20.23,lux,1994
21.2,lux,1995
20.23,lux,1996
17.32,lux,1997
16.46,lux,1998
19.25,lux,1999
21.01,lux,2000
17.61,lux,2001
19.57,lux,2002
23.75,lux,2003
24.17,lux,2004
25.45,lux,2005
30.79,lux,2006
32.3,lux,2007
32.09,lux,2008
31.11,lux,2009
31.19,lux,2010
15.96,mac,1982
15.45,mac,1983
22.35,mac,1984
18.15,mac,1985
16.01,mac,1986
23.18,mac,1987
21.35,mac,1988
22.58,mac,1989
26.0,mac,1990
19.51,mac,1991
21.62,mac,1992
22.19,mac,1993
21.1,mac,1994
27.49,mac,1995
31.06,mac,1996
29.86,mac,1997
28.74,mac,1998
25.18,mac,1999
35.79,mac,2000
32.42,mac,2001
33.97,mac,2002
35.02,mac,2003
40.64,mac,2004
32.38,mac,2005
28.89,mac,2006
27.67,mac,2007
33.74,mac,2008
44.58,mac,2009
57.1,mac,2010
-10.04,mkd,1990
-2.972,mkd,1991
0.9928,mkd,1992
-7.944,mkd,1993
-10.22,mkd,1994
-9.757,mkd,1995
-10.34,mkd,1996
-13.54,mkd,1997
-14.88,mkd,1998
-9.982,mkd,1999
-14.89,mkd,2000
-13.92,mkd,2001
-20.13,mkd,2002
-16.44,mkd,2003
-20.12,mkd,2004
-17.01,mkd,2005
-17.83,mkd,2006
-18.44,mkd,2007
-25.3,mkd,2008
-21.56,mkd,2009
-18.64,mkd,2010
-6.594,mdg,1960
-4.899,mdg,1961
-4.628,mdg,1962
-7.146,mdg,1963
-6.625,mdg,1964
-6.788,mdg,1965
-5.903,mdg,1966
-3.99,mdg,1967
-5.04,mdg,1968
-5.002,mdg,1969
-2.425,mdg,1970
-6.581,mdg,1971
-4.06,mdg,1972
-4.631,mdg,1973
-4.681,mdg,1974
-5.031,mdg,1975
-2.361,mdg,1976
-3.604,mdg,1977
-6.906,mdg,1978
-15.81,mdg,1979
-16.4,mdg,1980
-11.31,mdg,1981
-9.441,mdg,1982
-6.964,mdg,1983
-4.626,mdg,1984
-8.266,mdg,1985
-3.398,mdg,1986
-5.941,mdg,1987
-6.8,mdg,1988
-3.822,mdg,1989
-11.43,mdg,1990
-8.579,mdg,1991
-8.283,mdg,1992
-9.298,mdg,1993
-7.567,mdg,1994
-7.577,mdg,1995
-5.512,mdg,1996
-8.094,mdg,1997
-7.757,mdg,1998
-7.744,mdg,1999
-7.326,mdg,2000
-3.214,mdg,2001
-6.565,mdg,2002
-8.988,mdg,2003
-14.85,mdg,2004
-17.34,mdg,2005
-16.04,mdg,2006
-21.74,mdg,2007
-30.43,mdg,2008
-24.0,mdg,2009
-16.32,mwi,1960
-15.56,mwi,1961
-13.61,mwi,1962
-15.63,mwi,1963
-8.771,mwi,1964
-13.79,mwi,1965
-15.81,mwi,1966
-10.85,mwi,1967
-15.32,mwi,1968
-16.12,mwi,1969
-14.91,mwi,1970
-12.02,mwi,1971
-14.65,mwi,1972
-9.945,mwi,1973
-10.94,mwi,1974
-16.76,mwi,1975
-8.431,mwi,1976
-4.629,mwi,1977
-17.92,mwi,1978
-17.64,mwi,1979
-13.96,mwi,1980
-5.83,mwi,1981
-6.35,mwi,1982
-7.571,mwi,1983
1.944,mwi,1984
-5.707,mwi,1985
-2.138,mwi,1986
-2.357,mwi,1987
-9.221,mwi,1988
-15.74,mwi,1989
-9.639,mwi,1990
-6.036,mwi,1991
-19.25,mwi,1992
-16.09,mwi,1993
-32.11,mwi,1994
-17.72,mwi,1995
-9.051,mwi,1996
-12.23,mwi,1997
-5.335,mwi,1998
-15.27,mwi,1999
-9.731,mwi,2000
-11.14,mwi,2001
-13.35,mwi,2002
-13.9,mwi,2003
-18.23,mwi,2004
-28.14,mwi,2005
-24.49,mwi,2006
-12.59,mwi,2007
-21.75,mwi,2008
-15.89,mwi,2009
-16.61,mwi,2010
12.16,mys,1960
5.212,mys,1961
2.397,mys,1962
1.657,mys,1963
1.649,mys,1964
4.212,mys,1965
3.879,mys,1966
2.29,mys,1967
3.247,mys,1968
9.265,mys,1969
4.097,mys,1970
1.401,mys,1971
-1.225,mys,1972
5.365,mys,1973
0.2814,mys,1974
0.4816,mys,1975
9.919,mys,1976
7.141,mys,1977
5.443,mys,1978
8.701,mys,1979
2.417,mys,1980
-6.144,mys,1981
-8.638,mys,1982
-5.681,mys,1983
1.834,mys,1984
5.012,mys,1985
5.96,mys,1986
13.87,mys,1987
10.21,mys,1988
6.065,mys,1989
2.12,mys,1990
-3.66,mys,1991
1.356,mys,1992
-0.09989,mys,1993
-1.603,mys,1994
-3.935,mys,1995
1.385,mys,1996
0.9138,mys,1997
22.0,mys,1998
25.05,mys,1999
19.21,mys,2000
17.44,mys,2001
17.25,mys,2002
19.69,mys,2003
20.37,mys,2004
22.83,mys,2005
22.64,mys,2006
20.59,mys,2007
23.16,mys,2008
21.53,mys,2009
17.81,mys,2010
-51.57,mdv,1980
-42.65,mdv,1981
-35.67,mdv,1982
-34.24,mdv,1983
-9.771,mdv,1984
4.797,mdv,1985
7.329,mdv,1986
11.54,mdv,1987
7.176,mdv,1988
5.223,mdv,1989
2.826,mdv,1990
-5.931,mdv,1991
-5.279,mdv,1992
-12.6,mdv,1993
-1.474,mdv,1994
15.46,mdv,1995
18.62,mdv,1996
12.77,mdv,1997
16.65,mdv,1998
10.58,mdv,1999
17.85,mdv,2000
1.047,mdv,2001
4.838,mdv,2002
5.29,mdv,2003
-3.167,mdv,2004
-39.21,mdv,2005
-21.01,mdv,2006
-23.63,mdv,2007
-29.04,mdv,2008
-17.73,mdv,2009
-17.6,mdv,2010
-12.54,mli,1967
-7.873,mli,1968
-7.809,mli,1969
-5.732,mli,1970
-6.8,mli,1971
-9.54,mli,1972
-12.66,mli,1973
-28.15,mli,1974
-19.6,mli,1975
-10.03,mli,1976
-6.824,mli,1977
-18.23,mli,1978
-15.23,mli,1979
-14.41,mli,1980
-15.89,mli,1981
-15.45,mli,1982
-15.37,mli,1983
-15.03,mli,1984
-27.21,mli,1985
-21.97,mli,1986
-16.54,mli,1987
-18.21,mli,1988
-16.05,mli,1989
-16.58,mli,1990
-16.36,mli,1991
-17.41,mli,1992
-15.39,mli,1993
-19.86,mli,1994
-15.13,mli,1995
-15.72,mli,1996
-10.64,mli,1997
-10.46,mli,1998
-11.74,mli,1999
-12.6,mli,2000
-16.97,mli,2001
-7.348,mli,2002
-10.94,mli,2003
-12.39,mli,2004
-11.69,mli,2005
-8.118,mli,2006
-9.401,mli,2007
-27.18,mlt,1970
-23.43,mlt,1971
-20.93,mlt,1972
-18.01,mlt,1973
-26.44,mlt,1974
-12.64,mlt,1975
-11.08,mlt,1976
-13.51,mlt,1977
-6.979,mlt,1978
-5.23,mlt,1979
-5.473,mlt,1980
-8.035,mlt,1981
-14.96,mlt,1982
-13.85,mlt,1983
-14.06,mlt,1984
-14.65,mlt,1985
-9.49,mlt,1986
-8.887,mlt,1987
-9.508,mlt,1988
-10.33,mlt,1989
-12.82,mlt,1990
-10.49,mlt,1991
-6.946,mlt,1992
-9.281,mlt,1993
-9.778,mlt,1994
-12.84,mlt,1995
-13.04,mlt,1996
-7.913,mlt,1997
-5.46,mlt,1998
-5.285,mlt,1999
-10.65,mlt,2000
-4.723,mlt,2001
2.401,mlt,2002
-1.717,mlt,2003
-3.89,mlt,2004
-5.348,mlt,2005
-6.291,mlt,2006
-3.857,mlt,2007
-3.565,mlt,2008
-1.193,mlt,2009
1.749,mlt,2010
-7.728,mrt,1960
-12.71,mrt,1961
-16.55,mrt,1962
-4.345,mrt,1963
20.91,mrt,1964
20.57,mrt,1965
21.94,mrt,1966
18.31,mrt,1967
16.06,mrt,1968
15.33,mrt,1969
15.85,mrt,1970
15.61,mrt,1971
-0.9812,mrt,1972
0.4933,mrt,1973
-10.99,mrt,1974
-21.96,mrt,1975
-39.95,mrt,1976
-40.79,mrt,1977
-31.48,mrt,1978
-26.6,mrt,1979
-29.83,mrt,1980
-29.88,mrt,1981
-44.64,mrt,1982
-30.57,mrt,1983
-27.55,mrt,1984
-20.88,mrt,1985
-23.16,mrt,1986
-17.5,mrt,1987
-12.76,mrt,1988
-6.908,mrt,1989
-15.09,mrt,1990
-6.198,mrt,1991
-10.73,mrt,1992
-10.4,mrt,1993
-7.261,mrt,1994
-6.489,mrt,1995
-12.61,mrt,1996
-15.37,mrt,1997
-8.139,mrt,1998
-9.378,mrt,1999
-15.34,mrt,2000
-17.23,mrt,2001
-13.93,mrt,2002
-25.36,mrt,2003
-40.96,mrt,2004
-51.76,mrt,2005
-4.185,mrt,2006
-18.01,mrt,2007
-22.96,mrt,2008
-16.71,mrt,2009
-11.61,mrt,2010
-6.859,mus,1976
-10.59,mus,1977
-12.28,mus,1978
-11.7,mus,1979
-10.21,mus,1980
-10.42,mus,1981
-2.803,mus,1982
-0.3589,mus,1983
-3.336,mus,1984
-1.888,mus,1985
6.632,mus,1986
2.047,mus,1987
-4.94,mus,1988
-7.296,mus,1989
-7.198,mus,1990
-3.744,mus,1991
-3.242,mus,1992
-6.039,mus,1993
-8.738,mus,1994
-2.424,mus,1995
-0.6867,mus,1996
-4.881,mus,1997
-0.8317,mus,1998
-3.481,mus,1999
-0.5586,mus,2000
5.923,mus,2001
3.036,mus,2002
1.291,mus,2003
-2.372,mus,2004
-6.003,mus,2005
-11.29,mus,2006
-9.307,mus,2007
-13.17,mus,2008
-9.379,mus,2009
-11.35,mus,2010
-3.154,mex,1960
-2.204,mex,1961
-1.538,mex,1962
-1.636,mex,1963
-2.221,mex,1964
-1.889,mex,1965
-1.542,mex,1966
-2.142,mex,1967
-2.315,mex,1968
-1.723,mex,1969
-1.902,mex,1970
-1.079,mex,1971
-0.7701,mex,1972
-1.053,mex,1973
-2.164,mex,1974
-2.726,mex,1975
-1.377,mex,1976
0.09688,mex,1977
-0.5687,mex,1978
-1.262,mex,1979
-2.269,mex,1980
-2.527,mex,1981
5.016,mex,1982
9.581,mex,1983
7.828,mex,1984
5.081,mex,1985
3.906,mex,1986
6.112,mex,1987
1.39,mex,1988
-0.06479,mex,1989
-1.105,mex,1990
-2.908,mex,1991
-5.034,mex,1992
-3.926,mex,1993
-4.815,mex,1994
2.659,mex,1995
2.058,mex,1996
-0.1066,mex,1997
-2.12,mex,1998
-1.619,mex,1999
-1.994,mex,2000
-2.215,mex,2001
-1.817,mex,2002
-1.461,mex,2003
-1.768,mex,2004
-1.452,mex,2005
-1.247,mex,2006
-1.58,mex,2007
-2.233,mex,2008
-1.426,mex,2009
-1.448,mex,2010
-80.94,fsm,1983
-2.333,mda,1990
-1.544,mda,1991
-1.682,mda,1992
-8.601,mda,1993
-5.874,mda,1994
-8.612,mda,1995
-18.65,mda,1996
-19.5,mda,1997
-26.51,mda,1998
-15.33,mda,1999
-25.65,mda,2000
-23.68,mda,2001
-25.19,mda,2002
-33.77,mda,2003
-31.29,mda,2004
-40.53,mda,2005
-46.64,mda,2006
-49.69,mda,2007
-52.78,mda,2008
-36.62,mda,2009
-38.64,mda,2010
-47.16,mng,1981
-38.2,mng,1982
-35.81,mng,1983
-35.89,mng,1984
-41.48,mng,1985
-51.21,mng,1986
-41.46,mng,1987
-37.57,mng,1988
-31.39,mng,1989
-22.07,mng,1990
-28.47,mng,1991
-7.43,mng,1992
-11.08,mng,1993
-9.896,mng,1994
-1.021,mng,1995
-6.925,mng,1996
5.341,mng,1997
-11.66,mng,1998
-11.92,mng,1999
-13.89,mng,2000
-15.18,mng,2001
-17.06,mng,2002
-15.6,mng,2003
-9.754,mng,2004
-4.843,mng,2005
5.957,mng,2006
1.348,mng,2007
-13.16,mng,2008
-7.258,mng,2009
-7.652,mng,2010
-14.3,mne,2000
-23.56,mne,2001
-24.52,mne,2002
-16.38,mne,2003
-16.07,mne,2004
-17.53,mne,2005
-37.84,mne,2006
-43.58,mne,2007
-55.18,mne,2008
-33.11,mne,2009
-28.06,mne,2010
0.873,mar,1960
-3.024,mar,1961
-3.073,mar,1962
-2.157,mar,1963
0.3531,mar,1964
1.273,mar,1965
-0.4122,mar,1966
-2.27,mar,1967
-1.571,mar,1968
-0.4546,mar,1969
-3.942,mar,1970
-2.773,mar,1971
-0.649,mar,1972
-1.269,mar,1973
-0.636,mar,1974
-10.87,mar,1975
-18.81,mar,1976
-20.43,mar,1977
-13.7,mar,1978
-12.85,mar,1979
-9.353,mar,1980
-13.13,mar,1981
-12.72,mar,1982
-7.888,mar,1983
-9.77,mar,1984
-8.005,mar,1985
-5.773,mar,1986
-3.419,mar,1987
-0.2562,mar,1988
-3.768,mar,1989
-5.41,mar,1990
-4.436,mar,1991
-6.416,mar,1992
-5.75,mar,1993
-5.855,mar,1994
-6.605,mar,1995
-3.905,mar,1996
-3.769,mar,1997
-3.694,mar,1998
-3.317,mar,1999
-5.369,mar,2000
-2.531,mar,2001
-2.109,mar,2002
-2.828,mar,2003
-4.954,mar,2004
-5.602,mar,2005
-5.478,mar,2006
-9.116,mar,2007
-13.39,mar,2008
-10.99,mar,2009
-9.916,mar,2010
-16.5,moz,1980
-15.8,moz,1981
-17.9,moz,1982
-16.65,moz,1983
-14.21,moz,1984
-8.607,moz,1985
-9.502,moz,1986
-24.74,moz,1987
-29.23,moz,1988
-30.43,moz,1989
-27.89,moz,1990
-24.74,moz,1991
-30.89,moz,1992
-34.32,moz,1993
-33.93,moz,1994
-25.44,moz,1995
-14.66,moz,1996
-11.26,moz,1997
-12.31,moz,1998
-20.55,moz,1999
-20.5,moz,2000
-15.1,moz,2001
-21.51,moz,2002
-18.73,moz,2003
-10.91,moz,2004
-12.22,moz,2005
-8.864,moz,2006
-9.8,moz,2007
-14.09,moz,2008
-18.3,moz,2009
-17.98,moz,2010
-0.9966,mmr,1960
-1.09,mmr,1961
1.5,mmr,1962
0.6154,mmr,1963
-2.259,mmr,1964
-5.889,mmr,1965
0.09318,mmr,1966
-1.806,mmr,1967
-2.58,mmr,1968
-2.027,mmr,1969
-3.528,mmr,1970
-2.568,mmr,1971
-2.386,mmr,1972
-0.2045,mmr,1973
-1.99,mmr,1974
-1.176,mmr,1975
-1.262,mmr,1976
-4.278,mmr,1977
-7.217,mmr,1978
-4.834,mmr,1979
-3.844,mmr,1980
-6.287,mmr,1981
-8.724,mmr,1982
-3.661,mmr,1983
-3.56,mmr,1984
-3.994,mmr,1985
-2.57,mmr,1986
-3.51,mmr,1987
-1.725,mmr,1988
-0.2254,mmr,1989
-1.692,mmr,1990
-1.291,mmr,1991
-0.7118,mmr,1992
-1.026,mmr,1993
-0.6191,mmr,1994
-0.8713,mmr,1995
-0.7943,mmr,1996
-0.7074,mmr,1997
-0.6301,mmr,1998
-0.421,mmr,1999
-0.09531,mmr,2000
-0.05715,mmr,2001
0.08968,mmr,2002
0.009343,mmr,2003
0.05902,mmr,2004
0.06746,mmr,2005
0.07393,mmr,2006
0.06675,mmr,2007
0.02511,mmr,2008
0.04671,mmr,2009
0.02627,mmr,2010
7.815,nam,1980
-23.13,nam,1981
-19.25,nam,1982
-17.08,nam,1983
-15.35,nam,1984
7.616,nam,1985
5.33,nam,1986
-13.63,nam,1987
-4.898,nam,1988
-2.97,nam,1989
-15.49,nam,1990
-14.72,nam,1991
-14.74,nam,1992
-4.784,nam,1993
-2.832,nam,1994
-6.178,nam,1995
-8.014,nam,1996
-10.01,nam,1997
-12.04,nam,1998
-10.76,nam,1999
-3.668,nam,2000
-6.501,nam,2001
-2.072,nam,2002
-9.082,nam,2003
-2.266,nam,2004
0.1408,nam,2005
-1.708,nam,2006
-1.311,nam,2007
-6.688,nam,2008
-13.33,nam,2009
1.11,nam,2010
-6.159,npl,1965
-3.112,npl,1966
-0.07794,npl,1967
-0.6552,npl,1968
-3.206,npl,1969
-3.399,npl,1970
-3.726,npl,1971
-2.257,npl,1972
-3.762,npl,1973
-5.098,npl,1974
-4.466,npl,1975
-3.403,npl,1976
-2.529,npl,1977
-4.901,npl,1978
-4.182,npl,1979
-7.19,npl,1980
-6.716,npl,1981
-7.216,npl,1982
-11.08,npl,1983
-8.797,npl,1984
-8.47,npl,1985
-8.64,npl,1986
-9.093,npl,1987
-10.93,npl,1988
-11.22,npl,1989
-11.13,npl,1990
-11.69,npl,1991
-9.776,npl,1992
-10.32,npl,1993
-12.44,npl,1994
-9.544,npl,1995
-12.82,npl,1996
-11.38,npl,1997
-11.07,npl,1998
-6.87,npl,1999
-9.143,npl,2000
-10.73,npl,2001
-10.76,npl,2002
-12.85,npl,2003
-12.78,npl,2004
-14.9,npl,2005
-17.87,npl,2006
-18.87,npl,2007
-20.73,npl,2008
-22.25,npl,2009
-27.3,npl,2010
1.9,nld,1960
0.151,nld,1961
0.4132,nld,1962
-0.6799,nld,1963
-2.074,nld,1964
-0.1749,nld,1965
-0.9059,nld,1966
-0.4245,nld,1967
0.445,nld,1968
0.2845,nld,1969
-1.186,nld,1970
0.5068,nld,1971
3.261,nld,1972
3.862,nld,1973
3.91,nld,1974
3.676,nld,1975
3.438,nld,1976
1.257,nld,1977
0.3406,nld,1978
0.1195,nld,1979
-0.1122,nld,1980
3.921,nld,1981
4.331,nld,1982
3.347,nld,1983
5.261,nld,1984
4.242,nld,1985
3.515,nld,1986
2.261,nld,1987
2.483,nld,1988
2.976,nld,1989
3.809,nld,1990
4.124,nld,1991
3.787,nld,1992
5.429,nld,1993
5.631,nld,1994
5.681,nld,1995
5.281,nld,1996
5.671,nld,1997
4.68,nld,1998
4.211,nld,1999
5.547,nld,2000
5.787,nld,2001
6.521,nld,2002
6.282,nld,2003
7.373,nld,2004
8.524,nld,2005
7.739,nld,2006
8.219,nld,2007
8.309,nld,2008
6.791,nld,2009
7.466,nld,2010
-16.22,ncl,1990
-15.71,ncl,1991
-17.97,ncl,1992
-17.15,ncl,1993
-14.87,ncl,1994
-10.82,ncl,1995
-12.4,ncl,1996
-11.73,ncl,1997
-17.39,ncl,1998
-19.91,ncl,1999
-3.069,nzl,1970
0.7506,nzl,1971
3.015,nzl,1972
0.06591,nzl,1973
-12.54,nzl,1974
-7.106,nzl,1975
-2.697,nzl,1976
-1.712,nzl,1977
0.6581,nzl,1978
-1.673,nzl,1979
-1.211,nzl,1980
-3.208,nzl,1981
-3.223,nzl,1982
-1.522,nzl,1983
-3.199,nzl,1984
-2.89,nzl,1985
-0.2086,nzl,1986
1.508,nzl,1987
3.402,nzl,1988
0.0416,nzl,1989
0.2506,nzl,1990
3.013,nzl,1991
2.402,nzl,1992
2.891,nzl,1993
1.863,nzl,1994
0.7956,nzl,1995
0.5894,nzl,1996
0.4192,nzl,1997
0.2888,nzl,1998
-0.7427,nzl,1999
1.668,nzl,2000
2.326,nzl,2001
1.878,nzl,2002
0.3531,nzl,2003
-0.663,nzl,2004
-2.218,nzl,2005
-1.409,nzl,2006
-0.8443,nzl,2007
-1.294,nzl,2008
1.456,nzl,2009
1.526,nzl,2010
-2.516,nic,1960
-1.151,nic,1961
-2.472,nic,1962
-1.418,nic,1963
-1.626,nic,1964
-3.107,nic,1965
-7.005,nic,1966
-8.582,nic,1967
-3.707,nic,1968
-2.794,nic,1969
-2.459,nic,1970
-2.24,nic,1971
5.647,nic,1972
-9.592,nic,1973
-13.53,nic,1974
-8.897,nic,1975
1.153,nic,1976
-5.335,nic,1977
3.16,nic,1978
13.89,nic,1979
-19.04,nic,1980
-19.44,nic,1981
-10.08,nic,1982
-10.59,nic,1983
-13.01,nic,1984
-7.06,nic,1985
-8.055,nic,1986
-1.99,nic,1987
-40.29,nic,1988
-32.66,nic,1989
-21.39,nic,1990
-30.68,nic,1991
-36.02,nic,1992
-27.43,nic,1993
-16.58,nic,1994
-15.55,nic,1995
-19.24,nic,1996
-24.8,nic,1997
-23.78,nic,1998
-32.59,nic,1999
-27.22,nic,2000
-25.69,nic,2001
-26.3,nic,2002
-26.85,nic,2003
-27.36,nic,2004
-29.59,nic,2005
-30.3,nic,2006
-34.17,nic,2007
-37.98,nic,2008
-25.78,nic,2009
-28.29,nic,2010
-0.3049,ner,1960
-1.584,ner,1961
-3.664,ner,1962
-1.011,ner,1963
-4.832,ner,1964
-4.531,ner,1965
-3.633,ner,1966
-5.945,ner,1967
-6.335,ner,1968
-7.115,ner,1969
-7.328,ner,1970
-3.233,ner,1971
-6.281,ner,1972
-8.22,ner,1973
-16.7,ner,1974
-11.75,ner,1975
-12.07,ner,1976
-9.687,ner,1977
-5.298,ner,1978
-8.33,ner,1979
-13.55,ner,1980
-12.05,ner,1981
-15.13,ner,1982
-6.084,ner,1983
-4.056,ner,1984
-12.14,ner,1985
-0.6824,ner,1986
-4.381,ner,1987
-5.286,ner,1988
-6.702,ner,1989
-6.944,ner,1990
-4.677,ner,1991
-1.082,ner,1992
-2.455,ner,1993
-10.35,ner,1994
-7.156,ner,1995
-6.516,ner,1996
-7.648,ner,1997
-8.555,ner,1998
-6.494,ner,1999
-7.896,ner,2000
-7.693,ner,2001
-8.911,ner,2002
-9.159,ner,2003
-9.952,ner,2004
-9.181,ner,2005
-7.683,nga,1960
-7.115,nga,1961
-5.291,nga,1962
-4.758,nga,1963
-6.211,nga,1964
-5.124,nga,1965
-4.209,nga,1966
-6.334,nga,1967
-5.809,nga,1968
-4.039,nga,1969
-2.806,nga,1970
-2.795,nga,1971
-0.8274,nga,1972
0.5681,nga,1973
10.61,nga,1974
-4.493,nga,1975
-5.706,nga,1976
2.35,nga,1977
-4.21,nga,1978
5.754,nga,1979
10.18,nga,1980
-4.051,nga,1981
-5.967,nga,1982
-3.916,nga,1983
1.898,nga,1984
3.659,nga,1985
-3.403,nga,1986
3.939,nga,1987
1.095,nga,1988
7.538,nga,1989
14.62,nga,1990
5.881,nga,1991
1.738,nga,1992
-3.079,nga,1993
0.9939,nga,1994
2.103,nga,1995
20.7,nga,1996
7.201,nga,1997
-4.542,nga,1998
-4.235,nga,1999
21.95,nga,2000
10.71,nga,2001
-0.686,nga,2002
2.263,nga,2003
12.89,nga,2004
15.49,nga,2005
15.14,nga,2006
15.08,nga,2007
12.26,nga,2008
8.219,nga,2009
6.48,nga,2010
-1.092,nor,1960
-2.181,nor,1961
-1.74,nor,1962
-1.444,nor,1963
0.3536,nor,1964
-0.2999,nor,1965
-0.8386,nor,1966
-1.114,nor,1967
2.246,nor,1968
2.378,nor,1969
-0.6269,nor,1970
-2.559,nor,1971
0.7625,nor,1972
-0.3874,nor,1973
-2.709,nor,1974
-5.838,nor,1975
-8.444,nor,1976
-9.198,nor,1977
0.3656,nor,1978
2.355,nor,1979
6.093,nor,1980
7.287,nor,1981
5.122,nor,1982
7.894,nor,1983
8.881,nor,1984
7.35,nor,1985
-3.45,nor,1986
-2.252,nor,1987
-0.5947,nor,1988
3.542,nor,1989
6.365,nor,1990
7.886,nor,1991
6.736,nor,1992
6.395,nor,1993
6.071,nor,1994
6.166,nor,1995
8.948,nor,1996
8.211,nor,1997
1.829,nor,1998
7.347,nor,1999
17.11,nor,2000
16.94,nor,2001
13.38,nor,2002
12.93,nor,2003
13.4,nor,2004
16.25,nor,2005
17.21,nor,2006
13.67,nor,2007
17.26,nor,2008
11.4,nor,2009
12.39,nor,2010
11.34,omn,1967
55.4,omn,1968
62.7,omn,1969
54.03,omn,1970
33.65,omn,1971
15.62,omn,1972
12.63,omn,1973
25.96,omn,1974
16.86,omn,1975
16.36,omn,1976
14.26,omn,1977
9.593,omn,1978
20.35,omn,1979
25.0,omn,1980
26.6,omn,1981
15.39,omn,1982
15.58,omn,1983
12.7,omn,1984
12.65,omn,1985
-1.68,omn,1986
19.81,omn,1987
8.653,omn,1988
19.63,omn,1990
8.324,omn,1991
9.169,omn,1992
4.996,omn,1993
8.214,omn,1994
8.479,omn,1995
14.04,omn,1996
11.45,omn,1997
-7.755,omn,1998
11.12,omn,1999
27.83,omn,2000
21.15,omn,2001
21.29,omn,2002
17.03,omn,2003
12.55,omn,2004
27.38,omn,2005
24.78,omn,2006
16.56,omn,2007
21.4,omn,2008
11.15,omn,2009
-8.941,pak,1967
-5.612,pak,1968
-5.201,pak,1969
-6.901,pak,1970
-5.648,pak,1971
-5.208,pak,1972
-2.777,pak,1973
-7.097,pak,1974
-11.54,pak,1975
-8.652,pak,1976
-9.736,pak,1977
-9.238,pak,1978
-12.06,pak,1979
-11.61,pak,1980
-10.7,pak,1981
-11.82,pak,1982
-11.06,pak,1983
-11.56,pak,1984
-12.39,pak,1985
-10.77,pak,1986
-7.769,pak,1987
-8.084,pak,1988
-7.864,pak,1989
-7.833,pak,1990
-1.561,pak,1991
-3.169,pak,1992
-6.134,pak,1993
-2.762,pak,1994
-2.713,pak,1995
-4.524,pak,1996
-4.688,pak,1997
-1.042,pak,1998
-1.613,pak,1999
-1.247,pak,2000
-1.052,pak,2001
-0.0904,pak,2002
0.5934,pak,2003
1.034,pak,2004
-3.874,pak,2005
-7.989,pak,2006
-7.149,pak,2007
-11.03,pak,2008
-7.537,pak,2009
-5.211,pak,2010
