geo,traffic_deaths_men_per_100000_people,time
mkd,8.337,2001
mkd,10.36,2002
mkd,9.99,2003
mkd,15.5,2004
mdg,34.68,2004
mwi,37.48,2004
mys,26.37,2004
mdv,34.24,2004
mli,55.71,2004
mlt,5.818,2004
mhl,23.92,2004
mrt,40.09,2004
mus,27.56,1961
mus,19.64,1962
mus,12.45,1963
mus,22.45,1964
mus,20.47,1965
mus,20.79,1966
mus,15.89,1967
mus,16.0,1968
mus,25.14,1969
mus,27.57,1970
mus,23.02,1971
mus,28.41,1972
mus,34.1,1973
mus,41.18,1974
mus,45.85,1975
mus,44.06,1976
mus,36.0,1977
mus,35.64,1978
mus,30.99,1979
mus,8.227,1980
mus,13.06,1981
mus,3.045,1982
mus,0.6444,1983
mus,1.987,1984
mus,3.195,1985
mus,3.982,1986
mus,17.64,1987
mus,29.18,1988
mus,29.0,1989
mus,30.6,1990
mus,36.0,1991
mus,30.63,1992
mus,33.12,1993
mus,30.48,1994
mus,32.32,1995
mus,23.05,1996
mus,23.0,1997
mus,24.3,1998
mus,26.97,1999
mus,27.79,2000
mus,24.95,2001
mus,31.24,2002
mus,26.23,2003
mus,23.95,2004
mex,3.365,1955
mex,4.858,1956
mex,5.048,1957
mex,5.328,1958
mex,5.872,1959
mex,5.612,1960
mex,5.974,1961
mex,6.309,1962
mex,11.99,1963
mex,14.16,1964
mex,13.4,1965
mex,13.82,1966
mex,14.27,1967
mex,16.13,1968
mex,14.63,1969
mex,14.27,1970
mex,16.42,1971
mex,17.93,1972
mex,17.45,1973
mex,30.68,1974
mex,31.98,1975
mex,36.52,1976
mex,40.92,1977
mex,38.79,1978
mex,44.13,1979
mex,44.16,1980
mex,50.38,1981
mex,45.58,1982
mex,42.38,1983
mex,32.71,1984
mex,32.97,1985
mex,32.07,1986
mex,31.53,1987
mex,32.16,1988
mex,33.38,1989
mex,33.07,1990
mex,32.28,1991
mex,32.08,1992
mex,31.67,1993
mex,31.45,1994
mex,28.72,1995
mex,29.2,1996
mex,28.61,1997
mex,22.29,1998
mex,21.93,1999
mex,18.8,2000
mex,18.59,2001
mex,19.63,2002
mex,19.47,2003
mex,19.82,2004
fsm,13.33,2004
mda,40.04,1981
mda,43.82,1982
mda,31.52,1985
mda,33.67,1986
mda,28.53,1987
mda,40.76,1988
mda,52.22,1989
mda,48.56,1990
mda,43.42,1991
mda,40.62,1992
mda,26.11,1993
mda,28.99,1994
mda,28.93,1995
mda,25.1,1996
mda,26.85,1997
mda,25.4,1998
mda,19.27,1999
mda,20.08,2000
mda,22.67,2001
mda,22.06,2002
mda,21.49,2003
mda,23.06,2004
mco,16.43,2004
mng,71.23,2004
mar,33.0,2004
moz,47.84,2004
mmr,24.62,2004
nam,38.92,2004
nru,16.95,2004
npl,24.56,2004
nld,12.67,1950
nld,15.56,1951
nld,15.35,1952
nld,17.5,1953
nld,20.14,1954
nld,21.69,1955
nld,22.38,1956
nld,24.55,1957
nld,22.14,1958
nld,24.47,1959
nld,26.59,1960
nld,26.83,1961
nld,27.79,1962
nld,26.94,1963
nld,30.89,1964
nld,30.67,1965
nld,32.05,1966
nld,33.85,1967
nld,32.62,1968
nld,34.41,1969
nld,35.6,1970
nld,35.3,1971
nld,34.81,1972
nld,33.04,1973
nld,27.44,1974
nld,24.11,1975
nld,25.06,1976
nld,26.11,1977
nld,23.66,1978
nld,20.0,1979
nld,19.03,1980
nld,17.38,1981
nld,16.09,1982
nld,16.58,1983
nld,16.13,1984
nld,13.89,1985
nld,13.97,1986
nld,13.11,1987
nld,12.0,1988
nld,12.86,1989
nld,11.88,1990
nld,11.87,1991
nld,11.53,1992
nld,11.4,1993
nld,11.27,1994
nld,11.1,1995
nld,10.73,1996
nld,10.05,1997
nld,9.365,1998
nld,10.23,1999
nld,10.17,2000
nld,9.202,2001
nld,9.326,2002
nld,9.405,2003
nld,7.233,2004
nzl,20.89,1950
nzl,26.1,1951
nzl,25.6,1952
nzl,26.46,1953
nzl,27.63,1954
nzl,28.86,1955
nzl,26.4,1956
nzl,30.07,1957
nzl,29.47,1958
nzl,26.41,1959
nzl,22.79,1960
nzl,27.1,1961
nzl,27.58,1962
nzl,26.59,1963
nzl,26.99,1964
nzl,32.89,1965
nzl,33.75,1966
nzl,35.17,1967
nzl,30.12,1968
nzl,31.86,1969
nzl,34.92,1970
nzl,34.8,1971
nzl,34.53,1972
nzl,41.0,1973
nzl,34.36,1974
nzl,32.42,1975
nzl,31.72,1976
nzl,40.0,1977
nzl,30.48,1978
nzl,25.73,1979
nzl,26.55,1980
nzl,28.51,1981
nzl,32.51,1982
nzl,26.76,1983
nzl,30.12,1984
nzl,30.2,1985
nzl,33.23,1986
nzl,32.91,1987
nzl,31.59,1988
nzl,31.63,1989
nzl,31.5,1990
nzl,26.14,1991
nzl,25.99,1992
nzl,24.38,1993
nzl,22.75,1994
nzl,22.07,1995
nzl,20.52,1996
nzl,20.03,1997
nzl,19.14,1998
nzl,18.03,1999
nzl,16.21,2000
nzl,16.37,2001
nzl,15.28,2002
nzl,16.64,2003
nzl,15.16,2004
nic,28.58,2004
ner,60.31,2004
nga,45.33,2004
niu,14.36,2004
nor,7.92,1951
nor,8.101,1952
nor,9.764,1953
nor,9.103,1954
nor,10.48,1955
nor,13.26,1956
nor,14.92,1957
nor,13.55,1958
nor,12.98,1959
nor,12.95,1960
nor,15.85,1961
nor,14.07,1962
nor,16.81,1963
nor,16.99,1964
nor,17.38,1965
nor,17.76,1966
nor,17.97,1967
nor,18.59,1968
nor,19.02,1969
nor,22.7,1970
nor,20.12,1971
nor,19.09,1972
nor,20.21,1973
nor,19.02,1974
nor,18.49,1975
nor,17.44,1976
nor,15.83,1977
nor,15.49,1978
nor,16.54,1979
nor,13.62,1980
nor,13.2,1981
nor,14.43,1982
nor,14.22,1983
nor,15.05,1984
nor,14.05,1985
nor,15.59,1986
nor,13.28,1987
nor,11.8,1988
nor,13.02,1989
nor,11.82,1990
nor,9.903,1991
nor,10.08,1992
nor,8.633,1993
nor,9.106,1994
nor,9.774,1995
nor,7.704,1996
nor,9.866,1997
nor,12.05,1998
nor,10.03,1999
nor,11.66,2000
nor,8.8,2001
nor,11.1,2002
nor,9.693,2003
nor,8.796,2004
omn,19.76,2004
pak,20.1,2004
plw,15.82,2004
pan,33.1,1984
pan,33.32,1985
pan,32.57,1986
pan,34.74,1987
pan,23.75,1988
pan,25.84,1989
pan,26.34,1996
pan,32.57,1997
pan,35.1,1998
pan,31.77,1999
pan,25.27,2000
pan,24.74,2001
pan,25.0,2002
pan,24.4,2003
pan,22.95,2004
png,27.59,2004
pry,15.87,1994
pry,17.54,1995
pry,15.83,1996
pry,17.83,1997
pry,15.55,1998
pry,15.93,1999
pry,12.74,2000
pry,14.59,2001
pry,12.43,2002
pry,15.17,2003
pry,15.66,2004
per,24.27,2004
phl,8.958,1992
phl,9.656,1993
phl,12.73,1997
phl,12.81,1998
phl,13.06,1999
phl,12.82,2000
phl,12.89,2001
phl,14.08,2002
phl,14.01,2003
phl,16.86,2004
pol,8.225,1959
pol,7.996,1960
pol,12.05,1961
pol,12.81,1962
pol,11.49,1963
pol,12.84,1964
pol,14.15,1965
pol,16.08,1966
pol,16.02,1967
pol,19.11,1968
pol,18.4,1969
pol,18.96,1970
pol,20.08,1971
pol,27.53,1983
pol,25.47,1984
pol,23.75,1985
pol,23.39,1986
pol,23.2,1987
pol,24.53,1988
pol,33.14,1989
pol,36.88,1990
pol,37.77,1991
pol,31.87,1992
pol,29.06,1993
pol,30.61,1994
pol,29.67,1995
pol,27.28,1996
pol,26.63,1999
pol,25.24,2000
pol,21.6,2001
pol,22.59,2002
pol,21.4,2003
pol,21.96,2004
prt,12.42,1955
prt,12.0,1956
prt,11.14,1957
prt,12.79,1958
prt,16.53,1959
prt,15.84,1960
prt,18.84,1961
prt,17.52,1962
prt,19.93,1963
prt,23.67,1964
prt,24.47,1965
prt,28.55,1966
prt,29.9,1967
prt,31.76,1968
prt,33.77,1969
prt,39.15,1970
prt,48.7,1971
prt,42.79,1972
prt,50.5,1973
prt,50.77,1974
prt,61.53,1975
prt,58.99,1976
prt,47.29,1977
prt,49.12,1978
prt,51.74,1979
prt,47.39,1980
prt,56.06,1981
prt,53.35,1982
prt,49.53,1983
prt,44.28,1984
prt,42.82,1985
prt,39.08,1986
prt,41.37,1987
prt,44.63,1988
prt,43.94,1989
prt,42.52,1990
prt,44.84,1991
prt,42.62,1992
prt,36.37,1993
prt,32.3,1994
prt,36.57,1995
prt,32.45,1996
prt,29.52,1997
prt,27.91,1998
prt,22.86,1999
prt,20.18,2000
prt,26.02,2001
prt,29.96,2002
prt,26.25,2003
prt,27.95,2004
qat,24.95,2004
rou,17.96,1989
rou,35.18,1990
rou,27.94,1991
rou,26.81,1992
rou,25.22,1993
rou,30.44,1994
rou,30.07,1995
rou,29.66,1996
rou,28.0,1997
rou,25.81,1998
rou,16.56,1999
rou,16.32,2000
rou,15.72,2002
rou,15.85,2003
rou,16.24,2004
rus,29.32,1980
rus,30.7,1981
rus,29.29,1982
rus,27.68,1983
rus,26.13,1984
rus,22.23,1985
rus,20.38,1986
rus,21.74,1987
rus,30.6,1988
rus,38.08,1989
rus,40.03,1990
rus,41.62,1991
rus,39.99,1992
rus,40.42,1993
rus,37.16,1994
rus,34.2,1995
rus,29.56,1996
rus,27.47,1997
rus,29.82,1998
rus,39.19,1999
rus,40.22,2000
rus,41.27,2001
rus,42.19,2002
rus,43.66,2003
rus,41.46,2004
rwa,59.73,2004
kna,24.69,2004
lca,27.99,2004
vct,12.82,2004
wsm,15.88,2004
smr,16.95,2004
stp,42.61,2004
sau,39.2,2004
sen,39.6,2004
srb,18.16,1998
srb,14.5,1999
srb,13.34,2000
srb,16.48,2001
srb,11.33,2002
srb,9.364,2003
srb,10.44,2004
scg,15.23,1997
scg,15.43,1998
scg,12.99,1999
scg,11.78,2000
scg,15.64,2001
scg,10.51,2002
scg,12.75,2004
syc,17.04,2004
sle,94.76,2004
sgp,23.91,1963
sgp,28.7,1964
sgp,29.77,1965
sgp,30.58,1966
sgp,27.79,1967
sgp,40.01,1968
sgp,36.65,1969
sgp,29.9,1970
sgp,32.73,1971
sgp,33.59,1972
sgp,37.7,1973
sgp,27.77,1974
sgp,27.8,1975
sgp,23.18,1976
sgp,20.19,1977
sgp,24.14,1978
sgp,19.52,1979
sgp,18.13,1980
sgp,20.86,1981
sgp,22.11,1982
sgp,23.45,1983
sgp,23.37,1984
sgp,19.6,1985
sgp,17.24,1986
sgp,15.04,1987
sgp,15.98,1988
sgp,15.7,1989
sgp,14.7,1990
sgp,12.74,1991
sgp,11.35,1992
sgp,11.99,1993
sgp,11.24,1994
sgp,10.42,1995
sgp,9.858,1996
sgp,11.96,1997
sgp,8.49,1998
sgp,7.756,1999
sgp,9.16,2000
sgp,9.051,2001
sgp,8.717,2002
sgp,9.17,2003
sgp,7.736,2004
svk,28.69,1992
svk,23.72,1993
svk,22.14,1994
svk,23.16,1995
svk,21.46,1996
svk,26.98,1997
svk,28.02,1998
svk,22.15,1999
svk,22.14,2000
svk,20.82,2001
svk,19.09,2002
svk,20.21,2003
svk,19.3,2004
svn,33.2,1985
svn,34.15,1986
svn,35.6,1987
svn,35.26,1988
svn,34.74,1989
svn,33.23,1990
svn,35.37,1991
svn,33.63,1992
svn,37.32,1993
svn,39.61,1994
svn,27.45,1995
svn,27.35,1996
svn,26.53,1997
svn,21.89,1998
svn,22.98,1999
svn,20.33,2000
svn,22.69,2001
svn,18.15,2002
svn,17.19,2003
svn,19.34,2004
slb,13.15,2004
som,24.85,2004
zaf,63.21,2004
esp,5.282,1951
esp,4.769,1952
esp,5.086,1953
esp,7.747,1954
esp,8.713,1955
esp,9.752,1956
esp,9.261,1957
esp,9.737,1958
esp,10.01,1959
esp,14.02,1960
esp,15.78,1961
esp,15.95,1962
esp,14.88,1963
esp,15.43,1964
esp,17.3,1965
esp,19.21,1966
esp,19.99,1967
esp,16.28,1968
esp,21.63,1969
esp,21.63,1970
esp,21.86,1971
esp,22.56,1972
esp,24.29,1973
esp,21.99,1974
esp,23.54,1975
esp,26.01,1976
esp,27.51,1977
esp,28.02,1978
esp,26.82,1979
esp,25.1,1980
esp,23.08,1981
esp,19.09,1982
esp,20.74,1983
esp,21.74,1984
esp,22.22,1985
esp,23.83,1986
esp,25.49,1987
esp,28.22,1988
esp,31.19,1989
esp,30.21,1990
esp,29.07,1991
esp,24.93,1992
esp,22.88,1993
esp,20.58,1994
esp,20.93,1995
esp,20.17,1996
esp,20.88,1997
esp,22.05,1998
esp,19.95,2001
esp,18.73,2002
esp,18.78,2003
esp,16.21,2004
lka,4.076,1950
lka,6.124,1951
lka,5.383,1952
lka,5.922,1953
lka,5.931,1954
lka,5.299,1955
lka,4.991,1956
lka,5.99,1957
lka,5.967,1958
lka,5.388,1959
lka,4.073,1960
lka,3.449,1961
lka,5.431,1962
lka,3.947,1963
lka,4.054,1964
lka,2.858,1965
lka,3.459,1966
lka,3.385,1967
lka,3.349,1968
lka,5.534,1977
lka,9.103,1980
lka,10.9,1981
lka,14.35,1983
lka,11.99,1984
lka,8.204,1985
lka,6.014,1986
lka,13.37,2004
sdn,71.26,2004
sur,45.44,2004
swz,40.69,2004
swe,16.56,1951
swe,18.17,1952
swe,21.46,1953
swe,21.1,1954
swe,20.66,1955
swe,19.86,1956
swe,19.82,1957
swe,20.36,1958
swe,20.81,1959
swe,20.82,1960
swe,21.91,1961
swe,22.37,1962
swe,22.87,1963
swe,23.81,1964
swe,23.78,1965
swe,23.52,1966
swe,19.86,1967
swe,22.33,1968
swe,22.2,1969
swe,21.91,1970
swe,21.42,1971
swe,20.2,1972
swe,19.82,1973
swe,20.3,1974
swe,19.86,1975
swe,18.89,1976
swe,17.02,1977
swe,17.15,1978
swe,15.32,1979
swe,14.69,1980
swe,13.47,1981
swe,12.4,1982
swe,13.01,1983
swe,13.84,1984
swe,12.78,1985
swe,14.06,1986
swe,12.55,1987
swe,12.62,1988
swe,13.71,1989
swe,11.3,1990
swe,10.76,1991
swe,10.63,1992
swe,8.742,1993
swe,7.324,1994
swe,7.3,1995
swe,6.99,1996
swe,7.57,1997
swe,7.697,1998
swe,7.668,1999
swe,8.896,2000
swe,8.736,2001
swe,7.982,2002
swe,7.791,2003
swe,7.19,2004
che,23.92,1951
che,25.2,1952
che,27.53,1953
che,27.36,1954
che,31.08,1955
che,31.56,1956
che,34.67,1957
che,34.44,1958
che,32.68,1959
che,37.3,1960
che,37.92,1961
che,37.63,1962
che,35.19,1963
che,37.28,1964
che,33.59,1965
che,33.05,1966
che,37.29,1967
che,34.74,1968
che,34.05,1969
che,38.26,1970
che,43.5,1971
che,40.81,1972
che,34.12,1973
che,33.08,1974
che,27.7,1975
che,28.65,1976
che,30.11,1977
che,29.16,1978
che,27.99,1979
che,28.06,1980
che,26.03,1981
che,26.33,1982
che,25.58,1983
che,24.43,1984
che,20.01,1985
che,23.22,1986
che,21.11,1987
che,20.5,1988
che,20.57,1989
che,20.22,1990
che,18.32,1991
che,15.48,1992
che,14.52,1993
che,12.68,1994
che,15.14,1995
che,12.77,1996
che,12.77,1997
che,11.01,2001
che,9.972,2002
che,11.39,2003
che,10.5,2004
syr,27.22,2004
tjk,7.303,2004
tza,50.82,2004
tha,36.92,2004
tls,24.42,2004
tgo,39.66,2004
ton,9.495,2004
tto,1.844,1951
tto,2.752,1952
tto,28.71,1953
tto,22.83,1954
tto,30.62,1955
tto,21.78,1956
tto,21.01,1957
tto,25.84,1958
tto,30.04,1960
tto,33.06,1961
tto,21.34,1962
tto,17.67,1963
tto,32.87,1967
tto,22.87,1968
tto,34.99,1970
tto,29.81,1971
tto,41.96,1972
tto,40.47,1973
tto,34.53,1974
tto,32.34,1975
tto,39.68,1976
tto,37.98,1977
tto,35.36,1978
tto,34.68,1979
tto,31.2,1980
tto,26.7,1981
tto,40.19,1982
tto,27.15,1983
tto,33.11,1984
tto,34.61,1985
tto,26.99,1986
tto,29.14,1987
tto,18.97,1988
tto,22.03,1989
tto,17.78,1990
tto,20.35,1991
tto,16.0,1992
tto,19.98,1993
tto,16.44,1994
tto,14.28,1995
tto,23.3,1996
tto,17.48,1997
tto,19.58,1998
tto,23.88,1999
tto,19.17,2000
tto,24.12,2001
tto,22.92,2002
tto,23.43,2004
tun,43.9,2004
tur,17.83,2004
tkm,25.92,1981
tkm,21.08,1982
tkm,22.82,1985
tkm,18.82,1986
tkm,24.97,1987
tkm,29.8,1988
tkm,27.85,1989
tkm,28.05,1990
tkm,29.26,1991
tkm,30.15,1992
tkm,27.37,1993
tkm,18.86,1994
tkm,13.46,1995
tkm,12.15,1996
tkm,12.43,1997
tkm,12.57,1998
tkm,15.12,2004
tuv,24.54,2004
uga,51.32,2004
ukr,25.17,1981
ukr,24.28,1982
ukr,18.98,1985
ukr,20.62,1986
ukr,21.06,1987
ukr,29.24,1988
ukr,36.95,1989
ukr,38.35,1990
ukr,34.84,1991
ukr,31.74,1992
ukr,26.74,1993
ukr,25.8,1994
ukr,25.1,1995
ukr,21.18,1996
ukr,18.47,1997
ukr,17.88,1998
ukr,16.54,1999
ukr,17.43,2000
ukr,22.23,2001
ukr,24.86,2002
ukr,24.29,2003
ukr,24.83,2004
are,37.62,2004
gbr,15.13,1950
gbr,16.5,1951
gbr,15.01,1952
gbr,16.13,1953
gbr,16.36,1954
gbr,17.67,1955
gbr,17.64,1956
gbr,17.56,1957
gbr,18.89,1958
gbr,20.51,1959
gbr,21.85,1960
gbr,21.76,1961
gbr,20.09,1962
gbr,20.38,1963
gbr,22.86,1964
gbr,22.87,1965
gbr,22.88,1966
gbr,21.32,1967
gbr,18.85,1968
gbr,20.03,1969
gbr,20.37,1970
gbr,20.57,1971
gbr,20.42,1972
gbr,20.67,1973
gbr,19.04,1974
gbr,17.83,1975
gbr,18.18,1976
gbr,17.83,1977
gbr,19.66,1978
gbr,18.01,1979
gbr,17.11,1980
gbr,12.66,1981
gbr,15.38,1982
gbr,14.77,1983
gbr,14.51,1984
gbr,13.71,1985
gbr,13.71,1986
gbr,13.42,1987
gbr,12.94,1988
gbr,13.42,1989
gbr,13.89,1990
gbr,12.4,1991
gbr,11.29,1992
gbr,9.374,1993
gbr,9.039,1994
gbr,8.801,1995
gbr,9.115,1996
gbr,9.124,1997
gbr,8.291,1998
gbr,8.287,1999
gbr,8.373,2000
gbr,8.594,2001
gbr,9.021,2002
gbr,8.85,2003
gbr,8.499,2004
usa,36.39,1950
usa,38.44,1951
usa,39.07,1952
usa,38.89,1953
usa,36.03,1954
usa,38.26,1955
usa,39.19,1956
usa,37.35,1957
usa,34.86,1958
usa,35.01,1959
usa,34.5,1960
usa,33.78,1961
usa,35.09,1962
usa,36.84,1963
usa,38.54,1964
usa,39.84,1965
usa,42.4,1966
usa,41.55,1967
usa,42.65,1968
usa,42.35,1969
usa,40.45,1970
usa,39.12,1971
usa,39.71,1972
usa,38.86,1973
usa,32.6,1974
usa,31.26,1975
usa,31.06,1976
usa,32.13,1977
usa,33.76,1978
usa,33.55,1979
usa,32.78,1980
usa,31.35,1981
usa,27.49,1982
usa,26.21,1983
usa,26.8,1984
usa,26.22,1985
usa,27.4,1986
usa,27.14,1987
usa,27.27,1988
usa,25.93,1989
usa,25.45,1990
usa,23.37,1991
usa,21.53,1992
usa,21.79,1993
usa,21.78,1994
usa,21.99,1995
usa,21.59,1996
usa,21.04,1997
usa,20.89,1998
usa,20.8,1999
usa,20.53,2000
usa,20.66,2001
usa,21.06,2002
usa,20.59,2003
usa,20.35,2004
ury,10.79,1955
ury,12.79,1956
ury,10.74,1957
ury,10.26,1958
ury,9.882,1959
ury,7.158,1960
ury,11.49,1963
ury,10.9,1964
ury,11.37,1965
ury,12.44,1966
ury,9.859,1967
ury,9.973,1968
ury,10.61,1969
ury,11.49,1970
ury,10.92,1971
ury,11.76,1972
ury,11.68,1973
ury,9.533,1974
ury,11.8,1975
ury,8.698,1976
ury,7.48,1977
ury,11.39,1978
ury,20.27,1980
ury,20.19,1981
ury,17.09,1982
ury,15.16,1983
ury,13.3,1984
ury,12.89,1985
ury,13.98,1986
ury,14.87,1987
ury,18.01,1988
ury,23.53,1989
ury,17.43,1990
ury,20.51,1993
ury,20.59,1994
ury,21.42,1995
ury,20.55,1996
ury,21.03,1997
ury,22.35,1998
ury,21.35,1999
ury,16.23,2000
ury,17.12,2001
ury,16.08,2004
ussr,27.32,1982
ussr,26.01,1983
ussr,25.0,1984
ussr,21.37,1985
ussr,20.62,1986
ussr,21.57,1987
ussr,29.84,1988
ussr,36.93,1989
ussr,38.21,1990
uzb,22.88,1981
uzb,23.1,1982
uzb,24.48,1985
uzb,22.29,1986
uzb,22.52,1987
uzb,27.18,1988
uzb,30.76,1989
uzb,31.35,1990
uzb,29.2,1991
uzb,21.77,1992
uzb,16.05,1993
uzb,13.22,1994
uzb,12.95,1995
uzb,15.78,1996
uzb,14.16,1997
uzb,13.1,1998
uzb,14.51,1999
uzb,14.34,2000
uzb,13.73,2001
uzb,9.042,2002
uzb,13.37,2003
uzb,17.31,2004
vut,14.36,2004
ven,21.92,1955
ven,21.18,1956
ven,24.45,1957
ven,36.83,1958
ven,36.82,1959
ven,34.24,1960
ven,35.75,1961
ven,31.58,1962
ven,36.95,1963
ven,39.53,1964
ven,41.67,1965
ven,45.65,1966
ven,44.8,1967
ven,48.94,1968
ven,49.61,1969
ven,51.74,1970
ven,52.02,1971
ven,54.83,1972
ven,64.33,1973
ven,68.12,1974
ven,71.97,1975
ven,71.32,1976
ven,72.81,1977
ven,75.92,1978
ven,67.59,1979
ven,69.01,1980
ven,63.66,1981
ven,61.65,1982
ven,56.81,1983
ven,44.56,1985
ven,46.78,1986
ven,47.63,1987
ven,44.45,1988
ven,39.75,1989
ven,39.64,1990
ven,44.54,1992
ven,42.61,1993
ven,41.79,1994
ven,28.67,1996
ven,31.73,1997
ven,36.2,1998
ven,34.28,1999
ven,37.04,2000
ven,41.92,2001
ven,37.33,2002
ven,33.75,2003
ven,35.01,2004
deu_west,25.16,1952
deu_west,33.87,1953
deu_west,35.93,1954
deu_west,39.08,1955
deu_west,41.4,1956
deu_west,40.04,1957
deu_west,35.86,1958
deu_west,40.51,1959
deu_west,41.78,1960
deu_west,40.68,1961
deu_west,39.57,1962
deu_west,39.12,1963
deu_west,43.43,1964
deu_west,40.5,1965
deu_west,42.49,1966
deu_west,43.74,1967
deu_west,41.25,1968
deu_west,42.41,1969
deu_west,48.56,1970
deu_west,46.31,1971
deu_west,45.37,1972
deu_west,38.26,1973
deu_west,34.09,1974
deu_west,34.35,1975
deu_west,34.14,1976
deu_west,34.19,1977
deu_west,32.65,1978
deu_west,30.34,1979
deu_west,29.31,1980
deu_west,26.09,1981
deu_west,25.18,1982
deu_west,25.48,1983
deu_west,21.65,1984
deu_west,18.06,1985
deu_west,19.01,1986
deu_west,17.16,1987
deu_west,17.77,1988
deu_west,17.23,1989
deu_west,16.57,1990
vnm,24.04,2004
yem,79.06,2004
yug,21.64,1968
yug,25.44,1969
yug,39.36,1978
yug,38.74,1979
yug,35.33,1980
yug,35.94,1981
yug,33.67,1982
yug,31.15,1983
yug,29.63,1984
yug,26.71,1985
yug,28.3,1986
yug,24.42,1987
yug,23.53,1988
yug,23.88,1989
yug,26.04,1990
zmb,44.58,2004
zwe,59.54,2004
