geo,gdpperemployee_us_inflation_adjusted,time
vnm,2068,1984
vnm,2132,1985
vnm,2082,1986
vnm,2075,1987
vnm,2199,1988
vnm,2270,1989
vnm,2346,1990
vnm,2424,1991
vnm,2567,1992
vnm,2713,1993
vnm,2888,1994
vnm,3094,1995
vnm,3310,1996
vnm,3503,1997
vnm,3628,1998
vnm,3722,1999
vnm,3803,2000
vnm,3970,2001
vnm,4144,2002
vnm,4328,2003
vnm,4553,2004
vnm,4832,2005
yem,10150,1980
yem,10380,1981
yem,10150,1982
yem,10370,1983
yem,10380,1984
yem,9943,1985
yem,9804,1986
yem,9891,1987
yem,9978,1988
yem,9922,1989
yem,9527,1990
yem,9179,1991
yem,9144,1992
yem,9207,1993
yem,9008,1994
yem,9648,1995
yem,9894,1996
yem,10120,1997
yem,10250,1998
yem,10220,1999
yem,10300,2000
yem,10350,2001
yem,10300,2002
yem,10180,2003
yem,10030,2004
yem,9981,2005
yug,16490,1980
yug,16630,1981
yug,16590,1982
yug,16560,1983
yug,16770,1984
yug,16720,1985
yug,17240,1986
yug,16870,1987
yug,16470,1988
yug,16170,1989
yug,15000,1990
yug,13850,1991
yug,11680,1992
yug,9631,1993
yug,10060,1994
yug,10560,1995
yug,11420,1996
yug,12740,1997
yug,13260,1998
yug,13590,1999
yug,14240,2000
yug,14910,2001
yug,15880,2002
yug,16830,2003
yug,17780,2004
yug,16550,2005
zmb,2116,1980
zmb,2167,1981
zmb,2033,1982
zmb,1921,1983
zmb,1847,1984
zmb,1815,1985
zmb,1772,1986
zmb,1752,1987
zmb,1800,1988
zmb,1756,1989
zmb,1851,1990
zmb,1788,1991
zmb,1769,1992
zmb,1725,1993
zmb,1448,1994
zmb,1368,1995
zmb,1433,1996
zmb,1445,1997
zmb,1384,1998
zmb,1380,1999
zmb,1402,2000
zmb,1443,2001
zmb,1466,2002
zmb,1517,2003
zmb,1559,2004
zmb,1608,2005
zwe,3352,1980
zwe,3671,1981
zwe,3615,1982
zwe,3504,1983
zwe,3268,1984
zwe,3351,1985
zwe,3291,1986
zwe,3104,1987
zwe,3239,1988
zwe,3297,1989
zwe,3230,1990
zwe,3333,1991
zwe,2948,1992
zwe,2924,1993
zwe,3016,1994
zwe,2947,1995
zwe,3163,1996
zwe,3142,1997
zwe,3128,1998
zwe,3010,1999
zwe,2722,2000
zwe,2596,2001
zwe,2455,2002
zwe,2185,2003
zwe,2055,2004
zwe,1921,2005
