geo,hydro_power_generation_per_person,time
bra,0.05343,1974
bra,0.05743,1975
bra,0.06434,1976
bra,0.07085,1977
bra,0.07607,1978
bra,0.08431,1979
bra,0.09107,1980
bra,0.09025,1981
bra,0.09517,1982
bra,0.09984,1983
bra,0.1074,1984
bra,0.1126,1985
bra,0.1128,1986
bra,0.1126,1987
bra,0.1185,1988
bra,0.1197,1989
bra,0.1188,1990
bra,0.1231,1991
bra,0.1242,1992
bra,0.1288,1993
bra,0.1309,1994
bra,0.1349,1995
bra,0.1391,1996
bra,0.1437,1997
bra,0.1479,1998
bra,0.1465,1999
bra,0.1501,2000
bra,0.1302,2001
bra,0.1372,2002
bra,0.1447,2003
bra,0.15,2004
bra,0.156,2005
bra,0.1596,2006
bra,0.1694,2007
bra,0.1659,2008
bra,0.174,2009
bra,0.1779,2010
bgr,0.02185,1971
bgr,0.02097,1972
bgr,0.02558,1973
bgr,0.0206,1974
bgr,0.02419,1975
bgr,0.02901,1976
bgr,0.03454,1977
bgr,0.02839,1978
bgr,0.03222,1979
bgr,0.03603,1980
bgr,0.035,1981
bgr,0.02942,1982
bgr,0.03224,1983
bgr,0.0313,1984
bgr,0.02146,1985
bgr,0.02233,1986
bgr,0.0244,1987
bgr,0.02503,1988
bgr,0.02607,1989
bgr,0.01831,1990
bgr,0.02401,1991
bgr,0.0205,1992
bgr,0.01953,1993
bgr,0.01494,1994
bgr,0.02381,1995
bgr,0.03034,1996
bgr,0.02889,1997
bgr,0.03275,1998
bgr,0.02934,1999
bgr,0.02871,2000
bgr,0.01879,2001
bgr,0.0239,2002
bgr,0.03322,2003
bgr,0.03497,2004
bgr,0.04819,2005
bgr,0.04739,2006
bgr,0.03234,2007
bgr,0.03199,2008
bgr,0.03956,2009
bgr,0.05802,2010
khm,0.0001941,2002
khm,0.0002707,2003
khm,0.000176,2004
khm,0.0002832,2005
khm,0.0003054,2006
khm,0.0002956,2007
khm,0.0002675,2008
khm,0.0002276,2009
khm,0.0001581,2010
cmr,0.01281,1971
cmr,0.0128,1972
cmr,0.0124,1973
cmr,0.01343,1974
cmr,0.01421,1975
cmr,0.01338,1976
cmr,0.01266,1977
cmr,0.01262,1978
cmr,0.01272,1979
cmr,0.01288,1980
cmr,0.01659,1981
cmr,0.01816,1982
cmr,0.01809,1983
cmr,0.01833,1984
cmr,0.01952,1985
cmr,0.0193,1986
cmr,0.01889,1987
cmr,0.01924,1988
cmr,0.01935,1989
cmr,0.01875,1990
cmr,0.01833,1991
cmr,0.01803,1992
cmr,0.0182,1993
cmr,0.01701,1994
cmr,0.01698,1995
cmr,0.01726,1996
cmr,0.01817,1997
cmr,0.01789,1998
cmr,0.01871,1999
cmr,0.01888,2000
cmr,0.01862,2001
cmr,0.01667,2002
cmr,0.01807,2003
cmr,0.01964,2004
cmr,0.01848,2005
cmr,0.01865,2006
cmr,0.01803,2007
cmr,0.0194,2008
cmr,0.01801,2009
cmr,0.01869,2010
can,0.5127,1960
can,0.4929,1961
can,0.4845,1962
can,0.4751,1963
can,0.5092,1964
can,0.516,1965
can,0.561,1966
can,0.5617,1967
can,0.5595,1968
can,0.6069,1969
can,0.6261,1970
can,0.6336,1971
can,0.699,1972
can,0.7401,1973
can,0.7918,1974
can,0.7523,1975
can,0.781,1976
can,0.7989,1977
can,0.8437,1978
can,0.8656,1979
can,0.8808,1980
can,0.9234,1981
can,0.8861,1982
can,0.905,1983
can,0.9633,1984
can,1.01,1985
can,1.02,1986
can,1.024,1987
can,0.9811,1988
can,0.9166,1989
can,0.9211,1990
can,0.9449,1991
can,0.9583,1992
can,0.9692,1993
can,0.9776,1994
can,0.9857,1995
can,1.034,1996
can,1.01,1997
can,0.9476,1998
can,0.9785,1999
can,1.005,2000
can,0.9255,2001
can,0.9636,2002
can,0.9179,2003
can,0.9174,2004
can,0.9685,2005
can,0.9299,2006
can,0.9584,2007
can,0.9657,2008
can,0.9413,2009
can,0.8884,2010
can,0.9422,2011
chl,0.0424,1971
chl,0.04964,1972
chl,0.04765,1973
chl,0.05333,1974
chl,0.05272,1975
chl,0.05367,1976
chl,0.0559,1977
chl,0.05737,1978
chl,0.05812,1979
chl,0.06054,1980
chl,0.06175,1981
chl,0.06649,1982
chl,0.07056,1983
chl,0.07203,1984
chl,0.07862,1985
chl,0.08263,1986
chl,0.08807,1987
chl,0.0848,1988
chl,0.06997,1989
chl,0.05821,1990
chl,0.08409,1991
chl,0.1053,1992
chl,0.1102,1993
chl,0.103,1994
chl,0.1099,1995
chl,0.09897,1996
chl,0.1098,1997
chl,0.09116,1998
chl,0.07672,1999
chl,0.1032,2000
chl,0.1157,2001
chl,0.1213,2002
chl,0.1168,2003
chl,0.1171,2004
chl,0.1397,2005
chl,0.1521,2006
chl,0.1196,2007
chl,0.1239,2008
chl,0.1283,2009
chl,0.1091,2010
chl,0.1046,2011
chn,0.003084,1971
chn,0.003408,1972
chn,0.00372,1973
chn,0.00412,1974
chn,0.004229,1975
chn,0.004213,1976
chn,0.004332,1977
chn,0.004005,1978
chn,0.00444,1979
chn,0.005091,1980
chn,0.005655,1981
chn,0.00633,1982
chn,0.007244,1983
chn,0.007172,1984
chn,0.007517,1985
chn,0.00757,1986
chn,0.007876,1987
chn,0.008453,1988
chn,0.009022,1989
chn,0.009514,1990
chn,0.009266,1991
chn,0.009692,1992
chn,0.01098,1993
chn,0.01198,1994
chn,0.0135,1995
chn,0.01318,1996
chn,0.01361,1997
chn,0.01432,1998
chn,0.01391,1999
chn,0.01507,2000
chn,0.01867,2001
chn,0.01926,2002
chn,0.01886,2003
chn,0.02337,2004
chn,0.02611,2005
chn,0.0285,2006
chn,0.03157,2007
chn,0.03788,2008
chn,0.03965,2009
chn,0.04629,2010
col,0.02621,1971
col,0.02804,1972
col,0.02981,1973
col,0.03249,1974
col,0.03194,1975
col,0.03225,1976
col,0.03582,1977
col,0.04042,1978
col,0.0434,1979
col,0.0457,1980
col,0.04471,1981
col,0.04625,1982
col,0.04568,1983
col,0.04994,1984
col,0.05259,1985
col,0.05957,1986
col,0.06361,1987
col,0.06568,1988
col,0.07041,1989
col,0.07121,1990
col,0.07043,1991
col,0.05554,1992
col,0.06815,1993
col,0.077,1994
col,0.07586,1995
col,0.08223,1996
col,0.07164,1997
col,0.06886,1998
col,0.07419,1999
col,0.06936,2000
col,0.06764,2001
col,0.0711,2002
col,0.07453,2003
col,0.0813,2004
col,0.07952,2005
col,0.08411,2006
col,0.08616,2007
col,0.08865,2008
col,0.07731,2009
col,0.07504,2010
cod,0.01418,1971
cod,0.01379,1972
cod,0.0147,1973
cod,0.01288,1974
cod,0.01367,1975
cod,0.01435,1976
cod,0.01413,1977
cod,0.01349,1978
cod,0.013,1979
cod,0.0135,1980
cod,0.0129,1981
cod,0.01242,1982
cod,0.01313,1983
cod,0.01338,1984
cod,0.01392,1985
cod,0.01415,1986
cod,0.01369,1987
cod,0.01329,1988
cod,0.01693,1989
cod,0.01329,1990
cod,0.01195,1991
cod,0.0132,1992
cod,0.01157,1993
cod,0.01067,1994
cod,0.01202,1995
cod,0.01156,1996
cod,0.009316,1997
cod,0.008547,1998
cod,0.00941,1999
cod,0.01039,2000
cod,0.01007,2001
cod,0.01001,2002
cod,0.009791,2003
cod,0.01092,2004
cod,0.01107,2005
cod,0.01094,2006
cod,0.01106,2007
cod,0.01029,2008
cod,0.01044,2009
cod,0.01023,2010
cog,0.003374,1971
cog,0.004,1972
cog,0.002938,1973
cog,0.003135,1974
cog,0.003208,1975
cog,0.003383,1976
cog,0.002503,1977
cog,0.0005574,1978
cog,0.003791,1979
cog,0.004781,1980
cog,0.004782,1981
cog,0.007844,1982
cog,0.01016,1983
cog,0.01067,1984
cog,0.01202,1985
cog,0.01076,1986
cog,0.01086,1987
cog,0.01098,1988
cog,0.01468,1989
cog,0.01764,1990
cog,0.01682,1991
cog,0.01447,1992
cog,0.01193,1993
cog,0.01041,1994
cog,0.01108,1995
cog,0.01395,1996
cog,0.01341,1997
cog,0.00989,1998
cog,0.002673,1999
cog,0.008089,2000
cog,0.008937,2001
cog,0.01035,2002
cog,0.008739,2003
cog,0.008235,2004
cog,0.008639,2005
cog,0.008815,2006
cog,0.007721,2007
cog,0.008405,2008
cog,0.007199,2009
cog,0.009145,2010
cri,0.04739,1971
cri,0.04946,1972
cri,0.04979,1973
cri,0.05367,1974
cri,0.05435,1975
cri,0.05928,1976
cri,0.05327,1977
cri,0.05731,1978
cri,0.06122,1979
cri,0.07779,1980
cri,0.08155,1981
cri,0.08284,1982
cri,0.09403,1983
cri,0.09862,1984
cri,0.08804,1985
cri,0.08988,1986
cri,0.09081,1987
cri,0.0898,1988
cri,0.0956,1989
cri,0.09472,1990
cri,0.09988,1991
cri,0.09556,1992
cri,0.1023,1993
cri,0.1002,1994
cri,0.08812,1995
cri,0.09215,1996
cri,0.1133,1997
cri,0.09855,1998
cri,0.1153,1999
cri,0.1247,2000
cri,0.1172,2001
cri,0.1257,2002
cri,0.1245,2003
cri,0.1353,2004
cri,0.131,2005
cri,0.1295,2006
cri,0.1307,2007
cri,0.1405,2008
cri,0.1353,2009
cri,0.134,2010
civ,0.002113,1971
civ,0.003288,1972
civ,0.002337,1973
civ,0.003683,1974
civ,0.004866,1975
civ,0.004174,1976
civ,0.002573,1977
civ,0.001849,1978
civ,0.007722,1979
civ,0.01368,1980
civ,0.01674,1981
civ,0.01601,1982
civ,0.008666,1983
civ,0.003179,1984
civ,0.01113,1985
civ,0.00943,1986
civ,0.008009,1987
civ,0.009125,1988
civ,0.01133,1989
civ,0.009081,1990
civ,0.008329,1991
civ,0.006734,1992
civ,0.006838,1993
civ,0.007082,1994
civ,0.01045,1995
civ,0.01015,1996
civ,0.01043,1997
civ,0.007457,1998
civ,0.009285,1999
civ,0.009147,2000
civ,0.009162,2001
civ,0.008653,2002
civ,0.009024,2003
civ,0.008476,2004
civ,0.006856,2005
civ,0.007085,2006
civ,0.008286,2007
civ,0.008595,2008
civ,0.009469,2009
civ,0.007049,2010
hrv,0.07243,1990
hrv,0.1091,1991
hrv,0.08135,1992
hrv,0.08071,1993
hrv,0.09099,1994
hrv,0.09696,1995
hrv,0.1335,1996
hrv,0.09828,1997
hrv,0.1024,1998
hrv,0.1248,1999
hrv,0.1121,2000
hrv,0.1256,2001
hrv,0.1033,2002
hrv,0.09408,2003
hrv,0.1345,2004
hrv,0.1226,2005
hrv,0.1164,2006
hrv,0.08229,2007
hrv,0.1015,2008
hrv,0.1312,2009
hrv,0.1626,2010
cub,0.001068,1971
cub,0.0007062,1972
cub,0.000582,1973
cub,0.000823,1974
cub,0.000575,1975
cub,0.0004784,1976
cub,0.0006529,1977
cub,0.0007366,1978
cub,0.0009168,1979
cub,0.00085,1980
cub,0.0005231,1981
cub,0.0003733,1982
cub,0.0005445,1983
cub,0.0006018,1984
cub,0.0004611,1985
cub,0.0004996,1986
cub,0.0003689,1987
cub,0.0006055,1988
cub,0.0006732,1989
cub,0.0007402,1990
cub,0.0008474,1991
cub,0.0006493,1992
cub,0.0006534,1993
cub,0.0003884,1994
cub,0.0005837,1995
cub,0.000746,1996
cub,0.001017,1997
cub,0.0007561,1998
cub,0.0008002,1999
cub,0.0006892,2000
cub,0.0005789,2001
cub,0.0008156,2002
cub,0.000982,2003
cub,0.0006735,2004
cub,0.0005195,2005
cub,0.0007175,2006
cub,0.0009233,2007
cub,0.001053,2008
cub,0.001153,2009
cub,0.0007409,2010
cze,0.01058,1971
cze,0.01103,1972
cze,0.009392,1973
cze,0.01573,1974
cze,0.01561,1975
cze,0.01237,1976
cze,0.01673,1977
cze,0.01547,1978
cze,0.01929,1979
cze,0.0201,1980
cze,0.01723,1981
cze,0.01394,1982
cze,0.01381,1983
cze,0.01083,1984
cze,0.01395,1985
cze,0.01566,1986
cze,0.02058,1987
cze,0.01752,1988
cze,0.01372,1989
cze,0.009689,1990
cze,0.009085,1991
cze,0.01169,1992
cze,0.01141,1993
cze,0.01216,1994
cze,0.01668,1995
cze,0.01642,1996
cze,0.01419,1997
cze,0.01168,1998
cze,0.01409,1999
cze,0.01476,2000
cze,0.01727,2001
cze,0.02099,2002
cze,0.01166,2003
cze,0.01702,2004
cze,0.02002,2005
cze,0.02137,2006
cze,0.01742,2007
cze,0.01677,2008
cze,0.02001,2009
cze,0.02285,2010
cze,0.01745,2011
dnk,0.0004694,1960
dnk,0.0004847,1961
dnk,0.000481,1962
dnk,0.0004588,1963
dnk,0.0004552,1964
dnk,0.0004517,1965
dnk,0.0004662,1966
dnk,0.0004451,1967
dnk,0.0003712,1968
dnk,0.0003863,1969
dnk,0.0004187,1970
dnk,0.0004161,1971
dnk,0.0004137,1972
dnk,0.0004115,1973
dnk,0.0004096,1974
dnk,0.0004078,1975
dnk,0.0004063,1976
dnk,0.0003713,1977
dnk,0.0003872,1978
dnk,0.0004201,1979
dnk,0.0005035,1980
dnk,0.0005537,1981
dnk,0.0005203,1982
dnk,0.0005711,1983
dnk,0.0005043,1984
dnk,0.0005044,1985
dnk,0.0004876,1986
dnk,0.0004873,1987
dnk,0.000554,1988
dnk,0.0003855,1989
dnk,0.0004683,1990
dnk,0.000417,1991
dnk,0.0004655,1992
dnk,0.0004638,1993
dnk,0.0005444,1994
dnk,0.0004929,1995
dnk,0.0003109,1996
dnk,0.0003096,1997
dnk,0.0004381,1998
dnk,0.000501,1999
dnk,0.0004831,2000
dnk,0.0004495,2001
dnk,0.0005123,2002
dnk,0.0003353,2003
dnk,0.0004299,2004
dnk,0.0003649,2005
dnk,0.0003634,2006
dnk,0.0004402,2007
dnk,0.0004067,2008
dnk,0.0002957,2009
dnk,0.0003253,2010
dnk,0.0002623,2011
dom,0.009938,1971
dom,0.0104,1972
dom,0.009317,1973
dom,0.0086,1974
dom,0.007134,1975
dom,0.01273,1976
dom,0.007257,1977
dom,0.01157,1978
dom,0.01257,1979
dom,0.008281,1980
dom,0.01983,1981
dom,0.01188,1982
dom,0.01303,1983
dom,0.01563,1984
dom,0.01517,1985
dom,0.01799,1986
dom,0.01951,1987
dom,0.02054,1988
dom,0.005781,1989
dom,0.004171,1990
dom,0.005939,1991
dom,0.006122,1992
dom,0.01272,1993
dom,0.005895,1994
dom,0.00656,1995
dom,0.009213,1996
dom,0.006981,1997
dom,0.007571,1998
dom,0.01117,1999
dom,0.007626,2000
dom,0.006858,2001
dom,0.008452,2002
dom,0.0114,2003
dom,0.01507,2004
dom,0.01771,2005
dom,0.01601,2006
dom,0.01534,2007
dom,0.01231,2008
dom,0.01485,2009
dom,0.01553,2010
ecu,0.006151,1971
ecu,0.006042,1972
ecu,0.005737,1973
ecu,0.006406,1974
ecu,0.007817,1975
ecu,0.007317,1976
ecu,0.006559,1977
ecu,0.009038,1978
ecu,0.007876,1979
ecu,0.009422,1980
ecu,0.00819,1981
ecu,0.009158,1982
ecu,0.01715,1983
ecu,0.03138,1984
ecu,0.03101,1985
ecu,0.037,1986
ecu,0.04111,1987
ecu,0.04237,1988
ecu,0.04248,1989
ecu,0.04179,1990
ecu,0.04158,1991
ecu,0.03988,1992
ecu,0.04561,1993
ecu,0.05052,1994
ecu,0.03898,1995
ecu,0.04709,1996
ecu,0.04772,1997
ecu,0.04678,1998
ecu,0.0508,1999
ecu,0.053,2000
ecu,0.04844,2001
ecu,0.05068,2002
ecu,0.04754,2003
ecu,0.04825,2004
ecu,0.04408,2005
ecu,0.04495,2006
ecu,0.05611,2007
ecu,0.06908,2008
ecu,0.0556,2009
ecu,0.05134,2010
egy,0.01179,1971
egy,0.0118,1972
egy,0.01154,1973
egy,0.01341,1974
egy,0.01455,1975
egy,0.01677,1976
egy,0.01852,1977
egy,0.01867,1978
egy,0.01862,1979
egy,0.01875,1980
egy,0.01908,1981
egy,0.01911,1982
egy,0.01748,1983
egy,0.01675,1984
egy,0.0147,1985
egy,0.01538,1986
egy,0.014,1987
egy,0.01422,1988
egy,0.01541,1989
egy,0.01502,1990
egy,0.01469,1991
egy,0.01414,1992
egy,0.01502,1993
egy,0.01546,1994
egy,0.01581,1995
egy,0.01574,1996
egy,0.01605,1997
egy,0.01609,1998
egy,0.01897,1999
egy,0.01741,2000
egy,0.01888,2001
egy,0.01576,2002
egy,0.01566,2003
egy,0.01492,2004
egy,0.01465,2005
egy,0.01471,2006
egy,0.01733,2007
egy,0.01612,2008
egy,0.01387,2009
egy,0.01383,2010
slv,0.0117,1971
slv,0.009651,1972
slv,0.01048,1973
slv,0.01168,1974
slv,0.005812,1975
slv,0.003898,1976
slv,0.008009,1977
slv,0.01273,1978
slv,0.01936,1979
slv,0.01747,1980
slv,0.009927,1981
slv,0.008099,1982
slv,0.01419,1983
slv,0.01515,1984
slv,0.02015,1985
slv,0.02092,1986
slv,0.01903,1987
slv,0.02157,1988
