geo,population_growth_annual_percent_with_projections,time
fsm,-0.012,2043
fsm,-0.106,2048
mco,0.392,1953
mco,1.636,1958
mco,0.548,1963
mco,0.81,1968
mco,1.199,1973
mco,0.722,1978
mco,1.306,1983
mco,0.973,1988
mco,0.929,1993
mco,0.886,1998
mco,0.28,2003
mco,0.276,2008
mco,0.272,2013
mco,0.269,2018
mco,0.635,2023
mco,0.269,2028
mco,0.298,2033
mco,0.292,2038
mco,0.341,2043
mco,0.329,2048
mng,2.195,1953
mng,2.419,1958
mng,2.632,1963
mng,2.761,1968
mng,2.842,1973
mng,2.777,1978
mng,2.758,1983
mng,2.984,1988
mng,0.479,1993
mng,1.025,1998
mng,1.301,2003
mng,1.153,2008
mng,1.106,2013
mng,1.006,2018
mng,0.859,2023
mng,0.643,2028
mng,0.456,2033
mng,0.348,2038
mng,0.272,2043
mng,0.179,2048
mne,1.467,1953
mne,1.689,1958
mne,1.644,1963
mne,0.471,1968
mne,1.134,1973
mne,0.963,1978
mne,-0.002,1983
mne,0.377,1988
mne,1.216,1993
mne,1.149,1998
mne,-1.121,2003
mne,0.029,2008
mne,0.036,2013
mne,0.138,2018
mne,0.074,2023
mne,0.019,2028
mne,-0.037,2033
mne,-0.11,2038
mne,-0.16,2043
mne,-0.19,2048
msr,1.101,1953
msr,-3.325,1958
msr,-0.433,1963
msr,-0.368,1968
msr,0.262,1973
msr,0.231,1978
msr,-1.021,1983
msr,-1.067,1988
msr,-0.952,1993
msr,-14.49,1998
msr,2.535,2003
msr,1.153,2008
msr,0.886,2013
msr,0.66,2018
msr,0.53,2023
msr,0.425,2028
msr,0.323,2033
msr,0.214,2038
msr,0.118,2043
msr,0.031,2048
mar,2.475,1953
mar,2.75,1958
mar,2.725,1963
mar,2.78,1968
mar,2.45,1973
mar,2.457,1978
mar,2.614,1983
mar,2.132,1988
mar,1.657,1993
mar,1.346,1998
mar,1.125,2003
mar,1.2,2008
mar,1.169,2013
mar,1.06,2018
mar,0.899,2023
mar,0.723,2028
mar,0.571,2033
mar,0.449,2038
mar,0.354,2043
mar,0.251,2048
moz,1.58,1953
moz,1.846,1958
moz,2.049,1963
moz,2.185,1968
moz,2.326,1973
moz,2.683,1978
moz,1.864,1983
moz,0.327,1988
moz,3.266,1993
moz,2.699,1998
moz,2.649,2003
moz,2.327,2008
moz,2.07,2013
moz,1.901,2018
moz,1.772,2023
moz,1.662,2028
moz,1.524,2033
moz,1.377,2038
moz,1.247,2043
moz,1.138,2048
mmr,1.966,1953
mmr,2.146,1958
mmr,2.182,1963
mmr,2.325,1968
mmr,2.478,1973
mmr,2.32,1978
mmr,2.189,1983
mmr,1.739,1988
mmr,1.426,1993
mmr,1.214,1998
mmr,0.731,2003
mmr,0.87,2008
mmr,1.001,2013
mmr,0.888,2018
mmr,0.739,2023
mmr,0.605,2028
mmr,0.488,2033
mmr,0.379,2038
mmr,0.279,2043
mmr,0.165,2048
nam,2.043,1953
nam,2.282,1958
nam,2.493,1963
nam,2.68,1968
nam,2.981,1973
nam,2.246,1978
nam,2.555,1983
nam,4.15,1988
nam,2.682,1993
nam,2.37,1998
nam,1.932,2003
nam,1.925,2008
nam,1.733,2013
nam,1.609,2018
nam,1.444,2023
nam,1.262,2028
nam,1.076,2033
nam,0.943,2038
nam,0.851,2043
nam,0.756,2048
nru,4.073,1953
nru,4.043,1958
nru,5.163,1963
nru,2.47,1968
nru,1.701,1973
nru,1.147,1978
nru,1.754,1983
nru,2.268,1988
nru,1.707,1993
nru,0.146,1998
nru,0.145,2003
nru,0.281,2008
nru,0.613,2013
nru,0.447,2018
nru,0.308,2023
nru,0.163,2028
nru,0.047,2033
nru,-0.052,2038
nru,-0.165,2043
nru,-0.259,2048
npl,1.739,1953
npl,1.784,1958
npl,1.937,1963
npl,2.157,1968
npl,2.32,1973
npl,2.398,1978
npl,2.382,1983
npl,2.379,1988
npl,2.478,1993
npl,2.441,1998
npl,2.162,2003
npl,1.845,2008
npl,1.701,2013
npl,1.633,2018
npl,1.508,2023
npl,1.33,2028
npl,1.15,2033
npl,1.001,2038
npl,0.868,2043
npl,0.73,2048
nld,1.222,1953
nld,1.324,1958
nld,1.36,1963
nld,1.175,1968
nld,0.941,1973
nld,0.695,1978
nld,0.472,1983
nld,0.632,1988
nld,0.652,1993
nld,0.595,1998
nld,0.498,2003
nld,0.409,2008
nld,0.311,2013
nld,0.268,2018
nld,0.238,2023
nld,0.172,2028
nld,0.084,2033
nld,-0.011,2038
nld,-0.081,2043
nld,-0.106,2048
ant,1.863,1953
ant,1.864,1958
ant,1.671,1963
ant,1.671,1968
ant,0.878,1973
ant,0.878,1978
ant,0.918,1983
ant,0.947,1988
ant,0.004,1993
ant,-1.077,1998
ant,0.63,2003
ant,1.475,2008
ant,0.621,2013
ant,0.255,2018
ant,0.066,2023
ant,-0.108,2028
ant,-0.245,2033
ant,-0.36,2038
ant,-0.478,2043
ant,-0.619,2048
ncl,0.849,1953
ncl,2.852,1958
ncl,3.154,1963
ncl,2.852,1968
ncl,4.044,1973
ncl,2.033,1978
ncl,1.695,1983
ncl,1.928,1988
ncl,2.422,1993
ncl,2.17,1998
ncl,1.747,2003
ncl,1.546,2008
ncl,1.345,2013
ncl,1.208,2018
ncl,1.062,2023
ncl,0.926,2028
ncl,0.799,2033
ncl,0.683,2038
ncl,0.58,2043
ncl,0.488,2048
nzl,2.258,1953
nzl,2.096,1958
nzl,2.05,1963
nzl,1.407,1968
nzl,1.787,1973
nzl,0.411,1978
nzl,0.79,1983
nzl,0.67,1988
nzl,1.696,1993
nzl,0.969,1998
nzl,1.216,2003
nzl,0.917,2008
nzl,0.857,2013
nzl,0.774,2018
nzl,0.682,2023
nzl,0.574,2028
nzl,0.472,2033
nzl,0.389,2038
nzl,0.327,2043
nzl,0.273,2048
nic,3.045,1953
nic,3.256,1958
nic,3.011,1963
nic,3.024,1968
nic,3.072,1973
nic,2.998,1978
nic,2.643,1983
nic,2.184,1988
nic,2.375,1993
nic,1.81,1998
nic,1.343,2003
nic,1.302,2008
nic,1.465,2013
nic,1.289,2018
nic,1.096,2023
nic,0.911,2028
nic,0.742,2033
nic,0.573,2038
nic,0.403,2043
nic,0.232,2048
ner,2.754,1953
ner,2.75,1958
ner,2.996,1963
ner,3.036,1968
ner,2.991,1973
ner,3.03,1978
ner,2.843,1983
ner,2.93,1988
ner,3.257,1993
ner,3.41,1998
ner,3.441,2003
ner,3.86,2008
ner,3.73,2013
ner,3.617,2018
ner,3.539,2023
ner,3.461,2028
ner,3.311,2033
ner,3.064,2038
ner,2.765,2043
ner,2.48,2048
nga,2.036,1953
nga,2.119,1958
nga,2.206,1963
nga,2.268,1968
nga,2.488,1973
nga,3.061,1978
nga,2.666,1983
nga,2.675,1988
nga,2.527,1993
nga,2.45,1998
nga,2.417,2003
nga,2.327,2008
nga,2.117,2013
nga,1.878,2018
nga,1.668,2023
nga,1.521,2028
nga,1.407,2033
nga,1.291,2038
nga,1.155,2043
nga,1.013,2048
niu,-0.207,1953
niu,0.735,1958
niu,0.665,1963
niu,0.494,1968
niu,-3.82,1973
niu,-3.795,1978
niu,-4.863,1983
niu,-3.362,1988
niu,-1.649,1993
niu,-2.32,1998
niu,-2.747,2003
niu,-2.678,2008
niu,-2.595,2013
niu,-1.513,2018
niu,-1.692,2023
niu,0.093,2028
niu,0.147,2033
niu,0.183,2038
niu,0.073,2043
niu,0.054,2048
mnp,2.673,1953
mnp,4.459,1958
mnp,1.907,1963
mnp,3.339,1968
mnp,2.871,1973
mnp,2.284,1978
mnp,11.6,1983
mnp,7.543,1988
mnp,5.523,1993
mnp,3.574,1998
mnp,3.008,2003
mnp,1.949,2008
mnp,1.627,2013
mnp,1.532,2018
mnp,1.433,2023
mnp,1.347,2028
mnp,1.277,2033
mnp,1.222,2038
mnp,1.181,2043
mnp,1.152,2048
nor,0.969,1953
nor,0.879,1958
nor,0.778,1963
nor,0.813,1968
nor,0.659,1973
nor,0.387,1978
nor,0.325,1983
nor,0.424,1988
nor,0.547,1993
nor,0.564,1998
nor,0.665,2003
nor,0.927,2008
nor,0.729,2013
nor,0.643,2018
nor,0.623,2023
nor,0.564,2028
nor,0.473,2033
nor,0.389,2038
nor,0.332,2043
nor,0.302,2048
pse,0.725,1953
pse,1.102,1958
pse,1.7,1963
pse,-1.796,1968
pse,2.717,1973
pse,3.246,1978
pse,3.782,1983
pse,3.78,1988
pse,3.891,1993
pse,3.703,1998
pse,3.555,2003
pse,3.176,2008
pse,2.871,2013
pse,2.633,2018
pse,2.42,2023
pse,2.214,2028
pse,1.988,2033
pse,1.779,2038
pse,1.585,2043
pse,1.41,2048
omn,2.019,1953
omn,2.259,1958
omn,2.546,1963
omn,3.019,1968
omn,4.11,1973
omn,5.169,1978
omn,5.035,1983
omn,3.757,1988
omn,3.284,1993
omn,2.016,1998
omn,1.719,2003
omn,2.083,2008
omn,1.923,2013
omn,1.775,2018
omn,1.578,2023
omn,1.361,2028
omn,1.156,2033
omn,0.99,2038
omn,0.857,2043
omn,0.724,2048
pak,1.552,1953
pak,1.836,1958
pak,2.133,1963
pak,2.584,1968
pak,2.859,1973
pak,2.962,1978
pak,3.48,1983
pak,3.271,1988
pak,2.379,1993
pak,2.55,1998
pak,2.255,2003
pak,2.163,2008
pak,2.129,2013
pak,1.918,2018
pak,1.703,2023
pak,1.517,2028
pak,1.372,2033
pak,1.243,2038
pak,1.098,2043
pak,0.935,2048
plw,2.453,1953
plw,2.816,1958
plw,1.719,1963
plw,1.283,1968
plw,1.34,1973
plw,0.346,1978
plw,2.151,1983
plw,1.819,1988
plw,2.663,1993
plw,2.448,1998
plw,0.861,2003
plw,0.399,2008
plw,0.495,2013
plw,1.066,2018
plw,1.072,2023
plw,0.907,2028
plw,0.628,2033
plw,0.382,2038
plw,0.264,2043
plw,0.247,2048
pan,2.555,1953
pan,2.844,1958
pan,2.911,1963
pan,2.908,1968
pan,2.692,1973
pan,2.468,1978
pan,2.195,1983
pan,2.056,1988
pan,2.048,1993
pan,1.98,1998
pan,1.818,2003
pan,1.644,2008
pan,1.456,2013
pan,1.299,2018
pan,1.158,2023
pan,1.01,2028
pan,0.854,2033
pan,0.697,2038
pan,0.547,2043
pan,0.428,2048
png,1.333,1953
png,1.584,1958
png,1.912,1963
png,2.187,1968
png,2.308,1973
png,2.198,1978
png,2.565,1983
png,2.549,1988
png,2.62,1993
png,2.691,1998
png,2.543,2003
png,2.371,2008
png,2.17,2013
png,1.959,2018
png,1.799,2023
png,1.642,2028
png,1.476,2033
png,1.307,2038
png,1.146,2043
png,1.002,2048
pry,2.565,1953
pry,2.597,1958
pry,2.657,1963
pry,2.635,1968
pry,2.426,1973
pry,2.626,1978
pry,2.93,1983
pry,2.752,1988
pry,2.443,1993
pry,2.163,1998
pry,1.97,2003
pry,1.799,2008
pry,1.626,2013
pry,1.447,2018
pry,1.269,2023
pry,1.107,2028
pry,0.953,2033
pry,0.814,2038
pry,0.687,2043
pry,0.57,2048
per,2.553,1953
per,2.713,1958
per,2.877,1963
per,2.805,1968
per,2.783,1973
per,2.668,1978
per,2.387,1983
per,2.182,1988
per,1.898,1993
per,1.651,1998
per,1.361,2003
per,1.159,2008
per,1.121,2013
per,1.051,2018
per,0.978,2023
per,0.838,2028
per,0.699,2033
per,0.562,2038
per,0.429,2043
per,0.302,2048
phl,2.993,1953
phl,3.055,1958
phl,3.085,1963
phl,2.939,1968
phl,2.789,1973
phl,2.699,1978
phl,2.688,1983
phl,2.522,1988
phl,2.28,1993
phl,2.094,1998
phl,1.915,2003
phl,1.815,2008
phl,1.663,2013
phl,1.505,2018
phl,1.338,2023
phl,1.178,2028
phl,1.023,2033
phl,0.874,2038
phl,0.735,2043
phl,0.595,2048
pcn,1.906,1953
pcn,0.278,1958
pcn,-6.84,1963
pcn,-2.698,1968
pcn,-5.314,1973
pcn,-1.819,1978
pcn,-0.32,1983
pcn,0.945,1988
pcn,-1.27,1993
pcn,-1.009,1998
pcn,-2.968,2003
pcn,0.0,2008
pcn,0.396,2013
pcn,1.51,2018
pcn,-0.367,2023
pcn,-0.374,2028
pcn,0.0,2033
pcn,-0.381,2038
pcn,-0.388,2043
pcn,0.0,2048
pol,1.888,1953
pol,1.657,1958
pol,1.184,1963
pol,0.761,1968
pol,0.811,1973
pol,0.896,1978
pol,0.895,1983
pol,0.483,1988
pol,0.253,1993
pol,-0.084,1998
pol,-0.122,2003
pol,-0.084,2008
pol,-0.132,2013
pol,-0.155,2018
pol,-0.286,2023
pol,-0.425,2028
pol,-0.53,2033
pol,-0.597,2038
pol,-0.641,2043
pol,-0.683,2048
prt,0.482,1953
prt,0.567,1958
prt,0.316,1963
prt,-0.72,1968
prt,0.93,1973
prt,1.428,1978
prt,0.53,1983
prt,-0.099,1988
prt,0.117,1993
prt,0.372,1998
prt,0.617,2003
prt,0.349,2008
prt,0.102,2013
prt,-0.038,2018
prt,-0.114,2023
prt,-0.161,2028
prt,-0.202,2033
prt,-0.255,2038
prt,-0.324,2043
prt,-0.392,2048
pri,0.286,1953
pri,0.953,1958
pri,1.808,1963
pri,1.006,1968
pri,1.575,1973
pri,1.681,1978
pri,1.105,1983
pri,0.867,1988
pri,0.958,1993
pri,0.627,1998
pri,0.487,2003
pri,0.43,2008
pri,0.377,2013
pri,0.294,2018
pri,0.199,2023
pri,0.093,2028
pri,-0.015,2033
pri,-0.094,2038
pri,-0.146,2043
pri,-0.192,2048
qat,6.729,1953
qat,5.026,1958
qat,8.837,1963
qat,9.28,1968
qat,8.603,1973
qat,5.86,1978
qat,9.044,1983
qat,5.188,1988
qat,2.351,1993
qat,3.195,1998
qat,7.23,2003
qat,10.65,2008
qat,1.551,2013
qat,1.308,2018
qat,1.205,2023
qat,1.087,2028
qat,0.993,2033
qat,0.908,2038
qat,0.82,2043
qat,0.71,2048
kor,1.939,1953
kor,3.383,1958
kor,2.488,1963
kor,2.041,1968
kor,1.986,1973
kor,1.518,1978
kor,1.563,1983
kor,1.188,1988
kor,0.762,1993
kor,0.781,1998
kor,0.484,2003
kor,0.389,2008
kor,0.267,2013
kor,0.13,2018
kor,0.003,2023
kor,-0.137,2028
kor,-0.297,2033
kor,-0.471,2038
kor,-0.637,2043
kor,-0.773,2048
mda,2.305,1953
mda,2.679,1958
mda,2.097,1963
mda,1.496,1968
mda,1.316,1973
mda,0.872,1978
mda,0.997,1983
mda,0.695,1988
mda,-0.116,1993
mda,-1.131,1998
mda,-1.736,2003
mda,-1.002,2008
mda,-0.644,2013
mda,-0.491,2018
mda,-0.522,2023
mda,-0.673,2028
mda,-0.739,2033
mda,-0.744,2038
mda,-0.748,2043
mda,-0.808,2048
reu,3.219,1953
reu,2.789,1958
reu,3.013,1963
reu,3.353,1968
reu,0.946,1973
reu,0.946,1978
reu,1.833,1983
reu,1.694,1988
reu,1.887,1993
reu,1.731,1998
reu,1.602,2003
reu,1.308,2008
reu,1.138,2013
reu,0.999,2018
reu,0.867,2023
reu,0.738,2028
reu,0.611,2033
reu,0.469,2038
reu,0.331,2043
reu,0.232,2048
rou,1.391,1953
rou,1.027,1958
rou,0.668,1963
rou,1.243,1968
rou,0.957,1973
rou,0.881,1978
rou,0.466,1983
rou,0.42,1988
rou,-0.458,1993
rou,-0.485,1998
rou,-0.46,2003
rou,-0.415,2008
rou,-0.384,2013
rou,-0.396,2018
rou,-0.415,2023
rou,-0.479,2028
rou,-0.531,2033
rou,-0.576,2038
rou,-0.619,2043
rou,-0.681,2048
rus,1.626,1953
rus,1.471,1958
rus,1.11,1963
rus,0.567,1968
rus,0.581,1973
rus,0.648,1978
rus,0.693,1983
rus,0.621,1988
rus,0.058,1993
rus,-0.248,1998
rus,-0.483,2003
rus,-0.395,2008
rus,-0.342,2013
rus,-0.377,2018
rus,-0.457,2023
rus,-0.533,2028
rus,-0.547,2033
rus,-0.523,2038
rus,-0.506,2043
rus,-0.51,2048
rwa,2.784,1953
rwa,3.0,1958
rwa,2.071,1963
rwa,3.294,1968
rwa,3.105,1973
rwa,3.284,1978
rwa,3.241,1983
rwa,3.14,1988
rwa,-5.466,1993
rwa,7.606,1998
rwa,2.444,2003
rwa,2.672,2008
rwa,2.667,2013
rwa,2.39,2018
rwa,2.07,2023
rwa,1.857,2028
rwa,1.752,2033
rwa,1.671,2038
rwa,1.539,2043
rwa,1.352,2048
shn,-0.178,1953
shn,-0.791,1958
shn,-0.422,1963
shn,1.245,1968
shn,1.245,1973
shn,0.556,1978
shn,0.848,1983
shn,-0.326,1988
shn,-1.029,1993
shn,-0.774,1998
shn,-1.44,2003
shn,-1.351,2008
shn,-0.646,2013
shn,0.655,2018
shn,0.524,2023
shn,0.381,2028
shn,0.246,2033
shn,0.111,2038
shn,0.043,2043
shn,-0.009,2048
kna,1.04,1953
kna,1.079,1958
kna,-0.796,1963
kna,-1.84,1968
kna,-0.268,1973
kna,-0.511,1978
kna,-0.547,1983
kna,-0.621,1988
kna,1.139,1993
kna,1.327,1998
kna,1.297,2003
kna,1.273,2008
kna,1.204,2013
kna,1.071,2018
kna,0.901,2023
kna,0.74,2028
kna,0.596,2033
kna,0.477,2038
kna,0.368,2043
kna,0.258,2048
lca,0.925,1953
lca,0.746,1958
lca,1.375,1963
lca,1.566,1968
lca,1.047,1973
lca,1.449,1978
lca,1.387,1983
lca,1.782,1988
lca,1.237,1993
lca,1.306,1998
lca,0.998,2003
lca,1.032,2008
lca,0.943,2013
lca,0.858,2018
lca,0.75,2023
lca,0.614,2028
lca,0.487,2033
lca,0.373,2038
lca,0.259,2043
lca,0.143,2048
spm,0.658,1953
spm,0.796,1958
spm,0.707,1963
spm,1.369,1968
spm,1.51,1973
spm,0.394,1978
spm,0.357,1983
spm,0.562,1988
spm,0.073,1993
spm,-0.086,1998
spm,-0.425,2003
spm,-0.338,2008
spm,0.01,2013
spm,-0.003,2018
spm,-0.02,2023
spm,0.0,2028
spm,0.007,2033
spm,0.003,2038
spm,0.017,2043
spm,-0.01,2048
vct,1.858,1953
vct,1.924,1958
vct,1.204,1963
vct,1.018,1968
vct,1.102,1973
vct,0.991,1978
vct,0.771,1983
vct,0.575,1988
vct,0.118,1993
vct,-0.037,1998
vct,0.159,2003
vct,0.104,2008
vct,0.046,2013
vct,0.136,2018
vct,0.192,2023
vct,0.229,2028
vct,0.287,2033
vct,0.349,2038
vct,0.24,2043
vct,0.145,2048
wsm,2.736,1953
wsm,3.099,1958
wsm,2.879,1963
wsm,2.293,1968
wsm,1.096,1973
wsm,0.608,1978
wsm,0.245,1983
wsm,0.553,1988
wsm,0.844,1993
wsm,0.96,1998
wsm,0.271,2003
wsm,-0.003,2008
wsm,0.246,2013
wsm,0.301,2018
wsm,0.407,2023
wsm,0.387,2028
wsm,0.428,2033
wsm,0.103,2038
wsm,-0.16,2043
wsm,-0.279,2048
smr,1.507,1953
smr,2.231,1958
smr,2.455,1963
smr,1.937,1968
smr,0.564,1973
smr,1.627,1978
smr,1.264,1983
smr,1.148,1988
smr,1.235,1993
smr,0.952,1998
smr,2.308,2003
smr,0.838,2008
smr,0.562,2013
smr,0.293,2018
smr,0.19,2023
smr,0.107,2028
smr,0.035,2033
smr,-0.031,2038
smr,-0.101,2043
smr,-0.163,2048
stp,-0.412,1953
stp,1.781,1958
stp,0.171,1963
stp,2.554,1968
stp,2.184,1973
stp,2.847,1978
stp,1.848,1983
stp,2.233,1988
stp,1.938,1993
stp,1.821,1998
stp,1.708,2003
stp,1.608,2008
stp,1.679,2013
stp,1.869,2018
stp,1.749,2023
stp,1.615,2028
stp,1.446,2033
stp,1.257,2038
stp,1.081,2043
stp,0.923,2048
sau,2.309,1953
sau,2.515,1958
sau,3.247,1963
sau,3.622,1968
sau,4.658,1973
sau,5.62,1978
sau,5.849,1983
sau,4.68,1988
sau,2.316,1993
sau,2.618,1998
sau,2.529,2003
sau,2.115,2008
sau,1.949,2013
sau,1.769,2018
sau,1.562,2023
sau,1.34,2028
sau,1.117,2033
sau,0.925,2038
sau,0.813,2043
sau,0.702,2048
sen,2.199,1953
sen,2.668,1958
sen,2.827,1963
sen,3.216,1968
sen,3.184,1973
sen,2.846,1978
sen,2.895,1983
sen,2.92,1988
sen,2.776,1993
sen,2.68,1998
sen,2.609,2003
sen,2.621,2008
sen,2.435,2013
sen,2.178,2018
sen,1.956,2023
sen,1.798,2028
sen,1.678,2033
sen,1.542,2038
sen,1.375,2043
sen,1.195,2048
srb,1.391,1953
srb,0.99,1958
srb,0.791,1963
srb,0.706,1968
srb,0.871,1973
srb,0.938,1978
srb,0.716,1983
srb,0.629,1988
srb,1.286,1993
srb,-0.138,1998
srb,-0.557,2003
srb,0.0,2008
srb,-0.056,2013
srb,-0.093,2018
srb,-0.129,2023
srb,-0.156,2028
srb,-0.18,2033
srb,-0.217,2038
srb,-0.262,2043
srb,-0.298,2048
syc,2.589,1953
syc,1.002,1958
syc,2.724,1963
syc,1.023,1968
syc,2.944,1973
syc,1.697,1978
syc,0.261,1983
syc,1.449,1988
syc,0.998,1993
syc,1.386,1998
syc,0.368,2003
syc,0.47,2008
syc,0.303,2013
syc,0.645,2018
syc,0.546,2023
syc,0.458,2028
syc,0.357,2033
syc,0.236,2038
syc,0.108,2043
syc,-0.001,2048
sle,1.416,1953
sle,1.539,1958
sle,1.638,1963
sle,1.735,1968
sle,1.885,1973
sle,2.132,1978
sle,2.151,1983
sle,2.348,1988
sle,-0.471,1993
sle,1.167,1998
sle,3.777,2003
sle,2.668,2008
sle,2.331,2013
sle,2.195,2018
sle,2.061,2023
sle,1.95,2028
sle,1.838,2033
sle,1.716,2038
sle,1.59,2043
sle,1.466,2048
sgp,4.904,1953
sgp,4.48,1958
sgp,2.808,1963
sgp,1.967,1968
sgp,1.735,1973
sgp,1.3,1978
sgp,2.299,1983
sgp,2.153,1988
sgp,2.861,1993
sgp,2.876,1998
sgp,1.201,2003
sgp,2.507,2008
sgp,0.898,2013
sgp,0.625,2018
sgp,0.54,2023
sgp,0.362,2028
sgp,0.091,2033
sgp,-0.176,2038
sgp,-0.364,2043
sgp,-0.445,2048
svk,1.846,1953
svk,1.746,1958
svk,1.02,1963
svk,0.75,1968
svk,0.894,1973
svk,0.992,1978
svk,0.648,1983
svk,0.445,1988
svk,0.36,1993
svk,0.101,1998
svk,0.027,2003
svk,0.096,2008
svk,0.093,2013
svk,0.017,2018
svk,-0.105,2023
svk,-0.243,2028
svk,-0.347,2033
svk,-0.404,2038
svk,-0.442,2043
svk,-0.487,2048
svn,0.792,1953
svn,0.609,1958
svn,0.627,1963
svn,0.478,1968
svn,0.847,1973
svn,1.006,1978
svn,0.552,1983
svn,0.457,1988
svn,0.406,1993
svn,0.194,1998
svn,0.158,2003
svn,0.236,2008
svn,0.191,2013
svn,0.087,2018
svn,-0.03,2023
svn,-0.129,2028
svn,-0.189,2033
svn,-0.205,2038
svn,-0.213,2043
svn,-0.221,2048
slb,2.608,1953
slb,2.905,1958
slb,2.995,1963
slb,3.128,1968
slb,3.644,1973
slb,3.437,1978
slb,3.435,1983
slb,2.862,1988
slb,2.861,1993
slb,2.767,1998
slb,2.622,2003
slb,2.457,2008
slb,2.218,2013
slb,2.006,2018
slb,1.83,2023
slb,1.664,2028
slb,1.493,2033
slb,1.31,2038
slb,1.133,2043
slb,0.967,2048
som,2.155,1953
som,2.229,1958
som,2.349,1963
som,2.542,1968
som,2.681,1973
som,8.931,1978
som,-0.226,1983
som,0.725,1988
som,-0.23,1993
som,2.514,1998
som,2.441,2003
som,2.271,2008
som,2.738,2013
som,2.641,2018
som,2.566,2023
som,2.459,2028
som,2.295,2033
som,2.095,2038
som,1.902,2043
som,1.738,2048
zaf,2.344,1953
zaf,2.458,1958
zaf,2.602,1963
zaf,2.544,1968
zaf,2.656,1973
zaf,2.469,1978
zaf,2.508,1983
zaf,2.175,1988
zaf,2.373,1993
zaf,1.623,1998
zaf,1.378,2003
zaf,0.982,2008
zaf,0.467,2013
zaf,0.378,2018
zaf,0.411,2023
zaf,0.354,2028
zaf,0.274,2033
zaf,0.201,2038
zaf,0.146,2043
zaf,0.124,2048
esp,0.832,1953
esp,0.842,1958
esp,1.025,1963
esp,1.047,1968
esp,1.1,1973
esp,1.005,1978
esp,0.473,1983
esp,0.215,1988
esp,0.282,1993
esp,0.439,1998
esp,1.343,2003
esp,1.021,2008
esp,0.816,2013
esp,0.568,2018
esp,0.287,2023
esp,0.205,2028
esp,0.187,2033
esp,0.203,2038
esp,0.147,2043
esp,0.052,2048
lka,1.725,1953
lka,2.181,1958
lka,2.216,1963
lka,2.243,1968
lka,1.933,1973
lka,1.761,1978
lka,1.421,1983
lka,1.342,1988
lka,1.062,1993
lka,0.577,1998
lka,0.798,2003
lka,0.881,2008
lka,0.728,2013
lka,0.51,2018
lka,0.292,2023
lka,0.146,2028
lka,0.048,2033
lka,-0.056,2038
lka,-0.16,2043
lka,-0.278,2048
sdn,2.345,1953
sdn,2.456,1958
sdn,2.463,1963
sdn,2.587,1968
sdn,3.024,1973
sdn,3.181,1978
sdn,3.187,1983
sdn,2.38,1988
sdn,2.593,1993
sdn,2.475,1998
sdn,2.064,2003
sdn,2.197,2008
sdn,1.998,2013
sdn,1.832,2018
sdn,1.608,2023
sdn,1.465,2028
sdn,1.312,2033
sdn,1.16,2038
sdn,1.016,2043
sdn,0.881,2048
sur,3.017,1953
sur,2.968,1958
sur,2.717,1963
sur,2.279,1968
sur,-0.423,1973
sur,0.069,1978
sur,0.55,1983
sur,1.574,1988
sur,1.382,1993
sur,1.388,1998
sur,1.349,2003
sur,0.96,2008
sur,0.849,2013
sur,0.742,2018
sur,0.647,2023
sur,0.538,2028
sur,0.37,2033
sur,0.182,2038
sur,0.039,2043
sur,-0.059,2048
swz,2.362,1953
swz,2.558,1958
swz,2.289,1963
swz,2.591,1968
swz,2.967,1973
swz,3.088,1978
swz,3.138,1983
swz,4.057,1988
swz,2.29,1993
swz,2.159,1998
swz,0.812,2003
swz,1.333,2008
swz,1.364,2013
swz,1.344,2018
swz,1.116,2023
swz,0.93,2028
swz,0.793,2033
swz,0.712,2038
swz,0.648,2043
swz,0.592,2048
swe,0.695,1953
swe,0.592,1958
swe,0.668,1963
swe,0.783,1968
swe,0.369,1973
swe,0.286,1978
swe,0.096,1983
swe,0.493,1988
swe,0.617,1993
swe,0.075,1998
swe,0.46,2003
swe,0.494,2008
swe,0.437,2013
swe,0.448,2018
swe,0.412,2023
swe,0.322,2028
swe,0.245,2033
swe,0.227,2038
swe,0.238,2043
swe,0.249,2048
che,1.278,1953
che,1.262,1958
che,1.892,1963
che,1.077,1968
che,0.502,1973
che,-0.06,1978
che,0.471,1983
che,0.743,1988
che,0.941,1993
che,0.41,1998
che,0.702,2003
che,0.409,2008
che,0.369,2013
che,0.366,2018
che,0.355,2023
che,0.317,2028
che,0.258,2033
che,0.214,2038
che,0.198,2043
che,0.208,2048
syr,2.422,1953
syr,2.929,1958
syr,3.112,1963
syr,3.312,1968
syr,3.361,1973
syr,3.485,1978
syr,3.739,1983
syr,3.246,1988
syr,2.77,1993
syr,2.446,1998
syr,2.936,2003
syr,3.259,2008
syr,1.694,2013
syr,1.556,2018
syr,1.538,2023
syr,1.331,2028
syr,1.181,2033
syr,1.018,2038
syr,0.87,2043
syr,0.708,2048
tjk,3.035,1953
tjk,3.111,1958
tjk,3.754,1963
tjk,3.153,1968
tjk,3.143,1973
tjk,2.767,1978
tjk,2.888,1983
tjk,2.99,1988
tjk,1.706,1993
tjk,1.331,1998
tjk,1.142,2003
tjk,1.586,2008
tjk,1.852,2013
tjk,1.692,2018
tjk,1.435,2023
tjk,1.163,2028
tjk,0.944,2033
tjk,0.776,2038
tjk,0.635,2043
tjk,0.531,2048
mkd,1.923,1953
mkd,0.557,1958
mkd,1.245,1963
