geo,population_aged_60plus_years_both_sexes_percent,time
nic,4.637,1950
nic,4.307,1955
nic,4.056,1960
nic,3.975,1965
nic,4.085,1970
nic,4.182,1975
nic,4.337,1980
nic,4.582,1985
nic,4.86,1990
nic,5.065,1995
nic,5.393,2000
nic,5.956,2005
nic,6.236,2010
nic,7.294,2015
nic,8.563,2020
nic,9.891,2025
nic,11.29,2030
nic,13.01,2035
nic,15.08,2040
nic,17.67,2045
nic,20.2,2050
ner,1.624,1950
ner,2.017,1955
ner,2.499,1960
ner,2.841,1965
ner,3.057,1970
ner,3.222,1975
ner,3.275,1980
ner,3.385,1985
ner,3.505,1990
ner,3.493,1995
ner,3.472,2000
ner,3.534,2005
ner,3.486,2010
ner,3.379,2015
ner,3.486,2020
ner,3.717,2025
ner,3.75,2030
ner,3.865,2035
ner,4.088,2040
ner,4.369,2045
ner,4.784,2050
nga,5.112,1950
nga,5.198,1955
nga,5.232,1960
nga,5.102,1965
nga,4.985,1970
nga,4.881,1975
nga,4.784,1980
nga,4.797,1985
nga,4.764,1990
nga,4.731,1995
nga,4.778,2000
nga,4.872,2005
nga,4.924,2010
nga,5.103,2015
nga,5.338,2020
nga,5.623,2025
nga,5.977,2030
nga,6.535,2035
nga,7.382,2040
nga,8.433,2045
nga,9.589,2050
nor,13.87,1950
nor,14.71,1955
nor,16.19,1960
nor,17.11,1965
nor,18.13,1970
nor,19.1,1975
nor,20.26,1980
nor,21.24,1985
nor,20.94,1990
nor,20.0,1995
nor,19.16,2000
nor,19.6,2005
nor,21.1,2010
nor,22.37,2015
nor,23.86,2020
nor,25.46,2025
nor,27.21,2030
nor,28.5,2035
nor,28.92,2040
nor,29.13,2045
nor,29.62,2050
omn,4.846,1950
omn,4.573,1955
omn,4.779,1960
omn,4.673,1965
omn,4.424,1970
omn,4.248,1975
omn,3.623,1980
omn,3.205,1985
omn,3.039,1990
omn,3.131,1995
omn,3.497,2000
omn,4.205,2005
omn,4.819,2010
omn,5.91,2015
omn,7.241,2020
omn,9.038,2025
omn,10.92,2030
omn,12.54,2035
omn,14.96,2040
omn,18.01,2045
omn,20.63,2050
pak,10.49,1950
pak,9.717,1955
pak,9.094,1960
pak,8.644,1965
pak,8.129,1970
pak,7.325,1975
pak,6.605,1980
pak,6.038,1985
pak,5.651,1990
pak,5.569,1995
pak,5.656,2000
pak,5.947,2005
pak,6.202,2010
pak,6.555,2015
pak,7.113,2020
pak,7.859,2025
pak,8.786,2030
pak,9.889,2035
pak,11.18,2040
pak,12.79,2045
pak,14.86,2050
pan,6.512,1950
pan,6.551,1955
pan,6.75,1960
pan,6.595,1965
pan,6.379,1970
pan,6.493,1975
pan,6.755,1980
pan,6.982,1985
pan,7.252,1990
pan,7.629,1995
pan,7.995,2000
pan,8.813,2005
pan,9.723,2010
pan,10.92,2015
pan,12.47,2020
pan,14.29,2025
pan,16.31,2030
pan,18.32,2035
pan,19.93,2040
pan,21.35,2045
pan,22.84,2050
png,6.056,1950
png,4.583,1955
png,4.135,1960
png,3.626,1965
png,3.76,1970
png,3.699,1975
png,3.626,1980
png,3.686,1985
png,3.679,1990
png,3.673,1995
png,3.825,2000
png,3.923,2005
png,4.253,2010
png,4.767,2015
png,5.455,2020
png,6.4,2025
png,7.338,2030
png,8.329,2035
png,9.092,2040
png,9.972,2045
png,11.01,2050
pry,4.545,1950
pry,4.773,1955
pry,5.034,1960
pry,5.237,1965
pry,5.43,1970
pry,5.629,1975
pry,5.846,1980
pry,5.967,1985
pry,6.138,1990
pry,6.145,1995
pry,6.506,2000
pry,6.978,2005
pry,7.664,2010
pry,8.65,2015
pry,9.715,2020
pry,10.76,2025
pry,11.81,2030
pry,12.75,2035
pry,14.14,2040
pry,16.17,2045
pry,18.29,2050
per,5.663,1950
per,5.639,1955
per,5.649,1960
per,5.555,1965
per,5.556,1970
per,5.579,1975
per,5.574,1980
per,5.756,1985
per,6.103,1990
per,6.616,1995
per,7.218,2000
per,7.86,2005
per,8.706,2010
per,9.799,2015
per,11.1,2020
per,12.68,2025
per,14.39,2030
per,16.26,2035
per,18.35,2040
per,20.33,2045
per,22.46,2050
phl,5.521,1950
phl,5.068,1955
phl,4.819,1960
phl,4.71,1965
phl,4.852,1970
phl,4.957,1975
phl,4.926,1980
phl,4.93,1985
phl,4.886,1990
phl,5.15,1995
phl,5.519,2000
phl,6.046,2005
phl,6.668,2010
phl,7.659,2015
phl,8.778,2020
phl,10.0,2025
phl,11.3,2030
phl,12.67,2035
phl,14.24,2040
phl,15.95,2045
phl,17.87,2050
pol,8.238,1950
pol,8.471,1955
pol,9.366,1960
pol,10.99,1965
pol,12.79,1970
pol,13.77,1975
pol,13.2,1980
pol,13.84,1985
pol,14.86,1990
pol,15.78,1995
pol,16.7,2000
pol,17.18,2005
pol,19.4,2010
pol,22.6,2015
pol,25.58,2020
pol,27.09,2025
pol,28.03,2030
pol,29.79,2035
pol,32.5,2040
pol,35.74,2045
pol,38.03,2050
prt,10.47,1950
prt,10.72,1955
prt,11.52,1960
prt,12.44,1965
prt,14.05,1970
prt,14.87,1975
prt,15.66,1980
prt,16.84,1985
prt,18.78,1990
prt,20.34,1995
prt,21.53,2000
prt,22.27,2005
prt,23.63,2010
prt,25.2,2015
prt,27.09,2020
prt,29.42,2025
prt,31.64,2030
prt,34.24,2035
prt,36.66,2040
prt,38.13,2045
prt,38.42,2050
pri,6.084,1950
pri,6.975,1955
pri,7.709,1960
pri,8.201,1965
pri,9.566,1970
pri,9.221,1975
pri,11.2,1980
pri,11.99,1985
pri,13.26,1990
pri,14.24,1995
pri,15.44,2000
pri,17.28,2005
pri,19.57,2010
pri,21.5,2015
pri,23.5,2020
pri,25.39,2025
pri,26.94,2030
pri,28.27,2035
pri,29.76,2040
pri,31.11,2045
pri,32.11,2050
qat,4.167,1950
qat,2.857,1955
qat,4.444,1960
qat,2.857,1965
qat,2.727,1970
qat,3.509,1975
qat,2.174,1980
qat,1.662,1985
qat,2.141,1990
qat,2.286,1995
qat,2.593,2000
qat,2.37,2005
qat,2.054,2010
qat,3.311,2015
qat,2.989,2020
qat,4.496,2025
qat,6.356,2030
qat,8.878,2035
qat,12.07,2040
qat,16.16,2045
qat,19.59,2050
reu,6.048,1950
reu,5.802,1955
reu,5.09,1960
reu,5.155,1965
reu,5.423,1970
reu,6.211,1975
reu,6.719,1980
reu,7.609,1985
reu,8.099,1990
reu,8.584,1995
reu,9.392,2000
reu,10.32,2005
reu,11.2,2010
reu,12.75,2015
reu,14.7,2020
reu,17.4,2025
reu,19.86,2030
reu,21.27,2035
reu,21.9,2040
reu,22.79,2045
reu,23.86,2050
rou,8.676,1950
rou,9.848,1955
rou,10.61,1960
rou,12.19,1965
rou,13.23,1970
rou,14.27,1975
rou,13.26,1980
rou,14.35,1985
rou,15.65,1990
rou,17.46,1995
rou,19.02,2000
rou,19.27,2005
rou,20.29,2010
rou,22.15,2015
rou,23.84,2020
rou,24.14,2025
rou,26.87,2030
rou,29.35,2035
rou,32.47,2040
rou,34.39,2045
rou,36.99,2050
rus,9.191,1950
rus,9.135,1955
rus,9.346,1960
rus,10.38,1965
rus,11.93,1970
rus,13.6,1975
rus,13.5,1980
rus,13.88,1985
rus,16.01,1990
rus,16.65,1995
rus,18.36,2000
rus,17.19,2005
rus,18.08,2010
rus,20.07,2015
rus,22.49,2020
rus,24.33,2025
rus,24.99,2030
rus,26.01,2035
rus,27.3,2040
rus,29.47,2045
rus,31.74,2050
rwa,3.752,1950
rwa,3.821,1955
rwa,3.774,1960
rwa,3.75,1965
rwa,3.761,1970
rwa,3.788,1975
rwa,3.714,1980
rwa,4.191,1985
rwa,4.293,1990
rwa,4.099,1995
rwa,4.058,2000
rwa,3.87,2005
rwa,3.824,2010
rwa,4.053,2015
rwa,4.564,2020
rwa,5.001,2025
rwa,5.302,2030
rwa,5.678,2035
rwa,6.421,2040
rwa,7.946,2045
rwa,9.615,2050
lca,5.952,1950
lca,4.706,1955
lca,5.618,1960
lca,6.316,1965
lca,6.863,1970
lca,7.339,1975
lca,6.78,1980
lca,7.874,1985
lca,9.42,1990
lca,10.81,1995
lca,10.19,2000
lca,9.146,2005
lca,9.302,2010
lca,9.836,2015
lca,11.98,2020
lca,14.14,2025
lca,15.76,2030
lca,18.27,2035
lca,20.19,2040
lca,22.79,2045
lca,25.35,2050
vct,5.882,1950
vct,6.757,1955
vct,6.25,1960
vct,6.818,1965
vct,7.692,1970
vct,8.511,1975
vct,8.081,1980
vct,7.692,1985
vct,8.491,1990
vct,9.091,1995
vct,8.411,2000
vct,9.346,2005
vct,8.491,2010
vct,10.81,2015
vct,11.11,2020
vct,15.32,2025
vct,17.12,2030
vct,18.75,2035
vct,20.18,2040
vct,22.22,2045
vct,22.22,2050
wsm,3.659,1950
wsm,2.128,1955
wsm,2.778,1960
wsm,1.587,1965
wsm,2.797,1970
wsm,2.667,1975
wsm,3.247,1980
wsm,4.459,1985
wsm,6.211,1990
wsm,6.024,1995
wsm,6.818,2000
wsm,6.742,2005
wsm,7.182,2010
wsm,7.182,2015
wsm,8.197,2020
wsm,10.11,2025
wsm,10.53,2030
wsm,11.17,2035
wsm,10.77,2040
wsm,11.28,2045
wsm,13.02,2050
stp,5.0,1950
stp,5.172,1955
stp,4.688,1960
stp,3.175,1965
stp,6.944,1970
stp,6.173,1975
stp,7.216,1980
stp,6.667,1985
stp,6.034,1990
stp,6.25,1995
stp,5.714,2000
stp,5.921,2005
stp,4.878,2010
stp,5.587,2015
stp,5.528,2020
stp,6.047,2025
stp,6.41,2030
stp,7.54,2035
stp,9.701,2040
stp,11.7,2045
stp,13.13,2050
sau,5.592,1950
sau,5.54,1955
sau,5.475,1960
sau,5.301,1965
sau,5.101,1970
sau,4.826,1975
sau,4.362,1980
sau,3.863,1985
sau,3.537,1990
sau,3.632,1995
sau,4.051,2000
sau,4.176,2005
sau,4.614,2010
sau,5.506,2015
sau,6.796,2020
sau,8.632,2025
sau,10.84,2030
sau,12.92,2035
sau,15.14,2040
sau,16.77,2045
sau,18.61,2050
sen,5.464,1950
sen,5.191,1955
sen,4.901,1960
sen,4.732,1965
sen,4.532,1970
sen,4.419,1975
sen,4.366,1980
sen,4.328,1985
sen,4.273,1990
sen,4.261,1995
sen,4.192,2000
sen,4.122,2005
sen,3.919,2010
sen,3.759,2015
sen,3.878,2020
sen,4.226,2025
sen,4.836,2030
sen,5.689,2035
sen,6.744,2040
sen,7.939,2045
sen,9.267,2050
srb,10.93,1950
srb,9.796,1955
srb,10.35,1960
srb,11.37,1965
srb,12.98,1970
srb,13.04,1975
srb,12.55,1980
srb,13.57,1985
srb,15.33,1990
srb,17.54,1995
srb,18.91,2000
srb,18.96,2005
srb,19.68,2010
srb,21.58,2015
srb,22.67,2020
srb,23.54,2025
srb,24.59,2030
srb,25.97,2035
srb,27.57,2040
srb,29.25,2045
srb,30.72,2050
sle,5.244,1950
sle,5.558,1955
sle,5.723,1960
sle,5.726,1965
sle,5.737,1970
sle,5.595,1975
sle,5.428,1980
sle,5.26,1985
sle,4.871,1990
sle,4.439,1995
sle,4.043,2000
sle,3.641,2005
sle,3.479,2010
sle,3.31,2015
sle,3.376,2020
sle,3.612,2025
sle,3.97,2030
sle,4.499,2035
sle,5.177,2040
sle,5.94,2045
sle,6.701,2050
sgp,3.715,1950
sgp,3.364,1955
sgp,3.672,1960
sgp,4.681,1965
sgp,5.732,1970
sgp,6.752,1975
sgp,7.243,1980
sgp,7.82,1985
sgp,8.389,1990
sgp,9.313,1995
sgp,10.56,2000
sgp,12.27,2005
sgp,16.04,2010
sgp,20.89,2015
sgp,26.53,2020
sgp,31.77,2025
sgp,35.57,2030
sgp,37.65,2035
sgp,38.33,2040
sgp,38.8,2045
sgp,39.59,2050
svk,9.928,1950
svk,9.845,1955
svk,10.52,1960
svk,11.67,1965
svk,13.94,1970
svk,13.83,1975
svk,13.38,1980
svk,13.67,1985
svk,14.8,1990
svk,15.04,1995
svk,15.32,2000
svk,16.08,2005
svk,17.65,2010
svk,20.3,2015
svk,22.69,2020
svk,24.61,2025
svk,26.0,2030
svk,28.33,2035
svk,31.46,2040
svk,34.16,2045
svk,36.19,2050
svn,10.58,1950
svn,10.91,1955
svn,12.34,1960
svn,13.74,1965
svn,14.92,1970
svn,15.33,1975
svn,14.47,1980
svn,15.08,1985
svn,16.29,1990
svn,17.85,1995
svn,19.33,2000
svn,20.47,2005
svn,22.42,2010
svn,25.0,2015
svn,27.36,2020
svn,29.58,2025
svn,31.39,2030
svn,33.1,2035
svn,35.12,2040
svn,36.44,2045
svn,37.07,2050
slb,3.333,1950
slb,3.922,1955
slb,5.085,1960
slb,4.444,1965
slb,5.0,1970
slb,5.181,1975
slb,4.803,1980
slb,5.495,1985
slb,5.079,1990
slb,4.683,1995
slb,4.578,2000
slb,4.651,2005
slb,4.682,2010
slb,5.184,2015
slb,5.74,2020
slb,6.483,2025
slb,7.37,2030
slb,8.855,2035
slb,10.45,2040
slb,11.86,2045
slb,13.21,2050
som,4.64,1950
som,4.762,1955
som,4.897,1960
som,4.948,1965
som,4.915,1970
som,4.859,1975
som,4.725,1980
som,4.717,1985
som,4.64,1990
som,4.463,1995
som,4.462,2000
som,4.346,2005
som,4.338,2010
som,4.566,2015
som,4.785,2020
som,5.028,2025
som,5.342,2030
som,5.741,2035
som,6.298,2040
som,6.557,2045
som,7.079,2050
zaf,5.949,1950
zaf,6.072,1955
zaf,6.059,1960
zaf,6.036,1965
zaf,5.541,1970
zaf,5.183,1975
zaf,5.053,1980
zaf,4.988,1985
zaf,5.13,1990
zaf,5.484,1995
zaf,5.908,2000
zaf,6.532,2005
zaf,7.316,2010
zaf,8.463,2015
zaf,9.613,2020
zaf,10.47,2025
zaf,11.06,2030
zaf,11.47,2035
zaf,11.97,2040
zaf,12.95,2045
zaf,14.19,2050
esp,10.94,1950
esp,11.53,1955
esp,12.33,1960
esp,12.78,1965
esp,14.21,1970
esp,14.92,1975
esp,15.45,1980
esp,17.01,1985
esp,18.97,1990
esp,20.81,1995
esp,21.6,2000
esp,21.6,2005
esp,22.4,2010
esp,23.2,2015
esp,24.75,2020
esp,27.17,2025
esp,30.08,2030
esp,33.22,2035
esp,36.12,2040
esp,37.51,2045
esp,37.52,2050
lka,12.16,1950
lka,8.603,1955
lka,6.706,1960
lka,5.986,1965
lka,5.935,1970
lka,6.338,1975
lka,6.846,1980
lka,7.608,1985
lka,8.333,1990
lka,8.999,1995
lka,9.473,2000
lka,10.11,2005
lka,12.29,2010
lka,14.72,2015
lka,17.14,2020
lka,19.66,2025
lka,21.86,2030
lka,22.52,2035
lka,23.71,2040
lka,26.14,2045
lka,27.84,2050
sdn,5.343,1950
sdn,5.149,1955
sdn,4.896,1960
sdn,4.744,1965
sdn,4.701,1970
sdn,4.699,1975
sdn,4.725,1980
sdn,4.773,1985
sdn,4.843,1990
sdn,4.941,1995
sdn,5.125,2000
sdn,5.385,2005
sdn,5.744,2010
sdn,6.122,2015
sdn,6.607,2020
sdn,7.188,2025
sdn,7.922,2030
sdn,8.853,2035
sdn,9.991,2040
sdn,11.29,2045
sdn,12.72,2050
sur,8.372,1950
sur,6.827,1955
sur,5.882,1960
sur,6.006,1965
sur,5.615,1970
sur,5.51,1975
sur,6.027,1980
sur,6.649,1985
sur,7.178,1990
sur,7.621,1995
sur,8.547,2000
sur,8.818,2005
sur,9.488,2010
sur,10.04,2015
sur,11.64,2020
sur,14.16,2025
sur,16.11,2030
sur,18.24,2035
sur,19.26,2040
sur,21.06,2045
sur,22.65,2050
swz,4.38,1950
swz,4.56,1955
swz,4.598,1960
swz,4.58,1965
swz,4.27,1970
swz,4.264,1975
swz,4.319,1980
swz,4.391,1985
swz,4.277,1990
swz,4.442,1995
swz,4.806,2000
swz,4.809,2005
swz,5.25,2010
swz,5.599,2015
swz,6.028,2020
swz,6.048,2025
swz,5.906,2030
swz,5.482,2035
swz,5.525,2040
swz,6.187,2045
swz,7.789,2050
swe,14.95,1950
swe,15.77,1955
swe,17.26,1960
swe,18.26,1965
swe,19.57,1970
swe,21.03,1975
swe,21.95,1980
swe,23.58,1985
swe,22.76,1990
swe,22.03,1995
swe,22.11,2000
swe,23.28,2005
swe,24.98,2010
swe,25.94,2015
swe,26.75,2020
swe,27.78,2025
swe,28.87,2030
swe,29.54,2035
swe,29.6,2040
swe,29.59,2045
swe,30.2,2050
che,13.9,1950
che,14.35,1955
che,15.13,1960
che,15.51,1965
che,16.41,1970
che,17.47,1975
che,18.25,1980
che,19.1,1985
che,19.43,1990
che,19.61,1995
che,20.28,2000
che,21.58,2005
che,23.29,2010
che,24.79,2015
che,26.7,2020
che,29.09,2025
che,30.97,2030
che,31.74,2035
che,31.78,2040
che,31.82,2045
che,31.81,2050
syr,6.733,1950
syr,6.289,1955
syr,5.649,1960
syr,5.076,1965
syr,4.63,1970
syr,4.325,1975
syr,4.168,1980
syr,4.151,1985
syr,4.23,1990
syr,4.373,1995
syr,4.579,2000
syr,4.686,2005
syr,4.866,2010
syr,5.463,2015
syr,6.322,2020
syr,7.609,2025
syr,9.211,2030
syr,11.2,2035
syr,13.63,2040
syr,16.39,2045
syr,18.9,2050
tjk,7.436,1950
tjk,7.464,1955
tjk,7.537,1960
tjk,7.61,1965
tjk,7.478,1970
tjk,6.715,1975
tjk,6.195,1980
tjk,5.935,1985
tjk,6.241,1990
tjk,5.884,1995
tjk,5.528,2000
tjk,5.096,2005
tjk,5.018,2010
tjk,5.463,2015
tjk,6.536,2020
tjk,7.966,2025
tjk,9.014,2030
tjk,10.01,2035
tjk,11.02,2040
tjk,12.76,2045
tjk,15.59,2050
tza,3.777,1950
tza,3.879,1955
tza,3.981,1960
tza,4.05,1965
tza,4.118,1970
tza,4.189,1975
tza,4.234,1980
tza,4.282,1985
tza,4.341,1990
tza,4.424,1995
tza,4.582,2000
tza,4.74,2005
tza,4.862,2010
tza,4.893,2015
tza,4.953,2020
tza,5.055,2025
tza,5.252,2030
tza,5.628,2035
tza,6.191,2040
tza,6.866,2045
tza,7.662,2050
tha,5.052,1950
tha,5.0,1955
tha,5.141,1960
tha,5.252,1965
tha,5.386,1970
tha,5.55,1975
tha,5.761,1980
tha,6.282,1985
tha,7.39,1990
tha,8.54,1995
tha,9.632,2000
tha,10.25,2005
tha,11.55,2010
tha,13.72,2015
tha,16.39,2020
tha,19.13,2025
tha,21.56,2030
tha,23.43,2035
tha,24.66,2040
tha,25.61,2045
tha,26.35,2050
tls,5.517,1950
tls,4.536,1955
tls,4.4,1960
tls,4.719,1965
tls,4.463,1970
tls,4.458,1975
tls,3.78,1980
tls,3.495,1985
tls,3.514,1990
tls,3.769,1995
tls,4.187,2000
tls,4.541,2005
tls,4.786,2010
tls,4.838,2015
tls,5.127,2020
tls,5.294,2025
tls,5.276,2030
tls,5.495,2035
tls,5.547,2040
tls,6.387,2045
tls,7.463,2050
tgo,6.772,1950
tgo,6.181,1955
tgo,5.74,1960
tgo,5.315,1965
tgo,5.162,1970
tgo,5.147,1975
tgo,5.031,1980
tgo,4.961,1985
tgo,4.892,1990
tgo,4.896,1995
tgo,5.029,2000
tgo,5.206,2005
tgo,5.486,2010
tgo,5.836,2015
tgo,6.265,2020
tgo,6.775,2025
tgo,7.454,2030
tgo,8.36,2035
tgo,9.581,2040
tgo,11.01,2045
tgo,12.53,2050
ton,2.222,1950
ton,1.818,1955
ton,2.941,1960
ton,2.469,1965
ton,3.061,1970
ton,3.191,1975
ton,4.124,1980
ton,5.376,1985
ton,6.452,1990
ton,7.368,1995
ton,8.081,2000
ton,8.654,2005
ton,7.692,2010
ton,8.738,2015
ton,8.333,2020
ton,8.85,2025
ton,10.53,2030
ton,12.3,2035
ton,11.48,2040
ton,12.3,2045
ton,13.01,2050
tto,6.132,1950
tto,6.103,1955
tto,5.813,1960
tto,5.797,1965
tto,6.687,1970
tto,7.616,1975
tto,8.063,1980
tto,7.986,1985
tto,7.977,1990
tto,8.076,1995
tto,8.578,2000
tto,9.332,2005
tto,10.57,2010
tto,12.23,2015
tto,14.66,2020
tto,17.66,2025
tto,19.61,2030
tto,21.52,2035
tto,23.68,2040
tto,27.22,2045
tto,30.07,2050
tun,8.069,1950
tun,6.813,1955
tun,6.253,1960
tun,5.572,1965
tun,6.181,1970
tun,5.824,1975
tun,5.855,1980
tun,6.275,1985
tun,7.145,1990
tun,8.618,1995
tun,9.068,2000
tun,9.212,2005
tun,9.717,2010
tun,11.1,2015
tun,12.9,2020
tun,14.78,2025
tun,16.92,2030
tun,19.34,2035
tun,22.22,2040
tun,25.29,2045
tun,28.22,2050
tur,5.772,1950
tur,5.856,1955
tur,6.068,1960
tur,6.245,1965
tur,6.786,1970
tur,6.658,1975
tur,6.308,1980
tur,6.298,1985
tur,6.701,1990
tur,7.413,1995
tur,7.808,2000
tur,8.242,2005
tur,8.998,2010
tur,10.06,2015
tur,11.53,2020
tur,13.4,2025
tur,15.51,2030
tur,18.01,2035
tur,20.49,2040
tur,22.8,2045
tur,24.42,2050
tkm,9.496,1950
tkm,8.641,1955
tkm,7.726,1960
tkm,7.407,1965
tkm,7.221,1970
tkm,6.783,1975
tkm,6.014,1980
tkm,5.886,1985
tkm,6.19,1990
tkm,6.21,1995
tkm,6.576,2000
tkm,6.05,2005
tkm,6.143,2010
tkm,7.007,2015
tkm,8.628,2020
tkm,10.51,2025
tkm,12.16,2030
tkm,13.87,2035
tkm,15.63,2040
tkm,17.74,2045
tkm,20.5,2050
uga,4.729,1950
uga,4.357,1955
uga,4.244,1960
uga,4.218,1965
uga,4.226,1970
uga,4.251,1975
uga,4.291,1980
uga,4.319,1985
uga,4.332,1990
uga,4.371,1995
uga,4.138,2000
uga,4.024,2005
uga,3.849,2010
uga,3.682,2015
uga,3.498,2020
uga,3.432,2025
uga,3.626,2030
uga,4.108,2035
uga,4.748,2040
uga,5.559,2045
uga,6.509,2050
ukr,10.94,1950
ukr,10.89,1955
ukr,11.1,1960
ukr,12.32,1965
ukr,13.98,1970
ukr,15.79,1975
ukr,15.49,1980
ukr,16.42,1985
ukr,18.49,1990
ukr,18.5,1995
ukr,20.93,2000
ukr,20.59,2005
ukr,20.9,2010
ukr,22.08,2015
ukr,23.86,2020
ukr,25.4,2025
ukr,26.16,2030
ukr,27.33,2035
ukr,28.77,2040
ukr,30.87,2045
ukr,32.75,2050
are,5.797,1950
are,5.0,1955
are,4.396,1960
are,4.167,1965
are,4.889,1970
are,3.578,1975
are,1.97,1980
are,2.197,1985
are,2.087,1990
are,1.892,1995
are,1.852,2000
are,1.787,2005
are,2.06,2010
are,2.907,2015
are,4.188,2020
are,5.371,2025
are,7.979,2030
are,12.38,2035
are,15.75,2040
are,17.25,2045
are,17.56,2050
gbr,15.52,1950
gbr,16.18,1955
gbr,16.87,1960
gbr,17.58,1965
gbr,18.8,1970
gbr,19.69,1975
gbr,19.97,1980
gbr,20.75,1985
gbr,20.81,1990
gbr,20.75,1995
gbr,20.8,2000
gbr,21.27,2005
gbr,22.68,2010
gbr,23.3,2015
gbr,24.24,2020
gbr,25.81,2025
gbr,27.17,2030
gbr,27.78,2035
gbr,27.82,2040
gbr,28.19,2045
gbr,28.84,2050
usa,12.5,1950
usa,13.11,1955
usa,13.25,1960
usa,13.46,1965
usa,14.08,1970
usa,14.81,1975
usa,15.64,1980
usa,16.4,1985
usa,16.58,1990
usa,16.26,1995
usa,16.19,2000
usa,16.74,2005
usa,18.19,2010
usa,20.08,2015
usa,22.28,2020
usa,24.18,2025
usa,25.28,2030
usa,25.89,2035
usa,26.28,2040
usa,26.75,2045
usa,27.36,2050
ury,11.83,1950
ury,11.72,1955
ury,11.85,1960
ury,12.35,1965
ury,12.92,1970
ury,14.13,1975
ury,14.75,1980
ury,15.57,1985
ury,16.55,1990
ury,17.17,1995
ury,17.34,2000
ury,17.89,2005
ury,18.38,2010
ury,19.07,2015
ury,20.13,2020
ury,21.3,2025
ury,22.28,2030
ury,23.61,2035
ury,25.15,2040
ury,26.1,2045
ury,27.4,2050
uzb,9.123,1950
uzb,8.889,1955
uzb,8.775,1960
uzb,8.932,1965
uzb,8.712,1970
uzb,7.741,1975
uzb,6.708,1980
uzb,6.405,1985
uzb,6.458,1990
uzb,6.322,1995
uzb,6.571,2000
uzb,6.19,2005
uzb,6.322,2010
uzb,7.272,2015
uzb,8.969,2020
uzb,10.94,2025
uzb,12.53,2030
uzb,14.33,2035
uzb,16.17,2040
uzb,18.5,2045
uzb,21.49,2050
vut,4.255,1950
vut,3.704,1955
vut,3.077,1960
vut,2.74,1965
vut,3.529,1970
vut,4.95,1975
vut,4.237,1980
vut,4.58,1985
vut,5.369,1990
vut,4.651,1995
vut,4.737,2000
vut,5.069,2005
vut,4.878,2010
vut,6.115,2015
vut,6.494,2020
vut,7.375,2025
vut,8.424,2030
vut,9.548,2035
vut,10.49,2040
vut,11.87,2045
vut,13.69,2050
ven,3.416,1950
ven,4.012,1955
ven,4.183,1960
ven,4.454,1965
ven,4.802,1970
ven,4.969,1975
ven,5.061,1980
ven,5.322,1985
ven,5.795,1990
ven,6.247,1995
ven,6.735,2000
ven,7.494,2005
ven,8.632,2010
ven,10.02,2015
ven,11.51,2020
ven,13.32,2025
ven,15.02,2030
ven,16.5,2035
ven,18.28,2040
ven,20.14,2045
ven,22.09,2050
vnm,7.006,1950
vnm,7.231,1955
vnm,7.382,1960
vnm,7.641,1965
vnm,7.52,1970
vnm,7.489,1975
vnm,7.041,1980
vnm,6.985,1985
vnm,7.039,1990
vnm,7.5,1995
vnm,7.803,2000
vnm,8.464,2005
vnm,8.735,2010
vnm,10.03,2015
vnm,12.28,2020
vnm,15.19,2025
vnm,18.16,2030
vnm,20.85,2035
vnm,22.92,2040
vnm,24.47,2045
vnm,26.64,2050
vir,10.71,1950
vir,10.0,1955
vir,9.091,1960
vir,6.0,1965
vir,4.688,1970
vir,4.706,1975
vir,6.122,1980
vir,7.547,1985
vir,8.0,1990
vir,10.38,1995
vir,12.84,2000
vir,17.43,2005
vir,20.72,2010
vir,23.15,2015
vir,27.62,2020
vir,31.07,2025
vir,32.29,2030
vir,32.61,2035
vir,31.46,2040
vir,31.71,2045
vir,34.67,2050
pse,7.356,1950
pse,6.814,1955
pse,6.182,1960
pse,5.263,1965
pse,5.21,1970
pse,4.868,1975
pse,5.01,1980
pse,5.381,1985
pse,5.112,1990
pse,5.581,1995
pse,4.827,2000
pse,4.49,2005
pse,4.399,2010
pse,4.558,2015
pse,5.098,2020
pse,5.875,2025
pse,6.613,2030
pse,7.532,2035
pse,8.44,2040
pse,9.419,2045
pse,10.84,2050
esh,0.0,1950
esh,0.0,1955
esh,3.125,1960
esh,3.846,1965
esh,3.846,1970
esh,3.947,1975
esh,4.667,1980
esh,4.372,1985
esh,3.67,1990
esh,3.831,1995
esh,3.785,2000
esh,3.628,2005
esh,3.97,2010
esh,5.263,2015
esh,6.906,2020
esh,8.786,2025
esh,11.38,2030
esh,14.08,2035
esh,16.91,2040
esh,19.69,2045
esh,21.79,2050
yem,6.166,1950
yem,5.348,1955
yem,4.77,1960
yem,4.347,1965
yem,4.053,1970
yem,3.807,1975
yem,3.556,1980
yem,3.315,1985
yem,3.095,1990
yem,3.904,1995
yem,3.735,2000
yem,3.749,2005
yem,3.846,2010
yem,4.116,2015
yem,4.486,2020
yem,4.912,2025
yem,5.355,2030
yem,5.983,2035
yem,6.965,2040
yem,8.374,2045
yem,10.13,2050
zmb,4.361,1950
zmb,4.182,1955
zmb,4.205,1960
zmb,4.299,1965
zmb,4.328,1970
zmb,4.407,1975
zmb,4.416,1980
zmb,4.422,1985
zmb,4.413,1990
zmb,4.458,1995
zmb,4.557,2000
zmb,4.677,2005
zmb,4.76,2010
zmb,4.713,2015
zmb,4.605,2020
zmb,4.452,2025
