traffic_mortality_30_44_per_100000_people,geo,time
14.83,cub,2001
13.82,cub,2002
11.3,cub,2003
11.06,cub,2004
12.19,cub,2005
10.05,cub,2006
8.186,cub,2007
9.015,cyp,1999
14.62,cyp,2000
10.9,cyp,2004
10.5,cyp,2005
9.172,cyp,2006
11.3,cyp,2007
7.219,cze,1986
8.932,cze,1987
9.503,cze,1988
9.292,cze,1989
11.34,cze,1990
13.06,cze,1991
16.38,cze,1992
16.57,cze,1993
14.26,cze,1994
14.33,cze,1995
15.01,cze,1996
12.46,cze,1997
11.51,cze,1998
9.624,cze,1999
10.72,cze,2000
9.922,cze,2001
9.647,cze,2002
11.15,cze,2003
9.78,cze,2004
7.62,cze,2005
7.28,cze,2006
9.071,cze,2007
8.181,cze,2008
6.408,dnk,1951
7.194,dnk,1952
9.816,dnk,1953
10.47,dnk,1954
10.08,dnk,1955
7.995,dnk,1956
10.16,dnk,1957
8.144,dnk,1958
9.968,dnk,1959
10.51,dnk,1960
8.064,dnk,1961
10.87,dnk,1962
9.919,dnk,1963
10.71,dnk,1964
12.41,dnk,1965
11.69,dnk,1966
10.83,dnk,1967
16.61,dnk,1968
15.49,dnk,1969
14.05,dnk,1970
14.49,dnk,1971
16.44,dnk,1972
14.56,dnk,1973
8.267,dnk,1974
9.013,dnk,1975
8.069,dnk,1976
8.212,dnk,1977
9.542,dnk,1978
8.929,dnk,1979
8.689,dnk,1980
7.597,dnk,1981
7.342,dnk,1982
9.134,dnk,1983
7.739,dnk,1984
11.0,dnk,1985
10.48,dnk,1986
9.522,dnk,1987
10.29,dnk,1988
8.079,dnk,1989
7.095,dnk,1990
7.874,dnk,1991
8.837,dnk,1992
7.897,dnk,1993
8.496,dnk,1994
7.068,dnk,1995
7.983,dnk,1996
8.197,dnk,1997
8.931,dnk,1998
10.52,dnk,1999
6.142,dnk,2000
6.748,dnk,2001
6.047,dnk,2002
7.935,dnk,2003
5.664,dnk,2004
4.912,dnk,2005
4.363,dnk,2006
1.316,egy,1970
1.397,egy,1971
1.45,egy,1972
1.017,egy,1973
1.45,egy,1974
1.57,egy,1975
1.98,egy,1976
1.683,egy,1977
2.315,egy,1978
2.521,egy,1979
10.78,egy,1980
11.89,egy,1987
6.897,egy,2000
9.095,egy,2008
28.88,slv,2005
33.15,slv,2006
25.17,est,1981
23.47,est,1982
17.05,est,1985
13.32,est,1986
18.4,est,1987
21.87,est,1988
26.39,est,1989
38.08,est,1990
45.24,est,1991
22.71,est,1992
32.66,est,1993
33.6,est,1994
37.87,est,1995
20.01,est,1996
22.22,est,1997
27.14,est,1998
21.81,est,1999
20.41,est,2000
19.01,est,2001
18.87,est,2002
15.49,est,2003
14.92,est,2004
15.06,est,2005
17.59,est,2006
14.74,est,2007
8.179,est,2008
6.673,fin,1952
8.909,fin,1953
7.719,fin,1954
8.845,fin,1955
11.09,fin,1956
9.293,fin,1957
12.18,fin,1958
14.69,fin,1959
16.82,fin,1960
16.02,fin,1961
17.99,fin,1962
22.12,fin,1963
18.9,fin,1964
21.63,fin,1965
21.01,fin,1966
17.73,fin,1967
19.86,fin,1968
21.26,fin,1969
20.4,fin,1970
24.44,fin,1971
21.73,fin,1972
19.84,fin,1973
13.88,fin,1974
15.2,fin,1975
11.31,fin,1976
13.49,fin,1977
9.596,fin,1978
10.25,fin,1979
9.111,fin,1980
9.946,fin,1981
8.104,fin,1982
10.13,fin,1983
6.504,fin,1984
7.125,fin,1985
7.878,fin,1986
7.492,fin,1987
9.293,fin,1988
12.1,fin,1989
8.212,fin,1990
8.578,fin,1991
7.425,fin,1992
6.528,fin,1993
7.12,fin,1994
5.861,fin,1995
6.022,fin,1996
6.348,fin,1997
5.281,fin,1998
7.367,fin,1999
6.194,fin,2000
5.187,fin,2001
7.116,fin,2002
6.224,fin,2003
4.939,fin,2004
6.2,fin,2005
4.639,fin,2006
5.262,fin,2007
5.039,fin,2008
9.227,fra,1950
11.16,fra,1952
15.59,fra,1953
20.51,fra,1954
21.28,fra,1955
21.74,fra,1956
23.13,fra,1957
20.33,fra,1958
21.05,fra,1959
19.63,fra,1960
21.68,fra,1961
22.69,fra,1962
23.44,fra,1963
23.78,fra,1964
27.14,fra,1965
25.68,fra,1966
26.38,fra,1967
29.91,fra,1968
21.98,fra,1969
21.97,fra,1970
24.46,fra,1971
27.03,fra,1972
25.16,fra,1973
21.7,fra,1974
19.83,fra,1975
21.03,fra,1976
19.33,fra,1977
16.85,fra,1978
18.13,fra,1979
17.39,fra,1980
17.83,fra,1981
18.26,fra,1982
18.53,fra,1983
18.78,fra,1984
16.78,fra,1985
17.69,fra,1986
15.71,fra,1987
16.47,fra,1988
17.01,fra,1989
16.31,fra,1990
15.98,fra,1991
14.69,fra,1992
14.42,fra,1993
12.9,fra,1994
13.26,fra,1995
13.19,fra,1996
12.67,fra,1997
14.06,fra,1998
12.85,fra,1999
12.06,fra,2000
12.73,fra,2001
11.97,fra,2002
9.975,fra,2003
8.962,fra,2004
8.309,fra,2005
7.42,fra,2006
7.697,fra,2007
3.205,geo,1981
6.7,geo,1982
13.69,geo,1985
14.86,geo,1986
14.79,geo,1987
25.35,geo,1988
27.48,geo,1989
19.38,geo,1990
9.26,geo,1991
16.11,geo,1992
2.873,geo,1994
2.587,geo,1995
8.725,geo,1996
11.14,geo,1997
9.334,geo,1998
10.27,geo,1999
7.257,geo,2000
9.661,geo,2001
10.76,deu,1990
12.73,deu,1991
12.03,deu,1992
11.2,deu,1993
11.44,deu,1994
10.42,deu,1995
9.854,deu,1996
9.446,deu,1997
8.332,deu,1998
8.273,deu,1999
8.125,deu,2000
7.598,deu,2001
7.334,deu,2002
7.071,deu,2003
6.247,deu,2004
5.746,deu,2005
5.299,deu,2006
7.091,grc,1961
10.58,grc,1962
8.861,grc,1963
11.28,grc,1964
11.68,grc,1965
13.47,grc,1966
12.86,grc,1967
11.55,grc,1968
11.1,grc,1969
12.08,grc,1970
12.55,grc,1971
12.58,grc,1972
14.76,grc,1973
13.79,grc,1974
17.94,grc,1975
17.17,grc,1976
19.82,grc,1977
22.05,grc,1978
18.24,grc,1979
15.7,grc,1980
13.58,grc,1981
17.79,grc,1982
19.1,grc,1983
18.2,grc,1984
18.14,grc,1985
17.1,grc,1986
16.35,grc,1987
18.59,grc,1988
18.83,grc,1989
18.17,grc,1990
20.14,grc,1991
19.72,grc,1992
16.53,grc,1993
19.33,grc,1994
21.5,grc,1995
22.54,grc,1996
20.08,grc,1997
19.52,grc,1998
18.39,grc,1999
18.63,grc,2000
16.17,grc,2001
15.68,grc,2002
14.25,grc,2003
16.56,grc,2004
15.94,grc,2005
16.03,grc,2006
15.19,grc,2007
14.9,grc,2008
15.19,gtm,1963
12.19,gtm,1964
11.06,gtm,1965
11.22,gtm,1966
9.467,gtm,1967
10.61,gtm,1968
8.873,gtm,1969
12.31,gtm,1970
12.32,gtm,1971
3.825,gtm,1974
7.577,gtm,1977
29.91,gtm,1979
31.28,gtm,1980
20.9,gtm,1981
2.285,gtm,1984
7.542,gtm,1986
9.607,gtm,1987
8.44,gtm,1988
7.89,gtm,1989
5.411,gtm,1990
7.535,gtm,1991
7.931,gtm,1992
9.062,gtm,1993
8.564,gtm,1994
9.366,gtm,1995
7.343,gtm,1996
9.17,gtm,1997
7.934,gtm,1998
5.347,gtm,1999
7.027,gtm,2000
5.59,gtm,2001
4.63,gtm,2002
5.517,gtm,2003
5.616,gtm,2004
5.16,gtm,2005
4.138,gtm,2006
5.742,hun,1955
9.759,hun,1956
9.527,hun,1957
6.403,hun,1958
7.44,hun,1959
7.499,hun,1960
9.38,hun,1961
9.687,hun,1962
10.78,hun,1963
11.05,hun,1964
11.15,hun,1965
9.941,hun,1966
10.62,hun,1967
13.5,hun,1968
12.59,hun,1969
15.9,hun,1970
16.87,hun,1971
18.23,hun,1972
16.58,hun,1973
17.32,hun,1974
15.66,hun,1975
14.65,hun,1976
15.74,hun,1977
18.2,hun,1978
16.15,hun,1979
14.71,hun,1980
15.28,hun,1981
14.51,hun,1982
13.89,hun,1983
14.72,hun,1984
16.71,hun,1985
15.25,hun,1986
14.37,hun,1987
16.4,hun,1988
21.72,hun,1989
25.65,hun,1990
24.04,hun,1991
24.85,hun,1992
19.54,hun,1993
18.2,hun,1994
19.96,hun,1995
13.97,hun,1996
14.82,hun,1997
15.38,hun,1998
14.56,hun,1999
13.27,hun,2000
13.68,hun,2001
19.33,hun,2002
16.42,hun,2003
17.44,hun,2004
15.77,hun,2005
15.88,hun,2006
17.33,hun,2007
11.91,hun,2008
3.69,irl,1950
5.745,irl,1951
6.023,irl,1952
5.937,irl,1953
8.13,irl,1954
7.253,irl,1955
6.453,irl,1956
5.418,irl,1957
8.832,irl,1958
8.083,irl,1959
7.434,irl,1960
12.46,irl,1961
7.464,irl,1962
7.748,irl,1963
10.08,irl,1964
7.95,irl,1965
11.88,irl,1966
9.717,irl,1967
12.21,irl,1968
10.96,irl,1969
13.54,irl,1970
12.11,irl,1971
18.16,irl,1972
19.23,irl,1973
17.43,irl,1974
14.28,irl,1975
13.32,irl,1976
14.7,irl,1977
14.29,irl,1978
13.36,irl,1979
14.05,irl,1980
14.99,irl,1981
12.33,irl,1982
11.62,irl,1983
10.34,irl,1984
10.8,irl,1985
8.06,irl,1986
7.772,irl,1987
9.603,irl,1988
12.59,irl,1989
10.16,irl,1990
7.986,irl,1991
7.901,irl,1992
8.722,irl,1993
9.085,irl,1994
10.18,irl,1995
11.97,irl,1996
9.405,irl,1997
11.21,irl,1998
8.884,irl,1999
10.83,irl,2000
9.586,irl,2001
9.475,irl,2002
7.69,irl,2003
7.072,irl,2004
7.987,irl,2005
5.746,irl,2006
5.009,irl,2007
5.198,irl,2008
12.57,isr,1975
15.19,isr,1976
14.1,isr,1977
13.85,isr,1978
14.54,isr,1979
8.663,isr,1980
7.561,isr,1981
7.665,isr,1982
9.71,isr,1983
8.766,isr,1984
8.133,isr,1985
6.45,isr,1986
9.999,isr,1987
8.815,isr,1988
7.103,isr,1989
6.143,isr,1990
5.267,isr,1991
5.656,isr,1992
8.698,isr,1993
8.78,isr,1994
9.359,isr,1995
8.965,isr,1996
6.202,isr,1997
6.241,isr,1998
6.641,isr,1999
5.69,isr,2000
4.581,isr,2001
6.406,isr,2002
6.626,isr,2003
5.113,isr,2004
5.582,isr,2005
3.549,isr,2006
10.61,ita,1951
11.65,ita,1952
12.8,ita,1953
14.61,ita,1954
16.76,ita,1955
15.8,ita,1956
16.38,ita,1957
15.82,ita,1958
15.61,ita,1959
16.99,ita,1960
17.89,ita,1961
19.54,ita,1962
19.93,ita,1963
20.41,ita,1964
18.97,ita,1965
18.74,ita,1966
19.36,ita,1967
19.82,ita,1968
20.61,ita,1969
20.19,ita,1970
20.64,ita,1971
21.33,ita,1972
20.33,ita,1973
18.91,ita,1974
16.95,ita,1975
16.86,ita,1976
14.84,ita,1977
14.99,ita,1978
13.47,ita,1979
14.5,ita,1980
13.21,ita,1981
12.79,ita,1982
12.76,ita,1983
12.03,ita,1984
12.11,ita,1985
12.38,ita,1986
12.06,ita,1987
11.61,ita,1988
10.81,ita,1989
12.01,ita,1990
13.08,ita,1991
13.27,ita,1992
11.52,ita,1993
11.94,ita,1994
10.94,ita,1995
9.992,ita,1996
11.3,ita,1997
12.59,ita,1998
12.69,ita,1999
11.28,ita,2000
12.93,ita,2001
11.58,ita,2002
10.71,ita,2003
10.42,ita,2006
9.277,ita,2007
3.301,jpn,1950
3.48,jpn,1951
4.052,jpn,1952
5.391,jpn,1953
6.408,jpn,1954
6.798,jpn,1955
7.172,jpn,1956
8.202,jpn,1957
9.395,jpn,1958
11.58,jpn,1959
13.92,jpn,1960
15.67,jpn,1961
14.92,jpn,1962
16.81,jpn,1963
17.88,jpn,1964
16.62,jpn,1965
18.05,jpn,1966
17.01,jpn,1967
16.79,jpn,1968
18.17,jpn,1969
17.59,jpn,1970
16.39,jpn,1971
15.49,jpn,1972
13.68,jpn,1973
11.0,jpn,1974
9.641,jpn,1975
8.691,jpn,1976
7.64,jpn,1977
7.007,jpn,1978
6.72,jpn,1979
6.942,jpn,1980
6.705,jpn,1981
6.551,jpn,1982
7.368,jpn,1983
6.631,jpn,1984
6.447,jpn,1985
6.412,jpn,1986
5.919,jpn,1987
6.132,jpn,1988
6.752,jpn,1989
6.743,jpn,1990
6.811,jpn,1991
6.513,jpn,1992
6.378,jpn,1993
5.811,jpn,1994
5.742,jpn,1995
5.795,jpn,1996
5.49,jpn,1997
5.002,jpn,1998
5.252,jpn,1999
5.483,jpn,2000
5.315,jpn,2001
4.966,jpn,2002
4.49,jpn,2003
4.343,jpn,2004
4.191,jpn,2005
3.574,jpn,2006
3.096,jpn,2007
2.794,jpn,2008
19.6,kaz,1981
20.85,kaz,1982
16.19,kaz,1985
14.54,kaz,1986
15.83,kaz,1987
26.58,kaz,1988
34.93,kaz,1989
32.26,kaz,1990
34.35,kaz,1991
29.55,kaz,1992
29.6,kaz,1993
20.02,kaz,1994
21.62,kaz,1995
18.7,kaz,1996
19.87,kaz,1997
22.36,kaz,1998
17.21,kaz,1999
17.38,kaz,2000
19.21,kaz,2001
19.31,kaz,2002
20.01,kaz,2003
30.84,kaz,2004
36.15,kaz,2005
47.28,kaz,2006
48.49,kaz,2007
34.31,kaz,2008
19.29,kor,1985
19.45,kor,1986
23.44,kor,1987
22.81,kor,1988
30.05,kor,1989
37.58,kor,1990
36.01,kor,1991
32.53,kor,1992
32.36,kor,1993
35.57,kor,1994
36.38,kor,1995
37.28,kor,1996
29.6,kor,1997
22.13,kor,1998
22.68,kor,1999
21.13,kor,2000
16.62,kor,2001
14.03,kor,2002
14.06,kor,2003
11.71,kor,2004
11.3,kor,2005
10.37,kor,2006
41.47,kwt,1972
51.21,kwt,1975
50.99,kwt,1976
43.72,kwt,1977
45.43,kwt,1978
45.55,kwt,1979
32.56,kwt,1980
35.63,kwt,1981
36.59,kwt,1982
23.25,kwt,1983
26.95,kwt,1984
28.94,kwt,1985
18.36,kwt,1986
17.94,kwt,1987
22.39,kwt,1993
19.62,kwt,1994
16.34,kwt,1995
18.5,kwt,1996
19.3,kwt,1997
17.26,kwt,1998
15.7,kwt,1999
13.29,kwt,2000
11.94,kwt,2001
12.8,kwt,2002
14.93,kwt,2008
32.09,kgz,1981
32.55,kgz,1982
20.43,kgz,1985
23.9,kgz,1986
26.83,kgz,1987
28.74,kgz,1988
45.92,kgz,1989
41.31,kgz,1990
40.07,kgz,1991
29.7,kgz,1992
26.76,kgz,1993
18.54,kgz,1994
19.58,kgz,1995
19.2,kgz,1996
20.76,kgz,1997
15.18,kgz,1998
15.65,kgz,1999
14.38,kgz,2000
18.01,kgz,2001
19.94,kgz,2002
25.11,kgz,2003
24.67,kgz,2004
26.0,kgz,2005
22.32,kgz,2006
30.33,kgz,2007
34.66,lva,1980
35.32,lva,1981
32.91,lva,1982
37.71,lva,1983
31.99,lva,1984
23.16,lva,1985
19.55,lva,1986
19.66,lva,1987
26.17,lva,1988
42.13,lva,1989
47.47,lva,1990
48.26,lva,1991
36.97,lva,1992
38.07,lva,1993
45.88,lva,1994
40.06,lva,1995
26.88,lva,1996
24.34,lva,1997
33.16,lva,1998
36.28,lva,1999
34.02,lva,2000
29.76,lva,2001
28.85,lva,2002
22.98,lva,2003
26.15,lva,2004
24.45,lva,2005
20.58,lva,2006
19.43,lva,2007
14.32,lva,2008
25.35,ltu,1981
28.89,ltu,1982
24.15,ltu,1985
19.97,ltu,1986
18.15,ltu,1987
24.3,ltu,1988
35.45,ltu,1989
32.24,ltu,1990
41.92,ltu,1991
28.86,ltu,1992
32.54,ltu,1993
24.16,ltu,1994
23.6,ltu,1995
23.25,ltu,1996
25.58,ltu,1997
28.53,ltu,1998
22.66,ltu,1999
26.25,ltu,2000
23.13,ltu,2001
25.13,ltu,2002
24.76,ltu,2003
23.36,ltu,2004
22.54,ltu,2005
25.53,ltu,2006
23.37,ltu,2007
16.88,ltu,2008
9.444,mkd,1991
8.864,mkd,1992
9.336,mkd,1993
5.996,mkd,1994
3.672,mkd,1995
9.694,mkd,1996
7.713,mkd,1997
7.632,mkd,1998
4.056,mkd,1999
5.273,mkd,2000
3.743,mkd,2001
6.429,mkd,2002
7.45,mkd,2003
21.78,mus,1961
10.92,mus,1962
6.562,mus,1963
17.9,mus,1964
14.16,mus,1965
15.73,mus,1966
10.6,mus,1967
14.03,mus,1968
14.57,mus,1969
13.07,mus,1970
14.23,mus,1971
23.33,mus,1972
24.41,mus,1973
18.34,mus,1974
24.2,mus,1975
25.31,mus,1976
15.56,mus,1977
19.38,mus,1978
16.88,mus,1979
4.863,mus,1980
4.542,mus,1981
1.345,mus,1982
0.0,mus,1983
0.5833,mus,1984
1.993,mus,1985
2.488,mus,1986
10.77,mus,1987
19.21,mus,1988
18.17,mus,1989
19.04,mus,1990
25.73,mus,1991
18.42,mus,1992
