energy_production_total,geo,time
1208.0,dom,1973
1245.0,dom,1974
1256.0,dom,1975
1333.0,dom,1976
1308.0,dom,1977
1356.0,dom,1978
1398.0,dom,1979
1327.0,dom,1980
1556.0,dom,1981
1731.0,dom,1982
1757.0,dom,1983
1921.0,dom,1984
1352.0,dom,1985
1381.0,dom,1986
1412.0,dom,1987
1176.0,dom,1988
1011.0,dom,1989
1031.0,dom,1990
1044.0,dom,1991
1343.0,dom,1992
1447.0,dom,1993
1454.0,dom,1994
1439.0,dom,1995
1454.0,dom,1996
1464.0,dom,1997
1380.0,dom,1998
1491.0,dom,1999
1421.0,dom,2000
1497.0,dom,2001
1513.0,dom,2002
1540.0,dom,2003
1612.0,dom,2004
1877.0,dom,2005
1888.0,dom,2006
1902.0,dom,2007
1882.0,dom,2008
1892.0,dom,2009
1384.0,ecu,1971
5300.0,ecu,1972
11900.0,ecu,1973
10250.0,ecu,1974
9469.0,ecu,1975
10840.0,ecu,1976
10720.0,ecu,1977
11600.0,ecu,1978
11920.0,ecu,1979
11750.0,ecu,1980
12050.0,ecu,1981
11940.0,ecu,1982
13650.0,ecu,1983
14940.0,ecu,1984
15980.0,ecu,1985
16430.0,ecu,1986
10560.0,ecu,1987
17110.0,ecu,1988
16030.0,ecu,1989
16470.0,ecu,1990
17280.0,ecu,1991
18360.0,ecu,1992
19690.0,ecu,1993
21490.0,ecu,1994
22130.0,ecu,1995
21890.0,ecu,1996
21970.0,ecu,1997
21440.0,ecu,1998
21440.0,ecu,1999
22650.0,ecu,2000
22990.0,ecu,2001
22200.0,ecu,2002
23710.0,ecu,2003
29310.0,ecu,2004
29420.0,ecu,2005
29890.0,ecu,2006
28910.0,ecu,2007
28550.0,ecu,2008
27320.0,ecu,2009
16360.0,egy,1971
12070.0,egy,1972
9836.0,egy,1973
8831.0,egy,1974
13250.0,egy,1975
18370.0,egy,1976
23110.0,egy,1977
27700.0,egy,1978
29010.0,egy,1979
33480.0,egy,1980
36160.0,egy,1981
37580.0,egy,1982
40810.0,egy,1983
46960.0,egy,1984
51210.0,egy,1985
47870.0,egy,1986
53280.0,egy,1987
51690.0,egy,1988
53590.0,egy,1989
54870.0,egy,1990
55530.0,egy,1991
56560.0,egy,1992
59780.0,egy,1993
59200.0,egy,1994
59810.0,egy,1995
58670.0,egy,1996
57690.0,egy,1997
57200.0,egy,1998
59320.0,egy,1999
56450.0,egy,2000
57000.0,egy,2001
60880.0,egy,2002
64430.0,egy,2003
64660.0,egy,2004
76910.0,egy,2005
79740.0,egy,2006
82280.0,egy,2007
87490.0,egy,2008
88190.0,egy,2009
1255.0,slv,1971
1294.0,slv,1972
1331.0,slv,1973
1392.0,slv,1974
1560.0,slv,1975
1900.0,slv,1976
1964.0,slv,1977
2094.0,slv,1978
2055.0,slv,1979
1912.0,slv,1980
2148.0,slv,1981
2250.0,slv,1982
2140.0,slv,1983
2183.0,slv,1984
2008.0,slv,1985
1651.0,slv,1986
1799.0,slv,1987
1642.0,slv,1988
1655.0,slv,1989
1692.0,slv,1990
1718.0,slv,1991
1748.0,slv,1992
1734.0,slv,1993
1753.0,slv,1994
1791.0,slv,1995
1822.0,slv,1996
1851.0,slv,1997
1850.0,slv,1998
2003.0,slv,1999
2119.0,slv,2000
2285.0,slv,2001
2321.0,slv,2002
2395.0,slv,2003
2392.0,slv,2004
2489.0,slv,2005
2631.0,slv,2006
2900.0,slv,2007
3110.0,slv,2008
3164.0,slv,2009
707.5,eri,1992
707.5,eri,1993
707.5,eri,1994
730.4,eri,1995
755.4,eri,1996
779.2,eri,1997
481.7,eri,1998
496.1,eri,1999
507.8,eri,2000
531.3,eri,2001
547.5,eri,2002
563.7,eri,2003
481.7,eri,2004
499.8,eri,2005
514.6,eri,2006
529.9,eri,2007
545.6,eri,2008
561.5,eri,2009
5415.0,est,1990
4739.0,est,1991
4454.0,est,1992
3237.0,est,1993
3412.0,est,1994
3216.0,est,1995
3751.0,est,1996
3681.0,est,1997
3243.0,est,1998
2992.0,est,1999
3181.0,est,2000
3170.0,est,2001
3375.0,est,2002
3906.0,est,2003
3710.0,est,2004
3868.0,est,2005
3746.0,est,2006
4408.0,est,2007
4225.0,est,2008
4157.0,est,2009
4897.0,est,2010
8128.0,eth,1971
8341.0,eth,1972
8560.0,eth,1973
8786.0,eth,1974
9019.0,eth,1975
9262.0,eth,1976
9514.0,eth,1977
9776.0,eth,1978
10050.0,eth,1979
10330.0,eth,1980
10620.0,eth,1981
10920.0,eth,1982
11240.0,eth,1983
11560.0,eth,1984
11880.0,eth,1985
12240.0,eth,1986
12630.0,eth,1987
13060.0,eth,1988
13520.0,eth,1989
14050.0,eth,1990
14540.0,eth,1991
15040.0,eth,1992
14650.0,eth,1993
15090.0,eth,1994
15500.0,eth,1995
15890.0,eth,1996
16260.0,eth,1997
16770.0,eth,1998
17170.0,eth,1999
17570.0,eth,2000
18010.0,eth,2001
18440.0,eth,2002
18900.0,eth,2003
19370.0,eth,2004
19850.0,eth,2005
20360.0,eth,2006
28760.0,eth,2007
29580.0,eth,2008
30370.0,eth,2009
5292.0,fin,1960
5499.0,fin,1961
5559.0,fin,1962
5389.0,fin,1963
5386.0,fin,1964
5444.0,fin,1965
5462.0,fin,1966
5419.0,fin,1967
5201.0,fin,1968
5031.0,fin,1969
4995.0,fin,1970
4983.0,fin,1971
4877.0,fin,1972
4884.0,fin,1973
4986.0,fin,1974
4369.0,fin,1975
4160.0,fin,1976
5056.0,fin,1977
5341.0,fin,1978
6432.0,fin,1979
6912.0,fin,1980
8963.0,fin,1981
10100.0,fin,1982
10180.0,fin,1983
10530.0,fin,1984
10380.0,fin,1985
11320.0,fin,1986
10690.0,fin,1987
11210.0,fin,1988
11650.0,fin,1989
12080.0,fin,1990
11170.0,fin,1991
12120.0,fin,1992
11810.0,fin,1993
13000.0,fin,1994
13160.0,fin,1995
13610.0,fin,1996
15040.0,fin,1997
13590.0,fin,1998
15400.0,fin,1999
15070.0,fin,2000
15090.0,fin,2001
16080.0,fin,2002
16010.0,fin,2003
15800.0,fin,2004
16660.0,fin,2005
18190.0,fin,2006
16140.0,fin,2007
16510.0,fin,2008
16550.0,fin,2009
17150.0,fin,2010
45300.0,fra,1960
44090.0,fra,1961
44680.0,fra,1962
42570.0,fra,1963
45790.0,fra,1964
45990.0,fra,1965
45900.0,fra,1966
44350.0,fra,1967
41150.0,fra,1968
41390.0,fra,1969
50090.0,fra,1970
47610.0,fra,1971
46850.0,fra,1972
44170.0,fra,1973
42310.0,fra,1974
43570.0,fra,1975
41110.0,fra,1976
44500.0,fra,1977
45710.0,fra,1978
47850.0,fra,1979
52600.0,fra,1980
63970.0,fra,1981
63560.0,fra,1982
73000.0,fra,1983
85060.0,fra,1984
93320.0,fra,1985
99850.0,fra,1986
103800.0,fra,1987
104500.0,fra,1988
109300.0,fra,1989
111900.0,fra,1990
118500.0,fra,1991
120200.0,fra,1992
126400.0,fra,1993
123800.0,fra,1994
127800.0,fra,1995
131800.0,fra,1996
128700.0,fra,1997
125400.0,fra,1998
127100.0,fra,1999
130800.0,fra,2000
132100.0,fra,2001
134200.0,fra,2002
135800.0,fra,2003
137000.0,fra,2004
137000.0,fra,2005
137200.0,fra,2006
135300.0,fra,2007
137300.0,fra,2008
129500.0,fra,2009
135800.0,fra,2010
6453.0,gab,1971
7006.0,gab,1972
8640.0,gab,1973
11170.0,gab,1974
11940.0,gab,1975
11850.0,gab,1976
11840.0,gab,1977
11170.0,gab,1978
10910.0,gab,1979
9441.0,gab,1980
8346.0,gab,1981
8591.0,gab,1982
8606.0,gab,1983
8681.0,gab,1984
9433.0,gab,1985
9126.0,gab,1986
8645.0,gab,1987
8836.0,gab,1988
11160.0,gab,1989
14630.0,gab,1990
15930.0,gab,1991
15860.0,gab,1992
16830.0,gab,1993
18490.0,gab,1994
19770.0,gab,1995
19910.0,gab,1996
20140.0,gab,1997
19160.0,gab,1998
17230.0,gab,1999
15140.0,gab,2000
14430.0,gab,2001
14120.0,gab,2002
15120.0,gab,2003
15110.0,gab,2004
14940.0,gab,2005
13540.0,gab,2006
13790.0,gab,2007
13510.0,gab,2008
13590.0,gab,2009
2110.0,geo,1990
1663.0,geo,1991
1492.0,geo,1992
1780.0,geo,1993
1031.0,geo,1994
1200.0,geo,1995
1613.0,geo,1996
1441.0,geo,1997
1379.0,geo,1998
1329.0,geo,1999
1326.0,geo,2000
1265.0,geo,2001
1329.0,geo,2002
1377.0,geo,2003
1288.0,geo,2004
980.7,geo,2005
929.1,geo,2006
1075.0,geo,2007
1079.0,geo,2008
1258.0,geo,2009
125300.0,deu,1960
126500.0,deu,1961
127200.0,deu,1962
129900.0,deu,1963
131700.0,deu,1964
126100.0,deu,1965
119500.0,deu,1966
110300.0,deu,1967
113300.0,deu,1968
116600.0,deu,1969
174700.0,deu,1970
175200.0,deu,1971
171900.0,deu,1972
171700.0,deu,1973
173100.0,deu,1974
172200.0,deu,1975
174100.0,deu,1976
173300.0,deu,1977
174900.0,deu,1978
182200.0,deu,1979
185600.0,deu,1980
192300.0,deu,1981
193100.0,deu,1982
189700.0,deu,1983
197700.0,deu,1984
209300.0,deu,1985
200100.0,deu,1986
199500.0,deu,1987
202300.0,deu,1988
200500.0,deu,1989
186200.0,deu,1990
168300.0,deu,1991
163200.0,deu,1992
152000.0,deu,1993
145100.0,deu,1994
145000.0,deu,1995
143300.0,deu,1996
143600.0,deu,1997
136000.0,deu,1998
137200.0,deu,1999
135300.0,deu,2000
134700.0,deu,2001
134500.0,deu,2002
135900.0,deu,2003
138000.0,deu,2004
135400.0,deu,2005
136400.0,deu,2006
137500.0,deu,2007
133500.0,deu,2008
127100.0,deu,2009
129200.0,deu,2010
2337.0,gha,1971
2473.0,gha,1972
2625.0,gha,1973
2763.0,gha,1974
2823.0,gha,1975
2917.0,gha,1976
3013.0,gha,1977
3026.0,gha,1978
3207.0,gha,1979
3305.0,gha,1980
3377.0,gha,1981
3417.0,gha,1982
3290.0,gha,1983
3333.0,gha,1984
3552.0,gha,1985
3793.0,gha,1986
3948.0,gha,1987
4091.0,gha,1988
4266.0,gha,1989
4392.0,gha,1990
4638.0,gha,1991
4835.0,gha,1992
4973.0,gha,1993
5127.0,gha,1994
5253.0,gha,1995
5411.0,gha,1996
5542.0,gha,1997
5413.0,gha,1998
5640.0,gha,1999
5884.0,gha,2000
5995.0,gha,2001
5988.0,gha,2002
6017.0,gha,2003
6266.0,gha,2004
6425.0,gha,2005
6552.0,gha,2006
6517.0,gha,2007
6858.0,gha,2008
7047.0,gha,2009
0.0,gib,1971
0.0,gib,1972
0.0,gib,1973
0.0,gib,1974
0.0,gib,1975
0.0,gib,1976
0.0,gib,1977
0.0,gib,1978
0.0,gib,1979
0.0,gib,1980
0.0,gib,1981
0.0,gib,1982
0.0,gib,1983
0.0,gib,1984
0.0,gib,1985
0.0,gib,1986
0.0,gib,1987
0.0,gib,1988
0.0,gib,1989
0.0,gib,1990
0.0,gib,1991
0.0,gib,1992
0.0,gib,1993
0.0,gib,1994
0.0,gib,1995
0.0,gib,1996
0.0,gib,1997
0.0,gib,1998
0.0,gib,1999
0.0,gib,2000
0.0,gib,2001
0.0,gib,2002
0.0,gib,2003
0.0,gib,2004
0.0,gib,2005
0.0,gib,2006
0.0,gib,2007
0.0,gib,2008
0.0,gib,2009
322.4,grc,1960
341.4,grc,1961
385.0,grc,1962
495.1,grc,1963
520.0,grc,1964
641.1,grc,1965
764.4,grc,1966
800.0,grc,1967
867.2,grc,1968
1039.0,grc,1969
1688.0,grc,1970
2085.0,grc,1971
2168.0,grc,1972
2334.0,grc,1973
2446.0,grc,1974
2927.0,grc,1975
3456.0,grc,1976
3616.0,grc,1977
3484.0,grc,1978
3764.0,grc,1979
3696.0,grc,1980
4417.0,grc,1981
5511.0,grc,1982
5948.0,grc,1983
6424.0,grc,1984
6932.0,grc,1985
7225.0,grc,1986
8050.0,grc,1987
8251.0,grc,1988
8858.0,grc,1989
9198.0,grc,1990
9035.0,grc,1991
8956.0,grc,1992
8978.0,grc,1993
9150.0,grc,1994
9298.0,grc,1995
9120.0,grc,1996
9559.0,grc,1997
9832.0,grc,1998
9534.0,grc,1999
9986.0,grc,2000
9965.0,grc,2001
10230.0,grc,2002
9905.0,grc,2003
10300.0,grc,2004
10310.0,grc,2005
10070.0,grc,2006
10170.0,grc,2007
9862.0,grc,2008
10080.0,grc,2009
9188.0,grc,2010
1934.0,gtm,1971
1983.0,gtm,1972
2041.0,gtm,1973
2098.0,gtm,1974
2445.0,gtm,1975
2604.0,gtm,1976
2644.0,gtm,1977
2660.0,gtm,1978
2775.0,gtm,1979
2583.0,gtm,1980
2669.0,gtm,1981
2882.0,gtm,1982
2893.0,gtm,1983
2819.0,gtm,1984
2784.0,gtm,1985
3047.0,gtm,1986
3082.0,gtm,1987
3150.0,gtm,1988
3254.0,gtm,1989
3391.0,gtm,1990
3504.0,gtm,1991
3623.0,gtm,1992
3617.0,gtm,1993
3610.0,gtm,1994
3830.0,gtm,1995
4239.0,gtm,1996
4673.0,gtm,1997
4966.0,gtm,1998
5367.0,gtm,1999
5238.0,gtm,2000
5229.0,gtm,2001
5408.0,gtm,2002
5475.0,gtm,2003
5438.0,gtm,2004
5497.0,gtm,2005
5432.0,gtm,2006
5443.0,gtm,2007
5385.0,gtm,2008
6052.0,gtm,2009
1378.0,hti,1971
1431.0,hti,1972
1467.0,hti,1973
1520.0,hti,1974
1576.0,hti,1975
1623.0,hti,1976
1673.0,hti,1977
1735.0,hti,1978
1807.0,hti,1979
1877.0,hti,1980
1569.0,hti,1981
1588.0,hti,1982
1610.0,hti,1983
1618.0,hti,1984
1632.0,hti,1985
1223.0,hti,1986
1243.0,hti,1987
1273.0,hti,1988
1282.0,hti,1989
1253.0,hti,1990
1268.0,hti,1991
1347.0,hti,1992
1339.0,hti,1993
1373.0,hti,1994
1392.0,hti,1995
1596.0,hti,1996
1588.0,hti,1997
1626.0,hti,1998
1619.0,hti,1999
1542.0,hti,2000
1543.0,hti,2001
1733.0,hti,2002
1673.0,hti,2003
1654.0,hti,2004
1921.0,hti,2005
1968.0,hti,2006
2006.0,hti,2007
1989.0,hti,2008
1867.0,hti,2009
1012.0,hnd,1971
1039.0,hnd,1972
1059.0,hnd,1973
1090.0,hnd,1974
1112.0,hnd,1975
1136.0,hnd,1976
1170.0,hnd,1977
1211.0,hnd,1978
1246.0,hnd,1979
1315.0,hnd,1980
1333.0,hnd,1981
1368.0,hnd,1982
1389.0,hnd,1983
1405.0,hnd,1984
1468.0,hnd,1985
1478.0,hnd,1986
1561.0,hnd,1987
1599.0,hnd,1988
1631.0,hnd,1989
1694.0,hnd,1990
1702.0,hnd,1991
1695.0,hnd,1992
1704.0,hnd,1993
1670.0,hnd,1994
1661.0,hnd,1995
1698.0,hnd,1996
1904.0,hnd,1997
1896.0,hnd,1998
1477.0,hnd,1999
1522.0,hnd,2000
1494.0,hnd,2001
1546.0,hnd,2002
1622.0,hnd,2003
1666.0,hnd,2004
1773.0,hnd,2005
1976.0,hnd,2006
2119.0,hnd,2007
2078.0,hnd,2008
2195.0,hnd,2009
31.02,hkg,1971
32.67,hkg,1972
32.67,hkg,1973
34.05,hkg,1974
34.29,hkg,1975
35.7,hkg,1976
34.29,hkg,1977
35.7,hkg,1978
37.32,hkg,1979
38.71,hkg,1980
38.95,hkg,1981
40.36,hkg,1982
40.36,hkg,1983
40.36,hkg,1984
41.98,hkg,1985
41.98,hkg,1986
41.98,hkg,1987
43.39,hkg,1988
43.39,hkg,1989
43.39,hkg,1990
43.39,hkg,1991
43.63,hkg,1992
45.01,hkg,1993
45.01,hkg,1994
46.66,hkg,1995
48.05,hkg,1996
48.45,hkg,1997
48.86,hkg,1998
49.31,hkg,1999
49.77,hkg,2000
50.12,hkg,2001
50.34,hkg,2002
50.24,hkg,2003
50.65,hkg,2004
50.86,hkg,2005
51.28,hkg,2006
51.79,hkg,2007
52.17,hkg,2008
52.38,hkg,2009
10400.0,hun,1965
10360.0,hun,1966
10140.0,hun,1967
10710.0,hun,1968
11040.0,hun,1969
11770.0,hun,1970
11850.0,hun,1971
11790.0,hun,1972
12700.0,hun,1973
12730.0,hun,1974
12540.0,hun,1975
13480.0,hun,1976
14050.0,hun,1977
15350.0,hun,1978
14660.0,hun,1979
14490.0,hun,1980
14420.0,hun,1981
14920.0,hun,1982
15060.0,hun,1983
15610.0,hun,1984
16410.0,hun,1985
16080.0,hun,1986
16800.0,hun,1987
16380.0,hun,1988
16050.0,hun,1989
14590.0,hun,1990
14310.0,hun,1991
13920.0,hun,1992
13700.0,hun,1993
13280.0,hun,1994
13890.0,hun,1995
13640.0,hun,1996
13330.0,hun,1997
12460.0,hun,1998
11920.0,hun,1999
11620.0,hun,2000
11300.0,hun,2001
11200.0,hun,2002
10410.0,hun,2003
10240.0,hun,2004
10370.0,hun,2005
10340.0,hun,2006
10220.0,hun,2007
10500.0,hun,2008
11000.0,hun,2009
10980.0,hun,2010
150.9,isl,1960
157.9,isl,1961
170.0,isl,1962
184.4,isl,1963
198.9,isl,1964
201.4,isl,1965
222.4,isl,1966
241.2,isl,1967
272.7,isl,1968
310.4,isl,1969
395.0,isl,1970
422.9,isl,1971
458.9,isl,1972
541.3,isl,1973
530.8,isl,1974
578.6,isl,1975
614.9,isl,1976
676.6,isl,1977
709.2,isl,1978
844.9,isl,1979
904.1,isl,1980
1096.0,isl,1981
1162.0,isl,1982
1230.0,isl,1983
1251.0,isl,1984
1252.0,isl,1985
1276.0,isl,1986
1316.0,isl,1987
1372.0,isl,1988
1410.0,isl,1989
1400.0,isl,1990
1437.0,isl,1991
1390.0,isl,1992
1491.0,isl,1993
1481.0,isl,1994
1565.0,isl,1995
1616.0,isl,1996
1682.0,isl,1997
1814.0,isl,1998
2191.0,isl,1999
2306.0,isl,2000
2451.0,isl,2001
2462.0,isl,2002
2457.0,isl,2003
2519.0,isl,2004
2636.0,isl,2005
3259.0,isl,2006
3952.0,isl,2007
4355.0,isl,2008
4402.0,isl,2009
4568.0,isl,2010
141600.0,ind,1971
145900.0,ind,1972
149000.0,ind,1973
156500.0,ind,1974
165700.0,ind,1975
169800.0,ind,1976
174100.0,ind,1977
177500.0,ind,1978
180800.0,ind,1979
186900.0,ind,1980
200000.0,ind,1981
210700.0,ind,1982
221500.0,ind,1983
233200.0,ind,1984
239400.0,ind,1985
251200.0,ind,1986
259200.0,ind,1987
273000.0,ind,1988
281500.0,ind,1989
291800.0,ind,1990
301600.0,ind,1991
306200.0,ind,1992
309900.0,ind,1993
321100.0,ind,1994
335800.0,ind,1995
342300.0,ind,1996
353100.0,ind,1997
351900.0,ind,1998
359400.0,ind,1999
366400.0,ind,2000
374500.0,ind,2001
383600.0,ind,2002
396400.0,ind,2003
409500.0,ind,2004
422400.0,ind,2005
437900.0,ind,2006
452700.0,ind,2007
468300.0,ind,2008
502500.0,ind,2009
71740.0,idn,1971
81690.0,idn,1972
94890.0,idn,1973
97030.0,idn,1974
94310.0,idn,1975
105700.0,idn,1976
118400.0,idn,1977
120200.0,idn,1978
121900.0,idn,1979
125600.0,idn,1980
127900.0,idn,1981
114600.0,idn,1982
117600.0,idn,1983
134800.0,idn,1984
128800.0,idn,1985
136900.0,idn,1986
136900.0,idn,1987
139600.0,idn,1988
149100.0,idn,1989
169100.0,idn,1990
183400.0,idn,1991
187500.0,idn,1992
194500.0,idn,1993
208000.0,idn,1994
216000.0,idn,1995
224500.0,idn,1996
229200.0,idn,1997
230500.0,idn,1998
244200.0,idn,1999
236300.0,idn,2000
241600.0,idn,2001
248000.0,idn,2002
254900.0,idn,2003
264800.0,idn,2004
280000.0,idn,2005
313700.0,idn,2006
318300.0,idn,2007
323800.0,idn,2008
351800.0,idn,2009
238600.0,irn,1971
266800.0,irn,1972
309700.0,irn,1973
318600.0,irn,1974
284900.0,irn,1975
313400.0,irn,1976
300600.0,irn,1977
277000.0,irn,1978
171800.0,irn,1979
80760.0,irn,1980
79430.0,irn,1981
129600.0,irn,1982
133000.0,irn,1983
119800.0,irn,1984
122500.0,irn,1985
101700.0,irn,1986
128700.0,irn,1987
125100.0,irn,1988
160200.0,irn,1989
179300.0,irn,1990
196100.0,irn,1991
202100.0,irn,1992
214700.0,irn,1993
218100.0,irn,1994
223700.0,irn,1995
224900.0,irn,1996
225500.0,irn,1997
229500.0,irn,1998
256500.0,irn,1999
267100.0,irn,2000
259500.0,irn,2001
265400.0,irn,2002
294500.0,irn,2003
306800.0,irn,2004
317900.0,irn,2005
328600.0,irn,2006
344900.0,irn,2007
344800.0,irn,2008
349800.0,irn,2009
85980.0,irq,1971
74610.0,irq,1972
102900.0,irq,1973
100400.0,irq,1974
115400.0,irq,1975
123700.0,irq,1976
119500.0,irq,1977
131500.0,irq,1978
177600.0,irq,1979
135500.0,irq,1980
45230.0,irq,1981
50880.0,irq,1982
49620.0,irq,1983
61160.0,irq,1984
73050.0,irq,1985
87250.0,irq,1986
109400.0,irq,1987
137100.0,irq,1988
148100.0,irq,1989
104900.0,irq,1990
16650.0,irq,1991
23970.0,irq,1992
27300.0,irq,1993
30220.0,irq,1994
31330.0,irq,1995
32740.0,irq,1996
65460.0,irq,1997
109900.0,irq,1998
130700.0,irq,1999
135300.0,irq,2000
134200.0,irq,2001
115700.0,irq,2002
80390.0,irq,2003
104400.0,irq,2004
97450.0,irq,2005
101300.0,irq,2006
105300.0,irq,2007
118000.0,irq,2008
119600.0,irq,2009
1382.0,irl,1960
1352.0,irl,1961
1345.0,irl,1962
1346.0,irl,1963
1372.0,irl,1964
1116.0,irl,1965
1260.0,irl,1966
1361.0,irl,1967
1710.0,irl,1968
1624.0,irl,1969
1416.0,irl,1970
1423.0,irl,1971
1371.0,irl,1972
1120.0,irl,1973
1308.0,irl,1974
1660.0,irl,1975
1409.0,irl,1976
1332.0,irl,1977
1124.0,irl,1978
1467.0,irl,1979
1894.0,irl,1980
2488.0,irl,1981
3033.0,irl,1982
3208.0,irl,1983
3629.0,irl,1984
2845.0,irl,1985
2636.0,irl,1986
3009.0,irl,1987
2873.0,irl,1988
3760.0,irl,1989
3467.0,irl,1990
3287.0,irl,1991
3082.0,irl,1992
3451.0,irl,1993
3560.0,irl,1994
4101.0,irl,1995
3539.0,irl,1996
2853.0,irl,1997
2460.0,irl,1998
2460.0,irl,1999
2158.0,irl,2000
1775.0,irl,2001
1544.0,irl,2002
1834.0,irl,2003
1859.0,irl,2004
1634.0,irl,2005
1596.0,irl,2006
1406.0,irl,2007
1516.0,irl,2008
1529.0,irl,2009
1945.0,irl,2010
5938.0,isr,1971
6242.0,isr,1972
6149.0,isr,1973
4271.0,isr,1974
6577.0,isr,1975
88.09,isr,1976
77.93,isr,1977
74.43,isr,1978
85.78,isr,1979
153.5,isr,1980
150.1,isr,1981
78.87,isr,1982
68.08,isr,1983
55.95,isr,1984
282.2,isr,1985
341.1,isr,1986
362.3,isr,1987
379.5,isr,1988
390.6,isr,1989
424.1,isr,1990
438.1,isr,1991
458.0,isr,1992
502.0,isr,1993
516.2,isr,1994
547.7,isr,1995
556.9,isr,1996
584.0,isr,1997
600.4,isr,1998
600.5,isr,1999
642.0,isr,2000
672.6,isr,2001
708.3,isr,2002
738.6,isr,2003
1742.0,isr,2004
2109.0,isr,2005
2683.0,isr,2006
2899.0,isr,2007
3900.0,isr,2008
3266.0,isr,2009
3730.0,isr,2010
13840.0,ita,1960
14120.0,ita,1961
14050.0,ita,1962
14690.0,ita,1963
15860.0,ita,1964
16040.0,ita,1965
16690.0,ita,1966
16990.0,ita,1967
17570.0,ita,1968
18500.0,ita,1969
19870.0,ita,1970
19530.0,ita,1971
20120.0,ita,1972
20380.0,ita,1973
21210.0,ita,1974
20980.0,ita,1975
21740.0,ita,1976
20900.0,ita,1977
20940.0,ita,1978
20560.0,ita,1979
19900.0,ita,1980
20830.0,ita,1981
22570.0,ita,1982
21470.0,ita,1983
22640.0,ita,1984
22770.0,ita,1985
24810.0,ita,1986
24190.0,ita,1987
25470.0,ita,1988
25220.0,ita,1989
25310.0,ita,1990
26080.0,ita,1991
27250.0,ita,1992
28300.0,ita,1993
29500.0,ita,1994
29420.0,ita,1995
30270.0,ita,1996
30400.0,ita,1997
30290.0,ita,1998
29220.0,ita,1999
28170.0,ita,2000
26850.0,ita,2001
27450.0,ita,2002
27840.0,ita,2003
28390.0,ita,2004
27850.0,ita,2005
27430.0,ita,2006
26380.0,ita,2007
26970.0,ita,2008
27010.0,ita,2009
28830.0,ita,2010
277.0,jam,1971
280.2,jam,1972
250.9,jam,1973
266.6,jam,1974
253.6,jam,1975
254.4,jam,1976
233.9,jam,1977
253.0,jam,1978
222.0,jam,1979
223.9,jam,1980
224.3,jam,1981
247.1,jam,1982
235.1,jam,1983
272.5,jam,1984
252.2,jam,1985
255.4,jam,1986
256.1,jam,1987
260.2,jam,1988
309.6,jam,1989
484.6,jam,1990
485.3,jam,1991
484.4,jam,1992
472.6,jam,1993
485.4,jam,1994
483.4,jam,1995
497.6,jam,1996
510.3,jam,1997
466.7,jam,1998
481.3,jam,1999
588.9,jam,2000
500.3,jam,2001
393.3,jam,2002
396.1,jam,2003
412.2,jam,2004
411.6,jam,2005
411.2,jam,2006
412.4,jam,2007
493.7,jam,2008
530.9,jam,2009
46980.0,jpn,1960
49920.0,jpn,1961
48130.0,jpn,1962
47200.0,jpn,1963
48000.0,jpn,1964
48140.0,jpn,1965
48910.0,jpn,1966
44910.0,jpn,1967
44810.0,jpn,1968
42300.0,jpn,1969
39340.0,jpn,1970
35790.0,jpn,1971
32610.0,jpn,1972
29510.0,jpn,1973
30640.0,jpn,1974
29920.0,jpn,1975
32990.0,jpn,1976
31970.0,jpn,1977
36170.0,jpn,1978
39390.0,jpn,1979
43290.0,jpn,1980
44520.0,jpn,1981
51790.0,jpn,1982
55180.0,jpn,1983
59300.0,jpn,1984
67050.0,jpn,1985
68880.0,jpn,1986
71650.0,jpn,1987
69710.0,jpn,1988
70520.0,jpn,1989
75200.0,jpn,1990
79220.0,jpn,1991
80210.0,jpn,1992
87660.0,jpn,1993
90490.0,jpn,1994
98550.0,jpn,1995
101700.0,jpn,1996
106200.0,jpn,1997
109100.0,jpn,1998
104500.0,jpn,1999
105800.0,jpn,2000
104800.0,jpn,2001
96930.0,jpn,2002
84080.0,jpn,2003
95090.0,jpn,2004
100500.0,jpn,2005
101400.0,jpn,2006
90600.0,jpn,2007
88690.0,jpn,2008
93790.0,jpn,2009
95060.0,jpn,2010
0.931,jor,1971
0.931,jor,1972
0.931,jor,1973
0.931,jor,1974
0.931,jor,1975
1.17,jor,1976
0.693,jor,1977
0.693,jor,1978
0.693,jor,1979
0.693,jor,1980
0.931,jor,1981
0.931,jor,1982
1.17,jor,1983
1.17,jor,1984
1.17,jor,1985
16.68,jor,1986
24.16,jor,1987
20.0,jor,1988
53.97,jor,1989
162.0,jor,1990
158.6,jor,1991
171.0,jor,1992
188.4,jor,1993
272.1,jor,1994
279.5,jor,1995
274.8,jor,1996
288.9,jor,1997
294.6,jor,1998
285.7,jor,1999
285.9,jor,2000
280.8,jor,2001
262.7,jor,2002
286.8,jor,2003
294.1,jor,2004
255.9,jor,2005
290.3,jor,2006
277.1,jor,2007
275.5,jor,2008
293.1,jor,2009
90460.0,kaz,1990
91320.0,kaz,1991
89010.0,kaz,1992
78440.0,kaz,1993
70860.0,kaz,1994
63470.0,kaz,1995
63330.0,kaz,1996
65110.0,kaz,1997
64380.0,kaz,1998
65580.0,kaz,1999
77910.0,kaz,2000
83320.0,kaz,2001
90440.0,kaz,2002
101000.0,kaz,2003
113500.0,kaz,2004
117400.0,kaz,2005
126500.0,kaz,2006
130800.0,kaz,2007
142200.0,kaz,2008
145800.0,kaz,2009
4276.0,ken,1971
