geo,urban_population_growth_annual_percent,time
che,1.107,2010
che,1.125,2011
syr,4.781,1960
syr,4.985,1961
syr,4.968,1962
syr,4.957,1963
syr,4.955,1964
syr,4.958,1965
syr,5.003,1966
syr,4.995,1967
syr,4.985,1968
syr,4.971,1969
syr,4.954,1970
syr,4.199,1971
syr,4.199,1972
syr,4.185,1973
syr,4.156,1974
syr,4.118,1975
syr,4.039,1976
syr,4.0,1977
syr,3.996,1978
syr,4.035,1979
syr,4.095,1980
syr,3.961,1981
syr,3.999,1982
syr,3.989,1983
syr,3.921,1984
syr,3.818,1985
syr,3.645,1986
syr,3.546,1987
syr,3.466,1988
syr,3.411,1989
syr,3.373,1990
syr,3.405,1991
syr,3.375,1992
syr,3.307,1993
syr,3.192,1994
syr,3.055,1995
syr,3.157,1996
syr,3.026,1997
syr,3.011,1998
syr,3.138,1999
syr,3.346,2000
syr,3.58,2001
syr,3.74,2002
syr,3.755,2003
syr,3.59,2004
syr,3.312,2005
syr,2.718,2006
syr,2.714,2007
syr,2.709,2008
syr,2.704,2009
syr,2.699,2010
syr,2.519,2011
tjk,4.643,1960
tjk,4.86,1961
tjk,5.023,1962
tjk,5.055,1963
tjk,4.93,1964
tjk,4.713,1965
tjk,4.326,1966
tjk,4.138,1967
tjk,4.025,1968
tjk,4.01,1969
tjk,4.054,1970
tjk,2.455,1971
tjk,2.485,1972
tjk,2.461,1973
tjk,2.37,1974
tjk,2.24,1975
tjk,2.158,1976
tjk,2.057,1977
tjk,2.002,1978
tjk,2.003,1979
tjk,2.043,1980
tjk,2.177,1981
tjk,2.185,1982
tjk,2.229,1983
tjk,2.316,1984
tjk,2.412,1985
tjk,2.208,1986
tjk,2.258,1987
tjk,2.168,1988
tjk,1.908,1989
tjk,1.546,1990
tjk,0.3845,1991
tjk,0.02838,1992
tjk,-0.2397,1993
tjk,-0.3866,1994
tjk,-0.4504,1995
tjk,-0.2093,1996
tjk,-0.26,1997
tjk,-0.3487,1998
tjk,-0.4945,1999
tjk,-0.672,2000
tjk,0.92,2001
tjk,0.8065,2002
tjk,0.7629,2003
tjk,0.8109,2004
tjk,0.9234,2005
tjk,1.154,2006
tjk,1.269,2007
tjk,1.362,2008
tjk,1.419,2009
tjk,1.448,2010
tjk,1.623,2011
tza,6.017,1960
tza,5.868,1961
tza,5.809,1962
tza,5.749,1963
tza,5.687,1964
tza,5.626,1965
tza,8.864,1966
tza,8.547,1967
tza,8.28,1968
tza,8.062,1969
tza,7.879,1970
tza,11.24,1971
tza,10.68,1972
tza,10.18,1973
tza,9.719,1974
tza,9.292,1975
tza,9.1,1976
tza,8.739,1977
tza,8.425,1978
tza,8.155,1979
tza,7.921,1980
tza,6.131,1981
tza,6.051,1982
tza,5.965,1983
tza,5.868,1984
tza,5.768,1985
tza,5.545,1986
tza,5.45,1987
tza,5.403,1988
tza,5.414,1989
tza,5.452,1990
tza,5.033,1991
tza,5.069,1992
tza,5.012,1993
tza,4.843,1994
tza,4.61,1995
tza,4.469,1996
tza,4.271,1997
tza,4.138,1998
tza,4.088,1999
tza,4.097,2000
tza,4.223,2001
tza,4.234,2002
tza,4.252,2003
tza,4.272,2004
tza,4.295,2005
tza,4.485,2006
tza,4.508,2007
tza,4.533,2008
tza,4.558,2009
tza,4.581,2010
tza,4.773,2011
tha,4.782,1960
tha,3.576,1961
tha,3.588,1962
tha,3.594,1963
tha,3.595,1964
tha,3.589,1965
tha,3.691,1966
tha,3.667,1967
tha,3.64,1968
tha,3.612,1969
tha,3.579,1970
tha,5.617,1971
tha,5.505,1972
tha,5.369,1973
tha,5.204,1974
tha,5.024,1975
tha,4.977,1976
tha,4.803,1977
tha,4.647,1978
tha,4.514,1979
tha,4.398,1980
tha,3.007,1981
tha,2.926,1982
tha,2.869,1983
tha,2.841,1984
tha,2.828,1985
tha,2.855,1986
tha,2.843,1987
tha,2.75,1988
tha,2.554,1989
tha,2.296,1990
tha,1.692,1991
tha,1.462,1992
tha,1.333,1993
tha,1.341,1994
tha,1.446,1995
tha,1.585,1996
tha,1.683,1997
tha,1.75,1998
tha,1.768,1999
tha,1.747,2000
tha,1.874,2001
tha,1.855,2002
tha,1.812,2003
tha,1.738,2004
tha,1.645,2005
tha,1.782,2006
tha,1.681,2007
tha,1.596,2008
tha,1.534,2009
tha,1.491,2010
tha,1.693,2011
tls,1.912,1960
tls,4.221,1961
tls,4.204,1962
tls,4.189,1963
tls,4.178,1964
tls,4.166,1965
tls,4.551,1966
tls,4.43,1967
tls,4.402,1968
tls,4.499,1969
tls,4.636,1970
tls,5.187,1971
tls,5.326,1972
tls,4.927,1973
tls,3.858,1974
tls,2.394,1975
tls,0.901,1976
tls,-0.6118,1977
tls,-1.338,1978
tls,-0.7957,1979
tls,0.7758,1980
tls,3.018,1981
tls,4.685,1982
tls,5.714,1983
tls,5.847,1984
tls,5.396,1985
tls,5.003,1986
tls,4.593,1987
tls,4.412,1988
tls,4.564,1989
tls,4.897,1990
tls,4.805,1991
tls,5.081,1992
tls,4.851,1993
tls,4.008,1994
tls,2.827,1995
tls,1.46,1996
tls,0.3271,1997
tls,-0.04418,1998
tls,0.7025,1999
tls,2.246,2000
tls,4.153,2001
tls,5.553,2002
tls,6.196,2003
tls,5.906,2004
tls,2.333,2005
tls,4.567,2006
tls,4.478,2007
tls,4.394,2008
tls,4.312,2009
tls,4.234,2010
tls,4.246,2011
tgo,8.549,1960
tgo,10.18,1961
tgo,9.284,1962
tgo,8.851,1963
tgo,8.96,1964
tgo,9.4,1965
tgo,11.81,1966
tgo,11.94,1967
tgo,11.68,1968
tgo,10.95,1969
tgo,9.954,1970
tgo,4.73,1971
tgo,4.233,1972
tgo,3.86,1973
tgo,3.663,1974
tgo,3.6,1975
tgo,3.602,1976
tgo,3.524,1977
tgo,3.59,1978
tgo,3.825,1979
tgo,4.155,1980
tgo,4.638,1981
tgo,4.905,1982
tgo,5.037,1983
tgo,4.999,1984
tgo,4.846,1985
tgo,4.798,1986
tgo,4.677,1987
tgo,4.49,1988
tgo,4.234,1989
tgo,3.953,1990
tgo,3.688,1991
tgo,3.425,1992
tgo,3.368,1993
tgo,3.572,1994
tgo,3.933,1995
tgo,4.396,1996
tgo,4.69,1997
tgo,4.794,1998
tgo,4.657,1999
tgo,4.371,2000
tgo,4.104,2001
tgo,3.858,2002
tgo,3.673,2003
tgo,3.578,2004
tgo,3.543,2005
tgo,3.554,2006
tgo,3.507,2007
tgo,3.462,2008
tgo,3.416,2009
tgo,3.37,2010
tgo,3.374,2011
ton,6.276,1960
ton,5.609,1961
ton,6.018,1962
ton,6.16,1963
ton,5.977,1964
ton,5.584,1965
ton,3.91,1966
ton,3.602,1967
ton,3.25,1968
ton,2.863,1969
ton,2.466,1970
ton,1.501,1971
ton,1.113,1972
ton,0.8808,1973
ton,0.8627,1974
ton,0.9854,1975
ton,1.824,1976
ton,1.95,1977
ton,1.959,1978
ton,1.803,1979
ton,1.539,1980
ton,1.524,1981
ton,1.283,1982
ton,1.125,1983
ton,1.083,1984
ton,1.128,1985
ton,0.5982,1986
ton,0.6577,1987
ton,0.6861,1988
ton,0.6648,1989
ton,0.6079,1990
ton,0.3036,1991
ton,0.2675,1992
ton,0.2609,1993
ton,0.2971,1994
ton,0.3655,1995
ton,0.4303,1996
ton,0.4976,1997
ton,0.5579,1998
ton,0.6073,1999
ton,0.6447,2000
ton,0.6751,2001
ton,0.7083,2002
ton,0.7338,2003
ton,0.7509,2004
ton,0.7597,2005
ton,0.8337,2006
ton,0.8409,2007
ton,0.8226,2008
ton,0.7728,2009
ton,0.7018,2010
ton,0.8518,2011
tto,0.1139,1960
tto,-1.745,1961
tto,-2.412,1962
tto,-2.856,1963
tto,-2.99,1964
tto,-2.918,1965
tto,-2.015,1966
tto,-1.928,1967
tto,-2.001,1968
tto,-2.296,1969
tto,-2.736,1970
tto,0.1779,1971
tto,-0.05808,1972
tto,-0.1796,1973
tto,-0.1416,1974
tto,0.01053,1975
tto,0.1645,1976
tto,0.2911,1977
tto,0.4232,1978
tto,0.5511,1979
tto,0.6622,1980
tto,-0.6237,1981
tto,-0.5735,1982
tto,-0.6534,1983
tto,-0.895,1984
tto,-1.241,1985
tto,-1.199,1986
tto,-1.524,1987
tto,-1.754,1988
tto,-1.844,1989
tto,-1.837,1990
tto,3.234,1991
tto,3.231,1992
tto,3.191,1993
tto,3.095,1994
tto,2.959,1995
tto,3.072,1996
tto,2.945,1997
tto,2.833,1998
tto,2.74,1999
tto,2.663,2000
tto,2.731,2001
tto,2.653,2002
tto,2.591,2003
tto,2.545,2004
tto,2.512,2005
tto,2.54,2006
tto,2.509,2007
tto,2.473,2008
tto,2.425,2009
tto,2.368,2010
tto,2.334,2011
tun,3.034,1960
tun,2.507,1961
tun,2.862,1962
tun,3.1,1963
tun,3.234,1964
tun,3.285,1965
tun,4.041,1966
tun,3.963,1967
tun,3.859,1968
tun,3.743,1969
tun,3.63,1970
tun,3.441,1971
tun,3.478,1972
tun,3.571,1973
tun,3.702,1974
tun,3.853,1975
tun,3.559,1976
tun,3.763,1977
tun,3.893,1978
tun,3.91,1979
tun,3.858,1980
tun,3.931,1981
tun,3.888,1982
tun,3.834,1983
tun,3.208,1984
tun,4.268,1985
tun,4.663,1986
tun,4.023,1987
tun,3.694,1988
tun,2.726,1989
tun,3.857,1990
tun,3.199,1991
tun,3.239,1992
tun,3.135,1993
tun,2.976,1994
tun,2.754,1995
tun,2.096,1996
tun,2.004,1997
tun,1.903,1998
tun,1.928,1999
tun,1.751,2000
tun,1.678,2001
tun,1.644,2002
tun,1.118,2003
tun,1.462,2004
tun,1.49,2005
tun,1.279,2006
tun,1.252,2007
tun,1.306,2008
tun,1.361,2009
tun,1.337,2010
tun,1.502,2011
tur,4.51,1960
tur,4.279,1961
tur,4.204,1962
tur,4.118,1963
tur,4.017,1964
tur,3.911,1965
tur,4.545,1966
tur,4.425,1967
tur,4.336,1968
tur,4.287,1969
tur,4.265,1970
tur,3.918,1971
tur,3.914,1972
tur,3.897,1973
tur,3.859,1974
tur,3.81,1975
tur,3.201,1976
tur,3.166,1977
tur,3.159,1978
tur,3.189,1979
tur,3.237,1980
tur,6.18,1981
tur,6.077,1982
tur,5.931,1983
tur,5.726,1984
tur,5.487,1985
tur,4.535,1986
tur,4.359,1987
tur,4.214,1988
tur,4.112,1989
tur,4.04,1990
tur,2.701,1991
tur,2.67,1992
tur,2.641,1993
tur,2.61,1994
tur,2.577,1995
tur,2.453,1996
tur,2.426,1997
tur,2.392,1998
tur,2.346,1999
tur,2.293,2000
tur,2.078,2001
tur,2.029,2002
tur,1.994,2003
tur,1.977,2004
tur,1.971,2005
tur,2.427,2006
tur,2.41,2007
tur,2.383,2008
tur,2.343,2009
tur,2.293,2010
tur,2.512,2011
tkm,3.72,1960
tkm,3.792,1961
tkm,3.813,1962
tkm,3.779,1963
tkm,3.683,1964
tkm,3.552,1965
tkm,3.367,1966
tkm,3.239,1967
tkm,3.153,1968
tkm,3.124,1969
tkm,3.131,1970
tkm,2.784,1971
tkm,2.781,1972
tkm,2.754,1973
tkm,2.697,1974
tkm,2.62,1975
tkm,2.438,1976
tkm,2.378,1977
tkm,2.325,1978
tkm,2.284,1979
tkm,2.253,1980
tkm,1.96,1981
tkm,1.936,1982
tkm,1.931,1983
tkm,1.946,1984
tkm,1.974,1985
tkm,2.071,1986
tkm,2.075,1987
tkm,2.115,1988
tkm,2.198,1989
tkm,2.293,1990
tkm,2.68,1991
tkm,2.74,1992
tkm,2.668,1993
tkm,2.437,1994
tkm,2.108,1995
tkm,2.383,1996
tkm,2.084,1997
tkm,1.852,1998
tkm,1.715,1999
tkm,1.65,2000
tkm,1.605,2001
tkm,1.548,2002
tkm,1.523,2003
tkm,1.532,2004
tkm,1.565,2005
tkm,1.708,2006
tkm,1.754,2007
tkm,1.789,2008
tkm,1.806,2009
tkm,1.808,2010
tkm,1.93,2011
tca,1.343,1961
tca,0.7456,1962
tca,0.3408,1963
tca,0.07189,1964
tca,0.06303,1965
tca,-0.01645,1966
tca,-0.02625,1967
tca,0.2159,1968
tca,0.8572,1969
tca,1.726,1970
tca,2.836,1971
tca,3.738,1972
tca,4.202,1973
tca,4.176,1974
tca,3.843,1975
tca,3.492,1976
tca,3.213,1977
tca,3.264,1978
tca,3.668,1979
tca,4.356,1980
tca,7.91,1981
tca,8.325,1982
tca,8.412,1983
tca,8.06,1984
tca,7.517,1985
tca,6.515,1986
tca,6.099,1987
tca,6.057,1988
tca,6.475,1989
tca,7.131,1990
tca,7.106,1991
tca,7.728,1992
tca,7.729,1993
tca,7.016,1994
tca,6.005,1995
tca,4.523,1996
tca,3.726,1997
tca,4.078,1998
tca,5.831,1999
tca,8.236,2000
tca,10.58,2001
tca,11.78,2002
tca,11.79,2003
tca,10.7,2004
tca,9.12,2005
tca,7.327,2006
tca,6.211,2007
tca,5.211,2008
tca,4.362,2009
tca,3.64,2010
tca,2.577,2011
tuv,5.817,1961
tuv,5.817,1962
tuv,5.677,1963
tuv,5.426,1964
tuv,5.087,1965
tuv,5.126,1966
tuv,4.785,1967
tuv,4.503,1968
tuv,4.303,1969
tuv,4.168,1970
tuv,4.41,1971
tuv,4.253,1972
tuv,4.131,1973
tuv,3.975,1974
tuv,3.84,1975
tuv,3.972,1976
tuv,3.833,1977
tuv,3.776,1978
tuv,3.799,1979
tuv,3.911,1980
tuv,4.272,1981
tuv,4.352,1982
tuv,4.31,1983
tuv,4.154,1984
tuv,3.912,1985
tuv,4.744,1986
tuv,4.455,1987
tuv,4.191,1988
tuv,3.982,1989
tuv,3.816,1990
tuv,2.19,1991
tuv,2.106,1992
tuv,2.057,1993
tuv,1.976,1994
tuv,1.94,1995
tuv,1.327,1996
tuv,1.285,1997
tuv,1.297,1998
tuv,1.33,1999
tuv,1.373,2000
tuv,1.443,2001
tuv,1.505,2002
tuv,1.504,2003
tuv,1.451,2004
tuv,1.358,2005
tuv,1.248,2006
tuv,1.157,2007
tuv,1.088,2008
tuv,1.039,2009
tuv,1.042,2010
tuv,1.025,2011
uga,7.211,1960
uga,7.996,1961
uga,7.888,1962
uga,7.764,1963
uga,7.611,1964
uga,7.438,1965
uga,7.499,1966
uga,7.329,1967
uga,7.127,1968
uga,6.885,1969
uga,6.628,1970
uga,4.087,1971
uga,3.966,1972
uga,3.898,1973
uga,3.895,1974
uga,3.935,1975
uga,4.325,1976
uga,4.364,1977
uga,4.383,1978
uga,4.373,1979
uga,4.349,1980
uga,7.215,1981
uga,7.046,1982
uga,6.944,1983
uga,6.92,1984
uga,6.939,1985
uga,7.615,1986
uga,7.566,1987
uga,7.458,1988
uga,7.277,1989
uga,7.051,1990
uga,4.47,1991
uga,4.378,1992
uga,4.286,1993
uga,4.199,1994
uga,4.121,1995
uga,3.754,1996
uga,3.691,1997
uga,3.67,1998
uga,3.699,1999
uga,3.76,2000
uga,5.047,2001
uga,5.067,2002
uga,5.073,2003
uga,5.058,2004
uga,5.027,2005
uga,6.092,2006
uga,6.012,2007
uga,5.931,2008
uga,5.848,2009
uga,5.765,2010
uga,5.933,2011
ukr,3.585,1960
ukr,2.873,1961
ukr,2.828,1962
ukr,2.765,1963
ukr,2.68,1964
ukr,2.581,1965
ukr,2.601,1966
ukr,2.5,1967
ukr,2.417,1968
ukr,2.36,1969
ukr,2.321,1970
ukr,2.066,1971
ukr,2.035,1972
ukr,1.985,1973
ukr,1.91,1974
ukr,1.819,1975
ukr,1.636,1976
ukr,1.553,1977
ukr,1.49,1978
ukr,1.456,1979
ukr,1.443,1980
ukr,1.318,1981
ukr,1.279,1982
ukr,1.302,1983
ukr,1.312,1984
ukr,1.249,1985
ukr,0.9928,1986
ukr,1.019,1987
ukr,1.075,1988
ukr,1.116,1989
ukr,0.8535,1990
ukr,0.2669,1991
ukr,0.3457,1992
ukr,0.1135,1993
ukr,-0.438,1994
ukr,-0.7324,1995
ukr,-0.8295,1996
ukr,-0.8532,1997
ukr,-0.8359,1998
ukr,-0.8851,1999
ukr,-0.9488,2000
ukr,-0.8136,2001
ukr,-0.8021,2002
ukr,-0.6202,2003
ukr,-0.5678,2004
ukr,-0.5423,2005
ukr,-0.4124,2006
ukr,-0.3338,2007
ukr,-0.2791,2008
ukr,-0.1823,2009
ukr,-0.1363,2010
ukr,-0.07017,2011
are,7.908,1960
are,9.18,1961
are,11.22,1962
are,11.65,1963
are,10.58,1964
are,9.058,1965
are,7.495,1966
are,7.003,1967
are,8.253,1968
are,11.24,1969
are,14.61,1970
are,16.7,1971
are,17.44,1972
are,17.61,1973
are,17.35,1974
are,16.73,1975
are,16.0,1976
are,15.17,1977
are,13.65,1978
are,11.57,1979
are,9.417,1980
are,6.981,1981
are,5.572,1982
are,4.803,1983
are,4.742,1984
are,5.101,1985
are,5.557,1986
are,5.787,1987
are,5.853,1988
are,5.713,1989
are,5.463,1990
are,5.257,1991
are,5.131,1992
are,5.019,1993
are,4.925,1994
are,4.859,1995
are,5.692,1996
are,5.9,1997
are,5.847,1998
are,5.49,1999
are,5.082,2000
are,4.255,2001
are,3.788,2002
are,4.895,2003
are,7.783,2004
are,11.15,2005
are,14.04,2006
are,15.21,2007
are,14.25,2008
are,11.58,2009
are,8.357,2010
are,5.269,2011
gbr,0.3769,1960
gbr,0.6015,1961
gbr,0.6894,1962
gbr,0.5889,1963
gbr,0.4905,1964
gbr,0.4825,1965
gbr,0.3702,1966
gbr,0.3571,1967
gbr,0.305,1968
gbr,0.2337,1969
gbr,0.2163,1970
gbr,0.5643,1971
gbr,0.4855,1972
gbr,0.3395,1973
gbr,0.2091,1974
gbr,0.1384,1975
gbr,0.1806,1976
gbr,0.1719,1977
gbr,0.2098,1978
gbr,0.2937,1979
gbr,0.3231,1980
gbr,0.01163,1981
gbr,-0.05904,1982
gbr,0.0109,1983
gbr,0.1351,1984
gbr,0.2037,1985
gbr,0.1678,1986
gbr,0.1488,1987
gbr,0.1582,1988
gbr,0.1964,1989
gbr,0.235,1990
gbr,0.3638,1991
gbr,0.3249,1992
gbr,0.2942,1993
gbr,0.309,1994
gbr,0.3189,1995
gbr,0.3307,1996
gbr,0.3335,1997
gbr,0.3673,1998
gbr,0.4093,1999
gbr,0.4331,2000
gbr,0.4556,2001
gbr,0.4583,2002
gbr,0.4948,2003
gbr,0.5953,2004
gbr,0.6838,2005
gbr,0.7414,2006
gbr,0.7698,2007
gbr,0.7914,2008
gbr,0.804,2009
gbr,0.8038,2010
gbr,0.8165,2011
usa,2.505,1960
usa,2.194,1961
usa,2.072,1962
usa,1.97,1963
usa,1.917,1964
usa,1.775,1965
usa,1.633,1966
usa,1.565,1967
usa,1.472,1968
usa,1.449,1969
usa,1.634,1970
usa,1.278,1971
usa,1.084,1972
usa,0.9683,1973
usa,0.9275,1974
usa,0.9998,1975
usa,0.9733,1976
usa,1.029,1977
usa,1.083,1978
usa,1.127,1979
usa,0.9826,1980
usa,1.186,1981
usa,1.158,1982
usa,1.118,1983
usa,1.069,1984
usa,1.089,1985
usa,1.14,1986
usa,1.11,1987
usa,1.123,1988
usa,1.159,1989
usa,1.344,1990
usa,1.853,1991
usa,1.901,1992
usa,1.83,1993
usa,1.735,1994
usa,1.697,1995
usa,1.638,1996
usa,1.677,1997
usa,1.636,1998
usa,1.617,1999
usa,1.579,2000
usa,1.404,2001
usa,1.34,2002
usa,1.27,2003
usa,1.335,2004
usa,1.329,2005
usa,1.313,2006
usa,1.299,2007
usa,1.293,2008
usa,1.222,2009
usa,1.181,2010
usa,1.015,2011
ury,1.607,1960
ury,1.564,1961
ury,1.514,1962
ury,1.461,1963
ury,1.41,1964
ury,1.355,1965
ury,1.301,1966
ury,1.249,1967
ury,1.147,1968
ury,0.9813,1969
ury,0.7791,1970
ury,0.5478,1971
ury,0.3585,1972
ury,0.2683,1973
ury,0.3147,1974
ury,0.4593,1975
ury,0.8756,1976
ury,1.026,1977
ury,1.131,1978
ury,1.166,1979
ury,1.149,1980
ury,1.078,1981
ury,1.072,1982
ury,1.064,1983
ury,1.059,1984
ury,1.056,1985
ury,1.042,1986
ury,1.031,1987
ury,1.032,1988
ury,1.05,1989
ury,1.079,1990
ury,1.058,1991
ury,1.074,1992
ury,1.082,1993
ury,1.079,1994
ury,1.065,1995
ury,0.549,1996
ury,0.8082,1997
ury,0.7111,1998
ury,0.6303,1999
ury,0.5367,2000
ury,0.3585,2001
ury,0.1363,2002
ury,-0.01988,2003
ury,0.07607,2004
ury,0.2514,2005
ury,0.3789,2006
ury,0.3991,2007
ury,0.4193,2008
ury,0.4404,2009
ury,0.4618,2010
ury,0.4556,2011
uzb,4.255,1960
uzb,4.358,1961
uzb,4.414,1962
uzb,4.402,1963
uzb,4.311,1964
uzb,4.174,1965
uzb,4.081,1966
uzb,3.948,1967
uzb,3.87,1968
uzb,3.863,1969
uzb,3.896,1970
uzb,4.454,1971
uzb,4.459,1972
uzb,4.412,1973
uzb,4.298,1974
uzb,4.145,1975
uzb,3.641,1976
uzb,3.516,1977
uzb,3.435,1978
uzb,3.413,1979
uzb,3.428,1980
uzb,2.593,1981
uzb,2.605,1982
uzb,2.6,1983
uzb,2.571,1984
uzb,2.525,1985
uzb,2.229,1986
uzb,2.176,1987
uzb,2.137,1988
uzb,2.115,1989
uzb,2.075,1990
uzb,1.266,1991
uzb,1.471,1992
uzb,1.391,1993
uzb,1.074,1994
uzb,0.9098,1995
uzb,1.385,1996
uzb,1.355,1997
uzb,1.076,1998
uzb,0.5422,1999
uzb,0.8448,2000
uzb,0.8626,2001
uzb,0.819,2002
uzb,0.7576,2003
uzb,0.7457,2004
uzb,0.7534,2005
uzb,0.9623,2006
uzb,1.165,2007
uzb,1.346,2008
uzb,1.428,2009
uzb,2.562,2010
uzb,2.812,2011
vut,4.799,1960
vut,4.865,1961
vut,4.873,1962
vut,4.833,1963
vut,4.727,1964
vut,4.592,1965
vut,4.561,1966
vut,4.437,1967
vut,4.388,1968
vut,4.435,1969
vut,4.538,1970
vut,4.762,1971
vut,4.826,1972
vut,4.846,1973
vut,4.818,1974
vut,4.75,1975
vut,5.088,1976
vut,5.008,1977
vut,4.885,1978
vut,4.715,1979
vut,4.518,1980
vut,5.167,1981
vut,4.963,1982
vut,4.811,1983
vut,4.722,1984
vut,4.681,1985
vut,4.645,1986
vut,4.596,1987
vut,4.601,1988
vut,4.669,1989
vut,4.767,1990
vut,4.331,1991
vut,4.44,1992
vut,4.402,1993
vut,4.182,1994
vut,3.859,1995
vut,3.556,1996
vut,3.274,1997
vut,3.157,1998
vut,3.256,1999
vut,3.496,2000
vut,3.694,2001
vut,3.9,2002
vut,4.018,2003
vut,4.017,2004
vut,3.934,2005
vut,3.895,2006
vut,3.824,2007
vut,3.765,2008
vut,3.724,2009
vut,3.695,2010
vut,3.725,2011
ven,6.121,1960
ven,5.511,1961
ven,5.434,1962
ven,5.335,1963
ven,5.211,1964
ven,5.078,1965
ven,4.773,1966
ven,4.668,1967
ven,4.613,1968
ven,4.618,1969
ven,4.66,1970
ven,4.452,1971
ven,4.478,1972
ven,4.503,1973
ven,4.526,1974
ven,4.539,1975
ven,4.417,1976
ven,4.416,1977
ven,4.351,1978
ven,4.211,1979
ven,4.028,1980
ven,4.179,1981
ven,3.705,1982
ven,3.594,1983
ven,3.486,1984
ven,3.382,1985
ven,3.191,1986
ven,3.102,1987
ven,3.022,1988
ven,2.953,1989
ven,2.894,1990
ven,2.956,1991
ven,2.974,1992
ven,2.919,1993
ven,2.867,1994
ven,2.807,1995
ven,2.648,1996
ven,2.594,1997
ven,2.538,1998
ven,2.497,1999
ven,2.416,2000
ven,2.299,2001
ven,2.267,2002
ven,2.229,2003
ven,2.192,2004
ven,2.149,2005
ven,1.999,2006
ven,1.962,2007
ven,1.934,2008
ven,1.897,2009
ven,1.874,2010
ven,1.732,2011
pse,5.227,1991
pse,5.221,1992
pse,5.216,1993
pse,5.21,1994
pse,5.205,1995
pse,4.919,1996
pse,4.917,1997
pse,3.915,1998
pse,3.913,1999
pse,3.911,2000
pse,3.781,2001
pse,3.78,2002
pse,3.779,2003
pse,3.778,2004
pse,3.777,2005
pse,3.771,2006
pse,3.77,2007
pse,2.998,2008
pse,-0.1547,2009
pse,-0.08002,2010
pse,3.173,2011
vnm,3.84,1960
vnm,4.266,1961
vnm,4.206,1962
vnm,4.167,1963
vnm,4.147,1964
vnm,4.139,1965
vnm,4.33,1966
vnm,4.33,1967
vnm,4.334,1968
vnm,4.337,1969
vnm,4.338,1970
vnm,2.828,1971
vnm,2.859,1972
vnm,2.875,1973
vnm,2.874,1974
vnm,2.858,1975
vnm,2.815,1976
vnm,2.779,1977
vnm,2.732,1978
vnm,2.674,1979
vnm,2.604,1980
vnm,2.212,1981
vnm,2.072,1982
vnm,2.047,1983
vnm,2.136,1984
vnm,2.34,1985
vnm,3.026,1986
vnm,3.163,1987
vnm,3.118,1988
vnm,3.053,1989
vnm,2.588,1990
vnm,3.729,1991
vnm,3.635,1992
vnm,3.551,1993
vnm,3.468,1994
vnm,3.397,1995
vnm,3.552,1996
vnm,3.475,1997
vnm,3.414,1998
vnm,3.344,1999
vnm,3.152,2000
vnm,3.625,2001
vnm,3.464,2002
vnm,3.413,2003
vnm,3.399,2004
vnm,3.321,2005
vnm,3.366,2006
vnm,3.29,2007
vnm,3.223,2008
vnm,3.168,2009
vnm,3.113,2010
vnm,3.136,2011
vir,2.423,1960
vir,8.736,1961
vir,8.577,1962
vir,8.674,1963
vir,8.724,1964
vir,8.506,1965
vir,9.208,1966
vir,9.076,1967
vir,9.114,1968
vir,8.935,1969
vir,9.071,1970
vir,13.57,1971
vir,8.391,1972
vir,11.57,1973
vir,8.437,1974
vir,5.862,1975
vir,3.4,1976
vir,-1.897,1977
vir,4.437,1978
vir,1.246,1979
vir,2.267,1980
vir,2.052,1981
vir,5.016,1982
vir,2.947,1983
vir,4.769,1984
vir,0.05538,1985
vir,0.3364,1986
vir,0.3278,1987
vir,-0.6332,1988
vir,-0.66,1989
vir,1.71,1990
vir,1.434,1991
vir,1.481,1992
vir,1.434,1993
vir,1.306,1994
vir,1.075,1995
vir,0.7384,1996
vir,0.7225,1997
vir,0.6441,1998
vir,0.532,1999
vir,0.5132,2000
vir,0.4395,2001
vir,0.5025,2002
vir,0.5451,2003
vir,0.5252,2004
vir,0.5611,2005
vir,0.3773,2006
vir,0.2773,2007
vir,0.2395,2008
vir,0.2053,2009
vir,0.1719,2010
vir,0.0755,2011
yem,6.073,1960
yem,6.048,1961
yem,5.926,1962
yem,5.784,1963
yem,5.615,1964
yem,5.43,1965
yem,5.886,1966
yem,5.713,1967
yem,5.518,1968
yem,5.289,1969
yem,5.059,1970
yem,3.754,1971
yem,3.647,1972
yem,3.711,1973
yem,3.988,1974
yem,4.403,1975
yem,5.04,1976
yem,5.408,1977
yem,5.693,1978
yem,5.864,1979
yem,5.952,1980
yem,6.215,1981
yem,6.291,1982
yem,6.291,1983
yem,6.211,1984
yem,6.092,1985
yem,6.675,1986
yem,6.498,1987
yem,6.486,1988
yem,6.673,1989
yem,6.949,1990
yem,7.503,1991
yem,7.651,1992
yem,7.541,1993
yem,7.137,1994
yem,6.575,1995
yem,5.731,1996
yem,5.282,1997
yem,4.979,1998
yem,4.864,1999
yem,4.874,2000
yem,5.029,2001
yem,5.023,2002
yem,5.008,2003
yem,4.972,2004
yem,4.923,2005
yem,4.971,2006
yem,4.933,2007
yem,4.899,2008
yem,4.87,2009
yem,4.841,2010
yem,4.879,2011
zmb,6.914,1960
zmb,8.518,1961
zmb,8.274,1962
zmb,8.049,1963
zmb,7.834,1964
zmb,7.634,1965
zmb,8.869,1966
zmb,8.566,1967
zmb,8.317,1968
zmb,8.121,1969
zmb,7.962,1970
zmb,6.303,1971
zmb,6.272,1972
