geo,life_expectancy_at_birth_with_projections,time
sur,32.9,1906
sur,32.9,1907
sur,32.9,1908
sur,32.9,1909
sur,32.9,1910
sur,32.9,1911
sur,32.9,1912
sur,32.9,1913
sur,32.9,1914
sur,32.9,1915
sur,32.9,1916
sur,32.9,1917
sur,29.08,1918
sur,32.9,1919
sur,32.9,1920
sur,32.9,1921
sur,32.9,1922
sur,32.9,1923
sur,32.9,1924
sur,32.9,1925
sur,33.77,1926
sur,34.64,1927
sur,35.51,1928
sur,36.38,1929
sur,37.25,1930
sur,38.12,1931
sur,38.99,1932
sur,39.86,1933
sur,40.73,1934
sur,41.61,1935
sur,42.48,1936
sur,43.35,1937
sur,44.22,1938
sur,45.09,1939
sur,45.96,1940
sur,46.83,1941
sur,47.7,1942
sur,48.57,1943
sur,49.44,1944
sur,50.31,1945
sur,51.18,1946
sur,52.05,1947
sur,52.92,1948
sur,53.79,1949
sur,54.66,1950
sur,55.01,1951
sur,55.69,1952
sur,56.33,1953
sur,56.92,1954
sur,57.47,1955
sur,57.98,1956
sur,58.45,1957
sur,58.88,1958
sur,59.28,1959
sur,59.66,1960
sur,60.03,1961
sur,60.39,1962
sur,60.75,1963
sur,61.12,1964
sur,61.49,1965
sur,61.87,1966
sur,62.24,1967
sur,62.6,1968
sur,62.94,1969
sur,63.27,1970
sur,63.57,1971
sur,63.84,1972
sur,64.1,1973
sur,64.34,1974
sur,64.57,1975
sur,64.81,1976
sur,65.05,1977
sur,65.31,1978
sur,65.59,1979
sur,65.86,1980
sur,66.13,1981
sur,66.37,1982
sur,66.58,1983
sur,66.76,1984
sur,66.9,1985
sur,67.02,1986
sur,67.12,1987
sur,67.21,1988
sur,67.31,1989
sur,67.39,1990
sur,67.48,1991
sur,67.55,1992
sur,67.62,1993
sur,67.67,1994
sur,67.72,1995
sur,67.75,1996
sur,67.77,1997
sur,67.78,1998
sur,67.81,1999
sur,67.85,2000
sur,67.94,2001
sur,68.07,2002
sur,68.26,2003
sur,68.5,2004
sur,68.79,2005
sur,69.1,2006
sur,69.42,2007
sur,69.74,2008
sur,70.04,2009
sur,70.31,2010
sur,70.56,2011
sur,70.79,2012
sur,71.02,2013
sur,71.23,2014
sur,71.45,2015
sur,73.31,2025
sur,76.69,2050
sur,82.41,2099
swz,32.3,1800
swz,32.3,1801
swz,32.3,1802
swz,32.3,1803
swz,32.3,1804
swz,32.3,1805
swz,32.3,1806
swz,32.3,1807
swz,32.3,1808
swz,32.3,1809
swz,32.3,1810
swz,32.3,1811
swz,32.3,1812
swz,32.3,1813
swz,32.3,1814
swz,32.3,1815
swz,32.3,1816
swz,32.3,1817
swz,32.3,1818
swz,32.3,1819
swz,32.3,1820
swz,32.3,1821
swz,32.3,1822
swz,32.3,1823
swz,32.3,1824
swz,32.3,1825
swz,32.3,1826
swz,32.3,1827
swz,32.3,1828
swz,32.3,1829
swz,32.3,1830
swz,32.3,1831
swz,32.3,1832
swz,32.3,1833
swz,32.3,1834
swz,32.3,1835
swz,32.3,1836
swz,32.3,1837
swz,32.3,1838
swz,32.3,1839
swz,32.3,1840
swz,32.3,1841
swz,32.3,1842
swz,32.3,1843
swz,32.3,1844
swz,32.3,1845
swz,32.3,1846
swz,32.3,1847
swz,32.3,1848
swz,32.3,1849
swz,32.3,1850
swz,32.3,1851
swz,32.3,1852
swz,32.3,1853
swz,32.3,1854
swz,32.3,1855
swz,32.3,1856
swz,32.3,1857
swz,32.3,1858
swz,32.3,1859
swz,32.3,1860
swz,32.3,1861
swz,32.3,1862
swz,32.3,1863
swz,32.3,1864
swz,32.3,1865
swz,32.3,1866
swz,32.3,1867
swz,32.3,1868
swz,32.3,1869
swz,32.3,1870
swz,32.3,1871
swz,32.3,1872
swz,32.3,1873
swz,32.3,1874
swz,32.3,1875
swz,32.3,1876
swz,32.3,1877
swz,32.3,1878
swz,32.3,1879
swz,32.3,1880
swz,32.3,1881
swz,32.3,1882
swz,32.3,1883
swz,32.3,1884
swz,32.3,1885
swz,32.3,1886
swz,32.3,1887
swz,32.3,1888
swz,32.3,1889
swz,32.3,1890
swz,32.3,1891
swz,32.3,1892
swz,32.3,1893
swz,32.3,1894
swz,32.3,1895
swz,32.3,1896
swz,32.3,1897
swz,32.3,1898
swz,32.3,1899
swz,32.3,1900
swz,32.3,1901
swz,32.3,1902
swz,32.3,1903
swz,32.3,1904
swz,32.3,1905
swz,32.3,1906
swz,32.3,1907
swz,32.3,1908
swz,32.3,1909
swz,32.3,1910
swz,32.3,1911
swz,32.3,1912
swz,32.3,1913
swz,32.3,1914
swz,32.3,1915
swz,32.3,1916
swz,32.3,1917
swz,12.49,1918
swz,32.3,1919
swz,32.3,1920
swz,32.3,1921
swz,32.3,1922
swz,32.3,1923
swz,32.3,1924
swz,32.3,1925
swz,32.3,1926
swz,32.3,1927
swz,32.3,1928
swz,32.3,1929
swz,32.3,1930
swz,32.3,1931
swz,32.3,1932
swz,32.3,1933
swz,32.3,1934
swz,32.3,1935
swz,32.3,1936
swz,32.3,1937
swz,32.3,1938
swz,32.3,1939
swz,32.3,1940
swz,32.3,1941
swz,32.3,1942
swz,32.3,1943
swz,32.3,1944
swz,32.3,1945
swz,33.94,1946
swz,35.58,1947
swz,37.22,1948
swz,38.86,1949
swz,40.5,1950
swz,40.74,1951
swz,41.21,1952
swz,41.66,1953
swz,42.09,1954
swz,42.51,1955
swz,42.9,1956
swz,43.27,1957
swz,43.63,1958
swz,43.97,1959
swz,44.28,1960
swz,44.58,1961
swz,44.87,1962
swz,45.16,1963
swz,45.45,1964
swz,45.77,1965
swz,46.12,1966
swz,46.53,1967
swz,46.98,1968
swz,47.49,1969
swz,48.05,1970
swz,48.63,1971
swz,49.24,1972
swz,49.85,1973
swz,50.46,1974
swz,51.07,1975
swz,51.69,1976
swz,52.32,1977
swz,52.98,1978
swz,53.65,1979
swz,54.32,1980
swz,55.0,1981
swz,55.67,1982
swz,56.31,1983
swz,56.91,1984
swz,57.48,1985
swz,58.01,1986
swz,58.5,1987
swz,58.94,1988
swz,59.28,1989
swz,59.46,1990
swz,59.41,1991
swz,59.09,1992
swz,58.49,1993
swz,57.61,1994
swz,56.47,1995
swz,55.07,1996
swz,53.49,1997
swz,51.83,1998
swz,50.19,1999
swz,48.69,2000
swz,47.46,2001
swz,46.55,2002
swz,45.98,2003
swz,45.77,2004
swz,45.89,2005
swz,46.28,2006
swz,46.81,2007
swz,47.39,2008
swz,47.94,2009
swz,48.4,2010
swz,48.72,2011
swz,48.91,2012
swz,49.0,2013
swz,49.0,2014
swz,48.94,2015
swz,51.48,2025
swz,63.22,2050
swz,76.04,2099
swe,35.95,1765
swe,38.06,1766
swe,38.2,1767
swe,35.01,1768
swe,34.66,1769
swe,36.62,1770
swe,35.4,1771
swe,27.7,1772
swe,17.98,1773
swe,40.57,1774
swe,38.14,1775
swe,41.5,1776
swe,38.11,1777
swe,35.54,1778
swe,32.81,1779
swe,42.7,1780
swe,37.83,1781
swe,36.65,1782
swe,33.75,1783
swe,31.4,1784
swe,33.47,1785
swe,37.87,1786
swe,40.28,1787
swe,36.8,1788
swe,31.13,1789
swe,33.53,1790
swe,38.49,1791
swe,39.85,1792
swe,39.65,1793
swe,40.43,1794
swe,36.55,1795
swe,38.89,1796
swe,40.36,1797
swe,41.34,1798
swe,39.33,1799
swe,32.16,1800
swe,36.9,1801
swe,40.2,1802
swe,40.28,1803
swe,39.7,1804
swe,41.05,1805
swe,36.17,1806
swe,38.76,1807
swe,30.15,1808
swe,26.9,1809
swe,31.99,1810
swe,34.58,1811
swe,35.07,1812
swe,36.49,1813
swe,38.57,1814
swe,40.42,1815
swe,41.74,1816
swe,40.29,1817
swe,40.02,1818
swe,36.97,1819
swe,40.23,1820
swe,38.14,1821
swe,42.76,1822
swe,45.19,1823
swe,44.97,1824
swe,45.24,1825
swe,43.08,1826
swe,42.64,1827
swe,37.74,1828
swe,36.18,1829
swe,40.97,1830
swe,38.98,1831
swe,40.84,1832
swe,42.5,1833
swe,38.53,1834
swe,47.14,1835
swe,45.13,1836
swe,39.57,1837
swe,39.98,1838
swe,39.88,1839
swe,43.98,1840
swe,45.17,1841
swe,42.8,1842
swe,42.82,1843
swe,44.03,1844
swe,45.99,1845
swe,42.04,1846
swe,40.12,1847
swe,45.13,1848
swe,44.5,1849
swe,44.69,1850
swe,43.62,1851
swe,41.35,1852
swe,39.99,1853
swe,44.55,1854
swe,43.08,1855
swe,42.14,1856
swe,34.64,1857
swe,42.0,1858
swe,44.27,1859
swe,48.47,1860
swe,47.12,1861
swe,42.55,1862
swe,45.38,1863
swe,44.77,1864
swe,45.4,1865
swe,44.73,1866
swe,46.18,1867
swe,43.23,1868
swe,40.96,1869
swe,45.01,1870
swe,48.98,1871
swe,50.08,1872
swe,48.68,1873
swe,44.28,1874
swe,44.61,1875
swe,44.82,1876
swe,46.05,1877
swe,46.73,1878
swe,48.92,1879
swe,47.62,1880
swe,48.5,1881
swe,48.59,1882
swe,49.05,1883
swe,49.17,1884
swe,48.94,1885
swe,50.6,1886
swe,51.46,1887
swe,52.35,1888
swe,52.3,1889
swe,50.48,1890
swe,51.09,1891
swe,50.61,1892
swe,51.36,1893
swe,52.1,1894
swe,54.16,1895
swe,53.49,1896
swe,54.14,1897
swe,54.69,1898
swe,50.95,1899
swe,52.27,1900
swe,52.92,1901
swe,54.76,1902
swe,55.09,1903
swe,55.4,1904
swe,54.55,1905
swe,56.7,1906
swe,56.98,1907
swe,56.42,1908
swe,58.42,1909
swe,57.8,1910
swe,58.03,1911
swe,57.79,1912
swe,58.68,1913
swe,58.26,1914
swe,57.2,1915
swe,58.22,1916
swe,58.9,1917
swe,49.81,1918
swe,56.57,1919
swe,58.81,1920
swe,61.03,1921
swe,61.05,1922
swe,63.0,1923
swe,62.0,1924
swe,62.56,1925
swe,62.79,1926
swe,61.59,1927
swe,62.27,1928
swe,62.32,1929
swe,63.19,1930
swe,62.69,1931
swe,63.95,1932
swe,64.83,1933
swe,64.98,1934
swe,64.86,1935
swe,64.61,1936
swe,64.63,1937
swe,65.57,1938
swe,66.4,1939
swe,66.74,1940
swe,67.03,1941
swe,68.97,1942
swe,68.72,1943
swe,67.74,1944
swe,68.34,1945
swe,69.51,1946
swe,69.47,1947
swe,70.73,1948
swe,70.8,1949
swe,71.14,1950
swe,71.37,1951
swe,71.86,1952
swe,71.9,1953
swe,72.36,1954
swe,72.6,1955
swe,72.66,1956
swe,72.49,1957
swe,73.14,1958
swe,73.37,1959
swe,73.04,1960
swe,73.5,1961
swe,73.37,1962
swe,73.56,1963
swe,73.73,1964
swe,73.88,1965
swe,74.13,1966
swe,74.16,1967
swe,74.03,1968
swe,74.15,1969
swe,74.7,1970
swe,74.62,1971
swe,74.72,1972
swe,74.88,1973
swe,74.99,1974
swe,75.0,1975
swe,75.01,1976
swe,75.44,1977
swe,75.53,1978
swe,75.57,1979
swe,75.8,1980
swe,76.1,1981
swe,76.42,1982
swe,76.66,1983
swe,76.92,1984
swe,76.78,1985
swe,77.04,1986
swe,77.19,1987
swe,77.08,1988
swe,77.74,1989
swe,77.67,1990
swe,77.81,1991
swe,78.16,1992
swe,78.24,1993
swe,78.86,1994
swe,78.94,1995
swe,79.15,1996
swe,79.39,1997
swe,79.53,1998
swe,79.61,1999
swe,79.84,2000
swe,79.93,2001
swe,80.04,2002
swe,80.33,2003
swe,80.67,2004
swe,80.75,2005
swe,80.95,2006
swe,81.08,2007
swe,80.97,2008
swe,81.28,2009
swe,81.43,2010
swe,81.56,2011
swe,81.69,2012
swe,81.82,2013
swe,81.95,2014
swe,82.08,2015
swe,83.38,2025
swe,86.42,2050
swe,91.93,2099
che,38.0,1800
che,38.0,1801
che,38.0,1802
che,38.0,1803
che,38.0,1804
che,38.0,1805
che,38.0,1806
che,38.0,1807
che,38.0,1808
che,38.0,1809
che,38.0,1810
che,38.0,1811
che,38.0,1812
che,38.0,1813
che,38.0,1814
che,38.0,1815
che,38.0,1816
che,38.0,1817
che,38.0,1818
che,38.0,1819
che,38.0,1820
che,38.0,1821
che,38.0,1822
che,38.0,1823
che,38.0,1824
che,38.0,1825
che,38.0,1826
che,38.0,1827
che,38.0,1828
che,38.0,1829
che,38.0,1830
che,38.0,1831
che,38.0,1832
che,38.0,1833
che,38.0,1834
che,38.0,1835
che,38.0,1836
che,38.0,1837
che,38.0,1838
che,38.0,1839
che,38.0,1840
che,38.0,1841
che,38.0,1842
che,38.0,1843
che,38.0,1844
che,38.0,1845
che,38.0,1846
che,38.0,1847
che,38.0,1848
che,38.0,1849
che,38.0,1850
che,38.0,1851
che,38.0,1852
che,38.0,1853
che,38.0,1854
che,38.0,1855
che,38.0,1856
che,38.0,1857
che,38.0,1858
che,38.0,1859
che,38.0,1860
che,38.0,1861
che,38.0,1862
che,38.0,1863
che,38.0,1864
che,38.0,1865
che,38.0,1866
che,38.0,1867
che,38.0,1868
che,38.0,1869
che,38.0,1870
che,38.0,1871
che,38.0,1872
che,38.0,1873
che,38.0,1874
che,38.0,1875
che,40.1,1876
che,40.01,1877
che,40.47,1878
che,41.81,1879
che,42.41,1880
che,41.87,1881
che,42.98,1882
che,44.94,1883
che,45.0,1884
che,43.83,1885
che,44.68,1886
che,45.44,1887
che,45.97,1888
che,45.14,1889
che,44.95,1890
che,44.71,1891
che,47.23,1892
che,46.07,1893
che,45.79,1894
che,46.84,1895
che,48.88,1896
che,49.1,1897
che,48.2,1898
che,49.29,1899
che,47.48,1900
che,48.94,1901
che,50.41,1902
che,50.03,1903
che,49.16,1904
che,49.67,1905
che,50.72,1906
che,51.19,1907
che,52.26,1908
che,51.61,1909
che,52.91,1910
che,51.72,1911
che,54.42,1912
che,54.21,1913
che,55.13,1914
che,55.95,1915
che,56.59,1916
che,55.81,1917
che,46.3,1918
che,54.97,1919
che,54.38,1920
che,57.87,1921
che,58.5,1922
che,60.04,1923
che,59.49,1924
che,59.95,1925
che,60.64,1926
che,60.1,1927
che,60.47,1928
che,60.17,1929
che,61.43,1930
che,61.24,1931
che,61.23,1932
che,62.41,1933
che,62.89,1934
che,62.13,1935
che,63.18,1936
che,63.51,1937
che,63.85,1938
che,64.01,1939
che,63.58,1940
che,64.98,1941
che,65.65,1942
che,65.84,1943
che,64.88,1944
che,65.42,1945
che,66.07,1946
che,66.26,1947
che,67.34,1948
che,67.97,1949
che,68.94,1950
che,68.71,1951
che,69.62,1952
che,69.53,1953
che,70.0,1954
che,70.08,1955
che,70.21,1956
che,70.56,1957
che,71.3,1958
che,71.46,1959
che,71.44,1960
che,71.76,1961
che,71.32,1962
che,71.31,1963
che,72.2,1964
che,72.33,1965
che,72.47,1966
che,72.77,1967
che,72.72,1968
che,72.73,1969
che,73.14,1970
che,73.26,1971
che,73.78,1972
che,74.08,1973
che,74.43,1974
che,74.82,1975
che,74.94,1976
che,75.39,1977
che,75.34,1978
che,75.64,1979
che,75.64,1980
che,75.87,1981
che,76.21,1982
che,76.22,1983
che,76.82,1984
che,76.94,1985
che,77.11,1986
che,77.41,1987
che,77.43,1988
che,77.62,1989
che,77.44,1990
che,77.72,1991
che,78.02,1992
che,78.31,1993
che,78.6,1994
che,78.68,1995
che,79.17,1996
che,79.37,1997
che,79.62,1998
che,79.88,1999
che,79.99,2000
che,80.41,2001
che,80.62,2002
che,80.72,2003
che,81.28,2004
che,81.45,2005
che,81.75,2006
che,81.94,2007
che,81.9,2008
che,82.03,2009
che,82.19,2010
che,82.34,2011
che,82.47,2012
che,82.6,2013
che,82.74,2014
che,82.88,2015
che,84.26,2025
che,87.51,2050
che,93.21,2099
syr,31.1,1800
syr,31.1,1801
syr,31.1,1802
syr,31.1,1803
syr,31.1,1804
syr,31.1,1805
syr,31.1,1806
syr,31.1,1807
syr,31.1,1808
syr,31.1,1809
syr,31.1,1810
syr,31.1,1811
syr,31.1,1812
syr,31.1,1813
syr,31.1,1814
syr,31.1,1815
syr,31.1,1816
syr,31.1,1817
syr,31.1,1818
syr,31.1,1819
syr,31.1,1820
syr,31.1,1821
syr,31.1,1822
syr,31.1,1823
syr,31.1,1824
syr,31.1,1825
syr,31.1,1826
syr,31.1,1827
syr,31.1,1828
syr,31.1,1829
syr,31.1,1830
syr,31.1,1831
syr,31.1,1832
syr,31.1,1833
syr,31.1,1834
syr,31.1,1835
syr,31.1,1836
syr,31.1,1837
syr,31.1,1838
syr,31.1,1839
syr,31.1,1840
syr,31.1,1841
syr,31.1,1842
syr,31.1,1843
syr,31.1,1844
syr,31.1,1845
syr,31.1,1846
syr,31.1,1847
syr,31.1,1848
syr,31.1,1849
syr,31.1,1850
syr,31.1,1851
syr,31.1,1852
syr,31.1,1853
syr,31.1,1854
syr,31.1,1855
syr,31.1,1856
syr,31.1,1857
syr,31.1,1858
syr,31.1,1859
syr,31.1,1860
syr,31.1,1861
syr,31.1,1862
syr,31.1,1863
syr,31.1,1864
syr,31.1,1865
syr,31.1,1866
syr,31.1,1867
syr,31.1,1868
syr,31.1,1869
syr,31.1,1870
syr,31.1,1871
syr,31.1,1872
syr,31.1,1873
syr,31.1,1874
syr,31.1,1875
syr,31.1,1876
syr,31.1,1877
syr,31.1,1878
syr,31.1,1879
syr,31.1,1880
syr,31.1,1881
syr,31.1,1882
syr,31.1,1883
syr,31.1,1884
syr,31.1,1885
syr,31.1,1886
syr,31.1,1887
syr,31.1,1888
syr,31.1,1889
syr,31.1,1890
syr,31.1,1891
syr,31.1,1892
syr,31.1,1893
syr,31.1,1894
syr,31.1,1895
syr,31.1,1896
syr,31.1,1897
syr,31.1,1898
syr,31.1,1899
syr,31.1,1900
syr,31.1,1901
syr,31.1,1902
syr,31.1,1903
syr,31.1,1904
syr,31.1,1905
syr,31.1,1906
syr,31.1,1907
syr,31.1,1908
syr,31.1,1909
syr,31.1,1910
syr,31.1,1911
syr,31.1,1912
syr,31.1,1913
syr,31.1,1914
syr,31.1,1915
syr,31.1,1916
syr,31.1,1917
syr,25.78,1918
syr,31.1,1919
syr,31.1,1920
syr,31.1,1921
syr,31.1,1922
syr,31.1,1923
syr,31.1,1924
syr,31.1,1925
syr,31.1,1926
syr,31.1,1927
syr,31.1,1928
syr,31.1,1929
syr,31.1,1930
syr,31.1,1931
syr,31.1,1932
syr,31.1,1933
syr,31.1,1934
syr,31.1,1935
syr,32.19,1936
syr,33.29,1937
syr,34.38,1938
syr,35.48,1939
syr,36.57,1940
syr,37.67,1941
syr,38.76,1942
syr,39.85,1943
syr,40.95,1944
syr,42.04,1945
syr,43.14,1946
syr,44.23,1947
syr,45.33,1948
syr,46.42,1949
syr,47.51,1950
syr,47.8,1951
syr,48.38,1952
syr,48.95,1953
syr,49.52,1954
syr,50.07,1955
syr,50.62,1956
syr,51.16,1957
syr,51.7,1958
syr,52.23,1959
syr,52.77,1960
syr,53.31,1961
syr,53.87,1962
syr,54.44,1963
syr,55.03,1964
syr,55.64,1965
syr,56.29,1966
syr,56.98,1967
syr,57.69,1968
syr,58.42,1969
syr,59.16,1970
syr,59.91,1971
syr,60.66,1972
syr,61.39,1973
syr,62.09,1974
syr,62.77,1975
syr,63.42,1976
syr,64.05,1977
syr,64.65,1978
syr,65.24,1979
syr,65.81,1980
syr,66.35,1981
syr,66.87,1982
syr,67.36,1983
syr,67.83,1984
syr,68.28,1985
syr,68.7,1986
syr,69.11,1987
syr,69.51,1988
syr,69.89,1989
syr,70.25,1990
syr,70.61,1991
syr,70.95,1992
syr,71.28,1993
syr,71.6,1994
syr,71.9,1995
syr,72.2,1996
syr,72.49,1997
syr,72.77,1998
syr,73.05,1999
syr,73.32,2000
syr,73.59,2001
syr,73.87,2002
syr,74.14,2003
syr,74.4,2004
syr,74.62,2005
syr,74.78,2006
syr,74.86,2007
syr,74.86,2008
syr,74.8,2009
syr,74.69,2010
syr,74.2,2011
syr,72.0,2012
syr,71.0,2013
syr,74.65,2014
syr,74.82,2015
syr,77.15,2025
syr,81.83,2050
syr,87.73,2099
twn,28.3,1800
twn,28.3,1801
twn,28.3,1802
twn,28.3,1803
twn,28.3,1804
twn,28.3,1805
twn,28.3,1806
twn,28.3,1807
twn,28.3,1808
twn,28.3,1809
twn,28.3,1810
twn,28.3,1811
twn,28.3,1812
twn,28.3,1813
twn,28.3,1814
twn,28.3,1815
twn,28.3,1816
twn,28.3,1817
twn,28.3,1818
twn,28.3,1819
twn,28.3,1820
twn,28.3,1821
twn,28.3,1822
twn,28.3,1823
twn,28.3,1824
twn,28.3,1825
twn,28.3,1826
twn,28.3,1827
twn,28.3,1828
twn,28.3,1829
twn,28.3,1830
twn,28.3,1831
twn,28.3,1832
twn,28.3,1833
twn,28.3,1834
twn,28.3,1835
twn,28.3,1836
twn,28.3,1837
twn,28.3,1838
twn,28.3,1839
twn,28.3,1840
twn,28.3,1841
twn,28.3,1842
twn,28.3,1843
twn,28.3,1844
twn,28.3,1845
twn,28.3,1846
twn,28.3,1847
twn,28.3,1848
twn,28.3,1849
twn,28.3,1850
twn,28.3,1851
twn,28.3,1852
twn,28.3,1853
twn,28.3,1854
twn,28.3,1855
twn,28.3,1856
twn,28.3,1857
twn,28.3,1858
twn,28.3,1859
twn,28.3,1860
twn,28.3,1861
twn,28.3,1862
twn,28.3,1863
twn,28.3,1864
twn,28.3,1865
twn,28.3,1866
twn,28.3,1867
twn,28.3,1868
twn,28.3,1869
twn,28.3,1870
twn,28.3,1871
twn,28.3,1872
twn,28.3,1873
twn,28.3,1874
twn,28.3,1875
twn,28.3,1876
twn,28.3,1877
twn,28.3,1878
twn,28.3,1879
twn,28.3,1880
twn,28.3,1881
twn,28.3,1882
twn,28.3,1883
twn,28.3,1884
twn,28.3,1885
twn,28.3,1886
twn,28.3,1887
twn,28.3,1888
twn,28.3,1889
twn,28.3,1890
twn,28.3,1891
twn,28.3,1892
twn,28.3,1893
twn,28.3,1894
twn,28.3,1895
twn,28.3,1896
twn,28.3,1897
twn,28.3,1898
twn,28.3,1899
twn,28.3,1900
twn,28.3,1901
twn,28.3,1902
twn,28.3,1903
twn,28.3,1904
twn,28.3,1905
twn,28.3,1906
twn,29.5,1907
twn,30.9,1908
twn,31.8,1909
twn,33.9,1910
twn,33.9,1911
twn,34.0,1912
twn,33.3,1913
twn,31.9,1914
twn,28.5,1915
twn,30.0,1916
twn,31.4,1917
twn,26.1,1918
twn,31.2,1919
twn,27.6,1920
twn,30.0,1921
twn,36.6,1922
twn,35.3,1923
twn,37.1,1924
twn,34.2,1925
twn,37.0,1926
twn,39.6,1927
twn,40.3,1928
twn,40.9,1929
twn,41.5,1930
twn,41.2,1931
twn,41.3,1932
twn,42.0,1933
twn,42.6,1934
twn,42.8,1935
twn,42.0,1936
twn,42.5,1937
twn,43.7,1938
twn,43.6,1939
twn,43.8,1940
twn,45.0,1941
twn,44.5,1942
twn,44.2,1943
twn,43.5,1944
twn,41.7,1945
twn,43.5,1946
twn,46.0,1947
twn,50.0,1948
twn,52.5,1949
twn,54.6,1950
twn,55.1,1951
twn,58.5,1952
twn,60.3,1953
twn,62.0,1954
twn,62.4,1955
twn,62.5,1956
twn,62.4,1957
twn,64.2,1958
twn,64.2,1959
twn,64.4,1960
twn,64.9,1961
twn,65.2,1962
twn,66.0,1963
twn,66.7,1964
twn,67.4,1965
twn,67.4,1966
twn,67.5,1967
twn,67.6,1968
twn,68.6,1969
twn,68.65,1970
twn,69.06,1971
twn,69.35,1972
twn,69.4,1973
twn,69.77,1974
twn,70.02,1975
twn,70.38,1976
twn,70.55,1977
twn,71.12,1978
twn,71.25,1979
twn,71.5,1980
twn,71.6,1981
twn,72.11,1982
twn,72.09,1983
twn,72.75,1984
twn,72.94,1985
twn,73.07,1986
twn,73.36,1987
twn,73.18,1988
twn,73.49,1989
twn,73.76,1990
twn,74.24,1991
twn,74.21,1992
twn,74.51,1993
twn,74.66,1994
twn,74.47,1995
twn,74.65,1996
twn,75.18,1997
twn,75.36,1998
twn,75.46,1999
twn,76.02,2000
twn,76.39,2001
twn,76.88,2002
twn,77.09,2003
twn,77.19,2004
twn,77.21,2005
twn,77.93,2006
twn,78.12,2007
twn,78.34,2008
twn,78.81,2009
twn,79.15,2010
twn,79.15,2011
twn,79.45,2012
twn,79.75,2013
tjk,24.23,1800
tjk,24.23,1801
tjk,24.23,1802
tjk,24.23,1803
tjk,24.23,1804
tjk,24.23,1805
tjk,24.23,1806
tjk,24.23,1807
tjk,24.23,1808
tjk,24.23,1809
tjk,24.23,1810
tjk,24.23,1811
tjk,24.23,1812
tjk,24.23,1813
tjk,24.23,1814
tjk,24.23,1815
tjk,24.23,1816
tjk,24.23,1817
tjk,24.23,1818
tjk,24.23,1819
tjk,24.23,1820
tjk,24.23,1821
tjk,24.23,1822
tjk,24.23,1823
tjk,24.23,1824
tjk,24.23,1825
tjk,24.23,1826
tjk,24.23,1827
tjk,24.23,1828
tjk,24.23,1829
tjk,24.23,1830
tjk,24.23,1831
tjk,24.23,1832
tjk,24.23,1833
tjk,24.23,1834
tjk,24.23,1835
tjk,24.23,1836
tjk,24.23,1837
tjk,24.23,1838
tjk,24.23,1839
tjk,24.23,1840
tjk,24.23,1841
tjk,24.23,1842
tjk,24.23,1843
tjk,24.23,1844
tjk,24.23,1845
tjk,24.23,1846
tjk,24.23,1847
tjk,24.23,1848
tjk,24.23,1849
tjk,24.23,1850
tjk,24.23,1851
tjk,24.23,1852
tjk,24.23,1853
tjk,24.23,1854
tjk,24.23,1855
tjk,24.23,1856
tjk,24.23,1857
tjk,24.23,1858
tjk,24.23,1859
tjk,24.23,1860
tjk,24.23,1861
tjk,24.23,1862
tjk,24.23,1863
tjk,23.71,1864
tjk,23.19,1865
tjk,22.66,1866
tjk,22.14,1867
tjk,21.61,1868
tjk,21.66,1869
tjk,21.7,1870
tjk,21.75,1871
tjk,21.79,1872
tjk,21.84,1873
tjk,22.04,1874
tjk,22.23,1875
tjk,22.43,1876
tjk,22.64,1877
tjk,22.84,1878
tjk,23.04,1879
tjk,23.23,1880
tjk,23.43,1881
tjk,23.64,1882
tjk,23.84,1883
tjk,24.04,1884
tjk,24.23,1885
tjk,24.43,1886
tjk,24.64,1887
tjk,24.84,1888
tjk,25.04,1889
tjk,25.23,1890
tjk,25.43,1891
tjk,25.64,1892
tjk,25.84,1893
tjk,26.04,1894
tjk,26.23,1895
tjk,26.43,1896
tjk,26.64,1897
tjk,26.47,1898
tjk,26.3,1899
tjk,26.14,1900
tjk,26.39,1901
tjk,26.64,1902
tjk,26.89,1903
tjk,27.14,1904
tjk,27.39,1905
tjk,27.64,1906
tjk,27.89,1907
tjk,28.14,1908
tjk,28.39,1909
tjk,28.64,1910
tjk,31.59,1911
tjk,32.02,1912
tjk,29.85,1913
tjk,29.43,1914
tjk,29.04,1915
tjk,29.04,1916
tjk,26.04,1917
tjk,16.04,1918
tjk,21.5,1919
tjk,17.0,1920
tjk,20.3,1921
tjk,21.2,1922
tjk,30.11,1923
tjk,32.6,1924
tjk,31.7,1925
tjk,34.91,1926
tjk,34.24,1927
tjk,35.75,1928
tjk,34.51,1929
tjk,33.82,1930
tjk,28.04,1931
tjk,20.04,1932
tjk,16.04,1933
tjk,36.19,1934
tjk,37.74,1935
tjk,39.41,1936
tjk,38.42,1937
tjk,40.11,1938
tjk,42.51,1939
tjk,40.03,1940
tjk,29.7,1941
tjk,25.7,1942
tjk,24.7,1943
tjk,32.7,1944
tjk,40.2,1945
tjk,47.03,1946
tjk,39.03,1947
tjk,47.1,1948
tjk,49.91,1949
tjk,52.2,1950
tjk,52.41,1951
tjk,52.83,1952
tjk,53.25,1953
tjk,53.67,1954
tjk,54.08,1955
tjk,54.5,1956
tjk,54.91,1957
tjk,55.32,1958
tjk,55.73,1959
tjk,56.15,1960
tjk,56.57,1961
tjk,56.99,1962
tjk,57.42,1963
tjk,57.84,1964
