geo,government_health_spending_per_person_us,time
tha,53.39,1997
tha,37.15,1998
tha,37.71,1999
tha,37.05,2000
tha,33.8,2001
tha,46.13,2002
tha,49.86,2003
tha,55.71,2004
tha,60.42,2005
tha,78.18,2006
tha,99.1,2007
tha,120.6,2008
tha,119.4,2009
tha,134.4,2010
tls,31.29,1995
tls,23.6,1996
tls,38.52,1997
tls,24.71,1998
tls,22.22,1999
tls,23.89,2000
tls,25.5,2001
tls,24.4,2002
tls,26.08,2003
tls,28.11,2004
tls,39.37,2005
tls,44.19,2006
tls,42.97,2007
tls,44.37,2008
tls,42.63,2009
tls,31.74,2010
tgo,5.99,1995
tgo,5.949,1996
tgo,5.246,1997
tgo,6.007,1998
tgo,5.006,1999
tgo,4.076,2000
tgo,3.332,2001
tgo,2.642,2002
tgo,4.661,2003
tgo,6.161,2004
tgo,7.414,2005
tgo,8.988,2006
tgo,9.62,2007
tgo,13.22,2008
tgo,17.57,2009
tgo,17.96,2010
ton,56.4,1995
ton,63.84,1996
ton,66.78,1997
ton,62.52,1998
ton,75.21,1999
ton,64.51,2000
ton,72.58,2001
ton,69.9,2002
ton,88.09,2003
ton,95.27,2004
ton,145.6,2005
ton,138.3,2006
ton,174.2,2007
ton,175.7,2008
ton,115.0,2009
ton,140.0,2010
tto,94.26,1995
tto,90.1,1996
tto,86.65,1997
tto,68.53,1998
tto,100.0,1999
tto,105.5,2000
tto,133.4,2001
tto,168.4,2002
tto,208.0,2003
tto,233.2,2004
tto,363.7,2005
tto,370.9,2006
tto,387.0,2007
tto,444.4,2008
tto,513.8,2009
tto,515.6,2010
tun,64.1,1995
tun,65.27,1996
tun,61.12,1997
tun,63.96,1998
tun,66.24,1999
tun,67.24,2000
tun,65.5,2001
tun,67.28,2002
tun,79.98,2003
tun,92.54,2004
tun,93.34,2005
tun,101.4,2006
tun,113.4,2007
tun,133.2,2008
tun,133.1,2009
tun,129.1,2010
tur,67.15,1995
tur,80.7,1996
tur,93.01,1997
tur,111.4,1998
tur,113.7,1999
tur,128.7,2000
tur,105.1,2001
tur,132.7,2002
tur,173.7,2003
tur,220.7,2004
tur,259.3,2005
tur,301.4,2006
tur,375.4,2007
tur,455.4,2008
tur,432.4,2009
tur,510.0,2010
tkm,26.03,1995
tkm,12.61,1996
tkm,21.51,1997
tkm,22.8,1998
tkm,20.68,1999
tkm,35.86,2000
tkm,42.93,2001
tkm,45.99,2002
tkm,66.57,2003
tkm,73.19,2004
tkm,73.11,2005
tkm,68.86,2006
tkm,74.17,2007
tkm,41.11,2008
tkm,54.68,2009
tkm,62.99,2010
tuv,64.34,1995
tuv,152.1,1996
tuv,116.5,1997
tuv,119.8,1998
tuv,135.6,1999
tuv,231.4,2000
tuv,245.2,2001
tuv,237.8,2002
tuv,410.0,2003
tuv,370.3,2004
tuv,402.2,2005
tuv,447.0,2006
tuv,474.9,2007
tuv,623.2,2008
tuv,402.3,2009
tuv,567.5,2010
uga,4.472,1995
uga,4.65,1996
uga,4.996,1997
uga,4.261,1998
uga,4.905,1999
uga,4.192,2000
uga,4.643,2001
uga,5.2,2002
uga,5.278,2003
uga,5.923,2004
uga,7.257,2005
uga,7.016,2006
uga,7.325,2007
uga,7.785,2008
uga,9.585,2009
uga,10.16,2010
ukr,30.02,1995
ukr,34.26,1996
ukr,34.05,1997
ukr,29.74,1998
ukr,18.82,1999
ukr,18.51,2000
ukr,24.1,2001
ukr,31.01,2002
ukr,42.54,2003
ukr,53.11,2004
ukr,69.98,2005
ukr,89.84,2006
ukr,121.2,2007
ukr,149.7,2008
ukr,110.1,2009
ukr,132.7,2010
are,582.7,1995
are,579.5,1996
are,588.2,1997
are,564.8,1998
are,558.9,1999
are,576.7,2000
are,637.8,2001
are,578.2,2002
are,611.1,2003
are,588.3,2004
are,607.5,2005
are,658.5,2006
are,718.0,2007
are,1008.0,2008
are,1311.0,2009
are,1078.0,2010
gbr,1142.0,1995
gbr,1190.0,1996
gbr,1237.0,1997
gbr,1331.0,1998
gbr,1423.0,1999
gbr,1393.0,2000
gbr,1438.0,2001
gbr,1639.0,2002
gbr,1941.0,2003
gbr,2392.0,2004
gbr,2554.0,2005
gbr,2779.0,2006
gbr,3157.0,2007
gbr,3131.0,2008
gbr,2895.0,2009
gbr,2938.0,2010
usa,1683.0,1995
usa,1754.0,1996
usa,1811.0,1997
usa,1843.0,1998
usa,1916.0,1999
usa,2032.0,2000
usa,2231.0,2001
usa,2405.0,2002
usa,2608.0,2003
usa,2786.0,2004
usa,2954.0,2005
usa,3174.0,2006
usa,3356.0,2007
usa,3554.0,2008
usa,3795.0,2009
usa,4437.0,2010
ury,410.3,1995
ury,361.7,1996
ury,258.4,1997
ury,288.1,1998
ury,460.8,1999
ury,422.1,2000
ury,379.8,2001
ury,238.9,2002
ury,178.4,2003
ury,172.3,2004
ury,219.1,2005
ury,262.0,2006
ury,306.9,2007
ury,459.6,2008
ury,514.0,2009
ury,669.4,2010
uzb,15.79,1995
uzb,21.79,1996
uzb,20.56,1997
uzb,18.23,1998
uzb,19.57,1999
uzb,13.97,2000
uzb,11.85,2001
uzb,9.263,2002
uzb,9.459,2003
uzb,10.58,2004
uzb,12.56,2005
uzb,15.94,2006
uzb,19.34,2007
uzb,26.32,2008
uzb,33.13,2009
uzb,39.13,2010
vut,31.7,1995
vut,26.62,1996
vut,35.82,1997
vut,44.79,1998
vut,39.04,1999
vut,40.23,2000
vut,37.95,2001
vut,39.25,2002
vut,43.44,2003
vut,45.76,2004
vut,44.37,2005
vut,50.8,2006
vut,77.49,2007
vut,97.95,2008
vut,110.1,2009
vut,142.6,2010
ven,61.23,1995
ven,45.01,1996
ven,51.83,1997
ven,57.12,1998
ven,85.78,1999
ven,113.6,2000
ven,120.0,2001
ven,81.66,2002
ven,72.46,2003
ven,99.02,2004
ven,128.2,2005
ven,161.6,2006
ven,221.7,2007
ven,268.9,2008
ven,275.5,2009
ven,231.5,2010
vnm,4.925,1995
vnm,5.358,1996
vnm,5.659,1997
vnm,6.117,1998
vnm,6.323,1999
vnm,6.466,2000
vnm,7.213,2001
vnm,6.825,2002
vnm,8.146,2003
vnm,8.373,2004
vnm,9.838,2005
vnm,15.35,2006
vnm,23.35,2007
vnm,23.8,2008
vnm,28.95,2009
vnm,31.36,2010
yem,12.42,1995
yem,10.97,1996
yem,9.438,1997
yem,10.13,1998
yem,10.85,1999
yem,13.6,2000
yem,14.32,2001
yem,14.2,2002
yem,16.65,2003
yem,14.46,2004
yem,14.3,2005
yem,16.31,2006
yem,17.09,2007
yem,21.13,2008
yem,16.79,2009
yem,15.27,2010
zmb,13.24,1995
zmb,13.04,1996
zmb,16.83,1997
zmb,13.57,1998
zmb,9.019,1999
zmb,9.226,2000
zmb,11.73,2001
zmb,14.71,2002
zmb,16.22,2003
zmb,18.41,2004
zmb,24.05,2005
zmb,35.03,2006
zmb,31.11,2007
zmb,43.19,2008
zmb,36.66,2009
zmb,43.93,2010
zwe,28.05,1995
zwe,29.35,1996
zwe,30.08,1997
zwe,29.44,1998
zwe,17.64,1999
zwe,31.49,2000
zwe,25.37,2001
