geo,urban_population,time
dji,99850,1970
dji,107800,1971
dji,116100,1972
dji,125400,1973
dji,136600,1974
dji,150400,1975
dji,167100,1976
dji,186800,1977
dji,207800,1978
dji,227800,1979
dji,245200,1980
dji,257200,1981
dji,266100,1982
dji,274100,1983
dji,284900,1984
dji,300900,1985
dji,322100,1986
dji,348300,1987
dji,376900,1988
dji,403500,1989
dji,425400,1990
dji,440800,1991
dji,451200,1992
dji,458900,1993
dji,467100,1994
dji,478000,1995
dji,492000,1996
dji,508600,1997
dji,526600,1998
dji,544300,1999
dji,560200,2000
dji,574000,2001
dji,586400,2002
dji,597700,2003
dji,608900,2004
dji,620500,2005
dji,632700,2006
dji,645200,2007
dji,658000,2008
dji,671100,2009
dji,684300,2010
dji,698000,2011
dma,16460,1960
dma,17790,1961
dma,19220,1962
dma,20680,1963
dma,22200,1964
dma,23790,1965
dma,25620,1966
dma,27550,1967
dma,29530,1968
dma,31480,1969
dma,33330,1970
dma,34760,1971
dma,36050,1972
dma,37260,1973
dma,38500,1974
dma,39860,1975
dma,41350,1976
dma,42980,1977
dma,44670,1978
dma,46290,1979
dma,47760,1980
dma,48190,1981
dma,48460,1982
dma,48580,1983
dma,48620,1984
dma,48630,1985
dma,48470,1986
dma,48280,1987
dma,48100,1988
dma,48000,1989
dma,48030,1990
dma,47960,1991
dma,48030,1992
dma,48160,1993
dma,48270,1994
dma,48260,1995
dma,48080,1996
dma,47780,1997
dma,47430,1998
dma,47090,1999
dma,46800,2000
dma,46610,2001
dma,46480,2002
dma,46370,2003
dma,46260,2004
dma,46110,2005
dma,45980,2006
dma,45830,2007
dma,45660,2008
dma,45530,2009
dma,45440,2010
dma,45460,2011
dom,1011000,1960
dom,1067000,1961
dom,1137000,1962
dom,1210000,1963
dom,1286000,1964
dom,1364000,1965
dom,1448000,1966
dom,1535000,1967
dom,1625000,1968
dom,1718000,1969
dom,1814000,1970
dom,1916000,1971
dom,2020000,1972
dom,2128000,1973
dom,2238000,1974
dom,2352000,1975
dom,2469000,1976
dom,2589000,1977
dom,2713000,1978
dom,2840000,1979
dom,2971000,1980
dom,3071000,1981
dom,3173000,1982
dom,3277000,1983
dom,3383000,1984
dom,3492000,1985
dom,3586000,1986
dom,3681000,1987
dom,3777000,1988
dom,3875000,1989
dom,3973000,1990
dom,4088000,1991
dom,4205000,1992
dom,4323000,1993
dom,4441000,1994
dom,4559000,1995
dom,4706000,1996
dom,4853000,1997
dom,5002000,1998
dom,5152000,1999
dom,5305000,2000
dom,5457000,2001
dom,5611000,2002
dom,5767000,2003
dom,5925000,2004
dom,6085000,2005
dom,6237000,2006
dom,6390000,2007
dom,6545000,2008
dom,6701000,2009
dom,6857000,2010
dom,7003000,2011
ecu,1505000,1960
ecu,1574000,1961
ecu,1646000,1962
ecu,1723000,1963
ecu,1803000,1964
ecu,1886000,1965
ecu,1971000,1966
ecu,2059000,1967
ecu,2151000,1968
ecu,2247000,1969
ecu,2346000,1970
ecu,2454000,1971
ecu,2566000,1972
ecu,2682000,1973
ecu,2802000,1974
ecu,2926000,1975
ecu,3077000,1976
ecu,3233000,1977
ecu,3396000,1978
ecu,3564000,1979
ecu,3737000,1980
ecu,3911000,1981
ecu,4089000,1982
ecu,4273000,1983
ecu,4462000,1984
ecu,4656000,1985
ecu,4847000,1986
ecu,5043000,1987
ecu,5243000,1988
ecu,5446000,1989
ecu,5653000,1990
ecu,5837000,1991
ecu,6023000,1992
ecu,6210000,1993
ecu,6395000,1994
ecu,6576000,1995
ecu,6750000,1996
ecu,6921000,1997
ecu,7090000,1998
ecu,7264000,1999
ecu,7444000,2000
ecu,7652000,2001
ecu,7868000,2002
ecu,8089000,2003
ecu,8314000,2004
ecu,8540000,2005
ecu,8765000,2006
ecu,8990000,2007
ecu,9216000,2008
ecu,9443000,2009
ecu,9672000,2010
ecu,9888000,2011
egy,10540000,1960
egy,11010000,1961
egy,11470000,1962
egy,11940000,1963
egy,12420000,1964
egy,12920000,1965
egy,13360000,1966
egy,13800000,1967
egy,14250000,1968
egy,14700000,1969
egy,15160000,1970
egy,15600000,1971
egy,16050000,1972
egy,16500000,1973
egy,16960000,1974
egy,17440000,1975
egy,17860000,1976
egy,18300000,1977
egy,18750000,1978
egy,19230000,1979
egy,19720000,1980
egy,20190000,1981
egy,20690000,1982
egy,21200000,1983
egy,21720000,1984
egy,22260000,1985
egy,22760000,1986
egy,23260000,1987
egy,23770000,1988
egy,24250000,1989
egy,24710000,1990
egy,25120000,1991
egy,25500000,1992
egy,25860000,1993
egy,26210000,1994
egy,26570000,1995
egy,27020000,1996
egy,27480000,1997
egy,27950000,1998
egy,28440000,1999
egy,28950000,2000
egy,29510000,2001
egy,30100000,2002
egy,30700000,2003
egy,31310000,2004
egy,31930000,2005
egy,32570000,2006
egy,33210000,2007
egy,33860000,2008
egy,34520000,2009
egy,35190000,2010
egy,35940000,2011
slv,1062000,1960
slv,1100000,1961
slv,1138000,1962
slv,1179000,1963
slv,1221000,1964
slv,1263000,1965
slv,1304000,1966
slv,1346000,1967
slv,1387000,1968
slv,1429000,1969
slv,1472000,1970
slv,1528000,1971
slv,1585000,1972
slv,1642000,1973
slv,1699000,1974
slv,1756000,1975
slv,1817000,1976
slv,1876000,1977
slv,1936000,1978
slv,1994000,1979
slv,2051000,1980
slv,2108000,1981
slv,2164000,1982
slv,2219000,1983
slv,2274000,1984
slv,2330000,1985
slv,2386000,1986
slv,2443000,1987
slv,2501000,1988
slv,2562000,1989
slv,2626000,1990
slv,2716000,1991
slv,2811000,1992
slv,2908000,1993
slv,3003000,1994
slv,3094000,1995
slv,3183000,1996
slv,3267000,1997
slv,3347000,1998
slv,3424000,1999
slv,3500000,2000
slv,3547000,2001
slv,3593000,2002
slv,3638000,2003
slv,3684000,2004
slv,3730000,2005
slv,3777000,2006
slv,3825000,2007
slv,3876000,2008
slv,3927000,2009
slv,3981000,2010
slv,4033000,2011
gnq,64280,1960
gnq,65640,1961
gnq,66870,1962
gnq,68160,1963
gnq,69650,1964
gnq,71400,1965
gnq,73250,1966
gnq,75360,1967
gnq,77300,1968
gnq,78450,1969
gnq,78410,1970
gnq,77060,1971
gnq,74600,1972
gnq,71440,1973
gnq,68180,1974
gnq,65300,1975
gnq,62850,1976
gnq,60830,1977
gnq,59640,1978
gnq,59760,1979
gnq,61480,1980
gnq,65810,1981
gnq,71950,1982
gnq,79250,1983
gnq,86720,1984
gnq,93600,1985
gnq,101400,1986
gnq,108600,1987
gnq,115400,1988
gnq,122400,1989
gnq,129900,1990
gnq,137500,1991
gnq,145500,1992
gnq,153900,1993
gnq,162700,1994
gnq,171900,1995
gnq,177600,1996
gnq,183400,1997
gnq,189400,1998
gnq,195600,1999
gnq,201900,2000
gnq,208500,2001
gnq,215300,2002
gnq,222200,2003
gnq,229200,2004
gnq,236300,2005
gnq,243800,2006
gnq,251500,2007
gnq,259300,2008
gnq,267300,2009
gnq,275500,2010
gnq,284600,2011
eri,139500,1960
eri,147100,1961
eri,155800,1962
eri,164900,1963
eri,174400,1964
eri,184300,1965
eri,193200,1966
eri,202500,1967
eri,212200,1968
eri,222200,1969
eri,232600,1970
eri,242000,1971
eri,251800,1972
eri,262000,1973
eri,272900,1974
eri,284600,1975
eri,297400,1976
eri,311100,1977
eri,325400,1978
eri,340000,1979
eri,354600,1980
eri,368800,1981
eri,382900,1982
eri,397000,1983
eri,411800,1984
eri,427400,1985
eri,442500,1986
eri,458600,1987
eri,474400,1988
eri,488200,1989
eri,499000,1990
eri,507300,1991
eri,512700,1992
eri,516900,1993
eri,522600,1994
eri,531800,1995
eri,547100,1996
eri,566400,1997
eri,589500,1998
eri,616300,1999
eri,646400,2000
eri,682800,2001
eri,723100,2002
eri,766200,2003
eri,810500,2004
eri,854800,2005
eri,902400,2006
eri,949800,2007
eri,997500,2008
eri,1047000,2009
eri,1098000,2010
eri,1157000,2011
est,699200,1960
est,717100,1961
est,735700,1962
est,754600,1963
est,773700,1964
est,792000,1965
est,809800,1966
est,828400,1967
est,847200,1968
est,866300,1969
est,884800,1970
est,901600,1971
est,919100,1972
est,935400,1973
est,951000,1974
est,966100,1975
est,979100,1976
est,992500,1977
est,1006000,1978
est,1017000,1979
est,1030000,1980
est,1040000,1981
est,1051000,1982
est,1061000,1983
est,1071000,1984
est,1082000,1985
est,1091000,1986
est,1101000,1987
est,1109000,1988
est,1114000,1989
est,1116000,1990
est,1107000,1991
est,1083000,1992
est,1052000,1993
est,1027000,1994
est,1005000,1995
est,989000,1996
est,976100,1997
est,965200,1998
est,956300,1999
est,950500,2000
est,946800,2001
est,943000,2002
est,939600,2003
est,936700,2004
est,934500,2005
est,932900,2006
est,931600,2007
est,931100,2008
est,930900,2009
est,930900,2010
est,931500,2011
eth,1443000,1960
eth,1538000,1961
eth,1630000,1962
eth,1727000,1963
eth,1828000,1964
eth,1933000,1965
eth,2035000,1966
eth,2140000,1967
eth,2250000,1968
eth,2365000,1969
eth,2487000,1970
eth,2609000,1971
eth,2738000,1972
eth,2870000,1973
eth,2998000,1974
eth,3118000,1975
eth,3231000,1976
eth,3336000,1977
eth,3440000,1978
eth,3554000,1979
eth,3688000,1980
eth,3853000,1981
eth,4041000,1982
eth,4249000,1983
eth,4472000,1984
eth,4705000,1985
eth,4957000,1986
eth,5221000,1987
eth,5498000,1988
eth,5791000,1989
eth,6100000,1990
eth,6431000,1991
eth,6778000,1992
eth,7140000,1993
eth,7510000,1994
eth,7887000,1995
eth,8234000,1996
eth,8583000,1997
eth,8937000,1998
eth,9297000,1999
eth,9666000,2000
eth,10050000,2001
eth,10440000,2002
eth,10840000,2003
eth,11250000,2004
eth,11660000,2005
eth,12090000,2006
eth,12530000,2007
eth,12980000,2008
eth,13430000,2009
eth,13900000,2010
eth,14420000,2011
fro,7730,1961
fro,8116,1962
fro,8502,1963
fro,8895,1964
fro,9299,1965
fro,9585,1966
fro,9879,1967
fro,10180,1968
fro,10480,1969
fro,10770,1970
fro,11070,1971
fro,11350,1972
fro,11640,1973
fro,11940,1974
fro,12250,1975
fro,12450,1976
fro,12660,1977
fro,12880,1978
fro,13110,1979
fro,13340,1980
fro,13470,1981
fro,13600,1982
fro,13720,1983
fro,13860,1984
fro,14000,1985
fro,14180,1986
fro,14370,1987
fro,14520,1988
fro,14600,1989
fro,14550,1990
fro,14410,1991
fro,14150,1992
fro,13840,1993
fro,13590,1994
fro,13450,1995
fro,13900,1996
fro,14480,1997
fro,15160,1998
fro,15890,1999
fro,16620,2000
fro,17160,2001
fro,17700,2002
fro,18230,2003
fro,18730,2004
fro,19200,2005
fro,19390,2006
fro,19540,2007
fro,19670,2008
fro,19790,2009
fro,19930,2010
fro,20100,2011
fji,117000,1960
fji,123200,1961
fji,130000,1962
fji,137100,1963
fji,144200,1964
fji,151100,1965
fji,157300,1966
fji,163200,1967
fji,169100,1968
fji,174900,1969
fji,180900,1970
fji,186900,1971
fji,192900,1972
fji,199100,1973
fji,205400,1974
fji,211700,1975
fji,217000,1976
fji,222200,1977
fji,227600,1978
fji,233500,1979
fji,239900,1980
fji,246900,1981
fji,254400,1982
fji,262000,1983
fji,268800,1984
fji,274200,1985
fji,281200,1986
fji,286900,1987
fji,291800,1988
fji,297000,1989
fji,303100,1990
fji,311700,1991
fji,321300,1992
fji,331800,1993
fji,342400,1994
fji,352900,1995
fji,360800,1996
fji,368500,1997
fji,375900,1998
fji,382700,1999
fji,388900,2000
fji,393500,2001
fji,397500,2002
fji,401200,2003
fji,405300,2004
fji,410200,2005
fji,416200,2006
fji,423100,2007
fji,430700,2008
fji,438500,2009
fji,446100,2010
fji,453600,2011
fin,1688000,1960
fin,2505000,1961
fin,2562000,1962
fin,2619000,1963
fin,2674000,1964
fin,2723000,1965
fin,2770000,1966
fin,2822000,1967
fin,2872000,1968
fin,2908000,1969
fin,2934000,1970
fin,2976000,1971
fin,3032000,1972
fin,3088000,1973
fin,3143000,1974
fin,3196000,1975
fin,3242000,1976
fin,3288000,1977
fin,3335000,1978
fin,3380000,1979
fin,3428000,1980
fin,3482000,1981
fin,3541000,1982
fin,3602000,1983
fin,3661000,1984
fin,3716000,1985
fin,3763000,1986
fin,3809000,1987
fin,3855000,1988
fin,3905000,1989
fin,3958000,1990
fin,3995000,1991
fin,4034000,1992
fin,4070000,1993
fin,4103000,1994
fin,4135000,1995
fin,4162000,1996
fin,4186000,1997
fin,4210000,1998
fin,4233000,1999
fin,4254000,2000
fin,4271000,2001
fin,4289000,2002
fin,4307000,2003
fin,4327000,2004
fin,4349000,2005
fin,4373000,2006
fin,4398000,2007
fin,4426000,2008
fin,4454000,2009
fin,4482000,2010
fin,4508000,2011
fra,28280000,1960
fra,29730000,1961
fra,30650000,1962
fra,31580000,1963
fra,32520000,1964
fra,33420000,1965
fra,34160000,1966
fra,34870000,1967
fra,35550000,1968
fra,36230000,1969
fra,36920000,1970
fra,37410000,1971
fra,37910000,1972
fra,38410000,1973
fra,38890000,1974
fra,39330000,1975
fra,39580000,1976
fra,39800000,1977
fra,40000000,1978
fra,40210000,1979
fra,40430000,1980
fra,40670000,1981
fra,40930000,1982
fra,41200000,1983
fra,41480000,1984
fra,41760000,1985
fra,42040000,1986
fra,42330000,1987
fra,42610000,1988
fra,42890000,1989
fra,43160000,1990
fra,43460000,1991
fra,43760000,1992
fra,44040000,1993
fra,44330000,1994
fra,44610000,1995
fra,45030000,1996
fra,45460000,1997
fra,45890000,1998
fra,46280000,1999
fra,46840000,2000
fra,47750000,2001
fra,48680000,2002
fra,49600000,2003
fra,50550000,2004
fra,51520000,2005
fra,52350000,2006
fra,53150000,2007
fra,53920000,2008
fra,54680000,2009
fra,55460000,2010
fra,56110000,2011
pyf,33640,1960
pyf,35620,1961
pyf,37680,1962
pyf,39880,1963
pyf,42240,1964
pyf,44770,1965
pyf,47720,1966
pyf,50880,1967
pyf,54210,1968
pyf,57680,1969
pyf,61260,1970
pyf,63690,1971
pyf,66130,1972
pyf,68620,1973
pyf,71180,1974
pyf,73830,1975
pyf,76280,1976
pyf,78790,1977
pyf,81370,1978
pyf,84020,1979
pyf,86730,1980
pyf,89300,1981
pyf,91910,1982
pyf,94530,1983
pyf,97140,1984
pyf,99690,1985
pyf,101700,1986
pyf,103700,1987
pyf,105600,1988
pyf,107400,1989
pyf,109100,1990
pyf,110500,1991
pyf,111800,1992
pyf,113000,1993
pyf,114300,1994
pyf,115600,1995
pyf,117400,1996
pyf,119300,1997
pyf,121100,1998
pyf,122900,1999
pyf,124500,2000
pyf,126200,2001
pyf,127700,2002
pyf,129200,2003
pyf,130600,2004
pyf,132000,2005
pyf,133500,2006
pyf,134900,2007
pyf,136400,2008
pyf,137800,2009
pyf,139200,2010
pyf,140800,2011
gab,84510,1960
gab,91200,1961
gab,98030,1962
gab,105000,1963
gab,112100,1964
gab,119300,1965
gab,128600,1966
gab,138000,1967
gab,147800,1968
gab,158300,1969
gab,169400,1970
gab,184600,1971
gab,200800,1972
gab,218200,1973
gab,236500,1974
gab,255900,1975
gab,277000,1976
gab,299200,1977
gab,322600,1978
gab,347200,1979
gab,373300,1980
gab,395200,1981
gab,418400,1982
gab,442700,1983
gab,468400,1984
gab,495400,1985
gab,522000,1986
gab,549900,1987
gab,579200,1988
gab,610000,1989
gab,642400,1990
gab,675400,1991
gab,710100,1992
gab,745900,1993
gab,782400,1994
gab,819400,1995
gab,853300,1996
gab,887300,1997
gab,921200,1998
gab,955300,1999
gab,989600,2000
gab,1020000,2001
gab,1051000,2002
gab,1082000,2003
gab,1113000,2004
gab,1144000,2005
gab,1173000,2006
gab,1202000,2007
gab,1231000,2008
gab,1261000,2009
gab,1292000,2010
gab,1322000,2011
gmb,38460,1960
gmb,48190,1961
gmb,51020,1962
gmb,53760,1963
gmb,56550,1964
gmb,59510,1965
gmb,64800,1966
gmb,70370,1967
gmb,76290,1968
gmb,82620,1969
gmb,89420,1970
gmb,96760,1971
gmb,104700,1972
gmb,113200,1973
gmb,122200,1974
gmb,131400,1975
gmb,140000,1976
gmb,148800,1977
gmb,158100,1978
gmb,168100,1979
gmb,178900,1980
gmb,191500,1981
gmb,205000,1982
gmb,219800,1983
gmb,235900,1984
gmb,253700,1985
gmb,274500,1986
gmb,297100,1987
gmb,321100,1988
gmb,345700,1989
gmb,370200,1990
gmb,394600,1991
gmb,418800,1992
gmb,443000,1993
gmb,467700,1994
gmb,493400,1995
gmb,519100,1996
gmb,545700,1997
gmb,573500,1998
gmb,602600,1999
gmb,633200,2000
gmb,663600,2001
gmb,695500,2002
gmb,728800,2003
gmb,763300,2004
gmb,798800,2005
gmb,832900,2006
gmb,867800,2007
gmb,903800,2008
gmb,940900,2009
gmb,979200,2010
gmb,1016000,2011
geo,1759000,1960
geo,1613000,1961
geo,1657000,1962
geo,1700000,1963
geo,1743000,1964
geo,1786000,1965
geo,1826000,1966
geo,1864000,1967
geo,1901000,1968
geo,1939000,1969
geo,1905000,1970
geo,1944000,1971
geo,2058000,1972
geo,2096000,1973
geo,2134000,1974
geo,2170000,1975
geo,2205000,1976
geo,2239000,1977
geo,2271000,1978
geo,2307000,1979
geo,2345000,1980
geo,2380000,1981
geo,2416000,1982
geo,2453000,1983
geo,2489000,1984
geo,2527000,1985
geo,2557000,1986
geo,2587000,1987
geo,2621000,1988
geo,2636000,1989
geo,2643000,1990
geo,2650000,1991
geo,2659000,1992
geo,2668000,1993
geo,2629000,1994
geo,2549000,1995
geo,2474000,1996
geo,2418000,1997
geo,2384000,1998
geo,2354000,1999
geo,2326000,2000
geo,2307000,2001
geo,2291000,2002
geo,2274000,2003
geo,2267000,2004
geo,2288000,2005
geo,2310000,2006
geo,2307000,2007
geo,2307000,2008
geo,2324000,2009
geo,2348000,2010
geo,2371000,2011
deu,51890000,1960
deu,52460000,1961
deu,53010000,1962
deu,53590000,1963
deu,54110000,1964
deu,54660000,1965
deu,55170000,1966
deu,55470000,1967
deu,55770000,1968
deu,56260000,1969
deu,56500000,1970
deu,56640000,1971
deu,56960000,1972
deu,57190000,1973
deu,57250000,1974
deu,57090000,1975
deu,56890000,1976
deu,56800000,1977
deu,56800000,1978
deu,56870000,1979
deu,57030000,1980
deu,57090000,1981
deu,57020000,1982
deu,56850000,1983
deu,56630000,1984
deu,56490000,1985
deu,56570000,1986
deu,56720000,1987
deu,57010000,1988
deu,57520000,1989
deu,58080000,1990
deu,58530000,1991
deu,59010000,1992
deu,59420000,1993
deu,59660000,1994
deu,59860000,1995
deu,60000000,1996
deu,60050000,1997
deu,60020000,1998
deu,60020000,1999
deu,60070000,2000
deu,60220000,2001
deu,60370000,2002
deu,60450000,2003
deu,60480000,2004
deu,60500000,2005
deu,60500000,2006
deu,60500000,2007
deu,60460000,2008
deu,60380000,2009
deu,60360000,2010
deu,60430000,2011
gha,1582000,1960
gha,1657000,1961
gha,1750000,1962
gha,1846000,1963
gha,1941000,1964
gha,2036000,1965
gha,2129000,1966
gha,2220000,1967
gha,2311000,1968
gha,2409000,1969
gha,2515000,1970
gha,2601000,1971
gha,2696000,1972
gha,2795000,1973
gha,2892000,1974
gha,2983000,1975
gha,3064000,1976
gha,3139000,1977
gha,3214000,1978
gha,3300000,1979
gha,3404000,1980
gha,3544000,1981
gha,3703000,1982
gha,3877000,1983
gha,4056000,1984
gha,4234000,1985
gha,4457000,1986
gha,4680000,1987
gha,4907000,1988
gha,5143000,1989
gha,5391000,1990
gha,5657000,1991
gha,5937000,1992
gha,6226000,1993
gha,6523000,1994
gha,6822000,1995
gha,7129000,1996
gha,7439000,1997
gha,7756000,1998
gha,8083000,1999
gha,8424000,2000
gha,8776000,2001
gha,9142000,2002
gha,9522000,2003
gha,9915000,2004
gha,10320000,2005
gha,10730000,2006
gha,11150000,2007
gha,11590000,2008
gha,12030000,2009
gha,12490000,2010
gha,12950000,2011
grc,3572000,1960
grc,3680000,1961
grc,3780000,1962
grc,3873000,1963
grc,3966000,1964
grc,4064000,1965
grc,4180000,1966
grc,4300000,1967
grc,4415000,1968
grc,4519000,1969
grc,4617000,1970
grc,4686000,1971
grc,4767000,1972
grc,4838000,1973
grc,4906000,1974
grc,5003000,1975
grc,5126000,1976
grc,5239000,1977
grc,5353000,1978
grc,5466000,1979
grc,5567000,1980
grc,5631000,1981
grc,5680000,1982
grc,5727000,1983
grc,5769000,1984
grc,5806000,1985
grc,5833000,1986
grc,5861000,1987
grc,5890000,1988
grc,5929000,1989
grc,5977000,1990
grc,6044000,1991
grc,6120000,1992
grc,6186000,1993
grc,6247000,1994
grc,6305000,1995
grc,6359000,1996
grc,6408000,1997
grc,6453000,1998
grc,6491000,1999
grc,6522000,2000
grc,6554000,2001
grc,6589000,2002
grc,6623000,2003
grc,6659000,2004
grc,6697000,2005
grc,6744000,2006
grc,6791000,2007
grc,6839000,2008
grc,6887000,2009
grc,6927000,2010
grc,6948000,2011
grl,19010,1960
grl,20230,1961
grl,21540,1962
grl,22950,1963
grl,24270,1964
grl,25890,1965
grl,27290,1966
grl,28800,1967
grl,30410,1968
grl,32060,1969
grl,33750,1970
grl,34490,1971
grl,35450,1972
grl,36130,1973
grl,36660,1974
grl,36900,1975
grl,37140,1976
grl,37090,1977
grl,37110,1978
grl,37580,1979
grl,38210,1980
grl,39010,1981
grl,39580,1982
grl,40230,1983
grl,40890,1984
grl,41480,1985
grl,41890,1986
grl,42550,1987
grl,43290,1988
grl,43880,1989
grl,44310,1990
grl,44360,1991
grl,44330,1992
grl,44380,1993
grl,44750,1994
grl,45120,1995
grl,45280,1996
grl,45450,1997
grl,45610,1998
grl,45690,1999
grl,45860,2000
grl,46120,2001
grl,46480,2002
grl,46750,2003
grl,47010,2004
grl,47180,2005
grl,47210,2006
grl,47210,2007
grl,47190,2008
grl,47360,2009
grl,47700,2010
grl,48040,2011
grd,27220,1960
grd,27850,1961
grd,28380,1962
grd,28840,1963
grd,29240,1964
grd,29570,1965
grd,29840,1966
grd,30050,1967
grd,30200,1968
grd,30310,1969
grd,30410,1970
grd,30390,1971
grd,30380,1972
grd,30340,1973
grd,30250,1974
grd,30090,1975
grd,29820,1976
grd,29480,1977
grd,29180,1978
grd,29070,1979
grd,29280,1980
grd,29840,1981
grd,30720,1982
grd,31720,1983
grd,32590,1984
grd,33120,1985
grd,33250,1986
grd,33050,1987
grd,32660,1988
grd,32310,1989
grd,32160,1990
grd,32430,1991
grd,32900,1992
grd,33490,1993
grd,34090,1994
grd,34600,1995
grd,35060,1996
grd,35440,1997
grd,35770,1998
grd,36090,1999
grd,36420,2000
grd,36780,2001
grd,37140,2002
grd,37510,2003
grd,37900,2004
grd,38280,2005
grd,38720,2006
grd,39160,2007
grd,39620,2008
grd,40080,2009
grd,40550,2010
grd,41070,2011
gum,33780,1960
gum,35260,1961
gum,36850,1962
gum,38550,1963
gum,40330,1964
gum,42170,1965
gum,44200,1966
gum,46300,1967
gum,48450,1968
gum,50650,1969
gum,52920,1970
gum,57910,1971
gum,63090,1972
gum,68440,1973
gum,73990,1974
gum,79770,1975
gum,83510,1976
gum,87390,1977
gum,91410,1978
gum,95590,1979
gum,99910,1980
gum,101900,1981
gum,103900,1982
gum,106000,1983
gum,108100,1984
gum,110300,1985
gum,112600,1986
gum,114900,1987
gum,117200,1988
gum,119500,1989
gum,121600,1990
gum,124300,1991
gum,126900,1992
gum,129400,1993
gum,131700,1994
gum,134000,1995
gum,136100,1996
gum,138000,1997
gum,140000,1998
gum,142100,1999
gum,144400,2000
gum,146700,2001
gum,149200,2002
gum,151900,2003
gum,154500,2004
gum,156900,2005
gum,159300,2006
gum,161400,2007
gum,163500,2008
gum,165600,2009
gum,167600,2010
gum,169700,2011
gtm,1288000,1960
gtm,1354000,1961
gtm,1417000,1962
gtm,1482000,1963
gtm,1549000,1964
gtm,1619000,1965
gtm,1678000,1966
gtm,1739000,1967
gtm,1803000,1968
gtm,1868000,1969
gtm,1936000,1970
gtm,2003000,1971
gtm,2072000,1972
gtm,2142000,1973
gtm,2214000,1974
gtm,2287000,1975
gtm,2354000,1976
gtm,2421000,1977
gtm,2489000,1978
gtm,2559000,1979
gtm,2632000,1980
gtm,2723000,1981
gtm,2817000,1982
gtm,2914000,1983
gtm,3013000,1984
gtm,3114000,1985
gtm,3220000,1986
gtm,3328000,1987
gtm,3438000,1988
gtm,3552000,1989
gtm,3669000,1990
gtm,3791000,1991
gtm,3917000,1992
gtm,4047000,1993
gtm,4181000,1994
gtm,4318000,1995
gtm,4459000,1996
gtm,4603000,1997
gtm,4753000,1998
gtm,4908000,1999
gtm,5071000,2000
gtm,5242000,2001
gtm,5422000,2002
gtm,5608000,2003
gtm,5801000,2004
gtm,5999000,2005
gtm,6205000,2006
gtm,6417000,2007
gtm,6635000,2008
gtm,6862000,2009
gtm,7098000,2010
gtm,7347000,2011
gin,327900,1960
gin,394300,1961
gin,418300,1962
gin,443200,1963
gin,469100,1964
gin,496100,1965
gin,528300,1966
gin,561900,1967
gin,596200,1968
gin,630400,1969
gin,663600,1970
gin,700100,1971
gin,735400,1972
gin,769700,1973
gin,803300,1974
gin,836600,1975
gin,874400,1976
gin,912300,1977
gin,951500,1978
gin,993700,1979
gin,1041000,1980
gin,1084000,1981
gin,1134000,1982
gin,1190000,1983
gin,1249000,1984
gin,1311000,1985
gin,1357000,1986
gin,1405000,1987
gin,1460000,1988
gin,1528000,1989
gin,1614000,1990
gin,1723000,1991
gin,1850000,1992
gin,1986000,1993
gin,2116000,1994
gin,2230000,1995
gin,2325000,1996
gin,2402000,1997
gin,2467000,1998
gin,2527000,1999
gin,2589000,2000
gin,2659000,2001
gin,2732000,2002
gin,2808000,2003
gin,2887000,2004
gin,2970000,2005
gin,3061000,2006
gin,3158000,2007
gin,3261000,2008
gin,3372000,2009
gin,3490000,2010
gin,3624000,2011
gnb,80790,1960
gnb,81910,1961
gnb,83030,1962
gnb,84050,1963
gnb,84950,1964
gnb,85760,1965
gnb,86500,1966
gnb,87200,1967
gnb,88050,1968
gnb,89320,1969
gnb,91230,1970
gnb,93890,1971
gnb,97220,1972
gnb,101200,1973
gnb,105700,1974
gnb,110700,1975
gnb,117400,1976
gnb,124700,1977
gnb,132300,1978
gnb,139800,1979
gnb,146900,1980
gnb,159000,1981
gnb,170800,1982
gnb,182500,1983
gnb,194400,1984
gnb,206800,1985
gnb,221400,1986
gnb,236700,1987
gnb,252500,1988
gnb,269000,1989
gnb,286000,1990
gnb,300500,1991
gnb,315600,1992
gnb,331200,1993
gnb,347200,1994
gnb,363700,1995
gnb,379100,1996
gnb,394800,1997
gnb,411000,1998
gnb,427700,1999
gnb,444800,2000
gnb,462800,2001
gnb,481400,2002
gnb,500500,2003
gnb,520300,2004
gnb,540900,2005
gnb,562100,2006
gnb,584100,2007
gnb,606900,2008
gnb,630500,2009
gnb,654900,2010
gnb,679100,2011
guy,164900,1960
guy,167300,1961
guy,172100,1962
guy,176900,1963
guy,181900,1964
guy,187100,1965
guy,192400,1966
guy,198000,1967
guy,203300,1968
guy,208100,1969
guy,212100,1970
guy,215500,1971
guy,218100,1972
guy,220100,1973
guy,222100,1974
guy,224400,1975
guy,227100,1976
guy,230100,1977
guy,233000,1978
guy,235400,1979
guy,236800,1980
guy,235800,1981
guy,233800,1982
guy,231300,1983
guy,228500,1984
guy,225700,1985
guy,223100,1986
guy,220500,1987
guy,218100,1988
guy,216100,1989
guy,214500,1990
guy,213400,1991
guy,212800,1992
guy,212500,1993
guy,212300,1994
guy,212100,1995
guy,211800,1996
guy,211300,1997
guy,210900,1998
guy,210500,1999
guy,210400,2000
guy,210400,2001
guy,210600,2002
guy,210900,2003
guy,211100,2004
guy,211200,2005
guy,211800,2006
guy,212300,2007
guy,212800,2008
guy,213200,2009
guy,213600,2010
guy,214700,2011
hti,603600,1960
hti,630800,1961
hti,659500,1962
hti,689100,1963
