geo,urban_population,time
rwa,1228000,2001
rwa,1329000,2002
rwa,1420000,2003
rwa,1512000,2004
rwa,1614000,2005
rwa,1680000,2006
rwa,1752000,2007
rwa,1831000,2008
rwa,1913000,2009
rwa,1998000,2010
rwa,2092000,2011
kna,14080,1960
kna,14290,1961
kna,14480,1962
kna,14670,1963
kna,14850,1964
kna,15030,1965
kna,15100,1966
kna,15170,1967
kna,15230,1968
kna,15280,1969
kna,15330,1970
kna,15310,1971
kna,15320,1972
kna,15290,1973
kna,15260,1974
kna,15270,1975
kna,15240,1976
kna,15470,1977
kna,15570,1978
kna,15600,1979
kna,15930,1980
kna,16000,1981
kna,16070,1982
kna,15870,1983
kna,15450,1984
kna,15070,1985
kna,14960,1986
kna,14860,1987
kna,14750,1988
kna,14650,1989
kna,14540,1990
kna,14390,1991
kna,14240,1992
kna,14100,1993
kna,13960,1994
kna,13820,1995
kna,13700,1996
kna,13580,1997
kna,13300,1998
kna,13930,1999
kna,14520,2000
kna,15050,2001
kna,15180,2002
kna,15110,2003
kna,15640,2004
kna,15770,2005
kna,15960,2006
kna,16160,2007
kna,16350,2008
kna,16540,2009
kna,16740,2010
kna,16990,2011
lca,18580,1960
lca,19050,1961
lca,19570,1962
lca,20100,1963
lca,20630,1964
lca,21160,1965
lca,21740,1966
lca,22330,1967
lca,22920,1968
lca,23520,1969
lca,24240,1970
lca,24840,1971
lca,25430,1972
lca,26070,1973
lca,26690,1974
lca,27320,1975
lca,27960,1976
lca,28640,1977
lca,29310,1978
lca,29980,1979
lca,30650,1980
lca,31480,1981
lca,32350,1982
lca,33140,1983
lca,33980,1984
lca,34850,1985
lca,35740,1986
lca,36610,1987
lca,37530,1988
lca,38420,1989
lca,39360,1990
lca,39980,1991
lca,40390,1992
lca,41270,1993
lca,42160,1994
lca,43050,1995
lca,43050,1996
lca,43320,1997
lca,43480,1998
lca,43480,1999
lca,43610,2000
lca,42600,2001
lca,41390,2002
lca,40210,2003
lca,39080,2004
lca,37940,2005
lca,36830,2006
lca,35660,2007
lca,34460,2008
lca,33230,2009
lca,31890,2010
lca,31060,2011
vct,11250,1960
vct,21690,1961
vct,22350,1962
vct,23000,1963
vct,23640,1964
vct,24290,1965
vct,24960,1966
vct,25640,1967
vct,26330,1968
vct,27030,1969
vct,27760,1970
vct,28520,1971
vct,29310,1972
vct,30120,1973
vct,30940,1974
vct,31760,1975
vct,32610,1976
vct,33460,1977
vct,34320,1978
vct,35180,1979
vct,36030,1980
vct,36900,1981
vct,37750,1982
vct,38600,1983
vct,39450,1984
vct,40300,1985
vct,41170,1986
vct,42040,1987
vct,42890,1988
vct,43710,1989
vct,44490,1990
vct,45050,1991
vct,45550,1992
vct,46020,1993
vct,46460,1994
vct,46890,1995
vct,47260,1996
vct,47620,1997
vct,47980,1998
vct,48350,1999
vct,48750,2000
vct,49190,2001
vct,49660,2002
vct,50160,2003
vct,50650,2004
vct,51140,2005
vct,51630,2006
vct,52110,2007
vct,52580,2008
vct,53040,2009
vct,53480,2010
vct,53930,2011
wsm,20770,1960
wsm,21530,1961
wsm,22260,1962
wsm,23000,1963
wsm,23750,1964
wsm,24500,1965
wsm,25430,1966
wsm,26360,1967
wsm,27280,1968
wsm,28160,1969
wsm,28970,1970
wsm,29600,1971
wsm,30160,1972
wsm,30660,1973
wsm,31120,1974
wsm,31570,1975
wsm,31860,1976
wsm,32140,1977
wsm,32400,1978
wsm,32630,1979
wsm,32820,1980
wsm,32930,1981
wsm,33010,1982
wsm,33080,1983
wsm,33160,1984
wsm,33270,1985
wsm,33400,1986
wsm,33560,1987
wsm,33750,1988
wsm,33960,1989
wsm,34200,1990
wsm,34560,1991
wsm,34940,1992
wsm,35340,1993
wsm,35770,1994
wsm,36220,1995
wsm,36740,1996
wsm,37280,1997
wsm,37830,1998
wsm,38340,1999
wsm,38800,2000
wsm,38770,2001
wsm,38680,2002
wsm,38550,2003
wsm,38400,2004
wsm,38240,2005
wsm,37940,2006
wsm,37640,2007
wsm,37330,2008
wsm,37040,2009
wsm,36760,2010
wsm,36560,2011
smr,7893,1961
smr,8276,1962
smr,8673,1963
smr,9078,1964
smr,9487,1965
smr,9897,1966
smr,10310,1967
smr,10710,1968
smr,11100,1969
smr,11440,1970
smr,11990,1971
smr,12500,1972
smr,13000,1973
smr,13530,1974
smr,14110,1975
smr,14680,1976
smr,15310,1977
smr,15990,1978
smr,16690,1979
smr,17380,1980
smr,17940,1981
smr,18480,1982
smr,19020,1983
smr,19560,1984
smr,20110,1985
smr,20440,1986
smr,20770,1987
smr,21110,1988
smr,21460,1989
smr,21820,1990
smr,22160,1991
smr,22520,1992
smr,22880,1993
smr,23220,1994
smr,23540,1995
smr,23830,1996
smr,24090,1997
smr,24360,1998
smr,24710,1999
smr,25200,2000
smr,25770,2001
smr,26460,2002
smr,27210,2003
smr,27910,2004
smr,28490,2005
smr,28890,2006
smr,29160,2007
smr,29350,2008
smr,29500,2009
smr,29670,2010
smr,29870,2011
stp,10340,1960
stp,11120,1961
stp,11850,1962
stp,12550,1963
stp,13290,1964
stp,14150,1965
stp,15420,1966
stp,16850,1967
stp,18420,1968
stp,20060,1969
stp,21730,1970
stp,22560,1971
stp,23350,1972
stp,24150,1973
stp,25010,1974
stp,25980,1975
stp,27030,1976
stp,28180,1977
stp,29390,1978
stp,30580,1979
stp,31700,1980
stp,33270,1981
stp,34780,1982
stp,36280,1983
stp,37840,1984
stp,39510,1985
stp,41550,1986
stp,43710,1987
stp,45980,1988
stp,48320,1989
stp,50680,1990
stp,52910,1991
stp,55150,1992
stp,57430,1993
stp,59780,1994
stp,62220,1995
stp,64710,1996
stp,67310,1997
stp,69970,1998
stp,72650,1999
stp,75330,2000
stp,77950,2001
stp,80550,2002
stp,83170,2003
stp,85830,2004
stp,88560,2005
stp,91150,2006
stp,93800,2007
stp,96550,2008
stp,99450,2009
stp,102500,2010
stp,105600,2011
sau,1275000,1960
sau,1366000,1961
sau,1477000,1962
sau,1596000,1963
sau,1723000,1964
sau,1856000,1965
sau,2020000,1966
sau,2195000,1967
sau,2383000,1968
sau,2586000,1969
sau,2809000,1970
sau,3051000,1971
sau,3316000,1972
sau,3608000,1973
sau,3930000,1974
sau,4286000,1975
sau,4642000,1976
sau,5031000,1977
sau,5459000,1978
sau,5932000,1979
sau,6455000,1980
sau,7018000,1981
sau,7630000,1982
sau,8278000,1983
sau,8941000,1984
sau,9604000,1985
sau,10180000,1986
sau,10740000,1987
sau,11290000,1988
sau,11820000,1989
sau,12360000,1990
sau,12840000,1991
sau,13310000,1992
sau,13760000,1993
sau,14180000,1994
sau,14550000,1995
sau,14820000,1996
sau,15050000,1997
sau,15290000,1998
sau,15590000,1999
sau,16010000,2000
sau,16560000,2001
sau,17230000,2002
sau,17990000,2003
sau,18750000,2004
sau,19470000,2005
sau,20140000,2006
sau,20770000,2007
sau,21360000,2008
sau,21950000,2009
sau,22530000,2010
sau,23110000,2011
sen,708900,1960
sen,741100,1961
sen,783000,1962
sen,827200,1963
sen,874000,1964
sen,923500,1965
sen,978200,1966
sen,1036000,1967
sen,1097000,1968
sen,1161000,1969
sen,1229000,1970
sen,1301000,1971
sen,1376000,1972
sen,1454000,1973
sen,1533000,1974
sen,1612000,1975
sen,1675000,1976
sen,1738000,1977
sen,1801000,1978
sen,1866000,1979
sen,1937000,1980
sen,2008000,1981
sen,2085000,1982
sen,2166000,1983
sen,2251000,1984
sen,2340000,1985
sen,2428000,1986
sen,2520000,1987
sen,2616000,1988
sen,2715000,1989
sen,2817000,1990
sen,2913000,1991
sen,3012000,1992
sen,3113000,1993
sen,3215000,1994
sen,3316000,1995
sen,3417000,1996
sen,3517000,1997
sen,3619000,1998
sen,3725000,1999
sen,3835000,2000
sen,3952000,2001
sen,4075000,2002
sen,4203000,2003
sen,4335000,2004
sen,4471000,2005
sen,4618000,2006
sen,4770000,2007
sen,4927000,2008
sen,5088000,2009
sen,5253000,2010
sen,5434000,2011
srb,2003000,1961
srb,2084000,1962
srb,2164000,1963
srb,2244000,1964
srb,2324000,1965
srb,2416000,1966
srb,2506000,1967
srb,2595000,1968
srb,2683000,1969
srb,2771000,1970
srb,2835000,1971
srb,2899000,1972
srb,2962000,1973
srb,3026000,1974
srb,3089000,1975
srb,3155000,1976
srb,3218000,1977
srb,3279000,1978
srb,3339000,1979
srb,3397000,1980
srb,3450000,1981
srb,3499000,1982
srb,3545000,1983
srb,3587000,1984
srb,3628000,1985
srb,3674000,1986
srb,3716000,1987
srb,3754000,1988
srb,3789000,1989
srb,3823000,1990
srb,3848000,1991
srb,3895000,1992
srb,3943000,1993
srb,3982000,1994
srb,4005000,1995
srb,4008000,1996
srb,3996000,1997
srb,3972000,1998
srb,3976000,1999
srb,3982000,2000
srb,3997000,2001
srb,4017000,2002
srb,4028000,2003
srb,4041000,2004
srb,4050000,2005
srb,4058000,2006
srb,4065000,2007
srb,4072000,2008
srb,4079000,2009
srb,4086000,2010
srb,4094000,2011
syc,11550,1960
syc,12340,1961
syc,13150,1962
syc,13980,1963
syc,14840,1964
syc,15730,1965
syc,16710,1966
syc,17720,1967
syc,18760,1968
syc,19840,1969
syc,20940,1970
syc,22210,1971
syc,23520,1972
syc,24850,1973
syc,26210,1974
syc,27570,1975
syc,28460,1976
syc,29330,1977
syc,30180,1978
syc,31000,1979
syc,31790,1980
syc,32140,1981
syc,32450,1982
syc,32730,1983
syc,32990,1984
syc,33220,1985
syc,33450,1986
syc,33690,1987
syc,33930,1988
syc,34190,1989
syc,34490,1990
syc,34910,1991
syc,35410,1992
syc,35980,1993
syc,36630,1994
syc,37370,1995
syc,38040,1996
syc,38610,1997
syc,39490,1998
syc,40400,1999
syc,40890,2000
syc,41120,2001
syc,42590,2002
syc,42330,2003
syc,42380,2004
syc,42780,2005
syc,43930,2006
syc,44440,2007
syc,45720,2008
syc,46190,2009
syc,46060,2010
syc,46120,2011
sle,392100,1960
sle,398800,1961
sle,418000,1962
sle,438000,1963
sle,458600,1964
sle,479900,1965
sle,503600,1966
sle,528200,1967
sle,553600,1968
sle,579800,1969
sle,606800,1970
sle,635500,1971
sle,665200,1972
sle,695900,1973
sle,727900,1974
sle,761300,1975
sle,790400,1976
sle,820900,1977
sle,852700,1978
sle,885800,1979
sle,920200,1980
sle,956300,1981
sle,993200,1982
sle,1032000,1983
sle,1073000,1984
sle,1118000,1985
sle,1160000,1986
sle,1205000,1987
sle,1249000,1988
sle,1287000,1989
sle,1315000,1990
sle,1331000,1991
sle,1337000,1992
sle,1336000,1993
sle,1337000,1994
sle,1342000,1995
sle,1353000,1996
sle,1369000,1997
sle,1394000,1998
sle,1432000,1999
sle,1484000,2000
sle,1554000,2001
sle,1640000,2002
sle,1735000,2003
sle,1831000,2004
sle,1920000,2005
sle,2002000,2006
sle,2077000,2007
sle,2146000,2008
sle,2213000,2009
sle,2281000,2010
sle,2354000,2011
sgp,1646000,1960
sgp,1702000,1961
sgp,1750000,1962
sgp,1795000,1963
sgp,1842000,1964
sgp,1887000,1965
sgp,1934000,1966
sgp,1978000,1967
sgp,2012000,1968
sgp,2043000,1969
sgp,2075000,1970
sgp,2113000,1971
sgp,2152000,1972
sgp,2193000,1973
sgp,2230000,1974
sgp,2263000,1975
sgp,2293000,1976
sgp,2325000,1977
sgp,2354000,1978
sgp,2384000,1979
sgp,2414000,1980
sgp,2533000,1981
sgp,2647000,1982
sgp,2681000,1983
sgp,2732000,1984
sgp,2736000,1985
sgp,2733000,1986
sgp,2775000,1987
sgp,2846000,1988
sgp,2931000,1989
sgp,3047000,1990
sgp,3135000,1991
sgp,3231000,1992
sgp,3314000,1993
sgp,3419000,1994
sgp,3524000,1995
sgp,3671000,1996
sgp,3796000,1997
sgp,3927000,1998
sgp,3959000,1999
sgp,4028000,2000
sgp,4138000,2001
sgp,4176000,2002
sgp,4115000,2003
sgp,4167000,2004
sgp,4266000,2005
sgp,4401000,2006
sgp,4589000,2007
sgp,4839000,2008
sgp,4988000,2009
sgp,5077000,2010
sgp,5184000,2011
svk,1389000,1960
svk,1433000,1961
svk,1479000,1962
svk,1525000,1963
svk,1572000,1964
svk,1619000,1965
svk,1670000,1966
svk,1720000,1967
svk,1769000,1968
svk,1819000,1969
svk,1863000,1970
svk,1919000,1971
svk,1983000,1972
svk,2050000,1973
svk,2121000,1974
svk,2192000,1975
svk,2267000,1976
svk,2343000,1977
svk,2420000,1978
svk,2497000,1979
svk,2571000,1980
svk,2616000,1981
svk,2662000,1982
svk,2707000,1983
svk,2752000,1984
svk,2796000,1985
svk,2838000,1986
svk,2878000,1987
svk,2917000,1988
svk,2956000,1989
svk,2994000,1990
svk,2996000,1991
svk,2998000,1992
svk,3010000,1993
svk,3022000,1994
svk,3032000,1995
svk,3035000,1996
svk,3037000,1997
svk,3038000,1998
svk,3038000,1999
svk,3030000,2000
svk,3017000,2001
svk,3010000,2002
svk,3003000,2003
svk,2998000,2004
svk,2993000,2005
svk,2988000,2006
svk,2983000,2007
svk,2980000,2008
svk,2979000,2009
svk,2978000,2010
svk,2980000,2011
svn,445600,1960
svn,463300,1961
svn,479800,1962
svn,497700,1963
svn,516400,1964
svn,535900,1965
svn,557700,1966
svn,579500,1967
svn,600000,1968
svn,618800,1969
svn,638300,1970
svn,661900,1971
svn,686000,1972
svn,710700,1973
svn,733500,1974
svn,760000,1975
svn,792000,1976
svn,822500,1977
svn,852600,1978
svn,883100,1979
svn,913500,1980
svn,921800,1981
svn,929500,1982
svn,941300,1983
svn,952000,1984
svn,962700,1985
svn,977900,1986
svn,992900,1987
svn,998800,1988
svn,1003000,1989
svn,1007000,1990
svn,1008000,1991
svn,1008000,1992
svn,1006000,1993
svn,1006000,1994
svn,1007000,1995
svn,1007000,1996
svn,1006000,1997
svn,1005000,1998
svn,1006000,1999
svn,1009000,2000
svn,1010000,2001
svn,1010000,2002
svn,1009000,2003
svn,1009000,2004
svn,1010000,2005
svn,1011000,2006
svn,1014000,2007
svn,1014000,2008
svn,1021000,2009
svn,1023000,2010
svn,1025000,2011
slb,6861,1960
slb,7373,1961
slb,7966,1962
slb,8589,1963
slb,9242,1964
slb,9929,1965
slb,10700,1966
slb,11510,1967
slb,12380,1968
slb,13300,1969
slb,14290,1970
slb,14880,1971
slb,15510,1972
slb,16180,1973
slb,16870,1974
slb,17590,1975
slb,18810,1976
slb,20080,1977
slb,21410,1978
slb,22800,1979
slb,24240,1980
slb,25940,1981
slb,27720,1982
slb,29560,1983
slb,31460,1984
slb,33430,1985
slb,35110,1986
slb,36820,1987
slb,38590,1988
slb,40420,1989
slb,42330,1990
slb,44170,1991
slb,46090,1992
slb,48080,1993
slb,50140,1994
slb,52260,1995
slb,54560,1996
slb,56940,1997
slb,59400,1998
slb,61960,1999
slb,64620,2000
slb,68120,2001
slb,71780,2002
slb,75590,2003
slb,79550,2004
slb,83680,2005
slb,88150,2006
slb,92790,2007
slb,97590,2008
slb,102600,2009
slb,107700,2010
slb,113000,2011
som,487700,1960
som,514700,1961
som,542400,1962
som,571300,1963
som,601500,1964
som,633100,1965
som,667500,1966
som,704700,1967
som,743300,1968
som,781000,1969
som,816700,1970
som,847600,1971
som,874500,1972
som,907800,1973
som,962700,1974
som,1050000,1975
som,1164000,1976
som,1311000,1977
som,1471000,1978
som,1615000,1979
som,1722000,1980
som,1783000,1981
som,1803000,1982
som,1796000,1983
som,1785000,1984
som,1786000,1985
som,1809000,1986
som,1845000,1987
som,1888000,1988
som,1928000,1989
som,1957000,1990
som,1976000,1991
som,1987000,1992
som,1996000,1993
som,2015000,1994
som,2050000,1995
som,2107000,1996
som,2182000,1997
som,2271000,1998
som,2365000,1999
som,2460000,2000
som,2555000,2001
som,2650000,2002
som,2745000,2003
som,2842000,2004
som,2939000,2005
som,3042000,2006
som,3145000,2007
som,3251000,2008
som,3362000,2009
som,3479000,2010
som,3609000,2011
zaf,8107000,1960
zaf,8391000,1961
zaf,8652000,1962
zaf,8899000,1963
zaf,9137000,1964
zaf,9370000,1965
zaf,9599000,1966
zaf,9830000,1967
zaf,10070000,1968
zaf,10310000,1969
zaf,10560000,1970
zaf,10820000,1971
zaf,11080000,1972
zaf,11350000,1973
zaf,11620000,1974
zaf,11900000,1975
zaf,12170000,1976
zaf,12450000,1977
zaf,12730000,1978
zaf,13030000,1979
zaf,13350000,1980
zaf,13740000,1981
zaf,14140000,1982
zaf,14560000,1983
zaf,15000000,1984
zaf,15460000,1985
zaf,16030000,1986
zaf,16610000,1987
zaf,17190000,1988
zaf,17760000,1989
zaf,18320000,1990
zaf,18870000,1991
zaf,19450000,1992
zaf,20050000,1993
zaf,20670000,1994
zaf,21310000,1995
zaf,21990000,1996
zaf,22690000,1997
zaf,23430000,1998
zaf,24210000,1999
zaf,25030000,2000
zaf,25760000,2001
zaf,26340000,2002
zaf,26890000,2003
zaf,27430000,2004
zaf,27970000,2005
zaf,28500000,2006
zaf,29040000,2007
zaf,29580000,2008
zaf,30130000,2009
zaf,30770000,2010
zaf,31360000,2011
esp,17240000,1960
esp,17680000,1961
esp,18130000,1962
esp,18590000,1963
esp,19070000,1964
esp,19580000,1965
esp,20090000,1966
esp,20650000,1967
esp,21240000,1968
esp,21770000,1969
esp,22330000,1970
esp,22820000,1971
esp,23270000,1972
esp,23730000,1973
esp,24210000,1974
esp,24720000,1975
esp,25230000,1976
esp,25770000,1977
esp,26360000,1978
esp,26840000,1979
esp,27250000,1980
esp,27580000,1981
esp,27830000,1982
esp,28070000,1983
esp,28300000,1984
esp,28510000,1985
esp,28690000,1986
esp,28840000,1987
esp,29000000,1988
esp,29140000,1989
esp,29270000,1990
esp,29380000,1991
esp,29520000,1992
esp,29650000,1993
esp,29770000,1994
esp,29880000,1995
esp,29980000,1996
esp,30090000,1997
esp,30230000,1998
esp,30420000,1999
esp,30710000,2000
esp,31090000,2001
esp,31580000,2002
esp,32140000,2003
esp,32710000,2004
esp,33290000,2005
esp,33890000,2006
esp,34530000,2007
esp,35100000,2008
esp,35430000,2009
esp,35610000,2010
esp,35800000,2011
lka,1590000,1960
lka,1695000,1961
lka,1766000,1962
lka,1815000,1963
lka,1896000,1964
lka,1968000,1965
lka,2059000,1966
lka,2151000,1967
lka,2250000,1968
lka,2345000,1969
lka,2442000,1970
lka,2476000,1971
lka,2508000,1972
lka,2552000,1973
lka,2589000,1974
lka,2629000,1975
lka,2653000,1976
lka,2677000,1977
lka,2705000,1978
lka,2738000,1979
lka,2769000,1980
lka,2765000,1981
lka,2805000,1982
lka,2822000,1983
lka,2831000,1984
lka,2849000,1985
lka,2875000,1986
lka,2893000,1987
lka,2907000,1988
lka,2920000,1989
lka,2926000,1990
lka,2944000,1991
lka,2944000,1992
lka,2955000,1993
lka,2968000,1994
lka,2982000,1995
lka,2988000,1996
lka,2998000,1997
lka,3006000,1998
lka,3021000,1999
lka,3001000,2000
lka,2931000,2001
lka,2928000,2002
lka,2945000,2003
lka,2963000,2004
lka,2972000,2005
lka,3001000,2006
lka,3024000,2007
lka,3048000,2008
lka,3079000,2009
lka,3106000,2010
lka,3157000,2011
sdn,1250000,1960
sdn,963100,1961
sdn,1035000,1962
sdn,1110000,1963
sdn,1189000,1964
sdn,1271000,1965
sdn,1366000,1966
sdn,1467000,1967
sdn,1572000,1968
sdn,1684000,1969
sdn,1802000,1970
sdn,1913000,1971
sdn,2030000,1972
sdn,2155000,1973
sdn,2287000,1974
sdn,2426000,1975
sdn,2533000,1976
sdn,2645000,1977
sdn,2761000,1978
sdn,2884000,1979
sdn,3013000,1980
sdn,3211000,1981
sdn,3418000,1982
sdn,3634000,1983
sdn,3854000,1984
sdn,4076000,1985
sdn,4398000,1986
sdn,4733000,1987
sdn,5084000,1988
sdn,5455000,1989
sdn,5853000,1990
sdn,6212000,1991
sdn,6621000,1992
sdn,7060000,1993
sdn,7500000,1994
sdn,7909000,1995
sdn,8123000,1996
sdn,8331000,1997
sdn,8537000,1998
sdn,8743000,1999
sdn,8954000,2000
sdn,9171000,2001
sdn,9391000,2002
sdn,9615000,2003
sdn,9845000,2004
sdn,10080000,2005
sdn,10310000,2006
sdn,10500000,2007
sdn,10690000,2008
sdn,10890000,2009
sdn,11120000,2010
sdn,11410000,2011
sur,137200,1960
sur,140900,1961
sur,144700,1962
sur,148500,1963
sur,152400,1964
sur,156500,1965
sur,160200,1966
sur,163900,1967
sur,167300,1968
sur,169800,1969
sur,171100,1970
sur,174400,1971
sur,176500,1972
sur,177700,1973
sur,178900,1974
sur,180300,1975
sur,183800,1976
sur,187700,1977
sur,192100,1978
sur,196600,1979
sur,201200,1980
sur,203600,1981
sur,206100,1982
sur,209000,1983
sur,212400,1984
sur,216400,1985
sur,221100,1986
sur,226500,1987
sur,232300,1988
sur,238300,1989
sur,244200,1990
sur,249900,1991
sur,255500,1992
sur,261000,1993
sur,266600,1994
sur,272300,1995
sur,278100,1996
sur,284100,1997
sur,290200,1998
sur,296400,1999
sur,302700,2000
sur,309200,2001
sur,315800,2002
sur,322400,2003
sur,329000,2004
sur,335300,2005
sur,341300,2006
sur,347000,2007
sur,352600,2008
sur,358100,2009
sur,363700,2010
sur,369100,2011
swz,13620,1960
swz,15830,1961
swz,18080,1962
swz,20420,1963
swz,22860,1964
swz,25430,1965
swz,28630,1966
swz,32000,1967
swz,35550,1968
swz,39300,1969
swz,43260,1970
swz,48450,1971
swz,53950,1972
swz,59770,1973
swz,65920,1974
swz,72400,1975
swz,78770,1976
swz,85490,1977
swz,92560,1978
swz,99960,1979
swz,107700,1980
swz,115800,1981
swz,124200,1982
swz,133200,1983
swz,143000,1984
swz,153800,1985
swz,161900,1986
swz,170800,1987
swz,180100,1988
swz,189200,1989
swz,197700,1990
swz,203500,1991
swz,208500,1992
swz,213000,1993
swz,217400,1994
swz,222100,1995
swz,226100,1996
swz,230400,1997
swz,229900,1998
swz,229400,1999
swz,228800,2000
swz,227700,2001
swz,226500,2002
swz,225300,2003
swz,224200,2004
swz,223000,2005
swz,222000,2006
swz,221100,2007
swz,222400,2008
swz,223700,2009
swz,225000,2010
swz,227200,2011
swe,5423000,1960
swe,5520000,1961
swe,5619000,1962
swe,5721000,1963
swe,5834000,1964
swe,5959000,1965
swe,6078000,1966
swe,6188000,1967
swe,6286000,1968
swe,6393000,1969
swe,6517000,1970
swe,6590000,1971
swe,6637000,1972
swe,6676000,1973
swe,6723000,1974
swe,6778000,1975
swe,6808000,1976
swe,6838000,1977
swe,6864000,1978
swe,6885000,1979
swe,6905000,1980
swe,6913000,1981
swe,6918000,1982
swe,6921000,1983
swe,6928000,1984
swe,6939000,1985
swe,6955000,1986
swe,6979000,1987
swe,7011000,1988
swe,7058000,1989
swe,7112000,1990
swe,7174000,1991
swe,7228000,1992
swe,7283000,1993
swe,7348000,1994
swe,7399000,1995
swe,7414000,1996
swe,7422000,1997
swe,7430000,1998
swe,7439000,1999
swe,7455000,2000
swe,7480000,2001
swe,7510000,2002
swe,7543000,2003
swe,7578000,2004
swe,7614000,2005
swe,7670000,2006
swe,7741000,2007
swe,7815000,2008
swe,7895000,2009
swe,7977000,2010
swe,8055000,2011
che,2735000,1960
che,2807000,1961
che,2915000,1962
che,3014000,1963
che,3102000,1964
che,3175000,1965
che,3246000,1966
che,3324000,1967
che,3404000,1968
che,3482000,1969
che,3546000,1970
che,3565000,1971
che,3592000,1972
che,3618000,1973
che,3638000,1974
che,3636000,1975
che,3612000,1976
che,3596000,1977
che,3593000,1978
che,3597000,1979
che,3607000,1980
che,3730000,1981
che,3856000,1982
che,3977000,1983
che,4096000,1984
che,4219000,1985
che,4345000,1986
che,4477000,1987
che,4615000,1988
che,4758000,1989
che,4915000,1990
che,4982000,1991
che,5043000,1992
che,5094000,1993
che,5140000,1994
che,5180000,1995
che,5200000,1996
che,5209000,1997
che,5220000,1998
che,5242000,1999
che,5268000,2000
che,5303000,2001
che,5345000,2002
che,5387000,2003
che,5426000,2004
che,5463000,2005
che,5500000,2006
che,5552000,2007
che,5626000,2008
che,5700000,2009
che,5763000,2010
che,5828000,2011
syr,1700000,1960
syr,1764000,1961
syr,1854000,1962
syr,1949000,1963
syr,2048000,1964
syr,2152000,1965
syr,2262000,1966
syr,2378000,1967
syr,2499000,1968
syr,2627000,1969
syr,2760000,1970
syr,2879000,1971
syr,3002000,1972
syr,3130000,1973
syr,3263000,1974
syr,3400000,1975
syr,3541000,1976
syr,3685000,1977
syr,3835000,1978
syr,3993000,1979
syr,4160000,1980
syr,4328000,1981
syr,4505000,1982
syr,4688000,1983
syr,4876000,1984
syr,5065000,1985
syr,5253000,1986
syr,5443000,1987
syr,5635000,1988
syr,5830000,1989
syr,6030000,1990
syr,6239000,1991
syr,6453000,1992
syr,6670000,1993
syr,6887000,1994
syr,7100000,1995
syr,7328000,1996
syr,7553000,1997
syr,7784000,1998
syr,8032000,1999
syr,8306000,2000
syr,8608000,2001
syr,8936000,2002
syr,9278000,2003
syr,9617000,2004
syr,9941000,2005
syr,10220000,2006
syr,10500000,2007
syr,10780000,2008
syr,11080000,2009
syr,11380000,2010
syr,11670000,2011
tjk,691400,1960
tjk,725100,1961
tjk,762500,1962
tjk,802000,1963
tjk,842500,1964
tjk,883200,1965
tjk,922200,1966
tjk,961200,1967
tjk,1001000,1968
tjk,1042000,1969
tjk,1085000,1970
tjk,1112000,1971
tjk,1140000,1972
tjk,1168000,1973
tjk,1196000,1974
tjk,1223000,1975
tjk,1250000,1976
tjk,1276000,1977
tjk,1302000,1978
tjk,1328000,1979
tjk,1355000,1980
tjk,1385000,1981
tjk,1416000,1982
tjk,1448000,1983
tjk,1482000,1984
tjk,1518000,1985
tjk,1552000,1986
tjk,1587000,1987
tjk,1622000,1988
tjk,1653000,1989
tjk,1679000,1990
tjk,1685000,1991
tjk,1686000,1992
tjk,1682000,1993
tjk,1675000,1994
tjk,1668000,1995
tjk,1664000,1996
tjk,1660000,1997
tjk,1654000,1998
tjk,1646000,1999
tjk,1635000,2000
tjk,1650000,2001
tjk,1663000,2002
tjk,1676000,2003
tjk,1690000,2004
tjk,1706000,2005
tjk,1725000,2006
tjk,1747000,2007
tjk,1771000,2008
tjk,1797000,2009
tjk,1823000,2010
tjk,1853000,2011
tza,523800,1960
tza,560400,1961
tza,594000,1962
tza,629100,1963
tza,665900,1964
tza,704500,1965
tza,769800,1966
tza,838400,1967
tza,910800,1968
tza,987300,1969
tza,1068000,1970
tza,1195000,1971
tza,1330000,1972
tza,1473000,1973
tza,1623000,1974
tza,1781000,1975
tza,1951000,1976
tza,2129000,1977
tza,2316000,1978
tza,2513000,1979
tza,2720000,1980
tza,2892000,1981
tza,3072000,1982
tza,3261000,1983
tza,3458000,1984
tza,3663000,1985
tza,3872000,1986
tza,4089000,1987
tza,4316000,1988
tza,4556000,1989
tza,4811000,1990
tza,5060000,1991
tza,5323000,1992
tza,5597000,1993
tza,5874000,1994
tza,6151000,1995
tza,6433000,1996
tza,6713000,1997
tza,6997000,1998
tza,7289000,1999
tza,7594000,2000
tza,7921000,2001
tza,8264000,2002
tza,8623000,2003
tza,8999000,2004
tza,9394000,2005
tza,9825000,2006
tza,10280000,2007
tza,10750000,2008
tza,11260000,2009
tza,11780000,2010
tza,12360000,2011
tha,5445000,1960
tha,5569000,1961
tha,5772000,1962
tha,5983000,1963
tha,6202000,1964
tha,6429000,1965
tha,6671000,1966
tha,6920000,1967
tha,7176000,1968
tha,7440000,1969
tha,7711000,1970
tha,8157000,1971
tha,8618000,1972
tha,9094000,1973
tha,9580000,1974
tha,10070000,1975
tha,10590000,1976
tha,11110000,1977
tha,11640000,1978
tha,12170000,1979
tha,12720000,1980
tha,13110000,1981
tha,13500000,1982
tha,13890000,1983
tha,14290000,1984
tha,14700000,1985
tha,15130000,1986
tha,15560000,1987
tha,16000000,1988
tha,16410000,1989
