geo,colonandrectum_cancer_deaths_per_100000_men,time
mus,3.74,1990
mus,5.93,1991
mus,3.96,1992
mus,5.52,1993
mus,6.57,1994
mus,7.68,1995
mus,3.43,1996
mus,6.52,1997
mus,4.72,1998
mus,7.07,1999
mus,4.56,2000
mus,6.06,2001
mus,6.34,2002
mex,2.46,1966
mex,2.53,1967
mex,2.43,1971
mex,2.55,1972
mex,2.79,1973
mex,2.36,1974
mex,2.32,1979
mex,2.27,1980
mex,2.2,1981
mex,2.11,1982
mex,2.49,1983
mex,2.63,1984
mex,2.88,1985
mex,2.95,1986
mex,3.0,1987
mex,3.28,1988
mex,2.93,1989
mex,3.12,1990
mex,3.02,1991
mex,3.24,1992
mex,3.15,1993
mex,3.38,1994
mex,3.33,1995
mex,3.58,1996
mex,3.44,1997
mex,3.66,1998
mex,3.6,1999
mex,3.78,2000
mex,3.65,2001
mex,3.57,2002
mda,12.54,1981
mda,11.18,1982
mda,11.99,1985
mda,12.87,1986
mda,15.47,1987
mda,15.04,1988
mda,14.74,1989
mda,14.13,1990
mda,14.62,1991
mda,15.8,1992
mda,15.56,1993
mda,15.78,1994
mda,16.2,1995
mda,14.25,1996
mda,12.62,1997
mda,11.23,1998
mda,13.37,1999
mda,13.77,2000
mda,14.04,2001
mda,14.93,2002
mng,5.0,2002
mar,5.3,2002
moz,1.1,2002
mmr,3.3,2002
nam,4.0,2002
npl,3.0,2002
nld,17.35,1955
nld,15.86,1956
nld,16.21,1957
nld,17.03,1958
nld,15.69,1959
nld,17.32,1960
nld,16.07,1961
nld,16.39,1962
nld,17.71,1963
nld,18.18,1964
nld,17.09,1965
nld,17.61,1966
nld,17.14,1967
nld,18.58,1968
nld,18.2,1969
nld,17.86,1970
nld,17.86,1971
nld,17.64,1972
nld,18.84,1973
nld,18.56,1974
nld,19.74,1975
nld,19.48,1976
nld,18.72,1977
nld,18.8,1978
nld,18.81,1979
nld,18.37,1980
nld,18.61,1981
nld,18.69,1982
nld,18.57,1983
nld,18.26,1984
nld,18.91,1985
nld,18.76,1986
nld,19.8,1987
nld,18.43,1988
nld,18.65,1989
nld,16.63,1990
nld,18.48,1991
nld,17.94,1992
nld,17.94,1993
nld,17.72,1994
nld,17.63,1995
nld,17.65,1996
nld,18.12,1997
nld,17.94,1998
nld,18.02,1999
nld,17.13,2000
nld,16.52,2001
nld,17.05,2002
nzl,21.2,1955
nzl,20.25,1956
nzl,20.84,1957
nzl,19.36,1958
nzl,20.17,1959
nzl,19.23,1960
nzl,20.17,1961
nzl,20.01,1962
nzl,20.71,1963
nzl,19.59,1964
nzl,24.55,1965
nzl,20.91,1966
nzl,20.95,1967
nzl,23.19,1968
nzl,21.95,1969
nzl,25.86,1970
nzl,25.11,1971
nzl,24.98,1972
nzl,26.64,1973
nzl,25.74,1974
nzl,25.26,1975
nzl,23.83,1976
nzl,25.72,1977
nzl,25.38,1978
nzl,24.62,1979
nzl,26.11,1980
nzl,24.36,1981
nzl,24.68,1982
nzl,26.24,1983
nzl,26.53,1984
nzl,27.27,1985
nzl,25.21,1986
nzl,22.89,1987
nzl,24.87,1988
nzl,25.55,1989
nzl,24.75,1990
nzl,25.97,1991
nzl,26.63,1992
nzl,24.08,1993
nzl,25.59,1994
nzl,24.4,1995
nzl,24.43,1996
nzl,23.21,1997
nzl,22.18,1998
nzl,22.4,1999
nzl,20.77,2000
nzl,22.13,2001
nzl,21.11,2002
nic,2.06,1988
nic,1.22,1989
nic,2.31,1990
nic,2.14,1991
nic,2.92,1992
nic,2.36,1993
nic,2.45,1994
nic,4.05,1996
nic,1.85,1997
nic,1.89,1998
nic,1.85,1999
nic,1.54,2000
nic,3.41,2001
nic,2.42,2002
ner,4.4,2002
nga,5.4,2002
nor,12.65,1955
nor,11.45,1956
nor,11.73,1957
nor,11.86,1958
nor,12.58,1959
nor,11.94,1960
nor,12.55,1961
nor,12.27,1962
nor,13.22,1963
nor,12.74,1964
nor,14.56,1965
nor,13.07,1966
nor,13.33,1967
nor,14.95,1968
nor,15.22,1969
nor,14.99,1970
nor,16.68,1971
nor,15.6,1972
nor,15.52,1973
nor,13.99,1974
nor,14.63,1975
nor,15.76,1976
nor,17.1,1977
nor,17.27,1978
nor,16.61,1979
nor,18.31,1980
nor,18.38,1981
nor,17.98,1982
nor,17.8,1983
nor,18.73,1984
nor,18.04,1985
nor,20.36,1986
nor,18.65,1987
nor,21.36,1988
nor,19.63,1989
nor,19.01,1990
nor,19.99,1991
nor,21.32,1992
nor,20.38,1993
nor,19.78,1994
nor,20.26,1995
nor,19.23,1996
nor,19.56,1997
nor,19.07,1998
nor,18.23,1999
nor,18.79,2000
nor,18.92,2001
nor,19.43,2002
omn,2.9,2002
pak,3.2,2002
pan,5.52,1979
pan,7.36,1980
pan,5.66,1981
pan,5.31,1982
pan,3.41,1983
pan,4.74,1984
pan,4.68,1985
pan,4.97,1986
pan,5.66,1987
pan,7.33,1988
pan,7.45,1989
pan,5.03,1996
pan,5.73,1997
pan,5.14,1998
pan,5.64,1999
pan,6.87,2000
pan,7.1,2001
pan,5.82,2002
png,5.2,2002
pry,6.2,2002
per,7.1,2002
phl,12.1,2002
pol,4.66,1961
pol,4.79,1962
pol,6.02,1963
pol,6.49,1964
pol,7.17,1965
pol,6.88,1966
pol,7.02,1967
pol,7.9,1968
pol,8.45,1970
pol,8.88,1971
pol,11.72,1980
pol,11.83,1981
pol,12.41,1982
pol,12.78,1983
pol,12.92,1984
pol,13.87,1985
pol,13.08,1986
pol,13.53,1987
pol,14.85,1988
pol,14.18,1989
pol,15.06,1990
pol,15.4,1991
pol,15.15,1992
pol,15.8,1993
pol,16.04,1994
pol,16.53,1995
pol,16.67,1996
pol,17.8,1999
pol,18.03,2000
pol,18.61,2001
pol,18.84,2002
prt,12.83,1980
prt,13.86,1981
prt,13.36,1982
prt,11.01,1983
prt,13.89,1984
prt,15.08,1985
prt,14.13,1986
prt,13.82,1987
prt,13.43,1988
prt,15.37,1989
prt,16.21,1990
prt,14.5,1991
prt,15.09,1992
prt,15.7,1993
prt,16.7,1994
prt,17.84,1995
prt,17.63,1996
prt,17.99,1997
prt,18.22,1998
prt,18.7,1999
prt,17.74,2000
prt,19.74,2001
prt,19.37,2002
pri,10.5,2002
qat,8.4,2002
rou,7.83,1980
rou,8.14,1981
rou,7.98,1982
rou,8.42,1983
rou,8.88,1984
rou,8.47,1985
rou,9.33,1986
rou,9.11,1987
rou,10.0,1988
rou,9.31,1989
rou,9.71,1990
rou,9.58,1991
rou,10.04,1992
rou,10.84,1993
rou,10.79,1994
rou,11.45,1995
rou,11.7,1996
rou,11.91,1997
rou,12.32,1998
rou,12.27,1999
rou,12.76,2000
rou,14.32,2001
rou,14.27,2002
rus,13.95,1980
rus,13.71,1981
rus,14.05,1982
rus,14.55,1983
rus,15.37,1984
rus,15.32,1985
rus,15.74,1986
rus,16.07,1987
rus,16.51,1988
rus,16.76,1989
rus,17.11,1990
rus,17.65,1991
rus,17.58,1992
rus,18.64,1993
rus,18.45,1994
rus,18.06,1995
rus,17.73,1996
rus,17.93,1997
rus,18.27,1998
rus,18.64,1999
rus,18.92,2000
rus,18.8,2001
rus,19.08,2002
rwa,3.2,2002
wsm,9.7,2002
sau,6.0,2002
sen,2.3,2002
scg,17.0,2002
sle,4.7,2002
sgp,9.0,1966
sgp,15.45,1967
sgp,12.75,1968
sgp,10.03,1969
sgp,13.66,1970
sgp,11.12,1971
sgp,15.78,1972
sgp,12.32,1973
sgp,15.4,1974
sgp,16.73,1975
sgp,17.92,1976
sgp,17.06,1977
sgp,17.12,1978
sgp,18.05,1979
sgp,17.37,1980
sgp,16.26,1981
sgp,15.54,1982
sgp,18.92,1983
sgp,15.29,1984
sgp,17.64,1985
sgp,15.64,1986
sgp,18.45,1987
sgp,15.19,1988
sgp,22.43,1989
sgp,16.73,1990
sgp,19.14,1991
sgp,16.35,1992
sgp,19.79,1993
sgp,18.61,1994
sgp,21.07,1995
sgp,16.52,1996
sgp,16.94,1997
sgp,15.69,1998
sgp,15.79,1999
sgp,14.79,2000
sgp,16.08,2001
sgp,15.64,2002
svk,25.64,1992
svk,25.87,1993
svk,27.74,1994
svk,24.7,1995
svk,29.23,1996
svk,28.0,1997
svk,32.93,1998
svk,34.31,1999
svk,31.49,2000
svk,32.54,2001
svk,30.78,2002
svn,18.17,1985
svn,17.93,1986
svn,17.68,1987
svn,22.65,1988
svn,21.2,1989
svn,20.32,1990
svn,22.13,1991
svn,21.88,1992
svn,24.44,1993
svn,21.58,1994
svn,25.59,1995
svn,24.16,1996
svn,25.35,1997
svn,24.74,1998
svn,24.63,1999
svn,22.97,2000
svn,22.77,2001
svn,25.89,2002
slb,7.0,2002
som,6.1,2002
zaf,7.79,1993
zaf,7.4,1994
zaf,7.67,1995
zaf,8.07,1996
zaf,8.11,1997
zaf,8.01,1998
zaf,7.96,1999
zaf,7.55,2000
zaf,7.54,2001
zaf,7.12,2002
esp,6.45,1955
esp,6.2,1956
esp,6.44,1957
esp,6.66,1958
esp,6.53,1959
esp,8.25,1960
esp,8.37,1961
esp,8.73,1962
esp,8.92,1963
esp,9.29,1964
esp,9.31,1965
esp,8.5,1966
esp,8.62,1967
esp,9.34,1968
esp,9.46,1969
esp,8.68,1970
esp,9.55,1971
esp,9.33,1972
esp,10.26,1973
esp,10.38,1974
esp,10.42,1975
esp,10.38,1976
esp,10.9,1977
esp,10.88,1978
esp,10.81,1979
esp,9.52,1980
esp,9.77,1981
esp,9.68,1982
esp,10.39,1983
esp,10.81,1984
esp,11.3,1985
esp,11.69,1986
esp,12.48,1987
esp,13.29,1988
esp,12.9,1989
esp,14.22,1990
esp,14.46,1991
esp,14.57,1992
esp,15.77,1993
esp,15.97,1994
esp,16.55,1995
esp,16.43,1996
esp,16.4,1997
esp,17.18,1998
esp,17.36,1999
esp,17.39,2000
esp,17.7,2001
esp,17.62,2002
lka,3.2,2002
sdn,4.8,2002
sur,1.61,1979
sur,5.93,1980
sur,4.44,1981
sur,3.47,1982
sur,2.06,1984
sur,8.01,1985
sur,5.5,1986
sur,7.24,1987
sur,0.78,1988
sur,4.14,1989
sur,3.82,1990
sur,8.03,1991
sur,6.45,1992
sur,9.51,1995
sur,4.36,1996
sur,1.78,1997
sur,1.39,1998
sur,6.08,1999
sur,6.98,2000
sur,6.0,2002
swz,3.7,2002
swe,15.67,1955
swe,15.85,1956
swe,15.4,1957
swe,15.67,1958
swe,15.43,1959
swe,16.76,1960
swe,15.8,1961
swe,16.65,1962
swe,16.15,1963
swe,16.24,1964
swe,15.15,1965
swe,15.54,1966
swe,16.25,1967
swe,16.7,1968
swe,16.06,1969
swe,16.73,1970
swe,17.7,1971
swe,17.43,1972
swe,18.48,1973
swe,18.7,1974
swe,17.95,1975
swe,18.51,1976
swe,17.62,1977
swe,17.07,1978
swe,16.71,1979
swe,16.27,1980
swe,15.63,1981
swe,14.92,1982
swe,14.99,1983
swe,14.19,1984
swe,14.37,1985
swe,14.5,1986
swe,14.39,1987
swe,14.69,1988
swe,14.72,1989
swe,14.53,1990
swe,14.76,1991
swe,14.71,1992
swe,14.32,1993
swe,13.26,1994
swe,13.93,1995
swe,14.07,1996
swe,12.9,1997
swe,13.83,1998
swe,13.66,1999
swe,13.24,2000
swe,13.66,2001
swe,13.42,2002
che,19.74,1955
che,19.52,1956
che,18.92,1957
che,18.31,1958
che,20.05,1959
che,17.83,1960
che,19.28,1961
che,18.6,1962
che,18.43,1963
che,18.82,1964
che,19.14,1965
che,18.04,1966
che,19.55,1967
che,19.57,1968
che,20.93,1969
che,19.45,1970
che,20.09,1971
che,20.56,1972
che,19.1,1973
che,19.39,1974
che,19.16,1975
che,19.07,1976
che,18.15,1977
che,17.91,1978
che,17.98,1979
che,18.47,1980
che,18.15,1981
che,18.56,1982
che,18.6,1983
che,18.35,1984
che,18.84,1985
che,16.39,1986
che,18.32,1987
che,18.79,1988
che,17.73,1989
che,17.55,1990
che,16.74,1991
che,17.35,1992
che,18.3,1993
che,16.71,1994
che,15.74,1995
che,14.93,1996
che,14.39,1997
che,14.58,1998
che,14.2,1999
che,14.64,2000
che,13.51,2001
che,12.38,2002
syr,11.6,2002
tjk,4.59,1981
tjk,3.72,1982
tjk,5.51,1985
tjk,5.7,1986
tjk,5.96,1987
tjk,5.63,1988
tjk,6.34,1989
tjk,6.21,1990
tjk,4.8,1991
tjk,4.19,1992
tjk,5.66,1993
tjk,3.35,1994
tjk,3.34,1995
tjk,1.95,1996
tjk,4.16,1997
tjk,2.97,1998
tjk,3.6,1999
tjk,2.72,2000
tjk,2.44,2001
tjk,3.71,2002
tza,3.9,2002
tha,0.87,1966
tha,1.22,1967
tha,0.83,1968
tha,0.77,1969
tha,1.35,1970
tha,0.95,1971
tha,1.18,1972
tha,1.11,1973
tha,1.32,1974
tha,0.9,1975
tha,0.77,1977
tha,0.83,1978
tha,1.22,1979
tha,1.51,1980
tha,1.66,1981
tha,1.6,1982
tha,1.7,1983
tha,1.31,1984
tha,1.1,1985
tha,1.26,1986
tha,1.52,1987
tha,2.05,1990
tha,2.04,1991
tha,2.25,1992
tha,2.45,1994
tha,2.34,1995
tha,2.83,1996
tha,2.81,1997
tha,3.9,1998
tha,3.61,1999
tha,3.87,2000
tha,2.39,2002
tgo,4.7,2002
tto,8.96,1979
tto,8.82,1980
tto,8.69,1981
tto,6.82,1982
tto,7.78,1983
tto,8.79,1984
tto,9.18,1985
tto,12.72,1986
tto,9.21,1987
tto,8.69,1988
tto,8.4,1989
tto,13.62,1990
tto,11.47,1991
tto,11.41,1992
tto,9.4,1993
tto,9.3,1994
tto,14.9,1995
tto,13.14,1996
tto,11.71,1997
tto,9.05,1998
tto,11.48,1999
tto,11.43,2000
tto,13.26,2001
tto,10.44,2002
tun,5.8,2002
tur,5.8,2002
tkm,1.3,2002
uga,7.0,2002
ukr,12.61,1981
ukr,12.93,1982
ukr,14.23,1985
ukr,15.61,1986
ukr,15.9,1987
ukr,16.54,1988
ukr,16.1,1989
ukr,16.63,1990
ukr,17.19,1991
ukr,17.53,1992
ukr,17.39,1993
ukr,18.17,1994
ukr,17.58,1995
ukr,17.45,1996
ukr,17.04,1997
ukr,17.53,1998
ukr,18.35,1999
ukr,18.2,2000
ukr,18.09,2001
ukr,18.36,2002
are,7.7,2002
gbr,25.16,1955
gbr,23.47,1958
gbr,22.6,1959
gbr,22.42,1960
gbr,22.19,1961
gbr,22.1,1962
gbr,21.7,1967
gbr,22.21,1968
gbr,21.72,1969
gbr,21.61,1970
gbr,21.53,1971
gbr,21.78,1972
gbr,21.44,1973
gbr,21.66,1974
gbr,21.25,1975
gbr,21.91,1976
gbr,21.04,1977
gbr,20.55,1978
gbr,20.77,1979
gbr,20.28,1980
gbr,20.39,1981
gbr,19.74,1982
gbr,20.23,1983
gbr,21.16,1984
gbr,20.69,1985
gbr,20.21,1986
gbr,20.33,1987
gbr,20.56,1988
gbr,20.39,1989
gbr,20.28,1990
gbr,20.13,1991
gbr,20.59,1992
gbr,19.35,1993
gbr,18.55,1994
gbr,18.41,1995
gbr,17.86,1996
gbr,17.53,1997
gbr,17.21,1998
gbr,16.41,1999
gbr,16.06,2000
gbr,15.89,2001
gbr,15.71,2002
usa,18.15,1958
usa,18.2,1959
usa,18.24,1960
usa,18.39,1961
usa,18.3,1962
usa,18.06,1963
usa,18.2,1964
usa,18.5,1965
usa,18.34,1966
usa,18.14,1967
usa,18.29,1968
usa,18.48,1969
usa,18.34,1972
usa,17.93,1973
usa,18.58,1974
usa,18.23,1975
usa,18.43,1976
usa,18.5,1977
usa,18.04,1979
usa,18.14,1980
usa,17.75,1981
usa,17.68,1982
usa,17.78,1983
usa,17.81,1984
usa,17.62,1985
usa,17.19,1986
usa,17.17,1987
usa,16.66,1988
usa,16.46,1989
usa,16.42,1990
usa,15.95,1991
usa,15.84,1992
usa,15.57,1993
usa,15.48,1994
usa,15.24,1995
usa,14.75,1996
usa,14.48,1997
usa,14.21,1998
usa,14.01,1999
usa,13.84,2000
usa,13.53,2001
usa,13.48,2002
ury,18.68,1966
ury,17.33,1967
ury,17.19,1980
ury,17.71,1981
ury,15.73,1982
ury,17.99,1983
ury,17.39,1984
ury,17.85,1985
ury,17.73,1986
ury,18.31,1987
ury,17.69,1988
ury,18.59,1989
ury,16.73,1990
ury,17.68,1993
ury,16.9,1994
ury,17.22,1995
ury,18.63,1996
ury,17.63,1997
ury,16.15,1998
ury,17.63,1999
ury,18.25,2000
ury,16.69,2001
ury,17.34,2002
uzb,5.03,1981
uzb,5.15,1982
uzb,5.44,1985
uzb,4.78,1986
uzb,5.58,1987
uzb,5.08,1988
uzb,4.86,1989
uzb,4.77,1990
uzb,4.47,1991
uzb,4.76,1992
uzb,4.82,1993
uzb,4.0,1994
uzb,3.33,1995
uzb,3.75,1996
uzb,3.58,1997
uzb,3.48,1998
uzb,3.3,1999
uzb,3.31,2000
uzb,3.5,2002
vut,2.5,2002
ven,5.12,1955
ven,4.66,1956
ven,5.91,1957
ven,4.59,1958
ven,5.1,1959
ven,4.62,1960
ven,4.79,1961
ven,4.29,1962
ven,5.15,1963
ven,4.47,1964
ven,5.03,1965
ven,5.02,1966
ven,5.41,1967
ven,4.24,1970
ven,4.03,1971
ven,4.95,1972
ven,4.26,1973
ven,4.19,1974
ven,4.91,1976
ven,4.43,1977
ven,4.76,1978
ven,4.47,1979
ven,3.96,1980
ven,4.75,1981
ven,4.5,1982
ven,4.96,1983
ven,4.48,1985
ven,4.91,1986
ven,4.99,1987
ven,5.42,1988
ven,5.96,1989
ven,5.85,1990
ven,5.19,1992
ven,5.74,1993
ven,5.71,1994
ven,6.03,1996
ven,6.0,1997
ven,5.49,1998
ven,6.33,1999
ven,6.45,2000
ven,5.85,2001
ven,5.7,2002
vnm,7.6,2002
yem,5.6,2002
zmb,6.0,2002
zwe,6.5,2002
