food_supply_kilocalories_per_person_and_day,geo,time
1765,sle,1962
1874,sle,1963
1890,sle,1964
2047,sle,1965
2135,sle,1966
2181,sle,1967
2146,sle,1968
2158,sle,1969
2181,sle,1970
2152,sle,1971
2128,sle,1972
2092,sle,1973
2060,sle,1974
2077,sle,1975
2042,sle,1976
2072,sle,1977
2064,sle,1978
2051,sle,1979
2077,sle,1980
2066,sle,1981
2061,sle,1982
1951,sle,1983
1929,sle,1984
1947,sle,1985
1970,sle,1986
1980,sle,1987
1935,sle,1988
1946,sle,1989
1942,sle,1990
1960,sle,1991
1936,sle,1992
1957,sle,1993
2033,sle,1994
2034,sle,1995
2060,sle,1996
2076,sle,1997
2038,sle,1998
2001,sle,1999
1966,sle,2000
1974,sle,2001
2020,sle,2002
2041,sle,2003
2077,sle,2004
2076,sle,2005
2137,sle,2006
2170,sle,2007
2818,svk,1993
3015,svk,1994
2864,svk,1995
2927,svk,1996
2939,svk,1997
3037,svk,1998
2922,svk,1999
2796,svk,2000
2801,svk,2001
2786,svk,2002
2772,svk,2003
2815,svk,2004
2858,svk,2005
2904,svk,2006
2893,svk,2007
2670,svn,1992
2849,svn,1993
2892,svn,1994
2946,svn,1995
3076,svn,1996
2943,svn,1997
2855,svn,1998
3068,svn,1999
3052,svn,2000
3058,svn,2001
3079,svn,2002
3106,svn,2003
3182,svn,2004
3226,svn,2005
3212,svn,2006
3223,svn,2007
2185,slb,1961
2179,slb,1962
2204,slb,1963
2296,slb,1964
2238,slb,1965
2256,slb,1966
2294,slb,1967
2277,slb,1968
2263,slb,1969
2270,slb,1970
2223,slb,1971
2203,slb,1972
2188,slb,1973
2230,slb,1974
2184,slb,1975
2185,slb,1976
2206,slb,1977
2199,slb,1978
2266,slb,1979
2218,slb,1980
2187,slb,1981
2237,slb,1982
2219,slb,1983
2236,slb,1984
2243,slb,1985
2222,slb,1986
2220,slb,1987
2201,slb,1988
2178,slb,1989
2081,slb,1990
2146,slb,1991
2144,slb,1992
2125,slb,1993
2208,slb,1994
2338,slb,1995
2272,slb,1996
2354,slb,1997
2351,slb,1998
2321,slb,1999
2320,slb,2000
2342,slb,2001
2409,slb,2002
2435,slb,2003
2417,slb,2004
2435,slb,2005
2446,slb,2006
2422,slb,2007
2669,zaf,1961
2613,zaf,1962
2722,zaf,1963
2755,zaf,1964
2864,zaf,1965
2758,zaf,1966
2703,zaf,1967
2752,zaf,1968
2793,zaf,1969
2818,zaf,1970
2787,zaf,1971
2859,zaf,1972
2902,zaf,1973
2876,zaf,1974
2897,zaf,1975
2851,zaf,1976
2841,zaf,1977
2850,zaf,1978
2818,zaf,1979
2862,zaf,1980
2831,zaf,1981
2913,zaf,1982
2840,zaf,1983
2845,zaf,1984
2889,zaf,1985
2823,zaf,1986
2930,zaf,1987
2877,zaf,1988
2831,zaf,1989
2835,zaf,1990
2823,zaf,1991
2800,zaf,1992
2843,zaf,1993
2829,zaf,1994
2814,zaf,1995
2800,zaf,1996
2817,zaf,1997
2847,zaf,1998
2834,zaf,1999
2886,zaf,2000
2913,zaf,2001
2903,zaf,2002
2939,zaf,2003
2950,zaf,2004
2965,zaf,2005
2993,zaf,2006
2998,zaf,2007
2632,esp,1961
2727,esp,1962
2699,esp,1963
2665,esp,1964
2638,esp,1965
2708,esp,1966
2730,esp,1967
2721,esp,1968
2640,esp,1969
2732,esp,1970
2771,esp,1971
2796,esp,1972
2877,esp,1973
3014,esp,1974
2988,esp,1975
2999,esp,1976
2980,esp,1977
3023,esp,1978
3080,esp,1979
3062,esp,1980
2999,esp,1981
3088,esp,1982
3054,esp,1983
3080,esp,1984
3125,esp,1985
3069,esp,1986
3166,esp,1987
3237,esp,1988
3238,esp,1989
3283,esp,1990
3381,esp,1991
3361,esp,1992
3312,esp,1993
3280,esp,1994
3266,esp,1995
3354,esp,1996
3325,esp,1997
3355,esp,1998
3383,esp,1999
3378,esp,2000
3362,esp,2001
3373,esp,2002
3347,esp,2003
3345,esp,2004
3308,esp,2005
3232,esp,2006
3272,esp,2007
2051,lka,1961
2077,lka,1962
2122,lka,1963
2229,lka,1964
2235,lka,1965
2286,lka,1966
2318,lka,1967
2318,lka,1968
2282,lka,1969
2264,lka,1970
2201,lka,1971
2160,lka,1972
2187,lka,1973
2178,lka,1974
2163,lka,1975
2175,lka,1976
2194,lka,1977
2257,lka,1978
2311,lka,1979
2280,lka,1980
2242,lka,1981
2257,lka,1982
2316,lka,1983
2297,lka,1984
2318,lka,1985
2294,lka,1986
2235,lka,1987
2250,lka,1988
2209,lka,1989
2172,lka,1990
2191,lka,1991
2156,lka,1992
2097,lka,1993
2292,lka,1994
2221,lka,1995
2242,lka,1996
2278,lka,1997
2302,lka,1998
2394,lka,1999
2331,lka,2000
2380,lka,2001
2364,lka,2002
2369,lka,2003
2284,lka,2004
2404,lka,2005
2410,lka,2006
2361,lka,2007
1582,sdn,1961
1790,sdn,1962
1719,sdn,1963
1758,sdn,1964
1597,sdn,1965
1603,sdn,1966
1721,sdn,1967
1764,sdn,1968
1803,sdn,1969
1928,sdn,1970
1929,sdn,1971
1914,sdn,1972
1973,sdn,1973
2016,sdn,1974
1874,sdn,1975
1924,sdn,1976
1997,sdn,1977
2131,sdn,1978
2054,sdn,1979
2037,sdn,1980
2035,sdn,1981
1922,sdn,1982
2002,sdn,1983
1767,sdn,1984
1968,sdn,1985
2011,sdn,1986
1932,sdn,1987
2011,sdn,1988
1918,sdn,1989
1890,sdn,1990
1995,sdn,1991
1979,sdn,1992
2049,sdn,1993
2087,sdn,1994
2109,sdn,1995
2107,sdn,1996
2091,sdn,1997
2085,sdn,1998
2085,sdn,1999
2105,sdn,2000
2148,sdn,2001
2171,sdn,2002
2187,sdn,2003
2190,sdn,2004
2237,sdn,2005
2280,sdn,2006
2282,sdn,2007
1910,sur,1961
1934,sur,1962
1980,sur,1963
2229,sur,1964
2176,sur,1965
2117,sur,1966
2182,sur,1967
2211,sur,1968
2279,sur,1969
2226,sur,1970
2216,sur,1971
2225,sur,1972
2221,sur,1973
2228,sur,1974
2220,sur,1975
2252,sur,1976
2276,sur,1977
2295,sur,1978
2281,sur,1979
2404,sur,1980
2310,sur,1981
2335,sur,1982
2466,sur,1983
2650,sur,1984
2618,sur,1985
2427,sur,1986
2473,sur,1987
2426,sur,1988
2413,sur,1989
2391,sur,1990
2492,sur,1991
2447,sur,1992
2468,sur,1993
2432,sur,1994
2485,sur,1995
2514,sur,1996
2473,sur,1997
2501,sur,1998
2412,sur,1999
2448,sur,2000
2394,sur,2001
2438,sur,2002
2457,sur,2003
2463,sur,2004
2482,sur,2005
2429,sur,2006
2492,sur,2007
2232,swz,1961
2189,swz,1962
2136,swz,1963
2119,swz,1964
2173,swz,1965
2162,swz,1966
2098,swz,1967
2242,swz,1968
2242,swz,1969
2297,swz,1970
2271,swz,1971
2275,swz,1972
2372,swz,1973
2386,swz,1974
2430,swz,1975
2492,swz,1976
2359,swz,1977
2402,swz,1978
2377,swz,1979
2373,swz,1980
2385,swz,1981
2446,swz,1982
2405,swz,1983
2455,swz,1984
2380,swz,1985
2431,swz,1986
2418,swz,1987
2416,swz,1988
2410,swz,1989
2397,swz,1990
2377,swz,1991
2368,swz,1992
2254,swz,1993
2269,swz,1994
2149,swz,1995
2191,swz,1996
2237,swz,1997
2228,swz,1998
2292,swz,1999
2268,swz,2000
2326,swz,2001
2278,swz,2002
2288,swz,2003
2337,swz,2004
2325,swz,2005
2305,swz,2006
2292,swz,2007
2829,swe,1961
2804,swe,1962
2800,swe,1963
2867,swe,1964
2861,swe,1965
2878,swe,1966
2861,swe,1967
2826,swe,1968
2807,swe,1969
2876,swe,1970
2907,swe,1971
2863,swe,1972
2863,swe,1973
2886,swe,1974
2931,swe,1975
3009,swe,1976
2968,swe,1977
2934,swe,1978
2967,swe,1979
2989,swe,1980
2965,swe,1981
2981,swe,1982
2984,swe,1983
3054,swe,1984
2982,swe,1985
2961,swe,1986
2901,swe,1987
2955,swe,1988
2978,swe,1989
2973,swe,1990
2941,swe,1991
3051,swe,1992
3135,swe,1993
3092,swe,1994
3085,swe,1995
3055,swe,1996
3089,swe,1997
3073,swe,1998
3119,swe,1999
3100,swe,2000
3121,swe,2001
3113,swe,2002
3114,swe,2003
3104,swe,2004
3126,swe,2005
3112,swe,2006
3110,swe,2007
3545,che,1961
3460,che,1962
3381,che,1963
3423,che,1964
3420,che,1965
3420,che,1966
3286,che,1967
3403,che,1968
3409,che,1969
3483,che,1970
3439,che,1971
3514,che,1972
3536,che,1973
3416,che,1974
3228,che,1975
3312,che,1976
3487,che,1977
3434,che,1978
3383,che,1979
3491,che,1980
3500,che,1981
3459,che,1982
3432,che,1983
3389,che,1984
3384,che,1985
3398,che,1986
3410,che,1987
3405,che,1988
3386,che,1989
3403,che,1990
3313,che,1991
3385,che,1992
3337,che,1993
3317,che,1994
3297,che,1995
3349,che,1996
3328,che,1997
3322,che,1998
3276,che,1999
3435,che,2000
3373,che,2001
3405,che,2002
3412,che,2003
3394,che,2004
3369,che,2005
3428,che,2006
3465,che,2007
1998,syr,1961
2131,syr,1962
2119,syr,1963
2206,syr,1964
2145,syr,1965
2162,syr,1966
2256,syr,1967
2311,syr,1968
2374,syr,1969
2352,syr,1970
2453,syr,1971
2493,syr,1972
2414,syr,1973
2536,syr,1974
2571,syr,1975
2653,syr,1976
2742,syr,1977
2785,syr,1978
2840,syr,1979
2960,syr,1980
3034,syr,1981
3100,syr,1982
3030,syr,1983
2986,syr,1984
3000,syr,1985
2974,syr,1986
2880,syr,1987
2878,syr,1988
2752,syr,1989
2806,syr,1990
2818,syr,1991
2868,syr,1992
2819,syr,1993
2820,syr,1994
2912,syr,1995
3009,syr,1996
3014,syr,1997
3062,syr,1998
3064,syr,1999
3055,syr,2000
3013,syr,2001
3036,syr,2002
3013,syr,2003
3033,syr,2004
3061,syr,2005
3053,syr,2006
3034,syr,2007
2092,tjk,1992
2102,tjk,1993
1953,tjk,1994
2007,tjk,1995
1836,tjk,1996
1969,tjk,1997
1916,tjk,1998
1973,tjk,1999
1912,tjk,2000
1853,tjk,2001
1945,tjk,2002
2047,tjk,2003
2098,tjk,2004
2081,tjk,2005
2181,tjk,2006
2118,tjk,2007
1746,tza,1961
1758,tza,1962
1775,tza,1963
1700,tza,1964
1747,tza,1965
1821,tza,1966
1714,tza,1967
1707,tza,1968
1708,tza,1969
1711,tza,1970
1678,tza,1971
1698,tza,1972
1816,tza,1973
1901,tza,1974
2170,tza,1975
2222,tza,1976
2217,tza,1977
2208,tza,1978
2232,tza,1979
2220,tza,1980
2190,tza,1981
2220,tza,1982
2215,tza,1983
2251,tza,1984
2260,tza,1985
2225,tza,1986
2244,tza,1987
2188,tza,1988
2242,tza,1989
2121,tza,1990
2155,tza,1991
2043,tza,1992
2015,tza,1993
1986,tza,1994
1933,tza,1995
1945,tza,1996
1907,tza,1997
1976,tza,1998
1980,tza,1999
1929,tza,2000
1946,tza,2001
1978,tza,2002
1932,tza,2003
1928,tza,2004
1985,tza,2005
2034,tza,2006
2032,tza,2007
1843,tha,1961
1876,tha,1962
1935,tha,1963
1962,tha,1964
1966,tha,1965
2052,tha,1966
1987,tha,1967
1998,tha,1968
2039,tha,1969
2062,tha,1970
2062,tha,1971
2112,tha,1972
2148,tha,1973
2129,tha,1974
2145,tha,1975
2185,tha,1976
2199,tha,1977
2190,tha,1978
2205,tha,1979
2231,tha,1980
2262,tha,1981
2156,tha,1982
2218,tha,1983
2207,tha,1984
2135,tha,1985
2106,tha,1986
2106,tha,1987
2203,tha,1988
2121,tha,1989
2175,tha,1990
2243,tha,1991
2316,tha,1992
2298,tha,1993
2354,tha,1994
2410,tha,1995
2428,tha,1996
2453,tha,1997
2468,tha,1998
2424,tha,1999
2443,tha,2000
2451,tha,2001
2468,tha,2002
2489,tha,2003
2508,tha,2004
2513,tha,2005
2536,tha,2006
2539,tha,2007
1742,tls,1961
1749,tls,1962
1691,tls,1963
1659,tls,1964
1693,tls,1965
1766,tls,1966
1726,tls,1967
1744,tls,1968
1798,tls,1969
1713,tls,1970
1697,tls,1971
1674,tls,1972
1699,tls,1973
1698,tls,1974
1722,tls,1975
1760,tls,1976
1885,tls,1977
1998,tls,1978
2116,tls,1979
2078,tls,1980
2139,tls,1981
2152,tls,1982
2131,tls,1983
2161,tls,1984
2122,tls,1985
2114,tls,1986
2104,tls,1987
2113,tls,1988
2102,tls,1989
1837,tls,1990
1966,tls,1991
2015,tls,1992
2067,tls,1993
2041,tls,1994
2078,tls,1995
1954,tls,1996
1983,tls,1997
1870,tls,1998
1910,tls,1999
1932,tls,2000
2001,tls,2001
2127,tls,2002
2079,tls,2003
2080,tls,2004
2014,tls,2005
1968,tls,2006
2066,tls,2007
2054,tgo,1961
2207,tgo,1962
2144,tgo,1963
2217,tgo,1964
2270,tgo,1965
2226,tgo,1966
2299,tgo,1967
2179,tgo,1968
2052,tgo,1969
2075,tgo,1970
2174,tgo,1971
2147,tgo,1972
2026,tgo,1973
1904,tgo,1974
1855,tgo,1975
1783,tgo,1976
1757,tgo,1977
1854,tgo,1978
1992,tgo,1979
2002,tgo,1980
1976,tgo,1981
1924,tgo,1982
1813,tgo,1983
1842,tgo,1984
1982,tgo,1985
1799,tgo,1986
1707,tgo,1987
1874,tgo,1988
1898,tgo,1989
2010,tgo,1990
1856,tgo,1991
1816,tgo,1992
1878,tgo,1993
1947,tgo,1994
1966,tgo,1995
2024,tgo,1996
2049,tgo,1997
1998,tgo,1998
2021,tgo,1999
2012,tgo,2000
2029,tgo,2001
2061,tgo,2002
2072,tgo,2003
2121,tgo,2004
2133,tgo,2005
2145,tgo,2006
2161,tgo,2007
2296,tto,1961
2387,tto,1962
2409,tto,1963
2425,tto,1964
2457,tto,1965
2460,tto,1966
2401,tto,1967
2288,tto,1968
2424,tto,1969
2395,tto,1970
2460,tto,1971
2460,tto,1972
2527,tto,1973
2634,tto,1974
2585,tto,1975
2702,tto,1976
2690,tto,1977
2816,tto,1978
2807,tto,1979
2992,tto,1980
2970,tto,1981
2988,tto,1982
2994,tto,1983
2997,tto,1984
2872,tto,1985
3011,tto,1986
2923,tto,1987
2771,tto,1988
2680,tto,1989
2631,tto,1990
2671,tto,1991
2543,tto,1992
2515,tto,1993
2517,tto,1994
2561,tto,1995
2592,tto,1996
2563,tto,1997
2598,tto,1998
2599,tto,1999
2689,tto,2000
2727,tto,2001
2691,tto,2002
2716,tto,2003
2716,tto,2004
2710,tto,2005
2704,tto,2006
2725,tto,2007
2092,tun,1961
2157,tun,1962
2213,tun,1963
2214,tun,1964
2294,tun,1965
2217,tun,1966
2364,tun,1967
2356,tun,1968
2282,tun,1969
2319,tun,1970
2402,tun,1971
2558,tun,1972
2555,tun,1973
2639,tun,1974
2624,tun,1975
2575,tun,1976
2672,tun,1977
2745,tun,1978
2758,tun,1979
2883,tun,1980
2796,tun,1981
2795,tun,1982
2930,tun,1983
2987,tun,1984
3003,tun,1985
3077,tun,1986
3060,tun,1987
3110,tun,1988
3111,tun,1989
3122,tun,1990
3094,tun,1991
3134,tun,1992
3163,tun,1993
3122,tun,1994
3149,tun,1995
3229,tun,1996
3282,tun,1997
3336,tun,1998
3413,tun,1999
3238,tun,2000
3297,tun,2001
3228,tun,2002
3271,tun,2003
3292,tun,2004
3296,tun,2005
3314,tun,2006
3326,tun,2007
2881,tur,1961
2836,tur,1962
2924,tur,1963
2914,tur,1964
2899,tur,1965
2994,tur,1966
2962,tur,1967
2975,tur,1968
2945,tur,1969
3017,tur,1970
3078,tur,1971
3123,tur,1972
3032,tur,1973
3034,tur,1974
3138,tur,1975
3204,tur,1976
3141,tur,1977
3138,tur,1978
3209,tur,1979
3278,tur,1980
3182,tur,1981
3256,tur,1982
3274,tur,1983
3271,tur,1984
3476,tur,1985
3473,tur,1986
3543,tur,1987
3581,tur,1988
3584,tur,1989
3634,tur,1990
3582,tur,1991
3565,tur,1992
3577,tur,1993
3571,tur,1994
3552,tur,1995
3519,tur,1996
3435,tur,1997
3482,tur,1998
3441,tur,1999
3481,tur,2000
3440,tur,2001
3430,tur,2002
3413,tur,2003
3434,tur,2004
3434,tur,2005
3495,tur,2006
3517,tur,2007
2788,tkm,1992
2550,tkm,1993
2550,tkm,1994
2557,tkm,1995
2524,tkm,1996
2598,tkm,1997
2512,tkm,1998
2609,tkm,1999
2605,tkm,2000
2609,tkm,2001
2672,tkm,2002
2727,tkm,2003
2749,tkm,2004
2761,tkm,2005
2771,tkm,2006
2731,tkm,2007
2313,uga,1961
2274,uga,1962
2299,uga,1963
2263,uga,1964
2315,uga,1965
2178,uga,1966
2372,uga,1967
2387,uga,1968
2357,uga,1969
2417,uga,1970
2377,uga,1971
2422,uga,1972
2309,uga,1973
2349,uga,1974
2349,uga,1975
2389,uga,1976
2356,uga,1977
2266,uga,1978
2127,uga,1979
2030,uga,1980
2087,uga,1981
2209,uga,1982
2309,uga,1983
2168,uga,1984
2063,uga,1985
2074,uga,1986
2119,uga,1987
2182,uga,1988
2300,uga,1989
2331,uga,1990
2284,uga,1991
2234,uga,1992
2261,uga,1993
2253,uga,1994
2260,uga,1995
2158,uga,1996
2181,uga,1997
2293,uga,1998
2231,uga,1999
2250,uga,2000
2258,uga,2001
2316,uga,2002
2321,uga,2003
2297,uga,2004
2288,uga,2005
2243,uga,2006
2211,uga,2007
3367,ukr,1992
3243,ukr,1993
2980,ukr,1994
2883,ukr,1995
2800,ukr,1996
2854,ukr,1997
2830,ukr,1998
2782,ukr,1999
2897,ukr,2000
2989,ukr,2001
3048,ukr,2002
3052,ukr,2003
3191,ukr,2004
3216,ukr,2005
3251,ukr,2006
3224,ukr,2007
2891,are,1961
2775,are,1962
2758,are,1963
2642,are,1964
2623,are,1965
2994,are,1966
2655,are,1967
3027,are,1968
3025,are,1969
3058,are,1970
2848,are,1971
2910,are,1972
3148,are,1973
3145,are,1974
3159,are,1975
3172,are,1976
3162,are,1977
3215,are,1978
3220,are,1979
3307,are,1980
3370,are,1981
3442,are,1982
3310,are,1983
3422,are,1984
3193,are,1985
3267,are,1986
3326,are,1987
3256,are,1988
3252,are,1989
3231,are,1990
3108,are,1991
3154,are,1992
3188,are,1993
3268,are,1994
3151,are,1995
3122,are,1996
3121,are,1997
3150,are,1998
3220,are,1999
3167,are,2000
3062,are,2001
3131,are,2002
3151,are,2003
3079,are,2004
3066,are,2005
3177,are,2006
3171,are,2007
3241,gbr,1961
3206,gbr,1962
3230,gbr,1963
3210,gbr,1964
3240,gbr,1965
3242,gbr,1966
3222,gbr,1967
3223,gbr,1968
3238,gbr,1969
3278,gbr,1970
3245,gbr,1971
3171,gbr,1972
3237,gbr,1973
3120,gbr,1974
3126,gbr,1975
3170,gbr,1976
3157,gbr,1977
3095,gbr,1978
3164,gbr,1979
3116,gbr,1980
3099,gbr,1981
3119,gbr,1982
3131,gbr,1983
3128,gbr,1984
3194,gbr,1985
3211,gbr,1986
3227,gbr,1987
3247,gbr,1988
3218,gbr,1989
3242,gbr,1990
3208,gbr,1991
3269,gbr,1992
3216,gbr,1993
3233,gbr,1994
3184,gbr,1995
3268,gbr,1996
3328,gbr,1997
3355,gbr,1998
3408,gbr,1999
3370,gbr,2000
3416,gbr,2001
3434,gbr,2002
3418,gbr,2003
3451,gbr,2004
3431,gbr,2005
3437,gbr,2006
3458,gbr,2007
2881,usa,1961
2860,usa,1962
2863,usa,1963
2929,usa,1964
2926,usa,1965
2958,usa,1966
2983,usa,1967
3007,usa,1968
3039,usa,1969
3035,usa,1970
3058,usa,1971
3068,usa,1972
3045,usa,1973
3035,usa,1974
3038,usa,1975
3168,usa,1976
3148,usa,1977
3162,usa,1978
3222,usa,1979
3188,usa,1980
3230,usa,1981
3205,usa,1982
3246,usa,1983
3293,usa,1984
3398,usa,1985
3367,usa,1986
3462,usa,1987
3460,usa,1988
3434,usa,1989
3486,usa,1990
3509,usa,1991
3539,usa,1992
3578,usa,1993
3634,usa,1994
3544,usa,1995
3550,usa,1996
3609,usa,1997
3618,usa,1998
3650,usa,1999
3732,usa,2000
3684,usa,2001
3754,usa,2002
3751,usa,2003
3785,usa,2004
3796,usa,2005
3766,usa,2006
3748,usa,2007
2795,ury,1961
2709,ury,1962
2773,ury,1963
2948,ury,1964
2781,ury,1965
2814,ury,1966
2704,ury,1967
2796,ury,1968
2943,ury,1969
3028,ury,1970
2872,ury,1971
2893,ury,1972
2781,ury,1973
2907,ury,1974
2978,ury,1975
2881,ury,1976
2697,ury,1977
2699,ury,1978
2881,ury,1979
2864,ury,1980
2864,ury,1981
2789,ury,1982
2572,ury,1983
2668,ury,1984
2642,ury,1985
2555,ury,1986
2614,ury,1987
2589,ury,1988
2494,ury,1989
2509,ury,1990
2683,ury,1991
2773,ury,1992
2763,ury,1993
2770,ury,1994
2697,ury,1995
2784,ury,1996
2747,ury,1997
2790,ury,1998
2834,ury,1999
2831,ury,2000
2795,ury,2001
2783,ury,2002
2771,ury,2003
2750,ury,2004
2805,ury,2005
2819,ury,2006
2829,ury,2007
3095,ussr,1961
3158,ussr,1962
3204,ussr,1963
3206,ussr,1964
3214,ussr,1965
3209,ussr,1966
3240,ussr,1967
3300,ussr,1968
3300,ussr,1969
3354,ussr,1970
3330,ussr,1971
3284,ussr,1972
3324,ussr,1973
3357,ussr,1974
3341,ussr,1975
3396,ussr,1976
3358,ussr,1977
3378,ussr,1978
3375,ussr,1979
3369,ussr,1980
3344,ussr,1981
3367,ussr,1982
3378,ussr,1983
3380,ussr,1984
3373,ussr,1985
3357,ussr,1986
3397,ussr,1987
3389,ussr,1988
3343,ussr,1989
3364,ussr,1990
3027,ussr,1991
2716,uzb,1992
2707,uzb,1993
2594,uzb,1994
2654,uzb,1995
2909,uzb,1996
2442,uzb,1997
2509,uzb,1998
2399,uzb,1999
2381,uzb,2000
2273,uzb,2001
2298,uzb,2002
2359,uzb,2003
2392,uzb,2004
2477,uzb,2005
2516,uzb,2006
2581,uzb,2007
2449,vut,1961
2521,vut,1962
2541,vut,1963
2492,vut,1964
2518,vut,1965
2469,vut,1966
2624,vut,1967
2538,vut,1968
2604,vut,1969
2546,vut,1970
2630,vut,1971
2584,vut,1972
2562,vut,1973
2619,vut,1974
2477,vut,1975
2391,vut,1976
2492,vut,1977
2578,vut,1978
2645,vut,1979
2572,vut,1980
2494,vut,1981
2531,vut,1982
2599,vut,1983
2713,vut,1984
2759,vut,1985
2670,vut,1986
2638,vut,1987
2545,vut,1988
2491,vut,1989
2561,vut,1990
2524,vut,1991
2492,vut,1992
2549,vut,1993
2535,vut,1994
2546,vut,1995
2574,vut,1996
2634,vut,1997
2642,vut,1998
2638,vut,1999
2633,vut,2000
2617,vut,2001
2640,vut,2002
2687,vut,2003
2691,vut,2004
2715,vut,2005
2710,vut,2006
2740,vut,2007
2162,ven,1961
2128,ven,1962
2145,ven,1963
2305,ven,1964
2267,ven,1965
2219,ven,1966
2234,ven,1967
2267,ven,1968
2332,ven,1969
2341,ven,1970
2323,ven,1971
2269,ven,1972
2265,ven,1973
2281,ven,1974
2391,ven,1975
2462,ven,1976
2602,ven,1977
2598,ven,1978
2663,ven,1979
2845,ven,1980
2758,ven,1981
2575,ven,1982
2612,ven,1983
2755,ven,1984
2634,ven,1985
2397,ven,1986
2570,ven,1987
2766,ven,1988
2299,ven,1989
2387,ven,1990
2447,ven,1991
2546,ven,1992
2427,ven,1993
2397,ven,1994
2457,ven,1995
2402,ven,1996
2304,ven,1997
2378,ven,1998
2366,ven,1999
2479,ven,2000
2531,ven,2001
2254,ven,2002
2448,ven,2003
2555,ven,2004
2557,ven,2005
2556,ven,2006
2632,ven,2007
2304,pse,1996
2292,pse,1997
2292,pse,1998
2209,pse,1999
2146,pse,2000
2144,pse,2001
2186,pse,2002
2215,pse,2003
2238,pse,2004
2218,pse,2005
2168,pse,2006
2020,pse,2007
1876,vnm,1961
1939,vnm,1962
1944,vnm,1963
1937,vnm,1964
1946,vnm,1965
1927,vnm,1966
1940,vnm,1967
1963,vnm,1968
1980,vnm,1969
2056,vnm,1970
2001,vnm,1971
1977,vnm,1972
2012,vnm,1973
2021,vnm,1974
1914,vnm,1975
1939,vnm,1976
1872,vnm,1977
1824,vnm,1978
1978,vnm,1979
1988,vnm,1980
2064,vnm,1981
2011,vnm,1982
2038,vnm,1983
2095,vnm,1984
2075,vnm,1985
2132,vnm,1986
2065,vnm,1987
2065,vnm,1988
2067,vnm,1989
2098,vnm,1990
2086,vnm,1991
2097,vnm,1992
2291,vnm,1993
2303,vnm,1994
2333,vnm,1995
2330,vnm,1996
2270,vnm,1997
2404,vnm,1998
2465,vnm,1999
2493,vnm,2000
2537,vnm,2001
2542,vnm,2002
2623,vnm,2003
2686,vnm,2004
2720,vnm,2005
2771,vnm,2006
2816,vnm,2007
1740,yem,1961
1742,yem,1962
1754,yem,1963
1756,yem,1964
1771,yem,1965
1777,yem,1966
1768,yem,1967
1760,yem,1968
1779,yem,1969
1756,yem,1970
1740,yem,1971
1737,yem,1972
1759,yem,1973
1762,yem,1974
1760,yem,1975
1822,yem,1976
1882,yem,1977
1971,yem,1978
1943,yem,1979
1908,yem,1980
1915,yem,1981
1979,yem,1982
1951,yem,1983
2001,yem,1984
1956,yem,1985
2033,yem,1986
2059,yem,1987
2143,yem,1988
2098,yem,1989
1961,yem,1990
1947,yem,1991
2028,yem,1992
2019,yem,1993
1982,yem,1994
1977,yem,1995
1968,yem,1996
1983,yem,1997
2010,yem,1998
2008,yem,1999
2014,yem,2000
2017,yem,2001
2006,yem,2002
2017,yem,2003
2017,yem,2004
2009,yem,2005
2020,yem,2006
2068,yem,2007
2211,zmb,1961
2208,zmb,1962
2159,zmb,1963
2111,zmb,1964
2096,zmb,1965
2231,zmb,1966
2257,zmb,1967
2285,zmb,1968
2301,zmb,1969
2279,zmb,1970
2311,zmb,1971
2324,zmb,1972
2370,zmb,1973
2372,zmb,1974
2378,zmb,1975
2365,zmb,1976
2466,zmb,1977
2350,zmb,1978
2327,zmb,1979
2302,zmb,1980
2268,zmb,1981
2167,zmb,1982
2162,zmb,1983
2141,zmb,1984
2040,zmb,1985
2045,zmb,1986
2042,zmb,1987
2068,zmb,1988
2062,zmb,1989
2042,zmb,1990
2006,zmb,1991
1981,zmb,1992
1945,zmb,1993
1988,zmb,1994
2016,zmb,1995
1980,zmb,1996
1912,zmb,1997
1865,zmb,1998
1900,zmb,1999
1892,zmb,2000
1884,zmb,2001
1885,zmb,2002
1868,zmb,2003
1873,zmb,2004
1894,zmb,2005
1889,zmb,2006
1873,zmb,2007
2102,zwe,1961
2144,zwe,1962
2133,zwe,1963
2124,zwe,1964
2131,zwe,1965
2136,zwe,1966
2246,zwe,1967
2262,zwe,1968
2212,zwe,1969
2276,zwe,1970
2301,zwe,1971
2324,zwe,1972
2308,zwe,1973
2307,zwe,1974
2254,zwe,1975
2281,zwe,1976
2296,zwe,1977
2278,zwe,1978
2249,zwe,1979
2290,zwe,1980
2217,zwe,1981
2223,zwe,1982
2183,zwe,1983
2132,zwe,1984
2086,zwe,1985
2054,zwe,1986
2015,zwe,1987
2049,zwe,1988
2048,zwe,1989
2022,zwe,1990
1981,zwe,1991
1947,zwe,1992
1924,zwe,1993
1941,zwe,1994
1913,zwe,1995
1944,zwe,1996
1966,zwe,1997
1972,zwe,1998
1953,zwe,1999
1960,zwe,2000
2009,zwe,2001
2073,zwe,2002
2107,zwe,2003
2135,zwe,2004
2170,zwe,2005
2214,zwe,2006
2238,zwe,2007
