murdered_15_29_per_100000_people,geo,time
1.1,aut,1991
1.729,aut,1992
1.572,aut,1993
0.7643,aut,1994
0.7869,aut,1995
0.5952,aut,1996
0.7767,aut,1997
0.9518,aut,1998
0.4792,aut,1999
0.786,aut,2000
0.5921,aut,2001
1.047,aut,2002
0.6125,aut,2003
0.5381,aut,2004
0.5822,aut,2005
0.5743,aut,2006
0.6938,aut,2007
0.3839,aut,2008
3.248,aze,1981
3.177,aze,1982
2.5,aze,1985
2.942,aze,1986
3.02,aze,1987
3.55,aze,1988
2.008,aze,1989
8.588,aze,1990
7.054,aze,1991
120.3,aze,1992
108.2,aze,1993
174.3,aze,1994
19.07,aze,1995
14.29,aze,1996
13.31,aze,1997
11.4,aze,1998
9.189,aze,1999
4.634,aze,2000
0.0,bhr,1985
1.27,bhr,1987
0.0,bhr,1988
0.7024,bhr,1997
1.158,bhr,1998
0.6669,bhr,1999
1.383,bhr,2000
0.9115,bhr,2001
4.617,blr,1981
6.328,blr,1982
4.334,blr,1985
5.15,blr,1986
5.539,blr,1987
5.501,blr,1988
8.032,blr,1989
9.41,blr,1990
7.674,blr,1991
9.925,blr,1992
10.8,blr,1993
11.9,blr,1994
12.58,blr,1995
11.76,blr,1997
12.85,blr,1998
12.12,blr,1999
10.56,blr,2000
9.201,blr,2001
9.534,blr,2002
6.846,blr,2003
3.922,blr,2007
0.7267,bel,1954
0.6736,bel,1955
0.5793,bel,1956
0.5303,bel,1957
0.6499,bel,1958
0.5844,bel,1959
0.6044,bel,1960
0.4935,bel,1961
0.4465,bel,1962
0.6207,bel,1963
0.633,bel,1964
0.8558,bel,1965
0.8005,bel,1966
1.015,bel,1967
0.7348,bel,1968
0.6421,bel,1969
1.113,bel,1970
1.146,bel,1971
1.242,bel,1972
0.9736,bel,1973
0.9627,bel,1974
1.021,bel,1975
0.9618,bel,1976
0.8235,bel,1977
1.633,bel,1978
1.919,bel,1979
1.667,bel,1980
1.219,bel,1981
0.8103,bel,1982
1.291,bel,1983
1.634,bel,1984
2.348,bel,1985
1.96,bel,1986
1.565,bel,1987
1.323,bel,1988
1.868,bel,1989
1.264,bel,1990
2.016,bel,1991
1.565,bel,1992
2.523,bel,1993
1.692,bel,1994
1.714,bel,1995
2.025,bel,1996
2.421,bel,1997
2.27,bel,1998
2.309,bel,1999
1.923,bel,2004
0.08371,bih,1985
0.2424,bih,1986
0.4079,bih,1987
0.1613,bih,1988
0.0,bih,1989
0.07551,bih,1990
0.1575,bih,1991
20.52,bra,1982
22.61,bra,1983
26.09,bra,1984
26.29,bra,1985
29.09,bra,1986
29.8,bra,1987
29.43,bra,1988
37.16,bra,1989
41.38,bra,1990
38.12,bra,1991
34.33,bra,1992
36.75,bra,1993
39.96,bra,1994
44.41,bra,1995
45.26,bra,1996
47.36,bra,1997
49.59,bra,1998
49.45,bra,1999
52.45,bra,2000
54.36,bra,2001
56.46,bra,2002
57.28,bra,2003
53.67,bra,2004
51.89,bra,2005
2.261,bgr,1964
2.524,bgr,1965
3.088,bgr,1966
2.48,bgr,1967
2.649,bgr,1968
3.668,bgr,1969
2.517,bgr,1970
3.587,bgr,1971
3.15,bgr,1972
2.953,bgr,1973
3.335,bgr,1974
3.012,bgr,1975
2.615,bgr,1976
2.462,bgr,1977
2.968,bgr,1978
2.159,bgr,1979
3.38,bgr,1980
3.669,bgr,1981
4.314,bgr,1982
3.163,bgr,1983
3.712,bgr,1984
3.325,bgr,1985
3.292,bgr,1986
2.944,bgr,1987
2.665,bgr,1988
3.205,bgr,1989
4.104,bgr,1990
4.889,bgr,1991
5.645,bgr,1992
5.653,bgr,1993
5.877,bgr,1994
6.048,bgr,1995
5.886,bgr,1996
4.36,bgr,1997
3.916,bgr,1998
2.76,bgr,1999
3.48,bgr,2000
2.887,bgr,2001
2.281,bgr,2002
2.556,bgr,2003
2.892,bgr,2004
1.402,bgr,2005
1.27,bgr,2006
1.406,bgr,2007
1.626,bgr,2008
0.8336,can,1950
1.0,can,1951
0.8763,can,1952
1.153,can,1953
1.44,can,1954
1.105,can,1955
1.169,can,1956
1.162,can,1957
1.489,can,1958
1.399,can,1959
1.652,can,1960
1.18,can,1961
1.624,can,1962
1.629,can,1963
1.684,can,1964
1.588,can,1965
1.47,can,1966
1.912,can,1967
2.272,can,1968
2.553,can,1969
2.344,can,1970
3.003,can,1971
3.295,can,1972
3.17,can,1973
3.351,can,1974
3.793,can,1975
2.835,can,1976
3.472,can,1977
3.381,can,1978
3.205,can,1979
2.415,can,1980
2.832,can,1981
3.087,can,1982
2.747,can,1983
2.81,can,1984
2.902,can,1985
2.456,can,1986
2.734,can,1987
2.47,can,1988
3.12,can,1989
2.907,can,1990
3.314,can,1991
2.703,can,1992
2.437,can,1993
2.72,can,1994
1.99,can,1995
2.309,can,1996
2.124,can,1997
2.046,can,1998
2.012,can,1999
2.272,can,2000
2.503,can,2001
2.486,can,2002
2.69,can,2003
2.575,can,2004
5.107,chl,1955
6.267,chl,1956
7.705,chl,1957
6.766,chl,1958
4.713,chl,1959
6.582,chl,1960
8.23,chl,1961
1.877,chl,1962
1.842,chl,1963
2.943,chl,1964
2.134,chl,1965
8.534,chl,1966
2.224,chl,1967
9.281,chl,1968
6.202,chl,1969
4.898,chl,1970
4.646,chl,1971
5.818,chl,1972
7.515,chl,1973
2.439,chl,1974
2.421,chl,1975
2.002,chl,1976
1.992,chl,1977
2.965,chl,1978
2.927,chl,1979
2.685,chl,1980
4.1,chl,1981
3.847,chl,1982
4.247,chl,1983
3.716,chl,1984
4.452,chl,1985
3.879,chl,1986
3.475,chl,1987
4.258,chl,1988
3.672,chl,1989
3.911,chl,1990
4.471,chl,1991
3.841,chl,1992
3.957,chl,1993
3.829,chl,1994
4.687,chl,1995
4.781,chl,1996
3.544,chl,1997
4.226,chl,1998
4.539,chl,1999
9.264,chl,2000
9.685,chl,2001
10.44,chl,2002
9.403,chl,2003
8.122,chl,2004
9.497,chl,2005
53.03,col,1953
43.94,col,1954
57.37,col,1955
64.35,col,1956
71.2,col,1957
89.17,col,1958
66.82,col,1959
54.61,col,1960
60.94,col,1961
60.16,col,1962
53.98,col,1963
46.59,col,1964
47.83,col,1965
41.13,col,1966
40.23,col,1967
31.02,col,1968
25.88,col,1969
34.75,col,1972
35.35,col,1974
33.38,col,1975
35.21,col,1976
41.04,col,1977
54.14,col,1984
69.99,col,1985
82.37,col,1986
79.12,col,1987
94.41,col,1988
110.1,col,1989
123.7,col,1990
157.4,col,1991
157.0,col,1992
155.6,col,1993
147.4,col,1994
114.9,col,1995
117.1,col,1996
103.4,col,1997
113.4,col,1998
116.6,col,1999
128.3,col,2000
131.5,col,2001
138.6,col,2002
89.47,col,2004
75.74,col,2005
70.46,col,2006
5.959,cri,1962
5.194,cri,1963
6.307,cri,1964
4.333,cri,1965
8.087,cri,1966
3.054,cri,1967
4.174,cri,1968
6.033,cri,1969
2.387,cri,1970
8.209,cri,1971
4.229,cri,1972
4.182,cri,1973
3.63,cri,1974
8.113,cri,1975
11.01,cri,1976
7.036,cri,1977
5.518,cri,1978
5.316,cri,1979
9.853,cri,1980
5.319,cri,1981
5.872,cri,1982
6.475,cri,1983
6.887,cri,1984
7.38,cri,1985
5.894,cri,1986
6.044,cri,1987
5.612,cri,1988
4.603,cri,1989
5.656,cri,1990
4.667,cri,1991
6.802,cri,1992
6.778,cri,1993
7.95,cri,1994
7.529,cri,1995
6.66,cri,1996
6.725,cri,1997
8.536,cri,1998
9.421,cri,1999
10.17,cri,2000
9.194,cri,2001
7.752,cri,2002
10.3,cri,2003
8.342,cri,2004
9.551,cri,2005
10.78,cri,2006
1.497,hrv,1985
1.905,hrv,1986
2.253,hrv,1987
1.785,hrv,1988
2.658,hrv,1989
2.164,hrv,1990
5.208,hrv,1991
6.072,hrv,1992
6.0,hrv,1993
4.316,hrv,1994
4.39,hrv,1995
3.282,hrv,1996
2.063,hrv,1997
3.705,hrv,1998
2.064,hrv,1999
1.611,hrv,2000
1.438,hrv,2001
1.115,hrv,2002
1.512,hrv,2003
1.292,hrv,2004
1.011,hrv,2005
1.845,hrv,2006
1.021,hrv,2007
1.89,hrv,2008
11.56,cub,1964
7.884,cub,1968
6.924,cub,1969
7.048,cub,1970
8.348,cub,1971
7.224,cub,1972
6.036,cub,1973
6.391,cub,1974
7.029,cub,1975
6.842,cub,1976
7.606,cub,1977
10.22,cub,1992
12.1,cub,1993
13.5,cub,1994
13.1,cub,1995
10.79,cub,1996
12.14,cub,1997
11.83,cub,1998
8.307,cub,1999
8.53,cub,2000
9.282,cub,2001
9.132,cub,2002
9.159,cub,2003
8.321,cub,2004
9.296,cub,2005
7.289,cub,2006
6.933,cub,2007
0.0,cyp,1999
1.347,cyp,2000
1.122,cyp,2004
1.664,cyp,2005
2.177,cyp,2006
0.9964,cyp,2007
1.102,cze,1986
1.25,cze,1987
0.903,cze,1988
1.09,cze,1989
1.909,cze,1990
2.352,cze,1991
1.781,cze,1992
2.481,cze,1993
2.009,cze,1994
1.374,cze,1995
1.82,cze,1996
1.501,cze,1997
1.92,cze,1998
1.441,cze,1999
0.9977,cze,2000
1.542,cze,2001
1.164,cze,2002
0.9096,cze,2003
0.9043,cze,2004
0.6417,cze,2005
0.5537,cze,2006
0.9055,cze,2007
1.167,cze,2008
0.2319,dnk,1951
0.4344,dnk,1952
0.9062,dnk,1953
0.4535,dnk,1954
0.4481,dnk,1955
0.5591,dnk,1956
0.547,dnk,1957
0.5617,dnk,1958
0.437,dnk,1959
0.7222,dnk,1960
0.1993,dnk,1961
0.1948,dnk,1962
0.9228,dnk,1963
0.1754,dnk,1964
1.043,dnk,1965
0.2715,dnk,1966
0.3712,dnk,1967
0.4366,dnk,1968
0.6978,dnk,1969
0.9225,dnk,1970
0.9954,dnk,1971
0.2473,dnk,1972
0.8399,dnk,1973
0.9063,dnk,1974
0.503,dnk,1975
0.5221,dnk,1976
1.064,dnk,1977
0.7025,dnk,1978
1.496,dnk,1979
1.581,dnk,1980
0.9501,dnk,1981
1.926,dnk,1982
1.124,dnk,1983
1.465,dnk,1984
1.461,dnk,1985
1.033,dnk,1986
1.347,dnk,1987
1.594,dnk,1988
1.091,dnk,1989
1.523,dnk,1990
1.532,dnk,1991
1.334,dnk,1992
1.596,dnk,1993
1.03,dnk,1994
1.414,dnk,1995
1.731,dnk,1996
1.176,dnk,1997
0.486,dnk,1998
1.498,dnk,1999
1.342,dnk,2000
0.8609,dnk,2001
1.068,dnk,2002
0.608,dnk,2003
0.7329,dnk,2004
1.361,dnk,2005
1.351,dnk,2006
2.283,egy,1973
1.626,egy,1974
1.56,egy,1975
1.767,egy,1976
2.174,egy,1977
1.19,egy,1978
0.9301,egy,1979
0.8963,egy,1980
0.5563,egy,1987
0.1302,egy,2000
0.146,egy,2008
102.2,slv,2005
106.3,slv,2006
9.125,est,1981
7.957,est,1982
7.392,est,1985
7.014,est,1986
6.77,est,1987
6.182,est,1988
11.15,est,1989
13.42,est,1990
12.52,est,1991
25.31,est,1992
31.48,est,1993
31.27,est,1994
30.37,est,1995
22.32,est,1996
15.72,est,1997
15.79,est,1998
11.4,est,1999
13.98,est,2000
10.37,est,2001
5.764,est,2002
8.554,est,2003
3.975,est,2004
5.806,est,2005
3.984,est,2006
5.251,est,2007
3.585,est,2008
3.785,fin,1952
2.944,fin,1953
3.027,fin,1954
3.052,fin,1955
2.494,fin,1956
1.912,fin,1957
1.475,fin,1958
1.274,fin,1959
3.067,fin,1960
1.783,fin,1961
2.493,fin,1962
2.201,fin,1963
2.189,fin,1964
1.598,fin,1965
1.111,fin,1966
2.224,fin,1967
1.732,fin,1968
3.138,fin,1969
2.281,fin,1970
2.441,fin,1971
3.398,fin,1972
3.226,fin,1973
2.647,fin,1974
4.057,fin,1975
3.892,fin,1976
2.701,fin,1977
2.563,fin,1978
2.771,fin,1979
3.345,fin,1980
2.885,fin,1981
2.227,fin,1982
1.996,fin,1983
2.281,fin,1984
2.516,fin,1985
3.201,fin,1986
2.948,fin,1987
2.381,fin,1988
2.846,fin,1989
3.369,fin,1990
2.687,fin,1991
3.845,fin,1992
3.289,fin,1993
2.37,fin,1994
3.372,fin,1995
4.227,fin,1996
2.338,fin,1997
1.86,fin,1998
1.556,fin,1999
2.987,fin,2000
2.062,fin,2001
2.573,fin,2002
1.716,fin,2003
2.314,fin,2004
0.9943,fin,2005
1.997,fin,2006
2.226,fin,2007
2.798,fin,2008
0.6293,fra,1950
0.4883,fra,1952
0.4515,fra,1953
0.5775,fra,1954
0.5662,fra,1955
0.8622,fra,1956
3.552,fra,1957
3.632,fra,1958
2.697,fra,1959
2.174,fra,1960
3.349,fra,1961
1.895,fra,1962
0.6529,fra,1963
0.9183,fra,1964
0.8427,fra,1965
0.6958,fra,1966
0.904,fra,1967
0.7576,fra,1968
0.6651,fra,1969
0.6726,fra,1970
0.7433,fra,1971
0.7752,fra,1972
0.8024,fra,1973
0.8277,fra,1974
0.9627,fra,1975
1.03,fra,1976
1.04,fra,1977
1.021,fra,1978
1.184,fra,1979
1.099,fra,1980
0.9613,fra,1981
1.198,fra,1982
1.32,fra,1983
1.346,fra,1984
1.093,fra,1985
1.259,fra,1986
1.092,fra,1987
0.9175,fra,1988
0.938,fra,1989
1.01,fra,1990
0.8808,fra,1991
0.9555,fra,1992
1.211,fra,1993
1.205,fra,1994
1.031,fra,1995
0.9989,fra,1996
0.8619,fra,1997
0.7093,fra,1998
0.5429,fra,1999
0.7785,fra,2000
0.9938,fra,2001
0.8923,fra,2002
0.7765,fra,2003
0.6657,fra,2004
0.7514,fra,2005
0.8064,fra,2006
0.7006,fra,2007
3.44,geo,1981
2.319,geo,1982
2.5,geo,1985
1.864,geo,1986
2.981,geo,1987
3.271,geo,1988
5.654,geo,1989
2.871,geo,1990
2.043,geo,1991
0.3886,geo,1992
0.2397,geo,1994
0.0,geo,1995
0.6579,geo,1996
2.289,geo,1997
7.737,geo,1998
5.247,geo,1999
3.52,geo,2000
4.156,geo,2001
0.984,deu,1990
1.198,deu,1991
1.275,deu,1992
1.256,deu,1993
1.215,deu,1994
1.343,deu,1995
1.38,deu,1996
1.041,deu,1997
0.9088,deu,1998
1.018,deu,1999
0.7879,deu,2000
0.7163,deu,2001
0.733,deu,2002
0.6543,deu,2003
0.6978,deu,2004
0.5775,deu,2005
0.5261,deu,2006
1.31,grc,1961
1.433,grc,1962
1.009,grc,1963
0.9647,grc,1964
1.335,grc,1965
1.009,grc,1966
1.075,grc,1967
0.779,grc,1968
0.8828,grc,1969
0.7756,grc,1970
0.7402,grc,1971
0.5316,grc,1972
0.9353,grc,1973
0.6363,grc,1974
1.298,grc,1975
0.8709,grc,1976
0.6505,grc,1977
0.615,grc,1978
0.9776,grc,1979
0.876,grc,1980
0.9067,grc,1981
1.237,grc,1982
1.12,grc,1983
1.215,grc,1984
1.513,grc,1985
1.137,grc,1986
1.006,grc,1987
1.316,grc,1988
1.03,grc,1989
1.603,grc,1990
1.835,grc,1991
1.148,grc,1992
1.113,grc,1993
1.189,grc,1994
1.605,grc,1995
1.473,grc,1996
1.643,grc,1997
1.019,grc,1998
1.141,grc,1999
1.1,grc,2000
0.8003,grc,2001
0.6567,grc,2002
0.9486,grc,2003
1.048,grc,2004
0.8502,grc,2005
0.8585,grc,2006
1.013,grc,2007
1.472,grc,2008
20.22,gtm,1963
19.65,gtm,1964
15.55,gtm,1965
25.71,gtm,1966
37.53,gtm,1967
29.5,gtm,1968
23.52,gtm,1969
32.0,gtm,1970
33.72,gtm,1971
0.6696,gtm,1974
1.607,gtm,1977
37.94,gtm,1979
162.2,gtm,1980
190.3,gtm,1981
5.041,gtm,1984
35.18,gtm,1986
42.74,gtm,1987
42.98,gtm,1988
35.32,gtm,1989
32.19,gtm,1990
32.2,gtm,1991
31.57,gtm,1992
30.3,gtm,1993
36.87,gtm,1994
33.93,gtm,1995
37.5,gtm,1996
53.06,gtm,1997
47.57,gtm,1998
31.01,gtm,1999
35.2,gtm,2000
37.54,gtm,2001
46.14,gtm,2002
56.29,gtm,2003
56.04,gtm,2004
70.61,gtm,2005
69.46,gtm,2006
2.629,hun,1955
3.335,hun,1956
6.957,hun,1957
4.718,hun,1958
3.642,hun,1959
1.706,hun,1960
2.754,hun,1961
2.387,hun,1962
2.085,hun,1963
2.377,hun,1964
1.891,hun,1965
2.075,hun,1966
1.916,hun,1967
1.855,hun,1968
1.776,hun,1969
2.12,hun,1970
1.599,hun,1971
1.342,hun,1972
1.547,hun,1973
1.715,hun,1974
1.418,hun,1975
1.595,hun,1976
1.53,hun,1977
1.755,hun,1978
1.764,hun,1979
1.952,hun,1980
1.561,hun,1981
2.304,hun,1982
1.377,hun,1983
2.093,hun,1984
2.499,hun,1985
1.886,hun,1986
2.055,hun,1987
2.272,hun,1988
1.691,hun,1989
1.982,hun,1990
2.273,hun,1991
2.507,hun,1992
2.517,hun,1993
1.979,hun,1994
1.904,hun,1995
1.605,hun,1996
2.165,hun,1997
1.727,hun,1998
1.629,hun,1999
1.326,hun,2000
0.9711,hun,2001
1.089,hun,2002
1.316,hun,2003
0.9611,hun,2004
0.7411,hun,2005
0.796,hun,2006
0.8542,hun,2007
1.02,hun,2008
0.3011,irl,1950
0.1427,irl,1951
0.3338,irl,1952
0.5154,irl,1953
0.353,irl,1954
0.0,irl,1955
0.1864,irl,1956
0.3431,irl,1957
0.2024,irl,1958
0.0,irl,1959
0.3621,irl,1960
0.4328,irl,1961
0.0,irl,1962
0.1973,irl,1963
0.7638,irl,1964
0.1352,irl,1965
0.9267,irl,1966
0.0,irl,1967
0.5394,irl,1968
0.8607,irl,1969
0.3529,irl,1970
0.8685,irl,1971
0.8846,irl,1972
0.5899,irl,1973
0.5547,irl,1974
1.057,irl,1975
0.5512,irl,1976
1.627,irl,1977
1.353,irl,1978
0.9952,irl,1979
0.9987,irl,1980
5.822,irl,1981
1.191,irl,1982
0.8471,irl,1983
0.9684,irl,1984
1.079,irl,1985
1.305,irl,1986
1.932,irl,1987
1.107,irl,1988
1.744,irl,1989
1.023,irl,1990
0.4839,irl,1991
1.333,irl,1992
0.5729,irl,1993
0.5945,irl,1994
1.533,irl,1995
0.7018,irl,1996
1.177,irl,1997
1.853,irl,1998
1.526,irl,1999
1.614,irl,2000
1.697,irl,2001
2.29,irl,2002
1.736,irl,2003
0.9164,irl,2004
1.565,irl,2005
2.356,irl,2006
2.521,irl,2007
1.262,irl,2008
2.403,isr,1975
2.992,isr,1976
2.12,isr,1977
3.382,isr,1978
3.151,isr,1979
2.78,isr,1980
3.349,isr,1981
2.956,isr,1982
3.743,isr,1983
2.473,isr,1984
2.879,isr,1985
2.486,isr,1986
2.055,isr,1987
2.216,isr,1988
4.176,isr,1989
2.759,isr,1990
1.027,isr,1991
1.725,isr,1992
3.897,isr,1993
3.488,isr,1994
2.024,isr,1995
1.193,isr,1996
0.8827,isr,1997
1.136,isr,1998
2.533,isr,1999
4.802,isr,2000
9.248,isr,2001
10.36,isr,2002
7.706,isr,2003
4.562,isr,2004
4.474,isr,2005
3.678,isr,2006
2.113,ita,1951
1.813,ita,1952
1.808,ita,1953
2.039,ita,1954
1.642,ita,1955
2.287,ita,1956
1.586,ita,1957
1.544,ita,1958
1.535,ita,1959
1.528,ita,1960
1.228,ita,1961
1.147,ita,1962
1.175,ita,1963
1.014,ita,1964
0.9561,ita,1965
0.8431,ita,1966
0.9002,ita,1967
0.8708,ita,1968
0.9407,ita,1969
0.8559,ita,1970
1.23,ita,1971
1.218,ita,1972
1.613,ita,1973
1.513,ita,1974
1.657,ita,1975
2.066,ita,1976
2.124,ita,1977
2.162,ita,1978
2.204,ita,1979
2.512,ita,1980
2.897,ita,1981
3.129,ita,1982
2.684,ita,1983
2.133,ita,1984
2.135,ita,1985
1.475,ita,1986
1.954,ita,1987
2.36,ita,1988
2.945,ita,1989
3.36,ita,1990
3.959,ita,1991
2.698,ita,1992
2.01,ita,1993
1.953,ita,1994
1.914,ita,1995
2.111,ita,1996
1.63,ita,1997
1.764,ita,1998
1.68,ita,1999
1.383,ita,2000
1.281,ita,2001
1.22,ita,2002
1.511,ita,2003
1.141,ita,2006
1.314,ita,2007
2.405,jpn,1950
2.471,jpn,1951
2.437,jpn,1952
2.503,jpn,1953
2.834,jpn,1954
3.065,jpn,1955
2.528,jpn,1956
2.591,jpn,1957
2.669,jpn,1958
2.685,jpn,1959
2.454,jpn,1960
2.279,jpn,1961
2.065,jpn,1962
1.818,jpn,1963
1.762,jpn,1964
1.549,jpn,1965
1.551,jpn,1966
1.482,jpn,1967
1.366,jpn,1968
1.428,jpn,1969
1.111,jpn,1970
1.076,jpn,1971
1.101,jpn,1972
0.9782,jpn,1973
0.8934,jpn,1974
0.8265,jpn,1975
0.7406,jpn,1976
0.7463,jpn,1977
0.6338,jpn,1978
0.6692,jpn,1979
0.4807,jpn,1980
0.5789,jpn,1981
0.434,jpn,1982
0.5619,jpn,1983
0.6427,jpn,1984
0.4163,jpn,1985
0.4588,jpn,1986
0.4928,jpn,1987
0.5172,jpn,1988
0.4454,jpn,1989
0.4135,jpn,1990
0.3885,jpn,1991
0.3988,jpn,1992
0.4271,jpn,1993
0.4739,jpn,1994
0.4096,jpn,1995
0.4008,jpn,1996
0.4066,jpn,1997
0.4095,jpn,1998
0.4017,jpn,1999
0.4485,jpn,2000
0.4028,jpn,2001
0.3422,jpn,2002
0.3888,jpn,2003
0.3115,jpn,2004
0.3038,jpn,2005
0.3396,jpn,2006
0.2867,jpn,2007
0.3289,jpn,2008
13.03,kaz,1981
11.61,kaz,1982
9.052,kaz,1985
7.113,kaz,1986
8.506,kaz,1987
9.496,kaz,1988
13.56,kaz,1989
16.45,kaz,1990
16.8,kaz,1991
19.03,kaz,1992
21.96,kaz,1993
21.45,kaz,1994
20.34,kaz,1995
19.82,kaz,1996
18.95,kaz,1997
18.86,kaz,1998
16.15,kaz,1999
17.55,kaz,2000
15.92,kaz,2001
13.31,kaz,2002
15.8,kaz,2003
16.6,kaz,2004
14.81,kaz,2005
13.31,kaz,2006
13.8,kaz,2007
12.19,kaz,2008
1.195,kor,1985
1.319,kor,1986
1.352,kor,1987
1.286,kor,1988
1.745,kor,1989
1.978,kor,1990
1.548,kor,1991
1.41,kor,1992
1.426,kor,1993
1.732,kor,1994
1.876,kor,1995
1.984,kor,1996
2.027,kor,1997
1.71,kor,1998
1.223,kor,1999
1.236,kor,2000
0.9182,kor,2001
1.169,kor,2002
1.137,kor,2003
0.9208,kor,2004
1.17,kor,2005
1.012,kor,2006
2.273,kwt,1972
1.486,kwt,1975
1.04,kwt,1976
0.6162,kwt,1977
1.216,kwt,1978
0.828,kwt,1979
0.9675,kwt,1980
0.5465,kwt,1981
0.8138,kwt,1982
0.4309,kwt,1983
0.821,kwt,1984
3.09,kwt,1985
0.4752,kwt,1986
0.8854,kwt,1987
2.263,kwt,1993
3.23,kwt,1994
2.963,kwt,1995
2.719,kwt,1996
2.985,kwt,1997
3.229,kwt,1998
2.301,kwt,1999
1.769,kwt,2000
3.528,kwt,2001
1.603,kwt,2002
1.219,kwt,2008
8.546,kgz,1981
7.299,kgz,1982
4.602,kgz,1985
3.88,kgz,1986
4.446,kgz,1987
5.217,kgz,1988
7.901,kgz,1989
16.82,kgz,1990
8.706,kgz,1991
11.91,kgz,1992
12.22,kgz,1993
11.71,kgz,1994
9.639,kgz,1995
10.74,kgz,1996
8.637,kgz,1997
8.489,kgz,1998
6.626,kgz,1999
7.629,kgz,2000
5.903,kgz,2001
6.021,kgz,2002
5.184,kgz,2003
5.866,kgz,2004
6.259,kgz,2005
5.961,kgz,2006
4.622,kgz,2007
5.193,lva,1980
7.13,lva,1981
4.687,lva,1982
5.661,lva,1983
5.673,lva,1984
5.603,lva,1985
5.227,lva,1986
6.304,lva,1987
6.139,lva,1988
10.44,lva,1989
10.15,lva,1990
11.75,lva,1991
16.72,lva,1992
24.58,lva,1993
20.18,lva,1994
18.34,lva,1995
15.83,lva,1996
13.44,lva,1997
11.24,lva,1998
10.67,lva,1999
7.35,lva,2000
8.554,lva,2001
6.959,lva,2002
7.33,lva,2003
5.834,lva,2004
6.011,lva,2005
6.05,lva,2006
3.464,lva,2007
5.041,lva,2008
7.589,ltu,1981
7.871,ltu,1982
6.599,ltu,1985
5.275,ltu,1986
4.327,ltu,1987
4.446,ltu,1988
5.87,ltu,1989
7.154,ltu,1990
11.25,ltu,1991
11.6,ltu,1992
11.6,ltu,1993
14.29,ltu,1994
9.385,ltu,1995
11.23,ltu,1996
9.746,ltu,1997
8.745,ltu,1998
7.307,ltu,1999
8.058,ltu,2000
9.432,ltu,2001
7.406,ltu,2002
8.526,ltu,2003
6.794,ltu,2004
6.745,ltu,2005
5.519,ltu,2006
4.943,ltu,2007
4.507,ltu,2008
1.074,mkd,1991
1.925,mkd,1992
2.164,mkd,1993
2.568,mkd,1994
1.699,mkd,1995
2.952,mkd,1996
1.041,mkd,1997
2.48,mkd,1998
3.093,mkd,1999
3.48,mkd,2000
8.328,mkd,2001
3.54,mkd,2002
4.354,mkd,2003
0.6856,mus,1961
0.7281,mus,1962
1.211,mus,1963
0.0,mus,1964
3.335,mus,1965
