geo,stomach_cancer_deaths_per_100000_women,time
jpn,11.65,1997
jpn,11.42,1998
jpn,11.08,1999
jpn,10.65,2000
jpn,10.17,2001
jpn,9.63,2002
jor,3.4,2002
kaz,20.03,1981
kaz,18.16,1982
kaz,17.69,1985
kaz,18.07,1986
kaz,18.31,1987
kaz,17.61,1988
kaz,16.92,1989
kaz,17.25,1990
kaz,16.02,1991
kaz,16.61,1992
kaz,15.55,1993
kaz,14.47,1994
kaz,14.46,1995
kaz,13.57,1996
kaz,13.25,1997
kaz,12.22,1998
kaz,12.5,1999
kaz,12.27,2000
kaz,11.28,2001
kaz,11.58,2002
ken,7.7,2002
prk,15.0,2002
kor,25.34,1985
kor,23.89,1986
kor,22.65,1987
kor,21.75,1988
kor,20.77,1989
kor,19.66,1990
kor,18.63,1991
kor,20.96,1992
kor,20.92,1993
kor,20.02,1994
kor,18.82,1995
kor,17.51,1996
kor,16.71,1997
kor,14.71,1998
kor,14.8,1999
kor,13.93,2000
kor,13.21,2001
kor,12.82,2002
kwt,4.15,1972
kwt,9.53,1975
kwt,4.59,1976
kwt,4.0,1977
kwt,4.31,1978
kwt,3.77,1979
kwt,6.79,1980
kwt,4.31,1981
kwt,7.57,1982
kwt,3.54,1983
kwt,3.45,1984
kwt,5.22,1985
kwt,4.28,1986
kwt,1.88,1987
kwt,2.74,1993
kwt,1.92,1994
kwt,2.28,1995
kwt,2.61,1996
kwt,3.77,1997
kwt,1.99,1998
kwt,3.85,1999
kwt,4.68,2000
kwt,1.77,2001
kwt,2.87,2002
kgz,13.52,1981
kgz,14.69,1982
kgz,14.97,1985
kgz,13.28,1986
kgz,13.24,1987
kgz,13.73,1988
kgz,12.13,1989
kgz,12.89,1990
kgz,11.39,1991
kgz,13.03,1992
kgz,11.22,1993
kgz,10.67,1994
kgz,11.18,1995
kgz,9.96,1996
kgz,10.51,1997
kgz,13.28,1998
kgz,10.56,1999
kgz,9.59,2000
kgz,9.01,2001
kgz,8.84,2002
lao,1.6,2002
lva,16.9,1980
lva,14.35,1981
lva,16.22,1982
lva,15.45,1983
lva,15.59,1984
lva,14.6,1985
lva,14.82,1986
lva,13.78,1987
lva,14.19,1988
lva,14.11,1989
lva,14.0,1990
lva,13.8,1991
lva,11.18,1992
lva,10.78,1993
lva,11.56,1994
lva,12.19,1995
lva,9.07,1996
lva,10.98,1997
lva,9.72,1998
lva,9.79,1999
lva,9.24,2000
lva,9.68,2001
lva,9.22,2002
lbn,4.0,2002
lso,2.0,2002
lbr,1.8,2002
lby,2.3,2002
ltu,15.41,1981
ltu,14.87,1982
ltu,14.99,1985
ltu,13.43,1986
ltu,13.33,1987
ltu,12.98,1988
ltu,12.08,1989
ltu,12.99,1990
ltu,12.08,1991
ltu,12.09,1992
ltu,12.02,1993
ltu,9.72,1994
ltu,10.61,1995
ltu,10.35,1996
ltu,9.02,1997
ltu,9.44,1998
ltu,9.35,1999
ltu,9.15,2000
ltu,9.07,2001
ltu,8.33,2002
lux,13.94,1967
lux,10.49,1968
lux,12.96,1969
lux,13.87,1970
lux,10.72,1971
lux,10.4,1972
lux,12.03,1973
lux,9.95,1974
lux,12.64,1975
lux,9.11,1976
lux,8.04,1977
lux,8.73,1978
lux,8.2,1979
lux,8.47,1980
lux,8.5,1981
lux,6.94,1982
lux,5.87,1983
lux,7.34,1984
lux,4.84,1985
lux,6.2,1986
lux,5.99,1987
lux,3.39,1988
lux,6.68,1989
lux,3.53,1990
lux,3.78,1991
lux,6.15,1992
lux,5.94,1993
lux,4.37,1994
lux,4.16,1995
lux,3.11,1996
lux,5.08,1997
lux,4.05,1998
lux,3.55,1999
lux,1.89,2000
lux,2.42,2001
lux,2.81,2002
mkd,11.5,1991
mkd,10.17,1992
mkd,9.47,1993
mkd,10.66,1994
mkd,8.57,1995
mkd,10.04,1996
mkd,9.76,1997
mkd,9.04,1998
mkd,7.74,1999
mkd,8.52,2000
mkd,8.38,2001
mkd,7.52,2002
mdg,5.2,2002
mwi,0.8,2002
mys,5.3,2002
mli,18.3,2002
mlt,7.44,1965
mlt,8.51,1967
mlt,12.78,1968
mlt,7.03,1969
mlt,9.29,1970
mlt,7.85,1971
mlt,10.08,1972
mlt,10.61,1973
mlt,8.12,1974
mlt,6.05,1975
mlt,5.7,1976
mlt,8.46,1977
mlt,8.26,1978
mlt,6.99,1979
mlt,7.72,1980
mlt,5.89,1981
mlt,6.12,1982
mlt,6.53,1983
mlt,7.1,1984
mlt,3.77,1985
mlt,5.42,1986
mlt,6.39,1987
mlt,6.74,1988
mlt,3.35,1989
mlt,5.08,1990
mlt,8.46,1991
mlt,6.88,1992
mlt,6.03,1993
mlt,5.49,1994
mlt,2.22,1995
mlt,6.04,1996
mlt,3.73,1997
mlt,3.26,1998
mlt,3.59,1999
mlt,3.89,2000
mlt,3.05,2001
mlt,5.38,2002
mrt,3.4,2002
mus,11.15,1961
mus,7.51,1962
mus,10.42,1963
mus,6.85,1964
mus,10.64,1965
mus,14.18,1966
mus,5.48,1967
mus,7.31,1968
mus,8.74,1969
mus,9.17,1970
mus,4.79,1971
mus,7.46,1972
mus,10.82,1973
mus,9.16,1974
mus,7.01,1975
mus,10.48,1976
mus,8.82,1977
mus,9.23,1978
mus,9.0,1979
mus,6.3,1980
mus,7.53,1981
mus,7.7,1982
mus,11.36,1983
mus,5.91,1984
mus,8.7,1985
mus,6.2,1986
mus,8.8,1987
mus,7.81,1988
mus,5.42,1989
mus,8.25,1990
mus,6.14,1991
mus,6.58,1992
mus,4.21,1993
mus,6.97,1994
mus,6.98,1995
mus,2.92,1996
mus,3.41,1997
mus,6.02,1998
mus,4.05,1999
mus,5.73,2000
mus,5.29,2001
mus,4.97,2002
mex,6.04,1955
mex,6.48,1956
mex,7.59,1957
mex,8.48,1958
mex,7.68,1959
mex,7.98,1960
mex,8.04,1961
mex,8.05,1962
mex,8.33,1963
mex,8.19,1964
mex,8.09,1965
mex,8.29,1966
mex,7.98,1967
mex,7.98,1968
mex,8.53,1969
mex,8.49,1970
mex,8.42,1971
mex,8.44,1972
mex,7.69,1973
mex,8.18,1974
mex,8.01,1975
mex,7.57,1976
mex,7.44,1977
mex,7.48,1978
mex,7.35,1979
mex,6.86,1980
mex,7.23,1981
mex,7.03,1982
mex,6.89,1983
mex,6.65,1984
mex,7.11,1985
mex,7.19,1986
mex,6.94,1987
mex,7.19,1988
mex,7.19,1989
mex,6.55,1990
mex,6.59,1991
mex,6.96,1992
mex,6.82,1993
mex,6.77,1994
mex,6.21,1995
mex,6.39,1996
mex,5.86,1997
mex,5.49,1998
mex,5.85,1999
mex,5.42,2000
mex,5.4,2001
mex,5.3,2002
mda,8.87,1981
mda,9.75,1982
mda,9.14,1985
mda,9.24,1986
mda,9.31,1987
mda,9.58,1988
mda,10.01,1989
mda,9.85,1990
mda,9.63,1991
mda,9.04,1992
mda,8.53,1993
mda,9.39,1994
mda,8.74,1995
mda,7.33,1996
mda,6.18,1997
mda,6.47,1998
mda,5.59,1999
mda,6.17,2000
mda,5.41,2001
mda,6.2,2002
mng,19.4,2002
mar,2.9,2002
moz,1.3,2002
mmr,6.6,2002
nam,1.6,2002
npl,3.0,2002
nld,28.1,1950
nld,26.33,1951
nld,24.87,1952
nld,23.96,1953
nld,24.05,1954
nld,21.7,1955
nld,22.28,1956
nld,20.88,1957
nld,18.89,1958
nld,17.71,1959
nld,16.95,1960
nld,16.43,1961
nld,15.73,1962
nld,15.7,1963
nld,15.83,1964
nld,14.9,1965
nld,14.84,1966
nld,14.37,1967
nld,13.65,1968
nld,12.17,1969
nld,12.21,1970
nld,11.29,1971
nld,10.47,1972
nld,10.81,1973
nld,9.81,1974
nld,9.3,1975
nld,9.26,1976
nld,8.75,1977
nld,8.1,1978
nld,7.6,1979
nld,7.08,1980
nld,7.1,1981
nld,7.07,1982
nld,6.51,1983
nld,6.24,1984
nld,6.06,1985
nld,5.97,1986
nld,5.81,1987
nld,5.24,1988
nld,5.04,1989
nld,4.78,1990
nld,4.96,1991
nld,4.49,1992
nld,4.45,1993
nld,4.43,1994
nld,4.03,1995
nld,4.11,1996
nld,3.83,1997
nld,3.27,1998
nld,3.55,1999
nld,3.74,2000
nld,3.49,2001
nld,3.41,2002
nzl,13.57,1950
nzl,15.14,1951
nzl,12.96,1952
nzl,12.86,1953
nzl,14.05,1954
nzl,13.67,1955
nzl,13.42,1956
nzl,10.62,1957
nzl,11.19,1958
nzl,9.71,1959
nzl,10.05,1960
nzl,9.37,1961
nzl,9.73,1962
nzl,8.57,1963
nzl,8.0,1964
nzl,8.97,1965
nzl,8.6,1966
nzl,7.42,1967
nzl,7.3,1968
nzl,6.73,1969
nzl,7.26,1970
nzl,6.56,1971
nzl,6.62,1972
nzl,6.0,1973
nzl,7.27,1974
nzl,6.5,1975
nzl,6.3,1976
nzl,5.64,1977
nzl,5.27,1978
nzl,5.28,1979
nzl,5.9,1980
nzl,5.41,1981
nzl,5.3,1982
nzl,6.31,1983
nzl,4.27,1984
nzl,4.47,1985
nzl,4.72,1986
nzl,4.13,1987
nzl,4.3,1988
nzl,4.86,1989
nzl,3.86,1990
nzl,3.83,1991
nzl,3.78,1992
nzl,3.29,1993
nzl,3.08,1994
nzl,3.45,1995
nzl,3.66,1996
nzl,3.06,1997
nzl,3.47,1998
nzl,3.57,1999
nzl,3.38,2000
nzl,2.94,2001
nzl,3.05,2002
nic,0.96,1961
nic,0.45,1962
nic,1.28,1963
nic,0.54,1964
nic,0.62,1965
nic,2.68,1968
nic,2.44,1969
nic,2.18,1973
nic,1.17,1974
nic,2.15,1975
nic,0.55,1976
nic,1.37,1977
nic,0.42,1978
nic,5.83,1988
nic,8.06,1989
nic,5.06,1990
nic,6.52,1991
nic,5.77,1992
nic,6.9,1993
nic,7.08,1994
nic,7.6,1996
nic,6.68,1997
nic,6.66,1998
nic,5.77,1999
nic,7.49,2000
nic,7.67,2001
nic,5.12,2002
ner,3.1,2002
nga,1.9,2002
nor,28.94,1951
nor,24.56,1952
nor,23.55,1953
nor,21.71,1954
nor,22.01,1955
nor,21.07,1956
nor,19.89,1957
nor,18.81,1958
nor,18.76,1959
nor,17.99,1960
nor,16.96,1961
nor,14.72,1962
nor,15.77,1963
nor,14.94,1964
nor,14.47,1965
nor,13.81,1966
nor,13.29,1967
nor,13.05,1968
nor,13.21,1969
nor,12.56,1970
nor,10.23,1971
nor,10.31,1972
nor,9.44,1973
nor,9.69,1974
nor,9.25,1975
nor,8.16,1976
nor,8.69,1977
nor,8.04,1978
nor,7.11,1979
nor,7.58,1980
nor,7.48,1981
nor,6.86,1982
nor,6.84,1983
nor,7.04,1984
nor,6.23,1985
nor,5.54,1986
nor,6.07,1987
nor,4.93,1988
nor,5.16,1989
nor,4.95,1990
nor,5.23,1991
nor,4.6,1992
nor,3.93,1993
nor,4.68,1994
nor,4.61,1995
nor,4.05,1996
nor,3.69,1997
nor,3.72,1998
nor,4.29,1999
nor,3.21,2000
nor,3.09,2001
nor,3.19,2002
omn,4.3,2002
pak,2.3,2002
pan,6.49,1955
pan,10.69,1956
pan,6.14,1957
pan,7.64,1958
pan,6.42,1959
pan,6.02,1960
pan,7.54,1961
pan,7.38,1962
pan,6.23,1963
pan,7.93,1964
pan,6.72,1965
pan,5.15,1966
pan,3.93,1967
pan,7.77,1968
pan,7.71,1969
pan,6.74,1970
pan,8.73,1971
pan,6.88,1972
pan,7.32,1973
pan,6.31,1974
pan,8.16,1975
pan,7.27,1976
pan,6.72,1977
pan,5.85,1978
pan,6.0,1979
pan,5.58,1980
pan,8.07,1981
pan,6.9,1982
pan,6.35,1983
pan,6.42,1984
pan,7.27,1985
pan,6.8,1986
pan,5.93,1987
pan,3.88,1988
pan,4.59,1989
pan,5.46,1996
pan,5.76,1997
pan,5.51,1998
pan,4.76,1999
pan,5.85,2000
pan,6.43,2001
pan,5.04,2002
png,2.5,2002
pry,8.1,2002
per,24.1,2002
phl,4.7,2002
pol,18.55,1959
pol,18.97,1960
pol,20.14,1961
pol,20.51,1962
pol,21.72,1963
pol,21.76,1964
pol,20.86,1965
pol,20.61,1966
pol,19.44,1967
pol,19.85,1968
pol,18.56,1969
pol,17.14,1970
pol,16.06,1971
pol,16.02,1972
pol,15.0,1973
pol,15.02,1974
pol,14.26,1975
pol,13.43,1976
pol,12.75,1977
pol,12.3,1978
pol,12.05,1979
pol,11.73,1980
pol,11.28,1981
pol,10.79,1982
pol,10.57,1983
pol,10.41,1984
pol,9.74,1985
pol,9.21,1986
pol,8.94,1987
pol,8.87,1988
pol,8.44,1989
pol,7.76,1990
pol,7.91,1991
pol,7.67,1992
pol,7.23,1993
pol,6.97,1994
pol,6.84,1995
pol,6.66,1996
pol,5.68,1999
pol,5.8,2000
pol,5.76,2001
pol,5.34,2002
prt,17.96,1955
prt,17.35,1956
prt,17.77,1957
prt,17.91,1958
prt,17.81,1959
prt,17.38,1960
prt,17.75,1961
prt,18.19,1962
prt,18.44,1963
prt,19.85,1964
prt,20.72,1965
prt,20.53,1966
prt,19.69,1967
prt,20.99,1968
prt,19.34,1969
prt,19.41,1970
prt,19.79,1971
prt,18.42,1972
prt,19.34,1973
prt,18.77,1974
prt,17.43,1975
prt,17.22,1976
prt,17.4,1977
prt,15.69,1978
prt,15.69,1979
prt,15.67,1980
prt,14.63,1981
prt,14.32,1982
prt,13.95,1983
prt,13.94,1984
prt,12.92,1985
prt,11.95,1986
prt,12.15,1987
prt,12.22,1988
prt,11.97,1989
prt,11.9,1990
prt,11.39,1991
prt,11.12,1992
prt,10.44,1993
prt,9.65,1994
prt,9.97,1995
prt,9.51,1996
prt,9.1,1997
prt,8.71,1998
prt,8.97,1999
prt,8.62,2000
prt,8.2,2001
prt,7.65,2002
pri,4.9,2002
qat,3.5,2002
rou,18.62,1959
rou,21.4,1960
rou,22.26,1961
rou,22.75,1962
rou,21.39,1963
rou,18.31,1964
rou,18.18,1965
rou,15.99,1966
rou,15.76,1967
rou,15.36,1968
rou,16.29,1969
rou,14.98,1970
rou,14.2,1971
rou,13.76,1972
rou,13.23,1973
rou,13.4,1974
rou,13.23,1975
rou,12.65,1976
rou,12.55,1977
rou,11.93,1978
rou,11.09,1980
rou,9.6,1981
rou,9.11,1982
rou,8.87,1983
rou,8.49,1984
rou,8.25,1985
rou,7.94,1986
rou,7.74,1987
rou,7.52,1988
rou,6.99,1989
rou,6.9,1990
rou,7.18,1991
rou,6.83,1992
rou,6.81,1993
rou,6.81,1994
rou,6.88,1995
rou,6.75,1996
rou,6.75,1997
rou,5.98,1998
rou,6.08,1999
rou,6.41,2000
rou,6.27,2001
rou,5.94,2002
rus,22.57,1980
rus,21.75,1981
rus,21.61,1982
rus,21.27,1983
rus,20.42,1984
rus,19.66,1985
rus,19.28,1986
rus,18.95,1987
rus,18.68,1988
rus,18.21,1989
rus,17.84,1990
rus,17.12,1991
rus,16.71,1992
rus,16.01,1993
rus,15.6,1994
rus,15.02,1995
rus,14.17,1996
rus,13.7,1997
rus,13.46,1998
rus,13.03,1999
rus,12.56,2000
rus,12.13,2001
rus,11.49,2002
rwa,12.4,2002
wsm,9.9,2002
sau,3.0,2002
sen,2.9,2002
scg,5.7,2002
sle,3.4,2002
sgp,18.6,1963
sgp,17.52,1964
sgp,17.87,1965
sgp,14.37,1966
sgp,15.99,1967
sgp,16.05,1968
sgp,16.31,1969
sgp,11.3,1970
sgp,12.2,1971
sgp,16.57,1972
sgp,15.41,1973
sgp,14.72,1974
sgp,15.46,1975
sgp,12.95,1976
sgp,16.04,1977
sgp,12.39,1978
sgp,13.38,1979
sgp,13.58,1980
sgp,12.43,1981
sgp,13.39,1982
sgp,11.65,1983
sgp,11.18,1984
sgp,10.52,1985
sgp,7.97,1986
sgp,12.55,1987
sgp,11.94,1988
sgp,9.51,1989
sgp,9.44,1990
sgp,8.84,1991
sgp,7.32,1992
sgp,9.51,1993
sgp,7.72,1994
sgp,8.2,1995
sgp,7.28,1996
sgp,6.89,1997
sgp,6.95,1998
sgp,5.7,1999
sgp,6.38,2000
sgp,5.56,2001
sgp,5.12,2002
svk,7.62,1992
svk,6.89,1993
svk,7.24,1994
svk,6.81,1995
svk,7.26,1996
svk,6.79,1997
svk,6.44,1998
svk,5.86,1999
svk,5.98,2000
svk,6.05,2001
svk,5.34,2002
svn,12.14,1985
svn,11.94,1986
svn,11.29,1987
svn,10.05,1988
svn,9.87,1989
svn,8.38,1990
svn,10.91,1991
svn,9.13,1992
svn,10.46,1993
svn,7.96,1994
svn,9.19,1995
svn,8.24,1996
svn,8.83,1997
svn,7.79,1998
svn,7.77,1999
svn,7.7,2000
svn,6.09,2001
svn,5.82,2002
slb,5.4,2002
som,5.2,2002
zaf,3.22,1993
zaf,3.55,1994
zaf,3.21,1995
zaf,3.71,1996
zaf,3.64,1997
zaf,3.74,1998
zaf,3.65,1999
zaf,3.35,2000
zaf,3.14,2001
zaf,2.95,2002
esp,15.44,1951
esp,16.67,1952
esp,15.87,1953
esp,16.7,1954
esp,17.89,1955
esp,17.08,1956
esp,16.95,1957
esp,16.29,1958
esp,16.86,1959
esp,18.08,1960
esp,18.36,1961
esp,18.07,1962
esp,19.26,1963
esp,18.43,1964
esp,17.39,1965
esp,17.45,1966
esp,16.79,1967
esp,15.37,1968
esp,15.44,1969
esp,14.96,1970
esp,14.3,1971
esp,14.18,1972
esp,13.51,1973
esp,12.95,1974
esp,12.74,1975
esp,11.66,1976
esp,10.87,1977
esp,10.78,1978
esp,10.14,1979
esp,9.13,1980
esp,8.73,1981
esp,8.52,1982
esp,7.85,1983
esp,7.92,1984
esp,7.52,1985
esp,7.56,1986
esp,7.35,1987
esp,7.05,1988
esp,6.79,1989
esp,6.51,1990
esp,6.22,1991
esp,5.95,1992
esp,5.66,1993
esp,5.66,1994
esp,5.45,1995
esp,5.03,1996
esp,5.11,1997
esp,4.65,1998
esp,4.67,1999
esp,4.44,2000
esp,4.39,2001
esp,4.03,2002
lka,0.8,2002
sdn,2.4,2002
sur,3.4,2002
swz,1.9,2002
swe,20.64,1951
swe,21.54,1952
swe,21.78,1953
swe,19.68,1954
swe,19.36,1955
swe,18.35,1956
swe,17.5,1957
swe,16.87,1958
swe,15.38,1959
swe,14.63,1960
swe,13.65,1961
swe,12.59,1962
swe,13.13,1963
swe,12.71,1964
swe,11.57,1965
swe,11.09,1966
swe,10.81,1967
swe,10.52,1968
swe,9.63,1969
swe,9.6,1970
swe,9.62,1971
swe,9.51,1972
swe,8.54,1973
swe,8.33,1974
swe,8.15,1975
swe,8.03,1976
swe,7.61,1977
swe,7.09,1978
swe,7.28,1979
swe,6.89,1980
swe,6.16,1981
swe,5.83,1982
swe,5.37,1983
swe,5.16,1984
swe,5.49,1985
swe,5.24,1986
swe,4.68,1987
swe,4.73,1988
swe,4.17,1989
swe,4.46,1990
swe,4.1,1991
swe,4.06,1992
swe,4.02,1993
swe,3.75,1994
swe,3.26,1995
swe,3.42,1996
swe,3.43,1997
swe,2.78,1998
swe,3.05,1999
swe,2.91,2000
swe,3.04,2001
swe,2.78,2002
che,28.88,1951
che,26.41,1952
che,27.04,1953
che,24.34,1954
che,22.36,1955
che,22.99,1956
che,20.21,1957
che,21.79,1958
che,19.74,1959
che,18.43,1960
che,17.92,1961
che,18.43,1962
che,15.87,1963
che,15.51,1964
che,15.13,1965
che,14.08,1966
che,14.29,1967
che,13.64,1968
che,11.49,1969
che,11.96,1970
che,10.73,1971
che,10.27,1972
che,10.68,1973
che,9.69,1974
che,8.88,1975
che,7.91,1976
che,8.01,1977
che,7.67,1978
che,7.22,1979
che,7.2,1980
che,5.91,1981
che,6.4,1982
che,5.26,1983
che,5.73,1984
che,5.22,1985
che,5.04,1986
che,4.83,1987
che,4.87,1988
che,4.02,1989
che,4.03,1990
che,3.99,1991
che,4.26,1992
che,3.57,1993
che,3.67,1994
che,3.09,1995
che,3.21,1996
che,3.0,1997
che,2.79,1998
che,2.75,1999
che,2.53,2000
che,2.46,2001
che,2.24,2002
syr,4.7,2002
tjk,11.15,1981
tjk,12.81,1982
tjk,12.65,1985
tjk,12.36,1986
tjk,13.14,1987
tjk,12.13,1988
tjk,14.28,1989
tjk,12.81,1990
tjk,11.94,1991
tjk,12.13,1992
tjk,9.66,1993
tjk,10.77,1994
tjk,6.87,1995
tjk,7.41,1996
tjk,7.79,1997
tjk,10.19,1998
tjk,10.8,1999
tjk,9.11,2000
tjk,10.23,2001
tjk,11.79,2002
tza,4.4,2002
tha,0.35,1957
tha,0.45,1958
tha,0.96,1959
tha,1.63,1960
tha,0.6,1961
tha,1.37,1962
tha,0.73,1963
tha,0.73,1964
tha,0.78,1965
tha,0.78,1966
tha,0.91,1967
tha,0.54,1968
tha,0.59,1969
tha,0.58,1970
tha,0.59,1971
tha,0.87,1972
tha,0.77,1973
tha,0.92,1974
tha,0.95,1975
tha,0.55,1976
tha,0.69,1977
tha,0.66,1978
tha,0.82,1979
tha,0.83,1980
tha,0.81,1981
tha,0.8,1982
tha,0.84,1983
tha,0.63,1984
tha,0.59,1985
tha,0.48,1986
tha,0.62,1987
tha,0.6,1990
tha,0.7,1991
tha,0.47,1992
tha,0.64,1994
tha,0.66,1995
tha,0.49,1996
tha,0.32,1997
tha,0.47,1998
tha,0.59,1999
tha,0.82,2000
tha,1.21,2002
tgo,3.4,2002
tto,18.48,1951
tto,17.71,1952
tto,10.21,1953
tto,15.65,1954
tto,15.22,1955
tto,16.53,1956
tto,15.79,1957
tto,21.19,1958
tto,15.27,1960
tto,14.14,1961
tto,13.82,1962
tto,16.58,1963
tto,18.82,1966
tto,14.73,1967
tto,20.12,1968
tto,14.17,1970
tto,16.22,1971
tto,12.98,1972
tto,14.49,1973
tto,10.72,1974
tto,11.55,1975
tto,10.18,1976
tto,8.62,1977
tto,8.53,1978
tto,5.18,1979
tto,9.11,1980
tto,7.28,1981
tto,5.71,1982
tto,8.33,1983
tto,8.69,1984
tto,6.67,1985
tto,8.45,1986
tto,6.09,1987
tto,5.68,1988
tto,4.62,1989
tto,7.34,1990
tto,5.06,1991
tto,7.03,1992
tto,5.25,1993
tto,7.73,1994
tto,5.7,1995
tto,5.04,1996
tto,4.54,1997
tto,4.96,1998
tto,4.83,1999
tto,3.94,2000
tto,3.4,2001
tto,3.81,2002
tun,2.9,2002
tur,5.4,2002
tkm,11.2,2002
uga,5.2,2002
ukr,13.95,1981
ukr,14.03,1982
ukr,13.56,1985
ukr,13.4,1986
ukr,13.33,1987
ukr,13.1,1988
ukr,13.02,1989
ukr,12.6,1990
ukr,12.87,1991
ukr,12.55,1992
ukr,11.98,1993
ukr,11.31,1994
ukr,10.66,1995
ukr,10.32,1996
ukr,9.92,1997
ukr,9.98,1998
ukr,9.6,1999
ukr,9.6,2000
ukr,9.21,2001
ukr,8.7,2002
are,7.4,2002
gbr,17.79,1950
gbr,17.58,1951
gbr,16.84,1952
gbr,16.2,1953
gbr,15.88,1954
gbr,15.6,1955
gbr,15.32,1956
gbr,14.61,1957
gbr,14.57,1958
gbr,14.18,1959
gbr,14.02,1960
gbr,13.34,1961
gbr,13.03,1962
gbr,12.77,1963
gbr,11.86,1964
gbr,11.75,1965
gbr,11.63,1966
gbr,11.03,1967
gbr,10.85,1968
gbr,10.44,1969
gbr,10.41,1970
gbr,9.72,1971
gbr,9.74,1972
gbr,9.37,1973
gbr,9.08,1974
gbr,8.75,1975
gbr,8.74,1976
gbr,8.2,1977
gbr,8.13,1978
gbr,8.01,1979
gbr,7.46,1980
gbr,7.12,1981
gbr,6.71,1982
gbr,6.55,1983
gbr,6.55,1984
gbr,6.21,1985
gbr,5.71,1986
gbr,5.75,1987
gbr,5.65,1988
gbr,5.26,1989
gbr,5.05,1990
gbr,4.82,1991
gbr,4.66,1992
gbr,4.23,1993
gbr,4.25,1994
gbr,4.02,1995
gbr,3.62,1996
gbr,3.73,1997
gbr,3.54,1998
gbr,3.27,1999
gbr,3.12,2000
gbr,3.1,2001
gbr,2.86,2002
usa,9.36,1950
usa,8.84,1951
usa,8.53,1952
usa,8.16,1953
usa,7.77,1954
usa,7.27,1955
usa,7.1,1956
usa,6.77,1957
usa,6.52,1958
usa,6.22,1959
usa,6.04,1960
usa,5.66,1961
usa,5.51,1962
usa,5.36,1963
usa,4.9,1964
usa,4.79,1965
usa,4.64,1966
usa,4.36,1967
usa,4.23,1968
usa,4.02,1969
usa,3.8,1970
usa,3.69,1971
usa,3.62,1972
usa,3.44,1973
usa,3.39,1974
usa,3.3,1975
usa,3.09,1976
usa,2.99,1977
usa,3.0,1978
usa,2.9,1979
usa,2.81,1980
usa,2.76,1981
usa,2.74,1982
usa,2.67,1983
usa,2.63,1984
usa,2.51,1985
usa,2.38,1986
usa,2.35,1987
usa,2.32,1988
usa,2.32,1989
usa,2.36,1990
usa,2.25,1991
usa,2.21,1992
usa,2.18,1993
usa,2.1,1994
usa,2.12,1995
usa,2.01,1996
usa,1.9,1997
usa,1.93,1998
usa,1.86,1999
usa,1.82,2000
usa,1.74,2001
usa,1.69,2002
ury,20.19,1955
ury,19.44,1956
ury,19.59,1957
ury,17.92,1958
ury,20.28,1959
ury,17.9,1960
ury,18.13,1963
ury,16.13,1964
ury,15.44,1965
ury,16.75,1966
ury,14.25,1967
ury,15.2,1968
ury,16.27,1969
ury,14.34,1970
ury,13.06,1971
ury,15.27,1972
ury,14.14,1973
ury,13.06,1974
ury,12.17,1975
ury,10.93,1976
ury,10.19,1977
ury,11.71,1978
ury,10.1,1980
ury,9.8,1981
ury,9.38,1982
ury,8.18,1983
ury,7.15,1984
ury,6.87,1985
ury,7.85,1986
ury,6.24,1987
ury,8.2,1988
ury,6.93,1989
ury,6.12,1990
ury,5.54,1993
ury,6.12,1994
ury,5.67,1995
ury,5.81,1996
ury,5.49,1997
ury,4.87,1998
ury,4.79,1999
ury,4.2,2000
ury,5.59,2001
ury,5.225,2002
uzb,12.94,1981
uzb,11.84,1982
uzb,10.82,1985
uzb,11.25,1986
uzb,11.77,1987
uzb,11.36,1988
uzb,10.39,1989
uzb,9.89,1990
uzb,9.43,1991
uzb,9.52,1992
uzb,8.98,1993
uzb,7.05,1994
uzb,7.27,1995
uzb,6.88,1996
uzb,6.55,1997
uzb,6.09,1998
uzb,5.46,1999
uzb,6.04,2000
uzb,5.99,2002
vut,6.6,2002
ven,25.61,1955
ven,28.04,1956
ven,25.53,1957
ven,23.76,1958
ven,25.72,1959
ven,24.03,1960
ven,25.59,1961
ven,22.55,1962
ven,23.29,1963
ven,25.39,1964
ven,24.16,1965
ven,23.63,1966
ven,22.07,1967
ven,21.23,1968
ven,21.35,1969
ven,16.68,1970
ven,18.13,1971
ven,17.25,1972
ven,17.65,1973
ven,16.42,1974
ven,16.63,1975
ven,16.17,1976
ven,14.7,1977
ven,14.11,1978
ven,13.0,1979
ven,14.1,1980
ven,12.05,1981
ven,12.36,1982
ven,13.96,1983
ven,10.67,1985
ven,9.62,1986
ven,10.87,1987
ven,9.82,1988
ven,9.25,1989
ven,11.05,1990
ven,9.49,1992
ven,9.05,1993
ven,9.5,1994
ven,8.6,1996
ven,7.86,1997
ven,7.99,1998
ven,8.17,1999
ven,7.43,2000
ven,7.03,2001
ven,7.8,2002
vnm,8.4,2002
yem,2.9,2002
zmb,6.4,2002
zwe,9.1,2002
