trade_balance_us_not_inflation_adjusted,geo,time
-182200000.0,irl,1963
-217100000.0,irl,1964
-272100000.0,irl,1965
-196900000.0,irl,1966
-121200000.0,irl,1967
-223300000.0,irl,1968
-349500000.0,irl,1969
-355700000.0,irl,1970
-377700000.0,irl,1971
-354700000.0,irl,1972
-526700000.0,irl,1973
-1129000000.0,irl,1974
-609300000.0,irl,1975
-777800000.0,irl,1976
-1053000000.0,irl,1977
-1480000000.0,irl,1978
-2946000000.0,irl,1979
-2910000000.0,irl,1980
-2900000000.0,irl,1981
-1653000000.0,irl,1982
-748400000.0,irl,1983
-286900000.0,irl,1984
123000000.0,irl,1985
377200000.0,irl,1986
1491000000.0,irl,1987
2359000000.0,irl,1988
2231000000.0,irl,1989
2296000000.0,irl,1990
2490000000.0,irl,1991
4227000000.0,irl,1992
5480000000.0,irl,1993
5581000000.0,irl,1994
7820000000.0,irl,1995
8713000000.0,irl,1996
10470000000.0,irl,1997
10250000000.0,irl,1998
13380000000.0,irl,1999
13000000000.0,irl,2000
16290000000.0,irl,2001
21130000000.0,irl,2002
25360000000.0,irl,2003
27710000000.0,irl,2004
23710000000.0,irl,2005
21490000000.0,irl,2006
23350000000.0,irl,2007
23880000000.0,irl,2008
34540000000.0,irl,2009
39430000000.0,irl,2010
22800000.0,isr,1960
10880000.0,isr,1961
27500000.0,isr,1962
79110000.0,isr,1963
46180000.0,isr,1964
-478700000.0,isr,1965
-387300000.0,isr,1966
-538700000.0,isr,1967
-714000000.0,isr,1968
-992600000.0,isr,1969
-1318000000.0,isr,1970
-1248000000.0,isr,1971
-1370000000.0,isr,1972
-2424000000.0,isr,1973
-3551000000.0,isr,1974
-4279000000.0,isr,1975
-3741000000.0,isr,1976
-2889000000.0,isr,1977
-3600000000.0,isr,1978
-4215000000.0,isr,1979
-3388000000.0,isr,1980
-4051000000.0,isr,1981
-4801000000.0,isr,1982
-4947000000.0,isr,1983
-3789000000.0,isr,1984
-3283000000.0,isr,1985
-3832000000.0,isr,1986
-6348000000.0,isr,1987
-5731000000.0,isr,1988
-3975000000.0,isr,1989
-5612000000.0,isr,1990
-9163000000.0,isr,1991
-9013000000.0,isr,1992
-10630000000.0,isr,1993
-11460000000.0,isr,1994
-7814000000.0,isr,1995
-7895000000.0,isr,1996
-5389000000.0,isr,1997
-2982000000.0,isr,1998
-3056000000.0,isr,1999
-370300000.0,isr,2000
-3039000000.0,isr,2001
-3451000000.0,isr,2002
-869500000.0,isr,2003
35700000.0,isr,2004
-407800000.0,isr,2005
713700000.0,isr,2006
-2201000000.0,isr,2007
-3149000000.0,isr,2008
4767000000.0,isr,2009
4436000000.0,isr,2010
-147700000.0,ita,1960
-31680000.0,ita,1961
-269200000.0,ita,1962
-1257000000.0,ita,1963
66220000.0,ita,1964
1470000000.0,ita,1965
1245000000.0,ita,1966
782600000.0,ita,1967
1730000000.0,ita,1968
1260000000.0,ita,1969
279700000.0,ita,1970
978200000.0,ita,1971
1200000000.0,ita,1972
-3230000000.0,ita,1973
-7472000000.0,ita,1974
196300000.0,ita,1975
-2433000000.0,ita,1976
2519000000.0,ita,1977
6682000000.0,ita,1978
4289000000.0,ita,1979
-12340000000.0,ita,1980
-8320000000.0,ita,1981
-5330000000.0,ita,1982
2221000000.0,ita,1983
-1765000000.0,ita,1984
-1757000000.0,ita,1985
8134000000.0,ita,1986
3447000000.0,ita,1987
585100000.0,ita,1988
20460000.0,ita,1989
2215000000.0,ita,1990
1170000000.0,ita,1991
862100000.0,ita,1992
32720000000.0,ita,1993
36520000000.0,ita,1994
43470000000.0,ita,1995
59780000000.0,ita,1996
47010000000.0,ita,1997
39470000000.0,ita,1998
23180000000.0,ita,1999
10530000000.0,ita,2000
15540000000.0,ita,2001
11480000000.0,ita,2002
8179000000.0,ita,2003
12190000000.0,ita,2004
-1078000000.0,ita,2005
-15270000000.0,ita,2006
-5323000000.0,ita,2007
-19200000000.0,ita,2008
-11200000000.0,ita,2009
-39350000000.0,ita,2010
-33620000.0,jam,1960
-12730000.0,jam,1961
-14820000.0,jam,1962
1056000.0,jam,1963
-49570000.0,jam,1964
-34860000.0,jam,1965
17360000.0,jam,1966
-8699000.0,jam,1967
-56760000.0,jam,1968
-79800000.0,jam,1969
-58800000.0,jam,1970
-109600000.0,jam,1971
-155400000.0,jam,1972
-182600000.0,jam,1973
-243000000.0,jam,1974
-296000000.0,jam,1975
-262400000.0,jam,1976
44990000.0,jam,1977
85190000.0,jam,1978
-20000000.0,jam,1979
729700.0,jam,1980
-256700000.0,jam,1981
-349200000.0,jam,1982
-265300000.0,jam,1983
-143200000.0,jam,1984
-206500000.0,jam,1985
81440000.0,jam,1986
10990000.0,jam,1987
-159100000.0,jam,1988
-387000000.0,jam,1989
-175100000.0,jam,1990
-48620000.0,jam,1991
-33420000.0,jam,1992
-402700000.0,jam,1993
-305100000.0,jam,1994
-596500000.0,jam,1995
-750300000.0,jam,1996
-954600000.0,jam,1997
-2015000000.0,jam,2005
-2344000000.0,jam,2006
-3308000000.0,jam,2007
-4162000000.0,jam,2008
-2247000000.0,jam,2009
-2524000000.0,jam,2010
192700000.0,jpn,1960
-868800000.0,jpn,1961
85110000.0,jpn,1962
-582700000.0,jpn,1963
-160900000.0,jpn,1964
1258000000.0,jpn,1965
1635000000.0,jpn,1966
252500000.0,jpn,1967
1610000000.0,jpn,1968
2714000000.0,jpn,1969
2567000000.0,jpn,1970
6211000000.0,jpn,1971
6972000000.0,jpn,1972
23440000.0,jpn,1973
-3553000000.0,jpn,1974
75270000.0,jpn,1975
4341000000.0,jpn,1976
11130000000.0,jpn,1977
16660000000.0,jpn,1978
-9379000000.0,jpn,1979
-9787000000.0,jpn,1980
8703000000.0,jpn,1981
7425000000.0,jpn,1982
20490000000.0,jpn,1983
33830000000.0,jpn,1984
46280000000.0,jpn,1985
78810000000.0,jpn,1986
73020000000.0,jpn,1987
64290000000.0,jpn,1988
45210000000.0,jpn,1989
28820000000.0,jpn,1990
56030000000.0,jpn,1991
82100000000.0,jpn,1992
96810000000.0,jpn,1993
96700000000.0,jpn,1994
73970000000.0,jpn,1995
23340000000.0,jpn,1996
47590000000.0,jpn,1997
72140000000.0,jpn,1998
69290000000.0,jpn,1999
67880000000.0,jpn,2000
26120000000.0,jpn,2001
51140000000.0,jpn,2002
68790000000.0,jpn,2003
88970000000.0,jpn,2004
63110000000.0,jpn,2005
54590000000.0,jpn,2006
73310000000.0,jpn,2007
7117000000.0,jpn,2008
15350000000.0,jpn,2009
62570000000.0,jpn,2010
-809700000.0,jor,1976
-1044000000.0,jor,1977
-1207000000.0,jor,1978
-1701000000.0,jor,1979
-1756000000.0,jor,1980
-2407000000.0,jor,1981
-2512000000.0,jor,1982
-2241000000.0,jor,1983
-2010000000.0,jor,1984
-1828000000.0,jor,1985
-1616000000.0,jor,1986
-1665000000.0,jor,1987
-1333000000.0,jor,1988
-774500000.0,jor,1989
-1239000000.0,jor,1990
-976700000.0,jor,1991
-1656000000.0,jor,1992
-1672000000.0,jor,1993
-1410000000.0,jor,1994
-1422000000.0,jor,1995
-1753000000.0,jor,1996
-1612000000.0,jor,1997
-1540000000.0,jor,1998
-1455000000.0,jor,1999
-2257000000.0,jor,2000
-2245000000.0,jor,2001
-1839000000.0,jor,2002
-2137000000.0,jor,2003
-3451000000.0,jor,2004
-5224000000.0,jor,2005
-5119000000.0,jor,2006
-6421000000.0,jor,2007
-6812000000.0,jor,2008
-5385000000.0,jor,2009
-5896000000.0,jor,2010
-330400000.0,kaz,1992
-2070000000.0,kaz,1993
-2136000000.0,kaz,1994
-932100000.0,kaz,1995
-154800000.0,kaz,1996
-559900000.0,kaz,1997
-999600000.0,kaz,1998
395600000.0,kaz,1999
1373000000.0,kaz,2000
-234600000.0,kaz,2001
-12420000.0,kaz,2002
1656000000.0,kaz,2003
3707000000.0,kaz,2004
5036000000.0,kaz,2005
8646000000.0,kaz,2006
7014000000.0,kaz,2007
26830000000.0,kaz,2008
9481000000.0,kaz,2009
21970000000.0,kaz,2010
-20370000.0,ken,1960
12590000.0,ken,1961
16600000.0,ken,1962
28450000.0,ken,1963
41720000.0,ken,1964
7000000.0,ken,1965
17920000.0,ken,1966
-11200000.0,ken,1967
1400000.0,ken,1968
21000000.0,ken,1969
-13440000.0,ken,1970
-116500000.0,ken,1971
-45080000.0,ken,1972
-31910000.0,ken,1973
-214500000.0,ken,1974
-152800000.0,ken,1975
24140000.0,ken,1976
151300000.0,ken,1977
-517200000.0,ken,1978
-365200000.0,ken,1979
-463700000.0,ken,1980
-230300000.0,ken,1981
-315200000.0,ken,1982
-135300000.0,ken,1983
-328400000.0,ken,1984
-297400000.0,ken,1985
-292800000.0,ken,1986
-405900000.0,ken,1987
-437200000.0,ken,1988
-586500000.0,ken,1989
-484100000.0,ken,1990
-123500000.0,ken,1991
-33710000.0,ken,1992
284600000.0,ken,1993
201200000.0,ken,1994
-593700000.0,ken,1995
-832500000.0,ken,1996
-1139000000.0,ken,1997
-1206000000.0,ken,1998
-841700000.0,ken,1999
-1286000000.0,ken,2000
-1310000000.0,ken,2001
-707000000.0,ken,2002
-888100000.0,ken,2003
-1007000000.0,ken,2004
-1398000000.0,ken,2005
-2226000000.0,ken,2006
-2974000000.0,ken,2007
-4308000000.0,ken,2008
-3810000000.0,ken,2009
-3331000000.0,ken,2010
889800.0,kir,1972
4217000.0,kir,1973
39050000.0,kir,1974
21920000.0,kir,1975
8509000.0,kir,1976
6820000.0,kir,1977
3934000.0,kir,1978
721000.0,kir,1979
-24240000.0,kir,1980
-27190000.0,kir,1981
-31850000.0,kir,1982
-25700000.0,kir,1983
-19060000.0,kir,1984
-22320000.0,kir,1985
-25780000.0,kir,1986
-26230000.0,kir,1987
-29600000.0,kir,1988
-31350000.0,kir,1989
-38530000.0,kir,1990
-37210000.0,kir,1991
-34390000.0,kir,1992
-23800000.0,kir,1993
-19110000.0,kir,1994
-34770000.0,kir,1995
-35290000.0,kir,1996
-29020000.0,kir,1997
-18400000.0,kir,1998
-28520000.0,kir,1999
-27250000.0,kir,2000
-27980000.0,kir,2001
-33200000.0,kir,2002
-60320000.0,kir,2003
-68690000.0,kir,2004
-367500000.0,kor,1960
-227700000.0,kor,1961
-318900000.0,kor,1962
-427700000.0,kor,1963
-257800000.0,kor,1964
-229800000.0,kor,1965
-384700000.0,kor,1966
-512400000.0,kor,1967
-775500000.0,kor,1968
-913100000.0,kor,1969
-907100000.0,kor,1970
-1045000000.0,kor,1971
-515900000.0,kor,1972
-433100000.0,kor,1973
-2146000000.0,kor,1974
-1829000000.0,kor,1975
-590300000.0,kor,1976
-319600000.0,kor,1977
-1911000000.0,kor,1978
-4627000000.0,kor,1979
-5043000000.0,kor,1980
-3859000000.0,kor,1981
-1926000000.0,kor,1982
-931100000.0,kor,1983
-256600000.0,kor,1984
571400000.0,kor,1985
5636000000.0,kor,1986
9900000000.0,kor,1987
13390000000.0,kor,1988
4747000000.0,kor,1989
-2836000000.0,kor,1990
-8186000000.0,kor,1991
-3821000000.0,kor,1992
1416000000.0,kor,1993
-3143000000.0,kor,1994
-5651000000.0,kor,1995
-19380000000.0,kor,1996
-3117000000.0,kor,1997
44460000000.0,kor,1998
29780000000.0,kor,1999
15240000000.0,kor,2000
11420000000.0,kor,2001
8497000000.0,kor,2002
14600000000.0,kor,2003
30020000000.0,kor,2004
22830000000.0,kor,2005
13200000000.0,kor,2006
15850000000.0,kor,2007
-10970000000.0,kor,2008
30900000000.0,kor,2009
28300000000.0,kor,2010
-1436000000.0,kos,2006
-1804000000.0,kos,2007
-2338000000.0,kos,2008
-2091000000.0,kos,2009
-2376000000.0,kos,2010
839900000.0,kwt,1962
848300000.0,kwt,1963
949100000.0,kwt,1964
935200000.0,kwt,1965
988400000.0,kwt,1966
758800000.0,kwt,1967
949200000.0,kwt,1968
957600000.0,kwt,1969
1026000000.0,kwt,1970
1850000000.0,kwt,1971
2133000000.0,kwt,1972
2692000000.0,kwt,1973
9250000000.0,kwt,1974
6548000000.0,kwt,1975
5959000000.0,kwt,1976
4041000000.0,kwt,1977
4755000000.0,kwt,1978
12170000000.0,kwt,1979
12620000000.0,kwt,1980
7773000000.0,kwt,1981
461900000.0,kwt,1982
2041000000.0,kwt,1983
3357000000.0,kwt,1984
2344000000.0,kwt,1985
-326900000.0,kwt,1986
3449000000.0,kwt,1987
956900000.0,kwt,1988
2682000000.0,kwt,1989
-2420000000.0,kwt,1990
-11980000000.0,kwt,1991
-2730000000.0,kwt,1992
834400000.0,kwt,1993
2118000000.0,kwt,1994
2825000000.0,kwt,1995
4125000000.0,kwt,1996
4025000000.0,kwt,1997
-1877000000.0,kwt,1998
1958000000.0,kwt,1999
9930000000.0,kwt,2000
5500000000.0,kwt,2001
3054000000.0,kwt,2002
8440000000.0,kwt,2003
14580000000.0,kwt,2004
28850000000.0,kwt,2005
42020000000.0,kwt,2006
40260000000.0,kwt,2007
60190000000.0,kwt,2008
31020000000.0,kwt,2009
-544100000.0,kgz,1990
-33330000.0,kgz,1991
-278100000.0,kgz,1992
-155000000.0,kgz,1993
-106000000.0,kgz,1994
-214100000.0,kgz,1995
-471900000.0,kgz,1996
-139700000.0,kgz,1997
-354600000.0,kgz,1998
-184800000.0,kgz,1999
-78550000.0,kgz,2000
-4541000.0,kgz,2001
-60340000.0,kgz,2002
-126100000.0,kgz,2003
-192500000.0,kgz,2004
-466800000.0,kgz,2005
-1057000000.0,kgz,2006
-1188000000.0,kgz,2007
-2005000000.0,kgz,2008
-1125000000.0,kgz,2009
-1450000000.0,kgz,2010
-62860000.0,lao,1984
-135600000.0,lao,1985
-72630000.0,lao,1986
-86230000.0,lao,1987
-109400000.0,lao,1988
-141800000.0,lao,1989
-114200000.0,lao,1990
-126200000.0,lao,1991
-113700000.0,lao,1992
-128900000.0,lao,1993
-229000000.0,lao,1994
-248900000.0,lao,1995
-344000000.0,lao,1996
-303500000.0,lao,1997
-145400000.0,lao,1998
-120800000.0,lao,1999
-244400000.0,lao,2000
-164900000.0,lao,2001
-132000000.0,lao,2002
-148900000.0,lao,2003
-388100000.0,lao,2004
-391700000.0,lao,2005
-264700000.0,lao,2006
-679000000.0,lao,2007
-831600000.0,lao,2008
-715600000.0,lao,2009
-332700000.0,lao,2010
-97800000.0,lva,1990
659500000.0,lva,1991
333400000.0,lva,1992
726400000.0,lva,1993
104600000.0,lva,1994
-115300000.0,lva,1995
-415300000.0,lva,1996
-478900000.0,lva,1997
-822900000.0,lva,1998
-672800000.0,lva,1999
-550900000.0,lva,2000
-792300000.0,lva,2001
-907800000.0,lva,2002
-1407000000.0,lva,2003
-2149000000.0,lva,2004
-2308000000.0,lva,2005
-4279000000.0,lva,2006
-5763000000.0,lva,2007
-4595000000.0,lva,2008
-382800000.0,lva,2009
-200200000.0,lva,2010
-1990000000.0,lbn,1989
-2325000000.0,lbn,1990
-3161000000.0,lbn,1991
-3576000000.0,lbn,1992
-4606000000.0,lbn,1993
-5234000000.0,lbn,1994
-6038000000.0,lbn,1995
-5805000000.0,lbn,1996
-5202000000.0,lbn,1997
-4690000000.0,lbn,1998
-3945000000.0,lbn,1999
-3756000000.0,lbn,2000
-4297000000.0,lbn,2001
-3609000000.0,lbn,2002
-4141000000.0,lbn,2003
-4711000000.0,lbn,2004
-4640000000.0,lbn,2005
-4688000000.0,lbn,2006
-6308000000.0,lbn,2007
-8734000000.0,lbn,2008
-9589000000.0,lbn,2009
-8909000000.0,lbn,2010
-9244000.0,lso,1960
-11760000.0,lso,1961
-14010000.0,lso,1962
-16950000.0,lso,1963
-17790000.0,lso,1964
-20730000.0,lso,1965
-25910000.0,lso,1966
-26470000.0,lso,1967
-26470000.0,lso,1968
-25070000.0,lso,1969
-25210000.0,lso,1970
-32170000.0,lso,1971
-42910000.0,lso,1972
-64840000.0,lso,1973
-95730000.0,lso,1974
-133800000.0,lso,1975
-178200000.0,lso,1976
-194300000.0,lso,1977
-195400000.0,lso,1978
-294500000.0,lso,1979
-384300000.0,lso,1980
-424000000.0,lso,1981
-430000000.0,lso,1982
-473800000.0,lso,1983
-425700000.0,lso,1984
-318700000.0,lso,1985
-340200000.0,lso,1986
-441100000.0,lso,1987
-515300000.0,lso,1988
-531700000.0,lso,1989
-568600000.0,lso,1990
-770500000.0,lso,1991
-821600000.0,lso,1992
-739800000.0,lso,1993
-735100000.0,lso,1994
-848800000.0,lso,1995
-809900000.0,lso,1996
-827200000.0,lso,1997
-661000000.0,lso,1998
-608900000.0,lso,1999
-515900000.0,lso,2000
-405800000.0,lso,2001
-418300000.0,lso,2002
-552500000.0,lso,2003
-906100000.0,lso,2004
-985200000.0,lso,2005
-936600000.0,lso,2006
-1053000000.0,lso,2007
-1053000000.0,lso,2008
-1194000000.0,lso,2009
-1527000000.0,lso,2010
14300000.0,lbr,1960
-32100000.0,lbr,1961
-68700000.0,lbr,1962
-36300000.0,lbr,1963
14500000.0,lbr,1964
29700000.0,lbr,1965
35800000.0,lbr,1966
57200000.0,lbr,1967
97700000.0,lbr,1968
130300000.0,lbr,1969
81100000.0,lbr,1970
77500000.0,lbr,1971
90600000.0,lbr,1972
89000000.0,lbr,1973
75100000.0,lbr,1974
31800000.0,lbr,1975
20900000.0,lbr,1976
-62900000.0,lbr,1977
-48600000.0,lbr,1978
-33800000.0,lbr,1979
-500200.0,lbr,1980
27100000.0,lbr,1981
-20000000.0,lbr,1982
-19000000.0,lbr,1983
45000000.0,lbr,1984
62000000.0,lbr,1985
95000000.0,lbr,1986
-187000000.0,lbr,1997
-102700000.0,lbr,1998
-119800000.0,lbr,1999
-25400000.0,lbr,2000
-45440000.0,lbr,2001
-45230000.0,lbr,2002
-51490000.0,lbr,2003
-63830000.0,lbr,2004
-74360000.0,lbr,2005
-334100000.0,lbr,2006
-1195000000.0,lbr,2007
-1192000000.0,lbr,2008
2473000000.0,lby,1990
981000000.0,lby,1991
1735000000.0,lby,1992
-1013000000.0,lby,1993
262700000.0,lby,1994
1727000000.0,lby,1995
1328000000.0,lby,1996
1517000000.0,lby,1997
-412800000.0,lby,1998
2029000000.0,lby,1999
6826000000.0,lby,2000
3380000000.0,lby,2001
2187000000.0,lby,2002
6188000000.0,lby,2003
10390000000.0,lby,2004
16780000000.0,lby,2005
25890000000.0,lby,2006
27440000000.0,lby,2007
37190000000.0,lby,2008
-901700000.0,ltu,1990
884900000.0,ltu,1991
293100000.0,ltu,1992
-580100000.0,ltu,1993
-418900000.0,ltu,1994
-834800000.0,ltu,1995
-775300000.0,ltu,1996
-1013000000.0,ltu,1997
-1278000000.0,ltu,1998
-1099000000.0,ltu,1999
-717600000.0,ltu,2000
-671000000.0,ltu,2001
-809600000.0,ltu,2002
-1084000000.0,ltu,2003
-1596000000.0,ltu,2004
-1847000000.0,ltu,2005
-3062000000.0,ltu,2006
-5218000000.0,ltu,2007
-5582000000.0,ltu,2008
-524300000.0,ltu,2009
-504600000.0,ltu,2010
138500000.0,lux,1960
97660000.0,lux,1961
56310000.0,lux,1962
54800000.0,lux,1963
62180000.0,lux,1964
72790000.0,lux,1965
85610000.0,lux,1966
140500000.0,lux,1967
177200000.0,lux,1968
261200000.0,lux,1969
293000000.0,lux,1970
171300000.0,lux,1971
247900000.0,lux,1972
515600000.0,lux,1973
917800000.0,lux,1974
381900000.0,lux,1975
453400000.0,lux,1976
436000000.0,lux,1977
412300000.0,lux,1978
653000000.0,lux,1979
431800000.0,lux,1980
251900000.0,lux,1981
292100000.0,lux,1982
369000000.0,lux,1983
467300000.0,lux,1984
654000000.0,lux,1985
907800000.0,lux,1986
755800000.0,lux,1987
1011000000.0,lux,1988
1428000000.0,lux,1989
1686000000.0,lux,1990
1678000000.0,lux,1991
2512000000.0,lux,1992
2844000000.0,lux,1993
3552000000.0,lux,1994
4382000000.0,lux,1995
4164000000.0,lux,1996
3206000000.0,lux,1997
3185000000.0,lux,1998
4079000000.0,lux,1999
4258000000.0,lux,2000
3557000000.0,lux,2001
4419000000.0,lux,2002
6924000000.0,lux,2003
8241000000.0,lux,2004
9585000000.0,lux,2005
13100000000.0,lux,2006
16570000000.0,lux,2007
18540000000.0,lux,2008
16160000000.0,lux,2009
16630000000.0,lux,2010
163000000.0,mac,1982
157000000.0,mac,1983
264400000.0,mac,1984
221800000.0,mac,1985
220300000.0,mac,1986
414100000.0,mac,1987
445600000.0,mac,1988
559800000.0,mac,1989
777300000.0,mac,1990
675800000.0,mac,1991
990500000.0,mac,1992
1171000000.0,mac,1993
1238000000.0,mac,1994
1804000000.0,mac,1995
2059000000.0,mac,1996
1993000000.0,mac,1997
1778000000.0,mac,1998
1490000000.0,mac,1999
2184000000.0,mac,2000
2103000000.0,mac,2001
2372000000.0,mac,2002
2765000000.0,mac,2003
4155000000.0,mac,2004
3805000000.0,mac,2005
4196000000.0,mac,2006
4986000000.0,mac,2007
6983000000.0,mac,2008
9497000000.0,mac,2009
15970000000.0,mac,2010
-448900000.0,mkd,1990
-139500000.0,mkd,1991
23000000.0,mkd,1992
-202600000.0,mkd,1993
-345400000.0,mkd,1994
-434100000.0,mkd,1995
-457100000.0,mkd,1996
-505700000.0,mkd,1997
-531300000.0,mkd,1998
-366700000.0,mkd,1999
-534200000.0,mkd,2000
-478400000.0,mkd,2001
-763000000.0,mkd,2002
-781800000.0,mkd,2003
-1110000000.0,mkd,2004
-1018000000.0,mkd,2005
-1170000000.0,mkd,2006
-1505000000.0,mkd,2007
-2488000000.0,mkd,2008
-2008000000.0,mkd,2009
-1713000000.0,mkd,2010
-44380000.0,mdg,1960
-34250000.0,mdg,1961
-34220000.0,mdg,1962
-54260000.0,mdg,1963
-53160000.0,mdg,1964
-56580000.0,mdg,1965
-53140000.0,mdg,1966
-38160000.0,mdg,1967
-51990000.0,mdg,1968
-52840000.0,mdg,1969
-26970000.0,mdg,1970
-78940000.0,mdg,1971
-54370000.0,mdg,1972
-76550000.0,mdg,1973
-89760000.0,mdg,1974
-114800000.0,mdg,1975
-51510000.0,mdg,1976
-85010000.0,mdg,1977
-184400000.0,mdg,1978
-547600000.0,mdg,1979
-662700000.0,mdg,1980
-406600000.0,mdg,1981
-332900000.0,mdg,1982
-244500000.0,mdg,1983
-136000000.0,mdg,1984
-236200000.0,mdg,1985
-110700000.0,mdg,1986
-152400000.0,mdg,1987
-166100000.0,mdg,1988
-95480000.0,mdg,1989
-352100000.0,mdg,1990
-227600000.0,mdg,1991
-250500000.0,mdg,1992
-313400000.0,mdg,1993
-225300000.0,mdg,1994
-239400000.0,mdg,1995
-220200000.0,mdg,1996
-287000000.0,mdg,1997
-290000000.0,mdg,1998
-287900000.0,mdg,1999
-284100000.0,mdg,2000
-145600000.0,mdg,2001
-288700000.0,mdg,2002
-492000000.0,mdg,2003
-647900000.0,mdg,2004
-873800000.0,mdg,2005
-884800000.0,mdg,2006
-1597000000.0,mdg,2007
-2858000000.0,mdg,2008
-2037000000.0,mdg,2009
-26600000.0,mwi,1960
-27160000.0,mwi,1961
-24920000.0,mwi,1962
-29820000.0,mwi,1963
-17080000.0,mwi,1964
-31640000.0,mwi,1965
-41160000.0,mwi,1966
-29270000.0,mwi,1967
-37560000.0,mwi,1968
-42840000.0,mwi,1969
-43320000.0,mwi,1970
-43930000.0,mwi,1971
-59510000.0,mwi,1972
-44190000.0,mwi,1973
-60030000.0,mwi,1974
-102800000.0,mwi,1975
-56520000.0,mwi,1976
-37320000.0,mwi,1977
-170100000.0,mwi,1978
-186700000.0,mwi,1979
-172800000.0,mwi,1980
-72150000.0,mwi,1981
-74940000.0,mwi,1982
-92610000.0,mwi,1983
23490000.0,mwi,1984
-64570000.0,mwi,1985
-25310000.0,mwi,1986
-27890000.0,mwi,1987
-127200000.0,mwi,1988
-250300000.0,mwi,1989
-181300000.0,mwi,1990
-133000000.0,mwi,1991
-346400000.0,mwi,1992
-333200000.0,mwi,1993
-379500000.0,mwi,1994
-247600000.0,mwi,1995
-206500000.0,mwi,1996
-325700000.0,mwi,1997
-93390000.0,mwi,1998
-271200000.0,mwi,1999
-169700000.0,mwi,2000
-191100000.0,mwi,2001
-355800000.0,mwi,2002
-337000000.0,mwi,2003
-478700000.0,mwi,2004
-775400000.0,mwi,2005
-763300000.0,mwi,2006
-435400000.0,mwi,2007
-886100000.0,mwi,2008
-751200000.0,mwi,2009
-839200000.0,mwi,2010
296700000.0,mys,1960
126300000.0,mys,1961
60990000.0,mys,1962
44890000.0,mys,1963
47810000.0,mys,1964
134300000.0,mys,1965
131600000.0,mys,1966
80500000.0,mys,1967
119100000.0,mys,1968
375300000.0,mys,1969
175200000.0,mys,1970
63260000.0,mys,1971
-65720000.0,mys,1972
437300000.0,mys,1973
28430000.0,mys,1974
47630000.0,mys,1975
1166000000.0,mys,1976
998000000.0,mys,1977
906700000.0,mys,1978
1880000000.0,mys,1979
602700000.0,mys,1980
-1564000000.0,mys,1981
-2357000000.0,mys,1982
-1743000000.0,mys,1983
633900000.0,mys,1984
1592000000.0,mys,1985
1683000000.0,mys,1986
4463000000.0,mys,1987
3600000000.0,mys,1988
2356000000.0,mys,1989
933100000.0,mys,1990
-1798000000.0,mys,1991
802400000.0,mys,1992
-66820000.0,mys,1993
-1194000000.0,mys,1994
-3495000000.0,mys,1995
1397000000.0,mys,1996
915300000.0,mys,1997
15880000000.0,mys,1998
19830000000.0,mys,1999
18020000000.0,mys,2000
16180000000.0,mys,2001
17400000000.0,mys,2002
21700000000.0,mys,2003
25410000000.0,mys,2004
31500000000.0,mys,2005
35460000000.0,mys,2006
38460000000.0,mys,2007
51580000000.0,mys,2008
41540000000.0,mys,2009
42350000000.0,mys,2010
-21900000.0,mdv,1980
-19100000.0,mdv,1981
-17100000.0,mdv,1982
-19800000.0,mdv,1983
-10700000.0,mdv,1984
6100000.0,mdv,1985
10400000.0,mdv,1986
16300000.0,mdv,1987
12100000.0,mdv,1988
9900000.0,mdv,1989
6079000.0,mdv,1990
-14500000.0,mdv,1991
-15040000.0,mdv,1992
-40600000.0,mdv,1993
-5247000.0,mdv,1994
61680000.0,mdv,1995
83850000.0,mdv,1996
64890000.0,mdv,1997
89930000.0,mdv,1998
62340000.0,mdv,1999
111500000.0,mdv,2000
8254000.0,mdv,2001
39400000.0,mdv,2002
49310000.0,mdv,2003
-33530000.0,mdv,2004
-384000000.0,mdv,2005
-269400000.0,mdv,2006
-356900000.0,mdv,2007
-519700000.0,mdv,2008
-308900000.0,mdv,2009
-335800000.0,mdv,2010
-34430000.0,mli,1967
-27140000.0,mli,1968
-26570000.0,mli,1969
-20620000.0,mli,1970
-29250000.0,mli,1971
-46340000.0,mli,1972
-71340000.0,mli,1973
-151600000.0,mli,1974
-162800000.0,mli,1975
-94160000.0,mli,1976
-71640000.0,mli,1977
-222900000.0,mli,1978
-243000000.0,mli,1979
-257500000.0,mli,1980
-237400000.0,mli,1981
-205100000.0,mli,1982
-198900000.0,mli,1983
-197000000.0,mli,1984
-357500000.0,mli,1985
-368800000.0,mli,1986
-319400000.0,mli,1987
-354700000.0,mli,1988
-322200000.0,mli,1989
-401400000.0,mli,1990
-396500000.0,mli,1991
-495600000.0,mli,1992
-412100000.0,mli,1993
-350100000.0,mli,1994
-373000000.0,mli,1995
-411700000.0,mli,1996
-263300000.0,mli,1997
-271600000.0,mli,1998
-301700000.0,mli,1999
-305200000.0,mli,2000
-446300000.0,mli,2001
-245600000.0,mli,2002
-477300000.0,mli,2003
-603800000.0,mli,2004
-619900000.0,mli,2005
-476200000.0,mli,2006
-671900000.0,mli,2007
-68140000.0,mlt,1970
-61990000.0,mlt,1971
-61770000.0,mlt,1972
-62260000.0,mlt,1973
-99430000.0,mlt,1974
-59990000.0,mlt,1975
-58480000.0,mlt,1976
-84480000.0,mlt,1977
-55390000.0,mlt,1978
-52370000.0,mlt,1979
