geo,females_aged_15_24_employment_rate_percent,time
tza,77.6,1994
tza,77.2,1995
tza,76.4,1996
tza,76.9,1997
tza,76.8,1998
tza,76.8,1999
tza,75.9,2000
tza,74.9,2001
tza,74.0,2002
tza,73.0,2003
tza,71.9,2004
tza,70.7,2005
tza,69.9,2006
tza,69.7,2007
tha,67.5,1991
tha,65.7,1992
tha,61.5,1993
tha,57.8,1994
tha,57.0,1995
tha,56.0,1996
tha,55.0,1997
tha,48.5,1998
tha,45.4,1999
tha,45.9,2000
tha,44.2,2001
tha,43.6,2002
tha,42.3,2003
tha,43.1,2004
tha,43.4,2005
tha,38.4,2006
tha,39.3,2007
mkd,15.0,1991
mkd,14.4,1992
mkd,13.8,1993
mkd,13.9,1994
mkd,14.5,1995
mkd,13.1,1996
mkd,13.4,1997
mkd,8.7,1998
mkd,12.3,1999
mkd,11.7,2000
mkd,12.7,2001
mkd,11.9,2002
mkd,10.1,2003
mkd,9.5,2004
mkd,10.4,2005
mkd,11.5,2006
mkd,11.1,2007
tgo,46.6,1991
tgo,46.2,1992
tgo,45.5,1993
tgo,45.5,1994
tgo,45.2,1995
tgo,44.8,1996
tgo,44.6,1997
tgo,44.1,1998
tgo,43.7,1999
tgo,43.2,2000
tgo,42.8,2001
tgo,42.4,2002
tgo,42.1,2003
tgo,41.7,2004
tgo,41.3,2005
tgo,40.9,2006
tgo,40.8,2007
tto,23.0,1991
tto,22.7,1992
tto,23.3,1993
tto,25.0,1994
tto,26.5,1995
tto,27.6,1996
tto,28.0,1997
tto,28.0,1998
tto,28.5,1999
tto,30.0,2000
tto,30.9,2001
tto,31.2,2002
tto,32.0,2003
tto,35.4,2004
tto,36.5,2005
tto,41.4,2006
tto,39.5,2007
tun,18.8,1991
tun,18.8,1992
tun,18.9,1993
tun,19.2,1994
tun,19.1,1995
tun,19.3,1996
tun,19.4,1997
tun,18.4,1998
tun,17.9,1999
tun,17.4,2000
tun,17.1,2001
tun,16.5,2002
tun,16.3,2003
tun,15.9,2004
tun,15.3,2005
tun,15.4,2006
tun,15.4,2007
tur,35.7,1991
tur,32.6,1992
tur,26.4,1993
tur,31.0,1994
tur,29.7,1995
tur,30.3,1996
tur,27.4,1997
tur,27.6,1998
tur,28.5,1999
tur,24.6,2000
tur,24.2,2001
tur,23.9,2002
tur,21.7,2003
tur,21.2,2004
tur,20.3,2005
tur,19.9,2006
tur,19.7,2007
tkm,30.7,1991
tkm,31.3,1992
tkm,32.4,1993
tkm,33.5,1994
tkm,33.3,1995
tkm,33.0,1996
tkm,32.1,1997
tkm,34.1,1998
tkm,35.2,1999
tkm,34.8,2000
tkm,34.1,2001
tkm,33.2,2002
tkm,32.6,2003
tkm,31.6,2004
tkm,30.7,2005
tkm,29.9,2006
tkm,30.5,2007
uga,73.8,1991
uga,73.8,1992
uga,73.5,1993
uga,72.8,1994
uga,73.4,1995
uga,73.9,1996
uga,74.4,1997
uga,75.4,1998
uga,75.3,1999
uga,75.1,2000
uga,75.3,2001
uga,74.9,2002
uga,74.5,2003
uga,74.4,2004
uga,74.3,2005
uga,74.2,2006
uga,74.5,2007
ukr,37.3,1991
ukr,37.1,1992
ukr,38.2,1993
ukr,40.4,1994
ukr,41.0,1995
ukr,40.9,1996
ukr,41.2,1997
ukr,40.6,1998
ukr,30.1,1999
ukr,29.4,2000
ukr,29.0,2001
ukr,29.9,2002
ukr,29.9,2003
ukr,31.8,2004
ukr,30.6,2005
ukr,30.7,2006
ukr,30.3,2007
are,15.4,1991
are,16.5,1992
are,17.7,1993
are,19.3,1994
are,20.8,1995
are,20.1,1996
are,19.8,1997
are,20.9,1998
are,21.1,1999
are,22.3,2000
are,23.0,2001
are,24.2,2002
are,24.7,2003
are,24.8,2004
are,24.6,2005
are,23.9,2006
are,24.7,2007
gbr,63.6,1991
gbr,59.6,1992
gbr,57.0,1993
gbr,56.4,1994
gbr,56.4,1995
gbr,58.1,1996
gbr,58.5,1997
gbr,58.4,1998
gbr,58.3,1999
gbr,58.8,2000
gbr,58.2,2001
gbr,58.6,2002
gbr,57.4,2003
gbr,57.7,2004
gbr,56.3,2005
gbr,56.1,2006
gbr,55.1,2007
usa,53.0,1991
usa,52.5,1992
usa,53.2,1993
usa,54.3,1994
usa,54.3,1995
usa,54.5,1996
usa,55.3,1997
usa,56.5,1998
usa,56.2,1999
usa,56.5,2000
usa,54.9,2001
usa,53.0,2002
usa,51.1,2003
usa,50.7,2004
usa,51.3,2005
usa,51.1,2006
usa,51.0,2007
ury,32.4,1991
ury,34.3,1992
ury,33.4,1993
ury,34.1,1994
ury,36.7,1995
ury,38.4,1996
ury,38.0,1997
ury,37.6,1998
ury,36.9,1999
ury,36.1,2000
ury,35.1,2001
ury,34.0,2002
ury,32.9,2003
ury,31.8,2004
ury,30.7,2005
ury,28.2,2006
ury,30.1,2007
uzb,31.6,1991
uzb,29.9,1992
uzb,29.2,1993
uzb,28.4,1994
uzb,27.9,1995
uzb,28.5,1996
uzb,29.0,1997
uzb,29.4,1998
uzb,29.7,1999
uzb,29.9,2000
uzb,30.3,2001
uzb,30.5,2002
uzb,30.7,2003
uzb,31.6,2004
uzb,32.1,2005
uzb,32.7,2006
uzb,34.0,2007
ven,18.7,1991
ven,19.5,1992
ven,20.3,1993
ven,19.7,1994
ven,19.0,1995
ven,16.5,1996
ven,18.9,1997
ven,19.4,1998
ven,18.5,1999
ven,20.2,2000
ven,20.6,2001
ven,19.1,2002
ven,19.7,2003
ven,20.5,2004
ven,21.7,2005
ven,24.1,2006
ven,24.7,2007
vnm,75.2,1991
vnm,73.2,1992
vnm,70.2,1993
vnm,71.0,1994
vnm,70.1,1995
vnm,69.2,1996
vnm,65.2,1997
vnm,63.4,1998
vnm,60.8,1999
vnm,57.1,2000
vnm,59.4,2001
vnm,58.2,2002
vnm,55.7,2003
vnm,54.2,2004
vnm,53.2,2005
vnm,52.2,2006
vnm,51.4,2007
pse,3.1,1991
pse,3.5,1992
pse,3.8,1993
pse,3.9,1994
pse,4.5,1995
pse,3.8,1996
pse,4.1,1997
pse,4.6,1998
pse,4.8,1999
pse,4.5,2000
pse,4.3,2001
pse,3.7,2002
pse,4.2,2003
pse,4.1,2004
pse,4.4,2005
pse,4.4,2006
pse,4.4,2007
yem,11.0,1991
yem,11.9,1992
yem,11.7,1993
yem,12.7,1994
yem,13.2,1995
yem,13.0,1996
yem,13.3,1997
yem,13.1,1998
yem,13.1,1999
yem,13.4,2000
yem,13.4,2001
yem,13.7,2002
yem,14.8,2003
yem,15.0,2004
yem,15.5,2005
yem,15.7,2006
yem,15.8,2007
zmb,34.7,1991
zmb,34.1,1992
zmb,33.7,1993
zmb,34.0,1994
zmb,34.6,1995
zmb,36.4,1996
zmb,37.6,1997
zmb,39.0,1998
zmb,38.7,1999
zmb,38.6,2000
zmb,38.8,2001
zmb,39.0,2002
zmb,39.1,2003
zmb,39.4,2004
zmb,39.4,2005
zmb,39.4,2006
zmb,40.1,2007
zwe,47.7,1991
zwe,47.0,1992
zwe,46.2,1993
zwe,47.4,1994
zwe,46.8,1995
zwe,46.2,1996
zwe,45.2,1997
zwe,44.1,1998
zwe,43.3,1999
zwe,45.0,2000
zwe,46.6,2001
zwe,47.9,2002
zwe,47.0,2003
zwe,46.5,2004
zwe,45.6,2005
zwe,44.6,2006
zwe,45.4,2007
