geo,median_age_years,time
nga,17.18,1985
nga,17.07,1990
nga,17.35,1995
nga,17.79,2000
nga,18.19,2005
nga,18.58,2010
nga,19.16,2015
nga,20.01,2020
nga,21.24,2025
nga,22.6,2030
nga,23.98,2035
nga,25.4,2040
nga,26.81,2045
nga,28.2,2050
nor,32.71,1950
nor,33.56,1955
nor,34.36,1960
nor,34.06,1965
nor,32.96,1970
nor,32.45,1975
nor,33.32,1980
nor,34.62,1985
nor,35.38,1990
nor,36.09,1995
nor,36.82,2000
nor,37.97,2005
nor,38.9,2010
nor,39.96,2015
nor,40.59,2020
nor,41.06,2025
nor,41.62,2030
nor,42.31,2035
nor,42.96,2040
nor,43.41,2045
nor,43.67,2050
pse,17.19,1950
pse,17.28,1955
pse,17.59,1960
pse,17.41,1965
pse,17.5,1970
pse,17.0,1975
pse,16.07,1980
pse,16.57,1985
pse,16.44,1990
pse,16.93,1995
pse,16.63,2000
pse,16.91,2005
pse,17.56,2010
pse,18.54,2015
pse,19.8,2020
pse,21.23,2025
pse,22.68,2030
pse,24.15,2035
pse,25.68,2040
pse,27.28,2045
pse,28.87,2050
omn,18.77,1950
omn,17.71,1955
omn,16.86,1960
omn,16.18,1965
omn,16.0,1970
omn,16.39,1975
omn,17.3,1980
omn,17.63,1985
omn,18.31,1990
omn,20.17,1995
omn,21.37,2000
omn,22.86,2005
omn,24.31,2010
omn,26.2,2015
omn,27.83,2020
omn,29.36,2025
omn,30.98,2030
omn,32.42,2035
omn,34.08,2040
omn,35.64,2045
omn,37.15,2050
pak,24.24,1950
pak,22.9,1955
pak,21.82,1960
pak,21.0,1965
pak,19.85,1970
pak,18.86,1975
pak,18.26,1980
pak,18.25,1985
pak,18.19,1990
pak,18.28,1995
pak,19.02,2000
pak,19.96,2005
pak,21.29,2010
pak,22.49,2015
pak,23.7,2020
pak,24.96,2025
pak,26.41,2030
pak,27.91,2035
pak,29.44,2040
pak,31.08,2045
pak,32.69,2050
pan,20.23,1950
pan,19.33,1955
pan,18.58,1960
pan,18.13,1965
pan,18.0,1970
pan,18.39,1975
pan,19.31,1980
pan,20.54,1985
pan,21.93,1990
pan,23.43,1995
pan,24.82,2000
pan,26.06,2005
pan,27.34,2010
pan,28.69,2015
pan,30.11,2020
pan,31.5,2025
pan,32.93,2030
pan,34.39,2035
pan,35.89,2040
pan,37.31,2045
pan,38.6,2050
png,20.25,1950
png,19.31,1955
png,18.65,1960
png,17.05,1965
png,17.93,1970
png,17.93,1975
png,17.23,1980
png,17.94,1985
png,18.59,1990
png,19.09,1995
png,19.2,2000
png,19.52,2005
png,20.04,2010
png,20.93,2015
png,22.12,2020
png,23.37,2025
png,24.63,2030
png,25.99,2035
png,27.37,2040
png,28.75,2045
png,30.12,2050
pry,16.48,1950
pry,16.2,1955
pry,16.06,1960
pry,16.18,1965
pry,16.73,1970
pry,17.64,1975
pry,18.39,1980
pry,18.85,1985
pry,19.32,1990
pry,19.69,1995
pry,20.41,2000
pry,21.67,2005
pry,23.06,2010
pry,24.52,2015
pry,26.09,2020
pry,27.69,2025
pry,29.3,2030
pry,30.93,2035
pry,32.53,2040
pry,34.08,2045
pry,35.58,2050
per,19.13,1950
per,18.85,1955
per,18.45,1960
per,17.98,1965
per,17.91,1970
per,18.21,1975
per,18.71,1980
per,19.55,1985
per,20.48,1990
per,21.6,1995
per,22.9,2000
per,24.23,2005
per,25.59,2010
per,27.22,2015
per,28.94,2020
per,30.75,2025
per,32.55,2030
per,34.29,2035
per,36.0,2040
per,37.63,2045
per,39.16,2050
phl,18.17,1950
phl,17.47,1955
phl,17.05,1960
phl,16.86,1965
phl,17.11,1970
phl,17.6,1975
phl,18.1,1980
phl,18.75,1985
phl,19.33,1990
phl,19.91,1995
phl,20.85,2000
phl,21.99,2005
phl,23.2,2010
phl,24.53,2015
phl,26.01,2020
phl,27.5,2025
phl,28.97,2030
phl,30.42,2035
phl,31.96,2040
phl,33.5,2045
phl,35.01,2050
pol,25.8,1950
pol,26.08,1955
pol,26.54,1960
pol,27.57,1965
pol,28.16,1970
pol,28.55,1975
pol,29.55,1980
pol,30.81,1985
pol,32.28,1990
pol,33.79,1995
pol,35.32,2000
pol,36.76,2005
pol,38.21,2010
pol,39.8,2015
pol,41.74,2020
pol,43.81,2025
pol,46.02,2030
pol,47.97,2035
pol,49.61,2040
pol,50.67,2045
pol,51.01,2050
prt,26.18,1950
prt,27.05,1955
prt,27.88,1960
prt,28.59,1965
prt,29.56,1970
prt,29.33,1975
prt,30.6,1980
prt,31.59,1985
prt,34.21,1990
prt,36.05,1995
prt,37.83,2000
prt,39.32,2005
prt,40.96,2010
prt,42.79,2015
prt,44.71,2020
prt,46.61,2025
prt,48.25,2030
prt,49.51,2035
prt,50.09,2040
prt,50.31,2045
prt,50.4,2050
pri,18.4,1950
pri,18.46,1955
pri,18.44,1960
pri,21.08,1965
pri,21.58,1970
pri,22.64,1975
pri,24.62,1980
pri,26.28,1985
pri,28.49,1990
pri,30.34,1995
pri,32.14,2000
pri,34.23,2005
pri,36.01,2010
pri,37.7,2015
pri,39.3,2020
pri,40.78,2025
pri,42.07,2030
pri,43.26,2035
pri,44.35,2040
pri,45.23,2045
pri,45.55,2050
qat,18.88,1950
qat,20.15,1955
qat,20.76,1960
qat,22.24,1965
qat,22.45,1970
qat,23.44,1975
qat,24.34,1980
qat,27.49,1985
qat,29.58,1990
qat,29.03,1995
qat,30.39,2000
qat,29.95,2005
qat,30.11,2010
qat,33.55,2015
qat,33.62,2020
qat,35.21,2025
qat,36.32,2030
qat,37.11,2035
qat,37.67,2040
qat,38.11,2045
qat,38.51,2050
kor,19.02,1950
kor,19.3,1955
kor,19.79,1960
kor,18.74,1965
kor,19.01,1970
kor,19.96,1975
kor,22.2,1980
kor,24.42,1985
kor,26.95,1990
kor,29.51,1995
kor,32.05,2000
kor,34.97,2005
kor,37.9,2010
kor,40.72,2015
kor,43.22,2020
kor,45.48,2025
kor,47.64,2030
kor,49.62,2035
kor,50.98,2040
kor,52.45,2045
kor,53.74,2050
mda,26.62,1950
mda,26.59,1955
mda,26.08,1960
mda,26.17,1965
mda,26.29,1970
mda,26.21,1975
mda,27.7,1980
mda,28.65,1985
mda,29.86,1990
mda,30.79,1995
mda,32.25,2000
mda,34.05,2005
mda,35.22,2010
mda,36.26,2015
mda,37.64,2020
mda,39.43,2025
mda,41.79,2030
mda,43.95,2035
mda,45.54,2040
mda,45.54,2045
mda,44.7,2050
reu,20.29,1950
reu,18.78,1955
reu,17.77,1960
reu,17.07,1965
reu,17.08,1970
reu,18.5,1975
reu,19.94,1980
reu,22.81,1985
reu,24.41,1990
reu,26.48,1995
reu,28.3,2000
reu,29.48,2005
reu,30.2,2010
reu,31.28,2015
reu,32.53,2020
reu,33.8,2025
reu,34.99,2030
reu,36.03,2035
reu,37.17,2040
reu,38.29,2045
reu,39.29,2050
rou,26.07,1950
rou,27.29,1955
rou,28.41,1960
rou,30.19,1965
rou,30.9,1970
rou,30.76,1975
rou,30.74,1980
rou,31.76,1985
rou,32.6,1990
rou,34.02,1995
rou,34.75,2000
rou,36.68,2005
rou,38.5,2010
rou,40.21,2015
rou,42.18,2020
rou,44.07,2025
rou,45.67,2030
rou,47.46,2035
rou,48.93,2040
rou,49.32,2045
rou,49.49,2050
rus,25.02,1950
rus,26.54,1955
rus,27.38,1960
rus,28.51,1965
rus,30.57,1970
rus,30.81,1975
rus,31.28,1980
rus,32.09,1985
rus,33.31,1990
rus,34.99,1995
rus,36.5,2000
rus,37.32,2005
rus,38.05,2010
rus,38.91,2015
rus,40.01,2020
rus,41.73,2025
rus,43.55,2030
rus,45.31,2035
rus,45.54,2040
rus,44.49,2045
rus,43.96,2050
rwa,16.74,1950
rwa,16.7,1955
rwa,16.48,1960
rwa,16.18,1965
rwa,15.87,1970
rwa,15.72,1975
rwa,16.54,1980
rwa,16.0,1985
rwa,15.42,1990
rwa,15.31,1995
rwa,16.64,2000
rwa,17.86,2005
rwa,18.71,2010
rwa,18.78,2015
rwa,19.14,2020
rwa,20.02,2025
rwa,21.4,2030
rwa,22.85,2035
rwa,24.27,2040
rwa,25.64,2045
rwa,26.95,2050
lca,20.68,1950
lca,20.11,1955
lca,17.71,1960
lca,16.36,1965
lca,14.95,1970
lca,16.52,1975
lca,17.49,1980
lca,18.93,1985
lca,21.44,1990
lca,23.07,1995
lca,24.26,2000
lca,25.75,2005
lca,27.47,2010
lca,29.38,2015
lca,31.48,2020
lca,33.54,2025
lca,35.57,2030
lca,37.31,2035
lca,38.77,2040
lca,39.85,2045
lca,41.03,2050
vct,15.36,1950
vct,14.85,1955
vct,15.22,1960
vct,14.83,1965
vct,15.1,1970
vct,16.02,1975
vct,17.43,1980
vct,19.05,1985
vct,20.38,1990
vct,22.3,1995
vct,24.18,2000
vct,26.31,2005
vct,27.83,2010
vct,29.46,2015
vct,31.18,2020
vct,32.98,2025
vct,34.73,2030
vct,36.3,2035
vct,37.41,2040
vct,38.36,2045
vct,39.32,2050
wsm,16.56,1950
wsm,15.88,1955
wsm,15.59,1960
wsm,15.13,1965
wsm,15.92,1970
wsm,16.91,1975
wsm,18.18,1980
wsm,19.16,1985
wsm,18.5,1990
wsm,19.87,1995
wsm,19.72,2000
wsm,18.98,2005
wsm,19.57,2010
wsm,21.12,2015
wsm,22.85,2020
wsm,24.48,2025
wsm,25.97,2030
wsm,27.14,2035
wsm,28.31,2040
wsm,29.65,2045
wsm,31.43,2050
stp,24.54,1950
stp,24.54,1955
stp,24.55,1960
stp,20.23,1965
stp,16.51,1970
stp,16.34,1975
stp,16.59,1980
stp,16.59,1985
stp,16.65,1990
stp,17.11,1995
stp,17.95,2000
stp,18.72,2005
stp,19.27,2010
stp,20.31,2015
stp,21.85,2020
stp,23.45,2025
stp,25.11,2030
stp,26.84,2035
stp,28.53,2040
stp,30.19,2045
stp,31.85,2050
sau,19.03,1950
sau,18.72,1955
sau,18.37,1960
sau,18.01,1965
sau,17.77,1970
sau,17.86,1975
sau,18.0,1980
sau,19.02,1985
sau,19.36,1990
sau,19.4,1995
sau,21.31,2000
sau,23.29,2005
sau,24.56,2010
sau,25.99,2015
sau,27.52,2020
sau,29.1,2025
sau,30.65,2030
sau,32.25,2035
sau,33.82,2040
sau,35.24,2045
sau,36.61,2050
sen,19.16,1950
sen,19.5,1955
sen,19.41,1960
sen,19.1,1965
sen,18.46,1970
sen,17.64,1975
sen,16.77,1980
sen,16.42,1985
sen,16.46,1990
sen,16.61,1995
sen,16.99,2000
sen,17.48,2005
sen,17.96,2010
sen,18.68,2015
sen,19.64,2020
sen,20.89,2025
sen,22.38,2030
sen,23.9,2035
sen,25.43,2040
sen,26.95,2045
sen,28.44,2050
srb,25.83,1950
srb,26.62,1955
srb,27.96,1960
srb,29.16,1965
srb,30.6,1970
srb,30.41,1975
srb,31.47,1980
srb,32.47,1985
srb,33.6,1990
srb,34.69,1995
srb,35.68,2000
srb,36.59,2005
srb,37.57,2010
srb,38.65,2015
srb,39.83,2020
srb,41.13,2025
srb,42.37,2030
srb,43.39,2035
srb,44.04,2040
srb,44.33,2045
srb,44.73,2050
sle,20.41,1950
sle,20.9,1955
sle,21.12,1960
sle,21.22,1965
sle,21.11,1970
sle,20.38,1975
sle,19.59,1980
sle,19.06,1985
sle,18.71,1990
sle,18.67,1995
sle,18.67,2000
sle,18.45,2005
sle,18.23,2010
sle,18.24,2015
sle,18.75,2020
sle,19.61,2025
sle,20.65,2030
sle,21.79,2035
sle,22.93,2040
sle,24.07,2045
sle,25.26,2050
sgp,19.98,1950
sgp,19.43,1955
sgp,18.8,1960
sgp,18.13,1965
sgp,19.72,1970
sgp,21.93,1975
sgp,24.5,1980
sgp,27.31,1985
sgp,29.32,1990
sgp,31.82,1995
sgp,34.55,2000
sgp,37.5,2005
sgp,40.63,2010
sgp,43.38,2015
sgp,45.71,2020
sgp,47.27,2025
sgp,48.43,2030
sgp,49.52,2035
sgp,50.77,2040
sgp,52.28,2045
sgp,53.52,2050
svk,27.32,1950
svk,26.95,1955
svk,26.76,1960
svk,26.89,1965
svk,28.35,1970
svk,28.11,1975
svk,28.98,1980
svk,29.87,1985
svk,31.28,1990
svk,32.44,1995
svk,33.91,2000
svk,35.44,2005
svk,37.2,2010
svk,39.05,2015
svk,41.15,2020
svk,43.23,2025
svk,45.26,2030
svk,47.04,2035
svk,48.49,2040
svk,49.44,2045
svk,49.49,2050
svn,27.7,1950
svn,28.22,1955
svn,29.32,1960
svn,30.3,1965
svn,31.04,1970
svn,31.44,1975
svn,31.67,1980
svn,32.74,1985
svn,34.08,1990
svn,36.06,1995
svn,38.02,2000
svn,40.07,2005
svn,41.69,2010
svn,43.12,2015
svn,44.55,2020
svn,46.16,2025
svn,47.62,2030
svn,48.83,2035
svn,49.59,2040
svn,49.43,2045
svn,48.74,2050
slb,18.32,1950
slb,18.65,1955
slb,18.36,1960
slb,18.02,1965
slb,17.49,1970
slb,16.04,1975
slb,16.16,1980
slb,16.25,1985
slb,16.99,1990
slb,17.79,1995
slb,18.58,2000
slb,19.42,2005
slb,20.33,2010
slb,21.56,2015
slb,22.92,2020
slb,24.33,2025
slb,25.82,2030
slb,27.35,2035
slb,28.87,2040
slb,30.36,2045
slb,31.84,2050
som,19.55,1950
som,18.77,1955
som,18.13,1960
som,17.46,1965
som,17.15,1970
som,17.01,1975
som,16.84,1980
som,17.3,1985
som,17.56,1990
som,17.98,1995
som,18.01,2000
som,17.64,2005
som,17.55,2010
som,17.68,2015
som,18.12,2020
som,18.68,2025
som,19.33,2030
som,20.12,2035
som,21.14,2040
som,22.3,2045
som,23.57,2050
zaf,20.94,1950
zaf,20.34,1955
zaf,19.71,1960
zaf,19.23,1965
zaf,18.82,1970
zaf,18.85,1975
zaf,19.05,1980
zaf,19.47,1985
zaf,20.13,1990
zaf,21.73,1995
zaf,22.95,2000
zaf,23.93,2005
zaf,24.88,2010
zaf,25.75,2015
zaf,26.54,2020
zaf,27.27,2025
zaf,28.07,2030
zaf,28.92,2035
zaf,29.81,2040
zaf,30.85,2045
zaf,31.89,2050
esp,27.68,1950
esp,28.8,1955
esp,29.56,1960
esp,30.15,1965
esp,30.2,1970
esp,30.3,1975
esp,30.79,1980
esp,31.98,1985
esp,33.68,1990
esp,35.6,1995
esp,37.61,2000
esp,38.65,2005
esp,40.17,2010
esp,41.9,2015
esp,43.79,2020
esp,45.91,2025
esp,47.64,2030
esp,48.84,2035
esp,49.14,2040
esp,48.81,2045
esp,48.24,2050
lka,21.58,1950
lka,20.26,1955
lka,19.4,1960
lka,19.39,1965
lka,20.03,1970
lka,20.93,1975
lka,21.92,1980
lka,22.94,1985
lka,24.31,1990
lka,25.78,1995
lka,27.66,2000
lka,29.33,2005
lka,30.57,2010
lka,32.41,2015
lka,34.35,2020
lka,36.13,2025
lka,37.51,2030
lka,38.37,2035
lka,39.03,2040
lka,40.25,2045
lka,41.64,2050
sdn,18.07,1950
sdn,17.97,1955
sdn,17.88,1960
sdn,17.86,1965
sdn,17.77,1970
sdn,17.61,1975
sdn,17.52,1980
sdn,17.58,1985
sdn,17.83,1990
sdn,18.19,1995
sdn,18.65,2000
sdn,19.34,2005
sdn,20.25,2010
sdn,21.48,2015
sdn,22.8,2020
sdn,24.15,2025
sdn,25.51,2030
sdn,26.91,2035
sdn,28.29,2040
sdn,29.66,2045
sdn,31.05,2050
sur,20.14,1950
sur,18.86,1955
sur,16.46,1960
sur,15.96,1965
sur,15.77,1970
sur,16.02,1975
sur,18.82,1980
sur,21.27,1985
sur,22.96,1990
sur,24.5,1995
sur,25.7,2000
sur,26.14,2005
sur,27.57,2010
sur,29.13,2015
sur,30.7,2020
sur,32.03,2025
sur,33.49,2030
sur,35.21,2035
sur,36.94,2040
sur,38.45,2045
sur,39.67,2050
swz,18.43,1950
swz,17.88,1955
swz,17.38,1960
swz,16.75,1965
swz,16.3,1970
swz,15.93,1975
swz,15.56,1980
swz,15.52,1985
swz,15.88,1990
swz,16.12,1995
swz,17.25,2000
swz,18.09,2005
swz,19.3,2010
swz,20.57,2015
swz,21.57,2020
swz,22.32,2025
swz,23.07,2030
swz,23.94,2035
swz,24.91,2040
swz,25.99,2045
swz,27.1,2050
swe,34.26,1950
swe,35.06,1955
swe,36.24,1960
swe,36.17,1965
swe,35.39,1970
swe,35.34,1975
swe,36.25,1980
swe,38.13,1985
swe,38.33,1990
swe,38.46,1995
swe,39.38,2000
swe,40.1,2005
swe,40.89,2010
swe,41.61,2015
swe,41.96,2020
swe,42.1,2025
swe,42.53,2030
swe,43.21,2035
swe,43.64,2040
swe,43.31,2045
swe,43.23,2050
che,33.2,1950
che,32.9,1955
che,32.63,1960
che,31.56,1965
che,31.95,1970
che,33.07,1975
che,34.77,1980
che,36.11,1985
che,36.85,1990
che,37.41,1995
che,38.78,2000
che,40.35,2005
che,41.91,2010
che,43.17,2015
che,43.92,2020
che,44.25,2025
che,44.61,2030
che,44.96,2035
che,45.33,2040
che,45.32,2045
che,44.88,2050
syr,19.4,1950
syr,18.18,1955
syr,17.13,1960
syr,16.22,1965
syr,15.98,1970
syr,15.74,1975
syr,15.4,1980
syr,15.27,1985
syr,15.72,1990
syr,17.1,1995
syr,18.68,2000
syr,20.57,2005
syr,22.5,2010
syr,23.62,2015
syr,24.78,2020
syr,26.43,2025
syr,28.29,2030
syr,30.19,2035
syr,32.34,2040
syr,34.4,2045
syr,36.43,2050
tjk,22.33,1950
tjk,22.59,1955
tjk,21.69,1960
tjk,18.29,1965
tjk,16.85,1970
tjk,17.15,1975
tjk,18.0,1980
tjk,18.5,1985
tjk,18.34,1990
tjk,18.16,1995
tjk,18.45,2000
tjk,19.16,2005
tjk,20.73,2010
tjk,22.34,2015
tjk,23.85,2020
tjk,25.38,2025
tjk,27.02,2030
tjk,28.76,2035
tjk,30.56,2040
tjk,32.53,2045
tjk,34.42,2050
mkd,22.3,1950
mkd,22.19,1955
mkd,22.35,1960
mkd,22.42,1965
mkd,23.73,1970
mkd,24.84,1975
mkd,26.44,1980
mkd,28.09,1985
mkd,29.49,1990
mkd,30.91,1995
mkd,32.46,2000
mkd,34.21,2005
mkd,36.01,2010
mkd,37.81,2015
mkd,39.54,2020
mkd,41.29,2025
mkd,42.97,2030
mkd,44.6,2035
mkd,46.08,2040
mkd,47.12,2045
mkd,47.64,2050
tha,18.62,1950
tha,18.68,1955
tha,18.41,1960
tha,17.76,1965
tha,17.71,1970
tha,18.4,1975
tha,19.54,1980
tha,22.09,1985
tha,24.55,1990
tha,26.86,1995
tha,29.98,2000
tha,31.47,2005
tha,33.17,2010
tha,34.72,2015
tha,36.19,2020
tha,37.54,2025
tha,38.77,2030
tha,39.84,2035
tha,40.49,2040
tha,40.95,2045
tha,41.37,2050
tls,19.64,1950
tls,19.39,1955
tls,19.23,1960
tls,18.98,1965
tls,18.94,1970
tls,18.88,1975
tls,19.01,1980
tls,19.54,1985
tls,19.41,1990
tls,19.6,1995
tls,15.31,2000
tls,16.73,2005
tls,17.37,2010
tls,17.97,2015
tls,18.21,2020
tls,18.44,2025
tls,19.24,2030
tls,20.49,2035
tls,22.02,2040
tls,23.52,2045
tls,24.99,2050
tgo,19.44,1950
tgo,19.01,1955
tgo,18.62,1960
tgo,18.23,1965
tgo,17.79,1970
tgo,17.28,1975
tgo,16.84,1980
tgo,16.68,1985
tgo,16.9,1990
tgo,17.44,1995
tgo,18.16,2000
tgo,18.94,2005
tgo,19.82,2010
tgo,20.83,2015
tgo,21.97,2020
tgo,23.21,2025
tgo,24.52,2030
tgo,25.92,2035
tgo,27.39,2040
tgo,28.88,2045
tgo,30.37,2050
ton,15.54,1950
ton,15.59,1955
ton,15.62,1960
ton,15.79,1965
ton,16.27,1970
ton,16.15,1975
ton,17.3,1980
ton,18.29,1985
ton,19.69,1990
ton,19.67,1995
ton,19.71,2000
ton,21.18,2005
ton,21.33,2010
ton,21.34,2015
ton,22.42,2020
ton,23.74,2025
ton,25.2,2030
ton,26.8,2035
ton,28.29,2040
ton,29.71,2045
ton,31.04,2050
tto,20.7,1950
tto,19.34,1955
tto,18.61,1960
tto,18.57,1965
tto,18.51,1970
tto,20.05,1975
tto,21.62,1980
tto,22.63,1985
tto,23.53,1990
tto,25.0,1995
tto,26.93,2000
tto,28.86,2005
tto,30.81,2010
tto,33.1,2015
tto,35.55,2020
tto,37.92,2025
tto,40.24,2030
tto,41.63,2035
tto,42.33,2040
tto,42.52,2045
tto,42.76,2050
tun,20.93,1950
tun,19.97,1955
tun,18.92,1960
tun,17.2,1965
tun,16.77,1970
tun,17.74,1975
tun,18.51,1980
tun,19.47,1985
tun,20.75,1990
tun,22.8,1995
tun,24.62,2000
tun,26.89,2005
tun,29.08,2010
tun,31.29,2015
tun,33.5,2020
tun,35.73,2025
tun,37.8,2030
tun,39.74,2035
tun,40.99,2040
tun,41.84,2045
tun,42.52,2050
tur,19.42,1950
tur,19.8,1955
tur,19.49,1960
tur,18.8,1965
tur,19.02,1970
tur,19.03,1975
tur,19.55,1980
tur,20.25,1985
tur,21.47,1990
tur,22.91,1995
tur,24.53,2000
tur,26.46,2005
tur,28.34,2010
tur,30.22,2015
tur,31.91,2020
tur,33.62,2025
tur,35.36,2030
tur,37.02,2035
tur,38.46,2040
tur,39.65,2045
tur,40.74,2050
tkm,23.54,1950
tkm,23.19,1955
tkm,21.9,1960
tkm,18.78,1965
tkm,17.64,1970
tkm,17.93,1975
tkm,18.73,1980
tkm,19.46,1985
tkm,19.66,1990
tkm,20.19,1995
tkm,21.63,2000
tkm,23.11,2005
tkm,24.71,2010
tkm,26.69,2015
tkm,28.69,2020
tkm,30.8,2025
tkm,32.59,2030
tkm,34.14,2035
tkm,35.64,2040
tkm,37.04,2045
tkm,38.38,2050
uga,18.19,1950
uga,17.68,1955
uga,17.05,1960
uga,16.7,1965
uga,16.5,1970
uga,16.28,1975
uga,16.13,1980
uga,16.06,1985
uga,15.9,1990
uga,15.49,1995
uga,15.26,2000
uga,15.3,2005
uga,15.57,2010
uga,15.97,2015
uga,16.57,2020
uga,17.43,2025
uga,18.5,2030
uga,19.72,2035
uga,21.16,2040
uga,22.65,2045
uga,24.19,2050
ukr,27.64,1950
ukr,28.51,1955
ukr,29.81,1960
ukr,30.24,1965
ukr,32.16,1970
ukr,33.62,1975
ukr,33.84,1980
ukr,34.21,1985
ukr,35.05,1990
ukr,36.22,1995
ukr,37.69,2000
ukr,38.91,2005
ukr,39.52,2010
ukr,40.23,2015
ukr,41.2,2020
ukr,42.62,2025
ukr,44.28,2030
ukr,45.89,2035
ukr,46.64,2040
ukr,46.03,2045
ukr,44.73,2050
are,18.89,1950
are,18.55,1955
are,18.18,1960
are,20.67,1965
are,22.86,1970
are,25.43,1975
are,26.08,1980
are,26.95,1985
are,27.35,1990
are,27.42,1995
are,28.57,2000
are,29.47,2005
are,31.67,2010
are,33.07,2015
are,34.38,2020
are,34.98,2025
are,35.42,2030
are,36.53,2035
are,37.41,2040
are,37.99,2045
are,38.55,2050
gbr,34.63,1950
gbr,35.01,1955
gbr,35.44,1960
gbr,34.79,1965
gbr,34.19,1970
gbr,33.93,1975
gbr,34.36,1980
gbr,35.37,1985
gbr,35.78,1990
gbr,36.55,1995
gbr,37.71,2000
gbr,38.86,2005
gbr,39.86,2010
gbr,40.31,2015
gbr,40.45,2020
gbr,40.79,2025
gbr,41.38,2030
gbr,41.97,2035
gbr,42.33,2040
gbr,42.4,2045
gbr,42.47,2050
tza,16.94,1950
tza,17.04,1955
tza,17.0,1960
tza,16.98,1965
tza,16.85,1970
tza,16.74,1975
tza,16.67,1980
tza,16.74,1985
tza,16.9,1990
tza,17.18,1995
tza,17.41,2000
tza,17.49,2005
tza,17.49,2010
tza,17.56,2015
tza,17.97,2020
tza,18.73,2025
tza,19.74,2030
tza,20.98,2035
tza,22.23,2040
tza,23.48,2045
tza,24.77,2050
usa,29.99,1950
usa,30.18,1955
usa,29.57,1960
usa,28.4,1965
usa,28.17,1970
usa,28.82,1975
usa,30.08,1980
usa,31.52,1985
usa,32.79,1990
usa,33.95,1995
usa,35.1,2000
usa,35.96,2005
usa,36.59,2010
usa,37.17,2015
usa,37.87,2020
usa,38.69,2025
usa,39.55,2030
usa,40.33,2035
usa,40.84,2040
usa,41.25,2045
usa,41.72,2050
vir,21.98,1950
vir,21.07,1955
vir,20.56,1960
vir,20.03,1965
vir,23.0,1970
vir,20.0,1975
vir,21.99,1980
vir,23.8,1985
vir,28.07,1990
vir,30.67,1995
vir,33.51,2000
vir,36.71,2005
vir,38.5,2010
vir,39.81,2015
vir,39.49,2020
vir,40.28,2025
vir,41.45,2030
vir,43.02,2035
vir,44.87,2040
vir,46.17,2045
vir,47.58,2050
ury,27.85,1950
ury,28.39,1955
ury,28.89,1960
ury,29.27,1965
ury,29.65,1970
ury,30.02,1975
ury,30.15,1980
ury,30.36,1985
ury,30.74,1990
ury,31.13,1995
ury,31.58,2000
ury,32.66,2005
ury,33.74,2010
ury,34.85,2015
ury,35.64,2020
ury,36.71,2025
ury,37.96,2030
ury,39.27,2035
ury,40.5,2040
ury,41.57,2045
ury,42.52,2050
uzb,24.12,1950
uzb,23.93,1955
uzb,22.43,1960
uzb,19.22,1965
uzb,17.62,1970
uzb,17.91,1975
uzb,18.8,1980
uzb,19.53,1985
uzb,19.44,1990
uzb,19.78,1995
uzb,20.95,2000
uzb,22.68,2005
uzb,24.54,2010
uzb,26.66,2015
uzb,28.75,2020
uzb,30.93,2025
uzb,32.92,2030
uzb,34.79,2035
uzb,36.27,2040
uzb,37.55,2045
uzb,38.73,2050
vut,16.78,1950
vut,16.61,1955
vut,16.55,1960
vut,16.56,1965
vut,17.18,1970
vut,17.14,1975
vut,17.23,1980
vut,17.67,1985
vut,18.13,1990
vut,18.43,1995
vut,18.69,2000
vut,19.45,2005
vut,20.49,2010
vut,21.66,2015
vut,22.9,2020
vut,24.2,2025
vut,25.6,2030
vut,27.11,2035
vut,28.63,2040
vut,30.15,2045
vut,31.7,2050
ven,18.33,1950
ven,17.75,1955
ven,17.25,1960
ven,16.79,1965
ven,17.07,1970
ven,18.1,1975
ven,19.07,1980
ven,20.08,1985
ven,21.05,1990
ven,22.07,1995
ven,23.28,2000
ven,24.63,2005
ven,26.11,2010
ven,27.69,2015
ven,29.3,2020
ven,30.88,2025
ven,32.42,2030
ven,33.92,2035
ven,35.42,2040
ven,36.92,2045
ven,38.32,2050
vnm,24.62,1950
vnm,23.74,1955
vnm,22.17,1960
vnm,19.4,1965
vnm,18.03,1970
vnm,18.21,1975
vnm,18.18,1980
vnm,19.04,1985
vnm,20.02,1990
vnm,21.09,1995
vnm,23.2,2000
vnm,25.57,2005
vnm,28.52,2010
vnm,30.19,2015
vnm,32.3,2020
vnm,34.41,2025
vnm,36.7,2030
vnm,38.74,2035
vnm,40.33,2040
vnm,41.53,2045
vnm,42.45,2050
esh,18.66,1950
esh,20.0,1955
esh,20.8,1960
esh,21.07,1965
esh,20.24,1970
esh,16.81,1975
esh,21.31,1980
esh,21.22,1985
esh,20.65,1990
esh,20.75,1995
esh,22.13,2000
esh,24.22,2005
esh,26.47,2010
esh,28.35,2015
esh,30.05,2020
esh,31.77,2025
esh,33.36,2030
esh,34.69,2035
esh,35.67,2040
esh,36.61,2045
esh,37.59,2050
yem,18.86,1950
yem,17.8,1955
yem,16.91,1960
yem,16.28,1965
yem,15.67,1970
yem,14.87,1975
yem,14.71,1980
yem,14.47,1985
yem,14.34,1990
yem,15.13,1995
yem,15.76,2000
yem,16.8,2005
yem,17.8,2010
yem,18.78,2015
yem,19.78,2020
yem,20.9,2025
yem,22.3,2030
yem,23.84,2035
yem,25.51,2040
yem,27.29,2045
yem,29.11,2050
zmb,17.47,1950
zmb,17.56,1955
