geo,females_aged_15_64_labour_force_participation_rate_percent,time
arm,61.5,1992
arm,60.5,1993
arm,60.5,1994
arm,61.0,1995
arm,61.3,1996
arm,61.4,1997
arm,61.9,1998
arm,62.2,1999
arm,62.6,2000
arm,63.1,2001
arm,63.7,2002
arm,64.2,2003
arm,64.5,2004
arm,64.6,2005
arm,64.4,2006
arm,65.2,2007
aus,52.0,1980
aus,52.1,1981
aus,52.1,1982
aus,52.2,1983
aus,53.1,1984
aus,54.4,1985
aus,56.9,1986
aus,57.7,1987
aus,58.9,1988
aus,60.6,1989
aus,61.9,1990
aus,61.7,1991
aus,61.8,1992
aus,61.7,1993
aus,62.8,1994
aus,64.2,1995
aus,64.3,1996
aus,64.1,1997
aus,64.3,1998
aus,64.4,1999
aus,65.5,2000
aus,66.0,2001
aus,66.3,2002
aus,67.1,2003
aus,66.9,2004
aus,68.3,2005
aus,69.0,2006
aus,69.0,2007
aut,49.8,1980
aut,50.0,1981
aut,49.9,1982
aut,49.8,1983
aut,51.4,1984
aut,50.8,1985
aut,51.4,1986
aut,52.7,1987
aut,53.4,1988
aut,54.1,1989
aut,55.3,1990
aut,56.1,1991
aut,57.8,1992
aut,58.6,1993
aut,61.2,1994
aut,61.6,1995
aut,61.0,1996
aut,61.3,1997
aut,61.3,1998
aut,61.6,1999
aut,61.7,2000
aut,62.2,2001
aut,63.8,2002
aut,64.5,2003
aut,64.6,2004
aut,65.6,2005
aut,66.7,2006
aut,67.3,2007
aze,71.7,1980
aze,70.9,1981
aze,70.8,1982
aze,70.4,1983
aze,69.9,1984
aze,69.6,1985
aze,70.3,1986
aze,70.7,1987
aze,70.0,1988
aze,70.6,1989
aze,71.3,1990
aze,62.4,1991
aze,62.3,1992
aze,62.2,1993
aze,61.5,1994
aze,61.0,1995
aze,61.4,1996
aze,61.9,1997
aze,62.7,1998
aze,63.3,1999
aze,64.2,2000
aze,64.8,2001
aze,65.2,2002
aze,65.5,2003
aze,65.8,2004
aze,65.7,2005
aze,65.1,2006
aze,66.5,2007
bhs,61.0,1980
bhs,61.7,1981
bhs,62.5,1982
bhs,63.3,1983
bhs,64.2,1984
bhs,65.0,1985
bhs,65.7,1986
bhs,66.3,1987
bhs,67.0,1988
bhs,67.6,1989
bhs,68.3,1990
bhs,68.3,1991
bhs,67.9,1992
bhs,68.3,1993
bhs,68.1,1994
bhs,68.4,1995
bhs,69.3,1996
bhs,69.7,1997
bhs,70.3,1998
bhs,70.6,1999
bhs,71.4,2000
bhs,70.9,2001
bhs,71.0,2002
bhs,71.7,2003
bhs,71.9,2004
bhs,72.5,2005
bhs,72.9,2006
bhs,73.0,2007
bhr,18.1,1980
bhr,19.4,1981
bhr,20.4,1982
bhr,21.5,1983
bhr,22.6,1984
bhr,23.8,1985
bhr,25.0,1986
bhr,26.1,1987
bhr,27.2,1988
bhr,28.2,1989
bhr,29.3,1990
bhr,30.3,1991
bhr,30.8,1992
bhr,31.3,1993
bhr,31.8,1994
bhr,32.4,1995
bhr,33.0,1996
bhr,33.6,1997
bhr,34.2,1998
bhr,34.9,1999
bhr,35.5,2000
bhr,36.1,2001
bhr,35.8,2002
bhr,35.6,2003
bhr,35.3,2004
bhr,35.2,2005
bhr,34.7,2006
bhr,35.2,2007
bgd,58.2,1980
bgd,58.8,1981
bgd,59.4,1982
bgd,59.9,1983
bgd,60.3,1984
bgd,60.8,1985
bgd,61.2,1986
bgd,61.7,1987
bgd,62.1,1988
bgd,62.5,1989
bgd,62.9,1990
bgd,63.1,1991
bgd,61.9,1992
bgd,60.6,1993
bgd,59.4,1994
bgd,58.1,1995
bgd,56.8,1996
bgd,56.8,1997
bgd,56.9,1998
bgd,56.9,1999
bgd,57.0,2000
bgd,57.5,2001
bgd,58.0,2002
bgd,58.4,2003
bgd,58.8,2004
bgd,59.1,2005
bgd,59.3,2006
bgd,59.7,2007
brb,60.7,1980
brb,62.1,1981
brb,63.5,1982
brb,64.9,1983
brb,66.0,1984
brb,67.0,1985
brb,67.8,1986
brb,69.0,1987
brb,72.3,1988
brb,73.1,1989
brb,72.2,1990
brb,71.4,1991
brb,72.2,1992
brb,73.4,1993
brb,74.4,1994
brb,75.8,1995
brb,76.7,1996
brb,75.9,1997
brb,75.9,1998
brb,75.9,1999
brb,75.9,2000
brb,75.9,2001
brb,75.9,2002
brb,75.8,2003
brb,76.3,2004
brb,76.6,2005
brb,77.0,2006
brb,76.4,2007
blr,74.8,1980
blr,74.6,1981
blr,74.2,1982
blr,73.8,1983
blr,73.5,1984
blr,73.3,1985
blr,73.1,1986
blr,73.0,1987
blr,73.1,1988
blr,73.1,1989
blr,72.4,1990
blr,71.7,1991
blr,71.0,1992
blr,70.3,1993
blr,69.6,1994
blr,68.9,1995
blr,68.2,1996
blr,67.5,1997
blr,66.8,1998
blr,66.0,1999
blr,66.3,2000
blr,66.6,2001
blr,66.9,2002
blr,67.2,2003
blr,67.4,2004
blr,67.6,2005
blr,67.6,2006
blr,67.0,2007
bel,43.4,1980
bel,43.9,1981
bel,44.1,1982
bel,44.1,1983
bel,45.1,1984
bel,45.4,1985
bel,45.9,1986
bel,45.5,1987
bel,45.3,1988
bel,45.7,1989
bel,46.2,1990
bel,48.2,1991
bel,49.3,1992
bel,50.2,1993
bel,51.2,1994
bel,51.7,1995
bel,52.0,1996
bel,52.8,1997
bel,53.7,1998
bel,55.8,1999
bel,56.5,2000
bel,54.4,2001
bel,55.3,2002
bel,55.8,2003
bel,57.6,2004
bel,59.4,2005
bel,59.0,2006
bel,59.6,2007
blz,20.3,1980
blz,20.2,1981
blz,20.1,1982
blz,19.7,1983
blz,19.8,1984
blz,19.7,1985
blz,19.7,1986
blz,20.9,1987
blz,21.9,1988
blz,23.6,1989
blz,24.5,1990
blz,26.0,1991
blz,29.4,1992
blz,33.1,1993
blz,36.9,1994
blz,37.2,1995
blz,37.5,1996
blz,38.6,1997
blz,39.6,1998
blz,40.7,1999
blz,41.8,2000
blz,42.9,2001
blz,44.1,2002
blz,45.2,2003
blz,46.4,2004
blz,47.5,2005
blz,48.4,2006
blz,48.5,2007
ben,38.6,1980
ben,39.0,1981
ben,39.0,1982
ben,38.6,1983
ben,39.0,1984
ben,39.2,1985
ben,39.2,1986
ben,42.4,1987
ben,45.6,1988
ben,48.9,1989
ben,52.2,1990
ben,55.5,1991
ben,58.8,1992
ben,58.7,1993
ben,58.7,1994
ben,58.7,1995
ben,58.9,1996
ben,59.0,1997
ben,59.0,1998
ben,59.0,1999
ben,59.2,2000
ben,59.3,2001
ben,59.3,2002
ben,59.3,2003
ben,59.2,2004
ben,59.2,2005
ben,59.2,2006
ben,59.6,2007
btn,33.1,1980
btn,32.2,1981
btn,31.2,1982
btn,30.2,1983
btn,29.3,1984
btn,28.6,1985
btn,28.1,1986
btn,27.8,1987
btn,27.5,1988
btn,27.1,1989
btn,26.3,1990
btn,25.2,1991
btn,23.8,1992
btn,22.4,1993
btn,21.1,1994
btn,20.3,1995
btn,20.0,1996
btn,20.1,1997
btn,20.8,1998
btn,21.9,1999
btn,23.6,2000
btn,26.0,2001
btn,28.9,2002
btn,32.1,2003
btn,35.4,2004
btn,38.2,2005
btn,40.7,2006
btn,43.6,2007
bol,40.5,1980
bol,40.8,1981
bol,41.3,1982
bol,42.0,1983
bol,42.7,1984
bol,43.4,1985
bol,44.1,1986
bol,44.7,1987
bol,45.2,1988
bol,45.8,1989
bol,46.3,1990
bol,48.0,1991
bol,49.8,1992
bol,51.5,1993
bol,53.2,1994
bol,54.8,1995
bol,57.5,1996
bol,60.8,1997
bol,61.1,1998
bol,61.3,1999
bol,61.5,2000
bol,62.4,2001
bol,63.3,2002
bol,64.4,2003
bol,65.5,2004
bol,66.8,2005
bol,68.2,2006
bol,67.8,2007
bih,82.5,1980
bih,81.9,1981
bih,81.3,1982
bih,80.6,1983
bih,79.9,1984
bih,79.3,1985
bih,78.6,1986
bih,77.9,1987
bih,77.3,1988
bih,76.9,1989
bih,76.8,1990
bih,60.5,1991
bih,60.2,1992
bih,60.2,1993
bih,60.5,1994
bih,61.8,1995
bih,63.5,1996
bih,63.7,1997
bih,63.8,1998
bih,63.8,1999
bih,63.8,2000
bih,63.8,2001
bih,63.8,2002
bih,63.8,2003
bih,63.8,2004
bih,63.8,2005
bih,63.9,2006
bih,64.2,2007
bwa,47.6,1980
bwa,47.4,1981
bwa,48.2,1982
bwa,49.0,1983
bwa,49.8,1984
bwa,50.5,1985
bwa,49.4,1986
bwa,48.4,1987
bwa,47.4,1988
bwa,46.3,1989
bwa,45.3,1990
bwa,44.4,1991
bwa,45.4,1992
bwa,46.4,1993
bwa,47.4,1994
bwa,48.4,1995
bwa,49.4,1996
bwa,50.5,1997
bwa,51.6,1998
bwa,51.2,1999
bwa,50.9,2000
bwa,48.8,2001
bwa,49.8,2002
bwa,49.7,2003
bwa,50.0,2004
bwa,50.5,2005
bwa,50.7,2006
bwa,50.6,2007
bra,36.9,1980
bra,37.6,1981
bra,37.9,1982
bra,38.2,1983
bra,38.3,1984
bra,38.6,1985
bra,38.7,1986
bra,39.7,1987
bra,40.1,1988
bra,40.5,1989
bra,41.2,1990
bra,43.6,1991
bra,46.0,1992
bra,47.1,1993
bra,48.6,1994
bra,50.2,1995
bra,51.1,1996
bra,52.9,1997
bra,54.6,1998
bra,56.5,1999
bra,57.6,2000
bra,58.5,2001
bra,60.2,2002
bra,60.8,2003
bra,62.0,2004
bra,62.6,2005
bra,62.9,2006
bra,64.1,2007
brn,32.0,1980
brn,32.4,1981
brn,33.6,1982
brn,34.8,1983
brn,36.2,1984
brn,37.7,1985
brn,39.4,1986
brn,41.2,1987
brn,43.2,1988
brn,45.1,1989
brn,46.9,1990
brn,48.5,1991
brn,49.5,1992
brn,50.5,1993
brn,51.4,1994
brn,52.4,1995
brn,53.5,1996
brn,54.5,1997
brn,55.6,1998
brn,56.7,1999
brn,57.8,2000
brn,58.7,2001
brn,59.0,2002
brn,59.2,2003
brn,59.5,2004
brn,59.9,2005
brn,60.4,2006
brn,61.0,2007
bgr,76.6,1980
bgr,76.0,1981
bgr,75.5,1982
bgr,74.9,1983
bgr,74.4,1984
bgr,73.9,1985
bgr,72.6,1986
bgr,71.3,1987
bgr,70.1,1988
bgr,69.6,1989
bgr,69.2,1990
bgr,66.1,1991
bgr,66.4,1992
bgr,65.2,1993
bgr,64.0,1994
bgr,62.7,1995
bgr,61.3,1996
bgr,59.8,1997
bgr,58.1,1998
bgr,56.3,1999
bgr,54.3,2000
bgr,59.2,2001
bgr,58.7,2002
bgr,56.7,2003
bgr,57.5,2004
bgr,57.5,2005
bgr,60.5,2006
bgr,58.2,2007
bfa,77.7,1980
bfa,77.8,1981
bfa,78.2,1982
bfa,78.1,1983
bfa,77.9,1984
bfa,78.2,1985
bfa,78.4,1986
bfa,78.6,1987
bfa,78.7,1988
bfa,78.9,1989
bfa,79.0,1990
bfa,79.1,1991
bfa,79.0,1992
bfa,79.1,1993
bfa,79.0,1994
bfa,79.1,1995
bfa,79.3,1996
bfa,79.4,1997
bfa,79.3,1998
bfa,79.5,1999
bfa,79.4,2000
bfa,79.5,2001
bfa,79.5,2002
bfa,79.6,2003
bfa,79.6,2004
bfa,79.7,2005
bfa,79.8,2006
bfa,79.9,2007
bdi,88.3,1980
bdi,88.4,1981
bdi,88.4,1982
bdi,88.4,1983
bdi,88.5,1984
bdi,88.7,1985
bdi,88.8,1986
bdi,89.8,1987
bdi,90.6,1988
bdi,91.3,1989
bdi,91.9,1990
bdi,92.1,1991
bdi,92.2,1992
bdi,92.2,1993
bdi,92.2,1994
bdi,92.1,1995
bdi,92.0,1996
bdi,92.0,1997
bdi,92.0,1998
bdi,91.9,1999
bdi,91.7,2000
bdi,91.5,2001
bdi,91.3,2002
bdi,90.9,2003
bdi,90.7,2004
bdi,90.4,2005
bdi,90.3,2006
bdi,90.2,2007
khm,81.0,1980
khm,80.9,1981
khm,80.9,1982
khm,80.8,1983
khm,80.8,1984
khm,80.8,1985
khm,80.8,1986
khm,80.8,1987
khm,80.8,1988
khm,80.7,1989
khm,80.7,1990
khm,80.7,1991
khm,80.8,1992
khm,80.8,1993
khm,80.7,1994
khm,80.6,1995
khm,80.4,1996
khm,80.0,1997
khm,79.5,1998
khm,79.2,1999
khm,78.9,2000
khm,78.7,2001
khm,78.5,2002
khm,78.3,2003
khm,78.0,2004
khm,77.8,2005
khm,77.4,2006
khm,77.4,2007
cmr,59.2,1980
cmr,57.0,1981
cmr,54.5,1982
cmr,55.0,1983
cmr,55.3,1984
cmr,55.8,1985
cmr,55.9,1986
cmr,55.5,1987
cmr,54.7,1988
cmr,54.4,1989
cmr,53.9,1990
cmr,53.6,1991
cmr,53.1,1992
cmr,52.6,1993
cmr,52.3,1994
cmr,52.2,1995
cmr,52.3,1996
cmr,52.4,1997
cmr,52.4,1998
cmr,52.4,1999
cmr,52.5,2000
cmr,52.6,2001
cmr,52.6,2002
cmr,52.5,2003
cmr,52.5,2004
cmr,52.5,2005
cmr,52.6,2006
cmr,53.0,2007
can,57.4,1980
can,59.1,1981
can,59.4,1982
can,60.5,1983
can,61.5,1984
can,63.0,1985
can,64.3,1986
can,65.5,1987
can,66.8,1988
can,67.7,1989
can,68.4,1990
can,68.5,1991
can,68.0,1992
can,67.8,1993
can,67.8,1994
can,67.8,1995
can,67.8,1996
can,68.2,1997
can,69.1,1998
can,69.8,1999
can,70.4,2000
can,70.8,2001
can,72.2,2002
can,73.3,2003
can,73.4,2004
can,73.0,2005
can,73.4,2006
can,75.0,2007
cpv,43.6,1980
cpv,43.5,1981
cpv,43.5,1982
cpv,43.3,1983
cpv,43.3,1984
cpv,43.4,1985
cpv,43.8,1986
cpv,43.9,1987
cpv,44.3,1988
cpv,44.6,1989
cpv,44.6,1990
cpv,44.6,1991
cpv,44.6,1992
cpv,45.0,1993
cpv,45.3,1994
cpv,45.5,1995
cpv,45.6,1996
cpv,45.7,1997
cpv,45.9,1998
cpv,46.2,1999
cpv,46.5,2000
cpv,46.5,2001
cpv,46.7,2002
cpv,47.1,2003
cpv,47.1,2004
cpv,48.1,2005
cpv,48.5,2006
cpv,49.8,2007
caf,70.3,1980
caf,70.0,1981
caf,70.3,1982
caf,69.7,1983
caf,70.0,1984
caf,70.0,1985
caf,70.1,1986
caf,69.8,1987
caf,69.9,1988
caf,69.9,1989
caf,69.6,1990
caf,69.3,1991
caf,68.7,1992
caf,68.5,1993
caf,68.6,1994
caf,68.7,1995
caf,68.3,1996
caf,68.4,1997
caf,68.6,1998
caf,68.6,1999
caf,68.6,2000
caf,68.5,2001
caf,68.3,2002
caf,67.7,2003
caf,67.6,2004
caf,67.5,2005
caf,67.5,2006
caf,67.3,2007
tcd,28.3,1980
tcd,30.8,1981
tcd,33.4,1982
tcd,36.1,1983
tcd,38.9,1984
tcd,41.8,1985
tcd,44.8,1986
tcd,47.9,1987
tcd,50.9,1988
tcd,53.9,1989
tcd,56.9,1990
tcd,59.8,1991
tcd,62.6,1992
tcd,65.4,1993
tcd,66.3,1994
tcd,65.8,1995
tcd,65.7,1996
tcd,66.1,1997
tcd,66.3,1998
tcd,65.9,1999
tcd,65.6,2000
tcd,66.3,2001
tcd,67.0,2002
tcd,69.9,2003
tcd,72.3,2004
tcd,72.9,2005
tcd,72.6,2006
tcd,72.3,2007
chl,30.7,1980
chl,30.4,1981
chl,31.4,1982
chl,32.6,1983
chl,33.1,1984
chl,32.6,1985
chl,32.6,1986
chl,33.5,1987
chl,34.5,1988
chl,34.9,1989
chl,35.2,1990
chl,35.0,1991
chl,37.2,1992
chl,39.0,1993
chl,39.2,1994
chl,38.0,1995
chl,38.5,1996
chl,39.4,1997
chl,40.3,1998
chl,40.6,1999
chl,39.6,2000
chl,39.4,2001
chl,39.5,2002
chl,40.7,2003
chl,43.4,2004
chl,42.8,2005
chl,44.7,2006
chl,43.7,2007
chn,77.0,1980
chn,76.9,1981
chn,76.9,1982
chn,77.2,1983
chn,77.5,1984
chn,77.7,1985
chn,78.0,1986
chn,78.3,1987
chn,78.6,1988
chn,78.9,1989
chn,79.2,1990
chn,79.3,1991
chn,79.4,1992
chn,79.5,1993
chn,79.6,1994
chn,79.7,1995
chn,79.7,1996
chn,79.7,1997
chn,79.7,1998
chn,79.5,1999
chn,79.3,2000
chn,79.1,2001
chn,78.7,2002
chn,78.3,2003
chn,77.9,2004
chn,77.6,2005
chn,77.3,2006
chn,77.1,2007
col,38.2,1980
col,39.8,1981
col,41.4,1982
col,43.0,1983
col,44.4,1984
col,45.5,1985
col,46.4,1986
col,48.4,1987
col,48.2,1988
col,48.1,1989
col,47.6,1990
col,51.4,1991
col,52.8,1992
col,53.6,1993
col,52.2,1994
col,52.8,1995
col,53.3,1996
col,55.5,1997
col,57.3,1998
col,61.6,1999
col,62.5,2000
col,63.5,2001
col,64.4,2002
col,65.4,2003
col,66.4,2004
col,67.4,2005
col,68.6,2006
col,69.0,2007
com,66.1,1980
com,66.2,1981
com,66.4,1982
com,66.6,1983
com,66.7,1984
com,66.6,1985
com,66.5,1986
com,66.3,1987
com,66.3,1988
com,65.7,1989
com,65.8,1990
com,65.2,1991
com,65.3,1992
com,65.3,1993
com,64.7,1994
com,64.6,1995
com,64.2,1996
com,64.1,1997
com,63.9,1998
com,63.8,1999
com,63.7,2000
com,63.6,2001
com,63.7,2002
com,63.8,2003
com,63.9,2004
com,64.1,2005
com,64.1,2006
com,64.5,2007
cog,55.5,1980
cog,56.1,1981
cog,57.4,1982
cog,57.6,1983
cog,57.6,1984
cog,57.2,1985
cog,55.8,1986
cog,55.5,1987
cog,56.5,1988
cog,56.5,1989
cog,56.4,1990
cog,56.2,1991
cog,55.8,1992
cog,55.5,1993
cog,54.8,1994
cog,57.6,1995
cog,57.7,1996
cog,55.8,1997
cog,55.4,1998
cog,55.5,1999
cog,55.7,2000
cog,55.8,2001
cog,55.7,2002
cog,55.3,2003
cog,55.4,2004
cog,55.6,2005
cog,55.9,2006
cog,55.4,2007
cod,63.0,1980
cod,63.0,1981
cod,62.8,1982
cod,62.7,1983
cod,63.0,1984
cod,63.0,1985
cod,63.1,1986
cod,63.1,1987
cod,62.9,1988
cod,62.5,1989
cod,61.9,1990
cod,61.1,1991
cod,59.4,1992
cod,58.6,1993
cod,58.5,1994
cod,58.5,1995
cod,57.6,1996
cod,57.1,1997
cod,56.8,1998
cod,56.5,1999
cod,55.8,2000
cod,55.5,2001
cod,55.3,2002
cod,55.3,2003
cod,55.7,2004
cod,56.0,2005
cod,56.1,2006
cod,55.4,2007
cri,34.6,1980
cri,35.2,1981
cri,34.6,1982
cri,34.0,1983
cri,33.8,1984
cri,33.9,1985
cri,34.3,1986
cri,35.8,1987
cri,37.9,1988
cri,38.0,1989
cri,38.4,1990
cri,38.1,1991
cri,39.1,1992
cri,40.6,1993
cri,41.2,1994
cri,42.4,1995
cri,40.6,1996
cri,42.1,1997
cri,44.3,1998
cri,46.3,1999
cri,44.6,2000
cri,45.5,2001
cri,45.3,2002
cri,45.1,2003
cri,43.7,2004
cri,45.6,2005
cri,47.2,2006
cri,47.0,2007
civ,44.9,1980
civ,45.0,1981
civ,44.7,1982
civ,44.3,1983
civ,43.5,1984
civ,43.8,1985
civ,43.5,1986
civ,43.3,1987
civ,43.1,1988
civ,43.5,1989
civ,43.2,1990
civ,42.7,1991
civ,42.4,1992
civ,42.1,1993
civ,41.6,1994
civ,41.8,1995
civ,41.9,1996
civ,41.9,1997
civ,41.8,1998
civ,41.7,1999
civ,41.2,2000
civ,40.9,2001
civ,40.6,2002
civ,40.3,2003
civ,40.2,2004
civ,40.0,2005
civ,40.0,2006
civ,39.9,2007
hrv,63.0,1980
hrv,62.7,1981
hrv,62.3,1982
hrv,61.9,1983
hrv,61.4,1984
hrv,61.2,1985
hrv,60.9,1986
hrv,60.8,1987
hrv,60.8,1988
hrv,60.8,1989
hrv,60.8,1990
hrv,55.3,1991
hrv,55.3,1992
hrv,55.3,1993
hrv,55.3,1994
hrv,55.4,1995
hrv,55.5,1996
hrv,55.7,1997
hrv,55.9,1998
hrv,56.2,1999
hrv,56.4,2000
hrv,56.7,2001
hrv,56.7,2002
hrv,56.7,2003
hrv,56.7,2004
hrv,56.6,2005
hrv,56.4,2006
hrv,56.5,2007
cub,36.4,1980
cub,36.4,1981
cub,35.9,1982
cub,36.0,1983
cub,36.8,1984
cub,37.1,1985
cub,38.0,1986
cub,38.5,1987
cub,39.1,1988
cub,40.0,1989
cub,40.9,1990
cub,41.9,1991
cub,42.8,1992
cub,43.8,1993
cub,44.8,1994
cub,46.0,1995
cub,47.1,1996
cub,48.3,1997
cub,49.4,1998
cub,50.2,1999
cub,50.8,2000
cub,51.0,2001
cub,51.1,2002
cub,51.3,2003
cub,51.1,2004
cub,51.5,2005
cub,52.5,2006
cub,52.5,2007
cyp,43.0,1980
cyp,44.1,1981
cyp,45.4,1982
cyp,46.7,1983
cyp,48.3,1984
cyp,49.9,1985
cyp,50.9,1986
cyp,51.2,1987
cyp,52.9,1988
cyp,54.2,1989
cyp,55.0,1990
cyp,56.0,1991
cyp,55.0,1992
cyp,55.3,1993
cyp,55.5,1994
cyp,55.7,1995
cyp,55.9,1996
cyp,56.2,1997
cyp,56.5,1998
cyp,56.9,1999
cyp,57.3,2000
cyp,60.2,2001
cyp,61.0,2002
cyp,62.3,2003
cyp,62.2,2004
cyp,61.6,2005
cyp,62.1,2006
cyp,63.3,2007
cze,72.8,1980
cze,72.6,1981
cze,72.2,1982
cze,71.9,1983
cze,71.7,1984
cze,71.7,1985
cze,71.9,1986
cze,72.3,1987
cze,73.0,1988
cze,73.7,1989
cze,74.2,1990
cze,63.6,1991
cze,63.9,1992
cze,64.0,1993
cze,64.4,1994
cze,64.1,1995
cze,63.4,1996
cze,63.6,1997
cze,63.8,1998
cze,64.1,1999
cze,63.6,2000
cze,63.3,2001
cze,62.9,2002
cze,62.7,2003
cze,62.3,2004
cze,62.4,2005
cze,62.4,2006
cze,63.1,2007
dnk,71.9,1980
dnk,71.9,1981
dnk,72.0,1982
dnk,72.1,1983
dnk,73.4,1984
dnk,74.8,1985
dnk,76.1,1986
dnk,76.3,1987
dnk,76.5,1988
dnk,76.3,1989
dnk,77.6,1990
dnk,78.1,1991
dnk,78.2,1992
dnk,77.4,1993
dnk,73.3,1994
dnk,73.3,1995
dnk,73.4,1996
dnk,73.9,1997
dnk,74.8,1998
dnk,75.5,1999
dnk,75.4,2000
dnk,74.7,2001
dnk,75.5,2002
dnk,74.4,2003
dnk,75.8,2004
dnk,74.9,2005
dnk,76.5,2006
dnk,76.3,2007
dji,63.7,1980
dji,63.4,1981
dji,63.0,1982
dji,62.9,1983
dji,62.9,1984
dji,62.6,1985
dji,62.1,1986
dji,62.2,1987
dji,62.1,1988
dji,62.1,1989
dji,62.5,1990
dji,62.9,1991
dji,63.2,1992
dji,63.4,1993
dji,63.5,1994
dji,63.5,1995
dji,63.1,1996
dji,62.8,1997
dji,62.5,1998
dji,62.3,1999
dji,62.0,2000
dji,61.9,2001
dji,61.7,2002
dji,61.3,2003
dji,61.2,2004
dji,61.1,2005
dji,61.2,2006
dji,61.0,2007
dom,30.2,1980
dom,30.8,1981
dom,30.4,1982
dom,30.0,1983
dom,29.6,1984
dom,29.2,1985
dom,28.8,1986
dom,28.4,1987
dom,28.1,1988
dom,27.7,1989
dom,27.4,1990
dom,27.0,1991
dom,26.7,1992
dom,26.4,1993
dom,29.2,1994
dom,32.3,1995
dom,35.5,1996
dom,38.8,1997
dom,42.3,1998
dom,45.8,1999
dom,49.3,2000
dom,52.8,2001
dom,56.2,2002
dom,56.4,2003
dom,55.9,2004
dom,56.6,2005
dom,59.2,2006
dom,60.3,2007
tls,56.8,1980
tls,56.7,1981
tls,56.4,1982
tls,55.9,1983
tls,55.4,1984
tls,54.9,1985
tls,54.5,1986
tls,54.1,1987
tls,53.8,1988
tls,53.5,1989
tls,53.2,1990
tls,53.1,1991
tls,53.0,1992
tls,53.1,1993
tls,53.4,1994
tls,53.8,1995
tls,54.3,1996
tls,55.1,1997
tls,55.9,1998
tls,56.7,1999
tls,57.4,2000
tls,57.8,2001
tls,58.2,2002
tls,58.3,2003
tls,58.4,2004
tls,58.4,2005
tls,58.5,2006
tls,60.3,2007
ecu,28.4,1980
ecu,28.6,1981
ecu,20.3,1982
ecu,22.2,1983
ecu,24.3,1984
ecu,26.5,1985
ecu,28.8,1986
ecu,31.2,1987
ecu,33.7,1988
ecu,33.7,1989
ecu,33.6,1990
ecu,35.0,1991
ecu,36.5,1992
ecu,38.0,1993
ecu,39.5,1994
ecu,40.9,1995
ecu,42.1,1996
ecu,43.3,1997
ecu,44.5,1998
ecu,45.6,1999
