geo,electricity_use_total,time
prt,5914000000,1969
prt,6634000000,1970
prt,7294000000,1971
prt,8040000000,1972
prt,8892000000,1973
prt,9805000000,1974
prt,9901000000,1975
prt,10610000000,1976
prt,11820000000,1977
prt,12880000000,1978
prt,14220000000,1979
prt,15250000000,1980
prt,15450000000,1981
prt,16290000000,1982
prt,17290000000,1983
prt,17660000000,1984
prt,18660000000,1985
prt,19660000000,1986
prt,20470000000,1987
prt,21860000000,1988
prt,23800000000,1989
prt,25230000000,1990
prt,26600000000,1991
prt,28060000000,1992
prt,28060000000,1993
prt,28890000000,1994
prt,31140000000,1995
prt,32520000000,1996
prt,34290000000,1997
prt,36460000000,1998
prt,39240000000,1999
prt,41490000000,2000
prt,43050000000,2001
prt,44740000000,2002
prt,45870000000,2003
prt,47550000000,2004
prt,49160000000,2005
prt,50760000000,2006
prt,51560000000,2007
prt,51270000000,2008
prt,51310000000,2009
prt,52620000000,2010
qat,315000000,1971
qat,396000000,1972
qat,420000000,1973
qat,460000000,1974
qat,625000000,1975
qat,719000000,1976
qat,908000000,1977
qat,1213000000,1978
qat,1787000000,1979
qat,2173000000,1980
qat,2464000000,1981
qat,2777000000,1982
qat,2945000000,1983
qat,3263000000,1984
qat,3734000000,1985
qat,4088000000,1986
qat,4151000000,1987
qat,4271000000,1988
qat,4394000000,1989
qat,4568000000,1990
qat,4381000000,1991
qat,4873000000,1992
qat,5199000000,1993
qat,5455000000,1994
qat,5514000000,1995
qat,6183000000,1996
qat,6457000000,1997
qat,7596000000,1998
qat,7988000000,1999
qat,8501000000,2000
qat,9257000000,2001
qat,10180000000,2002
qat,11180000000,2003
qat,12320000000,2004
qat,13380000000,2005
qat,15870000000,2006
qat,18070000000,2007
qat,20090000000,2008
qat,23040000000,2009
qat,26380000000,2010
rou,33410000000,1971
rou,36940000000,1972
rou,39790000000,1973
rou,42500000000,1974
rou,47050000000,1975
rou,51880000000,1976
rou,55220000000,1977
rou,58240000000,1978
rou,59380000000,1979
rou,63760000000,1980
rou,65800000000,1981
rou,65570000000,1982
rou,66940000000,1983
rou,69630000000,1984
rou,71130000000,1985
rou,75750000000,1986
rou,75260000000,1987
rou,78360000000,1988
rou,79090000000,1989
rou,67870000000,1990
rou,58410000000,1991
rou,53530000000,1992
rou,52140000000,1993
rou,50970000000,1994
rou,52820000000,1995
rou,54850000000,1996
rou,50570000000,1997
rou,47150000000,1998
rou,43130000000,1999
rou,44110000000,2000
rou,45680000000,2001
rou,45630000000,2002
rou,48690000000,2003
rou,49610000000,2004
rou,50750000000,2005
rou,52130000000,2006
rou,53070000000,2007
rou,53710000000,2008
rou,48820000000,2009
rou,51400000000,2010
rus,989300000000,1990
rus,972500000000,1991
rus,909400000000,1992
rus,852600000000,1993
rus,772700000000,1994
rus,759800000000,1995
rus,746800000000,1996
rus,734200000000,1997
rus,720100000000,1998
rus,740800000000,1999
rus,764400000000,2000
rus,771100000000,2001
rus,771900000000,2002
rus,793900000000,2003
rus,814200000000,2004
rus,832100000000,2005
rus,878600000000,2006
rus,905200000000,2007
rus,921300000000,2008
rus,877400000000,2009
rus,922300000000,2010
sau,1975000000,1971
sau,2289000000,1972
sau,2784000000,1973
sau,3544000000,1974
sau,3965000000,1975
sau,5673000000,1976
sau,6882000000,1977
sau,9624000000,1978
sau,14740000000,1979
sau,19100000000,1980
sau,23180000000,1981
sau,29180000000,1982
sau,31990000000,1983
sau,37910000000,1984
sau,40280000000,1985
sau,46900000000,1986
sau,52820000000,1987
sau,56620000000,1988
sau,60460000000,1989
sau,65220000000,1990
sau,69140000000,1991
sau,76000000000,1992
sau,84290000000,1993
sau,88070000000,1994
sau,91890000000,1995
sau,94550000000,1996
sau,99520000000,1997
sau,108200000000,1998
sau,113300000000,1999
sau,117100000000,2000
sau,126100000000,2001
sau,131900000000,2002
sau,146000000000,2003
sau,146900000000,2004
sau,157500000000,2005
sau,167600000000,2006
sau,174800000000,2007
sau,186500000000,2008
sau,199100000000,2009
sau,218700000000,2010
sen,324000000,1971
sen,338000000,1972
sen,374000000,1973
sen,383000000,1974
sen,410000000,1975
sen,438000000,1976
sen,476000000,1977
sen,517000000,1978
sen,556000000,1979
sen,575000000,1980
sen,609000000,1981
sen,567000000,1982
sen,642000000,1983
sen,690000000,1984
sen,674000000,1985
sen,678000000,1986
sen,711000000,1987
sen,741000000,1988
sen,735000000,1989
sen,780000000,1990
sen,796000000,1991
sen,873000000,1992
sen,859000000,1993
sen,931000000,1994
sen,950000000,1995
sen,981000000,1996
sen,1073000000,1997
sen,1142000000,1998
sen,1132000000,1999
sen,1005000000,2000
sen,1250000000,2001
sen,1515000000,2002
sen,1344000000,2003
sen,1517000000,2004
sen,1777000000,2005
sen,1816000000,2006
sen,2151000000,2007
sen,1932000000,2008
sen,2373000000,2009
sen,2428000000,2010
srb,44290000000,1990
srb,42750000000,1991
srb,42040000000,1992
srb,34740000000,1993
srb,34500000000,1994
srb,38100000000,1995
srb,41850000000,1996
srb,43700000000,1997
srb,44010000000,1998
srb,40530000000,1999
srb,42550000000,2000
srb,44680000000,2001
srb,44840000000,2002
srb,43110000000,2003
srb,42140000000,2004
srb,38650000000,2005
srb,39740000000,2006
srb,40900000000,2007
srb,42240000000,2008
srb,41620000000,2009
srb,42960000000,2010
sgp,2440000000,1971
sgp,2952000000,1972
sgp,3505000000,1973
sgp,3642000000,1974
sgp,3909000000,1975
sgp,4320000000,1976
sgp,4807000000,1977
sgp,5551000000,1978
sgp,6007000000,1979
sgp,6564000000,1980
sgp,6844000000,1981
sgp,7092000000,1982
sgp,7868000000,1983
sgp,8618000000,1984
sgp,9329000000,1985
sgp,10220000000,1986
sgp,11540000000,1987
sgp,12670000000,1988
sgp,13660000000,1989
sgp,15030000000,1990
sgp,15820000000,1991
sgp,16710000000,1992
sgp,18080000000,1993
sgp,19780000000,1994
sgp,21130000000,1995
sgp,22580000000,1996
sgp,25070000000,1997
sgp,26200000000,1998
sgp,27630000000,1999
sgp,29690000000,2000
sgp,29920000000,2001
sgp,31270000000,2002
sgp,33150000000,2003
sgp,34590000000,2004
sgp,36290000000,2005
sgp,37570000000,2006
sgp,39030000000,2007
sgp,39060000000,2008
sgp,38530000000,2009
sgp,42250000000,2010
svk,12260000000,1971
svk,12970000000,1972
svk,14000000000,1973
svk,14660000000,1974
svk,14680000000,1975
svk,15540000000,1976
svk,16440000000,1977
svk,16880000000,1978
svk,18710000000,1979
svk,21630000000,1980
svk,22080000000,1981
svk,22380000000,1982
svk,22960000000,1983
svk,23630000000,1984
svk,24890000000,1985
svk,25550000000,1986
svk,26430000000,1987
svk,26900000000,1988
svk,27630000000,1989
svk,29210000000,1990
svk,27070000000,1991
svk,24980000000,1992
svk,24390000000,1993
svk,24530000000,1994
svk,26450000000,1995
svk,27710000000,1996
svk,27320000000,1997
svk,25270000000,1998
svk,27160000000,1999
svk,26790000000,2000
svk,27180000000,2001
svk,27310000000,2002
svk,27130000000,2003
svk,27530000000,2004
svk,26640000000,2005
svk,27850000000,2006
svk,28510000000,2007
svk,28660000000,2008
svk,26850000000,2009
svk,28210000000,2010
svn,10280000000,1990
svn,9846000000,1991
svn,9609000000,1992
svn,9665000000,1993
svn,10270000000,1994
svn,10450000000,1995
svn,10580000000,1996
svn,10740000000,1997
svn,11030000000,1998
svn,11250000000,1999
svn,11470000000,2000
svn,11940000000,2001
svn,12710000000,2002
svn,13120000000,2003
svn,13650000000,2004
svn,13850000000,2005
svn,14300000000,2006
svn,14360000000,2007
svn,13970000000,2008
svn,12350000000,2009
svn,13240000000,2010
zaf,51900000000,1971
zaf,57090000000,1972
zaf,61710000000,1973
zaf,66830000000,1974
zaf,71980000000,1975
zaf,77750000000,1976
zaf,82010000000,1977
zaf,88560000000,1978
zaf,97530000000,1979
zaf,106000000000,1980
zaf,113900000000,1981
zaf,119500000000,1982
zaf,124100000000,1983
zaf,135600000000,1984
zaf,141800000000,1985
zaf,147900000000,1986
zaf,149900000000,1987
zaf,155900000000,1988
zaf,160000000000,1989
zaf,163100000000,1990
zaf,163300000000,1991
zaf,162800000000,1992
zaf,168500000000,1993
zaf,174800000000,1994
zaf,182300000000,1995
zaf,209600000000,1996
zaf,217000000000,1997
zaf,209000000000,1998
zaf,203800000000,1999
zaf,209500000000,2000
zaf,198100000000,2001
zaf,211200000000,2002
zaf,215400000000,2003
zaf,219700000000,2004
zaf,224800000000,2005
zaf,231800000000,2006
zaf,249500000000,2007
zaf,243400000000,2008
zaf,232100000000,2009
zaf,240800000000,2010
esp,15050000000,1960
esp,16920000000,1961
esp,19050000000,1962
esp,20860000000,1963
esp,23680000000,1964
esp,26420000000,1965
esp,30040000000,1966
esp,33850000000,1967
esp,38210000000,1968
esp,43250000000,1969
esp,47840000000,1970
esp,52490000000,1971
esp,59040000000,1972
esp,65810000000,1973
esp,71990000000,1974
esp,73890000000,1975
esp,81950000000,1976
esp,84080000000,1977
esp,88420000000,1978
esp,94040000000,1979
esp,99280000000,1980
esp,100900000000,1981
esp,101100000000,1982
esp,106700000000,1983
esp,111500000000,1984
esp,114600000000,1985
esp,116100000000,1986
esp,119800000000,1987
esp,124800000000,1988
esp,133800000000,1989
esp,137600000000,1990
esp,140700000000,1991
esp,144600000000,1992
esp,143300000000,1993
esp,148600000000,1994
esp,155800000000,1995
esp,160100000000,1996
esp,173300000000,1997
esp,180200000000,1998
esp,194800000000,1999
esp,209800000000,2000
esp,221800000000,2001
esp,231300000000,2002
esp,239700000000,2003
esp,253100000000,2004
esp,266800000000,2005
esp,281500000000,2006
esp,282600000000,2007
esp,288600000000,2008
esp,273700000000,2009
esp,283600000000,2010
lka,742100000,1971
lka,848200000,1972
lka,895800000,1973
lka,923700000,1974
lka,998800000,1975
lka,1043000000,1976
lka,1093000000,1977
lka,1211000000,1978
lka,1351000000,1979
lka,1457000000,1980
lka,1584000000,1981
lka,1742000000,1982
lka,1852000000,1983
lka,1932000000,1984
lka,2121000000,1985
lka,2286000000,1986
lka,2326000000,1987
lka,2426000000,1988
lka,2409000000,1989
lka,2674000000,1990
lka,2809000000,1991
lka,2999000000,1992
lka,3324000000,1993
lka,3653000000,1994
lka,3956000000,1995
lka,3757000000,1996
lka,4213000000,1997
lka,4559000000,1998
lka,4794000000,1999
lka,5433000000,2000
lka,5537000000,2001
lka,5843000000,2002
lka,6336000000,2003
lka,6932000000,2004
lka,7899000000,2005
lka,8021000000,2006
lka,8437000000,2007
lka,7857000000,2008
lka,8531000000,2009
lka,9370000000,2010
sdn,296700000,1971
sdn,321300000,1972
sdn,390500000,1973
sdn,464500000,1974
sdn,494700000,1975
sdn,519400000,1976
sdn,549600000,1977
sdn,591800000,1978
sdn,600500000,1979
sdn,558400000,1980
sdn,534500000,1981
sdn,570300000,1982
sdn,554400000,1983
sdn,764400000,1984
sdn,839200000,1985
sdn,952900000,1986
sdn,987900000,1987
sdn,890100000,1988
sdn,855100000,1989
sdn,1020000000,1990
sdn,1005000000,1991
sdn,1030000000,1992
sdn,1010000000,1993
sdn,1069000000,1994
sdn,1083000000,1995
sdn,1123000000,1996
sdn,1081000000,1997
sdn,1077000000,1998
sdn,1633000000,1999
sdn,1726000000,2000
sdn,1486000000,2001
sdn,1784000000,2002
sdn,1934000000,2003
sdn,2000000000,2004
sdn,2420000000,2005
sdn,2765000000,2006
sdn,3065000000,2007
sdn,3423000000,2008
sdn,4466000000,2009
sdn,4802000000,2010
swe,29940000000,1960
swe,32780000000,1961
swe,34940000000,1962
swe,36050000000,1963
swe,39840000000,1964
swe,42700000000,1965
swe,43910000000,1966
swe,47320000000,1967
swe,51640000000,1968
swe,56080000000,1969
swe,58840000000,1970
swe,62050000000,1971
swe,66010000000,1972
swe,71230000000,1973
swe,71770000000,1974
swe,74160000000,1975
swe,80150000000,1976
swe,81050000000,1977
swe,83910000000,1978
swe,88700000000,1979
swe,88950000000,1980
swe,92450000000,1981
swe,95220000000,1982
swe,105000000000,1983
swe,114100000000,1984
swe,124800000000,1985
swe,124500000000,1986
swe,132500000000,1987
swe,134400000000,1988
swe,133400000000,1989
swe,135500000000,1990
swe,137300000000,1991
swe,134900000000,1992
swe,135500000000,1993
swe,134400000000,1994
swe,136600000000,1995
swe,136600000000,1996
swe,136400000000,1997
swe,137400000000,1998
swe,137000000000,1999
swe,138900000000,2000
swe,142200000000,2001
swe,139800000000,2002
swe,137200000000,2003
swe,138400000000,2004
swe,139300000000,2005
swe,138700000000,2006
swe,139800000000,2007
swe,137300000000,2008
swe,131700000000,2009
swe,140100000000,2010
che,16290000000,1960
che,17400000000,1961
che,18040000000,1962
che,18830000000,1963
che,19790000000,1964
che,20910000000,1965
che,21620000000,1966
che,22470000000,1967
che,23330000000,1968
che,24600000000,1969
che,26570000000,1970
che,28710000000,1971
che,29950000000,1972
che,31620000000,1973
che,31880000000,1974
che,31010000000,1975
che,32300000000,1976
che,33770000000,1977
che,34900000000,1978
che,36450000000,1979
che,37770000000,1980
che,38650000000,1981
che,39250000000,1982
che,40370000000,1983
che,42350000000,1984
che,44250000000,1985
che,45420000000,1986
che,46780000000,1987
che,47340000000,1988
che,48770000000,1989
che,50080000000,1990
che,51230000000,1991
che,51080000000,1992
che,50330000000,1993
che,50680000000,1994
che,51930000000,1995
che,52460000000,1996
che,52250000000,1997
che,53230000000,1998
che,55420000000,1999
che,56240000000,2000
che,57900000000,2001
che,58050000000,2002
che,59880000000,2003
che,60400000000,2004
che,61580000000,2005
che,62440000000,2006
che,61400000000,2007
che,62900000000,2008
che,61130000000,2009
che,62640000000,2010
syr,1158000000,1971
syr,1371000000,1972
syr,1283000000,1973
syr,1535000000,1974
syr,1782000000,1975
syr,1791000000,1976
syr,1802000000,1977
syr,2406000000,1978
syr,2728000000,1979
syr,3184000000,1980
syr,3831000000,1981
syr,4995000000,1982
syr,5968000000,1983
syr,6068000000,1984
syr,6583000000,1985
syr,6674000000,1986
syr,6709000000,1987
syr,7360000000,1988
syr,8179000000,1989
syr,8573000000,1990
syr,8978000000,1991
syr,9262000000,1992
syr,9323000000,1993
syr,10480000000,1994
syr,11940000000,1995
syr,13180000000,1996
syr,13870000000,1997
syr,14950000000,1998
syr,16220000000,1999
syr,17480000000,2000
syr,19180000000,2001
syr,21080000000,2002
syr,22540000000,2003
syr,24920000000,2004
syr,27500000000,2005
syr,29400000000,2006
syr,30740000000,2007
syr,32310000000,2008
syr,32160000000,2009
syr,38890000000,2010
tjk,17750000000,1990
tjk,17280000000,1991
tjk,16450000000,1992
tjk,14370000000,1993
tjk,14330000000,1994
tjk,13860000000,1995
tjk,13620000000,1996
tjk,12150000000,1997
tjk,12570000000,1998
tjk,13390000000,1999
tjk,13440000000,2000
tjk,13540000000,2001
tjk,13760000000,2002
tjk,13990000000,2003
tjk,14390000000,2004
tjk,14590000000,2005
tjk,14800000000,2006
tjk,14640000000,2007
tjk,14160000000,2008
tjk,13460000000,2009
tjk,13790000000,2010
tza,424000000,1971
tza,464000000,1972
tza,503000000,1973
tza,523000000,1974
tza,547000000,1975
tza,575000000,1976
tza,594000000,1977
tza,601000000,1978
tza,664000000,1979
tza,684000000,1980
tza,724000000,1981
tza,707000000,1982
tza,692000000,1983
tza,727000000,1984
tza,787000000,1985
tza,909000000,1986
tza,946000000,1987
tza,1061000000,1988
tza,1151000000,1989
tza,1303000000,1990
tza,1428000000,1991
tza,1441000000,1992
tza,1462000000,1993
tza,1434000000,1994
tza,1706000000,1995
tza,1896000000,1996
tza,1791000000,1997
tza,1958000000,1998
tza,1865000000,1999
tza,1980000000,2000
tza,2105000000,2001
tza,2247000000,2002
tza,2031000000,2003
tza,2406000000,2004
tza,2703000000,2005
tza,2774000000,2006
tza,3372000000,2007
tza,3564000000,2008
tza,3266000000,2009
tza,3491000000,2010
tha,4568000000,1971
tha,5478000000,1972
tha,6485000000,1973
tha,6839000000,1974
tha,7782000000,1975
tha,8969000000,1976
tha,10370000000,1977
tha,11890000000,1978
tha,12930000000,1979
tha,13770000000,1980
tha,14450000000,1981
tha,15790000000,1982
tha,17510000000,1983
tha,19460000000,1984
tha,21120000000,1985
tha,23050000000,1986
tha,26080000000,1987
tha,29560000000,1988
tha,34300000000,1989
tha,40130000000,1990
tha,45330000000,1991
tha,51650000000,1992
tha,58840000000,1993
tha,65140000000,1994
tha,74200000000,1995
tha,82980000000,1996
tha,85800000000,1997
tha,83700000000,1998
tha,84620000000,1999
tha,91160000000,2000
tha,95610000000,2001
tha,103600000000,2002
tha,110600000000,2003
tha,118800000000,2004
tha,125300000000,2005
tha,132000000000,2006
tha,137700000000,2007
tha,140100000000,2008
tha,140500000000,2009
tha,155100000000,2010
tgo,140000000,1971
tgo,138000000,1972
tgo,128000000,1973
tgo,169000000,1974
tgo,179000000,1975
tgo,172000000,1976
tgo,267000000,1977
tgo,309000000,1978
tgo,202000000,1979
tgo,171000000,1980
tgo,189000000,1981
tgo,216000000,1982
tgo,203000000,1983
tgo,240000000,1984
tgo,252000000,1985
tgo,258000000,1986
tgo,281000000,1987
tgo,290000000,1988
tgo,317000000,1989
tgo,343000000,1990
tgo,328000000,1991
tgo,372000000,1992
tgo,282000000,1993
tgo,322000000,1994
tgo,426000000,1995
tgo,453000000,1996
tgo,474000000,1997
tgo,493000000,1998
tgo,541000000,1999
tgo,469000000,2000
tgo,501000000,2001
tgo,500000000,2002
tgo,549000000,2003
tgo,587000000,2004
tgo,614000000,2005
tgo,625000000,2006
tgo,606000000,2007
tto,991000000,1971
tto,1110000000,1972
tto,1105000000,1973
tto,1152000000,1974
tto,1147000000,1975
tto,1296000000,1976
tto,1454000000,1977
tto,1557000000,1978
tto,1855000000,1979
tto,2035000000,1980
tto,2286000000,1981
tto,2696000000,1982
tto,2905000000,1983
tto,3006000000,1984
tto,3023000000,1985
tto,3291000000,1986
tto,3481000000,1987
tto,3157000000,1988
tto,3056000000,1989
tto,3278000000,1990
tto,3257000000,1991
tto,3522000000,1992
tto,3502000000,1993
tto,3611000000,1994
tto,3892000000,1995
tto,4091000000,1996
tto,4587000000,1997
tto,4751000000,1998
tto,4819000000,1999
tto,5060000000,2000
tto,5216000000,2001
tto,5216000000,2002
tto,6125000000,2003
tto,6062000000,2004
tto,6669000000,2005
tto,6506000000,2006
tto,7515000000,2007
tto,7515000000,2008
tto,7566000000,2009
tto,7907000000,2010
tun,805900000,1971
tun,931700000,1972
tun,1044000000,1973
tun,1146000000,1974
tun,1227000000,1975
tun,1400000000,1976
tun,1636000000,1977
tun,1854000000,1978
tun,2226000000,1979
tun,2596000000,1980
tun,2800000000,1981
tun,2791000000,1982
tun,3142000000,1983
tun,3341000000,1984
tun,3747000000,1985
tun,3987000000,1986
tun,4261000000,1987
tun,4614000000,1988
tun,4919000000,1989
tun,5245000000,1990
tun,5458000000,1991
tun,5862000000,1992
tun,6160000000,1993
tun,6732000000,1994
tun,6924000000,1995
tun,7116000000,1996
tun,7570000000,1997
tun,8044000000,1998
tun,8870000000,1999
tun,9374000000,2000
tun,10010000000,2001
tun,10370000000,2002
tun,9763000000,2003
tun,10250000000,2004
tun,10820000000,2005
tun,11180000000,2006
tun,11750000000,2007
tun,12280000000,2008
tun,13320000000,2009
tun,14150000000,2010
tur,2536000000,1960
tur,2728000000,1961
tur,3231000000,1962
tur,3561000000,1963
tur,3994000000,1964
tur,4455000000,1965
tur,4968000000,1966
tur,5530000000,1967
tur,6139000000,1968
tur,7000000000,1969
tur,7756000000,1970
tur,8798000000,1971
tur,10110000000,1972
tur,11140000000,1973
tur,11990000000,1974
tur,14080000000,1975
tur,16900000000,1976
tur,18980000000,1977
tur,20160000000,1978
tur,21000000000,1979
tur,21790000000,1980
tur,23360000000,1981
tur,25010000000,1982
tur,26140000000,1983
tur,29530000000,1984
tur,32420000000,1985
tur,35020000000,1986
tur,39410000000,1987
tur,42120000000,1988
tur,46360000000,1989
tur,50130000000,1990
tur,52940000000,1991
tur,58220000000,1992
tur,63180000000,1993
tur,65940000000,1994
tur,71780000000,1995
tur,78940000000,1996
tur,86940000000,1997
tur,93230000000,1998
tur,96940000000,1999
tur,104500000000,2000
tur,103500000000,2001
tur,108600000000,2002
tur,117100000000,2003
tur,126800000000,2004
tur,136800000000,2005
tur,149800000000,2006
tur,163400000000,2007
tur,170600000000,2008
tur,165100000000,2009
tur,180200000000,2010
tkm,8410000000,1990
tkm,8330000000,1991
tkm,7793000000,1992
tkm,8274000000,1993
tkm,6868000000,1994
tkm,6574000000,1995
tkm,6169000000,1996
tkm,5102000000,1997
tkm,6859000000,1998
tkm,6304000000,1999
tkm,7642000000,2000
tkm,8137000000,2001
tkm,8189000000,2002
tkm,8130000000,2003
tkm,9001000000,2004
tkm,9755000000,2005
tkm,10180000000,2006
tkm,10980000000,2007
tkm,11430000000,2008
tkm,11790000000,2009
tkm,12120000000,2010
ukr,247200000000,1990
ukr,239900000000,1991
ukr,222700000000,1992
ukr,203800000000,1993
ukr,178500000000,1994
ukr,171200000000,1995
ukr,155400000000,1996
ukr,148900000000,1997
ukr,141600000000,1998
ukr,137800000000,1999
ukr,135800000000,2000
ukr,135200000000,2001
ukr,136600000000,2002
ukr,142800000000,2003
ukr,149000000000,2004
ukr,152300000000,2005
ukr,158400000000,2006
ukr,163300000000,2007
ukr,162600000000,2008
ukr,147600000000,2009
ukr,161300000000,2010
are,189000000,1971
are,435000000,1972
are,671000000,1973
are,877000000,1974
are,1273000000,1975
are,1805000000,1976
are,2748000000,1977
are,3501000000,1978
are,4642000000,1979
are,5865000000,1980
are,6710000000,1981
are,8290000000,1982
are,9431000000,1983
are,10230000000,1984
are,11160000000,1985
are,11920000000,1986
are,12700000000,1987
are,13800000000,1988
are,14210000000,1989
are,15540000000,1990
are,15790000000,1991
are,17010000000,1992
are,19770000000,1993
are,21600000000,1994
are,22710000000,1995
are,24150000000,1996
are,26520000000,1997
are,31600000000,1998
are,36240000000,1999
are,38590000000,2000
are,40070000000,2001
are,43770000000,2002
are,46180000000,2003
are,48950000000,2004
are,56260000000,2005
are,61890000000,2006
are,70540000000,2007
are,73500000000,2008
are,77170000000,2009
are,82960000000,2010
gbr,126700000000,1960
gbr,135100000000,1961
gbr,148100000000,1962
gbr,161000000000,1963
gbr,168900000000,1964
gbr,181000000000,1965
gbr,187300000000,1966
gbr,192700000000,1967
gbr,207700000000,1968
gbr,222100000000,1969
gbr,231900000000,1970
gbr,237500000000,1971
gbr,244700000000,1972
gbr,262000000000,1973
gbr,254700000000,1974
gbr,252600000000,1975
gbr,258200000000,1976
gbr,262800000000,1977
gbr,266300000000,1978
gbr,277100000000,1979
gbr,263700000000,1980
gbr,257500000000,1981
gbr,252400000000,1982
gbr,256500000000,1983
gbr,259500000000,1984
gbr,272800000000,1985
gbr,280500000000,1986
gbr,288400000000,1987
gbr,297800000000,1988
gbr,302100000000,1989
gbr,306500000000,1990
gbr,312800000000,1991
gbr,313700000000,1992
gbr,316800000000,1993
gbr,311200000000,1994
gbr,323400000000,1995
gbr,338200000000,1996
gbr,340100000000,1997
gbr,345600000000,1998
gbr,352500000000,1999
gbr,360000000000,2000
gbr,363000000000,2001
gbr,364800000000,2002
gbr,368500000000,2003
gbr,368400000000,2004
gbr,378600000000,2005
gbr,376900000000,2006
gbr,374700000000,2007
gbr,371300000000,2008
gbr,351400000000,2009
gbr,355800000000,2010
usa,754600000000,1960
usa,791200000000,1961
usa,851000000000,1962
usa,912700000000,1963
usa,979600000000,1964
usa,1044000000000,1965
usa,1127000000000,1966
usa,1200000000000,1967
usa,1313000000000,1968
usa,1433000000000,1969
usa,1516000000000,1970
usa,1589000000000,1971
usa,1722000000000,1972
usa,1845000000000,1973
usa,1835000000000,1974
usa,1867000000000,1975
usa,1984000000000,1976
usa,2085000000000,1977
usa,2155000000000,1978
usa,2208000000000,1979
usa,2267000000000,1980
usa,2315000000000,1981
usa,2236000000000,1982
usa,2304000000000,1983
usa,2455000000000,1984
usa,2511000000000,1985
usa,2538000000000,1986
usa,2677000000000,1987
usa,2806000000000,1988
usa,2893000000000,1989
usa,2967000000000,1990
usa,3104000000000,1991
usa,3103000000000,1992
usa,3198000000000,1993
usa,3282000000000,1994
usa,3372000000000,1995
usa,3463000000000,1996
usa,3514000000000,1997
usa,3631000000000,1998
usa,3710000000000,1999
usa,3862000000000,2000
usa,3725000000000,2001
usa,3836000000000,2002
usa,3876000000000,2003
usa,3937000000000,2004
usa,4068000000000,2005
usa,4069000000000,2006
usa,4128000000000,2007
usa,4167000000000,2008
usa,3973000000000,2009
usa,4157000000000,2010
ury,2063000000,1971
ury,1963000000,1972
ury,1990000000,1973
ury,1985000000,1974
ury,2157000000,1975
ury,2291000000,1976
ury,2419000000,1977
ury,2642000000,1978
ury,2705000000,1979
ury,2927000000,1980
ury,3044000000,1981
ury,3066000000,1982
ury,3089000000,1983
ury,3116000000,1984
ury,3227000000,1985
ury,3353000000,1986
ury,3536000000,1987
ury,3846000000,1988
ury,3726000000,1989
ury,3870000000,1990
ury,4212000000,1991
ury,4309000000,1992
ury,4623000000,1993
ury,4759000000,1994
ury,5089000000,1995
ury,5331000000,1996
ury,5687000000,1997
ury,5978000000,1998
ury,6372000000,1999
ury,6780000000,2000
ury,6688000000,2001
ury,6682000000,2002
ury,6304000000,2003
ury,6450000000,2004
ury,6684000000,2005
ury,7427000000,2006
ury,8088000000,2007
ury,8697000000,2008
ury,8977000000,2009
ury,9309000000,2010
uzb,48890000000,1990
uzb,48840000000,1991
uzb,45760000000,1992
uzb,44380000000,1993
uzb,43240000000,1994
uzb,42270000000,1995
uzb,42670000000,1996
uzb,43130000000,1997
uzb,42940000000,1998
uzb,42720000000,1999
uzb,44110000000,2000
uzb,43890000000,2001
uzb,44880000000,2002
uzb,44820000000,2003
uzb,45230000000,2004
uzb,44410000000,2005
uzb,45870000000,2006
uzb,43950000000,2007
uzb,44160000000,2008
uzb,44420000000,2009
uzb,45230000000,2010
ven,12340000000,1971
ven,13420000000,1972
ven,14470000000,1973
ven,15610000000,1974
ven,16220000000,1975
ven,17540000000,1976
ven,19560000000,1977
ven,22160000000,1978
ven,27120000000,1979
ven,30660000000,1980
ven,34970000000,1981
ven,33020000000,1982
ven,36340000000,1983
ven,39330000000,1984
ven,40030000000,1985
ven,41080000000,1986
ven,44280000000,1987
ven,48540000000,1988
ven,47620000000,1989
ven,48480000000,1990
ven,51150000000,1991
ven,55220000000,1992
ven,56650000000,1993
ven,57210000000,1994
ven,58130000000,1995
ven,59830000000,1996
ven,61680000000,1997
ven,62210000000,1998
ven,61830000000,1999
ven,64640000000,2000
ven,67470000000,2001
ven,69390000000,2002
ven,68100000000,2003
ven,72910000000,2004
ven,76660000000,2005
ven,82790000000,2006
ven,82950000000,2007
ven,86750000000,2008
ven,87060000000,2009
ven,95250000000,2010
vnm,1886000000,1971
vnm,1802000000,1972
vnm,1921000000,1973
vnm,1686000000,1974
vnm,1968000000,1975
vnm,2379000000,1976
vnm,2773000000,1977
vnm,2852000000,1978
vnm,2835000000,1979
vnm,2948000000,1980
vnm,3037000000,1981
vnm,3258000000,1982
vnm,3315000000,1983
vnm,3951000000,1984
vnm,4242000000,1985
vnm,4526000000,1986
vnm,5048000000,1987
vnm,5608000000,1988
vnm,6186000000,1989
vnm,6582000000,1990
vnm,6991000000,1991
vnm,7381000000,1992
vnm,8308000000,1993
vnm,9786000000,1994
vnm,11790000000,1995
vnm,14050000000,1996
vnm,16030000000,1997
vnm,18580000000,1998
vnm,20360000000,1999
vnm,23240000000,2000
vnm,26700000000,2001
vnm,31160000000,2002
vnm,36060000000,2003
vnm,40610000000,2004
vnm,48230000000,2005
vnm,55100000000,2006
vnm,62770000000,2007
vnm,69890000000,2008
vnm,79720000000,2009
vnm,90890000000,2010
yem,209000000,1971
yem,215000000,1972
yem,206000000,1973
yem,240000000,1974
