geo,improved_water_source_overall_access_percent,time
swz,43,1995
swz,45,1996
swz,46,1997
swz,49,1998
swz,50,1999
swz,52,2000
swz,54,2001
swz,56,2002
swz,57,2003
swz,59,2004
swz,61,2005
swz,63,2006
swz,65,2007
swz,66,2008
swz,68,2009
swz,71,2010
swe,100,1990
swe,100,1991
swe,100,1992
swe,100,1993
swe,100,1994
swe,100,1995
swe,100,1996
swe,100,1997
swe,100,1998
swe,100,1999
swe,100,2000
swe,100,2001
swe,100,2002
swe,100,2003
swe,100,2004
swe,100,2005
swe,100,2006
swe,100,2007
swe,100,2008
swe,100,2009
swe,100,2010
che,100,1990
che,100,1991
che,100,1992
che,100,1993
che,100,1994
che,100,1995
che,100,1996
che,100,1997
che,100,1998
che,100,1999
che,100,2000
che,100,2001
che,100,2002
che,100,2003
che,100,2004
che,100,2005
che,100,2006
che,100,2007
che,100,2008
che,100,2009
che,100,2010
syr,86,1990
syr,86,1991
syr,86,1992
syr,86,1993
syr,86,1994
syr,87,1995
syr,86,1996
syr,87,1997
syr,87,1998
syr,87,1999
syr,87,2000
syr,88,2001
syr,88,2002
syr,88,2003
syr,88,2004
syr,88,2005
syr,89,2006
syr,89,2007
syr,89,2008
syr,89,2009
syr,90,2010
tjk,62,1993
tjk,62,1994
tjk,62,1995
tjk,61,1996
tjk,61,1997
tjk,62,1998
tjk,62,1999
tjk,61,2000
tjk,62,2001
tjk,62,2002
tjk,63,2003
tjk,63,2004
tjk,63,2005
tjk,63,2006
tjk,63,2007
tjk,63,2008
tjk,64,2009
tjk,64,2010
tza,55,1990
tza,55,1991
tza,55,1992
tza,55,1993
tza,55,1994
tza,55,1995
tza,54,1996
tza,54,1997
tza,54,1998
tza,54,1999
tza,54,2000
tza,54,2001
tza,54,2002
tza,54,2003
tza,54,2004
tza,54,2005
tza,54,2006
tza,53,2007
tza,53,2008
tza,53,2009
tza,53,2010
tha,86,1990
tha,87,1991
tha,88,1992
tha,88,1993
tha,88,1994
tha,89,1995
tha,90,1996
tha,90,1997
tha,90,1998
tha,91,1999
tha,92,2000
tha,92,2001
tha,93,2002
tha,94,2003
tha,94,2004
tha,94,2005
tha,95,2006
tha,96,2007
tha,96,2008
tha,96,2009
tha,96,2010
tls,52,1995
tls,52,1996
tls,52,1997
tls,52,1998
tls,52,1999
tls,54,2000
tls,55,2001
tls,56,2002
tls,58,2003
tls,60,2004
tls,62,2005
tls,63,2006
tls,64,2007
tls,66,2008
tls,67,2009
tls,69,2010
tgo,49,1990
tgo,49,1991
tgo,50,1992
tgo,51,1993
tgo,51,1994
tgo,52,1995
tgo,52,1996
tgo,53,1997
tgo,54,1998
tgo,55,1999
tgo,55,2000
tgo,56,2001
tgo,56,2002
tgo,57,2003
tgo,57,2004
tgo,58,2005
tgo,58,2006
tgo,59,2007
tgo,60,2008
tgo,61,2009
tgo,61,2010
tkl,90,1990
tkl,90,1991
tkl,90,1992
tkl,90,1993
tkl,90,1994
tkl,91,1995
tkl,91,1996
tkl,92,1997
tkl,92,1998
tkl,93,1999
tkl,93,2000
tkl,94,2001
tkl,94,2002
tkl,95,2003
tkl,95,2004
tkl,96,2005
tkl,96,2006
tkl,97,2007
tkl,97,2008
tkl,97,2009
tkl,97,2010
ton,100,1990
ton,100,1991
ton,100,1992
ton,100,1993
ton,100,1994
ton,100,1995
ton,100,1996
ton,100,1997
ton,100,1998
ton,100,1999
ton,100,2000
ton,100,2001
ton,100,2002
ton,100,2003
ton,100,2004
ton,100,2005
ton,100,2006
ton,100,2007
ton,100,2008
ton,100,2009
ton,100,2010
tto,88,1990
tto,89,1991
tto,89,1992
tto,89,1993
tto,89,1994
tto,90,1995
tto,90,1996
tto,90,1997
tto,91,1998
tto,91,1999
tto,91,2000
tto,92,2001
tto,92,2002
tto,92,2003
tto,93,2004
tto,93,2005
tto,94,2006
tto,94,2007
tto,94,2008
tto,94,2009
tto,94,2010
tun,81,1990
tun,82,1991
tun,83,1992
tun,84,1993
tun,85,1994
tun,86,1995
tun,86,1996
tun,88,1997
tun,88,1998
tun,89,1999
tun,90,2000
tun,91,2001
tun,92,2002
tun,92,2003
tun,93,2004
tun,94,2005
tun,94,2006
tun,94,2007
tun,94,2008
tun,94,2009
tur,85,1990
tur,86,1991
tur,87,1992
tur,87,1993
tur,88,1994
tur,89,1995
tur,90,1996
tur,90,1997
tur,91,1998
tur,92,1999
tur,93,2000
tur,94,2001
tur,95,2002
tur,95,2003
tur,96,2004
tur,97,2005
tur,97,2006
tur,98,2007
tur,99,2008
tur,99,2009
tur,100,2010
tkm,83,1994
tkm,83,1995
tkm,83,1996
tkm,83,1997
tkm,83,1998
tkm,83,1999
tkm,83,2000
tkm,84,2001
tkm,84,2002
tkm,84,2003
tkm,84,2004
tkm,84,2005
tkm,84,2006
tca,100,1990
tca,100,1991
tca,100,1992
tca,100,1993
tca,100,1994
tca,100,1995
tca,100,1996
tca,100,1997
tca,100,1998
tca,100,1999
tca,100,2000
tca,100,2001
tca,100,2002
tca,100,2003
tca,100,2004
tca,100,2005
tca,100,2006
tca,100,2007
tca,100,2008
tca,100,2009
tca,100,2010
tuv,90,1990
tuv,90,1991
tuv,90,1992
tuv,91,1993
tuv,91,1994
tuv,92,1995
tuv,92,1996
tuv,93,1997
tuv,93,1998
tuv,94,1999
tuv,94,2000
tuv,94,2001
tuv,95,2002
tuv,95,2003
tuv,96,2004
tuv,96,2005
tuv,96,2006
tuv,97,2007
tuv,97,2008
tuv,97,2009
tuv,98,2010
uga,43,1990
uga,44,1991
uga,46,1992
uga,47,1993
uga,49,1994
uga,50,1995
uga,52,1996
uga,53,1997
uga,55,1998
uga,56,1999
uga,58,2000
uga,59,2001
uga,61,2002
uga,62,2003
uga,63,2004
uga,65,2005
uga,66,2006
uga,68,2007
uga,69,2008
uga,71,2009
uga,72,2010
ukr,97,1994
ukr,97,1995
ukr,97,1996
ukr,97,1997
ukr,97,1998
ukr,96,1999
ukr,97,2000
ukr,97,2001
ukr,97,2002
ukr,97,2003
ukr,98,2004
ukr,98,2005
ukr,97,2006
ukr,97,2007
ukr,98,2008
ukr,98,2009
ukr,98,2010
are,100,1990
are,100,1991
are,100,1992
are,100,1993
are,100,1994
are,100,1995
are,100,1996
are,100,1997
are,100,1998
are,100,1999
are,100,2000
are,100,2001
are,100,2002
are,100,2003
are,100,2004
are,100,2005
are,100,2006
are,100,2007
are,100,2008
are,100,2009
are,100,2010
gbr,100,1990
gbr,100,1991
gbr,100,1992
gbr,100,1993
gbr,100,1994
gbr,100,1995
gbr,100,1996
gbr,100,1997
gbr,100,1998
gbr,100,1999
gbr,100,2000
gbr,100,2001
gbr,100,2002
gbr,100,2003
gbr,100,2004
gbr,100,2005
gbr,100,2006
gbr,100,2007
gbr,100,2008
gbr,100,2009
gbr,100,2010
usa,99,1990
usa,99,1991
usa,99,1992
usa,99,1993
usa,99,1994
usa,99,1995
usa,99,1996
usa,99,1997
usa,99,1998
usa,99,1999
usa,99,2000
usa,99,2001
usa,99,2002
usa,99,2003
usa,99,2004
usa,99,2005
usa,99,2006
usa,99,2007
usa,99,2008
usa,99,2009
usa,99,2010
ury,96,1990
ury,96,1991
ury,96,1992
ury,96,1993
ury,96,1994
ury,96,1995
ury,97,1996
ury,97,1997
ury,98,1998
ury,98,1999
ury,98,2000
ury,98,2001
ury,98,2002
ury,98,2003
ury,100,2004
ury,100,2005
ury,100,2006
ury,100,2007
ury,100,2008
ury,100,2009
ury,100,2010
uzb,90,1990
uzb,90,1991
uzb,90,1992
uzb,90,1993
uzb,90,1994
uzb,90,1995
uzb,90,1996
uzb,89,1997
uzb,89,1998
uzb,89,1999
uzb,89,2000
uzb,89,2001
uzb,89,2002
uzb,88,2003
uzb,88,2004
uzb,88,2005
uzb,88,2006
uzb,87,2007
uzb,87,2008
uzb,87,2009
uzb,87,2010
vut,62,1990
vut,63,1991
vut,65,1992
vut,66,1993
vut,68,1994
vut,69,1995
vut,70,1996
vut,72,1997
vut,73,1998
vut,75,1999
vut,76,2000
vut,77,2001
vut,79,2002
vut,80,2003
vut,81,2004
vut,83,2005
vut,84,2006
vut,86,2007
vut,86,2008
vut,88,2009
vut,90,2010
ven,90,1990
ven,90,1991
ven,91,1992
ven,91,1993
ven,91,1994
ven,91,1995
ven,91,1996
ven,92,1997
ven,92,1998
ven,92,1999
ven,92,2000
ven,92,2001
ven,92,2002
ven,92,2003
ven,92,2004
ven,92,2005
ven,93,2006
ven,93,2007
pse,97,1991
pse,97,1992
pse,97,1993
pse,97,1994
pse,97,1995
pse,96,1996
pse,95,1997
pse,94,1998
pse,93,1999
pse,92,2000
pse,92,2001
pse,91,2002
pse,90,2003
pse,89,2004
pse,88,2005
pse,87,2006
pse,86,2007
pse,85,2008
pse,85,2009
pse,85,2010
vnm,57,1990
vnm,60,1991
vnm,61,1992
vnm,63,1993
vnm,65,1994
vnm,67,1995
vnm,69,1996
vnm,71,1997
vnm,73,1998
vnm,75,1999
vnm,77,2000
vnm,79,2001
vnm,81,2002
vnm,82,2003
vnm,84,2004
vnm,86,2005
vnm,88,2006
vnm,90,2007
vnm,92,2008
vnm,93,2009
vnm,95,2010
yem,67,1990
yem,66,1991
yem,65,1992
yem,65,1993
yem,64,1994
yem,63,1995
yem,63,1996
yem,62,1997
yem,61,1998
yem,61,1999
yem,60,2000
yem,59,2001
yem,59,2002
yem,58,2003
yem,57,2004
yem,57,2005
yem,56,2006
yem,55,2007
yem,55,2008
yem,55,2009
yem,55,2010
zmb,49,1990
zmb,49,1991
zmb,49,1992
zmb,50,1993
zmb,51,1994
zmb,51,1995
zmb,51,1996
zmb,52,1997
zmb,53,1998
zmb,53,1999
zmb,54,2000
zmb,55,2001
zmb,55,2002
zmb,56,2003
zmb,57,2004
zmb,58,2005
zmb,58,2006
zmb,59,2007
zmb,60,2008
zmb,61,2009
zmb,61,2010
zwe,79,1990
zwe,79,1991
zwe,80,1992
zwe,80,1993
zwe,79,1994
zwe,79,1995
zwe,79,1996
zwe,79,1997
zwe,80,1998
zwe,80,1999
zwe,80,2000
zwe,80,2001
zwe,80,2002
zwe,80,2003
zwe,80,2004
zwe,80,2005
zwe,79,2006
zwe,80,2007
zwe,80,2008
zwe,80,2009
zwe,80,2010
