geo,females_aged_15plus_employment_rate_percent,time
jam,48.1,1999
jam,47.2,2000
jam,47.0,2001
jam,46.2,2002
jam,47.1,2003
jam,47.6,2004
jam,47.8,2005
jam,49.0,2006
jam,47.5,2007
jpn,49.6,1991
jpn,49.6,1992
jpn,49.0,1993
jpn,48.7,1994
jpn,48.3,1995
jpn,48.3,1996
jpn,48.6,1997
jpn,48.1,1998
jpn,47.4,1999
jpn,47.1,2000
jpn,46.8,2001
jpn,46.2,2002
jpn,46.1,2003
jpn,46.2,2004
jpn,46.4,2005
jpn,46.6,2006
jpn,46.2,2007
jor,9.2,1991
jor,9.4,1992
jor,9.6,1993
jor,10.4,1994
jor,11.1,1995
jor,11.4,1996
jor,11.3,1997
jor,11.3,1998
jor,11.3,1999
jor,11.1,2000
jor,11.2,2001
jor,11.3,2002
jor,11.6,2003
jor,12.5,2004
jor,12.8,2005
jor,13.2,2006
jor,13.0,2007
kaz,56.0,1991
kaz,53.5,1992
kaz,54.8,1993
kaz,56.9,1994
kaz,54.6,1995
kaz,53.4,1996
kaz,53.8,1997
kaz,54.1,1998
kaz,54.2,1999
kaz,55.0,2000
kaz,57.0,2001
kaz,57.9,2002
kaz,58.0,2003
kaz,57.7,2004
kaz,57.4,2005
kaz,57.4,2006
kaz,58.2,2007
ken,64.9,1991
ken,65.0,1992
ken,65.0,1993
ken,65.0,1994
ken,65.0,1995
ken,65.0,1996
ken,65.1,1997
ken,65.0,1998
ken,66.9,1999
ken,66.6,2000
ken,66.6,2001
ken,66.3,2002
ken,66.3,2003
ken,66.3,2004
ken,66.4,2005
ken,66.6,2006
ken,66.6,2007
prk,49.4,1991
prk,49.8,1992
prk,50.2,1993
prk,50.5,1994
prk,50.8,1995
prk,50.0,1996
prk,50.1,1997
prk,50.0,1998
prk,50.6,1999
prk,51.1,2000
prk,51.6,2001
prk,52.6,2002
prk,53.5,2003
prk,54.5,2004
prk,55.3,2005
prk,56.0,2006
prk,56.0,2007
kor,46.2,1991
kor,46.0,1992
kor,46.0,1993
kor,46.9,1994
kor,47.7,1995
kor,48.4,1996
kor,49.0,1997
kor,44.8,1998
kor,45.5,1999
kor,47.1,2000
kor,47.6,2001
kor,48.3,2002
kor,47.2,2003
kor,48.1,2004
kor,48.3,2005
kor,48.6,2006
kor,48.0,2007
kwt,33.8,1991
kwt,35.0,1992
kwt,36.3,1993
kwt,38.1,1994
kwt,39.5,1995
kwt,41.0,1996
kwt,42.0,1997
kwt,42.1,1998
kwt,42.2,1999
kwt,42.3,2000
kwt,42.7,2001
kwt,42.3,2002
kwt,41.6,2003
kwt,41.8,2004
kwt,41.8,2005
kwt,41.6,2006
kwt,42.0,2007
kgz,51.8,1991
kgz,51.7,1992
kgz,51.6,1993
kgz,51.5,1994
kgz,51.3,1995
kgz,51.8,1996
kgz,51.8,1997
kgz,50.7,1998
kgz,51.3,1999
kgz,50.3,2000
kgz,49.9,2001
kgz,47.3,2002
kgz,48.2,2003
kgz,48.4,2004
kgz,48.4,2005
kgz,48.7,2006
kgz,48.8,2007
lao,79.2,1991
lao,79.2,1992
lao,79.2,1993
lao,79.2,1994
lao,78.6,1995
lao,78.6,1996
lao,78.6,1997
lao,78.7,1998
lao,78.8,1999
lao,78.7,2000
lao,78.7,2001
lao,78.7,2002
lao,78.5,2003
lao,78.5,2004
lao,78.3,2005
lao,78.1,2006
lao,78.1,2007
lva,53.8,1991
lva,52.3,1992
lva,50.8,1993
lva,49.2,1994
lva,50.2,1995
lva,41.0,1996
lva,44.3,1997
lva,43.4,1998
lva,43.4,1999
lva,43.4,2000
lva,43.7,2001
lva,45.9,2002
lva,46.3,2003
lva,46.9,2004
lva,47.5,2005
lva,50.4,2006
lva,50.7,2007
lbn,19.7,1991
lbn,19.8,1992
lbn,20.3,1993
lbn,20.5,1994
lbn,20.9,1995
lbn,21.0,1996
lbn,20.9,1997
lbn,21.0,1998
lbn,21.2,1999
lbn,21.4,2000
lbn,21.5,2001
lbn,21.6,2002
lbn,21.7,2003
lbn,21.9,2004
lbn,22.0,2005
lbn,22.2,2006
lbn,22.3,2007
lso,41.2,1991
lso,40.1,1992
lso,41.4,1993
lso,41.9,1994
lso,40.6,1995
lso,38.5,1996
lso,36.5,1997
lso,41.4,1998
lso,46.2,1999
lso,48.2,2000
lso,47.7,2001
lso,48.8,2002
lso,48.6,2003
lso,49.9,2004
lso,48.7,2005
lso,52.2,2006
lso,49.8,2007
lbr,52.2,1991
lbr,52.0,1992
lbr,52.0,1993
lbr,52.0,1994
lbr,52.0,1995
lbr,52.1,1996
lbr,52.2,1997
lbr,52.2,1998
lbr,52.2,1999
lbr,52.3,2000
lbr,52.4,2001
lbr,52.4,2002
lbr,52.6,2003
lbr,52.7,2004
lbr,52.9,2005
lbr,53.0,2006
lbr,53.2,2007
lby,15.2,1991
lby,15.6,1992
lby,16.1,1993
lby,16.7,1994
lby,17.2,1995
lby,17.9,1996
lby,18.5,1997
lby,19.1,1998
lby,19.7,1999
lby,20.3,2000
lby,20.7,2001
lby,21.1,2002
lby,21.6,2003
lby,21.7,2004
lby,22.0,2005
lby,22.1,2006
lby,23.2,2007
ltu,49.0,1991
ltu,48.1,1992
ltu,47.3,1993
ltu,46.7,1994
ltu,46.3,1995
ltu,46.4,1996
ltu,46.4,1997
ltu,48.3,1998
ltu,47.7,1999
ltu,45.4,2000
ltu,44.1,2001
ltu,45.7,2002
ltu,46.4,2003
ltu,45.6,2004
ltu,46.7,2005
ltu,48.1,2006
ltu,48.8,2007
lux,35.1,1991
lux,37.1,1992
lux,35.8,1993
lux,36.0,1994
lux,33.6,1995
lux,34.6,1996
lux,35.9,1997
lux,35.9,1998
lux,38.1,1999
lux,39.8,2000
lux,40.1,2001
lux,40.8,2002
lux,40.6,2003
lux,41.4,2004
lux,43.0,2005
lux,43.1,2006
lux,45.9,2007
mac,44.3,1991
mac,45.4,1992
mac,46.0,1993
mac,46.5,1994
mac,47.1,1995
mac,53.3,1996
mac,53.8,1997
mac,53.3,1998
mac,52.7,1999
mac,52.7,2000
mac,54.5,2001
mac,53.8,2002
mac,51.9,2003
mac,53.8,2004
mac,55.6,2005
mac,57.4,2006
mac,57.5,2007
mdg,75.2,1991
mdg,75.4,1992
mdg,75.5,1993
mdg,75.7,1994
mdg,75.8,1995
mdg,75.9,1996
mdg,76.1,1997
mdg,76.1,1998
mdg,76.2,1999
mdg,76.2,2000
mdg,76.2,2001
mdg,74.9,2002
mdg,73.8,2003
mdg,77.8,2004
mdg,81.0,2005
mdg,81.0,2006
mdg,79.2,2007
mwi,68.6,1991
mwi,68.6,1992
mwi,68.4,1993
mwi,68.4,1994
mwi,68.2,1995
mwi,68.3,1996
mwi,68.4,1997
mwi,68.5,1998
mwi,68.6,1999
mwi,68.7,2000
mwi,68.7,2001
mwi,68.7,2002
mwi,68.9,2003
mwi,69.2,2004
mwi,69.1,2005
mwi,69.2,2006
mwi,69.0,2007
mys,41.4,1991
mys,41.1,1992
mys,41.3,1993
mys,41.3,1994
mys,41.1,1995
mys,41.3,1996
mys,41.2,1997
mys,40.7,1998
mys,41.0,1999
mys,42.9,2000
mys,42.6,2001
mys,42.6,2002
mys,42.6,2003
mys,42.6,2004
mys,42.7,2005
mys,42.8,2006
mys,43.1,2007
mdv,21.4,1991
mdv,22.9,1992
mdv,24.3,1993
mdv,26.2,1994
mdv,27.9,1995
mdv,29.4,1996
mdv,30.9,1997
mdv,32.8,1998
mdv,35.0,1999
mdv,36.5,2000
mdv,38.1,2001
mdv,41.8,2002
mdv,44.4,2003
mdv,46.8,2004
mdv,46.7,2005
mdv,40.4,2006
mdv,42.1,2007
mli,32.4,1991
mli,32.7,1992
mli,32.4,1993
mli,32.2,1994
mli,32.7,1995
mli,32.9,1996
mli,33.4,1997
mli,33.2,1998
mli,32.9,1999
mli,33.1,2000
mli,34.2,2001
mli,34.5,2002
mli,34.1,2003
mli,33.5,2004
mli,33.7,2005
mli,33.8,2006
mli,34.4,2007
mlt,19.9,1991
mlt,20.2,1992
mlt,21.0,1993
mlt,21.6,1994
mlt,22.4,1995
mlt,23.4,1996
mlt,23.6,1997
mlt,23.7,1998
mlt,25.1,1999
mlt,25.4,2000
mlt,26.3,2001
mlt,28.8,2002
mlt,27.2,2003
mlt,27.1,2004
mlt,27.5,2005
mlt,28.9,2006
mlt,30.1,2007
mtq,39.9,1991
mtq,39.9,1992
mtq,40.9,1993
mtq,41.0,1994
mtq,38.9,1995
mtq,38.3,1996
mtq,37.3,1997
mtq,36.9,1998
mtq,37.6,1999
mtq,38.7,2000
mtq,39.6,2001
mtq,40.9,2002
mtq,40.9,2003
mtq,40.5,2004
mtq,40.9,2005
mtq,38.9,2006
mtq,38.2,2007
mrt,49.0,1991
mrt,48.9,1992
mrt,49.3,1993
mrt,49.2,1994
mrt,49.2,1995
mrt,49.2,1996
mrt,49.2,1997
mrt,49.1,1998
mrt,50.0,1999
mrt,50.6,2000
mrt,49.3,2001
mrt,47.4,2002
mrt,46.4,2003
mrt,44.8,2004
mrt,45.3,2005
mrt,45.9,2006
mrt,45.3,2007
mus,35.2,1991
mus,39.3,1992
mus,39.7,1993
mus,40.0,1994
mus,33.5,1995
mus,35.3,1996
mus,35.1,1997
mus,35.3,1998
mus,35.1,1999
mus,34.7,2000
mus,34.8,2001
mus,36.0,2002
mus,35.4,2003
mus,34.4,2004
mus,34.5,2005
mus,35.2,2006
mus,36.3,2007
mex,32.6,1991
mex,33.5,1992
mex,34.4,1993
mex,34.7,1994
mex,34.3,1995
mex,34.9,1996
mex,37.1,1997
mex,37.4,1998
mex,37.1,1999
mex,37.6,2000
mex,36.9,2001
mex,37.5,2002
mex,37.0,2003
mex,38.7,2004
mex,39.5,2005
mex,40.6,2006
mex,39.6,2007
mng,46.7,1991
mng,47.3,1992
mng,47.3,1993
mng,47.5,1994
mng,48.4,1995
mng,47.9,1996
mng,47.9,1997
mng,48.0,1998
mng,48.1,1999
mng,48.0,2000
mng,48.4,2001
mng,48.8,2002
mng,49.7,2003
mng,51.7,2004
mng,50.1,2005
mng,50.4,2006
mng,50.9,2007
mar,21.5,1991
mar,21.4,1992
mar,21.6,1993
mar,22.1,1994
mar,22.1,1995
mar,22.9,1996
mar,23.1,1997
mar,23.8,1998
mar,23.9,1999
mar,22.9,2000
mar,20.5,2001
mar,20.1,2002
mar,21.7,2003
mar,22.9,2004
mar,22.3,2005
mar,23.3,2006
mar,22.2,2007
moz,80.6,1991
moz,80.7,1992
moz,80.7,1993
moz,80.8,1994
moz,80.9,1995
moz,80.9,1996
moz,81.1,1997
moz,81.3,1998
moz,81.4,1999
moz,81.5,2000
moz,81.7,2001
moz,81.8,2002
moz,81.9,2003
moz,82.0,2004
moz,82.1,2005
moz,82.2,2006
moz,82.2,2007
mmr,65.5,1991
mmr,65.6,1992
mmr,65.6,1993
mmr,65.6,1994
mmr,65.6,1995
mmr,65.6,1996
mmr,65.7,1997
mmr,65.9,1998
mmr,66.0,1999
mmr,66.1,2000
mmr,66.2,2001
mmr,66.2,2002
mmr,66.3,2003
mmr,66.3,2004
mmr,66.4,2005
mmr,66.4,2006
mmr,66.5,2007
nam,38.8,1991
nam,39.2,1992
nam,38.9,1993
nam,39.1,1994
nam,38.6,1995
nam,38.1,1996
nam,37.7,1997
nam,37.9,1998
nam,38.1,1999
nam,38.0,2000
nam,38.8,2001
nam,37.6,2002
nam,38.1,2003
nam,37.2,2004
nam,37.2,2005
nam,37.2,2006
nam,37.3,2007
npl,46.7,1991
npl,48.0,1992
npl,48.4,1993
npl,48.8,1994
npl,49.2,1995
npl,48.8,1996
npl,49.6,1997
npl,50.3,1998
npl,51.3,1999
npl,50.3,2000
npl,49.0,2001
npl,50.3,2002
npl,51.0,2003
npl,52.0,2004
npl,53.3,2005
npl,54.6,2006
npl,54.6,2007
nld,40.2,1991
nld,41.4,1992
nld,42.2,1993
nld,42.7,1994
nld,43.8,1995
nld,44.8,1996
nld,46.8,1997
nld,48.1,1998
nld,49.9,1999
nld,50.8,2000
nld,51.6,2001
nld,52.0,2002
nld,52.1,2003
nld,52.1,2004
nld,52.4,2005
nld,53.3,2006
nld,54.3,2007
ant,38.8,1991
ant,39.2,1992
ant,40.6,1993
ant,41.7,1994
ant,41.1,1995
ant,42.3,1996
ant,43.8,1997
ant,42.1,1998
ant,43.9,1999
ant,45.8,2000
ant,44.3,2001
ant,44.5,2002
ant,45.2,2003
ant,45.7,2004
ant,44.7,2005
ant,46.2,2006
ant,47.1,2007
nzl,48.7,1991
nzl,48.5,1992
nzl,48.8,1993
nzl,50.6,1994
nzl,51.9,1995
nzl,53.4,1996
nzl,52.9,1997
nzl,52.4,1998
nzl,53.2,1999
nzl,53.7,2000
nzl,54.9,2001
nzl,55.4,2002
nzl,55.8,2003
nzl,56.7,2004
nzl,57.9,2005
nzl,58.3,2006
nzl,58.3,2007
nic,32.8,1991
nic,32.9,1992
nic,30.4,1993
nic,32.1,1994
nic,27.6,1995
nic,28.5,1996
nic,29.1,1997
nic,29.0,1998
nic,30.8,1999
nic,32.8,2000
nic,31.2,2001
nic,30.7,2002
nic,32.7,2003
nic,34.0,2004
nic,34.0,2005
nic,34.9,2006
nic,36.0,2007
ner,38.9,1991
ner,38.2,1992
ner,38.1,1993
ner,38.1,1994
ner,38.2,1995
ner,38.2,1996
ner,38.1,1997
ner,38.6,1998
ner,38.2,1999
ner,37.9,2000
ner,38.1,2001
ner,38.1,2002
ner,38.2,2003
ner,38.0,2004
ner,38.1,2005
ner,38.1,2006
ner,38.0,2007
nga,35.2,1991
nga,35.1,1992
nga,35.2,1993
nga,35.0,1994
nga,34.8,1995
nga,34.7,1996
nga,34.7,1997
nga,34.8,1998
nga,34.4,1999
nga,34.9,2000
nga,34.8,2001
nga,35.0,2002
nga,35.6,2003
nga,35.9,2004
nga,35.9,2005
nga,36.1,2006
nga,36.5,2007
nor,53.5,1991
nor,53.1,1992
nor,53.1,1993
nor,53.6,1994
nor,54.6,1995
nor,55.6,1996
nor,57.2,1997
nor,58.7,1998
nor,59.3,1999
nor,59.4,2000
nor,59.6,2001
nor,59.9,2002
nor,59.4,2003
nor,59.4,2004
nor,59.0,2005
nor,59.5,2006
nor,60.9,2007
omn,17.3,1991
omn,17.4,1992
omn,17.6,1993
omn,17.9,1994
omn,18.3,1995
omn,18.7,1996
omn,19.1,1997
omn,19.5,1998
omn,20.1,1999
omn,20.4,2000
omn,20.6,2001
omn,20.8,2002
omn,21.1,2003
omn,21.4,2004
omn,21.7,2005
omn,21.9,2006
omn,22.6,2007
pak,11.6,1991
pak,11.9,1992
pak,12.8,1993
pak,13.3,1994
pak,10.8,1995
pak,11.5,1996
pak,12.3,1997
pak,12.9,1998
pak,13.3,1999
pak,13.5,2000
pak,13.2,2001
pak,13.4,2002
pak,14.2,2003
pak,15.5,2004
pak,16.8,2005
pak,18.8,2006
pak,19.0,2007
pan,29.4,1991
pan,30.8,1992
pan,31.9,1993
pan,32.3,1994
pan,32.5,1995
pan,32.8,1996
pan,34.6,1997
pan,34.5,1998
pan,36.8,1999
pan,36.9,2000
pan,36.7,2001
pan,37.4,2002
pan,38.1,2003
pan,38.9,2004
pan,41.3,2005
pan,40.9,2006
pan,43.4,2007
png,68.1,1991
png,67.8,1992
png,67.5,1993
png,67.5,1994
png,67.7,1995
png,67.8,1996
png,67.9,1997
png,68.3,1998
png,68.2,1999
png,68.8,2000
png,68.9,2001
png,68.8,2002
png,68.7,2003
png,68.7,2004
png,68.7,2005
png,68.7,2006
png,68.9,2007
pry,45.3,1991
pry,47.8,1992
pry,48.3,1993
pry,49.7,1994
pry,54.8,1995
pry,54.6,1996
pry,54.6,1997
pry,55.7,1998
pry,56.5,1999
pry,56.9,2000
pry,58.2,2001
pry,56.6,2002
pry,60.1,2003
pry,62.8,2004
pry,63.9,2005
pry,64.9,2006
pry,65.3,2007
per,45.8,1991
per,46.4,1992
per,47.1,1993
per,48.4,1994
per,48.9,1995
per,49.3,1996
per,50.4,1997
per,50.7,1998
per,51.7,1999
per,52.7,2000
per,53.4,2001
per,54.6,2002
per,55.9,2003
per,57.4,2004
per,58.8,2005
per,60.2,2006
per,59.8,2007
phl,42.0,1991
phl,43.0,1992
phl,42.8,1993
phl,42.8,1994
phl,44.4,1995
phl,44.8,1996
phl,44.7,1997
phl,44.6,1998
phl,45.4,1999
phl,43.6,2000
phl,46.1,2001
phl,46.0,2002
phl,45.3,2003
phl,44.0,2004
phl,46.0,2005
phl,45.5,2006
phl,46.8,2007
pol,46.5,1991
pol,45.9,1992
pol,45.0,1993
pol,44.1,1994
pol,43.7,1995
pol,43.6,1996
pol,43.3,1997
pol,43.5,1998
pol,42.3,1999
pol,40.4,2000
pol,39.5,2001
pol,38.3,2002
pol,38.2,2003
pol,38.2,2004
pol,38.5,2005
pol,39.7,2006
pol,42.1,2007
prt,48.1,1991
prt,47.0,1992
prt,46.5,1993
prt,46.2,1994
prt,46.1,1995
prt,46.6,1996
prt,48.1,1997
prt,48.7,1998
prt,49.6,1999
prt,50.4,2000
prt,51.0,2001
prt,50.9,2002
prt,50.7,2003
prt,50.5,2004
prt,50.7,2005
prt,50.9,2006
prt,50.6,2007
pri,26.9,1991
pri,27.4,1992
pri,29.3,1993
pri,29.8,1994
pri,29.8,1995
pri,30.0,1996
pri,30.7,1997
pri,30.6,1998
pri,32.9,1999
pri,32.2,2000
pri,32.8,2001
pri,32.6,2002
pri,33.2,2003
pri,33.6,2004
pri,33.7,2005
pri,33.8,2006
pri,34.6,2007
qat,29.2,1991
qat,30.0,1992
qat,30.7,1993
qat,31.1,1994
qat,31.5,1995
qat,32.1,1996
qat,32.0,1997
qat,32.3,1998
qat,32.1,1999
qat,33.4,2000
qat,33.0,2001
qat,34.2,2002
qat,35.7,2003
qat,38.6,2004
qat,38.9,2005
qat,38.4,2006
qat,39.6,2007
mda,54.4,1991
mda,53.8,1992
mda,53.2,1993
mda,52.5,1994
mda,51.7,1995
mda,51.2,1996
mda,50.6,1997
mda,49.2,1998
mda,47.8,1999
mda,47.9,2000
mda,47.3,2001
mda,46.4,2002
mda,44.9,2003
mda,43.7,2004
mda,44.1,2005
mda,44.2,2006
mda,43.6,2007
reu,25.1,1991
reu,26.0,1992
reu,27.0,1993
reu,29.5,1994
reu,31.9,1995
reu,29.1,1996
reu,30.1,1997
reu,29.6,1998
reu,28.0,1999
reu,30.6,2000
reu,32.4,2001
reu,33.7,2002
reu,32.6,2003
reu,32.4,2004
reu,33.7,2005
reu,34.9,2006
reu,37.9,2007
rou,51.3,1991
rou,53.6,1992
rou,54.6,1993
rou,53.9,1994
rou,55.3,1995
rou,53.2,1996
rou,54.0,1997
rou,52.9,1998
rou,52.8,1999
rou,52.9,2000
rou,52.3,2001
rou,46.1,2002
rou,46.3,2003
rou,44.5,2004
rou,44.0,2005
rou,45.0,2006
rou,43.8,2007
rus,52.2,1991
rus,55.1,1992
rus,53.7,1993
rus,51.4,1994
rus,49.6,1995
rus,48.9,1996
rus,47.7,1997
rus,46.6,1998
rus,46.1,1999
rus,48.7,2000
rus,49.7,2001
rus,50.7,2002
rus,50.9,2003
rus,50.9,2004
rus,51.7,2005
rus,51.8,2006
rus,53.8,2007
rwa,85.8,1991
rwa,86.1,1992
rwa,86.2,1993
rwa,85.2,1994
rwa,85.6,1995
rwa,85.4,1996
rwa,85.0,1997
rwa,84.5,1998
rwa,83.9,1999
rwa,83.3,2000
rwa,82.8,2001
rwa,82.2,2002
rwa,81.5,2003
rwa,81.0,2004
rwa,80.7,2005
rwa,80.8,2006
rwa,80.5,2007
sau,13.7,1991
sau,13.7,1992
sau,13.7,1993
sau,13.8,1994
sau,14.0,1995
sau,14.1,1996
sau,14.4,1997
sau,14.7,1998
sau,15.4,1999
sau,15.6,2000
sau,16.1,2001
sau,16.4,2002
sau,16.7,2003
sau,17.1,2004
sau,17.1,2005
sau,17.0,2006
sau,17.7,2007
sen,56.4,1991
sen,56.3,1992
sen,56.0,1993
sen,56.0,1994
sen,56.0,1995
sen,56.0,1996
sen,56.0,1997
sen,55.9,1998
sen,56.1,1999
sen,56.0,2000
sen,56.0,2001
sen,55.9,2002
sen,56.0,2003
sen,56.1,2004
sen,56.3,2005
sen,56.3,2006
sen,56.9,2007
scg,42.6,1991
scg,42.2,1992
scg,42.0,1993
scg,41.0,1994
scg,43.1,1995
scg,43.5,1996
scg,43.2,1997
scg,43.3,1998
scg,43.3,1999
scg,44.0,2000
scg,43.9,2001
scg,43.4,2002
scg,42.6,2003
scg,40.7,2004
scg,39.3,2005
scg,39.1,2006
scg,41.1,2007
sle,64.6,1991
sle,64.3,1992
sle,64.1,1993
sle,64.1,1994
sle,63.3,1995
sle,63.6,1996
sle,62.6,1997
sle,62.6,1998
sle,62.0,1999
sle,62.0,2000
sle,62.5,2001
sle,63.3,2002
sle,63.4,2003
sle,63.5,2004
sle,63.6,2005
sle,63.8,2006
sle,63.4,2007
sgp,50.2,1991
sgp,50.4,1992
sgp,49.7,1993
sgp,49.7,1994
sgp,48.4,1995
sgp,50.4,1996
sgp,49.9,1997
sgp,49.5,1998
sgp,49.3,1999
sgp,48.9,2000
sgp,50.5,2001
sgp,49.8,2002
sgp,49.9,2003
sgp,50.2,2004
sgp,50.7,2005
sgp,51.1,2006
sgp,51.3,2007
svk,50.1,1991
svk,49.1,1992
svk,48.1,1993
svk,44.1,1994
svk,44.4,1995
svk,45.7,1996
svk,45.2,1997
svk,44.8,1998
svk,43.5,1999
svk,42.9,2000
svk,43.2,2001
svk,42.8,2002
svk,43.5,2003
svk,42.5,2004
svk,42.5,2005
svk,43.3,2006
svk,45.3,2007
svn,50.5,1991
svn,46.0,1992
svn,42.6,1993
svn,46.9,1994
svn,48.7,1995
svn,48.3,1996
svn,48.9,1997
svn,49.5,1998
svn,48.5,1999
svn,48.2,2000
svn,48.5,2001
svn,48.8,2002
svn,46.5,2003
svn,49.3,2004
svn,49.2,2005
svn,50.6,2006
svn,49.4,2007
slb,55.4,1991
slb,55.5,1992
slb,55.4,1993
slb,55.4,1994
slb,55.2,1995
slb,54.8,1996
slb,54.4,1997
slb,54.0,1998
slb,53.5,1999
slb,52.9,2000
slb,52.7,2001
slb,52.4,2002
slb,52.3,2003
slb,52.1,2004
slb,51.8,2005
slb,51.6,2006
slb,51.3,2007
som,48.5,1991
som,48.8,1992
som,48.8,1993
som,48.9,1994
som,48.9,1995
som,49.0,1996
som,49.2,1997
som,49.3,1998
som,49.4,1999
som,49.5,2000
som,49.6,2001
som,49.8,2002
som,50.1,2003
som,50.2,2004
som,50.3,2005
som,50.5,2006
som,50.7,2007
zaf,30.5,1991
zaf,30.7,1992
zaf,30.3,1993
zaf,33.9,1994
zaf,35.7,1995
zaf,33.8,1996
zaf,33.0,1997
zaf,31.6,1998
zaf,31.4,1999
zaf,32.1,2000
zaf,30.5,2001
zaf,29.7,2002
zaf,29.7,2003
zaf,32.3,2004
zaf,32.2,2005
zaf,32.9,2006
zaf,34.3,2007
esp,26.3,1991
esp,25.8,1992
esp,24.9,1993
esp,24.7,1994
esp,25.8,1995
esp,26.7,1996
esp,27.7,1997
esp,28.5,1998
esp,30.5,1999
esp,32.6,2000
esp,33.8,2001
esp,34.7,2002
esp,36.2,2003
esp,37.9,2004
esp,40.3,2005
esp,41.9,2006
esp,41.7,2007
lka,33.3,1991
lka,31.3,1992
lka,30.2,1993
lka,31.0,1994
lka,29.9,1995
lka,30.4,1996
lka,30.7,1997
lka,36.8,1998
lka,34.0,1999
lka,34.0,2000
lka,34.3,2001
lka,34.5,2002
lka,35.1,2003
lka,36.2,2004
lka,36.6,2005
lka,38.6,2006
lka,39.2,2007
sdn,21.4,1991
sdn,22.0,1992
sdn,22.8,1993
sdn,23.3,1994
sdn,24.0,1995
sdn,24.8,1996
sdn,25.1,1997
sdn,25.3,1998
sdn,25.6,1999
sdn,26.1,2000
sdn,26.0,2001
sdn,26.1,2002
sdn,26.4,2003
sdn,26.5,2004
sdn,26.9,2005
sdn,27.5,2006
sdn,27.9,2007
sur,29.8,1991
sur,26.9,1992
sur,26.7,1993
sur,27.9,1994
sur,29.2,1995
sur,28.7,1996
sur,29.5,1997
sur,30.0,1998
sur,28.4,1999
sur,28.6,2000
sur,29.0,2001
sur,28.9,2002
sur,29.5,2003
sur,29.8,2004
sur,30.2,2005
sur,31.3,2006
sur,30.4,2007
swz,48.6,1991
swz,48.5,1992
swz,48.6,1993
swz,48.9,1994
swz,50.7,1995
swz,49.5,1996
swz,48.5,1997
swz,48.6,1998
swz,48.4,1999
swz,48.4,2000
swz,47.9,2001
swz,48.0,2002
swz,47.8,2003
swz,47.5,2004
swz,47.3,2005
swz,47.1,2006
swz,47.1,2007
swe,60.7,1991
swe,58.4,1992
swe,55.0,1993
swe,53.9,1994
swe,54.2,1995
swe,53.3,1996
swe,52.4,1997
swe,52.8,1998
swe,54.0,1999
swe,55.9,2000
swe,56.8,2001
swe,56.8,2002
swe,56.5,2003
swe,55.8,2004
swe,55.8,2005
swe,56.3,2006
swe,56.7,2007
che,55.7,1991
che,55.7,1992
che,55.1,1993
che,54.6,1994
che,54.7,1995
che,55.5,1996
che,55.5,1997
che,56.3,1998
che,56.8,1999
che,56.4,2000
che,57.4,2001
che,57.9,2002
che,57.2,2003
che,56.6,2004
che,56.6,2005
che,57.1,2006
che,57.0,2007
syr,16.2,1991
syr,17.0,1992
syr,17.8,1993
syr,18.7,1994
syr,19.8,1995
syr,14.6,1996
syr,10.2,1997
syr,12.0,1998
syr,15.5,1999
syr,17.5,2000
syr,15.4,2001
syr,17.5,2002
syr,15.2,2003
syr,15.6,2004
syr,16.0,2005
syr,16.3,2006
syr,16.7,2007
twn,41.6,1991
twn,41.8,1992
twn,42.5,1993
twn,42.6,1994
twn,43.0,1995
twn,42.7,1996
twn,42.7,1997
twn,43.1,1998
twn,43.2,1999
twn,43.3,2000
twn,43.4,2001
twn,43.8,2002
twn,44.5,2003
twn,45.3,2004
twn,46.0,2005
twn,46.5,2006
twn,47.1,2007
tjk,48.9,1991
tjk,47.2,1992
tjk,45.9,1993
tjk,43.8,1994
tjk,42.5,1995
tjk,40.4,1996
tjk,40.7,1997
tjk,41.5,1998
tjk,41.8,1999
tjk,42.8,2000
tjk,44.4,2001
tjk,44.9,2002
tjk,46.0,2003
tjk,46.6,2004
tjk,46.9,2005
tjk,47.5,2006
tjk,50.1,2007
tza,85.5,1991
tza,85.1,1992
tza,84.8,1993
tza,84.5,1994
tza,84.2,1995
tza,83.7,1996
tza,83.8,1997
tza,83.6,1998
tza,83.5,1999
tza,82.9,2000
tza,82.2,2001
tza,81.3,2002
tza,80.3,2003
tza,79.0,2004
tza,77.5,2005
tza,76.1,2006
tza,76.1,2007
tha,71.4,1991
tha,69.9,1992
tha,67.3,1993
tha,64.6,1994
tha,66.1,1995
tha,67.4,1996
tha,67.8,1997
tha,64.9,1998
tha,64.1,1999
tha,65.1,2000
tha,64.8,2001
tha,65.3,2002
tha,65.5,2003
tha,65.4,2004
tha,65.9,2005
tha,65.1,2006
tha,65.0,2007
mkd,29.8,1991
mkd,28.0,1992
mkd,26.3,1993
mkd,24.9,1994
mkd,26.4,1995
mkd,26.4,1996
mkd,26.2,1997
mkd,25.6,1998
mkd,27.0,1999
mkd,26.7,2000
mkd,28.5,2001
mkd,28.1,2002
mkd,27.1,2003
mkd,25.0,2004
mkd,25.9,2005
mkd,26.3,2006
mkd,26.8,2007
tgo,49.6,1991
tgo,49.1,1992
tgo,48.0,1993
tgo,48.8,1994
tgo,48.9,1995
tgo,49.1,1996
tgo,49.7,1997
tgo,49.3,1998
tgo,49.2,1999
tgo,48.9,2000
tgo,48.7,2001
tgo,48.7,2002
tgo,48.6,2003
tgo,48.7,2004
tgo,48.7,2005
