geo,total_gdp_us_inflation_adjusted,time
jor,10660000000,2004
jor,11530000000,2005
jor,12460000000,2006
jor,13480000000,2007
jor,14450000000,2008
jor,15250000000,2009
jor,15600000000,2010
jor,16000000000,2011
kaz,26350000000,1990
kaz,23450000000,1991
kaz,22210000000,1992
kaz,20160000000,1993
kaz,17620000000,1994
kaz,16180000000,1995
kaz,16260000000,1996
kaz,16540000000,1997
kaz,16220000000,1998
kaz,16660000000,1999
kaz,18290000000,2000
kaz,20760000000,2001
kaz,22800000000,2002
kaz,24920000000,2003
kaz,27310000000,2004
kaz,29960000000,2005
kaz,33160000000,2006
kaz,36110000000,2007
kaz,37310000000,2008
kaz,37750000000,2009
kaz,40510000000,2010
kaz,43550000000,2011
ken,2116000000,1960
ken,1950000000,1961
ken,2134000000,1962
ken,2322000000,1963
ken,2437000000,1964
ken,2486000000,1965
ken,2852000000,1966
ken,2948000000,1967
ken,3183000000,1968
ken,3436000000,1969
ken,3276000000,1970
ken,4003000000,1971
ken,4687000000,1972
ken,4963000000,1973
ken,5165000000,1974
ken,5210000000,1975
ken,5323000000,1976
ken,5826000000,1977
ken,6228000000,1978
ken,6703000000,1979
ken,7078000000,1980
ken,7345000000,1981
ken,7455000000,1982
ken,7553000000,1983
ken,7685000000,1984
ken,8016000000,1985
ken,8591000000,1986
ken,9101000000,1987
ken,9666000000,1988
ken,10120000000,1989
ken,10540000000,1990
ken,10700000000,1991
ken,10610000000,1992
ken,10650000000,1993
ken,10930000000,1994
ken,11410000000,1995
ken,11880000000,1996
ken,11940000000,1997
ken,12330000000,1998
ken,12620000000,1999
ken,12690000000,2000
ken,13170000000,2001
ken,13240000000,2002
ken,13630000000,2003
ken,14330000000,2004
ken,15170000000,2005
ken,16130000000,2006
ken,17260000000,2007
ken,17530000000,2008
ken,17990000000,2009
ken,18990000000,2010
ken,19840000000,2011
kir,59540000,1970
kir,58180000,1971
kir,65210000,1972
kir,78840000,1973
kir,114600000,1974
kir,120700000,1975
kir,88380000,1976
kir,84300000,1977
kir,85200000,1978
kir,75330000,1979
kir,41850000,1980
kir,40400000,1981
kir,43140000,1982
kir,47010000,1983
kir,46440000,1984
kir,44300000,1985
kir,44980000,1986
kir,43610000,1987
kir,51560000,1988
kir,47150000,1989
kir,48150000,1990
kir,46080000,1991
kir,47540000,1992
kir,48790000,1993
kir,51200000,1994
kir,50570000,1995
kir,53610000,1996
kir,56550000,1997
kir,62760000,1998
kir,63630000,1999
kir,68240000,2000
kir,66140000,2001
kir,70240000,2002
kir,73400000,2003
kir,74070000,2004
kir,74290000,2005
kir,75700000,2006
kir,76010000,2007
kir,75170000,2008
kir,74680000,2009
kir,76030000,2010
kir,77390000,2011
kor,28930000000,1960
kor,30360000000,1961
kor,31100000000,1962
kor,34070000000,1963
kor,36640000000,1964
kor,38540000000,1965
kor,43440000000,1966
kor,46090000000,1967
kor,51480000000,1968
kor,58740000000,1969
kor,63640000000,1970
kor,68890000000,1971
kor,71970000000,1972
kor,80630000000,1973
kor,86420000000,1974
kor,91560000000,1975
kor,101200000000,1976
kor,111400000000,1977
kor,121700000000,1978
kor,130000000000,1979
kor,128000000000,1980
kor,135900000000,1981
kor,145900000000,1982
kor,161600000000,1983
kor,174700000000,1984
kor,186600000000,1985
kor,206400000000,1986
kor,229300000000,1987
kor,253700000000,1988
kor,270800000000,1989
kor,295600000000,1990
kor,323400000000,1991
kor,342400000000,1992
kor,363400000000,1993
kor,394400000000,1994
kor,430500000000,1995
kor,460700000000,1996
kor,482100000000,1997
kor,449100000000,1998
kor,491700000000,1999
kor,533400000000,2000
kor,554600000000,2001
kor,594200000000,2002
kor,610900000000,2003
kor,639100000000,2004
kor,664400000000,2005
kor,698800000000,2006
kor,734500000000,2007
kor,751400000000,2008
kor,753800000000,2009
kor,801400000000,2010
kor,830500000000,2011
kos,1849000000,2000
kos,2348000000,2001
kos,2332000000,2002
kos,2458000000,2003
kos,2522000000,2004
kos,2619000000,2005
kos,2776000000,2006
kos,2951000000,2007
kos,3155000000,2008
kos,3246000000,2009
kos,3373000000,2010
kos,3541000000,2011
kwt,22530000000,1992
kwt,30190000000,1993
kwt,32730000000,1994
kwt,34330000000,1995
kwt,34530000000,1996
kwt,35390000000,1997
kwt,36680000000,1998
kwt,36030000000,1999
kwt,37720000000,2000
kwt,37990000000,2001
kwt,39130000000,2002
kwt,45910000000,2003
kwt,50590000000,2004
kwt,55960000000,2005
kwt,58870000000,2006
kwt,61440000000,2007
kwt,64490000000,2008
kwt,61170000000,2009
kwt,63260000000,2010
kwt,68440000000,2011
kgz,1619000000,1986
kgz,1672000000,1987
kgz,1893000000,1988
kgz,1946000000,1989
kgz,2057000000,1990
kgz,1895000000,1991
kgz,1632000000,1992
kgz,1380000000,1993
kgz,1103000000,1994
kgz,1043000000,1995
kgz,1117000000,1996
kgz,1227000000,1997
kgz,1253000000,1998
kgz,1299000000,1999
kgz,1370000000,2000
kgz,1443000000,2001
kgz,1442000000,2002
kgz,1544000000,2003
kgz,1652000000,2004
kgz,1649000000,2005
kgz,1700000000,2006
kgz,1846000000,2007
kgz,2001000000,2008
kgz,2059000000,2009
kgz,2031000000,2010
kgz,2173000000,2011
lao,733100000,1984
lao,770200000,1985
lao,807900000,1986
lao,796300000,1987
lao,780300000,1988
lao,891100000,1989
lao,950800000,1990
lao,991700000,1991
lao,1047000000,1992
lao,1109000000,1993
lao,1199000000,1994
lao,1283000000,1995
lao,1372000000,1996
lao,1467000000,1997
lao,1525000000,1998
lao,1636000000,1999
lao,1731000000,2000
lao,1831000000,2001
lao,1939000000,2002
lao,2057000000,2003
lao,2188000000,2004
lao,2343000000,2005
lao,2545000000,2006
lao,2738000000,2007
lao,2953000000,2008
lao,3174000000,2009
lao,3445000000,2010
lao,3722000000,2011
lva,3530000000,1965
lva,3677000000,1966
lva,4108000000,1967
lva,4390000000,1968
lva,4590000000,1969
lva,4959000000,1970
lva,5342000000,1971
lva,5617000000,1972
lva,5942000000,1973
lva,6231000000,1974
lva,6659000000,1975
lva,7034000000,1976
lva,7259000000,1977
lva,7497000000,1978
lva,7725000000,1979
lva,8041000000,1980
lva,8381000000,1981
lva,8578000000,1982
lva,9026000000,1983
lva,9545000000,1984
lva,9509000000,1985
lva,9957000000,1986
lva,10190000000,1987
lva,10710000000,1988
lva,11320000000,1989
lva,10420000000,1990
lva,9107000000,1991
lva,6182000000,1992
lva,5874000000,1993
lva,6002000000,1994
lva,5946000000,1995
lva,6171000000,1996
lva,6682000000,1997
lva,6998000000,1998
lva,7327000000,1999
lva,7833000000,2000
lva,8463000000,2001
lva,9011000000,2002
lva,9659000000,2003
lva,10500000000,2004
lva,11610000000,2005
lva,13030000000,2006
lva,14330000000,2007
lva,13720000000,2008
lva,11260000000,2009
lva,11220000000,2010
lva,11830000000,2011
lbn,12420000000,1988
lbn,7146000000,1989
lbn,9042000000,1990
lbn,12500000000,1991
lbn,13060000000,1992
lbn,13970000000,1993
lbn,15090000000,1994
lbn,16080000000,1995
lbn,16900000000,1996
lbn,16520000000,1997
lbn,17110000000,1998
lbn,17030000000,1999
lbn,17260000000,2000
lbn,17940000000,2001
lbn,18550000000,2002
lbn,19150000000,2003
lbn,20580000000,2004
lbn,20790000000,2005
lbn,20910000000,2006
lbn,22480000000,2007
lbn,24560000000,2008
lbn,26650000000,2009
lbn,28520000000,2010
lbn,29370000000,2011
lso,112600000,1960
lso,114700000,1961
lso,132300000,1962
lso,146300000,1963
lso,158400000,1964
lso,161800000,1965
lso,161200000,1966
lso,178700000,1967
lso,178100000,1968
lso,180800000,1969
lso,184800000,1970
lso,194200000,1971
lso,193800000,1972
lso,245000000,1973
lso,271900000,1974
lso,235200000,1975
lso,261200000,1976
lso,318100000,1977
lso,376400000,1978
lso,387300000,1979
lso,376700000,1980
lso,379300000,1981
lso,389000000,1982
lso,376600000,1983
lso,415700000,1984
lso,436500000,1985
lso,438900000,1986
lso,407500000,1987
lso,443500000,1988
lso,473700000,1989
lso,504400000,1990
lso,516200000,1991
lso,554200000,1992
lso,572500000,1993
lso,605000000,1994
lso,615700000,1995
lso,644500000,1996
lso,666600000,1997
lso,703200000,1998
lso,705900000,1999
lso,745800000,2000
lso,776900000,2001
lso,785200000,2002
lso,819300000,2003
lso,837800000,2004
lso,860500000,2005
lso,897500000,2006
lso,940000000,2007
lso,990700000,2008
lso,1019000000,2009
lso,1076000000,2010
lso,1139000000,2011
lbr,678400000,1960
lbr,694900000,1961
lbr,704300000,1962
lbr,720300000,1963
lbr,757400000,1964
lbr,793700000,1965
lbr,854900000,1966
lbr,912500000,1967
lbr,956100000,1968
lbr,1026000000,1969
lbr,1094000000,1970
lbr,1148000000,1971
lbr,1195000000,1972
lbr,1168000000,1973
lbr,1224000000,1974
lbr,1181000000,1975
lbr,1244000000,1976
lbr,1264000000,1977
lbr,1325000000,1978
lbr,1368000000,1979
lbr,1312000000,1980
lbr,1284000000,1981
lbr,1253000000,1982
lbr,1229000000,1983
lbr,1203000000,1984
lbr,1193000000,1985
lbr,1173000000,1986
lbr,1161000000,1987
lbr,1137000000,1988
lbr,834100000,1989
lbr,408400000,1990
lbr,350300000,1991
lbr,227400000,1992
lbr,152400000,1993
lbr,119300000,1994
lbr,114200000,1995
lbr,128000000,1996
lbr,264000000,1997
lbr,342500000,1998
lbr,420900000,1999
lbr,529100000,2000
lbr,646000000,2001
lbr,852000000,2002
lbr,572300000,2003
lbr,543000000,2004
lbr,594500000,2005
lbr,652600000,2006
lbr,755000000,2007
lbr,834500000,2008
lbr,943600000,2009
lbr,1041000000,2010
lbr,1129000000,2011
lby,32690000000,1999
lby,33900000000,2000
lby,32440000000,2001
lby,32020000000,2002
lby,36180000000,2003
lby,37770000000,2004
lby,41510000000,2005
lby,43960000000,2006
lby,46600000000,2007
lby,48370000000,2008
lby,49380000000,2009
lie,696700000,1970
lie,708400000,1971
lie,720200000,1972
lie,732200000,1973
lie,744400000,1974
lie,756900000,1975
lie,792900000,1976
lie,830600000,1977
lie,870100000,1978
lie,911500000,1979
lie,954900000,1980
lie,1001000000,1981
lie,985000000,1982
lie,990300000,1983
lie,1033000000,1984
lie,1105000000,1985
lie,1149000000,1986
lie,1256000000,1987
lie,1326000000,1988
lie,1386000000,1989
lie,1417000000,1990
lie,1443000000,1991
lie,1495000000,1992
lie,1559000000,1993
lie,1666000000,1994
lie,1764000000,1995
lie,1886000000,1996
lie,2023000000,1997
lie,2179000000,1998
lie,2406000000,1999
lie,2484000000,2000
lie,2466000000,2001
lie,2441000000,2002
lie,2394000000,2003
lie,2467000000,2004
lie,2586000000,2005
lie,2809000000,2006
lie,2903000000,2007
lie,2955000000,2008
lie,2921000000,2009
ltu,15870000000,1990
ltu,14970000000,1991
ltu,11780000000,1992
ltu,9872000000,1993
ltu,8908000000,1994
ltu,9201000000,1995
ltu,9678000000,1996
ltu,10400000000,1997
ltu,11190000000,1998
ltu,11070000000,1999
ltu,11430000000,2000
ltu,12200000000,2001
ltu,13040000000,2002
ltu,14380000000,2003
ltu,15440000000,2004
ltu,16640000000,2005
ltu,17940000000,2006
ltu,19710000000,2007
ltu,20290000000,2008
ltu,17300000000,2009
ltu,17530000000,2010
ltu,18560000000,2011
lux,4302000000,1960
lux,4470000000,1961
lux,4530000000,1962
lux,4686000000,1963
lux,5055000000,1964
lux,5018000000,1965
lux,5073000000,1966
lux,5084000000,1967
lux,5297000000,1968
lux,5825000000,1969
lux,5925000000,1970
lux,6083000000,1971
lux,6484000000,1972
lux,7023000000,1973
lux,7319000000,1974
lux,6838000000,1975
lux,7011000000,1976
lux,7121000000,1977
lux,7412000000,1978
lux,7585000000,1979
lux,7649000000,1980
lux,7607000000,1981
lux,7693000000,1982
lux,7923000000,1983
lux,8413000000,1984
lux,8648000000,1985
lux,9512000000,1986
lux,9887000000,1987
lux,10720000000,1988
lux,11770000000,1989
lux,12400000000,1990
lux,13470000000,1991
lux,13720000000,1992
lux,14290000000,1993
lux,14840000000,1994
lux,15050000000,1995
lux,15280000000,1996
lux,16190000000,1997
lux,17240000000,1998
lux,18690000000,1999
lux,20270000000,2000
lux,20780000000,2001
lux,21630000000,2002
lux,21970000000,2003
lux,22930000000,2004
lux,24180000000,2005
lux,25380000000,2006
lux,27070000000,2007
lux,27270000000,2008
lux,25830000000,2009
lux,26520000000,2010
lux,26930000000,2011
mac,2617000000,1982
mac,2878000000,1983
mac,3123000000,1984
mac,3145000000,1985
mac,3355000000,1986
mac,3835000000,1987
mac,4134000000,1988
mac,4341000000,1989
mac,4688000000,1990
mac,4862000000,1991
mac,5508000000,1992
mac,5795000000,1993
mac,6044000000,1994
mac,6244000000,1995
mac,6219000000,1996
mac,6200000000,1997
mac,5915000000,1998
mac,5773000000,1999
mac,6102000000,2000
mac,6279000000,2001
mac,6838000000,2002
mac,7698000000,2003
mac,9768000000,2004
mac,10600000000,2005
mac,12130000000,2006
mac,13880000000,2007
mac,14340000000,2008
mac,14590000000,2009
mac,18530000000,2010
mac,22370000000,2011
mkd,3932000000,1990
mkd,3690000000,1991
mkd,3447000000,1992
mkd,3190000000,1993
mkd,3134000000,1994
mkd,3099000000,1995
mkd,3136000000,1996
mkd,3181000000,1997
mkd,3288000000,1998
mkd,3431000000,1999
mkd,3587000000,2000
mkd,3425000000,2001
mkd,3454000000,2002
mkd,3551000000,2003
mkd,3715000000,2004
mkd,3877000000,2005
mkd,4072000000,2006
mkd,4323000000,2007
mkd,4536000000,2008
mkd,4495000000,2009
mkd,4575000000,2010
mkd,4714000000,2011
mdg,2088000000,1960
mdg,2131000000,1961
mdg,2179000000,1962
mdg,2159000000,1963
mdg,2244000000,1964
mdg,2234000000,1965
mdg,2280000000,1966
mdg,2406000000,1967
mdg,2571000000,1968
mdg,2666000000,1969
mdg,2807000000,1970
mdg,2917000000,1971
mdg,2880000000,1972
mdg,2805000000,1973
mdg,2861000000,1974
mdg,2897000000,1975
mdg,2808000000,1976
mdg,2875000000,1977
mdg,2798000000,1978
mdg,3074000000,1979
mdg,3099000000,1980
mdg,2798000000,1981
mdg,2747000000,1982
mdg,2772000000,1983
mdg,2820000000,1984
mdg,2852000000,1985
mdg,2908000000,1986
mdg,2942000000,1987
mdg,3042000000,1988
mdg,3166000000,1989
mdg,3266000000,1990
mdg,3060000000,1991
mdg,3096000000,1992
mdg,3161000000,1993
mdg,3158000000,1994
mdg,3213000000,1995
mdg,3282000000,1996
mdg,3403000000,1997
mdg,3537000000,1998
mdg,3701000000,1999
mdg,3878000000,2000
mdg,4111000000,2001
mdg,3590000000,2002
mdg,3941000000,2003
mdg,4148000000,2004
mdg,4339000000,2005
mdg,4557000000,2006
mdg,4842000000,2007
mdg,5187000000,2008
mdg,4949000000,2009
mdg,5027000000,2010
mdg,5077000000,2011
mwi,347700000,1960
mwi,374300000,1961
mwi,376800000,1962
mwi,371500000,1963
mwi,381400000,1964
mwi,433400000,1965
mwi,490800000,1966
mwi,526500000,1967
mwi,516400000,1968
mwi,546800000,1969
mwi,549400000,1970
mwi,638500000,1971
mwi,678300000,1972
mwi,693900000,1973
mwi,743700000,1974
mwi,788900000,1975
mwi,828400000,1976
mwi,869100000,1977
mwi,953800000,1978
mwi,995700000,1979
mwi,999800000,1980
mwi,946900000,1981
mwi,970600000,1982
mwi,1007000000,1983
mwi,1061000000,1984
mwi,1109000000,1985
mwi,1107000000,1986
mwi,1125000000,1987
mwi,1160000000,1988
mwi,1176000000,1989
mwi,1243000000,1990
mwi,1352000000,1991
mwi,1252000000,1992
mwi,1374000000,1993
mwi,1233000000,1994
mwi,1439000000,1995
mwi,1545000000,1996
mwi,1603000000,1997
mwi,1666000000,1998
mwi,1716000000,1999
mwi,1744000000,2000
mwi,1657000000,2001
mwi,1685000000,2002
mwi,1778000000,2003
mwi,1875000000,2004
mwi,1924000000,2005
mwi,2072000000,2006
mwi,2192000000,2007
mwi,2375000000,2008
mwi,2590000000,2009
mwi,2758000000,2010
mwi,2883000000,2011
mys,6631000000,1960
mys,7135000000,1961
mys,7593000000,1962
mys,8150000000,1963
mys,8587000000,1964
mys,9247000000,1965
mys,9970000000,1966
mys,10350000000,1967
mys,11180000000,1968
mys,11730000000,1969
mys,12430000000,1970
mys,13140000000,1971
mys,14380000000,1972
mys,16060000000,1973
mys,17400000000,1974
mys,17540000000,1975
mys,19560000000,1976
mys,21080000000,1977
mys,22480000000,1978
mys,24580000000,1979
mys,26410000000,1980
mys,28250000000,1981
mys,29930000000,1982
mys,31800000000,1983
mys,34270000000,1984
mys,33880000000,1985
mys,34270000000,1986
mys,36120000000,1987
mys,39710000000,1988
mys,43300000000,1989
mys,47210000000,1990
mys,51710000000,1991
mys,56310000000,1992
mys,61880000000,1993
mys,67580000000,1994
mys,74220000000,1995
mys,81640000000,1996
mys,87620000000,1997
mys,81170000000,1998
mys,86160000000,1999
mys,93790000000,2000
mys,94280000000,2001
mys,99360000000,2002
mys,105100000000,2003
mys,112200000000,2004
mys,118200000000,2005
mys,125100000000,2006
mys,133200000000,2007
mys,139700000000,2008
mys,137400000000,2009
mys,147300000000,2010
mys,154800000000,2011
mdv,420300000,1995
mdv,458500000,1996
mdv,506200000,1997
mdv,555800000,1998
mdv,595900000,1999
mdv,624300000,2000
mdv,645900000,2001
mdv,684900000,2002
mdv,795400000,2003
mdv,877100000,2004
mdv,817100000,2005
mdv,977100000,2006
mdv,1080000000,2007
mdv,1212000000,2008
mdv,1155000000,2009
mdv,1221000000,2010
mdv,1312000000,2011
mli,941400000,1967
mli,976300000,1968
mli,978600000,1969
mli,1039000000,1970
mli,1065000000,1971
mli,1128000000,1972
mli,1111000000,1973
mli,1094000000,1974
mli,1221000000,1975
mli,1388000000,1976
mli,1476000000,1977
mli,1454000000,1978
mli,1605000000,1979
mli,1536000000,1980
mli,1468000000,1981
mli,1400000000,1982
mli,1467000000,1983
mli,1531000000,1984
mli,1358000000,1985
mli,1472000000,1986
mli,1464000000,1987
mli,1486000000,1988
mli,1661000000,1989
mli,1630000000,1990
mli,1656000000,1991
mli,1795000000,1992
mli,1756000000,1993
mli,1772000000,1994
mli,1882000000,1995
mli,1943000000,1996
mli,2074000000,1997
mli,2199000000,1998
mli,2347000000,1999
mli,2422000000,2000
mli,2716000000,2001
mli,2828000000,2002
mli,3039000000,2003
mli,3105000000,2004
mli,3294000000,2005
mli,3469000000,2006
mli,3618000000,2007
mli,3799000000,2008
mli,3970000000,2009
mli,4200000000,2010
mli,4313000000,2011
mlt,627700000,1970
mlt,643100000,1971
mlt,680700000,1972
mlt,708900000,1973
mlt,780100000,1974
mlt,932600000,1975
mlt,1091000000,1976
mlt,1224000000,1977
mlt,1361000000,1978
mlt,1504000000,1979
mlt,1610000000,1980
mlt,1663000000,1981
mlt,1701000000,1982
mlt,1691000000,1983
mlt,1707000000,1984
mlt,1751000000,1985
mlt,1819000000,1986
mlt,1893000000,1987
mlt,2053000000,1988
mlt,2221000000,1989
mlt,2360000000,1990
mlt,2508000000,1991
mlt,2626000000,1992
mlt,2743000000,1993
mlt,2898000000,1994
mlt,3082000000,1995
mlt,3199000000,1996
mlt,3367000000,1997
mlt,3539000000,1998
mlt,3706000000,1999
mlt,3957000000,2000
mlt,3896000000,2001
mlt,4006000000,2002
mlt,4011000000,2003
mlt,3991000000,2004
mlt,4137000000,2005
mlt,4229000000,2006
mlt,4410000000,2007
mlt,4602000000,2008
mlt,4480000000,2009
mlt,4602000000,2010
mlt,4698000000,2011
mhl,57860000,1981
mhl,60650000,1982
mhl,70060000,1983
mhl,72770000,1984
mhl,68210000,1985
mhl,84950000,1986
mhl,92910000,1987
mhl,100100000,1988
mhl,98450000,1989
mhl,101100000,1990
mhl,101200000,1991
mhl,108400000,1992
mhl,114900000,1993
mhl,121700000,1994
mhl,131700000,1995
mhl,118100000,1996
mhl,110500000,1997
mhl,107300000,1998
mhl,104800000,1999
mhl,110900000,2000
mhl,116900000,2001
mhl,119900000,2002
mhl,120100000,2003
mhl,120100000,2004
mhl,123200000,2005
mhl,125600000,2006
mhl,129400000,2007
mhl,126900000,2008
mhl,125200000,2009
mhl,131700000,2010
mhl,138300000,2011
mrt,319400000,1960
mrt,368900000,1961
mrt,371600000,1962
mrt,364300000,1963
mrt,465100000,1964
mrt,540200000,1965
mrt,541400000,1966
mrt,560700000,1967
mrt,617900000,1968
mrt,625600000,1969
mrt,700600000,1970
mrt,713500000,1971
mrt,708300000,1972
mrt,675800000,1973
mrt,758000000,1974
mrt,719100000,1975
mrt,780600000,1976
mrt,765900000,1977
mrt,762000000,1978
mrt,798500000,1979
mrt,825500000,1980
mrt,853900000,1981
mrt,834000000,1982
mrt,865100000,1983
mrt,837200000,1984
mrt,862300000,1985
mrt,911500000,1986
mrt,928900000,1987
mrt,944800000,1988
mrt,990000000,1989
mrt,972400000,1990
mrt,989800000,1991
mrt,1008000000,1992
mrt,1068000000,1993
mrt,1035000000,1994
mrt,1137000000,1995
mrt,1203000000,1996
mrt,1154000000,1997
mrt,1206000000,1998
mrt,1299000000,1999
mrt,1294000000,2000
mrt,1320000000,2001
mrt,1328000000,2002
mrt,1408000000,2003
mrt,1489000000,2004
mrt,1622000000,2005
mrt,1928000000,2006
mrt,1960000000,2007
mrt,2028000000,2008
mrt,2004000000,2009
mrt,2108000000,2010
mrt,2208000000,2011
mus,1475000000,1976
mus,1572000000,1977
mus,1632000000,1978
mus,1689000000,1979
mus,1519000000,1980
mus,1609000000,1981
mus,1697000000,1982
mus,1704000000,1983
mus,1784000000,1984
mus,1908000000,1985
mus,2094000000,1986
mus,2280000000,1987
mus,2435000000,1988
mus,2543000000,1989
mus,2726000000,1990
mus,2847000000,1991
mus,3032000000,1992
mus,3187000000,1993
mus,3318000000,1994
mus,3461000000,1995
mus,3654000000,1996
mus,3862000000,1997
mus,4096000000,1998
mus,4203000000,1999
mus,4583000000,2000
mus,4700000000,2001
mus,4800000000,2002
mus,4975000000,2003
mus,5261000000,2004
mus,5327000000,2005
mus,5537000000,2006
mus,5862000000,2007
mus,6186000000,2008
mus,6373000000,2009
mus,6636000000,2010
mus,6909000000,2011
mex,94350000000,1960
mex,99080000000,1961
mex,103700000000,1962
mex,112100000000,1963
mex,125400000000,1964
mex,133700000000,1965
mex,141800000000,1966
mex,150100000000,1967
mex,164300000000,1968
mex,169900000000,1969
mex,181000000000,1970
mex,187800000000,1971
mex,203200000000,1972
mex,219200000000,1973
mex,231800000000,1974
mex,245200000000,1975
mex,256000000000,1976
mex,264700000000,1977
mex,288400000000,1978
mex,316400000000,1979
mex,345600000000,1980
mex,375900000000,1981
mex,373500000000,1982
mex,357800000000,1983
mex,370800000000,1984
mex,380400000000,1985
mex,366100000000,1986
mex,372900000000,1987
mex,377500000000,1988
mex,393400000000,1989
mex,413300000000,1990
mex,430800000000,1991
mex,446400000000,1992
mex,455100000000,1993
mex,475400000000,1994
mex,445800000000,1995
mex,468800000000,1996
mex,500500000000,1997
mex,525100000000,1998
mex,545400000000,1999
mex,581400000000,2000
mex,580500000000,2001
mex,585300000000,2002
mex,593200000000,2003
mex,617300000000,2004
mex,637100000000,2005
mex,669900000000,2006
mex,691700000000,2007
mex,699900000000,2008
mex,656300000000,2009
mex,692500000000,2010
mex,719700000000,2011
fsm,163400000,1986
fsm,165400000,1987
fsm,169600000,1988
fsm,175500000,1989
fsm,182100000,1990
fsm,195600000,1991
fsm,203500000,1992
fsm,220100000,1993
fsm,218900000,1994
fsm,235000000,1995
fsm,227700000,1996
fsm,214200000,1997
fsm,220000000,1998
fsm,223600000,1999
fsm,233600000,2000
fsm,237500000,2001
fsm,238700000,2002
fsm,242900000,2003
fsm,235000000,2004
fsm,239900000,2005
fsm,240300000,2006
fsm,235100000,2007
fsm,229500000,2008
fsm,231000000,2009
fsm,238200000,2010
fsm,241600000,2011
mda,2805000000,1980
mda,2785000000,1981
mda,3111000000,1982
mda,3247000000,1983
mda,3356000000,1984
mda,3178000000,1985
mda,3430000000,1986
mda,3471000000,1987
mda,3530000000,1988
mda,3707000000,1989
mda,3618000000,1990
mda,3039000000,1991
mda,2155000000,1992
mda,2129000000,1993
mda,1471000000,1994
mda,1451000000,1995
mda,1375000000,1996
mda,1397000000,1997
mda,1306000000,1998
mda,1262000000,1999
mda,1288000000,2000
mda,1367000000,2001
mda,1474000000,2002
mda,1571000000,2003
mda,1687000000,2004
mda,1814000000,2005
mda,1901000000,2006
mda,1959000000,2007
mda,2111000000,2008
mda,1985000000,2009
mda,2126000000,2010
mda,2262000000,2011
mco,1195000000,1970
mco,1258000000,1971
mco,1316000000,1972
mco,1403000000,1973
mco,1465000000,1974
mco,1451000000,1975
mco,1515000000,1976
mco,1569000000,1977
mco,1631000000,1978
mco,1689000000,1979
mco,1717000000,1980
mco,1733000000,1981
mco,1775000000,1982
mco,1796000000,1983
mco,1823000000,1984
mco,1854000000,1985
mco,1899000000,1986
mco,1947000000,1987
mco,2036000000,1988
mco,2121000000,1989
mco,2177000000,1990
mco,2199000000,1991
mco,2229000000,1992
mco,2209000000,1993
mco,2258000000,1994
mco,2306000000,1995
mco,2331000000,1996
mco,2383000000,1997
mco,2467000000,1998
mco,2548000000,1999
mco,2648000000,2000
mco,2706000000,2001
mco,2734000000,2002
mco,2763000000,2003
mco,2832000000,2004
mco,2885000000,2005
mco,3031000000,2006
mco,3473000000,2007
mco,3820000000,2008
mco,3720000000,2009
mng,739900000,1981
mng,801700000,1982
mng,848400000,1983
mng,898800000,1984
mng,950100000,1985
mng,1039000000,1986
mng,1075000000,1987
mng,1130000000,1988
mng,1177000000,1989
mng,1140000000,1990
mng,1041000000,1991
mng,944400000,1992
mng,914400000,1993
mng,933900000,1994
mng,993500000,1995
mng,1016000000,1996
mng,1055000000,1997
mng,1091000000,1998
mng,1124000000,1999
mng,1137000000,2000
mng,1170000000,2001
mng,1226000000,2002
mng,1312000000,2003
mng,1451000000,2004
mng,1556000000,2005
mng,1690000000,2006
mng,1863000000,2007
mng,2028000000,2008
mng,2003000000,2009
mng,2130000000,2010
mng,2498000000,2011
mne,1005000000,1997
mne,1054000000,1998
mne,954700000,1999
mne,984300000,2000
mne,995100000,2001
mne,1014000000,2002
mne,1039000000,2003
mne,1085000000,2004
mne,1131000000,2005
mne,1228000000,2006
mne,1359000000,2007
mne,1453000000,2008
mne,1370000000,2009
mne,1405000000,2010
mne,1440000000,2011
mar,7532000000,1960
mar,7350000000,1961
mar,8270000000,1962
mar,8672000000,1963
mar,8784000000,1964
mar,8951000000,1965
mar,8818000000,1966
mar,9702000000,1967
mar,10660000000,1968
mar,11550000000,1969
mar,12100000000,1970
mar,12780000000,1971
mar,13090000000,1972
mar,13550000000,1973
mar,14310000000,1974
mar,15390000000,1975
mar,17060000000,1976
mar,18090000000,1977
mar,18490000000,1978
mar,19380000000,1979
mar,20090000000,1980
mar,19530000000,1981
mar,21410000000,1982
mar,21290000000,1983
mar,22210000000,1984
mar,23620000000,1985
mar,25580000000,1986
mar,24930000000,1987
mar,27520000000,1988
mar,28180000000,1989
mar,29310000000,1990
mar,31330000000,1991
mar,30070000000,1992
mar,29770000000,1993
mar,32850000000,1994
mar,30690000000,1995
mar,34440000000,1996
mar,33670000000,1997
mar,36250000000,1998
mar,36440000000,1999
mar,37020000000,2000
mar,39820000000,2001
mar,41140000000,2002
mar,43740000000,2003
mar,45840000000,2004
mar,47200000000,2005
mar,50860000000,2006
mar,52240000000,2007
mar,55160000000,2008
mar,57780000000,2009
mar,59910000000,2010
mar,62630000000,2011
moz,2462000000,1980
moz,2585000000,1981
moz,2407000000,1982
moz,2029000000,1983
moz,1897000000,1984
moz,1916000000,1985
moz,1872000000,1986
moz,2147000000,1987
moz,2323000000,1988
moz,2474000000,1989
moz,2499000000,1990
moz,2621000000,1991
moz,2488000000,1992
moz,2703000000,1993
