geo,total_health_spending_per_person_international_dollar,time
lby,397.2,2005
lby,387.9,2006
lby,473.7,2007
lby,514.9,2008
lby,722.4,2009
lby,712.7,2010
ltu,333.6,1995
ltu,372.3,1996
ltu,419.9,1997
ltu,486.7,1998
ltu,497.2,1999
ltu,559.5,2000
ltu,601.0,2001
ltu,679.5,2002
ltu,783.8,2003
ltu,739.5,2004
ltu,833.0,2005
ltu,999.5,2006
ltu,1137.0,2007
ltu,1300.0,2008
ltu,1292.0,2009
ltu,1299.0,2010
lux,2166.0,1995
lux,2275.0,1996
lux,2287.0,1997
lux,2452.0,1998
lux,2859.0,1999
lux,4011.0,2000
lux,3992.0,2001
lux,4756.0,2002
lux,4654.0,2003
lux,5333.0,2004
lux,5430.0,2005
lux,6084.0,2006
lux,6030.0,2007
lux,6076.0,2008
lux,6592.0,2009
lux,6743.0,2010
mkd,423.0,1995
mkd,445.1,1996
mkd,480.3,1997
mkd,551.9,1998
mkd,497.6,1999
mkd,520.4,2000
mkd,496.0,2001
mkd,565.0,2002
mkd,597.5,2003
mkd,612.8,2004
mkd,637.4,2005
mkd,687.4,2006
mkd,651.6,2007
mkd,743.0,2008
mkd,763.4,2009
mkd,791.0,2010
mdg,19.93,1995
mdg,22.63,1996
mdg,24.78,1997
mdg,23.9,1998
mdg,24.73,1999
mdg,29.75,2000
mdg,32.26,2001
mdg,27.89,2002
mdg,27.8,2003
mdg,30.19,2004
mdg,32.11,2005
mdg,36.15,2006
mdg,40.16,2007
mdg,46.46,2008
mdg,40.63,2009
mdg,36.31,2010
mwi,25.02,1995
mwi,25.43,1996
mwi,29.06,1997
mwi,32.16,1998
mwi,38.14,1999
mwi,35.85,2000
mwi,28.32,2001
mwi,27.18,2002
mwi,37.57,2003
mwi,48.87,2004
mwi,52.92,2005
mwi,62.66,2006
mwi,57.17,2007
mwi,57.92,2008
mwi,64.72,2009
mwi,65.37,2010
mys,214.8,1995
mys,233.4,1996
mys,231.4,1997
mys,235.0,1998
mys,256.9,1999
mys,281.4,2000
mys,324.3,2001
mys,345.4,2002
mys,423.2,2003
mys,422.1,2004
mys,411.1,2005
mys,484.5,2006
mys,506.2,2007
mys,532.7,2008
mys,628.7,2009
mys,641.1,2010
mdv,124.1,1995
mdv,142.8,1996
mdv,157.9,1997
mdv,172.7,1998
mdv,189.6,1999
mdv,217.5,2000
mdv,216.0,2001
mdv,226.1,2002
mdv,322.2,2003
mdv,364.0,2004
mdv,425.6,2005
mdv,498.0,2006
mdv,510.7,2007
mdv,621.4,2008
mdv,457.3,2009
mdv,464.0,2010
mli,31.64,1995
mli,46.86,1996
mli,45.58,1997
mli,43.52,1998
mli,45.42,1999
mli,46.4,2000
mli,54.89,2001
mli,46.29,2002
mli,49.43,2003
mli,53.44,2004
mli,55.02,2005
mli,57.29,2006
mli,56.37,2007
mli,56.17,2008
mli,56.82,2009
mli,55.58,2010
mlt,876.8,1995
mlt,893.8,1996
mlt,1000.0,1997
mlt,1052.0,1998
mlt,1099.0,1999
mlt,1248.0,2000
mlt,1319.0,2001
mlt,1568.0,2002
mlt,1650.0,2003
mlt,1766.0,2004
mlt,1967.0,2005
mlt,2058.0,2006
mlt,2034.0,2007
mlt,2096.0,2008
mlt,2141.0,2009
mlt,2261.0,2010
mhl,325.1,1995
mhl,392.6,1996
mhl,399.4,1997
mhl,278.8,1998
mhl,267.4,1999
mhl,332.6,2000
mhl,303.2,2001
mhl,301.2,2002
mhl,283.3,2003
mhl,311.3,2004
mhl,310.6,2005
mhl,340.2,2006
mhl,371.0,2007
mhl,340.0,2008
mhl,391.5,2009
mhl,377.1,2010
mrt,54.97,1995
mrt,46.03,1996
mrt,45.66,1997
mrt,56.28,1998
mrt,72.11,1999
mrt,72.73,2000
mrt,61.23,2001
mrt,73.94,2002
mrt,69.85,2003
mrt,81.73,2004
mrt,76.28,2005
mrt,71.35,2006
mrt,84.57,2007
mrt,94.32,2008
mrt,78.92,2009
mrt,79.01,2010
mus,212.3,1995
mus,219.5,1996
mus,234.1,1997
mus,252.7,1998
mus,254.4,1999
mus,304.7,2000
mus,323.2,2001
mus,363.7,2002
mus,363.0,2003
mus,415.9,2004
mus,466.9,2005
mus,541.5,2006
mus,600.3,2007
mus,652.7,2008
mus,714.1,2009
mus,802.7,2010
mex,385.9,1995
mex,369.9,1996
mex,406.8,1997
mex,434.0,1998
mex,470.0,1999
mex,508.4,2000
mex,551.9,2001
mex,583.8,2002
mex,629.0,2003
mex,688.4,2004
mex,730.5,2005
mex,776.3,2006
mex,841.6,2007
mex,890.6,2008
mex,920.1,2009
fsm,223.1,1995
fsm,207.0,1996
fsm,180.4,1997
fsm,170.2,1998
fsm,192.3,1999
fsm,212.9,2000
fsm,239.9,2001
fsm,226.0,2002
fsm,279.6,2003
fsm,301.0,2004
fsm,369.8,2005
fsm,373.6,2006
fsm,376.0,2007
fsm,402.2,2008
fsm,423.7,2009
fsm,450.7,2010
mda,115.2,1995
mda,127.0,1996
mda,122.2,1997
mda,98.7,1998
mda,72.42,1999
mda,97.72,2000
mda,113.6,2001
mda,141.5,2002
mda,159.6,2003
mda,180.0,2004
mda,216.2,2005
mda,272.2,2006
mda,296.6,2007
mda,343.1,2008
mda,356.7,2009
mda,360.4,2010
mco,2248.0,1995
mco,2226.0,1996
mco,2433.0,1997
mco,2475.0,1998
mco,2785.0,1999
mco,2823.0,2000
mco,2977.0,2001
mco,3100.0,2002
mco,3705.0,2003
mco,4015.0,2004
mco,4183.0,2005
mco,4332.0,2006
mco,4514.0,2007
mco,5444.0,2008
mco,5932.0,2009
mco,5949.0,2010
mng,50.55,1995
mng,61.54,1996
mng,66.23,1997
mng,70.53,1998
mng,77.25,1999
mng,89.86,2000
mng,92.67,2001
mng,103.6,2002
mng,99.51,2003
mng,100.1,2004
mng,96.23,2005
mng,112.3,2006
mng,161.1,2007
mng,220.8,2008
mng,216.5,2009
mng,217.5,2010
mne,439.6,1995
mne,419.1,1996
mne,429.1,1997
mne,458.9,1998
mne,428.9,1999
mne,474.4,2000
mne,552.8,2001
mne,582.4,2002
mne,650.6,2003
mne,663.5,2004
mne,717.5,2005
mne,851.3,2006
mne,960.2,2007
mne,1096.0,2008
mne,1215.0,2009
mne,1155.0,2010
mar,82.97,1995
mar,91.88,1996
mar,96.06,1997
mar,97.78,1998
mar,101.5,1999
mar,109.2,2000
mar,126.0,2001
mar,156.5,2002
mar,166.4,2003
mar,176.2,2004
mar,179.8,2005
mar,205.2,2006
mar,212.3,2007
mar,227.6,2008
mar,241.1,2009
mar,246.0,2010
moz,16.59,1995
moz,14.85,1996
moz,17.33,1997
moz,18.97,1998
moz,23.1,1999
moz,26.73,2000
moz,27.36,2001
moz,32.14,2002
moz,32.01,2003
moz,31.0,2004
moz,38.72,2005
moz,39.76,2006
moz,37.93,2007
moz,34.42,2008
moz,47.4,2009
moz,48.69,2010
mmr,10.03,1995
mmr,9.912,1996
mmr,9.335,1997
mmr,9.597,1998
mmr,10.45,1999
mmr,14.14,2000
mmr,15.67,2001
mmr,20.27,2002
mmr,22.49,2003
mmr,26.17,2004
mmr,28.37,2005
mmr,31.93,2006
mmr,34.66,2007
mmr,40.36,2008
mmr,35.59,2009
mmr,34.41,2010
nam,219.4,1995
nam,236.1,1996
nam,255.9,1997
nam,258.0,1998
nam,268.7,1999
nam,243.3,2000
nam,249.0,2001
nam,259.7,2002
nam,287.5,2003
nam,323.7,2004
nam,381.0,2005
nam,406.7,2006
nam,417.4,2007
nam,425.2,2008
nam,448.1,2009
nam,435.6,2010
nru,1160.0,1995
nru,950.6,1996
nru,867.9,1997
nru,816.5,1998
nru,805.1,1999
nru,499.5,2000
nru,503.9,2001
nru,503.6,2002
nru,525.7,2003
nru,332.0,2004
nru,378.4,2005
nru,283.5,2006
nru,391.1,2007
nru,388.8,2008
nru,256.2,2009
nru,263.6,2010
npl,31.01,1995
npl,33.22,1996
npl,36.39,1997
npl,38.51,1998
npl,38.61,1999
npl,41.7,2000
npl,44.21,2001
npl,45.95,2002
npl,46.59,2003
npl,54.41,2004
npl,57.53,2005
npl,58.13,2006
npl,56.0,2007
npl,65.73,2008
npl,66.93,2009
npl,62.95,2010
nld,1794.0,1995
nld,1859.0,1996
nld,1915.0,1997
nld,2054.0,1998
nld,2178.0,1999
nld,2340.0,2000
nld,2555.0,2001
nld,2833.0,2002
nld,3098.0,2003
nld,3310.0,2004
nld,3451.0,2005
nld,3701.0,2006
nld,3945.0,2007
nld,4228.0,2008
nld,4881.0,2009
nld,5038.0,2010
nzl,1239.0,1995
nzl,1263.0,1996
nzl,1349.0,1997
nzl,1448.0,1998
nzl,1519.0,1999
nzl,1603.0,2000
nzl,1701.0,2001
nzl,1831.0,2002
nzl,1841.0,2003
nzl,1967.0,2004
nzl,2117.0,2005
nzl,2379.0,2006
nzl,2437.0,2007
nzl,2692.0,2008
nzl,2907.0,2009
nzl,3020.0,2010
nic,125.2,1995
nic,131.2,1996
nic,112.1,1997
nic,123.7,1998
nic,124.8,1999
nic,132.5,2000
nic,134.2,2001
nic,147.2,2002
nic,162.9,2003
nic,174.5,2004
nic,185.2,2005
nic,203.7,2006
nic,237.9,2007
nic,252.0,2008
nic,253.9,2009
ner,17.27,1995
ner,16.55,1996
ner,18.59,1997
ner,20.6,1998
ner,20.05,1999
ner,17.04,2000
ner,20.03,2001
ner,21.02,2002
ner,20.61,2003
ner,21.72,2004
ner,35.95,2005
ner,38.91,2006
ner,35.39,2007
ner,37.07,2008
ner,36.87,2009
ner,36.94,2010
nga,51.23,1995
nga,53.53,1996
nga,56.04,1997
nga,68.64,1998
nga,69.38,1999
nga,59.93,2000
nga,64.34,2001
nga,52.79,2002
nga,112.0,2003
nga,114.6,2004
nga,115.5,2005
nga,106.7,2006
nga,120.1,2007
nga,121.9,2008
nga,135.9,2009
nga,121.4,2010
niu,249.7,1995
niu,326.1,1996
niu,308.3,1997
niu,297.4,1998
niu,310.7,1999
niu,814.3,2000
niu,4146.0,2001
niu,1263.0,2002
niu,1582.0,2003
niu,2016.0,2004
niu,2034.0,2005
niu,2583.0,2006
niu,2802.0,2007
niu,3041.0,2008
niu,3280.0,2009
niu,3574.0,2010
nor,2155.0,1995
nor,2265.0,1996
nor,2348.0,1997
nor,2536.0,1998
nor,2780.0,1999
nor,3042.0,2000
nor,3265.0,2001
nor,3628.0,2002
nor,3834.0,2003
nor,4079.0,2004
nor,4304.0,2005
nor,4608.0,2006
nor,4888.0,2007
nor,5229.0,2008
nor,5353.0,2009
nor,5426.0,2010
omn,470.3,1995
omn,475.1,1996
omn,482.3,1997
omn,552.7,1998
omn,534.6,1999
omn,656.8,2000
omn,707.1,2001
omn,749.7,2002
omn,755.6,2003
omn,740.5,2004
omn,683.3,2005
omn,656.5,2006
omn,748.3,2007
omn,626.8,2008
omn,826.1,2009
omn,597.6,2010
pak,47.25,1995
pak,50.39,1996
pak,50.44,1997
pak,55.08,1998
pak,58.29,1999
pak,49.31,2000
pak,47.25,2001
pak,51.29,2002
pak,51.38,2003
pak,55.35,2004
pak,58.65,2005
pak,62.78,2006
pak,64.11,2007
pak,63.9,2008
pak,56.74,2009
pak,58.72,2010
plw,1287.0,1995
plw,1449.0,1996
plw,1435.0,1997
plw,1276.0,1998
plw,1322.0,1999
plw,1427.0,2000
plw,1181.0,2001
plw,1153.0,2002
plw,1144.0,2003
plw,1368.0,2004
plw,1357.0,2005
plw,1430.0,2006
plw,1541.0,2007
plw,1413.0,2008
plw,1431.0,2009
plw,1409.0,2010
pan,449.4,1995
pan,428.7,1996
pan,451.9,1997
pan,479.9,1998
pan,480.0,1999
pan,559.6,2000
pan,561.7,2001
pan,595.7,2002
pan,589.7,2003
pan,681.1,2004
pan,686.0,2005
pan,706.8,2006
pan,771.0,2007
pan,926.0,2008
pan,1054.0,2009
pan,1123.0,2010
png,64.03,1995
png,71.28,1996
png,63.4,1997
png,67.42,1998
png,72.94,1999
png,68.88,2000
png,78.07,2001
png,77.5,2002
png,71.86,2003
png,83.62,2004
png,71.56,2005
png,65.56,2006
png,67.44,2007
png,72.18,2008
png,85.0,2009
png,87.71,2010
pry,230.9,1995
pry,235.7,1996
pry,247.5,1997
pry,254.6,1998
pry,271.9,1999
pry,315.7,2000
pry,311.3,2001
pry,296.2,2002
pry,254.9,2003
pry,248.3,2004
pry,252.8,2005
pry,270.5,2006
pry,270.8,2007
pry,282.9,2008
pry,295.3,2009
pry,302.4,2010
per,193.6,1995
per,199.7,1996
per,206.4,1997
per,211.7,1998
per,230.6,1999
per,230.6,2000
per,232.3,2001
per,251.7,2002
per,247.6,2003
per,255.6,2004
per,284.9,2005
per,317.5,2006
per,396.2,2007
per,497.5,2008
per,465.6,2009
per,481.0,2010
phl,70.87,1995
phl,76.64,1996
phl,82.12,1997
phl,71.58,1998
phl,74.0,1999
phl,76.73,2000
phl,73.86,2001
phl,70.92,2002
phl,86.68,2003
phl,92.68,2004
phl,106.6,2005
phl,112.3,2006
phl,119.4,2007
phl,123.0,2008
phl,132.8,2009
phl,142.4,2010
pol,409.6,1995
pol,477.1,1996
pol,497.2,1997
pol,559.1,1998
pol,573.2,1999
pol,583.4,2000
pol,641.6,2001
pol,732.7,2002
pol,748.1,2003
pol,807.4,2004
pol,856.6,2005
pol,934.3,2006
pol,1078.0,2007
pol,1265.0,2008
pol,1391.0,2009
pol,1476.0,2010
prt,1014.0,1995
prt,1093.0,1996
prt,1160.0,1997
prt,1210.0,1998
prt,1329.0,1999
prt,1654.0,2000
prt,1714.0,2001
prt,1780.0,2002
prt,1894.0,2003
prt,1996.0,2004
prt,2212.0,2005
prt,2303.0,2006
prt,2419.0,2007
prt,2509.0,2008
prt,2690.0,2009
prt,2818.0,2010
qat,1560.0,1995
qat,1594.0,1996
qat,1785.0,1997
qat,2076.0,1998
qat,737.5,1999
qat,1517.0,2000
qat,1808.0,2001
qat,2028.0,2002
qat,3088.0,2003
qat,3069.0,2004
qat,2574.0,2005
qat,2267.0,2006
qat,1962.0,2007
qat,1556.0,2008
qat,1965.0,2009
qat,1622.0,2010
rou,199.4,1995
rou,219.8,1996
rou,265.1,1997
rou,243.9,1998
rou,277.4,1999
rou,297.2,2000
rou,344.5,2001
rou,398.5,2002
rou,409.4,2003
rou,479.3,2004
rou,516.8,2005
rou,567.8,2006
rou,670.0,2007
rou,814.7,2008
rou,818.4,2009
rou,811.2,2010
rus,299.9,1995
rus,305.4,1996
rus,404.0,1997
rus,361.5,1998
rus,342.6,1999
rus,369.3,2000
rus,417.1,2001
rus,480.2,2002
rus,517.1,2003
rus,529.8,2004
rus,614.8,2005
rus,790.5,2006
rus,896.4,2007
rus,971.7,2008
rus,1043.0,2009
rus,998.4,2010
rwa,21.41,1995
rwa,24.44,1996
rwa,26.0,1997
rwa,29.8,1998
rwa,24.8,1999
rwa,24.73,2000
rwa,27.17,2001
rwa,29.09,2002
rwa,44.38,2003
rwa,47.28,2004
rwa,54.86,2005
rwa,99.43,2006
rwa,92.36,2007
rwa,100.6,2008
rwa,110.6,2009
rwa,121.0,2010
kna,439.6,1995
kna,470.7,1996
kna,475.5,1997
kna,479.1,1998
kna,532.4,1999
kna,565.8,2000
kna,541.4,2001
kna,537.8,2002
kna,515.2,2003
kna,523.9,2004
kna,559.4,2005
kna,730.2,2006
kna,775.7,2007
kna,749.1,2008
kna,690.6,2009
kna,867.5,2010
lca,296.3,1995
lca,362.8,1996
lca,331.0,1997
lca,354.6,1998
lca,364.4,1999
lca,376.1,2000
lca,398.4,2001
lca,422.4,2002
lca,444.2,2003
lca,468.7,2004
lca,519.3,2005
lca,682.1,2006
lca,705.7,2007
lca,803.6,2008
lca,797.5,2009
lca,803.9,2010
vct,170.7,1995
vct,175.6,1996
vct,215.8,1997
vct,203.0,1998
vct,214.3,1999
vct,234.1,2000
vct,251.6,2001
vct,289.9,2002
vct,301.9,2003
vct,313.7,2004
vct,323.6,2005
vct,384.8,2006
vct,435.4,2007
vct,516.6,2008
vct,487.4,2009
vct,465.8,2010
wsm,101.1,1995
wsm,121.5,1996
wsm,129.0,1997
wsm,135.8,1998
wsm,157.0,1999
wsm,163.2,2000
wsm,169.9,2001
wsm,172.3,2002
wsm,171.0,2003
wsm,175.9,2004
wsm,189.7,2005
wsm,214.3,2006
wsm,248.1,2007
wsm,248.6,2008
wsm,234.1,2009
wsm,282.6,2010
smr,1930.0,1995
smr,1969.0,1996
smr,2034.0,1997
smr,2158.0,1998
smr,2375.0,1999
smr,2466.0,2000
smr,2553.0,2001
smr,3197.0,2002
smr,2608.0,2003
smr,2833.0,2004
smr,2900.0,2005
smr,2949.0,2006
smr,3070.0,2007
smr,2999.0,2008
smr,2832.0,2009
smr,2853.0,2010
stp,107.4,1995
stp,133.8,1996
stp,270.3,1997
stp,245.5,1998
stp,284.5,1999
stp,304.1,2000
stp,100.1,2001
stp,108.5,2002
stp,143.8,2003
stp,147.3,2004
stp,155.4,2005
stp,133.9,2006
stp,135.1,2007
stp,136.0,2008
stp,144.3,2009
stp,142.3,2010
sau,467.4,1995
sau,483.8,1996
sau,515.8,1997
sau,581.0,1998
sau,710.3,1999
sau,767.2,2000
sau,810.3,2001
sau,756.4,2002
sau,748.6,2003
sau,715.9,2004
sau,723.4,2005
sau,802.4,2006
sau,823.9,2007
sau,712.9,2008
sau,964.1,2009
sau,967.6,2010
sen,45.31,1995
sen,47.57,1996
sen,48.71,1997
sen,51.3,1998
sen,57.4,1999
sen,58.55,2000
sen,63.73,2001
sen,71.03,2002
sen,80.33,2003
sen,89.94,2004
sen,90.45,2005
sen,100.6,2006
sen,103.8,2007
sen,108.4,2008
sen,106.0,2009
sen,108.6,2010
srb,263.1,1995
srb,182.9,1996
srb,297.8,1997
srb,326.8,1998
srb,295.9,1999
srb,431.7,2000
srb,477.4,2001
srb,590.4,2002
srb,610.8,2003
srb,672.9,2004
srb,771.7,2005
srb,889.1,2006
srb,1048.0,2007
srb,1190.0,2008
srb,1162.0,2009
srb,1169.0,2010
syc,617.6,1995
syc,671.3,1996
syc,831.2,1997
syc,809.1,1998
syc,838.0,1999
syc,803.3,2000
syc,764.0,2001
syc,733.1,2002
syc,762.3,2003
syc,806.2,2004
syc,717.1,2005
syc,761.9,2006
syc,737.5,2007
syc,713.6,2008
syc,712.0,2009
syc,785.3,2010
sle,63.56,1995
sle,68.85,1996
sle,54.2,1997
sle,52.96,1998
sle,58.4,1999
sle,58.73,2000
sle,65.46,2001
sle,80.43,2002
sle,44.73,2003
sle,82.18,2004
sle,93.69,2005
sle,90.42,2006
sle,94.83,2007
sle,107.1,2008
sle,109.8,2009
sle,107.2,2010
sgp,764.9,1995
sgp,804.7,1996
sgp,847.4,1997
sgp,912.8,1998
sgp,893.5,1999
sgp,821.6,2000
sgp,926.0,2001
sgp,1019.0,2002
sgp,1408.0,2003
sgp,1389.0,2004
sgp,1529.0,2005
sgp,1605.0,2006
sgp,1690.0,2007
sgp,1911.0,2008
sgp,2111.0,2009
sgp,2273.0,2010
svk,503.9,1995
svk,581.2,1996
svk,563.6,1997
svk,583.8,1998
svk,598.8,1999
svk,603.8,2000
svk,664.5,2001
svk,729.9,2002
svk,791.2,2003
svk,1057.0,2004
svk,1139.0,2005
svk,1350.0,2006
svk,1619.0,2007
svk,1860.0,2008
svk,2084.0,2009
svk,2060.0,2010
svn,971.2,1995
svn,1055.0,1996
svn,1151.0,1997
svn,1225.0,1998
svn,1303.0,1999
svn,1450.0,2000
svn,1580.0,2001
svn,1703.0,2002
svn,1766.0,2003
svn,1858.0,2004
svn,1974.0,2005
svn,2104.0,2006
svn,2120.0,2007
svn,2443.0,2008
svn,2551.0,2009
svn,2552.0,2010
slb,78.72,1995
slb,73.64,1996
slb,78.28,1997
slb,84.49,1998
slb,89.52,1999
slb,91.14,2000
slb,118.0,2001
slb,107.1,2002
slb,114.3,2003
slb,110.8,2004
slb,170.0,2005
slb,149.7,2006
slb,144.5,2007
slb,150.3,2008
slb,227.4,2009
slb,227.3,2010
som,16.61,1995
som,16.71,1996
som,16.4,1997
som,16.86,1998
som,16.63,1999
som,16.88,2000
som,17.21,2001
zaf,430.8,1995
zaf,477.0,1996
zaf,509.4,1997
zaf,531.5,1998
zaf,575.2,1999
zaf,563.6,2000
zaf,605.9,2001
zaf,625.1,2002
zaf,658.9,2003
zaf,706.0,2004
zaf,748.3,2005
zaf,781.1,2006
zaf,832.0,2007
zaf,890.5,2008
zaf,929.7,2009
zaf,934.9,2010
esp,1190.0,1995
esp,1247.0,1996
esp,1298.0,1997
esp,1383.0,1998
esp,1450.0,1999
esp,1537.0,2000
esp,1635.0,2001
esp,1745.0,2002
esp,2023.0,2003
esp,2131.0,2004
esp,2269.0,2005
esp,2536.0,2006
esp,2735.0,2007
esp,2971.0,2008
esp,3067.0,2009
esp,3027.0,2010
lka,68.61,1995
lka,72.5,1996
lka,75.58,1997
lka,88.37,1998
lka,91.12,1999
lka,100.7,2000
lka,101.4,2001
lka,108.0,2002
lka,115.1,2003
lka,133.0,2004
lka,138.8,2005
lka,156.1,2006
lka,156.7,2007
lka,153.5,2008
lka,149.1,2009
lka,148.4,2010
sdn,31.72,1995
sdn,39.17,1996
sdn,40.83,1997
sdn,44.85,1998
sdn,43.52,1999
sdn,41.7,2000
sdn,46.28,2001
sdn,49.19,2002
sdn,56.57,2003
sdn,61.62,2004
sdn,64.31,2005
sdn,87.82,2006
sdn,120.5,2007
sdn,146.9,2008
sdn,159.5,2009
sdn,141.4,2010
sur,208.2,1995
sur,302.2,1996
sur,336.3,1997
sur,379.0,1998
sur,333.0,1999
sur,350.0,2000
sur,374.4,2001
sur,348.0,2002
sur,344.7,2003
sur,392.3,2004
sur,415.2,2005
sur,497.2,2006
sur,506.2,2007
sur,500.0,2008
sur,567.5,2009
sur,523.4,2010
swz,144.8,1995
swz,162.7,1996
swz,159.5,1997
swz,176.6,1998
swz,176.0,1999
swz,195.1,2000
swz,196.7,2001
swz,202.5,2002
swz,238.5,2003
swz,231.2,2004
swz,257.8,2005
swz,293.7,2006
swz,291.3,2007
swz,329.8,2008
swz,336.3,2009
swz,332.6,2010
swe,1741.0,1995
swe,1858.0,1996
swe,1885.0,1997
swe,1982.0,1998
swe,2129.0,1999
swe,2286.0,2000
swe,2501.0,2001
swe,2702.0,2002
swe,2832.0,2003
swe,2954.0,2004
swe,2963.0,2005
swe,3193.0,2006
swe,3432.0,2007
swe,3643.0,2008
swe,3722.0,2009
swe,3757.0,2010
che,2547.0,1995
che,2717.0,1996
che,2834.0,1997
che,2972.0,1998
che,3063.0,1999
che,3210.0,2000
che,3400.0,2001
che,3644.0,2002
che,3744.0,2003
che,3903.0,2004
che,3981.0,2005
che,4208.0,2006
che,4540.0,2007
che,4889.0,2008
che,5105.0,2009
che,5394.0,2010
syr,172.3,1995
syr,178.2,1996
syr,174.0,1997
syr,177.4,1998
syr,173.6,1999
syr,163.0,2000
syr,165.3,2001
syr,172.4,2002
syr,181.8,2003
syr,173.2,2004
syr,169.9,2005
syr,167.5,2006
syr,177.3,2007
syr,164.8,2008
syr,182.2,2009
syr,174.2,2010
tjk,26.12,1995
tjk,21.79,1996
tjk,26.06,1997
tjk,26.88,1998
tjk,30.43,1999
tjk,39.85,2000
tjk,43.95,2001
tjk,47.2,2002
tjk,52.5,2003
tjk,57.06,2004
tjk,72.57,2005
tjk,79.96,2006
tjk,95.11,2007
tjk,108.0,2008
tjk,123.2,2009
tjk,128.4,2010
tza,22.6,1995
tza,22.11,1996
tza,24.5,1997
tza,23.4,1998
tza,23.55,1999
tza,25.24,2000
tza,27.89,2001
tza,28.7,2002
tza,33.42,2003
tza,33.14,2004
tza,41.76,2005
tza,72.72,2006
tza,68.02,2007
tza,69.56,2008
tza,73.12,2009
tza,83.43,2010
tha,163.4,1995
tha,189.6,1996
tha,196.1,1997
tha,164.4,1998
tha,161.1,1999
tha,165.4,2000
tha,166.8,2001
tha,197.0,2002
tha,206.4,2003
tha,219.1,2004
tha,236.9,2005
tha,250.8,2006
tha,274.6,2007
tha,317.9,2008
tha,327.4,2009
tha,329.7,2010
tls,102.6,1995
tls,79.17,1996
tls,137.4,1997
tls,62.8,1998
tls,65.68,1999
tls,63.72,2000
tls,71.91,2001
tls,69.96,2002
tls,70.78,2003
tls,90.12,2004
tls,112.6,2005
tls,118.9,2006
tls,111.1,2007
tls,112.9,2008
tls,103.0,2009
tls,83.98,2010
tgo,36.21,1995
tgo,37.75,1996
tgo,41.86,1997
tgo,36.31,1998
tgo,36.9,1999
tgo,36.45,2000
tgo,39.93,2001
tgo,38.24,2002
tgo,45.42,2003
tgo,53.5,2004
tgo,55.08,2005
tgo,62.99,2006
tgo,63.15,2007
tgo,65.04,2008
tgo,74.15,2009
tgo,76.91,2010
ton,119.4,1995
ton,124.0,1996
ton,133.4,1997
ton,145.9,1998
ton,168.0,1999
ton,162.4,2000
ton,205.6,2001
ton,191.2,2002
ton,200.6,2003
ton,195.8,2004
ton,269.7,2005
ton,234.7,2006
ton,291.6,2007
ton,280.5,2008
ton,210.0,2009
ton,229.2,2010
tto,426.0,1995
tto,413.6,1996
tto,413.7,1997
tto,398.1,1998
tto,485.2,1999
tto,478.5,2000
tto,539.9,2001
tto,683.9,2002
tto,823.2,2003
tto,920.0,2004
tto,1136.0,2005
tto,1158.0,2006
tto,1211.0,2007
tto,1164.0,2008
tto,1465.0,2009
tto,1449.0,2010
tun,221.5,1995
tun,220.8,1996
tun,232.1,1997
tun,247.3,1998
tun,265.6,1999
tun,290.6,2000
tun,302.0,2001
tun,310.6,2002
tun,335.0,2003
tun,381.9,2004
tun,404.2,2005
tun,440.8,2006
tun,469.4,2007
tun,497.4,2008
tun,478.6,2009
tun,482.9,2010
tur,178.6,1995
tur,222.8,1996
tur,259.9,1997
tur,308.0,1998
tur,389.4,1999
tur,453.9,2000
tur,444.5,2001
tur,464.3,2002
tur,469.3,2003
tur,546.0,2004
tur,620.8,2005
tur,749.1,2006
tur,839.5,2007
tur,908.7,2008
tur,957.3,2009
tur,1029.0,2010
tkm,51.16,1995
tkm,50.33,1996
tkm,66.88,1997
tkm,70.82,1998
tkm,59.35,1999
tkm,83.14,2000
tkm,93.01,2001
tkm,101.5,2002
tkm,131.2,2003
tkm,147.5,2004
tkm,152.1,2005
tkm,144.3,2006
tkm,153.9,2007
tkm,149.9,2008
tkm,180.8,2009
tkm,198.8,2010
tuv,77.83,1995
tuv,173.8,1996
tuv,140.6,1997
tuv,170.7,1998
tuv,188.1,1999
tuv,324.9,2000
tuv,379.7,2001
tuv,347.9,2002
tuv,494.4,2003
tuv,393.8,2004
tuv,415.2,2005
tuv,464.2,2006
tuv,443.9,2007
tuv,567.7,2008
tuv,388.4,2009
tuv,472.7,2010
uga,34.7,1995
uga,37.26,1996
uga,36.46,1997
uga,34.84,1998
uga,45.01,1999
uga,45.52,2000
uga,51.73,2001
uga,57.68,2002
uga,61.27,2003
uga,63.54,2004
uga,82.47,2005
uga,99.38,2006
uga,100.8,2007
uga,116.9,2008
uga,118.1,2009
uga,124.4,2010
ukr,216.3,1995
ukr,180.8,1996
ukr,178.6,1997
ukr,195.2,1998
ukr,177.8,1999
ukr,184.2,2000
ukr,210.1,2001
ukr,250.4,2002
ukr,312.9,2003
ukr,346.5,2004
ukr,359.3,2005
ukr,399.8,2006
ukr,444.4,2007
ukr,486.1,2008
ukr,495.3,2009
ukr,518.9,2010
are,952.9,1995
are,907.5,1996
are,965.1,1997
are,1166.0,1998
are,1091.0,1999
are,1019.0,2000
are,992.2,2001
are,1084.0,2002
are,1109.0,2003
are,1072.0,2004
are,932.5,2005
are,932.2,2006
are,945.3,2007
are,928.6,2008
are,1956.0,2009
are,1544.0,2010
gbr,1346.0,1995
gbr,1433.0,1996
gbr,1481.0,1997
