energy_use_per_person,geo,time
3.595,dnk,2004
3.485,dnk,2005
3.725,dnk,2006
3.619,dnk,2007
3.495,dnk,2008
3.323,dnk,2009
3.47,dnk,2010
3.142,dnk,2011
0.2313,dji,1990
0.1676,dji,2004
0.172,dji,2005
0.1736,dji,2006
0.1703,dji,2007
0.2985,dma,1990
0.5645,dma,2004
0.5948,dma,2005
0.6114,dma,2006
0.6283,dma,2007
0.5048,dom,1971
0.5728,dom,1972
0.5861,dom,1973
0.601,dom,1974
0.5986,dom,1975
0.6036,dom,1976
0.603,dom,1977
0.6039,dom,1978
0.6131,dom,1979
0.5928,dom,1980
0.5994,dom,1981
0.5983,dom,1982
0.6485,dom,1983
0.6755,dom,1984
0.5619,dom,1985
0.5734,dom,1986
0.6348,dom,1987
0.5875,dom,1988
0.5621,dom,1989
0.57,dom,1990
0.5622,dom,1991
0.6517,dom,1992
0.6516,dom,1993
0.724,dom,1994
0.7445,dom,1995
0.7623,dom,1996
0.8292,dom,1997
0.871,dom,1998
0.8789,dom,1999
0.9086,dom,2000
0.9077,dom,2001
0.9168,dom,2002
0.8983,dom,2003
0.7987,dom,2004
0.8282,dom,2005
0.8674,dom,2006
0.8758,dom,2007
0.8475,dom,2008
0.8259,dom,2009
0.84,dom,2010
0.3735,ecu,1971
0.3798,ecu,1972
0.3684,ecu,1973
0.4385,ecu,1974
0.4729,ecu,1975
0.5076,ecu,1976
0.5826,ecu,1977
0.5833,ecu,1978
0.5955,ecu,1979
0.6324,ecu,1980
0.643,ecu,1981
0.6757,ecu,1982
0.6134,ecu,1983
0.6443,ecu,1984
0.6353,ecu,1985
0.6168,ecu,1986
0.6146,ecu,1987
0.63,ecu,1988
0.5854,ecu,1989
0.5868,ecu,1990
0.6045,ecu,1991
0.606,ecu,1992
0.5471,ecu,1993
0.5711,ecu,1994
0.6291,ecu,1995
0.6722,ecu,1996
0.67,ecu,1997
0.6958,ecu,1998
0.6422,ecu,1999
0.6508,ecu,2000
0.7011,ecu,2001
0.7211,ecu,2002
0.7644,ecu,2003
0.7835,ecu,2004
0.8183,ecu,2005
0.8008,ecu,2006
0.8182,ecu,2007
0.7845,ecu,2008
0.8037,ecu,2009
0.8363,ecu,2010
0.2117,egy,1971
0.2286,egy,1972
0.2086,egy,1973
0.2287,egy,1974
0.2446,egy,1975
0.2785,egy,1976
0.2975,egy,1977
0.3009,egy,1978
0.3234,egy,1979
0.3373,egy,1980
0.3838,egy,1981
0.4103,egy,1982
0.444,egy,1983
0.4804,egy,1984
0.5076,egy,1985
0.5093,egy,1986
0.5296,egy,1987
0.53,egy,1988
0.5523,egy,1989
0.5688,egy,1990
0.5585,egy,1991
0.5625,egy,1992
0.5744,egy,1993
0.5442,egy,1994
0.5683,egy,1995
0.593,egy,1996
0.6067,egy,1997
0.6384,egy,1998
0.641,egy,1999
0.601,egy,2000
0.6634,egy,2001
0.6722,egy,2002
0.6851,egy,2003
0.7349,egy,2004
0.8454,egy,2005
0.8756,egy,2006
0.9233,egy,2007
0.9175,egy,2008
0.8956,egy,2009
0.9031,egy,2010
0.4566,slv,1971
0.4757,slv,1972
0.4902,slv,1973
0.4894,slv,1974
0.5341,slv,1975
0.6037,slv,1976
0.6104,slv,1977
0.634,slv,1978
0.6074,slv,1979
0.541,slv,1980
0.5755,slv,1981
0.5857,slv,1982
0.5553,slv,1983
0.5593,slv,1984
0.5253,slv,1985
0.4504,slv,1986
0.4964,slv,1987
0.4573,slv,1988
0.4626,slv,1989
0.4629,slv,1990
0.5014,slv,1991
0.5153,slv,1992
0.5341,slv,1993
0.5577,slv,1994
0.5858,slv,1995
0.5543,slv,1996
0.6084,slv,1997
0.6217,slv,1998
0.6415,slv,1999
0.668,slv,2000
0.6958,slv,2001
0.7067,slv,2002
0.7353,slv,2003
0.7269,slv,2004
0.7479,slv,2005
0.7797,slv,2006
0.7297,slv,2007
0.734,slv,2008
0.6856,slv,2009
0.6769,slv,2010
1.292,gnq,2004
2.055,gnq,2005
2.402,gnq,2006
2.732,gnq,2007
0.2755,eri,1992
0.2896,eri,1993
0.2982,eri,1994
0.3106,eri,1995
0.321,eri,1996
0.312,eri,1997
0.1973,eri,1998
0.1982,eri,1999
0.193,eri,2000
0.1946,eri,2001
0.1883,eri,2002
0.194,eri,2003
0.1722,eri,2004
0.1701,eri,2005
0.15,eri,2006
0.1502,eri,2007
0.1369,eri,2008
0.1423,eri,2009
0.1417,eri,2010
6.316,est,1990
5.776,est,1991
4.286,est,1992
3.452,est,1993
3.661,est,1994
3.505,est,1995
3.891,est,1996
3.865,est,1997
3.693,est,1998
3.499,est,1999
3.443,est,2000
3.606,est,2001
3.466,est,2002
3.834,est,2003
3.915,est,2004
3.837,est,2005
3.75,est,2006
4.192,est,2007
4.058,est,2008
3.544,est,2009
4.155,est,2010
4.14,est,2011
0.289,eth,1971
0.2866,eth,1972
0.2865,eth,1973
0.2865,eth,1974
0.2861,eth,1975
0.289,eth,1976
0.2927,eth,1977
0.2984,eth,1978
0.3029,eth,1979
0.3058,eth,1980
0.3075,eth,1981
0.3061,eth,1982
0.3055,eth,1983
0.3029,eth,1984
0.3015,eth,1985
0.3024,eth,1986
0.3048,eth,1987
0.3046,eth,1988
0.3057,eth,1989
0.3076,eth,1990
0.3069,eth,1991
0.3013,eth,1992
0.2866,eth,1993
0.2873,eth,1994
0.2876,eth,1995
0.2871,eth,1996
0.2846,eth,1997
0.2856,eth,1998
0.2841,eth,1999
0.2842,eth,2000
0.2875,eth,2001
0.2874,eth,2002
0.2885,eth,2003
0.2889,eth,2004
0.2871,eth,2005
0.2885,eth,2006
0.3926,eth,2007
0.3959,eth,2008
0.3984,eth,2009
0.4003,eth,2010
0.3924,fji,1990
0.8131,fji,2004
0.7027,fji,2005
0.6751,fji,2006
0.6273,fji,2007
2.197,fin,1960
2.253,fin,1961
2.362,fin,1962
2.479,fin,1963
2.678,fin,1964
2.888,fin,1965
3.065,fin,1966
3.126,fin,1967
3.343,fin,1968
3.669,fin,1969
3.872,fin,1970
3.939,fin,1971
4.188,fin,1972
4.508,fin,1973
4.384,fin,1974
4.182,fin,1975
4.46,fin,1976
4.516,fin,1977
4.665,fin,1978
4.964,fin,1979
5.147,fin,1980
4.935,fin,1981
4.805,fin,1982
4.824,fin,1983
4.911,fin,1984
5.27,fin,1985
5.483,fin,1986
5.961,fin,1987
5.59,fin,1988
5.754,fin,1989
5.692,fin,1990
5.743,fin,1991
5.381,fin,1992
5.617,fin,1993
5.973,fin,1994
5.662,fin,1995
6.07,fin,1996
6.277,fin,1997
6.319,fin,1998
6.284,fin,1999
6.226,fin,2000
6.389,fin,2001
6.694,fin,2002
7.048,fin,2003
7.098,fin,2004
6.529,fin,2005
7.087,fin,2006
6.957,fin,2007
6.639,fin,2008
6.227,fin,2009
6.787,fin,2010
6.359,fin,2011
1.7,fra,1960
1.745,fra,1961
1.861,fra,1962
1.983,fra,1963
2.085,fra,1964
2.109,fra,1965
2.123,fra,1966
2.248,fra,1967
2.36,fra,1968
2.537,fra,1969
2.952,fra,1970
3.028,fra,1971
3.171,fra,1972
3.385,fra,1973
3.253,fra,1974
3.058,fra,1975
3.247,fra,1976
3.173,fra,1977
3.369,fra,1978
3.496,fra,1979
3.476,fra,1980
3.379,fra,1981
3.279,fra,1982
3.346,fra,1983
3.446,fra,1984
3.595,fra,1985
3.63,fra,1986
3.699,fra,1987
3.663,fra,1988
3.793,fra,1989
3.842,fra,1990
4.041,fra,1991
3.953,fra,1992
4.003,fra,1993
3.836,fra,1994
3.974,fra,1995
4.181,fra,1996
4.036,fra,1997
4.141,fra,1998
4.121,fra,1999
4.135,fra,2000
4.243,fra,2001
4.225,fra,2002
4.271,fra,2003
4.301,fra,2004
4.284,fra,2005
4.191,fra,2006
4.116,fra,2007
4.114,fra,2008
3.917,fra,2009
4.031,fra,2010
3.843,fra,2011
1.983,gab,1971
1.902,gab,1972
2.554,gab,1973
2.711,gab,1974
2.179,gab,1975
2.036,gab,1976
2.161,gab,1977
2.389,gab,1978
2.057,gab,1979
2.013,gab,1980
2.192,gab,1981
2.19,gab,1982
2.184,gab,1983
1.972,gab,1984
1.712,gab,1985
1.691,gab,1986
1.582,gab,1987
1.653,gab,1988
1.411,gab,1989
1.272,gab,1990
1.271,gab,1991
1.316,gab,1992
1.347,gab,1993
1.186,gab,1994
1.245,gab,1995
1.279,gab,1996
1.23,gab,1997
1.289,gab,1998
1.225,gab,1999
1.184,gab,2000
1.293,gab,2001
1.307,gab,2002
1.302,gab,2003
1.291,gab,2004
1.353,gab,2005
1.325,gab,2006
1.397,gab,2007
1.372,gab,2008
1.394,gab,2009
1.418,gab,2010
0.06396,gmb,1990
0.07395,gmb,2004
0.07182,gmb,2005
0.07368,gmb,2006
0.08358,gmb,2007
2.586,geo,1990
2.079,geo,1991
1.777,geo,1992
1.548,geo,1993
0.9636,geo,1994
0.787,geo,1995
0.8115,geo,1996
0.7255,geo,1997
0.6773,geo,1998
0.6249,geo,1999
0.6494,geo,2000
0.586,geo,2001
0.5839,geo,2002
0.6249,geo,2003
0.6439,geo,2004
0.6513,geo,2005
0.6893,geo,2006
0.7614,geo,2007
0.6854,geo,2008
0.7018,geo,2009
0.7003,geo,2010
1.953,deu,1960
1.994,deu,1961
2.125,deu,1962
2.281,deu,1963
2.341,deu,1964
2.378,deu,1965
2.388,deu,1966
2.388,deu,1967
2.562,deu,1968
2.772,deu,1969
3.861,deu,1970
3.895,deu,1971
4.017,deu,1972
4.24,deu,1973
4.158,deu,1974
3.985,deu,1975
4.315,deu,1976
4.336,deu,1977
4.484,deu,1978
4.685,deu,1979
4.562,deu,1980
4.399,deu,1981
4.258,deu,1982
4.268,deu,1983
4.447,deu,1984
4.598,deu,1985
4.589,deu,1986
4.616,deu,1987
4.629,deu,1988
4.515,deu,1989
4.421,deu,1990
4.303,deu,1991
4.19,deu,1992
4.122,deu,1993
4.088,deu,1994
4.12,deu,1995
4.246,deu,1996
4.203,deu,1997
4.177,deu,1998
4.08,deu,1999
4.094,deu,2000
4.21,deu,2001
4.104,deu,2002
4.136,deu,2003
4.159,deu,2004
4.102,deu,2005
4.136,deu,2006
4.026,deu,2007
4.069,deu,2008
3.872,deu,2009
4.003,deu,2010
3.758,deu,2011
0.3363,gha,1971
0.3457,gha,1972
0.3566,gha,1973
0.3645,gha,1974
0.3688,gha,1975
0.3619,gha,1976
0.3778,gha,1977
0.3707,gha,1978
0.3666,gha,1979
0.3684,gha,1980
0.3743,gha,1981
0.3723,gha,1982
0.305,gha,1983
0.3149,gha,1984
0.3381,gha,1985
0.3413,gha,1986
0.3596,gha,1987
0.3426,gha,1988
0.3596,gha,1989
0.3577,gha,1990
0.3598,gha,1991
0.3622,gha,1992
0.3689,gha,1993
0.3735,gha,1994
0.3807,gha,1995
0.3841,gha,1996
0.3938,gha,1997
0.4034,gha,1998
0.4061,gha,1999
0.4037,gha,2000
0.4164,gha,2001
0.4147,gha,2002
0.3975,gha,2003
0.3914,gha,2004
0.3802,gha,2005
0.4087,gha,2006
0.3991,gha,2007
0.385,gha,2008
0.369,gha,2009
0.3822,gha,2010
0.2891,grc,1960
0.3225,grc,1961
0.3501,grc,1962
0.3678,grc,1963
0.4336,grc,1964
0.4788,grc,1965
0.5472,grc,1966
0.6077,grc,1967
0.6521,grc,1968
0.7255,grc,1969
0.8728,grc,1970
0.984,grc,1971
1.135,grc,1972
1.323,grc,1973
1.256,grc,1974
1.298,grc,1975
1.386,grc,1976
1.47,grc,1977
1.525,grc,1978
1.598,grc,1979
1.554,grc,1980
1.505,grc,1981
1.537,grc,1982
1.599,grc,1983
1.653,grc,1984
1.767,grc,1985
1.674,grc,1986
1.792,grc,1987
1.903,grc,1988
2.093,grc,1989
2.111,grc,1990
2.108,grc,1991
2.136,grc,1992
2.09,grc,1993
2.13,grc,1994
2.133,grc,1995
2.185,grc,1996
2.258,grc,1997
2.365,grc,1998
2.364,grc,1999
2.481,grc,2000
2.557,grc,2001
2.578,grc,2002
2.644,grc,2003
2.686,grc,2004
2.724,grc,2005
2.711,grc,2006
2.7,grc,2007
2.707,grc,2008
2.609,grc,2009
2.44,grc,2010
2.348,grc,2011
0.4415,grd,1990
0.7223,grd,2004
0.769,grd,2005
0.7861,grd,2006
0.7836,grd,2007
0.4885,gtm,1971
0.4902,gtm,1972
0.4984,gtm,1973
0.4987,gtm,1974
0.535,gtm,1975
0.558,gtm,1976
0.5775,gtm,1977
0.5773,gtm,1978
0.5979,gtm,1979
0.539,gtm,1980
0.5115,gtm,1981
0.4902,gtm,1982
0.4621,gtm,1983
0.4765,gtm,1984
0.4739,gtm,1985
0.4445,gtm,1986
0.4608,gtm,1987
0.4688,gtm,1988
0.474,gtm,1989
0.4949,gtm,1990
0.5049,gtm,1991
0.5167,gtm,1992
0.499,gtm,1993
0.5138,gtm,1994
0.5318,gtm,1995
0.5342,gtm,1996
0.5465,gtm,1997
0.5803,gtm,1998
0.6231,gtm,1999
0.6273,gtm,2000
0.6251,gtm,2001
0.615,gtm,2002
0.6146,gtm,2003
0.6275,gtm,2004
0.6177,gtm,2005
0.6091,gtm,2006
0.6383,gtm,2007
0.5958,gtm,2008
0.664,gtm,2009
0.7128,gtm,2010
0.07341,gnb,1990
0.06414,gnb,2004
0.06361,gnb,2005
0.06449,gnb,2006
0.0667,gnb,2007
0.5271,guy,1990
0.644,guy,2004
0.6633,guy,2005
0.6682,guy,2006
0.6666,guy,2007
0.3138,hti,1971
0.3177,hti,1972
0.3203,hti,1973
0.3279,hti,1974
0.3335,hti,1975
0.3469,hti,1976
0.3505,hti,1977
0.3581,hti,1978
0.3645,hti,1979
0.3662,hti,1980
0.298,hti,1981
0.3017,hti,1982
0.3031,hti,1983
0.2988,hti,1984
0.2943,hti,1985
0.2238,hti,1986
0.2258,hti,1987
0.2287,hti,1988
0.2282,hti,1989
0.219,hti,1990
0.2143,hti,1991
0.218,hti,1992
0.2065,hti,1993
0.186,hti,1994
0.2149,hti,1995
0.242,hti,1996
0.2501,hti,1997
0.2457,hti,1998
0.2445,hti,1999
0.2325,hti,2000
0.2336,hti,2001
0.2584,hti,2002
0.2444,hti,2003
0.2483,hti,2004
0.2765,hti,2005
0.2794,hti,2006
0.289,hti,2007
0.2848,hti,2008
0.2631,hti,2009
0.229,hti,2010
0.5027,hnd,1971
0.4999,hnd,1972
0.5045,hnd,1973
0.4976,hnd,1974
0.4963,hnd,1975
0.5007,hnd,1976
0.5136,hnd,1977
0.5104,hnd,1978
0.5113,hnd,1979
0.5156,hnd,1980
0.497,hnd,1981
0.5217,hnd,1982
0.4962,hnd,1983
0.4923,hnd,1984
0.4736,hnd,1985
0.4716,hnd,1986
0.4827,hnd,1987
0.4911,hnd,1988
0.4969,hnd,1989
0.4867,hnd,1990
0.4775,hnd,1991
0.4847,hnd,1992
0.4824,hnd,1993
0.4882,hnd,1994
0.5065,hnd,1995
0.4969,hnd,1996
0.5307,hnd,1997
0.5577,hnd,1998
0.4801,hnd,1999
0.4808,hnd,2000
0.508,hnd,2001
0.5218,hnd,2002
0.5518,hnd,2003
0.5714,hnd,2004
0.581,hnd,2005
0.569,hnd,2006
0.6554,hnd,2007
0.6364,hnd,2008
0.5977,hnd,2009
0.6009,hnd,2010
0.742,hkg,1971
0.7606,hkg,1972
0.7476,hkg,1973
0.8055,hkg,1974
0.8134,hkg,1975
0.8941,hkg,1976
0.9978,hkg,1977
1.079,hkg,1978
0.9184,hkg,1979
0.914,hkg,1980
0.9932,hkg,1981
1.081,hkg,1982
1.153,hkg,1983
1.156,hkg,1984
1.205,hkg,1985
1.369,hkg,1986
1.467,hkg,1987
1.64,hkg,1988
1.655,hkg,1989
1.518,hkg,1990
1.545,hkg,1991
1.84,hkg,1992
1.764,hkg,1993
1.778,hkg,1994
1.73,hkg,1995
1.627,hkg,1996
1.53,hkg,1997
1.988,hkg,1998
2.401,hkg,1999
2.009,hkg,2000
2.107,hkg,2001
1.957,hkg,2002
2.022,hkg,2003
1.888,hkg,2004
1.859,hkg,2005
1.944,hkg,2006
2.07,hkg,2007
2.026,hkg,2008
2.132,hkg,2009
1.951,hkg,2010
1.427,hun,1965
1.448,hun,1966
1.477,hun,1967
1.507,hun,1968
1.608,hun,1969
1.73,hun,1970
1.836,hun,1971
1.88,hun,1972
2.039,hun,1973
2.101,hun,1974
2.174,hun,1975
2.312,hun,1976
2.429,hun,1977
2.674,hun,1978
2.638,hun,1979
2.647,hun,1980
2.63,hun,1981
2.631,hun,1982
2.595,hun,1983
2.697,hun,1984
2.796,hun,1985
2.787,hun,1986
2.894,hun,1987
2.864,hun,1988
2.875,hun,1989
2.772,hun,1990
2.648,hun,1991
2.42,hun,1992
2.484,hun,1993
2.411,hun,1994
2.505,hun,1995
2.574,hun,1996
2.53,hun,1997
2.502,hun,1998
2.491,hun,1999
2.448,hun,2000
2.512,hun,2001
2.52,hun,2002
2.58,hun,2003
2.588,hun,2004
2.735,hun,2005
2.714,hun,2006
2.658,hun,2007
2.636,hun,2008
2.48,hun,2009
2.567,hun,2010
2.514,hun,2011
3.083,isl,1960
2.917,isl,1961
3.028,isl,1962
3.28,isl,1963
3.307,isl,1964
3.445,isl,1965
3.64,isl,1966
3.594,isl,1967
3.924,isl,1968
3.553,isl,1969
4.232,isl,1970
4.378,isl,1971
4.404,isl,1972
5.269,isl,1973
5.132,isl,1974
5.072,isl,1975
5.086,isl,1976
5.603,isl,1977
5.711,isl,1978
6.515,isl,1979
6.561,isl,1980
7.179,isl,1981
7.076,isl,1982
7.254,isl,1983
7.531,isl,1984
7.335,isl,1985
7.606,isl,1986
7.857,isl,1987
7.882,isl,1988
7.983,isl,1989
8.196,isl,1990
7.954,isl,1991
7.793,isl,1992
8.267,isl,1993
8.208,isl,1994
8.422,isl,1995
8.874,isl,1996
8.953,isl,1997
9.408,isl,1998
10.67,isl,1999
11.02,isl,2000
11.36,isl,2001
11.42,isl,2002
11.31,isl,2003
11.53,isl,2004
11.73,isl,2005
13.69,isl,2006
15.52,isl,2007
16.87,isl,2008
16.9,isl,2009
16.88,isl,2010
17.98,isl,2011
0.2761,ind,1971
0.2761,ind,1972
0.2771,ind,1973
0.2821,ind,1974
0.2857,ind,1975
0.2905,ind,1976
0.2916,ind,1977
0.2859,ind,1978
0.2923,ind,1979
0.2931,ind,1980
0.3015,ind,1981
0.3064,ind,1982
0.3095,ind,1983
0.3157,ind,1984
0.3248,ind,1985
0.3295,ind,1986
0.335,ind,1987
0.3455,ind,1988
0.3547,ind,1989
0.3625,ind,1990
0.3694,ind,1991
0.3765,ind,1992
0.3776,ind,1993
0.3847,ind,1994
0.3984,ind,1995
0.4037,ind,1996
0.412,ind,1997
0.4146,ind,1998
0.4327,ind,1999
0.4338,ind,2000
0.4336,ind,2001
0.4386,ind,2002
0.4426,ind,2003
0.4622,ind,2004
0.473,ind,2005
0.4898,ind,2006
0.5101,ind,2007
0.5257,ind,2008
0.5591,ind,2009
0.5656,ind,2010
0.2887,idn,1971
0.2931,idn,1972
0.2989,idn,1973
0.3023,idn,1974
0.3067,idn,1975
0.313,idn,1976
0.3396,idn,1977
0.355,idn,1978
0.3631,idn,1979
0.3694,idn,1980
0.38,idn,1981
0.3809,idn,1982
0.3795,idn,1983
0.386,idn,1984
0.3916,idn,1985
0.4235,idn,1986
0.4291,idn,1987
0.4328,idn,1988
0.4493,idn,1989
0.535,idn,1990
0.5519,idn,1991
0.5661,idn,1992
0.6121,idn,1993
0.6036,idn,1994
0.6561,idn,1995
0.6703,idn,1996
0.6833,idn,1997
0.6595,idn,1998
0.6822,idn,1999
0.727,idn,2000
0.7372,idn,2001
0.7543,idn,2002
0.7445,idn,2003
0.7885,idn,2004
0.7941,idn,2005
0.8063,idn,2006
0.7945,idn,2007
0.7956,idn,2008
0.8361,idn,2009
0.8665,idn,2010
0.5645,irn,1971
0.5395,irn,1972
0.6659,irn,1973
0.7703,irn,1974
0.8125,irn,1975
0.8973,irn,1976
0.9738,irn,1977
0.913,irn,1978
1.0,irn,1979
0.9868,irn,1980
1.071,irn,1981
1.207,irn,1982
0.9931,irn,1983
1.112,irn,1984
1.157,irn,1985
1.122,irn,1986
1.104,irn,1987
1.09,irn,1988
1.24,irn,1989
1.264,irn,1990
1.371,irn,1991
1.418,irn,1992
1.504,irn,1993
1.645,irn,1994
1.694,irn,1995
1.605,irn,1996
1.763,irn,1997
1.762,irn,1998
1.963,irn,1999
1.882,irn,2000
2.006,irn,2001
2.041,irn,2002
2.079,irn,2003
2.252,irn,2004
2.468,irn,2005
2.548,irn,2006
2.661,irn,2007
2.819,irn,2008
2.911,irn,2009
2.817,irn,2010
0.3986,irq,1971
0.4013,irq,1972
0.4216,irq,1973
0.4438,irq,1974
0.5173,irq,1975
0.6203,irq,1976
0.6221,irq,1977
0.6869,irq,1978
0.7938,irq,1979
0.7005,irq,1980
0.6776,irq,1981
0.6868,irq,1982
0.8068,irq,1983
0.8035,irq,1984
0.8805,irq,1985
0.9693,irq,1986
0.9375,irq,1987
1.103,irq,1988
1.17,irq,1989
1.083,irq,1990
0.8772,irq,1991
1.26,irq,1992
1.56,irq,1993
1.719,irq,1994
1.653,irq,1995
1.553,irq,1996
1.754,irq,1997
1.26,irq,1998
0.9406,irq,1999
1.067,irq,2000
1.08,irq,2001
1.094,irq,2002
1.032,irq,2003
0.9997,irq,2004
0.9735,irq,2005
0.7563,irq,2006
0.7645,irq,2007
0.9428,irq,2008
1.045,irq,2009
1.18,irq,2010
1.319,irl,1960
1.396,irl,1961
1.413,irl,1962
1.454,irl,1963
1.522,irl,1964
1.512,irl,1965
1.63,irl,1966
1.767,irl,1967
1.881,irl,1968
1.975,irl,1969
2.024,irl,1970
2.245,irl,1971
2.195,irl,1972
2.238,irl,1973
2.268,irl,1974
2.084,irl,1975
2.11,irl,1976
2.204,irl,1977
2.179,irl,1978
2.534,irl,1979
2.413,irl,1980
2.393,irl,1981
2.357,irl,1982
2.336,irl,1983
2.346,irl,1984
2.439,irl,1985
2.504,irl,1986
2.608,irl,1987
2.593,irl,1988
2.655,irl,1989
2.842,irl,1990
2.834,irl,1991
2.778,irl,1992
2.818,irl,1993
2.946,irl,1994
2.947,irl,1995
3.136,irl,1996
3.254,irl,1997
3.431,irl,1998
3.545,irl,1999
3.608,irl,2000
3.748,irl,2001
3.705,irl,2002
3.596,irl,2003
3.588,irl,2004
3.479,irl,2005
3.465,irl,2006
3.463,irl,2007
3.379,irl,2008
3.23,irl,2009
3.218,irl,2010
3.012,irl,2011
1.87,isr,1971
1.756,isr,1972
2.368,isr,1973
1.733,isr,1974
2.033,isr,1975
1.832,isr,1976
1.786,isr,1977
1.849,isr,1978
2.006,isr,1979
2.017,isr,1980
1.841,isr,1981
1.958,isr,1982
1.794,isr,1983
1.829,isr,1984
1.789,isr,1985
2.102,isr,1986
2.278,isr,1987
2.452,isr,1988
2.489,isr,1989
2.463,isr,1990
2.326,isr,1991
2.583,isr,1992
2.637,isr,1993
2.741,isr,1994
2.799,isr,1995
2.804,isr,1996
2.883,isr,1997
2.888,isr,1998
2.74,isr,1999
2.902,isr,2000
2.975,isr,2001
2.866,isr,2002
2.952,isr,2003
2.829,isr,2004
2.669,isr,2005
2.891,isr,2006
2.886,isr,2007
3.131,isr,2008
2.876,isr,2009
3.005,isr,2010
3.133,isr,2011
0.7948,ita,1960
0.8907,ita,1961
1.007,ita,1962
1.12,ita,1963
1.222,ita,1964
1.316,ita,1965
1.431,ita,1966
1.552,ita,1967
1.698,ita,1968
1.832,ita,1969
2.026,ita,1970
1.949,ita,1971
2.051,ita,1972
2.176,ita,1973
2.212,ita,1974
2.106,ita,1975
2.264,ita,1976
2.204,ita,1977
2.248,ita,1978
2.34,ita,1979
2.318,ita,1980
2.266,ita,1981
2.207,ita,1982
2.204,ita,1983
2.254,ita,1984
2.285,ita,1985
2.312,ita,1986
2.407,ita,1987
2.463,ita,1988
2.566,ita,1989
2.584,ita,1990
2.646,ita,1991
2.627,ita,1992
2.612,ita,1993
2.578,ita,1994
2.799,ita,1995
2.796,ita,1996
2.834,ita,1997
2.913,ita,1998
2.957,ita,1999
3.012,ita,2000
3.021,ita,2001
3.016,ita,2002
3.115,ita,2003
3.128,ita,2004
3.137,ita,2005
3.085,ita,2006
3.025,ita,2007
2.942,ita,2008
2.739,ita,2009
2.815,ita,2010
2.717,ita,2011
1.061,jam,1971
1.332,jam,1972
1.491,jam,1973
1.375,jam,1974
1.332,jam,1975
1.193,jam,1976
1.153,jam,1977
1.187,jam,1978
1.214,jam,1979
1.068,jam,1980
1.074,jam,1981
1.04,jam,1982
0.8932,jam,1983
0.88,jam,1984
0.7462,jam,1985
0.7502,jam,1986
0.7655,jam,1987
0.7787,jam,1988
0.9701,jam,1989
1.166,jam,1990
1.162,jam,1991
1.216,jam,1992
1.21,jam,1993
1.224,jam,1994
1.292,jam,1995
1.346,jam,1996
1.333,jam,1997
1.373,jam,1998
1.403,jam,1999
1.478,jam,2000
1.474,jam,2001
1.375,jam,2002
1.425,jam,2003
1.434,jam,2004
1.419,jam,2005
1.579,jam,2006
1.752,jam,2007
1.587,jam,2008
1.206,jam,2009
1.13,jam,2010
0.8739,jpn,1960
0.9629,jpn,1961
1.004,jpn,1962
1.136,jpn,1963
1.26,jpn,1964
1.362,jpn,1965
1.477,jpn,1966
1.721,jpn,1967
1.938,jpn,1968
2.194,jpn,1969
2.458,jpn,1970
2.531,jpn,1971
2.667,jpn,1972
2.964,jpn,1973
2.924,jpn,1974
2.725,jpn,1975
2.877,jpn,1976
2.9,jpn,1977
2.898,jpn,1978
3.044,jpn,1979
2.95,jpn,1980
2.864,jpn,1981
2.841,jpn,1982
2.824,jpn,1983
3.018,jpn,1984
3.005,jpn,1985
3.021,jpn,1986
3.044,jpn,1987
3.243,jpn,1988
3.351,jpn,1989
3.556,jpn,1990
3.584,jpn,1991
3.659,jpn,1992
3.674,jpn,1993
3.868,jpn,1994
3.956,jpn,1995
4.032,jpn,1996
4.064,jpn,1997
3.981,jpn,1998
4.045,jpn,1999
4.091,jpn,2000
4.017,jpn,2001
4.005,jpn,2002
3.964,jpn,2003
4.09,jpn,2004
4.074,jpn,2005
4.069,jpn,2006
4.032,jpn,2007
3.879,jpn,2008
3.701,jpn,2009
3.898,jpn,2010
3.584,jpn,2011
0.3128,jor,1971
0.3303,jor,1972
0.3637,jor,1973
0.3715,jor,1974
0.4162,jor,1975
0.5161,jor,1976
0.5088,jor,1977
0.6011,jor,1978
0.5942,jor,1979
0.698,jor,1980
0.8362,jor,1981
0.9138,jor,1982
0.9534,jor,1983
1.009,jor,1984
0.9899,jor,1985
1.023,jor,1986
1.046,jor,1987
1.001,jor,1988
0.9725,jor,1989
1.033,jor,1990
0.9546,jor,1991
1.018,jor,1992
0.9641,jor,1993
0.9942,jor,1994
1.025,jor,1995
1.02,jor,1996
1.011,jor,1997
1.014,jor,1998
0.993,jor,1999
1.014,jor,2000
0.9796,jor,2001
1.004,jor,2002
1.002,jor,2003
1.175,jor,2004
1.234,jor,2005
1.238,jor,2006
1.273,jor,2007
1.222,jor,2008
1.261,jor,2009
1.191,jor,2010
4.493,kaz,1990
4.556,kaz,1991
4.796,kaz,1992
4.018,kaz,1993
3.612,kaz,1994
3.303,kaz,1995
2.911,kaz,1996
2.576,kaz,1997
2.61,kaz,1998
2.406,kaz,1999
2.397,kaz,2000
2.321,kaz,2001
2.67,kaz,2002
2.887,kaz,2003
3.378,kaz,2004
3.354,kaz,2005
4.018,kaz,2006
4.277,kaz,2007
4.479,kaz,2008
3.935,kaz,2009
4.595,kaz,2010
0.4533,ken,1971
0.4573,ken,1972
0.4528,ken,1973
0.4531,ken,1974
0.4475,ken,1975
0.4522,ken,1976
0.4573,ken,1977
