geo,urban_population_percent_of_total,time
moz,30.0,2005
moz,30.19,2006
moz,30.38,2007
moz,30.57,2008
moz,30.77,2009
moz,30.96,2010
moz,31.22,2011
mmr,19.2,1960
mmr,19.57,1961
mmr,19.92,1962
mmr,20.27,1963
mmr,20.62,1964
mmr,20.97,1965
mmr,21.34,1966
mmr,21.71,1967
mmr,22.09,1968
mmr,22.46,1969
mmr,22.83,1970
mmr,23.05,1971
mmr,23.27,1972
mmr,23.49,1973
mmr,23.7,1974
mmr,23.92,1975
mmr,23.93,1976
mmr,23.94,1977
mmr,23.95,1978
mmr,23.96,1979
mmr,23.97,1980
mmr,23.99,1981
mmr,24.02,1982
mmr,24.04,1983
mmr,24.06,1984
mmr,24.08,1985
mmr,24.19,1986
mmr,24.29,1987
mmr,24.4,1988
mmr,24.5,1989
mmr,24.61,1990
mmr,24.82,1991
mmr,25.02,1992
mmr,25.23,1993
mmr,25.44,1994
mmr,25.64,1995
mmr,25.96,1996
mmr,26.27,1997
mmr,26.59,1998
mmr,26.9,1999
mmr,27.21,2000
mmr,27.65,2001
mmr,28.08,2002
mmr,28.52,2003
mmr,28.95,2004
mmr,29.39,2005
mmr,29.92,2006
mmr,30.46,2007
mmr,31.0,2008
mmr,31.54,2009
mmr,32.08,2010
mmr,32.65,2011
nam,17.9,1960
nam,18.33,1961
nam,18.76,1962
nam,19.18,1963
nam,19.61,1964
nam,20.04,1965
nam,20.49,1966
nam,20.94,1967
nam,21.39,1968
nam,21.84,1969
nam,22.29,1970
nam,22.56,1971
nam,22.84,1972
nam,23.11,1973
nam,23.38,1974
nam,23.65,1975
nam,23.93,1976
nam,24.22,1977
nam,24.5,1978
nam,24.78,1979
nam,25.07,1980
nam,25.33,1981
nam,25.59,1982
nam,25.85,1983
nam,26.11,1984
nam,26.37,1985
nam,26.62,1986
nam,26.88,1987
nam,27.14,1988
nam,27.4,1989
nam,27.66,1990
nam,28.09,1991
nam,28.52,1992
nam,28.95,1993
nam,29.38,1994
nam,29.81,1995
nam,30.32,1996
nam,30.84,1997
nam,31.35,1998
nam,31.86,1999
nam,32.37,2000
nam,32.91,2001
nam,33.44,2002
nam,33.98,2003
nam,34.51,2004
nam,35.04,2005
nam,35.6,2006
nam,36.15,2007
nam,36.71,2008
nam,37.26,2009
nam,37.82,2010
nam,38.39,2011
npl,3.5,1960
npl,3.531,1961
npl,3.583,1962
npl,3.634,1963
npl,3.686,1964
npl,3.737,1965
npl,3.781,1966
npl,3.825,1967
npl,3.868,1968
npl,3.912,1969
npl,3.956,1970
npl,4.131,1971
npl,4.306,1972
npl,4.48,1973
npl,4.655,1974
npl,4.83,1975
npl,5.082,1976
npl,5.334,1977
npl,5.587,1978
npl,5.839,1979
npl,6.091,1980
npl,6.35,1981
npl,6.609,1982
npl,6.868,1983
npl,7.127,1984
npl,7.386,1985
npl,7.68,1986
npl,7.973,1987
npl,8.267,1988
npl,8.56,1989
npl,8.854,1990
npl,9.262,1991
npl,9.67,1992
npl,10.08,1993
npl,10.49,1994
npl,10.89,1995
npl,11.4,1996
npl,11.91,1997
npl,12.42,1998
npl,12.92,1999
npl,13.43,2000
npl,13.77,2001
npl,14.1,2002
npl,14.44,2003
npl,14.78,2004
npl,15.11,2005
npl,15.42,2006
npl,15.73,2007
npl,16.04,2008
npl,16.35,2009
npl,16.66,2010
npl,17.0,2011
nld,59.8,1960
nld,59.95,1961
nld,60.15,1962
nld,60.35,1963
nld,60.55,1964
nld,60.75,1965
nld,60.94,1966
nld,61.12,1967
nld,61.3,1968
nld,61.48,1969
nld,61.66,1970
nld,61.97,1971
nld,62.27,1972
nld,62.58,1973
nld,62.88,1974
nld,63.18,1975
nld,63.5,1976
nld,63.81,1977
nld,64.12,1978
nld,64.43,1979
nld,64.75,1980
nld,65.14,1981
nld,65.53,1982
nld,65.93,1983
nld,66.32,1984
nld,66.72,1985
nld,67.11,1986
nld,67.5,1987
nld,67.9,1988
nld,68.29,1989
nld,68.68,1990
nld,69.51,1991
nld,70.33,1992
nld,71.16,1993
nld,71.99,1994
nld,72.81,1995
nld,73.61,1996
nld,74.41,1997
nld,75.2,1998
nld,76.0,1999
nld,76.8,2000
nld,77.47,2001
nld,78.15,2002
nld,78.82,2003
nld,79.5,2004
nld,80.17,2005
nld,80.69,2006
nld,81.2,2007
nld,81.72,2008
nld,82.23,2009
nld,82.75,2010
nld,83.13,2011
ant,69.7,1960
ncl,37.4,1960
ncl,38.82,1961
ncl,40.27,1962
ncl,41.73,1963
ncl,43.19,1964
ncl,44.65,1965
ncl,45.96,1966
ncl,47.28,1967
ncl,48.6,1968
ncl,49.91,1969
ncl,51.23,1970
ncl,52.02,1971
ncl,52.81,1972
ncl,53.59,1973
ncl,54.38,1974
ncl,55.16,1975
ncl,55.62,1976
ncl,56.07,1977
ncl,56.52,1978
ncl,56.97,1979
ncl,57.43,1980
ncl,57.71,1981
ncl,57.99,1982
ncl,58.27,1983
ncl,58.55,1984
ncl,58.83,1985
ncl,58.97,1986
ncl,59.12,1987
ncl,59.26,1988
ncl,59.4,1989
ncl,59.54,1990
ncl,59.65,1991
ncl,59.76,1992
ncl,59.87,1993
ncl,59.98,1994
ncl,60.09,1995
ncl,60.43,1996
ncl,60.77,1997
ncl,61.1,1998
ncl,61.44,1999
ncl,61.78,2000
ncl,62.06,2001
ncl,62.34,2002
ncl,62.62,2003
ncl,62.9,2004
ncl,63.18,2005
ncl,62.92,2006
ncl,62.67,2007
ncl,62.41,2008
ncl,62.15,2009
ncl,61.9,2010
ncl,61.76,2011
nzl,76.0,1960
nzl,76.58,1961
nzl,77.16,1962
nzl,77.73,1963
nzl,78.31,1964
nzl,78.89,1965
nzl,79.33,1966
nzl,79.78,1967
nzl,80.22,1968
nzl,80.66,1969
nzl,81.11,1970
nzl,81.44,1971
nzl,81.77,1972
nzl,82.11,1973
nzl,82.44,1974
nzl,82.77,1975
nzl,82.9,1976
nzl,83.04,1977
nzl,83.17,1978
nzl,83.3,1979
nzl,83.43,1980
nzl,83.48,1981
nzl,83.53,1982
nzl,83.58,1983
nzl,83.62,1984
nzl,83.67,1985
nzl,83.89,1986
nzl,84.1,1987
nzl,84.31,1988
nzl,84.53,1989
nzl,84.74,1990
nzl,84.86,1991
nzl,84.98,1992
nzl,85.1,1993
nzl,85.21,1994
nzl,85.33,1995
nzl,85.4,1996
nzl,85.47,1997
nzl,85.54,1998
nzl,85.61,1999
nzl,85.68,2000
nzl,85.75,2001
nzl,85.83,2002
nzl,85.9,2003
nzl,85.98,2004
nzl,86.05,2005
nzl,86.08,2006
nzl,86.11,2007
nzl,86.14,2008
nzl,86.17,2009
nzl,86.19,2010
nzl,86.24,2011
nic,39.6,1960
nic,40.21,1961
nic,40.83,1962
nic,41.46,1963
nic,42.08,1964
nic,42.71,1965
nic,43.57,1966
nic,44.44,1967
nic,45.3,1968
nic,46.17,1969
nic,47.03,1970
nic,47.37,1971
nic,47.71,1972
nic,48.05,1973
nic,48.4,1974
nic,48.74,1975
nic,48.98,1976
nic,49.22,1977
nic,49.46,1978
nic,49.7,1979
nic,49.94,1980
nic,50.18,1981
nic,50.42,1982
nic,50.66,1983
nic,50.9,1984
nic,51.14,1985
nic,51.38,1986
nic,51.62,1987
nic,51.86,1988
nic,52.1,1989
nic,52.34,1990
nic,52.58,1991
nic,52.82,1992
nic,53.06,1993
nic,53.29,1994
nic,53.53,1995
nic,53.77,1996
nic,54.02,1997
nic,54.26,1998
nic,54.5,1999
nic,54.74,2000
nic,54.98,2001
nic,55.22,2002
nic,55.45,2003
nic,55.69,2004
nic,55.93,2005
nic,56.2,2006
nic,56.46,2007
nic,56.72,2008
nic,56.99,2009
nic,57.25,2010
nic,57.56,2011
ner,5.8,1960
ner,5.996,1961
ner,6.199,1962
ner,6.403,1963
ner,6.606,1964
ner,6.809,1965
ner,7.206,1966
ner,7.603,1967
ner,8.0,1968
ner,8.397,1969
ner,8.794,1970
ner,9.319,1971
ner,9.844,1972
ner,10.37,1973
ner,10.89,1974
ner,11.42,1975
ner,11.82,1976
ner,12.23,1977
ner,12.63,1978
ner,13.04,1979
ner,13.44,1980
ner,13.66,1981
ner,13.88,1982
ner,14.1,1983
ner,14.32,1984
ner,14.54,1985
ner,14.7,1986
ner,14.87,1987
ner,15.04,1988
ner,15.2,1989
ner,15.37,1990
ner,15.45,1991
ner,15.53,1992
ner,15.61,1993
ner,15.69,1994
ner,15.77,1995
ner,15.86,1996
ner,15.94,1997
ner,16.02,1998
ner,16.1,1999
ner,16.19,2000
ner,16.3,2001
ner,16.4,2002
ner,16.51,2003
ner,16.62,2004
ner,16.73,2005
ner,16.91,2006
ner,17.09,2007
ner,17.26,2008
ner,17.44,2009
ner,17.62,2010
ner,17.87,2011
nga,16.2,1960
nga,16.95,1961
nga,17.74,1962
nga,18.53,1963
nga,19.32,1964
nga,20.11,1965
nga,20.63,1966
nga,21.15,1967
nga,21.67,1968
nga,22.19,1969
nga,22.71,1970
nga,23.27,1971
nga,23.84,1972
nga,24.4,1973
nga,24.97,1974
nga,25.53,1975
nga,26.14,1976
nga,26.75,1977
nga,27.36,1978
nga,27.97,1979
nga,28.58,1980
nga,29.23,1981
nga,29.88,1982
nga,30.54,1983
nga,31.19,1984
nga,31.84,1985
nga,32.53,1986
nga,33.22,1987
nga,33.9,1988
nga,34.59,1989
nga,35.28,1990
nga,35.99,1991
nga,36.71,1992
nga,37.42,1993
nga,38.13,1994
nga,38.84,1995
nga,39.54,1996
nga,40.25,1997
nga,40.95,1998
nga,41.65,1999
nga,42.35,2000
nga,43.03,2001
nga,43.71,2002
nga,44.39,2003
nga,45.07,2004
nga,45.75,2005
nga,46.4,2006
nga,47.05,2007
nga,47.7,2008
nga,48.35,2009
nga,49.0,2010
nga,49.62,2011
mnp,51.2,1960
mnp,52.73,1961
mnp,54.23,1962
mnp,55.74,1963
mnp,57.25,1964
mnp,58.76,1965
mnp,61.02,1966
mnp,63.28,1967
mnp,65.54,1968
mnp,67.8,1969
mnp,70.06,1970
mnp,72.16,1971
mnp,74.26,1972
mnp,76.36,1973
mnp,78.46,1974
mnp,80.55,1975
mnp,81.8,1976
mnp,83.05,1977
mnp,84.29,1978
mnp,85.54,1979
mnp,86.78,1980
mnp,87.1,1981
mnp,87.42,1982
mnp,87.74,1983
mnp,88.06,1984
mnp,88.38,1985
mnp,88.65,1986
mnp,88.92,1987
mnp,89.19,1988
mnp,89.46,1989
mnp,89.73,1990
mnp,89.7,1991
mnp,89.66,1992
mnp,89.63,1993
mnp,89.59,1994
mnp,89.56,1995
mnp,89.68,1996
mnp,89.8,1997
mnp,89.92,1998
mnp,90.04,1999
mnp,90.16,2000
mnp,90.28,2001
mnp,90.4,2002
mnp,90.53,2003
mnp,90.65,2004
mnp,90.77,2005
mnp,90.88,2006
mnp,91.0,2007
mnp,91.12,2008
mnp,91.23,2009
mnp,91.35,2010
mnp,91.46,2011
nor,49.9,1960
nor,51.45,1961
nor,52.98,1962
nor,54.51,1963
nor,56.04,1964
nor,57.57,1965
nor,59.13,1966
nor,60.7,1967
nor,62.26,1968
nor,63.83,1969
nor,65.4,1970
nor,65.95,1971
nor,66.51,1972
nor,67.07,1973
nor,67.63,1974
nor,68.19,1975
nor,68.66,1976
nor,69.13,1977
nor,69.6,1978
nor,70.07,1979
nor,70.55,1980
nor,70.7,1981
nor,70.85,1982
nor,71.0,1983
nor,71.16,1984
nor,71.31,1985
nor,71.44,1986
nor,71.57,1987
nor,71.7,1988
nor,71.83,1989
nor,71.96,1990
nor,72.32,1991
nor,72.68,1992
nor,73.04,1993
nor,73.4,1994
nor,73.76,1995
nor,74.23,1996
nor,74.69,1997
nor,75.15,1998
nor,75.62,1999
nor,76.08,2000
nor,76.36,2001
nor,76.64,2002
nor,76.93,2003
nor,77.21,2004
nor,77.49,2005
nor,77.81,2006
nor,78.13,2007
nor,78.46,2008
nor,78.78,2009
nor,79.1,2010
nor,79.37,2011
omn,16.4,1960
omn,17.59,1961
omn,18.78,1962
omn,19.96,1963
omn,21.15,1964
omn,22.34,1965
omn,23.8,1966
omn,25.27,1967
omn,26.73,1968
omn,28.2,1969
omn,29.66,1970
omn,31.37,1971
omn,33.08,1972
omn,34.79,1973
omn,36.5,1974
omn,38.21,1975
omn,40.08,1976
omn,41.95,1977
omn,43.82,1978
omn,45.69,1979
omn,47.56,1980
omn,49.47,1981
omn,51.37,1982
omn,53.27,1983
omn,55.18,1984
omn,57.08,1985
omn,58.88,1986
omn,60.69,1987
omn,62.49,1988
omn,64.3,1989
omn,66.1,1990
omn,67.22,1991
omn,68.33,1992
omn,69.44,1993
omn,70.56,1994
omn,71.67,1995
omn,71.65,1996
omn,71.63,1997
omn,71.61,1998
omn,71.59,1999
omn,71.57,2000
omn,71.64,2001
omn,71.7,2002
omn,71.77,2003
omn,71.84,2004
omn,71.91,2005
omn,72.16,2006
omn,72.42,2007
omn,72.68,2008
omn,72.93,2009
omn,73.19,2010
omn,73.44,2011
pak,22.1,1960
pak,22.39,1961
pak,22.67,1962
pak,22.95,1963
pak,23.23,1964
pak,23.51,1965
pak,23.77,1966
pak,24.03,1967
pak,24.29,1968
pak,24.56,1969
pak,24.82,1970
pak,25.12,1971
pak,25.43,1972
pak,25.73,1973
pak,26.04,1974
pak,26.34,1975
pak,26.69,1976
pak,27.03,1977
pak,27.38,1978
pak,27.72,1979
pak,28.07,1980
pak,28.32,1981
pak,28.58,1982
pak,28.83,1983
pak,29.09,1984
pak,29.34,1985
pak,29.59,1986
pak,29.84,1987
pak,30.08,1988
pak,30.33,1989
pak,30.58,1990
pak,30.83,1991
pak,31.08,1992
pak,31.33,1993
pak,31.58,1994
pak,31.84,1995
pak,32.1,1996
pak,32.36,1997
pak,32.62,1998
pak,32.88,1999
pak,33.14,2000
pak,33.41,2001
pak,33.68,2002
pak,33.94,2003
pak,34.21,2004
pak,34.48,2005
pak,34.76,2006
pak,35.04,2007
pak,35.32,2008
pak,35.6,2009
pak,35.88,2010
pak,36.22,2011
plw,56.8,1960
plw,57.11,1961
plw,57.4,1962
plw,57.69,1963
plw,57.99,1964
plw,58.28,1965
plw,58.56,1966
plw,58.85,1967
plw,59.14,1968
plw,59.43,1969
plw,59.72,1970
plw,60.0,1971
plw,60.28,1972
plw,60.57,1973
plw,60.85,1974
plw,61.14,1975
plw,61.42,1976
plw,61.7,1977
plw,61.98,1978
plw,62.26,1979
plw,62.54,1980
plw,63.51,1981
plw,64.48,1982
plw,65.44,1983
plw,66.41,1984
plw,67.38,1985
plw,67.82,1986
plw,68.27,1987
plw,68.71,1988
plw,69.15,1989
plw,69.59,1990
plw,69.96,1991
plw,70.33,1992
plw,70.7,1993
plw,71.06,1994
plw,71.43,1995
plw,71.14,1996
plw,70.84,1997
plw,70.55,1998
plw,70.26,1999
plw,69.96,2000
plw,71.51,2001
plw,73.06,2002
plw,74.61,2003
plw,76.15,2004
plw,77.7,2005
plw,78.83,2006
plw,79.97,2007
plw,81.1,2008
plw,82.23,2009
plw,83.37,2010
plw,84.12,2011
pan,41.2,1960
pan,41.89,1961
pan,42.52,1962
pan,43.16,1963
pan,43.79,1964
pan,44.43,1965
pan,45.07,1966
pan,45.71,1967
pan,46.36,1968
pan,47.0,1969
pan,47.64,1970
pan,47.92,1971
pan,48.2,1972
pan,48.48,1973
pan,48.76,1974
pan,49.04,1975
pan,49.32,1976
pan,49.6,1977
pan,49.88,1978
pan,50.16,1979
pan,50.45,1980
pan,50.78,1981
pan,51.11,1982
pan,51.44,1983
pan,51.77,1984
pan,52.1,1985
pan,52.45,1986
pan,52.8,1987
pan,53.16,1988
pan,53.51,1989
pan,53.87,1990
pan,55.09,1991
pan,56.31,1992
pan,57.53,1993
pan,58.75,1994
pan,59.97,1995
pan,61.14,1996
pan,62.3,1997
pan,63.46,1998
pan,64.62,1999
pan,65.79,2000
pan,66.78,2001
pan,67.77,2002
pan,68.76,2003
pan,69.75,2004
pan,70.74,2005
pan,71.52,2006
pan,72.29,2007
pan,73.06,2008
pan,73.84,2009
pan,74.61,2010
pan,75.2,2011
png,3.7,1960
png,4.074,1961
png,4.423,1962
png,4.772,1963
png,5.121,1964
png,5.47,1965
png,6.335,1966
png,7.2,1967
png,8.066,1968
png,8.931,1969
png,9.796,1970
png,10.22,1971
png,10.65,1972
png,11.08,1973
png,11.5,1974
png,11.93,1975
png,12.15,1976
png,12.38,1977
png,12.6,1978
png,12.82,1979
png,13.05,1980
png,13.24,1981
png,13.43,1982
png,13.62,1983
png,13.81,1984
png,14.0,1985
png,14.2,1986
png,14.4,1987
png,14.6,1988
png,14.79,1989
png,14.99,1990
png,14.81,1991
png,14.63,1992
png,14.45,1993
png,14.26,1994
png,14.08,1995
png,13.91,1996
png,13.73,1997
png,13.55,1998
png,13.38,1999
png,13.2,2000
png,13.08,2001
png,12.95,2002
png,12.82,2003
png,12.69,2004
png,12.57,2005
png,12.54,2006
png,12.51,2007
png,12.49,2008
png,12.46,2009
png,12.43,2010
png,12.5,2011
pry,35.6,1960
pry,35.7,1961
pry,35.84,1962
pry,35.97,1963
pry,36.11,1964
pry,36.24,1965
pry,36.41,1966
pry,36.57,1967
pry,36.74,1968
pry,36.9,1969
pry,37.06,1970
pry,37.45,1971
pry,37.83,1972
pry,38.21,1973
pry,38.6,1974
pry,38.98,1975
pry,39.52,1976
pry,40.06,1977
pry,40.61,1978
pry,41.15,1979
pry,41.69,1980
pry,42.35,1981
pry,43.01,1982
pry,43.66,1983
pry,44.32,1984
pry,44.98,1985
pry,45.73,1986
pry,46.47,1987
pry,47.21,1988
pry,47.95,1989
pry,48.69,1990
pry,49.38,1991
pry,50.07,1992
pry,50.76,1993
pry,51.44,1994
pry,52.13,1995
pry,52.77,1996
pry,53.41,1997
pry,54.05,1998
pry,54.69,1999
pry,55.33,2000
pry,55.96,2001
pry,56.58,2002
pry,57.21,2003
pry,57.84,2004
pry,58.47,2005
pry,59.05,2006
pry,59.63,2007
pry,60.21,2008
pry,60.79,2009
pry,61.37,2010
pry,61.9,2011
per,46.8,1960
per,47.82,1961
per,48.83,1962
per,49.85,1963
per,50.86,1964
per,51.87,1965
per,52.98,1966
per,54.08,1967
per,55.19,1968
per,56.3,1969
per,57.41,1970
per,58.22,1971
per,59.03,1972
per,59.84,1973
per,60.65,1974
per,61.46,1975
per,62.08,1976
per,62.71,1977
per,63.33,1978
per,63.95,1979
per,64.57,1980
per,65.03,1981
per,65.49,1982
per,65.95,1983
per,66.41,1984
per,66.86,1985
per,67.27,1986
per,67.68,1987
per,68.09,1988
per,68.49,1989
per,68.9,1990
per,69.31,1991
per,69.72,1992
per,70.13,1993
per,70.54,1994
per,70.95,1995
per,71.37,1996
per,71.79,1997
per,72.21,1998
per,72.62,1999
per,73.04,2000
per,73.44,2001
per,73.84,2002
per,74.24,2003
per,74.64,2004
per,75.03,2005
per,75.41,2006
per,75.78,2007
per,76.16,2008
per,76.54,2009
per,76.91,2010
per,77.24,2011
phl,30.3,1960
phl,30.56,1961
phl,30.82,1962
phl,31.08,1963
phl,31.34,1964
phl,31.6,1965
phl,31.88,1966
phl,32.15,1967
phl,32.43,1968
phl,32.7,1969
phl,32.98,1970
phl,33.5,1971
phl,34.01,1972
phl,34.53,1973
phl,35.04,1974
phl,35.56,1975
phl,35.94,1976
phl,36.33,1977
phl,36.71,1978
phl,37.1,1979
phl,37.48,1980
phl,38.59,1981
phl,39.71,1982
phl,40.82,1983
phl,41.93,1984
phl,43.05,1985
phl,44.15,1986
phl,45.26,1987
phl,46.37,1988
phl,47.48,1989
phl,48.59,1990
phl,48.53,1991
phl,48.47,1992
phl,48.41,1993
phl,48.35,1994
phl,48.29,1995
phl,48.23,1996
phl,48.17,1997
phl,48.11,1998
phl,48.05,1999
phl,47.99,2000
phl,48.0,2001
phl,48.01,2002
phl,48.02,2003
phl,48.02,2004
phl,48.03,2005
phl,48.16,2006
phl,48.28,2007
phl,48.4,2008
phl,48.52,2009
phl,48.65,2010
phl,48.89,2011
pol,47.9,1960
pol,48.34,1961
pol,48.79,1962
pol,49.23,1963
pol,49.68,1964
pol,50.13,1965
pol,50.53,1966
pol,50.93,1967
pol,51.33,1968
pol,51.73,1969
pol,52.12,1970
pol,52.76,1971
pol,53.39,1972
pol,54.02,1973
pol,54.65,1974
pol,55.28,1975
pol,55.84,1976
pol,56.4,1977
pol,56.96,1978
pol,57.52,1979
pol,58.09,1980
pol,58.46,1981
pol,58.83,1982
pol,59.2,1983
pol,59.57,1984
pol,59.94,1985
pol,60.21,1986
pol,60.47,1987
pol,60.74,1988
pol,61.0,1989
pol,61.27,1990
pol,61.31,1991
pol,61.36,1992
pol,61.4,1993
pol,61.45,1994
pol,61.49,1995
pol,61.54,1996
pol,61.58,1997
pol,61.63,1998
pol,61.67,1999
pol,61.72,2000
pol,61.66,2001
pol,61.61,2002
pol,61.56,2003
pol,61.51,2004
pol,61.46,2005
pol,61.35,2006
pol,61.25,2007
pol,61.15,2008
pol,61.05,2009
pol,60.95,2010
pol,60.89,2011
prt,35.0,1960
prt,35.34,1961
prt,35.72,1962
prt,36.1,1963
prt,36.48,1964
prt,36.87,1965
prt,37.25,1966
prt,37.64,1967
prt,38.03,1968
prt,38.42,1969
prt,38.8,1970
prt,39.2,1971
prt,39.59,1972
prt,39.99,1973
prt,40.38,1974
prt,40.78,1975
prt,41.18,1976
prt,41.58,1977
prt,41.98,1978
prt,42.38,1979
prt,42.78,1980
prt,43.29,1981
prt,43.79,1982
prt,44.29,1983
prt,44.8,1984
prt,45.3,1985
prt,45.82,1986
prt,46.34,1987
prt,46.87,1988
prt,47.39,1989
prt,47.91,1990
prt,48.55,1991
prt,49.19,1992
prt,49.83,1993
prt,50.47,1994
prt,51.11,1995
prt,51.77,1996
prt,52.42,1997
prt,53.08,1998
prt,53.74,1999
prt,54.4,2000
prt,55.03,2001
prt,55.67,2002
prt,56.3,2003
prt,56.94,2004
prt,57.58,2005
prt,58.16,2006
prt,58.75,2007
prt,59.33,2008
prt,59.92,2009
prt,60.51,2010
prt,61.04,2011
pri,44.5,1960
pri,45.94,1961
pri,47.33,1962
pri,48.73,1963
pri,50.12,1964
pri,51.52,1965
pri,52.88,1966
pri,54.24,1967
pri,55.6,1968
pri,56.96,1969
pri,58.33,1970
pri,59.21,1971
pri,60.1,1972
pri,60.99,1973
pri,61.88,1974
pri,62.77,1975
pri,63.6,1976
pri,64.43,1977
pri,65.25,1978
pri,66.08,1979
pri,66.91,1980
pri,67.36,1981
pri,67.81,1982
pri,68.26,1983
pri,68.7,1984
pri,69.15,1985
pri,69.76,1986
pri,70.36,1987
pri,70.96,1988
pri,71.57,1989
pri,72.17,1990
pri,75.16,1991
pri,78.16,1992
pri,81.15,1993
pri,84.14,1994
pri,87.13,1995
pri,88.63,1996
pri,90.14,1997
pri,91.64,1998
pri,93.14,1999
pri,94.65,2000
pri,95.25,2001
pri,95.84,2002
pri,96.44,2003
pri,97.04,2004
pri,97.64,2005
pri,97.86,2006
pri,98.09,2007
pri,98.32,2008
pri,98.55,2009
pri,98.77,2010
pri,98.87,2011
qat,85.2,1960
qat,85.64,1961
qat,86.04,1962
qat,86.44,1963
qat,86.84,1964
qat,87.23,1965
qat,87.46,1966
qat,87.69,1967
qat,87.92,1968
qat,88.15,1969
qat,88.38,1970
qat,88.49,1971
qat,88.59,1972
qat,88.7,1973
qat,88.8,1974
qat,88.91,1975
qat,89.0,1976
qat,89.09,1977
qat,89.18,1978
qat,89.27,1979
qat,89.36,1980
qat,89.51,1981
qat,89.66,1982
qat,89.81,1983
qat,89.95,1984
qat,90.1,1985
qat,90.64,1986
qat,91.17,1987
qat,91.71,1988
qat,92.25,1989
qat,92.79,1990
qat,93.23,1991
qat,93.67,1992
qat,94.11,1993
qat,94.56,1994
qat,95.0,1995
qat,95.26,1996
qat,95.52,1997
qat,95.79,1998
qat,96.05,1999
qat,96.31,2000
qat,96.54,2001
qat,96.77,2002
qat,96.99,2003
qat,97.22,2004
qat,97.45,2005
qat,97.69,2006
qat,97.93,2007
qat,98.17,2008
qat,98.41,2009
qat,98.66,2010
qat,98.77,2011
rou,34.2,1960
rou,34.91,1961
rou,35.6,1962
rou,36.3,1963
rou,37.0,1964
rou,37.7,1965
rou,38.22,1966
rou,38.75,1967
rou,39.27,1968
rou,39.79,1969
rou,40.32,1970
rou,40.82,1971
rou,41.32,1972
rou,41.83,1973
rou,42.33,1974
rou,42.83,1975
rou,43.48,1976
rou,44.13,1977
rou,44.77,1978
rou,45.42,1979
rou,46.07,1980
rou,46.78,1981
rou,47.5,1982
rou,48.21,1983
rou,48.93,1984
rou,49.64,1985
rou,50.36,1986
rou,51.07,1987
rou,51.79,1988
rou,52.5,1989
rou,53.22,1990
rou,53.33,1991
rou,53.44,1992
rou,53.55,1993
rou,53.66,1994
rou,53.77,1995
rou,53.62,1996
rou,53.46,1997
rou,53.31,1998
rou,53.16,1999
rou,53.0,2000
rou,52.96,2001
rou,52.91,2002
rou,52.86,2003
rou,52.81,2004
rou,52.76,2005
rou,52.77,2006
rou,52.77,2007
rou,52.78,2008
rou,52.79,2009
rou,52.79,2010
rou,52.82,2011
rus,53.8,1960
rus,54.62,1961
rus,55.51,1962
rus,56.4,1963
rus,57.28,1964
rus,58.17,1965
rus,59.03,1966
rus,59.89,1967
rus,60.75,1968
rus,61.61,1969
rus,62.47,1970
rus,63.26,1971
rus,64.05,1972
rus,64.84,1973
rus,65.64,1974
rus,66.43,1975
rus,67.09,1976
rus,67.76,1977
rus,68.42,1978
rus,69.09,1979
rus,69.75,1980
rus,70.19,1981
rus,70.62,1982
rus,71.05,1983
rus,71.49,1984
rus,71.92,1985
rus,72.22,1986
rus,72.51,1987
rus,72.81,1988
rus,73.1,1989
rus,73.39,1990
rus,73.39,1991
rus,73.39,1992
rus,73.38,1993
rus,73.38,1994
rus,73.37,1995
rus,73.37,1996
rus,73.36,1997
rus,73.36,1998
rus,73.35,1999
rus,73.35,2000
rus,73.27,2001
rus,73.18,2002
rus,73.1,2003
rus,73.01,2004
rus,72.93,2005
rus,73.07,2006
rus,73.22,2007
rus,73.36,2008
rus,73.51,2009
rus,73.65,2010
rus,73.82,2011
rwa,2.4,1960
rwa,2.474,1961
rwa,2.548,1962
rwa,2.621,1963
rwa,2.695,1964
rwa,2.769,1965
rwa,2.854,1966
rwa,2.938,1967
rwa,3.023,1968
rwa,3.107,1969
rwa,3.192,1970
rwa,3.353,1971
rwa,3.514,1972
rwa,3.676,1973
rwa,3.837,1974
rwa,3.998,1975
rwa,4.143,1976
rwa,4.287,1977
rwa,4.432,1978
rwa,4.576,1979
rwa,4.721,1980
rwa,4.788,1981
rwa,4.855,1982
rwa,4.923,1983
rwa,4.99,1984
rwa,5.057,1985
rwa,5.129,1986
rwa,5.201,1987
rwa,5.272,1988
rwa,5.344,1989
rwa,5.416,1990
rwa,5.992,1991
rwa,6.567,1992
rwa,7.143,1993
rwa,7.718,1994
rwa,8.294,1995
rwa,9.39,1996
rwa,10.49,1997
rwa,11.58,1998
rwa,12.68,1999
rwa,13.77,2000
rwa,14.53,2001
rwa,15.28,2002
rwa,16.03,2003
rwa,16.79,2004
rwa,17.54,2005
rwa,17.79,2006
rwa,18.05,2007
rwa,18.3,2008
rwa,18.56,2009
rwa,18.81,2010
rwa,19.12,2011
kna,27.6,1960
kna,28.29,1961
kna,28.93,1962
kna,29.57,1963
kna,30.21,1964
kna,30.86,1965
kna,31.51,1966
kna,32.17,1967
kna,32.83,1968
kna,33.48,1969
kna,34.14,1970
kna,34.32,1971
kna,34.5,1972
kna,34.67,1973
kna,34.85,1974
kna,35.03,1975
kna,35.2,1976
kna,35.37,1977
kna,35.54,1978
kna,35.71,1979
kna,35.88,1980
kna,35.75,1981
