geo,prostate_cancer_deaths_per_100000_men,time
jpn,2.4,1975
jpn,2.4,1976
jpn,2.54,1977
jpn,2.54,1978
jpn,2.74,1979
jpn,2.74,1980
jpn,2.85,1981
jpn,2.98,1982
jpn,3.03,1983
jpn,3.11,1984
jpn,3.42,1985
jpn,3.44,1986
jpn,3.54,1987
jpn,3.49,1988
jpn,3.84,1989
jpn,3.74,1990
jpn,3.97,1991
jpn,4.09,1992
jpn,4.1,1993
jpn,4.36,1994
jpn,4.82,1995
jpn,5.15,1996
jpn,5.16,1997
jpn,5.41,1998
jpn,5.35,1999
jpn,5.51,2000
jpn,5.41,2001
jpn,5.49,2002
jor,7.0,2002
kaz,4.35,1981
kaz,4.56,1982
kaz,4.77,1985
kaz,5.38,1986
kaz,5.11,1987
kaz,4.85,1988
kaz,6.08,1989
kaz,4.86,1990
kaz,5.51,1991
kaz,5.82,1992
kaz,5.57,1993
kaz,5.5,1994
kaz,5.57,1995
kaz,5.54,1996
kaz,5.11,1997
kaz,5.16,1998
kaz,5.08,1999
kaz,5.65,2000
kaz,5.54,2001
kaz,6.18,2002
ken,14.1,2002
prk,2.8,2002
kor,0.43,1985
kor,0.52,1986
kor,0.53,1987
kor,0.86,1988
kor,0.52,1989
kor,1.01,1990
kor,0.81,1991
kor,1.2,1992
kor,1.27,1993
kor,1.48,1994
kor,1.79,1995
kor,2.0,1996
kor,2.19,1997
kor,2.24,1998
kor,2.53,1999
kor,3.23,2000
kor,3.56,2001
kor,3.92,2002
kwt,1.58,1972
kwt,9.8,1975
kwt,5.31,1976
kwt,4.07,1977
kwt,5.49,1978
kwt,1.99,1979
kwt,5.63,1980
kwt,3.81,1981
kwt,3.73,1982
kwt,8.68,1983
kwt,7.76,1984
kwt,5.16,1985
kwt,6.41,1986
kwt,3.48,1987
kwt,3.34,1993
kwt,5.22,1994
kwt,3.52,1995
kwt,7.62,1996
kwt,8.77,1997
kwt,6.46,1998
kwt,4.05,1999
kwt,4.76,2000
kwt,5.25,2001
kwt,4.02,2002
kgz,2.43,1981
kgz,3.06,1982
kgz,3.5,1985
kgz,3.86,1986
kgz,3.69,1987
kgz,3.65,1988
kgz,3.08,1989
kgz,3.66,1990
kgz,4.44,1991
kgz,2.9,1992
kgz,4.45,1993
kgz,5.05,1994
kgz,3.99,1995
kgz,3.68,1996
kgz,3.29,1997
kgz,3.86,1998
kgz,4.09,1999
kgz,4.71,2000
kgz,3.11,2001
kgz,4.05,2002
lao,1.5,2002
lva,8.37,1980
lva,8.86,1981
lva,10.0,1982
lva,10.37,1983
lva,10.1,1984
lva,10.95,1985
lva,10.07,1986
lva,10.76,1987
lva,11.37,1988
lva,10.25,1989
lva,12.96,1990
lva,11.56,1991
lva,12.54,1992
lva,11.92,1993
lva,10.34,1994
lva,12.71,1995
lva,14.15,1996
lva,13.39,1997
lva,11.84,1998
lva,14.13,1999
lva,14.51,2000
lva,16.12,2001
lva,17.51,2002
lbn,6.1,2002
lso,22.6,2002
lbr,13.2,2002
lby,4.8,2002
ltu,9.13,1981
ltu,9.39,1982
ltu,10.59,1985
ltu,10.84,1986
ltu,11.02,1987
ltu,11.05,1988
ltu,11.24,1989
ltu,11.21,1990
ltu,12.19,1991
ltu,14.08,1992
ltu,15.28,1993
ltu,14.55,1994
ltu,15.22,1995
ltu,16.15,1996
ltu,15.36,1997
ltu,15.87,1998
ltu,16.62,1999
ltu,17.36,2000
ltu,17.82,2001
ltu,17.45,2002
lux,17.26,1967
lux,11.56,1968
lux,18.02,1969
lux,13.19,1970
lux,11.94,1971
lux,12.15,1972
lux,14.97,1973
lux,19.53,1974
lux,17.05,1975
lux,22.39,1976
lux,15.17,1977
lux,16.09,1978
lux,9.93,1979
lux,16.7,1980
lux,15.39,1981
lux,24.19,1982
lux,16.98,1983
lux,15.03,1984
lux,16.59,1985
lux,19.25,1986
lux,24.73,1987
lux,17.61,1988
lux,17.04,1989
lux,16.61,1990
lux,15.66,1991
lux,16.77,1992
lux,19.74,1993
lux,14.14,1994
lux,15.27,1995
lux,14.11,1996
lux,14.31,1997
lux,13.84,1998
lux,14.25,1999
lux,16.81,2000
lux,12.73,2001
lux,10.53,2002
mkd,5.14,1991
mkd,6.53,1992
mkd,5.94,1993
mkd,6.58,1994
mkd,5.81,1995
mkd,6.87,1996
mkd,7.88,1997
mkd,9.0,1998
mkd,9.41,1999
mkd,8.31,2000
mkd,9.25,2001
mkd,9.05,2002
mdg,11.8,2002
mwi,8.5,2002
mys,5.5,2002
mli,6.1,2002
mlt,6.66,1965
mlt,8.71,1967
mlt,13.95,1968
mlt,5.8,1969
mlt,7.08,1970
mlt,8.53,1971
mlt,2.72,1972
mlt,4.85,1973
mlt,8.62,1974
mlt,6.94,1975
mlt,7.37,1976
mlt,5.17,1977
mlt,7.87,1978
mlt,8.06,1979
mlt,10.23,1980
mlt,9.86,1981
mlt,11.81,1982
mlt,11.66,1983
mlt,8.14,1984
mlt,8.84,1985
mlt,9.77,1986
mlt,10.24,1987
mlt,8.64,1988
mlt,9.62,1989
mlt,6.83,1990
mlt,10.66,1991
mlt,15.15,1992
mlt,15.58,1993
mlt,13.04,1994
mlt,12.91,1995
mlt,14.69,1996
mlt,9.97,1997
mlt,14.4,1998
mlt,14.64,1999
mlt,13.45,2000
mlt,9.92,2001
mlt,9.99,2002
mrt,16.0,2002
mus,3.19,1961
mus,3.04,1962
mus,1.01,1963
mus,2.85,1964
mus,9.31,1965
mus,3.91,1966
mus,3.5,1967
mus,4.03,1968
mus,6.74,1969
mus,3.35,1970
mus,8.27,1971
mus,6.71,1972
mus,11.06,1973
mus,5.85,1974
mus,6.43,1975
mus,17.42,1976
mus,2.06,1977
mus,2.48,1978
mus,9.68,1979
mus,1.08,1980
mus,2.27,1981
mus,11.05,1982
mus,3.02,1983
mus,4.95,1984
mus,5.4,1985
mus,5.42,1986
mus,1.71,1987
mus,3.02,1988
mus,4.17,1989
mus,5.7,1990
mus,6.88,1991
mus,7.09,1992
mus,7.04,1993
mus,8.97,1994
mus,5.1,1995
mus,8.71,1996
mus,6.43,1997
mus,8.24,1998
mus,9.59,1999
mus,6.15,2000
mus,9.54,2001
mus,12.12,2002
mex,2.39,1955
mex,2.97,1956
mex,3.38,1957
mex,4.23,1958
mex,3.85,1959
mex,4.18,1960
mex,3.32,1961
mex,2.5,1962
mex,4.4,1963
mex,4.43,1964
mex,4.34,1965
mex,3.98,1966
mex,4.13,1967
mex,3.9,1968
mex,4.75,1969
mex,5.52,1970
mex,5.64,1971
mex,5.67,1972
mex,5.24,1973
mex,5.83,1974
mex,5.42,1975
mex,5.88,1976
mex,5.85,1977
mex,5.56,1978
mex,6.34,1979
mex,6.21,1980
mex,6.73,1981
mex,6.94,1982
mex,7.14,1983
mex,7.62,1984
mex,8.77,1985
mex,8.57,1986
mex,8.8,1987
mex,9.18,1988
mex,9.84,1989
mex,9.83,1990
mex,9.95,1991
mex,10.59,1992
mex,11.12,1993
mex,12.09,1994
mex,11.27,1995
mex,11.22,1996
mex,11.36,1997
mex,11.24,1998
mex,11.51,1999
mex,11.31,2000
mex,11.29,2001
mex,11.37,2002
mda,3.41,1981
mda,2.92,1982
mda,3.58,1985
mda,4.26,1986
mda,4.37,1987
mda,4.64,1988
mda,4.79,1989
mda,5.12,1990
mda,4.56,1991
mda,6.19,1992
mda,4.62,1993
mda,6.25,1994
mda,4.93,1995
mda,4.54,1996
mda,4.96,1997
mda,4.51,1998
mda,3.8,1999
mda,3.93,2000
mda,4.41,2001
mda,4.24,2002
mng,1.7,2002
mar,5.5,2002
moz,2.2,2002
mmr,1.2,2002
nam,18.2,2002
npl,2.7,2002
nld,11.38,1950
nld,11.72,1951
nld,12.05,1952
nld,12.43,1953
nld,11.97,1954
nld,13.06,1955
nld,12.33,1956
nld,13.12,1957
nld,12.94,1958
nld,12.44,1959
nld,13.19,1960
nld,13.6,1961
nld,14.12,1962
nld,13.68,1963
nld,13.64,1964
nld,14.75,1965
nld,14.75,1966
nld,14.64,1967
nld,16.71,1968
nld,14.21,1969
nld,14.65,1970
nld,14.7,1971
nld,14.85,1972
nld,14.75,1973
nld,14.48,1974
nld,16.38,1975
nld,16.38,1976
nld,14.15,1977
nld,15.39,1978
nld,15.8,1979
nld,16.21,1980
nld,15.91,1981
nld,16.34,1982
nld,16.23,1983
nld,16.7,1984
nld,16.54,1985
nld,17.2,1986
nld,18.06,1987
nld,17.88,1988
nld,18.28,1989
nld,18.7,1990
nld,17.87,1991
nld,18.61,1992
nld,19.29,1993
nld,19.21,1994
nld,19.58,1995
nld,19.52,1996
nld,18.34,1997
nld,18.18,1998
nld,17.94,1999
nld,17.42,2000
nld,16.44,2001
nld,16.44,2002
nzl,12.77,1950
nzl,12.84,1951
nzl,14.94,1952
nzl,13.28,1953
nzl,14.23,1954
nzl,15.52,1955
nzl,14.3,1956
nzl,13.79,1957
nzl,13.8,1958
nzl,14.6,1959
nzl,12.47,1960
nzl,13.18,1961
nzl,14.09,1962
nzl,16.8,1963
nzl,13.0,1964
nzl,15.03,1965
nzl,14.52,1966
nzl,14.02,1967
nzl,15.09,1968
nzl,14.25,1969
nzl,16.03,1970
nzl,15.17,1971
nzl,15.15,1972
nzl,17.07,1973
nzl,18.78,1974
nzl,17.44,1975
nzl,16.04,1976
nzl,15.77,1977
nzl,15.04,1978
nzl,15.77,1979
nzl,17.0,1980
nzl,15.76,1981
nzl,15.37,1982
nzl,16.67,1983
nzl,16.9,1984
nzl,17.14,1985
nzl,17.14,1986
nzl,16.53,1987
nzl,18.16,1988
nzl,18.54,1989
nzl,18.72,1990
nzl,17.71,1991
nzl,19.51,1992
nzl,20.31,1993
nzl,19.25,1994
nzl,20.54,1995
nzl,17.97,1996
nzl,18.91,1997
nzl,17.94,1998
nzl,18.46,1999
nzl,19.47,2000
nzl,18.91,2001
nzl,18.15,2002
nic,0.46,1962
nic,1.07,1963
nic,1.22,1964
nic,0.4,1965
nic,0.71,1968
nic,1.84,1969
nic,0.81,1973
nic,0.26,1974
nic,0.41,1975
nic,0.13,1977
nic,5.46,1988
nic,4.65,1989
nic,5.86,1990
nic,5.38,1991
nic,7.17,1992
nic,4.82,1993
nic,8.84,1994
nic,8.28,1996
nic,10.98,1997
nic,13.2,1998
nic,8.98,1999
nic,10.35,2000
nic,11.02,2001
nic,8.62,2002
ner,9.2,2002
nga,19.2,2002
nor,10.98,1951
nor,13.54,1952
nor,13.41,1953
nor,13.93,1954
nor,13.62,1955
nor,16.6,1956
nor,14.07,1957
nor,14.6,1958
nor,13.35,1959
nor,15.51,1960
nor,14.93,1961
nor,15.65,1962
nor,18.68,1963
nor,16.14,1964
nor,16.16,1965
nor,16.03,1966
nor,15.81,1967
nor,16.61,1968
nor,16.37,1969
nor,16.98,1970
nor,19.06,1971
nor,16.17,1972
nor,15.86,1973
nor,17.21,1974
nor,18.28,1975
nor,19.67,1976
nor,19.88,1977
nor,19.7,1978
nor,20.57,1979
nor,21.25,1980
nor,19.51,1981
nor,18.3,1982
nor,20.61,1983
nor,20.05,1984
nor,22.06,1985
nor,20.7,1986
nor,20.7,1987
nor,22.2,1988
nor,21.46,1989
nor,21.45,1990
nor,21.78,1991
nor,23.23,1992
nor,24.39,1993
nor,23.57,1994
nor,22.76,1995
nor,24.96,1996
nor,23.91,1997
nor,23.69,1998
nor,23.12,1999
nor,23.31,2000
nor,21.14,2001
nor,21.48,2002
omn,6.0,2002
pak,3.5,2002
pan,3.42,1955
pan,5.96,1956
pan,4.04,1957
pan,5.67,1958
pan,7.12,1959
pan,5.48,1960
pan,6.75,1961
pan,5.32,1962
pan,7.18,1963
pan,8.6,1964
pan,4.37,1965
pan,7.97,1966
pan,7.75,1967
pan,8.98,1968
pan,7.75,1969
pan,8.36,1970
pan,6.31,1971
pan,8.44,1972
pan,6.73,1973
pan,7.81,1974
pan,6.15,1975
pan,10.11,1976
pan,10.49,1977
pan,8.42,1978
pan,9.62,1979
pan,8.26,1980
pan,10.61,1981
pan,9.7,1982
pan,9.15,1983
pan,14.04,1984
pan,9.8,1985
pan,13.02,1986
pan,11.95,1987
pan,10.39,1988
pan,12.3,1989
pan,16.63,1996
pan,16.83,1997
pan,17.5,1998
pan,18.98,1999
pan,19.75,2000
pan,18.01,2001
pan,16.23,2002
png,1.3,2002
pry,15.0,2002
per,22.7,2002
phl,13.3,2002
pol,2.88,1959
pol,3.53,1960
pol,3.67,1961
pol,4.52,1962
pol,6.28,1963
pol,7.18,1964
pol,7.55,1965
pol,7.66,1966
pol,8.2,1967
pol,8.25,1968
pol,8.18,1969
pol,8.3,1970
pol,8.59,1971
pol,8.24,1972
pol,7.91,1973
pol,7.83,1974
pol,8.25,1975
pol,8.37,1976
pol,7.77,1977
pol,8.51,1978
pol,8.26,1979
pol,8.58,1980
pol,8.13,1981
pol,8.35,1982
pol,9.04,1983
pol,8.87,1984
pol,9.19,1985
pol,9.07,1986
pol,9.65,1987
pol,9.79,1988
pol,9.63,1989
pol,9.45,1990
pol,10.07,1991
pol,9.58,1992
pol,10.31,1993
pol,10.71,1994
pol,11.08,1995
pol,11.47,1996
pol,11.82,1999
pol,12.51,2000
pol,13.15,2001
pol,13.2,2002
prt,8.86,1955
prt,8.35,1956
prt,7.94,1957
prt,8.33,1958
prt,9.88,1959
prt,9.67,1960
prt,9.43,1961
prt,10.38,1962
prt,11.12,1963
prt,11.8,1964
prt,11.67,1965
prt,13.03,1966
prt,12.48,1967
prt,13.55,1968
prt,13.65,1969
prt,13.99,1970
prt,15.34,1971
prt,13.39,1972
prt,14.01,1973
prt,13.82,1974
prt,13.53,1975
prt,13.52,1976
prt,13.8,1977
prt,14.1,1978
prt,13.88,1979
prt,14.41,1980
prt,13.2,1981
prt,13.67,1982
prt,12.58,1983
prt,13.53,1984
prt,13.1,1985
prt,12.36,1986
prt,12.84,1987
prt,14.03,1988
prt,13.68,1989
prt,13.88,1990
prt,15.33,1991
prt,14.64,1992
prt,15.08,1993
prt,15.16,1994
prt,16.14,1995
prt,17.42,1996
prt,17.53,1997
prt,17.0,1998
prt,17.1,1999
prt,17.86,2000
prt,15.87,2001
prt,16.3,2002
pri,23.0,2002
qat,6.0,2002
rou,6.56,1959
rou,6.77,1960
rou,8.27,1961
rou,8.7,1962
rou,7.84,1963
rou,7.21,1964
rou,7.27,1965
rou,6.65,1966
rou,7.11,1967
rou,7.09,1968
rou,8.26,1969
rou,8.32,1970
rou,8.04,1971
rou,8.74,1972
rou,8.04,1973
rou,8.37,1974
rou,8.23,1975
rou,8.27,1976
rou,8.23,1977
rou,8.54,1978
rou,7.9,1980
rou,7.41,1981
rou,6.77,1982
rou,7.2,1983
rou,6.38,1984
rou,7.73,1985
rou,7.66,1986
rou,6.97,1987
rou,7.02,1988
rou,6.79,1989
rou,7.01,1990
rou,7.45,1991
rou,7.91,1992
rou,7.84,1993
rou,7.77,1994
rou,8.01,1995
rou,9.05,1996
rou,8.43,1997
rou,8.6,1998
rou,8.4,1999
rou,8.83,2000
rou,9.21,2001
rou,9.01,2002
rus,5.06,1980
rus,5.19,1981
rus,5.44,1982
rus,5.57,1983
rus,5.71,1984
rus,5.79,1985
rus,6.07,1986
rus,6.29,1987
rus,6.47,1988
rus,6.55,1989
rus,6.54,1990
rus,6.53,1991
rus,7.2,1992
rus,7.4,1993
rus,7.32,1994
rus,7.23,1995
rus,7.52,1996
rus,7.91,1997
rus,8.18,1998
rus,8.27,1999
rus,8.35,2000
rus,8.57,2001
rus,9.17,2002
rwa,5.8,2002
wsm,10.7,2002
sau,5.3,2002
sen,6.5,2002
scg,8.6,2002
sle,16.0,2002
sgp,1.96,1963
sgp,0.89,1964
sgp,1.64,1965
sgp,1.92,1966
sgp,3.62,1967
sgp,2.32,1968
sgp,3.06,1969
sgp,3.03,1970
sgp,1.08,1971
sgp,1.79,1972
sgp,0.92,1973
sgp,0.75,1974
sgp,1.19,1975
sgp,2.07,1976
sgp,3.13,1977
sgp,1.93,1978
sgp,3.54,1979
sgp,1.94,1980
sgp,4.3,1981
sgp,2.34,1982
sgp,3.46,1983
sgp,4.13,1984
sgp,3.0,1985
sgp,5.09,1986
sgp,3.43,1987
sgp,3.69,1988
sgp,3.15,1989
sgp,4.58,1990
sgp,3.58,1991
sgp,3.82,1992
sgp,4.41,1993
sgp,5.04,1994
sgp,6.65,1995
sgp,4.13,1996
sgp,4.82,1997
sgp,4.84,1998
sgp,5.01,1999
sgp,5.4,2000
sgp,5.02,2001
sgp,4.3,2002
svk,11.39,1992
svk,12.11,1993
svk,11.66,1994
svk,12.69,1995
svk,13.65,1996
svk,14.1,1997
svk,15.66,1998
svk,15.99,1999
svk,16.06,2000
svk,14.54,2001
svk,13.85,2002
svn,13.87,1985
svn,13.79,1986
svn,15.17,1987
svn,16.46,1988
svn,13.79,1989
svn,13.08,1990
svn,14.55,1991
svn,13.16,1992
svn,16.69,1993
svn,13.1,1994
svn,14.71,1995
svn,15.57,1996
svn,19.11,1997
svn,18.4,1998
svn,17.21,1999
svn,18.06,2000
svn,17.61,2001
svn,18.97,2002
slb,4.5,2002
som,11.8,2002
zaf,14.33,1993
zaf,17.44,1994
zaf,18.7,1995
zaf,21.45,1996
zaf,21.35,1997
zaf,20.63,1998
zaf,21.47,1999
zaf,21.91,2000
zaf,21.57,2001
zaf,20.91,2002
esp,7.43,1951
esp,5.94,1952
esp,5.7,1953
esp,6.3,1954
esp,6.64,1955
esp,6.94,1956
esp,7.87,1957
esp,7.68,1958
esp,7.83,1959
esp,9.55,1960
esp,10.36,1961
esp,10.93,1962
esp,11.65,1963
esp,11.53,1964
esp,10.42,1965
esp,11.89,1966
esp,11.33,1967
esp,12.18,1968
esp,10.27,1969
esp,12.3,1970
esp,12.31,1971
esp,11.84,1972
esp,11.3,1973
esp,11.33,1974
esp,11.95,1975
esp,12.28,1976
esp,12.08,1977
esp,12.37,1978
esp,12.05,1979
esp,12.65,1980
esp,12.82,1981
esp,12.05,1982
esp,12.36,1983
esp,12.5,1984
esp,12.75,1985
esp,12.82,1986
esp,12.98,1987
esp,12.87,1988
esp,12.74,1989
esp,13.06,1990
esp,13.0,1991
esp,12.97,1992
esp,13.57,1993
esp,13.76,1994
esp,13.76,1995
esp,13.94,1996
esp,13.67,1997
esp,14.06,1998
esp,13.39,1999
esp,12.68,2000
esp,12.78,2001
esp,12.38,2002
lka,2.0,2002
sdn,6.0,2002
sur,8.8,1963
sur,14.37,1964
sur,7.63,1965
sur,5.27,1966
sur,10.11,1971
sur,6.26,1972
sur,10.93,1975
sur,8.03,1976
sur,9.56,1977
sur,8.96,1978
sur,5.11,1979
sur,9.15,1980
sur,7.91,1981
sur,13.17,1982
sur,11.63,1984
sur,14.66,1985
sur,11.27,1986
sur,11.58,1987
sur,12.93,1988
sur,8.71,1989
sur,7.84,1990
sur,10.4,1991
sur,10.18,1992
sur,2.62,1995
sur,14.9,1996
sur,5.81,1997
sur,17.49,1998
sur,15.39,1999
sur,13.77,2000
sur,10.9,2002
swz,17.2,2002
swe,10.96,1951
swe,11.99,1952
swe,12.31,1953
swe,11.93,1954
swe,12.82,1955
swe,13.78,1956
swe,14.63,1957
swe,15.81,1958
swe,16.4,1959
swe,16.4,1960
swe,16.82,1961
swe,17.62,1962
swe,18.89,1963
swe,18.23,1964
swe,17.16,1965
swe,17.04,1966
swe,17.4,1967
swe,17.34,1968
swe,18.87,1969
swe,17.77,1970
swe,19.2,1971
swe,22.0,1972
swe,20.37,1973
swe,21.59,1974
swe,22.37,1975
swe,21.98,1976
swe,21.48,1977
swe,21.18,1978
swe,20.52,1979
swe,20.25,1980
swe,17.88,1981
swe,17.28,1982
swe,17.17,1983
swe,17.48,1984
swe,18.41,1985
swe,19.43,1986
swe,18.43,1987
swe,20.13,1988
swe,20.08,1989
swe,21.07,1990
swe,21.54,1991
swe,21.02,1992
swe,21.65,1993
swe,20.65,1994
swe,21.75,1995
swe,21.78,1996
swe,22.49,1997
swe,22.19,1998
swe,22.03,1999
swe,21.93,2000
swe,21.3,2001
swe,19.94,2002
che,14.66,1951
che,14.2,1952
che,13.37,1953
che,13.85,1954
che,14.44,1955
che,15.63,1956
che,14.76,1957
che,15.78,1958
che,15.14,1959
che,15.82,1960
che,15.29,1961
che,16.81,1962
che,16.67,1963
che,16.16,1964
che,16.73,1965
che,15.55,1966
che,16.52,1967
che,17.71,1968
che,17.8,1969
che,18.49,1970
che,18.99,1971
che,18.09,1972
che,20.62,1973
che,19.69,1974
che,18.65,1975
che,19.35,1976
che,18.14,1977
che,18.96,1978
che,17.21,1979
che,18.15,1980
che,21.8,1981
che,20.94,1982
che,20.11,1983
che,20.57,1984
che,22.99,1985
che,21.83,1986
che,20.87,1987
che,22.29,1988
che,21.93,1989
che,22.9,1990
che,22.1,1991
che,22.51,1992
che,22.97,1993
che,23.34,1994
che,19.87,1995
che,19.15,1996
che,18.56,1997
che,17.98,1998
che,18.92,1999
che,17.85,2000
che,17.59,2001
che,16.34,2002
syr,12.5,2002
tjk,2.81,1981
tjk,2.63,1982
tjk,2.01,1985
tjk,1.58,1986
tjk,1.25,1987
tjk,2.72,1988
tjk,2.97,1989
tjk,2.69,1990
tjk,3.58,1991
tjk,2.49,1992
tjk,2.41,1993
tjk,1.63,1994
tjk,1.38,1995
tjk,1.24,1996
tjk,1.08,1997
tjk,1.34,1998
tjk,1.6,1999
tjk,1.94,2000
tjk,2.54,2001
tjk,1.65,2002
tza,17.4,2002
tha,0.02,1958
tha,0.03,1959
tha,0.06,1960
tha,0.01,1961
tha,0.04,1962
tha,0.03,1963
tha,0.01,1964
tha,0.05,1966
tha,0.07,1967
tha,0.1,1968
tha,0.1,1969
tha,0.13,1970
tha,0.07,1971
tha,0.17,1972
tha,0.11,1973
tha,0.15,1974
tha,0.23,1975
tha,0.13,1976
tha,0.08,1977
tha,0.11,1978
tha,0.09,1979
tha,0.12,1980
tha,0.28,1981
tha,0.21,1982
tha,0.12,1983
tha,0.14,1984
tha,0.11,1985
tha,0.17,1986
tha,0.19,1987
tha,0.23,1990
tha,0.25,1991
tha,0.33,1992
tha,0.28,1994
tha,0.33,1995
tha,0.43,1996
tha,0.25,1997
tha,0.33,1998
tha,0.51,1999
tha,0.83,2000
tha,1.08,2002
tgo,16.0,2002
tto,3.88,1951
tto,2.2,1952
tto,4.41,1953
tto,7.64,1954
tto,7.44,1955
tto,7.81,1956
tto,9.97,1957
tto,4.96,1958
tto,11.68,1960
tto,9.12,1961
tto,5.34,1962
tto,10.49,1963
tto,13.78,1966
tto,15.96,1967
tto,12.37,1968
tto,14.29,1970
tto,13.14,1971
tto,17.33,1972
tto,10.62,1973
tto,13.39,1974
tto,20.7,1975
tto,10.96,1976
tto,16.68,1977
tto,13.69,1978
tto,19.15,1979
tto,17.2,1980
tto,22.43,1981
tto,17.93,1982
tto,18.35,1983
tto,27.74,1984
tto,23.3,1985
tto,28.28,1986
tto,31.99,1987
tto,28.12,1988
tto,34.34,1989
tto,32.81,1990
tto,32.44,1991
tto,35.72,1992
tto,34.22,1993
tto,44.73,1994
tto,51.11,1995
tto,46.82,1996
tto,49.18,1997
tto,41.15,1998
tto,47.44,1999
tto,39.72,2000
tto,42.91,2001
tto,51.42,2002
tun,7.0,2002
tur,5.0,2002
tkm,2.1,1981
tkm,1.56,1982
tkm,1.84,1985
tkm,1.59,1986
tkm,1.2,1987
tkm,1.84,1988
tkm,1.64,1989
tkm,1.5,1990
tkm,1.25,1991
tkm,2.17,1992
tkm,1.61,1993
tkm,1.4,1994
tkm,1.65,1995
tkm,0.8,1996
tkm,1.08,1997
tkm,1.32,1998
tkm,1.5,2002
uga,32.5,2002
ukr,4.7,1981
ukr,4.94,1982
ukr,5.52,1985
ukr,5.63,1986
ukr,5.93,1987
ukr,6.39,1988
ukr,6.41,1989
ukr,6.8,1990
ukr,7.05,1991
ukr,6.92,1992
ukr,6.93,1993
ukr,7.48,1994
ukr,7.15,1995
ukr,7.06,1996
ukr,7.32,1997
ukr,7.44,1998
ukr,7.75,1999
ukr,7.84,2000
ukr,7.63,2001
ukr,8.34,2002
are,6.5,2002
gbr,10.73,1950
gbr,10.56,1951
gbr,10.3,1952
gbr,10.79,1953
gbr,11.32,1954
gbr,11.25,1955
gbr,12.04,1956
gbr,11.65,1957
gbr,11.9,1958
gbr,11.75,1959
gbr,12.01,1960
gbr,11.82,1961
gbr,12.32,1962
gbr,12.36,1963
gbr,11.96,1964
gbr,12.77,1965
gbr,12.18,1966
gbr,11.9,1967
gbr,11.77,1968
gbr,11.77,1969
gbr,11.23,1970
gbr,11.51,1971
gbr,11.7,1972
gbr,11.84,1973
gbr,11.89,1974
gbr,11.76,1975
gbr,12.07,1976
gbr,12.0,1977
gbr,11.93,1978
gbr,12.15,1979
gbr,12.45,1980
gbr,12.49,1981
gbr,12.57,1982
gbr,13.01,1983
gbr,14.37,1984
gbr,14.9,1985
gbr,15.17,1986
gbr,15.43,1987
gbr,15.88,1988
gbr,16.4,1989
gbr,16.68,1990
gbr,17.35,1991
gbr,17.5,1992
gbr,17.09,1993
gbr,17.04,1994
gbr,17.23,1995
gbr,16.69,1996
gbr,16.03,1997
gbr,15.84,1998
gbr,15.66,1999
gbr,15.01,2000
gbr,15.74,2001
gbr,15.59,2002
usa,13.24,1950
usa,13.04,1951
usa,13.51,1952
usa,13.55,1953
usa,13.86,1954
usa,13.83,1955
usa,14.02,1956
usa,14.04,1957
usa,13.56,1958
usa,13.26,1959
usa,13.34,1960
usa,13.6,1961
usa,13.58,1962
usa,13.61,1963
usa,13.44,1964
usa,13.54,1965
usa,13.35,1966
usa,13.47,1967
usa,13.7,1968
usa,13.43,1969
usa,13.49,1970
usa,13.69,1971
usa,13.79,1972
usa,14.04,1973
usa,14.04,1974
usa,13.93,1975
usa,14.34,1976
usa,14.37,1977
usa,14.63,1978
usa,14.66,1979
usa,14.83,1980
usa,14.85,1981
usa,14.93,1982
usa,15.22,1983
usa,15.16,1984
usa,15.13,1985
usa,15.6,1986
usa,15.59,1987
usa,15.85,1988
usa,16.36,1989
usa,17.04,1990
usa,17.23,1991
usa,17.3,1992
usa,17.2,1993
usa,16.83,1994
usa,16.35,1995
usa,15.76,1996
usa,14.78,1997
usa,14.07,1998
usa,13.5,1999
usa,12.87,2000
usa,12.39,2001
usa,12.03,2002
ury,11.88,1955
ury,15.21,1956
ury,14.42,1957
ury,12.55,1958
ury,14.81,1959
ury,13.34,1960
ury,16.09,1963
ury,14.13,1964
ury,15.72,1965
ury,14.97,1966
ury,18.13,1967
ury,15.46,1968
ury,16.39,1969
ury,17.09,1970
ury,15.45,1971
ury,17.23,1972
ury,16.56,1973
ury,17.25,1974
ury,15.54,1975
ury,17.53,1976
ury,15.64,1977
ury,18.12,1978
ury,16.75,1980
ury,15.84,1981
ury,16.1,1982
ury,15.62,1983
ury,17.43,1984
ury,18.03,1985
ury,18.47,1986
ury,19.18,1987
ury,19.4,1988
ury,18.61,1989
ury,20.72,1990
ury,19.45,1993
ury,21.25,1994
ury,22.12,1995
ury,23.2,1996
ury,19.92,1997
ury,21.34,1998
ury,20.56,1999
ury,21.04,2000
ury,21.78,2001
ury,22.1,2002
uzb,2.49,1981
uzb,2.4,1982
uzb,2.22,1985
uzb,2.1,1986
uzb,2.02,1987
uzb,1.62,1988
uzb,1.49,1989
uzb,2.55,1990
uzb,1.94,1991
uzb,1.77,1992
uzb,1.03,1993
uzb,1.14,1994
uzb,1.49,1995
uzb,1.1,1996
uzb,1.49,1997
uzb,1.39,1998
uzb,1.42,1999
uzb,1.92,2000
uzb,2.02,2002
vut,1.2,2002
ven,8.48,1955
ven,7.36,1956
ven,8.48,1957
ven,8.91,1958
ven,7.85,1959
ven,9.27,1960
ven,9.18,1961
ven,9.89,1962
