geo,population_aged_15_19_years_both_sexes_percent,time
civ,9.331,2040
civ,8.935,2045
civ,8.57,2050
hrv,9.502,1950
hrv,8.495,1955
hrv,7.047,1960
hrv,8.833,1965
hrv,8.895,1970
hrv,7.925,1975
hrv,7.311,1980
hrv,6.817,1985
hrv,6.751,1990
hrv,6.938,1995
hrv,6.861,2000
hrv,6.213,2005
hrv,5.85,2010
hrv,5.517,2015
hrv,4.839,2020
hrv,4.961,2025
hrv,5.12,2030
hrv,5.077,2035
hrv,4.994,2040
hrv,4.853,2045
hrv,4.809,2050
cub,9.63,1950
cub,9.969,1955
cub,9.761,1960
cub,9.054,1965
cub,9.466,1970
cub,8.742,1975
cub,11.91,1980
cub,11.48,1985
cub,9.972,1990
cub,6.792,1995
cub,7.251,2000
cub,7.549,2005
cub,6.801,2010
cub,6.189,2015
cub,5.655,2020
cub,5.013,2025
cub,4.873,2030
cub,4.793,2035
cub,4.638,2040
cub,4.469,2045
cub,4.308,2050
cyp,9.293,1950
cyp,8.851,1955
cyp,8.377,1960
cyp,10.12,1965
cyp,9.446,1970
cyp,10.86,1975
cyp,9.165,1980
cyp,8.179,1985
cyp,7.331,1990
cyp,7.661,1995
cyp,8.005,2000
cyp,7.656,2005
cyp,7.386,2010
cyp,6.054,2015
cyp,5.361,2020
cyp,5.227,2025
cyp,5.418,2030
cyp,5.525,2035
cyp,5.561,2040
cyp,5.328,2045
cyp,5.111,2050
cze,6.968,1950
cze,6.081,1955
cze,7.573,1960
cze,9.023,1965
cze,8.53,1970
cze,7.106,1975
cze,6.633,1980
cze,6.653,1985
cze,8.171,1990
cze,8.411,1995
cze,6.768,2000
cze,6.473,2005
cze,5.841,2010
cze,4.368,2015
cze,4.588,2020
cze,5.333,2025
cze,5.513,2030
cze,5.286,2035
cze,4.972,2040
cze,4.712,2045
cze,4.751,2050
dnk,6.837,1950
dnk,7.006,1955
dnk,8.319,1960
dnk,8.72,1965
dnk,7.569,1970
dnk,7.311,1975
dnk,7.728,1980
dnk,7.667,1985
dnk,7.16,1990
dnk,6.16,1995
dnk,5.247,2000
dnk,5.704,2005
dnk,6.461,2010
dnk,6.319,2015
dnk,6.03,2020
dnk,5.833,2025
dnk,5.486,2030
dnk,5.478,2035
dnk,5.705,2040
dnk,5.86,2045
dnk,5.822,2050
dji,9.677,1950
dji,11.59,1955
dji,10.71,1960
dji,11.11,1965
dji,10.0,1970
dji,10.31,1975
dji,10.88,1980
dji,10.92,1985
dji,10.73,1990
dji,10.59,1995
dji,10.96,2000
dji,11.41,2005
dji,11.38,2010
dji,10.38,2015
dji,9.922,2020
dji,9.459,2025
dji,9.129,2030
dji,8.926,2035
dji,8.67,2040
dji,8.327,2045
dji,7.907,2050
dom,10.71,1950
dom,10.28,1955
dom,9.997,1960
dom,9.818,1965
dom,10.48,1970
dom,11.34,1975
dom,11.75,1980
dom,11.48,1985
dom,10.86,1990
dom,10.33,1995
dom,10.28,2000
dom,10.08,2005
dom,9.829,2010
dom,9.172,2015
dom,8.961,2020
dom,8.679,2025
dom,8.23,2030
dom,7.796,2035
dom,7.406,2040
dom,7.085,2045
dom,6.793,2050
ecu,9.531,1950
ecu,9.508,1955
ecu,9.304,1960
ecu,9.446,1965
ecu,10.64,1970
ecu,10.61,1975
ecu,10.72,1980
ecu,10.85,1985
ecu,10.86,1990
ecu,10.86,1995
ecu,10.54,2000
ecu,10.13,2005
ecu,9.744,2010
ecu,9.632,2015
ecu,8.995,2020
ecu,8.292,2025
ecu,7.823,2030
ecu,7.517,2035
ecu,7.177,2040
ecu,6.845,2045
ecu,6.505,2050
egy,9.92,1950
egy,9.156,1955
egy,8.497,1960
egy,10.56,1965
egy,10.7,1970
egy,11.02,1975
egy,10.78,1980
egy,10.6,1985
egy,9.872,1990
egy,10.86,1995
egy,11.35,2000
egy,11.82,2005
egy,9.564,2010
egy,9.132,2015
egy,9.047,2020
egy,9.061,2025
egy,8.808,2030
egy,8.199,2035
egy,7.623,2040
egy,7.286,2045
egy,7.107,2050
slv,10.4,1950
slv,10.12,1955
slv,9.527,1960
slv,9.71,1965
slv,10.48,1970
slv,10.65,1975
slv,10.45,1980
slv,10.4,1985
slv,11.03,1990
slv,10.39,1995
slv,9.859,2000
slv,10.31,2005
slv,11.27,2010
slv,10.84,2015
slv,8.675,2020
slv,8.148,2025
slv,8.135,2030
slv,7.962,2035
slv,7.759,2040
slv,7.129,2045
slv,6.612,2050
gnq,9.292,1950
gnq,8.824,1955
gnq,9.055,1960
gnq,8.856,1965
gnq,9.898,1970
gnq,10.88,1975
gnq,13.57,1980
gnq,12.1,1985
gnq,8.488,1990
gnq,6.416,1995
gnq,8.491,2000
gnq,10.82,2005
gnq,10.81,2010
gnq,10.37,2015
gnq,10.05,2020
gnq,10.2,2025
gnq,10.59,2030
gnq,10.6,2035
gnq,10.19,2040
gnq,9.682,2045
gnq,9.343,2050
eri,10.41,1950
eri,10.53,1955
eri,10.46,1960
eri,10.42,1965
eri,9.848,1970
eri,10.17,1975
eri,8.097,1980
eri,9.622,1985
eri,11.94,1990
eri,13.57,1995
eri,12.01,2000
eri,11.36,2005
eri,10.38,2010
eri,9.87,2015
eri,10.7,2020
eri,11.25,2025
eri,10.83,2030
eri,9.939,2035
eri,9.076,2040
eri,8.606,2045
eri,8.465,2050
est,8.826,1950
est,8.973,1955
est,7.166,1960
est,7.137,1965
est,7.405,1970
est,7.472,1975
est,7.002,1980
est,6.754,1985
est,7.066,1990
est,6.944,1995
est,7.507,2000
est,8.024,2005
est,5.755,2010
est,4.644,2015
est,4.873,2020
est,5.896,2025
est,6.457,2030
est,6.333,2035
est,5.873,2040
est,5.225,2045
est,5.028,2050
eth,10.14,1950
eth,10.28,1955
eth,10.45,1960
eth,10.49,1965
eth,10.01,1970
eth,9.95,1975
eth,10.29,1980
eth,10.42,1985
eth,10.27,1990
eth,10.03,1995
eth,10.24,2000
eth,10.84,2005
eth,11.3,2010
eth,11.12,2015
eth,10.81,2020
eth,10.84,2025
eth,10.62,2030
eth,10.3,2035
eth,9.859,2040
eth,9.36,2045
eth,8.863,2050
fji,10.42,1950
fji,10.71,1955
fji,10.41,1960
fji,10.8,1965
fji,11.58,1970
fji,12.65,1975
fji,11.57,1980
fji,10.3,1985
fji,9.807,1990
fji,10.79,1995
fji,10.99,2000
fji,9.903,2005
fji,10.07,2010
fji,10.07,2015
fji,9.357,2020
fji,8.729,2025
fji,8.279,2030
fji,7.883,2035
fji,7.543,2040
fji,7.383,2045
fji,7.143,2050
fin,7.731,1950
fin,7.721,1955
fin,8.059,1960
fin,10.6,1965
fin,9.251,1970
fin,8.468,1975
fin,7.99,1980
fin,7.162,1985
fin,6.056,1990
fin,6.423,1995
fin,6.418,2000
fin,6.085,2005
fin,6.266,2010
fin,5.617,2015
fin,5.387,2020
fin,5.493,2025
fin,5.592,2030
fin,5.623,2035
fin,5.583,2040
fin,5.465,2045
fin,5.345,2050
fra,7.496,1950
fra,6.53,1955
fra,6.097,1960
fra,8.573,1965
fra,8.18,1970
fra,8.013,1975
fra,8.074,1980
fra,7.713,1985
fra,7.5,1990
fra,6.46,1995
fra,6.631,2000
fra,6.405,2005
fra,5.942,2010
fra,5.897,2015
fra,6.171,2020
fra,6.079,2025
fra,5.757,2030
fra,5.607,2035
fra,5.497,2040
fra,5.484,2045
fra,5.573,2050
guf,8.0,1950
guf,7.143,1955
guf,6.25,1960
guf,7.692,1965
guf,10.64,1970
guf,10.71,1975
guf,10.29,1980
guf,9.412,1985
guf,9.483,1990
guf,8.571,1995
guf,9.091,2000
guf,8.911,2005
guf,9.871,2010
guf,9.542,2015
guf,9.278,2020
guf,8.696,2025
guf,8.192,2030
guf,8.052,2035
guf,7.748,2040
guf,7.551,2045
guf,7.143,2050
pyf,10.0,1950
pyf,10.0,1955
pyf,10.26,1960
pyf,9.89,1965
pyf,10.09,1970
pyf,10.94,1975
pyf,11.26,1980
pyf,11.49,1985
pyf,10.82,1990
pyf,9.302,1995
pyf,9.705,2000
pyf,10.94,2005
pyf,8.519,2010
pyf,8.304,2015
pyf,7.516,2020
pyf,7.524,2025
pyf,7.295,2030
pyf,6.785,2035
pyf,6.706,2040
pyf,6.286,2045
pyf,5.949,2050
gab,8.298,1950
gab,8.368,1955
gab,8.23,1960
gab,8.0,1965
gab,8.679,1970
gab,8.754,1975
gab,8.811,1980
gab,8.872,1985
gab,9.375,1990
gab,9.936,1995
gab,10.45,2000
gab,10.83,2005
gab,11.39,2010
gab,10.49,2015
gab,9.786,2020
gab,9.342,2025
gab,9.14,2030
gab,8.919,2035
gab,8.531,2040
gab,8.113,2045
gab,7.727,2050
gmb,10.08,1950
gmb,10.32,1955
gmb,10.34,1960
gmb,9.73,1965
gmb,8.159,1970
gmb,8.544,1975
gmb,8.943,1980
gmb,9.252,1985
gmb,9.497,1990
gmb,9.695,1995
gmb,9.663,2000
gmb,9.882,2005
gmb,10.46,2010
gmb,10.83,2015
gmb,10.85,2020
gmb,10.66,2025
gmb,10.42,2030
gmb,10.07,2035
gmb,9.727,2040
gmb,9.36,2045
gmb,8.985,2050
geo,9.637,1950
geo,10.65,1955
geo,6.729,1960
geo,6.699,1965
geo,8.54,1970
geo,9.7,1975
geo,9.464,1980
geo,7.96,1985
geo,7.564,1990
geo,7.513,1995
geo,7.908,2000
geo,8.802,2005
geo,7.871,2010
geo,5.534,2015
geo,5.402,2020
geo,6.068,2025
geo,6.057,2030
geo,5.873,2035
geo,5.48,2040
geo,5.194,2045
geo,5.263,2050
deu,7.216,1950
deu,8.782,1955
deu,7.301,1960
deu,6.053,1965
deu,6.824,1970
deu,7.424,1975
deu,8.485,1980
deu,7.891,1985
deu,5.63,1990
deu,5.298,1995
deu,5.66,2000
deu,5.871,2005
deu,5.19,2010
deu,4.906,2015
deu,4.596,2020
deu,4.309,2025
deu,4.258,2030
deu,4.393,2035
deu,4.444,2040
