merchandise_trade_percent_of_gdp,geo,time
39.17,ton,1996
39.12,ton,1997
40.81,ton,1998
44.18,ton,1999
41.88,ton,2000
47.99,ton,2001
57.23,ton,2002
53.53,ton,2003
50.18,ton,2004
50.32,ton,2005
42.68,ton,2006
49.52,ton,2007
50.84,ton,2008
48.92,ton,2009
51.39,ton,2010
108.4,tto,1960
117.5,tto,1961
112.8,tto,1962
110.7,tto,1963
117.1,tto,1964
118.7,tto,1965
121.9,tto,1966
112.3,tto,1967
117.5,tto,1968
122.8,tto,1969
124.7,tto,1970
133.0,tto,1971
122.2,tto,1972
114.3,tto,1973
190.1,tto,1974
132.6,tto,1975
168.9,tto,1976
127.4,tto,1977
112.5,tto,1978
102.4,tto,1979
116.3,tto,1980
100.5,tto,1981
84.73,tto,1982
63.27,tto,1983
52.76,tto,1984
49.78,tto,1985
57.07,tto,1986
55.88,tto,1987
56.46,tto,1988
64.77,tto,1989
60.56,tto,1990
68.1,tto,1991
50.52,tto,1992
68.16,tto,1993
60.66,tto,1994
78.23,tto,1995
80.63,tto,1996
96.41,tto,1997
86.98,tto,1998
81.44,tto,1999
92.98,tto,2000
88.94,tto,2001
83.51,tto,2002
80.72,tto,2003
88.28,tto,2004
97.83,tto,2005
112.4,tto,2006
96.87,tto,2007
104.1,tto,2008
81.6,tto,2009
83.31,tto,2010
37.05,tun,1961
37.76,tun,1962
33.99,tun,1963
36.78,tun,1964
36.9,tun,1965
37.49,tun,1966
37.8,tun,1967
30.94,tun,1968
33.48,tun,1969
33.91,tun,1970
33.37,tun,1971
34.91,tun,1972
40.42,tun,1973
57.8,tun,1974
52.65,tun,1975
51.4,tun,1976
53.89,tun,1977
54.7,tun,1978
64.54,tun,1979
65.63,tun,1980
74.64,tun,1981
66.47,tun,1982
59.36,tun,1983
60.18,tun,1984
53.45,tun,1985
51.55,tun,1986
53.4,tun,1987
60.26,tun,1988
72.3,tun,1989
73.54,tun,1990
67.98,tun,1991
67.43,tun,1992
68.56,tun,1993
71.88,tun,1994
74.19,tun,1995
67.47,tun,1996
64.94,tun,1997
64.61,tun,1998
62.53,tun,1999
67.14,tun,2000
73.23,tun,2001
70.87,tun,2002
68.98,tun,2003
72.16,tun,2004
73.32,tun,2005
77.67,tun,2006
88.01,tun,2007
97.95,tun,2008
77.07,tun,2009
87.25,tun,2010
5.637,tur,1960
10.65,tur,1961
11.22,tur,1962
10.2,tur,1963
8.486,tur,1964
8.67,tur,1965
8.561,tur,1966
7.705,tur,1967
7.2,tur,1968
6.873,tur,1969
8.99,tur,1970
11.36,tur,1971
11.98,tur,1972
13.23,tur,1973
14.92,tur,1974
13.76,tur,1975
13.82,tur,1976
12.87,tur,1977
10.57,tur,1978
8.201,tur,1979
15.73,tur,1980
19.19,tur,1981
22.6,tur,1982
24.26,tur,1983
29.82,tur,1984
28.71,tur,1985
24.51,tur,1986
27.93,tur,1987
28.61,tur,1988
25.59,tur,1989
23.4,tur,1990
22.93,tur,1991
23.63,tur,1992
24.67,tur,1993
31.66,tur,1994
33.84,tur,1995
36.84,tur,1996
39.41,tur,1997
27.07,tur,1998
26.93,tur,1999
30.87,tur,2000
37.11,tur,2001
37.68,tur,2002
38.48,tur,2003
40.98,tur,2004
39.39,tur,2005
42.4,tur,2006
42.85,tur,2007
45.73,tur,2008
39.55,tur,2009
40.79,tur,2010
141.1,tkm,1994
130.7,tkm,1995
126.5,tkm,1996
91.02,tkm,1997
60.25,tkm,1998
108.7,tkm,1999
147.8,tkm,2000
140.0,tkm,2001
111.4,tkm,2002
102.8,tkm,2003
105.1,tkm,2004
97.37,tkm,2005
94.54,tkm,2006
99.11,tkm,2007
91.04,tkm,2008
63.27,tkm,2009
60.5,tkm,2010
58.36,tuv,1990
48.81,tuv,1991
53.07,tuv,1992
70.5,tuv,1993
75.99,tuv,1994
53.23,tuv,1995
45.28,tuv,1996
60.48,tuv,1997
78.8,tuv,1998
59.58,tuv,1999
35.94,tuv,2000
25.74,tuv,2001
75.36,tuv,2002
42.38,tuv,2003
52.49,tuv,2004
58.5,tuv,2005
54.84,tuv,2006
55.84,tuv,2007
89.76,tuv,2008
54.75,tuv,2009
51.99,tuv,2010
52.09,uga,1960
52.12,uga,1961
51.0,uga,1962
56.24,uga,1963
58.2,uga,1964
41.51,uga,1965
41.42,uga,1966
39.11,uga,1967
36.69,uga,1968
34.88,uga,1969
36.05,uga,1970
35.96,uga,1971
29.84,uga,1972
26.65,uga,1973
25.17,uga,1974
19.67,uga,1975
21.91,uga,1976
28.25,uga,1977
24.86,uga,1978
29.54,uga,1979
51.26,uga,1980
43.97,uga,1981
33.34,uga,1982
33.43,uga,1983
20.55,uga,1984
20.29,uga,1985
18.94,uga,1986
18.61,uga,1987
17.79,uga,1988
10.33,uga,1989
10.22,uga,1990
11.92,uga,1991
22.64,uga,1992
22.17,uga,1993
32.18,uga,1994
26.34,uga,1995
29.41,uga,1996
29.84,uga,1997
29.11,uga,1998
31.02,uga,1999
31.31,uga,2000
35.01,uga,2001
24.61,uga,2002
30.09,uga,2003
29.97,uga,2004
31.04,uga,2005
35.28,uga,2006
40.53,uga,2007
43.28,uga,2008
36.8,uga,2009
36.23,uga,2010
40.06,ukr,1994
59.34,ukr,1995
71.83,ukr,1996
62.53,ukr,1997
65.21,ukr,1998
74.18,ukr,1999
91.26,ukr,2000
84.3,ukr,2001
82.41,ukr,2002
91.93,ukr,2003
95.04,ukr,2004
81.68,ukr,2005
77.41,ukr,2006
77.01,ukr,2007
84.72,ukr,2008
72.74,ukr,2009
81.48,ukr,2010
67.57,are,1975
67.0,are,1976
59.07,are,1977
60.97,are,1978
66.03,are,1979
70.45,are,1980
64.92,are,1981
60.53,are,1982
58.86,are,1983
56.06,are,1984
57.46,are,1985
50.27,are,1986
53.88,are,1987
56.68,are,1988
66.58,are,1989
68.52,are,1990
74.06,are,1991
77.74,are,1992
83.8,are,1993
82.92,are,1994
79.31,are,1995
92.29,are,1996
94.53,are,1997
87.78,are,1998
80.76,are,1999
81.32,are,2000
82.96,are,2001
86.34,are,2002
95.87,are,2003
110.3,are,2004
111.8,are,2005
110.6,are,2006
120.5,are,2007
132.2,are,2008
123.9,are,2009
127.7,are,2010
32.69,gbr,1960
31.04,gbr,1961
30.19,gbr,1962
30.7,gbr,1963
30.89,gbr,1964
29.76,gbr,1965
29.35,gbr,1966
29.04,gbr,1967
32.87,gbr,1968
33.37,gbr,1969
33.1,gbr,1970
32.55,gbr,1971
31.84,gbr,1972
37.24,gbr,1973
46.72,gbr,1974
40.93,gbr,1975
44.51,gbr,1976
46.4,gbr,1977
44.2,gbr,1978
44.03,gbr,1979
41.65,gbr,1980
39.79,gbr,1981
40.05,gbr,1982
41.17,gbr,1983
45.26,gbr,1984
45.28,gbr,1985
40.92,gbr,1986
40.78,gbr,1987
39.3,gbr,1988
40.73,gbr,1989
40.31,gbr,1990
37.4,gbr,1991
37.7,gbr,1992
39.82,gbr,1993
41.41,gbr,1994
43.66,gbr,1995
44.76,gbr,1996
43.26,gbr,1997
40.88,gbr,1998
39.73,gbr,1999
42.88,gbr,2000
41.92,gbr,2001
39.97,gbr,2002
37.9,gbr,2003
37.16,gbr,2004
39.38,gbr,2005
42.96,gbr,2006
37.76,gbr,2007
41.45,gbr,2008
38.49,gbr,2009
42.7,gbr,2010
7.105,usa,1960
6.862,usa,1961
6.816,usa,1962
6.871,usa,1963
7.152,usa,1964
7.129,usa,1965
7.458,usa,1966
7.328,usa,1967
7.777,usa,1968
7.862,usa,1969
8.356,usa,1970
8.31,usa,1971
8.869,usa,1972
10.56,usa,1973
14.15,usa,1974
13.23,usa,1975
13.78,usa,1976
14.08,usa,1977
14.58,usa,1978
16.06,usa,1979
17.44,usa,1980
16.5,usa,1981
14.6,usa,1982
13.56,usa,1983
14.62,usa,1984
13.65,usa,1985
13.77,usa,1986
14.44,usa,1987
15.45,usa,1988
15.75,usa,1989
15.83,usa,1990
15.68,usa,1991
16.0,usa,1992
16.23,usa,1993
17.19,usa,1994
18.47,usa,1995
18.67,usa,1996
19.24,usa,1997
18.61,usa,1998
18.87,usa,1999
20.62,usa,2000
18.65,usa,2001
17.88,usa,2002
18.29,usa,2003
19.81,usa,2004
20.94,usa,2005
22.08,usa,2006
22.64,usa,2007
24.18,usa,2008
18.94,usa,2009
22.26,usa,2010
27.89,ury,1960
24.89,ury,1961
22.46,ury,1962
22.23,ury,1963
19.11,ury,1964
18.1,ury,1965
19.35,ury,1966
20.65,ury,1967
21.12,ury,1968
19.84,ury,1969
21.69,ury,1970
15.48,ury,1971
19.44,ury,1972
15.29,ury,1973
21.24,ury,1974
26.58,ury,1975
30.91,ury,1976
32.5,ury,1977
29.39,ury,1978
27.77,ury,1979
26.95,ury,1980
25.85,ury,1981
23.24,ury,1982
35.93,ury,1983
35.28,ury,1984
34.17,ury,1985
33.3,ury,1986
31.64,ury,1987
31.19,ury,1988
33.18,ury,1989
32.65,ury,1990
28.93,ury,1991
29.1,ury,1992
26.46,ury,1993
26.89,ury,1994
25.77,ury,1995
27.88,ury,1996
26.92,ury,1997
25.93,ury,1998
23.32,ury,1999
25.24,ury,2000
24.5,ury,2001
28.11,ury,2002
36.49,ury,2003
44.17,ury,2004
42.05,ury,2005
44.92,ury,2006
43.34,ury,2007
49.43,ury,2008
40.45,ury,2009
39.32,ury,2010
39.96,uzb,1994
46.29,uzb,1995
63.95,uzb,1996
55.68,uzb,1997
45.5,uzb,1998
37.15,uzb,1999
40.07,uzb,2000
48.43,uzb,2001
50.97,uzb,2002
57.73,uzb,2003
63.77,uzb,2004
58.82,uzb,2005
58.7,uzb,2006
64.4,uzb,2007
70.12,uzb,2008
60.21,uzb,2009
51.93,uzb,2010
86.52,vut,1979
95.22,vut,1980
91.14,vut,1981
83.55,vut,1982
84.45,vut,1983
83.36,vut,1984
80.84,vut,1985
63.19,vut,1986
66.5,vut,1987
59.91,vut,1988
64.37,vut,1989
72.6,vut,1990
53.48,vut,1991
54.04,vut,1992
53.7,vut,1993
51.99,vut,1994
52.59,vut,1995
52.21,vut,1996
50.41,vut,1997
48.42,vut,1998
46.27,vut,1999
41.54,vut,2000
42.65,vut,2001
41.91,vut,2002
42.13,vut,2003
45.43,vut,2004
47.52,vut,2005
61.1,vut,2006
52.92,vut,2007
62.4,vut,2008
59.41,vut,2009
47.81,vut,2010
40.58,ven,1960
38.35,ven,1961
36.93,ven,1962
33.58,ven,1963
40.84,ven,1964
40.36,ven,1965
36.44,ven,1966
43.18,ven,1967
38.74,ven,1968
40.26,ven,1969
38.77,ven,1970
36.12,ven,1971
35.35,ven,1972
31.42,ven,1973
52.6,ven,1974
47.11,ven,1975
46.76,ven,1976
48.39,ven,1977
45.06,ven,1978
44.82,ven,1979
46.25,ven,1980
45.15,ven,1981
38.51,ven,1982
25.9,ven,1983
42.48,ven,1984
38.91,ven,1985
29.13,ven,1986
44.63,ven,1987
39.31,ven,1988
50.1,ven,1989
52.8,ven,1990
50.84,ven,1991
48.32,ven,1992
46.8,ven,1993
44.71,ven,1994
41.54,ven,1995
48.26,ven,1996
44.83,ven,1997
36.7,ven,1998
35.75,ven,1999
42.46,ven,2000
36.6,ven,2001
42.79,ven,2002
43.63,ven,2003
50.11,ven,2004
54.8,ven,2005
54.06,ven,2006
50.81,ven,2007
46.52,ven,2008
30.11,ven,2009
27.2,ven,2010
18.13,vnm,1985
11.18,vnm,1986
9.027,vnm,1987
14.92,vnm,1988
71.68,vnm,1989
79.68,vnm,1990
46.03,vnm,1991
51.9,vnm,1992
49.44,vnm,1993
60.66,vnm,1994
65.61,vnm,1995
74.62,vnm,1996
77.4,vnm,1997
76.67,vnm,1998
81.17,vnm,1999
96.63,vnm,2000
95.6,vnm,2001
104.0,vnm,2002
114.8,vnm,2003
128.7,vnm,2004
130.8,vnm,2005
139.3,vnm,2006
156.6,vnm,2007
157.4,vnm,2008
130.7,vnm,2009
147.5,vnm,2010
40.07,yem,1990
45.26,yem,1991
49.6,yem,1992
63.93,yem,1993
72.49,yem,1994
82.82,yem,1995
81.46,yem,1996
66.06,yem,1997
57.91,yem,1998
58.21,yem,1999
66.45,yem,2000
59.27,yem,2001
58.52,yem,2002
62.9,yem,2003
58.09,yem,2004
65.57,yem,2005
66.7,yem,2006
68.38,yem,2007
67.35,yem,2008
61.46,yem,2009
58.84,yem,2010
81.86,zmb,1960
82.51,zmb,1961
75.08,zmb,1962
74.54,zmb,1963
83.8,zmb,1964
77.77,zmb,1965
83.59,zmb,1966
81.59,zmb,1967
77.27,zmb,1968
78.35,zmb,1969
82.64,zmb,1970
107.8,zmb,1971
70.69,zmb,1972
68.91,zmb,1973
75.37,zmb,1974
71.23,zmb,1975
65.45,zmb,1976
62.32,zmb,1977
52.44,zmb,1978
63.28,zmb,1979
67.9,zmb,1980
58.38,zmb,1981
57.48,zmb,1982
50.81,zmb,1983
50.82,zmb,1984
63.84,zmb,1985
70.0,zmb,1986
74.56,zmb,1987
54.01,zmb,1988
56.4,zmb,1989
76.91,zmb,1990
56.3,zmb,1991
48.73,zmb,1992
49.95,zmb,1993
45.45,zmb,1994
50.03,zmb,1995
57.24,zmb,1996
44.34,zmb,1997
65.86,zmb,1998
60.2,zmb,1999
54.99,zmb,2000
56.9,zmb,2001
55.4,zmb,2002
58.39,zmb,2003
68.53,zmb,2004
60.84,zmb,2005
63.96,zmb,2006
74.73,zmb,2007
69.39,zmb,2008
63.29,zmb,2009
77.32,zmb,2010
40.36,zwe,1960
41.67,zwe,1961
40.09,zwe,1962
37.95,zwe,1963
60.27,zwe,1964
63.87,zwe,1965
43.14,zwe,1966
41.04,zwe,1967
40.3,zwe,1968
36.95,zwe,1969
39.74,zwe,1970
39.48,zwe,1971
37.09,zwe,1972
39.11,zwe,1973
43.39,zwe,1974
42.63,zwe,1975
36.92,zwe,1976
36.37,zwe,1977
36.15,zwe,1978
38.3,zwe,1979
42.85,zwe,1980
38.73,zwe,1981
34.12,zwe,1982
30.14,zwe,1983
35.47,zwe,1984
38.01,zwe,1985
39.15,zwe,1986
39.04,zwe,1987
37.66,zwe,1988
38.18,zwe,1989
40.68,zwe,1990
41.51,zwe,1991
54.03,zwe,1992
51.59,zwe,1993
59.86,zwe,1994
67.19,zwe,1995
60.9,zwe,1996
66.04,zwe,1997
75.16,zwe,1998
58.52,zwe,1999
56.62,zwe,2000
43.11,zwe,2001
59.33,zwe,2002
59.01,zwe,2003
70.46,zwe,2004
72.98,zwe,2005
78.99,zwe,2006
93.54,zwe,2007
116.6,zwe,2008
88.57,zwe,2009
84.27,zwe,2010
