geo,lung_cancer_deaths_per_100000_men,time
jpn,4.89,1954
jpn,5.77,1955
jpn,6.86,1956
jpn,7.35,1957
jpn,8.23,1958
jpn,9.15,1959
jpn,9.8,1960
jpn,10.35,1961
jpn,11.15,1962
jpn,11.95,1963
jpn,12.51,1964
jpn,12.99,1965
jpn,13.73,1966
jpn,14.42,1967
jpn,14.9,1968
jpn,15.66,1969
jpn,15.86,1970
jpn,16.56,1971
jpn,17.69,1972
jpn,18.02,1973
jpn,18.89,1974
jpn,19.59,1975
jpn,20.44,1976
jpn,21.72,1977
jpn,22.43,1978
jpn,23.67,1979
jpn,24.27,1980
jpn,25.34,1981
jpn,25.78,1982
jpn,26.45,1983
jpn,27.32,1984
jpn,27.68,1985
jpn,27.54,1986
jpn,28.71,1987
jpn,29.3,1988
jpn,30.21,1989
jpn,30.35,1990
jpn,30.48,1991
jpn,30.74,1992
jpn,30.86,1993
jpn,31.06,1994
jpn,31.51,1995
jpn,31.95,1996
jpn,31.42,1997
jpn,31.37,1998
jpn,31.01,1999
jpn,30.89,2000
jpn,30.42,2001
jpn,30.22,2002
jor,15.3,2002
kaz,55.3,1981
kaz,52.67,1982
kaz,59.51,1985
kaz,62.24,1986
kaz,63.72,1987
kaz,65.08,1988
kaz,67.84,1989
kaz,70.64,1990
kaz,69.87,1991
kaz,71.09,1992
kaz,70.73,1993
kaz,63.97,1994
kaz,63.25,1995
kaz,59.47,1996
kaz,57.33,1997
kaz,58.45,1998
kaz,54.38,1999
kaz,54.61,2000
kaz,51.71,2001
kaz,52.04,2002
ken,4.1,2002
prk,43.0,2002
kor,17.16,1985
kor,19.21,1986
kor,20.39,1987
kor,22.85,1988
kor,25.23,1989
kor,26.51,1990
kor,28.68,1991
kor,32.76,1992
kor,34.74,1993
kor,37.84,1994
kor,37.72,1995
kor,37.36,1996
kor,38.31,1997
kor,37.06,1998
kor,38.46,1999
kor,40.93,2000
kor,40.7,2001
kor,40.27,2002
kwt,15.06,1972
kwt,17.93,1975
kwt,16.83,1976
kwt,24.86,1977
kwt,20.65,1978
kwt,24.6,1979
kwt,25.59,1980
kwt,16.69,1981
kwt,30.2,1982
kwt,24.54,1983
kwt,26.8,1984
kwt,26.09,1985
kwt,20.44,1986
kwt,18.66,1987
kwt,11.87,1993
kwt,11.79,1994
kwt,20.32,1995
kwt,19.63,1996
kwt,19.29,1997
kwt,15.92,1998
kwt,11.48,1999
kwt,16.99,2000
kwt,9.58,2001
kwt,12.28,2002
kgz,28.77,1981
kgz,33.23,1982
kgz,31.19,1985
kgz,32.68,1986
kgz,32.19,1987
kgz,35.11,1988
kgz,38.71,1989
kgz,35.14,1990
kgz,36.29,1991
kgz,36.41,1992
kgz,28.15,1993
kgz,25.47,1994
kgz,25.99,1995
kgz,24.04,1996
kgz,23.69,1997
kgz,22.31,1998
kgz,22.84,1999
kgz,20.38,2000
kgz,19.35,2001
kgz,22.15,2002
lao,16.9,2002
lva,51.86,1980
lva,51.09,1981
lva,57.91,1982
lva,57.73,1983
lva,56.64,1984
lva,58.81,1985
lva,62.83,1986
lva,64.85,1987
lva,66.08,1988
lva,65.43,1989
lva,63.94,1990
lva,70.83,1991
lva,68.1,1992
lva,63.61,1993
lva,67.22,1994
lva,60.97,1995
lva,62.33,1996
lva,57.23,1997
lva,57.97,1998
lva,61.82,1999
lva,55.5,2000
lva,60.26,2001
lva,56.63,2002
lbn,29.1,2002
lso,11.3,2002
lbr,1.6,2002
lby,10.1,2002
ltu,52.29,1981
ltu,51.81,1982
ltu,54.2,1985
ltu,56.13,1986
ltu,57.88,1987
ltu,59.83,1988
ltu,59.51,1989
ltu,61.46,1990
ltu,65.03,1991
ltu,62.91,1992
ltu,62.96,1993
ltu,64.79,1994
ltu,63.4,1995
ltu,60.33,1996
ltu,57.9,1997
ltu,60.33,1998
ltu,58.69,1999
ltu,54.13,2000
ltu,55.58,2001
ltu,55.21,2002
lux,63.51,1967
lux,65.72,1968
lux,56.77,1969
lux,71.45,1970
lux,69.1,1971
lux,63.32,1972
lux,67.07,1973
lux,54.93,1974
lux,66.74,1975
lux,68.53,1976
lux,71.53,1977
lux,65.46,1978
lux,64.36,1979
lux,67.29,1980
lux,71.75,1981
lux,72.98,1982
lux,70.41,1983
lux,67.46,1984
lux,66.17,1985
lux,72.5,1986
lux,70.25,1987
lux,72.4,1988
lux,63.13,1989
lux,61.6,1990
lux,55.89,1991
lux,62.57,1992
lux,63.51,1993
lux,51.91,1994
lux,58.45,1995
lux,54.84,1996
lux,54.09,1997
lux,53.29,1998
lux,46.41,1999
lux,48.06,2000
lux,41.67,2001
lux,44.0,2002
mkd,31.65,1991
mkd,34.93,1992
mkd,38.04,1993
mkd,41.29,1994
mkd,36.43,1995
mkd,41.33,1996
mkd,41.49,1997
mkd,43.11,1998
mkd,39.91,1999
mkd,41.45,2000
mkd,41.64,2001
mkd,42.24,2002
mdg,3.5,2002
mwi,2.4,2002
mys,27.9,2002
mli,2.8,2002
mlt,38.38,1965
mlt,30.7,1967
mlt,38.06,1968
mlt,40.92,1969
mlt,35.94,1970
mlt,44.2,1971
mlt,25.01,1972
mlt,29.24,1973
mlt,30.44,1974
mlt,47.36,1975
mlt,38.99,1976
mlt,31.18,1977
mlt,41.25,1978
mlt,40.01,1979
mlt,39.62,1980
mlt,41.53,1981
mlt,39.64,1982
mlt,40.18,1983
mlt,39.89,1984
mlt,47.48,1985
mlt,47.48,1986
mlt,47.77,1987
mlt,35.49,1988
mlt,45.36,1989
mlt,40.48,1990
mlt,44.11,1991
mlt,43.76,1992
mlt,42.54,1993
mlt,40.42,1994
mlt,43.33,1995
mlt,49.16,1996
mlt,38.57,1997
mlt,32.29,1998
mlt,38.19,1999
mlt,35.12,2000
mlt,40.76,2001
mlt,41.35,2002
mrt,2.4,2002
mus,12.15,1961
mus,9.55,1962
mus,8.57,1963
mus,11.82,1964
mus,4.35,1965
mus,11.11,1966
mus,9.39,1967
mus,16.95,1968
mus,16.24,1969
mus,15.71,1970
mus,11.47,1971
mus,20.94,1972
mus,27.53,1973
mus,10.94,1974
mus,18.63,1975
mus,19.57,1976
mus,11.83,1977
mus,16.91,1978
mus,21.52,1979
mus,22.18,1980
mus,30.83,1981
mus,19.84,1982
mus,15.35,1983
mus,19.29,1984
mus,19.94,1985
mus,17.1,1986
mus,14.3,1987
mus,20.29,1988
mus,18.71,1989
mus,15.59,1990
mus,18.74,1991
mus,17.62,1992
mus,14.93,1993
mus,14.8,1994
mus,17.49,1995
mus,16.45,1996
mus,12.7,1997
mus,16.7,1998
mus,14.02,1999
mus,12.86,2000
mus,19.88,2001
mus,15.87,2002
mex,3.66,1955
mex,4.28,1956
mex,4.41,1957
mex,5.58,1958
mex,5.54,1959
mex,5.84,1960
mex,5.71,1961
mex,5.47,1962
mex,5.69,1963
mex,5.98,1964
mex,6.64,1965
mex,6.56,1966
mex,7.55,1967
mex,7.12,1968
mex,6.87,1969
mex,7.45,1970
mex,7.79,1971
mex,7.98,1972
mex,8.29,1973
mex,8.62,1974
mex,9.31,1975
mex,9.65,1976
mex,9.79,1977
mex,10.86,1978
mex,11.81,1979
mex,11.06,1980
mex,12.05,1981
mex,12.41,1982
mex,12.97,1983
mex,13.34,1984
mex,14.25,1985
mex,14.47,1986
mex,15.03,1987
mex,15.18,1988
mex,15.83,1989
mex,14.77,1990
mex,14.81,1991
mex,15.28,1992
mex,16.02,1993
mex,15.36,1994
mex,14.91,1995
mex,14.22,1996
mex,14.49,1997
mex,13.7,1998
mex,13.62,1999
mex,12.66,2000
mex,12.65,2001
mex,12.5,2002
mda,31.5,1981
mda,33.52,1982
mda,39.7,1985
mda,41.09,1986
mda,42.18,1987
mda,45.36,1988
mda,47.7,1989
mda,45.88,1990
mda,42.57,1991
mda,42.12,1992
mda,41.42,1993
mda,44.01,1994
mda,40.75,1995
mda,41.29,1996
mda,35.03,1997
mda,31.37,1998
mda,28.11,1999
mda,28.11,2000
mda,30.59,2001
mda,28.48,2002
mng,27.6,2002
mar,19.6,2002
moz,1.7,2002
mmr,25.5,2002
nam,5.9,2002
npl,11.0,2002
nld,22.92,1950
nld,25.86,1951
nld,26.45,1952
nld,27.61,1953
nld,30.74,1954
nld,30.83,1955
nld,34.27,1956
nld,35.31,1957
nld,36.52,1958
nld,40.22,1959
nld,41.81,1960
nld,45.47,1961
nld,47.6,1962
nld,50.47,1963
nld,52.54,1964
nld,52.85,1965
nld,56.33,1966
nld,59.82,1967
nld,62.09,1968
nld,62.83,1969
nld,64.88,1970
nld,68.02,1971
nld,67.5,1972
nld,70.15,1973
nld,70.4,1974
nld,72.97,1975
nld,75.34,1976
nld,74.28,1977
nld,77.89,1978
nld,76.0,1979
nld,77.9,1980
nld,77.85,1981
nld,78.2,1982
nld,75.91,1983
nld,77.18,1984
nld,76.75,1985
nld,76.96,1986
nld,74.82,1987
nld,74.94,1988
nld,71.72,1989
nld,67.3,1990
nld,67.53,1991
nld,66.23,1992
nld,65.15,1993
nld,62.74,1994
nld,61.25,1995
nld,58.83,1996
nld,57.72,1997
nld,56.19,1998
nld,54.37,1999
nld,50.45,2000
nld,50.42,2001
nld,49.33,2002
nzl,16.86,1950
nzl,19.48,1951
nzl,21.99,1952
nzl,21.84,1953
nzl,23.68,1954
nzl,26.49,1955
nzl,26.78,1956
nzl,30.16,1957
nzl,28.74,1958
nzl,29.93,1959
nzl,27.96,1960
nzl,32.24,1961
nzl,34.7,1962
nzl,36.6,1963
nzl,37.55,1964
nzl,37.78,1965
nzl,41.04,1966
nzl,37.39,1967
nzl,45.11,1968
nzl,46.05,1969
nzl,47.0,1970
nzl,45.99,1971
nzl,42.33,1972
nzl,45.44,1973
nzl,48.88,1974
nzl,49.66,1975
nzl,51.74,1976
nzl,50.33,1977
nzl,48.49,1978
nzl,49.49,1979
nzl,48.64,1980
nzl,49.44,1981
nzl,46.14,1982
nzl,50.98,1983
nzl,51.01,1984
nzl,45.16,1985
nzl,47.92,1986
nzl,47.38,1987
nzl,44.14,1988
nzl,42.92,1989
nzl,42.19,1990
nzl,40.21,1991
nzl,42.35,1992
nzl,38.93,1993
nzl,38.42,1994
nzl,37.47,1995
nzl,36.93,1996
nzl,35.27,1997
nzl,33.42,1998
nzl,32.8,1999
nzl,31.58,2000
nzl,30.17,2001
nzl,29.74,2002
nic,0.49,1961
nic,0.51,1962
nic,1.41,1963
nic,0.9,1964
nic,0.26,1968
nic,1.37,1969
nic,0.5,1973
nic,0.52,1974
nic,2.12,1975
nic,0.28,1976
nic,1.36,1977
nic,1.2,1978
nic,3.62,1988
nic,3.5,1989
nic,5.47,1990
nic,3.43,1991
nic,3.42,1992
nic,3.83,1993
nic,5.09,1994
nic,5.1,1996
nic,5.55,1997
nic,5.41,1998
nic,6.1,1999
nic,6.33,2000
nic,4.6,2001
nic,5.52,2002
ner,4.6,2002
nga,1.1,2002
nor,7.08,1951
nor,7.72,1952
nor,7.21,1953
nor,8.92,1954
nor,7.95,1955
nor,9.15,1956
nor,9.01,1957
nor,10.39,1958
nor,11.53,1959
nor,12.7,1960
nor,12.57,1961
nor,12.28,1962
nor,13.67,1963
nor,14.24,1964
nor,14.56,1965
nor,14.44,1966
nor,16.45,1967
nor,18.27,1968
nor,18.55,1969
nor,19.39,1970
nor,19.52,1971
nor,19.42,1972
nor,20.24,1973
nor,19.83,1974
nor,22.8,1975
nor,23.26,1976
nor,24.09,1977
nor,24.85,1978
nor,24.66,1979
nor,24.24,1980
nor,29.57,1981
nor,28.92,1982
nor,27.53,1983
nor,28.95,1984
nor,29.54,1985
nor,30.97,1986
nor,30.7,1987
nor,31.23,1988
nor,29.66,1989
nor,30.06,1990
nor,31.6,1991
nor,31.14,1992
nor,32.1,1993
nor,32.02,1994
nor,31.45,1995
nor,31.06,1996
nor,31.37,1997
nor,30.56,1998
nor,32.04,1999
nor,30.03,2000
nor,30.01,2001
nor,31.95,2002
omn,8.8,2002
pak,18.6,2002
pan,5.55,1955
pan,6.04,1956
pan,9.06,1957
pan,7.05,1958
pan,5.27,1959
pan,5.82,1960
pan,8.81,1961
pan,6.65,1962
pan,6.91,1963
pan,6.43,1964
pan,9.61,1965
pan,7.92,1966
pan,6.91,1967
pan,7.12,1968
pan,7.02,1969
pan,8.85,1970
pan,8.42,1971
pan,10.82,1972
pan,9.6,1973
pan,10.65,1974
pan,11.24,1975
pan,10.54,1976
pan,12.24,1977
pan,11.43,1978
pan,13.92,1979
pan,16.07,1980
pan,12.38,1981
pan,13.87,1982
pan,14.22,1983
pan,13.9,1984
pan,12.69,1985
pan,16.49,1986
pan,13.53,1987
pan,14.39,1988
pan,15.17,1989
pan,12.84,1996
pan,11.35,1997
pan,12.45,1998
pan,12.34,1999
pan,10.88,2000
pan,11.56,2001
pan,12.62,2002
png,2.1,2002
pry,19.7,2002
per,11.6,2002
phl,46.6,2002
pol,14.61,1959
pol,17.49,1960
pol,18.87,1961
pol,20.81,1962
pol,23.52,1963
pol,26.36,1964
pol,27.8,1965
pol,30.08,1966
pol,31.85,1967
pol,34.15,1968
pol,34.14,1969
pol,35.96,1970
pol,39.2,1971
pol,39.57,1972
pol,42.75,1973
pol,43.89,1974
pol,45.43,1975
pol,48.18,1976
pol,48.13,1977
pol,50.81,1978
pol,52.44,1979
pol,55.26,1980
pol,57.12,1981
pol,57.58,1982
pol,61.71,1983
pol,63.56,1984
pol,65.15,1985
pol,66.27,1986
pol,66.75,1987
pol,68.99,1988
pol,69.38,1989
pol,71.08,1990
pol,72.0,1991
pol,70.32,1992
pol,71.98,1993
pol,71.3,1994
pol,72.2,1995
pol,70.35,1996
pol,67.69,1999
pol,68.06,2000
pol,68.63,2001
pol,68.73,2002
prt,7.8,1955
prt,6.78,1956
prt,8.14,1957
prt,7.58,1958
prt,8.37,1959
prt,8.82,1960
prt,9.04,1961
prt,9.71,1962
prt,10.3,1963
prt,10.29,1964
prt,10.93,1965
prt,12.63,1966
prt,11.16,1967
prt,13.0,1968
prt,13.22,1969
prt,14.06,1970
prt,15.1,1971
prt,14.49,1972
prt,15.21,1973
prt,14.73,1974
prt,16.67,1975
prt,16.99,1976
prt,17.06,1977
prt,19.31,1978
prt,20.11,1979
prt,21.2,1980
prt,20.28,1981
prt,21.25,1982
prt,21.76,1983
prt,22.47,1984
prt,24.46,1985
prt,24.56,1986
prt,25.99,1987
prt,24.68,1988
prt,24.17,1989
prt,26.25,1990
prt,25.8,1991
prt,25.78,1992
prt,29.09,1993
prt,27.83,1994
prt,27.8,1995
prt,29.0,1996
prt,28.31,1997
prt,29.64,1998
prt,27.54,1999
prt,28.43,2000
prt,28.36,2001
prt,28.87,2002
pri,19.1,2002
qat,18.5,2002
rou,18.21,1959
rou,19.19,1960
rou,23.51,1961
rou,24.56,1962
rou,25.47,1963
rou,26.21,1964
rou,27.34,1965
rou,26.72,1966
rou,24.93,1967
rou,25.43,1968
rou,27.46,1969
rou,27.3,1970
rou,28.37,1971
rou,28.38,1972
rou,28.56,1973
rou,29.13,1974
rou,29.72,1975
rou,30.97,1976
rou,30.98,1977
rou,32.08,1978
rou,33.15,1980
rou,32.51,1981
rou,32.95,1982
rou,33.28,1983
rou,34.13,1984
rou,35.72,1985
rou,37.79,1986
rou,37.78,1987
rou,39.62,1988
rou,38.8,1989
rou,38.27,1990
rou,39.72,1991
rou,42.28,1992
rou,43.02,1993
rou,44.6,1994
rou,45.17,1995
rou,44.39,1996
rou,45.05,1997
rou,45.59,1998
rou,44.13,1999
rou,46.87,2000
rou,47.26,2001
rou,47.02,2002
rus,59.61,1980
rus,60.52,1981
rus,62.24,1982
rus,64.17,1983
rus,64.85,1984
rus,66.26,1985
rus,68.48,1986
rus,69.37,1987
rus,71.39,1988
rus,72.31,1989
rus,72.73,1990
rus,73.02,1991
rus,73.21,1992
rus,73.88,1993
rus,72.27,1994
rus,68.58,1995
rus,64.72,1996
rus,63.97,1997
rus,62.79,1998
rus,61.75,1999
rus,60.44,2000
rus,57.57,2001
rus,56.75,2002
rwa,1.7,2002
wsm,16.0,2002
sau,9.6,2002
sen,1.4,2002
scg,47.9,2002
sle,2.4,2002
sgp,32.4,1963
sgp,29.76,1964
sgp,30.84,1965
sgp,29.98,1966
sgp,31.4,1967
sgp,31.88,1968
sgp,30.45,1969
sgp,36.45,1970
sgp,39.2,1971
sgp,42.78,1972
sgp,37.62,1973
sgp,43.76,1974
sgp,44.32,1975
sgp,49.2,1976
sgp,50.87,1977
sgp,49.61,1978
sgp,60.07,1979
sgp,55.16,1980
sgp,55.89,1981
sgp,51.17,1982
sgp,55.28,1983
sgp,51.12,1984
sgp,50.42,1985
sgp,46.22,1986
sgp,54.99,1987
sgp,43.41,1988
sgp,53.68,1989
sgp,46.73,1990
sgp,48.11,1991
sgp,45.74,1992
sgp,40.0,1993
sgp,40.46,1994
sgp,40.14,1995
sgp,39.06,1996
sgp,37.0,1997
sgp,37.83,1998
sgp,37.45,1999
sgp,33.04,2000
sgp,30.77,2001
sgp,30.49,2002
svk,65.78,1992
svk,65.89,1993
svk,62.24,1994
svk,66.18,1995
svk,62.02,1996
svk,61.21,1997
svk,62.82,1998
svk,59.62,1999
svk,61.17,2000
svk,56.42,2001
svk,52.55,2002
svn,58.38,1985
svn,57.37,1986
svn,56.87,1987
svn,60.47,1988
svn,57.56,1989
svn,63.79,1990
svn,58.48,1991
svn,60.82,1992
svn,63.3,1993
svn,61.21,1994
svn,62.91,1995
svn,58.8,1996
svn,55.54,1997
svn,55.97,1998
svn,54.47,1999
svn,52.27,2000
svn,51.07,2001
svn,48.75,2002
slb,14.8,2002
som,3.5,2002
zaf,28.35,1993
zaf,30.58,1994
zaf,27.72,1995
zaf,28.25,1996
zaf,26.49,1997
zaf,27.15,1998
zaf,27.93,1999
zaf,25.25,2000
zaf,25.75,2001
zaf,24.88,2002
esp,7.16,1951
esp,9.11,1952
esp,9.18,1953
esp,10.51,1954
esp,12.11,1955
esp,13.01,1956
esp,13.43,1957
esp,13.67,1958
esp,14.0,1959
esp,16.64,1960
esp,17.08,1961
esp,18.55,1962
esp,18.38,1963
esp,18.74,1964
esp,19.56,1965
esp,20.25,1966
esp,20.67,1967
esp,21.94,1968
esp,21.72,1969
esp,22.24,1970
esp,23.26,1971
esp,23.97,1972
esp,24.94,1973
esp,26.22,1974
esp,28.71,1975
esp,28.75,1976
esp,30.17,1977
esp,31.97,1978
esp,33.34,1979
esp,33.25,1980
esp,35.64,1981
esp,36.31,1982
esp,37.27,1983
esp,39.37,1984
esp,39.89,1985
esp,40.27,1986
esp,42.56,1987
esp,44.56,1988
esp,45.31,1989
esp,45.6,1990
esp,46.22,1991
esp,47.15,1992
esp,47.81,1993
esp,48.17,1994
esp,48.63,1995
esp,47.0,1996
esp,46.69,1997
esp,47.44,1998
esp,47.45,1999
esp,46.01,2000
esp,46.67,2001
esp,45.1,2002
lka,9.1,2002
sdn,0.9,2002
sur,13.2,2002
swz,9.3,2002
swe,9.0,1951
swe,8.67,1952
swe,9.94,1953
swe,10.25,1954
swe,11.04,1955
swe,11.02,1956
swe,11.84,1957
swe,13.44,1958
swe,13.5,1959
swe,14.25,1960
swe,15.2,1961
swe,15.75,1962
swe,15.18,1963
swe,16.73,1964
swe,17.0,1965
swe,17.37,1966
swe,18.3,1967
swe,18.19,1968
swe,19.84,1969
swe,19.73,1970
swe,21.67,1971
swe,22.49,1972
swe,22.65,1973
swe,23.51,1974
swe,23.86,1975
swe,24.18,1976
swe,26.02,1977
swe,25.21,1978
swe,26.12,1979
swe,24.52,1980
swe,23.63,1981
swe,23.54,1982
swe,23.57,1983
swe,24.4,1984
swe,24.42,1985
swe,22.63,1986
swe,23.61,1987
swe,23.87,1988
swe,22.56,1989
swe,23.65,1990
swe,24.14,1991
swe,23.46,1992
swe,22.3,1993
swe,22.96,1994
swe,22.4,1995
swe,21.5,1996
swe,22.23,1997
swe,21.16,1998
swe,21.62,1999
swe,20.9,2000
swe,20.63,2001
swe,20.27,2002
che,23.61,1951
che,22.6,1952
che,25.06,1953
che,26.02,1954
che,27.28,1955
che,27.02,1956
che,29.16,1957
che,28.36,1958
che,31.61,1959
che,31.89,1960
che,31.92,1961
che,32.94,1962
che,35.76,1963
che,34.84,1964
che,35.66,1965
che,38.59,1966
che,39.81,1967
che,40.04,1968
che,41.4,1969
che,41.07,1970
che,43.14,1971
che,43.25,1972
che,45.39,1973
che,46.17,1974
che,48.6,1975
che,47.86,1976
che,48.89,1977
che,48.78,1978
che,49.48,1979
che,48.04,1980
che,48.62,1981
che,49.3,1982
che,49.83,1983
che,47.12,1984
che,48.49,1985
che,48.15,1986
che,45.09,1987
che,45.49,1988
che,44.21,1989
che,45.01,1990
che,44.41,1991
che,44.07,1992
che,43.11,1993
che,41.63,1994
che,37.26,1995
che,37.4,1996
che,36.73,1997
che,36.86,1998
che,33.63,1999
che,35.42,2000
che,34.71,2001
che,31.85,2002
syr,30.5,2002
tjk,17.05,1981
tjk,16.77,1982
tjk,17.62,1985
tjk,19.31,1986
tjk,20.77,1987
tjk,20.66,1988
tjk,21.25,1989
tjk,14.66,1990
tjk,15.34,1991
tjk,15.83,1992
tjk,11.27,1993
tjk,9.09,1994
tjk,6.5,1995
tjk,6.56,1996
tjk,6.67,1997
tjk,7.05,1998
tjk,7.34,1999
tjk,4.82,2000
tjk,5.0,2001
tjk,6.48,2002
tza,2.0,2002
tha,0.94,1957
tha,1.01,1958
tha,1.17,1959
tha,1.16,1960
tha,1.13,1961
tha,1.59,1962
tha,1.89,1963
tha,1.8,1964
tha,2.0,1965
tha,1.68,1966
tha,1.75,1967
tha,1.75,1968
tha,1.94,1969
tha,2.55,1970
tha,2.6,1971
tha,2.24,1972
tha,3.51,1973
tha,3.8,1974
tha,4.55,1975
tha,3.13,1976
tha,3.83,1977
tha,4.25,1978
tha,5.14,1979
tha,5.44,1980
tha,5.5,1981
tha,6.21,1982
tha,5.68,1983
tha,4.79,1984
tha,4.31,1985
tha,4.17,1986
tha,5.02,1987
tha,6.01,1990
tha,6.53,1991
tha,6.43,1992
tha,7.41,1994
tha,8.11,1995
tha,8.14,1996
tha,7.85,1997
tha,9.03,1998
tha,10.52,1999
tha,13.18,2000
tha,15.92,2002
tgo,2.4,2002
tto,2.13,1951
tto,3.2,1952
tto,2.14,1953
tto,4.79,1954
tto,5.71,1955
tto,5.95,1956
tto,5.69,1957
tto,8.39,1958
tto,9.39,1960
tto,6.27,1961
tto,14.31,1962
tto,10.17,1963
tto,12.4,1966
tto,11.98,1967
tto,6.32,1968
tto,13.42,1970
tto,14.68,1971
tto,11.27,1972
tto,9.99,1973
tto,13.56,1974
tto,15.67,1975
tto,10.76,1976
tto,11.55,1977
tto,11.44,1978
tto,11.42,1979
tto,11.76,1980
tto,9.4,1981
tto,15.42,1982
tto,15.8,1983
tto,15.39,1984
tto,14.81,1985
tto,17.97,1986
tto,19.96,1987
tto,21.64,1988
tto,15.4,1989
tto,13.26,1990
tto,13.88,1991
tto,18.1,1992
tto,15.47,1993
tto,13.52,1994
tto,13.83,1995
tto,16.99,1996
tto,14.32,1997
tto,16.96,1998
tto,16.38,1999
tto,14.96,2000
tto,16.88,2001
tto,14.89,2002
tun,27.1,2002
tur,44.1,2002
tkm,18.3,2002
uga,3.3,2002
ukr,48.87,1981
ukr,50.2,1982
ukr,54.49,1985
ukr,56.44,1986
ukr,59.25,1987
ukr,61.7,1988
ukr,63.28,1989
ukr,63.5,1990
ukr,63.39,1991
ukr,63.14,1992
ukr,61.62,1993
ukr,60.08,1994
ukr,57.64,1995
ukr,53.62,1996
ukr,52.24,1997
ukr,52.11,1998
ukr,50.82,1999
ukr,50.64,2000
ukr,48.05,2001
ukr,47.16,2002
are,12.7,2002
gbr,38.19,1950
gbr,40.98,1951
gbr,43.74,1952
gbr,46.9,1953
gbr,50.31,1954
gbr,52.46,1955
gbr,55.08,1956
gbr,57.38,1957
gbr,58.89,1958
gbr,61.96,1959
gbr,63.72,1960
gbr,65.01,1961
gbr,66.85,1962
gbr,68.11,1963
gbr,69.31,1964
gbr,70.84,1965
gbr,71.05,1966
gbr,72.82,1967
gbr,72.77,1968
gbr,73.96,1969
gbr,73.75,1970
gbr,73.38,1971
gbr,74.22,1972
gbr,74.24,1973
gbr,74.59,1974
gbr,72.74,1975
gbr,73.58,1976
gbr,72.42,1977
gbr,72.28,1978
gbr,71.91,1979
gbr,70.82,1980
gbr,69.04,1981
gbr,67.62,1982
gbr,68.24,1983
gbr,66.58,1984
gbr,65.9,1985
gbr,63.42,1986
gbr,61.71,1987
gbr,60.96,1988
gbr,58.56,1989
gbr,57.43,1990
gbr,56.33,1991
gbr,54.32,1992
gbr,51.72,1993
gbr,49.9,1994
gbr,47.76,1995
gbr,45.61,1996
gbr,43.38,1997
gbr,42.74,1998
gbr,40.62,1999
gbr,39.23,2000
gbr,38.15,2001
gbr,37.58,2002
usa,17.31,1950
usa,18.47,1951
usa,19.91,1952
usa,21.66,1953
usa,22.58,1954
usa,24.08,1955
usa,25.93,1956
usa,27.05,1957
usa,27.93,1958
usa,29.32,1959
usa,30.75,1960
usa,32.27,1961
usa,33.8,1962
usa,34.92,1963
usa,36.24,1964
usa,37.56,1965
usa,39.13,1966
usa,40.53,1967
usa,43.08,1968
usa,43.99,1969
usa,45.33,1970
usa,46.44,1971
usa,48.11,1972
usa,48.76,1973
usa,49.99,1974
usa,50.68,1975
usa,51.76,1976
usa,52.84,1977
usa,53.85,1978
usa,54.24,1979
usa,55.24,1980
usa,55.2,1981
usa,55.88,1982
usa,55.53,1983
usa,56.08,1984
usa,56.03,1985
usa,55.83,1986
usa,56.33,1987
usa,55.88,1988
usa,55.58,1989
usa,55.95,1990
usa,55.28,1991
usa,54.22,1992
usa,54.07,1993
usa,52.74,1994
usa,51.66,1995
usa,50.56,1996
usa,49.37,1997
usa,48.49,1998
usa,46.54,1999
usa,46.15,2000
usa,45.16,2001
usa,44.11,2002
ury,28.2,1955
ury,35.92,1956
ury,34.96,1957
ury,32.3,1958
ury,37.06,1959
ury,38.28,1960
ury,37.46,1963
ury,41.85,1964
ury,41.85,1965
ury,42.86,1966
ury,44.97,1967
ury,42.6,1968
ury,42.94,1969
ury,43.48,1970
ury,45.16,1971
ury,42.9,1972
ury,44.25,1973
ury,42.31,1974
ury,47.91,1975
ury,46.84,1976
ury,47.13,1977
ury,50.21,1978
ury,48.43,1980
ury,51.34,1981
ury,53.03,1982
ury,53.42,1983
ury,54.05,1984
ury,53.16,1985
ury,55.25,1986
ury,55.76,1987
ury,56.99,1988
ury,52.42,1989
ury,56.25,1990
ury,52.35,1993
ury,50.0,1994
ury,56.52,1995
ury,49.31,1996
ury,50.75,1997
ury,49.57,1998
ury,46.71,1999
ury,48.15,2000
ury,47.91,2001
ury,46.16,2002
uzb,18.03,1981
uzb,20.07,1982
uzb,19.72,1985
uzb,22.85,1986
uzb,24.59,1987
uzb,21.21,1988
uzb,22.29,1989
uzb,20.3,1990
uzb,19.85,1991
uzb,18.79,1992
uzb,17.3,1993
uzb,14.82,1994
uzb,15.45,1995
uzb,13.83,1996
uzb,13.75,1997
uzb,12.56,1998
uzb,11.49,1999
uzb,10.93,2000
uzb,10.98,2002
vut,12.7,2002
ven,9.09,1955
ven,9.97,1956
ven,8.52,1957
ven,10.04,1958
ven,9.81,1959
ven,9.04,1960
ven,9.92,1961
ven,11.28,1962
ven,10.49,1963
ven,12.22,1964
ven,13.18,1965
ven,13.65,1966
ven,11.81,1967
ven,12.32,1968
ven,12.01,1969
ven,14.13,1970
ven,14.27,1971
ven,14.9,1972
ven,11.98,1973
ven,14.38,1974
ven,15.47,1975
ven,14.45,1976
ven,16.05,1977
ven,14.36,1978
ven,15.23,1979
ven,14.88,1980
ven,15.29,1981
ven,15.4,1982
