geo,females_aged_65plus_labour_force_participation_rate_percent,time
brn,2.2,2000
brn,2.1,2001
brn,2.0,2002
brn,2.0,2003
brn,1.9,2004
brn,1.9,2005
brn,1.8,2006
brn,2.0,2007
bgr,3.9,1980
bgr,4.0,1981
bgr,4.1,1982
bgr,4.2,1983
bgr,4.3,1984
bgr,4.4,1985
bgr,3.9,1986
bgr,3.5,1987
bgr,3.2,1988
bgr,2.9,1989
bgr,2.6,1990
bgr,2.3,1991
bgr,2.1,1992
bgr,1.8,1993
bgr,1.5,1994
bgr,1.3,1995
bgr,1.2,1996
bgr,1.0,1997
bgr,0.8,1998
bgr,0.6,1999
bgr,0.4,2000
bgr,1.5,2001
bgr,1.8,2002
bgr,2.0,2003
bgr,1.9,2004
bgr,1.4,2005
bgr,1.5,2006
bgr,1.9,2007
bfa,39.0,1980
bfa,38.8,1981
bfa,38.1,1982
bfa,38.3,1983
bfa,38.7,1984
bfa,38.2,1985
bfa,37.7,1986
bfa,38.1,1987
bfa,37.8,1988
bfa,38.0,1989
bfa,38.4,1990
bfa,38.0,1991
bfa,38.2,1992
bfa,38.0,1993
bfa,38.2,1994
bfa,38.0,1995
bfa,37.7,1996
bfa,37.5,1997
bfa,37.7,1998
bfa,37.3,1999
bfa,37.5,2000
bfa,37.2,2001
bfa,37.2,2002
bfa,36.9,2003
bfa,36.9,2004
bfa,36.8,2005
bfa,36.6,2006
bfa,36.7,2007
bdi,59.0,1980
bdi,58.3,1981
bdi,58.6,1982
bdi,58.6,1983
bdi,58.8,1984
bdi,58.3,1985
bdi,58.2,1986
bdi,62.5,1987
bdi,66.5,1988
bdi,70.3,1989
bdi,73.8,1990
bdi,73.6,1991
bdi,73.6,1992
bdi,74.3,1993
bdi,74.7,1994
bdi,75.5,1995
bdi,76.3,1996
bdi,76.5,1997
bdi,76.2,1998
bdi,76.3,1999
bdi,76.9,2000
bdi,76.6,2001
bdi,76.5,2002
bdi,76.9,2003
bdi,76.9,2004
bdi,77.2,2005
bdi,77.2,2006
bdi,77.2,2007
khm,18.1,1980
khm,18.4,1981
khm,18.5,1982
khm,18.8,1983
khm,19.0,1984
khm,18.9,1985
khm,19.0,1986
khm,19.2,1987
khm,19.6,1988
khm,20.1,1989
khm,20.5,1990
khm,20.9,1991
khm,21.1,1992
khm,21.4,1993
khm,22.0,1994
khm,22.2,1995
khm,22.5,1996
khm,22.5,1997
khm,22.4,1998
khm,22.4,1999
khm,22.4,2000
khm,65.3,2001
khm,55.5,2002
khm,45.1,2003
khm,35.2,2004
khm,35.7,2005
khm,36.6,2006
khm,37.4,2007
cmr,30.2,1980
cmr,31.9,1981
cmr,33.5,1982
cmr,34.2,1983
cmr,34.9,1984
cmr,35.6,1985
cmr,36.3,1986
cmr,37.0,1987
cmr,37.7,1988
cmr,38.4,1989
cmr,39.1,1990
cmr,39.9,1991
cmr,40.6,1992
cmr,41.3,1993
cmr,42.1,1994
cmr,42.8,1995
cmr,43.6,1996
cmr,45.8,1997
cmr,48.1,1998
cmr,50.4,1999
cmr,52.6,2000
cmr,54.9,2001
cmr,54.8,2002
cmr,54.9,2003
cmr,54.9,2004
cmr,54.8,2005
cmr,54.6,2006
cmr,43.6,2007
can,3.9,1980
can,4.0,1981
can,4.0,1982
can,3.7,1983
can,3.9,1984
can,4.1,1985
can,3.4,1986
can,3.3,1987
can,3.6,1988
can,3.9,1989
can,3.6,1990
can,3.4,1991
can,3.4,1992
can,3.5,1993
can,3.4,1994
can,3.4,1995
can,3.4,1996
can,3.6,1997
can,3.5,1998
can,3.4,1999
can,3.3,2000
can,3.4,2001
can,3.8,2002
can,4.2,2003
can,4.4,2004
can,5.0,2005
can,5.2,2006
can,5.1,2007
cpv,12.2,1980
cpv,12.2,1981
cpv,12.3,1982
cpv,12.4,1983
cpv,12.5,1984
cpv,12.5,1985
cpv,12.4,1986
cpv,12.4,1987
cpv,12.3,1988
cpv,12.1,1989
cpv,12.2,1990
cpv,12.2,1991
cpv,12.2,1992
cpv,12.0,1993
cpv,11.8,1994
cpv,11.7,1995
cpv,11.6,1996
cpv,11.5,1997
cpv,11.4,1998
cpv,11.2,1999
cpv,11.1,2000
cpv,11.1,2001
cpv,11.0,2002
cpv,10.9,2003
cpv,11.0,2004
cpv,10.6,2005
cpv,10.5,2006
cpv,10.6,2007
caf,64.2,1980
caf,64.6,1981
caf,64.1,1982
caf,65.0,1983
caf,64.5,1984
caf,64.4,1985
caf,64.2,1986
caf,64.8,1987
caf,64.8,1988
caf,64.8,1989
caf,65.2,1990
caf,65.5,1991
caf,66.3,1992
caf,66.5,1993
caf,66.2,1994
caf,65.9,1995
caf,66.4,1996
caf,66.2,1997
caf,66.0,1998
caf,65.9,1999
caf,65.8,2000
caf,65.9,2001
caf,66.1,2002
caf,66.9,2003
caf,66.9,2004
caf,66.8,2005
caf,66.7,2006
caf,66.8,2007
tcd,57.7,1980
tcd,57.8,1981
tcd,57.5,1982
tcd,56.4,1983
tcd,56.3,1984
tcd,54.7,1985
tcd,55.3,1986
tcd,55.7,1987
tcd,54.7,1988
tcd,54.5,1989
tcd,55.1,1990
tcd,54.7,1991
tcd,54.3,1992
tcd,56.1,1993
tcd,55.3,1994
tcd,55.6,1995
tcd,55.7,1996
tcd,55.4,1997
tcd,55.2,1998
tcd,55.5,1999
tcd,55.8,2000
tcd,55.1,2001
tcd,54.6,2002
tcd,52.1,2003
tcd,50.1,2004
tcd,49.6,2005
tcd,49.9,2006
tcd,49.7,2007
chl,6.2,1980
chl,5.2,1981
chl,4.1,1982
chl,4.1,1983
chl,4.3,1984
chl,4.9,1985
chl,3.9,1986
chl,4.8,1987
chl,5.7,1988
chl,6.2,1989
chl,5.4,1990
chl,6.0,1991
chl,6.3,1992
chl,7.5,1993
chl,6.8,1994
chl,7.0,1995
chl,6.6,1996
chl,6.9,1997
chl,7.0,1998
chl,6.5,1999
chl,6.0,2000
chl,6.6,2001
chl,6.1,2002
chl,6.3,2003
chl,6.6,2004
chl,6.7,2005
chl,7.4,2006
chl,6.7,2007
chn,4.5,1980
chn,4.6,1981
chn,4.7,1982
chn,5.1,1983
chn,5.4,1984
chn,5.8,1985
chn,6.2,1986
chn,6.6,1987
chn,7.0,1988
chn,7.5,1989
chn,8.0,1990
chn,8.3,1991
chn,8.8,1992
chn,9.3,1993
chn,9.8,1994
chn,10.3,1995
chn,10.7,1996
chn,11.1,1997
chn,11.4,1998
chn,11.8,1999
chn,12.1,2000
chn,12.5,2001
chn,13.0,2002
chn,13.5,2003
chn,14.0,2004
chn,14.5,2005
chn,15.2,2006
chn,15.3,2007
col,1.0,1980
col,1.1,1981
col,1.2,1982
col,1.3,1983
col,1.4,1984
col,1.4,1985
col,1.5,1986
col,1.6,1987
col,1.6,1988
col,1.6,1989
col,1.7,1990
col,1.7,1991
col,1.8,1992
col,1.8,1993
col,1.9,1994
col,1.9,1995
col,2.0,1996
col,2.1,1997
col,2.2,1998
col,2.4,1999
col,2.5,2000
col,2.6,2001
col,2.8,2002
col,2.9,2003
col,3.1,2004
col,3.2,2005
col,3.4,2006
col,3.7,2007
com,37.6,1980
com,37.5,1981
com,37.2,1982
com,36.9,1983
com,36.8,1984
com,36.8,1985
com,36.9,1986
com,37.0,1987
com,37.0,1988
com,37.7,1989
com,37.4,1990
com,38.2,1991
com,37.8,1992
com,37.8,1993
com,38.4,1994
com,38.4,1995
com,38.7,1996
com,38.6,1997
com,38.8,1998
com,38.8,1999
com,38.8,2000
com,38.9,2001
com,38.8,2002
com,38.8,2003
com,38.9,2004
com,38.9,2005
com,39.0,2006
com,39.0,2007
cog,61.1,1980
cog,60.3,1981
cog,58.6,1982
cog,58.2,1983
cog,58.2,1984
cog,58.5,1985
cog,60.2,1986
cog,60.5,1987
cog,59.2,1988
cog,59.1,1989
cog,59.2,1990
cog,59.3,1991
cog,59.8,1992
cog,60.1,1993
cog,60.9,1994
cog,57.2,1995
cog,57.0,1996
cog,59.5,1997
cog,60.0,1998
cog,59.9,1999
cog,59.5,2000
cog,59.4,2001
cog,59.7,2002
cog,60.1,2003
cog,60.1,2004
cog,59.8,2005
cog,59.5,2006
cog,60.8,2007
cod,25.7,1980
cod,25.7,1981
cod,26.0,1982
cod,26.1,1983
cod,25.8,1984
cod,25.7,1985
cod,25.6,1986
cod,25.6,1987
cod,25.8,1988
cod,26.2,1989
cod,26.8,1990
cod,27.8,1991
cod,29.6,1992
cod,30.4,1993
cod,30.6,1994
cod,30.6,1995
cod,31.5,1996
cod,32.2,1997
cod,32.5,1998
cod,32.8,1999
cod,33.6,2000
cod,34.0,2001
cod,34.2,2002
cod,34.2,2003
cod,33.8,2004
cod,33.4,2005
cod,33.3,2006
cod,34.4,2007
cri,9.6,1980
cri,9.4,1981
cri,9.1,1982
cri,8.7,1983
cri,8.5,1984
cri,8.2,1985
cri,7.9,1986
cri,7.6,1987
cri,7.4,1988
cri,7.2,1989
cri,6.9,1990
cri,6.6,1991
cri,6.6,1992
cri,6.6,1993
cri,6.5,1994
cri,6.5,1995
cri,6.4,1996
cri,6.4,1997
cri,6.6,1998
cri,6.9,1999
cri,6.8,2000
cri,6.6,2001
cri,6.1,2002
cri,5.5,2003
cri,4.4,2004
cri,4.4,2005
cri,4.4,2006
cri,4.4,2007
civ,22.6,1980
civ,22.6,1981
civ,22.8,1982
civ,23.1,1983
civ,23.8,1984
civ,23.6,1985
civ,23.8,1986
civ,24.0,1987
civ,24.1,1988
civ,23.8,1989
civ,24.1,1990
civ,24.4,1991
civ,24.8,1992
civ,25.0,1993
civ,25.4,1994
civ,25.2,1995
civ,25.0,1996
civ,25.0,1997
civ,24.9,1998
civ,24.9,1999
civ,25.3,2000
civ,25.6,2001
civ,25.8,2002
civ,26.1,2003
civ,26.2,2004
civ,26.3,2005
civ,26.4,2006
civ,26.7,2007
hrv,12.0,1980
hrv,11.9,1981
hrv,11.9,1982
hrv,11.8,1983
hrv,11.6,1984
hrv,11.5,1985
hrv,11.3,1986
hrv,11.1,1987
hrv,10.9,1988
hrv,10.8,1989
hrv,11.0,1990
hrv,7.3,1991
hrv,7.1,1992
hrv,6.8,1993
hrv,6.6,1994
hrv,6.3,1995
hrv,6.1,1996
hrv,5.9,1997
hrv,5.7,1998
hrv,5.5,1999
hrv,5.3,2000
hrv,4.1,2001
hrv,5.2,2002
hrv,5.6,2003
hrv,6.6,2004
hrv,6.4,2005
hrv,6.3,2006
hrv,6.0,2007
cub,2.0,1980
cub,2.0,1981
cub,2.0,1982
cub,2.0,1983
cub,2.0,1984
cub,2.0,1985
cub,1.9,1986
cub,1.9,1987
cub,1.8,1988
cub,1.7,1989
cub,1.7,1990
cub,1.6,1991
cub,1.5,1992
cub,1.4,1993
cub,1.3,1994
cub,1.3,1995
cub,1.2,1996
cub,1.2,1997
cub,1.2,1998
cub,1.2,1999
cub,1.2,2000
cub,1.2,2001
cub,1.2,2002
cub,1.2,2003
cub,1.2,2004
cub,1.3,2005
cub,1.3,2006
cub,1.3,2007
cyp,12.3,1980
cyp,13.1,1981
cyp,13.0,1982
cyp,12.6,1983
cyp,12.0,1984
cyp,12.7,1985
cyp,12.7,1986
cyp,11.3,1987
cyp,10.8,1988
cyp,8.8,1989
cyp,8.7,1990
cyp,6.2,1991
cyp,5.9,1992
cyp,5.6,1993
cyp,5.3,1994
cyp,5.0,1995
cyp,4.9,1996
cyp,4.8,1997
cyp,4.6,1998
cyp,4.5,1999
cyp,4.4,2000
cyp,4.5,2001
cyp,4.1,2002
cyp,4.7,2003
cyp,4.9,2004
cyp,4.8,2005
cyp,4.7,2006
cyp,4.6,2007
cze,7.3,1980
cze,7.3,1981
cze,7.2,1982
cze,7.1,1983
cze,6.9,1984
cze,6.8,1985
cze,6.6,1986
cze,6.4,1987
cze,6.1,1988
cze,5.8,1989
cze,5.7,1990
cze,3.9,1991
cze,3.9,1992
cze,3.9,1993
cze,3.4,1994
cze,3.4,1995
cze,3.3,1996
cze,2.9,1997
cze,2.6,1998
cze,2.9,1999
cze,2.4,2000
cze,2.2,2001
cze,2.3,2002
cze,2.3,2003
cze,2.3,2004
cze,2.3,2005
cze,2.4,2006
cze,2.2,2007
dnk,3.3,1980
dnk,3.4,1981
dnk,3.5,1982
dnk,3.6,1983
dnk,3.4,1984
dnk,3.2,1985
dnk,3.4,1986
dnk,3.4,1987
dnk,3.3,1988
dnk,3.4,1989
dnk,3.4,1990
dnk,3.1,1991
dnk,3.5,1992
dnk,3.7,1993
dnk,1.1,1994
dnk,0.9,1995
dnk,1.8,1996
dnk,1.8,1997
dnk,1.6,1998
dnk,1.3,1999
dnk,1.6,2000
dnk,3.3,2001
dnk,2.5,2002
dnk,3.3,2003
dnk,1.8,2004
dnk,2.4,2005
dnk,2.8,2006
dnk,2.9,2007
dji,2.9,1980
dji,3.0,1981
dji,3.0,1982
dji,3.0,1983
dji,3.0,1984
dji,3.0,1985
dji,3.1,1986
dji,3.1,1987
dji,3.1,1988
dji,3.1,1989
dji,3.1,1990
dji,3.0,1991
dji,2.9,1992
dji,2.9,1993
dji,2.9,1994
dji,2.9,1995
dji,3.0,1996
dji,3.0,1997
dji,3.0,1998
dji,3.1,1999
dji,3.1,2000
dji,3.1,2001
dji,3.1,2002
dji,3.2,2003
dji,3.2,2004
dji,3.2,2005
dji,3.2,2006
dji,3.3,2007
dom,29.0,1980
dom,28.9,1981
dom,26.3,1982
dom,23.8,1983
dom,21.5,1984
dom,19.3,1985
dom,17.4,1986
dom,15.5,1987
dom,13.9,1988
dom,12.4,1989
dom,11.0,1990
dom,9.8,1991
dom,8.7,1992
dom,7.7,1993
dom,7.4,1994
dom,7.1,1995
dom,6.8,1996
dom,6.6,1997
dom,7.1,1998
dom,7.7,1999
dom,8.3,2000
dom,12.1,2001
dom,17.3,2002
dom,17.2,2003
dom,17.0,2004
dom,17.0,2005
dom,17.4,2006
dom,16.9,2007
tls,17.9,1980
tls,18.1,1981
tls,17.9,1982
tls,17.5,1983
tls,17.1,1984
tls,16.9,1985
tls,16.8,1986
tls,16.8,1987
tls,16.8,1988
tls,16.8,1989
tls,16.6,1990
tls,16.3,1991
tls,16.0,1992
tls,15.6,1993
tls,15.0,1994
tls,14.1,1995
tls,13.0,1996
tls,11.7,1997
tls,10.4,1998
tls,9.5,1999
tls,9.1,2000
tls,9.4,2001
tls,10.1,2002
tls,11.1,2003
tls,12.0,2004
tls,12.6,2005
tls,12.8,2006
tls,11.7,2007
ecu,19.2,1980
ecu,18.9,1981
ecu,9.1,1982
ecu,10.4,1983
ecu,11.8,1984
ecu,13.4,1985
ecu,15.1,1986
ecu,17.1,1987
ecu,19.2,1988
ecu,19.1,1989
ecu,19.0,1990
ecu,19.3,1991
ecu,19.7,1992
ecu,20.0,1993
ecu,20.4,1994
ecu,20.7,1995
ecu,21.1,1996
ecu,21.5,1997
ecu,21.8,1998
ecu,22.2,1999
