surface_area_sq_km,geo,time
350.0,kna,1961
350.0,kna,1962
350.0,kna,1963
350.0,kna,1964
350.0,kna,1965
350.0,kna,1966
350.0,kna,1967
350.0,kna,1968
350.0,kna,1969
350.0,kna,1970
350.0,kna,1971
350.0,kna,1972
350.0,kna,1973
350.0,kna,1974
350.0,kna,1975
350.0,kna,1976
350.0,kna,1977
350.0,kna,1978
350.0,kna,1979
260.0,kna,1980
260.0,kna,1981
260.0,kna,1982
260.0,kna,1983
260.0,kna,1984
260.0,kna,1985
260.0,kna,1986
260.0,kna,1987
260.0,kna,1988
260.0,kna,1989
260.0,kna,1990
260.0,kna,1991
260.0,kna,1992
260.0,kna,1993
260.0,kna,1994
260.0,kna,1995
260.0,kna,1996
260.0,kna,1997
260.0,kna,1998
260.0,kna,1999
260.0,kna,2000
260.0,kna,2001
260.0,kna,2002
260.0,kna,2003
260.0,kna,2004
260.0,kna,2005
260.0,kna,2006
260.0,kna,2007
260.0,kna,2008
260.0,kna,2009
260.0,kna,2010
620.0,lca,1961
620.0,lca,1962
620.0,lca,1963
620.0,lca,1964
620.0,lca,1965
620.0,lca,1966
620.0,lca,1967
620.0,lca,1968
620.0,lca,1969
620.0,lca,1970
620.0,lca,1971
620.0,lca,1972
620.0,lca,1973
620.0,lca,1974
620.0,lca,1975
620.0,lca,1976
620.0,lca,1977
620.0,lca,1978
620.0,lca,1979
620.0,lca,1980
620.0,lca,1981
620.0,lca,1982
620.0,lca,1983
620.0,lca,1984
620.0,lca,1985
620.0,lca,1986
620.0,lca,1987
620.0,lca,1988
620.0,lca,1989
620.0,lca,1990
620.0,lca,1991
620.0,lca,1992
620.0,lca,1993
620.0,lca,1994
620.0,lca,1995
620.0,lca,1996
620.0,lca,1997
620.0,lca,1998
620.0,lca,1999
620.0,lca,2000
620.0,lca,2001
620.0,lca,2002
620.0,lca,2003
620.0,lca,2004
620.0,lca,2005
620.0,lca,2006
620.0,lca,2007
620.0,lca,2008
620.0,lca,2009
620.0,lca,2010
54.4,stmar,1961
54.4,stmar,1962
54.4,stmar,1963
54.4,stmar,1964
54.4,stmar,1965
54.4,stmar,1966
54.4,stmar,1967
54.4,stmar,1968
54.4,stmar,1969
54.4,stmar,1970
54.4,stmar,1971
54.4,stmar,1972
54.4,stmar,1973
54.4,stmar,1974
54.4,stmar,1975
54.4,stmar,1976
54.4,stmar,1977
54.4,stmar,1978
54.4,stmar,1979
54.4,stmar,1980
54.4,stmar,1981
54.4,stmar,1982
54.4,stmar,1983
54.4,stmar,1984
54.4,stmar,1985
54.4,stmar,1986
54.4,stmar,1987
54.4,stmar,1988
54.4,stmar,1989
54.4,stmar,1990
54.4,stmar,1991
54.4,stmar,1992
54.4,stmar,1993
54.4,stmar,1994
54.4,stmar,1995
54.4,stmar,1996
54.4,stmar,1997
54.4,stmar,1998
54.4,stmar,1999
54.4,stmar,2000
54.4,stmar,2001
54.4,stmar,2002
54.4,stmar,2003
54.4,stmar,2004
54.4,stmar,2005
54.4,stmar,2006
54.4,stmar,2007
54.4,stmar,2008
54.4,stmar,2009
54.4,stmar,2010
390.0,vct,1961
390.0,vct,1962
390.0,vct,1963
390.0,vct,1964
390.0,vct,1965
390.0,vct,1966
390.0,vct,1967
390.0,vct,1968
390.0,vct,1969
390.0,vct,1970
390.0,vct,1971
390.0,vct,1972
390.0,vct,1973
390.0,vct,1974
390.0,vct,1975
390.0,vct,1976
390.0,vct,1977
390.0,vct,1978
390.0,vct,1979
390.0,vct,1980
390.0,vct,1981
390.0,vct,1982
390.0,vct,1983
390.0,vct,1984
390.0,vct,1985
390.0,vct,1986
390.0,vct,1987
390.0,vct,1988
390.0,vct,1989
390.0,vct,1990
390.0,vct,1991
390.0,vct,1992
390.0,vct,1993
390.0,vct,1994
390.0,vct,1995
390.0,vct,1996
390.0,vct,1997
390.0,vct,1998
390.0,vct,1999
390.0,vct,2000
390.0,vct,2001
390.0,vct,2002
390.0,vct,2003
390.0,vct,2004
390.0,vct,2005
390.0,vct,2006
390.0,vct,2007
390.0,vct,2008
390.0,vct,2009
390.0,vct,2010
2840.0,wsm,1961
2840.0,wsm,1962
2840.0,wsm,1963
2840.0,wsm,1964
2840.0,wsm,1965
2840.0,wsm,1966
2840.0,wsm,1967
2840.0,wsm,1968
2840.0,wsm,1969
2840.0,wsm,1970
2840.0,wsm,1971
2840.0,wsm,1972
2840.0,wsm,1973
2840.0,wsm,1974
2840.0,wsm,1975
2840.0,wsm,1976
2840.0,wsm,1977
2840.0,wsm,1978
2840.0,wsm,1979
2840.0,wsm,1980
2840.0,wsm,1981
2840.0,wsm,1982
2840.0,wsm,1983
2840.0,wsm,1984
2840.0,wsm,1985
2840.0,wsm,1986
2840.0,wsm,1987
2840.0,wsm,1988
2840.0,wsm,1989
2840.0,wsm,1990
2840.0,wsm,1991
2840.0,wsm,1992
2840.0,wsm,1993
2840.0,wsm,1994
2840.0,wsm,1995
2840.0,wsm,1996
2840.0,wsm,1997
2840.0,wsm,1998
2840.0,wsm,1999
2840.0,wsm,2000
2840.0,wsm,2001
2840.0,wsm,2002
2840.0,wsm,2003
2840.0,wsm,2004
2840.0,wsm,2005
2840.0,wsm,2006
2840.0,wsm,2007
2840.0,wsm,2008
2840.0,wsm,2009
2840.0,wsm,2010
60.0,smr,1961
60.0,smr,1962
60.0,smr,1963
60.0,smr,1964
60.0,smr,1965
60.0,smr,1966
60.0,smr,1967
60.0,smr,1968
60.0,smr,1969
60.0,smr,1970
60.0,smr,1971
60.0,smr,1972
60.0,smr,1973
60.0,smr,1974
60.0,smr,1975
60.0,smr,1976
60.0,smr,1977
60.0,smr,1978
60.0,smr,1979
60.0,smr,1980
60.0,smr,1981
60.0,smr,1982
60.0,smr,1983
60.0,smr,1984
60.0,smr,1985
60.0,smr,1986
60.0,smr,1987
60.0,smr,1988
60.0,smr,1989
60.0,smr,1990
60.0,smr,1991
60.0,smr,1992
60.0,smr,1993
60.0,smr,1994
60.0,smr,1995
60.0,smr,1996
60.0,smr,1997
60.0,smr,1998
60.0,smr,1999
60.0,smr,2000
60.0,smr,2001
60.0,smr,2002
60.0,smr,2003
60.0,smr,2004
60.0,smr,2005
60.0,smr,2006
60.0,smr,2007
60.0,smr,2008
60.0,smr,2009
60.0,smr,2010
960.0,stp,1961
960.0,stp,1962
960.0,stp,1963
960.0,stp,1964
960.0,stp,1965
960.0,stp,1966
960.0,stp,1967
960.0,stp,1968
960.0,stp,1969
960.0,stp,1970
960.0,stp,1971
960.0,stp,1972
960.0,stp,1973
960.0,stp,1974
960.0,stp,1975
960.0,stp,1976
960.0,stp,1977
960.0,stp,1978
960.0,stp,1979
960.0,stp,1980
960.0,stp,1981
960.0,stp,1982
960.0,stp,1983
960.0,stp,1984
960.0,stp,1985
960.0,stp,1986
960.0,stp,1987
960.0,stp,1988
960.0,stp,1989
960.0,stp,1990
960.0,stp,1991
960.0,stp,1992
960.0,stp,1993
960.0,stp,1994
960.0,stp,1995
960.0,stp,1996
960.0,stp,1997
960.0,stp,1998
960.0,stp,1999
960.0,stp,2000
960.0,stp,2001
960.0,stp,2002
960.0,stp,2003
960.0,stp,2004
960.0,stp,2005
960.0,stp,2006
960.0,stp,2007
960.0,stp,2008
960.0,stp,2009
960.0,stp,2010
2150000.0,sau,1961
2150000.0,sau,1962
2150000.0,sau,1963
2150000.0,sau,1964
2150000.0,sau,1965
2150000.0,sau,1966
2150000.0,sau,1967
2150000.0,sau,1968
2150000.0,sau,1969
2150000.0,sau,1970
2150000.0,sau,1971
2150000.0,sau,1972
2150000.0,sau,1973
2150000.0,sau,1974
2150000.0,sau,1975
2150000.0,sau,1976
2150000.0,sau,1977
2150000.0,sau,1978
2150000.0,sau,1979
2150000.0,sau,1980
2150000.0,sau,1981
2150000.0,sau,1982
2150000.0,sau,1983
2150000.0,sau,1984
2150000.0,sau,1985
2150000.0,sau,1986
2150000.0,sau,1987
2150000.0,sau,1988
2150000.0,sau,1989
2150000.0,sau,1990
2150000.0,sau,1991
2150000.0,sau,1992
2150000.0,sau,1993
2150000.0,sau,1994
2150000.0,sau,1995
2150000.0,sau,1996
2150000.0,sau,1997
2150000.0,sau,1998
2150000.0,sau,1999
2150000.0,sau,2000
2150000.0,sau,2001
2150000.0,sau,2002
2150000.0,sau,2003
2150000.0,sau,2004
2150000.0,sau,2005
2150000.0,sau,2006
2150000.0,sau,2007
2150000.0,sau,2008
2150000.0,sau,2009
2150000.0,sau,2010
196700.0,sen,1961
196700.0,sen,1962
196700.0,sen,1963
196700.0,sen,1964
196700.0,sen,1965
196700.0,sen,1966
196700.0,sen,1967
196700.0,sen,1968
196700.0,sen,1969
196700.0,sen,1970
196700.0,sen,1971
196700.0,sen,1972
196700.0,sen,1973
196700.0,sen,1974
196700.0,sen,1975
196700.0,sen,1976
196700.0,sen,1977
196700.0,sen,1978
196700.0,sen,1979
196700.0,sen,1980
196700.0,sen,1981
196700.0,sen,1982
196700.0,sen,1983
196700.0,sen,1984
196700.0,sen,1985
196700.0,sen,1986
196700.0,sen,1987
196700.0,sen,1988
196700.0,sen,1989
196700.0,sen,1990
196700.0,sen,1991
196700.0,sen,1992
196700.0,sen,1993
196700.0,sen,1994
196700.0,sen,1995
196700.0,sen,1996
196700.0,sen,1997
196700.0,sen,1998
196700.0,sen,1999
196700.0,sen,2000
196700.0,sen,2001
196700.0,sen,2002
196700.0,sen,2003
196700.0,sen,2004
196700.0,sen,2005
196700.0,sen,2006
196700.0,sen,2007
196700.0,sen,2008
196700.0,sen,2009
196700.0,sen,2010
88360.0,srb,1961
88360.0,srb,1962
88360.0,srb,1963
88360.0,srb,1964
88360.0,srb,1965
88360.0,srb,1966
88360.0,srb,1967
88360.0,srb,1968
88360.0,srb,1969
88360.0,srb,1970
88360.0,srb,1971
88360.0,srb,1972
88360.0,srb,1973
88360.0,srb,1974
88360.0,srb,1975
88360.0,srb,1976
88360.0,srb,1977
88360.0,srb,1978
88360.0,srb,1979
88360.0,srb,1980
88360.0,srb,1981
88360.0,srb,1982
88360.0,srb,1983
88360.0,srb,1984
88360.0,srb,1985
88360.0,srb,1986
88360.0,srb,1987
88360.0,srb,1988
88360.0,srb,1989
88360.0,srb,1990
88360.0,srb,1991
88360.0,srb,1992
88360.0,srb,1993
88360.0,srb,1994
88360.0,srb,1995
88360.0,srb,1996
88360.0,srb,1997
88360.0,srb,1998
88360.0,srb,1999
88360.0,srb,2000
88360.0,srb,2001
88360.0,srb,2002
88360.0,srb,2003
88360.0,srb,2004
88360.0,srb,2005
88360.0,srb,2006
88360.0,srb,2007
88360.0,srb,2008
88360.0,srb,2009
88360.0,srb,2010
460.0,syc,1961
460.0,syc,1962
460.0,syc,1963
460.0,syc,1964
460.0,syc,1965
460.0,syc,1966
460.0,syc,1967
460.0,syc,1968
460.0,syc,1969
460.0,syc,1970
460.0,syc,1971
460.0,syc,1972
460.0,syc,1973
460.0,syc,1974
460.0,syc,1975
460.0,syc,1976
460.0,syc,1977
460.0,syc,1978
460.0,syc,1979
460.0,syc,1980
460.0,syc,1981
460.0,syc,1982
460.0,syc,1983
460.0,syc,1984
460.0,syc,1985
460.0,syc,1986
460.0,syc,1987
460.0,syc,1988
460.0,syc,1989
460.0,syc,1990
460.0,syc,1991
460.0,syc,1992
460.0,syc,1993
460.0,syc,1994
460.0,syc,1995
460.0,syc,1996
460.0,syc,1997
460.0,syc,1998
460.0,syc,1999
460.0,syc,2000
460.0,syc,2001
460.0,syc,2002
460.0,syc,2003
460.0,syc,2004
460.0,syc,2005
460.0,syc,2006
460.0,syc,2007
460.0,syc,2008
460.0,syc,2009
460.0,syc,2010
71740.0,sle,1961
71740.0,sle,1962
71740.0,sle,1963
71740.0,sle,1964
71740.0,sle,1965
71740.0,sle,1966
71740.0,sle,1967
71740.0,sle,1968
71740.0,sle,1969
71740.0,sle,1970
71740.0,sle,1971
71740.0,sle,1972
71740.0,sle,1973
71740.0,sle,1974
71740.0,sle,1975
71740.0,sle,1976
71740.0,sle,1977
71740.0,sle,1978
71740.0,sle,1979
71740.0,sle,1980
71740.0,sle,1981
71740.0,sle,1982
71740.0,sle,1983
71740.0,sle,1984
71740.0,sle,1985
71740.0,sle,1986
71740.0,sle,1987
71740.0,sle,1988
71740.0,sle,1989
71740.0,sle,1990
71740.0,sle,1991
71740.0,sle,1992
71740.0,sle,1993
71740.0,sle,1994
71740.0,sle,1995
71740.0,sle,1996
71740.0,sle,1997
71740.0,sle,1998
71740.0,sle,1999
71740.0,sle,2000
71740.0,sle,2001
71740.0,sle,2002
71740.0,sle,2003
71740.0,sle,2004
71740.0,sle,2005
71740.0,sle,2006
71740.0,sle,2007
71740.0,sle,2008
71740.0,sle,2009
71740.0,sle,2010
680.0,sgp,1961
680.0,sgp,1962
680.0,sgp,1963
680.0,sgp,1964
680.0,sgp,1965
680.0,sgp,1966
680.0,sgp,1967
680.0,sgp,1968
680.0,sgp,1969
680.0,sgp,1970
680.0,sgp,1971
680.0,sgp,1972
680.0,sgp,1973
680.0,sgp,1974
680.0,sgp,1975
680.0,sgp,1976
680.0,sgp,1977
680.0,sgp,1978
680.0,sgp,1979
680.0,sgp,1980
680.0,sgp,1981
680.0,sgp,1982
680.0,sgp,1983
680.0,sgp,1984
680.0,sgp,1985
680.0,sgp,1986
680.0,sgp,1987
680.0,sgp,1988
680.0,sgp,1989
680.0,sgp,1990
680.0,sgp,1991
680.0,sgp,1992
680.0,sgp,1993
680.0,sgp,1994
680.0,sgp,1995
680.0,sgp,1996
680.0,sgp,1997
680.0,sgp,1998
680.0,sgp,1999
680.0,sgp,2000
680.0,sgp,2001
680.0,sgp,2002
690.0,sgp,2003
690.0,sgp,2004
690.0,sgp,2005
700.0,sgp,2006
700.0,sgp,2007
710.0,sgp,2008
710.0,sgp,2009
710.0,sgp,2010
49030.0,svk,1961
49030.0,svk,1962
49030.0,svk,1963
49030.0,svk,1964
49030.0,svk,1965
49030.0,svk,1966
49030.0,svk,1967
49030.0,svk,1968
49030.0,svk,1969
49030.0,svk,1970
49030.0,svk,1971
49030.0,svk,1972
49030.0,svk,1973
49030.0,svk,1974
49030.0,svk,1975
49030.0,svk,1976
49030.0,svk,1977
49030.0,svk,1978
49030.0,svk,1979
49030.0,svk,1980
49030.0,svk,1981
49030.0,svk,1982
49030.0,svk,1983
49030.0,svk,1984
49030.0,svk,1985
49030.0,svk,1986
49030.0,svk,1987
49030.0,svk,1988
49030.0,svk,1989
49030.0,svk,1990
49030.0,svk,1991
49030.0,svk,1992
49030.0,svk,1993
49030.0,svk,1994
49030.0,svk,1995
49030.0,svk,1996
49030.0,svk,1997
49030.0,svk,1998
49030.0,svk,1999
49030.0,svk,2000
49030.0,svk,2001
49030.0,svk,2002
49030.0,svk,2003
49030.0,svk,2004
49030.0,svk,2005
49030.0,svk,2006
49030.0,svk,2007
49030.0,svk,2008
49040.0,svk,2009
49040.0,svk,2010
20270.0,svn,1961
20270.0,svn,1962
20270.0,svn,1963
20270.0,svn,1964
20270.0,svn,1965
20270.0,svn,1966
20270.0,svn,1967
20270.0,svn,1968
20270.0,svn,1969
20270.0,svn,1970
20270.0,svn,1971
20270.0,svn,1972
20270.0,svn,1973
20270.0,svn,1974
20270.0,svn,1975
20270.0,svn,1976
20270.0,svn,1977
20270.0,svn,1978
20270.0,svn,1979
20270.0,svn,1980
20270.0,svn,1981
20270.0,svn,1982
20270.0,svn,1983
20270.0,svn,1984
20270.0,svn,1985
20270.0,svn,1986
20270.0,svn,1987
20270.0,svn,1988
20270.0,svn,1989
20270.0,svn,1990
20270.0,svn,1991
20270.0,svn,1992
20270.0,svn,1993
20270.0,svn,1994
20270.0,svn,1995
20270.0,svn,1996
20270.0,svn,1997
20270.0,svn,1998
20270.0,svn,1999
20270.0,svn,2000
20270.0,svn,2001
20270.0,svn,2002
20270.0,svn,2003
20270.0,svn,2004
20270.0,svn,2005
20270.0,svn,2006
20270.0,svn,2007
20270.0,svn,2008
20270.0,svn,2009
20270.0,svn,2010
28900.0,slb,1961
28900.0,slb,1962
28900.0,slb,1963
28900.0,slb,1964
28900.0,slb,1965
28900.0,slb,1966
28900.0,slb,1967
28900.0,slb,1968
28900.0,slb,1969
28900.0,slb,1970
28900.0,slb,1971
28900.0,slb,1972
28900.0,slb,1973
28900.0,slb,1974
28900.0,slb,1975
28900.0,slb,1976
28900.0,slb,1977
28900.0,slb,1978
28900.0,slb,1979
28900.0,slb,1980
28900.0,slb,1981
28900.0,slb,1982
28900.0,slb,1983
28900.0,slb,1984
28900.0,slb,1985
28900.0,slb,1986
28900.0,slb,1987
28900.0,slb,1988
28900.0,slb,1989
28900.0,slb,1990
28900.0,slb,1991
28900.0,slb,1992
28900.0,slb,1993
28900.0,slb,1994
28900.0,slb,1995
28900.0,slb,1996
28900.0,slb,1997
28900.0,slb,1998
28900.0,slb,1999
28900.0,slb,2000
28900.0,slb,2001
28900.0,slb,2002
28900.0,slb,2003
28900.0,slb,2004
28900.0,slb,2005
28900.0,slb,2006
28900.0,slb,2007
28900.0,slb,2008
28900.0,slb,2009
28900.0,slb,2010
637700.0,som,1961
637700.0,som,1962
637700.0,som,1963
637700.0,som,1964
637700.0,som,1965
637700.0,som,1966
637700.0,som,1967
637700.0,som,1968
637700.0,som,1969
637700.0,som,1970
637700.0,som,1971
637700.0,som,1972
637700.0,som,1973
637700.0,som,1974
637700.0,som,1975
637700.0,som,1976
637700.0,som,1977
637700.0,som,1978
637700.0,som,1979
637700.0,som,1980
637700.0,som,1981
637700.0,som,1982
637700.0,som,1983
637700.0,som,1984
637700.0,som,1985
637700.0,som,1986
637700.0,som,1987
637700.0,som,1988
637700.0,som,1989
637700.0,som,1990
637700.0,som,1991
637700.0,som,1992
637700.0,som,1993
637700.0,som,1994
637700.0,som,1995
637700.0,som,1996
637700.0,som,1997
637700.0,som,1998
637700.0,som,1999
637700.0,som,2000
637700.0,som,2001
637700.0,som,2002
637700.0,som,2003
637700.0,som,2004
637700.0,som,2005
637700.0,som,2006
637700.0,som,2007
637700.0,som,2008
637700.0,som,2009
637700.0,som,2010
1219000.0,zaf,1961
1219000.0,zaf,1962
1219000.0,zaf,1963
1219000.0,zaf,1964
1219000.0,zaf,1965
1219000.0,zaf,1966
1219000.0,zaf,1967
1219000.0,zaf,1968
1219000.0,zaf,1969
1219000.0,zaf,1970
1219000.0,zaf,1971
1219000.0,zaf,1972
1219000.0,zaf,1973
1219000.0,zaf,1974
1219000.0,zaf,1975
1219000.0,zaf,1976
1219000.0,zaf,1977
1219000.0,zaf,1978
1219000.0,zaf,1979
1219000.0,zaf,1980
1219000.0,zaf,1981
1219000.0,zaf,1982
1219000.0,zaf,1983
1219000.0,zaf,1984
1219000.0,zaf,1985
1219000.0,zaf,1986
1219000.0,zaf,1987
1219000.0,zaf,1988
1219000.0,zaf,1989
1219000.0,zaf,1990
1219000.0,zaf,1991
1219000.0,zaf,1992
1219000.0,zaf,1993
1219000.0,zaf,1994
1219000.0,zaf,1995
1219000.0,zaf,1996
1219000.0,zaf,1997
1219000.0,zaf,1998
1219000.0,zaf,1999
1219000.0,zaf,2000
1219000.0,zaf,2001
1219000.0,zaf,2002
1219000.0,zaf,2003
1219000.0,zaf,2004
1219000.0,zaf,2005
1219000.0,zaf,2006
1219000.0,zaf,2007
1219000.0,zaf,2008
1219000.0,zaf,2009
1219000.0,zaf,2010
506000.0,esp,1961
506000.0,esp,1962
506000.0,esp,1963
506000.0,esp,1964
506000.0,esp,1965
506000.0,esp,1966
506000.0,esp,1967
506000.0,esp,1968
506000.0,esp,1969
506000.0,esp,1970
506000.0,esp,1971
506000.0,esp,1972
506000.0,esp,1973
506000.0,esp,1974
506000.0,esp,1975
506000.0,esp,1976
506000.0,esp,1977
506000.0,esp,1978
506000.0,esp,1979
506000.0,esp,1980
506000.0,esp,1981
506000.0,esp,1982
506000.0,esp,1983
506000.0,esp,1984
506000.0,esp,1985
506000.0,esp,1986
506000.0,esp,1987
506000.0,esp,1988
506000.0,esp,1989
506000.0,esp,1990
506000.0,esp,1991
506000.0,esp,1992
506000.0,esp,1993
506000.0,esp,1994
506000.0,esp,1995
506000.0,esp,1996
506000.0,esp,1997
506000.0,esp,1998
506000.0,esp,1999
505000.0,esp,2000
505000.0,esp,2001
505300.0,esp,2002
505400.0,esp,2003
505400.0,esp,2004
505400.0,esp,2005
505400.0,esp,2006
505400.0,esp,2007
505400.0,esp,2008
505400.0,esp,2009
505400.0,esp,2010
65610.0,lka,1961
65610.0,lka,1962
65610.0,lka,1963
65610.0,lka,1964
65610.0,lka,1965
65610.0,lka,1966
65610.0,lka,1967
65610.0,lka,1968
65610.0,lka,1969
65610.0,lka,1970
65610.0,lka,1971
65610.0,lka,1972
65610.0,lka,1973
65610.0,lka,1974
65610.0,lka,1975
65610.0,lka,1976
65610.0,lka,1977
65610.0,lka,1978
65610.0,lka,1979
65610.0,lka,1980
65610.0,lka,1981
65610.0,lka,1982
65610.0,lka,1983
65610.0,lka,1984
65610.0,lka,1985
65610.0,lka,1986
65610.0,lka,1987
65610.0,lka,1988
65610.0,lka,1989
65610.0,lka,1990
65610.0,lka,1991
65610.0,lka,1992
65610.0,lka,1993
65610.0,lka,1994
65610.0,lka,1995
65610.0,lka,1996
65610.0,lka,1997
65610.0,lka,1998
65610.0,lka,1999
65610.0,lka,2000
65610.0,lka,2001
65610.0,lka,2002
65610.0,lka,2003
65610.0,lka,2004
65610.0,lka,2005
65610.0,lka,2006
65610.0,lka,2007
65610.0,lka,2008
65610.0,lka,2009
65610.0,lka,2010
2506000.0,sdn,1961
2506000.0,sdn,1962
2506000.0,sdn,1963
2506000.0,sdn,1964
2506000.0,sdn,1965
2506000.0,sdn,1966
2506000.0,sdn,1967
2506000.0,sdn,1968
2506000.0,sdn,1969
2506000.0,sdn,1970
2506000.0,sdn,1971
2506000.0,sdn,1972
2506000.0,sdn,1973
2506000.0,sdn,1974
2506000.0,sdn,1975
2506000.0,sdn,1976
2506000.0,sdn,1977
2506000.0,sdn,1978
2506000.0,sdn,1979
2506000.0,sdn,1980
2506000.0,sdn,1981
2506000.0,sdn,1982
2506000.0,sdn,1983
2506000.0,sdn,1984
2506000.0,sdn,1985
2506000.0,sdn,1986
2506000.0,sdn,1987
2506000.0,sdn,1988
2506000.0,sdn,1989
2506000.0,sdn,1990
2506000.0,sdn,1991
2506000.0,sdn,1992
2506000.0,sdn,1993
2506000.0,sdn,1994
2506000.0,sdn,1995
2506000.0,sdn,1996
2506000.0,sdn,1997
2506000.0,sdn,1998
2506000.0,sdn,1999
2506000.0,sdn,2000
2506000.0,sdn,2001
2506000.0,sdn,2002
2506000.0,sdn,2003
2506000.0,sdn,2004
2506000.0,sdn,2005
2506000.0,sdn,2006
2506000.0,sdn,2007
2506000.0,sdn,2008
2506000.0,sdn,2009
2506000.0,sdn,2010
163800.0,sur,1961
163800.0,sur,1962
163800.0,sur,1963
163800.0,sur,1964
163800.0,sur,1965
163800.0,sur,1966
163800.0,sur,1967
163800.0,sur,1968
163800.0,sur,1969
163800.0,sur,1970
163800.0,sur,1971
163800.0,sur,1972
163800.0,sur,1973
163800.0,sur,1974
163800.0,sur,1975
163800.0,sur,1976
163800.0,sur,1977
163800.0,sur,1978
163800.0,sur,1979
163800.0,sur,1980
163800.0,sur,1981
163800.0,sur,1982
163800.0,sur,1983
163800.0,sur,1984
163800.0,sur,1985
163800.0,sur,1986
163800.0,sur,1987
163800.0,sur,1988
163800.0,sur,1989
163800.0,sur,1990
163800.0,sur,1991
163800.0,sur,1992
163800.0,sur,1993
163800.0,sur,1994
163800.0,sur,1995
163800.0,sur,1996
163800.0,sur,1997
163800.0,sur,1998
163800.0,sur,1999
163800.0,sur,2000
163800.0,sur,2001
163800.0,sur,2002
163800.0,sur,2003
163800.0,sur,2004
163800.0,sur,2005
163800.0,sur,2006
163800.0,sur,2007
163800.0,sur,2008
163800.0,sur,2009
163800.0,sur,2010
17360.0,swz,1961
17360.0,swz,1962
17360.0,swz,1963
17360.0,swz,1964
17360.0,swz,1965
17360.0,swz,1966
17360.0,swz,1967
17360.0,swz,1968
17360.0,swz,1969
17360.0,swz,1970
17360.0,swz,1971
17360.0,swz,1972
17360.0,swz,1973
17360.0,swz,1974
17360.0,swz,1975
17360.0,swz,1976
17360.0,swz,1977
17360.0,swz,1978
17360.0,swz,1979
17360.0,swz,1980
17360.0,swz,1981
17360.0,swz,1982
17360.0,swz,1983
17360.0,swz,1984
17360.0,swz,1985
17360.0,swz,1986
17360.0,swz,1987
17360.0,swz,1988
17360.0,swz,1989
17360.0,swz,1990
17360.0,swz,1991
17360.0,swz,1992
17360.0,swz,1993
17360.0,swz,1994
17360.0,swz,1995
17360.0,swz,1996
17360.0,swz,1997
17360.0,swz,1998
17360.0,swz,1999
17360.0,swz,2000
17360.0,swz,2001
17360.0,swz,2002
17360.0,swz,2003
17360.0,swz,2004
17360.0,swz,2005
17360.0,swz,2006
17360.0,swz,2007
17360.0,swz,2008
17360.0,swz,2009
17360.0,swz,2010
450300.0,swe,1961
450300.0,swe,1962
450300.0,swe,1963
450300.0,swe,1964
450300.0,swe,1965
450300.0,swe,1966
450300.0,swe,1967
450300.0,swe,1968
450300.0,swe,1969
450300.0,swe,1970
450300.0,swe,1971
450300.0,swe,1972
450300.0,swe,1973
450300.0,swe,1974
450300.0,swe,1975
450300.0,swe,1976
450300.0,swe,1977
450300.0,swe,1978
450300.0,swe,1979
450300.0,swe,1980
450300.0,swe,1981
450300.0,swe,1982
450300.0,swe,1983
450300.0,swe,1984
450300.0,swe,1985
450300.0,swe,1986
450300.0,swe,1987
450300.0,swe,1988
450300.0,swe,1989
450300.0,swe,1990
450300.0,swe,1991
450300.0,swe,1992
450300.0,swe,1993
450300.0,swe,1994
450300.0,swe,1995
450300.0,swe,1996
450300.0,swe,1997
450300.0,swe,1998
450300.0,swe,1999
450300.0,swe,2000
450300.0,swe,2001
450300.0,swe,2002
450300.0,swe,2003
450300.0,swe,2004
450300.0,swe,2005
450300.0,swe,2006
450300.0,swe,2007
450300.0,swe,2008
450300.0,swe,2009
450300.0,swe,2010
41280.0,che,1961
41280.0,che,1962
41280.0,che,1963
41280.0,che,1964
41280.0,che,1965
41280.0,che,1966
41280.0,che,1967
41280.0,che,1968
41280.0,che,1969
41280.0,che,1970
41280.0,che,1971
41280.0,che,1972
41280.0,che,1973
41280.0,che,1974
41280.0,che,1975
41280.0,che,1976
41280.0,che,1977
41280.0,che,1978
41280.0,che,1979
41280.0,che,1980
41280.0,che,1981
41280.0,che,1982
41280.0,che,1983
41280.0,che,1984
41280.0,che,1985
41280.0,che,1986
41280.0,che,1987
41280.0,che,1988
41280.0,che,1989
41280.0,che,1990
41280.0,che,1991
41280.0,che,1992
41280.0,che,1993
41280.0,che,1994
41280.0,che,1995
41280.0,che,1996
41280.0,che,1997
41280.0,che,1998
41280.0,che,1999
41280.0,che,2000
41280.0,che,2001
41280.0,che,2002
41280.0,che,2003
41280.0,che,2004
41280.0,che,2005
41280.0,che,2006
41280.0,che,2007
41280.0,che,2008
41280.0,che,2009
41280.0,che,2010
185200.0,syr,1961
185200.0,syr,1962
185200.0,syr,1963
185200.0,syr,1964
185200.0,syr,1965
185200.0,syr,1966
185200.0,syr,1967
185200.0,syr,1968
185200.0,syr,1969
185200.0,syr,1970
185200.0,syr,1971
185200.0,syr,1972
185200.0,syr,1973
185200.0,syr,1974
185200.0,syr,1975
185200.0,syr,1976
185200.0,syr,1977
185200.0,syr,1978
185200.0,syr,1979
185200.0,syr,1980
185200.0,syr,1981
185200.0,syr,1982
185200.0,syr,1983
185200.0,syr,1984
185200.0,syr,1985
185200.0,syr,1986
185200.0,syr,1987
185200.0,syr,1988
185200.0,syr,1989
185200.0,syr,1990
